קית	keith
לורה	laura
מושבי	席位
מושבי	座位
משוריין	裝甲
צירי	鉸鏈
אוהדים	粉絲
ליעד	目的地
טרף	獵物
מכרות	地雷
חילוף	替代
עישון	吸煙
התרחבות	膨脹
התרחבות	擴建
התרחבות	擴張
התרחבות	拓展
התרחבות	擴大
התרחבות	擴展
רקמות	組織
רקמות	紙巾
ארל	earl
קאסל	城堡
קאסל	castle
קאסל	城
גזירות	法令
גזירות	政令
יוניברסל	環球
יוניברסל	普及
יוניברסל	普遍
תמצא	找到
תמצא	尋找
כתם	染色
כתם	污點
מתורגם	翻譯
בולס	公牛
מקוון	上線
מקוון	網上
מקוון	online
סאונד	聲音
סאונד	音效
להאריך	延伸
להאריך	擴展
להאריך	延長
אכיפת	強制執行
לעצמי	自己
הארון	衣櫃
הארון	壁櫥
הארון	衣櫥
סטיבנס	stevens
התקף	攻擊
התקף	襲擊
התקף	進攻
התקף	癲癇
התקף	扣押
קריטריון	標準
מפציצים	轟炸機
גלות	流亡
גלות	放逐
גלות	流放
קנס	罰
קנס	懲罰
קנס	處罰
קנס	刑罰
יריבות	競爭
יריבות	對立
חיוב	電荷
חיוב	充電
חיוב	收費
חיוב	計費
חיוב	帳單
חיוב	借方
גנב	賊
מושך	吸引力
מושך	吸引力
ברונזה	青銅
ברונזה	銅
הצפיפות	密度
יוליה	julia
יוליה	朱麗葉
דיפלומט	外交官
רציונלי	理性
דמוגרפיה	人口
דמוגרפיה	人口
בוז	輕蔑
בוז	藐視
בוז	蔑視
בוז	boo
פסנתרן	鋼琴家
אירופאי	歐洲
חורבות	廢墟
חורבות	遺址
חורבות	遺跡
אורניום	鈾
סיגל	segal
מסמן	標記
מסמן	標示
מסמן	標識
מרינה	marina
עלית	精英
עלית	elite
אולטרה	超
מלים	言語
מלים	詞語
מלים	字
מלים	詞
קריסטל	水晶
קריסטל	crystal
קריסטל	晶體
פסי	psi
הבהרה	澄清
הבהרה	澄清
ענבים	葡萄
ענבים	葡萄
חולות	金沙
חולות	金砂
חולות	sands
ריכטר	richter
באלה	bala
מיתוס	神話
טרה	tara
טרה	高地
טרה	terra
חרוט	刻
חרוט	刻字
חרוט	錐
ניקול	nicole
נאמנה	忠心
נאמנה	忠誠
נאמנה	忠誠
נאמנה	忠實
לאמת	驗證
שבור	破碎
שבור	破損
שבור	斷
תלונה	投訴
תלונה	控訴
תלונה	申訴
תלונה	投訴
תלונה	申訴
עשב	草
עשב	草地
עשב	草叢
עשב	大麻
עשב	雜草
האחדות	統一
האחדות	團結
הכובש	征服者
העכבר	滑鼠
העכבר	鼠
שבועי	每星期
שבועי	週刊
שבועי	每週
שבועי	每周
פושעים	罪犯
הירך	hip
הירך	臀
הירך	臀部
הירך	髖
הירך	大腿
אנטואן	antoine
צנזורה	審查
קניות	購買
קניות	買東西
קניות	購物
ארגז	箱
ארגז	框
ארגז	盒
ארגז	盒子
ארגז	方框
ארגז	樹幹
פריס	巴黎
נשואים	已婚
המכירה	銷售
המכירה	出售
המכירה	買賣
ישויות	實體
הגורל	天命
הגורל	命運
הגורל	命運
נוקשה	嚴格
נוקשה	嚴謹
נוקשה	僵化
נוקשה	苛刻
נוקשה	嚴酷
נוקשה	嚴厲
נוקשה	僵硬
נוקשה	僵
נורמלית	常態
נורמלית	正常
קרמיקה	陶瓷
קרמיקה	陶瓷
התנקשות	暗殺
התנקשות	刺殺
פניות	不偏不倚
דינוזאורים	恐龍
דינוזאורים	恐龍
מדגסקר	馬達加斯加
אמרי	emery
לכסות	覆蓋
לכסות	封面
לכסות	掩護
הקמפוס	校區
הקמפוס	校園
כרום	chrome
כרום	鉻
מורחבת	延伸
מורחבת	擴展
מורחבת	延長
צוקרמן	zuckerman
אגמים	湖泊
בגידה	背信棄義
בגידה	作弊
בגידה	欺騙
בגידה	背叛
בגידה	叛國
בגידה	叛國罪
צום	齋戒
צום	禁食
דחוף	緊急
דחוף	急
המתנה	待命
המתנה	備用
בלשנות	語言學
מפרקים	關節
שארלוט	charlotte
מפורטים	詳細
גורף	橫掃
גורף	掃
כרונית	慢性
מחרוזת	弦樂
מחרוזת	字串
מחרוזת	弦
מחרוזת	弦樂
סיבים	纖維
סיבים	纖維
סיבים	纖維
מנו	menno
פמיניסטית	女權
פמיניסטית	女權主義
מערכי	陣列
אנריקה	enrique
מחשוב	運算
מחשוב	計算
אקראית	隨機
מוליך	指揮
מעמיק	加深
מעמיק	深化
מלמדת	教書
מלמדת	教學
מלמדת	教
הפגנה	示範
הפגנה	演示
הפגנה	示威
הפגנה	示威
גיבוי	備用
גיבוי	後援
גיבוי	支援
גיבוי	備份
גיבוי	後備
מונגוליה	蒙古
שישים	六十
סנטרל	中央
הקניון	商場
סביבות	環境
שבעים	七十
פגישות	會議
פגישות	任用
פגישות	任命
עצבים	神經
עצבים	緊張
האיטי	海地
מזמין	邀請
האוטובוס	公車
האוטובוס	巴士
מבוקש	通緝
מכס	海關
מכס	關稅
קשיח	難
קשיח	硬
קשיח	辛苦
קשיח	僵化
קשיח	僵硬
קשיח	僵
אפיק	史詩
דימום	流血
דימום	出血
דימום	出血
עליזה	開朗
קתרינה	catarina
ריינר	reiner
האתיקה	倫理
האתיקה	倫理學
שתן	尿液
שתן	尿
מקבץ	集群
זכרון	記憶力
זכרון	記憶
זכרון	記憶體
זכרון	回憶
חיקוי	印象
חיקוי	仿
חיקוי	模仿
ישמעאל	ishmael
מונו	單一
ראם	oryx
ראם	羚羊
ראם	ram
ראם	公羊
ראם	記憶體
ראם	凌
יהלומים	金剛石
יהלומים	鑽石
יהלומים	鑽石
אפיון	定性
להרגיש	感受
להרגיש	感覺
פרג	罌粟
מחזמר	音樂
מחזמר	音樂劇
פורק	叉
פורק	叉子
פורק	卸貨
פורק	卸
ספציפיות	具體
ידני	手冊
ידני	手動
השלד	骷髏
השלד	骨架
השלד	骨骼
הצללים	影
הצללים	影子
הצללים	陰影
סולומון	所羅門
אנושיות	人性
אנושיות	人道
בוליביה	玻利維亞
טיהור	清洗
טיהור	淨化
טיהור	淨化
טיהור	純化
טיהור	淨化
טיהור	清洗
מבחנים	測試
מבחנים	測驗
מבחנים	考試
מוגבר	擴增
חסרה	缺少
חסרה	失蹤
חסרה	遺失
מסתורי	神秘
מלונות	酒店
מלונות	旅館
ליכטנשטיין	列支敦斯登
ליפול	秋季
ליפול	秋天
ליפול	跌倒
טיפולי	治療
בריחה	越獄
בריחה	逃離
אימפריה	帝國
מוריה	moria
גביש	水晶
גביש	crystal
גביש	晶體
ירושה	繼承權
ירושה	繼承
ירושה	遺產
חציל	茄
חציל	茄子
מינרל	礦物質
מינרל	礦物
מינרל	礦產
גט	離婚
אלבה	alba
טרופי	熱帶
נינה	nina
ניבים	獠牙
ניבים	方言
פקטור	因子
פקטור	因數
הדרגתי	漸進
הדרגתי	逐漸
הדרגתי	逐步
מקרקעין	產業
מקרקעין	邨
רשמיות	手續
להגשים	履行
זוגיות	關係
זוגיות	均等
זוגיות	戀愛
זוגיות	感情
זוגיות	關係
ייעודי	奉獻
ייעודי	專用
מגלן	ibis
לעוף	飛
לעוף	蒼蠅
לעוף	飛翔
בונוס	獎金
בונוס	紅利
בונוס	獎勵
טינה	tina
המגילה	捲軸
המגילה	滾動
זהוב	golden
זהוב	黃金
זהוב	金色
שמנה	肥
שמנה	脂肪
שמנה	胖
פורח	開花
פורח	綻放
עטיפות	包裝紙
עטיפות	包裝
נשי	女
נשי	女性
תגלית	發現
תגלית	探索
ליסה	lisa
שף	主廚
שף	大廚
שף	廚師
אורגני	有機
משאיר	樹葉
משאיר	葉子
עני	窮
מרכבה	戰車
ניקי	nicky
ניקי	nikki
ניקי	nicki
עמר	amr
עמר	amar
נוכחי	電流
נוכחי	現任
נוכחי	目前
רנו	雷諾
מעודד	鼓勵
הקן	窩
הקן	巢穴
הקן	巢
ביסמרק	俾斯麥
יג	vijay
חרבות	劍
יונג	永
יונג	勇
יונג	鄭
אתני	族裔
חלקות	光滑
חלקות	順利
חלקות	平滑
חלקות	平穩
מבודד	與世隔絕
מבודד	絕緣
מבודד	隔熱
מבודד	隔離
מבודד	孤立
מבודד	與世隔絕
מכללות	學院
מכללות	院校
הוקס	鈎
הוקס	老鷹
הוקס	hawkes
תפאורה	風景
מומנט	時刻
מומנט	力矩
מומנט	扭矩
מומנט	扭力
משדר	發射器
משדר	發射機
משדר	放送
משדר	廣播
משמרות	輪班
כינויים	暱稱
כינויים	綽號
כינויים	別名
הרה	懷孕
הרה	孕婦
חשופים	暴露
חשופים	曝光
מדעים	科學
פיי	faye
פיי	裴
פמיניזם	女權主義
קייטי	katie
לורי	lori
התפרצויות	噴發
נגיף	病毒
הנאשם	被告人
הנאשם	被告
כלכלנים	經濟學家
חיבה	親情
שיחים	灌木叢
אשלגן	鉀
המפגינים	示威者
פעלים	動詞
תודעה	知覺
תודעה	意識
תודעה	自覺
בריכה	池
בריכה	池塘
בריכה	撞球
בריכה	池
בריכה	游泳池
בריכה	泳池
מאו	毛
הדיוק	準確性
הדיוק	精確度
הדיוק	精度
הדיוק	準確度
כעס	怒
כעס	憤怒
כעס	怒火
כעס	生氣
כעס	怒
כעס	憤怒
שיאן	仙
ארם	aram
מפרשים	帆
האנדים	安第斯山脈
האפקט	特效
האפקט	效果
האפקט	效應
דרומי	南方
דרומי	南部
ננו	納米
באהבה	戀愛
באהבה	愛
באהבה	love
באהבה	愛情
עינויים	酷刑
כבשים	羊
כבשים	綿羊
כבשים	羔羊
נטוש	廢棄
נטוש	遺棄
במאים	董事
פנאי	娛樂
פנאי	休閒
פנאי	休閒
פנאי	閒暇
נרדף	鬧鬼
מתמודד	參賽者
מיילס	萬里
מיילס	miles
מיילס	英里
אהובה	戀愛
אהובה	愛
אהובה	love
אהובה	愛情
אהובה	拉夫
נילי	neely
שבירה	脆弱
שבירה	易碎
שבירה	突破
שבירה	打破
תפיסות	漁獲量
תפיסות	感知
עקבי	始終如一
עקבי	連貫
צדיק	正義
צדיק	公義
הרשאה	授權
הרשאה	允許
הרשאה	許可
כאבים	痛
כאבים	傷痛
כאבים	疼痛
כאבים	痛苦
זקנים	鬍鬚
פורטוגזית	葡萄牙語
פורטוגזית	葡萄牙
גלגול	滾動
גלגול	捲
גלגול	卷
סנטימטר	寸
סנטימטר	英吋
סנטימטר	寸寸
סנטימטר	吋
סנטימטר	公分
סנטימטר	釐米
מיומנות	技藝
מיומנות	技巧
מיומנות	技能
שכיח	常見
שכיח	通用
שכיח	共同
יוקרה	威信
יוקרה	威望
יוקרה	聲望
יוקרה	奢侈品
יוקרה	豪華
יוקרה	奢華
יוקרה	奢侈
מסתור	隱藏
בוטה	公然
בוטה	明目張膽
בוטה	鈍
בורמה	緬
בורמה	緬甸
דיפלומטים	外交官
סיאול	漢城
סבון	香皂
סבון	皂
סבון	肥皂
בוי	boy
בוי	男孩
טרייסי	tracy
אפקטים	特效
אפקטים	效應
אפקטים	影響
אפקטים	效果
חסון	強健
חסון	強勁
קמחי	泡菜
בישוף	主教
בישוף	bishop
הסיסמה	密碼
קלינית	臨床
קלינית	臨床
דיוויס	davis
ענישה	刑罰
ענישה	懲罰
ענישה	處罰
בחזקת	推定
בחזקת	假定
אווירה	氛圍
אווירה	感應
אווירה	氛圍
אווירה	氣氛
אווירה	大氣
אווירה	大氣層
אווירה	氛圍
אווירה	氛圍
דחק	壓力
דחק	強調
דחק	應力
בלייר	blair
בלוב	斑點
מלוכה	皇室
מלוכה	王室
אימות	認證
אימות	驗證
אימות	審定
אימות	驗證
אימות	驗證
אימות	核查
סבירות	可能性
מפקח	督察
מפקח	主管
מפקח	督導
קוקה	古柯
הדס	myrtle
מרכוס	marcus
משקע	殘留物
משקע	殘餘物
משקע	殘留
משקע	殘渣
משקע	降水
משקע	降水量
משקע	沈積
מרוחק	遙遠
מרוחק	遠方
מרוחק	偏遠
מרוחק	遙控
מרוחק	遙控器
ניגוד	對比
ניגוד	對照
הקדמונים	古人
מוס	麋鹿
מוס	moss
הילס	丘陵
נביא	先知
הלוואה	借款
הלוואה	貸款
הלוואה	借貸
הלוואה	借款
הלוואה	貸款
קישוט	裝飾
הפרטיות	隱私
הפרטיות	隱私權
סרגל	尺子
סרגל	統治者
סרגל	酒吧
סרגל	bar
גאווה	自尊
גאווה	自豪
גאווה	驕傲
גאווה	自豪
גאווה	驕傲
לירון	laurent
ראשה	頭
ראשה	頭部
גבורה	英勇
אינטליגנציה	智慧
אינטליגנציה	情報
אינטליגנציה	智力
רגישים	敏感
רגישים	敏感性
רגישים	敏感度
שיוט	巡航
שיוט	巡航
שיוט	郵輪
חלשים	弱
חלשים	虛弱
חלשים	弱者
חלשים	軟弱
חלשים	薄弱
נאם	num
נאם	nam
נאם	南
היקר	dear
רצועה	追蹤
רצועה	曲目
רצועה	軌道
רצועה	軌跡
רצועה	皮帶
רצועה	脫衣
רצועה	脫
רצועה	脫衣舞
רצועה	地帶
עוקבים	追隨者
בבעלותו	擁有
מורן	moran
נדר	誓
נדר	誓言
נדר	誓詞
נדר	誓言
נדר	誓詞
דפדפן	瀏覽器
אנזימים	酶
קצוות	邊緣
הגעה	抵達
הגעה	到達
חופשה	假期
חופשה	holiday
חופשה	假日
חופשה	度假
חופשה	節日
חופשה	假期
חופשה	渡假
חופשה	度假
מוסכם	議定
מוסכם	同意
מוסכם	商定
ברז	水龍頭
פארקים	公園
מולקולה	分子
מולקולה	分子
פבלו	pablo
עיכוב	推遲
עיכוב	延遲
עיכוב	延誤
עיכוב	拖延
עיכוב	延遲
עיכוב	延誤
קנטון	縣
קבל	接受
קבל	獲取
קבל	獲得
קבל	得到
עבדות	奴隸制
עבדות	奴役
מותרת	允許
מותרת	獲准
מותרת	允許
קוף	猴
קוף	猴子
קוף	猩猩
קוף	人猿
קוף	猿
משכנע	說服
השכנים	鄰
השכנים	鄰居
תאריכים	日期
קטלני	致命
קטלני	致死
קטלני	致命
קטלני	致命
מזכירים	提醒
אירווינג	歐文
פלוני	doe
מולד	先天
מולד	先天性
מדומה	嘲笑
מתיו	matthew
מתיו	mathieu
שדרוג	升級
שדרוג	升級
שדרוג	提升
שדרוג	升級
שדרוג	提升
מציל	救生員
ההפך	對面
נכים	殘疾
נכים	殘障
משחרר	釋放
הסוכן	代理商
הסוכן	代理人
הסוכן	特工
הסוכן	代理
מצלמת	鏡頭
מצלמת	照相機
מצלמת	相機
מצלמת	攝影機
מינוס	減
העלות	費用
העלות	成本
סירה	船
סירה	船隻
סירה	艇
קרע	rift
גמל	駱駝
סינון	篩選
סינון	濾波器
סינון	過濾
סינון	過濾器
סינון	篩選
סינון	過濾
וטו	否決權
וטו	否決
רישומים	紀錄
רישומים	記錄
הגיליון	圖表
הגיליון	圖
אנימה	動畫
לייצוג	代表性
הציל	獲救
ויולה	中提琴
הקלט	投入
הקלט	輸入
לוגיקה	邏輯
לוגיקה	邏輯
בושה	羞
בושה	恥辱
בושה	羞恥
בושה	羞愧
בושה	無恥
מבוקשים	通緝
מורשה	授權
מורשה	允許
מורשה	認證
לידס	利茲
לן	len
פרא	狂野
פרא	野
פרא	野性
פרא	野生
פרא	野人
פרא	野蠻
נכס	地產
נכס	屬性
נכס	財產
נכס	物業
נכס	資產
נכס	資產
אגו	自負
אגו	自我
פילים	象
פילים	大象
מדים	制服
מדים	軍服
מדים	均勻
מדים	制服
מדים	軍裝
היבשות	大洲
היבשות	大陸
חיוניים	必需品
המכס	海關
המכס	關稅
הפיגועים	轟炸
מעבורות	渡船
מעבורות	渡輪
אבחנה	診斷
אבחנה	診斷
המנועים	引擎
המנועים	發動機
צפו	觀看
צפו	手錶
המפקדה	總部
לאמה	喇嘛
להרוויח	掙
להרוויח	賺取
להרוויח	賺
פטריות	香菇
פטריות	蘑菇
פטריות	真菌
פטריות	香菇
פטריות	蘑菇
ערבות	交保
ערבות	保釋
כפופה	從屬
טבעה	沈沒
העדפות	偏好
העדפות	喜好
העדפות	優惠
העדפות	偏好
העדפות	喜好
הגבעות	丘陵
נלחמים	格鬥
נלחמים	打架
נלחמים	戰鬥
אקשן	動作
אקשן	行動
בריסל	布魯塞爾
אורגניות	有機
אומנים	工匠
אומנים	藝術家
אומנים	藝人
אמיליה	amelia
מרסיי	馬賽
עיבד	轉錄
התסמינים	症狀
מייסון	梅森
מייסון	mason
יקירי	dear
מסיבי	大規模
נדרים	誓言
נדרים	誓言
נדרים	誓詞
ניטור	監測
מכות	毆打
מכות	毆打
מכות	跳動
אדוני	sir
אדוני	先生
הצרכים	需求
הצרכים	需要
אגוז	堅果
אגוז	核桃
אגוז	胡桃
סבתא	祖母
סבתא	阿婆
סבתא	奶奶
סבתא	阿嬤
גלגלי	輪
גלגלי	車輪
טריטוריה	領地
טריטוריה	領土
מיוצרים	製造
רכה	軟軟
רכה	柔軟
רכה	柔和
רכה	軟
אמינו	氨基
אמינו	氨基酸
פקידי	官員
צומח	生長
צומח	成長
אלימים	暴力
תנו	讓
מגבלה	限制
מגבלה	上限
מגבלה	極限
מגבלה	限
מגבלה	限額
מלגה	獎學金
מלגה	獎學金
מצטט	引述
מתנשא	傲慢
בולי	惡霸
בולי	欺負
אנטוני	anthony
גאגא	gaga
הגשרים	橋梁
הגשרים	橋
צבעוניים	有色
צבעוניים	彩色
צבעוניים	色彩繽紛
צבעוניים	有色
פשיטת	突襲
סוללה	電池
סוללה	電量
קונצנזוס	共識
אנכית	垂直
אנכית	縱向
אנכית	垂直
אנכית	縱向
איברהים	ibrahim
טהורה	純潔
טהורה	純純
טהורה	純
טהורה	純粹
פושע	罪犯
חשודים	嫌犯
חשודים	嫌疑犯
חשודים	疑犯
תקיפות	攻擊
תקיפות	襲擊
לווין	衛星
שאריות	殘留物
שאריות	殘餘物
שאריות	殘留
שאריות	殘渣
שאריות	剩菜
פארו	faro
הפשיטה	突襲
מגילות	捲軸
נוסחאות	公式
מפקדה	命令
מפקדה	指揮
מפקדה	總部
עיוור	瞎子
עיוור	盲目
עיוור	盲
עיוור	盲人
עיוור	瞎
עיוור	蒙蔽
הסולם	梯子
הסולם	梯
הסולם	階梯
אינטגרציה	融合
אינטגרציה	整合
הטיה	偏差
הטיה	偏見
הטיה	偏
הטיה	偏向
ניקוז	排水
ביונסה	beyoncé
חוזק	力氣
חוזק	強度
חוזק	實力
חוזק	力量
חוזק	體力
חוזק	強項
חוזק	長處
גנאי	貶損
הדומיניקנית	多明尼加
היהלום	金剛石
היהלום	鑽石
אופטית	光學
דרמטית	戲劇性
חליפת	西裝
חליפת	西服
חליפת	套裝
אברי	avery
בעייה	問題
ביבר	bieber
לרוחב	橫向
לרוחב	側
לרוחב	風景
לרוחב	景觀
רינה	rena
רינה	玲奈
רינה	rina
פרת	牛
פרת	奶牛
פרת	母牛
תפוז	橙
תפוז	橘色
תפוז	橘子
תפוז	橙色
תפוז	橘
תפוז	橙
תפוז	橘子
תהודה	共振
ברנס	barnes
ברנס	燒傷
שלוחה	延伸
שלוחה	擴展
שלוחה	延長
שלוחה	延期
קומוניסטית	共產主義
להעיר	覺醒
צהובה	黃色
צהובה	黃
ביט	bit
אתלט	運動員
מתנדב	志願者
מתנדב	志願者
מתנדב	義工
המגפה	鼠疫
המגפה	瘟疫
שדים	鬼子
חיכוך	摩擦力
חיכוך	磨擦
חיכוך	摩擦
אקוסטית	聲學
המורכבות	複雜
המורכבות	複雜性
קוונטית	量子
זיכיון	專營
זיכיון	特許
כתמים	污點
כתמים	斑點
מפלצת	妖怪
מפלצת	怪獸
מפלצת	怪物
סוכרת	糖尿病
סוכרת	糖尿病
הגיון	感
הגיון	邏輯
הנתיב	路徑
מיץ	汁
מיץ	果汁
קארן	karen
מעודכן	更新
תדר	頻率
ונקובר	溫哥華
כריסטוף	christoph
ביבליוגרפיה	書目
מצחיק	搞笑
מצחיק	好笑
מצחיק	搞笑
לטקס	latex
נוגדנים	抗體
הצטיינות	卓越
מקסימום	最多
מקסימום	max
מקסימום	最大
מקסימום	最大值
מקסימום	最大限度
בשקט	悄悄地
התקנות	安裝
התקנות	條例
התקנות	設施
התקנות	裝置
שאיפה	吸入
שאיפה	吸氣
שאיפה	吸入
שאיפה	抱負
שאיפה	野心
שאיפה	雄心
שאיפה	志向
מורנו	moreno
לווה	借款
לווה	借用
לווה	借
לווה	借貸
לווה	陪同
לווה	護航
לווה	護送
הקפלה	禮拜堂
פאבל	pavel
משי	蠶絲
משי	絲
משי	絲綢
מולקולרית	分子
גיהנום	地獄
פגמים	斷層
פגמים	瑕疵
פגמים	缺點
פגמים	缺陷
פגמים	瑕疵
פגמים	缺陷
תלמה	thelma
מחליפים	替代品
הורדה	下載
הורדה	下載
משקולות	加權
משקולות	重量
רודף	縈繞
הריאה	肺
הריאה	龍
האנה	hannah
האנה	hanna
עיט	鷹
עיט	老鷹
עיט	雕
עיט	鵰
עיט	老鷹
עיט	鷹
בהמה	野獸
בהמה	獸
בהמה	怪獸
בהמה	動物
מטעה	誤導
תשוקה	願望
תשוקה	慾望
תשוקה	慾望
תשוקה	情慾
תשוקה	激情
תשוקה	熱情
תשוקה	激情
מתאם	關聯
מתאם	關聯性
נבי	nabi
קריטי	危急
קריטי	批判
קריטי	臨界
להתרכז	聚焦
להתרכז	重點
להתרכז	專注
להתרכז	焦點
סובלנות	容忍
סובלנות	寬容
בעצמאות	獨立
מדהים	驚人
מדהים	神奇
תכשיטים	珠寶
תכשיטים	珠寶
תכשיטים	首飾
תכשיטים	珠寶
תכשיטים	首飾
פרודיה	嘲諷
פרודיה	模仿
כד	壺
קלאו	犀鳥
קלאו	爪
קלאו	爪子
הפריחה	疹
הפריחה	皮疹
חנקן	氮
פנטום	幻影
כותנה	棉花
כותנה	棉
כותנה	棉質
התחייבות	承諾
מרקם	紋理
בריאה	健康
דנו	dano
גלישה	衝浪
גלישה	衝浪
גלישה	瀏覽
כבידה	地心引力
כבידה	引力
כבידה	重力
מחזורים	週期
מזיקים	有害
מזיקים	害蟲
מזיקים	病蟲害
מזיקים	蟲害
מזיקים	害蟲
מזיקים	蟲害
פלט	輸出
פלט	產出
פשיטות	突襲
גלקסיות	星系
המינימום	最少
המינימום	最小
מלגות	獎學金
חיסון	疫苗
חיסון	疫苗
פורמן	工頭
תרנגול	公雞
תרנגול	雞肉
תרנגול	山雞
תרנגול	雞
איסט	東
איסט	東部
איסט	東方
איסט	東區
גרניט	花崗岩
גולש	衝浪
מתקרב	臨近
מתקרב	接近
גמא	gamma
גמא	伽瑪
לגיטימציה	合法性
שביתה	罷工
מדריכים	教員
מדריכים	指南
מדריכים	嚮導
כיסאות	椅
כיסאות	椅子
אינטראקציה	互動
אינטראקציה	互動
אינטראקציה	相互作用
אינטראקציה	互動
אינטראקציה	相互作用
זקוקה	需求
זקוקה	需要
סדרתי	串列
שהתקבלו	接受
שובל	軌跡
שובל	蹤跡
שובל	小徑
התקוממות	起義
הסגר	封鎖
הסגר	隔離
הסגר	檢疫
שוגר	食糖
שוגר	糖業
שוגר	糖
ויקינתונים	wikidata
הורמון	激素
הורמון	荷爾蒙
מדוייק	精確
מדוייק	準確
מדוייק	精確
לפענח	解碼
עתירה	請願書
עתירה	請願
עתירה	上訪
הקריביים	加勒比
פרבר	郊區
קרייג	craig
הצטברות	累積
הצטברות	積累
עשירי	第十
היכרות	相識
היכרות	熟人
הבטחה	承諾
הבטחה	許諾
כלה	新娘
התחשבות	審議
לחבל	破壞
מכנית	機械
טירה	城堡
טירה	castle
טירה	城
שברי	片段
שברי	碎片
התפשט	傳播
התפשט	散播
התפשט	蔓延
האפרטהייד	種族隔離
הרפובליקנים	共和黨
קרטיס	curtis
לחגוג	慶祝
פורש	退休
כריש	鯊
כריש	鯊魚
לשכוח	忘記
עלון	傳單
עלון	通訊
לחות	濕潤
לחות	水分
לחות	濕度
לחות	潮濕
לחות	濕度
הל	豆蔻
הל	hel
הייז	hays
הייז	hayes
הריאות	肺
הריאות	肺部
כפיים	掌聲
כפיים	鼓掌
כפיים	拍手
צבוע	偽善
צבוע	偽君子
צבוע	鬣狗
הארקטי	北極
דמוקרטים	民主黨
הלייקרס	湖人
אופטי	光學
לחתוך	切
לחתוך	削減
לחתוך	剪
לחתוך	割
התעמלות	健身房
התעמלות	體育館
התעמלות	體操
התעמלות	練習
התעמלות	演習
התעמלות	鍛鍊
קליני	臨床
הרגלי	習性
הרגלי	習慣
אלפבית	字母
נודדים	遷移
נודדים	遷移
נודדים	遷徙
בריטני	britney
קונצרט	音樂會
קונצרט	演唱會
יבשות	大洲
יבשות	大陸
כישורים	技能
כישורים	資歷
האוטונומית	自主
רימונים	榴彈
תיבה	箱
תיבה	框
תיבה	盒
תיבה	盒子
תיבה	方框
תיבה	胸
תיבה	胸部
תיבה	胸膛
תיבה	胸口
תיבה	方舟
תמצית	實質
תמצית	本質
תמצית	精華
תמצית	提取
תמצית	萃取
תמצית	摘錄
הגס	結腸
הגס	冒號
מוטו	座右銘
מוטו	箴言
מוטו	格言
מוטו	摩托
מוטו	moto
עיוות	歪曲
עיוות	失真
עיוות	扭曲
טורס	torres
מחשבת	計算
גזעים	種族
אינטל	英特爾
אינטל	情報
אינטל	intel
גבישי	水晶
גבישי	晶體
סימטרי	對稱
סימטרי	對稱
אומצה	牛排
דואט	二重唱
פריצה	竊案
פריצה	盜竊
חתום	簽名
חתום	署名
חתום	簽署
חתום	簽名
חתום	簽字
חתום	簽
ניס	很好
ניס	尼斯
הקפדה	僵直
צמר	羊毛
פרוזה	散文
עסוק	忙
עסוק	繁忙
עסוק	忙碌
עסוק	忙著
הפיך	可逆
העמוק	最深
בריבוע	平方
המפיקים	製片人
המחבל	轟炸機
זוהו	斑點
התריס	甲狀腺
ערש	搖籃曲
ערש	搖籃
חייזרים	異形
חייזרים	外僑
חייזרים	外國人
חייזרים	外星人
גסה	淫蕩
תקרת	天花板
תקרת	上限
פרנסה	生活
פרנסה	民生
פרנסה	生計
חולשה	弱
חולשה	缺點
חולשה	薄弱
חולשה	軟弱
חולשה	弱點
דבורים	蜜蜂
חולצה	上衣
חולצה	襯衣
חולצה	衫
חולצה	襯衫
רלוונטיות	關聯性
רלוונטיות	相關
פסאודו	偽
אלדר	前輩
אלדר	長輩
אלדר	長老
ביצועי	績效
ביצועי	業績
ספירה	數
ספירה	伯爵
ספירה	數數
ספירה	計數
ספירה	球體
ספירה	數
ספירה	計數
גנדי	甘地
הטרדה	騷擾
הטרדה	跟蹤
טנור	男高音
נקייה	乾淨
נקייה	清潔
מעברים	過渡
קרוליין	caroline
פינות	角落
מגי	maggie
שיף	schiff
איריס	iris
דלפק	櫃台
טורבו	渦輪
דוק	doc
סוחרי	經銷商
פקידים	辦事員
פקידים	書記
פקידים	官員
דגימות	標本
דגימות	樣品
דגימות	樣本
קרחון	冰川
קרחון	冰山
ריקודים	舞蹈
ריקודים	舞動
ריקודים	跳舞
ריקודים	舞
אופקי	水平
אופקי	橫向
אופקי	水平
אנגולה	安哥拉
חסינות	豁免權
חסינות	豁免
חסינות	免疫
צוין	指定
ההשתתפות	參與
עקיפה	覆蓋
עקיפה	衍射
מוקדי	樞紐
מוקדי	中樞
הומוסקסואליות	同性戀
כפיר	kfir
התאמת	配對
התאמת	比對
התאמת	匹配
התאמת	匹配
התאמת	比對
התאמת	match
דאבל	雙
דאבל	雙重
דאבל	雙倍
דאבל	加倍
יקרות	珍貴
יקרות	珍寶
יקרות	寶貴
יקרות	昂貴
יקרות	貴
בנקס	銀行
סקרים	調查
כתף	肩
כתף	肩膀
שיוך	從屬關係
שיוך	隸屬
לטפס	爬升
לטפס	爬
אלגברית	代數
היישום	app
השמרנים	保守派
התגרש	離異
התגרש	離婚
חיוג	撥號
חיוג	撥
נוגעת	感人
נוגעת	感動
נוגעת	觸碰
מאר	mar
חקלאים	農民
חקלאים	農夫
