और	та
देवी	богиня
देवी	деві
भूमि	земля
व्यापक	комплексне
व्यापक	широкий
व्यापक	широка
व्यापक	широкі
व्यापक	широке
किमी	mph
प्रबंधन	керувати
प्रबंधन	керування
प्रबंधन	управління
प्रबंधन	менеджмент
प्रबंधन	керівництво
प्रबंधन	керування
परीक्षण	перевірка
परीक्षण	перевірити
परीक्षण	test
परीक्षण	тест
परीक्षण	перевірки
परीक्षण	тести
परीक्षण	тестування
परीक्षण	випробування
अनुसंधान	дослідження
अनुसंधान	research
आन्ध्र	андхра
गीत	пісень
गीत	пісні
गीत	songs
गीत	конкурс
गीत	пісня
गणना	кількість
गणना	рахувати
गणना	відлік
गणना	підрахунок
गणना	обчислення
गणना	підрахунку
गणना	розрахунки
गणना	вираховується
गणना	обчислення
गणना	обчислити
गणना	підрахувати
निम्न	низький
निम्न	низька
निम्न	low
खोज	пошуки
खोज	шукати
खोज	пошук
खोज	дослідження
खोज	подібній
खोज	знайдіть
खोज	відкриття
खोज	знахідка
सांस्कृतिक	культурний
सांस्कृतिक	культурні
जाति	жанрів
जाति	перегони
जाति	забіг
जाति	раса
जाति	каста
व्यवहार	поведінка
व्यवहार	поведінка
व्यवहार	поводитись
व्यवहार	поводитися
व्यवहार	поведінка
योगदान	вклад
योगदान	внесок
योगदान	внески
योगदान	внесок
प्रतिशत	відсотки
प्रतिशत	відсоток
प्रतिशत	відсотки
प्रतिशत	відсотків
प्रतिशत	відсоток
इनकी	своїх
इनकी	їхньому
इनकी	свої
इनकी	їхнє
सही	perfect
सही	ідеально
सही	ідеальні
सही	ідеальне
सही	ідеальна
सही	досконало
सही	правий
सही	права
सही	право
सही	праворуч
सही	істина
सही	правда
सही	виправте
सही	виправити
सही	правильна
सही	правильний
पुरुष	чоловіки
पुरुष	чоловічий
पुरुष	самець
पुरुष	чоловічі
पुरुष	чоловіча
पुरुष	пуруша
पुरुष	людина
पुरुष	чоловік
पुरुष	мужчина
पुरुष	man
मिल	млин
जनगणना	перепис
संबंधी	відносно
संबंधी	відносна
संबंधी	відносний
अंतर्गत	під
अंतर्गत	under
उद्योग	industries
उद्योग	галузі
उद्योग	індустрії
उद्योग	галузь
उद्योग	галузі
उद्योग	індустрія
उद्योग	промисловість
छोटी	малий
छोटी	малі
छोटी	маленькі
छोटी	маленька
छोटी	маленький
छोटी	маленькі
छोटी	short
छोटी	короткий
छोटी	коротка
छोटी	скорочено
छोटी	коротке
छोटी	короткі
छोटी	меншим
छोटी	менша
छोटी	менший
छोटी	менше
छोटी	менші
मदद	допоможіть
मदद	допомогти
मदद	допомога
मदद	довідка
मदद	допомогу
दिशा	напрям
दिशा	напрямок
दिशा	орієнтація
दिशा	орієнтацію
सूचना	info
सूचना	інформації
सूचना	інформація
सूचना	сповіщення
सूचना	інформує
सूचना	помічав
सूचना	помічати
सूचना	зауваження
सूचना	помітити
सूचना	відомості
सूचना	інформація
कमी	відсутність
कमी	бракує
कमी	брак
कमी	нестача
पत्र	лист
पत्र	літера
पत्र	листі
राम	ram
राम	рам
राम	рама
नवम्बर	листопаді
नवम्बर	листопад
नवम्बर	листопада
माता	mata
पीछे	назад
पीछे	back
पीछे	назад
पीछे	ззаду
पीछे	повернулася
पीछे	спина
पीछे	позаду
पीछे	назад
पीछे	задній
पीछे	строю
राष्ट्रपति	президент
राष्ट्रपति	президенти
दल	вечірок
दल	вечірки
दल	партій
दल	екіпаж
दल	вечірка
दल	партії
दल	вечірки
दल	партія
दल	party
मीटर	метр
मीटर	метрах
मीटर	метрів
मीटर	метри
मीटर	метр
मीटर	метрів
मीटर	метри
क्रिया	бойовики
क्रिया	дії
क्रिया	дія
क्रिया	дієслово
क्रिया	дії
क्रिया	активність
क्रिया	дії
क्रिया	діяльності
क्रिया	дія
क्रिया	діяльність
गूगल	google
गूगल	гаджети
गूगल	google+
कॉलेज	коледжі
कॉलेज	коледж
कॉलेज	коледжі
कॉलेज	внз
विवाह	шлюб
विवाह	весілля
मैच	збіг
मैच	відповідність
मैच	матч
मैच	двобій
मैच	сірники
बनाए	створено
बनाए	створені
बनाए	створене
बनाए	створена
सुधार	вдосконалення
सुधार	покращення
सुधार	корекція
सुधार	реформи
सुधार	реформа
सुधार	удосконалення
समाप्त	фініш
समाप्त	завершити
समाप्त	закінчити
समाप्त	завершити
समाप्त	кінець
समाप्त	закінчити
समाप्त	закінчиться
समाप्त	закінчення
समाप्त	завершено
समाप्त	завершені
समाप्त	виконано
समाप्त	завершено
समाप्त	завершені
समाप्त	закінчено
समाप्त	закінчиться
समाप्त	закінчив
समाप्त	застарілий
ब्रिटेन	британія
करें	зміст
करें	змісту
दिनों	днів
दिनों	дні
बच्चों	діти
बच्चों	дітям
बच्चों	дітьми
बच्चों	дітлахи
बच्चों	дітки
प्रौद्योगिकी	технологія
प्रौद्योगिकी	технології
महत्व	важливості
महत्व	важливість
रह	залишаюся
रह	перебуваючи
नियम	правила
नियम	правило
जन्मे	народження
जन्मे	народився
जन्मे	борн
जन्मे	народилась
जन्मे	народилася
शब्दों	слів
शब्दों	слова
चीनी	китайською
चीनी	китайські
चीनी	китайська
चीनी	китайці
चीनी	китайський
सहायक	помічники
सहायक	помічника
सहायक	помічник
सहायक	корисні
सहायक	корисно
सहायक	корисна
सहायक	корисний
सहायक	помічник
घोषणा	оголошення
घोषणा	анонс
घोषणा	декларація
घोषणा	оголошення
प्रयुक्त	використовується
प्रयुक्त	використана
प्रयुक्त	використані
प्रयुक्त	використано
प्रयुक्त	претор
उल्लेख	згадай
उल्लेख	згадки
कहीं	кудись
कहीं	десь
उपयुक्त	відповідний
उपयुक्त	відповідні
उपयुक्त	відповідну
उपयुक्त	підходить
बंद	закрити
बंद	близький
बंद	близько
बंद	близькі
बंद	закриття
बंद	off
बंद	вимкнено
बंद	закрита
बंद	закрито
बंद	закриті
बंद	зачинено
किलोमीटर	кілометри
किलोमीटर	кілометр
किलोमीटर	кілометри
जिसने	хто
जिसने	who
इंग्लैंड	англія
इंग्लैंड	укр
धीरे	поступово
धीरे	повільно
सार्वजनिक	публічний
सार्वजनिक	громадське
सार्वजनिक	паблік
सार्वजनिक	відкритий
सार्वजनिक	публічна
सार्वजनिक	громадського
लाख	мільйон
लाख	лак
खिलाफ	проти
सफल	успішно
सफल	успішне
सफल	вдало
सफल	успішний
सफल	вдалась
सफल	процвітати
सफल	вдасться
सफल	успіх
पहचान	ідентифікація
पहचान	профілі
पहचान	особа
पहचान	особистість
पहचान	профіль
पहचान	ідентичність
राष्ट्र	націй
राष्ट्र	держава
राष्ट्र	нації
राष्ट्र	нація
संग्रह	збірок
संग्रह	колекції
संग्रह	collection
संग्रह	збірки
संग्रह	архівувати
संग्रह	архів
संग्रह	колекція
संग्रह	колекції
संग्रह	collection
संग्रह	збірка
संग्रह	козачка
भीतर	inside
भीतर	всередині
मौजूद	існують
मौजूद	існує
मौजूद	сьогодення
मौजूद	подарунок
मौजूद	теперішній
मौजूद	присутні
मौजूद	присутня
रक्त	кров
रक्त	blood
कांग्रेस	конгрес
कांग्रेस	конгресу
सम्मान	respect
सम्मान	повага
सम्मान	честь
सम्मान	шанувати
सम्मान	вшанування
नृत्य	танці
नृत्य	танцюй
नृत्य	танець
नृत्य	танцювальна
नृत्य	танок
सामूहिक	колектив
स्रोत	джерело
स्रोत	джерела
स्रोत	джерела
स्रोत	джерел
लगे	lage
एकल	окремі
एकल	single
एकल	самотній
संकेत	запитати
संकेत	запитувати
संकेत	натяк
संकेत	підказка
संकेत	сигнал
संकेत	символ
संकेत	підказки
मानक	стандартний
मानक	стандарт
मानक	стандартна
मानक	стандартне
बताया	розповіла
बताया	розповіли
बताया	казав
स्वतंत्रता	свобода
स्वतंत्रता	свобода
स्वतंत्रता	незалежність
स्वतंत्रता	незалежності
यौगिक	сполуки
किन्तु	викравши
विकि	вікі
विद्यालय	школах
विद्यालय	шкіл
विद्यालय	школа
विद्यालय	училище
अंतर्राष्ट्रीय	міжнародний
अंतर्राष्ट्रीय	міжнародна
अंतर्राष्ट्रीय	міжнародні
अंतर्राष्ट्रीय	інтернаціонал
अंतर्राष्ट्रीय	міжнародне
विशाल	величезна
विशाल	величезний
विशाल	величезні
विशाल	неймовірні
विशाल	великі
विशाल	великих
विशाल	величезний
गैर	non
गैर	нон
कानून	закон
कानून	право
कानून	законів
कानून	закони
महान	великий
महान	чудово
बल	примусово
बल	примусити
बल	сила
बल	force
भाई	брате
भाई	бро
भाई	брат
भाई	брата
भाई	братик
तहत	під
तहत	under
उपचार	remedy
उपचार	лікування
उपचार	процедур
केन्द्र	центр
केन्द्र	центр
अवस्था	стан
अवस्था	держава
लागू	застосування
लागू	застосовано
लागू	звернулася
लागू	застосувати
निजी	особисті
निजी	особисте
निजी	особистий
निजी	персональний
निजी	приватні
निजी	приватна
निजी	особисте
निजी	приватний
निर्णय	причому
निर्णय	суд
निर्णय	рішенням
निर्णय	рішення
निर्णय	рішення
निर्णय	рішень
जॉन	джон
जॉन	іоанн
जॉन	іван
मिला	знайшов
मिला	знайдено
मिला	знайшовся
मिला	знайшла
मिला	знайдені
मिला	got
मिला	міла
घंटे	годин
घंटे	години
वंश	династія
प्रारंभिक	початкова
प्रारंभिक	початковий
प्रारंभिक	початкове
प्रारंभिक	попереднє
मुक्त	вільна
मुक्त	безкоштовне
मुक्त	вільний
मुक्त	безкоштовно
मुक्त	вільно
बल्कि	єсть
बल्कि	скоріше
बल्कि	скоріш
परन्तु	але
मनुष्य	людина
मनुष्य	людський
मनुष्य	людина
मनुष्य	чоловік
मनुष्य	мужчина
मनुष्य	man
उपकरण	засіб
उपकरण	інструмент
उपकरण	пристроями
उपकरण	пристроїв
उपकरण	пристрої
उपकरण	обладнання
उपकरण	інвентар
उपकरण	прилади
उपकरण	пристрій
उपकरण	інструменти
उपकरण	засоби
नेपाल	непал
ऑफिस	офіс
ऑफिस	office
बदलाव	перевтілення
बदलाव	зміна
बदलाव	change
बदलाव	змінити
अनुमति	дозволи
अनुमति	дозволено
अनुमति	дозволені
अनुमति	дозволу
अनुमति	дозвіл
नीति	правила
नीति	політики
नीति	policy
नीति	політика
नीति	політикою
हवाई	гавайська
हवाई	гаваї
गांव	село
वापस	back
वापस	назад
वापस	ззаду
वापस	повернулася
वापस	спина
यूरोपीय	європу
यूरोपीय	європа
यूरोपीय	європі
यूरोपीय	європейський
यूरोपीय	європейські
यूरोपीय	європейська
साधारण	просту
साधारण	простий
साधारण	проста
साधारण	прості
साधारण	просте
साधारण	тривіальним
साधारण	загальні
साधारण	генерал
साधारण	загальний
साधारण	загальне
दक्षिणी	південна
दक्षिणी	південний
दक्षिणी	південна
दक्षिणी	південь
दक्षिणी	південний
बैंड	band
बैंड	гурт
नया	нові
नया	нове
नया	нова
नया	новий
नया	створити
नया	новіші
पर्वत	гірський
पर्वत	гора
पर्वत	гірська
सूर्य	нд
सूर्य	сонця
सूर्य	сонцю
सूर्य	sun
सूर्य	сонце
अनुवाद	переклад
अनुवाद	переклад
अनुवाद	перекласти
अनुवाद	перекладати
अनुवाद	переклади
समुदाय	громад
समुदाय	громада
समुदाय	спільнота
समुदाय	спільноти
मान	значення
मान	цінності
मान	значення
मान	вартість
स्वतंत्र	самостійна
स्वतंत्र	незалежні
स्वतंत्र	незалежна
स्वतंत्र	незалежний
स्वतंत्र	незалежне
टीवी	телебачення
हाल	недавні
हाल	нещодавні
चला	запускати
चला	запустити
चला	run
चला	виконати
कथा	творчість
कथा	поема
पक्ष	послуга
पक्ष	ласку
पक्ष	збоку
पक्ष	сторона
पक्ष	бічна
पक्ष	бік
पक्ष	сторони
दृश्य	переглядів
दृश्य	погляди
दृश्य	перегляди
दृश्य	сцени
दृश्य	сцена
दृश्य	видима
दृश्य	видимий
दृश्य	видно
दृश्य	видимі
दृश्य	перегляд
दृश्य	вигляд
दृश्य	view
दृश्य	вид
दृश्य	переглянути
भोजन	кухня
भोजन	харчування
भोजन	їжа
भोजन	foods
भोजन	вечеря
भोजन	вечерю
भोजन	борошно
शिव	шива
मॉडल	models
मॉडल	моделі
मॉडल	моделей
मॉडल	модель
मॉडल	моделі
मुंबई	мумбаї
आयोजित	тримали
आयोजित	проведено
प्रकाशन	видавництво
प्रकाशन	оприлюднення
प्रकाशन	публікацією
प्रकाशन	публікація
प्रकाशन	публікування
प्रकाशन	публікацію
प्रकाशन	публікація
प्रांत	провінція
अतः	отже
अतः	тому
मिलियन	мілан
मिलियन	мільйон
मिलियन	мільйонами
मिलियन	мільйони
संचालित	здійснюються
उससे	нього
उससे	постане
उससे	йому
उससे	ним
उससे	його
वहां	туди
वहां	там
विधानसभा	зборів
विधानसभा	збори
मन	mind
मन	розум
मन	mann
ऑस्ट्रेलिया	австралія
ऑस्ट्रेलिया	australia
ऑस्ट्रेलिया	австралії
उम्र	віці
उम्र	вік
उम्र	ера
उम्र	доба
सागर	море
सक्रिय	ввімкнено
सक्रिय	увімкнено
सक्रिय	прикметник
सक्रिय	активна
सक्रिय	активні
सक्रिय	активне
सक्रिय	активним
सक्रिय	активний
आया	приїхала
आया	приїхав
आया	прилетіли
आया	зайшла
आया	прийшло
आया	прийшов
निश्चित	певних
निश्चित	певні
निश्चित	конкретний
निश्चित	певна
निश्चित	впевнений
निश्चित	звичайно
निश्चित	впевнені
अभिनेत्री	актриса
अभिनेत्री	акторка
छोड़	пропустити
छोड़	залиште
छोड़	leave
छोड़	залишити
कृपया	please
कृपया	прошу
जर्मनी	німецька
जर्मनी	німець
जर्मनी	герман
जर्मनी	німецькою
जर्मनी	німецький
जर्मनी	німеччини
जर्मनी	німеччині
जर्मनी	німеччина
जर्मनी	німеччину
हासिल	досягнуто
हासिल	досяг
लंदन	лондонський
लंदन	london
लंदन	лондон
जापान	японія
जापान	японію
जापान	японії
वस्तु	елемент
वस्तु	матеріал
वस्तु	матеріали
वस्तु	object
वस्तु	предмети
सम्मानित	заслужений
सम्मानित	поважно
स्वरूप	формат
स्वरूप	форматування
जीत	win
जीत	переможе
जीत	перемог
जीत	посіла
जीत	виграє
अध्यक्ष	президент
अध्यक्ष	президенти
अध्यक्ष	доповідач
अध्यक्ष	гучномовець
अध्यक्ष	голова
अध्यक्ष	головою
राज्यों	стани
राज्यों	штати
मामले	випадках
मामले	випадки
मामले	випадків
विजेता	переможець
विजेता	переможниці
विजेता	переможці
बाजार	базар
बाजार	ринки
बाजार	ринків
बाजार	маркет
बाजार	ринкова
बाजार	ринок
बाजार	ринку
लीग	ліга
लीग	льє
कविता	вірш
कविता	вірша
कविता	поема
कविता	поезія
तरफ	збоку
तरफ	сторона
तरफ	бічна
तरफ	бік
तरफ	сторони
दिसंबर	грудень
दिसंबर	грудня
दिसंबर	грудні
दिसंबर	схилення
दिसंबर	схил
दिसंबर	dec
खान	хан
वास्तविक	реал
वास्तविक	справжня
वास्तविक	справжні
वास्तविक	реальний
वास्तविक	справжній
वास्तविक	ям
चैनल	канали
चैनल	chanel
चैनल	шанель
चैनल	канал
चैनल	каналом
चैनल	channel
चैनल	каналу
उत्पाद	добуток
उत्पाद	продукт
उत्पाद	товар
उत्पाद	продукція
उत्पाद	виріб
उत्पाद	вироби
उत्पाद	продукти
राज	радж
सात	сім
सात	сімка
सात	vii
आरंभ	запустити
आरंभ	розпочати
आरंभ	старт
आरंभ	запускати
आरंभ	початок
आरंभ	почати
आरंभ	стартап
आरंभ	запуску
आरंभ	startup
आरंभ	запуск
समुद्र	моря
समुद्र	морів
समुद्र	море
प्रारंभ	почалося
प्रारंभ	почалось
प्रारंभ	почали
प्रारंभ	розпочато
प्रारंभ	почався
प्रारंभ	почато
प्रारंभ	запустити
प्रारंभ	розпочати
प्रारंभ	старт
प्रारंभ	запускати
प्रारंभ	початок
प्रारंभ	почати
प्रारंभ	стартап
प्रारंभ	запуску
प्रारंभ	startup
प्रारंभ	запуск
प्रारंभ	стартер
समाचार	новини
समाचार	новина
समस्या	задача
समस्या	проблему
समस्या	проблема
समस्या	випуск
समस्या	видання
वीडियो	відео
वीडियो	відеозапис
वीडियो	відео
नही	не
नही	not
वन	лісова
वन	ліс
मत	голоси
मत	голосів
मत	голосує
संभव	можливе
संभव	можливо
संभव	можлива
नेटवर्क	мережа
नेटवर्क	network
नेटवर्क	мережі
नेटवर्क	мережеві
नेटवर्क	мережах
नेटवर्क	спільноти
नेटवर्क	мережі
नेटवर्क	мереж
बौद्ध	буддійський
घटना	інцидент
घटना	дтп
घटना	подію
घटना	події
घटना	подією
घटना	подія
घटना	явище
घटना	феномен
प्रकृति	науру
प्रकृति	природа
प्रकृति	природня
मूल्य	ціна
मूल्य	значення
मूल्य	вартість
रोचक	цікавий
रोचक	цікаво
रोचक	цікаве
क्लब	club
क्लब	клуб
क्लब	клуби
क्लब	жир
क्लब	клубів
समिति	комітету
समिति	комітет
सर्वाधिक	найцікавіше
सर्वाधिक	більшість
अरब	аравія
अरब	аравії
अरब	арабських
अरब	арабський
अरब	мільярдів
अरब	мільярд
अरब	мільярди
अरब	млрд
राजनीति	політика
चरण	крок
चरण	кроком
चरण	стадії
चरण	діях
चरण	кроків
चरण	кроки
चरण	стадія
नाटक	драматичний
नाटक	драма
नाटक	драми
विरोध	протести
विरोध	протест
विरोध	контрастність
विरोध	протистояння
विरोध	конфлікти
विरोध	конфліктів
विरोध	конфлікт
ज्ञात	відома
ज्ञात	відоме
ज्ञात	відомі
नेतृत्व	лідерство
नेतृत्व	лідерства
अंतर	різниця
अंतर	різниці
अंतर	розрив
अनुभव	обставинах
अनुभव	враження
अनुभव	досвід
संरचना	структура
संरचना	структури
संरचना	текстура
संरचना	текстури
संरचना	будова
संरचना	композиція
निर्धारित	рішуче
कैलेंडर	календар
सीमित	обмежити
सीमित	обмежені
सीमित	обмежений
सीमित	обмежена
सीमित	вузький
सीमित	вузькі
पत्रिका	журнал
पत्रिका	magazine
पत्रिका	часопис
पत्रिका	продавець
पत्रिका	журнал
पत्रिका	journal
पत्रिका	щоденник
तेल	олива
तेल	олія
तेल	нафта
काव्य	поетичний
काव्य	поезія
छोटा	малий
छोटा	малі
छोटा	маленькі
छोटा	маленька
छोटा	маленький
छोटा	маленькі
छोटा	short
छोटा	короткий
छोटा	коротка
छोटा	скорочено
छोटा	коротке
छोटा	короткі
छोटा	маленькі
संपादन	edit
संपादन	редагувати
संपादन	правка
संपादन	змінити
संपादन	edits
संपादन	редагування
संपादन	монтаж
संपादन	редакторів
औसत	середній
औसत	середнє
औसत	середня
औसत	середнього
औसत	означають
औसत	середнє
अफ्रीका	африка
विश्वास	довіра
विश्वास	віра
विश्वास	довіра
विश्वास	впевненість
विश्वास	вірити
विश्वास	повір
विश्वास	вірю
विश्वास	believe
विश्वास	віримо
विश्वास	переконання
विश्वास	віра
रक्षा	захищати
रक्षा	захистити
रक्षा	стараються
रक्षा	захисти
रक्षा	оборона
रक्षा	захист
रक्षा	оборони
रक्षा	захист
रक्षा	оборону
जर्मन	німецька
जर्मन	німець
जर्मन	герман
जर्मन	німецькою
जर्मन	німецький
विपरीत	зворотний
विपरीत	протилежність
विपरीत	відміну
विपरीत	протилежний
विपरीत	навпаки
खुद	себе
खुद	себе
खुद	собі
खुद	собою
खुद	виступили
खुद	власне
खुद	власні
खुद	власний
निर्माता	продюсери
निर्माता	виробники
निर्माता	карет
निर्माता	виробник
निर्माता	виготовлено
निर्माता	виробник
निर्माता	продюсер
निर्माता	творець
निर्माता	автор
निर्माता	створив
प्रतियोगिता	змагання
प्रतियोगिता	конкурс
प्रतियोगिता	євробачення
विद्युत	електрику
विद्युत	електрика
विद्युत	електрики
विद्युत	електроенергії
विद्युत	електричний
विद्युत	електрика
विद्युत	електричний
वायु	вітер
वायु	air
वायु	повітряна
वायु	повітря
निर्भर	залежні
निर्भर	залежних
निर्भर	залежать
आसपास	поблизу
आसपास	поруч
अधिनियम	діяти
अधिनियम	акт
लिखे	записати
लिखे	напишіть
लिखे	пишіть
लिखे	виписати
लिखे	написати
रूस	росії
रूस	росію
रूस	росія
विजय	перемога
विजय	перемоги
बस	шини
बस	бус
बस	шина
बस	автобус
बस	просто
बस	просто
बस	щойно
गुरु	гуру
महाराष्ट्र	махараштра
महिलाओं	дами
महिलाओं	леді
महिलाओं	дівчатка
महिलाओं	пані
महिलाओं	самиць
महिलाओं	жінок
महिलाओं	жінки
हमारे	наше
हमारे	наша
हमारे	наші
हमारे	наш
फ्रांस	франції
फ्रांस	франція
फ्रांस	францію
धारा	поточні
धारा	поточний
धारा	поточна
धारा	течія
धारा	струм
धारा	розділ
धारा	секція
धारा	секції
धारा	потік
धारा	струмок
प्रेम	любов
प्रेम	кохаю
प्रेम	кохання
इंजन	рушій
इंजन	двигун
इंजन	двигуни
इंजन	рушії
आंदोलन	рух
अंतरराष्ट्रीय	міжнародний
अंतरराष्ट्रीय	міжнародна
अंतरराष्ट्रीय	міжнародні
अंतरराष्ट्रीय	інтернаціонал
अंतरराष्ट्रीय	міжнародне
कृष्णा	крішна
अभिनय	во
अभिनय	заступник
अभिनय	акторська
अभिनय	діяти
सफलता	успіх
विधान	законодавчих
विधान	законодавства
विधान	законодавство
रासायनिक	хімічна
रासायनिक	хімічні
रासायनिक	хімічний
कृष्ण	крішна
चलता	прогулянок
चलता	ходить
डॉलर	долари
डॉलर	доларів
डॉलर	долар
बच्चे	діти
बच्चे	дітям
बच्चे	дітьми
बच्चे	дітлахи
बच्चे	дітки
बच्चे	дитя
बच्चे	дитяче
बच्चे	дитяча
बच्चे	дитина
बच्चे	нащадок
मन्दिर	храму
मन्दिर	храм
पर्याप्त	достатньо
पर्याप्त	досить
पर्याप्त	адекватна
पर्याप्त	оснащені
मसीह	христос
मसीह	christ
मसीह	христа
पूजा	поклоніння
पूजा	служать
भारी	heavy
भारी	важкий
भारी	сильний
पत्नी	дружині
पत्नी	дружина
मान्यता	переконання
मान्यता	віра
मान्यता	чинний
मान्यता	коректність
मान्यता	правильність
मान्यता	чинність
मान्यता	визнання
इंडिया	індію
इंडिया	індія
इंडिया	індії
कप	чашка
कप	чаша
कप	кубок
अत्यंत	неймовірні
अत्यंत	надзвичайно
तरीके	шляхи
तरीके	способи
उचित	ярмарок
उचित	справедливо
उचित	справедлива
उचित	справедливий
उचित	відповідний
उचित	відповідні
उचित	відповідну
उचित	достойний
उचित	власна
सड़क	стріт
सड़क	вулиця
सड़क	дорожні
सड़क	дорога
रात	ночі
रात	ніч
विदेशी	іноземних
विदेशी	іноземні
विदेशी	іноземний
कोशिश	спробувати
कोशिश	try
कोशिश	спробуйте
सूत्र	формула
सूत्र	сутра
जीव	істоти
जीव	створіння
जीव	організм
डिग्री	градуси
डिग्री	градусів
डिग्री	градус
डिग्री	ступінь
जिनके	чиє
जिनके	чиї
जिनके	чия
जिनके	чий
बाल	шерсть
बाल	волосся
बाल	бал
झील	озеро
झील	озера
मामलों	випадках
मामलों	випадки
मामलों	випадків
यद्यपि	хоча
यद्यपि	щоправда
स्वामी	власник
स्वामी	свамі
स्वामी	власники
सिर्फ	лише
सिर्फ	тільки
सिर्फ	просто
सिर्फ	щойно
कश्मीर	kashmir
सुविधा	підприємстві
सुविधा	можливість
सुविधा	утиліта
पिछले	попереднє
पिछले	попередні
पिछले	попередній
पिछले	попередня
आयु	довголіття
आयु	віці
आयु	вік
आयु	ера
आयु	доба
आयु	віки
प्रचार	просування
प्रचार	заохочення
प्रचार	підвищення
प्रचार	просування
प्रचार	заохочення
प्रचार	рекламувати
प्रचार	просувати
प्रचार	розповсюдити
प्रचार	пропаганда
प्रशिक्षण	тренування
प्रशिक्षण	тренінг
प्रशिक्षण	тренінги
फ़रवरी	лютому
फ़रवरी	лютий
फ़रवरी	лютого
फ़रवरी	лютого
उल्लेखनीय	надзвичайно
रेडियो	радіо
रेडियो	рації
डिजाइन	designs
डिजाइन	проектування
डिजाइन	дизайн
डिजाइन	розробка
कंप्यूटर	computer
मंत्री	міністр
मंत्री	міністру
मंत्री	міністрів
मंत्री	міністри
सम्बन्ध	відношення
सम्बन्ध	відносини
आबादी	населеному
आबादी	населення
तत्व	елементи
तत्व	елемент
तत्व	елементом
तत्व	елементи
दस	десять
दस	десятка
दस	десяти
दस	тен
भौतिक	фізична
भौतिक	фізичні
भौतिक	фізичне
जिन	цзінь
जिन	джин
जिन	наливайка
आपको	тобою
आपको	ви
आपको	ти
आपको	тебе
सहयोग	співпраця
सहयोग	співпраці
सहयोग	співробітництво
सहयोग	співпрацю
गैस	газова
गैस	газу
गैस	газ
वी	wii
राय	думка
राय	rai
राय	рой
राय	руа
राय	рою
कनाडा	канаді
कनाडा	канади
कनाडा	канаду
कनाडा	канада
व्यक्तियों	осіб
व्यक्तियों	особи
विश्लेषण	зриву
विश्लेषण	аналіз
विश्लेषण	аналітика
विश्लेषण	аналітики
लक्ष्य	цілей
लक्ष्य	мета
लक्ष्य	призначення
लक्ष्य	ціль
लक्ष्य	цілі
लक्ष्य	голи
शासक	лінійка
न्यायालय	судові
न्यायालय	суд
तमिल	тамільська
अधिकतर	здебільшого
अधिकतर	переважно
मीडिया	медіа
मीडिया	носії
मीडिया	носій
मीडिया	мультимедіа
मीडिया	змі
जूलियन	юліан
पार्क	парк
पार्क	парки
तट	бухта
तट	бухті
तट	гавань
अधिकारी	офіційні
अधिकारी	офіційна
अधिकारी	офіційний
अधिकारी	офіційне
अधिकारी	наглядач
अधिकारी	офіцер
अधिकारी	офіцери
अधिकारी	офіцерів
मिट्टी	глина
मिट्टी	клей
मिट्टी	бруд
तंत्र	система
तंत्र	системи
तंत्र	системний
तंत्र	системне
तंत्र	системна
सितम्बर	вересня
सितम्बर	вересні
सितम्बर	вересень
सितम्बर	sep
सप्ताह	тиждень
सप्ताह	тижні
सप्ताह	тижнів
निकट	неминуче
निकट	поблизу
निकट	поруч
निकट	поряд
निकट	близько
निकट	біля
क्रम	замовити
क्रम	ордер
क्रम	наказ
क्रम	порядок
क्रम	послідовності
क्रम	послідовність
बनने	стає
बनने	становлення
बनने	ставши
भवन	будівля
भवन	будівництво
भवन	будуємо
भवन	будівельні
भवन	будівлі
भवन	будівлі
भवन	будівель
मिली	знайшов
मिली	знайдено
मिली	знайшовся
मिली	знайшла
मिली	знайдені
मिली	got
ग्राम	грамів
ग्राम	грам
ग्राम	грамів
शायद	maybe
शायद	можливо
शायद	ймовірно
शायद	орієнтовно
देख	подивитися
देख	див
देख	бачите
देख	бачу
देख	переглянути
लिंक	посиланням
लिंक	посилання
लिंक	link
लिंक	лінк
लिंक	лінки
लिंक	посилання
लिंक	посиланнями
लिंक	посилань
निर्देशक	режисер
निर्देशक	директор
लक्षण	симптоми
लक्षण	симптом
लक्षण	знаки
लक्षण	написи
संपर्क	контакт
संपर्क	контактна
संपर्क	контакти
वित्तीय	фінанси
वित्तीय	фінансові
वित्तीय	фінансова
गंगा	ганг
महीने	місяці
महीने	місяцями
महीने	місяців
महीने	місяця
महीने	місяць
शर्मा	шарма
सुरक्षित	захищений
सुरक्षित	захищена
सुरक्षित	захищено
सुरक्षित	сейф
सुरक्षित	безпечний
सुरक्षित	безпечно
सुरक्षित	захищений
सुरक्षित	безпечне
सुरक्षित	безпечний
सुरक्षित	безпечна
पर्यावरण	середовища
पर्यावरण	середовище
लगातार	продовження
लगातार	неодноразово
लगातार	послідовних
लगातार	підряд
लगातार	послідовними
पद्म	падма
अत्यधिक	єгора
अत्यधिक	надзвичайно
भूगोल	геометрія
भूगोल	глобус
भूगोल	географія
