минг	மிங்
процедура	முறை
заштитена	பாதுகாக்கப்பட்ட
погреб	அடக்கம்
течна	திரவ
течна	திரவம்
авив	அவிவ்
намери	நோக்கங்களை
олимпијадата	ஒலிம்பிக்ஸ்
олимпијадата	ஒலிம்பிக்
зелените	கீரைகள்
хајзенберг	ஐசன்பர்க்
замисла	ஐடியா
замисла	யுக்தி
замисла	யோசனை
позајмица	கடன்
леоне	லியோன்
компир	உருளைக்கிழங்கு
компир	கிழங்கு
дозволувајќи	விவரக்
крос	குறுக்கு
крос	கிராஸ்
крос	சிலுவை
атила	அட்டிலா
минесота	மினசோட்டா
зајакнување	வலுப்படுத்தும்
зајакнување	மேம்படுத்து
зајакнување	விளம்பரம்
зајакнување	மேம்படுத்து
зајакнување	பூஸ்ட்
зајакнување	விளம்பரப்படுத்துதல்
изминатите	கடந்தகாலம்
изминатите	கடந்த
изминатите	கடந்தது
белизе	பெலிஸ்
алгоритми	algorithms
заштитува	பாதுகாக்க
заштитува	பாதுகாக்கவும்
заштитува	பாதுகாக்கிறது
заштитува	பாதுகாக்கும்
фрла	தன்
шефилд	sheffield
опит	பரிசோதனை
преден	முன்
преден	முன்னணி
преден	முன்னால்
корисен	பயனுள்ள
корисен	பயனுள்ளது
корисен	பயனுள்ளதாக
внатрешност	உட்புற
внатрешност	நுட்பமான
внатрешност	உள்துறை
картагина	carthage
клара	கிளாரா
парфеми	திரவியங்கள்
сокол	falcon
сокол	ஹாக்
вермонт	வெர்மான்ட்
доналд	டொனால்ட்
остаток	எச்சம்
траеше	நீடித்தது
одбила	மறுத்து
сида	எய்ட்ஸ்
нео	நியோ
матрица	அணி
матрица	மேட்ரிக்ஸ்
состави	தொகுக்கப்பட்டது
состави	compile
данило	ஆண்மகன்
копнени	புவிப்புறத்
марфи	மர்பி
помлади	இளைய
отстранет	நீக்கப்பட்டது
отстранет	அகற்றப்பட்டது
трска	பிரம்பு
трска	ரீட்
фонтана	நீரூற்று
фонтана	ஊற்று
лира	லிரா
очекувањата	எதிர்பார்ப்பு
очекувањата	எதிர்பார்ப்புகள்
објаснувања	வசனங்கள்
фарма	பண்ண
фарма	பண்ணை
мускул	தசை
шестото	ஆறாவது
марта	மார்தா
милијарда	பில்லியன்
милијарда	டிரில்லியன்
отпад	கழிவு
лили	லில்லி
лили	லில்லி
сенат	செனட்
глен	கிளென்
глен	கிளென்
додели	ஒதுக்கு
провери	சரிபார்
провери	சோதி
абрахам	ஆபிரகாம்
преродба	மறுபிறப்பு
комерцијално	வணிக
комерцијално	வணிகம்
датотеки	கோப்பு
датотеки	கோப்புகள்
повреден	காயமடைந்தனர்
повреден	படுகாயம்
повреден	காயம்
пијалак	குடிக்க
пијалак	குடி
пијалак	பானம்
суштински	கருப்பன்
суштински	கோர்
суштински	அத்தியாவசிய
намени	purposes
намени	நோக்கங்கள்
навидум	வெளித்தோற்றத்தில்
граѓанско	சிவில்
граѓанско	சிவிக்
вертикално	செங்குத்து
субјект	பொருள்
крајбрежни	கடலோர
раул	ராவுல்
тапанарот	டிரம்மர்
алги	பாசி
хектор	ஹெக்டர்
искористена	பயன்படுத்தப்பட்டது
искористена	பயன்படுத்திய
искористена	பயன்படுத்தியது
добротворни	தொண்டு
тера	தாரா
шпекулации	ஊகம்
прст	விரலை
прст	விரல்
форт	கோட்டை
темел	அறக்கட்டளை
темел	பவுண்டேஷன்
темел	அடித்தளம்
прибор	கிட்
прибор	kit
забрани	தடை
забрани	தடை
забрани	bans
прекрасен	அதிசயமாக
прекрасен	அற்புதமான
харолд	ஹரோல்ட்
хаваи	ஹவாய்
декорација	அலங்காரம்
техничар	tech
архипелаг	தீவுக்கூட்டம்
матката	கருப்பை
матката	கர்ப்பப்பை
влијателни	influential
здрав	ஆரோக்கியமாக
здрав	ஆரோக்கியமான
здрав	ஆரோக்கியமானது
јуриј	யூரி
дозволени	அனுமதிக்கப்பட்டது
древна	பண்டைய
древна	தமிழச்சி
чекаат	காத்துக்
чекаат	காத்திருக்கிறோம்
чекаат	காத்திருத்தல்
чекаат	காத்திருக்கிறேன்
чекаат	காத்திருக்கிறது
разводот	விவாகரத்து
проба	ஒத்திகை
пламен	சுடர்
пиштол	துப்பாக்கி
пиштол	துப்பாக்கி
бракови	திருமணம்
бракови	மேரேஜ்
бракови	திருமணங்கள்
инспектор	இன்ஸ்பெக்டர்
лечење	குணப்படுத்தும்
натпреварувач	வாடிக்கையாளர்
бан	தடை
јаболка	ஆப்பிள்கள்
повикани	அழைக்கப்பட்டார்கள்
повикани	அழைக்கப்பட்டது
повикани	அழைக்கப்பட்டார்
повикани	அழைக்கப்பட்டனர்
корисно	பயனுள்ள
корисно	பயனுள்ளது
корисно	பயனுள்ளதாக
туберкулоза	காசநோய்
транс	மயக்கம்
транс	trans
докажано	நிரூபிக்கப்பட்ட
отстранети	நீக்கப்பட்டது
отстранети	அகற்றப்பட்டது
сестрите	சகோதரிகளே
сестрите	சகோதரிகள்
сестрите	சகோதரிகளின்
скока	தாவல்கள்
фантазија	கற்பனை
фантазија	கற்பனைக்
фантазија	கற்பனை
вембли	வெம்பிளி
океаните	பெருங்கடல்கள்
тарнер	டர்னர்
прогонство	நாட்டை
бесконечно	காலவரையின்றி
бесконечно	எல்லையற்ற
бесконечно	முடிவில்லாத
бесконечно	முடிவில்லா
видливо	காணக்கூடியது
видливо	தெரியும்
портокалова	ஆரஞ்சு
корица	கவர்
корица	உறை
цртеж	வரைதல்
усни	உதடு
усни	உதடுகள்
компромис	சமரசம்
кружен	சுற்றறிக்கை
нерешено	டை
батиста	battista
чеченија	செச்சினியா
мајор	மேஜர்
мајор	பிரதான
мајор	மிகப்பெரியது
формати	வடிவமைப்புகள்
формати	வடிவங்கள்
пријателска	நட்புடன்
стабилен	நம்பகமானது
стабилен	பந்தத்தில்
сферата	கோளம்
сферата	கோலம்
сферата	உருளை
сферата	கோளங்கள்
сферата	உருண்டை
работилница	பட்டறை
уникатен	தனித்துவம்
уникатен	தனிப்பட்ட
докажува	பற்றை
јаболко	ஆப்பிள்
сечење	வெட்டுதல்
сечење	கட்டிங்
уредува	திருத்தியது
уредува	திருத்தப்பட்டது
луција	லூசியா
константна	மாறிலி
роби	ராபி
фби	fbi
манастирите	மடாலயங்கள்
пирати	கொள்ளையர்களை
пирати	கொள்ளையர்கள்
процени	மதிப்பிடு
процени	கணக்கிடு
пониско	கீழ்
пониско	கீழ்நிலை
фиџи	பிஜி
пешак	பாதசாரிகள்
наредени	ஆர்டர்
жирафа	ஒட்டகச்சிவிங்கி
тага	சோகம்
тага	சோகத்தை
колено	முழங்கால்
колено	முட்டி
зен	ஜென்
гаранција	உத்திரவாதம்
гаранција	உத்தரவாதம்
екипаж	குழுவினர்
најблиски	நெருங்கிய
вишокот	அதிகப்படியான
фест	விழாவுக்கு
тезата	ஆய்வறிக்கை
бозон	போசான்
голф	கால்ஃப்
голф	கோல்ஃப்
голф	கோல்ப்
шапка	தொப்பி
спој	கலவை
продаден	விற்கப்பட்டது
мичел	மிட்செல்
моника	மோனிகா
архивски	ஆவணகவியல்
менхетен	மன்ஹாட்டன்
поседи	நிலங்கள்
оштетени	சேதமடைந்த
наведен	பட்டியலிடப்பட்டுள்ள
реална	ரியல்
реална	உண்மையான
реална	நிஜம்
реална	யதார்த்தமான
спиењето	உறங்க
спиењето	உறங்கும்
спиењето	தூங்கி
спиењето	தூங்கும்
контра	எண்ணி
контра	கவுண்டர்
киргистан	கிர்கிஸ்தான்
функционери	அதிகாரிகள்
мерцедес	மெர்சிடிஸ்
моцарт	மொசார்ட்
гробници	விட்டனர்
одделени	பிரிந்து
одделени	பிரிக்கப்பட்ட
предложен	முன்மொழியப்பட்ட
моделирање	மாடலிங்
логичка	தருக்க
брандо	பிராண்டோ
кварт	கால்
кварт	காலாண்டு
того	டோகோ
уништува	அழிக்கிறது
техничко	தொழில்நுட்ப
заслужува	தகுதியானவர்
орегон	ஓரிகன்
кус	குறுகிய
кус	குறுகியது
кус	குட்டை
кус	short
пиратите	கொள்ளையர்களை
пиратите	கொள்ளையர்கள்
илузија	மாயை
валентин	வேலண்டைன்
анализира	analyse
алијансата	கூட்டணி
омилена	பிடித்தமான
омилена	பிடித்தமான
омилена	பிடித்த
омилена	பிடித்தது
вежбање	உடற்பயிற்சி
вежбање	பயிற்சி
вежбање	உடற்பயிற்சி
треш	திராசு
одморалиште	ரிசார்ட்
нина	நினா
кревет	படுக்கையில்
кревет	படுக்கை
кревет	கட்டில்
полковник	கர்னல்
џуџе	குள்ள
оштетена	சேதமடைந்த
оштетена	சிதைந்த
наши	நம்
наши	நம்முடைய
наши	எங்களின்
наши	எங்களது
наши	எங்கள்
наши	நமது
благо	mildly
благо	கொஞ்சம்
колони	நெடுவரிசை
креативноста	படைப்பாற்றல்
парламентарна	நாடாளுமன்ற
парламентарна	பாராளுமன்ற
јога	யோகம்
јога	யோகா
вежба	உடற்பயிற்சி
ритамот	ரிதம்
остра	கூர்மை
остра	கூர்மையான
димче	புகை
примање	பெறுகிறார்
примање	பெறுதல்
примање	பெறுகிறது
соли	சல்லி
знаејќи	இருக்கின்றான்
разум	காரணமும்
разум	காரணம்
разум	காரணத்தை
љубовница	ஆசிரியை
пушти	இயக்கு
пушти	விளையாடு
пушти	விளையாட்டைப்
пушти	இயக்கவும்
пушти	விளையாட்டை
пушти	let
пушти	நாம்
меркур	புதன்
оклахома	ஓக்லஹோமா
инвеститори	முதலீட்டாளர்கள்
цртање	வரைதல்
вик	விக்
наставниците	ஆசிரியர்கள்
тура	சுற்றுப்பயணம்
тура	சுற்றுலா
тура	டூர்
тура	உலா
тура	batch
оддалечена	ரிமோட்
оддалечена	தொலை
оддалечена	தொலைநிலை
оддалечена	புற
прашина	தூசி
рецензија	விமர்சனங்கள்
рецензија	மதிப்பீடுகள்
рецензија	மதிப்புரைகள்
автобус	பேருந்து
автобус	பஸ்
лиза	லிசா
поширок	அகலமான
грав	பீன்
грав	மொச்சை
грав	பீன்ஸ்
рур	ரூர்
енциклопедијата	encyclopaedia
малцински	சிறுபான்மையினர்
оцена	தரம்
некако	எப்படியாவது
некако	எப்படியோ
моторни	மோட்டார்
водопад	அருவி
водопад	நீர்வீழ்ச்சி
берген	பேர்கன்
новости	புதுப்பிப்புகள்
новости	புதுப்பித்தல்கள்
прилив	inflow
ноќи	இரவுகள்
придавка	பெயரடை
батлер	பட்லர்
черчил	சர்ச்சில்
поддржан	ஆதரிக்கப்படும்
смена	நகர்வு
смена	ஷிஃப்ட்
дисертација	dissertation
скриени	மறைத்த
скриени	மறைந்த
скриени	மறைக்கப்பட்ட
скриени	மறைந்துள்ள
скриени	மறைக்கப்பட்டது
скриени	மறைந்து
хамлет	ஹாம்லெட்
тобаго	டொபாகோ
поволни	சாதகமானது
египетска	எகிப்திய
анастасиј	அனஸ்தாசியுஸ்
споделување	பகிர்தல்
споделување	பகிர்வு
повтори	சிவப்பு
хемисфера	அரைக்கோளம்
притисоци	suppression
бебе	குழந்தை
бебе	பேபி
кризи	crises
французи	பிரெஞ்சு
дизајнери	வடிவமைப்பாளர்கள்
геологија	நிலவியல்
трансформации	உருமாற்றம்
кратер	கிண்ணக்குழி
албанец	அல்பேனிய
апсење	கைது
формули	சூத்திரங்கள்
рудници	கண்ணிவெடி
плод	பழ
плод	பழம்
каналите	வழிமுறைகள்
каналите	பாதைகள்
каналите	தடங்கள்
каналите	சேனல்கள்
гибралтар	ஜிப்ரால்டர்
опремени	பொருத்தப்பட்ட
сеќавање	நினைவு
сеќавање	நினைவைப்
сеќавање	நினைவாற்றல்
сеќавање	நினைவகம்
случаен	குறிப்பிலா
случаен	நிலையில்லாத
случаен	ஒழுங்கற்ற
случаен	சீரற்ற
хју	ஹியூக்
министрите	அமைச்சர்கள்
министрите	மந்திரிகள்
инциденти	சம்பவம்
инциденти	சம்பவங்கள்
мајкрософт	மைக்ரோசாப்ட்
мајкрософт	microsoft
поранешно	முன்னாள்
удира	தாக்கியதால்
удира	hits
удира	வெற்றிகள்
морињата	ஒன்றோடொன்று
морињата	கடல்கள்
усвои	தத்தெடுத்து
тонга	டோங்கா
нокиа	நோக்கியா
исполнета	நிறைவேறியது
мртва	இறந்து
мртва	dead
мртва	இறந்த
таленти	திறமைகள்
таленти	திறமைகளை
исклучување	தவிர
исклучување	துண்டிப்பு
исклучување	துண்டி
исклучување	தவிர்ப்புத்
навивачи	ரசிகர்கள்
овластувања	அதிகாரமும்
израелски	இஸ்ரேலிய
дион	டியான்
расположение	மூட்
расположение	மனநிலையை
расположение	மனநிலை
леќи	லென்ஸ்
осумнаесет	பதினெட்டு
потоци	ஸ்ட்ரீம்கள்
понд	குளம்
сиромашни	ஏழை
сиромашни	பாவம்
сиромашни	மோசம்
биографски	biographical
управен	நிர்வகித்தல்
здрава	ஆரோக்கியமாக
здрава	ஆரோக்கியமான
здрава	ஆரோக்கியமானது
остварувања	சாதனைகள்
напуштање	மறைவதில்லை
повици	அழைப்புகள்
џенифер	ஜெனிபர்
нелегално	சட்டவிரோதமாக
нелегално	சட்டவிரோத
нелегално	சட்டவிரோதமாக
вар	எலுமிச்சை
вар	சுண்ணாம்பு
активисти	ஆர்வலர்கள்
ролинг	rolling
готвење	சமையல்
биланс	சமநிலை
биланс	மீதம்
биланс	balance
биланс	மீதி
биланс	இருப்பு
помагала	உபகரணங்கள்
мвр	mvr
хавана	ஹவானா
паднале	விழுந்தது
експлозијата	வெடிப்பு
бродвеј	பிராட்வே
настрана	பக்கவாட்டில்
женка	பெண்
синџир	சங்கிலி
доменико	domenico
ецб	ecb
железници	இரயில்வே
железници	railways
зголемени	அதிகரித்துள்ளது
зголемени	அதிகரித்தது
читатели	வாசகர்கள்
читатели	வாசகர்
дневникот	பதிவேடு
дневникот	லாக்
променето	மாறிவிட்டது
променето	மாற்றப்பட்டது
променето	மாற்றப்பட்ட
влегување	நுழையும்
примачот	பெறுநர்
бисао	பிசாவு
франки	பிராங்குகள்
микс	கலப்பு
романскиот	ரோமானியன்
хопкинс	ஹாப்கின்ஸ்
празнува	கொண்டாடுகின்றனர்
празнува	கொண்டாடுகிறார்
празнува	கொண்டாட்டம்
сертификат	சான்றிதழ்கள்
сертификат	சான்றிதழ்
џуниор	ஜூனியர்
ерл	ஏர்ல்
експерт	நிபுணர்கள்
експерт	வல்லுநர்
експерт	வல்லுனர்
експерт	நிபுணர்
етничко	இன
патенти	patents
гените	மரபணுக்கள்
сар	sar
библија	பைபிள்
библија	பைபிளில்
церемонии	சடங்குகள்
коњите	குதிரைகள்
евроазија	யூரேசியா
запознавање	அறிமுகம்
запознавање	டேட்டிங்
запознавање	தெரிந்தவன்
оксид	ஆக்சைடு
пајак	சிலந்தி
зависна	அடிமைத்தனம்
убеден	தன்னம்பிக்கை
убеден	தன்னம்பிக்கையை
долгови	கடன்களை
долгови	கடன்
долгови	கடனை
чан	சான்
ирански	ஈரானிய
бахреин	பஹ்ரைன்
среќна	சந்தோஷமாக
среќна	இனிய
среќна	மகிழ்ச்சி
среќна	மகிழ்வான
амбасадори	தூதரகங்களை
режими	வகைகள்
сиво	பழுப்பு
сиво	கிரே
сиво	சாம்பல்
сиво	பழுப்பு
сиво	சாம்பல்
лаура	லாரா
матични	தண்டு
модулација	பண்பேற்றம்
строга	கண்டிப்பு
строга	கண்டிப்பான
муслиманска	முஸ்லிம்
муслиманска	முஸ்லீம்
кружни	சுற்றறிக்கை
ендру	அன்ட்ரூ
ендру	ஆண்ட்ரூ
докторски	phd
докторски	முனைவர்
замав	ஊஞ்சல்
замав	மூச்சில்
неочекувано	எதிர்பாராத
виолетова	ஊதா
лонг	லாங்
лонг	long
лонг	நீண்ட
испорака	வாடா
испорака	வழங்கல்
испорака	டெலிவரி
хендрикс	ஹெண்ட்ரிக்ஸ்
случајни	குறிப்பிலா
случајни	நிலையில்லாத
случајни	ஒழுங்கற்ற
случајни	சீரற்ற
магнетна	காந்த
кенет	கென்னத்
привлекуваат	ஈர்க்கும்
тапанар	டிரம்மர்
хемикалии	இரசாயனங்கள்
чорапи	துளைகள்
кејн	கேன்
потенцијална	சாத்தியமான
ролан	ரோலண்ட்
ешли	ஆஷ்லே
внука	பேத்தி
внука	மருமகளே
внука	மருமகள்
прецизни	துல்லியமாக
прецизни	துல்லியமான
кири	கியூரி
асоцијации	கூட்டு
лима	லீமா
бенин	பெனின்
канзас	கன்சாஸ்
задоволен	திருப்தி
задоволен	திருப்திகரமாக
бомбардирање	குண்டுவெடிப்பு
надесно	சரியா
надесно	வலது
никол	நிக்கோல்
службено	அதிகாரி
службено	அதிகாரப்பூர்வ
службено	official
службено	அதிகாரபூர்வமாக
службено	அதிகாரப்பூர்வமாக
болници	மருத்துவமனைகள்
антони	அந்தோனியார்
антони	ஆண்டனி
антони	அந்தோனி
антони	அந்தோணி
антони	அந்தோனி
антони	antony
антони	antoni
волна	கம்பளி
патент	காப்புரிமை
затемнување	கிரகணம்
затемнување	இருட்டடிப்பு
мотивација	ஊக்கம்
овозможено	இயக்கப்பட்டது
овозможено	செயலாக்கப்பட்டது
овозможено	செயல்படுத்தப்பட்டது
сојузничките	நேச
промоцијата	விளம்பரம்
промоцијата	விளம்பரப்படுத்துதல்
погодени	ஹிட்
погодени	அடி
погодени	பாதிக்கப்பட்ட
погодени	பாதிக்கப்பட்டு
хана	ஹன்னா
хана	ஹன்னா
обвинение	சார்ஜ்
обвинение	கட்டணம்
колонијата	காலனி
саша	சாஷா
комори	சேம்பர்ஸ்
известува	அறிக்கைகள்
исплата	கட்டணம்
морално	தார்மீக
морално	படிப்பினை
плодност	கருத்தரித்தல்
плодност	வளம்
ладна	குளிரில்
ладна	சளி
ладна	ஜலதோஷம்
ладна	குளிர்
форест	பாரஸ்ட்
рурални	ஊரக
рурални	கிராமப்புற
применети	விண்ணப்பித்த
поттик	விளம்பரம்
поттик	மேம்படுத்து
поттик	பூஸ்ட்
поттик	விளம்பரப்படுத்துதல்
поттик	ஊக்க
библиски	விவிலிய
толпата	கூட்டம்
толпата	கூட்டமும்
толпата	கூட்டத்தை
профили	கணக்குகள்
профили	சுயவிவரங்கள்
разумот	காரணமும்
разумот	காரணம்
разумот	காரணத்தை
меки	மென்மையான
меки	மென்மை
корупција	ஊழல்
корупција	படமாகத்
холандска	டச்சு
холандска	டச்
прирачник	கைமுறையாக
прирачник	கையேடு
прирачник	கைமுறை
прирачник	பயிற்சி
прирачник	பாடம்
роулинг	ரௌலிங்
групни	குழுவை
групни	குழுவைப்
групни	குழு
говеда	மாடு
говеда	கால்நடைகள்
говеда	கால்நடை
говеда	கால்
говеда	பருகும்
нептун	நெப்டியூன்
тесла	டெஸ்லா
феминизам	பெண்ணியம்
сократ	சாக்கிரட்டீசு
благодарам	நன்றி
благодарам	thanks
валас	வாலஸ்
одобрен	அனுமதிக்கப்பட்டது
одобрен	அங்கீகரிக்கப்பட்டது
одбиваат	மறுக்க
држење	ஏந்திய
милет	miletus
преведена	மொழிபெயர்க்கப்பட்டது
арон	ஆரோன்
постојните	இருக்கும்
подигне	உயர்த்த
љубовник	காதலர்
љубовник	காதலன்
рејмонд	ரேமாண்ட்
лејн	லேன்
репертоар	repertoire
католиците	கத்தோலிக்கர்கள்
хадсон	ஹட்சன்
хемиско	ரசாயன
хемиско	ரசாயனம்
хемиско	கெமிக்கல்
хемиско	வறண்டு
хемиско	வறண்ட
хемиско	உலர்
хемиско	உலர்ந்த
хемиско	காய்ந்த
минерални	தாது
чук	நாக்
најниската	குறைந்த
лин	லின்
лин	லின்
лин	லின்
лин	லின்
навигација	உலாவல்
седмица	வாரம்
седмица	வாரத்தில்
помагајќи	உதவுவது
обожаватели	ரசிகர்கள்
битие	இருப்பது
хегел	hegel
виртуелна	மெய்நிகர்
ментална	மன
православие	orthodoxy
шеснаесет	பதினாறு
моторите	ஆற்றல்கள்
тркало	வீல்
тркало	சக்கர
тркало	சக்கரம்
автоматско	தானியங்கு
автоматско	தானியங்கி
автоматско	தானாகவே
автоматско	தன்னியக்கம்
автоматско	ஆட்டோ
автоматско	தானியங்கு
автоматско	தானியங்கி
автоматско	தன்னியக்கம்
автоматско	தன்னியக்கமாக
автоматско	தன்னியக்க
алиса	ஆலிஸ்
подвижност	சுறுசுறுப்பு
платформи	தளங்கள்
јаз	ஊர
ноти	குறிப்புகள்
алијанса	கூட்டணி
сервери	சேவையகங்கள்
ударна	breaking
ударна	உடைப்பு
сеул	சியோல்
лиценци	உரிமங்கள்
трамп	டிரம்ப்
вметнување	நுழை
вметнување	நுழைக்க
вметнување	செருகு
дебели	தடித்த
дебели	தடிமனான
дебели	அழுத்தமான
дебели	கொழுப்பு
дебели	குண்டாக
дебели	கொழுப்பை
хинду	இந்து
хинду	ஹிந்து
австриска	ஆஸ்திரிய
австриска	ஆஸ்திரியா
кум	godfather
одобрение	ஒப்புதல்
одобрение	அங்கீகரிப்பு
одобрение	வலியுறுத்தல்
одобрение	ஆதரவு
запре	நிறுத்தப்பட்டது
запре	நிறுத்தி
морални	தார்மீக
морални	படிப்பினை
затоплување	வெப்பமடைதல்
неуспешно	தோற்றது
неуспешно	முடியவில்லை
неуспешно	தோல்வி
неуспешно	தோல்வியுற்றது
разузнавање	உளவுத்துறை
разузнавање	புலனாய்வு
разузнавање	நுண்ணறிவு
католицизмот	கத்தோலிக்கம்
комплетна	நிறைவு
комплетна	முழுமை
комплетна	முழுவதும்
комплетна	முழுமையான
суво	வறண்டு
суво	வறண்ட
суво	உலர்
суво	உலர்ந்த
суво	காய்ந்த
крикет	கிரிக்கெட்
крикет	துடுப்பாட்டம்
розвел	ரோஸ்வெல்
пеат	பாடு
пеат	பாடுங்கள்
пеат	பாட
пеат	பாடவும்
пеат	பாடும்
пеат	பாடுகிறார்
автомобилите	கார்கள்
нацрт	வரைவு
максвел	மேக்ஸ்வெல்
смеса	கலவை
барак	பராக்
барак	பராக்
автомобилски	தானியங்கி
автомобилски	வண்டி
автомобилски	வாகனம்
автомобилски	தானியங்கு
автомобилски	தானியங்கி
автомобилски	தானாகவே
автомобилски	தன்னியக்கம்
автомобилски	ஆட்டோ
глобални	உலகம்
глобални	உலக
глобални	உலகளாவிய
ланец	சங்கிலி
најстара	மூத்த
пушка	துப்பாக்கி
пом	போம்
искористен	பயன்படுத்தப்பட்டது
искористен	பயன்படுத்திய
искористен	பயன்படுத்தியது
хигиена	சுகாதாரம்
хигиена	சுகாதாரத்தை
придружник	தோழர்
борците	போராளிகள்
упатства	வழிகாட்டுதல்கள்
упатства	வழிமுறைகள்
упатства	அறிவுரைகள்
упатства	ஆணைகள்
одошто	விட
екстра	கூடுதலாக
екстра	கூடுதல்
набљудувачи	வாட்ச்மென்
набљудувачи	திரைகள்
набљудувачи	கண்காணிப்பாளர்கள்
густи	தடித்த
густи	தடிமனான
густи	அழுத்தமான
мар	mar
фин	ஃபின்
ефикасна	பயனுள்ள
ефикасна	திறம்
русо	ரூசோ
русо	உரூசோ
дроги	மருந்துகள்
фред	பிரெட்
левица	மீதம்
левица	இடது
дува	வீசுகிறது
свирење	விளையாடி
свирење	விளையாடுகிறது
свирење	விளையாடுகிறார்
свирење	இயக்குகிறது
свирење	விளையாடும்
хаос	குழப்பம்
хаос	குழப்பமான
преземањето	கைய
руди	ரூடி
цинк	துத்தநாக
енергетска	ஆற்றல்
енергетска	ஆற்றலும்
енергетска	சக்தி
енергетска	எரிசக்தி
мобилен	மொபைல்
мобилен	கைபேசி
мобилен	செல்பேசி
насловна	கவர்
насловна	உறை
нокаут	நாக்அவுட்
ограничи	எல்லை
ограничи	வரம்பு
пионер	முன்னோடி
спие	உறங்க
спие	உறங்கும்
спие	தூங்கி
спие	தூங்கும்
спие	தூங்கி
спие	உறங்கி
норман	நார்மன்
школки	சுரப்பிகள்
школки	சிப்பிகள்
осми	எட்டாவது
кин	குறியாக
химни	கீதம்
химни	anthems
потврдена	உறுதி
потврдена	உறுதிசெய்யப்பட்டது
луксузни	சொகுசு
луксузни	ஆடம்பர
луксузни	ஆடம்பரம்
приближна	மேலோட்டம்
басен	படுகை
преместување	பரிமாற்றம்
преместување	இடமாற்றம்
преместување	நகரும்
фјодор	பியோதர்
ветар	காற்றை
ветар	காற்று
рехабилитација	மறுவாழ்வு
прекрасни	அழகு
прекрасни	அழகான
прекрасни	அழகிய
прекрасни	அழகா
прекрасни	அழகாக
прекрасни	அதிசயமாக
прекрасни	அற்புதமான
прекрасни	பேரழகு
уништат	அழிய
уништат	அழித்து
градежништво	கட்டுமான
градежништво	கட்டுமானம்
агенси	முகவர்கள்
интегритет	சீர்மை
метода	முறையை
метода	முறை
метода	வழிமுறை
исчезнува	மறைகிறது
ванкувер	வான்கூவர்
меур	குமிழி
меур	சிறுநீர்ப்பை
влакно	இழை
влакно	நார்
влакно	மச்சம்
влакно	ஆமை
одобри	ஒப்புதல்
одобри	அனுமதி
одобри	அனுமதிக்கப்பட்டது
одобри	அங்கீகரிக்கப்பட்டது
клучот	சாவி
клучот	விசை
клучот	சாவியை
клучот	துருப்பு
новгород	novgorod
летала	விமானம்
летала	வானூர்தி
бејкер	பேக்கர்
чоколадо	சாக்கலேட்
чоколадо	சாக்லெட்
чоколадо	சாக்லேட்
слуга	வேலைக்காரன்
мемоари	memoirs
хамид	ஹமீது
бајти	பைட்டு
бајти	பைட்
бајти	பைட்டுகள்
корона	corona
течат	ஓட்டம்
течат	ஓடி
спенсер	ஸ்பென்சர்
калиум	பொட்டாசியம்
виа	வழியாக
виа	மூலமாக
учебник	பாடநூல்
бетовен	பீத்தோவன்
прегледи	விமர்சனங்கள்
прегледи	மதிப்பீடுகள்
прегледи	மதிப்புரைகள்
прегледи	பதிவுகள்
прегледи	பார்வைகள்
жестоко	மீது
санскрит	சமஸ்கிருதம்
санскрит	சமஸ்கிருதத்தில்
санскрит	சமஸ்கிருத
доха	தோஹா
едвин	எட்வின்
харви	ஹார்வி
палау	பலாவு
видлив	காணக்கூடியது
видлив	தெரியும்
сос	sos
сос	சாஸ்
копирање	நகல்
копирање	நகலெடுத்தல்
фабио	ஃபேபியோ
коленото	முழங்கால்
коленото	முட்டி
пети	புட்டு
пронајдено	கண்டு
пронајдено	கண்டேன்
пронајдено	கண்டறியப்பட்டது
ангажман	நிச்சயதார்த்தம்
ангажман	ஈடுபாடு
одеса	ஒடிசா
најмлад	இளமையான
најмлад	இளைய
ошо	ஓஷோ
назначување	அனுமதி
назначување	சந்திப்பு
прогласување	பிரகடனம்
мемфис	மெம்ஃபிஸ்
амазон	amazon
амазон	அமேசான்
одбојка	கைப்பந்து
олеснување	நிவாரணம்
олеснување	எளிதாக்கும்
претставувајќи	வழங்குகிறோம்
осмиот	எட்டாவது
евреин	யூதர்
евреин	யூத
евреин	யூதர்களின்
поврати	மீட்கவும்
поврати	மீட்டெடு
влакната	முடிகள்
фабијан	ஃபேபியன்
ајкули	சுறாக்கள்
задржување	பேணுவதில்
задржување	தக்கவைப்பு
фриц	பிரிட்ஸ்
микро	மைக்ரோ
наставка	பின்னொட்டு
наставка	விரிவாக்கம்
иво	ivf
гласачите	வாக்காளர்கள்
брашно	மாவு
одобрени	அனுமதிக்கப்பட்டது
одобрени	அங்கீகரிக்கப்பட்டது
верба	நம்பிக்கை
предавач	விரிவுரையாளர்
најдете	கண்டு
најдете	கண்டுபிடி
структурни	கட்டமைப்பு
антигва	ஆன்டிகுவா
укинувањето	மெஸ்சே
шумарство	காடுகள்
победија	வெற்றி
победија	வென்றது
победија	வெற்றிபெற்று
победија	வென்று
парада	அணிவகுப்பு
парада	அணிவகுப்பில்
инженеринг	பொறியியல்
метална	உலோக
дар	பரிசு
дар	அன்பளிப்பு
убивање	கொல்லும்
убивање	கொன்றுவிடும்
убивање	கொன்று
родено	பிறந்தது
родено	பிறப்பு
