dhe	és
financiare	pénzügyi
vlerat	érték
vlerat	értékek
zëri	hang
zëri	hangot
zëri	hangja
zëri	hang
zëri	audio
zëri	hang
malin	mount
malin	hegy
malin	malin
forcë	erőt
forcë	erő
forcë	force
forcë	erő
përbëjnë	póz
përbëjnë	pózt
xhami	glass
xhami	üveg
xhami	pohár
xhami	mecsetek
xhami	mecset
komunist	kommunisták
komunist	kommunista
perëndimor	nyugati
perëndimor	nyugat
perëndimor	western
tim	tim
magnetike	mágneses
proces	eljárás
proces	folyamat
xiv	xiv
ballkan	balkáni
ballkan	balkán
ballkan	balkáni
ballkan	balkán
zakonshme	szokásos
flet	beszél
flet	beszélő
flet	beszél
festivali	fesztivál
kombeve	nemzetek
holandë	hollandia
holandë	holland
holandë	holland
përmendur	említett
përmendur	idézett
përmendur	hivatkozott
fotografi	fényképek
fotografi	kép
fotografi	fénykép
fotografi	fotó
fotografi	fotózás
fotografi	fotók
fotografi	fényképek
fotografi	képek
fotografi	képeket
fotografi	képek
fotografi	fényképek
prodhimi	kimeneti
prodhimi	kibocsátás
prodhimi	kimenő
prodhimi	előállítás
prodhimi	gyártás
prodhimi	termelés
prodhimi	termelési
vazhduar	folyamatos
vazhduar	folytatása
vazhduar	folytatta
vazhduar	folytatás
vazhduar	folytatódott
dashuri	szeretettel
dashuri	love
dashuri	szeretet
dashuri	szerelem
temperatura	hőmérséklet
temperatura	hőmérséklet
serbia	szerbia
vazhdimisht	folyamatosan
vazhdimisht	állandóan
vazhdimisht	következetesen
vazhdimisht	folyamatosan
roma	róma
këngëtar	énekesnő
këngëtar	énekes
këngëtar	singer
kalaja	vár
kalaja	várban
kalaja	castle
kalaja	kastély
kalaja	erőd
rilindja	reneszánsz
rilindja	újjászületés
përpjekje	kísérlet
përpjekje	próbálkozás
përpjekje	erőkifejtés
përpjekje	erőfeszítés
përpjekje	erőfeszítések
banuar	lakott
detare	tengerész
detare	tengeri
detare	tengerészgyalogos
detare	haditengerészeti
detare	tengerészeti
detare	tengeri
detare	tengerészeti
secili	mindegyik
kudo	mindenütt
kudo	mindenhol
mbështetur	támogatott
gratë	nők
gratë	asszonyok
gratë	női
gratë	nő
kulturor	kulturális
sistemet	rendszerek
sistemet	systems
pierre	pierre
famshme	híres
famshme	híresség
shtuar	hozzáadott
shtuar	felvéve
kompania	társaság
kompania	vállalat
kompania	cég
kompania	század
kategoria	kategória
herët	korán
herët	korai
vendim	döntés
vendim	határozat
social	társadalmi
social	szociális
saktë	pontos
saktë	helyes
saktë	korrekt
gol	gól
gol	cél
britanik	britek
britanik	angol
britanik	brit
përfunduar	befejeződött
përfunduar	elkészült
përfunduar	befejezett
përfunduar	elkészült
përfunduar	befejezett
përfunduar	kész
ben	ben
instituti	intézet
instituti	intézmény
njëjtë	ugyanez
njëjtë	ugyanaz
online	interneten
online	online
shërbeu	szolgálta
shërbeu	szolgált
letër	papír
letër	levélben
letër	betű
letër	levél
letër	levelet
letër	levele
problemet	gondok
problemet	probléma
problemet	problémák
problemet	problémákat
problemet	problémákkal
formula	képlet
formula	formula
formula	képletek
njësia	egység
njësia	unit
njësia	közüzemi
energji	energia
rregullt	szabályos
rregullt	rendezett
rregullt	ápoló
rregullt	rendszeresen
rregullt	rendszeres
rregullt	normál
diskutimet	beszélgetések
diskutimet	megbeszélések
diskutimet	viták
diskutimet	vita
diskutimet	megbeszélés
diskutimet	beszélgetés
druri	fából
druri	fa
druri	wood
druri	erdő
druri	fát
druri	fán
druri	fa
druri	fája
druri	fák
librat	könyveket
librat	könyvek
librat	könyv
spanjës	spanyolország
kujdes	óra
kujdes	vigyázz
mbuluar	fedett
mbuluar	lefedett
mbuluar	fedezett
mbuluar	borított
përfundimisht	határozottan
tema	téma
tema	téma
kufizuar	limited
kufizuar	limitált
kufizuar	korlátozott
kufizuar	korlátolt
kufizuar	korlátozott
kufizuar	korlátozottak
pavarësinë	függetlenség
red	piros
red	piroska
red	vörös
tom	tomi
tom	tom
theksuar	hangsúlyozta
rusia	oroszország
shkaktuar	előidézett
shkaktuar	okozta
shkaktuar	okozott
shkaktuar	kiváltott
zezë	fekete
zezë	black
ftohtë	hidegen
ftohtë	hideg
kokë	fejet
kokë	fej
kokë	fejét
emra	nevek
emra	neveket
udhëhequr	vezetett
udhëhequr	led
muret	falak
muret	falakat
zhvillohet	fejlődni
armë	fegyver
armë	fegyverek
armë	fegyver
armë	fegyvert
armë	fegyver
armë	pisztoly
armë	fegyvereket
armë	ágyúk
armë	fegyverek
teknike	műszaki
teknike	technikai
formimin	képező
deti	tengeren
deti	tengeri
deti	tenger
trupin	test
trupin	testem
trupin	holttest
sud	sud
katalonia	katalónia
lojtar	lejátszó
lojtar	játékos
seine	seine
shkuar	elment
shkuar	eltűnt
problem	gond
problem	probléma
problem	baj
objekt	objektum
objekt	tárgy
brendshëm	belső
brendshëm	belseje
metal	metál
metal	metal
metal	fémek
metal	fém
nis	start
nis	kezdés
nis	kezdeni
përfaqësues	reprezentatív
përfaqësues	képviselő
përfaqësues	képviselői
përfaqësues	képviselők
armatosur	felfegyverkezve
armatosur	fegyveres
martuar	házas
martuar	házasok
zënë	elfoglalt
kan	cannes
kan	kan
studimi	vizsgálat
studimi	tanulmányok
studimi	tanulás
studimi	tanulmány
perandor	uralkodó
perandor	császár
familjet	háztartás
familjet	háztartások
familjet	családok
bregu	partra
bregu	part
bregu	shore
bregu	part
bregu	tengerpart
termi	távú
termi	kifejezés
maja	maya
maja	maja
maja	maja
maja	élesztő
role	szerepei
programi	program
japoni	japán
britania	britannia
britania	britannia
kah	felé
krijimi	létrehozása
krijimi	alkotás
krijimi	teremtés
sipërme	felső
india	india
fiton	győz
fiton	nyert
kuvendin	kolostor
kuvendin	zárda
roli	szerepet
roli	szerep
roli	szerepe
element	tárgy
element	tétel
element	elem
google	google
qindra	száz
qindra	száz
dritë	fény
dritë	light
dritë	fényt
nëntë	kilences
nëntë	kilenc
nëntë	kilencedik
llojet	típusok
llojet	típusai
rexhep	recep
thomas	thomas
thomas	tamás
vendoset	található
letrar	irodalmi
max	max
sportive	sport
sportive	sportban
egër	wild
egër	vadon
egër	vadak
egër	vad
egër	savage
egër	vadember
egër	ádáz
egër	heves
fushat	mezőket
fushat	mezők
fushat	fields
fushat	földek
fushat	mező
mbrojtje	védelem
mbrojtje	védekezés
mbrojtje	védelmi
mbrojtje	védelem
mbrojtje	védekezés
mbrojtje	védelmi
mbrojtje	védelmet
mbrojtje	védelme
mbrojtje	védelem
mbrojtje	oltalom
faza	szakasz
faza	fázis
faza	szakaszok
faza	színpad
faza	színpadon
gjithsej	teljes
gjithsej	összesen
drejtues	kormányzás
manchester	manchester
has	arcokat
has	arcok
shprehje	kifejezés
princ	herceg
princ	prince
baza	bázisok
baza	alap
baza	bázis
ndonëse	habár
ndonëse	bár
ndonëse	habár
ndonëse	bár
normale	szokásos
normale	normális
normale	normál
shpirtërore	spirituális
shpirtërore	szellemi
shpirtërore	lelki
shërbyer	szolgálta
shërbyer	szolgált
park	park
shah	shah
shah	sakk
festa	party
festa	buli
festa	parti
festa	vakáció
festa	ünnep
festa	ünnepi
festa	nyaralás
gjuhët	nyelveket
gjuhët	nyelvek
gjuhët	nyelveken
politikë	szabályzat
politikë	politika
politikë	politika
mësimet	leckéket
mësimet	tanítások
mundi	legyőzni
mundi	legyőzte
mundi	legyőzött
teoria	elmélet
psh	mint
psh	like
psh	tetszik
hershëm	korán
hershëm	korai
autorit	copyright
mbaroi	elkészült
mbaroi	befejezett
mbaroi	kész
term	távú
term	kifejezés
hyrje	belépő
hyrje	bejárat
hyrje	belépés
hyrje	hozzáférést
hyrje	hozzáférés
hyrje	belépés
hyrje	belépő
hyrje	bejegyzés
hyrje	belépés
hyrje	bejelentkezés
sri	srí
detyra	kötelesség
detyra	vám
detyra	feladatai
detyra	feladatok
detyra	megbízás
detyra	megbízatás
detyra	feladat
gjendja	állapot
gjendja	státusz
shkenca	tudomány
end	befejezés
end	vége
end	vég
ballkanit	balkáni
ballkanit	balkán
muhammad	muhammad
muhammad	mohammed
muhammad	mohamed
trup	test
trup	testem
trup	holttest
lojë	játék
lojë	game
lojë	meccs
barabartë	egyenlők
barabartë	egyenlőek
barabartë	egyenlő
poet	költő
finlandë	finnország
kuptim	érzék
kuptim	értelem
kuptim	értelme
bayern	bayern
ndryshon	változik
ndryshon	módosítások
ndryshon	változtatások
ndryshon	változás
ndryshon	változások
ndryshon	változtatás
krijon	létrehoz
krijon	teremt
përballë	szemben
përballë	ellentétes
sëmundje	betegségek
sëmundje	betegség
sëmundje	betegségek
sëmundje	betegségek
sëmundje	betegség
sëmundje	betegségek
sëmundje	betegség
sëmundje	megbetegedés
përdoruesit	felhasználói
përdoruesit	felhasználók
dega	branch
dega	ág
projekti	projekt
projekti	project
imam	imám
dëshmi	bizonyíték
dëshmi	bizonyítékok
dëshmi	vallomása
dëshmi	vallomás
dëshmi	bizonyíték
dëshmi	bizonyítás
popull	emberek
popull	nemzet
kryen	lekötött
kryen	elkövetett
kryen	elkötelezett
australia	ausztrália
rhône	rhône
sheh	látnok
sheh	látó
sheh	lásd
javë	héten
javë	hét
javë	hetekig
javë	hetek
alexander	sándor
alexander	alexander
prindërit	szülei
prindërit	szülők
prindërit	szüleim
ndryshimet	módosítások
ndryshimet	változtatások
ndryshimet	változás
ndryshimet	változások
ndryshimet	változtatás
mbretërore	királyi
mbretërore	royal
org	org
henry	henrik
henry	henry
donte	akartam
donte	körözött
gjithçka	mindent
gjithçka	minden
mijëra	ezrek
mijëra	ezer
energjia	energia
simbol	jelkép
simbol	szimbólum
tempujt	templomok
lejuar	engedélyezett
lejuar	engedélyezve
lejuar	megengedett
lejuar	engedélyezett
lejuar	megengedett
anët	szélek
shtesë	extra
shtesë	kiegészítés
shtesë	kiegészítés
shtesë	függelék
shtesë	kiegészítő
shtesë	további
listë	jegyzék
listë	lista
origjinal	eredeti
europian	európai
kongresit	kongresszus
abdullah	abdullah
lejon	enged
lejon	megengedi
rënë	bukott
rënë	elesett
shënime	megjegyzések
shënime	feljegyzések
shënime	jegyzetek
shënime	jegyzet
shënime	vágólap
artist	művész
artist	előadó
vazhdueshme	állandó
vazhdueshme	folyamatos
vazhdueshme	folyamatos
vazhdueshme	folytonos
shekuj	évszázadok
shekuj	évszázadokkal
gjata	hosszú
muzikë	zene
ide	eszmék
ide	ötletek
ide	ötletem
ide	elképzelés
ide	ötlet
liri	szabadság
shkrimet	írások
shkrimet	szentírás
vëllezërit	testvérek
sekretar	titkárnő
sekretar	titkár
final	döntő
final	végleges
final	záró
final	utolsó
final	végső
shpellat	barlangok
rrugët	utakon
rrugët	utak
rrugët	utcákon
rrugët	utcák
rrugët	útvonalakon
rrugët	útvonalak
agim	hajnal
agim	dawn
agim	hajnalban
agim	napfelkelte
agim	napkelte
est	est
windows	windows
windows	ablakok
windows	ablak
date	dátum
date	időpont
tituj	címeket
tituj	címek
kongresi	kongresszus
elbasan	elbasan
jugor	dél
jugor	déli
xiii	xiii
amerika	amerika
amerika	america
vdes	haldokló
vdes	haldoklik
vdes	meghal
manastirit	kolostorban
manastirit	kolostor
pjesërisht	részben
pjesërisht	valamennyire
pjesërisht	némileg
pjesërisht	részben
pjesërisht	részlegesen
kishë	kápolna
kishë	templom
kishë	egyház
model	model
model	minta
model	modell
metoda	módszer
metoda	módszer
metoda	módszerek
kina	porcelán
kina	kína
kina	china
nxënës	diákok
nxënës	hallgatók
nxënës	tanulók
nxënës	tanulók
nxënës	pupilla
nxënës	tanítvány
nxënës	tanuló
nxënës	hallgató
nxënës	tanítvány
nxënës	diák
nxënës	tanuló
nxënës	tanítvány
nxënës	gyakornok
interes	érdeklődés
interes	kamat
interes	érd
interes	kamatok
çështjet	problémák
çështjet	kérdések
antonio	antonio
viii	viii
relativisht	viszonylag
relativisht	viszonylag
trupave	katonák
trupave	csapatok
ministria	minisztérium
hapi	lépés
hapi	lépcső
shprehur	kifejezett
shprehur	kifejezésre
shprehur	kifejtett
mbahet	tartott
mbahet	tartották
mbahet	tartottak
ndahen	külön
ndahen	különálló
ndahen	elkülönített
ndahen	külön
ndërtesa	épület
ndërtesa	épületek
italisht	olasz
italisht	olaszország
muzeu	múzeumi
muzeu	múzeum
muzeu	museum
klima	éghajlat
klima	klíma
vlerësuar	értékelte
christian	keresztény
christian	christian
christian	keresztények
greqia	görögország
baba	baba
baba	apa
baba	apu
rumani	románia
mësuar	tanult
mësuar	megtanult
mësuar	tanultam
porta	kapu
porta	kaput
porta	porta
ushtri	sereg
ushtri	hadsereg
gazetar	újságíró
gazetar	újságíró
gazetar	riporter
grupet	csoportok
grupet	csoportoknak
detyrën	kötelesség
detyrën	vám
krahasim	összehasonlítás
krahasim	összehasonlítása
abu	abu
krahina	tartomány
krahina	tartományban
richard	richárd
richard	richard
ndryshim	változás
ndryshim	változtatás
ndryshim	megváltozott
ndryshim	változások
ndryshim	különbség
vlen	érdemes
vlen	megéri
vlen	worth
ekonomi	közgazdaságtan
ekonomi	gazdaság
ekonomi	közgazdasági
ekonomi	gazdaság
ekonomi	gazdaságos
sytë	szemed
sytë	szeme
sytë	szem
sytë	szemek
rus	orosz
rus	oroszul
rus	oroszország
rus	rus
kodër	dombon
kodër	domb
kodër	hegy
kodër	dombra
kodër	hegyen
kodër	hill
veprim	művelet
veprim	fellépés
veprim	cselekvési
veprim	cselekvés
veprim	akció
ndaluar	tilos
ndaluar	tiltott
ndaluar	tiltott
pozita	pozíciók
pozita	pozíció
shoqëria	társadalom
shoqëria	barátság
master	mester
punimet	működik
themelues	alapító
themelues	alapítója
themelues	alapító
dobët	ájulás
dobët	halvány
dobët	gyenge
dobët	gyengék
lokal	helyi
moment	pillanat
direkt	közvetlen
direkt	direct
direkt	közvetlenül
direkt	egyenes
direkt	közvetlenül
politika	politika
kryeqytet	főváros
kryeqytet	tőke
besim	hitem
besim	faith
besim	hit
besim	hittel
besim	hitet
besim	önbizalom
besim	bizalom
besim	bizalom
besim	hit
besim	magabiztos
pushteti	energia
pushteti	erő
pushteti	power
pushteti	hatalom
pop	fater
pop	pop
website	weboldal
website	honlap
website	webhely
feja	vallás
pastër	tiszta
pastër	clean
pastër	tisztán
pastër	tiszta
stil	stílus
but	bakancs
but	csizma
studio	studio
studio	stúdió
fazën	szakasz
fazën	fázis
islamike	iszlám
islamike	iszlamista
vëllai	testvér
serbë	szerbek
armatosura	felfegyverkezve
armatosura	fegyveres
verë	summer
verë	nyári
verë	nyáron
verë	nyár
verë	bor
verë	borok
gjëra	dolgok
gjëra	dolgokat
gjëra	cucc
gjëra	cuccok
urbane	városi
erës	szélmalom
erës	szél
erës	szelet
teksti	sms
teksti	szöveg
ligjore	jogi
ligjore	legális
ligjore	törvényes
përpjekjet	erőfeszítéseket
përpjekjet	erőfeszítés
përpjekjet	erőfeszítések
përpjekjet	kísérletek
personal	személyes
personal	személyi
ndarja	megosztás
ndarja	partíció
ndarja	búcsú
kompani	társaság
kompani	vállalat
kompani	cég
kompani	század
kompani	vállalatok
kompani	társaságok
kompani	cégek
kompani	vállalkozások
tokësore	földi
tokësore	földfelszíni
tokësore	szárazföldi
ekonomia	közgazdaságtan
ekonomia	gazdaság
ekonomia	közgazdasági
ekonomia	gazdaság
ekonomia	gazdaságos
ari	ari
ari	medve
ari	bear
ari	mackó
ari	maci
ari	arany
media	media
media	média
dyte	másodszor
dyte	másodperc
dyte	második
dielli	napsütés
dielli	sun
dielli	nap
dielli	napfény
friedrich	friedrich
origjinale	őszinte
origjinale	valódi
origjinale	eredeti
anije	hajók
anije	hajóval
anije	hajó
anije	hajón
anije	csónak
anije	hajó
anije	hajós
qëndroi	állt
qëndroi	álltam
indi	india
shoqëri	társaság
shoqëri	vállalat
shoqëri	cég
shoqëri	század
shoqëri	társadalom
gjak	vér
gjak	véres
gjak	blood
përrua	patak
përrua	creek
egjipt	egyiptom
xii	xii
lule	virágok
lule	virág
lule	virágot
lule	virág
lule	virágos
pyll	erdőben
pyll	erdő
pyll	erdők
pyll	erdei
pyll	erdő
pyll	erdők
speciale	különleges
speciale	speciális
carlos	carlos
makina	gépezet
makina	gép
makina	autóval
makina	kocsi
makina	autó
makina	kocsival
makina	autókat
makina	autók
makina	kocsik
përshkruar	leírt
producent	gyártó
producent	termelő
producent	producer
producent	termelői
përfaqëson	képviseli
gjatësia	hossza
gjatësia	hossz
gjatësia	hosszúság
trojet	indokok
përshtatshme	helyénvaló
përshtatshme	megfelelő
përshtatshme	alkalmas
përshtatshme	megfelelő
përshtatshme	illő
arabisht	arab
arabisht	arabul
berlin	berlin
berlin	berlinben
berlin	berlini
kitarë	gitár
përgatitur	felkészült
përgatitur	elkészítve
përgatitur	előkészítve
përgatitur	elkészített
anti	anti
mbajt	tartott
mbajt	tartották
mbajt	tartottak
flasin	beszélni
flasin	beszélgetés
flasin	beszélj
gur	kő
gur	stone
gur	szikla
gur	kő
gur	rock
special	különleges
special	speciális
dendësia	sűrűség
dendësia	sűrűsége
vone	későn
vone	késő
vone	késve
figurë	kép
figurë	képet
figurë	figura
figurë	ábra
përshkruan	ábrázol
përshkruan	ábrázolja
përshkruan	leírja
organet	szervei
organet	szervek
shokët	haverok
shokët	barátokkal
shokët	barátok
shokët	barátaim
shokët	ismerősök
trajneri	edző
gjermanisht	németül
gjermanisht	német
sërish	újra
aftë	szakképzett
aftë	képzett
aftë	képes
teatrin	színház
teatrin	színházi
teatrin	színház
marre	foglalt
spanjolle	spanyolul
spanjolle	spanyolok
spanjolle	spanyol
askush	senki
american	amerikai
moshë	kor
moshë	életkor
hindu	hindu
air	levegő
air	air
prapa	vissza
prapa	hátsó
veprimet	műveletek
veprimet	fellépések
veprimet	akciók
veprimet	intézkedések
veprimet	cselekvések
kategorisë	kategória
japonia	japán
gjysmën	fele
vendas	helyi
vendas	hazai
vendas	belföldi
vendas	bennszülött
vendas	őslakos
vendas	őshonos
vendas	bennszülöttek
beograd	beograd
beograd	belgrád
arkeologjik	régészeti
grua	nő
grua	asszony
grua	nö
niveli	szint
niveli	szintű
mysliman	muszlim
mysliman	muzulmán
mysliman	muszlimok
klub	klub
klub	club
përmbledhje	összefoglaló
përmbajtja	tartalma
përmbajtja	tartalom
përmbajtja	tartalma
përmbajtja	tartalmát
përmbajtja	tartalom
çlirimtare	felszabadítási
qytetare	polgári
qytetare	polgár
qytetare	állampolgár
qytetare	polgárok
tradita	tradíció
tradita	hagyomány
tradita	hagyományok
tradita	hagyomány
della	della
panjohur	ismeretlenek
panjohur	ismeretlen
copa	darabok
copa	darabjai
copa	darab
copa	darabokban
elementet	elemei
elementet	elemek
giovanni	giovanni
lëshuar	kibocsátott
lëshuar	kiadott
lëshuar	kiadva
mesëm	közepes
dukshëm	láthatóan
dukshëm	látható
das	das
official	hivatalos
official	tisztviselő
dashuria	szeretettel
dashuria	love
dashuria	szeretet
dashuria	szerelem
shfaqur	megjelenített
akademia	akadémia
free	ingyenes
free	ingyen
free	free
free	szabad
nacional	nacional
det	tengeren
det	tengeri
det	tenger
zvicër	svájc
tash	most
dikush	valaki
dikush	valakit
dikush	valaki
piktura	festés
piktura	festmény
piktura	festmények
verior	észak
verior	északi
tërësisht	alaposan
tërësisht	teljesen
mbajnë	vinni
shoqatës	társulás
shoqatës	társulási
shoqatës	szövetség
shoqatës	egyesület
studiuar	tanult
studiuar	tanultam
shekujve	évszázadok
shekujve	évszázadokkal
ngjashëm	hasonló
ngjashëm	hasonlóak
ngjashëm	hasonlók
mbushur	kitömött
mbushur	töltött
mbushur	feltöltve
mbushur	töltve
mbushur	terhelt
mbushur	töltött
mbushur	betöltötte
mbushur	megtelt
mbushur	töltött
banka	banks
banka	bankokkal
banka	bankok
banka	bank
folur	beszélt
marrëdhënie	közösülés
marrëdhënie	kapcsolat
plan	terv
duhen	kell
duhen	szükséges
dyshim	kétely
dyshim	kétséges
dyshim	kétség
dyshim	kétségek
sllave	szláv
ligjet	jogszabályok
ligjet	törvényeket
ligjet	törvények
bashkim	union
bashkim	unió
bashkim	szakszervezet
bashkim	unión
bashkim	uniós
bashkim	találkozó
thatë	szárazon
thatë	száraz
artin	művészet
artin	art
afërsisht	durván
afërsisht	nagyjából
afërsisht	megközelítőleg
afërsisht	hozzávetőleg
afërsisht	körülbelül
nderi	becsület
nderi	megtiszteltetés
nderi	becsület
nderi	megtiszteltetés
vaj	olaj
vaj	kőolaj
vaj	olajjal
vaj	olajat
ndersa	miközben
ndersa	mialatt
ndersa	míg
ndersa	amíg
rinisë	fiatalok
rinisë	ifjúsági
rinisë	fiatalság
rinisë	ifjúság
milan	milánó
milan	milan
milan	milánói
dhoma	helyiségek
dhoma	szoba
dhoma	szobákban
dhoma	szobák
dhoma	terem
dhoma	szoba
datë	dátum
datë	időpont
kish	volt
kish	kish
artikujt	árucikkek
artikujt	cikkek
gjeneral	általános
gjeneral	tábornok
show	mutasd
show	show
institucionet	intézmények
kufijtë	korlátok
kufijtë	határokat
kufijtë	határok
kufijtë	határokon
kufijtë	határok
kufijtë	határokon
doktor	doki
doktor	orvos
personi	személy
personi	személyre
mëparshme	előző
mëparshme	korábbi
ligj	jogszabályok
ligj	jog
ligj	jogszabály
ligj	törvény
futur	bevezetett
futur	bemutatott
futur	beültetett
prodhim	előállítás
prodhim	gyártás
prodhim	kimeneti
prodhim	kibocsátás
prodhim	kimenő
prodhim	termék
prodhim	előállítás
prodhim	gyártás
prodhim	termelés
prodhim	termelési
prodhim	előállítás
prodhim	gyártási
prodhim	gyártás
çmime	árak
çmime	díjak
çmime	gála
çmime	díjak
çmime	díjakat
çmime	nyeremény
varg	tartomány
varg	távolság
varg	varg
varg	string
line	line
line	sor
line	vonal
sekretari	titkárnő
sekretari	titkár
fort	szoros
fort	szűk
fort	szorosan
fort	nehéz
fort	kemény
fort	erős
fort	erősek
fort	erőd
fort	fort
shoqëruar	kísérte
shoqëruar	kísérték
valle	dance
valle	tánc
valle	táncolj
valle	táncolni
industriale	ipari
mëparshëm	előző
mëparshëm	korábbi
piktor	festő
mesjetare	középkori
stili	stílus
ndikuar	befolyásolták
filmat	filmek
filmat	filmeket
filmat	mozi
filmat	filmek
filmat	filmeket
teori	elmélet
natën	éj
natën	este
natën	éjjel
natën	éjszaka
andrea	andrea
fisi	klán
fisi	törzs
klasa	órák
klasa	osztályok
klasa	óra
klasa	osztály
kampion	bajnok
kampion	bajnok
manuel	manuel
mbretërinë	birodalom
butë	gyengéd
butë	szelíd
butë	enyhe
butë	puha
butë	lágy
butë	sima
karakteristike	jellemző
karakteristike	jellegzetes
skenë	jelenet
skenë	színpad
skenë	színpadon
ndikimi	ütközés
ndikimi	becsapódás
ndikimi	hatás
ndikimi	hatása
ndikimi	befolyása
ndikimi	befolyással
ndikimi	befolyás
daniel	dániel
daniel	daniel
publikuar	közzétette
publikuar	publikált
publikuar	közzétett
tekst	sms
tekst	szöveg
institutit	intézet
institutit	intézmény
futbolli	foci
futbolli	futball
futbolli	foci
futbolli	football
futbolli	futball
pushtimin	invázió
austria	ausztria
marie	marie
marie	mária
përgjithësisht	általánosságban
përgjithësisht	általában
zemër	baba
zemër	bébi
lidh	összeköt
lidh	összeköti
lidh	kapcsolódás
lidh	kapcsolatot
gjat	hosszú
djalë	fiú
pejë	pec
rasti	ügy
rasti	case
rasti	eset
rasti	rusty
rasti	rozsdás
south	dél
south	délre
south	déli
paraqitje	előadások
paraqitje	megjelenítés
paraqitje	bemutatása
paraqitje	bemutató
loja	játék
loja	game
loja	meccs
usa	usa
kategori	kategória
kategori	kategória
kategori	kategóriák
#aaa	#aaa
spanjoll	spanyolul
spanjoll	spanyolok
spanjoll	spanyol
jetoi	élt
jetoi	lakott
jetoi	éltem
gjurmë	nyom
gjurmë	ösvény
gjurmë	nyomok
gjurmë	nyomokat
gjurmë	sínek
gjurmë	lábnyom
emëruar	kijelölt
emëruar	kinevezett
ekzekutiv	végrehajtó
ekzekutiv	ügyvezető
rregullat	szabályok
rregullat	szabály
rregullat	szabályzat
rregullat	szabályzat
rregullat	rendeletek
rregullat	szabályozások
rregullat	szabályozás
breg	partra
breg	part
breg	shore
çoi	choi
pos	pos
besimi	hitem
besimi	faith
besimi	hit
besimi	hittel
besimi	hitet
besimi	önbizalom
besimi	bizalom
besimi	bizalom
grand	grand
indian	indián
indian	indiai
çmim	árak
çmim	ár
çmim	ára
çmim	díj
çmim	díjat
konferenca	konferencia
konferenca	konferencián
konferenca	konferenciák
luis	louis
luis	lajos
luis	lewis
luis	luis
marne	marne
hollanda	hollandia
hollanda	holland
privat	privat
privat	magán
privat	privát
ashpër	súlyosan
ashpër	kíméletlen
ashpër	durva
ashpër	ádáz
ashpër	heves
jetonin	élt
jetonin	lakott
jetonin	éltem
nënë	édesanyám
nënë	anya
pro	pro
pro	profi
letra	kártyák
letra	lapok
letra	kártya
letra	papír
letra	leveleket
letra	betűk
letra	levelek
letra	kártya
shtresa	réteg
shtresa	rétegek
aleksandër	sándor
aleksandër	alexander
hapësira	terek
hapësira	űr
hapësira	tér
gjoni	john
gjoni	jános
kineze	kínai
kineze	kínaiak
emërohet	kijelölt
emërohet	kinevezett
toke	föld
toke	földterület
toke	szárazföld
toke	telek
toke	földterületek
toke	talaj
standard	normál
standard	szabványos
standard	szabvány
standard	standard
luftuar	harcolt
luftuar	küzdött
fat	szerencse
muzikor	zenés
muzikor	zenei
muzikor	musical
norvegji	norvégia
mbledhur	beszedett
mbledhur	begyűjtött
mbledhur	összeszedett
mbledhur	összegyűjtött
mbledhur	gyűjtött
mbledhur	összegyűlt
mbledhur	összeállított
mjete	eszközök
mjete	szerszám
mjete	szerszámok
baden	baden
shpirtit	lélek
shpirtit	soul
shpirtit	lelkem
shpirtit	lelked
lojtarët	játékosok
lojtarët	szereplők
lojtarët	játékosok
super	király
super	szuper
super	super
super	szuper
studiues	kutató
studiues	kutatói
studiues	tudós
ndihmon	segíti
ndihmon	segít
objektet	tárgyak
objektet	objektumok
objektet	helyszínek
dem	dem
dem	bull
dem	bika
gjen	gén
gjen	gene
gjen	talál
gjen	megtalálja
hedhur	öntött
hedhur	gipsz
hedhur	dobták
planet	planet
planet	bolygónak
planet	bolygónk
planet	bolygó
planet	tervek
nxjerrë	kivont
territoret	területek
rritja	növekedés
dallohet	különbséget
raporti	jelentést
raporti	jelentés
raporti	beszámoló
raporti	arány
idetë	eszmék
idetë	ötletek
kodra	dombon
kodra	domb
kodra	hegy
kodra	dombra
kodra	hegyen
kodra	hill
kodra	dombok
kodra	hills
albume	albumok
shërbimet	szolgáltatások
shërbimet	szolgáltatás
dërgoi	elküldött
dërgoi	elküldve
dërgoi	küldött
kërkesat	követelmény
kërkesat	előírások
kërkesat	követelmények
kërkesat	kérelmek
kërkesat	kéri
kërkesat	kérések
treg	piac
treg	piaci
treg	market
vepron	cselekmények
vepron	aktusok
zogu	madárka
zogu	birdie
zogu	madár
strukturë	struktúra
strukturë	szerkezet
strukturë	felépítés
strukturë	építmény
strukturë	létesítmény
sulmues	támadók
sulmues	támadó
sulmues	striker
veshur	hordott
veshur	viselte
veshur	viselt
veshur	öltözött
veshur	öltözve
veshur	viselt
veshur	kopott
akademik	akadémiai
japoneze	japán
japoneze	japánok
sport	sport
sport	sport
sport	sportban
civil	civil
civil	polgári
civil	civil
civil	polgári
turistike	turisták
turistike	turista
pajisje	berendezés
pajisje	szerkezet
pajisje	eszköz
pajisje	készülék
pajisje	berendezés
pajisje	berendezések
pajisje	felszerelés
pajisje	felszerelések
pajisje	eszközök
pajisje	berendezések
pajisje	készülékek
pajisje	berendezések
pajisje	készülék
pajisje	készülékek
pajisje	felszerelés
pajisje	gear
mosha	kor
mosha	életkor
dallim	különbséget
dallim	megkülönböztetés
dallim	különbséget
dallim	különbség
përjashtim	kivételek
