забите	denti
сини	azzurro
пијалаци	bevanda
пијалаци	bevande
пијалаци	bevande
пијалаци	bibite
пијалаци	bevande
онтарио	ontario
додатни	addizionale
додатни	aggiuntivo
ген	gene
ген	gen
капабланка	capablanca
штети	danni
штети	danni
штети	danno
штети	danneggiamento
веста	vesta
антониј	antony
антониј	antonio
континенти	continenti
надмине	superare
надмине	superano
надмине	superare
надмине	superate
ризици	rischi
трик	trick
трик	trucco
придружен	accompagnata
придружен	accompagnati
придружен	accompagnato
есеист	saggista
емоции	emozione
емоции	emozioni
емоции	emozioni
тери	terri
тери	teri
тери	terry
бич	faggio
бич	spiagge
бич	spiaggia
доминантен	dominante
доминантен	dominanti
судење	processo
судење	trial
протестанти	protestanti
протестанти	dimostranti
протестанти	manifestanti
исполнет	riempita
исполнет	riempite
исполнет	riempiti
исполнет	riempito
конференции	convegno
конференции	conferenza
конференции	conferenze
конференции	convegni
пирин	pirin
мажот	marito
татковината	patria
татковината	madrepatria
избегнува	evita
заклучоци	conclusioni
кабинет	armadietto
кабинет	armadio
кабинет	gabinetto
зачуван	salvato
зачуван	salvati
зачуван	salvate
зачуван	salvata
арагон	aragona
значителна	sostanziali
значителна	sostanziale
значителна	consistente
значителна	notevole
значителна	considerevole
значителна	notevoli
значителна	considerevoli
значителна	significative
значителна	significativi
значителна	significativo
значителна	significativa
сончев	sunny
сончев	soleggiato
здраво	ciao
здраво	hello
корпорација	corporation
корпорација	corporazione
радијација	radiazione
радијација	radiazioni
анимација	animazione
анимација	animazioni
собрал	raccolti
помогнале	aiutato
помогнале	aiutati
неутрони	neutroni
краков	cracovia
едвај	difficilmente
зегеберг	segeberg
одеднаш	improvvisamente
одеднаш	improvvisa
одеднаш	improvviso
ферари	ferraris
ферари	ferrari
прописи	regolamenti
прописи	regolamento
дуран	durant
дуран	duran
кремљ	cremlino
кромид	cipolla
кромид	cipolle
кромид	cipolla
кромид	cipolle
мередит	meredith
продукт	prodotto
продукт	prodotti
пролог	prologo
античко	antichità
свесни	conscio
свесни	consci
свесни	cosciente
свесни	consapevoli
свесни	coscienti
свесни	consapevole
свесни	consapevole
свесни	consapevoli
висорамнина	highlands
освојувач	conquistatore
викиликс	wikileaks
налог	mandato
започната	varato
започната	lanciata
започната	lanciato
започната	varata
започната	lanciati
задоволува	soddisfa
југословенска	iugoslava
џеф	jeff
подигање	boot
подигање	stivale
мак	mac
мак	mack
мак	mak
колона	colonna
колона	colonne
нијанси	sfumature
нијанси	sfumature
облаци	nubi
облаци	nuvole
адамс	adams
шират	diffondere
самоа	samoa
иновации	innovazioni
иновации	innovare
иновации	innovazione
иновации	innovazioni
топла	caldo
топла	hot
топла	bollente
топла	caldo
топла	caldi
топла	calda
топла	warm
заинтересиран	interessata
заинтересиран	interessato
заинтересиран	interessati
спроведени	implementata
спроведени	attuato
спроведени	attuate
спроведени	implementato
корпорации	corporazioni
тропските	tropici
спротивна	opposto
спротивна	opposti
забави	feste
забави	partiti
грло	gola
жорж	georges
моќен	fortissimi
моќен	possente
моќен	potente
моќен	potenti
воспоставена	stabilita
воспоставена	stabilito
зими	inverni
зими	winters
пилот	pilota
пилот	pilot
линколн	lincoln
вируси	virali
вируси	virale
вируси	virus
свесен	consapevole
свесен	consapevoli
свесен	conscio
свесен	consci
свесен	cosciente
свесен	consapevoli
свесен	coscienti
свесен	consapevole
криви	curve
витез	cavaliere
витез	cavalieri
печатени	stampati
печатени	stampato
печатени	stampata
осигура	accertarsi
нагласува	sottolinea
искористување	sfruttamento
искористување	valorizzazione
рајх	reich
додадена	aggiunte
додадена	aggiunti
додадена	aggiunto
додадена	aggiunta
семиња	sementi
семиња	semi
интервјуа	colloqui
интервјуа	interrogatori
интервјуа	interviste
браната	dam
браната	diga
вагнер	wagner
рејчел	rachael
рејчел	rachel
рејчел	rachele
предвидено	predetto
предвидено	previsto
санчез	sanchez
санчез	sánchez
санчез	sánchez
извршувањето	esecuzioni
извршувањето	esecuzione
декади	decenni
декади	decadi
забранети	proibiti
забранети	vietato
забранети	proibito
забранети	proibita
забранети	vietata
забранети	proibite
забранети	proibiti
забранети	vietati
забранети	vietato
забранети	proibito
забранети	proibita
забранети	vietata
забранети	vietati
забранети	vietata
забранети	vietato
забранети	proibito
преименувана	rinominata
преименувана	rinominato
чудно	imbarazzante
чудно	imbarazzo
чудно	imbarazzanti
чудно	strani
чудно	strange
чудно	strano
чудно	strana
чудно	strani
чудно	strana
чудно	strano
чудно	dispari
чудно	strano
писменост	alfabetizzazione
џефри	goffredo
џефри	jeffrey
пијалоци	bibite
пијалоци	bevande
тактика	tattiche
тактика	tattica
тактика	tattica
кастро	castro
одри	audrey
поплави	alluvioni
поплави	inondazioni
поплави	alluvione
поплави	inondazione
поплави	allagamento
поплави	inondazioni
поплави	alluvione
поплави	inondazione
поплави	allagamento
поплави	inondazioni
поплави	diluvio
поплави	alluvione
поплави	inondazione
тринидад	trinidad
архиепископот	arcivescovo
извоз	esporta
извоз	esportazioni
извоз	esportazione
извоз	esporta
извоз	export
извоз	esportare
извоз	esportazione
благоевград	blagoevgrad
единбург	edinburgh
единбург	edimburgo
тесна	stretta
тесна	stretto
багдад	baghdad
багдад	bagdad
доминираат	dominare
доминираат	domina
доминираат	dominano
ката	kata
ката	pavimenti
аризона	arizona
масла	oli
масла	olii
масла	olio
организирано	organizzata
организирано	organizzati
организирано	organizzato
организирано	organizzate
класифицирани	classificata
класифицирани	classificati
класифицирани	classificato
класифицирани	classificate
ривали	rivali
советници	consiglieri
советници	consulenti
советници	consiglieri
советници	consiglieri
лажни	falsa
лажни	falsi
лажни	falso
лажни	finto
лажни	fake
лажни	finta
опозицијата	opposizione
опозицијата	opposizioni
спушта	scende
евентуално	possibilmente
кук	cucinare
кук	cuoca
кук	cook
кук	cuoco
кук	kuk
изработката	redazionali
изработката	redazione
изработката	redazionale
битерфелд	bitterfeld
полк	reggimento
полк	polk
лоара	loira
лоара	loire
просторија	camera
просторија	stanza
моделите	schemi
соседи	vicini
соседи	vicini
неделно	settimanale
неделно	settimanalmente
неделно	settimanali
неделно	weekly
базирано	based
базирано	basato
дамаск	damasco
бруно	bruno
повторува	ripete
повторува	ripetizioni
хал	hal
черепот	cranio
черепот	teschio
паѓаат	caduta
паѓаат	cadendo
плажи	spiagge
таблички	piastre
делфин	delfino
делфин	delphine
канцеларии	uffici
одиграно	suonato
одиграно	giocato
одиграно	giocata
одиграно	giocati
инструкции	istruzioni
инструкции	istruzioni
придонесуваат	contribuisce
придонесуваат	contribuire
чувар	custode
чувар	detentore
чувар	guardiano
чувар	guardian
чувар	custode
чувар	guardiano
чувар	tutore
чувар	guardia
подобрува	migliora
потешкотии	avversità
потешкотии	difficoltà
потешкотии	difficoltà
нотација	annotazione
нотација	notazione
сончева	solare
сончева	solari
сончева	solar
ајхсфелд	eichsfeld
судиите	magistrati
судиите	giudici
пречка	ostacolo
пречка	ostacolo
пречка	ostacoli
пречка	impedimenti
пречка	impedimento
поинаков	differenti
поинаков	differente
поинаков	diverse
поинаков	diversa
поинаков	diverso
поинаков	diversi
клинички	clinica
клинички	clinico
клинички	clinici
клинички	clinicamente
отворања	aperture
вообичаени	soliti
вообичаени	usuale
вообичаени	solito
купува	compra
измислени	immaginari
измислени	immaginario
измислени	immaginaria
измислени	invenzione
измислени	inventato
измислени	inventate
измислени	inventata
измислени	inventati
измислени	fabbricato
измислени	finzione
измислени	fittizio
континентот	continente
континентот	continenti
ерп	earp
фан	ventilatore
фан	tifoso
фан	ventola
фан	fan
фан	ventaglio
синовите	sons
синовите	figli
алесандро	alessandro
еквивалент	equivalenti
еквивалент	equivalente
придружува	accompagni
придружува	accompagnano
придружува	accompagnare
придружува	accompagna
трчање	running
комуницираат	comunicare
комуницираат	comunicando
драматург	drammaturgo
означен	taggate
означен	etichettato
означен	taggata
роџерс	rogers
духовен	spirituali
духовен	spirituale
бенџамин	benjamin
лиги	leghe
арт	arte
рудник	miniera
рудник	mine
рудник	mio
кажа	kaja
минимална	minima
минимална	minimi
минимална	minime
минимална	minimo
минимална	minima
минимална	minimale
минимална	minimo
минимална	min
чаир	cair
реален	realistica
реален	realistici
реален	realistico
реален	realistiche
чистење	pulitura
чистење	pulizia
чистење	pulire
чистење	pulizie
самоил	samuel
самоил	samuele
елстер	elster
прованса	provence
прованса	provenza
купувачот	compratore
купувачот	acquirente
монарх	monarca
омилен	favorito
омилен	preferiti
омилен	preferito
омилен	preferita
омилен	favorito
омилен	favorite
омилен	preferiti
омилен	preferito
омилен	preferita
омилен	preferite
одразува	riflessa
одразува	riflette
одразува	rispecchia
тежи	pesa
пресврт	twist
хармонија	armonia
хармонија	harmony
жил	jules
жил	giulio
жил	gilles
портали	portali
едгар	edgar
обновено	rianimato
обновено	rinnovate
обновено	rinnovato
обновено	rinnovati
обновено	rinnovata
обновено	restaurata
обновено	ripristinato
обновено	ripristinata
обновено	restaurato
минг	ming
грејс	grace
грејс	grazia
постол	pella
стрипови	comics
стрипови	fumetti
стрипови	fumetto
заслуга	credit
заслуга	credito
сајмон	simone
сајмон	simon
сајмон	simona
крие	nasconde
крие	nascondersi
крие	nascondere
крие	nascondendo
сантјаго	santiago
губат	perdere
губат	perdendo
губат	perdere
губат	perdi
губат	perde
губат	perdete
дијалог	dialogo
дијалог	dialoghi
филипс	phillips
картер	carter
елементот	elemento
колумбо	columbus
колумбо	colombo
колумбо	colombo
тигри	tigri
тигри	tigers
самостоен	solo
самостоен	assolo
добиен	ottenuti
добиен	ottenuto
добиен	ottenuta
добиен	ottenute
умрела	morì
економии	economie
комедии	commedie
терористи	terroristi
парламентарни	parlamentare
рој	roy
рој	roj
рој	sciame
снабдување	fornitura
стебло	albero
гази	ghazi
гази	gazi
обвинети	incriminato
обвинети	accusati
обвинети	accusata
обвинети	imputato
обвинети	accusato
обвинети	imputati
обвинети	convenuti
обвинети	addebitato
бот	bot
војводите	duchi
цска	cska
сакајќи	volere
сакајќи	volendo
феномени	fenomeni
затвори	chiudi
затвори	chiudete
затвори	chiusi
затвори	chiusa
затвори	chiuse
затвори	chiuso
вакуум	sottovuoto
вакуум	vuoto
вакуум	aspirapolvere
студентски	student
студентски	studenti
студентски	studentessa
студентски	studente
студентски	allievo
братучед	cugino
братучед	cugina
братучед	cugino
фасада	facciata
лазаров	lazarov
одигран	suonato
одигран	giocato
одигран	giocata
одигран	giocati
спротивност	opposto
спротивност	opposti
продуценти	produttori
орлеанс	orleans
орлеанс	orléans
заминување	partenza
заминување	partenze
мансфелд	mansfeld
миле	miglio
миле	mile
одел	odell
фасо	faso
клас	classe
сена	sena
сена	senna
сена	seine
сена	senna
полови	sesso
полови	genere
непријателот	nemico
непријателот	nemica
непријателот	nemici
повторување	ricorrenza
повторување	reiterazione
повторување	ripetizione
повторување	ripetizioni
повторување	ripeti
повторување	ripetizione
повторување	ripetere
повторување	ripeto
вотсон	watson
научи	impara
научи	imparate
научи	imparare
тропска	tropicali
тропска	tropical
тропска	tropicale
серверот	server
релативна	parente
релативна	relativa
релативна	relativo
томи	tommy
карпите	relitti
процедури	procedure
духовни	spirituali
духовни	spirituale
безбедно	safe
безбедно	cassaforte
постигнато	compiuta
постигнато	raggiunta
намерата	intenzione
намерата	intenti
намерата	intenzioni
намерата	intenzione
намерата	intento
преостанатите	rimanente
преостанатите	rimanenti
преостанатите	restante
велосипеди	biciclette
велосипеди	biciclette
уставна	costituzionali
уставна	costituzionale
ископувања	scavo
ископувања	scavi
ископувања	scavi
монастир	monastir
олга	olga
стандардно	default
стандардно	predefinita
стандардно	predefinito
стандардно	standard
американец	americano
американец	american
американец	americana
американец	americani
домаќини	host
домаќини	ospita
одлучено	deciso
одлучено	decise
одлучено	decisi
контраст	contrasto
поен	punteggio
задачата	task
дијагноза	diagnosi
данлоп	dunlop
лоренцо	lorenzo
топки	palline
топки	palle
тргување	trading
мој	miniera
мој	mine
мој	mio
романди	romandie
испратена	inviato
испратена	inviata
испратена	inviati
туркменистан	turkmenistan
гледачите	telespettatori
гледачите	spettatori
бизмарк	bismarck
регулира	regolamentare
регистрација	registrazione
регистрација	iscrizioni
регистрација	iscrizione
поттикнува	incitato
фатен	catturato
фатен	catturati
фатен	catturato
фатен	catturata
фатен	catturate
голдман	goldman
пожарот	blaze
хемичар	chimico
хрватскиот	croato
горица	gorica
хелиум	elio
транзиција	transizione
несреќи	infortuni
несреќи	incidenti
несреќи	crash
апарати	elettrodomestici
винчи	vinci
верниците	credenti
верниците	fedele
верниците	fedeli
верниците	adoratori
царица	imperatrice
издавачки	pubblicazione
издавачки	editoria
духовна	spirituali
духовна	spirituale
организаторите	organizzatori
организаторите	organizzatori
балкан	balcani
балкан	balcani
балкан	balcanica
слог	sillaba
придавки	aggettivi
тенки	sottili
тенки	thin
тенки	magra
тенки	sottile
тенки	magro
претворање	convertire
топење	scioglimento
топење	sciogliere
топење	fondere
странска	straniera
странска	straniero
странска	stranieri
глобална	globali
глобална	global
глобална	globale
словенско	slovensko
никеја	nicea
другар	camerata
другар	compagna
другар	compagno
другар	mate
другар	amico
другар	pal
другар	buddy
непријателски	ostili
непријателски	nemico
непријателски	ostile
спорови	controversie
спорови	contestazioni
спорови	contenzioso
спорови	dispute
подароци	regali
подароци	doni
подароци	regali
подароци	presenta
кривично	criminal
кривично	criminale
трендови	tendenze
комерцијална	commerciale
јоханес	johannes
билки	impianti
билки	piante
билки	erbe
консензус	consensi
консензус	consenso
лизинг	leasing
семитски	semitica
буркина	burkina
соломон	salomone
соломон	solomon
тимор	timor
сликање	verniciatura
сликање	dipingere
сликање	dipinto
сликање	pittura
миграција	migrazione
миграција	migrazioni
откуп	riscatto
освојувања	conquista
освојувања	conquiste
металика	metallica
вулкански	vulcanica
вулкански	vulcano
ферер	ferrer
пристаништа	banchine
пристаништа	porti
дебелината	obesità
дик	cazzi
дик	dick
олимпик	olimpico
олимпик	olympic
камерун	camerun
нелсон	nelson
лозја	vigneti
лозја	vigne
лозја	vigneto
карев	karev
кандидатите	candidati
кандидатите	candidate
одвоени	separata
одвоени	separate
одвоени	separati
одвоени	separato
одвоени	separare
камата	interessi
камата	interesse
ѓаволот	devil
ѓаволот	demonio
ѓаволот	diavolo
поморска	marittimi
поморска	marittima
поморска	marittimo
дипломатија	diplomazia
пабло	pablo
свирел	suonato
свирел	giocato
свирел	giocata
свирел	giocati
лесни	facile
лесни	facilità
лесни	easy
единствени	unici
единствени	unica
единствени	unico
единствени	uniche
синатра	sinatra
вебер	weber
вебер	webber
деривати	derivati
јовановски	jovanovski
бранител	difensore
бранител	defender
инспирирани	ispirate
инспирирани	ispirato
инспирирани	ispirata
инспирирани	ispirati
ураниум	uranio
фебруари	febbraio
аматерски	dilettante
аматерски	dilettanti
аматерски	amatoriale
функционална	funzionamento
функционална	funzionale
функционална	funzionali
ракети	missili
ракети	razzi
ракети	rockets
штити	proteggere
штити	proteggi
штити	protegge
штити	proteggere
емерсон	emerson
претходници	predecessori
пустина	deserto
хромозоми	cromosomi
основачи	fondatori
тесен	stretta
тесен	stretto
тесен	stretta
приватно	privatamente
приватно	privati
приватно	privato
приватно	privata
приватно	private
приватно	soldato
интересен	interessanti
интересен	interessante
рагби	rugby
коен	cohen
коен	cohn
коен	cowen
показател	indicatore
показател	indicativa
показател	indicativi
показател	indicativo
кадри	cornici
кадри	montature
кадри	fotogrammi
кадри	serramenti
кадри	kadri
систематски	sistematicamente
систематски	sistematico
систематски	sistematici
систематски	sistematica
цвеќиња	fiori
скарлет	scarlatto
скарлет	scarlet
скарлет	rossella
скарлет	rossella
дефинитивно	decisamente
дефинитивно	sicuramente
размер	scala
кратенка	scorciatoie
кратенка	scorciatoia
марин	marin
марин	marín
стапките	tariffe
појаси	cinture
колинс	collins
старбакс	starbucks
мочуришта	paludi
ајдахо	idaho
централа	pianta
централа	central
централа	centrale
советување	consulenza
трага	sentiero
трага	trail
трага	traccia
трага	trace
трага	piombo
дрес	divisa
дрес	uniformi
дрес	uniforme
забележа	osservò
сериски	serial
сериски	seriali
сериски	seriale
албанска	albanese
зло	male
зло	malvagio
зло	evil
зло	flagello
микроскоп	microscopio
оператори	operatori
ракописот	manoscritti
ракописот	manoscritto
датуми	date
датуми	datteri
исчезнат	manca
исчезнат	scomparsa
исчезнат	mancante
исчезнат	scomparso
исчезнат	mancanti
исчезнат	sparisci
исчезнат	scomparire
исчезнат	sparire
сенегал	senegal
пинк	pink
пинк	rosa
приоритет	priorità
науру	nauru
заклетва	giuramento
хирургија	chirurgia
бонд	bond
бонд	obbligazione
бонд	legame
бонд	obbligazioni
ретка	rari
ретка	rara
ретка	rare
ретка	raro
засолниште	riparo
засолниште	santuario
засолниште	rifugio
влашка	valacchia
реализам	realismo
арамејски	aramaico
бургенланд	burgenland
алфонсо	alfonso
преведување	traducendo
преведување	tradurre
преведување	traduzioni
преведување	traduzione
преведување	traduci
преведување	tradurre
уво	orecchie
уво	orecchio
тесалија	tessaglia
седи	sadie
седи	sit
седи	seduto
седи	seduti
седи	seduto
седи	seduti
седи	seduta
флеминг	flemming
флеминг	fiammingo
флеминг	fleming
изложување	esporre
изложување	esposizione
калциум	calcio
римјани	romani
фреска	affresco
фреска	murales
фреска	murale
проценки	valutazioni
проценки	stime
проценки	preventivi
проценки	valutazioni
марина	marina
интелектуална	intellettuali
интелектуална	intellettuale
катастрофа	catastrofe
катастрофа	disastro
катастрофа	calamità
катастрофа	disastri
катастрофа	catastrofe
напаѓаат	attaccando
напаѓаат	attaccare
овозможувајќи	permettendo
овозможувајќи	abilitare
наведените	sopra
тед	ted
индустрии	industrie
пери	perry
убави	belli
убави	bella
убави	bellissima
убави	bellissime
убави	bellissimi
убави	bellissimo
константинов	konstantinov
терористите	terroristi
призна	confessato
заработка	profit
заработка	guadagno
заработка	profitti
заработка	profitto
заработка	guadagno
заработка	guadagnare
заработка	guadagno
заработка	guadagni
хем	hamm
хем	prosciutto
хем	ham
пиј	bevanda
пиј	bevi
пиј	bere
пиј	drink
пиј	bevande
версај	versailles
прост	prost
оценување	valutazione
оценување	valutare
долини	valli
долини	vallate
сузан	suzan
сузан	suzanne
сузан	susanne
сузан	susan
сели	sally
монетарен	monetaria
мед	honey
мед	miele
мед	tesoro
јунак	eroe
јунак	hero
јунак	eroi
мексикански	messicani
мексикански	messicana
мексикански	messicano
изненадување	sorpresa
дизајни	disegni
миранда	miranda
патка	duck
патка	anatre
патка	papera
патка	anatra
ема	emma
застапеност	rappresentazione
застапеност	rappresentanza
хомер	homer
хомер	omero
маја	maia
маја	maya
маја	maja
окленд	auckland
маски	travestimenti
маски	maschere
екстремитети	arti
екстремитети	membra
екстремитети	estremità
седми	settima
седми	settimo
формална	formale
формална	formali
часовници	orologi
часовници	orologi
тркала	ruote
тркала	rotelle
бохемија	boemia
победува	vince
победува	vittorie
оптика	ottica
оптика	ottiche
магнетни	magnetico
магнетни	magnetica
магнетни	magnetici
магнетни	magnetiche
кантон	cantone
кантон	canton
раководење	management
раководење	gestione
случајна	random
случајна	casuale
случајна	casualità
случајна	casuali
опиша	descritti
опиша	descritta
опиша	descritte
опиша	descritto
апсолутно	assolutamente
студена	fredda
студена	freddi
студена	cold
студена	raffreddore
студена	freddo
забранета	proibiti
забранета	vietato
забранета	proibito
забранета	proibita
забранета	vietata
забранета	proibite
забранета	proibiti
забранета	vietati
забранета	vietato
забранета	proibito
забранета	proibita
забранета	vietata
забранета	vietati
забранета	vietata
забранета	vietato
забранета	proibito
афро	afro
доброволци	volontarie
доброволци	volontari
активист	attivisti
активист	attivista
погубен	eseguito
погубен	eseguiti
погубен	giustiziato
погубен	eseguita
терминологија	terminologia
нуклеарно	nucleari
нуклеарно	nucleare
вулкани	vulcani
данте	dante
управител	governatori
управител	governatore
едвардс	edwards
братислава	bratislava
кристоф	kristof
кристоф	kristoff
кристоф	christophe
кристоф	christoph
практични	pratici
практични	pratica
практични	pratico
глазгов	glasgow
истакнато	evidenziati
истакнато	evidenziato
истакнато	evidenziata
истакнато	evidenziate
референци	referenze
референци	riferimenti
зоја	zoya
кент	kent
отпорност	resistenza
отпорност	resistenza
отпорност	resistenze
отпорност	resilienza
рода	roda
мајорка	maiorca
хејс	hays
хејс	hayes
невработеноста	disoccupazione
квалификува	qualificarsi
илустрација	illustrazioni
илустрација	illustrazione
тесни	stretta
вртење	spinning
вртење	filatura
вртење	spin
карактери	personaggi
карактери	caratteri
љубомир	ljubomir
прстите	dita
царства	regni
моќна	potente
моќна	potenti
моќна	potente
белешка	nota
стекнување	guadagnando
стекнување	acquisire
ниче	nietzsche
неуспешни	soccombente
неуспешни	insuccesso
ганди	gandhi
патниците	pendolari
предизвикан	sfidato
бастон	bastogne
литературна	letterari
литературна	letterario
литературна	letteraria
долар	dollaro
секстант	sestante
тувалу	tuvalu
атентати	assassinii
седница	sessione
задачите	compiti
подножје	piè
полицајци	sbirri
полицајци	poliziotti
полицајци	poliziotti
полицајци	ufficiali
полицајци	agenti
земање	prendendo
водеше	ran
водеше	led
комунист	comunisti
комунист	comunista
повика	esorta
повика	sollecita
повика	chiamato
повика	chiamata
грубо	rude
анкара	ankara
мареј	murray
кривични	criminal
кривични	criminale
хелен	helen
хелен	elena
скендербег	skanderbeg
електро	elettro
повелба	charter
крум	krum
добивањето	guadagnando
добивањето	ricezione
генетика	genetica
достигнувајќи	raggiungendo
точната	esatta
точната	esatti
претходен	precedente
претходен	precedenti
анимиран	animato
анимиран	animata
анимиран	animati
инчи	centimetri
инчи	pollici
сајтови	siti
сребрена	argento
сребрена	silver
београд	beograd
таџикистан	tagikistan
погледнете	ammirate
погледнете	ammira
покровителство	egida
покровителство	auspici
социјалистички	socialista
социјалистички	socialisti
рамо	spalla
рекламирање	pubblicità
заклучно	conclusiva
заклучно	conclusivo
алјаска	alaska
жлезда	ghiandola
жлезда	ghiandole
скорпија	scorpio
скорпија	scorpione
бактериите	batteri
бактериите	batterio
цвет	fiore
цвет	fiori
селтик	celtic
селтик	celtico
селтик	celtica
премини	passaggi
семјуел	samuel
семјуел	samuele
демонстрации	dimostrazione
демонстрации	dimostrativo
демонстрации	dimostrazioni
ахил	achille
монаси	monaci
доволен	sufficienti
доволен	sufficiente
сојузник	alleati
сојузник	alleata
сојузник	ally
сојузник	alleato
дождови	piogge
дождови	acquazzone
хардвер	hardware
хардвер	ferramenta
несогласувања	disaccordi
факто	facto
штетни	dannoso
штетни	dannosi
штетни	dannosa
штетни	nociva
штетни	nocivo
штетни	dannoso
штетни	danneggiando
штетни	danneggiare
ладење	raffreddamento
остар	tagliente
остар	sharp
остар	taglienti
остар	affilato
федерални	federal
федерални	federale
федерални	federali
руралните	rurale
управуван	governato
управуван	governati
управуван	governata
погребот	funerale
погребот	funerali
пронајдоци	invenzioni
натприродни	soprannaturale
натприродни	sovrannaturale
моли	molly
мтв	mtv
покрив	tetto
покрив	tetti
чудо	miracoli
чудо	miracolo
отсуството	assenza
отсуството	assenze
рајт	wright
матка	utero
матка	utero
матка	grembo
хрвати	croati
бунтовниците	ribelli
топологија	topologia
сличност	somiglianza
сличност	somiglianze
сличност	similitudini
сличност	analogie
сличност	similitudine
сличност	somiglianza
влажни	umido
влажни	umida
влажни	umido
влажни	umido
влажни	umida
влажни	bagnata
влажни	bagnato
влажни	wet
прецизност	precisione
прецизност	accuratezza
прецизност	esattezza
прецизност	precisione
лама	lama
лама	lama
автобиографија	autobiografia
муслиманско	musulmani
муслиманско	musulmano
муслиманско	musulmana
обврзани	obbligati
лувр	louvre
шведскиот	swedish
шведскиот	svedese
шведскиот	svedesi
страст	passioni
страст	passion
страст	passione
страст	voglie
словачки	slovacco
срцева	cardiaca
величини	taglie
муниција	munizioni
муниција	munizioni
муниција	munizioni
надминат	superare
надминат	superano
надминат	superare
надминат	superate
зраците	raggi
професионалци	professionisti
функционални	funzionamento
функционални	funzionale
функционални	funzionali
размножуваат	procreare
конфигурација	configurazione
нашироко	ampiamente
дует	duetto
првичните	iniziale
првичните	iniziali
територијални	territoriale
територијални	territoriali
бремена	incinta
бремена	incinte
тирана	tirana
сериозен	serietà
сериозен	serio
сериозен	grave
сериозен	seri
точките	puntini
точките	punti
испит	esami
испит	esame
хорор	horror
хорор	orrore
зрелост	maturità
зрелост	scadenza
тенка	sottili
тенка	thin
тенка	magra
тенка	sottile
тенка	magro
древни	antico
древни	antiche
древни	antichi
древни	antica
мајсен	meissen
хемијата	chimica
романтична	romantico
романтична	romantiche
романтична	romantici
романтична	romantica
лео	leone
лео	leo
прогласувањето	dichiarare
мулти	multi
мирно	steady
мирно	pacifici
мирно	pacifico
мирно	pacifica
цивили	civili
планинарски	alpinismo
желби	augura
желби	desideri
желби	desidera
желби	voglie
желби	desideri
утврден	stabilita
утврден	stabilito
мат	matt
мат	matte
мат	zerbino
мат	mat
мат	tappetino
алтернативна	supplente
алтернативна	alternate
алтернативна	alternato
насилно	violentemente
насилно	violento
насилно	violente
насилно	violenti
насилно	violenta
свињи	maiali
свињи	porci
свињи	suini
анимирани	animato
анимирани	animata
анимирани	animati
корелација	correlazioni
корелација	concordanza
корелација	correlazione
формација	formazione
опус	opera
опус	opus
ловец	cacciatore
ловец	hunter
славни	celebrità
нибали	nibali
бауцен	bautzen
екрани	schermi
потсдам	potsdam
длабок	profonda
длабок	profondo
длабок	deep
земјотреси	scosse
земјотреси	terremoti
покривот	tetto
покривот	tetti
интересна	interessanti
интересна	interessante
сочувани	conservato
сочувани	conservati
сочувани	conservate
сочувани	conservata
виолина	violini
виолина	violino
пресуда	condanna
пресуда	convincimento
пресуда	convinzione
пресуда	frase
пресуда	condanna
пресуда	sentenza
пресуда	verdetto
пресуда	sentenza
пресуда	giudizio
даб	dub
даб	rovere
даб	oak
даб	quercia
дизајнирана	progettato
дизајнирана	progettati
дизајнирана	progettate
дизајнирана	progettata
дизајнирана	disegnato
мајер	meier
мајер	mayer
мајер	meyer
пишан	scritti
пишан	scritta
пишан	scritte
пишан	scritto
чума	peste
чума	piaga
вокер	walker
вокер	errante
регистар	registrati
регистар	registro
регистар	registro
регистар	cancelleria
проширен	allargata
проширен	ingrandita
проширен	espanso
проширен	ampliato
готфрид	gottfried
универзална	universal
универзална	universali
универзална	universale
присуствува	frequenta
фраза	frase
обезбедени	fornito
делегат	delegata
делегат	delega
делегат	delegare
делегат	delegato
фото	foto
грим	grimm
емилија	emilia
емилија	emilie
машко	maschile
машко	maschio
машко	maschi
куполи	cupole
перси	percy
противниците	oppositori
противниците	avversari
трон	trono
трон	tron
никарагва	nicaragua
ликвидност	liquidità
законодавство	legislazione
гота	gotha
покажувајќи	mostrando
покажувајќи	dimostrare
покажувајќи	dimostrando
руанда	ruanda
благодарност	riconoscenza
благодарност	gratitudine
благодарност	apprezzamento
гласини	voci
гласини	dicerie
терени	corsi
терени	terreni
терени	terreno
даноците	tasse
даноците	imposte
мапа	mappa
мапа	cartina
масакр	massacro
масакр	strage
масакр	massacri
санто	santo
голи	nudo
голи	nude
голи	nudi
голи	nuda
голи	bare
голи	spoglio
васко	vasco
поединец	individuo
поединец	individuali
поединец	singoli
поединец	individuale
формални	formale
формални	formali
бизнисмен	imprenditore
старт	inizia
старт	start
старт	inizio
старт	iniziare
старт	avvia
плутон	plutone
персијците	persiani
духовно	spirituali
духовно	spirituale
духовно	spiritualmente
плочки	piastrelle
плочки	mattonelle
плочки	tessere
плочки	piastrelle
плочки	tegole
оро	oro
укинување	abrogare
укинување	abrogazione
укинување	abolizione
укинување	soppressione
укинување	lifting
укинување	sollevamento
укинување	abolire
творец	creatore
творец	creatrice
дука	ducas
дука	duka
реге	reggae
реге	reggaeton
одбиен	rifiutato
одбиен	respinto
одбиен	respinta
одбиен	rifiutata
одбиен	rifiutati
одбиен	negati
одбиен	negato
одбиен	negata
фотограф	fotografo
