epitsenter	epicenter
nõudmised	prošnje
nõudmised	zaprosila
nõudmised	zahteve
kriteeriumid	merilo
kriteeriumid	kriteriji
kriteeriumid	merila
allkiri	podpis
maas	dol
maas	navzdol
ten	ten
otsustav	odločilno
otsustav	odločilen
otsustav	odločilna
palub	vpraša
mainis	omenjeno
mainis	omenjen
meteoroloogia	meteorologiji
stepan	stepan
demokraadid	demokratov
demokraadid	demokrati
näljahäda	lakota
motiivid	motivi
motiivid	motive
motiivid	motivi
vastuvõetud	sprejeta
vastuvõetud	sprejete
vastuvõetud	sprejet
vastuvõetud	sprejeto
vastuvõetud	sprejeta
vastuvõetud	sprejet
vastuvõetud	sprejeto
xxiii	xxiii
baleriin	balerina
ipod	ipod
krooniline	kronična
krooniline	kronični
krooniline	kronično
edwards	edwards
kraater	krater
leibkonna	gospodinjstvo
leibkonna	gospodinjski
kauge	oddaljen
kauge	oddaljeno
kauge	oddaljeni
kauge	oddaljena
istus	sedeli
istus	sedela
istus	sedel
istus	sat
tapmist	klanje
tapmist	pokol
tapmist	zakol
claudio	claudio
coli	coli
ajakirjad	dnevniki
ajakirjad	dnevnike
ajakirjad	revije
turner	turner
turner	turnerja
nähtamatu	nevidni
nähtamatu	nevidna
nähtamatu	neviden
nähtamatu	nevidno
nähtamatu	nevidni
nähtamatu	nevidne
nähtamatu	nevidno
haamer	hammer
haamer	kladivo
jätkati	nadaljevanje
jätkati	nadaljevalo
luxembourg	luksemburg
piip	cev
piip	cevi
piip	pipa
vastuolud	neskladnosti
tõstmine	dviganje
tõstmine	dvigovanje
connor	connor
kilogrammi	kilogrami
kilogrammi	kilogramov
kilogrammi	kilogramih
kilogrammi	kilogram
baer	baer
sas	sas
raamatukogude	knjižnice
masti	jambor
kümnes	deseto
kümnes	deseti
kümnes	deseta
jahu	moke
jahu	moko
jahu	moka
jahu	obrok
jahu	moka
jahu	zdrob
täiustatud	izboljšano
täiustatud	izboljšani
täiustatud	izboljšana
täiustatud	izboljšan
täiustatud	napredno
täiustatud	napredna
täiustatud	napredni
täiustatud	napreden
blu	blu
zeusi	zevs
zeusi	zeus
ajad	krat
ajad	časi
ajad	times
marine	morskih
marine	marinec
marine	marine
marine	morsko
volõõnia	volyn
agentuur	agencija
entomoloog	entomolog
kuulis	slišal
kuulis	slišala
rocca	rocca
mesopotaamia	mezopotamija
tuuleveski	mlin
karabahhi	karabakh
prima	prima
peegeldab	odseva
peegeldab	odraža
natura	natura
natura	nature
blackberry	blackberry
uskumused	prepričanja
uskumused	prepričanj
uskumused	verovanja
nõid	čarovnica
nõid	čarovnica
maandus	pristalo
maandus	pristal
maandus	pristali
sõltuvust	odvisnosti
sõltuvust	odvisnost
sõltuvust	odvisnosti
sõltuvust	odvisnost
steel	jekla
steel	jeklo
steel	jeklena
steel	jeklene
steel	jekleni
steel	jekleno
isabella	isabella
mozilla	mozilla
saavutab	dosega
saavutab	doseže
teatab	najavi
teatab	izjavlja
teatab	razglasi
olivier	olivier
eurooplaste	evropejci
alexis	alexis
kohtunud	izpolnjeni
kohtunud	srečal
kohtunud	met
kohtunud	spoznal
legaat	legat
mürk	strup
mürk	strup
emilie	emilie
igavesti	večno
igavesti	zavedno
heidi	heidi
unustatud	pozabljen
unustatud	pozabljena
unustatud	pozabljeno
unustatud	pozabljeni
reform	reforme
reform	reformo
reform	reforma
tseremoonia	slovesnost
tseremoonia	obred
tseremoonia	slovesnosti
tõlk	prevajalec
tõlk	tolmač
registrisse	registrira
registrisse	register
registrisse	evidenca
raadius	polmer
iowa	iowa
kasvajate	tumorjev
kasvajate	tumorji
kasvajate	tumorje
antonius	antonij
jesse	jesse
walther	walther
murdis	zlomil
muudatus	sprememba
muudatus	spremembe
muudatus	spremeni
muudatus	sprememba
nõrgad	šibki
nõrgad	šibak
nõrgad	šibek
nõrgad	šibka
nõrgad	šibko
einstein	einstein
ice	led
ice	ice
ice	ledom
kann	vrč
santi	santi
juur	korenina
juur	korena
juur	koren
juur	korenine
juur	root
tundlik	občutljivo
tundlik	občutljive
tundlik	občutljivi
tundlik	občutljiv
tundlik	občutljiva
diplomaatia	diplomacija
elupaikade	habitatov
elupaikade	habitat
tõhus	učinkoviti
tõhus	učinkovita
tõhus	učinkovit
tõhus	učinkovito
tõhus	učinkoviti
tõhus	učinkovita
tõhus	učinkovit
tõhus	učinkovito
kalduvus	težnja
hingamisteede	dihalni
hingamisteede	dihal
hingamisteede	dihanje
hingamisteede	dihala
täiendav	dodatna
täiendav	dodatno
täiendav	dodatni
täiendav	dopolnilni
täiendav	dopolnilne
täiendav	dopolnilni
värvitud	naslikal
värvitud	barvane
ertshertsog	nadvojvoda
janne	janne
tööriist	orodje
rikutud	pokvaril
rikutud	uničena
rikutud	uničeni
rikutud	uničen
rikutud	uničeno
rikutud	razvajena
rikutud	kršene
rikutud	prekršil
kohustuse	zavezo
kohustuse	zaveza
kohustuse	zavezanost
protesti	protest
protesti	protesti
hüppas	skočila
hüppas	skočil
tonga	tonga
edit	urejanje
gaboni	gabon
gaboni	gabona
reageerivad	reagiral
vaenlased	sovražniki
vaenlased	sovražnike
vaenlased	sovražnikov
khan	khan
khan	kan
terra	terra
doc	dohtar
doc	doc
doc	dok
eeldus	domneva
eeldus	predpostavka
eeldus	predpostavka
mitmekordne	večkratno
mitmekordne	večkratni
haute	haute
kandidaadid	kandidati
kandidaadid	kandidatov
kandidaadid	kandidatke
kandidaadid	kandidata
kandidaadid	kandidate
dom	dom
girls	punce
girls	dekleta
girls	punci
girls	deklice
césar	cesar
césar	césar
teras	jekla
teras	jeklo
teras	jeklena
teras	jeklene
teras	jekleni
teras	jekleno
benedetto	benedetto
nool	puščica
nool	puščico
veronika	veronika
tasand	nivo
tasand	stopnja
tasand	raven
eeskiri	pravilnik
eeskiri	uredba
eeskiri	predpis
eeskiri	ureditev
eeskiri	pravilo
allveelaeva	podmornico
allveelaeva	podmornica
detailid	detajli
detailid	podrobnosti
unikaalne	edinstveno
unikaalne	edinstven
unikaalne	edinstvena
unikaalne	enkratna
kasvatatud	goji
kasvatatud	zrasel
kasvatatud	zrastel
kasvatatud	odrasel
kasvatatud	odrasla
kasvatatud	vzgojila
kasvatatud	vzgojen
kasvatatud	vzgojena
kasvatatud	postavljeno
kasvatatud	vzgojen
bluetooth	bluetooth
järsk	strmo
pomm	bombo
pomm	bomba
automaatne	samodejno
automaatne	samodejna
automaatne	auto
automaatne	samodejno
automaatne	avtomatsko
automaatne	samodejni
automaatne	samodejna
tagama	zagotoviti
vaene	bogi
vaene	ubogi
vaene	revni
vaene	uboga
pseudonüüm	psevdonim
loomaarst	veterinar
loomaarst	veterinarja
loomaarst	veterinar
loomaarst	veterinarja
parandamine	izboljšanje
parandamine	izboljševanje
parandamine	popravila
parandamine	popravilo
parandamine	popravek
parandamine	popravek
parandamine	izboljšave
parandamine	izboljšanje
parandamine	izboljševanje
eile	včeraj
popper	popper
hella	hella
volta	volta
polüneesia	polinezije
tagumine	zadaj
rikkumine	kršitev
rikkumine	kršitve
rikkumine	kršitev
enrique	enrique
tamara	tamara
rob	rob
basel	basel
lamp	svetilko
lamp	svetilka
seisu	lestvici
võistleja	tekmovalec
võistleja	tekmovalec
betty	betty
kullast	zlat
kullast	zlato
kullast	zlate
kullast	zlati
kullast	zlata
ellis	ellis
institutsioon	nosilec
institutsioon	zavod
institutsioon	institucijo
institutsioon	ustanova
institutsioon	institucija
lint	trak
lint	kaseta
sissepääs	vstop
sissepääs	vhod
tabeli	preglednica
tabeli	preglednice
sõrmuse	prstan
sõrmuse	ring
sõrmuse	obroč
pilvede	oblaki
hurda	hrt
philips	philips
preestrid	duhovniki
preestrid	duhovnikov
preestrid	duhovnike
jälgimine	sledenje
jälgimine	sledenje
jälgimine	spremljanje
väärtuslik	dragoceno
väärtuslik	dragocene
väärtuslik	dragocen
väärtuslik	dragocena
ebaselge	nejasno
ebaselge	nejasna
ebaselge	nejasen
teaduslikud	znanstvena
teaduslikud	znanstveno
teaduslikud	znanstvene
argumendi	utemeljitev
argumendi	argument
konkurents	konkurenca
konkurents	tekmovanje
konkurents	natečaj
kurjategija	kriminalno
kurjategija	kazensko
kurjategija	kriminalec
kurjategija	kazenskih
kurjategija	storilec
teemant	diamond
teemant	diamant
laava	lave
laava	lava
kaitsjad	zagovorniki
kaitsjad	zaščitniki
kaitsjad	varuhi
kaitsjad	skrbniki
argumendid	trditve
argumendid	utemeljitve
argumendid	argumenti
asjaolud	okoliščine
asjaolud	okoliščine
asjaolud	okoliščin
regioonide	or
nordisk	nordisk
türklased	turki
vask	bakrene
vask	baker
vask	bakra
theodore	theodore
alpes	alpes
unistus	sanje
unistus	dream
unistus	sanjsko
järeldus	zaključek
järeldus	sklep
järeldus	ugotovitev
konsultant	svetovalca
konsultant	svetovalec
konstruktsioon	gradnja
konstruktsioon	konstrukcija
konstruktsioon	gradbeništvo
ilona	ilona
vaikselt	tiho
kattub	prekrivanja
kattub	prekrivanje
kattub	prekrivanja
soovitab	priporoča
soovitab	namiguje
soovitab	predlaga
platoo	plato
córdoba	córdoba
malmö	malmö
chuck	chuck
chuck	chucka
lambert	lambert
silvio	silvio
dialoogi	dialog
süüdistuse	tožilstvo
süüdistuse	pregon
kristian	kristian
ramón	ramón
seinad	stene
seinad	zidovi
seinad	sten
seinad	obzidje
seinad	zidov
uss	črv
ümmargune	krog
ümmargune	okrogla
ümmargune	okrogle
ümmargune	rundo
ümmargune	okrogel
ümmargune	okroglo
next	naslednji
next	naslednja
ravida	zaceli
ravida	ozdravi
katki	zlomljen
katki	zlomljeni
katki	zlomljeno
taktika	taktiko
taktika	taktike
taktika	taktika
taktika	taktika
õigusega	upravičeno
takistuse	ovira
skandaali	škandal
amadeus	amadeus
teenus	storitve
teenus	storitev
teenus	servis
vedel	tekoče
vedel	tekočine
vedel	tekoča
vedel	tekočina
vedel	tekoči
partner	partnerja
partner	partner
partner	partnerka
partner	sodelavka
partner	sodelavec
partner	družabnik
alalise	trajni
alalise	trajen
alalise	trajna
alalise	trajno
alalise	stalna
namiibia	namibija
lõhn	vonj
lõhn	vonja
lõhn	voh
lõhn	vonj
lõhn	vonj
zeit	zeit
seadusandlik	zakonodajno
seadusandlik	zakonodajna
seadusandlik	zakonodajalec
pruunid	rjavo
pruunid	rjavi
pruunid	rjave
pruunid	rjava
allutatud	podrejen
allutatud	podrejeni
allutatud	podrejena
allutatud	podrejeno
allutatud	podrejen
allutatud	podrejeni
allutatud	podrejeno
cia	cia
cia	cia
saarlased	otočani
algebra	algebra
vastastikune	medsebojno
vastastikune	obojestransko
vastastikune	medsebojna
vastastikune	vzajemno
vastastikune	vzajemni
vastastikune	vzajemne
armand	armand
bakuu	baku
läbiviidud	opravljen
läbiviidud	opravljeni
läbiviidud	opravljene
tag	označi
tag	oznaka
ostsid	kupljen
ostsid	kupljene
ostsid	kupljeno
ostsid	kupljena
ostsid	kupil
vabanenud	sproščeno
vabanenud	izpuščeni
vabanenud	izpuščen
vabanenud	izpuščena
nupp	gumb
nupp	button
annie	annie
kotzebue	kotzebue
reich	rajh
sisend	vhodna
sisend	vnos
sisend	vložek
tadžikistani	tadžikistan
hillary	hillary
harvard	harvardu
harvard	harvard
jyväskylä	jyväskylä
dong	dong
luige	labod
luige	swan
neljakordne	štirikratni
istanbuli	istanbulu
istanbuli	istanbul
kalevala	kalevala
kübar	kapo
kübar	klobuk
kübar	kapa
peatub	ustavi
lao	lao
plaane	načrte
plaane	načrti
libeeria	liberiji
lõigu	segmenta
lõigu	odsek
lõigu	segment
monarh	monarh
palka	najem
puutumata	nedotaknjeno
puutumata	nedotaknjen
puutumata	nedotaknjena
luna	luna
ehitaja	zidar
heidelbergi	heidelberg
hollywoodi	hollywood
lilla	vijolično
lilla	škrlatna
lilla	vijolična
publik	občinstvo
publik	gledalci
publik	množice
publik	množica
kaovad	izgine
kaovad	izginila
laupäeval	sobote
laupäeval	soboto
laupäeval	sobota
lahendamine	ločljivost
lahendamine	resolucija
fin	fin
ehitab	gradi
kaevatud	izkopal
kaevatud	izkopali
kaevatud	kopal
acer	acer
lööb	zadetkov
lööb	bije
lööb	premaga
vastavusse	uskladiti
rubens	rubens
tugevdada	okrepiti
tugevdada	krepitev
tugevdada	okrepi
algoritm	algoritem
populatsioon	prebivalstvo
populatsioon	populacija
alias	alias
identne	identična
identne	enake
vähim	najmanj
hero	junak
hero	heroj
grupis	skupino
grupis	skupinsko
grupis	skupinski
grupis	skupinska
grupis	skupina
baikali	bajkalsko
kepler	kepler
mõrv	umor
mõrv	umori
mõrv	umor
filtri	filter
filtri	filtriranje
esivanemad	predniki
armas	ljubka
õuna	jabolka
õuna	jabolčni
õuna	apple
õuna	jabolko
château	château
jenny	jenny
umberto	umberto
henryk	henryk
kentucky	kentucky
pilved	oblaki
pilved	oblak
pilved	cloud
mer	mer
lipnik	praporščak
padova	padova
franki	frank
franki	frenk
tähendusi	pomene
osaleja	udeleženec
osaleja	udeleženec
osaleja	udeleženka
õlu	pir
õlu	pivo
õlu	piva
paratamatu	neizbežno
paratamatu	neizogibno
reklaam	reklamo
reklaam	komercialni
reklaam	komercialna
reklaam	komercialne
reklaam	reklama
reklaam	komercialno
reklaam	oglaševanje
selma	selma
adelaide	adelaide
romana	romana
kogemused	doživetja
kogemused	izkušnje
kogemused	doživetje
kogemused	izkušnja
kogemused	izkušenj
kogemused	izkušnje
tagurpidi	vzvratno
tagurpidi	obrnjeno
tagurpidi	povratne
tagurpidi	vzvratno
ümar	zaokrožena
ümar	zaokroženo
ümar	zaokrožene
ümar	krog
ümar	okrogla
ümar	okrogle
ümar	rundo
ümar	okrogel
ümar	okroglo
genfis	ženevi
kuulas	poslušali
kuulas	poslušal
vaatluse	opazovanja
vaatluse	opazovanje
aspekti	vidik
sünagoog	sinagogi
paigal	stoj
kolmnurk	trikotnik
kolmnurk	trikotnika
lõksu	past
regulaarne	redno
regulaarne	redni
regulaarne	redna
sümmeetria	simetrija
paleontoloog	paleontolog
teadust	znanost
teadust	znanosti
stig	stig
edith	edith
aspektid	vidike
aspektid	vidiki
hahn	hahn
organisatsioone	organizacije
organisatsioone	organizacijami
organisatsioone	organizacij
organisatsioone	organizacije
organisatsioone	organizacij
positiivsed	pozitiven
positiivsed	pozitivni
positiivsed	pozitivna
positiivsed	pozitivno
positiivsed	pozitivne
dostojevski	dostojevskega
valgevenelased	belorusi
tsitaat	citat
tsitaat	citat
valdkonnad	območja
valdkonnad	področja
valdkonnad	površine
pearl	pearl
pearl	biser
joonas	jona
joonas	jonah
liitumine	združitve
liitumine	združevanje
liitumine	združitev
liitumine	pridružitev
liitumine	pridružil
ohutu	neškodljiva
ohutu	neškodljiv
ohutu	neškodljivo
ohutu	varni
ohutu	varen
ohutu	varna
ohutu	varno
iraak	irak
iraak	iraku
györgy	györgy
bissau	bissau
janet	janet
viktoria	viktoria
legendaarne	legendarna
legendaarne	legendarno
legendaarne	legendarni
rudolph	rudolph
rudolph	rudolf
petra	petra
motors	motorji
brad	brad
kubrick	kubrick
ühendused	povezave
ühendused	priključki
ühendused	združenji
ühendused	združenja
kaksikud	dvojček
kaksikud	gemini
kaksikud	dvojčici
kaksikud	dvojčka
kaksikud	dvojčki
mängitud	igral
mängitud	igrala
mängitud	igralo
monroe	monroe
tuuled	vetrovi
tingimusteta	brezpogojno
tingimusteta	brezpogojna
tingimusteta	brezpogojno
kitsad	ozko
kitsad	ozki
kitsad	ozka
kitsad	ozke
kitsad	ozek
eeliseid	prednosti
eeliseid	ugodnosti
selgitab	razloži
selgitab	razlaga
selgitab	pojasnjuje
häiritud	moten
häiritud	motena
häiritud	moteno
nathan	nathan
liiklus	prometni
liiklus	promet
nicola	nicola
hoidja	varuh
hoidja	imetnik
müüt	mit
leben	leben
rääkinud	spregovorila
rääkinud	govoril
mosambiigi	mozambik
mõõdukas	zmerne
mõõdukas	zmerni
mõõdukas	zmerna
mõõdukas	zmerno
mõõdukas	zmeren
renate	renate
sforza	sforza
konteksti	kontekst
konteksti	konteksta
kihid	plasti
pühakute	svetniki
seisnud	stal
seisnud	stala
kama	kama
toledo	toledo
plii	svinec
tais	tajska
tais	tajsko
tais	tajske
liivakivi	peščenjak
küsib	vpraša
väljakujunenud	poravnana
väljakujunenud	urejeno
laused	stavki
laused	fraze
laused	fraz
laused	stavki
sarnasus	podobnost
sarnasus	podobnost
sarnasus	podobnosti
scsi	scsi
ardo	ardo
palavik	vročina
sanders	sanders
vallandati	odpuščen
hääldatakse	izrazita
hääldatakse	izrazit
hääldatakse	izrazito
patareid	akumulatorji
patareid	baterije
ohver	žrtev
tycho	tycho
raúl	raúl
hääletus	glasovanje
hääletus	glasujte
hääletus	glasovanje
marcello	marcello
vastupidav	trajen
vastupidav	trajna
pereira	pereira
säde	iskra
toni	toni
varade	sredstva
varade	premoženje
reuters	reuters
aianduse	vrtnarstvo
tantsud	plese
tantsud	plesi
tantsud	pleše
cannes	cannesu
dieter	dieter
larissa	larisa
pane	postavi
isiksus	osebnosti
isiksus	osebnost
olendid	bitja
olendid	stvori
olendid	bitja
kanalid	kanali
kanalid	kanali
kanalid	kanal
põletatud	zažgan
põletatud	zažgal
põletatud	pogorela
põletatud	pogorel
põletatud	zgorel
põletatud	ožgana
põletatud	zažgan
põletatud	zgorela
põletatud	zgorel
sain	dobil
sain	got
smirnov	smirnov
kontaktid	stike
kontaktid	stiki
korteris	stanovanje
suremus	smrtnost
suremus	umrljivost
suremus	smrtnosti
juhend	vodič
juhend	vodnik
juhend	vodilo
juhend	navodila
moe	moe
usbekistani	uzbekistan
osce	ovse
pankur	bankir
claire	claire
stefano	stefano
kana	piščanci
kana	piščanca
kana	piščanec
kana	piščančji
kana	kokoš
täitmine	uveljavitev
täitmine	izvršitev
täitmine	uveljavljanje
täitmine	izvrševanje
täitmine	polnjenje
täitmine	nadev
täitmine	usmrtitev
täitmine	izvršitev
täitmine	izvedba
täitmine	izvrševanje
koopad	jame
koopad	votline
nebraska	nebraski
keeld	ban
keeld	prepoved
keeld	prepovedi
keeld	prepoved
täiendavad	dodatna
täiendavad	dodatno
täiendavad	dodatni
hart	hart
komplekt	nastavi
komplekt	komplet
komplekt	kit
komplekt	komplet
alfons	alfons
qui	qui
kolju	lobanjo
kolju	lobanje
kolju	lobanja
pms	pms
kadusid	izginil
kadusid	izginila
abdul	abdul
winston	winston
alabama	alabama
arendaja	razvijalec
otsad	konci
otsad	konča
mõneti	nekoliko
löök	udarec
löök	tolkala
löök	udarec
löök	stavka
löök	stavki
löök	brca
tundsid	čutila
tundsid	počutil
tundsid	čutil
tundsid	občutila
fbi	fbi
pzkpfw	panzer
bismarck	bismarck
uks	vrata
teadlikult	zavestno
teadlikult	zavestno
wells	wells
athena	athena
leiutatud	izumili
leiutatud	izumil
susi	susi
kõrva	uho
kõrva	ušesa
pippin	pippin
liikumised	premiki
liikumised	gibanja
soovitav	zaželeno
soovitav	zaželen
vietnam	vietnam
veronica	veronika
veronica	veronica
rahaühik	valuta
rahaühik	valute
greg	grega
greg	greg
auru	pare
auru	para
auru	hlapi
alto	alto
que	que
houston	houston
kukub	slapovi
kukub	falls
kukub	pade
kukub	padci
pannoonia	panonski
ibrahim	ibrahim
küpros	ciper
küpros	cipru
galaktikate	galaksije
galaktikate	galaksij
pealkirjad	naslovnice
pealkirjad	naslovi
pealkirjad	naslovov
illüüria	ilirske
kõrvad	ušes
kõrvad	ušesi
kõrvad	ušesa
luisa	luisa
atlantis	atlantida
atlantis	atlantis
louisiana	louisiani
fauna	favna
laos	laosu
vabrik	tovarna
vabrik	tovarno
kloostrid	samostanov
mathias	mathias
sõiduki	vozilo
mehhanismid	mehanizmi
mehhanismid	mehanizme
kehti	uveljavi
paaris	pari
paaris	parov
ash	pepel
ash	ash
mauritiuse	mauritius
raport	prijavi
raport	poročilo
süüdistatud	obtožen
süüdistatud	obtožena
süüdistatud	obtoženi
pavia	pavia
vie	vie
nõudlus	povpraševanje
erapooletu	nepristranski
erapooletu	nepristransko
erapooletu	nepristransko
erapooletu	nevtralno
erapooletu	nevtralni
erapooletu	nevtralen
balthasar	boltežar
gotha	gotha
duke	vojvodo
duke	duke
duke	knez
duke	vojvoda
juut	judovski
juut	židovski
juut	žid
juut	judje
juut	jud
juut	žid
lahendused	rešitve
lahendused	raztopine
laulda	poj
laulda	zapoj
planeerimine	načrtovanje
võrreldakse	primerja
cesare	cesare
ameeriklased	američani
tehnoloogiad	tehnologije
kohtuda	spoznaj
diktatuuri	diktature
louvre	louvru
kuude	meseci
kuude	meseca
kuude	mesece
kuude	mesecev
ministrid	ministri
kümned	ducate
kümned	desetine
racing	racing
racing	dirke
racing	dirkanje
solanum	solanum
kent	kent
tudengid	dijaki
tudengid	študentje
tudengid	študenti
tudengid	študente
tudengid	učenci
quintus	kvint
karvane	kosmata
karvane	kosmat
karvane	kosmate
karvane	kosmati
karvane	kosmata
karvane	kosmat
karvane	kosmati
ülevõtmine	prenos
ülevõtmine	prevzem
piirkondlikud	regionalno
piirkondlikud	regionalna
piirkondlikud	regionalni
windsor	windsor
kasvatus	vzgoja
kasvatus	vzgojo
kasvatus	starševstvo
ari	arija
ari	ari
hondurase	hondurasu
sõnastik	glosar
sõnastik	slovar
sõnastik	slovar
teravilja	kosmiči
teravilja	žit
teravilja	žitarice
hädavajalik	nepogrešljiv
hädavajalik	bistveno
hädavajalik	bistvene
hädavajalik	bistvena
kristin	kristin
martino	martino
keerukas	zapletena
keerukas	zapleteno
keerukas	kompleks
keerukas	kompleksna
põrgu	pekel
lucca	lucca
laboratooriumi	laboratorij
laboratooriumi	laboratorijsko
eranditult	ekskluzivno
eranditult	izključno
hms	hms
kollektsioon	pobiranje
kollektsioon	zbirka
kollektsioon	kolekcija
kollektsioon	zbirko
kollektsioon	zbiranje
spordiala	šport
spordiala	sport
toetaja	zagovornik
moto	moto
moto	moto
bradley	bradley
dünamo	dinamo
elektriliselt	električno
porta	porta
hamiltoni	hamilton
lõpetamine	zaključek
lõpetamine	dokončanje
lõpetamine	zaključek
lõpetamine	zaprtje
lõpetamine	zapiranje
lõpetamine	matura
lõpetamine	maturo
lõpetamine	prenehanje
como	como
potentsiaal	potencialno
potentsiaal	potencial
faso	faso
klient	stranka
klient	odjemalec
klient	stranka
klient	odjemalec
edastamine	menjalnik
edastamine	posredovanje
edastamine	prenos
edastamine	pošiljanje
edastamine	posredovanje
skt	bdp
gibson	gibson
fanny	fanny
webber	webber
sajad	stotine
pakistan	pakistan
dis	dis
clement	klemen
amor	amor
ühtlane	uniforma
ühtlane	enotna
ühtlane	uniformo
poodi	prodajalna
poodi	shop
poodi	trgovino
poodi	trgovina
poodi	nakupovanje
poodi	prodajalna
poodi	trgovina
lazio	lazio
birger	birger
seks	seks
seks	spol
seks	sex
renoveeritud	obnovljen
renoveeritud	obnovljenem
renoveeritud	prenovljena
lausanne	lausanni
stabiilsus	obstojnost
stabiilsus	stabilnost
tausta	ozadje
reaalsus	resničnost
reaalsus	realnost
reaalsus	stvarnost
evolutsioon	evolucijo
evolutsioon	razvoj
evolutsioon	evolucija
metaani	metana
metaani	metan
tõmbas	potegnil
konfliktid	konflikti
konfliktid	spori
konfliktid	spopadi
konfliktid	navzkrižje
konfliktid	spor
konfliktid	konflikt
konfliktid	spopad
signaalid	signali
signaalid	signale
julien	julien
phelps	phelps
junior	mlajši
junior	junior
phd	doktorat
sõjalised	vojaška
sõjalised	vojaški
sõjalised	vojska
sõjalised	vojaško
salvatore	salvatore
süüdistus	obtožba
süüdistus	obtožnica
airbus	airbus
setted	usedlinami
uraan	uran
uraan	uran
bussi	bus
bussi	avtobus
bussi	avtobusna
süstemaatiliselt	sistematično
maadlus	rokoborba
maadlus	rokoborbo
karol	karol
piibel	biblija
piibel	biblijo
bryan	bryan
nukleotiidi	nukleotidni
borussia	borussia
dee	dee
palk	plača
palk	plačo
palk	plač
palk	plače
palk	plač
palk	plače
kosmonaut	kozmonavt
graf	graf
riba	trakovi
riba	trak
sojuz	soyuz
õlut	pir
õlut	pivo
õlut	piva
hüljatud	zapuščen
hüljatud	zapuščena
hüljatud	zapuščeni
hüljatud	zapuščeno
kavatsusest	namera
beyond	onkraj
beyond	onstran
levin	levin
pingeid	napetost
pingeid	napetosti
pingeid	napetosti
nacional	nacional
tolly	tolly
warner	warner
failid	datotek
failid	datoteke
tõlgendus	razlago
tõlgendus	tolmačenje
tõlgendus	razlaga
proosa	proza
mõistmine	razumevanje
gustave	gustave
kuraator	kurator
mutatsioonid	mutacije
viiulit	violina
viiulit	violino
metsik	divja
metsik	wild
metsik	divje
metsik	divji
aacheni	aachen
streik	udarec
streik	stavka
streik	stavki
karistada	kaznoval
karistada	kaznovati
karistada	kaznuje
karistada	kaznovanje
kalli	objem
kalli	objemi
vangid	zaporniki
vangid	ujetniki
vangid	zaporniki
sami	sami
määratleb	definira
määratleb	opredeljuje
vaatlused	raziskave
vaatlused	ankete
vaatlused	opažanja
vaatlused	ugotovitve
vaatlused	pripombe
vaatlused	opazovanja
tunnustus	prepoznava
tunnustus	priznavanje
tunnustus	priznanje
tunnustus	prepoznavanje
martha	marta
martha	martha
kara	kara
kara	karo
diagnostika	diagnostičnih
diagnostika	diagnostiko
diagnostika	diagnostiko
cpu	procesor
cpu	cpe
füüsilised	fizično
füüsilised	fizični
füüsilised	fizična
kasutajaliides	začelje
efektiivselt	učinkovito
peer	strokovnem
meeleavaldajate	protestniki
meeleavaldajate	protestnike
meeleavaldajate	protestniki
crystal	kristal
crystal	kristalno
crystal	crystal
ustav	zvesti
ustav	zvest
ustav	vdan
ustav	zvesta
madalmaad	nizozemsko
madalmaad	nizozemski
madalmaad	nizozemskem
madalmaad	nizozemska
münsteri	münster
politseinikud	policisti
kubernerkond	governorate
lahutatud	ločena
lahutatud	ločen
lahutatud	ločeni
vanuatu	vanuatu
hollywood	hollywood
sobilik	ustrezno
sobilik	primerno
sobilik	ustrezna
sobilik	primerna
sobilik	ustrezen
sobilik	primerna
sobilik	primerno
sobilik	primerni
sobilik	ustrezna
sobilik	primeren
neeru	ledvična
neeru	ledvice
neeru	ledvice
neeru	ledvic
neeru	ledvica
lilian	lillian
lilian	lilian
mendelssohn	mendelssohn
falcon	falcon
falcon	sokol
kremli	kremlju
gmbh	gmbh
alkohol	alkohol
alkohol	alkohola
kristen	kristen
holokausti	holokavst
hinged	tečaji
hinged	duš
hinged	duše
hinged	duhovi
hinged	žganja
hinged	duhov
paigutus	postavitev
paigutus	postavitev
paigutus	razpored
paigutus	razporeditev
paigutus	dogovor
paigutus	aranžma
paigutus	ureditev
paigutus	razporeditev
kinnitamine	potrditev
kinnitamine	potrjevanje
kinnitamine	ovrednotenje
veinid	vina
veinid	vina
veinid	vino
botswana	bocvani
temperatuurid	temperatur
temperatuurid	temperature
günter	günter
jumalik	božanski
jumalik	božanska
jumalik	božansko
jumalik	božanske
jumalik	čudovit
relvastuse	oborožitve
relvastuse	oborožitev
aneemia	anemija
aneemia	anemijo
aneemia	anemija
aneemia	anemijo
arch	arch
suurendamine	povečanje
suurendamine	zvišanje
suurendamine	povišanje
suurendamine	povečanje
suurendamine	naraščajoče
suurendamine	povečevanje
freeman	freeman
jõude	nedejavnosti
uni	spi
uni	spanec
uni	spati
uni	spanje
uni	uni
alfredo	alfredo
vältimatu	neizbežno
vältimatu	neizogibno
vältimatu	neizbežno
vältimatu	neizogibno
kehad	trupla
kehad	telesa
sol	sol
monica	monica
monica	monico
monica	monika
str	str
armastan	ljubezni
armastan	love
armastan	ljubezen
kartaago	kartagini
alta	alta
epideemia	epidemije
epideemia	epidemija
epideemia	epidemije
epideemia	epidemijo
epideemia	epidemija
telekommunikatsiooni	telekomunikacije
telekommunikatsiooni	telekomunikacijskih
