and	そして
ball	ボール
correct	正解
correct	正しい
indiana	インディアナ
soldiers	兵士
examples	用例
examples	実例
genre	ジャンル
fish	魚類
fish	フィッシュ
senate	元老院
effects	エフェクト
effects	効果
gun	ガン
check	チェック
appearances	出演
plans	計画
plans	プラン
sign	サイン
sign	記号
sign	署名
reporting	レポート
reporting	報告
sweden	スウェーデン
heritage	遺産
tag	タグ
primarily	主に
doctor	医師
doctor	ドクター
doctor	先生
doctor	医者
inc	inc
rivers	河川
crime	犯罪
liberal	リベラル
stand	スタンド
bob	ボブ
bob	bob
existing	既存
publishing	出版
publishing	パブリッシング
industrial	工業
answer	回答
answer	答え
answer	答弁
split	分ける
split	分割
split	スプリット
apr	apr
sex	性別
sex	セックス
mixed	ミックス
mixed	混合
acting	演技
personnel	人材
personnel	職員
die	die
die	死ぬ
premier	プレミア
approach	進入
approach	アプローチ
approach	参道
wisconsin	ウィスコンシン
sentence	宣告
sentence	センテンス
sentence	文章
root	root
root	ルート
ago	ago
standards	基準
standards	規格
comics	漫画
comics	コミック
miss	ミス
horse	ウマ
contributions	貢献
lieutenant	警部補
lieutenant	中尉
wood	木材
wood	木製
wood	ウッド
plants	植物
initial	イニシャル
initial	頭文字
origin	原点
origin	語源
origin	由来
origin	起源
environment	環境
pretty	可愛い
rank	ランク
bus	バス
gas	気体
gas	ガス
direction	方向
guide	ガイド
resources	リソース
resources	資源
affairs	事務
animals	動物
activity	アクティビティ
levels	レベル
laws	法律
jim	ジム
cambridge	ケンブリッジ
composer	作曲家
remove	削除
remove	取り除く
agency	エージェンシー
agency	代理店
reserve	リザーブ
atlantic	アトランティック
atlantic	大西洋
supreme	supreme
weight	重量
weight	体重
ask	ask
ask	尋ねる
fighting	ファイティング
jackson	ジャクソン
rose	ローズ
rose	ロゼ
rose	バラ
rose	rose
rose	薔薇
treatment	トリートメント
treatment	待遇
treatment	治療
andrew	アンドリュー
trial	公判
trial	トライアル
trial	審判
trial	裁判
daniel	ダニエル
info	情報
fame	名声
everything	すべて
everything	全て
avenue	アベニュー
travel	旅行
scale	スケール
scale	縮尺
scale	目盛
break	休憩
break	ブレーク
break	区切り
oregon	オレゴン
housing	住居
housing	住宅
produce	プロデュース
capacity	定員
capacity	容量
exchange	交換
actions	アクション
settlement	決済
settlement	和解
settlement	集落
agreement	協定
agreement	合意
translation	翻訳
males	オス
kansas	カンザス
bring	持ち込み
bring	ブリング
charge	チャージ
charge	課金
charge	充電
dedicated	専用
estate	不動産
residents	住民
piece	ピース
growth	成長
growth	発育
trust	トラスト
trust	trust
trust	信頼
applied	応用
drums	ドラム
drums	太鼓
issued	発行
murder	殺人
normal	普通
normal	ノーマル
avoid	避ける
tony	トニー
norwegian	ノルウェー
criteria	基準
criteria	条件
context	コンテクスト
context	コンテキスト
context	context
suggested	おすすめ
revolution	revolution
revolution	革命
revolution	レボリューション
wars	戦争
wars	ウォーズ
aug	aug
leaves	葉っぱ
advanced	上級
distribution	分布
distribution	流通
distribution	配当
medicine	医学
garden	庭園
reach	リーチ
turkey	トルコ
turkey	七面鳥
publications	出版物
impact	インパクト
impact	衝撃
households	世帯
survey	調査
survey	アンケート
height	身長
morning	モーニング
honor	名誉
deep	ディープ
deep	深い
argument	論証
publication	出版物
publication	出版
publication	公表
arthur	アーサー
elizabeth	エリザベス
colorado	コロラド
maryland	メリーランド
zone	ゾーン
zone	zone
solo	ソロ
learning	学習
learning	ラーニング
learning	学問
pay	支払う
pay	支払い
choice	選択
choice	チョイス
vol	vol
flag	フラグ
flag	国旗
engineer	エンジニア
cars	カーズ
farm	農場
farm	ファーム
wilson	ウィルソン
principal	校長
principal	元本
acquired	後天性
secret	秘密
poet	詩人
poet	歌人
build	構築
orchestra	オーケストラ
versions	バージョン
fixed	固定
fixed	固定された
efforts	取り組み
efforts	努力
documentary	ドキュメンタリー
equipment	道具
equipment	装備
equipment	機器
equipment	機材
ray	レイ
yellow	イエロー
yellow	黄色
guard	ガード
pressure	気圧
pressure	圧力
grant	付与
grant	グラント
prison	刑務所
prison	監獄
freedom	freedom
freedom	自由
norway	ノルウェー
store	店舗
store	ストア
taylor	テイラー
quarter	クォーター
quarter	四半期
independence	独立
platform	プラットフォーム
platform	プラットホーム
rome	ローマ
teacher	教員
teacher	教師
teacher	先生
copy	コピー
effort	努力
nuclear	原子力
models	モデル
sep	sep
everyone	みんな
easily	楽々
description	説明
description	解説
agreed	同意
agreed	合意
institutions	機関
facilities	施設
facilities	設備
target	ターゲット
stack	スタック
rationale	論拠
stat	stat
bronze	青銅
bronze	ブロンズ
hosted	主催
programming	プログラミング
sri	sri
railroad	鉄道
unique	ユニーク
unique	独特
ocean	大洋
cell	セル
missouri	ミズーリ
concert	コンサート
improve	向上
improve	改善
biography	伝記
loan	ローン
loan	融資
contact	コンタクト
tennessee	テネシー
sub	サブ
safety	安全
safety	セーフティ
stephen	スティーヴン
policies	ポリシー
policies	施策
policies	方針
painting	絵画
price	プライス
price	対価
price	値段
price	価格
mexican	メキシコ
mexican	メキシカン
leadership	リーダーシップ
flying	飛ぶ
flying	フライング
message	メッセージ
message	伝言
serious	深刻
headquarters	本社
headquarters	本部
headquarters	司令部
cemetery	墓地
memory	メモリ
memory	メモリー
memory	記憶
fields	フィールド
fields	フィールズ
generation	世代
generation	ジェネレーション
join	参加
copies	コピー
copies	部数
finals	ファイナル
fox	キツネ
representative	代理人
destroyed	破壊された
feet	フィート
feet	両足
guy	ガイ
philippines	フィリピン
revealed	啓示
conservative	保守
share	共有
share	シェア
maria	マリア
maria	マリヤ
disease	病気
disease	疾病
sections	セクション
philosophy	哲学
floor	フロア
latd	latd
longd	longd
labour	分娩
labour	労働
logo	ロゴ
yard	ヤード
offer	オファー
offer	申し出
offer	クーポン
tax	租税
tax	税金
expected	期待
traffic	トラフィック
traffic	交通
concerns	懸念
graduated	卒業
guest	ゲスト
formation	フォーメーション
economy	経済
storm	ストーム
mile	マイル
bowl	ボウル
letters	手紙
classic	クラシック
classic	古典
classic	classic
damage	被害
damage	ダメージ
damage	損傷
damage	損害
harry	ハリー
offers	クーポン
davis	デービス
davis	デイヴィス
challenge	チャレンジ
challenge	挑戦
views	ビュー
density	密度
htm	htm
ben	ベン
transportation	輸送
transportation	交通
kentucky	ケンタッキー
sales	販売
sales	売り上げ
sales	セールス
sales	売上
fleet	艦隊
fleet	フリート
extra	エクストラ
arizona	アリゾナ
theme	テーマ
francis	フランシス
moscow	モスクワ
behavior	行動
behavior	挙動
blank	空欄
blank	ブランク
musician	音楽家
musician	ミュージシャン
starring	主演
seats	座席
tennis	テニス
percent	割合
percent	パーセント
logs	ログ
display	ディスプレイ
convention	コンベンション
convention	大会
ring	リング
ring	指輪
joint	関節
brian	ブライアン
planned	予定
planned	計画
universities	大学
yards	ヤード
agent	エージェント
agent	代理人
difference	差異
difference	違い
difference	差分
animal	アニマル
animal	動物
positions	ポジション
stay	滞在
stay	ステイ
combat	戦闘
palace	宮殿
card	カード
opposition	野党
attempts	未遂
understanding	理解
wrestling	レスリング
critics	評論家
growing	栽培
growing	成長
hands	両手
latm	latm
longm	longm
materials	材料
materials	素材
paid	有料
promotion	プロモーション
promotion	宣伝
apparently	どうやら
battalion	大隊
mobile	モバイル
shortsummary	shortsummary
figures	フィギュア
existence	存在
louisiana	ルイジアナ
lewis	ルイス
melbourne	メルボルン
austria	オーストリア
brigade	旅団
screen	画面
screen	スクリーン
risk	リスク
labor	分娩
labor	労働
definition	定義
draw	引き分け
draw	ドロー
application	出願
application	アプリケーション
steel	スチール
steel	鋼鉄
expansion	膨張
earl	アール
max	マックス
max	max
wild	ワイルド
wild	野生
planning	計画
planning	企画
planning	プランニング
comic	コミック
adopted	養子
adopted	採択
easy	イージー
easy	易しい
easy	やさしい
easy	簡単
plus	プラス
happy	ハッピー
happy	幸せ
classes	クラス
iowa	アイオワ
save	セーブ
save	保存
wins	勝利
theater	劇場
theater	シアター
theater	演劇
roles	役割
chance	チャンス
linecolor	linecolor
candidates	候補者
object	オブジェクト
felt	フェルト
powers	パワーズ
birds	鳥類
spread	拡散
spread	スプレッド
defeat	敗北
cape	ケープ
regions	リージョン
regions	地域
mine	鉱山
sides	両側
guidelines	指針
guidelines	ガイドライン
simon	シモン
simon	サイモン
depth	深度
depth	奥行き
lyrics	歌詞
lyrics	作詞
christmas	クリスマス
declined	辞退
declined	不参加
greece	ギリシャ
express	エクスプレス
express	急行
federation	連邦
journalist	ジャーナリスト
intelligence	知能
connection	つながり
connection	接続
constitution	体質
constitution	憲法
sons	息子
plot	プロット
dates	日付
firm	会社
pilot	パイロット
relatively	比較的
receive	受け取る
receive	受信
manchester	マンチェスター
introduction	紹介
introduction	導入
directors	取締役
vehicle	車両
vehicle	乗り物
stock	株式
stock	ストック
vehicles	乗り物
vehicles	車両
frequently	頻繁
hills	ヒルズ
northwest	北西
drug	ドラッグ
drug	薬物
visit	訪問
residence	住居
residence	居所
walter	ヴァルター
walter	ウォルター
pov	pov
interesting	興味深い
interesting	おもしろい
interesting	面白い
moon	ムーン
limit	制限
limit	リミット
limit	限界
bell	ベル
athletics	アスレチックス
wind	wind
oklahoma	オクラホマ
ideas	アイデア
ideas	アイディア
electronic	エレクトロニック
crown	クラウン
younger	若い
anderson	アンダーソン
step	step
step	ステップ
weapons	武器
weapons	兵器
neutral	中性
neutral	ニュートラル
switzerland	スイス
weekly	毎週
weekly	週間
weekly	週刊
weekly	ウィークリー
rating	評価
rating	格付
programme	プログラム
squad	分隊
multi	マルチ
dynasty	王朝
cold	風邪
cold	コールド
cold	冷たい
cold	寒い
granted	付与
alliance	アライアンス
methods	メソッド
sam	サム
alabama	アラバマ
albert	アルベルト
albert	アルバート
tropical	トロピカル
tropical	熱帯
vietnam	ベトナム
dvd	dvd
heat	ヒート
fans	ファン
credit	信用
credit	クレジット
boat	ボート
boxes	ボックス
ethnic	民族
arena	アレーナ
arena	アリーナ
roads	道路
core	コア
core	core
dog	イヌ
kill	キル
kill	kill
athletic	アスレチック
negative	ネガティブ
negative	マイナス
negative	ネガ
edge	エッジ
edge	edge
tools	ツール
tools	道具
colonel	大佐
weak	弱い
brand	ブランド
brand	銘柄
nfl	nfl
rise	上昇
supply	サプライ
supply	供給
tradition	伝統
elementary	小学校
household	世帯
spirit	精神
spirit	スピリット
task	タスク
slightly	あまり
howard	ハワード
southeast	東南
southeast	南東
sunday	日曜日
discuss	話し合う
discuss	ディスカッション
stats	統計
climate	気候
topics	トピック
communications	通信
communications	コミュニケーション
chapter	チャプター
broken	壊れた
singapore	シンガポール
license	免許
license	ライセンス
haven	ヘイヴン
deaths	訃報
passing	合格
citizens	市民
trees	樹木
improved	改良
visual	ビジュアル
pope	教皇
sat	sat
glass	グラス
glass	ガラス
miller	ミラー
estimated	推定
brazilian	ブラジル
sexual	性的
defence	ディフェンス
defence	防御
rich	金持ち
rich	リッチ
fast	速い
fast	高速
properties	プロパティ
properties	属性
exhibition	展示
speech	音声
speech	スピーチ
les	les
proposal	提案
proposal	プロポーズ
straight	まっすぐ
straight	ストレート
internal	内部
effective	実効
solution	ソリューション
solution	溶液
fashion	ファッション
foot	フィート
orange	orange
orange	オレンジ
argentina	アルゼンチン
adult	成人
adult	大人
identity	アイデンティティー
identity	アイデンティティ
nominator	nominator
inspired	インスパイア
require	require
transfer	移転
transfer	転送
transfer	乗り換え
transfer	譲渡
egypt	エジプト
cells	セル
patrick	パトリック
quebec	ケベック
anthony	アンソニー
permanent	パーマネント
phase	フェーズ
phase	位相
audience	観客
audience	オーディエンス
motion	モーション
blues	ブルース
arab	アラブ
trains	電車
trains	列車
sets	集合
sets	セット
begin	始める
begin	開始
begin	begin
eyes	アイズ
studios	スタジオ
commonwealth	コモンウェルス
finish	終了
finish	フィニッシュ
communication	通信
communication	コミュニケーション
scope	範囲
scope	スコープ
accused	被告人
accept	受け入れ
accept	受け入れる
accept	承認
warning	警報
warning	警告
alan	アラン
objects	オブジェクト
diego	ディエゴ
contest	コンテスト
fighter	ファイター
coaches	コーチ
beat	beat
beat	ビート
extremely	きわめて
extremely	極めて
ford	フォード
swiss	スイス
houston	ヒューストン
advance	advance
advance	事前
reality	リアリティ
reality	現実
broadcasting	放送
broadcasting	ブロードキャスト
adam	アダム
youtube	youtube
buried	埋葬
belgium	ベルギー
respect	尊敬
respect	尊重
respect	リスペクト
respect	敬意
rare	レア
detroit	デトロイト
colleges	カレッジ
colleges	大学
explain	説明
authorities	当局
killing	キリング
maximum	最大
maximum	maximum
fan	ファン
notify	通知
painter	画家
hamilton	ハミルトン
attempted	未遂
universe	宇宙
apply	応募
apply	適用
actresses	女優
aid	扶助
aid	援助
driver	運転手
driver	ドライバ
driver	ドライバー
folk	フォーク
dan	ダン
dan	dan
khan	ハーン
khan	カーン
baby	ベイビー
baby	赤ちゃん
denmark	デンマーク
tokyo	東京
billboard	看板
calling	コーリング
anne	アン
formula	公式
formula	数式
interior	内部
interior	内装
interior	内面
interior	インテリア
kevin	ケヴィン
weather	天候
weather	天気
weather	気象
powerful	パワフル
muslim	イスラム教
muslim	ムスリム
publisher	出版
publisher	パブリッシャー
publisher	出版社
sounds	サウンド
achieved	達成
douglas	ダグラス
fund	ファンド
portugal	ポルトガル
athletes	選手
athletes	アスリート
bird	鳥類
bird	バード
bands	バンド
audio	音声
audio	オーディオ
audio	audio
cat	ネコ
cat	ねこ
centuries	世紀
valid	有効
chemical	化学
items	アイテム
items	品物
lane	レーン
lane	車線
holding	持株
counties	カウンティ
update	アップデート
update	更新
ncaa	ncaa
speak	喋る
speak	speak
domestic	国内
ali	アリー
ali	アリ
ali	ali
false	false
false	虚偽
equivalent	同等
christ	キリスト
ending	エンディング
partner	パートナー
romania	ルーマニア
aviation	航空
failure	故障
failure	失敗
ward	ウォード
strength	体力
strength	強度
knight	騎士
knight	ナイト
nominations	ノミネート
hungary	ハンガリー
concern	関心事
recordings	レコーディング
functions	関数
mississippi	ミシシッピ
calls	通話
criticism	批評
criticism	評論
criticism	批判
magic	magic
magic	魔法
magic	マジック
gordon	ゴードン
treaty	条約
antonio	アントニオ
selection	選考
selection	セレクション
selection	選択
motor	モーター
circuit	サーキット
circuit	回路
wish	wish
wish	ウィッシュ
compilation	編纂
compilation	コンパイル
harvard	ハーバード
geography	地理
arkansas	アーカンソー
fuel	燃料
artillery	大砲
medieval	中世
locations	所在地
recognition	認識
recognition	認定
northeast	北東
moment	moment
moment	瞬間
moment	モーメント
condition	状態
condition	条件
newspapers	新聞紙
newspapers	新聞
instance	インスタンス
allen	アレン
watch	時計
watch	腕時計
protect	protect
protect	プロテクト
protect	保護
grey	灰色
grey	グレイ
grey	グレー
launch	打ち上げ
launch	起動
dave	デーヴ
dave	デイヴ
philip	フィリップ
iraq	イラク
ukraine	ウクライナ
municipalities	市町村
municipalities	自治体
mix	mix
mix	ミックス
mix	混ぜる
shift	シフト
shared	共有
austrian	オーストリア
door	ドア
investigation	調査
investigation	捜査
institution	制度
institution	施設
institution	機関
princess	王女
princess	プリンセス
trail	トレイル
parks	公園
applications	アプリケーション
requirements	要件
talking	トーキング
kim	キム
ltd	ltd
metres	メートル
metres	メーター
gray	灰色
gray	グレイ
gray	グレー
sector	セクター
dean	ディーン
agricultural	農業
escape	エスケープ
escape	脱出
orders	命令
orders	オーダー
orders	注文
corner	コーナー
founding	創設
mill	ミル
mrs	ミセス
mrs	mrs
subjects	科目
temperature	気温
temperature	温度
spacewatch	spacewatch
remember	remember
miami	マイアミ
promote	宣伝
spot	スポット
progress	プログレス
progress	経過
progress	進捗
learn	学習
learn	学ぶ
planet	惑星
occupied	占領
usage	使い方
southwest	南西
refused	拒否された
truth	真実
truth	真理
clark	クラーク
sufficient	足りる
equal	等しい
equal	イコール
administrator	管理者
administrator	管理人
factory	工場
derived	派生
magazines	雑誌
flow	フロー
flow	流れ
peer	ピア
attacked	襲撃
generate	生成
shape	図形
shape	形状
shape	シェイプ
creator	クリエーター
option	オプション
lincoln	リンカーン
carry	運ぶ
carry	持ち込み
establishment	設立
selling	販売
budget	予算
battles	合戦
sky	sky
sky	スカイ
legend	伝説
arrested	逮捕
forum	フォーラム
metro	地下鉄
metro	メトロ
broke	壊れた
strike	ストライキ
strike	ストライク
injury	怪我
injury	外傷
ryan	ライアン
zero	ゼロ
converted	改宗
violence	暴力
statements	ステートメント
welsh	ウェルシュ
roger	ロジェ
roger	ロジャー
pdf	pdf
samuel	サミュエル
papers	書類
detail	ディテール
chapel	チャペル
frederick	フレデリック
frederick	フリードリヒ
banks	バンクス
kings	キングス
factor	ファクター
factor	因子
factor	係数
replace	置換
museums	美術館
museums	博物館
resistance	抵抗
resistance	レジスタンス
tim	ティム
tim	tim
engines	エンジン
contributed	寄稿
medium	ミディアム
medium	メディア
device	デバイス
device	機器
profit	営利
profit	収益
profit	利益
dream	ドリーム
dream	dream
twelve	十二
universal	ユニバーサル
skills	スキル
passenger	乗客
passenger	旅客
cleveland	クリーブランド
agriculture	農業
receiving	受信
signal	シグナル
signal	信号
reform	改革
reform	革新
reform	リフォーム
organisation	組織
column	カラム
utah	ユタ
managers	マネージャー
managers	マネージャ
gay	ゲイ
amateur	アマチュア
gene	遺伝子
gene	ジーン
soul	ソウル
soul	霊魂
alt	alt
discussions	ディスカッション
montreal	モントリオール
walker	ウォーカー
entrance	入学
entrance	玄関
entrance	入口
entrance	入り口
path	パス
nice	ナイス
nice	ニース
nice	素敵
string	ストリング
abandoned	放棄された
humans	ヒト
pair	ペア
flat	フラット
sample	サンプリング
sample	サンプル
moore	ムーア
increasing	増加
arm	arm
mathematics	数学
canal	運河
charts	チャート
charts	グラフ
thinking	考え
thinking	思考
dublin	ダブリン
pittsburgh	ピッツバーグ
blog	ブログ
alex	alex
alex	アレックス
authors	作家
authors	著者
authors	作者
paintings	絵画
recipients	宛先
scholars	学者
controversy	論争
josé	ホセ
conservation	保全
maps	地図
maps	マップ
marie	マリー
arguments	論証
arguments	引数
chain	チェイン
chain	チェーン
readers	読者
readers	リーダー
violation	違反
offices	オフィス
wave	波動
wave	ウェーブ
circle	サークル
apart	apart
invasion	侵略
invasion	侵攻
opportunity	好機
opportunity	機会
colspan	colspan
formal	フォーマル
cycle	サイクル
doubt	疑念
golf	ゴルフ
huge	巨大
andy	アンディ
indonesia	インドネシア
sell	売る
mon	mon
diocese	教区
tank	戦車
tank	タンク
advice	助言
advice	アドバイス
senator	議員
malaysia	マレーシア
asking	たずねる
finland	フィンランド
lawyer	弁護士
seattle	シアトル
gain	利得
index	索引
index	インデックス
saints	聖徒
saints	セインツ
runner	ランナー
crisis	危機
cinema	映画
cinema	シネマ
matt	マット
hollywood	ハリウッド
reaction	反応
reaction	リアクション
medals	メダル
documents	ドキュメント
documents	書類
documents	文書
reader	読者
reader	リーダー
lawrence	ローレンス
pattern	パターン
archives	アーカイブ
atlanta	アトランタ
voting	投票
bear	クマ
perfect	パーフェクト
perfect	完璧
baltimore	ボルチモア
baron	男爵
pan	パン
fantasy	ファンタジー
duty	義務
chair	いす
chair	チェア
chair	椅子
scenes	シーン
scenes	場面
broad	広い
opposite	反対
streets	ストリート
nick	ニック
anna	アナ
anna	アンナ
billy	ビリー
extension	延長
extension	内線
kent	ケント
kelly	ケリー
shooting	射撃
pick	ピック
songwriter	ソングライター
jordan	ヨルダン
jordan	ジョーダン
dictionary	辞書
dictionary	辞典
composition	合成
composition	構成
bangladesh	バングラデシュ
bot	bot
bot	ボット
benefit	給付
benefit	利益
lands	土地
scheduled	予定
teachers	教員
teachers	教師
closing	閉会
advertising	広告
contribution	寄与
contribution	貢献
contribution	出資
maine	メイン
retirement	退職
dam	ダム
blocks	ブロック
las	ラス
las	las
print	印刷
techniques	テクニック
discovery	ディスカバリー
discovery	発見
expedition	探検
expedition	遠征
citation	サイテーション
assist	アシスト
meanwhile	その間
meanwhile	一方
hampshire	ハンプシャー
creative	クリエイティブ
pierre	ピエール
detailed	詳細
facts	事実
frame	フレーム
finance	財務
finance	金融
finance	財政
finance	ファイナンス
script	脚本
script	スクリプト
camera	カメラ
engaged	婚約
assistance	援助
experienced	経験
underground	地下
underground	地下鉄
sale	セール
beautiful	美しい
beautiful	ビューティフル
jane	ジェーン
abc	abc
classification	分類
tool	ツール
tool	工具
tool	道具
mining	鉱業
cabinet	内閣
cabinet	キャビネット
bytes	バイト
ross	ロス
russell	ラッセル
citations	引用
evening	夕方
singing	歌う
fifa	fifa
gender	性別
gender	ジェンダー
venues	会場
lakes	湖沼
mail	郵便
mail	メール
jeff	ジェフ
emergency	緊急
mode	モード
christopher	クリストファー
heads	ヘッズ
heads	ヘッド
priest	司祭
funds	資金
investment	投資
session	セッション
capture	キャプチャー
capture	キャプチャ
capture	攻略
aspects	側面
reduce	減らす
trophy	トロフィー
abuse	誤用
abuse	虐待
prefecture	都道府県
walk	歩き
walk	ウォーク
walk	歩行
walk	歩く
walk	徒歩
normally	通常
snow	スノー
snow	snow
shop	ショップ
dakota	ダコタ
bush	ブッシュ
coal	石炭
inhabitants	住民
gary	ゲーリー
gary	ギャリー
gary	ゲイリー
employees	社員
error	エラー
cable	電線
cable	ケーブル
protein	タンパク質
protein	たんぱく質
accident	アクシデント
accident	事故
measure	計測
measure	測定
patients	患者
downtown	下町
satellite	サテライト
satellite	衛星
johnny	ジョニー
combination	組み合わせ
combination	コンビネーション
courts	裁判所
sequence	シーケンス
hook	フック
clean	クリーン
clean	きれい
owners	オーナー
owners	所有者
twin	ツイン
twin	双生児
twin	双子
distributed	分散
islam	イスラム教
routes	路線
routes	ルート
ministers	大臣
ministers	公使
wine	ワイン
carlos	カルロス
landing	着陸
landing	上陸
revival	リバイバル
rio	リオ
saturday	土曜日
mps	mps
guess	推測
drop	ドロップ
sarah	サラ
swimming	スイミング
swimming	競泳
swimming	水泳
membership	会員
edinburgh	エディンバラ
fit	フィット
fit	fit
harris	ハリス
dallas	ダラス
bachelor	独身
files	ファイル
extreme	エクストリーム
courses	コース
homes	住宅
vision	ヴィジョン
vision	ビジョン
vision	vision
demand	需要
demand	催告
marketing	マーケティング
appeal	アピール
appeal	抗告
appeal	上告
plane	飛行機
quick	クイック
victor	ヴィクター
victor	ビクター
solar	ソーラー
ages	年齢
neighborhood	近所
neighborhood	近隣
wings	ウイングス
scheme	スキーム
matters	事項
rfc	rfc
constant	定数
hip	股関節
hip	ヒップ
admins	管理者
admins	管理人
nova	ノヴァ
nova	新星
ceremony	セレモニー
ceremony	儀式
ceremony	式典
chile	チリ
scholar	学者
liverpool	リヴァプール
liverpool	リバプール
hero	ヒーロー
designer	デザイナー
learned	学習
welcome	ようこそ
welcome	歓迎
hair	ヘアー
hair	髪の毛
hair	ヘア
hair	毛髪
movies	映画
pool	プール
norman	ノーマン
collections	コレクション
belgian	ベルギー
austin	オースチン
driving	運転
phone	電話機
fly	fly
fly	ハエ
fly	フライ
fly	飛ぶ
ian	イアン
window	ウィンドウ
document	ドキュメント
document	書類
document	文書
adams	アダムズ
adams	アダムス
collaboration	コラボレーション
collaboration	コラボ
margaret	マーガレット
kennedy	ケネディ
videos	動画
dry	辛口
dry	ドライ
dry	乾燥
bible	聖書
matthew	マシュー
serbian	セルビア
instrument	計器
instrument	道具
instrument	楽器
random	ランダム
mentions	言及
mentions	mentions
portrait	肖像
portrait	ポートレート
portrait	縦長
drivers	ドライバ
drivers	ドライバー
differences	差異
differences	違い
differences	差分
venue	会場
vocal	ボーカル
element	要素
element	元素
element	エレメント
rejected	却下
relative	相対
relative	親戚
illegal	違法
stewart	スチュワート
roof	屋上
roof	屋根
leagues	リーグ
colour	カラー
morgan	モルガン
prisoners	囚人
facebook	facebook
nelson	ネルソン
insurance	保険
expert	エキスパート
steam	スチーム
steam	蒸気
cards	カード
manufacturing	製造業
testing	テスト
rescue	救助
rescue	レスキュー
thu	thu
thailand	タイ
choose	選択
journey	旅行
journey	journey
storage	ストレージ
costs	費用
costs	コスト
singh	シング
soldier	兵士
soldier	兵隊
evolution	進化
evolution	evolution
taiwan	中華民国
taiwan	台湾
hurricane	ハリケーン
judges	裁判官
gardens	庭園
responsibility	責任
responsibility	責務
birmingham	バーミンガム
visible	可視
gulf	ガルフ
inner	内側
inner	インナー
inner	内面
trip	旅行
trip	トリップ
restaurant	レストラン
restaurant	飲食店
graham	グラハム
graham	グレアム
stores	店舗
rice	ご飯
rice	ライス
prove	証明
skin	スキン
skin	皮膚
committed	コミット
volleyball	バレーボール
factors	要因
injured	怪我
devices	デバイス
devices	機器
phrase	フレーズ
thompson	トンプソン
suicide	自殺
advantage	利点
advantage	アドバンテージ
disc	ディスク
disc	円盤
minimum	最低限
minimum	最低
minimum	最小
goods	商品
goods	貨物
goods	物品
alfred	アルフレッド
operator	オペレーター
finishing	仕上げ
fred	フレッド
identify	識別
producers	プロデューサー
ann	アン
latest	最新
releases	リリース
explanation	説明
explanation	解説
threat	威嚇
threat	脅威
crossing	クロッシング
slow	遅い
slow	スロー
poets	詩人
strategy	戦略
wayne	ウェイン
ranking	ランキング
disney	ディズニー
wright	ライト
residential	住宅
residential	住宅地
excellent	優れた
observed	観測
masters	マスターズ
peninsula	半島
networks	ネットワーク
passengers	乗客
safe	セーフ
safe	金庫
safe	安全
festivals	祭事
festivals	祭り
png	png
hunter	狩人
hunter	ハンター
alaska	アラスカ
partnership	パートナーシップ
maintenance	メンテナンス
maintenance	整備
monitoring	モニタリング
monitoring	監視
relief	レリーフ
relief	浮き彫り
poverty	貧困
hop	ホップ
fri	fri
nba	nba
decide	決める
breaking	速報
argentine	アルゼンチン
resigned	辞任
oblast	オーブラスチ
drew	ドリュー
hawaii	ハワイ
brooklyn	ブルックリン
speaker	スピーカー
speaker	話し手
speaker	議長
permission	許可
permission	許諾
wounded	負傷
marshall	マーシャル
gate	ゲート
roy	ロイ
photography	撮影
photography	写真
knights	ナイツ
knights	騎士
progressive	プログレッシブ
contrast	コントラスト
continuing	継続
processes	プロセス
terminal	端末
terminal	ターミナル
svg	svg
infrastructure	インフラストラクチャー
principle	原理
painters	画家
frequency	周波数
frequency	頻度
robinson	ロビンソン
waters	ウォーターズ
ridge	尾根
ceo	ceo
monument	モニュメント
monument	記念碑
mental	メンタル
carter	カーター
mac	mac
mac	マック
orleans	オルレアン
parallel	パラレル
parallel	並列
thirty	三十
thirty	thirty
giant	巨人
giant	ジャイアント
giant	巨大
qualifying	予選
murray	マレー
afghanistan	アフガニスタン
assessment	査定
assessment	評価
counter	カウンタ
counter	カウンター
bears	クマ
purchase	購入
expression	表現
expression	expression
backing	バッキング
improvement	改善
madrid	マドリッド
madrid	マドリード
closure	閉包
closure	閉鎖
wheel	ホイール
wheel	車輪
ambassador	大使
ambassador	アンバサダー
desert	デザート
desert	砂漠
iranian	イラン
uncle	叔父
uncle	伯父
uncle	おじさん
uncle	おじ
uncle	アンクル
severe	重度
fishing	釣り
fishing	魚釣り
broadway	ブロードウェイ
principles	原則
principles	原理
tests	テスト
roughly	おおよそ
tech	テック
trouble	トラブル
rico	リコ
paragraph	段落
bat	bat
bat	コウモリ
bat	バット
measures	措置
robin	ロビン
fear	恐怖
fear	恐れ
merit	メリット
participation	関与
participation	参加
designs	デザイン
agencies	代理店
technique	テクニック
technique	技法
clerk	事務員
clerk	書記官
clerk	事務職
narrow	狭い
adapted	適応
rapid	快速
dating	デート
dating	出会い
dating	交際
businesses	ビジネス
bomb	爆弾
stages	舞台
stages	ステージ
dragon	ドラゴン
propose	プロポーズ
mlb	mlb
send	送信
send	送る
proof	証明
proof	プルーフ
proof	証拠
attractions	アトラクション
fix	フィックス
fix	修正
licensed	ライセンス
symbol	シンボル
symbol	記号
organ	臓器
organ	オルガン
warren	ウォーレン
exception	例外
costa	コスタ
replacement	置換
soundtrack	サウンドトラック
virgin	処女
virgin	ヴァージン
