και	och
ηνωμένο	united
ηνωμένο	enad
ηνωμένο	enade
ποιητής	poet
ποιητής	poeten
συνέπεια	enhetlighet
συνέπεια	samstämmighet
συνέπεια	konsekvens
συνέπεια	konsekvent
συνέπεια	konsistens
συνέπεια	konsekvens
δείχνει	shower
δείχνει	visar
πρόεδρο	president
πρόεδρο	ordförande
πρόεδρο	ordföranden
πρόεδρο	talmannen
μνήμη	minnen
μνήμη	minnet
μνήμη	minne
μνήμη	memory
χέρια	vapen
χέρια	armarna
χέρια	famn
χέρια	armar
χέρια	händer
χέρια	hands
κανόνες	regler
κανόνες	bestämmelser
αρχαίοι	uråldriga
αρχαίοι	forntida
διατήρηση	konservering
διατήρηση	bevarande
διατήρηση	bibehållande
διατήρηση	underhålls
διατήρηση	underhåll
διατήρηση	bevarande
διατήρηση	bibehållande
βουλή	parlamentet
βουλή	riksdagen
βουλή	riksdag
βουλή	parlament
παιδί	kid
παιδί	grabb
παιδί	grabben
παιδί	child
παιδί	barn
δίπλα	intilliggande
δίπλα	angränsande
εικόνες	tavlor
εικόνες	pictures
εικόνες	bilder
εικόνες	avbildningar
εικόνες	bilder
εθνικότητα	nationalitet
εθνικότητα	medborgarskap
τελευταίος	senast
τελευταίος	senaste
τελευταίος	sista
τελευταίος	sist
ενώσεις	föreningar
ενώσεις	intresseorganisationer
ενώσεις	sammanslutningar
ενώσεις	föreningar
θέλει	vill
σκηνή	scen
σκηνή	tält
εισαγωγή	introduktion
εισαγωγή	inledning
εισαγωγή	införande
εισαγωγή	införsel
εισαγωγή	import
εισαγωγή	importera
εισαγωγή	infoga
μεταφορά	transporter
μεταφορά	transport
μεταφορά	transfer
μεταφορά	överföra
μεταφορά	överlåtelse
μεταφορά	överföring
μεταφορά	transporter
μεταφορά	transportera
μεταφορά	transport
εξωτερικό	extern
εξωτερικό	externt
εξωτερικό	yttre
εξωτερικό	externa
εξωτερικό	utlandet
εξωτερικό	utomlands
άτομο	person
άτομο	personen
άτομο	atom
εργασία	arbete
εργασία	work
εργασία	arbeta
εργασία	jobba
εργασία	arbetsmarknad
εργασία	labour
εργασία	arbetarpartiet
εργασία	arbetskraft
γερμανοί	tyska
γερμανοί	tysk
γερμανοί	tyskt
γερμανοί	tyskar
τάξη	klassrum
τάξη	klassrummet
τάξη	klass
τάξη	klassen
τάξη	ordningsföljd
τάξη	beställning
τάξη	ordning
τάξη	beställa
διορίστηκε	utnämnd
διορίστηκε	utnämnda
διορίστηκε	utsedd
διορίστηκε	utsedda
παρελθόν	förbi
παρελθόν	förflutet
παρελθόν	förflutna
δουλειά	job
δουλειά	jobb
δουλειά	arbete
δουλειά	work
δουλειά	arbeta
δουλειά	jobba
συμπεριφορά	uppträdande
συμπεριφορά	beteenden
συμπεριφορά	beteende
συμπεριφορά	uppförande
συμπεριφορά	inställning
συμπεριφορά	attityd
συμπεριφορά	beteenden
συμπεριφορά	beteende
συμπεριφορά	uppförande
βόρειο	nordlig
βόρειο	norra
βόρειο	nordliga
απόψεις	åsikter
απόψεις	yttranden
απόψεις	visningar
απόψεις	utsikt
απόψεις	vyer
απόψεις	åsikter
άνθρακα	stenkol
άνθρακα	kol
άνθρακα	kol
κοινωνία	sällskapet
κοινωνία	samhälle
κοινωνία	samhället
οκτώ	åtta
οκτώ	eight
σύμβολο	symbol
σύμβολο	symbolen
προσθήκη	tillägg
προσθήκη	tillsats
προσθήκη	add
προσθήκη	addera
ισραήλ	israel
άρης	aris
άρης	ares
άρης	mars
καναδά	kanada
καναδά	canada
παιχνίδια	games
παιχνίδια	spel
παιχνίδια	lekar
παιχνίδια	matcher
παιχνίδια	leksaker
κομμάτια	bitar
κομμάτια	styck
ανάλυση	uppdelning
ανάλυση	fördelning
ανάλυση	nedbrytning
ανάλυση	analyser
ανάλυση	analys
κόκκινο	röda
κόκκινο	rött
κόκκινο	röd
ηλιακό	sol
ηλιακό	solar
ηλιακό	solenergi
δίσκος	album
δίσκος	musikalbum
δίσκος	albumet
δίσκος	skiva
δίσκος	disk
δίσκος	skiva
δίσκος	fack
δίσκος	bricka
δίσκος	brickan
πρωταθλήτρια	förkämpe
πρωταθλήτρια	champion
πρωταθλήτρια	mästare
ροκ	klippan
ροκ	klippa
ροκ	sten
ροκ	rocka
ροκ	rock
αντικείμενα	poster
αντικείμενα	objekt
αντικείμενα	föremål
αντικείμενα	objekt
αντικείμενα	föremål
ενέργειας	energi
ενέργειας	energy
ζώνη	zone
ζώνη	zonen
ζώνη	zon
ζώνη	skärp
ζώνη	bältet
ζώνη	bälte
σύλλογοι	föreningar
σύλλογοι	intresseorganisationer
σύλλογοι	sammanslutningar
σύλλογοι	klöver
σύλλογοι	klubbar
σύλλογοι	klubbor
σύλλογοι	klubbarna
σχέδια	mönster
σχέδια	konstruktioner
σχέδια	designar
σχέδια	planerar
σχέδια	planer
σχέδια	projekt
σχέδια	ritningar
σχέδια	teckningar
χιλιάδες	tusental
χιλιάδες	tusentals
δίκτυο	network
δίκτυο	nätverket
δίκτυο	järnvägsnät
δίκτυο	nätverk
φως	light
φως	ljus
φως	ljust
πραγματικό	real
πραγματικό	verklig
πραγματικό	äkta
πραγματικό	riktigt
πραγματικό	verkligt
πραγματικό	riktig
παραπομπές	hänvisningar
παραπομπές	referenser
μικρές	small
μικρές	små
μικρές	litet
μικρές	liten
πίνακας	bordet
πίνακας	bord
πίνακας	tabell
πίνακας	tavla
πίνακας	målar
πίνακας	målning
απάντηση	svar
απάντηση	besvara
απάντηση	svara
απάντηση	svar
απάντηση	svara
παρόμοια	likartade
παρόμοια	likartat
παρόμοια	liknande
παρόμοια	likartad
απόλυτο	absolut
απόλυτο	absoluta
περιλαμβάνονται	ingår
περιλαμβάνονται	inkluderade
περιλαμβάνονται	inkluderat
περιλαμβάνονται	inkluderad
περιλαμβάνονται	inkluderar
περιλαμβάνονται	innefattar
περιλαμβάνονται	ingår
περιλαμβάνονται	inbegriper
αποκλειστικά	exklusivt
αποκλειστικά	ensamrätt
αποκλειστικά	exklusiva
αποκλειστικά	exklusiv
αποκλειστικά	exklusivt
αποκλειστικά	uteslutande
νότιο	sydlig
νότιο	södra
νότιο	syd
νότιο	söderut
νότιο	söder
νότιο	södra
πολιτικές	politik
πολιτικές	policyer
ανήκε	tillhörde
νόμος	juridik
νόμος	lagen
νόμος	lag
νόμος	law
πράγματα	saker
πράγματα	saker
πράγματα	grejer
οποιαδήποτε	någon
άννα	anna
απλώς	bara
έζησε	levde
έζησε	bodde
έζησε	bott
έζησε	levt
σκηνοθέτης	regissör
σκηνοθέτης	direktören
σκηνοθέτης	direktör
ιαπωνία	japan
σειρές	serier
σειρές	serie
σειρές	serien
σειρές	raderna
σειρές	rader
φον	fawn
φον	vinka
φον	von
ολυμπιακό	olympic
ολυμπιακό	olympiska
εμφανίστηκε	verkade
χαρακτηρίζεται	karakteriseras
χαρακτηρίζεται	kännetecknas
δολάρια	dollar
λίγες	få
λίγες	fåtal
τρόπος	sätt
τρόπος	way
κεντρικό	centrala
κεντρικό	centralen
κεντρικό	central
κεντρικό	centralt
κεντρικό	mellersta
ακαδημίας	akademin
ακαδημίας	academy
ακαδημίας	akademi
πέτυχε	lyckats
πέτυχε	lyckades
βαθμούς	betyg
καταστροφή	katastrof
καταστροφή	katastrofen
καταστροφή	katastrofer
καταστροφή	katastrof
καταστροφή	förstörelse
καταστροφή	förstöring
καταστροφή	destruktion
φύση	natur
φύση	naturen
φύση	nature
ναι	ja
ναι	ja
όργανα	instrument
όργανα	instrumenten
όργανα	institutioner
όργανα	institut
όργανα	institutionerna
τιμές	priserna
τιμές	priser
τιμές	värdena
τιμές	värden
τιμές	värderingar
πίεση	tryck
βασίλισσα	queen
βασίλισσα	drottningen
βασίλισσα	drottning
κόμματα	kommatecken
κόμματα	fester
κόμματα	parter
κόμματα	partier
κόμματα	parterna
χαρακτήρες	tecken
χαρακτήρες	figurer
χαρακτήρες	karaktärer
πολιτικό	politiker
πολιτικό	politisk
πολιτικό	politiska
πολιτικό	politiskt
φιλοσοφία	filosofin
φιλοσοφία	filosofi
συμμετέχει	deltar
χημική	kemisk
χημική	kemikalie
χημική	kemiskt
βίντεο	filmklipp
βίντεο	videon
βίντεο	video
βίντεο	videoklipp
βίντεο	filmklipp
βίντεο	videor
βίντεο	videos
βίντεο	videoklipp
ασίας	asien
ασίας	asia
ίδρυσε	grundats
ίδρυσε	grundat
ίδρυσε	grundades
ίδρυσε	grundad
ίδρυσε	grundade
παλιά	gamla
παλιά	gammal
παλιά	gammalt
μονάδα	unit
μονάδα	enhet
μονάδα	enheten
στρατηγός	allmän
στρατηγός	allmänna
στρατηγός	allmänt
εξαιρετικά	extremt
εξαιρετικά	förträffligt
εξαιρετικά	utmärkt
οικονομικά	ekonomi
ίδρυμα	foundation
ίδρυμα	rf
ίδρυμα	grundande
ίδρυμα	stiftelsen
ίδρυμα	stiftelse
ίδρυμα	institution
ίδρυμα	institutionen
κάποιον	någon
κάποιον	nån
διεύθυνση	direktoratet
διεύθυνση	adress
διεύθυνση	address
υπόλοιπα	vila
υπόλοιπα	balanserar
πάπας	påven
πάπας	påve
πάπας	pope
σταθμό	järnvägsstation
σταθμό	station
σταθμό	stationen
σχετική	relativ
σχετική	relativt
σχετική	relativa
σχετική	släkting
σχετική	relevanta
σχετική	relevant
σχετική	relaterad
σχετική	relaterat
σχετική	släkt
σχετική	närstående
σχετική	relaterade
αρχιτεκτονική	arkitektur
προπονητές	tränare
δραστηριότητα	verksamhet
δραστηριότητα	aktiviteten
δραστηριότητα	aktivitet
τεχνική	teknisk
τεχνική	tekniskt
τεχνική	tekniska
τεχνική	teknik
τεχνική	tekniken
διαμέρισμα	platt
διαμέρισμα	platta
διαμέρισμα	lägenhet
διαμέρισμα	flat
διαμέρισμα	lägenhet
γράμματα	klave
γράμματα	svansar
γράμματα	brev
γράμματα	skrivelser
γράμματα	bokstäver
μακεδονία	makedonien
πιθανώς	troligtvis
πιθανώς	förmodligen
πιθανώς	troligen
πιθανώς	antagligen
πιθανώς	eventuellt
πιθανώς	möjligen
πιθανώς	möjligtvis
ανδρέας	andreas
κάποιοι	några
κάποιοι	vissa
κάποιοι	somliga
εθνικός	nationella
εθνικός	national
εθνικός	nationellt
εθνικός	nationell
υόρκη	york
βασιλική	basilica
βασιλική	kungliga
βασιλική	royal
βασιλική	kunglig
βασιλική	kungligt
μνημείο	landmärke
μνημείο	memorial
μνημείο	monument
τζέιμς	jakob
τζέιμς	james
μονάδες	enheter
είπε	sa
είπε	said
είπε	sade
είπε	sagda
γονείς	föräldrar
γονείς	föräldrars
γονείς	föräldrarna
δημοτική	kommunal
δημοτική	kommunalt
δημοτική	kommunala
μάχες	slagsmål
μάχες	slåss
μάχες	kämpa
μάχες	fighting
μάχες	slagsmål
μάχες	kämpar
μάχες	kämpande
μάχες	strider
μάχες	slag
πολιτικά	politik
πολιτικά	politiker
πολιτικά	politiskt
καθεστώς	status
καθεστώς	ställning
καθεστώς	schema
καθεστώς	regim
καθεστώς	regimen
ρωμαϊκή	roman
ρωμαϊκή	romerska
ρωμαϊκή	romersk
λογική	motivering
λογική	logiska
λογική	logisk
λογική	logiskt
λογική	logiken
λογική	logiska
λογική	logisk
λογική	logiskt
λογική	logik
βυζαντινή	bysantinska
αφρικής	afrikanskt
αφρικής	afrikaner
αφρικής	afrikansk
αφρικής	afrikanska
κριτήρια	kriterier
κριτήρια	kriterierna
άμεσα	direkt
μοναδικό	unik
μοναδικό	unika
μοναδικό	unikt
δικαιωμάτων	rättigheter
ακολούθησαν	följs
ακολούθησαν	följde
ακολούθησαν	följt
εσωτερικών	invändigt
εσωτερικών	inre
εσωτερικών	interiör
κατακτήσει	erövra
όρια	gränser
όρια	gräns
όρια	begränsa
όρια	gränsvärde
όρια	gränsvärden
όρια	begränsningar
όρια	gränser
λύση	lösning
φυσικό	naturlig
φυσικό	naturliga
φυσικό	natural
φυσικό	naturligt
συνθέτης	låtskrivare
συνθέτης	kompositör
αίγυπτο	egypten
τρέχουσα	aktuell
τρέχουσα	nuvarande
τρέχουσα	aktuellt
τρέχουσα	aktuella
κώδικα	code
κώδικα	kod
αέρα	air
αέρα	luft
εύκολα	enkelt
εύκολα	lätt
δήλωσε	förklarade
δήλωσε	deklarerat
δήλωσε	deklarerade
ακαδημία	akademin
ακαδημία	academy
ακαδημία	akademi
πτώση	nedgång
πτώση	faller
πτώση	sjunkande
πτώση	fallande
πτώση	drop
πτώση	droppe
πτώση	släpp
πτώση	hösten
πτώση	faller
πτώση	fall
πτώση	ramla
πτώση	höst
πτώση	falla
ζαν	jean
ζαν	jeanne
κτίριο	building
κτίριο	byggnad
κτίριο	bygga
προσωπικό	personlig
προσωπικό	personliga
προσωπικό	personligt
προσωπικό	personal
προσωπικό	personalen
προσωπικό	personal
προσωπικό	personalen
αυστραλία	australien
κίνα	china
κίνα	kina
επαρχίες	provinserna
επαρχίες	provinser
παίκτης	player
παίκτης	spelaren
παίκτης	spelare
κοινωνική	socialt
κοινωνική	sociala
κοινωνική	social
φεβρουάριο	februari
πολιτεία	stat
πολιτεία	statliga
πολιτεία	delstat
πολιτεία	statligt
μυθιστόρημα	novell
μυθιστόρημα	romanen
μυθιστόρημα	roman
μυθιστόρημα	påhitt
μυθιστόρημα	fiction
μυθιστόρημα	fiktion
αεροδρόμιο	flygplats
αεροδρόμιο	flygplatsen
αεροδρόμιο	airport
αεροδρόμιο	flygplats
κατοχή	innehav
κατοχή	besittning
κατοχή	yrke
κατοχή	ockupationen
κατοχή	ockupation
αμερικανική	american
αμερικανική	amerikan
αμερικανική	amerikanskt
αμερικανική	amerikansk
αμερικανική	amerikanska
πιθανόν	troligtvis
πιθανόν	förmodligen
πιθανόν	troligen
πιθανόν	antagligen
πιθανόν	eventuellt
πιθανόν	möjligen
πιθανόν	möjligtvis
λεξικό	lexikon
λεξικό	ordbok
λεξικό	ordlista
λεξικό	lexikon
πλειοψηφία	majoriteten
πλειοψηφία	majoritet
νόμο	juridik
νόμο	lagen
νόμο	lag
νόμο	law
ζώα	djur
ζώα	boskap
συμβόλαιο	kontraktet
συμβόλαιο	kontrakt
σενάριο	manus
σενάριο	scenariot
σενάριο	scenario
σενάριο	manus
σενάριο	skript
ενάντια	emot
ενάντια	mot
περαιτέρω	vidare
περαιτέρω	ytterligare
επαφή	kontakt
επαφή	kontakta
μπλε	blå
μπλε	blue
μπλε	blåa
μπλε	blått
εργασίες	arbete
εργασίες	work
εργασίες	arbeta
εργασίες	jobba
εργασίες	arbetstillfällen
εργασίες	arbeten
εργασίες	jobb
ολόκληρη	hel
ολόκληρη	hela
δήμαρχος	borgmästaren
δήμαρχος	borgmästare
κινδύνου	riskera
κινδύνου	risk
κινδύνου	risker
κινδύνου	fara
κινδύνου	hazard
ρόμπερτ	robert
σταδιακά	gradvis
σταδιακά	successivt
σταδιακά	successivt
επίσημο	tjänsteman
επίσημο	officiell
επίσημο	officiellt
επίσημο	officiella
επίσημο	formella
επίσημο	formell
επίσημο	formellt
οικονομία	ekonomi
οικονομία	sparsamhet
οικονομία	ekonomin
οικονομία	ekonomi
βιβλιογραφία	bibliografi
κρήτη	kreta
πλήρη	fulla
πλήρη	fullständig
πλήρη	full
πλήρη	fullt
πλήρη	kompletta
πλήρη	fullständigt
πλήρη	slutför
πλήρη	komplett
πλήρη	fullständig
λεζάντα	bildtext
ανάγκη	behov
ανάγκη	behöver
προϊόντα	produkterna
προϊόντα	produkter
σημειώσεις	sedlar
σημειώσεις	anteckningar
σημειώσεις	noterar
σημειώσεις	anmärkningar
σημειώσεις	noter
γνώμη	yttrande
γνώμη	yttrandet
γνώμη	opinion
καλλιτέχνες	artister
καλλιτέχνες	artister
καλλιτέχνες	konstnärer
ισχύει	giltigt
ισχύει	giltiga
ισχύει	giltig
ισχύει	gäller
οδηγεί	leads
οδηγεί	leder
οδηγεί	ledande
συμβαίνει	händer
ρώμης	rome
ρώμης	rom
πλήθος	folkmassor
πλήθος	publiken
πλήθος	publik
πλήθος	folkmassa
ιερά	fy
ιερά	heliga
ιερά	helig
ιερά	helige
ιερά	heligt
ιερά	heliga
ιερά	helig
ιερά	heligt
πόλεων	städer
πόλεων	orter
πόλεων	resmål
πόλεων	städerna
ηγεσία	ledarskap
συνδυασμό	kombinationen
συνδυασμό	kombination
συνάρτηση	funktion
συνάρτηση	funktionen
συνάρτηση	befattning
αξία	värde
μάζα	massa
μάζα	mässan
μάζα	mässa
μάζα	mass
φράση	fras
φυσικής	fysik
ειρήνη	frid
ειρήνη	freden
ειρήνη	peace
ειρήνη	fridens
ειρήνη	fred
προσπάθησε	testa
προσπάθησε	försök
προσπάθησε	prova
προσπάθησε	pröva
φωνή	röst
φωνή	voice
οικογένειες	familjer
παοκ	paok
εντολή	command
εντολή	kommando
εντολή	kommandot
εντολή	mandatperiod
εντολή	mandat
εντολή	mandatet
γάλλοι	fransk
γάλλοι	franska
γάλλοι	franskt
γάλλοι	fransmän
γάμο	äktenskap
γάμο	äktenskapet
γάμο	giftermål
γάμο	bröllop
θρησκεία	religion
επιτρέπει	tillåter
επιτρέπει	möjliggör
παρέχει	tillhandahålla
παρέχει	tillhandahåller
παρέχει	tillhandahåller
αδελφός	broder
αδελφός	bror
ζήτησε	efterfrågade
ζήτησε	begärt
ζήτησε	begärda
ζήτησε	begärd
ζήτησε	begärde
ζήτησε	frågat
ζήτησε	tillfrågad
ζήτησε	frågade
επιρροή	påverkan
επιρροή	inflytande
επιρροή	påverka
κατάκτηση	erövringar
κατάκτηση	erövring
κατάκτηση	erövra
υπέγραψε	undertecknad
υπέγραψε	undertecknade
υπέγραψε	signerad
υπέγραψε	undertecknat
υπέγραψε	signerat
σοβιετική	sovjetiska
σοβιετική	sovjetisk
σοβιετική	sovjet
αντιδράσεις	reaktioner
συγγραφέα	writer
συγγραφέα	skribent
συγγραφέα	författare
συγγραφέα	författaren
συγγραφέα	upphovsman
συγγραφέα	författare
κερδίσει	win
κερδίσει	vinst
κερδίσει	vinna
κερδίσει	vinn
παγκοσμίως	världsomfattande
παγκοσμίως	världsomspännande
μακριά	iväg
μακριά	bort
μακριά	away
βασικό	grundläggande
βασικό	basic
προσπάθειες	insatser
προσπάθειες	ansträngningar
κρίση	domen
κρίση	omdöme
κρίση	kriser
κρίση	krisen
κρίση	kris
περ	ca
περ	per
περιγραφή	beskrivning
πύλη	gate
πύλη	grind
πύλη	portal
πύλη	portalen
πύλη	gateway
ανακοίνωσε	meddela
ανακοίνωσε	tillkännage
ανακοίνωσε	tillkännagav
ανακοίνωσε	meddelat
ανακοίνωσε	meddelade
ανακοίνωσε	aviserat
ελ	elle
μήνυμα	budskap
μήνυμα	meddelande
βαθμολογία	betyg
βαθμολογία	score
βαθμολογία	poäng
βαθμολογία	poäng
προκάλεσε	provocerade
προκάλεσε	framkallat
προκάλεσε	orsakade
προκάλεσε	orsakat
προκάλεσε	utmanade
μεγαλύτερος	äldre
μεγαλύτερος	större
μεγαλύτερος	större
γεννημένος	född
γεννημένος	born
γεννημένος	födda
μοναστήρι	klostret
μοναστήρι	kloster
μοναστήρι	klostret
μοναστήρι	kloster
δραστηριότητες	verksamheter
δραστηριότητες	verksamhet
δραστηριότητες	aktiviteter
χίτλερ	hitlers
χίτλερ	hitler
γραμματέας	sekreteraren
γραμματέας	sekreterare
περιέχουν	innehålla
περιέχουν	innehåller
ελευθερία	friheten
ελευθερία	frihet
ελευθερία	freedom
ελευθερία	liberty
ελευθερία	frihet
ταξίδι	travel
ταξίδι	resa
ταξίδι	resor
ταξίδι	resande
ταξίδι	färd
ταξίδι	resa
ταξίδι	resan
ταξίδι	resa
μοναδική	unik
μοναδική	unika
μοναδική	unikt
ακτή	shore
ακτή	strand
ακτή	kusten
ακτή	kust
ακτή	coast
αρχαιότητα	tjänstgöringstid
αρχαιότητα	antiken
ομοσπονδίας	federationen
ομοσπονδίας	federation
ιδιότητα	fastighet
ιδιότητα	egenskap
ιδιότητα	fastigheter
ιδιότητα	egendom
πλήρως	fullt
μελέτες	undersökningar
μελέτες	studier
ήθελε	sökes
ντεμπούτο	debut
χέρι	arm
χέρι	armen
χέρι	handen
χέρι	hand
μέθοδος	metoden
μέθοδος	metod
στρατεύματα	trupp
στρατεύματα	trupper
στούντιο	studios
στούντιο	studio
στούντιο	ateljé
στούντιο	studion
κάρολος	charles
κάρολος	karl
πέτρος	petrus
πέτρος	peter
πέτρος	petros
επιστημονική	vetenskapligt
επιστημονική	vetenskapliga
επιστημονική	vetenskaplig
άνοδο	anod
μέτωπο	front
μέτωπο	främre
μέτωπο	framsidan
μέτωπο	fram
μέτωπο	framsida
μέτωπο	pannan
μέτωπο	panna
ουσία	substans
ουσία	ämne
δούκα	hertig
δούκα	duke
ρεύμα	aktuell
ρεύμα	nuvarande
ρεύμα	aktuellt
ρεύμα	aktuella
τίποτα	ingenting
τίποτα	inget
παναθηναϊκός	panathinaikos
δίκαιο	juridik
δίκαιο	lagen
δίκαιο	lag
δίκαιο	law
δίκαιο	mässa
δίκαιο	rättvist
δίκαιο	rättvis
εταιρία	sällskap
εταιρία	bolag
εταιρία	företag
εταιρία	företaget
ναυτικό	flotta
ναυτικό	navy
ναυτικό	flottan
ναυτικό	marinen
ανεξαρτησία	självständighet
ανεξαρτησία	oberoende
ανεξαρτησία	självständigt
ανεξαρτησία	oavhängighet
ανεξαρτησία	independence
επιστήμη	vetenskap
επιστήμη	naturvetenskap
επιστήμη	vetenskapen
θεραπεία	bota
θεραπεία	botar
θεραπεία	botemedel
θεραπεία	kur
θεραπεία	behandling
θεραπεία	terapi
θεραπεία	behandling
θεραπεία	behandlingen
θεραπεία	behandla
μόνος	ensamt
μόνος	ensam
μόνος	ensamma
στάση	inställning
στάση	attityd
στάση	hållningen
στάση	hållning
πάπα	påven
πάπα	påve
πάπα	pope
χάρτης	karta
χάρτης	kartlägga
χάρτης	kartan
μοντέλα	modeller
μοντέλα	modellerna
μοντέλα	förlagor
σχόλιο	kommentera
σχόλιο	kommentar
νομό	county
νομό	länet
νομό	län
μόνη	ensamt
μόνη	ensam
μόνη	ensamma
οθωμανική	ottomanska
απελευθέρωση	frigörande
απελευθέρωση	frisläppande
απελευθέρωση	utgåva
απελευθέρωση	släpp
απελευθέρωση	release
απελευθέρωση	släppa
απελευθέρωση	frigörelse
απελευθέρωση	befrielse
απελευθέρωση	liberalisering
απελευθέρωση	avreglering
σύγκρουση	impact
σύγκρουση	effekter
σύγκρουση	inverkan
σύγκρουση	påverkan
σύγκρουση	sammanstötning
σύγκρουση	kollision
σύγκρουση	krock
σύγκρουση	konflikten
σύγκρουση	konflikter
σύγκρουση	konflikt
μαθητές	studenter
μαθητές	studerande
μαθητές	elever
μαθητές	pupiller
μαθητές	elever
ασφαλείας	säkerhet
ασφαλείας	säkerheten
ασφαλείας	trygghet
σούπερ	super
τραγουδιστής	singer
τραγουδιστής	sångare
τραγουδιστής	sångerska
τραγουδιστής	sångare
πρόσβαση	åtkomst
πρόσβαση	tillgång
πρόσβαση	tillträde
ηπείρου	epirus
ηπείρου	världsdel
ηπείρου	kontinent
ηπείρου	kontinenten
παίζει	pjäser
παίζει	spelar
παίζει	leker
παίζει	spelar
παίζει	spela
παίζει	leka
θεός	gud
ελέγχου	control
ελέγχου	kontroll
ελέγχου	kontrollera
ελέγχου	bestämmande
ευκαιρία	chance
ευκαιρία	slumpen
ευκαιρία	chans
ευκαιρία	tillfälle
ευκαιρία	möjlighet
ινστιτούτο	institute
ινστιτούτο	institut
ινστιτούτο	institutet
τάση	trend
τάση	tendens
τάση	trenden
τάση	spänning
τάση	tendens
τάση	benägenhet
περιοδεία	tour
περιοδεία	turné
περιοδεία	rundtur
περιοδεία	touring
περιοδεία	turnera
ειδική	speciellt
ειδική	särskild
ειδική	speciell
ειδική	särskilda
ειδική	speciella
βασίλης	vasilis
βασίλης	tomte
βασίλης	claus
βασίλης	vassilis
εκτέλεση	verkställa
εκτέλεση	kör
εκτέλεση	utför
εκτέλεση	avrätta
εκτέλεση	avrättning
εκτέλεση	verkställande
εκτέλεση	utförande
παίρνει	tar
ανατολή	östra
ανατολή	österut
ανατολή	öst
ανατολή	öster
ανατολή	orienten
ανατολή	soluppgång
ανατολή	soluppgången
σταθερά	konstanta
σταθερά	konstant
σταθερά	fixerad
σταθερά	fasta
σταθερά	åtgärdat
σταθερά	fast
σταθερά	fixat
σταθερά	stadig
σταθερά	stadigt
σταθερά	stabil
σταθερά	stabila
σταθερά	stall
σταθερά	stallet
σταθερά	stabilt
κεφάλι	head
κεφάλι	huvud
κεφάλι	huvudet
πλάτος	latitud
πλάτος	bredd
πλάτος	bredd
εγκαταστάθηκε	installerat
εγκαταστάθηκε	installerats
εγκαταστάθηκε	installerade
εγκαταστάθηκε	installerad
ιστορικός	historiskt
ιστορικός	historisk
ιστορικός	historiska
ιστορικός	historiker
ιστορικός	historiskt
ιστορικός	historisk
ιστορικός	historiska
νύχτα	natten
νύχτα	night
νύχτα	kväll
νύχτα	natt
μάικλ	mikael
μάικλ	michael
συνέδριο	konferensen
συνέδριο	konferens
μπάσο	bas
μπάσο	bass
απόδοση	effektiviteten
απόδοση	verkningsgrad
απόδοση	effektivitet
απόδοση	avkastning
απόδοση	föreställning
απόδοση	performance
απόδοση	resultat
απόδοση	prestanda
επεισόδιο	avsnitt
επεισόδιο	episod
κτίρια	fastigheter
κτίρια	byggnaderna
κτίρια	byggnader
ελεύθερη	gratis
ελεύθερη	fri
ελεύθερη	free
ελεύθερη	ledig
ελεύθερη	fritt
ελεύθερη	fria
εντελώς	helt
εντελώς	fullständigt
εντελώς	helt
παπανδρέου	papandreou
άλλαξε	förändrad
άλλαξε	ändrat
άλλαξε	bytt
άλλαξε	byttes
άλλαξε	förändrats
άλλαξε	ändrats
ποταμός	river
ποταμός	floden
ποταμός	flod
υπόλοιπο	balansera
υπόλοιπο	jämvikt
υπόλοιπο	balans
υπόλοιπο	behållning
υπόλοιπο	återstoden
υπόλοιπο	återstående
υπόλοιπο	resterande
χρυσή	golden
χρυσή	gyllene
μαθήματα	lärdomar
μαθήματα	lektioner
μαθήματα	banor
μαθήματα	kurser
μαθήματα	klasser
μαθήματα	klasserna
μαθήματα	lektioner
ιταλική	italienare
ιταλική	italienska
ιταλική	italienskt
ιταλική	italiensk
παραδείγματα	exempel
ηγέτης	ledaren
ηγέτης	ledare
ηγέτης	leader
ιταλός	italienare
ιταλός	italienska
ιταλός	italienskt
ιταλός	italiensk
πολίτες	invånare
πολίτες	medborgare
πολίτες	medborgarna
ιερό	fy
ιερό	heliga
ιερό	helig
ιερό	helige
ιερό	heligt
ιερό	heliga
ιερό	helig
ιερό	heligt
πόδια	fot
πόδια	fötterna
πόδια	fötter
πόδια	legs
πόδια	benen
πόδια	ben
πολιορκία	belägring
πολιορκία	belägringen
τίτλους	rubriker
τίτλους	titlar
αρχικό	ursprungligt
αρχικό	initial
αρχικό	ursprunglig
αρχικό	inledande
αρχικό	ursprungliga
αρχικό	ursprungligt
αρχικό	originellt
αρχικό	original
αρχικό	ursprunglig
επίπεδα	nivåerna
επίπεδα	nivåer
τηλεόραση	tv
τηλεόραση	television
τηλεόραση	televisionen
χρήστος	christos
λευκό	vita
λευκό	white
λευκό	vit
λευκό	vitt
μικρός	small
μικρός	små
μικρός	litet
μικρός	liten
περιόδους	perioder
μισό	halvt
μισό	half
μισό	hälften
μισό	halva
μισό	halv
λέξεις	ord
δούκας	hertig
δούκας	duke
μουσικά	musikaliskt
γωνία	corner
γωνία	hörn
γωνία	hörna
γωνία	hörnet
γωνία	vinkeln
γωνία	vinkel
δεκαετίες	årtionden
δεκαετίες	decennier
κανάλι	canal
κανάλι	kanal
κανάλι	kanalen
κανάλι	kanal
κανάλι	channel
