pablo	pablo
caldeiro	vödör
paulo	paulo
atopaba	volt
atopaba	találni
atopaba	megtalálni
bandas	bandák
delincuencia	bűnözés
delincuencia	bűn
delincuencia	bűntény
delincuencia	bűncselekmény
delincuencia	bűncselekmények
capa	álcázó
capa	köpeny
permitirei	will
permitirei	fog
permitirei	akarat
permitirei	nem
permitirei	engedd
permitirei	nyert
iii	iii
levareite	vedd
levareite	te
prométocho	ígéret
prométocho	te
virei	gyere
choras	te
choras	sírni
choras	sírok
choras	sír
choras	sírás
choras	sírj
choras	sír
choras	sírás
pagalo	fizess
pagalo	fizetni
pagalo	fizet
pagalo	fizetés
pagalo	for
municipal	önkormányzati
peste	járvány
peste	pestis
peste	pest
estrañas	különös
estrañas	furcsa
representantes	képviselői
representantes	képviselők
representantes	küldöttek
envexa	irigység
envexa	irigy
vente	gyere
mel	nászút
mel	méz
cuartel	főhadiszállás
cuartel	székhely
cuartel	barakk
mineiros	bányászok
coide	nézd
coide	vedd
coide	gondoskodás
coide	érdekel
culler	kanál
culler	kanalat
culler	kanállal
disparan	lőni
disparan	lő
disparan	tűz
fianza	óvadék
mantas	takaró
entendiches	értem
pálida	fakó
pálida	halvány
pálida	sápadt
continúe	folytasd
continúe	folytatás
fresca	frissen
fresca	friss
fresca	király
fresca	menő
alice	alice
volverás	te
volverás	újra
las	az
honrado	megtisztelő
honrado	megtiszteltetés
honrado	becsületes
honrado	őszinte
braun	braun
levarei	vedd
serpe	kígyó
serpe	snake
serpe	kígyó
valen	érdemes
valen	megéri
valen	worth
proletarios	proletariátus
strand	strand
garrett	garrett
víchelo	láttam
víchelo	látta
víchelo	fűrész
víchelo	őt
víchelo	neki
víchelo	te
walter	walter
bebo	igyál
bebo	ital
bebo	igy
dicides	mondd
dicides	te
paras	te
abundancia	bőséges
abundancia	bőség
pelota	bál
pelota	labdát
pelota	golyó
pelota	labda
pelota	ball
pagaron	fizetve
pagaron	fizetett
pagaron	kifizetett
chamaches	te
chamaches	hívott
cheminea	kémény
peggy	peggy
criticar	kritizálni
semellas	te
semellas	nézd
estragar	tönkre
debiches	te
debiches	van
debiches	kéne
debiches	kellene
debiches	kell
patrulla	járőrök
patrulla	járőr
patrulla	őrjárat
£	negyedév
£	negyed
£	millió
salta	ugorj
salta	ugrás
rematará	befejezés
rematará	vége
rematará	vég
rematará	will
rematará	fog
rematará	akarat
traidores	árulók
alabama	alabama
desexas	te
desexas	akarsz
desexas	akar
desexas	akarod
desexas	akarom
milicia	milícia
morrese	meghalt
norton	norton
serea	robbantani
chamando	hívás
chamando	hív
prepara	te
gustouche	tette
gustouche	te
gustouche	mint
gustouche	like
gustouche	tetszik
comerciantes	kereskedők
comerciantes	kereskedők
arrestado	letartóztatott
arrestado	letartóztatták
varón	férfi
varón	hím
varón	fiú
probábel	valószínű
probábel	valószínűleg
probábel	valószínűtlen
giuseppe	giuseppe
indio	indián
indio	indiai
liras	líra
berce	bölcső
traficante	kereskedő
traficante	osztó
benditos	áldott
benditos	hogyan
boden	boden
estuardo	stuart
reféns	túszokat
reféns	túszok
dios	isten
dios	szakét
dios	kedvéért
dios	jézus
frota	flotta
celoso	féltékeny
celoso	irigy
serventes	szolgák
seo	seo
punishment	büntetés
mercadorías	árucikkek
mercadorías	árucikk
mercadorías	áruk
mercadorías	árucikkek
mercadorías	áruk
mercadorías	javak
mercadorías	áru
anano	törpe
anano	férfi
anano	ember
gueto	gettóban
gueto	gettó
drummer	dobos
esmeralda	esmeralda
mali	mali
mali	vissza
daenerys	daenerys
dorne	dorne
impulso	pulzus
impulso	impulzus
dígolles	mondd
dígolles	te
clínicas	klinikák
clínicas	klinikai
rifles	puskák
lombo	vissza
parei	leállt
parei	megállt
procedemento	eljárás
custo	költség
custo	költségek
aforros	megtakarítás
aforros	megtakarítások
previr	megelőzni
previr	megelőzése
chiste	vicc
chiste	poén
chiste	tréfa
tigre	tigris
tigre	tiger
crecen	ők
crecen	idősebbek
crecen	öregebb
crecen	idősebb
crecen	régebbi
cáncer	rákos
cáncer	rák
empezan	ők
empezan	start
empezan	kezdés
empezan	kezdeni
conectados	kapcsolódott
conectados	kapcsolt
conectados	összekapcsolt
conectados	kapcsolatban
tradución	fordítás
pintar	festés
pintar	festék
colectivo	kollektív
instintos	ösztön
básicos	alap
básicos	alapvető
alimentación	étel
alimentación	élelem
alimentación	élelmiszerek
alimentación	táplálék
alimentación	élelmiszer
alimentación	ruházata
alimentación	ruhák
alimentación	ruházat
alimentación	ruha
loitas	küzd
loitas	harc
loitas	harcolni
bunker	bunker
favorito	kedvenc
favorito	kedvencem
básico	alap
básico	alapvető
camboxa	kambodzsa
defensores	védők
axencias	hivatalok
axencias	ügynökségek
axencias	ügynökség
pausa	szünet
celas	sejtek
celas	cellák
alfombra	szőnyeg
alfombra	szőnyegen
alfombra	szőnyeg
botarlle	vedd
visións	látomás
visións	látomások
reacciona	reagál
conceptos	fogalmak
conceptos	elképzelések
xenéticas	gén
xenéticas	gene
xenéticas	genetikai
xenéticas	genetikus
asociados	kapcsolódó
asociados	társult
asociados	with
confuso	zavarodott
confuso	zavart
confuso	zavaros
confuso	vesztett
confuso	elveszett
confuso	lost
empregar	használat
empregar	használata
empregar	felhasználás
empregar	használni
oposición	ellenzéki
oposición	ellenzék
mecánica	mechanikai
mecánica	mechanikus
agochados	elbújt
agochados	bujkál
agochados	elrejtve
agochados	rejtett
agochados	elrejtett
pesados	heavy
pesados	súlyos
pesados	nehéz
buraco	lyuk
buraco	gödör
chamámoslle	hívás
chamámoslle	hívd
inevitable	elkerülhetetlen
elevado	high
elevado	magas
elevado	magasan
direccións	irány
direccións	irányba
situacións	helyzetekben
situacións	helyzetek
odia	utálom
odia	gyűlölet
odia	utál
odia	utálja
susan	susant
susan	susan
facerte	te
continúan	és
continúan	folytasd
continúan	folytatás
mundiais	világ
mundiais	world
mundiais	vilag
prioridade	prioritás
prioridade	elsőbbséget
descuberto	felfedezte
descuberto	felfedezett
pensabamos	hittem
pensabamos	gondoltam
pensabamos	gondolat
revistas	magazin
revistas	tár
revistas	újság
revistas	magazinok
revistas	magazinokat
mentras	miközben
mentras	mialatt
mentras	míg
mentras	amíg
bocas	szájukat
distinguir	különbséget
distinguir	mondd
lagos	lagos
lagos	tavak
recentes	nemrég
recentes	legutóbbi
funcione	munkahelyi
funcione	munka
certificado	tanúsítványok
certificado	igazolás
certificado	tanúsítvány
certificado	tanúsítványt
certificado	bizonyítvány
pipa	cső
pipa	pipa
conversas	beszélgetések
radical	radikális
obesidade	elhízás
cuando	mikor
cuando	amikor
cadrado	square
cadrado	szögletes
cadrado	négyzetes
cadrado	tér
cadrado	négyzet
prosperidade	jólét
exilio	száműzetés
exilio	száműzött
palma	palm
relativamente	viszonylag
cordas	szálat
gráficos	grafika
gráficos	grafikus
órganos	szervei
órganos	szervek
decatarse	hirdetmény
decatarse	értesítés
decatarse	közlemény
decatarse	észre
penicilina	penicillin
comunicarse	kommunikálni
apple	almás
apple	alma
apple	apple
funcións	funkciók
funcións	feladatok
modernos	modern
modernos	korszerű
colonial	gyarmati
exceso	től
exceso	tól
exceso	from
exceso	többlet
ostras	osztriga
ostras	osztrigát
ostras	morzsa
vermellas	piros
vermellas	piroska
vermellas	vörös
ocupados	elfoglalt
avanzada	fejlett
avanzada	haladó
avanzada	előrehaladott
cascos	sisakot
cascos	sisak
darvos	te
darvos	mint
darvos	like
darvos	tetszik
botóns	gombokat
botóns	gomb
botóns	gombok
interésame	érdeklődő
interésame	érdekel
interésame	érdekelt
interésame	érdekelne
interésame	érdeklődni
afirmación	nyilatkozat
afirmación	nyilatkozata
afirmación	kimutatás
afirmación	állítás
afirmación	kijelentés
afirmación	megerősítés
emocionado	izgatott
champaña	pezsgőt
champaña	pezsgő
lanzou	dobta
inda	még
nalgo	valami
nalgo	valamit
chamaría	volna
chamaría	lenne
chamaría	hívás
chamaría	hívd
austria	ausztria
agricultura	mezőgazdasági
agricultura	mezőgazdaság
unidas	united
unidas	egyesült
unidas	együtt
ratos	egerek
ratos	patkányok
dispoñible	elérhető
dispoñible	rendelhető
plataforma	platform
celebración	ünnep
celebración	ünneplés
celebración	ünnepség
soubera	tudtam
soubera	tudta
provén	jön
provén	től
provén	tól
provén	from
namorada	szeretettel
namorada	love
namorada	szeretet
namorada	szerelem
namorada	with
ademáis	amellett
ademáis	azonkívül
ademáis	emellett
enfadado	dühös
enfadado	mérges
enfadado	őrült
enfadado	mad
enviado	elküldött
enviado	elküldve
enviado	küldött
demasiadas	is
demasiadas	túl
demasiadas	sok
demasiadas	sokan
dígoo	csak
impórtalle	gondoskodás
impórtalle	érdekel
impórtalle	te
impórtalle	elme
evidencias	bizonyíték
evidencias	bizonyítékok
preocupados	aggódom
preocupados	aggódik
preocupados	kb
preocupados	nagyjából
preocupados	körülbelül
secundaria	high
secundaria	magas
secundaria	magasan
secundaria	iskolában
secundaria	iskola
secundaria	suli
secundaria	középfokú
secundaria	másodlagos
primas	alapanyagok
primas	anyagok
irlanda	írország
seguín	ment
seguín	követett
seguín	követte
seguín	tartott
seguín	tartotta
seguín	megtartotta
seguín	megtartott
mercou	megvásárolt
mercou	vásárolt
mercou	vett
mercou	vettem
escritores	írók
universidades	egyetemek
universidades	university
universidades	egyetem
ridícula	nevetséges
podre	romlott
podre	rohadt
calcetíns	zoknit
calcetíns	zokni
buscamos	for
buscamos	néz
buscamos	keresem
anual	éves
anual	évente
avances	előleg
partidos	bulik
partidos	pártok
partidos	felek
partidos	partik
partidos	gyufa
partidos	egyezés
partidos	egyezik
necesarias	szükségesek
necesarias	szükséges
delicado	kényes
ofrecerlle	ajánlat
ofrecerlle	ajánlatot
durmas	aludni
durmas	aludj
durmas	alvás
durmas	ébren
repito	ismétlés
repito	vége
repito	át
crían	hittem
crían	hitte
crían	ők
crían	hiszem
crían	higgy
atoparse	találkozni
atoparse	találkozó
mensaxeiro	futár
mensaxeiro	hírnök
mensaxeiro	messenger
respiro	szünet
respiro	törés
respiro	lélegzet
respiro	pihenés
respiro	többi
respiro	pihenő
controla	ellenőrzések
combustible	tüzelőanyag
combustible	üzemanyag
crendo	hiszem
crendo	higgy
crendo	gondolkodás
crendo	gondolkodik
crendo	gondolkodom
crendo	gondolkodó
crendo	hinni
adoitaban	használt
adoitaban	felhasznált
adoitaban	ők
alexander	sándor
alexander	alexander
mortalidade	mortalitás
mortalidade	halál
accidentes	véletlenek
accidentes	balesetek
accidentes	baleset
inclúe	tartalmazza
seco	szárazon
seco	száraz
materias	nyersen
materias	nyers
misericordioso	kegyes
misericordioso	könyörületes
misericordioso	irgalmas
xesucristo	jézus
xesucristo	krisztus
tradicións	hagyományok
tradicións	hagyomány
tradicións	tradíció
tradicións	hagyomány
alcohol	alkoholos
alcohol	alkoholt
alcohol	alkohol
insectos	rovarok
túnel	alagút
duelo	párbaj
mares	tengeren
mares	tengeri
mares	tenger
mares	tengerek
vivas	élni
vivas	élő
viaxando	utazás
viaxando	utazik
viaxando	utazó
artística	irány
artística	irányba
marxe	terem
marxe	szoba
sigamos	engedd
resolución	állásfoglalás
resolución	határozat
resolución	felbontás
ensinou	tanított
cegos	vakon
cegos	vak
cegos	vakok
feixe	kupac
feixe	halom
feixe	sok
feixe	tétel
rexistros	feljegyzések
rexistros	records
rexistros	nyilvántartások
rexistros	nyilvántartás
focas	fókák
globo	léggömb
globo	lufi
choraba	sírni
choraba	sírok
choraba	sír
choraba	sírás
choraba	sírt
continuou	folyamatos
continuou	folytatása
continuou	folytatta
continuou	folytatás
continuou	folytatódott
continuou	és
elefante	elefánt
elefante	elefántok
elefante	elefántok
elefante	elefánt
golf	golf
sétimo	hetedik
creceu	megnőtt
creceu	nőtt
creceu	ott
venden	ők
venden	eladás
empresarios	üzletemberek
camas	ágyak
camas	ágy
atopara	volt
atopara	találkozott
atopara	met
atopara	találkoztunk
atopara	találkoztam
dixestes	te
dixestes	said
dixestes	mondta
bonecas	babák
bonecas	babákat
evento	esemény
evento	rendezvény
festival	fesztivál
determinación	meghatározás
determinación	meghatározása
chamaron	telefonált
chamaron	ők
chamaron	hívott
brasil	brazília
afeita	használt
afeita	felhasznált
afeita	te
ilusións	illúzió
ilusións	illúziók
tiran	dob
tiran	dobd
tiran	dobás
tiran	ők
separar	különálló
separar	elkülönített
separar	külön
arriscar	kockázat
arriscar	kockázatos
pito	tyúk
pito	csirke
pito	cigi
pito	cigaretta
censura	cenzúra
crianzas	gyerekek
crianzas	gyermekeknek
crianzas	gyermek
crianzas	gyermekek
montes	hegység
montes	hegyek
chamados	hívott
proveito	néhány
cualificación	besorolás
cualificación	minősítés
cualificación	minősítési
obstante	mindamellett
obstante	mindazonáltal
obstante	azonban
insultar	sértés
insultar	sértő
liberal	liberális
descoñecidos	idegenek
stewart	stewart
perdera	vesztett
perdera	elveszett
perdera	lost
perdera	volt
escuros	mély
escuros	sötét
internacionais	international
internacionais	nemzetközi
socio	társ
socio	partner
socio	társa
socio	társam
socio	munkatárs
socio	társult
extrema	szélsőséges
extrema	extrém
esquecido	elfeledett
esquecido	elfelejtett
escoitarme	figyelsz
escoitarme	hallani
rabia	düh
rabia	harag
rabia	dühöt
rabia	haragot
rabia	düh
rabia	harag
rabia	ki
caros	drágák
caros	drága
católica	katolikus
católica	katolikusok
sacrificar	áldozat
sacrificar	áldozatot
sacrificar	feláldozni
apropiado	helyénvaló
apropiado	megfelelő
apropiado	volna
apropiado	lenne
carreta	fantom
carreta	szekér
carreta	kosár
carreta	kocsit
deberá	kell
buscaba	volt
buscaba	néz
buscaba	keresem
buscaba	for
dubido	kétely
dubido	kétséges
dubido	kétség
dubido	kétségek
suor	izzadság
merca	vegyél
merca	venni
merca	vásárol
merca	megvásárolni
merca	vesz
merca	megveszi
atraso	későn
atraso	késő
atraso	késve
copas	italok
copas	italt
copas	iszik
copas	ital
pasase	megtörtént
pasase	történt
recto	egyenesen
recto	egyenes
saúda	mondd
saúda	helló
saúda	hello
prusianos	poroszok
caramba	gyere
falabamos	kb
falabamos	nagyjából
falabamos	körülbelül
falabamos	beszélt
falabamos	beszéltem
abrazo	ölelés
contarllo	mondd
contarllo	őt
contarllo	neki
escríbeme	írj
escríbeme	írni
escríbeme	írjon
escríbeme	írja
dicircho	mondd
dicircho	te
veo	fátyol
chámao	hívás
chámao	hívd
chámao	őt
chámao	neki
parécelle	te
prefires	te
prefires	inkább
bicar	csók
bicar	puszi
bicar	kiss
sirvo	szolgálni
lotaría	sorsolás
lotaría	lottó
inspección	vizsgálat
inspección	ellenőrzési
inspección	ellenőrzés
inspección	kollégium
máximo	legfeljebb
máximo	maximum
máximo	maximális
cambiaches	te
cambiaches	haven
cambiaches	megváltozott
cambiaches	változott
cambiaches	változás
cambiaches	változtatás
cambiaches	megváltozott
cambiaches	változások
almorzar	reggeli
almorzar	reggelit
almorzar	ebéd
liscou	bal
liscou	balra
interesan	érdeklődés
interesan	kamat
interesan	érd
interesan	kamatok
interesan	érdeklődő
interesan	érdekel
interesan	érdekelt
interesan	érdekelne
interesan	érdeklődni
peitos	mellek
peitos	melle
peitos	mell
peitos	melle
peitos	mell
despedido	lőtt
baleiras	üresek
baleiras	üres
baleiras	üresen
furioso	dühös
furioso	tomboló
sacalo	ki
sacalo	vedd
vina	láttam
vina	látta
vina	fűrész
unida	együtt
retiro	nyugdíjba
retiro	nyugdíj
retiro	nyugdíjas
retiro	vedd
peles	irha
peles	szőrme
peles	szőr
peles	bunda
cranio	koponya
cranio	koponyát
fique	állj
destruíron	ők
destruíron	megsemmisült
destruíron	elpusztult
destruíron	elpusztította
fitzgerald	fitzgerald
conquista	hódítás
veteranos	veteránok
veteranos	veteránok
valentía	bátorság
defende	for
cecais	talán
torna	válik
faiche	te
faiche	teszi
métete	elme
atoparei	találni
atoparei	megtalálni
tesouro	kincsek
tesouro	kincs
tesouro	kincsem
véxote	lásd
véxote	te
destruído	megsemmisült
destruído	elpusztult
destruído	elpusztította
roubando	lopás
chamarme	hívás
chamarme	hívd
delicioso	finom
coñeciches	tette
coñeciches	te
coñeciches	találkozni
coñeciches	találkozó
coñeciches	őt
coñeciches	neki
marion	marion
pénsao	kb
pénsao	nagyjából
pénsao	körülbelül
blue	kék
blue	blue
andrews	andrews
andrews	től
andrews	tól
andrews	from
chalana	csónak
chalana	hajó
chalana	hajós
pau	bot
filliña	levélben
filliña	betű
filliña	levél
filliña	levelet
filliña	levele
filliña	kedves
filliña	drága
filliña	kislány
filliña	csaj
filliña	lány
excusas	kifogás
excusas	kifogások
sagrada	szent
sagrada	szent
insolente	szemtelen
mineral	ásványi
mineral	érc
andabas	te
andabas	voltak
andabas	van
geoffrey	geoffrey
cantaba	énekelni
cantaba	énekelj
cantaba	énekel
cantaba	sang
cantaba	énekelt
cantaba	énekeltem
tróuxenche	hozták
tróuxenche	hozott
tróuxenche	hoztam
tróuxenche	hozta
tróuxenche	te
tentaron	próbálta
tentaron	próbáltam
armadas	felfegyverkezve
armadas	fegyveres
executado	kivégezték
foches	tette
foches	te
anarquista	anarchista
escribo	írj
escribo	írni
escribo	írjon
revolucionarios	forradalmárok
irlandeses	írek
irlandeses	írország
irlandeses	ír
mátao	megölni
mátao	ölj
mátao	őt
mátao	neki
ianqui	amerikai
detido	letartóztatott
detido	letartóztatták
shirley	shirley
artillería	tüzérség
terroristas	terroristák
claude	claude
ping	ping
fodendo	with
barricada	barikád
punk	punk
jerry	jerry
condesa	grófnő
condesa	grófné
cui	cui
zhong	zhong
private	magán
private	privát
profes	tanárok
asteroides	aszteroidák
asteroides	aszteroida
desexaba	akartam
desexaba	körözött
ensina	tanít
ensina	tanítja
solucionar	megoldani
ángeles	los
ángeles	angeles
doenzas	betegségek
hormona	hormon
doutores	orvosok
doutores	doktorok
cambiando	változik
jazz	jazz
tocamos	játék
tocamos	játszani
tocamos	play
tocamos	játssz
bendición	áldás
bendición	áldást
finanzas	pénzügyi
finanzas	pénzügyek
finanzas	finanszírozás
incribles	hihetetlen
má	bad
má	rosz
má	rossz
hans	hans
inspiración	ihlet
inspiración	inspiráció
gráfica	diagram
gráfica	grafikon
estudamos	vizsgálat
estudamos	tanulmányok
estudamos	tanulás
estudamos	tanulmány
sabia	tudtam
sabia	tudta
sabia	bölcsek
sabia	bölcs
ministerio	minisztérium
ministerio	hivatal
ministerio	iroda
noventa	kilencven
ollade	nézd
nostalxia	nosztalgia
existía	volt
existía	ott
seguise	még
seguise	volt
seguise	engedd
seguise	vedd
vendía	eladva
vendía	eladott
vendía	elkelt
poemas	verseket
sos	egyedül
sos	saját
collelo	vedd
collede	vedd
coñecedes	don
adoitan	ők
adoitan	általában
adoitan	rendszerint
ducias	tucatnyi
ensaios	perek
ensaios	kísérletek
ensaios	próbák
supremo	legfőbb
supremo	legfelsőbb
táboa	táblázat
táboa	asztali
táboa	tábla
táboa	asztal
táboa	tört
táboa	eltört
táboa	összetört
táboa	eltörte
myriad	számtalan
errada	rossz
errada	helytelen
inesperado	váratlanul
inesperado	váratlan
deunos	adta
deunos	adott
madrugada	reggel
madrugada	reggelt
illamento	elszigeteltség
baratos	olcsó
aparellos	eszközök
aparellos	berendezések
aparellos	készülékek
corporal	test
corporal	testem
corporal	holttest
negociacións	tárgyalások
competición	versengés
competición	konkurencia
competición	verseny
posicións	pozíciók
posicións	pozíció
aplicar	alkalmazni
aplicar	jelentkezz
positiva	pozitívak
positiva	pozitív
sufrín	szenvedett
harvard	harvard
seriamente	komolyan
pides	te
ecuación	egyenlet
axudas	segíteni
axudas	segítség
típica	jellemző
típica	tipikus
típica	jellegzetes
deixara	volt
deixara	bal
deixara	balra
deixara	engedd
rematan	befejezés
rematan	vége
rematan	vég
amarelos	sárgák
amarelos	sárga
xenocidio	népirtás
racial	faji
racial	faj
racial	futam
racial	verseny
sinxelos	egyszerű
sinxelos	szimpla
nixeria	nigéria
casco	sisakot
casco	sisak
deberan	kéne
deberan	kellene
refiro	aljas
africana	afrikai
paisaxes	tájak
imitar	utánozni
recoñeceu	felismert
recoñeceu	elismert
sábese	bármelyik
sábese	bármely
sábese	bármilyen
fragmentos	töredékek
atrapar	kapás
atrapar	elkapni
atrapar	fogás
morrían	meghalt
morrían	ők
existente	meglévő
existente	meglevő
existente	létező
electrónica	elektronikusan
electrónica	elektronikus
eficacia	hatékonysági
eficacia	hatékonyság
eficacia	hatékonyság
debuxar	rajzolni
debuxar	sorsolás
debuxar	rajzol
debuxar	döntetlen
debuxar	rajza
debuxar	rajz
debuxar	rajzol
desesperada	kétségbeesett
desesperada	fiam
desesperada	fiuk
balea	bálna
nathaniel	nathaniel
tráxico	tragikus
tráxico	tragédia
biolóxico	biológiai
abren	nyitva
variedade	fajta
caribe	karibi
recuperación	fellendülés
recuperación	hasznosítás
recuperación	helyreállítási
recuperación	gyógyulás
contaminación	környezetszennyezés
contaminación	szennyezés
contaminación	szennyeződés
caio	caius
texas	texasi
texas	texas
texas	texasban
pedazos	darabok
pedazos	darabjai
pedazos	darab
pedazos	darabokban
bases	bázisok
bici	bicikli
bici	biciklivel
bici	kerékpár
bici	motor
minte	hazugság
minte	hazudik
minte	hazugság
minte	hazudj
hail	üdvözlégy
hail	éljen
exercicios	gyakorlatokat
exercicios	gyakorlatok
lixeiramente	enyhén
lixeiramente	kissé
lixeiramente	kevéssé
ventos	szél
ventos	szelek
dixéronlle	mondtam
dixéronlle	ők
atopen	találni
atopen	megtalálni
atopen	ők
cambialo	változás
cambialo	változtatás
cambialo	megváltozott
cambialo	változások
fundación	alap
fundación	alapítvány
construir	építsünk
construir	építeni
construir	épület
farrapos	rongy
tarda	veszi
traballaban	bevált
traballaban	dolgozott
traballaban	működött
traballaban	dolgozó
traballaban	dolgozik
traballaban	dolgozom
traballaban	dolgozok
tiveran	van
tiveran	volt
tiveran	ők
ainda	még
usala	használat
usala	használata
usala	felhasználás
usala	használni
optimista	optimista
normalidade	általában
cadela	kutyus
cadela	kutya
cadela	szuka
encantaríame	szeretettel
encantaríame	love
encantaríame	szeretet
encantaríame	szerelem
virtude	erény
perigos	veszélyeket
perigos	veszélyek
intencións	szándékai
intencións	szándék
cursos	tanfolyam
cursos	tanfolyamok
cursos	szeminárium
cursos	előadások
cursos	szemináriumok
lembrades	te
willie	willie
dick	fasz
dick	dick
dick	farok
herbas	fű
herbas	füvet
herbas	gyógynövény
herbas	gyógynövények
howard	howard
golpear	sztrájk
golpear	csapás
computadora	számítógép
computadora	komputer
computadora	computer
contactar	kapcsolatfelvétel
contactar	kapcsolattartó
contactar	kontakt
contactar	érintkezés
contactar	kapcsolat
contactar	kapcsolatba
preocúpame	aggódj
arquitecto	építész
catedral	katedrális
comparar	összehasonlítani
comparar	összehasonlítás
comparar	összehasonlítása
manexar	kezelni
española	spanyolul
española	spanyolok
española	spanyol
xogador	lejátszó
xogador	játékos
xogador	szerencsejátékos
computadores	számítógép
computadores	számítógépek
computadores	ingázók
durmía	aludni
durmía	aludj
durmía	alvás
durmía	aludtam
durmía	aludt
durmía	aludtak
bacteria	baktérium
bacteria	baktériumok
bacteria	baktérium
élle	gondoskodás
élle	érdekel
élle	don
parentes	hozzátartozók
parentes	rokonok
bailes	táncol
empezaron	kezdődött
empezaron	kezdte
empezaron	elkezdődött
empezaron	ők
estadio	stadion
estadio	stadionban
estadio	aréna
ocuparme	vedd
ocuparme	gondoskodás
ocuparme	érdekel
intentos	kísérletek
fósemos	voltak
obstáculos	akadályokat
obstáculos	akadály
obstáculos	akadályok
sinxelamente	egyszerűen
sinxelamente	csak
variedades	fajták
estupidez	hülyeség
estupidez	butaság
sabiades	tette
sabiades	te
hamburguesa	hamburger
deitados	hazugság
deitados	hazudik
razas	races
razas	versenyek
razas	rain
razas	eső
declarou	bejelentett
pulmón	tüdő
detectar	észlelni
cambiará	will
cambiará	fog
cambiará	akarat
cambiará	változás
cambiará	változtatás
cambiará	megváltozott
cambiará	változások
catástrofe	katasztrófa
descuberta	felfedezte
descuberta	felfedezett
descuberta	felfedezés
descuberta	discovery
voluntario	önkéntes
ímoslle	engedd
ímoslle	itt
pódesme	tud
pódesme	can
pódesme	lehet
pódesme	te
estarías	te
ombro	vállán
ombro	válla
ombro	váll
desesperado	kétségbeesett
sentenza	ítélet
sentenza	mondat
superar	vége
superar	át
convén	for
construímos	épült
construímos	épített
construímos	felépített
construímos	beépített
cambiamos	megváltozott
cambiamos	változott
cambiamos	változás
cambiamos	változtatás
cambiamos	megváltozott
cambiamos	változások
comparado	összehasonlítva
comparado	képest
entendedes	te
entendedes	értem
terminou	vége
terminou	át
alimenta	vetőmag
alimenta	mag
hoxendía	ma
creador	alkotó
creador	teremtő
feixóns	bab
feixóns	babot
barras	bárok
barras	rácsok
barras	rúd
barras	rács
eficiente	hatékony
eficiente	hatékonyan
eficiente	eredményes
concordo	egyetértek
nenez	gyermekkori
nenez	gyerekkorom
nenez	gyermekkorom
nenez	gyerekkori
vales	völgyek
naturais	természetes
valioso	értékes
valioso	értékesek
caendo	esés
caendo	zuhanás
caendo	zuhan
caendo	lefelé
caendo	le
lavadora	mosás
lavadora	gépezet
lavadora	gép
leña	fa
leña	wood
leña	erdő
leña	fát
deixará	te
comezos	korán
comezos	korai
xeada	frost
xeada	fagy
cráteres	kráterek
cráteres	bomba
fadas	tündér
fadas	mese
crearon	ők
crearon	van
crearon	létrehozott
crearon	létrehozva
crearon	teremtett
gobernamental	kormány
gobernamental	kormányzat
viran	láttam
viran	látta
viran	látták
matemática	matematikai
matemática	matematika
matemática	matematika
matemática	matematikai
pílulas	tablettákat
pílulas	tabletták
contando	számolom
contando	számol
contando	számít
contando	visszaszámlálás
leccións	leckéket
fotógrafo	fotós
fotógrafo	fényképész
rematara	volt
rematara	vége
rematara	át
saíches	ki
saíches	te
saíches	tette
paquetes	csomagok
paquetes	csomagok
detívose	leállt
detívose	megállt
produciu	termelt
produciu	gyártott
produciu	előállított
sudáfrica	dél
sudáfrica	délre
sudáfrica	déli
sudáfrica	afrikai
sudáfrica	afrika
quererías	mint
quererías	like
quererías	tetszik
quererías	volna
quererías	lenne
quererías	te
quererías	akarsz
quererías	akar
quererías	akarod
quererías	akarom
teñades	te
teñades	van
vistas	megtekintés
vistas	kilátás
vistas	nézet
instrumentos	eszközök
instrumentos	műszerek
unir	csatlakozz
unir	csatlakozás
protagonista	főszereplő
esqueceu	elfelejtettem
esqueceu	elfeledett
esqueceu	elfelejtett
gravación	felvétel
gravación	rögzítés
giovanni	giovanni
carriño	szekér
carriño	kocsi
carriño	szekeret
intentas	te
intentas	próbálom
dáche	ad
dáche	te
gordos	zsír
gordos	zsírok
gordos	fat
gordos	kövér
televisor	tv
televisor	televízió
seguiron	követett
seguiron	követte
misterioso	titokzatos
misterioso	misztikus
misterioso	rejtélyes
quendas	műszak
quendas	műszakban
obradoiros	műhelyek
conseguen	tud
conseguen	can
conseguen	lehet
descobre	talál
descobre	megtalálja
descobre	ki
levaría	volna
levaría	lenne
levaría	vedd
danny	danny
ataca	támadások
ataca	támad
ataca	támadásokat
ataca	támadás
ulises	odüsszeusz
miserable	nyomorult
miserable	nyomorúságos
órbita	pályára
atractiva	vonzó
apuntar	pont
apuntar	point
apuntar	célzás
apuntar	célja
apuntar	cél
soviética	szovjetek
soviética	szovjet
esmagar	zúzott
esmagar	összetört
ofreceu	felajánlott
ofreceu	kínált
ofreceu	felkínált
ofreceu	felajánlotta
dificultade	nehézségek
dificultade	nehézséget
dificultade	nehézség
parlamento	parlament
espellos	tükrök
espellos	tükör
rota	megtört
rota	törött
rota	törve
anónimos	anonim
anónimos	névtelen
vil	aljas
vil	hitvány
caixeiro	pénztáros
caixeiro	pénztár
caixeiro	gépezet
caixeiro	gép
alias	alias
nacido	született
nacido	megszületett
títulos	címeket
títulos	címek
custos	költség
custos	költségek
