অভিনব	الهوى
সংবেদনশীল	حساسة
সংবেদনশীল	الحساسة
সংবেদনশীল	حساس
ফারাও	فرعون
ফারাও	الفرعون
আন্তরিক	المخلص
আন্তরিক	خالص
আন্তরিক	مخلص
কূটনীতিক	الدبلوماسي
কূটনীতিক	دبلوماسي
ট্রান্সপোর্ট	الناقل
ট্রান্সপোর্ট	ناقل
আর্টিলারি	المدفعية
আর্টিলারি	مدفعية
মার্স	المريخ
মার্স	مارس
এডিটর	المحررين
তরুন	شاب
তরুন	شابة
তরুন	صغار
ভালুক	الدب
ভালুক	بير
ভালুক	دب
পৌঁছাতে	الوصول
সুজি	سوزي
লেবাননের	لبنانية
লেবাননের	لبناني
লেবাননের	اللبناني
লেবাননের	اللبنانيين
প্রস্থান	استقال
প্রস্থান	خروج
প্রস্থান	الخروج
প্রস্থান	المخرج
প্রস্থান	مخرج
নখ	مخلب
নখ	المسامير
নখ	مسامير
নখ	الاظافر
চেজ	تشيس
চেজ	المطاردة
চেজ	مطاردة
সেলুলার	خلوي
সেলুলার	خلوية
পাইরেটস	قراصنة
পাইরেটস	القراصنة
গন্তব্য	الاتجاه
গন্তব্য	وجهة
গন্তব্য	المقصد
গন্তব্য	الوجهة
গন্তব্য	المقاصد
গন্তব্য	وجهات
পেইন্টিং	اللوحة
পেইন্টিং	لوحة
পেইন্টিং	الرسم
শুন্য	صفر
শুন্য	صفرا
শুন্য	الصفر
হিলস	تلال
হিলস	التلال
ভজন	انشودة
চায়ের	شاي
চায়ের	الشاي
চায়ের	شاى
ড্যানিশ	الدانمرك
ড্যানিশ	الدانمركية
ড্যানিশ	الدنماركية
দাম্পত্য	العرسان
তর্ক	المجادلة
তর্ক	تجادل
প্রিয়াঙ্কা	بريانكا
আগ্রাসী	عدواني
আগ্রাসী	العدوانية
আগ্রাসী	عدوانية
আগ্রাসী	العدواني
কদর	نقدر
কদর	اقدر
ফিউশন	اندماج
ফিউশন	الانصهار
প্রজ্ঞা	الحكمة
প্রজ্ঞা	حكمة
গেটের	البوابة
গেটের	بوابة
গেটের	البوابه
তাহার	لها
তাহার	هي
রন্ধনপ্রণালী	مطبخ
অভিনেতাদের	الممثلون
অভিনেতাদের	الفعاليات
অভিনেতাদের	فعاليات
অভিনেতাদের	ممثلون
আইজ্যাক	ايزاك
আইজ্যাক	اسحاق
শাস্তির	العقاب
শাস্তির	عقاب
শাস্তির	العقوبة
শাস্তির	عقوبة
লী	ليي
লী	لي
লী	لى
এস্তোনিয়া	استونيا
দুর্বলতা	ضعف
দুর্বলতা	الضعف
রিয়া	ريا
রিয়া	ريا
কাউন্টার	العداد
কাউন্টার	مضاد
দেখছি	يراقب
দেখছি	مشاهدة
প্রসব	الولادة
প্রসব	ولادة
বাধ্যবাধকতা	الالتزام
বাধ্যবাধকতা	التزام
পেদ্রো	بيدرو
অলঙ্কার	المجوهرات
অলঙ্কার	مجوهرات
অলঙ্কার	جواهر
ইউরোপা	يوروبا
কাজাখস্তান	كازاخستان
লেন্সের	العدسات
লেন্সের	عدسات
অস্থিরতা	القلاقل
বহুবিধ	المتعددة
বহুবিধ	تعدد
বহুবিধ	متعدد
বহুবিধ	متعددة
ক্যারোলিনা	كارولاينا
ক্যারোলিনা	كارولينا
পেশোয়ার	بيشاور
লন	المرج
আড্ডা	شات
আড্ডা	الدردشة
আড্ডা	دردشة
আড্ডা	محادثة
ডিস্ট্রিক্ট	المنطقة
ডিস্ট্রিক্ট	المقاطعة
ডিস্ট্রিক্ট	منطقة
বসতে	اجلس
বতুতা	بطوطة
তিউনিসিয়া	تونس
ডানায়	اجنحة
ডানায়	الاجنحة
ক্লিনটন	كلينتون
ক্লিনটন	كلنتون
মন্ত্রীদের	وزراء
মন্ত্রীদের	الوزراء
সহোদর	الشقيق
সহোদর	شقيق
সহোদর	اشقاء
সহোদর	الاشقاء
গাজা	غزة
আদার	جينجر
আদার	الزنجبيل
বীচ	شاطئ
বীচ	شاطيء
বীচ	الشاطئ
বীচ	بيتش
বীচ	الشاطيء
একতা	وحدة
একতা	الوحدة
একতা	التفرد
সিসি	السيسي
মাং	مانغ
অ্যান্টেনা	الهوائي
অ্যান্টেনা	هوائي
বোতাম	ازرار
বোতাম	زر
বোতাম	الزر
ব্রি	بري
মশলা	التوابل
প্রত্যাশিত	المتوقع
প্রত্যাশিত	متوقع
প্রত্যাশিত	المتوقعة
প্রত্যাশিত	المنتظر
ঢেলে	صب
শরণার্থীদের	اللاجئين
শরণার্থীদের	لاجئين
শরণার্থীদের	اللاجئون
স্থানীয়দের	المحليون
নিরুৎসাহিত	تثبيط
অংশগ্রহণকারীদের	المشاركون
অংশগ্রহণকারীদের	المشتركون
অংশগ্রহণকারীদের	الحضور
স্বাভাবিকভাবে	طبيعيا
ইংরাজি	الانجليزية
ইংরাজি	انجليزي
ইংরাজি	انجليزية
ইংরাজি	الانكليزية
ইংরাজি	بالانكليزية
ফ্লয়েড	فلويد
বহিরাগত	الخارجية
বহিরাগত	خارجي
বহিরাগত	خارجية
ম্যাপ	خريطه
ম্যাপ	خارطة
ম্যাপ	الخريطة
ম্যাপ	خريطة
ট্রয়	تروي
ট্রয়	طروادة
বিভ্রান্ত	مشوش
বিভ্রান্ত	محتار
বিভ্রান্ত	مرتبك
বিভ্রান্ত	الخلط
স্পাই	تجسس
স্পাই	جاسوسة
স্পাই	جاسوس
স্পাই	الجاسوس
হানিফ	حنيف
ফাঁক	الفجوات
ফাঁক	الثغرات
ফাঁক	ثغرات
ফাঁক	فجوات
ব্যাচ	دفعة
ব্যাচ	الدفعة
কপালে	جبهة
কপালে	جب
কপালে	الجبهة
অ্যাডমিরাল	الادميرال
অ্যাডমিরাল	ادميرال
অ্যাডমিরাল	الاميرال
হরর	الرعب
হরর	رعب
মহাকাব্যিক	ملحمية
মহাকাব্যিক	ملحمي
মহাকাব্যিক	ملحمة
প্যাট	بات
কাট	التخفيضات
সাংবাদিকদের	الصحفيون
সাংবাদিকদের	الصحافيين
সাংবাদিকদের	صحفيين
সাংবাদিকদের	الصحفيين
মার্কাস	ماركوس
ইন্ডিপেন্ডেন্ট	المستقل
ইন্ডিপেন্ডেন্ট	مستقل
ইন্ডিপেন্ডেন্ট	مستقلة
ইন্ডিপেন্ডেন্ট	المستقلة
আইনগতভাবে	قانونيا
জর্দান	الاردن
জর্দান	jordan
জর্দান	جوردان
পার্ট	جزء
পার্ট	الجزء
পোকেমন	البوكيمون
টেপ	الشريط
টেপ	شريط
সুইচ	التبديل
সুইচ	تبديل
হাঁটু	الركبة
হাঁটু	ركبة
হাঁটু	الركب
হাঁটু	ركب
নার্গিস	نرجس
বেচে	حيا
বেচে	احياء
বেচে	حية
বেচে	حي
ধর্ষণের	الاغتصاب
ধর্ষণের	اغتصاب
আলজেরীয়	الجزائري
আলজেরীয়	الجزائرية
বিকেলে	مساء
বিকেলে	العصر
এনজাইম	الانزيمات
এনজাইম	الانزيم
সম্পূরক	الملحق
সম্পূরক	تكميل
সম্পূরক	تكملة
সম্পূরক	مكمل
সম্পূরক	تكميل
কং	كونغ
কং	كونج
রুবেল	روبل
শব্দসমষ্টি	جملة
শব্দসমষ্টি	العبارة
শব্দসমষ্টি	عبارة
মনিটর	الشاشة
মনিটর	رصد
মনিটর	شاشات
মনিটর	الشاشات
খেলছেন	اللعب
খেলছেন	يلعب
গম্ভীর	جاد
গম্ভীর	جادة
এমআইটি	mit
আমেরিকানদের	الاميركيين
আমেরিকানদের	امريكيون
মর্যাদাপূর্ণ	المرموقة
কোট	معطف
কোট	المعطف
কোট	اقتبس
কোট	اقتباس
কোট	الاقتباس
নগ্নতা	عري
আকাশচুম্বী	ناطحة
পূর্বপুরুষদের	الاجداد
টেড	تيد
টেড	تد
কুং	الكونغ
উপকণ্ঠে	ضواحي
অবহেলিত	المهملة
অবহেলিত	مهملة
অবহেলিত	مهمل
অবহেলিত	اهملت
অবহেলিত	اهمل
ফো	فو
লিডার	زعيم
লিডার	قائد
হামবুর্গ	هامبورج
হামবুর্গ	هامبورغ
অ্যাডোবি	adobe
রাওয়ালপিন্ডি	راولبندي
দ্রুতগামী	تتعثر
বাসিন্দারা	السكان
বাসিন্দারা	المقيمون
বাসিন্দারা	المقيمين
মোটরগাড়ি	للسيارات
সাম্রাজ্যবাদ	الامبريالية
নির্দোষ	الابرياء
নির্দোষ	بريئة
নির্দোষ	بريء
দারিদ্র	الفقر
দারিদ্র	فقر
আগ্নেয়াস্ত্র	ناري
লিটার	لتر
লিটার	ليتر
জানুন	يتعلم
জানুন	تعلم
জানুন	تتعلم
জানুন	التعلم
জানুন	تعلموا
দাড়িয়ে	واقف
দাড়িয়ে	واقفة
দাড়িয়ে	الوقوف
ব্রুকলিন	بروكلين
ব্যাটারী	البطارية
ব্যাটারী	بطارية
ডেন	دن
ডেন	عرين
ব্র্যাক	براك
মাহফুজ	محفوظ
চুম্বন	التقبيل
চুম্বন	تقبيل
চুম্বন	قبلات
চুম্বন	القبل
চুম্বন	القبلات
চুম্বন	قبله
চুম্বন	قبلة
সান্টা	سانتا
সমেত	شاملة
সমেত	شامل
বোমাবর্ষণ	قصفت
বোমাবর্ষণ	التفجير
বোমাবর্ষণ	قصف
বোমাবর্ষণ	القصف
বোমাবর্ষণ	تفجير
ইভান্স	ايفانز
জ্ঞাত	المعروفة
জ্ঞাত	معلوم
জ্ঞাত	معروف
জ্ঞাত	معروفة
জ্ঞাত	المعروف
সংহতি	تضامن
সংহতি	التضامن
সেরে	استرداد
সেরে	تعافي
সেরে	التعافي
সেরে	الانتعاش
সেরে	الانعاش
টেসলা	تيسلا
টেসলা	تسلا
উত্তল	محدب
দুঃখিত	اسف
দুঃখিত	الاسف
দুঃখিত	عذرا
ভোল্ট	فولت
ভোল্ট	فولت
অভিনন্দন	مبروك
অভিনন্দন	مبارك
অভিনন্দন	تهانينا
অভিনন্দন	مبروك
ফোটে	بلوم
ফোটে	تزهر
সেনেগাল	السنغال
বাঁচার	نجاة
বাঁচার	البقاء
বাঁচার	بقاء
বাঁচার	النجاة
চার্চিল	تشرشل
উপকার	ارباح
উপকার	الربح
উপকার	الارباح
উপকার	ربح
উপকার	الاستحقاق
উপকার	استحقاق
উপকার	منفعة
উপকার	استحقاقات
উপকার	الفوائد
উপকার	الاستحقاقات
উপকার	المنافع
উপকার	فوائد
লেবু	الليمون
লেবু	ليمون
সুখী	يسعد
সুখী	سعيده
সুখী	هابي
সুখী	سعيد
সুখী	سعيدة
গীর্জা	كنيسه
গীর্জা	كنيست
গীর্জা	كنيسة
গীর্জা	الكنيسة
হান্ট	هنت
হান্ট	هانت
বাসস্থানের	الموائل
ঘটনাসমূহ	احداث
ঘটনাসমূহ	الفعاليات
ঘটনাসমূহ	المناسبات
ঘটনাসমূহ	الاحداث
ঘটনাসমূহ	مناسبات
কদাচিৎ	نادرا
ঐশ্বরিক	الالهي
ঐশ্বরিক	الالهية
পোর্তো	بورتو
ফিঞ্চ	فينش
শোভাযাত্রা	الموكب
শোভাযাত্রা	موكب
শ্রবণ	سماع
শ্রবণ	السمع
ছেলেরা	اولاد
ছেলেরা	ولاد
ছেলেরা	الاولاد
ছেলেরা	فتيان
ছেলেরা	ابناء
ছেলেরা	الابناء
ছেলেরা	شباب
ছেলেরা	رجال
সস্তা	بخيل
সস্তা	رخيصة
সস্তা	رخيص
সস্তা	ارخص
পরিবাহী	موصل
পরিবাহী	الموصل
মানসিকতা	العقلية
মানসিকতা	عقلية
মানসিকতা	العقلية
মানসিকতা	عقلية
পরিদর্শনে	الزيارة
পরিদর্শনে	زيارة
ঘুঘু	دوف
ঘুঘু	حمامة
ওরিয়েন্টাল	شرقي
ওরিয়েন্টাল	شرقية
ওরিয়েন্টাল	الشرقية
বোল্ট	bolt
আঙ্গুল	الاصابع
আঙ্গুল	اصابع
আঙ্গুল	اصبع
আঙ্গুল	الاصبع
ডক	المرسى
খাঁটি	الاصيل
খাঁটি	اصيلة
খাঁটি	اصيل
খাঁটি	اصلية
খাঁটি	خالص
খাঁটি	نقي
খাঁটি	نقية
গোলাবারুদ	الذخيرة
গোলাবারুদ	الذخائر
গোলাবারুদ	ذخيرة
কিংডম	مملكة
কিংডম	المملكة
কার্নেল	النواة
কার্নেল	نواة
রেমন্ড	ريموند
রেমন্ড	رايموند
রেমন্ড	ريمون
কাশ্মীরি	الكشميري
বিষয়াবলী	مواضيع
বিষয়াবলী	موضوعات
বিষয়াবলী	المواضيع
বিষয়াবলী	الموضوعات
সনাক্তকরণ	الكشف
সনাক্তকরণ	كشف
টিউমার	الاورام
টিউমার	اورام
আস্তানা	العلية
আস্তানা	العلوية
হত্যাকান্ড	القتل
পাঠায়	يرسل
পরিচালকদের	المديرون
পরিচালকদের	المدراء
পরিচালকদের	المديرون
পরিচালকদের	المدراء
পরিচালকদের	مديرو
পরিচালকদের	المديرين
লেনন	لينون
ময়লা	قذرة
ময়লা	القذرة
ময়লা	التراب
বার্নস	بارنز
বর্ন	ولد
বর্ন	تولد
বর্ন	مولود
বর্ন	يولد
বর্ন	ولدت
কাঠামোগত	هيكلي
কাঠামোগত	هيكلية
ঝিনুক	المحار
ঝিনুক	محار
ঝিনুক	المحار
ঝিনুক	محار
সরলীকৃত	مبسطة
ইদ্রিস	ادريس
লিথুয়ানিয়া	ليتوانيا
লিথুয়ানিয়া	وليتوانيا
স্ত্রীদের	زوجات
স্ত্রীদের	الزوجات
দারা	دارا
জেনারেটর	مولد
জেনারেটর	المولد
যুগোস্লাভিয়া	يوغوسلافيا
সিগারেট	سيجارة
সিগারেট	السيجارة
সিগারেট	السجائر
সিগারেট	سجائر
ফ্যাকাল্টি	كلية
ফ্যাকাল্টি	الكلية
সাবধান	الحذر
সাবধান	حذرا
নিবদ্ধ	مركزة
বান্টু	البانتو
জা	jaa
দাতা	متبرع
দাতা	المانح
দাতা	المانحة
দাতা	المتبرع
কার্গো	حمولة
কার্গো	الشحن
কার্গো	شحنة
কার্গো	شحن
কার্গো	الحمولة
কার্গো	بضائع
সাই	ساي
পাউডার	بودرة
পাউডার	البارود
পাউডার	المسحوق
পাউডার	مسحوق
বিশৃঙ্খলা	الاضطراب
বিশৃঙ্খলা	اضطراب
বিশৃঙ্খলা	فوضى
বিশৃঙ্খলা	الفوضى
অন্যভাবে	والا
মরিসন	موريسون
ভাঁজ	طيات
ভাঁজ	مطوية
ভাঁজ	طي
ভাঁজ	اضعاف
ভাঁজ	طي
ফ্ল্যাগ	الاعلام
ফ্ল্যাগ	اعلام
যোনি	مهبل
যোনি	المهبل
অনুরাগী	نصير
অনুরাগী	مشجع
অনুরাগী	المروحة
অনুরাগী	مروحة
অনুরাগী	معجب
ফ্যান	نصير
ফ্যান	مشجع
ফ্যান	المروحة
ফ্যান	مروحة
ফ্যান	معجب
প্রসেসিং	معالجة
প্রসেসিং	التجهيز
প্রসেসিং	المعالجة
প্রসেসিং	تجهيز
অসুখ	المرض
অসুখ	داء
অসুখ	الامراض
অসুখ	مرض
স্তবক	العنقودية
টমি	تومي
অনাথ	اليتامى
অনাথ	ايتام
অনাথ	الايتام
অনাথ	اليتيم
অনাথ	يتيمة
অনাথ	يتيم
আবর্জনা	القمامة
আবর্জনা	نفايات
শাশ্বত	الابدي
শাশ্বত	ابدي
ঝুলে	الشنق
শূণ্য	لاشيء
পেটে	معدة
পেটে	المعدة
বন্ধনী	اقواس
ক্রিসমাস	الكريسماس
ক্রিসমাস	كريسماس
ক্রিসমাস	الكريسماس
আরিফ	عارف
ডোমিনিকান	دومينيكي
ক্যাফে	المقهى
ক্যাফে	مقهى
আমস্টারডাম	امستردام
ডাকোটা	داكوتا
লবন	الملح
লবন	سولت
লবন	ملح
মনু	مانو
কাতালোনিয়া	كاتالونيا
হিউজ	هيوز
ঝাং	تشانغ
ঝাং	جانغ
পারবো	يستطيع
পারবো	يمكن
পারবো	يم
জন্তু	الوحش
তাজিক	الطاجيكية
ওয়াং	ونغ
ওয়াং	وونغ
ওয়াং	وانج
ওয়াং	وانغ
অথরিটি	السلطة
সংবাদদাতা	مراسل
ইসাবেল	ايزابيل
ইসাবেল	ايزابيل
মর্গান	مورجان
মর্গান	مورغان
লিসা	ليسا
লিসা	ليزا
উৎকর্ষ	التفوق
উৎকর্ষ	الامتياز
উৎকর্ষ	التميز
দোষারোপ	لوم
দোষারোপ	اللوم
ফিন	فين
সহপাঠী	زملاء
গুণের	الفضائل
প্রাচুর্য	وفرة
প্রাচুর্য	الوفرة
অ্যাকাডেমিক	اكاديمية
অ্যাকাডেমিক	الاكاديمي
অ্যাকাডেমিক	الاكاديمية
অ্যাকাডেমিক	اكاديمي
চকোলেট	شوكولا
চকোলেট	شوكولاتة
চকোলেট	الشوكولاتة
চকোলেট	شوكولاته
সিগন্যাল	الاشارة
সিগন্যাল	اشارة
ইন্দ্রিয়	الحسية
দ্রবণ	صلبة
দ্রবণ	متين
দ্রবণ	الصلبة
দ্রবণ	صلب
দ্রবণ	السيليكون
দ্রবণ	المذيبات
দ্রবণ	حل
দ্রবণ	الحل
দ্রবণ	محلول
দ্রবণ	حلا
সহজতর	اسهل
অধিবিদ্যা	الميتافيزيقيا
ট্রেডিং	التداول
ট্রেডিং	تجارة
ট্রেডিং	المتاجرة
এন্টারপ্রাইজ	المؤسسة
বিলাল	بلال
সন্দেহের	شكوك
সন্দেহের	الشكوك
স্তূপ	الكومة
স্তূপ	كومة
অ্যারন	هارون
অ্যারন	ارون
অ্যারন	ايرون
নাড়ু	نادو
রক্তাক্ত	دموية
রক্তাক্ত	الدامي
রক্তাক্ত	الدموي
রক্তাক্ত	دموي
রক্তাক্ত	الدموية
ডাকাতি	سرقة
ডাকাতি	السرقة
সক	soc
সক	جورب
সক	سوك
স্ফটিক	كريستال
স্ফটিক	بلورة
স্ফটিক	الكريستال
পরিসীমা	النطاق
পরিসীমা	مدى
পরিসীমা	المدى
পরিসীমা	نطاق
ফার্মেসি	الصيدلية
ফার্মেসি	صيدلية
ফাঁপা	جوف
ফাঁপা	الجوف
দুষ্প্রাপ্য	النادر
দুষ্প্রাপ্য	نادر
দুষ্প্রাপ্য	نادرة
সিনেটর	سيناتور
সিনেটর	السناتور
সিনেটর	السيناتور
আইফেল	ايفل
চো	تشو
মেয়েটি	فتاة
মেয়েটি	البنت
মেয়েটি	بنت
মেয়েটি	الفتاة
বিশ্বাসঘাতকতা	خنت
বিশ্বাসঘাতকতা	الخيانة
বিশ্বাসঘাতকতা	خيانة
মশা	البعوض
মশা	بعوضة
মশা	بعوض
জিয়ান	زيان
হাসির	ابتسامة
হাসির	الابتسامة
হাসির	ابتسم
হাসির	الضحك
হাসির	ضحك
হাসির	ضحكة
বেকারত্ব	بطالة
বেকারত্ব	البطالة
যৌতুক	مهر
যৌতুক	المهر
নজির	سابقة
মরিয়ম	مريم
মরিয়ম	ماري
মরিয়ম	مارى
তালা	خزائن
তালা	تالا
তালা	اقفال
ক্রাউন	تاج
ক্রাউন	كراون
ক্রাউন	التاج
প্লট	مؤامرة
প্লট	المؤامرة
নাজির	نذير
রণবীর	رانفير
লেভি	ليفي
বিশ্লেষক	محلل
সামোয়া	ساموا
টাইটানিক	تايتانك
বিপর্যস্ত	مستاء
বিপর্যস্ত	منزعج
শেঠ	سيث
তানজানিয়া	تنزانيا
গুয়াতেমালা	غواتيمالا
গুয়াতেমালা	غواتيمالا
গুয়াতেমালা	الغواتيمالي
গুয়াতেমালা	الغواتيمالية
কসোভো	كوسوفو
ভাস্কো	فاسكو
প্লেস্টেশন	ستيشن
দারুচিনি	القرفة
বিবেক	ضمير
বিবেক	الضمير
এঞ্জেলস	جليس
নিরপেক্ষতা	الحياد
নিরপেক্ষতা	نزاهة
নিরপেক্ষতা	الحياد
কুয়াশা	ضبابي
কুয়াশা	الضباب
কুয়াশা	ضباب
কুয়াশা	الضباب
কুয়াশা	ضباب
কুয়াশা	ملموسة
কুয়াশা	الاسمنت
কুয়াশা	الخرسانة
খমের	الخمير
ফটোশপ	فوتوشوب
ভোক্তা	المستهلك
ভোক্তা	المستهلكين
ভোক্তা	المستهلكون
বাজ	بز
বাজ	باز
কর্মক্ষমতা	الاداء
কর্মক্ষমতা	اداء
ক্যাথিড্রাল	كاتدرائية
রোম্যান্টিক	رومانسية
রোম্যান্টিক	رومنسي
রোম্যান্টিক	رومانسي
স্যুট	الجناح
স্যুট	جناح
স্যুট	البدلات
স্যুট	البدل
স্যুট	بدلات
স্যুট	بذلة
স্যুট	حلة
স্যুট	البدلة
স্যুট	بدلة
কোহেন	كوهين
গাজি	غازي
ছুরি	السكاكين
ছুরি	سكاكين
ছুরি	السكين
ছুরি	سكينة
ছুরি	سكين
বিদ্রোহীরা	المتمردين
বিদ্রোহীরা	المتمردون
বিদ্রোহীরা	الثوار
ইঙ্ক	inc
ধমনী	شريان
ধমনী	الشريان
ধমনী	الشرايين
পলিসি	السياسات
পলিসি	السياسة
পলিসি	سياسة
বরিস	بوريس
হেসে	هيس
দিমিত্রি	ديمتري
দিমিত্রি	دميتري
মরা	ميتة
মরা	ميتا
মরা	ميت
পরিচর্যা	التمريض
পরিচর্যা	اهتم
পরিচর্যা	عناية
পরিচর্যা	العناية
পরিচর্যা	الرعاية
পরিচর্যা	رعاية
ঝাঁপ	القفزة
নিপীড়ন	اضطهاد
নিপীড়ন	الاضطهاد
নিপীড়ন	القمع
নিপীড়ন	اضطهاد
জামাই	العريس
জামাই	عريس
ভোপাল	بوبال
থিসিস	اطروحة
থিসিস	الفرضية
অভিবাসীদের	المهاجرين
অভিবাসীদের	المهاجرون
ইকো	الايكولوجية
ইকো	صدى
ইকো	الصدى
ইকো	ايكو
কংক্রিট	ملموسة
কংক্রিট	الاسمنت
কংক্রিট	الخرسانة
শখের	هاو
শখের	هاوية
শখের	الهواة
ক্লদ	كلود
মিশা	ميشا
সুইট	حلو
সুইট	حلوة
সুইট	الحلو
আবেগের	شغف
আবেগের	الهوى
আবেগের	العاطفة
আবেগের	الشغف
গ্রাহকদের	زبائن
গ্রাহকদের	عملاء
গ্রাহকদের	الزبائن
গ্রাহকদের	العملاء
গ্রাহকদের	مشتركين
গ্রাহকদের	مشتركون
গ্রাহকদের	المشتركون
দোস্ত	دوست
ইনজুরি	الاصابة
ইনজুরি	اصابة
ড্রসোফিলা	drosophila
বেরি	بيري
আজকে	اليوم
রক্তপাত	نزيف
রক্তপাত	تنزف
রক্তপাত	ينزف
লুপ	حلقة
লুপ	الحلقة
গাউস	غاوس
ওমেগা	اوميغا
ফুয়াদ	فؤاد
ফুয়াদ	فؤاد
শেফার্ড	الرعاة
শেফার্ড	الراعي
শহিদ	شهيد
জানত	عرفت
গ্যাব্রিয়েল	جابرييل
গ্যাব্রিয়েল	غابريل
গ্যাব্রিয়েল	جبريل
গ্যাব্রিয়েল	جابريل
গ্যাব্রিয়েল	غابرييل
ধোঁয়া	دخان
ধোঁয়া	الدخان
পুষ্প	زهر
আইনত	قانونيا
দারিদ্র্য	الفقر
দারিদ্র্য	فقر
সংশয়	التشكك
সংশয়	الشك
সংশয়	اشك
সংশয়	شك
কোণায়	الركن
কোণায়	الزاوية
কোণায়	زاوية
কোণায়	ركن
খাদিজা	خديجة
সেকশন	القسم
সেকশন	قسم
সেকশন	الفرع
ট্রেভর	تريفور
অংশগ্রহনের	المشاركة
নরওয়েজিয়ান	النرويجية
নরওয়েজিয়ান	النرويج
ক্লেয়ার	كلير
নার্স	الممرضات
নার্স	ممرضات
নার্স	الممرضة
নার্স	ممرضة
নার্স	ممرض
ডেভেলপার	المطور
পড়ছে	سقوط
পড়ছে	السقوط
মোনাকো	موناكو
সোনিয়া	سونيا
সস	صلصة
সস	الصلصة
হ্যাট	القبعة
হ্যাট	قبعة
করিডোর	الممر
করিডোর	ممر
ওনার	لها
ওনার	هي
কারিগর	الحرفيين
কারিগর	ميكانيكي
কারিগর	الميكانيكي
মাখন	زبدة
মাখন	الزبدة
সোডা	الصودا
সোডা	صودا
মুসলমানের	المسلم
মুসলমানের	مسلم
মুসলমানের	اسلامي
মুসলমানের	مسلمة
পেঁচা	بومة
পেঁচা	البومة
ময়দা	الطحين
ময়দা	الدقيق
শুয়ে	الكذب
শুয়ে	يكذب
শুয়ে	تكذب
হিলারি	هيلاري
আটলান্টা	اتلانتا
আইসল্যান্ডীয়	ايسلندا
কিউব	المكعب
কিউব	مكعبة
কিউব	مكعب
পুকুরে	بركة
পুকুরে	البركة
পুনরুজ্জীবিত	انعاش
স্থূলতা	السمنة
বন্ধুত্বের	الصداقة
বন্ধুত্বের	صداقة
শিশ্ন	القضيب
শিশ্ন	قضيب
নির্গমন	الانبعاثات
নির্গমন	انبعاثات
চন্দ	تشاندا
সামুরাই	ساموراي
সামুরাই	الساموراي
মগ	قدح
মগ	القدح
ভদ্র	مؤدب
ইভ	عشية
ইভ	حواء
ইভ	ايف
অনির্দিষ্ট	اي
অনির্দিষ্ট	اية
জেসি	جيسي
লুডভিগ	لودفيج
সহকর্মীদের	الزملاء
সহকর্মীদের	زملاء
টিমোথি	تيموثي
জোসে	خوزيه
জোসে	خوسية
জোসে	خوسيه
দুল	قلادة
দুল	القلادة
আশি	ثمانين
আশি	ثمانون
বিশেষজ্ঞরা	متخصصين
বিশেষজ্ঞরা	متخصصون
বিশেষজ্ঞরা	خبراء
বিশেষজ্ঞরা	الخبراء
দায়িত্বের	المسؤوليات
দায়িত্বের	مسؤوليات
দায়িত্বের	المسؤولية
দায়িত্বের	مسؤولية
উমা	اوما
এলটন	التون
জারা	زارا
ইতালিয়	ايطالي
ইতালিয়	الايطالية
ইতালিয়	ايطالية
ইতালিয়	ايطاليا
ইতালিয়	الايطالي
দীপক	ديباك
যোদ্ধারা	المقاتلين
যোদ্ধারা	مقاتلين
যোদ্ধারা	المقاتلون
যোদ্ধারা	المقاتلات
ইয়াসিন	ياسين
বোনা	نسجت
পিচ	الملعب
কপাল	جبهة
কপাল	جب
কপাল	الجبهة
কেও	ايضا
কেও	كمان
কেও	ايضا
ব্যাগ	الكيس
ব্যাগ	حقيبة
ব্যাগ	الحقيبة
ব্যাগ	شنطة
ব্যাগ	كيس
ব্যাগ	الاكياس
ব্যাগ	اكياس
ব্যাগ	الحقائب
ব্যাগ	حقائب
মরে	اموت
মরে	مت
মুরগি	دجاجة
মুরগি	دجاج
মুরগি	الدجاج
মুরগি	دج
জরীপ	الاستقصاءات
পরিসমাপ্তি	المنتهي
পরিসমাপ্তি	انهاء
রোমা	روما
ছড়ানো	انتشار
ছড়ানো	التمدد
ছড়ানো	يمدد
ছড়ানো	تمتد
কোয়ালিশন	ائتلاف
কোয়ালিশন	الائتلاف
কোয়ালিশন	تحالف
কোয়ালিশন	التحالف
হস্তশিল্প	صوغ
অ্যালিস	الس
অ্যালিস	اليس
চিনা	الصينيون
চিনা	صيني
চিনা	الصينية
চিনা	صينية
সন্নিহিত	مجاور
সন্নিহিত	المتاخمة
কাশ্মীরে	كشمير
যন্ত্রণা	الالم
যন্ত্রণা	الم
এন্টি	مناهضة
হন্ডুরাস	هندوراس
স্লোভাক	السلوفاكية
স্লোভাক	سلوفاكيا
সাইফ	سيف
ভূতের	الرعب
ভূতের	رعب
যাচাইকরণ	التحقق
সোফি	صوفى
সোফি	صوفي
তালিবান	الطالبان
তালিবান	طالبان
নিম	النيم
নিম	نيم
শকুন	النسر
শকুন	نسر
কীটপতঙ্গ	بيست
কাক	غراب
কাক	كرو
কাক	الغراب
কাক	الغربان
দরিয়া	داريا
যক্ষ্মা	السل
যক্ষ্মা	سل
অ্যানালগ	التناظرية
অ্যানালগ	تناظرية
অয়েল	النفط
অয়েল	الزيت
অয়েল	زيت
অয়েল	بترول
অয়েল	نفط
কলিন্স	كولينز
কারিনা	كارينا
ফ্রেজার	فريزر
খুলি	جمجمة
