河岸	flussufer
清潔	sauberkeit
長壽	lebenserwartung
長壽	langlebigkeit
友誼	freundschaft
友誼	freundschaften
多元化	diversifizierung
多元化	pluralismus
多元化	vielfalt
多元化	pluralität
多元化	vielfalt
多元化	diversity
多元化	diversität
多元化	vielfältigkeit
多元化	diversifizierung
多元化	pluralismus
友善	freundlicher
友善	freundlich
友善	friendly
友善	freundliche
山麓	piemont
山麓	ausläufer
山麓	ausläufern
甜蜜	süße
甜蜜	süss
甜蜜	süßen
甜蜜	süß
甜蜜	sweet
瘦	dünn
瘦	schlank
瘦	dünne
瘦	schmal
瘦	mager
瘦	schmalen
瘦	schlank
瘦	slim
瘦	schmal
瘦	schlanke
瘦	lean
瘦	schlanke
瘦	lehnen
瘦	schlank
瘦	dünn
瘦	dünnen
瘦	dünne
學界	academia
甲烷	methan
優質	qualitätssicherung
優質	qualität
優質	qualitätskontrolle
書法	kalligraphie
船員	besatzung
船員	besatzungsmitglieder
船員	mannschaft
船員	crew
前衛	avantgarde
前衛	vorreiter
前衛	vanguard
稀少	knapp
稀少	knappen
稀少	selten
稀少	rar
稀少	knappe
稀少	dünn
稀少	dürftig
稀少	spärlich
山羊	ziegen
山羊	ziege
山羊	ziegen
山羊	ziege
丟	wirf
丟	schmeißen
丟	wurf
丟	werfen
雪梨	sydney
財團	konsortiums
財團	konsortium
財團	konsortien
財團	arbeitsgemeinschaft
批量	lose
批量	hauptteil
批量	großteil
批量	masse
批量	massen
鳳蝶	papilio
消化	verdaut
消化	verdauung
消化	verdauen
消化	verdauung
消化	verdauungssystem
消化	verdauen
消化	nachschlagewerk
消化	kompendium
消化	digest
成效	effektivität
成效	wirksamkeit
成效	effizienz
樹木	baum
樹木	baumes
樹木	bäume
樹木	bäumen
樹木	bäume
陶器	keramik
租賃	leasing
租賃	pacht
租賃	pachtverträge
租賃	mieten
租賃	miete
租賃	vermietung
租賃	mietvertrag
租賃	miete
租賃	pacht
凱撒	cäsar
凱撒	caesar
馬達加斯加	madagaskar
馬達加斯加	kapverden
告別	adieu
告別	lebewohl
告別	abschied
胖	fetten
胖	fettgehalt
胖	fett
胖	fette
狹窄	stenose
狹窄	schmalen
狹窄	eng
狹窄	schmale
狹窄	enge
狹窄	engen
狹窄	schmal
裁決	urteil
裁決	herrschen
裁決	urteil
裁決	entscheidung
無力	machtlos
節省	einsparungen
節省	ersparnisse
節省	sparen
節省	ersparnis
節省	einsparung
節省	ersparnis
節省	speichern
節省	sparen
節省	retten
節省	einsparung
磚	steine
磚	ziegel
磚	brick
磚	ziegel
利率	zinssatz
利率	satz
利率	steuersatz
高大	groß
水下	unterwasser
撲	bashing
意向	absicht
意向	absichten
意向	vorsätze
意向	neigung
意向	absichten
意向	absicht
意向	vorsatz
意向	intention
意向	absicht
壓制	repression
壓制	repressalien
壓制	repressionen
壓制	verdrängung
壓制	unterdrückung
壓制	unterdrückt
壓制	unterdrücken
壓制	verdrängen
壓制	unterdrücken
壓制	unterdrückung
進度	fortschritten
進度	fortschritts
進度	fortschritte
進度	fortschritt
指稱	anschuldigungen
指稱	vorwürfe
指稱	behauptungen
指稱	behauptungen
指稱	vorwurf
指稱	behauptung
哺乳動物	säugetiere
哺乳動物	säugetier
哺乳動物	säugetieren
哺乳動物	säugetiere
爺爺	großvaters
爺爺	grandpa
爺爺	opa
爺爺	großvater
突襲	überfall
突襲	angriff
突襲	razzia
突襲	raid
突襲	durchsuchung
突襲	razzien
突襲	überfälle
情侶	paaren
情侶	paare
情侶	pärchen
情侶	paar
情侶	ehepaar
情侶	pärchen
情侶	verliebte
情侶	liebhaber
交接	übergabe
示範	vorbild
示範	model
示範	modell
示範	nachweis
示範	demonstration
示範	vorführung
示範	kundgebung
示範	demo
保全	bewahren
保全	erhaltung
保全	erhaltung
保全	bewahrung
保全	aufbewahrung
保全	konservierung
宮殿	schloss
宮殿	palais
宮殿	palast
智力	intelligenz
智力	geheimdienst
智力	nachrichtendienst
智力	intellektueller
智力	intellektuelle
智力	intellektuell
智力	intellektuellen
智力	geistiges
爆破	sprengen
爆破	strahlen
羽田	haneda
渡口	fähren
渡口	fähre
渡口	fährhafen
糾紛	streitsachen
糾紛	rechtsstreitigkeiten
糾紛	streit
糾紛	streitigkeiten
糾紛	streitfälle
糾紛	anfechten
糾紛	streitigkeiten
糾紛	anfechtung
糾紛	streitigkeit
糾紛	streit
發光	leuchten
發光	strahlen
發光	schein
發光	glänzen
發光	glanz
發光	leuchtende
發光	leuchtend
發光	glühenden
發光	leuchtende
發光	leuchtend
發光	leuchten
發光	schein
發光	glühen
結盟	bündnis
結盟	alliance
結盟	allianz
阿拉伯語	arabischen
阿拉伯語	arabische
阿拉伯語	arabisch
阿拉伯語	araber
異議	einwände
異議	einwand
異議	einspruch
係數	koeffizient
係數	koeffizienten
係數	koeffizient
係數	koeffizienten
抱怨	beschweren
抱怨	beschwert
抱怨	beschwerde
抱怨	beschweren
窮	schlecht
窮	arme
窮	arm
窮	armen
窮	armer
投球	spielfeld
投球	pitch
投球	stellplatz
銀色	silber
銀色	silberne
銀色	silver
鞘	scheide
小牛	kälber
小牛	kalb
訪談	interview
訪談	befragung
訪談	gespräch
訪談	vorstellungsgespräch
訪談	befragung
訪談	interviews
訪談	gespräche
訪談	befragungen
口味	aromen
口味	schmeckt
口味	geschmack
揚州	yangzhou
就職	eröffnungsfeier
就職	inbetriebnahme
就職	eröffnung
就職	einweihung
人性	menschlichkeit
人性	menschheit
噴發	entlüftung
噴發	ablassen
噴發	ausbrüche
噴發	ausbruch
噴發	eruption
噴發	ausbrüche
噴發	ausbrüchen
噴發	eruptionen
饒	rao
失誤	fehler
失誤	fehlern
失誤	irrtümer
溶解	auflösung
溶解	auflösen
溶解	löste
溶解	gelöst
溶解	aufgelöst
溶解	auflösen
主觀	subjektive
主觀	subjektiven
主觀	subjektiv
主觀	subjektivität
桃源	taoyuan
天平	waage
天平	skalen
天平	schuppen
天平	waagen
外國人	fremden
外國人	aliens
外國人	außerirdische
外國人	ausländern
外國人	ausländer
外國人	ausländer
外國人	ausländern
外國人	ausländer
反感	abgeneigt
反感	abneigung
反感	empört
反感	ekel
反感	angewidert
神仙	feen
神仙	fee
李子	pflaumen
李子	plum
李子	pflaumen
腸	würstchen
腸	wurst
腸	würste
腸	darm
腸	darm
腸	darm
腸	eingeweide
鹼	alkali
鹼	alkalische
石板	schiefer
石板	tablette
石板	tablett
石板	tabletten
石板	tablet
秋山	akiyama
液晶	lcd
福爾摩斯	holmes
君主制	monarchie
野心	ambitionen
野心	ehrgeiz
野心	anspruchsvoll
野心	ehrgeizig
野心	ehrgeizigen
野心	ehrgeiz
野心	ehrgeizige
野心	ambitionen
野心	ehrgeiz
野心	ambition
別墅	villa
別墅	landhaus
別墅	villen
幅度	reicht
幅度	ranges
幅度	bereichen
幅度	bereiche
印地安人	inder
印地安人	indianer
籠	käfige
籠	cage
籠	käfig
監管	betreuung
監管	überwachung
監管	aufsicht
監管	beaufsichtigung
監管	kontrolle
顯示器	bildschirm
顯示器	darstellung
顯示器	anzeige
顯示器	display
顯示器	anzeigen
顯示器	monitore
顯示器	bildschirme
顯示器	beobachter
顯示器	überwacht
有害	schädlichen
有害	gesundheitsschädlich
有害	schädlich
有害	schädliche
銀河系	galaxien
銀河系	galaxie
銀河系	galaxis
銀河系	galaxy
銀河系	milchstraße
罰款	geldbußen
罰款	geldstrafe
罰款	bußgelder
罰款	geldstrafen
罰款	strafen
葡萄糖	glukose
葡萄糖	glucose
鋰	lithium
千秋	chiaki
劍橋	cambridge
詛咒	verflucht
詛咒	fluchen
詛咒	verfluchen
詛咒	fluch
達拉斯	dallas
徒步	wanderung
徒步	wandern
草莓	erdbeeren
草莓	erdbeere
草莓	erdbeeren
奶奶	großmutter
奶奶	oma
奶奶	omi
奶奶	grandma
蚊	mücken
蚊	mücke
補償	entschädigung
補償	ausgleichszahlungen
補償	ausgleich
補償	schadenersatz
補償	entschädigungen
補償	ausgleichszahlungen
補償	ausgleichsmaßnahmen
補償	ausgleichszahlung
補償	reparationen
補償	wiedergutmachung
教父	paten
教父	pate
蝙蝠俠	batman
輕微	leichte
輕微	gering
輕微	leicht
肽	peptid
廁所	körperpflege
廁所	wc
廁所	toiletten
廁所	toilette
廁所	badezimmer
廁所	bad
廁所	waschraum
葉子	laub
葉子	blätter
葉子	blättern
葉子	leaf
葉子	blatt
葉子	blätter
葉子	blättern
葉子	yoko
激進	radikal
激進	radikalen
激進	radikaler
激進	radikale
乙醇	ethanol
有罪	schuldigen
有罪	schuldig
有罪	übeltäter
禮拜	dient
禮拜	anbetung
禮拜	verehren
禮拜	verehrung
禮拜	anbeten
禮拜	gottesdienst
樣式	stile
樣式	stil
樣式	vorlagen
樣式	stil
樣式	style
遷徙	wanderung
遷徙	einwanderung
遷徙	wanderungsbewegungen
遷徙	migration
遷徙	wanderungen
遷徙	wanderungsbewegungen
遷徙	migrationen
交響樂團	sinfonie
交響樂團	symphony
交響樂團	symphonie
抄襲	plagiat
海倫	helena
海倫	helene
海倫	helen
螢	ying
讀音	aussprache
聖殿	basilika
聖殿	tempels
聖殿	tempel
空格	räume
空格	leerzeichen
郵票	stempel
郵票	briefmarke
郵票	briefmarken
郵票	briefmarken
郵票	stempel
多瑙河	donau
阿爾及利亞	algerien
騷擾	belästigung
騷擾	belästigungen
騷擾	mobbing
騷擾	schikanen
騷擾	belästigung
騷擾	belästigt
騷擾	belästigen
冷卻	abkühlen
冷卻	kühlen
冷卻	kühlung
冷卻	abkühlung
冷卻	kälte
攝影機	digitalkamera
攝影機	kamera
攝影機	kameras
攝影機	videokamera
拜訪	besuch
拜訪	besuchen
皇宮	schloss
皇宮	palais
皇宮	palast
法老	pharaos
法老	pharao
微小	klein
微小	kleinen
微小	winzig
微小	tiny
微小	winzige
出版商	verlage
出版商	herausgeber
出版商	verleger
出版商	verlag
出版商	verlage
出版商	herausgeber
出版商	verleger
出版商	verlag
精美	vorzüglich
精美	exquisite
溫和	sanfte
溫和	behutsam
溫和	zärtlich
溫和	sanft
溫和	sanften
溫和	gemäßigte
溫和	moderation
溫和	maßen
溫和	mäßigung
溫和	mäßig
溫和	mäßiger
溫和	mäßige
溫和	moderat
溫和	moderate
溫和	gemäßigt
溫和	leichte
溫和	mild
溫和	milde
公升	litre
公升	liter
公升	litern
公升	liter
公升	litern
公升	liter
公升	litern
公升	liter
相對論	relativismus
相對論	relativitätstheorie
對面	entgegengesetzt
對面	gegenteil
對面	gegenüber
香料	gewürze
香料	gewürzen
香料	gewürz
香料	gewürze
香料	spice
香料	gewürz
悼念	ehrung
悼念	tribut
悼念	ehrungen
悼念	tribute
悼念	trauern
悼念	trauer
辣椒	chili
辣椒	pepper
辣椒	pfeffer
辣椒	paprika
賭場	casinos
賭場	kasinos
賭場	kasino
賭場	casino
賭場	kasinos
國徽	wappen
國徽	emblem
悲劇	tragischer
悲劇	tragische
悲劇	tragischen
悲劇	tragisch
悲劇	tragödien
悲劇	tragödie
悲劇	tragisch
鎖定	schloss
鎖定	sperren
鎖定	schleuse
鎖定	sperre
鎖定	abgeschlossen
鎖定	gesperrt
鎖定	verschlossen
鎖定	verriegelt
租金	mieten
租金	vermietung
租金	verleih
租金	mieten
租金	miete
租金	vermietung
租金	mieten
租金	miete
租金	vermietung
租金	autovermietung
租金	pachten
光輝	glänzend
光輝	leuchtende
光輝	scheint
光輝	glänzende
光輝	scheinen
喀麥隆	kamerun
喀麥隆	elfenbeinküste
誤解	irrtum
誤解	missverständnis
誤解	mißverständnis
誤解	mißverständnisse
誤解	missverständnisse
誤解	missverständnis
誤解	mißverständnis
誤解	missverständnisse
誤解	mißverständnisse
誤解	missverständnis
誤解	missverstanden
彎曲	gebogene
彎曲	kurven
彎曲	gebogen
彎曲	biegen
彎曲	beugen
彎曲	bend
溫暖	warmen
溫暖	wärme
溫暖	warm
溫暖	warme
溫暖	wärme
解剖	anatomie
解剖	zerlegung
解剖	autopsie
神像	gato
手套	handschuh
手套	handschuhe
手套	handschuh
手套	handschuhe
手套	handschuh
手套	handschuhe
硬幣	münzen
硬幣	münze
硬幣	münzen
硬幣	münze
纜車	gondel
纜車	seilbahnen
朝代	dynastie
你好	hallo
你好	hello
你好	servus
耕地	ackerfläche
皂	seifen
皂	seife
皂	soap
承包商	auftragnehmer
承包商	auftraggeber
承包商	bauunternehmen
承包商	vertragspartner
承包商	auftragnehmer
承包商	vertragspartner
承包商	abnehmer
承包商	bauunternehmer
承包商	unternehmer
草坪	wiese
草坪	rasen
草坪	rasen
方舟	arche
方舟	lade
編譯	kompilieren
編譯	kompiliert
編譯	zusammengestellt
編譯	erstellt
編譯	kompiliert
編譯	erstellte
編譯	kompilieren
編譯	sammlung
編譯	zusammenstellung
編譯	erstellung
編譯	kompilieren
鉛	vorsprung
鉛	führen
鉛	blei
鞭	peitsche
錐	kegel
界定	bestimmen
界定	definieren
界定	definition
界定	festlegen
界定	definieren
氣溫	temperaturen
氣溫	temperaturbereich
氣溫	temperatur
氣溫	wassertemperatur
氣溫	temperaturen
概括	verallgemeinerung
日光	sommerzeit
日光	tageslicht
馬賽	marseille
彈性	flexible
彈性	flexibel
彈性	beweglich
彈性	flexiblen
彈性	flexibel
彈性	flexibilität
彈性	elastizität
彈性	elastisch
彈性	elastischen
彈性	elastische
彈性	flex
長老	ältere
長老	ältester
長老	älteren
長老	ältesten
長老	älteste
長老	ältere
長老	ältester
長老	älteren
長老	ältesten
長老	älteste
野牛	buffalo
野牛	büffel
野牛	bison
特許	zugeständnisse
特許	konzession
特許	konzessionen
特許	vergünstigungen
特許	zugeständnis
特許	konzession
盾牌	abschirmung
盾牌	schilde
盾牌	schild
盾牌	schutzschild
盾牌	schilde
盾牌	schutzschild
走私	schmuggeln
走私	schmuggel
走私	geschmuggelt
走私	geschmuggelt
走私	schmuggeln
走私	schmuggel
走私	geschmuggelt
紀念館	memorial
紀念館	gedenkstätte
紀念館	denkmal
戒指	ring
戒指	läuten
戒指	klingeln
戒指	klingel
戒指	rings
戒指	ringe
戒指	ringen
戒指	klingeln
祭司	pfarrer
祭司	priester
祭司	geistlicher
祭司	geistliche
握手	handschlag
酒井	sakai
乘法	multiplikation
乘法	multiplizieren
乘法	vermehrung
繪圖	kartierung
繪圖	zuordnung
繪圖	mapping
繪圖	zeichnungen
繪圖	zeichnung
繪圖	grafik
繪圖	graphik
繪圖	grafiken
繪圖	graphiken
繪圖	zeichnen
繪圖	zeichnung
調任	versetzung
乙酸	acetat
大屠殺	blutbad
大屠殺	massaker
大屠殺	gemetzel
大屠殺	holocaust
食堂	kantinen
食堂	kantine
食堂	cafeteria
食堂	kantine
劫持	entführungen
劫持	entführung
劫持	entführen
劫持	entführen
劫持	entführungen
劫持	entführung
誓	schwören
誓	schwur
誓	gelübde
誓	schwur
誓	eid
基座	podest
基座	sockel
損壞	verdorben
損壞	beschädigte
損壞	beschädigt
損壞	beschädigte
損壞	geschädigt
損壞	beschädigung
損壞	beschädigt
損壞	schädigung
損壞	schäden
損壞	beschädigung
損壞	schaden
損壞	schadensersatz
損壞	schäden
損壞	schadenersatz
損壞	schaden
專長	nischen
專長	nische
專長	fachgebiet
專長	spezialitäten
專長	spezialität
專長	spezialitäten
專長	spezialität
專長	fachgebiet
專長	spezialgebiet
專長	fachgebiete
專長	spezialitäten
專長	sachkenntnis
專長	fachwissen
專長	fachkenntnis
專長	fachkompetenz
專長	kompetenz
羅素	russel
羅素	russell
基底	substrat
基底	untergrund
基底	substrate
基底	erdgeschoss
基底	untergeschoss
基底	keller
骨架	skelett
更正	korrekturen
更正	berichtigungen
更正	korrektur
更正	berichtigung
更正	korrektur
更正	korrigieren
更正	berichtigung
特種部隊	swat
音速	sonic
音速	schall
叻	lat
照射	forderungen
照射	exposition
密西西比州	mississippi
標語	slogans
標語	schlagwort
標語	motto
標語	slogan
摩天大樓	wolkenkratzer
摩天大樓	hochhaus
摩天大樓	wolkenkratzer
雙邊	bilateral
雙邊	bilateraler
雙邊	bilaterale
雙邊	bilateral
雙邊	bilateralen
迷失	verlor
迷失	verirrt
迷失	verloren
迷失	verlorene
迷失	lost
警務	polizeiarbeit
警務	polizei
警務	polizeilichen
警務	polizeiliche
警務	polizeistation
警務	polizisten
警務	polizei
仙女座	andromeda
橘子	orange
橘子	orangensaft
橘子	orangen
橘子	orangen
橘子	birnen
川口	kawaguchi
死亡率	sterblichkeit
死亡率	mortalität
死亡率	sterblichkeitsrate
歌聲	gesang
歌聲	gesungen
歌聲	singt
歌聲	singen
散射	streuung
散射	zerstreuung
散射	zerstreuen
散射	zerstreuen
散射	streuen
散射	streuung
症候群	syndrom
布加勒斯特	bukarest
污水	abwässer
污水	abwasser
污水	abwässer
污水	kläranlagen
污水	abwasser
污水	abwässer
污水	abwasserentsorgung
污水	abwasser
污水	kanalisation
存款	ablagerung
存款	anzahlung
存款	kaution
存款	einlage
存款	einzahlung
存款	ablagerungen
存款	einzahlungen
存款	einlagen
存款	spareinlagen
獨裁	autokratie
獨裁	militärdiktatur
獨裁	diktatur
獨裁	diktaturen
獨裁	diktatorischen
朝倉	asakura
宮廷	schloss
宮廷	palais
宮廷	palast
想象	einbildung
想象	phantasie
想象	vorstellungskraft
想象	fantasie
想象	vorstellen
祈禱	betet
祈禱	beten
祈禱	bete
祈禱	gebetet
祈禱	gebet
祈禱	gebets
祈禱	gebete
祈禱	beten
祈禱	gebetet
祈禱	gebetet
祈禱	bete
祈禱	beten
祈禱	gebet
祈禱	gebets
祈禱	gebete
祈禱	gebetet
祈禱	gebeten
相容	kompatible
相容	vereinbar
相容	kompatibel
相容	kompatibilität
相容	verträglich
相容	verträglichkeit
相容	kompatibilität
相容	vereinbarkeit
廚師	chef
廚師	küchenchef
廚師	chefkoch
廚師	köchin
廚師	koch
廚師	cook
廚師	kochen
廚師	köchin
天王星	uranus
王冠	crown
王冠	kronen
王冠	krone
王冠	kronen
營養	nahrung
營養	tierernährung
營養	ernährung
營養	ernährung
營養	nährstoffen
營養	nährstoffe
愛媛	ehime
凝聚	kohäsion
凝聚	zusammenhalt
橡膠	gummi
橡膠	kautschuk
教義	lehren
教義	creed
教義	glaubensbekenntnis
教義	bekenntnis
教義	lehre
教義	doktrin
扳機	auslöser
扳機	trigger
扳機	zünder
扳機	abzug
扳機	auslösung
扳機	auslösen
探險	expeditionen
探險	abenteuer
探險	erlebnis
探險	expeditionen
探險	entdeckungsreise
探險	expedition
區塊	blocks
區塊	blöcke
區塊	bausteine
區塊	sperren
區塊	blockieren
區塊	block
亞熱帶	subtropischen
地道	tunnel
地道	tunneln
地道	tunnels
地道	tunnel
地道	tunneln
地道	tunnels
所羅門	salomon
所羅門	solomon
所羅門	salomo
所羅門	sulaiman
所羅門	salomonen
腕	handgelenk
附上	anhängen
附上	beimessen
附上	befestigen
附上	beifügen
附上	umschlossen
附上	beigefügt
附上	geschlossene
附上	eingeschlossen
附上	geschlossenen
機長	kapitän
機長	captain
機長	hauptmann
機長	käpt
聲援	solidarisch
聲援	solidarität
核子	kernkraft
核子	kernenergie
核子	nukleare
核子	nuklear
核子	nuklearen
核子	atomenergie
殘餘	überrest
莖	stammzellen
莖	stiel
莖	stamm
雨林	regenwald
雨林	regenwälder
雨林	regenwald
廢棄	aufgeben
廢棄	aufgabe
廢棄	verzicht
廢棄	aufgegeben
廢棄	verlassenen
廢棄	verlassen
廢棄	stillgelegt
廢棄	zurückgelassen
檢視	ansehen
檢視	besichtigung
檢視	aussicht
檢視	anzeigen
檢視	blick
檢視	ansicht
學說	doktrinen
學說	lehre
學說	doktrin
大提琴	cello
加熱	wärme
加熱	heat
加熱	hitze
加熱	zentralheizung
加熱	heizen
加熱	heizung
加熱	wärme
加熱	klimaanlage
加熱	beheizten
加熱	beheizt
加熱	erhitzt
還原	wiederherzustellen
還原	wiederhergestellt
還原	wiederherstellung
還原	wiederherstellen
還原	zurücknehmen
還原	rückgängig
還原	zurückkehren
暴風	unwetter
暴風	gewitter
暴風	sturm
暴風	storm
巴頓	patton
華沙	warschau
誘惑	verführen
誘惑	verführung
誘惑	versuchung
誘惑	versuchungen
誘惑	verführung
掃描	gescannt
掃描	scannen
掃描	einlesen
掃描	gescannt
掃描	scannen
掃描	scans
掃描	scannen
掃描	einlesen
掃描	scan
法典	kodex
法典	codex
壺	topf
壺	pot
壺	kanne
壺	pott
壺	wasserkocher
壺	kessel
壺	töpfe
壺	kanne
壺	krug
電報	telegramm
電報	telegraph
蒸	dämpfen
蒸	gedämpft
升降機	aufzügen
升降機	seilbahnen
升降機	aufzug
升降機	bergbahnen
升降機	aufzüge
升降機	fahrstuhl
升降機	lift
升降機	aufzug
升降機	aufzüge
機密	vertraulich
機密	vertrauliche
機密	vertraulichen
城牆	wände
城牆	stadtmauer
城牆	stadtmauern
城牆	mauern
城牆	mauer
芭蕾舞	ballet
芭蕾舞	ballett
諾曼	norman
環礁	atoll
散布	zerstreuen
散布	streuen
散布	streuung
斐濟	fidschi
潛在	mögliche
潛在	potential
潛在	potentielle
潛在	potenzial
呼叫	aufruf
呼叫	anrufen
呼叫	rufen
呼叫	call
呼叫	nennen
呼叫	anruf
呼叫	berufung
呼叫	aufruf
呼叫	anrufen
呼叫	anruf
呼叫	nennen
呼叫	ruft
硝酸	nitrate
硝酸	nitrat
嵌入	eingebetteten
嵌入	einbettung
嵌入	eingebettete
嵌入	embedded
嵌入	eingebettet
嵌入	einbinden
嵌入	einbettung
出血	blutung
出血	blutet
出血	bluten
出血	blutungen
出血	blutung
出血	bluten
出血	blute
烤	backen
烤	geröstet
烤	braten
口腔	mund
口腔	klappe
口腔	maul
口腔	orale
口腔	mündlichen
口腔	mündliche
口腔	oral
口腔	mündlich
港灣	harbor
港灣	hafen
港灣	hafens
港灣	häfen
港灣	hafen
港灣	fährhafen
港灣	hafen
港灣	harbour
港灣	hafens
時鐘	uhren
時鐘	uhrzeit
時鐘	uhren
時鐘	uhr
時鐘	wecker
牽引	zugkraft
牽引	traktion
滑翔	gleiten
滑翔	gleiten
論點	vorbringen
論點	argumenten
論點	argumente
論點	argumente
論點	argument
論點	streit
菊池	kikuchi
左邊	linke
左邊	linker
左邊	links
左邊	linken
勇氣	mut
勇氣	courage
勇氣	mutig
勇氣	tapferkeit
天線	antennen
天線	antennen
天線	antenne
絕望	verzweiflung
絕望	verzweifelte
絕望	verzweifeln
絕望	verzweifelte
絕望	verzweiflung
絕望	verzweifelten
絕望	verzweifelt
絕望	hoffnungslos
絕望	verzweiflung
摩納哥	monaco
格言	devise
格言	motto
格言	maxime
格言	maxim
腐	rot
腐	verrotten
甘肅	gansu
伏特	volt
敵對	feindselig
敵對	feindseligkeiten
敵對	feindschaft
敵對	feindseligkeit
敵對	feindlich
敵對	feindlichen
敵對	feindselig
卡賓槍	karabiner
出處	herkunftsort
出處	entstehung
出處	ursprung
出處	herkunft
出處	herkunft
電磁	elektromagnetischen
電磁	elektromagnetischer
電磁	elektromagnetische
瘋	verrückte
瘋	irre
瘋	verrückt
金子	gold
金子	goldene
贏	gewinnen
贏	gewinne
贏	sieg
贏	gewinn
開除	kündigung
開除	entlassung
開除	entlassungen
災害	katastrophen
災害	desaster
災害	katastrophenhilfe
災害	katastrophe
災害	naturkatastrophen
災害	katastrophen
災害	desaster
災害	katastrophenhilfe
災害	katastrophe
災害	unglück
持久	dauerhaft
持久	dauerhaften
持久	dauerhafte
持久	haltbar
持久	dauerhafte
持久	dauerhaft
持久	dauerhaften
永久性	dauerhaftigkeit
字元	figur
字元	zeichen
字元	charakter
字元	charaktere
字元	figuren
字元	schriftzeichen
字元	zeichen
字元	buchstaben
晚餐	abendessen
晚餐	abendbrot
晚餐	abendessen
豆腐	tofu
捐助	spende
捐助	schenkungen
捐助	zuwendungen
捐助	spenden
山茶	camellia
濕地	feuchtgebiete
濕地	feuchtgebiete
濕地	feuchtgebiet
獵物	beute
東正教	orthodoxe
東正教	orthodoxie
東正教	orthodoxen
東正教	orthodoxe
東正教	orthodoxen
燕子	schlucken
燕子	schluck
燕子	schluckt
燕子	schwalben
鄰居	nachbarschaft
鄰居	nachbarn
鄰居	nachbar
鄰居	nachbarschaft
鄰居	nachbarländer
鄰居	nachbarn
鄰居	nachbar
鄰居	nachbarstaaten
鄰居	nachbarin
鄰居	nachbarn
鄰居	nachbar
會計師	buchhalter
會計師	wirtschaftsprüfer
會計師	steuerberater
會計師	buchhalter
會計師	steuerberater
會計師	rechnungswesen
會計師	buchhaltung
橢圓	oval
橢圓	ovale
橢圓	ellipse
橢圓	elliptische
追逐	streben
追逐	verfolgung
追逐	jagd
追逐	chase
君士坦丁	konstantin
君士坦丁	constantine
君士坦丁	constantin
君士坦丁	konstantinos
美式足球	football
美式足球	fußballspiel
美式足球	fußball
美式足球	fussball
天然氣	gas
天然氣	erdgas
方塊	würfel
方塊	würfeln
方塊	cube
方塊	würfel
方塊	würfeln
方塊	square
方塊	rechteck
方塊	quadratisch
方塊	quadrat
方塊	platz
方塊	quadrat
方塊	plätze
方塊	quadrate
均衡	ausgeglichen
均衡	ausgeglichener
均衡	ausgewogen
均衡	ausgewogenheit
均衡	ausgewogenen
均衡	ausgewogene
均衡	waage
均衡	bilanz
均衡	balance
均衡	gleichgewicht
均衡	ausgleichen
均衡	ausgleich
均衡	balance
均衡	gleichgewicht
均衡	ausgewogenheit
均衡	ausgewogenheit
均衡	gleichgewicht
掃	fegen
叢林	dschungel
叢林	urwald
慶典	feierlichkeiten
慶典	feiern
慶典	feier
藏文	tibetischen
藏文	tibeter
藏文	tibetische
色素	pigment
色素	pigmente
宣教	dawa
膝	knie
膝	knien
膝	knie
保管	aufbewahrung
保管	verwahrung
保管	gewahrsam
保管	sorgerecht
保管	verwahrung
保管	untersuchungshaft
院系	fakultäten
湖畔	lakeside
省長	präfekt
省長	statthalter
省長	governor
省長	gouverneur
省長	generalgouverneur
粗糙	grob
粗糙	raue
粗糙	hart
粗糙	rauen
粗糙	rau
粗糙	grob
粗糙	grobe
粗糙	groben
激情	leidenschaftlichen
激情	leidenschaft
激情	leidenschaftliche
激情	leidenschaftlich
激情	leidenschaftlicher
激情	leidenschaft
激情	passion
激情	leidenschaften
激情	leidenschaftlich
擦音	frikativ
珍貴	kostbar
珍貴	kostbaren
珍貴	edelsteine
珍貴	wertvolle
珍貴	wertvoll
珍貴	kostbare
河床	flussbett
嚴厲	harten
嚴厲	hart
嚴厲	rauen
嚴厲	harte
門票	tickets
門票	karten
門票	eintrittskarten
門票	fahrkarten
門票	fahrkarte
門票	ticket
門票	eintrittskarte
門票	flugticket
長春	changchun
通航	schiffbar
毒素	toxine
毒素	gift
毒素	toxine
轎車	limousine
轎車	limousinen
轎車	limousine
轎車	limousinen
轎車	limousine
轎車	limo
俄亥俄	ohio
獅子座	löwe
獅子座	leo
經濟學家	ökonom
經濟學家	ökonomen
經濟學家	wirtschaftswissenschaftler
經濟學家	ökonomen
經濟學家	wirtschaftswissenschaftler
夔	kui
輸送	förderer
約瑟	yusuf
約瑟	joseph
約瑟	josef
愛心	fürsorge
愛心	pflege
約旦	jordan
約旦	jordanien
赦免	begnadigt
赦免	begnadigung
性行為	sexualität
性行為	geschlecht
性行為	geschlechtsverkehr
性行為	sex
地下室	erdgeschoss
地下室	untergeschoss
地下室	keller
昨天	gestrigen
昨天	gestrige
昨天	gestern
兄妹	geschwister
兄妹	geschwistern
應對	zurechtkommen
應對	bewältigung
佛法	dharma
詳情	detailliert
詳情	detail
詳情	einzelheiten
詳情	details
詳情	details
詳情	einzelheiten
詳情	angaben
生殖	fortpflanzung
生殖	reproduktive
生殖	reproduktiven
生殖	wiedergabe
生殖	fortpflanzung
生殖	vervielfältigung
生殖	nachdruck
生殖	reproduktion
生殖	fortpflanzung
生殖	zeugung
十個	zehn
