から	від
カメラ	камери
役割	ролі
役割	роль
役割	ролі
野村	номура
十分	достатньо
十分	досить
ティー	tee
改良	вдосконалення
改良	покращення
改良	покращений
改良	покращена
ワイド	широкий
ワイド	широка
講師	інструктори
講師	інструкторів
講師	інструктором
講師	інструктор
ルイ	людовик
ルイ	луї
ルイ	луїс
ルイ	руй
ルイ	луї
曖昧	неоднозначний
録音	запис
サブ	sub
ニッポン	nippon
読み	прочитайте
読み	читати
読み	прочитані
読み	читайте
読み	прочитати
読み	читання
指名	номінації
冒険	пригодницький
冒険	adventure
冒険	пригоди
冒険	пригода
冒険	пригоди
コレクション	збірок
コレクション	колекції
コレクション	collection
コレクション	збірки
コレクション	колекція
コレクション	колекції
コレクション	collection
コレクション	збірка
コレクション	козачка
犯罪	злочин
犯罪	кримінальна
大陸	континенті
大陸	континент
大陸	континенту
大陸	континенти
バイパス	обходити
バイパス	обійти
画面	екрана
画面	екран
医師	лікар
医師	лікарів
医師	лікарі
医師	лікарям
医師	лікар
医師	лікаря
医師	доктор
医師	лікарю
国会	парламент
国会	дієта
ワシントン	washington
ワシントン	вашингтон
ワシントン	вашингтона
マガジン	журнал
マガジン	magazine
マガジン	часопис
生命	життя
生命	лайф
執行	виконання
コミュニティ	громад
コミュニティ	громада
コミュニティ	спільнота
コミュニティ	спільноти
弁護士	прокурори
弁護士	адвокати
弁護士	адвокатів
弁護士	юристи
弁護士	адвокат
弁護士	юрист
危険	небезпечні
危険	небезпечна
危険	небезпечний
危険	небезпечно
危険	небезпека
危険	небезпеки
危険	небезпеці
健康	здорові
健康	здоровий
健康	здорове
健康	здорова
設備	споруди
わか	waka
価格	ціни
価格	ціна
アニメーション	анімація
アニメーション	анімація
アニメーション	анімації
対立	конфлікт
参考	довідник
参考	посилання
参考	зразковий
香川	каґава
カン	побачиш
カン	кан
工学	техніка
工学	інженерних
工学	інженерія
工学	деревні
タン	tan
タン	тан
タン	тань
母親	мами
母親	матерів
母親	матері
母親	матір
母親	мати
母親	матері
ベン	бене
ベン	бен
ベン	ben
専攻	спеціальностях
専攻	мажор
専攻	майор
ドア	вивіз
ドア	двері
ドア	двері
数学	математика
数学	математика
数学	математичний
数学	математичні
数学	математики
信号	сигнали
信号	сигнал
ドン	дон
ダイレクト	пряма
ダイレクト	прямий
ダイレクト	direct
ダイレクト	прямі
審議	роздумів
あまり	божественний
あまり	трошки
あまり	трохи
ゴール	цілі
ゴール	голи
ゴール	мета
金融	фінанси
スウェーデン	швеція
スウェーデン	швеції
ミス	міс
ロバート	роберт
ロバート	робер
周囲	периметр
動画	відео
動画	відеозапис
動画	відео
わら	крапля
広告	оголошення
広告	реклами
広告	рекламу
広告	ads
広告	реклама
広告	реклама
広告	рекламні
広告	піару
ユダヤ	юдея
佐賀	saga
実行	виконати
実行	виконання
始める	запустити
始める	розпочати
始める	старт
始める	запускати
始める	початок
始める	почати
始める	початок
始める	починаємо
入口	вхід
チャンピオン	чемпіон
チャンピオン	чемпіони
日記	журнали
日記	журнал
日記	journal
日記	щоденник
日記	щоденник
日記	щоденники
セル	клітинка
セル	комірки
セル	комірку
セル	клітини
セル	комірка
セル	комірки
有効	ввімкнено
有効	увімкнено
有効	чинного
有効	дійсний
有効	чинний
有効	чинну
フラン	франк
フラン	френ
フラン	фран
鎌倉	камакура
サイ	носоріг
サイ	носоріг
パワー	влада
パワー	живлення
パワー	сила
パワー	power
アーティスト	художники
アーティスト	виконавців
アーティスト	виконавці
アーティスト	художників
アーティスト	митці
アーティスト	художниця
アーティスト	митець
アーティスト	виконавець
アーティスト	художник
食品	харчування
食品	їжа
サポート	підтримка
サポート	підтримую
サポート	підтримати
ステーション	станція
ステーション	станції
ステーション	вокзал
戦艦	морський
戦艦	лінкор
騎士	лицар
騎士	лицарі
音声	голос
音声	голосом
音声	голосу
音声	аудіо
音声	audio
音声	мовлення
音声	промову
うた	uta
遺産	спадщина
権利	права
トロ	торо
学習	вивчили
学習	навчився
学習	вивчив
学習	навчилися
学習	навчання
学習	дізнатися
学習	вчити
学習	вчитись
学習	навчитися
バンク	банк
スコア	рахунок
スコア	результат
スコア	оцінка
スコア	рахунку
スペース	простори
スペース	пробіли
スペース	простору
スペース	пробіл
スペース	простір
四国	сікоку
人生	життя
人生	лайф
証券	злочинна
ウェブサイト	сайті
ウェブサイト	сайт
ウェブサイト	сайти
大和	ямато
コピー	скопіюйте
コピー	копіювання
コピー	скопіювати
コピー	копіювати
コピー	копія
コピー	копії
コピー	копій
コピー	копіює
コピー	копіювання
ステークス	ставками
エピソード	епізоди
エピソード	серії
エピソード	епізод
イラスト	ілюстрації
イラスト	ілюстрацій
イラスト	ілюстрація
イラスト	ілюстрації
空軍	airforce
すでに	уже
すでに	вже
収容	характеру
収容	затримання
収容	утримання
希望	сподівань
希望	сподівається
希望	надії
希望	надії
希望	надія
希望	надіюсь
マリア	марія
航空機	літак
航空機	літаків
航空機	авіаційна
ジェイ	джей
マシン	machine
マシン	машина
マシン	автомат
練習	вправи
練習	вправа
練習	практика
練習	тренування
ソフトウェア	програмний
ソフトウェア	програми
ソフトウェア	застосунок
燃料	пальне
燃料	паливо
燃料	палива
燃料	палива
再生	програвання
再生	відтворення
再生	реабілітація
古い	старі
古い	старе
古い	старим
古い	стара
古い	старий
撤退	відступати
撤退	зняття
領域	область
領域	ділянка
領域	площа
領域	місцевість
司令官	commander
司令官	командира
司令官	командувача
司令官	командир
防御	оборона
防御	захист
防御	оборони
防御	захист
防御	оборону
天使	янголи
天使	angels
天使	ангели
天使	янгол
天使	ангел
無料	вільна
無料	безкоштовне
無料	вільний
無料	безкоштовно
無料	вільно
教室	класом
教室	класі
ビジネス	підприємцям
ビジネス	бізнесу
ビジネス	компаніями
ビジネス	бізнес
ビジネス	справа
ビジネス	ділова
ビジネス	business
ビジネス	діловий
ジャンプ	стрибати
ジャンプ	перехід
ジャンプ	стрибок
ジャンプ	перейти
ジャンプ	переходи
友人	другові
友人	другом
友人	друг
友人	подруга
友人	друга
ソウル	сеулі
ソウル	душу
ソウル	душа
ソウル	soul
ソウル	душею
期待	кавалер
期待	очікувань
期待	сподівання
期待	очікується
期待	очікували
期待	очікувана
期待	очікувані
期待	очікувалося
自転車	велосипеди
自転車	байки
自転車	велосипеди
自転車	велосипедів
自転車	велосипед
自転車	велосипедом
自転車	велосипед
自転車	велосипеда
自転車	ровер
動き	рухи
動き	рухів
銀河	галактика
困難	складності
困難	складність
困難	труднощі
モンスター	монстр
供給	постачання
供給	надати
アカウント	рахунок
アカウント	рахунки
記憶	спогад
フィルム	фільм
フィルム	плівка
ロケット	ракети
ロケット	ракета
早稲田	васеда
低い	низький
低い	низька
低い	low
まとめ	огляд
まとめ	резюме
まとめ	зведення
まとめ	підсумок
解決	вирішують
解決	вирішити
兵器	зброя
兵器	зброю
兵器	зброєю
ウェイ	спосіб
ウェイ	шлях
はい	yes
はい	так
北京	пекін
北京	пекінська
引用	цитати
引用	цитата
引用	цитування
引用	цитати
引用	цитатами
引用	цитату
引用	лапки
引用	цитата
引用	цитування
サイド	збоку
サイド	сторона
サイド	бічна
サイド	бік
サイド	сторони
トリ	торі
原則	засади
原則	принципи
ラブ	любов
ラブ	кохаю
ラブ	кохання
株式	акції
株式	поширення
株式	акція
株式	капітал
信頼	довіра
信頼	впевненість
信頼	довіра
信頼	довірливий
信頼	довірою
信頼	безмежну
信頼	надійний
信頼	надійність
信頼	надійних
分析	аналізувати
分析	проаналізувати
分析	аналізу
分析	аналіз
収入	прибутки
収入	надходжень
収入	прибуток
収入	дохід
収入	вклади
収入	прибуток
収入	дохід
収入	прибутки
ベルリン	берлін
惑星	planet
惑星	планета
惑星	планети
同時	одночасних
中野	накано
ルイス	льюїс
ルイス	льюіс
ルイス	людовик
ルイス	луї
ルイス	луїс
目標	цілі
目標	голи
しばしば	часто
裁判所	судові
裁判所	суд
裁判所	суди
裁判所	судів
計算	підрахунок
計算	обчислення
計算	підрахунку
計算	розрахунки
計算	обчислення
計算	обчислити
計算	підрахувати
計算	обчислення
自治	автономія
バイ	поки
バイ	бувай
テスト	перевірка
テスト	перевірити
テスト	test
テスト	тест
テスト	перевірки
テスト	тести
テスト	тестування
テスト	випробування
意識	свідомість
呼称	найменування
物質	речовина
物質	речовини
物質	речовина
許可	дозволу
許可	дозвіл
許可	дозволяти
許可	дозволити
許可	дозволяють
許可	дозволи
回復	відновлення
回復	відновити
回復	відновленню
回復	відновлення
回復	одужання
回復	відновлюється
画家	художників
画家	маляр
画家	вазописець
画家	художник
中止	перервати
拡張	розширені
拡張	розширена
拡張	розширений
拡張	суфікси
拡張	додатки
拡張	розширення
書籍	книжки
書籍	книг
書籍	книги
大きい	великі
大きい	великих
大きい	великі
大きい	велике
大きい	велика
大きい	великий
大きい	біг
ハート	серце
ハート	гарт
伊勢	ісе
メン	чоловіки
治療	терапія
治療	лікування
固定	фіксація
固定	фіксована
固定	виправлено
固定	фіксований
マイケル	михайло
マイケル	майкл
マイケル	michael
マイケル	михаїл
観客	глядачі
観客	спостерігачів
観客	глядача
観客	аудиторію
観客	аудиторія
観客	аудиторії
観客	глядачі
観客	глядачі
観客	аудиторії
免許	ліцензію
免許	ліцензія
免許	ліцензії
装甲	обладунки
装甲	броні
装甲	обладунки
装甲	броня
寺院	храму
寺院	храм
寺院	храмів
寺院	храми
占領	зайнятого
占領	зайняте
占領	зайнято
占領	окупаційні
占領	окупація
占領	окупації
青春	молодість
青春	юнацтва
青春	юність
青春	молодь
出現	спостерігали
背景	тло
背景	сп
背景	тло
背景	тла
比較的	порівняно
比較的	відносно
準備	приготування
準備	підготовка
準備	підготувати
アート	арт
アート	мистецтво
アート	художня
規格	стандартів
規格	стандартами
規格	стандартам
規格	стандарти
スイス	швейцарія
スイス	швейцарії
スイス	швейцарський
スイス	швейцарська
除去	ліквідацію
除去	усунення
除去	вилучення
除去	видалення
形状	форм
形状	форми
形状	форму
形状	форма
シアター	театрі
シアター	театр
知事	губернатора
知事	губернатор
崩壊	згортання
崩壊	згорнути
崩壊	розпаду
最新	найновіші
最新	останні
最新	остання
キリスト教	християни
キリスト教	християнин
キリスト教	крістіан
キリスト教	християнський
キリスト教	християнська
キリスト教	християнство
交渉	узгодження
交渉	перемовини
交渉	переговори
交渉	переговори
普及	популяризація
武田	такеда
マスター	майстер
マスター	магістр
マスター	вчителю
マスター	master
オール	весло
アナ	анно
アナ	ана
アナ	ена
アナ	анна
最近	недавні
最近	нещодавні
最近	недавно
最近	нещодавно
無期限	невизначений
インターチェンジ	пересадка
整理	чистки
整理	очищення
アウト	назовні
アウト	вийшов
アウト	out
協定	угода
協定	угоду
協定	угод
スクール	школа
スクール	училище
推定	презумпція
推定	орієнтовний
推定	приблизна
推定	припустив
協議	консультацію
協議	консультація
協議	консультації
ダウン	вниз
ダウン	down
ダウン	униз
ダウン	даун
前田	маеда
処分	розпорядженні
事務	справ
大佐	полковнику
大佐	полковник
大佐	підполковник
ブック	книжка
ブック	книжечки
ブック	книга
ブック	книги
軍団	корпус
遺跡	руїни
ケイ	кей
ケイ	kei
中間	intermediate
アクション	бойовики
アクション	дії
アクション	дія
アクション	дії
検証	перевірити
検証	підтвердити
検証	перевірка
検証	перевірки
検証	перевірити
検証	перевірка
認識	визнання
逮捕	арешт
逮捕	затримала
逮捕	заарештовано
オフ	off
オフ	вимкнено
キャラ	кара
キャラ	cara
金属	метали
金属	металевий
金属	метал
金属	метали
古墳	кофун
トーク	поговоримо
トーク	розмова
トーク	talk
トーク	говорити
バラ	рози
バラ	троянди
バラ	роуз
バラ	роза
バラ	розі
バラ	троянда
拒否	відхилити
拒否	відмовлятися
拒否	заборонити
拒否	відмову
拒否	відмовити
拒否	відкинути
拒否	відмовити
拒否	відхилити
ボス	начальник
ボス	boss
ボス	бос
ボス	босс
戦略	стратегії
戦略	стратегія
戦略	стратегії
ゴールデン	золотий
ゴールデン	голден
ゴールデン	золоті
ゴールデン	золоте
クロス	хрест
クロス	хрестик
クロス	крос
興行	конферансьє
興行	ефективність
興行	виступ
スケート	скейт
解除	скасування
関数	функція
関数	функцію
関数	функції
関数	функції
負傷	поранених
負傷	поранені
負傷	поранений
ルス	луз
ソビエト	радянський
ソビエト	радянська
ソビエト	радянські
中島	nakajima
ガール	дівчинка
ガール	дівча
ガール	дівчина
ガール	дівчину
フランク	франк
フランク	френк
フランク	френку
ハンガリー	угорщини
ハンガリー	угорщині
ハンガリー	угорщина
職員	служить
職員	приймав
職員	робітника
職員	персоналу
職員	офіційні
職員	офіційна
職員	офіційний
職員	офіційне
ポート	пор
ポート	порт
ポート	порти
検査	іспит
検査	екзамен
検査	іспитів
検査	експертизи
検査	інспекція
ホワイト	білий
ホワイト	біла
ホワイト	біле
ホワイト	білі
ホワイト	вайт
中華人民共和国	кнр
ミックス	змішана
ミックス	змішаний
ミックス	змішані
ミックス	мікс
ミックス	суміші
ミックス	суміш
資金	фонди
資金	коштів
質問	запитання
質問	питання
質問	запитань
質問	питань
質問	вопросы
質問	запитання
質問	питання
閉鎖	закриття
閉鎖	замикання
演劇	театрі
演劇	театр
演劇	театр
言及	згадую
言及	згадай
言及	згадала
言及	згадав
言及	згадував
言及	згадки
ギリシャ	греції
ギリシャ	греція
金曜日	friday
ライフ	життя
ライフ	лайф
否定	відмовити
否定	заперечення
大使	посол
大使	представництва
広場	квадратний
広場	площа
広場	квадрат
ビッグ	великі
ビッグ	велике
ビッグ	велика
ビッグ	великий
ビッグ	біг
ヤング	янг
ヤング	молода
ヤング	молоді
ヤング	молодою
ヤング	молодий
ヤング	молодим
ヘンリー	генрі
ヘンリー	генріх
ヘンリー	анрі
常に	завжди
振興	прогресу
爆発	вибухом
爆発	вибух
爆発	вибухи
売上	продажів
売上	продаж
売上	продажі
モスクワ	московська
モスクワ	moscow
モスクワ	москва
重複	дублікати
重複	дублікат
重複	дублювати
重複	повторне
重複	перекриваються
さくら	сакура
概念	поняття
概念	концепція
概念	концепції
概念	принципи
パート	частина
危機	криз
危機	криза
ドライバー	драйвери
ドライバー	водії
ドライバー	драйвер
ドライバー	водій
ドライバー	водія
裁判	судять
巨人	гіганти
巨人	giant
巨人	велетенська
巨人	гігант
巨人	велетень
トーナメント	турнір
アクセス	доступ
アクセス	звернення
アクセス	доступ
アクセス	звернень
安定	стабільність
安定	стабільна
安定	стійкий
青山	аояма
調整	корекція
調整	коригування
調整	коригування
調整	налаштувати
調整	виправити
調整	координації
調整	координацію
調整	комплексні
中世	середньовічна
不足	дефіциту
不足	нестача
不足	відсутність
不足	бракує
不足	брак
不足	нестача
解釈	інтерпретації
解釈	інтерпретація
解釈	тлумачення
根拠	дичини
岡田	окада
買収	поглинання
買収	збору
募集	вербування
プレイ	відтворити
プレイ	грати
プレイ	програти
ビット	біт
ビット	біти
ビット	бітів
ビット	біт
日曜日	неділі
日曜日	неділях
日曜日	щонеділі
日曜日	неділя
注目	обрані
注目	увага
国王	кінг
国王	король
国王	цар
分布	розподіл
パス	контур
パス	шлях
パス	шляхи
パス	контури
パス	перевал
パス	передати
パス	проїхати
ミュージシャン	музикант
ミュージシャン	музикантів
ミュージシャン	музиканти
リーダー	читачам
リーダー	читачі
リーダー	ватажок
リーダー	лідер
リーダー	reader
リーダー	читач
与える	віддам
与える	дайте
与える	надати
ファイナル	фінал
ファイナル	остаточний
ファイナル	final
コモ	como
ポルトガル	португалії
ポルトガル	португалія
高度	висота
テニス	теніс
ゆき	юкі
結合	бонд
知識	знань
知識	знання
ライセンス	ліцензії
ライセンス	ліцензування
ライセンス	ліцензію
ライセンス	ліцензія
ライセンス	ліцензію
ライセンス	ліцензія
ライセンス	ліцензії
ライセンス	випущена
メール	мейл
メール	пошта
メール	поштою
メール	email
生涯	безперервне
赤い	червона
赤い	ред
赤い	червоний
赤い	червоне
赤い	червоні
クリア	чисто
クリア	очистити
実績	досягнення
実績	поставлені
実績	досягнення
アリ	мурашка
アリ	мурашки
アリ	мурахи
アリ	арі
アリ	мурахи
アリ	алі
バスケットボール	баскетбол
繰り返し	повторюється
繰り返し	повторювати
繰り返し	повторити
繰り返し	повторюю
繰り返し	повторення
繰り返し	повторення
繰り返し	повторення
新規	нові
新規	нове
新規	нова
新規	новий
新規	створити
閲覧	навігація
閲覧	перегляд
閲覧	переглянути
閲覧	пошукати
閲覧	навігація
閲覧	навігацію
閲覧	перегляду
土曜日	субота
土曜日	суботи
土曜日	щосуботи
端末	термінала
端末	термінал
端末	термінали
トヨタ	toyota
ヤン	ян
上昇	rise
事情	обставини
都道府県	префектура
都道府県	стан
都道府県	держава
隊長	капітан
悪魔	диявол
悪魔	біс
悪魔	демон
規制	постанова
規制	регулювання
規制	контрольовані
オペラ	opera
オペラ	опера
オペラ	опер
カイ	кай
みんな	всім
みんな	усіх
みんな	усі
みんな	усім
みんな	всіх
みんな	хлопці
ウィー	ві
ディレクター	режисер
ディレクター	директор
判決	суд
駐車	паркінг
駐車	паркування
女王	цариці
女王	королева
女王	queen
女王	краля
女王	цариця
木曜	четвер
修了	завершення
修了	доповнення
合成	synthetic
合成	будова
合成	композиція
合成	синтез
ミン	мін
ミン	хв
ローズ	роуз
ローズ	роза
ローズ	розі
ローズ	троянда
数字	числа
数字	номери
数字	цифри
提示	представили
提示	презентували
提示	представлена
提示	презентувала
上海	шанхай
侵攻	вторгнення
侵攻	варварів
国旗	прапором
国旗	прапорець
国旗	прапор
国旗	прапора
国旗	прапорці
国旗	прапори
人類	людство
人類	людяності
人類	людство
人類	людства
人類	людству
現象	явище
現象	явища
現象	явище
現象	феномен
二つ	два
二つ	дві
二つ	двоє
二つ	двох
二つ	двійка
にもかかわらず	незважаючи
証明	довести
証明	доказ
祭り	festival
祭り	фестиваль
祭り	фестивалів
応援	радіє
ジェームズ	джеймс
ゴールド	золота
ゴールド	gold
ゴールド	золоті
ゴールド	золото
社員	служить
社員	приймав
社員	робітника
社員	співробітників
社員	працівників
社員	працівники
社員	службовців
村上	муракамі
エア	air
エア	повітряна
エア	повітря
原子力	ядерної
原子力	ядерні
原子力	ядерна
原子力	ядерний
アイルランド	ірландія
アイルランド	ірландії
ボタン	кнопки
ボタン	кнопок
ボタン	кнопку
ボタン	кнопка
プロフィール	профілю
プロフィール	профіль
プロフィール	профілі
仏教	буддизм
仏教	буддійський
ストリート	стріт
ストリート	вулиця
ストリート	вулицям
ストリート	вулиць
ストリート	вуличками
ストリート	вулицями
ストリート	вулиці
強制	примусово
ロス	рос
ロス	росс
ボン	бонн
サウンド	sound
サウンド	звук
サウンド	звуки
サウンド	звучить
世帯	родин
世帯	двір
衝突	зіткнення
生成	створити
ローカル	локально
ローカル	локальні
ローカル	місцеві
ローカル	локальна
ローカル	локальний
ローカル	місцевий
境界	межі
境界	кордони
境界	границя
続ける	продовжувати
続ける	продовжити
続ける	продовжуємо
蒸気	пара
蒸気	steam
巡洋艦	cruisers
巡洋艦	крейсер
インチ	дюйм
インチ	дюймів
インチ	дюйми
体験	досвід
区別	судження
アメリカン	американський
アメリカン	американець
アメリカン	американські
アメリカン	американська
アメリカン	американської
ブレーキ	гальмування
ブレーキ	брейк
ブレーキ	гальма
兵士	солдат
兵士	вояки
兵士	солдати
兵士	солдатам
スタン	стан
スタン	стен
解放	визволення
解放	звільнення
石油	олива
石油	олія
石油	нафта
バレーボール	волейбол
リード	рід
リード	лід
リード	свинець
リード	ведучий
リード	ліда
青木	аокі
ゴルフ	гольф
坂本	сакамото
シート	аркуш
シート	аркушів
シート	аркуші
ミッション	місія
ミッション	місій
ミッション	місії
組み合わせ	комбінації
組み合わせ	комбінувати
組み合わせ	поєднання
組み合わせ	комбінація
準決勝	півфіналі
人形	ляльки
人形	лялька
ミュージカル	музична
ミュージカル	музичний
ミュージカル	мюзикл
ミュージカル	музичні
大野	оно
スリー	три
スリー	втрьох
スリー	трійка
現場	сцени
現場	сцена
エジプト	єгипту
エジプト	єгипет
エジプト	єгипті
プレミアム	високоякісний
プレミアム	преміум
プレミアム	premium
趣味	хобі
趣味	хоббі
趣味	хобі
将来	майбутнє
授業	уроки
授業	урок
料金	тариф
料金	фар
料金	плату
身体	тіло
身体	тіла
作者	авторів
作者	автори
作者	автор
作者	автора
作者	автором
松平	мацудайра
推薦	рекомендацію
類似	аналогічний
類似	аналог
スカ	ска
地理	географія
ダブルス	парні
ダブルス	парами
百万	мільйон
命名	найменування
表面	поверхні
表面	поверхня
訪問	відвідати
訪問	відвідання
訪問	візит
訪問	завітати
訪問	відвідайте
訪問	відвідування
訪問	відвідувань
訪問	відвідування
合格	проходила
合格	складе
合格	пройшов
合格	пройдено
合格	передано
合格	перейшов
合格	минули
フランス語	френч
フランス語	французька
フランス語	французькою
フランス語	французький
レット	хай
レット	нехай
パイロット	пілотів
パイロット	pilot
パイロット	пілот
トルコ	туреччина
マス	пструг
ウクライナ	україна
ウクライナ	україні
ディスク	диск
ディスク	диску
ディスク	диск
続き	продовження
続き	тривале
続き	продовжив
続き	продовжували
続き	продовжується
続き	продовжила
国勢調査	перепис
次元	вимір
シカゴ	чикаго
パーソナリティ	особистість
国籍	нації
国籍	країна
国籍	націю
国籍	громадянство
国籍	нація
国籍	нації
称号	заголовки
称号	назва
称号	заголовок
称号	титул
敗北	поразка
敗北	поразки
セン	сен
規則	правила
クラシック	класична
クラシック	класична
クラシック	класичні
クラシック	класичний
クラシック	класика
クラシック	класичне
車線	вуличка
車線	смуг
機会	нагода
機会	можливість
機会	можливості
大隊	батальйон
キャスター	кастер
キャスター	кастор
新幹線	сінкансен
スカイ	скай
スカイ	небом
スカイ	небо
ドリーム	сон
ドリーム	dream
ドリーム	мрія
ソニー	sony
ロゴ	логотип
ロゴ	логос
コア	основний
コア	core
コア	ядро
学期	семестр
古典	класика
古典	класику
古典	класична
古典	класична
古典	класичні
古典	класичний
古典	класика
古典	класичне
大人	дорослих
大人	доросла
大人	дорослі
大人	доросле
大人	дорослий
大人	дорослі
海岸	узбережжя
海岸	берег
ボックス	скринька
ボックス	box
ボックス	ящик
ボックス	коробка
ボックス	оточення
ボックス	блоки
ボックス	коробки
神話	міфи
神話	міфів
神話	міфологія
神話	міф
フィギュア	фігури
フィギュア	фігурки
フィギュア	показники
フィギュア	фігура
移住	еміграція
柔道	дзюдо
支部	гілка
どこ	звідки
どこ	де
どこ	where
どこ	куди
貿易	торгівлі
貿易	торгівля
挿入	вставка
挿入	вставити
挿入	вставлення
挿入	вставки
敷地	приміщення
敷地	сайт
マッチ	збігається
マッチ	матчів
マッチ	відповідає
マッチ	сірники
マッチ	збіг
マッチ	відповідність
マッチ	матч
マッチ	двобій
マッチ	сірники
空気	air
空気	повітряна
空気	повітря
快速	швидкого
譲渡	трансфер
譲渡	перенесення
譲渡	призначення
譲渡	присвоєння
ピン	пен
ピン	pin
ピン	закріпити
ピン	пен
上田	уеда
両親	батьки
セイ	say
セイ	скажуть
セイ	кажу
セイ	сказати
セイ	кажеш
投資	інвестувати
投資	інвестування
投資	інвестиції
投資	інвестицій
投資	інвестиції
投資	вкладень
ミステリー	mystery
ミステリー	таємниця
ミステリー	загадка
ミステリー	таїнства
小川	брук
経過	прогрес
経過	поступ
経過	пройшло
後藤	летіти
後藤	перейти
疑問	запитання
疑問	питання
キャンパス	університеті
ゲート	брама
ゲート	gate
ゲート	ворота
恋人	сонечко
恋人	кохана
恋人	коханих
恋人	коханці
恋人	закоханих
恋人	коханець
ノース	північна
ノース	норт
ノース	північний
ノース	північ
ロング	довгий
ロング	хай
ロング	лонг
ロング	long
ロング	довга
ロング	довгі
ナショナル	національна
ナショナル	націонал
ナショナル	національне
ナショナル	національний
ナショナル	національні
それら	ті
それら	тих
それら	тими
別名	псевдонім
日立	hitachi
話題	темою
話題	тему
話題	тема
話題	теми
水曜	середа
水曜	середи
本体	тіло
本体	тіла
育成	надійна
怪獣	монстр
テキサス	техас
中川	накаґава
反乱	повстання
反乱	бунт
反乱	повстання
消費	споживання
不可能	неможлива
不可能	неможливе
不可能	неможливо
ジャズ	джаз
ジャズ	jazz
ジャズ	джазу
利益	прибуток
利益	користь
爆弾	бомба
抵抗	опору
抵抗	опір
文芸	література
側面	фланг
側面	аспекти
側面	аспектів
側面	співвідношення
リチャード	річард
日産	datsun
日産	nissan
患者	пацієнти
患者	пацієнтам
患者	пацієнтів
患者	пацієнт
患者	пацієнта
カット	різати
カット	вирізати
離脱	зняття
メタル	метали
メタル	металевий
メタル	метал
プラス	плюс
プラス	plus
学年	класі
岡崎	окадзакі
相互	взаємного
相互	спільний
相互	взаємно
業界	галузь
業界	галузі
業界	індустрія
業界	промисловість
白い	білий
白い	біла
白い	біле
白い	білі
白い	вайт
株主	акціонерів
株主	акціонер
場面	краєвиди
場面	сцени
場面	сцена
リック	рік
書く	записати
書く	напишіть
書く	пишіть
書く	виписати
書く	написати
ジム	спортзал
ジム	джим
メッセージ	повідомлення
メッセージ	повідомлення
メッセージ	повідомлень
詩人	поет
詩人	поетів
詩人	поети
顧問	радник
ランク	звання
ランク	вартості
オンライン	онлайн
オンライン	online
脱退	зняття
三浦	міура
記号	символів
記号	символи
記号	символ
記号	підписати
記号	знак
変換	трансформація
変換	перетворення
変換	перетворити
変換	перетворення
変換	перетворити
変換	перетворення
変換	перетворення
変換	конверсія
過程	процес
過程	обробити
過程	процесу
オーバー	закінчилося
オーバー	над
オーバー	закінчено
オーバー	закінчилась
オーバー	пальто
襲撃	агресію
襲撃	напали
ヘッド	head
ヘッド	голова
ヘッド	голівка
ヘッド	головах
ヘッド	голів
ヘッド	голови
ヘッド	головами
資産	актив
資産	активи
マリ	марі
マリ	малий
マリ	малі
手紙	листи
手紙	літер
手紙	літери
手紙	лист
手紙	літера
手紙	листі
アイテム	елемент
アイテム	елементів
アイテム	пункти
アイテム	елементи
爆撃	бомбардування
単に	просто
ジン	цзінь
ジン	джин
ジン	наливайка
小田	ода
ダブル	дабл
ダブル	двічі
ダブル	дубль
ダブル	подвійна
ダブル	подвійний
ダブル	подвійне
交響曲	симфонічний
交響曲	симфонія
交響曲	symphonies
入力	вхідний
入力	вхідні
入力	ввід
入力	вхідні
公表	оголошення
公表	анонс
公表	публікацію
公表	публікація
大島	осіма
任意	волонтерська
任意	добровільно
任意	добровільна
任意	довільний
任意	довільну
黄金	золотий
黄金	голден
黄金	золоті
黄金	золоте
平安	хейан
短い	short
短い	короткий
短い	коротка
短い	скорочено
短い	коротке
短い	короткі
ハム	ам
発達	розвитку
発達	розвиток
発達	розробка
神経	нерв
ボード	дошки
ボード	правління
ボード	дошка
ボード	настільні
ボード	комітетів
ボード	boards
姿勢	attitude
姿勢	ставлення
姿勢	поза
議長	доповідач
議長	гучномовець
議長	голова
議長	головою
スポンサー	спонсор
スポンサー	спонсора
スポンサー	заплатила
スポンサー	спонсори
スポンサー	спонсором
ドイツ語	німецька
ドイツ語	німець
ドイツ語	герман
ドイツ語	німецькою
ドイツ語	німецький
気象	погода
メトロ	метрополітен
メトロ	метро
メトロ	metro
有限	скінченна
ボディ	тіло
ボディ	тіла
ポケット	кишені
ポケット	кишеня
ポケット	кишенях
ポケット	кишені
ピーター	петро
ピーター	пітер
福山	фукуяма
ヒーロー	герой
フロント	front
フロント	спереду
フロント	передні
フロント	фронт
フロント	передній
再建	відбудувати
再建	заново
再建	реконструкція
再建	реконструкції
再建	відбудувати
ドーム	купол
コマ	кома
ブラウン	браун
ブラウン	коричневі
ブラウン	brown
ブラウン	коричневий
ブラウン	браун
オス	самці
オス	чоловічий
オス	самець
オス	чоловічі
オス	чоловіча
国境	рамки
国境	обрамлення
国境	межа
国境	кордон
国境	рамка
織田	ода
ドライブ	драйв
ドライブ	пристрій
ドライブ	привід
ドライブ	drive
ドライブ	сходять
不動産	майно
イスラエル	ізраїлі
イスラエル	ізраїлю
イスラエル	ізраїль
