carter	carter
ventre	livmoderen
ventre	livmoder
hannover	hannover
submarí	ubåden
submarí	ubåd
llibertats	frihedsrettigheder
llibertats	friheder
llibertats	frihedsrettighederne
servidors	servere
servidors	serverne
excepcions	undtagelser
zwick	zwick
jamaica	jamaica
letó	lettiske
letó	lettisk
letó	letlands
generat	genererede
generat	genereret
sals	salte
ken	ken
observador	observatøren
observador	observatør
observador	iagttager
tiberi	tiberius
controlat	kontrollerede
controlat	styrede
controlat	styret
controlat	kontrolleret
almeria	almería
almeria	almeria
quintana	quintana
valoració	værdiansættelse
dany	dany
interaccions	interaktioner
interaccions	interaktion
interaccions	samspil
pesant	tunge
pesant	tungt
pesant	heavy
pesant	tung
pesant	kraftig
atlanta	atlanta
substitueix	erstat
substitueix	erstatte
recomana	anbefale
recomana	anbefaler
recomana	anbefales
recomana	anbefaler
recomana	henstiller
houston	houston
singapur	singapore
deure	pligt
deure	pligten
deure	told
assíria	assyrien
aprenent	lærling
rubí	rubin
rubí	ruby
northern	nordlige
northern	nordlig
sul	sul
fritz	fritz
marxista	marxistiske
edgar	edgar
fallida	konkurs
fallida	fallit
fallida	bankerot
pietat	mercy
pietat	nåde
pietat	barmhjertighed
phil	phil
andreas	andreas
somme	somme
joies	smykker
joies	juveler
antecedents	baggrund
antecedents	baggrunden
ryan	ryan
versalles	versailles
murals	vægmalerier
pica	pike
pica	pica
qualificació	bedømmelse
qualificació	kreditvurdering
qualificació	rating
búlgar	bulgarsk
búlgar	bulgarske
borrell	borrell
deutsche	deutsche
albacete	albacete
repúbliques	republikkerne
repúbliques	republikker
susan	susan
convidats	gæsterne
convidats	gæster
bàrbara	barbara
infern	helvede
infern	inferno
revolucionaris	revolutionære
lost	tabte
lost	fortabt
lost	mistede
lost	lost
lost	tabt
lost	mistet
mini	mini
operar	operere
consonants	konsonanter
filòsofs	filosoffer
rosario	rosario
buits	huller
salvat	gemte
salvat	sparet
salvat	reddede
salvat	reddet
salvat	gemt
carbonell	carbonell
permanents	permanente
permanents	permanent
permanents	blivende
modest	beskedent
modest	beskedne
modest	beskeden
segments	segmenter
mansur	mansur
nikolai	nikolaj
nikolai	nikolai
marcos	marcos
gestionar	administrer
gestionar	administrere
amplitud	amplitude
inter	inter
especialitzats	specialiseret
especialitzats	specialiserede
geologia	geologi
avaluar	vurdere
avaluar	evaluerer
avaluar	evaluere
banca	banca
banca	bænken
banca	bænk
llars	husstande
llars	husholdningerne
llars	husholdninger
gall	hane
desnivell	hældning
aristocràcia	aristokrati
piscina	pulje
piscina	bassin
piscina	swimmingpool
piscina	pool
piscina	billard
atles	atlas
imdb	imdb
allegro	allegro
clars	klart
clars	ryd
clars	klar
acusats	sagsøgte
nuevo	nuevo
artesans	håndværkere
suplent	suppleant
suplent	alternativt
suplent	alternativ
participacions	delinger
participacions	aktier
participacions	andele
marató	marathon
marató	maraton
ànimes	sjæle
cec	blind
cec	blinde
dissenyats	manipuleret
dissenyats	konstruerede
secretària	sekretær
feliç	lykkelig
feliç	tillykke
feliç	glade
feliç	tilfreds
feliç	glad
feliç	happy
distribuïts	fordelt
distribuïts	uddelt
distribuïts	distribueret
distribuïts	omdelt
localitzar	lokalisere
localitzar	find
marino	marino
madame	frue
madame	madame
emigració	emigration
emigració	udvandring
emigració	udvandringen
multimèdia	multimedia
multimèdia	multimedier
multimèdia	multimedie
creades	oprettede
creades	skabt
creades	oprettet
fosfat	fosfat
ipa	ipa
enclavament	enklave
ferrara	ferrara
mag	tryllekunstner
mag	mag
mag	magasin
act	handle
act	retsakt
act	akt
act	act
autobusos	busser
autobusos	busserne
ovelles	fåre
ovelles	får
confirma	bekræfter
confirma	bekræft
mariner	matros
mariner	sømand
adjacent	tilstødende
adjacent	tilgrænsende
matilde	matilde
matilde	matilda
gloria	gloria
logotip	logo
logotip	logoet
infinit	uendelig
infinit	uendeligt
infinit	uendelige
infinit	uendeligt
infinit	uendelig
infinit	infinity
infinit	uendelighed
jason	jason
guerrer	kriger
guerrer	krigeren
revestiment	overtræk
revestiment	overfladebehandling
revestiment	coating
revestiment	lakering
revestiment	belægning
pineda	pineda
perfecta	perfekt
perfecta	perfekte
perfecta	perfect
charlotte	charlotte
actualització	opdatere
actualització	opdatering
actualització	opdater
actualització	update
rectes	lige
rectes	straight
cromosoma	kromosom
diccionaris	ordbøger
predominant	fremherskende
coca	coke
coca	koks
coca	kokain
coca	cola
coca	coca
inundacions	oversvømmelser
inundacions	oversvømmelse
sanz	sanz
salts	dykning
salts	dykker
salts	springer
salts	hopper
gregorio	gregorio
zur	zur
milícia	militser
milícia	milits
milícia	militsen
helen	helena
helen	helen
sergent	sergent
sergent	sergeant
ambulància	ambulance
peña	peña
excavació	udgravning
barons	baroner
legions	legioner
kosovo	kosovo
emès	udstedte
emès	udstedt
gots	goterne
vaca	ko
econòmicament	økonomisk
sebastián	sebastian
ciment	cement
cadira	stol
cadira	stolen
transbordador	færgen
transbordador	færge
làser	laseren
làser	laser
claudio	claudio
apòstol	apostel
coloració	farvestof
coloració	farvning
progressiva	progressiv
progressiva	fremadskridende
progressiva	gradvis
progressiva	progressive
progressiva	progressivt
quaderns	notesbøger
libro	libro
evita	evita
adhesió	medlemskab
adhesió	medlemsskab
fum	ryg
fum	ryger
fum	røg
fum	ryge
niu	nest
niu	reden
niu	rede
equivalents	ækvivalenter
consolat	konsulatet
consolat	konsulat
consolat	konsulater
neoclàssic	neoklassisk
masters	masters
masters	mestre
wallace	wallace
amos	amos
amos	masters
amos	mestre
pretendent	bejler
pretendent	frier
peó	brik
peó	bonde
peó	rekrut
comissionat	kommissær
dotzena	tolvtedel
dotzena	tolvte
significatius	betydningsfuldt
significatius	betydelige
significatius	betydende
significatius	betydelig
significatius	væsentlig
significatius	signifikant
mon	mon
adquirida	vundet
erosió	erosion
verona	verona
sabor	smag
sabor	aroma
civilitzacions	civilisationer
hugh	hugh
lara	lara
butaca	lænestol
simpson	simpsons
simpson	simpson
implementació	gennemførelse
implementació	implementering
implementació	iværksættelse
implementació	gennemførelsen
guido	guido
robinson	robinson
cabells	hair
cabells	hår
cabells	håret
bemoll	flad
bemoll	lejlighed
bemoll	fladt
bemoll	flade
arturo	arturo
divuit	atten
divuit	eighteen
bobby	bobby
revelació	åbenbaring
revelació	afsløring
estrasburg	strasbourg
hort	orchard
inventar	opfinder
inventar	opfinde
raúl	raúl
horda	horde
ibáñez	ibáñez
complutense	complutense
ajuntaments	kommuner
ajuntaments	kommunerne
adolfo	adolfo
gneu	gnaeus
occitània	occitanien
budisme	buddhisme
cretaci	kridttiden
volant	flyve
volant	flying
volant	flyver
volant	flyvning
volant	flyvende
sostingut	skarp
sostingut	sharp
sostingut	skarpe
sostingut	skarpt
sostingut	opretholdt
sostingut	vedvarende
bakr	bakr
oceans	havene
oceans	oceaner
consorci	konsortiet
consorci	konsortium
otan	nato
denominacions	benævnelser
denominacions	betegnelser
denominacions	denominationer
honda	honda
pastures	græsgange
pastures	græsarealer
pastures	græsgange
empat	slips
empat	uafgjort
empat	binde
desena	tiendedel
desena	tiende
aguda	akutte
aguda	akut
compatible	kompatibel
compatible	forenelige
compatible	forenelig
compatible	kompatibelt
pastors	hyrder
telecomunicacions	telekommunikation
precursor	forløber
morris	morris
side	side
consentiment	samtykke
pàdua	padua
charente	charente
paradís	paradiset
paradís	paradis
paradís	paradise
caserna	kaserne
presentant	præsenterer
múltiple	adskillige
múltiple	flere
laos	laos
kara	kara
respectius	respektive
llegendari	legendarisk
llegendari	legendariske
fires	messer
adaptada	tilpassede
adaptada	tilpasset
cristall	krystal
cristall	crystal
duo	duo
musa	musa
musa	muse
transparent	gennemsigtigt
transparent	gennemsigtig
transparent	gennemsigtige
transparent	transparent
olimpíada	olympiade
martiri	martyrium
acusacions	anklager
acusacions	beskyldninger
auguste	auguste
potassi	kalium
espiral	spiral
feminista	feministisk
einstein	einstein
bitllets	billetter
bitllets	billetterne
companya	følgeskab
companya	følgesvend
companya	ledsager
escolta	lyt
warren	warren
forçat	påtvunget
forçat	tvungen
forçat	tvunget
forçat	tvang
forçat	tvungne
quars	kvarts
quentin	quentin
garantia	garanti
garantia	garanti
eficient	effektive
eficient	effektiv
eficient	effektivt
trilogia	trilogi
tonalitat	hue
tonalitat	farvetone
destacable	bemærkelsesværdige
destacable	bemærkelsesværdigt
destacable	bemærkelsesværdig
electrodomèstics	apparatur
electrodomèstics	apparater
consecutives	fortløbende
forjat	smedet
forjat	forfalskede
forjat	forfalsket
forjat	smedede
forjat	smede
palerm	palermo
mòduls	moduler
sorprenent	overraskende
arrebossat	dej
formentera	formentera
combatents	kombattanter
pedrera	stenbruddet
pedrera	stenbrud
nenes	girls
nenes	piger
nenes	pigerne
nenes	tøser
xbox	xbox
gaudeix	enjoy
gaudeix	nyd
llenç	kanvas
llenç	lærred
operatius	operationelt
operatius	operationel
operatius	operationelle
operatius	operativt
atòmica	atomare
exiliat	forvist
compliment	overholdelse
compliment	overensstemmelse
vladimir	vladimir
adolescent	teenager
mònaco	monaco
estalvis	opsparing
estalvis	besparelser
estalvis	besparelse
vie	vie
erik	erik
firma	signatur
firma	underskrift
firma	undertegnelse
diversa	forskelligartet
balcans	balkanlandene
balcans	balkan
conversa	samtalen
conversa	samtale
conversa	konversation
somnis	drømmer
somnis	drømme
müller	müller
palmas	palmas
castilla	castilla
yusuf	yusuf
bari	barium
bari	bari
besalú	besalú
estratègies	strategier
estratègies	strategierne
heidelberg	heidelberg
concedida	bevilgede
concedida	ydet
concedida	tildelt
concedida	bevilget
concedida	indrømmet
adaptacions	tilpasninger
homo	homo
margarita	margarita
minories	minoriteter
minories	mindretallene
minories	mindretal
esprint	sprint
visigots	visigoterne
conducció	køre
conducció	bilkørsel
conducció	kørsel
conducció	kører
xocolata	chokolade
disposicions	hensættelser
disposicions	bestemmelser
disposicions	proviant
rèptils	krybdyr
acompanya	ledsager
edita	redigere
edita	rediger
edita	redigér
decoratius	dekorative
noció	begreb
vacant	ledige
vacant	ledig
quintet	kvintet
descripcions	beskrivelser
descripcions	betegnelser
disminueix	aftager
bossa	tasken
bossa	pose
bossa	taske
bossa	sæk
stark	stark
processador	processor
nan	nan
württemberg	württemberg
capitalisme	kapitalisme
capitalisme	kapitalismen
delegats	delegerede
ambientals	miljømæssige
ambientals	miljømæssig
ambientals	miljømæssigt
springs	springs
springs	fjedre
yuan	yuan
prešov	prešov
begudes	drikkevarer
begudes	drikkevarer
begudes	drinks
challenge	challenge
challenge	udfordring
challenge	udfordringen
cilindres	cylindre
cilindres	flasker
amants	elskende
amants	kærester
amants	elskere
hàbit	vane
hàbit	vaner
afer	affære
derrotes	besejrer
argila	ler
argila	clay
tunis	tunis
gremi	guild
prades	prades
oblidar	glemmer
oblidar	glemme
dallas	dallas
criminals	forbrydere
criminals	kriminelle
criminals	forbryderne
immediat	omgående
immediat	umiddelbar
immediat	øjeblikkelig
immediat	umiddelbart
viatgers	rejsende
patinatge	skøjteløb
patinatge	skøjter
patinatge	skøjte
dennis	dennis
reims	reims
etimologia	etymologi
rotterdam	rotterdam
panteó	pantheon
bàltic	østersøen
bàltic	baltikum
bàltic	baltiske
ronald	ronald
fórmules	formler
fórmules	formler
antàrtida	antarktis
intèrprets	tolke
pioners	pionerer
fossa	fossa
eddie	eddie
sentits	sanser
calent	varmt
calent	hot
calent	varme
calent	lækker
calent	varm
bateries	batteri
bateries	batterier
bateries	batterierne
montgomery	montgomery
trencat	brækket
trencat	ødelagt
trencat	brudt
trencat	knækket
aleix	alexios
coronada	kronet
coronada	krones
comunisme	kommunisme
comunisme	kommunismen
irene	irene
vilar	vilar
satisfer	opfylde
satisfer	tilfredsstille
positius	positivt
positius	positive
positius	positiv
núñez	nunez
strauss	strauss
cerro	cerro
fabricat	fremstillet
fabricat	fremstillede
fabricat	produceret
jacint	hyacint
rècords	plader
rècords	records
rècords	registreringer
rècords	fortegnelser
rècords	optegnelser
ecologia	økologi
baltimore	baltimore
nantes	nantes
plomes	fjer
sistemàtica	systematiske
sistemàtica	systematisk
tit	titus
brabant	brabant
combinacions	kombinationer
colin	colin
llemosí	limousin
lliura	pund
lliura	kilo
rita	rita
cries	afkom
cries	afkommet
transformada	transformere
transformada	forvandle
simètrica	symmetrisk
simètrica	symmetriske
simètrica	symmetrisk
simètrica	symmetriske
wellington	wellington
frescos	fresh
frescos	friske
frescos	friskt
frescos	frisk
admetre	indrømme
significatives	betydningsfuldt
significatives	betydelige
significatives	betydende
significatives	betydelig
significatives	væsentlig
significatives	signifikant
bush	busk
bush	bush
bush	bushs
bush	busken
defensiu	defensive
defensiu	defensiv
recompensa	belønning
recompensa	dusør
romàntica	romantiske
romàntica	romantisk
romàntica	romantiker
romàntica	romantik
cavitat	hulrum
exactes	nøjagtig
exactes	præcis
exactes	nøjagtigt
pardo	pardo
fontaine	fontaines
fontaine	fontaine
balduí	baldwin
ardenes	bule
salsa	sovs
salsa	sauce
nielsen	nielsen
mostrava	viste
granit	granit
corredors	løbere
reorganització	reorganisering
reorganització	omorganisering
reorganització	reorganisation
negro	neger
vinci	vinci
franca	franca
invertebrats	hvirvelløse
iris	iris
harrison	harrison
nicholas	nicholas
sastre	skrædder
sastre	skræddersy
retard	forsinkelse
retard	forsinkelser
pascal	pascal
salzburg	salzburg
brooklyn	brooklyn
superioritat	overlegenhed
pipí	pipin
repeteix	gentag
repeteix	gentager
repeteix	løkke
repeteix	sløjfe
repeteix	loop
repeteix	løkken
eusebi	eusebios
valeri	valery
valeri	valeri
acceleració	acceleration
antíoc	antiochus
continents	kontinenter
continents	verdensdele
cohen	cohen
embarcacions	bådene
embarcacions	både
enciclopedia	enciclopedia
ravenna	ravenna
degà	dekan
degà	dean
glasgow	glasgow
disposades	arrangerede
disposades	arrangeret
vancouver	vancouver
clube	clube
conquerit	erobret
conquerit	besejret
conquerit	erobrede
mixt	blandede
mixt	blandet
abel	abel
mod	forsvarsministeriet
mod	mod
copiar	kopierer
copiar	kopiering
caracas	caracas
pelegrinatge	pilgrimsrejse
convocatòria	call
convocatòria	ring
convocatòria	opkald
convocatòria	kald
convocatòria	ringe
bombai	bombay
bombai	mumbai
anglo	anglo
direccions	anvisninger
direccions	retninger
cher	cher
escàndol	skandalen
escàndol	skandaler
escàndol	skandale
proveir	give
léon	léon
làmines	plader
làmines	lagner
làmines	ark
làmines	sengetøj
bucarest	bukarest
concursos	konkurrencer
concursos	konkurrencer
blaus	blues
américa	américa
polinomi	polynomium
espases	sværd
reg	vanding
reg	kunstvanding
serbis	serbere
serbis	serberne
regal	gaven
regal	gave
seleccionat	valgt
seleccionat	valgte
seleccionat	udvalgte
seleccionat	udvalgt
seleccionat	markeret
num	nam
croat	kroatiens
croat	kroatiske
yahya	yahya
diploma	eksamensbevis
diploma	diplom
metz	metz
ntupdate	ntupdate
wikidata	wikidata
matt	matt
matt	mat
tomé	tomé
batejat	døbt
batejat	døbte
batejat	døbt
batejat	døbte
abi	abi
sortides	output
sortides	udgange
supervisió	opsyn
supervisió	tilsyn
supervisió	overvågning
progressiu	progressiv
progressiu	fremadskridende
progressiu	gradvis
progressiu	progressive
progressiu	progressivt
bots	bots
poderosos	kraftfuld
poderosos	kraftigt
poderosos	magtfuld
poderosos	magtfulde
poderosos	stærkt
deep	deep
deep	dybe
deep	dyb
deep	dybt
reflex	refleks
botó	knap
botó	knappen
extret	udvundet
extret	ekstraheret
plens	mæt
plens	fuld
plens	fuldt
plens	fulde
plens	full
ulster	ulster
calvo	skaldede
calvo	skaldet
calvo	calvo
armand	armand
hampshire	hampshire
màntua	mantua
seques	tørres
seques	tørrede
seques	tørret
facultats	fakulteter
veterans	veteraner
julián	julian
julián	julián
guàrdies	vagter
guàrdies	vagterne
bridge	bro
bridge	bridge
bridge	broen
vuitena	ottende
dijous	torsdag
baby	baby
baby	skat
reyes	reyes
assignar	tildele
mercader	merchant
mercader	købmand
mercader	handlende
invasions	invasioner
vestíbul	forhallen
vestíbul	lobby
vestíbul	lobbyen
nomenats	udnævnt
nomenats	udnævnte
nomenats	udpeget
nomenats	udnævnes
gala	galla
cabana	kabine
cabana	hytte
cabana	kahyt
cabana	kabinen
johns	johns
extensions	udvidelser
extensions	forlængelser
darmstadt	darmstadt
integrats	integreret
integrats	integrerede
cilindre	cylinder
cilindre	flaske
cilindre	cylinderen
pesos	lodder
pesos	vægte
inquisició	inkvisition
montaner	montaner
ref	ref
celler	kælder
celler	kælderen
celler	vingård
constança	constance
ploma	pen
ploma	kuglepen
ploma	pennen
ploma	fjer
oman	oman
innovacions	innovationer
innovacions	nyskabelser
innovacions	fornyelser
continuat	fortsatte
continuat	fortsættes
continuat	fortsat
delle	delle
nits	aftener
nits	nætter
pendents	øreringe
donades	givet
donades	givne
donades	given
joão	joão
mani	mani
express	ekspres
express	express
express	udtrykke
convencionals	konventionel
convencionals	konventionelt
carnaval	karneval
carnaval	tivoli
yang	yang
desfer	fortryde
cartells	plakater
dominada	domineret
dominada	domineres
dominada	dominerede
ametlla	mandel
ametlla	mandler
resurrecció	genopstandelse
resurrecció	opstandelse
obaga	umbria
ucd	ucd
procedència	herkomst
denunciar	fordømme
sufragi	valgret
consultat	konsulteret
consultat	hørt
domèstic	indenlandske
domèstic	indenrigs
domèstic	indenlandsk
teclats	tastaturer
mill	mill
mill	mølle
llavor	såsæd
llavor	frø
llavor	seed
armstrong	armstrong
sky	himmel
sky	sky
sky	himlen
reconstruït	genopbygget
reconstruït	ombygget
reconstruït	genopbygges
esborrany	udkast
esborrany	kladde
esborrany	viskelæder
tesis	afhandling
tesis	tese
tor	tor
evitant	undgå
ordena	sortere
notari	notar
politècnica	polytechnic
grams	gram
grams	grams
schneider	schneider
montfort	montfort
responsabilitats	ansvar
responsabilitats	ansvarsområder
plantacions	beplantninger
plantacions	plantager
subdivisió	inddeling
subdivisió	underafsnit
subdivisió	gren
subdivisió	filial
subdivisió	grenen
meyer	meyer
exercit	udøvede
exercit	udøves
exercit	udøvet
localment	lokalt
tracció	trækkraft
incidents	hændelser
segells	frimærker
segells	stempler
lents	linser
valent	tappert
valent	modigt
valent	modige
valent	modig
valent	tapper
convençut	overbevist
convençut	overbeviste
feixista	fascist
feixista	fascistiske
nòmades	nomader
escalada	klatre
studios	studios
studios	atelier
studios	studierne
atributs	egenskaber
atributs	attributter
farmàcies	apoteker
eugène	eugène
berg	berg
resistents	resistente
resistents	modstandsdygtige
resistents	resistent
resistents	robust
banks	bankerne
banks	banks
banks	banker
banks	bankers
pensant	tænker
pensant	tænkning
pensant	tænkte
pensant	overvejer
pensant	tænke
entorns	miljøer
entorns	omgivelser
mauritània	mauretanien
convocat	indkaldt
convocat	tilkaldt
discografia	diskografi
òptic	optiske
òptic	optisk
òptic	optiker
ressonància	resonans
embaràs	graviditet
alegria	glæde
alegria	livsglæde
alegria	joy
mineria	minedrift
siena	siena
cromosomes	kromosomer
horts	frugtplantager
horts	plantager
cristóbal	cristóbal
guerrero	guerrero
hegemonia	overherredømme
demandes	forlanger
cadascú	hver
divinitat	guddommelighed
judicis	afprøvninger
judicis	forsøg
judicis	retssager
alcaldes	borgmestre
grove	grove
apollo	apollo
plànol	fly
patates	kartofler
metabolisme	metabolisme
metabolisme	stofskifte
caos	kaos
hunter	jægeren
hunter	hunter
hunter	jæger
jefferson	jefferson
obligacions	pligter
obligacions	forpligtelser
cecília	cecilia
polo	polo
yes	ja
trento	trento
français	français
floyd	floyd
seients	pladser
seients	sæder
frau	svindel
frau	bedragerier
frau	bedrageri
frau	svig
cantonades	hjørner
cantonades	hjørnerne
viquipedista	wikipedian
llimona	lemon
llimona	citron
sentia	mærkede
sentia	føltes
sentia	følt
sentia	følte
sentia	filt
nervis	nerver
nervis	nerverne
tolerància	tolerancen
tolerància	tolerance
phoenix	phoenix
diables	djævle
abandonament	nedlæggelse
abandonament	opgivelse
suecs	svenskere
suecs	svenskerne
born	born
born	fødte
born	født
amenaçat	truede
amenaçat	truet
amenaçat	trues
definicions	definitioner
directori	mappe
directori	register
directori	mappen
neutrons	neutroner
funeral	begravelse
funeral	begravelsen
felicitat	lykken
felicitat	glæde
felicitat	lykke
rares	sjælden
rares	sjældne
rares	sjældent
jura	sværger
jura	jura
subgrup	undergrupper
subgrup	undergruppe
bonn	bonn
plegat	fold
plegat	folde
tallat	cut
tallat	skære
tallat	klippet
tallat	snit
tallat	klip
tallat	skåret
pronunciació	udtale
intencions	intentionerne
intencions	hensigter
intencions	intentioner
porxo	veranda
porxo	verandaen
estrets	stræder
conill	kanin
conill	kaniner
conill	rabbit
navegador	browseren
navegador	browser
tia	chick
tia	tøs
tia	moster
tia	faster
tia	tante
tia	tia
banco	banco
sedis	sedis
textura	tekstur
textura	konsistens
ismail	ismail
émile	émile
belgues	belgiere
belgues	belgierne
fortificada	befæstet
trobant	finde
trobant	finder
júlia	julia
yves	yves
violació	raps
violació	voldtægter
violació	voldtægt
administratius	administrativ
administratius	administrativt
heavy	tunge
heavy	tungt
heavy	heavy
heavy	tung
heavy	kraftig
fantasma	ghost
fantasma	spøgelset
fantasma	spøgelse
impedeix	forebygger
impedeix	forhindres
impedeix	forhindrer
after	efter
judaisme	jødedommen
cuir	læder
posseir	besidder
posseir	besætte
posseir	besidde
vegas	vegas
peticions	forespørgsler
peticions	anmodninger
sulayman	sulayman
exacte	nøjagtig
exacte	præcis
exacte	nøjagtigt
maximilià	maximilian
senadors	senatorer
àlies	alias
àlies	dæknavn
àlies	kaldenavn
àlies	aka
àlies	kaldenavne
valois	valois
huelva	huelva
mites	myter
influents	indflydelsesrige
influents	indflydelsesrig
localitza	lokalisere
localitza	find
cometa	komet
cometa	kometen
iss	iss
nervi	nerver
nervi	nerve
nervi	frækhed
