और	ja
पहचान	tunniste
पहचान	tunnistetiedot
पहचान	tunnistus
पहचान	henkilöllisyydet
पहचान	identiteetin
पहचान	identiteetti
पहचान	henkilöllisyys
राष्ट्र	kansakuntien
राष्ट्र	kansat
राष्ट्र	kansakunnat
राष्ट्र	kansakuntia
राष्ट्र	kansakunta
संग्रह	kokoelmat
संग्रह	arkistosta
संग्रह	arkistoon
संग्रह	arkisto
संग्रह	arkistot
संग्रह	arkiston
संग्रह	kokoelma
संग्रह	kokoelman
संग्रह	keräys
संग्रह	kerääminen
संग्रह	keruu
भीतर	sisältä
भीतर	sisään
भीतर	sisällä
भीतर	sisäpuolella
भीतर	kuluessa
मौजूद	olemassa
मौजूद	lahja
मौजूद	paikalla
मौजूद	läsnä
मौजूद	nykyinen
रक्त	veri
रक्त	blood
रक्त	verta
कांग्रेस	kongressi
कांग्रेस	kongressin
कांग्रेस	kongressiin
सम्मान	kunnioittaa
सम्मान	kunnioita
सम्मान	kunnioitus
सम्मान	kunnioitusta
सम्मान	kunniaa
सम्मान	kunnia
नृत्य	dance
नृत्य	tanssit
नृत्य	tanssia
नृत्य	tanssi
सामूहिक	kollektiivinen
स्रोत	lähde
स्रोत	lähteet
लगे	lage
एकल	naimaton
एकल	single
एकल	sinkku
एकल	yksittäinen
संकेत	vihje
संकेत	vinkki
संकेत	vihjettä
संकेत	signaalin
संकेत	signaali
संकेत	symbolin
संकेत	symboli
संकेत	tunnus
संकेत	vihjeitä
संकेत	vihjeet
मानक	standardin
मानक	normi
मानक	standard
मानक	standardi
मानक	vakio
बताया	kerrottu
बताया	kertoi
बताया	kertonut
स्वतंत्रता	vapauden
स्वतंत्रता	vapautta
स्वतंत्रता	vapaus
स्वतंत्रता	vapauteen
स्वतंत्रता	vapaus
स्वतंत्रता	liberty
स्वतंत्रता	riippumattomuus
स्वतंत्रता	itsenäisyyttä
स्वतंत्रता	itsenäisyys
यौगिक	yhdiste
विकि	wiki
विद्यालय	koulut
विद्यालय	kouluja
विद्यालय	koulussa
विद्यालय	koulun
विद्यालय	koulu
विद्यालय	koulua
विद्यालय	school
अंतर्राष्ट्रीय	kansainvälisen
अंतर्राष्ट्रीय	kansainvälinen
अंतर्राष्ट्रीय	kansainväliset
विशाल	valtava
विशाल	valtavat
विशाल	suunnaton
विशाल	valtava
विशाल	suuret
विशाल	suuria
विशाल	iso
विशाल	suuri
विशाल	massiivinen
विशाल	valtava
विशाल	laajat
विशाल	laaja
बंगाल	bengalin
कानून	laki
कानून	oikeustieteen
कानून	lainsäädäntö
कानून	lakia
कानून	lait
कानून	lakeja
महान	hienoa
बल	voima
बल	force
बल	pakota
बल	pakottaa
भाई	bro
भाई	veli
भाई	veli
तहत	alta
तहत	alle
तहत	alla
उपचार	hoito
उपचार	hoitoa
उपचार	hoidon
उपचार	käsittely
उपचार	kohtelu
उपचार	hoitoja
उपचार	hoitojen
उपचार	hoidot
केन्द्र	keskus
केन्द्र	keskelle
केन्द्र	keskusta
केन्द्र	center
केन्द्र	keskus
केन्द्र	keskusta
अवस्था	osavaltio
अवस्था	valtion
अवस्था	valtio
लागू	soveltanut
लागू	sovellettu
लागू	sovelletaan
लागू	soveltaa
लागू	sovellettava
लागू	sovellettavissa
लागू	sovelletaan
निजी	henkilökohtaisia
निजी	henkilökohtaiset
निजी	henkilökohtainen
निजी	henkilökohtaista
निजी	yksityisiä
निजी	yksityiset
निजी	sotamies
निजी	yksityisen
निजी	yksityinen
निर्णय	tuomion
निर्णय	tuomio
निर्णय	päätös
निर्णय	päätöksiä
निर्णय	päätökset
जॉन	johannes
जॉन	john
जॉन	jukka
मिला	löydetty
मिला	löytynyt
मिला	löydettiin
मिला	löysi
मिला	löyty
मिला	löytyi
मिला	sai
मिला	sain
मिला	mila
घंटे	tunteja
घंटे	tunnit
घंटे	tuntia
वंश	dynastian
प्रारंभिक	alustavat
प्रारंभिक	alustavat
प्रारंभिक	alustava
मुक्त	ilmaista
मुक्त	ilmainen
मुक्त	vapaa
मुक्त	free
मुक्त	ilmaiseksi
बल्कि	pikemminkin
बल्कि	mieluummin
परन्तु	mutta
मनुष्य	ihmisen
मनुष्य	ihminen
मनुष्य	inhimillinen
मनुष्य	mies
मनुष्य	äijä
उपकरण	työkalun
उपकरण	väline
उपकरण	työkalu
उपकरण	laitteita
उपकरण	laitteiden
उपकरण	laitteet
उपकरण	varusteet
उपकरण	kalusto
उपकरण	välineet
उपकरण	laitteet
उपकरण	laitteisto
उपकरण	laitteet
उपकरण	laite
उपकरण	laitetta
उपकरण	laitteen
उपकरण	välineitä
उपकरण	välineet
उपकरण	työkalut
उपकरण	työkaluja
विक्रम	vikram
उपन्यास	romaani
नेपाल	nepalin
ऑफिस	toimipaikka
ऑफिस	toimisto
ऑफिस	virasto
बदलाव	muodonmuutos
बदलाव	vaihda
बदलाव	muuta
बदलाव	muutos
बदलाव	muuttaa
अनुमति	oikeudet
अनुमति	käyttöoikeudet
अनुमति	luvat
अनुमति	sallitaan
अनुमति	sallittua
अनुमति	sallitut
अनुमति	sallittu
अनुमति	lupa
नीति	politiikan
नीति	politiikka
नीति	käytäntö
हवाई	havaijin
हवाई	havaijilla
गांव	kylän
गांव	kylä
गांव	kylässä
गांव	kyl
वापस	takaisin
वापस	selkä
वापस	taaksepäin
यूरोपीय	euroopan
यूरोपीय	eurooppa
यूरोपीय	euroopan
साधारण	yksinkertaiset
साधारण	yksinkertaista
साधारण	yksinkertainen
साधारण	vähäpätöinen
साधारण	keskinkertainen
साधारण	yleinen
साधारण	yleiset
साधारण	kenraali
साधारण	yleistä
देखने	katsominen
देखने	katselu
पंजाब	punjabin
दक्षिणी	etelä
दक्षिणी	etelän
दक्षिणी	eteläinen
दक्षिणी	etelä
दक्षिणी	etelään
बैंड	bändi
बैंड	band
बैंड	yhtye
बैंड	bändiä
नया	uudet
नया	uusi
नया	uutta
नया	uusia
नया	uudempi
पर्वत	vuori
पर्वत	vuorta
पर्वत	vuoristo
सूर्य	aurinkoa
सूर्य	sun
सूर्य	auringon
सूर्य	aurinko
अनुवाद	käännös
अनुवाद	kääntäminen
अनुवाद	käännökset
अनुवाद	käännöstä
अनुवाद	käännä
अनुवाद	kääntää
अनुवाद	käännöksiä
अनुवाद	käännökset
समुदाय	yhteisöt
समुदाय	yhteisöjen
समुदाय	yhteisön
समुदाय	yhteisö
मान	arvot
मान	arvoja
मान	arvoa
मान	arvo
स्वतंत्र	itsenäiset
स्वतंत्र	riippumaton
स्वतंत्र	itsenäinen
टीवी	tv
टीवी	televisio
हाल	viimeaikainen
हाल	viimeaikaiset
हाल	viimeisimmät
हाल	äskettäin
चला	suorita
चला	juokse
पक्ष	puoli
पक्ष	puolella
पक्ष	side
दृश्य	näkymät
दृश्य	näköalat
दृश्य	näkemyksiä
दृश्य	kohtaus
दृश्य	näkyvä
दृश्य	näkyvissä
दृश्य	näkyy
दृश्य	näkyvät
दृश्य	näkymä
दृश्य	view
दृश्य	näytä
दृश्य	mieltä
भोजन	keittiö
भोजन	ruokaa
भोजन	elintarvikkeet
भोजन	ruoka
भोजन	elintarvikkeet
भोजन	illallinen
भोजन	ateria
भोजन	aterian
शिव	shiva
मॉडल	malleja
मॉडल	mallit
मॉडल	mallia
मॉडल	malli
मॉडल	mallissa
मुंबई	mumbain
आयोजित	pidetty
प्रकाशन	julkaiseminen
प्रकाशन	julkaisu
प्रकाशन	julkaiseminen
प्रकाशन	julkaisu
प्रांत	maakunta
अतः	siksi
मिलियन	milanossa
मिलियन	milano
मिलियन	milanon
मिलियन	miljoona
मिलियन	miljoonaa
मिलियन	miljoonia
मिलियन	miljoonat
पांच	viisi
उससे	hänet
वहां	tuolla
वहां	siellä
विधानसभा	edustajakokouksen
विधानसभा	kokoonpano
विधानसभा	kokoontuminen
मन	mielen
मन	mieli
मन	mannin
मन	mann
ऑस्ट्रेलिया	australiaan
ऑस्ट्रेलिया	australian
ऑस्ट्रेलिया	australia
उम्र	iän
उम्र	ikää
उम्र	ikä
सागर	meri
सक्रिय	adjektiivi
सक्रिय	aktiivisia
सक्रिय	aktiiviset
सक्रिय	aktiivinen
सक्रिय	aktiivisena
आया	aya
आया	tuli
आया	tulis
निश्चित	varmaa
निश्चित	tietty
निश्चित	tiettyjen
निश्चित	tietyt
अभिनेत्री	näyttelijätär
अभिनेत्री	näyttelijä
छोड़	skip
छोड़	ohita
छोड़	poistu
छोड़	lähde
छोड़	jätä
जर्मनी	saksaa
जर्मनी	saksalainen
जर्मनी	saksa
जर्मनी	saksaksi
जर्मनी	saksan
जर्मनी	saksa
जर्मनी	saksan
हासिल	saavutetut
हासिल	saavutettiin
हासिल	saavutettu
लंदन	lontoon
लंदन	lontooseen
लंदन	lontoo
लंदन	lontoossa
जापान	japanista
जापान	japani
जापान	japanissa
जापान	japanin
वस्तु	erä
वस्तु	materiaali
वस्तु	aineisto
वस्तु	materiaalia
वस्तु	materiaalin
वस्तु	esine
वस्तु	kohde
वस्तु	esineitä
वस्तु	esineet
वस्तु	kohteet
सम्मानित	kunnia
सम्मानित	kunnioitettu
स्वरूप	muodossa
स्वरूप	muoto
जीत	win
जीत	voitto
जीत	voita
जीत	voittaa
जीत	voittaa
अध्यक्ष	puhemies
अध्यक्ष	presidentti
अध्यक्ष	puheenjohtaja
अध्यक्ष	kaiutin
अध्यक्ष	puhuja
अध्यक्ष	puhemies
अध्यक्ष	puheenjohtajan
अध्यक्ष	puheenjohtaja
राज्यों	valtioiden
राज्यों	valtiot
राज्यों	osavaltiot
मामले	tapausten
मामले	tapaukset
मामले	tapauksissa
विजेता	voittaja
विजेता	voittajan
विजेता	voittajia
विजेता	voittajat
बाजार	basaari
बाजार	markkinoiden
बाजार	markkinat
बाजार	markkina
बाजार	markkinoiden
बाजार	markkinat
लीग	league
लीग	liiga
कविता	runon
कविता	runo
कविता	runoutta
कविता	runoja
तरफ	puoli
तरफ	puolella
तरफ	side
दिसंबर	joulukuu
दिसंबर	joulukuussa
दिसंबर	joulukuuta
दिसंबर	joulukuu
खान	khan
वास्तविक	real
वास्तविक	todellinen
वास्तविक	oikea
वास्तविक	aito
वास्तविक	todellista
वास्तविक	todellinen
वास्तविक	varsinaista
वास्तविक	todelliset
वास्तविक	varsinainen
वास्तविक	tosiasiallinen
वास्तविक	aidon
वास्तविक	aidot
वास्तविक	aito
वास्तविक	aitoa
चैनल	kanavia
चैनल	kanavien
चैनल	kanavat
चैनल	chanel
चैनल	kanava
चैनल	kanavaa
चैनल	kanavalla
चैनल	kanavan
चैनल	channel
उत्पाद	tuote
उत्पाद	tuotteen
उत्पाद	tuotetta
उत्पाद	tuotteet
उत्पाद	tuotteita
उत्पाद	tuotteet
उत्पाद	tuotteiden
राज	raj
सात	seiska
सात	seitsemän
सात	vii
आरंभ	alku
आरंभ	aloita
आरंभ	alkaa
आरंभ	aloittaa
आरंभ	käynnistä
आरंभ	käynnistys
आरंभ	startup
योग्य	pätevä
योग्य	pätevää
समुद्र	meret
समुद्र	meri
प्रारंभ	alkanut
प्रारंभ	alkoi
प्रारंभ	aloitti
प्रारंभ	aloitettu
प्रारंभ	alku
प्रारंभ	aloita
प्रारंभ	alkaa
प्रारंभ	aloittaa
प्रारंभ	käynnistä
प्रारंभ	käynnistys
प्रारंभ	startup
प्रारंभ	startti
समाचार	uutisia
समाचार	uutinen
समाचार	uutiset
समाचार	ajankohtaista
समस्या	ongelmia
समस्या	ongelma
वीडियो	videon
वीडियो	videossa
वीडियो	videota
वीडियो	video
वीडियो	videot
वीडियो	videoiden
वीडियो	videoita
नही	ei
वन	metsän
वन	metsät
वन	metsää
वन	metsä
मत	ääniä
मत	äänestykset
मत	äänet
संभव	mahdollisia
संभव	mahdolliset
संभव	mahdollinen
संभव	mahdollista
नेटवर्क	verkko
नेटवर्क	verkon
नेटवर्क	verkoston
नेटवर्क	verkosto
नेटवर्क	verkostot
नेटवर्क	verkkojen
नेटवर्क	verkot
बौद्ध	buddhalainen
घटना	välikohtaus
घटना	tapahtuman
घटना	tapahtuma
घटना	tapahtumaan
घटना	ilmiö
घटना	ilmiötä
घटना	ilmiön
प्रकृति	luonnosta
प्रकृति	luonne
प्रकृति	luontoa
प्रकृति	luonto
मूल्य	hinta
मूल्य	hinnan
मूल्य	hintaa
मूल्य	arvoa
मूल्य	arvo
रोचक	mielenkiintoinen
रोचक	mielenkiintoista
रोचक	kiinnostavaa
क्लब	klubi
क्लब	club
क्लब	kerho
क्लब	seura
क्लब	seurat
समिति	komitea
समिति	valiokunta
सर्वाधिक	eniten
सर्वाधिक	useimmat
सर्वाधिक	useimmilla
सर्वाधिक	useimpia
अरब	arabia
अरब	arabian
अरब	arabi
अरब	miljardi
अरब	miljardia
राजनीति	politiikan
राजनीति	politiikka
राजनीति	politiikkaa
चरण	vaihe
चरण	askel
चरण	astu
चरण	vaiheissa
चरण	vaiheita
चरण	vaiheet
चरण	vaiheita
चरण	vaiheet
चरण	askelia
चरण	portaat
चरण	askeleet
चरण	vaihe
चरण	näyttämö
चरण	vaiheessa
चरण	lava
नाटक	draama
नाटक	drama
नाटक	draamaa
विरोध	vastalauseita
विरोध	mielenosoitukset
विरोध	mielenosoituksia
विरोध	mielenosoitus
विरोध	protestoida
विरोध	kontrasti
विरोध	vastustus
विरोध	opposition
विरोध	oppositio
विरोध	ristiriitoja
विरोध	konfliktien
विरोध	ristiriidat
विरोध	konflikteja
विरोध	konfliktit
विरोध	konflikti
विरोध	selkkaus
विरोध	konfliktin
विरोध	ristiriita
विरोध	konfliktit
ज्ञात	tiedossa
ज्ञात	tunnetaan
ज्ञात	tunnetut
ज्ञात	tunnettu
नेतृत्व	johtoasema
नेतृत्व	johtajuutta
अंतर	ero
अंतर	erotus
अंतर	eroa
अंतर	kuilu
अंतर	aukko
अनुभव	kokemusten
अनुभव	kokemuksia
अनुभव	kokemukset
अनुभव	kokemukset
अनुभव	kokemus
अनुभव	kokemuksen
अनुभव	kokemuksia
अनुभव	kokemusta
संरचना	rakenne
संरचना	rakenne
संरचना	kokoonpano
संरचना	koostumus
निर्धारित	määritetty
निर्धारित	määrätietoinen
निर्धारित	määritetyt
निर्धारित	päättäväinen
निर्धारित	määritetään
कैलेंडर	kalenteri
कैलेंडर	kalenterin
कैलेंडर	kalenteriin
सीमित	rajoittaa
सीमित	rajoita
सीमित	limited
सीमित	rajattu
सीमित	rajoitettu
सीमित	rajallinen
सीमित	rajaa
सीमित	ahdas
सीमित	kapea
सीमित	suppea
पत्रिका	lehti
पत्रिका	lehden
पत्रिका	päiväkirja
पत्रिका	lehti
तेल	öljyn
तेल	öljyä
तेल	öljy
तेल	öljyt
काव्य	runollista
काव्य	runoutta
काव्य	runoja
छोटा	pieni
छोटा	pienet
छोटा	pieni
छोटा	pikku
छोटा	vähä
छोटा	lyhyet
छोटा	lyhyt
संपादन	edit
संपादन	muokkaa
संपादन	muokkaukset
संपादन	muokkaaminen
संपादन	muokkaus
संपादन	toimittajat
औसत	keskimääräinen
औसत	keskiarvo
औसत	keskinkertainen
औसत	ilkeä
औसत	tarkoita
अफ्रीका	afrikka
अफ्रीका	afrikan
विश्वास	luottaa
विश्वास	luottamusta
विश्वास	luottamus
विश्वास	luota
विश्वास	faith
विश्वास	uskoa
विश्वास	usko
विश्वास	luottamuksen
विश्वास	luottamus
विश्वास	luottamusta
विश्वास	uskoa
विश्वास	uskoo
विश्वास	usko
रक्षा	suojata
रक्षा	suojele
रक्षा	suojella
रक्षा	suojaa
रक्षा	puolustus
रक्षा	puolustukseen
रक्षा	puolustus
रक्षा	puolustusta
रक्षा	puolustaminen
जर्मन	saksaa
जर्मन	saksalainen
जर्मन	saksa
जर्मन	saksaksi
जर्मन	saksan
विपरीत	käänteinen
विपरीत	kääntää
विपरीत	vastakohta
विपरीत	päinvastainen
विपरीत	vastapäätä
खुद	itse
खुद	itseään
खुद	itsensä
खुद	itselleni
खुद	itse
खुद	omista
खुद	oman
खुद	oma
खुद	omat
निर्माता	tuottajia
निर्माता	valmistajat
निर्माता	tuottajat
निर्माता	valmistaja
निर्माता	valmistajan
निर्माता	tuottaja
निर्माता	luoja
प्रतियोगिता	kilpailun
प्रतियोगिता	kilpailu
प्रतियोगिता	kilpailuun
प्रतियोगिता	kilpailun
प्रतियोगिता	kisaa
प्रतियोगिता	kilpailu
विद्युत	sähkö
विद्युत	sähkön
विद्युत	sähköt
विद्युत	sähköä
विद्युत	sähkö
विद्युत	sähköinen
विद्युत	sähköiset
विद्युत	sähköllä
विद्युत	sähkö
विद्युत	sähköinen
विद्युत	sähköiset
वायु	tuulta
वायु	tuuli
वायु	tuulen
वायु	ilma
वायु	ilmaa
निर्भर	riippuvaisia
निर्भर	riippuvainen
निर्भर	riippuvat
निर्भर	ehdollinen
आसपास	lähistöllä
आसपास	lähellä
अधिनियम	näytös
अधिनियम	säädös
अधिनियम	act
अधिनियम	toimi
लिखे	kirjoittaa
लिखे	kirjoita
लिखे	kirjoitetaan
रूस	venäjän
रूस	venäjää
रूस	venäjä
विजय	vijay
विजय	voittoa
विजय	voitto
बस	bussin
बस	bussi
बस	yksinkertaisesti
बस	vain
गुरु	guru
महिलाओं	naiset
महिलाओं	naisten
महिलाओं	naiset
महिलाओं	naisia
हमारे	meijän
हमारे	meidän
फ्रांस	ranska
फ्रांस	ranskan
धारा	tämänhetkinen
धारा	tämänhetkiset
धारा	nykyiset
धारा	nykyinen
धारा	jakso
धारा	pääluokka
धारा	virta
धारा	puro
धारा	stream
प्रेम	prem
प्रेम	rakasta
प्रेम	rakkautta
प्रेम	rakastaa
प्रेम	love
प्रेम	rakkaus
इंजन	moottorin
इंजन	moottorit
इंजन	moottori
इंजन	moottorit
आंदोलन	agitaatio
आंदोलन	levottomuus
आंदोलन	liikkuvuuden
आंदोलन	liikkuminen
आंदोलन	liike
आंदोलन	liikkuvuus
अंतरराष्ट्रीय	kansainvälisen
अंतरराष्ट्रीय	kansainvälinen
अंतरराष्ट्रीय	kansainväliset
कृष्णा	krishna
अभिनय	näyttelemistä
सफलता	menestys
सफलता	menestystä
सफलता	onnistuminen
विधान	lainsäädäntö
विधान	lainsäädäntöä
विधान	lainsäädännön
विधान	lainsäädäntö
रासायनिक	kemikaali
रासायनिक	kemiallinen
रासायनिक	kemialliset
कृष्ण	krishna
चलता	kävelee
डॉलर	dollaria
डॉलर	dollareita
डॉलर	dollari
डॉलर	dollarin
बच्चे	lapsia
बच्चे	lapset
बच्चे	lasta
बच्चे	lapsen
बच्चे	lapsi
मन्दिर	temppeli
मन्दिर	temple
पर्याप्त	riittävä
पर्याप्त	riittävät
मसीह	kristus
पूजा	palvovat
भारी	raskasta
भारी	painava
भारी	raskas
भारी	raskaat
पत्नी	vaimon
पत्नी	vaimolla
पत्नी	vaimo
पत्नी	vaimoa
मान्यता	pätevyys
मान्यता	voimassaolo
मान्यता	tunnustus
मान्यता	tunnustamista
मान्यता	tunnustaminen
मान्यता	tunnustusta
इंडिया	intian
इंडिया	intia
इंडिया	intiaan
कप	kuppi
कप	kuppia
कप	muki
कप	cupin
कप	cup
कपूर	kapoor
अत्यंत	suunnaton
अत्यंत	valtava
अत्यंत	äärimmäisen
अत्यंत	erittäin
तरीके	tapoja
तरीके	keinoja
तरीके	keinot
तरीके	tavat
उचित	reilua
उचित	oikeudenmukainen
उचित	reilu
उचित	fair
उचित	tarkoituksenmukainen
उचित	asianmukaiset
उचित	asianmukainen
उचित	sopivaa
उचित	sopiva
उचित	kohtuullinen
उचित	kohtuullisen
उचित	kohtuulliset
उचित	kohtuullista
उचित	järkevä
उचित	asianmukainen
सड़क	kadulle
सड़क	street
सड़क	katu
सड़क	tie
सड़क	tien
सड़क	maantie
सड़क	road
रात	öitä
रात	yötä
रात	night
रात	ilta
रात	yö
विदेशी	ulkomailla
विदेशी	ulkomaan
विदेशी	ulkomaalainen
विदेशी	ulkomainen
विदेशी	ulkomaiset
कोशिश	kokeile
कोशिश	yritä
सूत्र	formula
सूत्र	kaavan
सूत्र	kaava
सूत्र	kaavaa
सूत्र	sutra
जीव	olennot
जीव	oliot
जीव	olentoja
जीव	organismin
जीव	organismi
डिग्री	astetta
डिग्री	asteen
डिग्री	tutkinto
डिग्री	aste
जिनके	jonka
जिनके	joiden
जिनके	kenen
बाल	karva
बाल	hiukset
बाल	tukka
बाल	hiuksia
बाल	bal
झील	järven
झील	järvi
झील	järvessä
झील	järvelle
झील	lake
मामलों	tapausten
मामलों	tapaukset
मामलों	tapauksissa
यद्यपि	vaikka
यद्यपि	tosin
यद्यपि	vaik
स्वामी	omistajan
स्वामी	omistaja
स्वामी	swami
स्वामी	omistajia
स्वामी	omistajille
स्वामी	omistajat
सिर्फ	ainoastaan
सिर्फ	vain
सिर्फ	vain
कश्मीर	kashmirin
सुविधा	piirre
सुविधा	ominaisuutta
सुविधा	ominaisuus
सुविधा	hyöty
पिछले	aikaisemmat
पिछले	aiempi
पिछले	edellinen
पिछले	edelliset
पिछले	aiemmat
आयु	elinikä
आयु	iän
आयु	ikää
आयु	ikä
आयु	ikuisuus
प्रचार	kampanjat
प्रचार	markkinointia
प्रचार	ylennys
प्रचार	markkinointi
प्रचार	edistäminen
प्रचार	edistää
प्रचार	mainostaa
प्रचार	markkinoi
प्रचार	markkinoida
प्रचार	propagandaa
प्रशिक्षण	koulutus
फ़रवरी	helmikuuta
फ़रवरी	helmikuussa
फ़रवरी	helmikuu
फ़रवरी	helmikuu
उल्लेखनीय	huomattavaa
उल्लेखनीय	merkittävä
उल्लेखनीय	merkittävää
उल्लेखनीय	huomattava
रेडियो	radion
रेडियो	radio
डिजाइन	mallit
डिजाइन	suunnittelu
डिजाइन	suunnitella
डिजाइन	design
डिजाइन	muotoilu
कंप्यूटर	tietokoneet
कंप्यूटर	tietokone
कंप्यूटर	tietokoneen
कंप्यूटर	tietokoneita
कंप्यूटर	tietokoneet
मंत्री	ministerin
मंत्री	ministeri
मंत्री	ministerit
सम्बन्ध	suhteet
आबादी	asutuilla
आबादी	väestö
आबादी	väkiluku
आबादी	väestön
तत्व	elementtejä
तत्व	elementit
तत्व	elementti
दस	kymppi
दस	ten
दस	kymmenen
भौतिक	fyysiset
भौतिक	fyysinen
भौतिक	fyysistä
जिन	jin
जिन	gin
जिन	giniä
आपको	sinä
सहयोग	yhteistyön
सहयोग	yhteistyötä
सहयोग	yhteistyö
सहयोग	yhteistyön
सहयोग	yhteistyössä
सहयोग	yhteistyötä
सहयोग	yhteistyö
गैस	kaasu
गैस	kaasua
गैस	bensiini
गैस	bensa
गैस	kaasun
वी	wii
राय	lausunnon
राय	mielipiteen
राय	lausunto
राय	mielipide
राय	rai
राय	lausuntojen
राय	lausunnot
राय	mielipiteitä
राय	mielipiteet
राय	roy
कनाडा	kanada
कनाडा	kanadassa
कनाडा	kanadan
व्यक्तियों	henkilöitä
व्यक्तियों	henkilöt
व्यक्तियों	henkilöiden
विश्लेषण	erittely
विश्लेषण	jaottelu
विश्लेषण	jakautuminen
विश्लेषण	analyysi
विश्लेषण	analyysit
विश्लेषण	analysointi
विश्लेषण	analyysin
विश्लेषण	analytics
विश्लेषण	analyytikot
लक्ष्य	kohteet
लक्ष्य	maali
लक्ष्य	tavoite
लक्ष्य	päämäärä
लक्ष्य	tavoitteen
लक्ष्य	target
लक्ष्य	kohde
लक्ष्य	maalit
लक्ष्य	tavoitteita
लक्ष्य	maaleja
लक्ष्य	tavoitteet
शासक	hallitsija
न्यायालय	oikeus
न्यायालय	tuomioistuin
तमिल	tamil
अधिकतर	lähinnä
अधिकतर	enimmäkseen
अधिकतर	useimmiten
अधिकतर	pääosin
अधिकतर	pääasiassa
मीडिया	tiedotusvälineet
मीडिया	media
मीडिया	mediaa
मीडिया	medialle
मीडिया	tiedotusvälineiden
जूलियन	julian
जूलियन	julianin
पार्क	park
पार्क	puisto
पार्क	puistoon
पार्क	puiston
पार्क	puisto
तट	harborin
अधिकारी	virkamies
अधिकारी	viralliset
अधिकारी	virallinen
अधिकारी	upseeri
अधिकारी	virkailija
अधिकारी	konstaapeli
अधिकारी	upseerit
मिट्टी	clayn
मिट्टी	clay
मिट्टी	mutaa
मिट्टी	muta
तंत्र	järjestelmän
तंत्र	systeemi
तंत्र	järjestelmä
तंत्र	system
सितम्बर	syys
सितम्बर	syyskuuta
सितम्बर	syyskuu
सितम्बर	sep
सप्ताह	viikon
सप्ताह	viikolla
सप्ताह	viikkoa
सप्ताह	viikko
सप्ताह	viikot
सप्ताह	viikkoja
सप्ताह	viikkoa
निकट	läheltä
निकट	lähellä
निकट	lähelle
क्रम	tilata
क्रम	tilaus
क्रम	järjestys
क्रम	tilaa
क्रम	sarja
भवन	rakennuksessa
भवन	rakentaminen
भवन	rakennus
भवन	rakennuksen
भवन	rakennusten
भवन	kiinteistöt
भवन	rakennukset
भवन	rakennuksia
मिली	löydetty
मिली	löytynyt
मिली	löydettiin
मिली	löysi
मिली	löyty
मिली	löytyi
मिली	sai
मिली	sain
ग्राम	grammaa
ग्राम	gram
शायद	ehkä
शायद	ehkä
शायद	ehkäpä
शायद	luultavasti
शायद	todennäköisesti
शायद	varmaan
देख	nää
देख	katso
लिंक	yhteys
लिंक	linkistä
लिंक	linkkiä
लिंक	linkin
लिंक	linkki
लिंक	linkit
लिंक	yhteydet
लिंक	linkkejä
लिंक	linkkien
पाँच	viisi
निर्देशक	johtaja
निर्देशक	ohjaaja
लक्षण	oireet
लक्षण	oireita
लक्षण	oire
लक्षण	merkkejä
लक्षण	merkit
संपर्क	yhteyttä
संपर्क	yhteyshenkilö
संपर्क	yhteystiedot
संपर्क	yhteystietoja
संपर्क	yhteyksiä
संपर्क	yhteystiedot
वित्तीय	taloudellista
गंगा	ganges
महीने	kuukaudet
महीने	kuukautta
महीने	kuukausia
महीने	kuukaudessa
महीने	kuukausi
महीने	kuukauden
महीने	kuukautta
सुरक्षित	suojeltu
सुरक्षित	suojattu
सुरक्षित	suojellut
सुरक्षित	turvassa
सुरक्षित	kassakaappi
सुरक्षित	turvallista
सुरक्षित	turvallinen
सुरक्षित	varatut
सुरक्षित	varattu
सुरक्षित	varmistettu
सुरक्षित	turvallinen
सुरक्षित	turvaa
पर्यावरण	ympäristön
पर्यावरण	ympäristö
लगातार	jatkuvat
लगातार	jatkuvia
लगातार	jatkuva
लगातार	jatkuvaa
लगातार	jatkuvasti
लगातार	peräkkäisen
पद्म	padma
अत्यधिक	painavampi
अत्यधिक	äärimmäisen
अत्यधिक	erittäin
भूगोल	geometrian
भूगोल	maapallo
भूगोल	globe
भूगोल	maantiede
बेहतर	parempi
बेहतर	paremmin
मुख्यालय	toimipaikka
मुख्यालय	pääkonttori
मुख्यालय	päätoimipaikka
मुख्यालय	päämaja
लिपि	aakkoset
लिपि	käsikirjoitus
एल्बम	albumi
एल्बम	levyn
एल्बम	levy
एल्बम	albumin
एल्बम	albumia
एल्बम	albumit
धन	raha
धन	rahat
धन	rahaa
सॉफ्टवेयर	ohjelmisto
सॉफ्टवेयर	ohjelmiston
सॉफ्टवेयर	ohjelmat
सॉफ्टवेयर	ohjelmistojen
सॉफ्टवेयर	ohjelmistot
योग	summaa
योग	summa
योग	jooga
योग	joogaa
गुजरात	gujaratin
शीर्ष	huippu
शीर्ष	top
शीर्ष	huippua
शीर्ष	ylä
शीर्ष	suosituimmat
संस्था	toimielin
संस्था	laitos
संस्था	instituutio
औद्योगिक	teollinen
प्रधान	päällikkö
नेता	leader
नेता	johtaja
नेता	johtajia
नेता	johtajat
संविधान	perustuslaki
संविधान	perustuslain
अनुमान	arvio
अनुमान	arvioi
अनुमान	arvion
शीर्षक	otsikko
शीर्षक	kuvateksti
शीर्षक	osastot
शीर्षक	otsikot
शीर्षक	otsikko
शीर्षक	otsikko
शीर्षक	osasto
शीर्षक	nimike
