dhe	un
herët	agrīna
herët	agri
vendim	lēmums
social	sociāla
social	sociālie
social	sociālais
social	sociālā
social	sociāls
saktë	precīzi
saktë	precīza
saktë	precīzs
saktë	pareiza
saktë	pareizi
saktë	pareizu
saktë	pareizs
saktë	pareizas
gol	gol
gol	mērķis
sjell	nes
sjell	dāvina
britanik	britu
britanik	briti
britanik	british
britanik	lielbritānijas
përfunduar	pabeigti
përfunduar	pabeigts
përfunduar	pabeigta
përfunduar	pabeigti
përfunduar	pabeigts
përfunduar	pabeigta
përfunduar	gatavo
ben	bens
ben	ben
instituti	institūts
instituti	institūtā
njëjtë	pašas
njëjtë	pašu
online	tiešsaistes
online	tiešsaistē
online	online
shërbeu	kalpoja
letër	papīrs
letër	papīra
letër	vēstule
letër	burts
problemet	problēmas
formula	formula
formula	formulas
formula	formulas
njësia	vienība
energji	enerģētika
energji	enerģija
rregullt	ierindas
rregullt	regulārā
rregullt	regulārs
rregullt	regulāras
rregullt	regulāri
rregullt	regulāra
diskutimet	apspriedes
diskutimet	diskusijas
diskutimet	pārrunas
diskutimet	apspriešana
diskutimet	diskusijas
diskutimet	diskusija
druri	koksne
druri	koks
druri	koka
druri	kokmateriāli
druri	koku
druri	koks
druri	kokā
librat	grāmatas
spanjës	spānija
kujdes	uzmanību
kujdes	uzmanība
kujdes	uzmanības
kujdes	skatīties
kujdes	pulkstenis
kujdes	skaties
përfundimisht	noteikti
tema	temats
tema	tēma
tema	tēma
kufizuar	ierobežots
kufizuar	limited
kufizuar	ierobežota
kufizuar	ierobežoti
kufizuar	ierobežots
kufizuar	ierobežoti
kufizuar	ierobežotā
kufizuar	ierobežota
pavarësinë	neatkarība
utc+	utc+
red	sarkani
red	sarkano
red	sarkana
red	sarkanais
red	sarkans
red	sarkanā
tom	toms
tom	tom
theksuar	uzsvēra
rusia	krievija
zezë	melnā
zezë	melni
zezë	melna
zezë	melnas
zezë	melns
ftohtë	saaukstēšanās
ftohtë	auksts
ftohtë	auksti
ftohtë	aukstā
ftohtë	aukstums
kokë	vadītājs
kokë	galvu
kokë	galvas
kokë	galva
emra	nosaukumi
emra	vārdi
udhëhequr	led
udhëhequr	vadīja
muret	sienas
muret	sienām
zhvillohet	attīstās
zhvillohet	attīstīt
zhvillohet	attīstīties
armë	ieročus
armë	ieroči
armë	ieroča
armë	ierocis
armë	ierocis
armë	ieroci
armë	ieročiem
armë	šautenes
teknike	tehniskais
teknike	tehniskā
deti	jūra
trupin	ķermeņa
trupin	ķermenis
sud	sud
katalonia	katalonijas
lojtar	spēlētājs
seine	vads
seine	vadi
shkuar	prom
problem	problēmu
problem	problēma
problem	problēmas
objekt	objekts
objekt	iebilst
brendshëm	interjera
brendshëm	iekšlietu
brendshëm	iekšējais
brendshëm	iekšējie
metal	metāla
metal	metāls
nis	sākt
nis	palaist
nis	sākums
nis	starts
nis	nis
përfaqësues	pārstāvis
përfaqësues	pārstāvjus
përfaqësues	pārstāvji
armatosur	bruņots
armatosur	bruņota
armatosur	bruņotajiem
armatosur	bruņoti
martuar	precējusies
martuar	precējies
prishtina	prištinā
zënë	aizņemta
zënë	aizņemts
zënë	aizņemti
kan	kannu
kan	kan
studimi	pētījums
studimi	izpēte
studimi	pētījuma
perandor	imperators
familjet	mājsaimniecību
familjet	mājsaimniecībām
familjet	mājsaimniecības
familjet	ģimeņu
familjet	ģimenes
familjet	ģimenēm
bregu	krastā
bregu	krasta
bregu	krasts
bregu	krastu
bregu	piekraste
bregu	krasts
bregu	piekraste
termi	termins
termi	apzīmējums
maja	maiju
maja	maija
maja	maja
maja	maja
maja	rauga
maja	raugs
role	lomas
programi	programmā
programi	programma
programi	programmu
japoni	japāna
krijimi	izveidošanas
krijimi	izveide
krijimi	izveidošana
krijimi	radīšana
sipërme	augšējo
sipërme	augstākie
sipërme	augšējā
sipërme	augstākais
sipërme	augšējais
india	indija
india	indijā
india	indijas
fiton	uzvar
fiton	uzvaras
fiton	uzvarēs
kuvendin	klosterī
roli	loma
roli	lomu
element	postenis
google	google
rrethuar	ieskauj
qindra	simti
qindra	simtu
qindra	simtus
qindra	simts
qindra	simtu
qindra	simtiem
qindra	simti
dritë	gaismu
dritë	gaišs
dritë	gaismas
dritë	gaisma
dritë	gaiši
nëntë	deviņas
nëntë	deviņiem
nëntë	deviņi
nëntë	deviņu
nëntë	devītajā
nëntë	devītais
nëntë	devītā
llojet	tipi
llojet	veidi
rexhep	redžeps
thomas	tomass
vendoset	atrodas
vendoset	izvietots
vendoset	izvietot
letrar	literatūras
max	max
max	maks
max	makss
sportive	sporta
sportive	sports
egër	wild
egër	savvaļas
egër	savvaļā
egër	savage
egër	sīva
egër	nežēlīga
fushat	lauki
fushat	laukiem
fushat	laukus
mbrojtje	aizstāvība
mbrojtje	aizsardzība
mbrojtje	aizsardzības
mbrojtje	aizstāvība
mbrojtje	aizsardzība
mbrojtje	aizsardzība
faza	fāze
faza	posms
faza	etaps
faza	posmi
faza	stadijas
faza	posmiem
faza	posmus
faza	posms
faza	stadija
gjithsej	kopā
drejtues	stūre
manchester	manchester
has	sejas
shprehje	izteiksme
shprehje	izpausme
princ	princis
baza	bāzes
baza	pamatne
baza	pamats
baza	bāze
normale	normāla
normale	normāli
normale	normāls
shpirtërore	garīgais
shpirtërore	garīgā
shërbyer	kalpoja
park	park
park	parkā
park	parka
park	parks
shah	shah
shah	šaha
valign	valign
festa	ballīte
festa	party
festa	partija
festa	puse
festa	brīvdiena
festa	brīvdienu
gjuhët	valodas
gjuhët	mēles
organizimin	organizēt
politikë	politika
politikë	politikā
politikë	politikas
politikë	politika
politikë	politikā
mësimet	nodarbības
mundi	pārspēt
mundi	pieveica
teoria	teorija
psh	patīk
psh	like
hershëm	agrīna
hershëm	agri
autorit	autortiesības
autorit	autortiesību
mbaroi	pabeigti
mbaroi	pabeigts
mbaroi	pabeigta
mbaroi	gatavo
term	termins
term	apzīmējums
hyrje	ieeja
hyrje	piekļūt
hyrje	pieeja
hyrje	piekļuve
hyrje	ieraksts
hyrje	pieteikšanās
hyrje	pieteikties
sri	šrī
detyra	pienākums
detyra	maksājums
detyra	maksājuma
detyra	nodoklis
detyra	uzdevumi
detyra	piešķiršana
detyra	uzdevumu
detyra	uzdevums
gjendja	statuss
shkenca	zinātnes
shkenca	zinātne
end	beigas
mod	mod
ballkanit	balkānu
muhammad	muhameds
trup	ķermeņa
trup	ķermenis
lojë	spēle
barabartë	vienlīdzīga
barabartë	vienlīdzīgi
barabartë	līdzvērtīgs
barabartë	vienāda
barabartë	vienāds
poet	dzejnieks
finlandë	somija
finlandë	somijā
kuptim	jēga
kuptim	saprāts
bayern	bayern
ndryshon	maina
ndryshon	mainās
ndryshon	izmaiņas
ndryshon	pārmaiņas
krijon	izveido
krijon	rada
përballë	pretējā
përballë	pretēja
përballë	pretim
sali	sali
sëmundje	slimība
sëmundje	slimības
sëmundje	slimībām
sëmundje	slimības
sëmundje	slimība
sëmundje	slimības
sëmundje	slimība
përdoruesit	izmantotāji
përdoruesit	lietotāji
dega	zars
dega	zaru
dega	filiāle
dega	zara
projekti	projekta
projekti	projekts
imam	imam
dëshmi	pierādījumi
dëshmi	pierādījums
dëshmi	liecības
dëshmi	liecība
dëshmi	pierādījumu
dëshmi	pierādījumi
dëshmi	pierādījums
popull	cilveki
popull	cilvēki
popull	tauta
popull	cilvēkiem
popull	nācija
popull	tauta
kryen	veic
kryen	apņēmusies
australia	austrālija
rhône	rhône
sheh	redz
sheh	skatīt
javë	nedēļa
javë	nedēļā
javë	nedēļu
javë	nedēļas
javë	nedēļām
javë	nedēļās
alexander	aleksandrs
prindërit	vecāki
prindërit	vecākiem
ndryshimet	izmaiņas
ndryshimet	pārmaiņas
mbretërore	regal
mbretërore	royal
mbretërore	karaļa
org	org
henry	henrijs
donte	gribēju
donte	gribēja
donte	vēlējās
gjithçka	viss
gjithçka	visam
gjithçka	visu
mijëra	tūkstoši
mijëra	tūkstošos
mijëra	tūkstošiem
energjia	enerģētika
energjia	enerģija
simbol	simbols
atdheut	dzimtenē
atdheut	dzimtenes
atdheut	dzimteni
atdheut	dzimtene
atdheut	tēvzemi
lejuar	atļauti
lejuar	atļauta
lejuar	atļauts
lejuar	atļautas
lejuar	atļautais
lejuar	atļauta
lejuar	atļauts
lejuar	atļautas
anët	malām
anët	malas
shtesë	ārējs
shtesë	ekstra
shtesë	papildu
shtesë	extra
shtesë	papildinājums
shtesë	papildu
shtesë	papildus
listë	sarakstu
listë	saraksta
listë	uzskaitījums
listë	saraksts
origjinal	oriģināls
origjinal	sākotnējais
origjinal	oriģinālā
origjinal	sākotnējā
origjinal	oriģināli
origjinal	oriģināla
europian	eiropas
europian	eiropietis
kongresit	kongresa
kongresit	kongress
abdullah	abdullah
lejon	ļauj
lejon	atļauj
rënë	samazinājies
shënime	piezīmes
shënime	atzīmē
artist	izpildītājs
artist	māksliniece
artist	mākslinieks
vazhdueshme	nemainīga
vazhdueshme	konstante
vazhdueshme	nemainīgs
vazhdueshme	konstanti
vazhdueshme	nepārtrauktu
vazhdueshme	nepārtraukts
vazhdueshme	nepārtrauktā
vazhdueshme	nepārtraukti
shekuj	gadsimtiem
gjata	ilgi
gjata	garais
gjata	gara
gjata	garas
gjata	garš
muzikë	mūzika
muzikë	music
muzikë	mūzikā
lidhjen	savienojamība
lidhjen	savienojamību
ide	idejas
ide	doma
ide	ideja
liri	brīvība
liri	brīvības
shkrimet	žurnāli
shkrimet	raksti
vëllezërit	brāļi
sekretar	sekretāre
sekretar	sekretārs
final	galīgais
final	galīgo
final	gala
final	galīgā
shpellat	alas
rrugët	ceļi
rrugët	ielām
rrugët	ielās
rrugët	ielas
rrugët	maršruti
rrugët	ceļi
rrugët	maršrutus
agim	rītausma
agim	saullēktu
est	est
windows	windows
windows	logus
windows	logi
date	datums
tituj	virsraksti
kongresi	kongresa
kongresi	kongress
jugor	dienvidu
xiii	xiii
amerika	amerika
amerika	amerikā
amerika	ameriku
vdes	mirst
vdes	die
vdes	mirt
vdes	nomirt
vdes	mirst
vdes	mirst
manastirit	klostera
pjesërisht	daļēji
pjesërisht	daļēji
kishë	kapelā
kishë	baznīca
kishë	baznīcas
kishë	baznīcā
model	modelis
model	model
model	modele
model	paraugs
metoda	metode
metoda	metodes
kina	ķīna
kina	china
nxënës	studenti
nxënës	skolēni
nxënës	studentiem
nxënës	skolēni
nxënës	skolēniem
nxënës	skolēns
nxënës	skolēnu
nxënës	students
nxënës	studenta
nxënës	studentu
nxënës	māceklis
interes	procentiem
interes	procentus
interes	procenti
interes	interese
çështjet	jautājumi
antonio	antonio
viii	viii
relativisht	salīdzinoši
relativisht	salīdzinoši
relativisht	relatīvi
relativisht	samērā
trupave	karaspēku
trupave	karaspēks
trupave	karaspēka
ministria	ministrijas
ministria	ministrija
hapi	step
hapi	posms
hapi	soli
hapi	solis
shprehur	izteikts
mbahet	turēti
mbahet	turēts
mbahet	turētas
mbahet	uzturēts
ndahen	nodala
ndahen	atdalīta
ndahen	atdalītas
ndahen	atdalīts
ndahen	atsevišķu
ndahen	atsevišķs
ndahen	atsevišķie
ndahen	atsevišķa
ndahen	atsevišķi
ndërtesa	ēkas
ndërtesa	ēka
ndërtesa	ēkas
ndërtesa	celtnes
italisht	itāļu
italisht	itāliešu
italisht	itālijas
muzeu	muzeju
muzeu	muzeja
muzeu	muzejā
muzeu	muzejs
klima	klimats
vlerësuar	novērtēts
christian	kristians
christian	kristiešu
christian	kristiāns
greqia	grieķijā
greqia	grieķija
baba	baba
baba	tētis
baba	tēti
baba	tēvam
baba	tēva
baba	tēvs
rumani	rumānija
mësuar	iemācījies
porta	vārtus
porta	vārti
porta	vārtiem
porta	porta
ushtri	armijas
ushtri	armija
gazetar	žurnālists
gazetar	žurnāliste
grupet	grupām
grupet	grupas
detyrën	pienākums
detyrën	maksājums
detyrën	maksājuma
detyrën	nodoklis
krahasim	salīdzinājums
krahasim	salīdzināšana
abu	abu
krahina	province
krahina	ils
richard	rihards
richard	ričards
ndryshim	mainīt
ndryshim	maiņa
ndryshim	izmaiņas
ndryshim	pārmaiņas
ndryshim	starpība
ndryshim	atšķirība
vlen	vērta
vlen	vērts
ekonomi	ekonomika
ekonomi	ekonomikā
ekonomi	ekonomika
sytë	acīm
sytë	actiņas
sytë	acis
rus	krievu
rus	krieviski
rus	krievs
rus	krievijas
kodër	kalnā
veprim	rīcība
ndaluar	aizliegta
ndaluar	aizliegts
ndaluar	aizliegtas
ndaluar	aizliegta
ndaluar	aizliedza
pozita	pozīcijas
pozita	nostājas
shoqëria	sabiedrība
shoqëria	draudzību
shoqëria	draudzība
master	kapteinis
master	meistars
master	saimnieks
punimet	būvdarbi
punimet	darbi
themelues	dibināšanas
themelues	dibinātāja
themelues	dibinātājs
dobët	vājš
dobët	vājā
dobët	vāji
dobët	vāja
dobët	vājas
lokal	vietējie
lokal	vietējā
lokal	vietējais
lokal	lokāla
lokal	lokālā
moment	moments
moment	brīdis
moment	mirklis
direkt	tiešā
direkt	tiešs
direkt	tiešais
direkt	direct
direkt	tieša
direkt	tieši
isa	isa
politika	politika
politika	politikā
kryeqytet	kapitāls
kryeqytet	galvaspilsēta
besim	ticība
besim	ticībā
besim	ticību
besim	uzticību
besim	pārliecība
besim	uzticība
besim	uzticēšanās
besim	uzticēties
besim	uzticēšanās
besim	uzticība
besim	uzticību
besim	ticu
besim	pārliecināti
besim	pārliecināta
pushteti	power
pushteti	jaudas
pushteti	jauda
pushteti	vara
pop	iemet
pop	pop
website	mājaslapa
website	mājaslapā
feja	reliģija
pastër	tīra
pastër	tīrs
pastër	tīrīt
pastër	tīra
pastër	tīri
pastër	tīrs
pastër	pure
stil	stils
but	zābaku
studio	studijā
studio	studija
studio	studio
studio	studijas
fazën	fāze
fazën	posms
fazën	etaps
islamike	islāma
islamike	islāmistu
vëllai	brālim
vëllai	brālis
vëllai	brāli
serbë	serbiem
serbë	serbu
armatosura	bruņots
armatosura	bruņota
armatosura	bruņotajiem
armatosura	bruņoti
verë	vasarai
verë	vasara
verë	vasarā
verë	summertime
verë	vīns
kuptohet	sapratis
kuptohet	saprata
gjëra	lietas
gjëra	mantas
urbane	urban
urbane	pilsētu
urbane	pilsētas
erës	vējdzirnavu
erës	dzirnavas
erës	vēju
erës	vēja
erës	vējš
teksti	teksts
ligjore	likumīgi
ligjore	juridiskais
përpjekjet	pūles
përpjekjet	centieni
përpjekjet	pūliņi
përpjekjet	mēģinājumi
personal	personiska
personal	personīgie
personal	personīgais
personal	personīgā
personal	personīga
ndarja	dalīšanās
ndarja	dalīšana
ndarja	šķirties
ndarja	šķiršanās
bregdetare	piekrastes
kompani	sabiedrība
kompani	uzņēmums
kompani	kompānija
kompani	uzņēmējsabiedrības
kompani	kompānijas
kompani	uzņēmumi
tokësore	sauszemes
ekonomia	ekonomika
ekonomia	ekonomikā
ekonomia	ekonomika
ari	ari
ari	lācis
ari	lāča
ari	lāci
ari	zeltā
ari	zelta
ari	zelts
media	media
media	mediji
media	mediju
dyte	otrais
dyte	otrs
dyte	otrie
dyte	otrā
dielli	saule
dielli	sun
dielli	saulē
dielli	saules
friedrich	frīdrihs
origjinale	īsta
origjinale	patiesu
origjinale	īstas
origjinale	patiesas
origjinale	oriģināls
origjinale	sākotnējais
origjinale	oriģinālā
origjinale	sākotnējā
origjinale	oriģināli
origjinale	oriģināla
anije	kuģi
anije	kuģiem
anije	kuģus
anije	kuģis
anije	laiva
anije	laivā
anije	laivu
qëndroi	stāvēja
indi	indija
indi	indijā
indi	indijas
shoqëri	sabiedrība
shoqëri	uzņēmums
shoqëri	kompānija
shoqëri	sabiedrība
gjak	asins
gjak	asinīm
gjak	asinis
përrua	upīte
egjipt	ēģipte
xii	xii
lule	ziedi
lule	puķes
lule	flowers
lule	zieds
lule	ziedu
pyll	mežā
pyll	meži
pyll	meža
pyll	meži
pyll	mežs
speciale	īpaša
speciale	īpašais
speciale	īpašs
speciale	īpašā
speciale	īpaši
carlos	carlos
makina	mašīna
makina	auto
makina	automašīna
makina	automobilis
makina	mašīna
makina	automašīnas
makina	cars
makina	automobiļi
makina	automašīnām
përshkruar	aprakstīts
përshkruar	aprakstītas
përshkruar	aprakstīta
përshkruar	raksturotas
përshkruar	aprakstītais
producent	ražotājs
përfaqëson	atveido
përfaqëson	pārstāv
gjatësia	garums
trojet	pamats
trojet	pamatojums
përshtatshme	piemērota
përshtatshme	piemērotas
përshtatshme	atbilstoša
përshtatshme	piemēroti
përshtatshme	piemērots
përshtatshme	piemērots
përshtatshme	piemērota
përshtatshme	piemēroti
përshtatshme	piemērotas
përshtatshme	uzstādīšana
arabisht	arābu
berlin	berlīnē
berlin	berlīne
berlin	berlīnes
berlin	berlin
qëllime	nolūki
kitarë	ģitāra
përgatitur	sagatavo
përgatitur	sagatavoties
përgatitur	sagatavot
përgatitur	gatavoties
përgatitur	sagatavota
përgatitur	sagatavots
përgatitur	sagatavoti
anti	anti
mbajt	turēti
mbajt	turēts
mbajt	turētas
flasin	runāt
flasin	runā
flasin	izrunāt
flasin	runāt
gur	akmens
gur	akmens
gur	rock
special	īpaša
special	īpašais
special	īpašs
special	īpašā
special	īpaši
dendësia	blīvums
vone	vēlu
vone	novēloti
figurë	attēla
figurë	attēls
figurë	attēlu
figurë	attēls
figurë	attēlā
përshkruan	attēlots
përshkruan	attēlo
përshkruan	attēlota
përshkruan	apraksta
përshkruan	aprises
përshkruan	kontūras
përshkruan	izklāstīti
organet	orgānus
organet	orgānu
organet	orgāni
shokët	draugi
shokët	draugiem
trajneri	treneris
trajneri	treneri
gjermanisht	vācijas
gjermanisht	vācietis
gjermanisht	vācu
sërish	atkal
sërish	vēlreiz
aftë	kvalificētu
aftë	spējīgs
aftë	spēj
aftë	spējīgi
teatrin	teātrī
teatrin	teātris
teatrin	teātra
marre	ņemta
marre	ņemts
marre	veikti
spanjolle	spāņu
spanjolle	spānijas
askush	neviens
american	american
american	amerikāņu
american	amerikas
moshë	vecums
veti	paši
air	gaiss
prapa	muguru
prapa	atpakaļ
prapa	mugura
prapa	aizmugure
prapa	aizmugures
prapa	aizmugurē
prapa	aizmugurējā
veprimet	darbības
kategorisë	kategoriju
kategorisë	kategorija
kategorisë	kategorijā
japonia	japāna
gjysmën	pusi
vendas	vietējie
vendas	vietējā
vendas	vietējais
vendas	lokāla
vendas	lokālā
vendas	iekšzemes
vendas	dzimtā
vendas	vietējais
vendas	vietējo
beograd	beograd
beograd	belgrada
arkeologjik	arheoloģijas
grua	sieviete
grua	sievieti
niveli	līmenis
mysliman	musulmaņi
mysliman	musulmaņu
klub	klubā
klub	club
klub	klubs
klub	kluba
përmbledhje	kopsavilkums
përmbajtja	saturu
përmbajtja	saturs
përmbajtja	satura
përmbajtja	saturs
austro	austroungārijā
çlirimtare	atbrīvošanas
çlirimtare	atbrīvošana
çlirimtare	atbrīvošanās
qytetare	pilsoniskās
qytetare	pilsoņa
qytetare	pilsonis
tradita	tradīcijas
tradita	tradīcija
tradita	tradīciju
tradita	tradīcijas
tradita	tradīcijām
della	della
panjohur	nezināma
panjohur	nezināms
copa	gabali
elementet	elementi
giovanni	giovanni
lëshuar	izdota
lëshuar	izsniegta
lëshuar	izdots
lëshuar	izsniegts
lëshuar	atbrīvota
lëshuar	atbrīvots
lëshuar	atbrīvoti
mesëm	vidēja
mesëm	vidējs
dukshëm	redzami
dukshëm	redzams
dukshëm	pamanāma
dukshëm	redzami
dukshëm	redzamais
dukshëm	redzama
das	das
official	amatpersona
official	ierēdnis
dashuria	mīlestība
dashuria	mīli
dashuria	love
dashuria	mīla
dashuria	mīlu
shfaqur	rādīts
akademia	akadēmijas
akademia	akadēmija
akademia	akadēmijā
akademia	academy
free	bezmaksas
free	brīva
free	free
free	brīvs
nacional	nacional
det	jūra
zvicër	šveice
zvicër	šveicē
tash	tagad
juaj	tavas
juaj	tavu
juaj	tavs
juaj	jūsu
juaj	tava
dikush	kāds
dikush	kādam
piktura	gleznu
piktura	krāsošana
piktura	zīmēšana
piktura	glezna
piktura	gleznas
verior	ziemeļu
tërësisht	pamatīgi
tërësisht	pilnīgi
mbajnë	nēsāt
shoqatës	apvienība
shoqatës	biedrība
shoqatës	asociācija
studiuar	pētīta
studiuar	pētīts
studiuar	pētītas
shekujve	gadsimtiem
ngjashëm	līdzīgs
ngjashëm	līdzīgi
ngjashëm	līdzīgas
ngjashëm	līdzīga
mbushur	pildīti
mbushur	pildītas
mbushur	ielādēts
mbushur	aizpildīts
mbushur	piepildīts
mbushur	piepildīta
banka	bankas
banka	bankās
banka	banka
folur	runājis
folur	runāja
folur	runāts
marrëdhënie	dzimumakta
marrëdhënie	attiecības
marrëdhënie	saistība
plan	plāna
plan	plāns
plan	plānā
duhen	vajag
duhen	vajadzība
duhen	nepieciešams
duhen	nepieciešamība
dyshim	šaubu
dyshim	šaubos
sllave	slāvu
shenjë	parakstīt
shenjë	zīme
ligjet	likumus
ligjet	likumi
bashkim	savienības
bashkim	savienība
bashkim	atkalapvienošanās
bashkim	salidojuma
thatë	sausa
thatë	sausā
thatë	sauss
thatë	sausi
thatë	sausais
artin	māksla
artin	art
afërsisht	aptuveni
afërsisht	rupji
afërsisht	aptuveni
afërsisht	apmēram
nderi	gods
nderi	goda
nderi	godība
nderi	gods
vaj	eļļa
vaj	eļļas
vaj	nafta
ndersa	kamēr
rinisë	jaunatne
rinisë	jaunieši
rinisë	jaunība
milan	milānas
milan	milāna
dhoma	telpas
dhoma	istaba
dhoma	istabā
dhoma	istabas
dhoma	telpa
dhoma	istabu
datë	datums
kish	bija
artikujt	raksti
artikujt	izstrādājumi
artikujt	panti
gjeneral	vispārējā
gjeneral	vispārējais
gjeneral	vispārīgi
gjeneral	vispārēji
show	rādīt
show	parādīt
institucionet	institūcijas
institucionet	iestādes
kufijtë	robežas
kufijtë	robežas
kufijtë	starpības
doktor	dok
doktor	doktors
doktor	doc
doktor	ārsts
personi	cilvēks
personi	persona
mëparshme	iepriekšējā
mëparshme	iepriekšējais
mëparshme	iepriekšējās
mëparshme	iepriekšējie
ligj	tieslietas
ligj	likums
futur	ieviesa
futur	ieviests
futur	ieviestie
prodhim	izgatavošana
prodhim	ražošana
prodhim	izvades
prodhim	izlaide
prodhim	izvadi
prodhim	produkcija
prodhim	izvada
prodhim	produkta
prodhim	izstrādājums
prodhim	produkts
prodhim	ražojums
prodhim	ražošana
prodhim	produkcija
prodhim	ražošana
gjerësisht	plaši
çmime	cenas
çmime	apbalvošana
çmime	balva
çmime	balvas
çmime	godalgas
çmime	balvas
varg	diapazons
varg	vargs
varg	virkne
line	līnija
sekretari	sekretāre
sekretari	sekretārs
fort	cieši
fort	cieto
fort	smagi
fort	cietās
fort	grūti
fort	cietais
fort	stiprs
fort	spēcīgs
fort	stipra
fort	spēcīgi
fort	stipri
fort	spēcīga
fort	fortu
shoqëruar	pavadībā
valle	dejas
valle	dejo
valle	deju
valle	dejot
valle	deja
industriale	rūpnieciskais
industriale	rūpniecības
industriale	rūpnieciskie
industriale	rūpnieciska
mëparshëm	iepriekšējā
mëparshëm	iepriekšējais
mëparshëm	iepriekšējās
mëparshëm	iepriekšējie
piktor	gleznotājs
mesjetare	viduslaiku
stili	stils
ndikuar	ietekmēts
ndikuar	ietekmējis
filmat	filmas
filmat	filmas
filmat	kino
teori	teorija
natën	nakts
natën	naktī
natën	nakti
andrea	andrea
marr	iegūsti
marr	dabūt
fisi	klans
fisi	cilts
klasa	nodarbības
klasa	klases
klasa	šķira
klasa	klase
kampion	čempions
kampion	čempions
manuel	manuel
manuel	manuels
mbretërinë	sfēra
butë	maigs
butë	maiga
butë	viegla
butë	viegls
butë	maiga
butë	vieglas
butë	mīksto
butë	mīksti
butë	maiga
butë	mīkstie
butë	mīksta
butë	mīksts
butë	gludas
butë	gludi
butë	netraucētu
butë	raiti
butë	gluda
karakteristike	raksturlielums
skenë	skatuves
skenë	skatuve
skenë	posms
skenë	stadija
ndikimi	trieciens
ndikimi	ietekme
ndikimi	ietekme
daniel	daniels
publikuar	publicēts
publikuar	publicēta
tekst	teksts
institutit	institūts
institutit	institūtā
futbolli	futbols
pushtimin	iebrukums
austria	austrija
austria	austrijas
austria	austrijā
austria	austriju
marie	marijas
marie	marie
marie	marija
përgjithësisht	parasti
zemër	mīļa
zemër	mazulis
zemër	bērns
zemër	mazā
lidh	savieno
lidh	savieno
lidh	pieslēgties
gjat	ilgi
gjat	garais
gjat	gara
gjat	garas
gjat	garš
djalë	zēns
djalë	puika
pejë	predrags
pejë	pec
rasti	gadījums
rasti	lieta
currentclub	currentclub
south	dienvidu
south	dienvidos
south	dienvidi
paraqitje	prezentācijas
paraqitje	noformējumu
paraqitje	prezentācija
paraqitje	prezentācijas
paraqitje	noformējums
loja	spēle
usa	asv
usa	usa
kategori	kategoriju
kategori	kategorija
kategori	kategorijā
kategori	kategorijās
kategori	kategorijām
kategori	kategorijas
#aaa	#aaa
spanjoll	spāņu
spanjoll	spānijas
jetoi	dzīvoja
jetoi	dzīvojis
gjurmë	izsekot
gjurmë	palieku
gjurmë	taka
gjurmë	liecības
gjurmë	celiņi
gjurmë	pēdas
gjurmë	sliedes
emëruar	iecelti
emëruar	iecelta
emëruar	iecelts
ekzekutiv	izpildvaras
ekzekutiv	izpildu
rregullat	noteikumi
rregullat	regulas
breg	krastā
breg	krasta
breg	krasts
breg	krastu
breg	piekraste
pos	pos
besimi	ticība
besimi	ticībā
besimi	ticību
besimi	uzticību
besimi	pārliecība
besimi	uzticība
besimi	uzticēšanās
besimi	uzticēties
besimi	uzticēšanās
besimi	uzticība
besimi	uzticību
besimi	ticu
grand	grand
indian	indiešu
indian	indijas
çmim	cenas
çmim	cena
çmim	cenu
çmim	apbalvošana
çmim	balva
çmim	piešķiršana
çmim	piešķiršanas
konferenca	konference
konferenca	konferencē
konferenca	konferencēm
konferenca	konferencēs
konferenca	konferenču
konferenca	konferences
konsiderueshme	ievērojams
luis	luiss
luis	luis
luis	luiss
luis	lūiss
luis	luiss
luis	luis
marne	marnas
hollanda	nīderlande
hollanda	nīderlandē
privat	privāti
privat	privāta
privat	privātie
privat	private
privat	privātais
privat	privāts
ashpër	stipri
ashpër	smagi
ashpër	skarbi
ashpër	sīva
ashpër	nežēlīga
jetonin	dzīvoja
jetonin	dzīvojis
nënë	māte
nënë	mātes
pro	pro
letra	kārtis
letra	kartes
letra	kartītes
letra	papīrs
letra	papīra
letra	vēstulēs
letra	vēstules
letra	burti
shtresa	slāņi
aleksandër	aleksandrs
hapësira	atstarpes
hapësira	telpas
hapësira	telpa
hapësira	kosmoss
gjoni	džons
kineze	ķīnas
kineze	ķīnieši
kineze	ķīnietis
kineze	ķīniešu
emërohet	iecelti
emërohet	iecelta
emërohet	iecelts
toke	zemi
toke	zeme
toke	zemes
toke	zeme
toke	malti
toke	zemes
standard	standartam
standard	standarta
standard	standarts
luftuar	cīnījās
ouest	ouest
fat	veiksmi
fat	veiksme
muzikor	mūzikas
muzikor	muzikāls
norvegji	norvēģija
mbledhur	savākti
mbledhur	savākta
mbledhur	savākts
mbledhur	savāktie
mbledhur	saliktas
mbledhur	samontēti
mjete	rīki
mjete	instrumenti
mjete	darbarīki
baden	bādene
shpirtit	dvēseli
shpirtit	dvēsele
lojtarët	spēlētāji
lojtarët	atskaņotāji
super	lieliski
super	brīnišķīgs
super	super
studiues	pētnieku
studiues	pētnieks
ndihmon	palīdz
ndihmon	palīdz
objektet	uzraksti
objektet	objekti
objektet	priekšmeti
dem	dem
dem	vērsis
dem	bull
gjen	gēns
gjen	gēnu
gjen	atrod
hedhur	lietos
hedhur	izmests
planet	planēta
planet	planētas
planet	planētu
planet	plānus
planet	plāni
territoret	teritorijas
rritja	pieaugums
rritja	augšana
rritja	izaugsme
