varšave	ורשה
obmedzený	מוגבל
zvláštny	מוזרה
zvláštny	מוזר
zvláštny	מוזרות
zvláštny	משונה
zvláštny	מוזרה
zvláštny	מוזר
zvláštny	מוזרות
zvláštny	אוד
dôsledok	השלכות
dôsledok	תוצאה
dôsledok	השלכה
palace	הארמון
palace	ארמון
rytmus	פעימה
rytmus	קצב
duo	צמד
duo	הצמד
kresťanský	כריסטיאן
kresťanský	נוצרי
kresťanský	נצרות
mäsa	בשר
henrik	הנריק
bach	באך
slávu	תהילה
slávu	תפארת
slávu	תהילה
slávu	גלורי
theodor	תאודור
využívanie	ניצול
využívanie	שימוש
ahoj	שלום
ahoj	הלו
učiť	ללמד
učiť	ללמוד
učiť	למדו
učiť	למד
učiť	תלמד
astronauti	אסטרונאוטים
kôra	לנבוח
kôra	לקלף
náročné	מאתגרת
náročné	מאתגר
náročné	קשה
náročné	קשים
fakty	עובדות
costa	קוסטה
darwin	דרווין
darwin	דארווין
uzavreté	מצרף
uzavreté	סגורות
uzavreté	סגורים
uzavreté	סגור
uzavreté	סגורה
rozhovory	שיחות
rozhovory	ראיונות
tlači	עיתונות
liečbu	לטפל
liečbu	פינוק
zabili	נהרגה
zabili	נהרג
zabili	נהרגו
zabili	הרג
gréckom	יוונים
gréckom	יווני
gréckom	יוונית
sfondo	sfondo
osudu	גורל
osudu	הגורל
štýly	סטיילס
štýly	סגנונות
staviteľ	הבנאי
staviteľ	בונה
hlboký	עמוקים
hlboký	עמוקה
hlboký	עמוק
hlboký	עמוקה
hlboký	מעמיק
hlboký	עמוק
využívaná	מנוצל
využívaná	ניצל
násobný	כפלי
zaujíma	מתעניין
zaujíma	מעוניינים
zaujíma	מעוניינת
zaujíma	מעונין
zaujíma	מעוניין
viaže	כבול
viaže	מחויב
cape	כף
cape	גלימה
rekreačné	פנאי
rekreačné	שעשוע
vyrobená	הפיק
vyrobená	מיוצר
vyrobená	יוצר
vyrobená	מיוצר
vyrobená	יוצרו
vyrobená	מיוצרים
vyrobená	עשה
vyrobená	הכין
flotily	צי
flotily	הצי
flotily	ציי
sektor	גזרה
sektor	המגזר
sektor	מגזר
búrka	סערה
búrka	סופה
búrka	סטורם
guillaume	גיום
keith	קית
spáchal	ביצע
spáchal	מחויבת
spáchal	מחויב
pablo	פבלו
pablo	פאבלו
slonoviny	שנהב
zdanlivo	כביכול
tvrdý	קשוח
tvrdý	קשה
tvrdý	קשוחים
tvrdý	קשוחה
súrodencov	אחים
nejako	איכשהו
nejako	איכשהוא
éra	עידן
presvedčený	בטוחה
presvedčený	להאמין
presvedčený	מאמין
presvedčený	מאמינים
presvedčený	תאמין
presvedčený	משוכנעת
presvedčený	משוכנע
presvedčený	משוכנעים
zranenie	פציעה
zranenie	פצע
labuť	ברבור
labuť	סוואן
zachytáva	לוכד
hitlera	היטלר
reštaurácia	מסעדות
reštaurácia	מסעדת
reštaurácia	מסעדה
brad	בראד
doplnené	הוחייתה
calgary	קלגרי
kostra	שלד
kostra	השלד
zastávky	מפסיקה
zastávky	עוצר
zastávky	מפסיק
ukončiť	היציאה
ukončiť	יציאה
ukončiť	סיום
ukončiť	סוף
ukončiť	סופו
ukončiť	קץ
ukončiť	תפרוש
udelené	ניתנה
udelené	הוענק
udelené	ניתנת
udelené	הוענק
gregory	גרגורי
gregory	גרגוריוס
predpisy	תקנות
predpisy	התקנות
predpisy	כללים
predpisy	חוקים
predpisy	מרשמים
lars	לארס
pokrok	קידמה
pokrok	קדמה
pokrok	התקדמות
pokrok	הקדמה
ostrý	שארפ
ostrý	חד
ostrý	חדה
ostrý	חדות
marko	מרקו
ponuky	משגיחים
ponuky	הצעות
univerzít	אוניברסיטאות
obytné	מגורים
vlaku	הרכבת
vlaku	טריין
vlaku	רכבת
susedné	שכנים
susedné	שכנות
susedné	בסמוך
susedné	סמוך
susedné	בצמוד
susedné	הסמוך
budúce	עתיד
budúce	עתידי
budúce	העתיד
poskytol	מסופק
poskytol	סיפק
poskytol	בתנאי
dean	דין
dean	דיקן
zabitý	נהרגה
zabitý	נהרג
zabitý	נהרגו
zabitý	הרג
nepriateľom	האויב
nepriateľom	אוייב
nepriateľom	אויב
nepriateľom	אויבים
nepriateľom	אויבי
výnimky	חריגות
výnimky	חריגה
expozície	חשיפה
expozície	חשיפות
ruka	זרוע
ruka	יד
bohužiaľ	בעצב
bohužiaľ	לצערי
drevených	מעץ
strieborný	כסף
strieborný	סילבר
strieborný	כסופה
strieborný	כסוף
strieborný	מכסף
kapacity	קיבולת
android	android
android	אנדרואיד
rozprávanie	מדבר
rozprávanie	דיבורים
rozprávanie	מדברת
rozprávanie	דיבור
rozprávanie	מדבר
voličov	מצביעים
voličov	בוחרים
lov	האנט
lov	ציד
lov	צייד
sady	הפרדסים
sady	סדרות
sady	סטים
kanála	התעלה
kanála	תעלת
kanála	ערוץ
jeruzalema	ירושלים
prevrat	הפיכה
červenú	רד
červenú	אדום
červenú	אדומים
červenú	אדומה
piano	פסנתר
piano	הפסנתר
hrobka	קבר
nosí	לובש
china	חרסינה
china	סין
flash	הבזק
flash	פלאש
flash	מבזק
pacific	פסיפיק
pacific	השקט
prítomný	מתנה
prítomný	הווה
prítomný	נוכח
tón	טון
povrchové	שטחית
povrchové	שטחי
rozhoduje	מחליטה
rozhoduje	מחליט
pracujúcich	עובדים
pracujúcich	פועלות
pracujúcich	פועלים
pláne	תכנית
pláne	תוכנית
nissan	ניסן
kanálov	ערוצים
kanálov	ערוצי
kanálov	הערוצים
baník	כורה
cassini	קאסיני
vysielať	שידור
vysielať	השידור
vysielať	משדר
vysielať	שידור
une	une
vodnár	דלי
lietadlom	מישור
lietadlom	מטוס
lietadlom	מטוס
kenneth	קנת
larry	לארי
mitchell	מיטשל
viet	משפטים
gibson	גיבסון
veselý	עליזה
veselý	עליז
absolútna	מוחלט
absolútna	המוחלט
absolútna	מוחלטת
ball	כדור
ann	אן
siedmy	שביעי
siedmy	השביעית
občianskych	אזרחי
občianskych	אזרחית
tepelná	תרמית
tepelná	תרמי
patent	פטנט
odpovede	תשובות
odpovede	משיב
odpovede	תשובות
dievčatá	בנות
dievčatá	נערות
dievčatá	ילדות
prijíma	מקבל
prijíma	מקבל
prijíma	קבלת
bielkovín	חלבון
bielkovín	פרוטאין
kat	התליין
kat	התליין
kat	קאט
novinárov	עיתונאים
ukázala	הראתה
ukázala	הראה
pokusov	משפטים
pokusov	ניסיונות
pokusov	נסיונות
rieši	פותר
rieši	תיקולים
čaká	מחכה
čaká	ממתינה
čaká	ממתינים
čaká	ממתין
čaká	מחכים
čaká	בהמתנה
čaká	ממתין
písomné	נכתב
písomné	כתובה
písomné	נכתבה
písomné	כתובים
písomné	כתוב
chemici	כימאי
chemici	כימאים
huby	פטריות
huby	פטרייה
huby	פטרייה
huby	פטריות
huby	פטריות
pomohli	עזר
orbiter	orbiter
role	תפקיד
role	התפקיד
role	תפקידים
prispeli	תרם
prispeli	תרם
prispeli	תרמה
prispeli	תרמו
automatické	אוטומטי
automatické	אוטו
automatické	אוטומטי
automatické	אוטומט
automatické	אוטומטית
volal	נקרא
asistenti	עוזרות
asistenti	עוזרי
asistenti	עוזרים
detský	ילדה
detský	ילד
vystavené	חשופה
vystavené	נחשף
vystavené	חשוף
vystavené	חשופים
čestné	מכובד
čestné	כנה
čestné	כנות
čestné	ישרים
upravil	ערכה
upravil	נערך
upravil	ערוך
čínskych	סינית
čínskych	סיני
zranenia	פציעות
zranenia	פגיעות
popularita	הפופולריות
popularita	פופולריות
zvony	פעמונים
zvony	פעמוני
čelo	מצח
dverí	הדלת
dverí	דלת
dverí	דלתות
zlý	רע
zlý	רעה
zlý	רעים
zlý	רעות
zahynuli	נספו
ovplyvnili	הושפע
ovplyvnili	מושפעת
ovplyvnili	השפיע
ovplyvnili	מושפע
kusy	פיסות
kusy	חתיכות
kusy	חלקים
kusy	חותך
kusy	חתכים
kusy	קיצוצים
strela	יריה
strela	זריקה
strela	ירייה
strela	שוט
strela	נורה
strela	ירה
strela	קליע
strela	כדור
strela	טיל
strela	הטיל
podzemných	מחתרת
norma	נורמה
norma	נורמה
norma	נורם
norma	סטנדרטים
norma	סטנדרט
norma	סטנדרטי
norma	תקן
alpy	האלפים
paolo	פאולו
rosa	רוסה
rosa	רוזה
rosa	הטל
rosa	טל
zvuky	צלילים
zvuky	נשמע
zvuky	רעשים
canaveral	קנוורל
uznané	מזוהה
uznané	זוהה
uznané	מזוהה
uznané	מוכר
uznané	מוכרת
recenzie	ביקורות
valcov	צילינדרים
chvíle	moments
chvíle	הרגעים
chvíle	רגעים
bankovky	שטרות
eugene	יוג
úpadok	ריקבון
palestíny	פלסטין
minimum	מינימום
minimum	המינימום
zmenený	השתנה
zmenený	שונה
zmiešané	מעורב
zmiešané	מעורבים
zmiešané	מעורבב
julia	יוליה
julia	חוליה
laboratórium	מעבדה
laboratórium	מעבדה
cover	כיסוי
cover	כסה
cover	חיפוי
cover	מכסה
cover	לכסות
dospelosti	בגרות
dospelosti	הבגרות
miguel	מיגל
limit	גבול
limit	מגבלה
limit	הגבלה
obnova	התחדשות
obnova	חידוש
obnova	שיקום
obnova	שחזור
míľ	מיילס
míľ	קילומטרים
míľ	מיילים
míľ	קילומטר
base	כלא
fyzicky	גופנית
fyzicky	פיזית
fyzicky	פיזי
misií	משימות
guvernér	המושל
guvernér	מושל
kolá	הקפות
kolá	סיבובים
vnímanie	התפיסה
vnímanie	תפיסה
vnímanie	תפיסות
full	מלא
full	מלאים
full	מלאה
námorná	ימית
plášť	כף
plášť	גלימה
plášť	גלימה
stewart	סטיוארט
clark	קלארק
clark	קלארק
lane	ליין
fyzické	גופני
fyzické	פיזית
fyzické	פיזי
fyzické	פיסי
harrison	הריסון
harrison	האריסון
turíne	טורינו
laura	לאורה
laura	לורה
fauny	פאונה
priečku	המשקוף
morských	ימית
morských	נחת
čitateľov	קוראים
čitateľov	הקוראים
autobusov	אוטובוסים
pascal	פסקל
baran	בארן
baran	טלה
znamenie	חתום
znamenie	סימן
znamenie	שלט
copa	קופה
wagner	וגנר
wagner	ווגנר
javu	תופעת
javu	התופעה
javu	תופעה
vzorky	מדגם
vzorky	דוגמית
vzorky	דגימה
vzorky	דגימות
vzorky	דוגמיות
meraní	מדידות
meraní	מידות
poradca	יועץ
poradca	יועצת
poradca	יועץ
poradca	יועצת
poradca	פרקליטה
poradca	יועץ
poradca	יועצת
usporiadania	פריסות
dobrovoľne	ברצון
dobrovoľne	מרצון
dobrovoľne	בהתנדבות
dobrovoľne	מרצון
dobrovoľne	התנדבה
dobrovoľne	התנדב
činy	מעשים
činy	פעולות
rozpočtu	התקציב
rozpočtu	תקציב
katastrofy	אסונות
zločiny	פשעים
koncentrácia	ריכוזים
koncentrácia	ריכוז
čiernu	שחורה
čiernu	השחור
čiernu	black
čiernu	שחור
koleso	גלגל
varmsko	ורמיה
kant	קאנט
masaryk	מסריק
diera	חור
diera	גומה
porušenie	הפרה
porušenie	הפרה
porušenie	פרצת
porušenie	פירצה
elektronika	אלקטרוניקה
jedlo	מזון
jedlo	אוכל
jedlo	מאכל
jedlo	ארוחה
infekcie	זיהומים
infekcie	זיהום
optické	אופטית
optické	אופטי
optické	האופטי
summer	סאמר
summer	קיץ
summer	הקיץ
edmonton	אדמונטון
spomenúť	להזכיר
spomenúť	איזכור
spomenúť	אזכור
nižší	נחותים
nižší	נחות
nižší	נחותה
potvrdené	מאושר
potvrdené	אישר
potvrdené	אושר
potvrdené	אושרה
komerčné	מסחר
komerčné	מסחרית
komerčné	מסחרי
komerčné	פרסומת
ohlas	תהודה
techno	טכנו
spôsobov	דרכים
obnovený	מחודש
obnovený	מחודשת
obnovený	שוחזר
obnovený	רענן
obnovený	רעננה
vietnam	וייטנאם
dodatočne	בנוסף
fasáda	חזות
cudzie	זר
cudzie	זרה
cudzie	זרות
stratégie	אסטרטגיות
stratégie	אסטרטגיה
výrobné	ייצור
jednotlivca	הפרט
gravitácia	כבידה
hotela	מלון
lexikón	הלקסיקון
zátvorkách	סוגריים
tag	תג
tag	תייגו
tag	תייג
tag	תיוג
bella	בלה
konflikty	עימותים
konflikty	סכסוכים
konflikty	הסכסוך
konflikty	עימות
konflikty	סכסוך
oto	אוטו
joachim	יואכים
pokračovalo	המשיך
pokračovalo	המשיכה
stretla	נפגשו
stretla	פגשתי
ukážka	מדגם
ukážka	דוגמית
ukážka	דגימה
ukážka	הדגמה
ukážka	הפגנה
fasády	החזיתות
zla	רשע
zla	הרוע
zla	רוע
tatiana	טטיאנה
švédske	שוודי
hnedý	בראון
hnedý	חומה
hnedý	חומות
hnedý	חום
vedený	מונחה
vedený	מודרך
emeritný	אמריטוס
stôl	השולחן
stôl	שולחן
stôl	טבלה
príspevkov	תרומות
príspevkov	פרסומים
príspevkov	פוסטים
ring	צלצל
ring	טבעת
ron	רון
taiwan	טייוואן
nacisti	נאצים
nacisti	הנאצים
spravodlivosť	הצדק
spravodlivosť	צדק
spravodlivosť	ההגינות
spravodlivosť	הגינות
naživo	לחיות
naživo	live
naživo	חי
nájdený	נמצא
nájdený	נמצאו
nájdený	נמצאה
nájdený	מצאתי
nájdený	מצא
miro	מירו
cpu	מעבד
sprievodné	מלווה
sprievodné	נלווה
regionálna	אזורי
regionálna	איזורי
gule	ביצים
gule	כדורים
svätec	קדוש
svätec	הקדוש
svätec	קדושה
slobodná	יחיד
slobodná	סינגל
slobodná	רווקה
slobodná	רווק
stoviek	מאה
stoviek	hundred
stoviek	מאות
osvetlenie	להאיר
osvetlenie	תאורת
osvetlenie	תאורה
ein	עין
vyvinutá	פיתח
vyvinutá	התפתח
vyvinutá	מפותחת
vyvinutá	התפתחה
alpách	האלפים
odstúpil	התפטרה
odstúpil	התפטר
fish	דג
fish	פיש
fish	דגים
štandardné	מחדל
štandardné	סטנדרטים
štandardné	סטנדרט
štandardné	סטנדרטי
štandardné	תקן
sobáš	חתונה
sobáš	נישואים
sobáš	נישואין
sobáš	חתונה
sobáš	החתונה
tance	ריקודים
tance	רוקד
johanna	יוהנה
abraham	אברהם
temple	מקדש
temple	המקדש
objaviť	גלו
objaviť	גלה
objaviť	לגלות
objaviť	גלי
oslo	אוסלו
užívateľov	משתמשים
budhizmus	בודהיזם
reggae	רגאיי
greg	גרג
pasažierov	נוסעים
pasažierov	הנוסעים
saľut	סאליוט
príjmy	הכנסות
príjmy	הכנסה
príjmy	הכנסה
príjmy	קבלות
vírus	נגיף
vírus	וירוס
objaví	מגלה
výkone	מתאמן
výkone	מתעמלת
výkone	מתעמל
partner	פרטנר
partner	שותפה
partner	שותף
zasiahol	התערב
dokončené	הושלם
dokončené	השלים
dokončené	השלמת
dokončené	הושלמה
dokončené	הושלמו
dokončené	סיימה
dokončené	הסתיים
dokončené	הסתיימה
dokončené	סיימתי
dokončené	סיים
obnovené	מחודש
obnovené	מחודשת
obnovené	שוחזר
sociálno	סוציו
závislé	תלויים
závislé	תלויה
závislé	תלותי
závislé	תלות
turecké	טורקית
turecké	טורקי
ilustrátor	המאייר
oblečenie	ביגוד
oblečenie	הלבשה
oblečenie	תלבושת
oblečenie	בגדים
oblečenie	ביגוד
oblečenie	הלבשה
oblečenie	בגדים
zima	קולד
zima	קרים
zima	קור
zima	קר
zima	החורף
zima	חורף
dennis	דניס
java	java
povstalcov	מורדים
kresťania	נוצרים
kresťania	הנוצרים
columbus	קולומבוס
jednotné	יחיד
jednotné	סינגל
jednotné	רווקה
jednotné	רווק
jednotné	המדים
jednotné	אחיד
jednotné	אחידה
jednotné	מדים
spôsobená	גרמה
spôsobená	נגרם
parsons	פרסונס
železné	איירון
železné	ברזל
pen	פן
pen	עט
jadrá	גרעינים
jadrá	ליבות
campo	קאמפו
atlantic	האטלנטי
atlantic	אטלנטיק
suché	יבשים
suché	יבש
suché	יבשה
opraviť	תיקון
opraviť	לתקן
opraviť	תקן
snehu	שלג
gaga	גאגא
známu	ידוע
známu	הידוע
známu	ידועה
známu	ידועים
civilistov	אזרחים
závody	גזעים
závody	מירוצים
zbory	מקהלות
sovieti	הסובייטים
bruseli	בריסל
predpoklady	הנחות
zimy	וינטרס
stratu	אובדן
stratu	אבדן
stratu	הפסד
stratu	אבידה
montana	מונטנה
blake	בלייק
tunela	מנהרה
teoretický	תיאורטי
teoretický	תאורטית
teoretický	תיאורטית
trofej	גביע
trofej	הגביע
jeruzaleme	ירושלים
zásadne	ביסודה
kultúr	תרבויות
plná	מלא
plná	מלאים
plná	מלאה
stavali	בנויה
stavali	נבנתה
stavali	נבנה
stavali	בנה
stavali	בנוי
riadiť	מונחה
riadiť	מודרך
riadiť	לנהל
riadiť	ניהול
riadiť	נהלי
riadiť	לנווט
učiteľka	המורה
učiteľka	מורה
pivo	בירה
pivo	שיכר
jednotný	המדים
jednotný	אחיד
jednotný	אחידה
jednotný	מדים
jednotný	יחיד
jednotný	סינגל
jednotný	רווקה
jednotný	רווק
pripojený	מחובר
pripojený	מצורף
pripojený	מקושר
pripojený	מחוברים
pripojený	מחובר
pripojený	מחוברת
pripojený	מחובר
pripojený	באינטרנט
pripojený	מקוון
pripojený	מקוונת
stiahnuť	ההורדה
stiahnuť	הורד
stiahnuť	הורדה
obľúbený	מועדף
obľúbený	אהובים
obľúbený	מועדפת
obľúbený	מועדף
obľúbený	אהוב
biskupský	האפיסקופלית
evanjelium	הבשורה
craig	קרייג
kvalitné	איכות
kvalitné	איכותי
kvalitné	באיכות
korisť	שלל
korisť	שלל
korisť	טרף
par	פאר
pozemky	עלילות
pozemky	מזימות
pozemky	אדמה
pozemky	ארץ
pozemky	קרקע
stály	יציבה
stály	יציב
rna	rna
jadrové	גרעין
jadrové	גרעינית
jadrové	גרעיני
kov	מטאל
kov	מתכות
kov	מתכת
rola	תפקיד
rola	התפקיד
písania	הקלדה
písania	להקליד
písania	מקליד
pečene	כבד
pečene	הכבד
pečene	כבדים
pete	פיט
pozorovaná	נצפו
pozorovaná	מציינים
štátnik	מדינאי
stupnice	קשקשים
stupnice	מאזניים
fsm	fsm
brať	נטילת
brať	לקיחת
brať	לוקחת
brať	לוקח
brať	קח
brať	לקחת
symfonický	סימפונית
kvalifikáciu	הכשרה
kvalifikáciu	כישורים
ušiel	ברח
ušiel	נמלט
reforiem	רפורמות
vstúpiť	הזן
vstúpiť	הכנס
multi	מולטי
kazateľ	מטיף
klein	קליין
priechod	מעבר
telefóny	טלפונים
telefóny	טלפונים
vonkajšia	החיצון
vonkajšia	החיצוניות
vonkajšia	חיצוניים
vonkajšia	חיצוניות
vonkajšia	חיצונית
vonkajšia	חיצוני
cruz	קרוז
dobytok	בקר
muzikál	מחזמר
muzikál	מוזיקלי
muzikál	מוסיקלי
strachu	פחד
strachu	הפחד
strachu	חשש
zostavy	אסיפות
zostavy	סדרות
zostavy	סטים
zostavy	ערכות
zostavy	חוליות
fanúšikovia	מעריצים
fanúšikovia	אוהדי
fanúšikovia	האוהדים
fanúšikovia	אוהדים
plyny	גזים
ryba	דג
ryba	פיש
ryba	דגים
vlákien	סיבים
nádoby	מכולות
nádoby	מיכלים
jung	יונג
ľavé	שמאלה
ľavé	שמאל
ľavé	משמאל
väzni	שבויים
väzni	אסירים
väzni	אסירים
prebehol	ערק
priehrada	סכר
kongrese	הקונגרס
kongrese	קונגרס
money	כסף
zranení	נפצעו
zranení	פצוע
zranení	פצועים
zranení	נפצע
zranení	פצועה
zranení	פציעות
zranení	פגיעות
zachovať	לשמר
zachovať	לתחזק
zachovať	שמור
zachovať	לשמור
ministri	שרים
ministri	השרים
mayer	מאייר
vedeli	ידע
vedeli	ידעה
výskumné	מחקר
platforma	פלטפורמה
platforma	הפלטפורמה
car	הרכב
car	מכונית
car	רכב
car	הצאר
príslušné	כשיר
príslušné	רלוונטיים
príslušné	רלוונטית
príslušné	רלוונטי
príslušné	רלוונטיות
anti	אנטי
platformy	בבמות
platformy	פלטפורמה
platformy	הפלטפורמה
brankára	שוער
preč	נעלמה
preč	הלכה
preč	נעלמו
preč	הלך
preč	נעלם
preč	הרחק
hľadal	חיפש
hľadal	חיפש
hľadal	חיפשו
islamu	האסלאם
islamu	האיסלאם
islamu	אסלאם
esperanto	אספרנטו
hrobu	קבר
dátumu	תאריך
dátumu	התאריך
dátumu	דייט
christoph	כריסטוף
hĺbku	עומק
hercov	שחקנים
ohrozený	איימה
ohrozený	איים
poéziu	שירה
viditeľný	גלויה
viditeľný	גלוי
videa	סרטון
videa	וידאו
kresby	הסקיצות
kresby	ציורים
rozhodnúť	להחליט
rozhodnúť	תחליט
podaní	ממשל
nápisom	הקדשה
kube	קובה
bolesť	כאב
bolesť	כאבים
deriváty	נגזרים
deriváty	נגזרות
konkrétny	בטון
originálny	מקוריות
originálny	מקוריים
originálny	מקורית
originálny	מקורי
originálny	המקורי
komik	קומיקאי
obrat	תחלופה
walker	הליכון
walker	ווקר
štvrtého	רביעי
štvrtého	רביעית
štvrtého	fourth
štvrtého	הרביעית
štvrtého	הרביעי
natrvalo	קבועה
natrvalo	קבוע
natrvalo	לצמיתות
súostrovie	הארכיפלג
ekonomicky	כלכלית
lúč	ריי
orientované	מונחה
prežili	שורדים
prežili	ניצולי
prežili	ניצולים
prežili	שרד
prežili	שרדה
prežili	שרדו
vyšetrovanie	חקירה
vyšetrovanie	חקירה
vyšetrovanie	חקירות
vyšetrovanie	חקירה
vyšetrovanie	חקירות
šachu	שחמט
šachu	שח
venera	ונרה
austin	אוסטין
vinyl	ויניל
ideálne	אידיאלי
abc	abc
občan	האזרח
občan	אזרחית
občan	אזרח
disky	דיסקים
disky	הדיסקים
disky	דיסקים
disky	חישוקים
vzácny	יקרות
vzácny	פרשס
vzácny	יקרים
vzácny	יקר
vzácny	נדירים
vzácny	נדירה
vzácny	נא
vzácny	נדיר
strauss	שטראוס
krivka	עקומת
krivka	עקומה
sláva	תהילה
sláva	תפארת
sláva	תהילה
sláva	גלורי
niektorý	כמה
niektorý	חלקם
splniť	להגשים
šéf	בוס
vasilij	וסילי
vasilij	ואסילי
nádor	גידול
nádor	גידול
hliníka	אלומיניום
finančná	פיננסי
získavajú	צובר
prápor	גדוד
prápor	הגדוד
natočil	צולם
natočil	צילמה
natočil	צילם
wrestling	היאבקות
ono	אונו
zhrnutie	סיכום
zhrnutie	תקציר
cestný	כביש
varga	ורגה
vetu	משפט
analýzu	ניתוח
analýzu	אנליזה
nar	רג
trhy	שווקים
dávid	דויד
dávid	דיוויד
dávid	דיויד
dávid	דייוויד
dávid	דוד
dávid	דייויד
blackhawks	בלאקהוקס
geograf	גאוגרף
lasica	סמור
irak	עירק
irak	עיראק
jasná	בהיר
jasná	מוארת
jasná	ברייט
znížiť	להפחית
znížiť	ירידה
znížiť	להפחית
obytných	מגורים
inšpiroval	בהשראת
inšpiroval	השראה
ltd	ltd
pilota	פיילוט
pilota	טייס
spomínajú	מזכיר
spomínajú	מוזכר
slnečný	שמש
slnečný	סאני
okna	חלון
okna	החלון
budapest	בודפשט
pristátia	נחיתות
pristátia	נחיתה
pristátia	נחיתת
pristátia	נוחת
raj	ראג
budovanie	בונה
budovanie	בניין
budovanie	בנייה
otvára	פותח
otvára	נפתח
otvára	נפתחת
otvára	פתיחה
územné	טריטוריאלי
bývanie	דיור
bis	ביס
nepretržite	ברציפות
hustoty	צפיפות
hustoty	הצפיפות
zobrazí	מראה
zobrazí	מופעים
zobrazí	מציג
zobrazí	מציג
viditeľná	גלויה
viditeľná	גלוי
trend	מגמה
júlia	יוליה
júlia	חוליה
júlia	יוליה
kuchyňa	המטבח
kuchyňa	מטבח
kuchyňa	המטבח
kuchyňa	מטבח
carolina	קרוליינה
pravdepodobnosti	הסתברויות
pravdepodobnosti	הסתברות
pravdepodobnosti	ההסתברות
reagovať	הגיבו
reagovať	להגיב
reagovať	הגיבו
reagovať	להגיב
reagovať	תגיבו
srb	סרבי
srb	סרבי
vyhrať	מנצח
vyhrať	לנצח
plošiny	בבמות
feb	פברואר
spánku	שינה
spánku	תישן
spánku	לישון
fyzická	גופני
fyzická	פיזית
fyzická	פיזי
fyzická	פיסי
piata	החמישי
piata	חמישית
piata	חמישי
rex	רקס
fame	תהילה
cestovný	מסע
cestovný	נסיעה
cestovný	נסיעות
tempo	פייס
tempo	קצב
stĺpy	עמודי
stĺpy	עמודים
stĺpy	העמודים
stĺpy	התרנים
stĺpy	מוטות
stĺpy	פולנים
stĺpy	טורים
stĺpy	עמודים
stĺpy	עמודות
hostí	אורחים
liečba	תרפיה
liečba	טיפול
liečba	טיפול
slávik	זמיר
slávik	נייטינגייל
premenných	משתנים
sms	sms
komerčný	מסחרית
komerčný	מסחרי
komerčný	פרסומת
králik	שפן
králik	ראביט
králik	ארנבת
králik	ארנב
obsahujúci	המכילים
obsahujúci	המכיל
obsahujúci	שמכיל
záber	יריה
záber	זריקה
záber	ירייה
záber	שוט
záber	נורה
záber	ירה
indická	הודית
indická	אינדיאני
indická	הודי
presvedčenie	שכנוע
presvedčenie	הרשעות
presvedčenie	אמונות
presvedčenie	האמונות
presvedčenie	ההרשעה
presvedčenie	הרשעה
produktom	המוצר
produktom	מוצר
bytosť	היותך
bytosť	להיות
prechodné	חולף
prechodné	המעבר
prechodné	מעבר
poľnohospodárska	חקלאי
tmavé	אפל
tmavé	אפלה
tmavé	חושך
tmavé	כהה
kancelária	המשרד
kancelária	משרד
vstupné	קלט
vstupné	הקלט
its	שלו
súhrnné	מצטבר
súhrnné	מצטברים
finančný	פיננסי
rozhrania	ממשקים
toyota	טויוטה
promo	פרומו
valca	הגליל
valca	גליל
porsche	פורשה
zvýšená	מוגברת
zvýšená	גדל
versailles	ורסאי
plánovaný	מתוכנן
plánovaný	מתוזמן
plánovaný	מתוכננת
plánovaný	מתוכנן
plánovaný	תכנן
identity	זהויות
identity	זהות
anjel	מלאך
anjel	מלאכית
vnuk	נכד
vnuk	הנכד
kritický	קריטית
kritický	קריטי
kritický	ביקורתי
kritický	ביקורתית
army	צבא
ida	אידה
ida	איידה
ekológia	אקולוגיה
išiel	הלכה
išiel	הלך
biológ	ביולוג
enterprise	אנטרפרייז
poskytovať	לספק
poskytovať	ספקי
šach	שאה
šach	שחמט
šach	שח
hustotu	צפיפות
hustotu	הצפיפות
auf	אאוף
hrubé	גרוס
hrubé	גועל
hrubé	דוחה
hrubé	מגעיל
hrubé	ברוטו
hrubé	עבה
hrubé	עבות
správcovia	מנהלים
správcovia	הנאמנים
správcovia	מנהלים
ekonómovia	כלכלנים
zvolená	נבחר
zvolená	נבחרים
zvolená	הנבחר
zvolená	נבחרו
zvolená	נבחר
zvolená	נבחרים
zvolená	שנבחר
zvolená	נבחרו
zvolená	נבחרה
značiek	המותגים
značiek	מותגים
značiek	סימנים
značiek	מארקס
značiek	מרקס
kolónia	מושבת
kolónia	המושבה
kolónia	מושבה
jang	יאנג
súčasti	רכיבים
orientácia	נטייה
prístupný	נגיש
prístupný	נגישות
campbell	קמבל
campbell	קמפבל
majiteľov	בעלים
luther	לותר
američan	אמריקאים
američan	אמריקני
američan	אמריקאית
američan	אמריקאי
demokratické	דמוקרטי
demokratické	דמוקרטית
nosiť	אשא
nosiť	לסחוב
nosiť	לשאת
nosiť	תלבש
nosiť	לבש
nosiť	ללבוש
svetlá	לייטס
svetlá	אורות
svetlá	פנסים
gerhard	גרהארד
susedných	שכנות
vaše	שלך
vaše	שלך
pochopenie	ההבנה
pochopenie	הבנה
termíny	תאריכים
termíny	מונחים
termíny	תנאי
termíny	תנאים
termíny	ומועדים
catherine	קתרין
oviec	כבשה
oviec	כבשים
prejde	עובר
einstein	אינשטיין
einstein	איינשטיין
disney	דיסני
býk	טאורוס
býk	שור
býk	בול
bitov	סיביות
odporúča	המלצת
odporúča	המלצה
odporúča	מומלץ
tkaniva	רקמה
tkaniva	רקמות
