莖	stem
鎂	magnezij
附帶	zalog
獨奏	solo
山陽	sanyo
敏捷	agile
自豪	ponos
自豪	ponosna
自豪	proud
自豪	ponosni
天花板	plafonu
致電	call
致電	poziv
報仇	osveta
報仇	osvete
荒地	pustinjom
丙酮	aceton
零售商	trgovačka
刑罰	penala
刑罰	kazna
刑罰	kazne
刑罰	kaznu
刑罰	kazna
債券	bondu
山洞	pećina
中介	broker
課室	učionice
藝術品	art
藝術品	umjetnost
頭盔	helmets
異形	alien
異形	vanzemaljski
異形	strancima
同學會	okupljanje
畫廊	galerijama
畫廊	galerija
耕作	poljoprivreda
英特爾	intel
籃	korpe
稅務	oporezivanja
稅務	oporezivanju
稅務	porez
稅務	porezi
稅務	poreze
哥倫布	columbus
哥倫布	kolumbo
西瓜	lubenica
婆羅洲	borneo
印章	pečat
印章	pečat
丸子	jaja
丸子	lopte
丸子	kugle
永生	besmrtnost
負荷	učitavanje
負荷	teret
槍手	strijelaca
嘴巴	usta
威士忌	viski
威士忌	viski
靜態	statike
熱火	toplota
土豆	krompir
土豆	krompir
塗鴉	doodle
塗鴉	graffiti
蜱	tik
美援	usaid
彈簧	proljeće
彈簧	proleće
彈簧	izvorima
鎧甲	oklop
忠實	vjernike
忠實	vjerna
忠實	vjernici
豬肉	svinjetina
狹義	uski
狹義	uske
崇高	plemeniti
崇高	uzvišenom
均勻	ujednačen
遺忘	oblivion
遺忘	zaboravili
謹慎	oprezom
歌舞伎	kabuki
酗酒	alkoholizam
控制權	kontrolisanje
控制權	kontrolisati
控制權	kontroliše
控制權	kontroli
控制權	kontrola
錘	čekić
篩選	filter
篩選	filtriranja
篩選	prikazivanje
篩選	filtera
香草	vanilla
博覽	expo
重逢	okupljanje
噴泉	fontana
噴泉	česme
噴泉	fountains
預估	predviđanje
預估	prognoza
預估	predviđen
預估	procjena
預估	procjenjuje
桿菌	bacillus
渾	hun
盲人	slijepa
羚羊	antelope
自發	spontano
自發	spontano
佗	tuo
鉀	kalij
火藥	barut
火藥	prah
火藥	praha
遺失	izgubljeni
遺失	izgubila
遺失	izgubljena
遺失	izgubili
遺失	izgubio
遺失	nestala
遺失	nestale
遺失	missing
遺失	nestao
遺失	nestali
遺失	nedostaje
脊髓	moždina
脊髓	moždine
脊髓	kičmena
脊髓	kičmeni
心智	mentalne
心智	mentalno
心智	duševna
鋪設	polaganja
羊毛	vuna
毒蛇	viper
泥土	tlo
泥土	tlu
泥土	dirt
多哥	togo
價值觀	vrijednosti
早先	ranije
刺刀	bajonet
畫像	portret
畫像	portreta
所有者	vlasnik
所有者	vlasnici
所有者	vlasnike
解碼	dekodira
園藝	bašti
園藝	bašte
園藝	bašta
園藝	džennet
幻象	vizije
幻象	mirage
閃耀	sija
信使	messenger
信使	poslanike
信使	poslanici
監測	pratila
監測	praćenje
監測	monitoring
監測	monitor
監測	monitora
監測	monitoru
創世	geneza
巴格達	bagdad
解脫	deliverance
羽球	badminton
鴞	sova
征服者	osvajač
絲帶	traka
開朗	veseli
限期	rok
盔甲	oklop
盔甲	oklop
斷裂	frakture
殘留	ostataka
簡訊	sms
鶯歌	inge
猶他	utah
水管	cevi
脖子	vrat
開車	drive
開車	vozi
班長	odred
沙子	pesak
沙子	pijeska
比對	meč
形容詞	pridjev
創傷	trauma
所有權	vlasništva
所有權	vlasništvo
含義	značenja
含義	značenju
含義	značenje
含義	smisao
地毯	tepiha
鼻音	nosne
維生素	vitamini
維生素	vitamini
營救	spašavanja
營救	spašavanje
冥王	hada
冥王	had
跳板	odskočna
韃靼	tatar
韃靼	tatarski
加沙	gazi
護衛艦	fregata
檢索	retrieve
美德	vrlina
美德	vrline
教訓	lekcija
教訓	časovi
妊娠	trudnoća
孫女	unuka
猶他州	utah
深化	produbljivanje
深化	produbljivanje
護送	pratnja
護送	eskort
橘色	orange
橘色	narandžasta
撫養	odgoja
撫養	odgoj
骨髓	srži
骨髓	srž
租戶	stanari
租戶	zvao
暗戀	crush
下雨	kiša
眼科	oftalmologija
撒哈拉	sahara
墳墓	grob
墳墓	grobnica
墳墓	grobovi
墳墓	grob
校正	korekcija
接吻	ljubi
接吻	ljubim
格陵蘭	grenland
抽取	izvlačenje
萬代	bandai
江河	rijeka
發酵	fermentacija
石灰	lime
有效率	efikasno
有效率	efikasnom
有效率	efikasan
有效率	efikasna
製圖	cartography
製圖	mapiranje
空洞	šuplju
手錶	posmatra
冷凍	zamrznuti
冷凍	zamrzavanje
基石	temeljac
分居	razdvojene
分居	razdvaja
分居	razdvajanje
堅固	čvrsto
堅固	čvrste
賺取	stiču
賺取	zaradio
賺取	stekao
罪惡	grijeha
罪惡	grijeh
罪惡	grijeha
罪惡	grijesi
罪惡	grijehe
催眠	hipnoza
催眠	hypnotize
黑夜	nite
自動化	automate
自動化	automatizacija
大都市	metropola
品味	okus
審計	revizija
審計	revizije
審計	reviziji
審計	revizije
赫爾辛基	helsinki
挫折	nazadovanja
全息	holografski
漂浮	float
身後	iza
笑容	smile
笑容	osmijeh
技師	tehničar
年長	starije
年長	starija
年長	stariji
遊說	lobiranje
內在	unutrašnjost
內在	unutar
內在	unutrašnji
內在	unutrašnja
槭	acer
侏儒	patuljak
侏儒	patuljasta
通話	call
通話	poziv
人行道	trotoar
搶劫	pljačka
搶劫	pljačke
遊記	putuje
飢餓	gladi
飢餓	gladan
飢餓	glad
人魚	sirena
水文	hidrologija
錯過	propustio
極地	polarne
極地	poljaci
舒服	prostranom
殺戮	ubistvo
殺戮	ubijanje
停戰	primirje
負載	učitavanje
負載	teret
門戶	portala
門戶	portal
門戶	gateway
集群	jato
集群	skupovi
集群	skupova
道場	dojo
兌換	razmjenu
兌換	razmjena
裝載	učitavanje
裝載	teret
裝載	učitavanje
阿爾卑斯山	alpi
假的	lažna
假的	lažne
假的	lažni
假的	lažno
視力	vida
視力	prizor
十字路口	raskrsnici
十字路口	raskrsnica
十字路口	raskrsnice
十字路口	raskrsnica
婁	lu
婁	lou
西班牙文	španski
神童	prodigy
煙草	duhan
煙草	duhana
獎盃	trophy
獎盃	trofej
獎盃	trofeji
准將	commodore
酵母	kvasca
農夫	poljoprivrednici
農夫	poljoprivrednike
農夫	poljoprivrednicima
農夫	farmera
泰晤士河	temza
疑犯	osumnjičeni
疑犯	osumnjičenih
疑犯	osumnjičene
疑犯	osumnjičenog
疑犯	osumnjičeni
疑犯	osumnjičena
稠密	gusta
稠密	gusto
傷口	rana
傷口	rane
傷口	rana
門徒	učenik
槳	veslaj
轉運	trans
馬克思主義	marksizam
馬克思主義	marksistička
異端	hereza
相識	poznanicima
相識	poznanika
展覽會	izložbe
展覽會	izložba
展覽會	izložbe
濾波器	filter
前沿	granica
精子	sperma
精子	spermatozoida
精子	spermatozoidi
精子	sperma
青銅	bronzana
青銅	bronza
賓州	pennsylvania
誹謗	klevetu
過時	prevaziđen
大雅	daya
負傷	ranjen
烏鴉	crow
烏鴉	gavran
烏鴉	raven
牆壁	zid
牆壁	zidova
牆壁	zidine
牆壁	zidovi
牆壁	zidinama
牆壁	zidovima
淨化	čišćenja
香味	aroma
今後	budućnost
無盡	beskonačno
點燃	lit
點燃	zapalio
白血病	leukemija
器械	aparata
器械	aparat
雞蛋	jaja
雞蛋	jaje
激勵	podsticaj
激勵	inspiracija
等效	ekvivalentu
等效	ekvivalentni
等效	ekvivalent
等效	relacija
處女	virgin
處女	djevice
處女	djevica
孟買	bombaj
孟買	mumbai
大米	rice
代詞	zamjenice
挑釁	provokativan
挑釁	provokaciju
翻修	renoviranja
翻修	obnovljena
舊的	stare
舊的	stara
舊的	staro
舊的	stari
動亂	nemire
動亂	nemira
動亂	nemiri
動亂	previranjima
動亂	previranja
抓到	uhvaćen
抓到	uhvaćeni
一切都	sve
侵略者	agresor
侵略者	agresora
期貨	futures
鹹	slana
獾	jazavac
圍牆	zid
圍牆	ograde
圍牆	ograda
調解	posredovanje
資歷	kvalifikacije
資歷	kvalifikacija
鋼琴家	pijanist
泡泡	mehurići
泡泡	mjehur
擔憂	brine
擔憂	zabrinut
通緝	tražen
通緝	želio
園林	bašti
園林	bašte
園林	bašta
園林	džennet
眼鏡蛇	cobra
眼鏡蛇	kobra
降解	degradacija
潮濕	vlažne
潮濕	damp
潮濕	vlage
老鷹	orlovi
老鷹	hawks
老鷹	orao
被動	pasivne
被動	pasivno
被動	pasivna
被動	reaguju
腳踏車	bicikl
鞋子	shoes
視角	perspektiva
視角	perspektive
憎恨	mržnja
憎恨	mržnje
憎恨	mrzim
憎恨	hate
憎恨	mrze
林業	šumarstva
露營	logor
露營	camp
露營	kamp
露營	kampu
罰金	kazne
手腕	zgloba
封存	zaključili
女高音	sopran
陌生	stranac
包容	uključenje
海藻	alge
褲	pantalone
褲	pantalone
褲	hlače
胡蜂	osa
考古學	arheologija
考古學	arheološka
考古學	arheološki
考古學	arheološko
考古學	arheologija
宴會	stranka
宴會	partija
宴會	banketa
打電話	call
打電話	poziv
彩票	lutrija
雙眼	eyes
雙眼	očima
雙眼	oči
車輪	točak
車輪	točkove
悲痛	žalost
悲痛	tuge
頭腦	um
頭腦	mozak
嚴肅	ozbiljna
嚴肅	ozbiljan
嚴肅	ozbiljne
偏離	devijacija
笑話	sala
笑話	šala
吸煙	pušenje
吸煙	dim
控訴	pritužbi
仁慈	milosti
仁慈	milost
仁慈	milostivi
科長	načelnik
科長	glavni
科長	šef
無情	nemilosrdnom
標準化	standardizaciju
緊湊	compact
村子	selo
字串	gudački
字串	string
海浪	talasi
趨向	trend
概要	synopsis
性愛	spol
不朽	besmrtnost
不朽	besmrtna
鼠疫	kuge
鼠疫	kuga
餅乾	cookies
音標	fonetska
劑量	doze
劑量	doza
劑量	dozi
劑量	doza
觸控	dodir
壽司	suši
田地	polja
骷髏	kostur
骷髏	lobanja
船尾	stern
寶藏	bogatstva
寶藏	blaga
寶藏	blago
加西亞	garsija
加西亞	garcía
麥加	mekka
不公	nepravda
不公	nepravdu
不公	nepravde
開賽	kasai
里拉	lira
羞辱	poniženja
散步	walking
散步	hod
木板	plank
稅收	oporezivanja
稅收	oporezivanju
稅收	porez
稅收	porezi
稅收	poreze
稅收	prihoda
稅收	prihodi
稅收	prihode
肩膀	rame
肩膀	ramena
電容	kondenzator
謠言	glasine
謠言	glasine
橄欖	maslina
紫外	ultraljubičastih
價錢	cijena
毛皮	krzno
鄰國	susjeda
鄰國	susjedi
鄰國	susjedima
感冒	gripe
借款	pozajmice
借款	krediti
借款	kredita
借款	kredit
借款	zaduživanja
位數	brojke
僵局	pat
失業率	nezaposlenost
軍火	oružje
備用	backup
核桃	orah
龍捲風	tornado
線條	linije
無形	nevidljivi
無形	nevidljivog
水力發電	hidroelektrane
水力發電	hidroelektrana
短劇	skit
珍寶	plemenite
珍寶	blago
滲透	osmoza
滲透	infiltracija
復活節	vaskrs
復活節	uskrs
床上	krevet
床上	postelju
床上	bed
勸說	uvjere
胸罩	bras
胸罩	bra
賄賂	mita
賄賂	mita
教員	instruktora
教員	instruktori
教員	predavač
座談會	simpozijum
肝臟	jetra
醜	ružan
槌	čekić
和泉	izumi
吞併	aneksija
微妙	suptilna
腰帶	pojas
咖啡廳	cafe
咖啡廳	cafe
大赦	amnesty
張貼	post
張貼	postavljenim
傳球	proći
傳球	pass
受洗	krštenje
足跡	tragova
尿液	urina
蔚山	ulsan
半數	polovina
半數	polovinu
半數	pola
安培	amber
據稱	navodnom
據稱	navodne
據稱	navodno
花粉	polen
芒果	mango
紅豆	cherie
假裝	pretvaranja
學術界	academia
動脈	arterija
動脈	arterije
好玩	fun
好玩	zabava
頻譜	spektar
頻譜	spektra
頻譜	spektru
尊嚴	dostojanstvo
洩漏	izlivanje
浮動	float
拼寫	urok
驚奇	iznenađenje
驚奇	iznenađen
歐亞	euroazijske
毀壞	uništavanje
毀壞	uništenja
毀壞	uništenje
惠美	emi
墊	pads
墊	pad
佔用	zauzimaju
開端	počeci
黃帝	huangdi
胎兒	fetus
胎兒	fetus
胎兒	fetusa
外匯	forex
灑	izlivanje
危急	kritična
危急	kritično
蕭條	depresija
生還者	preživeli
生還者	survivor
共鳴	vibracije
圓頂	kupola
終端	terminal
終端	tečni
聲譽	ugled
被告人	optuženi
被告人	okrivljeni
被告人	optuženik
相思	acacia
檢舉	izveštaj
檢舉	izvještaj
視線	vida
視線	prizor
木乃伊	mummy
甘油	glicerin
訪客	posjetioci
訪客	posjetilac
傳真	fax
情人節	valentin
彈道	balističke
彈道	balističkih
私營	privatno
私營	privatne
私營	privatni
私營	privatna
阿拉伯文	arapski
推遲	odlaganje
推遲	odgođena
推遲	odgođeno
推遲	odložena
湧入	priliv
突擊隊	komandos
並行	paralelnost
並行	paralelna
並行	paralelnih
並行	paralelne
並行	paralelni
並行	paralelno
驕傲	ponos
驕傲	ponosna
驕傲	proud
驕傲	ponosni
盜賊	bicikla
光圈	aperture
環流	tiraž
環流	opticaju
暈	dizzy
暈	halo
薄荷	mint
肺部	pluća
弦樂	konce
弦樂	gudački
弦樂	string
樂手	muzičara
樂手	muzičari
難得	rijetki
難得	rijetko
閉幕	zatvaranje
閉幕	zatvara
折衷	kompromis
蒸發	isparavanje
餐館	restorana
餐館	restoran
驚喜	iznenađenje
聲望	prestižnom
聲望	prestiž
聲望	ugled
完整性	integritet
不尋常	neuobičajena
不尋常	neuobičajene
不尋常	neuobičajen
不尋常	neobično
定量	kvantitativna
強壯	jaka
強壯	jaki
創世紀	geneza
偏見	predrasuda
偏見	predrasuda
騎馬	jahanje
騎馬	prevoz
慣性	inertial
慣性	inercija
英明	mudra
芭蕾	balet
裸體	gol
裸體	gola
裸體	akt
介質	medium
介質	srednji
介質	srednjim
介質	srednje
介質	srednja
禮貌	maniri
仙子	vila
大腿	bedra
最年長	najstariji
最年長	najstarijih
最年長	najstarije
最年長	najstarija
齒輪	opremu
大汗	khan
大汗	kan
命題	predlog
命題	teze
命題	teza
高尚	plemeniti
高尚	plemstvo
乾旱	suša
不等式	nejednakost
窗戶	prozor
每星期	sedmični
每星期	sedmičnjak
疏忽	uništavanju
套用	primjenjuju
套用	primijenjena
天賦	talenat
天賦	dar
天賦	poklon
巢穴	gnijezdo
負債	odgovornost
尼羅河	nil
地平線	horizons
地平線	horizont
橋梁	most
橋梁	mostove
橋梁	mostovi
橋梁	mostova
刑期	rečenica
刑期	presude
刑期	rečenice
刑期	kaznu
刑期	rečenica
刑期	kazna
刑期	presudom
鋸齒	aliasing
王宮	palata
王宮	palača
店鋪	radnja
店鋪	shop
店鋪	prodavnice
膀胱	mjehur
膀胱	bešika
隱形	nevidljivi
隱形	nevidljivog
隱形	stealth
漩渦	vortex
半球	hemisfera
半球	hemisferu
蒙特婁	montreal
封包	packet
硝基	nitro
跑步	vođenje
跑步	run
跑步	trčanjem
立方體	kocka
模範	model
模範	modela
開局	otvaranje
青春期	adolescent
青春期	puberteta
青春期	adolescencija
瓜地馬拉	gvatemala
剪刀	makaze
振動	vibracije
電晶體	tranzistor
胡桃	orah
混血兒	hibrida
混血兒	hibridni
混血兒	hybrid
海葵	anemona
地理學	geografija
手掌	palms
不可避免	neizbježna
微粒	čestice
微粒	čestice
微粒	čestica
面試	intervju
面試	intervjue
回饋	feedback
節慶	festival
作文	esej
作文	eseje
太空梭	šatl
頭骨	lobanja
多樣化	raznovrsnost
多樣化	različitosti
多樣化	raznolikost
陌生人	strancima
陌生人	stranac
肢體	udova
拉麵	ramen
煙霧	smog
煙霧	dim
最大值	maksimalna
最大值	maksimalni
最大值	maksimalne
最大值	maksimum
最大值	maksimalno
單方面	jednostrana
單方面	jednostrane
單方面	jednostrano
名氣	slavnih
名氣	fame
夕陽	sunset
子宮	materica
子宮	materice
子宮	maternici
簡短	kratko
簡短	kratko
水底	podvodni
昨日	jučer
昨日	juče
馬車	carriage
拇指	palac
千禧年	milenij
話語	hadis
管線	naftovod
振幅	amplitude
感官	senzorni
感官	čulni
感官	čulima
徑向	radijalna
弱化	oslabila
弱化	slabljenje
弱化	oslabiti
棺材	kovčeg
柚子	grejpfrut
往下	down
往下	oboren
往下	dole
考古學家	arheolozi
考古學家	arheolog
走路	walking
走路	hod
幫派	banda
幫派	družina
幫派	bande
幫派	bande
臭氧	ozon
納米比亞	namibije
叮	ding
慈悲	milosti
慈悲	milost
薪金	plaće
薪金	plate
薪金	plaća
薪金	plaće
薪金	plate
羈押	staranje
羈押	pritvoru
乳糖	laktoza
傷殘	invalidnost
初等	elementarna
圍困	opsada
後悔	kaje
古董	berbe
打架	bori
打架	borba
奇跡	čuda
奇跡	čudo
奇跡	miracle
奇跡	čuda
精緻	delikatne
比值	odnos
半夜	ponoć
半夜	ponoći
半夜	ponoćno
阿嬤	baka
臨近	prilazi
臨近	približava
男高音	tenor
滑坡	klizište
滑坡	klizišta
發燒	groznica
物價	cijene
平裝	paperback
斯文	sven
小麥	pšenice
橡	hrast
導覽	turneja
導覽	tour
明信片	dopisnica
明信片	postcards
經營者	operatora
經營者	operater
經營者	operateri
經營者	operatera
咒語	urok
天狼星	sirius
提琴	violina
引文	citat
引文	quotations
引文	navodom
引文	citati
引文	citati
引文	citata
恐怖主義	terorizam
恐怖主義	terorističkog
恐怖主義	terorističke
恐怖主義	teroristički
蛙泳	prsno
恐怖份子	terorista
恐怖份子	teroristi
謀殺案	ubistvo
寧靜	serenity
著色	bojenje
散播	širenja
陰莖	penis
納粹黨	nacisti
日刊	žurnal
舞會	prom
照相機	kamera
照相機	kamere
利茲	leeds
青色	cyan
陣風	gust
肋骨	rebro
蚊子	komarac
臀部	hip
臀部	kukova
深層	duboka
深層	duboke
深層	duboko
深層	dubok
深層	deep
隱私	privatno
隱私	privatne
隱私	privatni
隱私	privatna
隱私	privatnost
專制	tiranija
專制	autoritarni
專制	diktatura
救世主	spasilac
取樣	uzorak
取樣	uzorka
取樣	uzorku
簡潔	jednostavnost
簡潔	concise
魔法師	čarobnjak
魔法師	čarobnjaka
腎臟	bubrega
磋商	konsultacije
磋商	konsultacija
奴役	služenja
奴役	ropstva
奴役	porobljavanje
職工	radnik
工程學	inženjerstvo
大豆	soja
轉速	rpm
萊茵河	rajna
糾正	korekcija
補貼	subvencija
補貼	subvencije
補貼	subvencija
溫莎	windsor
氣質	temperament
安然	enron
肥皂	sapun
盧比	rupi
