rodzeństwa	兄妹
patrząc	尋找
pancerz	盔甲
pancerz	鎧甲
pancerz	裝甲
pancerz	盔甲
pancerz	裝甲
przekazanie	傳送
przekazanie	傳輸
przekazanie	轉帳
przekazanie	轉讓
przekazanie	轉移
trwałe	耐用
trwałe	持久
trwałe	永久
trwałe	持久
hektarów	公頃
rekonstrukcji	重建
bólu	痛
bólu	傷痛
bólu	疼痛
bólu	痛苦
kompetencje	能力
kompetencje	權力
ibm	ibm
przekształcenie	轉換
przekształcenie	轉換
przekształcenie	變換
przekształcenie	轉化
przekształcenie	轉型
przekształcenie	轉變
przekształcenie	變形
wiązania	保證金
wiązania	債券
reed	簧片
reed	reed
pierwotnym	原文
pierwotnym	原件
pierwotnym	原創
pierwotnym	原始
pierwotnym	原
gałąź	分行
gałąź	分支
pracownika	僱員
pracownika	員工
pracownika	職工
pracownika	勞動者
pracownika	工人
lądowanie	達陣
lądowanie	降落
lądowanie	登陸
lądowanie	落地
lądowanie	著陸
sudanu	蘇丹
heather	heather
posąg	雕像
posąg	雕塑
posąg	塑像
rozszerzenia	擴大
rozszerzenia	延期
rozszerzenia	延伸
rozszerzenia	擴展
rozszerzenia	延長
rozszerzenia	延期
narodziny	出生
aluminium	鋁
aluminium	鋁
wojowników	勇士
wojowników	軍閥
saga	佐賀
objaw	症狀
led	led
zastosować	適用
taśmy	帶子
taśmy	膠帶
taśmy	磁帶
kluczowe	鑰匙
kluczowe	鍵
kluczowe	key
kluczowe	關鍵
głodu	飢餓
głodu	飢餓
pianino	鋼琴
poprawa	改進
poprawa	改善
poprawa	改進
poprawa	改善
poprawa	改良
poprawa	改進
poprawa	改善
poprawa	改進
poprawa	改善
poprawa	改良
hull	赫爾
hull	船體
szary	灰色
szary	灰
szary	灰色
szary	灰
szary	grey
przedmieściach	郊區
przedmieściach	郊外
przedmieściach	郊區
gus	gus
sława	名流
sława	名人
sława	名望
sława	名氣
lou	婁
lou	盧
lou	lou
kabiny	船艙
kabiny	客艙
kabiny	機艙
oleg	oleg
forda	福特
forda	ford
indeks	索引
indeks	指數
trek	跋涉
sonic	音波
sonic	音速
złóż	折疊
złóż	折
złóż	疊
złóż	摺疊
tkaniny	布
tkaniny	布料
tkaniny	織物
tkaniny	布料
tkaniny	纖維
tkaniny	織物
pokarm	糧食
pokarm	食品
pokarm	食物
pokarm	營養
czuje	感覺
wystąpienie	外觀
wystąpienie	外表
wystąpienie	外貌
wystąpienie	湧現
wystąpienie	興起
wystąpienie	講話
wystąpienie	演講
wystąpienie	語音
wystąpienie	演說
kupiec	買主
kupiec	商人
kupiec	商家
szkielet	骷髏
szkielet	骨架
szkielet	骨骼
zmuszeni	被迫
zmuszeni	強迫
szóstej	第六
oleju	油
oleju	石油
oleju	機油
podpisany	簽名
podpisany	署名
podpisany	簽署
yves	yves
przeciwnik	對手
mieszkaniowe	住宅
mieszkaniowe	寄宿
mocne	強大
mocne	強壯
mocne	強烈
mocne	強
mocne	堅強
mocne	強大
mocne	強國
mocne	強項
mocne	長處
ceramiki	陶器
ceramiki	陶藝
ceramiki	陶瓷
zabieg	手術
zabieg	外科手術
baterie	電池
baterie	電量
baterie	電池
identyfikacji	識別
chase	追
chase	大通
chase	追逐
weteranów	退伍軍人
weteranów	老兵
weteranów	退役軍人
gospodarz	主持人
gospodarz	主機
gospodarz	地主
gospodarz	業主
gospodarz	房東
zagospodarowania	區劃
mater	板牙
dub	dub
belle	belle
belle	貝勒
obliczeń	計算
synonim	同義詞
synonim	同義字
osadzone	嵌入
osadzone	嵌入式
sprawiedliwość	正義
sprawiedliwość	司法
ach	ach
code	密碼
code	編碼
code	碼
krąg	圓形
krąg	圓
krąg	圓圈
krąg	迴圈
krąg	圈
dyplomatycznych	外交
wykładów	講課
wykładów	講座
wykładów	演講
szansa	機會
normalnie	通常
normalnie	常態
normalnie	正常
wykonawca	藝術家
wykonawca	藝人
wykonawca	承包商
korzeni	根
wylądował	landed
typowa	典型
nadawanie	廣播
nadawanie	直播
nadawanie	播放
nadawanie	播出
nadawanie	放送
nadawanie	廣播
etnicznych	族裔
pax	pax
pax	大同
włączenie	包容
włączenie	包容性
przejazd	乘車
przejazd	騎馬
przejazd	騎
przejazd	通道
dodawać	加上
dodawać	加
zmarły	逝者
zmarły	已故
diamond	金剛石
diamond	鑽石
radwańska	radwańska
azotu	氮
jeffrey	jeffrey
konsekwencją	後果
zastąpiła	取代
mylić	混淆
hiszpańskie	西班牙文
hiszpańskie	西班牙語
vicente	vicente
robotnik	勞動者
robotnik	勞動者
robotnik	工人
ostrzał	炮擊
pinyin	拼音
budownictwo	施工
budownictwo	建設
budownictwo	建築
base	基地
base	基礎
base	基數
gay	同性戀
gay	gay
formatu	格式
formatu	形式
formatu	格式化
mechanika	力學
mechanika	技工
intro	介紹
hokeja	曲棍球
hokeja	冰球
isaac	isaac
kopuły	穹
kopuły	圓頂
reforma	改革
boba	bob
przywrócenia	修復
przywrócenia	恢復
przywrócenia	復原
geologiczne	地質
piękne	漂亮
piękne	美
piękne	美女
piękne	美麗
vita	vita
baba	巴巴
konsensus	共識
kometa	彗星
komunizmu	共產主義
lądowisko	停機坪
świadectwo	憑證
świadectwo	證書
tomek	托馬斯
tomek	thomas
tomek	tom
tajemnice	神秘
tajemnice	謎團
tajemnice	謎
baseball	棒球
alba	alba
bałtyckiego	波羅
bałtyckiego	波羅的海
dyskutować	討論
udziały	共享
udziały	分享
udziały	股份
pomiar	測量
pomiar	衡量
pomiar	計量
pomiar	量度
pomiar	測量
pomiar	計量
pomiar	衡量
pomiar	度量
cywilny	民事
jazzu	爵士樂
jazzu	爵士
przywrócić	還原
przywrócić	恢復
statkiem	船
statkiem	船隻
statkiem	艦
statkiem	船舶
pamiątkę	紀念品
pamiątkę	紀念品
pamiątkę	紀念
szanghaju	上海市
szanghaju	上海
składnik	元件
składnik	成分
składnik	成份
inspiracji	激勵
inspiracji	靈感
zapisane	書寫
zapisane	撰寫
standardowe	標準
powell	鮑威爾
hołd	悼念
iskry	火花
iskry	火花
iskry	火種
raj	raj
raj	天堂
raj	樂園
drake	drake
alpejskim	阿爾卑斯
menu	選單
menu	選單
sally	莎莉
sally	sally
eagle	鷹
eagle	老鷹
eagle	雕
eagle	鵰
łyżwiarstwo	滑冰
łyżwiarstwo	溜冰
zanurzenie	俯衝
zanurzenie	跳水
zanurzenie	潛水
huber	huber
sad	果園
hannah	hannah
dyscyplin	紀律
dyscyplin	學科
organicznych	有機
pakiet	封包
pakiet	叢
pakiet	包裝
pakiet	包
pakiet	包裹
dinozaurów	恐龍
dinozaurów	恐龍
przyjaciółka	朋友
przyjaciółka	好友
ucznia	瞳孔
remis	領結
remis	平局
remis	領帶
remis	繪製
remis	畫
remis	抽籤
shadow	影
shadow	影子
shadow	陰影
shadow	暗影
swift	swift
gang	幫
gang	幫派
timothy	timothy
programowanie	程式設計
grobowiec	墳墓
grobowiec	墓
grobowiec	墓穴
leonid	leonid
terror	恐
terror	恐怖
wieczne	永恆
sportowiec	運動員
koronacji	加冕典禮
koronacji	加冕
trudny	困難
trudny	難
trudny	艱難
weiss	weiss
najszybciej	最快
ciężar	重擔
ciężar	擔子
ciężar	負擔
ciężar	重量
ciężar	體重
ciężar	份量
niezależna	獨立
rękopisy	手稿
plaza	plaza
plaza	廣場
targi	展覽
targi	展
targi	展覽會
targi	公平
wybitny	傑出
wybitny	未決
operatorzy	經營者
epizod	插曲
epizod	集
kończyn	肢體
kończyn	四肢
kończyn	肢
stanowiących	成型
stanowiących	形成
wspomnieć	提及
płetwy	鰭
mleka	乳
mleka	牛奶
mleka	奶
anteny	天線
wstępne	初始
wstępne	初步
nisko	低低
nisko	低
przeszkód	障礙
bon	bon
amber	amber
amber	安培
amber	琥珀
szare	灰色
szare	灰
szare	灰色
szare	灰
szare	grey
komentarzy	評論
komentarzy	意見
fundusze	基金
fundusze	資金
fundusze	基金
podobieństwa	相似
joey	joey
modułu	單元
modułu	模組
najnowsze	最近
najnowsze	近期
najnowsze	最新
najnowsze	最新
kyle	kyle
wąskie	狹義
wąskie	狹隘
wąskie	縮小
wąskie	窄
wąskie	狹窄
ghost	鬼魂
ghost	鬼
ghost	幽靈
magazyny	雜誌
zakażenia	感染
zakażenia	傳染
zakażenia	感染
kwasów	酸
zieleni	綠化
poszukiwanie	追求
cargo	貨運
cargo	貨物
cargo	貨
zheng	鄭
irak	伊拉克
joy	快樂
joy	喜悅
joy	歡樂
joy	joy
bowl	碗
atmosferę	氣氛
atmosferę	大氣
atmosferę	大氣層
atmosferę	氛圍
pochodzącej	源於
zamknięcie	閉幕
zamknięcie	關機
zamknięcie	停機
logiki	邏輯
pożywienia	營養
społecznie	社交
trans	跨
trans	轉運
sharon	sharon
sharon	沙龍
portale	門戶
niezależność	獨立
eden	伊甸園
eden	eden
nagie	裸
nagie	赤裸
nagie	裸體
przetwarzania	處理
przetwarzania	加工
objąć	擁抱
zmienna	變數
zmienna	可變
zmienna	多變
genealogia	家譜
galaxy	銀河
galaxy	星系
galaxy	galaxy
galaxy	銀河系
ławki	辦公桌
ławki	書桌
ławki	板凳
ławki	長凳
ławki	長椅
ławki	板凳
stocznia	造船廠
stocznia	船廠
stocznia	院子
stocznia	碼
stocznia	庭院
terytorialnej	領土
naprzód	向前
redukcji	裁減
anatomii	解剖
anatomii	解剖學
kai	凱
kai	啓
kai	啟
postęp	進步
postęp	進度
rejony	區域
łańcucha	鏈
łańcucha	連鎖
łańcucha	鏈條
opus	opus
okazów	標本
bostonie	波士頓
zboża	糧食
zboża	穀物
zboża	糧
zboża	穀物
zboża	穀類
zboża	麥片
zboża	穀物
zboża	穀類
mnicha	僧侶
mnicha	和尚
mnicha	僧
ekranu	螢幕
dusza	靈魂
obcy	陌生人
obcy	異形
obcy	外星人
obcy	異形
obcy	外僑
obcy	外國人
obcy	外星人
obcy	陌生人
obcy	陌生
gate	門
gate	大門
służąca	傭人
służąca	女傭
służąca	傭人
włókien	纖維
meta	元
bush	布希
certyfikat	認證
certyfikat	憑證
certyfikat	證書
certyfikat	認證
zemsty	復仇
zemsty	報復
zemsty	報仇
zemsty	復仇
fuji	富士
sługa	傭人
przekazać	代表
odsetek	百分比
odsetek	比重
odsetek	比例
odsetek	興趣
odsetek	利息
zapytanie	詢問
zapytanie	查詢
zapytanie	查詢
zapytanie	請求
zapytanie	要求
symbolu	象徵
symbolu	符號
rozwinąć	擴張
rozwinąć	擴展
rozwinąć	拓展
rozwinąć	擴大
drive	開車
drive	駕駛
mieszana	混合
domingo	domingo
itunes	itunes
stojący	站立
stojący	常備
stojący	常設
jill	吉爾
npov	npov
dziki	狂野
dziki	野
dziki	野性
dziki	野生
dziki	野人
dziki	野蠻
dziki	凶猛
dziki	兇猛
zebranie	聚集
zebranie	聚會
zebranie	會議
obywatelstwa	公民權
kilogramów	千克
kilogramów	公斤
alternatywny	候補
szybka	快速
węgierskie	匈牙利
węgierskie	匈牙利語
reality	現實
rich	富人
rich	富
rich	豐富
rich	富有
strajk	罷工
bramę	門
bramę	大門
zagraniczny	外國
zagraniczny	外籍
etyki	倫理
etyki	倫理學
radziwiłł	radziwiłł
ahmad	ahmad
juana	juan
kan	kan
zainteresowany	興趣
zainteresowany	感興趣
michele	michele
omar	omar
wizyta	參觀
wizyta	訪問
kolumnie	柱
kolumnie	專欄
kolumnie	欄
kolumnie	列
percy	percy
morderstwa	謀殺
morderstwa	謀殺案
morderstwa	謀殺罪
japończycy	日本人
japończycy	日文
une	une
dziedzic	鄉紳
dziedzic	侍從
dziedzic	繼承人
chętni	渴望
kopie	副本
kopie	拷貝
opel	opel
wydawać	花費
energy	能量
energy	能源
markus	marcus
życiorys	傳記
życiorys	自傳
życiorys	履歷
życiorys	恢復
życiorys	簡歷
umk	gcm
dam	壩
dam	水電站
dam	水庫
dam	大壩
dam	水壩
pakistanu	巴基斯坦
komunikat	通訊
komunikat	溝通
komunikat	留言
komunikat	訊息
komunikat	信件
fan	樊
fan	粉絲
fan	風扇
fan	範
podatek	納稅
podatek	稅務
podatek	稅收
podatek	稅
podatek	稅金
obce	異形
obce	外星人
obce	外國
obce	外籍
rubli	盧布
osiągnięto	已達到
oświadczenie	宣言
stéphane	stephane
kula	球體
kula	球
kula	子彈
kula	彈頭
trade	貿易
uczuć	感受
uczuć	感情
cyfrowe	數碼
cyfrowe	數位
wygrać	贏了
wygrać	勝利
wygrać	贏
wygrać	win
klinice	門診
klinice	診所
zgodny	相容
graficzny	圖形
madonny	聖母
serena	serena
liberty	自由
denver	丹佛
geometrii	幾何
sygnały	訊號
chronić	保護
zapisy	紀錄
zapisy	記錄
zapisy	條目
graficzne	圖形
zakładając	假設
uszkodzenie	受損
uszkodzenie	損壞
uszkodzenie	損傷
uszkodzenie	損傷
uszkodzenie	損壞
uszkodzenie	損害
rozgłos	宣傳
rozgłos	公示
cohen	cohen
dziewczynka	女生
dziewczynka	姑娘
dziewczynka	女孩
dziewczynka	girl
zbudować	建
zbudować	建立
uczucie	感受
uczucie	感覺
polowania	獵
polowania	狩獵
polowania	打獵
natalie	natalie
bwa	bwa
emmanuel	emmanuel
naprzeciwko	對面
harvard	哈佛
morderca	殺手
morderca	刺客
dziesiąty	第十
babcia	祖母
babcia	阿婆
babcia	奶奶
babcia	阿嬤
edytor	編輯
edytor	作曲家
reguła	細則
pojedynczo	個別
zmartwychwstania	復活
rotterdam	鹿特丹
łączność	通訊
łączność	聯通
zagadnienie	題目
zagadnienie	話題
zagadnienie	專題
zagadnienie	主題
partnera	伴侶
partnera	夥伴
partnera	合伙人
partnera	搭檔
organizmy	有機體
organizmy	機體
organizmy	有機體
organizmy	生物
sobotę	星期六
sobotę	週六
netto	淨
netto	net
netto	網
fer	fer
tradycyjny	傳統
chuck	chuck
ida	ida
zapotrzebowanie	需求
zapotrzebowanie	需求量
zapotrzebowanie	要求
ckm	ckm
msza	質量
msza	彌撒
równości	平等
polecam	推薦
transakcji	交易
transakcji	交易
istotna	相關
ufc	ufc
rubens	rubens
angoli	安哥拉
agentów	代理商
agentów	代理人
tobias	tobias
myśliwiec	拳手
myśliwiec	鬥士
luksemburgu	盧森堡
cox	cox
odpowiedzialne	負責
ukryte	隱藏
mai	mai
mai	邁
kąta	角度
kąta	角
highway	高速公路
highway	公路
umysł	腦子
umysł	大腦
umysł	腦袋
umysł	腦
umysł	頭腦
umysł	心靈
uprawa	生長
uprawa	成長
uprawa	種植
uprawa	莊稼
uprawa	農作物
uprawa	作物
klanu	氏族
klanu	部族
klanu	氏
allmusic	allmusic
renowacji	整修
renowacji	翻修
renowacji	翻新
renowacji	裝修
renowacji	修繕
renowacji	整修
renowacji	翻新
renowacji	翻修
mnisi	僧侶
mnisi	和尚
uczestniczące	參加
uczestniczące	參與
próg	門檻
przewozu	馬車
muzea	博物館
liverpoolu	利物浦
pomysły	想法
okresowo	定期
lipa	嘴唇
lipa	lip
lipa	唇
inwestycje	投資
inwestycje	投資
inwestycje	投資
este	este
deutschen	deutschen
klejnot	寶石
klejnot	寶石
rosnące	生長
rosnące	成長
chromosomów	染色體
malinowski	malinowski
akwarium	水族
akwarium	水族館
hodowla	育種
hodowla	培育
hodowla	飼養
hodowla	繁殖
hodowla	農耕
hodowla	耕作
hodowla	務農
hodowla	農業
joshua	joshua
rush	急
grzyb	真菌
grzyb	香菇
grzyb	蘑菇
obrót	行銷
obrót	輪值
obrót	旋轉
obrót	自轉
obrót	輪換
obrót	旋轉
obrót	支點
obrót	週轉
obrót	更替
obrót	營業額
gerald	gerald
poświęcenie	奉獻
poświęcenie	犧牲
poświęcenie	奉獻
trójkąta	三角形
trójkąta	三角
rzecznik	發言人
rzecznik	發言人
wskazane	指定
naruszenie	違反
naruszenie	違規
naruszenie	違反
naruszenie	違約
naruszenie	違規
naruszenie	侵犯
peron	站台
peron	平台
sanatorium	療養院
miejscowa	當地
miejscowa	局部
miejscowa	本地
rozprawę	論文
pielęgniarka	護士
branża	部門
branża	工業
branża	產業
branża	行業
branża	業界
substub	substub
żywe	生活
żywe	生動
żywe	活著
damaszku	大馬士革
zając	野兔
zając	兔
zając	野兔
zając	兔
zając	兔子
technologie	技術
technologie	技術
technologie	科技
deszcz	雨
deszcz	下雨
deszcz	雨水
step	台階
step	步驟
step	步
step	草原
dzienne	日間
touch	touch
touch	摸
touch	觸碰
touch	觸控
touch	觸動
małżeństw	婚姻
stopa	腳
stopa	英尺
stopa	速率
stopa	評分
stopa	率
stopa	利率
formacje	編隊
chory	病
chory	生病
chory	病
chory	生病
geolog	地質學家
przyznane	准予
przyznane	授予
przygód	探險
przygód	冒險
przygód	冒險
przygód	冒險
norweskiego	挪威
wędrówki	徘徊
wędrówki	流浪
wędrówki	遊蕩
wędrówki	跋涉
praktyczne	實用
prawdopodobieństwa	概率
prawdopodobieństwa	概率
prawdopodobieństwa	可能性
protest	抗議
vladimir	vladimir
zastąpiona	取代
epidemii	流行病
epidemii	流行病
bond	保證金
bond	鍵
bond	債券
bond	龐德
urodziny	生日
urodziny	生日
ferrer	ferrer
wyjątek	例外
pętla	環
pętla	迴圈
stein	stein
węża	蛇
pośrednio	間接
pośrednio	間接
górników	礦工
strach	恐懼
jakikolwiek	任何
batman	蝙蝠俠
cukru	食糖
cukru	糖業
cukru	糖
fly	飛
fly	蒼蠅
fly	飛翔
marzeń	夢
marzeń	夢境
marzeń	夢想
cesarzowa	皇后
serwer	伺服器
nośniki	媒體
nośniki	媒介
szczytów	峰會
szczytów	峰
hero	英雄
klient	客戶
klient	顧客
klient	客戶
powodzi	洪水
powodzi	水災
powodzi	洪水
powodzi	水災
powodzi	洪水
powodzi	水災
strzelcy	射手
strzelcy	槍手
terroru	恐
terroru	恐怖
shaw	邵
shaw	蕭
shaw	shaw
shaw	肖
biologicznych	生物
biologicznych	生物學
informatyka	運算
informatyka	計算
bauer	bauer
rtm	rtm
wazy	花瓶
doustnie	口頭
doustnie	口服
doustnie	口腔
konwój	船隊
konwój	車隊
enterprise	企業
myszy	鼠
myszy	滑鼠
myszy	鼠
staż	實習
staż	居住
staż	居留
nadzieja	希望
nadzieja	hope
odporność	阻力
odporność	電阻
odporność	抵抗
odporność	抵制
odporność	豁免權
odporność	豁免
odporność	免疫
odporność	韌性
odporność	復原力
deklaracja	宣言
nissan	日產
low	低低
low	低
sprzeczności	矛盾
sprzeczności	矛盾
manga	漫畫
paradise	天堂
paradise	樂園
męska	男性
męska	男
spin	旋轉
wpisy	提醒
wpisy	警示
wpisy	條目
hernández	hernández
niższa	更低
niższa	較低
niższa	低
dostawy	裝運
dostawy	送貨
dostawy	交付
dostawy	交貨
dostawy	送貨
dostawy	投放
dostawy	交付
dostawy	交貨
dostawy	遞送
dostawy	供應
dostawy	用品
epoka	紀元
opozycja	反對
opozycja	反對派
opozycja	反對黨
odbiorcy	觀眾
odbiorcy	收件人
odbiorcy	收款人
odbiorcy	收件人
negatywne	負面
negatywne	負
negatywne	否定
negatywne	陰性
negatywne	消極
lara	lara
ustalone	固定
daily	每日
moreno	moreno
ikona	圖示
wizja	視覺
wizja	願景
wizja	視野
wizja	展望
markiza	侯爵
kazania	佈道
kazania	鼓吹
kazania	傳道
kazania	佈道
kazania	宣揚
ukończenie	竣工
rytm	韻律
rytm	節奏
seksualne	性
nenad	nenad
formowania	成型
przeszkody	壁壘
przeszkody	屏障
przeszkody	障礙
przeszkody	障礙
przeszkody	障礙
blanc	blanc
eksperymentów	試驗
eksperymentów	實驗
kwartet	四重奏
kwartet	四方
ridge	山脊
ridge	嶺
turbiny	渦輪機
turbiny	輪機
turbiny	渦輪機
odbudowa	重建
odbudowa	重建
odbudowa	修復
odbudowa	恢復
odbudowa	復原
odbudowa	重建
ewolucja	演化
ewolucja	演變
ewolucja	進化
ewolucja	演進
znalezione	找到
znalezione	發現
mięso	肉
mięso	肉食
mięso	肉類
nazewnictwa	命名
ruchome	動產
alfonsa	皮條客
rod	杖
przedmieścia	郊區
przedmieścia	郊區
przedmieścia	郊區
witam	歡迎
witam	你好
nocne	夜行
najmłodszych	最小
hiszpanie	西班牙文
hiszpanie	西班牙語
instalacja	安裝
instalacja	安裝
instalacja	安裝
prośby	請求
prośby	要求
cecha	特性
cecha	特點
cecha	特徵
cecha	功能
cecha	特色
cecha	特徵
cecha	特質
zdolny	才華
tylna	後方
biskupstwo	bishopric
kurier	快遞
kurier	信使
trójkąt	三角形
trójkąt	三角
napisy	字幕
zach	zach
macierz	母體
macierz	矩陣
białko	蛋白質
białko	蛋白
otwory	通風口
otwory	噴口
otwory	孔洞
zużycie	消費
zużycie	消費量
zużycie	消耗
lizbona	里斯本
lizbona	lisbon
konsorcjum	財團
konsorcjum	辛迪加
skórę	肌膚
rezydencja	居住
rezydencja	住宅
rezydencja	居所
rezydencja	住所
rezydencja	住宅
rezydencja	官邸
szersze	更寬
szersze	廣義
szersze	廣義
domenico	domenico
jens	jens
modernizację	現代化
lauren	lauren
dialekt	話
dialekt	方言
słoneczne	晴
słoneczne	太陽
słoneczne	太陽能
zebranych	收穫
lambert	lambert
duncan	鄧肯
duncan	duncan
krewnych	親屬
krewnych	親戚
astronomiczne	天文
siódmej	第七
politycy	政治學
politycy	政治
politycy	政界人士
politycy	政客
politycy	政治家
politycy	政客
politycy	政治家
katherine	katherine
śmigłowiec	直升機
śmigłowiec	直升飛機
śmigłowiec	直升機
interfejs	介面
lightgreen	lightgreen
zagranicą	國外
zagranicą	出國
poprawiony	改進
poprawiony	改善
poprawiony	改良
przypominam	提醒
kliniki	診所
kliniki	門診
kliniki	診所
ursus	ursus
dzikie	狂野
dzikie	野
dzikie	野性
dzikie	野生
dzikie	野人
dzikie	野蠻
minerałów	礦物質
minerałów	礦物
minerałów	礦產
bagna	沼澤
bagna	沼澤地
bagna	沼澤
magazynie	倉庫
magazynie	倉儲
atomowej	原子
bogata	富人
bogata	富
bogata	豐富
bogata	富有
bogata	富裕
bogata	富有
humoru	幽默
humoru	幽默
zajęty	忙
zajęty	繁忙
zajęty	忙碌
zajęty	忙著
publiczność	觀眾
osocza	等離子體
osocza	plasma
osocza	血漿
trzydzieści	三十
trzydzieści	thirty
kompletny	完整
kompletny	完成
mitologia	神話
omega	ō
mediawiki	mediawiki
elliott	elliott
konfiguracji	配置
singer	singer
singer	歌手
uci	uci
spider	蜘蛛
najmłodszy	最小
fizjologii	生理
eksport	出口
eksport	出口
zebrania	會議
szósta	第六
przód	前面
przód	陣線
dyplomacji	外交
horn	牛角
horn	喇叭
horn	號角
sosny	松樹
sosny	松
atc	atc
ignacio	ignacio
michalski	michalski
zemsta	復仇
zemsta	報復
zemsta	報仇
zemsta	復仇
zawory	閥
zawory	閥門
wesele	婚禮
miranda	miranda
zalety	優點
zalety	長處
zalety	優勢
beverly	beverly
ocen	收視率
ocen	評比
ocen	評分
ocen	評估
ocen	評價
moi	moi
zamieszek	暴動
zamieszek	暴亂
zamieszek	騷亂
przeszłość	過往
przeszłość	過去
gala	盛會
gala	晚會
teleskop	望遠鏡
scotta	scott
siatki	籃網
siatki	漁網
siatki	蚊帳
siatki	電網
peace	平安
peace	和平
szacunek	尊敬
szacunek	尊重
pomieszczenie	房間
pomieszczenie	房
willem	willem
umów	合約
umów	合同
umów	協定
zrezygnować	辭職
oddziaływanie	撞擊
oddziaływanie	影響力
oddziaływanie	影響
oddziaływanie	衝擊
oddziaływanie	影響
łącznik	接頭
łącznik	聯絡
burns	燒傷
kształtowanie	塑造
korespondencji	書信往來
ostateczne	終極
ostateczne	決賽
mpk	mpk
kochanka	情婦
kochanka	女主人
kochanka	愛人
kochanka	情人
dziesięciolecia	幾十年
walt	walt
władcę	尺子
władcę	統治者
alfabet	字母
edukacyjne	教育
noszenia	穿著
noszenia	穿
konieczna	必要
konieczna	必需
ciągłe	持續
ciągłe	連續
hełm	頭盔
hełm	盔
potasu	鉀
mao	毛
zapewniają	確保
gospodarza	主持人
gospodarza	主機
pasek	脫衣
pasek	脫
pasek	脫衣舞
pasek	地帶
pasek	皮帶
pasek	腰帶
pasek	皮帶
pasek	帶
arsenal	武庫
arsenal	arsenal
alfredo	alfredo
kawałek	切片
judo	柔道
wyborców	選民
samsung	三星
ekspansji	膨脹
ekspansji	擴建
ekspansji	擴張
ekspansji	拓展
ekspansji	擴大
ekspansji	擴展
zaplanowano	排定
sol	sol
dobór	挑選
dobór	選取
dobór	選擇
dobór	甄選
triumf	凱旋
triumf	勝利
julii	julia
lászló	lászló
umożliwić	啟用
umożliwić	允許
umożliwić	容許
dokładna	精確
dokładna	準確
dokładna	精確
dokładna	精確
wieżowiec	摩天大樓
wymarły	滅絕
kandydaci	候選人
kandydaci	候選人
kandydaci	候選
kandydaci	申請者
okazy	標本
okazy	樣本
okazy	標本
faith	信仰
faith	信心
faith	信念
wanna	浴盆
wanna	浴缸
wanna	浴缸
wanna	浴
wanna	洗澡
zróżnicowane	多樣化
gómez	gómez
kosmiczna	宇宙
stephanie	stephanie
fbi	fbi
wystawiony	暴露
wystawiony	曝光
oskarżonych	被告
casa	casa
harper	harper
indianie	印地安人
edyta	edyta
filtr	篩選
filtr	濾波器
filtr	過濾
filtr	過濾器
strachu	恐懼
kin	電影院
podpisanie	簽約
podpisanie	簽署
today	今日
today	今天
fikcyjne	虛構
elvis	貓王
kruk	烏鴉
kruk	烏鴉
ekonomia	經濟學
ekonomia	經濟
ekonomia	經濟
rywali	對手
migracji	移徙
migracji	移民
migracji	遷徙
oddzielne	分離
raju	天堂
raju	樂園
burton	burton
zamki	鎖
schronienie	避難所
schronienie	收容所
schronienie	避難所
schronienie	避難所
schronienie	避難
olimpiady	奧運會
olimpiady	奧運
puste	空白
puste	空
puste	空白
etapach	階段
emocje	情感
emocje	感情
emocje	情緒
emocje	情感
emocje	興奮
emocje	情感
emocje	感情
emocje	情緒
iwano	ivano
mobilizacji	動員
mobilizacji	調動
mobilizacji	動員
kuzyn	表姐
kuzyn	表妹
kuzyn	表弟
kuzyn	表哥
hood	hood
odbicia	籃板球
odbicia	反彈
odbicia	回升
odbicia	反射
odbicia	思考
odbicia	反射
odbicia	反省
odbicia	思考
czoła	額頭
skuteczne	高效
skuteczne	有效率
skuteczne	有效
columbus	哥倫布
skóra	皮革
skóra	皮
skóra	肌膚
pada	下雨
kielich	盃
kielich	杯
kielich	杯子
łączące	連結
kupić	購買
kupić	買
yan	閻
yan	燕
yan	嚴
yan	顏
clay	黏土
clay	泥
clay	粘土
bahn	bahn
przekazania	交接
przekazania	移交
jardów	碼
ścieżkę	路徑
woods	林子
woods	樹林
eksperymenty	試驗
eksperymenty	實驗
wydajności	生產力
wydajności	績效
wydajności	業績
stroje	服裝
stroje	戲服
terminologii	術語
