در	door
نگاه	looking
نماینده	rep
نماینده	envoy
نماینده	representative
نماینده	delegate
اوج	climax
اوج	top
اوج	peak
اوج	zenith
مقدس	sacred
مقدس	holy
حرف	talking
حرف	letter
حرف	talk
ابراهیم	ebrahim
ابراهیم	ibrahim
ابراهیم	abraham
اشتباه	wrong
اشتباه	mistake
شهرک	town
جامع	comprehensive
یونانی	greek
یونانی	greeks
دهانه	crater
جعبه	box
جعبه	boxes
ساز	instrument
مراکز	centers
مراکز	centres
محدود	bounded
محدود	limited
محدود	limit
احتمال	odds
احتمال	likelihood
احتمال	possibility
احتمال	probability
نروژ	norwegian
نروژ	norway
همیشه	always
عشق	love
مجارستان	hungary
مجارستان	hungarian
ارمنی	armenian
ارمنی	armenians
چک	czech
چک	cheque
چک	checks
خصوصی	private
آلاباما	alabama
ساده	simple
ساده	plain
ساده	simply
ساده	easy
شنا	swim
شنا	swimming
تخت	takht
تخت	bed
سپاه	legion
سپاه	armies
سپاه	army
بندی	bandy
برج	towers
برج	tower
سرانجام	finally
اسکاتلند	scotland
اسکاتلند	scottish
اوهایو	ohio
نقاط	points
نقاط	spots
رابرت	robert
اسید	acid
لس	les
اوایل	early
پنجم	fifth
پشتیبانی	support
پشتیبانی	supported
پشتیبانی	backup
ایستگاه	station
معاصر	contemporary
برده	slave
اینترنت	internet
جورجیا	georgia
جورجیا	giorgia
عثمانی	ottoman
عثمانی	osmani
توزیع	distribution
توزیع	distribute
برخورد	impact
برخورد	collision
برخورد	clash
دلایل	reasons
دلایل	arguments
صد	hundred
پول	money
واشینگتن	washington
عرب	arab
عرب	arabs
پیروزی	triumph
صدا	sound
صدا	voice
صدا	audio
قزوین	qazvin
صاحب	owner
برادر	bro
برادر	brother
مطالعات	studies
مشکلات	difficulties
مشکلات	problems
اقیانوس	oceans
اقیانوس	ocean
سریع	quick
سریع	fast
جوان	joan
جوان	young
سرطان	cancer
مشابه	similar
دانشمندان	scholars
دانشمندان	scientists
جشن	celebrating
جشن	party
جشن	feast
جشن	celebrate
جشن	celebration
نظیر	peer
نظیر	nazir
جمهور	presidents
اعمال	applying
کلمه	word
آینده	future
اسپانیایی	spanish
اوکراین	ukraine
قطع	cut
رد	red
مازندران	mazandaran
مازندران	caspian
اخیر	recent
تصاویر	images
تصاویر	pictures
تدوین	editing
جوانان	youth
تازه	fresh
تازه	new
سرخ	red
کودک	child
فرایند	process
دل	heart
دل	del
دل	dell
دل	hearts
صدای	voice
رهبر	leader
ناشر	publisher
ناشر	publishers
دیگران	others
واقعی	real
هواپیمایی	aviation
هواپیمایی	plane
هواپیمایی	airlines
مشارکت	participation
شدت	intensity
شدت	severity
فیلمبرداری	cinematography
فیلمبرداری	filmed
فیلمبرداری	shooting
فیلمبرداری	filming
آورده	brought
جایگزین	replacements
جایگزین	alternative
جایگزین	replacement
جایگزین	replaced
جایگزین	replace
حفاظت	conservation
حفاظت	protection
شبیه	like
معادل	equivalent
بافت	tissue
بافت	texture
مسائل	problems
مسائل	issues
بهبود	improving
بهبود	improvement
بهبود	recovering
بهبود	improve
کانزاس	kansas
پنسیلوانیا	pennsylvania
داکوتای	dakota
ایرانیان	iranians
ایرانیان	persian
ایرانیان	persians
ایرانیان	iranian
عبدالله	abdullah
عبدالله	abdulla
تک	single
ولایت	province
ولایت	helplessness
گفتگو	conversation
رومانی	romanian
رومانی	romania
استادان	masters
نهایی	final
نهایی	ultimate
سومین	third
کردستان	kurdistan
فلزی	metal
فلزی	metallic
ژاپنی	japanese
هنرهای	arts
پرچم	flag
پرچم	flags
سینمای	cinema
کاخ	palazzo
کاخ	palace
تحصیلات	education
صحنه	scene
صحنه	stage
واکنش	reaction
واکنش	reflex
واکنش	response
اکثر	most
عوامل	factors
ورودی	input
ورودی	entrance
ورودی	entry
روشن	light
روشن	clear
روشن	roshan
رسیدگی	consideration
صورتی	pink
سعی	trying
ساسانیان	indo
اجرایی	executive
پست	post
پست	posted
امی	amy
عملکرد	performance
بشر	humans
بشر	humanity
بشر	human
مدار	orbit
مدار	circuit
کدام	which
نگهداری	keeping
نگهداری	maintenance
بهره	interest
باب	bab
اروپایی	european
گرمی	warmth
گرمی	grammy
رفتار	behaviour
رفتار	acting
رفتار	behavior
فرمول	formula
نوری	nuri
نوری	light
نوری	optical
زیبا	beautiful
دانشجویان	students
مربیان	managers
مربیان	entertainers
محور	axle
محور	axis
مخالفت	dissent
مخالفت	opposition
حمل	carry
دینی	religious
مسلمانان	muslims
مسلمانان	muslim
گورستان	cemetery
آهن	iron
پیشین	former
پیشین	previous
مقایسه	comparison
مقایسه	compare
مقایسه	compared
رسیدن	arrived
ابزار	tool
ابزار	tools
مهاجرت	migrate
مهاجرت	colonization
مهاجرت	immigration
مهاجرت	migration
اشعار	hymns
مقاومت	resist
مقاومت	resisting
مقاومت	resistance
سینمایی	movie
سینمایی	cinematic
بیمارستان	hospital
بیمارستان	hospitals
پا	foot
پا	legs
پا	leg
اصول	axioms
اصول	basics
اصول	principles
کن	ken
مجموع	sum
مجموع	total
تفاوت	diff
تفاوت	differences
تفاوت	difference
دیدگاه	aspects
دانمارک	denmark
دانمارک	danish
نوشتن	write
نوشتن	writing
اختلاف	disagree
اختلاف	differences
اختلاف	disagreement
لبنان	lebanese
لبنان	lebanon
نیشابور	nishapur
هشت	eight
شهردار	mayor
نوبل	noble
نوبل	nobel
بسکتبال	basketball
سخت	hard
سخت	difficult
سامانه	system
هدایت	guide
هدایت	guidance
تخیلی	fiction
پیام	message
پیام	messages
فردی	freddie
فردی	freddy
گیتار	guitar
پلیس	police
مفهوم	concept
چیز	things
خطی	linear
خطی	manuscript
خوانده	read
بنده	servant
بنده	slave
کمیته	committees
کمیته	committee
ژان	jean
ژان	joan
ژان	jeanne
اسماعیل	ismail
اسماعیل	ishmael
اسماعیل	ismael
تنظیم	adjustment
تنظیم	set
خلاصه	overview
خلاصه	brief
خلاصه	summary
ساکن	resident
ساکن	settle
ساکن	occupant
ساکن	stationary
دیوان	diwan
گسترده	spread
گسترده	expanded
گسترده	extended
الکتریکی	electrical
الکتریکی	electric
رایانه	computers
رایانه	computer
رایانه	computing
عبور	transit
عبور	cross
عبور	pass
ششم	sixth
لی	lee
هنرمند	artist
گوناگون	diverse
گوناگون	various
مدرن	modern
ماشین	machine
ماشین	car
ماشین	vehicle
یونایتد	united
گلدن	golden
شدید	severe
شدید	intense
شیر	lion
شیر	milk
سخن	word
نقد	criticism
نقد	cash
محافظت	protecting
محافظت	protect
محافظت	protection
تنیس	tennis
بهار	spring
بهار	bahar
قانونی	legit
قانونی	legal
حکم	judgement
حکم	judgment
حکم	sentence
قصد	intention
قصد	intent
قصد	intended
قصد	intentions
هوای	weather
هوای	huai
ماهی	fish
رم	rome
رم	ram
رایج	common
هماهنگ	coordinating
کبک	partridge
کبک	quebec
کبک	québec
مستند	documentary
مهاجر	migratory
مهاجر	migrants
مهاجر	refugees
مهاجر	immigrant
فرهنگستان	academy
جایگاه	residence
جایگاه	resort
خطوط	lines
سالهای	years
زمینی	ground
نژاد	breed
نژاد	race
نژاد	bloodline
خمینی	khomeini
اروپای	europe
خاندان	clan
طولانی	long
ریشه	root
ریشه	roots
مریلند	maryland
سرد	cold
تحقیق	investigating
تحقیق	investigation
تحقیق	research
ریچارد	richard
تنسی	tennessee
کاتولیک	catholic
اکلاهما	oklahoma
جنگی	war
متوسط	average
متوسط	medium
دموکرات	democratic
دموکرات	democrat
دادگاه	tribunal
دادگاه	court
دادگاه	courtroom
محسن	mohsen
محسن	muhsin
کنتاکی	kentucky
سزار	cesar
سزار	caesar
یمن	yemen
حاج	haj
حاج	hajj
شناسایی	identify
شناسایی	identification
اسم	noun
قطر	qatar
بند	band
بند	paragraph
بند	bend
بند	bonds
ستارگان	stars
درختان	trees
نتایج	results
اثبات	prove
اثبات	proving
اثبات	proof
ادغام	merger
ادغام	merge
ادغام	merging
دهم	tenth
جذب	absorption
جذب	absorb
جذب	attract
جذب	attraction
جذب	attracting
بیشترین	most
لباس	clothing
لباس	dress
لباس	dresses
لباس	clothes
ترکی	turkey
ترکی	turki
ترکی	turkish
سلام	hello
سلام	peace
تحلیل	analyzed
تحلیل	analysis
سعید	saeed
سعید	sayid
ریاضی	mathematical
ریاضی	mathematics
ریاضی	math
همچنان	still
تاریخچه	histories
تاریخچه	history
نوشتار	document
نقره	silver
گویا	goya
آواز	sang
آواز	singing
آواز	song
گلوب	globe
نظرات	opinions
نظرات	comments
مرز	borders
مرز	border
مرز	boundary
رویدادهای	events
روستاها	villages
فدرال	federal
فدرال	feds
گیاه	plant
فرزندان	sons
فرزندان	children
تدریس	teaching
تدریس	teach
امپراتور	emperor
پیرامون	surrounding
خانگی	pets
خانگی	homemade
نویسندگی	writing
حاکم	ruler
حاکم	governor
بندر	harbor
بندر	bender
بندر	port
بندر	bandar
چینی	chinese
اینترنتی	internet
جو	joe
قبول	accept
هزینه	cost
هزینه	expense
آرکانزاس	arkansas
همزمان	simultaneously
اتاق	room
اتاق	rooms
نسل	generation
نسل	seed
طبقه	floors
طبقه	floor
روند	trend
روند	process
روند	procedure
شیوه	mla
قیمت	price
ضبط	recording
ضبط	record
هفتم	vii
هفتم	seventh
قابلیت	capability
قابلیت	ability
قابلیت	capabilities
صلح	peace
سلسله	dynasty
نیازمند	needy
نیازمند	need
اعداد	numbers
صفوی	ism
توانایی	ability
توانایی	capable
ویندوز	windows
اورگن	oregon
نصب	installation
نصب	installing
نصب	install
نصب	installed
آرام	peaceful
آرام	calm
آرام	aram
هندی	indian
هندی	hindi
هندی	handy
موج	wave
نوشت	write
قلمرو	territory
کشیده	stretched
کشیده	dragged
آبشار	waterfalls
آبشار	waterfall
آبشار	falls
دشت	dasht
ویسکانسین	wisconsin
تالار	chamber
تالار	hall
مذهب	religion
باور	bauer
باور	believe
نظارت	monitoring
نظارت	monitor
نظارت	supervision
نظارت	surveillance
آسیب	damage
احتمالاً	probably
الجزایر	algerian
الجزایر	algeria
بیت	beat
بیت	beit
بیت	bit
دقیق	precise
دقیق	accurate
دقیق	exact
لرستان	lorestan
لرستان	bronze
نواحی	districts
نواحی	areas
سوسیالیستی	socialist
تونی	tony
عناصر	widgets
عناصر	elements
شیلی	chilean
شیلی	chile
آقا	sir
مانده	residue
موفقیت	success
قالب	format
امضا	signing
امضا	sign
امضا	signed
امضا	signature
عمده	bulk
عمده	wholesale
عمده	major
امارات	uae
امارات	emirates
توکیو	tokyo
دعوت	invite
دعوت	inviting
دعوت	invitation
دعوت	invites
نامزدهای	nominations
لقب	nickname
فرار	escape
صفحات	pages
آوردن	brought
آوردن	bring
آوردن	bringing
سود	profit
سود	benefit
سود	sud
سود	profits
باد	bud
باد	wind
سقوط	wipeout
سقوط	crash
سقوط	fall
الدین	alden
الدین	din
اوراق	bonds
اصطلاح	term
الگوریتم	algorithm
طبیعت	nature
ایندیانا	indiana
گشت	patrol
نوازندگان	musicians
نوازندگان	orchestra
حقیقت	truth
مسلمان	muslim
مسلمان	muslims
صفر	zero
تجهیزات	equipment
تجهیزات	supplies
یزد	yazd
خطر	risk
خطر	danger
فرض	assume
فرض	assumed
فرض	assumption
فرض	assuming
هواپیما	plane
معاون	deputy
معاون	vice
فرمان	command
فرمان	order
فرمان	bidding
فرمان	orders
فدراسیون	federation
تجربه	experienced
تجربه	experiences
تجربه	experience
آزمایش	test
آزمایش	experiment
آزمایش	testing
مسیحی	christian
مسیحی	christians
متصل	connected
متصل	connect
غذایی	food
غذایی	dish
غذایی	meal
امید	omid
امید	expectation
امید	hope
امید	hoping
کالج	college
ساحل	shore
ساحل	beach
خبری	news
کنگره	congress
اندونزی	indonesia
عزیز	dear
عزیز	aziz
بلغارستان	bulgaria
مطلب	isis
مطلب	article
زرد	yellow
تجارت	commerce
تجارت	trading
تجارت	business
تجارت	trade
ذخیره	storage
ذخیره	save
ذخیره	saving
ذخیره	store
ذخیره	reserve
دودمان	dynasty
پوست	skins
پوست	skin
برچسب	tag
برچسب	label
کلرادو	colorado
رقص	dance
رقص	dancing
فی	faye
فی	phi
فی	fay
فی	fei
قادر	able
قادر	capable
دانشگاهی	academic
دانشگاهی	college
روسی	russian
روسی	rossi
جرج	george
علاقه	interested
علاقه	interest
علاقه	liking
آشنا	familiar
آشنا	contact
فنلاند	finland
فنلاند	finnish
جلو	front
جلو	forward
عضویت	membership
جبهه	front
تابستان	summer
معدنی	inorganic
معدنی	mineral
سد	dam
مدرک	proof
مدرک	evidence
اختصاص	singles
نفوذ	influence
نفوذ	hacking
نفوذ	penetration
نفوذ	infiltration
ایل	île
عقب	back
عقب	rear
سرباز	soldier
سرباز	private
خشک	dry
خشک	dried
فراوان	abundance
فراوان	abundant
فراوان	much
تاثیر	influence
رفتن	gone
اگرچه	although
اگرچه	though
احساس	feel
احساس	feeling
احساس	felt
احساس	feelings
ادوارد	edward
برنز	burns
برنز	bronze
خرید	shop
خرید	purchase
خرید	buy
خرید	shopping
خرید	buying
قاره	continent
قاره	continents
هشتم	viii
هشتم	eighth
شاخه	branches
شاخه	branch
قطعه	segments
قطعه	piece
قطعه	segment
قطعه	pieces
ساحلی	coastal
دیوار	wall
دیوار	walls
مترجم	translator
مترجم	interpreter
روایت	narrative
اکبر	akbar
مجبور	forcing
اعدام	executed
اعدام	execution
اعدام	executions
روح	ghost
روح	spirit
درگاه	port
رساند	perfecting
امتیاز	score
امتیاز	points
پیشرفت	progress
پیشرفت	advancement
پارسی	parsi
روحانی	spiritual
گذاری	bombings
مخصوص	special
منفی	negative
تام	tom
نکته	note
نکته	tip
نکته	point
گیاهی	herbal
گیاهی	plant
سهام	stocks
سهام	shares
سهام	stock
پرنده	bird
برلین	berlin
تفسیر	commentary
تفسیر	interpretation
تفسیر	interpret
درود	blessings
درود	greeting
درود	greetings
جزئی	partial
ولز	welsh
ولز	wales
ولز	wells
کانال	canal
کانال	channel
هرچند	although
هرچند	though
اسناد	papers
اسناد	documents
داریوش	darius
توضیحات	comments
حیات	hayat
دقت	resolution
دقت	precision
دقت	accuracy
آنجلس	angeles
روزهای	days
چارلز	charles
دامنه	scope
دامنه	domain
دامنه	amplitude
نجات	saving
نجات	rescue
مفید	beneficial
مفید	useful
مفید	helpful
زدن	hitting
زدن	knocking
مارتین	martin
میسیسیپی	mississippi
مهاجم	invaders
مهاجم	striker
رباتیک	robotics
رباتیک	robotic
رکوردز	records
نماد	symbolism
نماد	symbol
نماد	notation
نماد	icon
تصویری	projective
تصویری	visual
تکمیل	completion
تکمیل	complete
قهرمانان	heroes
قهرمانان	champions
نبراسکا	nebraska
وظیفه	duty
آهنگسازان	composers
اداری	administrative
زادروز	birthday
آکادمی	academy
ارسال	sending
ارسال	send
دیدار	meet
دیدار	meeting
دیدار	encounter
فضا	space
عکاسی	photography
عکاسی	photographic
توماس	thomas
صادق	sadiq
صادق	sadeq
صادق	honest
انگلیس	england
پیوست	attach
پیوست	appendix
پیوست	attached
پیوست	attachment
موسی	moses
موسی	musa
پای	foot
پای	pie
پای	leg
پیکچرز	pictures
مثبت	positive
مثبت	positivity
ارتباطات	connections
ارتباطات	communications
ارتباطات	communication
سلطنت	reign
فراوانی	abundance
فراوانی	abundant
جراحی	surgery
جراحی	surgical
سابقه	precedent
مدافع	defender
مدافع	contender
رستم	rostam
رستم	rustam
مس	copper
مس	brass
قرارداد	protocol
قرارداد	agreement
قرارداد	contract
قلب	heart
دارایی	property
دارایی	assets
دارایی	asset
رهبران	leaders
بهداشت	sanitary
بهداشت	hygiene
بهداشت	health
بابل	babel
بابل	babylon
شبه	pseudo
نشست	session
نشست	sat
ظرفیت	capacity
درک	derek
درک	understand
آلن	allen
آلن	alan
مسیحیت	christianity
تاجیکستان	tajikistan
پیتر	peter
متال	metal
مسکو	moscow
مسعود	masud
مسعود	masoud
مسعود	massoud
مسعود	mesut
خلاف	contrary
رومی	rumi
رومی	roman
سرویس	service
ابتدای	beginning
شاهزاده	prince
یو	yoo
معمول	usual
ملک	property
ملک	malek
ملک	estate
سرمایه	capital
احترام	respect
الکترونیک	electronics
الکترونیک	electronic
رقابت	rivalry
رقابت	compete
رقابت	competitive
رقابت	competition
کلید	keys
کلید	key
کهن	kahn
کهن	ancient
نیم	half
نیم	nim
شیرین	sweet
شیرین	shirin
بد	bad
بد	evil
بوشهر	bushehr
صرف	spent
صرف	spend
سان	sun
سان	san
شاخص	indexed
شاخص	index
شاخص	indicator
بگیرد	take
خواندن	read
خواندن	reading
اسب	horses
اسب	horse
فعالان	activists
زیبایی	beauties
زیبایی	beauty
هافبک	midfielder
حذفی	playoffs
حافظه	memories
حافظه	memory
مقیاس	scale
نهم	ninth
فیلسوفان	philosophers
مکتب	school
مارک	mark
معمولی	ordinary
معمولی	common
معمولی	normal
اهداف	goals
اهداف	targets
درد	pain
کارکنان	personnel
کارکنان	employees
فتح	conquest
فتح	fath
فتح	conquer
لوئیزیانا	louisiana
هواپیمای	aircraft
هواپیمای	plane
هواپیمای	airplane
اعتماد	trust
الان	now
ریز	riz
ریز	tiny
ماند	remained
ماند	stayed
درمانی	therapy
درمانی	healing
درمانی	therapeutic
حالا	now
خودکار	auto
خودکار	automatic
مغز	brain
اطلاع	informing
اطلاع	notify
نشریه	journal
آماده	ready
گوگل	google
ظاهری	palpable
ظاهری	apparent
خانم	miss
داروهای	meds
کتابی	book
خارجه	foreign
سنگی	stone
سنگی	rock
پیمان	covenant
پیمان	treaty
سلیمان	solomon
سلیمان	suleiman
سلیمان	sulaiman
اهواز	ahvaz
انتظار	waiting
انتظار	expecting
یافتن	find
آلاسکا	alaska
پیر	old
پیر	pierre
کمپانی	company
ناصر	nasser
ناصر	naser
بتن	concrete
عین	ain
پستی	post
پستی	postal
پستی	mailing
تاج	crown
تاج	taj
افتخار	proud
افتخار	honor
فلسطین	palestine
فلسطین	palestinian
بازسازی	rebuild
بازسازی	renovation
بازسازی	reconstruction
بازسازی	renewal
غار	cave
غار	caves
تخریب	demolition
تخریب	destruction
هرگز	never
فیزیکی	physical
موسسه	institute
موسسه	establishment
موسسه	institution
موافقت	agreed
موافقت	agree
گرجستان	georgian
گرجستان	georgia
پاک	pak
پاک	clean
پاک	pure
نیروگاه	plant
نیروگاه	pumped
آمدن	coming
لایه	layers
پردازش	processing
پردازش	processed
اعتقاد	belief
کامپیوتر	computer
کامپیوتر	computers
ویژگی	property
ویژگی	feature
وسایل	equipment
کارخانه	factory
قرضی	debt
منچستر	manchester
ساختن	building
ساختن	construct
ساختن	build
ساختن	making
غیره	etc
غیره	other
قوی	strong
خالی	empty
خالی	blank
گنبد	dome
فرانک	frank
اعتراض	objection
اعتراض	protest
رسانه	media
میلان	milan
صربستان	serbia
تکرار	repeating
تکرار	repeat
تکرار	repetition
پرو	peruvian
پرو	pro
پرو	peru
رشت	rasht
اعتبار	credit
اعتبار	reputation
اعتبار	validity
مسئول	responsible
خودکشی	suicide
خودکشی	suicidal
امروزی	modern
اکشن	action
مرغ	chicken
مرغ	hen
خوش	happy
امنیتی	security
میزوری	missouri
آرش	arash
بخار	vapor
بخار	steam
برداشت	harvest
برداشت	take
شناسه	identifier
سنی	age
سنی	sunni
مصطفی	mostafa
مصطفی	mustafa
تبار	ancestry
پژوهش	research
زمستان	winter
مین	maine
مین	min
حقوقی	legal
محاسبه	compute
محاسبه	calculate
محاسبه	calculating
محاسبه	calculation
ویتنام	vietnam
سپاس	gratitude
سپاس	thankful
سپاس	praise
سپاس	thanks
بازداشت	arrest
بازداشت	detention
بازداشت	detained
بایرن	bavaria
بایرن	byron
بایرن	bayern
آسمان	heaven
آسمان	sky
جنگل	forest
جنگل	jungle
علیرضا	alireza
عادی	normal
منتقدان	critics
برادران	brothers
حاوی	containing
حاوی	contains
حاوی	contain
انبار	warehouse
انبار	storage
انبار	barn
وین	wayne
وین	vin
وین	vienna
استونی	estonian
استونی	estonia
تأیید	confirmation
تأیید	confirm
تأیید	verify
تأیید	approved
گری	grey
جکسون	jackson
جواب	answer
توپ	ball
احداث	formations
احداث	scenario
دیدن	seeing
دیدن	see
دیدن	visiting
آریزونا	arizona
دوربین	camera
آشنایی	introduction
آشنایی	familiarity
کلیه	kidneys
کلیه	renal
کلیه	kidney
جعفر	jafar
میر	meir
میر	mir
میر	meyer
فیلیپین	philippines
کیلوگرم	kilogram
مردمان	peoples
مردمان	people
محکوم	convicted
محکوم	condemned
محکوم	convict
گرد	gerd
خالص	sincerely
خالص	sincere
خالص	pure
خالص	exclusive
میزبان	host
هنگ	heng
هنگ	hong
هنگ	regiment
کرواسی	croatian
متغیر	variable
متغیر	variables
مدرس	instructor
مدرس	teachers
مدرس	madras
مراکش	morocco
مراکش	marrakech
کودکی	childhood
خواهر	sister
جستجوی	searching
آهنگساز	composer
رأی	votes
رأی	ballot
رأی	voted
بودجه	budget
شنای	swim
شنای	swimming
نگارش	compose
نگارش	composing
پرتاب	throw
پرتاب	launch
قطب	pole
دستگیر	arrest
دستگیر	captured
دستگیر	capture
قلبی	cardiac
قلبی	heart
مؤثر	effectively
مؤثر	effective
تشکر	appreciation
تشکر	thank
تشکر	thanks
فاقد	lacks
نیو	new
نیو	neo
بهرام	bahram
خروجی	output
آرمان	arman
آرمان	armand
جدی	serious
الکساندر	alexander
ترکیبی	combination
مولی	molly
غذا	food
آیین	creed
آیین	ritual
موشک	rocket
موشک	missile
جستجو	search
جستجو	searching
تماس	contact
تماس	call
پنجمین	fifth
اقیانوسیه	ofc
نقض	violation
نقض	breach
دارویی	pharmaceutical
اتصال	connection
اتصال	connecting
اتصال	connect
سنگین	heavy
اشغال	busy
اشغال	occupation
رودهای	intestinal
رودهای	rivers
پروانه	butterfly
واژگان	vocabularies
واژگان	vocabulary
موضوعات	topics
ریاضیات	maths
ریاضیات	mathematics
ریاضیات	math
جزء	part
عنصر	element
گینه	guinea
گینه	guinean
شعبه	branches
امکانات	possibilities
امکانات	facilities
اجماع	consensus
تصرف	possession
تصرف	seize
سالن	salon
ترسناک	scary
ترسناک	horror
تمدن	culture
تمدن	civilization
رییس	boss
سفارت	embassy
کمونیست	communist
بهشت	garden
بهشت	paradise
جک	jack
سناتور	senator
دیجیتال	digital
بیمار	patient
بیمار	sick
بینی	nose
حوالی	around
هسته	core
هسته	nucleus
هسته	nuclear
هسته	kernel
نمایشگاه	showroom
نمایشگاه	exhibition
یوسف	yusuf
یوسف	joseph
یوسف	yousef
حمام	bathroom
حمام	baths
حمام	bathrooms
حمام	bath
عصبی	nervous
عصبی	neural
عصبی	hysterical
جمشید	jamshid
حیوانات	animals
حیوانات	animal
مایع	fluid
مایع	liquid
اشکال	bug
اشکال	flawed
میز	table
میز	desk
مکانیک	mechanics
مکانیک	mechanic
مکانیک	mechanical
خواست	wanted
بالغ	adult
بالغ	mature
دانشمند	scientist
جالب	interesting
چوب	wood
چوب	stick
مالزی	malaysia
مجمع	assembly
تکثیر	multiply
تکثیر	duplicate
میانگین	average
ظهور	advent
ظهور	emergence
قطعات	parts
قطعات	components
تابلوی	tableau
تابلوی	panel
حملات	attacks
نرخ	rate
رمانتیک	romance
رمانتیک	romantic
قول	promise
اتمی	atomic
مکمل	supporting
مکمل	complement
مکمل	supplements
مکمل	complementary
گرایش	trend
گرایش	attitude
گرایش	tendency
گرایش	tend
حداکثر	tops
حداکثر	maximum
پادشاهان	kings
گویش	dialect
سوخت	fuel
سوخت	burn
حلقه	ring
حلقه	rings
حلقه	loop
یوتا	utah
یوتا	iota
جمعی	collective
سیمرغ	simorgh
سیمرغ	phoenix
مربی	trainer
مربی	coach
مربی	trainers
هری	harry
پیوسته	continuously
پیوسته	continuous
اندکی	little
حادثه	incident
حادثه	accident
حادثه	disaster
الیور	oliver
مراحل	process
مراحل	stages
حاجی	haji
حاجی	hajji
اطلس	atlas
اطلس	atlantic
کردی	kurdish
سوره	chapter
سوره	chapters
سوره	sura
نامگذاری	naming
نامگذاری	nomenclature
ابتدایی	elementary
ابتدایی	primary
پیامبر	prophet
پیامبر	messenger
مهندس	engineer
مجوز	license
مجوز	permission
محتوای	content
ستون	column
ستون	pillar
حافظ	hafez
حافظ	hafiz
درگیری	involvement
درگیری	conflict
مایل	mile
مایل	miles
مادرید	madrid
جورج	george
اختلال	disorder
قضیه	theorem
اردبیل	ardabil
کبیر	kabir
نظری	theoretical
مسیحیان	christians
ساری	surrey
ساری	sari
طراح	designer
طراح	planner
خروج	exit
سربازان	soldiers
سربازان	troops
آشپزی	cook
آشپزی	cuisine
آشپزی	cooking
خواجه	eunuch
رفع	fix
رفع	resolve
سوپر	super
ایکس	aix
مقامات	authorities
مقامات	officials
جوانی	youth
خودشان	themselves
الکترونیکی	electronic
مصاحبه	interview
مصاحبه	interviews
لوله	pipe
لوله	tube
لوله	piping
روزی	provided
روزی	rosie
روزی	day
پایدار	sustainable
پایدار	permanent
پایدار	lasting
پایدار	stable
گرچه	although
گرچه	though
حوادث	disasters
حوادث	incidents
حوادث	accidents
حوادث	events
عهد	covenant
عهد	pact
ادعا	claimed
ادعا	claim
ادعا	claiming
ادعا	claims
دربار	court
ارزیابی	rating
ارزیابی	evaluation
ارزیابی	evaluating
ارزیابی	evaluate
ارزیابی	assessment
حمید	hamid
زنی	woman
مسئولیت	responsibilities
مسئولیت	responsible
مسئولیت	responsibility
هاشمی	hashemi
هاشمی	hashimi
خواب	dream
خواب	sleep
خواب	sleeping
تصور	imagining
تصور	pictured
وزیران	ministers
قلم	pen
قلم	font
مشاهیر	celebrities
ثمر	samar
قاضی	judge
دم	dam
دم	tail
دم	dem
بنیان	founded
روغن	oil
نر	male
برگ	berg
برگ	leaf
برگ	leaves
ملکه	queen
ملت	nations
ملت	nation
کابل	kabul
کابل	wire
کابل	cables
کابل	cable
پذیرش	accepting
پذیرش	admission
پذیرش	acceptance
پذیرش	reception
پذیرش	accept
مد	fashion
فینال	finals
خرابکاری	mayhem
خرابکاری	sabotage
خرابکاری	vandalism
رویداد	event
کریم	karim
جواد	jawad
لینک	link
آرتور	arthur
گوش	ears
شصت	sixty
پایانی	final
پایانی	ending
چهره	theme
چهره	faces
چهره	face
یادبود	memorial
یادبود	commemoration
یادبود	monument
تکنولوژی	tech
تکنولوژی	technology
جمعه	fri
جمعه	friday
درگیر	involved
نامی	nami
دارو	medicine
دارو	medication
دارو	drug
فردوسی	erythrina
فردوسی	ferdowsi
کوچکی	small
کوچکی	minor
مدارس	schools
عیسی	jesus
ایوان	ivan
ایوان	evan
نوار	tape
سخنرانی	lecture
سخنرانی	speech
کربن	carbon
نقاش	painter
بغداد	baghdad
نمای	view
مک	mac
ذهن	mind
گلستان	golestan
گلستان	rosary
ماری	mary
کوچه	alley
دروازه	gate
دروازه	gateway
فجر	fajr
بازرگانی	merchant
بازرگانی	commerce
خلیفه	caliph
خلیفه	khalifa
نادر	nader
نادر	rare
نادر	nadir
تجزیه	parse
تجزیه	decomposition
تجزیه	parsing
تهدید	threats
تهدید	threatening
تهدید	threat
مونتانا	montana
انتقاد	criticism
انتقاد	criticize
ماهان	mahan
کپی	copy
سلامت	health
سلامت	peace
سلامت	safety
طایفه	clan
ابزارهای	tools
مبتلا	infected
باران	rain
آید	comes
صبح	morning
حسینی	hosseini
شیرازی	shirazi
ذرات	particles
ذرات	particulates
ذرات	particle
عملی	practical
شناخت	recognise
شناخت	recognize
شناخت	cognition
خداوند	god
حروف	letters
شاهد	witness
شاهد	witnessed
تور	tor
تور	tour
تور	tours
تور	net
تور	thor
هفتاد	seventy
کشتار	massacre
کشتار	slaughter
کشتار	carnage
خانوادگی	family
سیاستمدار	politician
تلفظ	pronunciation
تلفظ	pronounce
گذر	transit
گذر	passing
گذر	pass
نهادهای	institutions
مالکیت	possession
مالکیت	property
مالکیت	ownership
معین	stated
معین	fixed
معین	appointed
تایلند	thailand
تایلند	thai
صدر	chancellor
