ύδατα	водах
διευθύνσεις	адреса
διευθύνσεις	адресов
διευθύνσεις	управлений
επιβεβαιώθηκε	подтверждена
επιβεβαιώθηκε	подтверждено
επιβεβαιώθηκε	подтверждаю
παλέρμο	палермо
ρητορική	риторики
ρητορική	риторический
ποταμούς	реки
ποταμούς	рек
πρύτανης	ректор
εβραϊκό	еврейские
εβραϊκό	еврейский
εβραϊκό	еврейских
εβραϊκό	еврейская
εβραϊκό	еврей
εβραϊκό	евреи
εβραϊκό	иврит
εβραϊκό	еврейский
δημιουργό	творец
δημιουργό	создатель
θάνος	танос
φόρους	налоги
ακριβείς	точная
ακριβείς	точные
ακριβείς	точный
ακριβείς	точное
ακριβείς	точные
ακριβείς	точная
ακριβείς	точный
ακριβείς	точной
ευγενή	благородные
ευγενή	благородно
ευγενή	благородный
ευγενή	благородная
ευγενή	благородных
δίδυμο	дуэт
δίδυμο	близнец
ουάσιγκτον	вашингтон
πατέρες	отцов
πατέρες	отцы
γαλάζιο	синий
γαλάζιο	blue
γαλάζιο	синие
γαλάζιο	голубые
γαλάζιο	голубой
γαλάζιο	azure
οικολογία	экологии
πτώμα	body
πτώμα	тела
πτώμα	тело
πτώμα	труп
ερωμένη	хозяйка
ερωμένη	любовница
ερωμένη	госпожа
ερωμένη	возлюбленный
ερωμένη	любовник
διασπορά	дисперсии
διασπορά	отклонение
διασπορά	рассеивания
διασπορά	распространение
διασπορά	распространения
καύση	ожог
καύση	сжечь
καύση	гореть
καύση	сжигания
καύση	сжигание
καύση	горит
καύση	сжигание
καύση	сжигания
καύση	сжигание
λετονίας	латвия
λετονίας	латвии
υπόγειο	подполье
υπόγειο	подземные
υπόγειο	метро
υπόγειο	подземный
υπόγειο	подвал
υπόγειο	подвале
ποινές	санкции
ποινές	штрафы
ποινές	наказания
ποινές	приговоры
αντίστροφο	обратное
αντίστροφο	обратная
αντίστροφο	вспять
αντίστροφο	обратная
αντίστροφο	обратный
αντίστροφο	обратное
ίντερνετ	интернет
ίντερνετ	internet
πεκίνο	пекин
πεκίνο	пекинской
ανοίγματα	отверстия
κρύο	холодная
κρύο	холодное
κρύο	холодный
κρύο	холодно
κρύο	холод
ψηφοφόροι	избиратели
ψηφοφόροι	избирателей
διάλογος	диалог
διάλογος	диалог
αντάντ	адад
φορώντας	ношение
τατζικιστάν	таджикистан
τατζικιστάν	таджикистана
σάιμον	симон
σάιμον	саймон
ύπαιθρο	деревне
χαλκό	меди
χαλκό	коп
χαλκό	медь
ουρουγουάης	уругвая
ουρουγουάης	уругвай
ουρουγουάης	уругвае
χαρακτηρισμός	обозначение
χαρακτηρισμός	назначение
χαρακτηρισμός	характеристика
τρύπες	дыры
τρύπες	отверстия
τρύπες	дырки
άμμο	песок
αποθήκες	склады
αποθήκες	складов
πλάσμα	плазмы
πλάσμα	тварь
πλάσμα	существо
κλειδιά	ключи
κλειδιά	клавиши
ισλαμικό	исламские
ισλαμικό	исламская
ισλαμικό	исламский
ισλαμικό	исламское
δικαστής	судья
δικαστής	магистрат
φρούρια	крепостей
φρούρια	крепости
φρούρια	крепости
δυνατά	громко
δυνατά	громкий
τοπολογία	топология
πολωνοί	польская
πολωνοί	польши
πολωνοί	польский
πολωνοί	поляки
πράσινοι	зелень
πράσινοι	зелёные
άξονες	осей
άξονες	оси
αυτοκινητόδρομος	автомагистрали
αυτοκινητόδρομος	шоссе
αυτοκινητόδρομος	шоссе
βίβλο	библия
βίβλο	библию
βίβλο	библии
πιέτρο	пьетро
μπρόντγουεϊ	бродвей
κάθετη	вертикальные
κάθετη	вертикальной
κάθετη	вертикально
κάθετη	вертикали
βίκτωρ	виктор
βίκτωρ	виктор
υποδιαιρέσεις	подразделения
πράσινα	зелёные
πράσινα	зелень
πράσινα	зелёный
πράσινα	зелёная
πράσινα	зеленый
θιβέτ	тибетский
θιβέτ	тибет
υποσχέθηκε	обещал
υποσχέθηκε	пообещал
υποσχέθηκε	обещала
υποσχέθηκε	обещали
σχεδιαστές	дизайнеров
σχεδιαστές	дизайнеры
λευκορωσίας	белорусские
καλλιτεχνικές	художественная
καλλιτεχνικές	художественных
καλλιτεχνικές	художественный
καλλιτεχνικές	художественные
προσωπικός	личная
προσωπικός	личные
προσωπικός	личное
προσωπικός	личного
προσωπικός	личный
αναλογίες	пропорции
αναλογίες	соотношения
αναλογίες	коэффициенты
δωρεές	пожертвования
ακριβές	точная
ακριβές	точные
ακριβές	точный
ακριβές	точное
ακριβές	точные
ακριβές	точная
ακριβές	точный
ακριβές	точной
ακριβές	точная
ακριβές	точный
μεσοποταμία	месопотамии
νοσοκομεία	больницы
καρδινάλιος	кардинал
επώνυμα	фамилии
επώνυμα	фирменных
παραδοσιακός	традиционный
παραδοσιακός	традиционная
παραδοσιακός	традиционные
παραδοσιακός	традиционное
αποφασιστική	решающий
αποφασιστική	решительный
αποφασιστική	решительные
επιλεγμένα	выбранный
επιλεγμένα	выбран
επιλεγμένα	выбранные
επιλεγμένα	выбрано
επιλεγμένα	подборка
αγγελική	анжелика
προτιμήσεις	преференций
προτιμήσεις	предпочтения
έλξης	тяги
έλξης	влечение
ψήφισαν	проголосовал
ψήφισαν	проголосовали
ψήφισαν	голосовал
ψήφισαν	голосовали
ψήφισαν	проголосовала
τσώρτσιλ	черчилль
ομαλή	гладко
κληρικοί	священнослужителей
εξυπηρέτηση	обслуживание
εξυπηρέτηση	услуга
εξυπηρέτηση	служба
εξυπηρέτηση	сервис
εξυπηρέτηση	службы
εξυπηρέτηση	услуги
εξυπηρέτηση	обслуживание
τζέρι	джерри
τζέρι	джерри
παραμύθια	сказки
παραμύθια	сказки
ρούζβελτ	рузвельт
ρούζβελτ	рузвельта
ενορίες	приходы
κανόνια	пушки
κανόνια	пушки
κανόνια	пушка
γάμους	свадеб
γάμους	свадьбы
γάμους	браков
γάμους	браки
μελετήσει	изучал
μελετήσει	изучил
μελετήσει	учился
μελετήσει	изучен
μελετήσει	училась
φαινομενικά	якобы
παρασκευάζεται	изготовленные
παρασκευάζεται	изготовлены
γλυκά	сладости
γλυκά	кэнди
γλυκά	конфеты
γλυκά	сладкий
γλυκά	сладкие
γλυκά	сладкая
αδριατική	адриатического
ολόκληρα	целые
ολόκληρα	целая
ολόκληρα	целые
ολόκληρα	целое
ολόκληρα	целиком
ταφή	похороны
ταφή	захоронения
ταφή	захоронение
μονπελιέ	монпелье
σεραφείμ	серафим
εκπομπών	выбросы
εκπομπών	выбросы
φλοιό	кора
φλοιό	барк
φλοιό	кора
μακάμπι	маккаби
ιντερτότο	интертото
ανώνυμη	анонимные
ανώνυμη	анонимность
ανώνυμη	анонимный
ανώνυμη	анонимных
ανώνυμη	анонимно
ομιλητές	ораторов
ομιλητές	ораторы
ομιλητές	выступающие
πεπερασμένο	конечное
πεπερασμένο	конечный
πεπερασμένο	конечных
εισοδήματος	доход
εισοδήματος	поступления
εισοδήματος	доходы
μετανάστευσε	эмигрировал
μεγαλώνει	растет
μεγαλώνει	растущий
μεγαλώνει	растущей
μεγαλώνει	растущая
μεγαλώνει	растёт
μεγαλώνει	растет
κόλπους	бейс
δανιήλ	дэниэл
δανιήλ	дэниел
δανιήλ	даниель
δανιήλ	даниэль
φαρμακευτική	фармацевтических
φαρμακευτική	фармацевтических
συνδρομή	помощь
συνδρομή	подписка
συνδρομή	подписки
καππαδοκίας	каппадокии
ετιέν	этьен
παραδόθηκαν	доставлена
παραδόθηκαν	доставлено
παραδόθηκαν	доставлен
παραδόθηκαν	доставлены
παραδόθηκαν	сдались
παραδόθηκαν	сдалась
παραδόθηκαν	сдался
πεδιάδες	равнины
κορμό	туловища
ακυρώθηκε	отменена
ακυρώθηκε	отменено
ακυρώθηκε	отменен
ακυρώθηκε	отменены
ακυρώθηκε	отменена
ακυρώθηκε	отменил
ακυρώθηκε	отменено
ακυρώθηκε	отменен
δραματικά	резко
ναυτικά	морских
ναυτικά	морская
τροία	трой
κατάλαβε	пойми
κατάλαβε	понимаю
κατάλαβε	понять
αμμωνία	аммиака
διευκολύνει	способствует
διευκολύνει	облегчает
καθολικών	католики
καθολικών	католиков
τρότσκι	троцкий
αρετή	добродетель
αρετή	добродетели
ηφαίστεια	вулканов
κωμωδίες	комедии
σουτ	выстрел
σουτ	кадр
σουτ	застрелил
σουτ	застрелен
αντικαθιστά	заменяет
εντυπώσεις	показы
εντυπώσεις	впечатления
συγκεντρώθηκαν	собраны
συγκεντρώθηκαν	собрались
αιχμαλώτους	пленных
θεμελιώδεις	фундаментальные
κλικ	щелчок
κλικ	клик
κλικ	нажмите
κλικ	клики
κλικ	кликов
θρύλο	легенды
θρύλο	легенда
προτροπή	оперативного
επιτυχής	успешное
επιτυχής	успешные
επιτυχής	успешно
επιτυχής	успешного
επιτυχής	успешная
επιτυχής	успешный
επιτυχής	успех
επιτυχής	успеха
δεκαέξι	шестнадцать
δεκαέξι	sixteen
φρεντ	фред
μπραντ	бред
μπραντ	брэд
έλεν	эллен
έλεν	элен
έλεν	элен
έλεν	хелен
κομητείες	графства
κομητείες	округа
κομητείες	графствах
ψάχνει	смотрю
ψάχνει	ищу
χαμ	ветчина
εκκεντρότητα	эксцентриситет
διάσωσης	спасатели
διάσωσης	спасти
διάσωσης	спасение
σιγκαπούρη	сингапур
σιγκαπούρη	сингапура
σιγκαπούρη	сингапуре
δασκάλους	учителя
δασκάλους	преподаватели
δασκάλους	учителей
δασκάλους	преподавателей
κολοράντο	колорадо
λαχανικά	овощи
απαγορεύει	запрещает
απαγορεύει	запрещает
ευτυχία	счастья
ευτυχία	счастье
συνδεδεμένο	связаны
συνδεδεμένο	связанный
συνδεδεμένο	связанные
κρεβάτι	кровати
κρεβάτι	постель
κρεβάτι	кровать
τομπάγκο	тобаго
ξύλινα	деревянные
ξύλινα	деревянный
βικτόρια	victoria
βικτόρια	виктория
μειονέκτημα	недостаток
υποβιβαστεί	понизили
υεμένης	йемен
υεμένης	йемена
υεμένης	йемена
βέλος	стрелы
βέλος	стрелка
βέλος	стрела
βέλος	стрелки
μαγεία	волшебство
μαγεία	волшебная
μαγεία	magic
μαγεία	магия
μαγεία	колдовство
αστυνομικός	cop
αστυνομικός	коп
αστυνομικός	полицейский
αστυνομικός	кс
αστυνομικός	полицейский
σίδνεϊ	сидни
σίδνεϊ	сидней
επιχειρησιακή	оперативный
επιχειρησιακή	оперативной
ικανή	способные
ικανή	способных
ικανή	способная
ικανή	способный
έβανς	эванс
απομνημονεύματα	мемуары
απομνημονεύματα	мемуары
βίκι	вики
βίκι	викки
βίκι	вики
μήνας	месяц
μήνας	месяца
ανεπίσημα	неофициально
ανεπίσημα	неофициальный
ανεπίσημα	неофициальные
ανεπίσημα	неофициальная
ανεπίσημα	неофициально
φυσιολογικά	обычно
στάθμη	уровень
στάθμη	уровня
στάθμη	level
απότομα	крутых
απότομα	резко
ρουμανική	румынии
στέλλα	стелла
δικηγόροι	адвокаты
δικηγόροι	юристов
δικηγόροι	юристы
δικηγόροι	адвокатов
δικηγόροι	адвокаты
κατάλοιπα	остаток
κατάλοιπα	остатки
κατάλοιπα	остаточного
κατάλοιπα	остатки
σπουδαστές	учащиеся
σπουδαστές	ученики
σπουδαστές	студентов
σπουδαστές	студенты
παύση	приостановлена
παύση	приостановлено
παύση	приостановить
παύση	пауза
λετονία	латвия
λετονία	латвии
αργίες	праздники
εισαγγελέας	прокурор
εισαγγελέας	обвинитель
νταβίντ	дэвид
νταβίντ	давид
περιστάσεις	обстоятельства
γραφική	граф
γραφική	график
κάρολ	кэрол
κάρολ	кэрролл
χωρισμένη	развелись
χωρισμένη	развелась
μπαρμπούντα	барбуда
διαφορετικοί	разные
διαφορετικοί	различных
χένρυ	генрих
χένρυ	анри
χένρυ	генри
συμβολική	символическое
κλειστά	закрыта
κλειστά	закрыто
κλειστά	закрытая
κλειστά	закрытое
κλειστά	закрыты
ρύζι	рис
σελίμ	селим
χαβάη	гавайи
αποζημίωση	компенсация
πρόσφατο	недавние
πρόσφατο	последние
πρόσφατο	недавнее
πρόσφατο	недавно
κόμβος	узел
επιθυμητό	желаемое
επιθυμητό	желаемых
επιθυμητό	желательно
πρίγκηπας	принц
πρίγκηπας	принс
πρίγκηπας	князь
κωμικός	комик
κωμικός	комикс
κωμικός	comic
κωμικός	комик
τομέ	томе
κρατήρα	кратер
καλησπέρα	вечер
καλησπέρα	вечерний
μάη	мая
μάη	мэй
μάη	май
μάη	майские
χάγη	гааге
υποδομές	инфраструктура
καθοριστικό	решающий
καθοριστικό	решительный
καθοριστικό	решительные
ρέιντζερς	рейнджеры
σκι	лыжи
σκι	ски
σκι	лыжи
σκι	ski
σκι	лыжи
εβδομαδιαία	еженедельно
καθορίζουν	определить
ρόμα	цыгане
ρόμα	рома
μίτσελ	митчел
μίτσελ	митчелл
βανουάτου	вануату
πλούσιος	богат
πλούσιος	богатых
πλούσιος	рич
πλούσιος	богатая
πλούσιος	богатый
πλούσιος	богатые
πλούσιος	богатых
πλούσιος	богатый
πλούσιος	богатые
παρακολούθησης	мониторинга
παρακολούθησης	контроль
παρακολούθησης	наблюдение
παρακολούθησης	мониторинг
ευημερία	благосостояние
ευημερία	процветания
ευημερία	процветание
φυματίωση	туберкулезом
φυματίωση	туберкулез
αυστραλός	австралийский
αυστραλός	австралийская
αυστραλός	австралии
βρυξελλών	брюсселе
βρυξελλών	брюссель
υποκατηγορίες	подкатегории
ανάσταση	воскрешение
ανάσταση	воскрешения
ανάσταση	воскресение
μπαρμπάντος	барбадосе
μπαρμπάντος	барбадос
μπαρμπάντος	барбадоса
τρινιντάντ	тринидад
απασχόληση	трудоустройство
απασχόληση	занятость
τζόναθαν	джонатан
κληρονόμησε	унаследовал
αδελφότητα	братство
αδελφότητα	братства
αδελφότητα	братство
συντηρητικό	консервативные
βορειοδυτικό	northwest
διαχειρίζεται	управляет
περιορισμός	ограничение
περιορισμός	ограничения
περιορισμός	ограничение
αψίδα	arch
ψήφισε	проголосовал
ψήφισε	проголосовали
ψήφισε	голосовал
ψήφισε	голосовали
ψήφισε	проголосовала
δραχμές	драхм
κράμα	сплав
πανεπιστημίων	университеты
φιλίπ	филипп
φιλίπ	филип
κάμπος	кампус
κάμπος	кампос
τόγκο	того
μνεία	citation
γάτες	кошек
γάτες	коты
γάτες	кошки
ριντ	рейд
ριντ	рид
ριντ	рид
νόμιμη	законных
νόμιμη	законное
νόμιμη	законные
νόμιμη	законная
νόμιμη	законный
νόμιμη	юридический
νόμιμη	правовая
νόμιμη	правовой
νόμιμη	юридическая
νόμιμη	законных
νόμιμη	законные
χρήσιμα	полезная
χρήσιμα	полезное
χρήσιμα	полезный
χρήσιμα	полезно
χρήσιμα	полезные
γυμναστική	гимнастику
γυμναστική	тренировки
γυμναστική	тренировка
γυμναστική	тренировку
γυμναστική	гимнастика
ανάβαση	восхождение
ανάβαση	вознесения
ανάβαση	восхождение
ανάβαση	восхождение
ανάβαση	восхождение
λιμένες	портов
λιμένες	порты
κόμβους	узлы
κόμβους	узлы
κόμβους	узлов
κόμβους	узлы
παρθένος	девы
παρθένος	дева
παρθένος	девственница
παρθένος	виргинских
παρθένος	дева
λίβανο	ливан
λίβανο	ливана
λίβανο	ливане
δεξαμενές	водохранилищ
δεξαμενές	танки
δεξαμενές	цистерны
δεξαμενές	танков
εγκρίνει	одобряет
εγκρίνει	утверждает
εγκρίνει	утвердить
εγκρίνει	одобрить
εγκρίνει	одобряю
οσμή	запах
τήρηση	соблюдение
καίσαρ	цезарь
εμποδίζει	препятствует
εμποδίζει	предотвращает
συμπλήρωση	завершение
συμπλήρωση	завершения
συμπλήρωση	дополнить
συμπλήρωση	дополнять
συμπλήρωση	дополнение
συμπλήρωση	дополнения
συμπλήρωση	дополнить
κλαύδιος	клавдий
στίχος	стих
πρόσληψη	вербовки
πρόσληψη	набор
πρόσληψη	вербовка
πρόσληψη	наем
πρόσληψη	найма
κυβερνήτες	губернаторов
κυβερνήτες	управляющих
κυβερνήτες	капитаны
κυβερνήτες	правители
επισκέψεις	поездки
επισκέψεις	визиты
επισκέψεις	посещений
επισκέψεις	посещения
επέζησε	выжить
επέζησε	пережить
επέζησε	выжили
επέζησε	выжила
επέζησε	пережил
επέζησε	выжил
σοσιαλιστικής	социалистическая
σοσιαλιστικής	социалистической
θύρα	врата
θύρα	ворота
θύρα	порт
θύρα	порту
ζημιά	повреждено
ζημιά	поврежден
ζημιά	повреждена
ζημιά	повреждены
ζημιά	ущерб
ζημιά	повреждение
ζημιά	вред
ζημιά	повреждения
γιούρι	юрий
γιούρι	ури
λίρα	лир
λίρα	фунт
σκοτεινό	тёмный
σκοτεινό	темно
σκοτεινό	dark
σκοτεινό	темная
σκοτεινό	темноте
σκοτεινό	тёмная
λεωφορεία	автобусы
λεωφορεία	автобусов
ζερμέν	жермен
πρόσθετα	добавки
πρόσθετα	добавок
πρόσθετα	модули
πρόσθετα	плагины
πλούτωνα	плутон
κρατίδια	земель
τζέι	джей
αμοιβαία	взаимный
αμοιβαία	взаимно
αμοιβαία	взаимной
αμοιβαία	взаимные
αμοιβαία	взаимная
αναλόγως	соответственно
καταιγίδα	шторм
καταιγίδα	буря
καταιγίδα	гроза
μπλάκμορ	блэкмор
λιβάδια	луга
λιβάδια	луга
αλγεβρική	алгебраическая
τρίτες	вторникам
τόξου	арк
τόξου	arc
τόξου	дуги
βυθίστηκε	потопил
βυθίστηκε	затонул
ενδιαφέρουσα	интересное
ενδιαφέρουσα	интересная
ενδιαφέρουσα	интересный
ενδιαφέρουσα	интересно
ενδιαφέρουσα	интересные
διαφάνεια	прозрачность
αντιρρήσεις	возражения
αντιρρήσεις	возражений
δημιουργοί	создатели
δημιουργοί	творцов
δημιουργοί	авторов
δημιουργοί	авторы
μπουτάν	бутан
μπουτάν	бутане
αιώνια	вечная
αιώνια	вечное
αιώνια	вечный
αιώνια	вечная
αιώνια	вечной
αιώνια	вечно
ενθουσιασμό	волнения
ενθουσιασμό	волнение
ενθουσιασμό	возбуждение
ενθουσιασμό	энтузиазм
λοατ	лгбт
γιοχάνες	иоганн
ανακατασκευή	восстановить
ανακατασκευή	перестроить
ανακατασκευή	восстанавливать
ανακατασκευή	реконструкция
ανακατασκευή	реконструкцию
ανακατασκευή	восстановление
αξιωματούχοι	чиновники
νύφη	невеста
βασανιστήρια	мучает
βασανιστήρια	пытка
βασανιστήρια	пытки
βασανιστήρια	пыток
καλημέρα	утро
καλημέρα	morning
κάλτσιο	calcio
κρατούμενοι	заключенных
κρατούμενοι	заключенные
κρατούμενοι	заключенных
κρατούμενοι	заключенные
κρατούμενοι	задержанные
κρατούμενοι	задержанных
κρατούμενοι	заключенные
τοσκάνης	тосканской
διερεύνηση	следствие
διερεύνηση	расследование
σύνθετο	составных
σύνθετο	составные
σύνθετο	комплекс
σύνθετο	сложная
σύνθετο	сложные
σύνθετο	сложных
σύνθετο	сложный
μειονότητα	меньшинства
μειονότητα	меньшинство
ήπια	мягкой
ήπια	пила
ήπια	пили
ήπια	выпил
ήπια	пил
προσωρινός	временный
προσωρινός	временная
προσωρινός	временное
προσωρινός	временно
προσωρινός	временные
προσωρινός	временный
προσωρινός	временная
χειμώνας	зимняя
χειμώνας	зимний
χειμώνας	зима
χειμώνας	винтер
χειμώνας	зимние
ανέβασε	загрузил
ανέβασε	загружены
ανέβασε	загрузили
ανέβασε	загружен
κυριαρχούν	доминировать
κυριαρχούν	доминируют
προκήρυξη	провозглашение
όνειρα	сон
όνειρα	dream
όνειρα	мечта
όνειρα	сны
όνειρα	мечты
συμμαχικές	союзников
βασικού	базовые
βασικού	основные
βασικού	базовый
βασικού	базовая
βασικού	basic
κρατουμένων	задержанные
κρατουμένων	задержанных
κρατουμένων	заключенные
αποκαταστάθηκε	восстановлено
αποκαταστάθηκε	восстановлен
αποκαταστάθηκε	восстановлены
σιβηρία	сибирь
σιβηρία	сибири
απορρόφηση	поглощения
απορρόφηση	поглощение
αναβάθμιση	обновить
μογγολία	монголии
μογγολία	монголия
διαλύεται	растворяется
διαλύεται	распустить
τελικοί	финал
χωριστά	отдельно
χωριστά	раздельно
χωριστά	отдельная
χωριστά	отделить
χωριστά	отдельный
χωριστά	отдельное
φίσερ	фишер
φίσερ	фишер
συσχέτιση	корреляции
πολωνικά	польская
πολωνικά	польши
πολωνικά	польский
κέιν	кейн
κέιν	кейн
κέιν	кейн
ορθογώνιο	прямоугольник
ορθογώνιο	прямоугольные
λάος	лаос
πανοραμική	панорамный
πανοραμική	панорама
κοινωνιολογία	социологии
φτώχεια	бедность
φτώχεια	бедности
φτώχεια	нищета
φτώχεια	нищету
φτωχή	бедные
φτωχή	бедный
φτωχή	бедная
φτωχή	бедных
στίχο	стих
φρανκφούρτη	франкфурте
φρανκφούρτη	франкфурт
ιουστινιανού	юстиниан
κύριε	сэр
κύριε	сер
μυστήρια	тайны
θάλαμο	камера
θάλαμο	палата
καταδίκασε	приговорен
καταδίκασε	приговорил
καταδίκασε	осудил
καταδίκασε	осудила
καταδίκασε	осуждает
καταδίκασε	осудили
περιφερειακά	региональные
περιφερειακά	региональная
περιφερειακά	региональный
περιφερειακά	региональных
νύμφη	нимфа
βιογραφίες	биография
βιογραφίες	биографии
κάμερα	камера
κάμερα	камеру
κάμερα	фотоаппарат
βαβυλώνα	вавилон
τραγικό	трагический
τραγικό	трагические
τραγικό	трагических
τραγικό	трагедия
τραγικό	трагическая
ανθρωπότητα	человечество
ανθρωπότητα	человечности
ανθρωπότητα	человечность
ανθρωπότητα	человечество
παπά	проповедник
παπά	священник
παπά	священника
παπά	священник
αντιπρόσωποι	представителям
αντιπρόσωποι	представителей
αντιπρόσωποι	представители
αντιπρόσωποι	делегаты
αντιπρόσωποι	делегатов
ναυάγιο	кораблекрушения
ναυάγιο	крушение
ναυάγιο	разрушить
επιβεβαιώνεται	подтверждена
επιβεβαιώνεται	подтверждено
επιβεβαιώνεται	подтверждаю
παράγωγο	производная
ζυρίχη	цюрих
ζυρίχη	цюрихе
συγνώμη	прости
συγνώμη	извините
σχετικότητας	относительности
στέψη	коронации
λουκ	люка
λουκ	люк
απαίτησε	требовала
απαίτησε	потребовал
απαίτησε	требовал
βομβαρδισμό	обстрел
βομβαρδισμό	обстрелы
βομβαρδισμό	бомбардировки
βομβαρδισμό	взрыв
βομβαρδισμό	бомбардировки
βίαιη	насильственные
τρένα	поезда
φωλιές	гнезда
κέπλερ	kepler
καπετάνιος	капитан
καπετάνιος	шкипер
κυκλικό	циклическая
κυκλικό	циркуляр
φίλε	чувак
φίλε	чел
φίλε	мужик
φίλε	человек
φίλε	мужчина
φίλε	man
αμίνη	амин
ηφαιστειακή	вулканической
παπούτσια	ботинки
παπούτσια	туфли
παπούτσια	обувь
παπούτσια	обуви
ηθικά	морально
χόφμαν	хоффман
χόφμαν	хоффман
οντάριο	онтарио
προσεκτικά	тщательно
προσεκτικά	бережно
προσεκτικά	внимательно
πρωτεύουσες	столицы
πρωτεύουσες	столиц
πρωτεύουσες	столицах
βατικανό	ватикан
βατικανό	ватикана
χρησιμότητα	полезность
χρησιμότητα	полезность
χρησιμότητα	полезности
ακούσει	слышали
ακούσει	услышал
ακούσει	слышал
ακούσει	слышала
παρουσιάζοντας	представляем
φυλάσσεται	охраняется
γουίλσον	уилсон
ηρώδη	ирод
υποψηφίων	кандидатов
υποψηφίων	кандидаты
επαρκώς	адекватно
στηβ	стива
στηβ	стив
πολύτιμα	прелесть
πολύτιμα	драгоценных
πολύτιμα	драгоценные
πολύτιμα	драгоценный
πράκτορες	агентов
πράκτορες	агенты
ομοιότητα	сходство
ομοιότητα	сходства
ομοιότητα	сходство
διαφημίσεις	объявления
διαφημίσεις	ads
διαφημίσεις	реклама
οπλισμό	вооружение
οπλισμό	вооружения
οπλισμό	вооружений
φυσιολογική	нормальный
φυσιολογική	нормальная
φυσιολογική	нормально
φυσιολογική	обычный
φυσιολογική	нормальное
δεκαετιών	десятилетий
δεκαετιών	десятилетиями
δεκαετιών	десятилетия
σταυροφόροι	крестоносцев
γουόλτερ	уолтер
γουόλτερ	вальтер
άνετα	удобный
άνετα	удобно
άνετα	удобная
άνετα	удобные
άνετα	удобный
άνετα	удобно
άνετα	удобная
άνετα	комфортно
άνετα	удобные
τζούλια	джулия
τζούλια	юлия
τζούλια	джулия
τζούλια	юля
οξφόρδη	оксфорд
απορρίπτει	отвергает
ατλάντα	атланте
μον	мон
μον	мон
μον	пн
γνωριμία	знакомство
γνωριμία	знакомый
προσωρινό	временный
προσωρινό	временная
προσωρινό	временное
προσωρινό	временно
προσωρινό	временные
πληροί	встречает
λιοντάρια	львы
λιοντάρια	львов
μαρίνο	марино
έντυπο	форме
έντυπο	форма
έντυπο	бланк
έντυπο	формуляр
έντυπο	форму
τριλογία	трилогия
μεταλλική	металлический
μονοπάτια	пути
μονοπάτια	путей
μονοπάτια	пути
πακέτα	пакеты
πακέτα	упаковки
πακέτα	пакеты
πακέτα	пакеты
συνεχές	непрерывный
συνεχές	непрерывно
συνεχές	постоянного
συνεχές	непрерывное
συνεχές	континуум
επιφανειακή	поверхностные
πνεύματα	духи
πνεύματα	духов
αντουάν	антуан
λοίμωξη	инфекция
λοίμωξη	инфекции
εμίλ	эмиль
εμίλ	эмиль
απόπειρες	попытки
τηλέφωνο	телефон
τηλέφωνο	телефон
επαρκή	адекватных
επαρκή	адекватное
επαρκή	достаточное
επαρκή	адекватные
επαρκή	достаточное
επαρκή	достаточный
επαρκή	достаточная
εβραϊκά	иврит
εβραϊκά	еврейский
ασυνήθιστο	необычный
ασυνήθιστο	необычная
ασυνήθιστο	необычное
ασυνήθιστο	необычно
ασυνήθιστο	необычные
ασυνήθιστο	редкость
έγκυος	беременная
έγκυος	беременные
έγκυος	беременна
κριμαία	крым
λάνκαστερ	ланкастер
σύμμαχος	элли
σύμμαχος	союзник
καθίσματα	места
καθίσματα	сиденья
χαρτοφυλακίου	портфолио
χαρτοφυλακίου	портфеля
χαρτοφυλακίου	портфель
διανέμεται	распространенный
διανέμεται	распространено
διανέμεται	распространен
διασποράς	кассетных
διασποράς	скопление
άρνολντ	арнольд
σπόρους	семена
μπέιζμπολ	бейсбол
επεκτάσεις	расширения
επεκτάσεις	продления
τζιμπουτί	джибути
επίτευγμα	достижение
επίτευγμα	достижение
επίτευγμα	достижения
πιστεύοντας	веря
όψεις	стороны
τζούνιορ	младшие
τζούνιορ	джуниор
τζούνιορ	младший
φεγγάρι	мун
φεγγάρι	луна
φεγγάρι	луну
τηλεπικοινωνιών	связь
τηλεπικοινωνιών	телекоммуникаций
τηλεπικοινωνιών	телекоммуникации
δημιουργική	творческих
δημιουργική	творческая
δημιουργική	творческий
δημιουργική	оформление
μπενφίκα	бенфика
στεφάνι	обруч
στεφάνι	венок
κουν	кун
κουν	кун
σκληρότητα	жестокость
σκληρότητα	жестокости
σκληρότητα	твердость
ανοικοδόμηση	реконструкция
ανοικοδόμηση	реконструкцию
ανοικοδόμηση	восстановление
μότσαρτ	моцарта
μότσαρτ	моцарт
στρατηγούς	генералов
ρένα	рена
εξηγήσεις	пояснения
εξηγήσεις	объяснения
εξηγήσεις	разъяснения
αλμπέρτο	альберто
πληρωμή	оплатить
πληρωμή	платить
πληρωμή	заплатить
πληρωμή	оплата
πληρωμή	оплата
πληρωμή	платежи
πληρωμή	выплата
πληρωμή	платеж
πληρωμή	оплаты
ξενοφών	ксенофонт
λύσει	решить
υπόσχεση	обещаю
υπόσχεση	обещание
υπόσχεση	залог
τουβαλού	тувалу
τόνγκα	тонга
μπροστινό	передние
μπροστινό	передняя
μπροστινό	фронт
θηλαστικών	млекопитающих
φόρου	налоговых
φόρου	налог
φόρου	налоги
φόρου	налоговая
βερόνα	верона
πάρκερ	паркер
γερουσιαστές	сенаторов
ενωμένη	объединенные
ενωμένη	united
