вчителі	מורים
протести	מחאה
протести	מחאות
ельзас	אלזס
шеф	שף
шеф	השף
шеф	שפית
шеф	המפקדת
шеф	ראשי
завтра	מחר
завтра	המחר
боксери	מתאגרפים
боксери	בוקסר
жозеф	יוסף
зупинка	עצירה
зупинка	עוצר
зупинка	עוצרת
зупинка	עוצרים
зупинка	הפסיק
зупинка	נעצרה
зупинка	עצר
зупинка	עצור
поліцейських	שוטרים
допомагати	עוזרת
допомагати	עוזר
дзвін	פעמונים
дзвін	פעמוני
дзвін	פעמון
дзвін	בל
проміжок	מרווח
удари	ברזי
удари	אגרופים
холодний	קולד
холодний	קרים
холодний	קור
холодний	קר
кавалерії	פרשים
кавалерії	הפרשים
сорок	ארבעים
сорок	forty
вантажний	משא
епізоди	פרקים
відпочинок	פנאי
відпочинок	בילוי
відпочинок	לנוח
відпочинок	השאר
відпочинок	מנוחה
відпочинок	נוחי
відпочинок	תנוח
автомат	המכונה
автомат	מכונת
автомат	מכונה
калію	אשלגן
кінцівок	גפיים
цифр	ספרות
змінився	שינה
змінився	השתנה
змінився	השתנו
змінився	השתנתה
замінено	החליף
замінено	הוחלף
замінено	הוחלפו
пів	מחצית
пів	חצי
спираючись	נשען
спираючись	נוטה
спираючись	נשענת
подвійний	מכפיל
подвійний	כפול
подвійний	דאבל
подвійний	זוגי
вирішують	פתור
вирішують	נחישות
вирішують	לפתור
нараховується	הוענק
сортування	מיון
сортування	מיון
розробок	התפתחויות
організми	אורגניזמים
красний	קרסני
десант	תקיפה
місій	משימות
путін	פוטין
юридичні	חוקי
юридичні	משפטי
юридичні	חוקית
юридичні	חוקיים
юридичні	חוקיות
труси	תחתונים
труси	תחתונים
труси	מתאגרפים
труси	בוקסר
пишеться	בלחש
пишеться	לחש
пишеться	כישוף
пишеться	הכישוף
пишеться	מאוית
організували	ארגן
барбара	ברברה
виняток	חריגה
законодавчих	המחוקקת
знижує	פוחת
колу	קוקאין
колу	קולה
сосни	פיינס
павільйон	ביתן
копіювання	עותק
копіювання	העתק
копіювання	העתקה
копіювання	העתקה
копіювання	מעתיק
подарунок	מתנה
подарунок	מתנה
подарунок	הווה
подарунок	נוכח
буркіна	בורקינה
блиск	לזרוח
осип	אוסיפ
продати	למכור
продати	מכור
аркадій	ארקדי
помічника	עוזרת
помічника	עוזר
стамбул	איסטנבול
рівність	שוויון
рівність	שיוויון
іноземців	זרים
захоплено	לוכד
захоплено	פלש
захоплено	פלשו
фаза	שלב
відчуває	חוש
відчуває	חושים
прочитати	קראי
прочитати	לקרוא
прочитати	קרא
прочитати	קריאה
мовознавство	בלשנות
існуючі	קיימת
існуючі	קיימות
існуючі	קיים
існуючі	קיימים
електроніка	אלקטרוניקה
електроніка	אלקטרונית
електроніка	אלקטרוני
зімбабве	זימבבואה
координації	תיאום
перетворити	המרה
перетворити	להמיר
зварювання	ריתוך
ескадрильї	טייסת
дизайнер	מעצבים
дизайнер	מעצבת
дизайнер	מעצב
дощів	גשום
цинку	אבץ
узагальнення	הכללה
комуністи	קומוניסטים
комуністи	הקומוניסטים
судові	משפט
ленін	לנין
болгарський	בולגריה
болгарський	בולגרית
говорили	מדבר
говорили	דיבורים
говорили	מדברת
говорили	דיבור
говорили	דיברה
говорили	דיבר
говорили	דיברה
говорили	דיבר
фрукти	פרי
фрукти	פירות
фрукти	פירות
марсі	מרסי
марсі	מארסי
міф	מיתוס
міф	מיתולוגיה
промені	קורות
промені	קרני
промені	קרניים
партнер	פרטנר
партнер	שותפה
партнер	שותף
дельта	דלתא
дельта	דלתה
чудовий	נפלאים
чудовий	נפלא
чудовий	לתפארת
чудовий	נפלאה
очікування	מחכה
очікування	ממתינה
очікування	ממתינים
очікування	ממתין
очікування	מחכים
налаштування	הגדרות
налаштування	הגדרה
налаштування	התקנה
налаштування	תצורה
налаштування	העדפות
налаштування	הגדרות
налаштування	ההגדרות
рушій	מנוע
навички	מיומנויות
навички	כישורים
завдали	גרמה
завдали	נגרם
зустрічей	פגישות
зустрічей	תורים
зустрічей	פגישות
зустрічей	מפגשים
зустрічей	ישיבות
діалог	השאילתה
діалог	דיאלוג
діалог	דיאלוג
едо	אדו
порошенко	פורושנקו
лівих	שמאלנים
купити	לרכישה
купити	קנייה
купити	רכישה
купити	קנה
купити	קנייה
купити	תקנה
купити	קונים
купити	לקנות
геральдика	הרלדיקה
цивільний	אזרחי
цивільний	אזרחית
цивільний	אזרחית
цивільний	אזרח
цивільний	אזרחי
потяги	רכבות
принцеси	נסיכות
доставки	משלוחים
доставки	משלוח
неволі	לשמוח
неволі	שמחו
практичне	מעשית
практичне	מעשי
завершується	מסתיים
завершується	מסתיימת
завершується	מסתיים
редакторів	עורכים
шини	צמיגים
шини	צמיגי
шини	אוטובוס
шини	האוטובוס
захисники	מגיני
переробка	מיחזור
дане	דיין
житель	האזרח
житель	אזרחית
житель	אזרח
брокгауза	אפרון
демократичний	דמוקרטי
демократичний	דמוקרטית
демократичний	דמוקרטי
протистояти	להתעמת
протистояти	התעמת
сирія	סוריה
індіана	אינדיאנה
боже	אלהים
боже	אלוקים
боже	אלוהים
прикрашені	קישטו
ситуаціях	מצבים
зараження	נגועה
зараження	נגועים
зараження	נגוע
зараження	נשורת
захисників	מגינים
захисників	מגנים
захисників	מגיני
захисників	המגינים
форд	פורד
фірмі	תקיף
юхимович	רספוטין
лід	עופרת
лід	להוביל
лід	קרח
соціалістів	סוציאליסטים
дунай	הדנובה
демо	הדגמה
демо	דמו
прибрати	נקיה
прибрати	נקייה
прибрати	נקי
прибрати	הסרת
прибрати	להסיר
прибрати	הסר
прибрати	הסרה
палаті	וורד
нагірно	נגורנו
темний	אפל
темний	אפלה
темний	חושך
темний	כהה
мусульмани	המוסלמי
мусульмани	מוסלמים
мусульмани	מוסלמית
мусульмани	מוסלמי
мусульмани	מוסלמים
видобування	חילוץ
видобування	המרטש
облога	מצור
ходів	תנועות
ходів	מהלכים
ніколас	ניקולאס
ніколас	ניקולס
брами	גייטס
брами	שערים
уфа	ufa
баррі	ברי
баррі	בארי
лувр	הלובר
фішер	פישר
фішер	פישר
додаткова	תוספת
додаткова	אקסטרה
додаткова	תוספת
припинено	בוטל
припинено	בוטלה
казані	קאזאן
гарно	ניס
гарно	נחמד
геологічних	הגיאולוגי
перекласти	תרגם
перекласти	לתרגם
корі	קורי
корі	קורי
трудові	צירים
поставлені	הישגים
поставлені	ההישגים
перемагає	מנצחת
перемагає	מנצח
перемагає	זכייה
груди	תיבה
груди	חזה
груди	שד
груди	חזה
чекати	חכה
чекати	רגע
допоміжні	עוזרות
допоміжні	עוזרי
допоміжні	עוזרים
вченим	מלומד
птаха	ציפור
птаха	בירד
стадія	הבמה
стадія	שלב
повідомили	הודיע
повідомили	מעודכן
ззовні	בחוץ
ззовні	מחוץ
рейд	הפשיטה
рейд	פשיטת
рейд	פשיטה
пояснив	הסבירה
пояснив	הסברתי
пояснив	הסביר
автоматична	אוטומטי
автоматична	אוטומט
автоматична	אוטומטית
партизани	פרטיזנים
отвори	חורים
отвори	גומות
зближення	גבולות
сухі	יבשים
сухі	יבש
сухі	יבשה
поповнення	מחליפים
поповнення	חיילים
розіграш	הגרלה
розіграш	מסגיר
розіграш	הסגיר
жива	בחיים
жива	חי
фізично	גופנית
фізично	פיזית
фізично	פיזי
дивитися	שעון
дивитися	צפו
дивитися	צפה
дивитися	לצפות
дивитися	צפייה
дивитися	צופה
дивитися	צופים
дивитися	מתבונן
ставлять	גזע
таємниця	תעלומה
таємниця	מסתורין
таємниця	סודית
таємниця	סוד
таємниця	סודיות
таємниця	סודי
таємниця	חשאיות
таємниця	סודיות
творців	היוצרים
творців	יוצרים
застосувати	בקשה
печер	מערות
істини	אמיתות
коротко	בקצרה
коротко	קצר
коротко	תקציר
вагон	עגלה
тяжко	קשה
тяжко	קשיח
нагляду	השגחה
нагляду	פיקוח
ректора	רקטור
описи	תיאורים
куб	הקוביה
куб	קובייה
напали	הותקף
напали	תקף
напали	הותקפה
універсальний	אוניברסלי
універсальний	יוניברסל
подивитися	ראי
подивитися	רואה
подивитися	ראה
подивитися	שעון
подивитися	צפו
подивитися	צפה
подивитися	לצפות
подивитися	תראי
подивитися	תראה
подивитися	תראו
процесори	מעבדים
очікується	צפוי
очікується	ציפיתי
очікується	צפויה
очікується	ציפה
очікується	ממתין
очікується	מצפה
очікується	מצפים
очікується	בהמתנה
очікується	ממתין
матвій	מתיו
печерської	ביצורים
оригінальне	מקוריות
оригінальне	מקוריים
оригінальне	מקורית
оригінальне	מקורי
оригінальне	המקורי
звернутися	להתייעץ
повітряна	אווירי
повітряна	אוויר
повітряна	אייר
повітряна	אויר
подають	שירת
ірак	עירק
ірак	עיראק
гомер	הומר
смирнов	סמירנוב
степ	ערבה
степ	הערבה
степ	סטפ
пострілів	יריות
пострілів	שוטים
пострілів	זריקות
тінь	הצל
тінь	שאדו
тінь	צל
переглянути	עייני
переглянути	עיון
переглянути	עיין
переглянути	ביקורת
переглянути	סקירה
переглянути	ראי
переглянути	רואה
переглянути	ראה
переглянути	צפי
переглянути	צפייה
переглянути	צפה
переглянути	תצוגה
переглянути	הצג
антологія	אנתולוגיה
інтенсивність	עוצמה
інтенсивність	כוח
інтенсивність	חוזק
інтенсивність	עוצמה
інтенсивність	כח
поклав	הופקד
поклав	הפקדה
християни	כריסטיאן
християни	נוצרי
християни	נצרות
християни	נוצרים
християни	הנוצרים
паша	פאשה
викрадення	חטיפה
сусідів	שותפים
горами	ערימות
олівер	אוליבר
фундамент	הקרן
фундамент	קרן
окреме	נפרד
окреме	בנפרד
окреме	נפרדים
позов	תביעה
оподаткування	מיסוי
нагляд	השגחה
нагляд	פיקוח
ходити	הליכה
заборонені	אסורים
заборонені	אסור
заборонені	אסורה
хоккайдо	הוקאידו
волтер	ולטר
волтер	וולטר
орест	אורסטס
ключі	המפתחות
ключі	מפתחות
ключі	אסימונים
ключі	אסימון
салоні	בקתה
салоні	ביתן
землеробство	חקלאות
бак	באק
бак	באק
бак	bac
самка	נשי
самка	נקבה
таблиць	שולחנות
гарольд	הארולד
гарольд	הרולד
турин	טורינו
приєднатися	הצטרף
приєднатися	הצטרפות
приєднатися	הצטרפו
приєднатися	להצטרף
меблі	ריהוט
меблі	רהיטים
відзначено	מציינת
платон	אפלטון
грудей	שד
грудей	חזה
збережені	נשמר
збережені	שמורים
збережені	שמורה
збережені	הציל
сенатор	סנאטור
сенатор	סנטור
буш	בוש
буш	שיח
глибокий	עמוקים
глибокий	עמוקה
глибокий	עמוק
просте	פשוטות
просте	פשוט
просте	פשוטה
просте	פשוטים
хутро	פרווה
зареєстрований	רשום
зареєстрований	רשומה
іванова	איבנובה
дано	דנו
дано	בהינתן
дано	שניתנו
дано	ניתנה
дано	ניתנו
дано	נתון
посадку	נחיתה
посадку	נחיתת
посадку	נוחת
поліпшити	מורגש
скандал	סקנדל
скандал	שערוריה
скандал	שערורייה
скандал	שערוריות
арабські	ערבית
кей	קיי
реп	ראפ
астронавти	אסטרונאוטים
обеліск	האובליסק
патент	פטנט
супер	סופר
аматорів	חובבנים
аматорів	חובבים
їсти	אכילה
їсти	אוכלת
їсти	אוכלים
їсти	לאכול
їсти	תאכל
їсти	תאכלו
відправлення	עזיבה
відправлення	המראות
зручності	נוחות
зручності	נוחיות
прихід	הגעה
прихід	ההגעה
чверть	רבעון
чверть	רבע
протест	התנגדות
протест	המחאה
протест	מחאה
фермі	פרמי
інтенсивно	אינטנסיבי
меню	התפריט
меню	תפריט
меню	תפריטים
брюссель	בריסל
яйце	ביצה
боснія	בוסניה
турецькі	טורקית
турецькі	טורקי
побачила	מסור
побачила	ראיתי
побачила	המסור
побачила	ראה
складна	קשה
складна	קשיח
владимир	ולדימיר
сир	גבינה
трилер	מותחן
путіна	פוטין
сніг	שלג
необхідним	נחוץ
необхідним	הכרחית
необхідним	הכרחי
необхідним	נחוצה
необхідним	צורך
мануель	מנואל
дейв	דייב
візит	בקרי
візит	ביקור
чинний	תקף
чинний	בתוקף
чинний	תקפה
чинний	תוקף
напої	משקה
напої	משקאות
напої	שתייה
напої	משקה
напої	שתה
напої	משקאות
напої	שתייה
напої	משקאות
напої	שתיה
збирають	קצירת
куль	קליעים
куль	כדורים
співає	שרים
співає	שירה
співає	שר
діалектів	ניבים
альфонсо	אלפונסו
класичні	קלאסיקה
класичні	קלאסי
класичні	קלאסית
картах	מפות
грант	גרנט
грант	מענק
грант	גראנט
співав	שרתי
співав	סאנג
фінансова	פיננסי
жук	חיפושית
надані	מסופק
надані	סיפק
надані	בתנאי
ведмідь	דוב
сьомий	שביעי
сьомий	השביעית
протока	מצר
імператриця	קיסרית
імператриця	הקיסרית
ісландія	איסלנד
компаніями	עסקים
компаніями	חברות
заворушення	מתחים
вітри	רוחות
вдова	אלמנה
кан	קאנג
кан	קאן
ботаніка	בוטניקה
надійності	אמינות
грін	גרין
фрази	ביטויים
символіка	סמליות
суха	יבשים
суха	יבש
суха	יבשה
гая	גאיה
розрахунків	יישובים
коломия	קולומיאה
негативний	שליליות
негативний	שלילי
негативний	שלילית
звернув	סטה
вказівки	הנחייה
вказівки	הדרכה
вказівки	הנחיה
вказівки	הנחיות
вказівки	הנחיות
вказівки	הוראות
здобич	טרף
благодійний	צדקה
цезар	קיסר
географ	גאוגרף
теннессі	טנסי
ханство	חאנות
інна	אינה
боббі	בובי
організовані	מאורגן
організовані	מסודרת
організовані	מאורגנת
організовані	מאורגנים
номера	ספורים
номера	מספר
номера	המספר
озброєні	חמוש
озброєні	חמושה
озброєні	חמושים
анголи	אנגולה
приймав	העובד
приймав	עובד
вінсент	וינסנט
графи	גרפים
нікола	ניקולא
нікола	ניקולה
нікола	ניקולה
традиційне	מסורתית
традиційне	מסורתי
традиційне	מסורתיים
підземний	מחתרת
голосувати	הצביעו
голосувати	להצביע
голосувати	הצבעה
голосувати	תצביעו
екологічний	אקולוגית
домашній	הביתה
домашній	הום
домашній	בבית
домашній	הבית
домашній	בית
домашній	home
різноманіття	גיוון
кримінальний	פושע
кримінальний	פלילי
кримінальний	פושעת
кримінальний	פלילית
запиту	השאילתה
соціальне	חברתיות
соціальне	חברתית
соціальне	חברתי
буддизм	בודהיזם
описати	תאר
описати	לתאר
описати	תארי
вихідного	שמקורם
практичні	מעשית
практичні	מעשי
палермо	פלרמו
готовність	מוכן
готовність	מוכנים
готовність	מוכנה
готовність	המוכנות
узбекистан	אוזבקיסטן
залишиться	נשאר
черепа	גולגולת
черепа	סקאל
геометрія	גאומטריה
геометрія	גיאומטריה
учасникам	משתתפים
християнська	כריסטיאן
християнська	נוצרי
християнська	נצרות
справжня	ריאל
справжня	אמיתי
справжня	אמיתית
справжня	אמיתיים
справжня	אמיתיות
ледве	בקושי
шум	רעש
базиліка	בזיליקת
віа	באמצעות
віа	דרך
віа	ויה
релігій	דתות
релігій	הדתות
гальмування	בלימה
атакували	רדף
атакували	נרדף
насадження	שיחים
архіпелаг	הארכיפלג
прорив	פריצת
маркетинг	שיווק
інвестиції	השקעות
інвестиції	השקעה
альберто	אלברטו
футів	רגל
футів	מטר
футів	רגליים
буріння	מקדחה
буріння	תרגיל
складів	הברות
пейзажі	נופים
рекорди	רישומי
рекорди	תקליטים
рекорди	רישומים
рекорди	רשומות
дикі	פראי
дикі	פרוע
дикі	פרא
нести	אשא
нести	לסחוב
нести	לשאת
їжа	מזון
їжа	אוכל
їжа	מאכל
білгород	בלגורוד
християнський	כריסטיאן
християнський	נוצרי
християнський	נצרות
морально	מוסרית
морально	חברתית
показані	מוצגים
показані	מוצג
показані	המוצג
показані	מוצגים
показані	מוצגת
показані	מוצג
повертаються	מחזירה
думав	מחשבה
думав	חשבתי
думав	חשב
думав	חשבה
громадське	ציבורית
громадське	ציבורי
громадське	ציבור
громадське	הציבור
гарний	חתיך
перевал	מסירה
білок	חלבון
білок	פרוטאין
гвинтівка	רובה
бергамо	ברגמו
юнацтва	הנעורים
юнацтва	נוער
юнацтва	נעורים
юнацтва	הנוער
злочинців	פושעי
злочинців	עבריינים
злочинців	פושעים
вопросы	שאלות
рідина	נוזל
рідина	נוזלים
рідина	נוזלי
рідина	נוזל
натхнення	השראה
репутацію	מוניטין
чимось	משהו
чимось	משו
надійність	אמינות
надійність	מהימן
надійність	בטחה
грузинська	גאורגיה
знімати	מצלם
випадкових	מקרי
випадкових	אקראי
випадкових	אקראית
випадкових	אקראיות
прагнули	קיוו
прагнули	קיווה
спинний	השדרה
персональний	אישית
персональний	אישי
командири	הממונים
богу	אלהים
богу	אלוקים
богу	אלוהים
регулярний	רגילה
регулярний	סדיר
регулярний	רגיל
регулярний	קבוע
мартен	מארטן
покращити	לשפר
робітника	העובד
робітника	עובד
мюллер	מיולר
мюллер	מיולר
мюллер	מולר
рой	רועי
рой	רוי
лампи	מנורות
еріка	אריקה
еріка	אריקה
клієнта	לקוחה
клієнта	הלקוח
клієнта	לקוח
допомогли	עזר
чесно	בכנות
медики	חובשת
медики	חובש
найближча	הקרוב
запах	ניחוח
запах	ריח
запах	ריח
запах	הריח
запах	ריח
гострий	שארפ
гострий	חד
гострий	חדה
гострий	חדות
деніел	דניאל
циклів	מחזורי
циклів	מחזורים
робін	רובין
робін	רובין
закрити	קרוב
закрити	סגור
закрити	קרובים
стануть	להפוך
експерт	מומחה
експерт	מומחית
гетто	גטו
голуб	יונה
маркус	מרקוס
маркус	מרכוס
маркус	מרקוס
монгольська	מונגולי
брюсселі	בריסל
пальці	אצבעות
явка	עלוקה
модулів	מודולים
плита	צלחת
плита	תנור
плита	כיריים
присягу	שבועה
присягу	שבועת
ініціатива	היוזמה
ініціатива	יוזמה
саундтрек	פסקול
робот	רובוט
визначати	תגדיר
визначати	הגדר
переробити	תתחדש
переробити	להתחדש
цифра	ספרה
обрати	בחרי
обрати	תבחר
обрати	בחר
сусіднього	בסמוך
сусіднього	סמוך
сусіднього	בצמוד
сусіднього	הסמוך
фред	פרד
зворотний	הפוך
зворотний	רוורס
вузькі	צר
вузькі	צרה
вузькі	צמצם
вузькі	צמצום
професорів	פרופסורים
лоуренс	לורנס
глибокі	העמוק
дощ	גשם
навігації	ניווט
балет	בלט
розпізнавання	אימות
розпізнавання	האימות
джин	גן
джин	הגן
ліжок	מיטה
ліжок	מיטות
проникає	דליפות
взаємодію	אינטראקציות
взаємодію	אינטראקציה
оману	אומן
оману	עומאן
оману	להקסים
маямі	מיאמי
плакат	כרזה
виставку	מוצג
увійти	כניסה
увійти	התחברות
увійти	התחבר
увійти	הזן
увійти	הכנס
залишилось	נותר
залишилось	נותרה
залишилось	נותרו
залишилось	שנותרו
плату	דמי
взяті	מצרף
моментом	מועדים
ранок	בוקר
освітні	חינוכית
освітні	חינוכי
аллен	אלן
презентації	הצגה
презентації	מצגת
презентації	המצגת
презентації	מצגות
отруєння	הרעלה
отруєння	הרעלת
вайт	לבן
вайт	לבנה
штурму	הפרה
штурму	פרצת
штурму	פירצה
таблицю	טבלאי
гвардія	שומר
гвардія	משמר
гвардія	המשמר
гвардія	שמירה
овочі	ירקות
овочі	ירק
овочі	ירקות
неаполь	נפולי
неаполь	נאפולי
абсолютний	מוחלט
абсолютний	המוחלט
абсолютний	מוחלטת
ахмед	אחמד
стажування	התמחות
стажування	ההתמחות
вимагати	בקשי
вимагати	בקש
вимагати	טוענים
вимагати	דורש
вимагати	דורשים
вимагати	דרוש
політично	פוליטית
пагорб	היל
пагорб	גבעת
пагорб	גבעה
горіння	בעירה
франциска	פרנציסקה
рейси	טיסות
бін	בין
бін	שעועית
корону	הכתר
корону	כתר
корону	קראון
росс	רוס
реалізм	ריאליזם
темна	אפל
темна	אפלה
темна	חושך
темна	כהה
ернест	ארנסט
певне	ספציפית
певне	ספציפי
певне	ספציפיות
певне	ספציפיים
петренко	פטרנקו
канзас	קנזס
ринків	שווקים
розробили	פיתח
розробили	התפתח
розробили	מפותחת
розробили	התפתחה
варіації	וריאציות
майбутні	הקרובה
майбутні	הקרוב
подорожей	טיולים
леві	לוי
леві	לוי
консенсусу	קונצנזוס
консенсусу	הסכמה
заповнення	ריפוד
заповнення	מילוי
заповнення	ממלא
заповнення	ממלאת
заповнення	למלא
допоможе	עוזר
допоможе	מסייע
допоможе	מסייעת
русла	חספוס
лініями	קווים
лініями	קווי
лініями	שורות
нікарагуа	ניקרגואה
відвідати	מבקרת
відвідати	ביקור
відвідати	מבקר
митець	אומן
митець	אמנית
митець	אמן
митець	האמן
алея	הקניון
алея	קניון
алея	סמטת
алея	סמטה
змінної	משתנה
початковій	יסודי
початковій	היסודי
космонавт	אסטרונאוט
вогні	המשואות
вогні	משואות
вогні	לייטס
вогні	אורות
обладнанням	החומרה
обладнанням	חומרה
потенційно	פוטנציאלית
потенційно	פוטנציאלי
веслування	חתירה
заколот	מרד
напій	שתייה
напій	משקה
напій	שתה
сумніву	ספק
сумніву	בספק
далекий	רחוק
александер	אלכסנדר
мінор	קטין
мінор	שולי
мінор	מינור
кілометри	קילומטרים
оплати	תשלום
оплати	התשלום
джонатан	יונתן
джонатан	יהונתן
конкакаф	concacaf
зруйнували	נהרס
зруйнували	הרוסה
зруйнували	הרוס
безвісти	מיה
товар	המוצר
товар	מוצר
товар	סחורה
невже	באמת
невже	ממש
виділив	שהוקצה
виділив	הוקצה
гострі	שארפ
гострі	חד
гострі	חדה
гострі	חדות
сплави	סגסוגת
сплави	סגסוגת
дозвілля	פנאי
дозвілля	הפנאי
франсіско	פרנסיסקו
видала	הוציא
забрали	לקח
забрали	צילם
конкуренції	תחרותית
конкуренції	תחרותי
конкуренції	תחרותיים
повідомила	הזהיר
відповідали	התאמה
відповідали	תאם
проїзд	לרכב
проїзд	נסיעה
проїзд	הסעה
проїзд	התחמקות
проїзд	מעבר
рококо	רוקוקו
хотіла	מבוקשים
хотіла	מבוקשת
хотіла	מבוקש
хотіла	רצה
математична	מתמטית
математична	מתמטי
математична	מתמטיקה
факто	פקטו
живим	בחיים
живим	חי
бабуся	סבתא
бабуся	סבתא
навчальна	חינוכית
навчальна	חינוכי
сигізмунд	זיגיסמונד
кішки	חתולים
кішки	קליקו
катастрофа	אסון
катастрофа	קטסטרופה
ідеологія	אידיאולוגיה
різноманітність	גיוון
різноманітність	מגוון
різноманітність	גיוון
тонкий	עדין
тонкий	עדינות
тонкий	עדינה
тонкий	דקים
тонкий	דק
тонкий	רזה
компетенції	שיפוט
христина	כריסטינה
христина	קריסטינה
христина	כריסטין
христина	קריסטין
крісті	קריסטי
крісті	כריסטי
крісті	קריסטי
крісті	כריסטי
крісті	קריסטי
анти	אנטי
мадам	מאדאם
бал	כדור
ралі	ראלי
темп	קצב
дружині	אשתו
дружині	אשה
дружині	רעיה
дружині	אישה
пережив	שרד
пережив	שרדה
пережив	שרדו
павел	פאבל
переїхали	הועבר
переїхали	עבר
переїхали	עברה
верде	ורדה
підкорення	כיבוש
підкорення	כובש
підкорення	לכבוש
підкорення	שליחה
підкорення	כניעה
заєць	ארנבת
заєць	הייר
цвіте	בלום
цвіте	יפרח
акцент	המבטא
акцент	מבטא
жертва	קרבן
жертва	קורבן
жертва	הקרבה
жертва	קורבן
жертва	קרבן
ланцюга	אמוק
туркменістану	טורקמניסטן
анімаційний	אנימציה
надруковано	הדפסת
надруковано	מודפס
угорці	הונגרים
назовні	בחוץ
назовні	החוצה
фехтування	גידור
фехтування	סייף
фехтування	סיף
креслення	העלילה
креслення	מזימה
креслення	עלילה
креслення	ציורים
креслення	זומם
креслення	זוממת
креслення	ציור
креслення	מציירת
креслення	מצייר
силі	עוצמות
силі	חוזק
японці	יפני
японці	יפנית
японці	יפנים
націоналізм	לאומיות
лівану	לבנון
моніторинг	ניטור
ізоляції	בידוד
ангел	מלאך
ангел	מלאכית
організатори	מארגנים
юнайтед	יונייטד
юнайтед	מאוחדים
успішний	מוצלח
успішний	מוצלחים
успішний	מוצלחת
успішний	מצליחה
успішний	מצליח
клітинах	עוברי
прокурор	תובעת
прокурор	התובע
прокурор	תובע
кроків	מדרגות
кроків	צעדים
кроків	צעדי
кроків	שלבים
данте	דנטה
снаряд	תחמושת
снаряд	קליע
поттер	פוטר
гамільтон	המילטון
масиві	מערך
вали	פירי
старіння	הזדקנות
старіння	הזדקנות
старіння	מזדקן
обговорювати	לדון
подавати	הגשה
подавати	לשרת
подавати	משרת
подавати	פולטים
кінноти	אקוויטום
юань	יואן
ресурсу	משאב
рейс	רייס
рейс	טיסה
вбиті	שחט
вбиті	שחטו
круглий	עגולה
круглий	עגול
круглий	סיבוב
круглий	עגולים
круглий	מעגלי
оснащені	הולם
оснащені	הולמת
знайомство	פגוש
знайомство	הכירו
знайомство	לפגוש
знайомство	תכירו
киргизстану	קירגיזסטן
ніколя	ניקולאס
ніколя	ניקולס
ніколя	ניקולא
типова	מחדל
типова	אופיינית
типова	טיפוסית
типова	טיפוסי
типова	אופייני
дракон	דרגון
дракон	דרקון
дракон	הדרקון
звірі	בהמות
звірі	חיות
звірі	חיות
звірі	בהמות
просив	נשאל
просив	ביקש
просив	שאל
ногу	רגל
фінська	פיני
фінська	פינית
шайби	דסקיות
уважно	בזהירות
уважно	בקפידה
сек	שניות
сек	שנייה
колін	קולין
колін	קולין
пляж	חוף
пляж	החוף
батальйони	גדודים
базова	בסיס
заплановано	מתוכנן
заплановано	מתוזמן
заплановано	מתוכננת
заплановано	מתוכנן
заплановано	תכנן
резонанс	תהודה
перешкоди	מכשולים
відомому	התעמת
яскраві	בהיר
яскраві	מוארת
яскраві	ברייט
кімнат	חדרים
кук	קוק
кук	טבח
черги	תור
розрахунки	חישוב
розрахунки	גריסה
розрахунки	חישובים
народами	שבטים
народами	השבטים
канадська	קנדית
канадська	קנדי
каное	קאנו
ньюкасл	ניוקאסל
домашня	ביתית
піт	פיט
піт	זיעה
канцлер	קנצלר
канцлер	הקנצלר
даллас	דאלאס
оболонка	בלימה
оболонка	פגז
оболонка	מעטפת
оболонка	קליפה
оболонка	העור
оболонка	עור
розмовляють	דבר
розмовляють	דברי
мусить	חייב
рекламу	מודעות
рекламу	פרסומות
кароль	קרול
дзвони	פעמונים
дзвони	פעמוני
телескопа	הטלסקופ
телескопа	טלסקופ
готова	מוכן
готова	מוכנים
готова	מוכנה
скрипка	כינור
складати	הרם
складати	לגדל
складати	העלאה
волков	וולקוב
перевели	הועברה
перевели	הועברו
перевели	הועבר
бот	בוט
ключа	טוקן
ключа	אסימון
ключа	האסימון
тех	טק
мінімальна	מינימום
мінімальна	המינימום
мінімальна	מינימלי
мінімальна	מינימלית
боєць	לוחמת
боєць	לוחם
викладати	הוראה
викладати	מלמד
викладати	לימוד
викладати	מלמדת
есперанто	אספרנטו
пейдж	דף
пейдж	עמוד
пейдж	הדף
юність	הנעורים
юність	נוער
юність	נעורים
юність	הנוער
втрату	אובדן
втрату	אבדן
втрату	הפסד
втрату	אבידה
сонячний	שמש
сонячний	סאני
сонячний	שמש
протоколи	פרוטוקולים
виді	מין
виді	מינים
виді	זן
гонок	גזעים
гонок	מירוצים
налагодження	כיוונון
ціла	שלם
ціла	שלמה
єрусалим	ירושלים
приїхали	הגיעה
приїхали	הגיעו
приїхали	הגיע
стамбулі	איסטנבול
залізна	איירון
залізна	ברזל
бернард	ברנאר
бернард	ברנארד
бернард	ברנרד
ногами	רגל
ногами	מטר
ногами	רגליים
нормальний	נורמלי
нормальний	נורמליות
нормальний	נורמאלי
нормальний	רגיל
нормальний	נורמלית
відмінностей	הבדלים
відмінностей	ההבדלים
вибачте	סליחה
вибачте	מצטער
пацієнта	המטופל
пацієнта	חולה
пацієнта	מטופלת
пацієнта	מטופל
атлантичний	האטלנטי
атлантичний	אטלנטיק
нестор	נסטור
коліна	ברכיים
береза	ליבנה
судан	סודאן
картер	קרטר
ніка	ניקה
ніка	ניקה
ніка	נייק
