مالاوی	malawi
انصراف	sluta
انصراف	avsluta
بیشه	snår
کلامی	muntligt
کلامی	muntlig
کلامی	verbal
کلامی	verbala
کلامی	muntliga
کلامی	språkliga
کلامی	språklig
کلامی	språkligt
تناقض	motsägelser
تناقض	motsättningar
تناقض	paradox
تناقض	inkonsekvens
تناقض	motsägelser
تناقض	motsägelse
قضائیه	dömande
قضائیه	rättsväsende
قضائیه	rättsväsendet
تعطیلی	avstängning
لیندا	linda
لیندا	lynda
قسم	svär
کمبوجیه	kambyses
آرم	arm
آرم	armen
دلاور	delaware
اتصالات	anslutningar
اتصالات	förbindelser
اتصالات	kopplingar
فراخوانی	kallelse
فراخوانی	ringer
فراخوانی	anropar
اسیدی	surt
اسیدی	sura
اسیدی	surt
اسیدی	syra
بیکاری	arbetslösheten
بیکاری	arbetslöshet
فلفل	pepper
فلفل	peppar
فلفل	paprika
هاپکینز	hopkins
شیطانی	demoniska
مگس	flyger
مگس	flugor
کالاها	handelsvaror
کالاها	råvaror
کالاها	varor
کالاها	gods
کالاها	varor
لیبریا	liberia
لیبریا	liberias
محو	blur
لای	lai
پنجشنبه	tors
پنجشنبه	torsdag
بقای	överlevnad
نامیبیا	namibia
سورینام	surinam
کمدین	komiker
جن	jen
جن	djinn
عذرخواهی	ursäkt
عذرخواهی	ursäkter
عذرخواهی	ursäkter
عذرخواهی	ursäkten
عذرخواهی	ursäkt
بازگو	omräkning
میکس	blanda
میکس	mix
میکس	blandning
یوهانس	johannes
بذر	seed
بذر	frö
بذر	utsäde
بذر	frön
بذر	frö
بذر	utsäde
عملگر	aktör
عملگر	operatören
عملگر	operatör
تکن	tekken
فرصتی	tillfälle
فرصتی	möjlighet
اخطار	anmälan
اخطار	underrättelse
اخطار	varning
بخارست	bukarest
حباب	bubblor
حباب	bubbla
حباب	bubblan
پالس	pulsen
پالس	puls
گرانت	bevilja
گرانت	grant
هیلاری	hillary
هیلاری	hilary
هیلاری	hilary
نژادهای	raser
بهاری	våren
بهاری	vårens
مزدا	mazda
نقدهای	recensioner
نقدهای	omdömen
تفریح	rekreation
تفریح	fritid
گان	gunn
نرگس	narcissus
نرگس	nargis
سبزی	näringsrik
کپنهاگ	copenhagen
کپنهاگ	köpenhamn
کپنهاگ	köpenhamns
کارولین	caroline
صدمه	skador
صدمه	skada
صدمه	skadad
صدمه	sårad
صدمه	ont
شارژ	laddning
شارژ	laddad
شارژ	debiteras
شارژ	åtalad
خنده	skrattet
خنده	skratt
خنده	skrattar
خنده	skratta
خنده	skratt
ملایم	milt
ملایم	milda
ملایم	lindriga
ملایم	lindrig
ملایم	mild
ملایم	mjuk
ملایم	mjuka
ملایم	soft
ملایم	mjukt
اشکالات	nackdelar
ییلاق	landsbygd
ییلاق	landsbygden
ییلاق	landet
ییلاق	land
مایا	maya
داند	vet
اشتوتگارت	stuttgart
جوار	medger
چنگیز	djingis
لانه	näste
منسوخ	ålderdomliga
منسوخ	föråldrad
منسوخ	omodern
منسوخ	föråldrat
منسوخ	föråldrade
منسوخ	föråldrad
منسوخ	omodern
منسوخ	föråldrat
منسوخ	föråldrade
سانسکریت	sanskrit
محکومیت	domar
محکومیت	övertygelser
محکومیت	övertygelse
امتیازات	befogenheter
امتیازات	privilegier
امتیازات	poäng
استعمال	användning
محفوظ	skyddas
محفوظ	skyddad
محفوظ	skyddade
محفوظ	skyddat
محفوظ	bevarade
محفوظ	konserverade
محفوظ	bevarat
محفوظ	bevarad
محفوظ	konserverad
شبح	phantom
شبح	fantomen
شبح	ghost
شبح	vålnad
شبح	spöke
دورانی	överdrag
دورانی	beläggning
انگل	engel
انگل	parasiter
انگل	parasit
انگل	parasiten
فروشنده	leverantör
فروشنده	försäljare
فروشنده	säljare
کمیل	camille
کمیل	kamil
تانسور	tensor
منظره	liggande
منظره	landskap
تلفیقی	halsdukar
واتیکان	vatikanen
گریس	nåd
گریس	grace
اتلتیک	atletisk
موضوعاتی	ämnen
آیدین	aydın
سالمندان	omvårdnad
سالمندان	ammande
سالمندان	äldre
ماموران	officerare
روحیه	moralen
روحیه	moral
عشقی	kärlek
عشقی	älska
عشقی	love
عشقی	älskar
موجودیت	väsen
موجودیت	enhet
مارکسیست	marxist
تدبیر	reglerar
تدبیر	reglera
تدبیر	reglerar
تدبیر	planerar
تدبیر	planen
تدبیر	plan
تدبیر	planera
دریاها	hav
سفال	keramik
رودریگز	rodriguez
رودریگز	rodríguez
رودریگز	rodrigues
رودریگز	rodríguez
ریس	reese
ریس	rhys
ریس	reiss
بشریت	medmänsklighet
بشریت	mänsklighet
بشریت	mänskligheten
کوهن	cohn
کوهن	cohen
کوهن	kohn
فیجی	fiji
سمرقند	samarkand
ارضی	territoriellt
ارضی	territoriella
ارضی	territoriell
هانتر	hunter
هانتر	jägare
مارینو	marino
پناهنده	flykting
پناهنده	flyktingar
رزرو	bokat
رزرو	bokades
رزرو	bokade
رزرو	reserverad
رزرو	reserverat
رزرو	reserverade
رزرو	förbehåll
رزرو	bokning
رزرو	reservationer
رزرو	reservation
رزرو	bokning
رزرو	förbehåll
رزرو	reserv
رزرو	reserven
رزرو	reservera
یخبندان	is
یخبندان	ice
متقارن	symmetrisk
متقارن	symmetriska
متقارن	symmetriskt
متقارن	symmetrisk
متقارن	symmetriska
متقارن	symmetriskt
رابینسون	robinson
کویینز	drottningar
کویینز	queens
بخواند	samtal
ملودی	melodi
ملودی	melody
ملودی	melodin
اسبق	föregångare
زیربخش	indelning
زیربخش	underavdelning
ریاض	riyadh
مکزیکو	mexicali
وحی	uppenbarelseboken
وحی	uppenbarelse
دلو	hink
دلو	spann
دلو	aquarius
دلو	aquarii
ضخیم	tjock
ضخیم	tjocka
ضخیم	tjockt
انقباض	sammandragningar
انقباض	sammandragning
شفت	skaft
شفت	shaft
شفت	schakt
سوفیا	sofia
بتی	betty
دستورالعمل	instruktioner
دستورالعمل	anvisning
دستورالعمل	instruktion
دستورالعمل	recept
دستورالعمل	receptet
دستورالعمل	instruktioner
دستورالعمل	anvisningar
خلیلی	khalili
بیعت	trohet
منتسب	påstådd
منتسب	påstått
منتسب	påstådda
منتسب	påstod
انگشتان	fingrar
انگشتان	fingrarna
محتوی	container
محتوی	behållare
نامزدها	nominerade
نامزدها	nomineringar
معصوم	oskyldig
معصوم	oskyldigt
معصوم	oskyldiga
کارتون	kartong
کارتون	tecknad
کارتون	tecknade
کارتون	tecknat
کارتون	tecknat
احتیاط	varning
احتیاط	försiktighet
آموخته	undervisade
آموخته	lärd
آموخته	lärt
آموخته	lärde
آموخته	undervisat
دربی	derby
گرامر	grammatik
سپیده	gryning
سپیده	dawn
سپیده	gryningen
نیکو	niko
نیکو	nico
بخت	förmögenheter
بخت	fortune
بخت	förmögenhet
هاله	halle
هاله	aura
هاله	halo
توری	väven
توری	raster
توری	rutnät
بنویسد	skriva
بنویسد	skriv
همسران	makar
همسران	hustrur
همسران	fruar
قراردادهای	avtal
قراردادهای	kontrakt
قراردادهای	protokoll
قراردادهای	protokollen
هوندا	honda
دیداری	visuellt
دیداری	visuell
دیداری	visuella
بهای	pris
بهای	price
بهای	priset
آیفون	iphone
گیلاس	körsbär
گیلاس	cherry
ارکان	pelaren
ارکان	stöttepelare
ارکان	pillar
ارکان	pelare
گزاره	proposition
شایستگی	kvalificerat
شایستگی	kvalificerad
شایستگی	kvalificerade
شایستگی	meriter
شایستگی	förtjänster
شایستگی	merit
مشتقات	derivat
مشتقات	derivatinstrument
مشتقات	varianter
اسکای	skye
اسکای	himmel
اسکای	sky
اسکای	himlen
سنگر	bunker
سنگر	bunkern
تصدی	kommissionens
تصدی	kommission
تصدی	provision
تصدی	kommissionen
همجوار	sammanhängande
همجوار	angränsande
موجی	våg
موجی	vinka
موجی	wave
موجی	vågor
کارآمد	effektiva
کارآمد	effektiv
کارآمد	effektivt
انعطاف	flexibel
انعطاف	flexibelt
انعطاف	flexibla
ادارات	kontor
ادارات	kontoren
ردیابی	spårning
ردیابی	spårning
ردیابی	spårar
ردیابی	uppföljning
ردیابی	spår
ردیابی	spåra
ماهانه	månatlig
ماهانه	månad
ماهانه	månatliga
ماهانه	månadsvis
ماهانه	månaden
قدیس	sankt
قدیس	saint
قدیس	helgon
تهی	tomrum
تهی	annullera
تهی	tomma
تهی	tomt
تهی	tom
رفیع	high
رفیع	höga
رفیع	hög
رفیع	högt
رفیع	rafi
نگاشت	karta
نگاشت	kartlägga
نگاشت	kartan
جمجمه	skallar
جمجمه	skallen
جمجمه	skalle
عطار	attar
سوزن	nålar
سوزن	barr
سوزن	nålar
سوزن	nål
بنادر	portar
بنادر	hamnar
جوزپه	giuseppe
اعتدال	måtta
اعتدال	återhållsamhet
اعتدال	equinox
پذیرایی	boende
پذیرایی	mottagande
پذیرایی	mottagning
پذیرایی	receptionen
پذیرایی	reception
پذیرایی	underhållning
پذیرایی	nöjen
پذیرایی	entertainment
عروسک	dockor
عروسک	dockan
عروسک	docka
چیزها	saker
تزیین	dekorera
یقین	vissa
یقین	visshet
یقین	osäkert
یقین	osäker
یقین	oviss
قاطع	beslutsam
قاطع	avgörande
اریتره	eritrea
دهقان	bonde
هریسون	harrison
بولونیا	bologna
حک	gravyr
انشعاب	gaffel
انشعاب	gren
انشعاب	filial
انشعاب	branch
انشعاب	grenen
وایمار	weimar
گردنه	branta
گردنه	brant
مارسل	marcel
کسر	avdrag
کسر	bråk
کسر	fraktioner
کسر	underskott
کسر	bråkdel
کسر	fraktionen
کسر	fraktion
عبادت	dyrka
عبادت	gudstjänst
عبادت	tillbedjan
عبادت	tillbe
عبادت	dyrkan
متراکم	täta
متراکم	tät
جنایات	brott
آئودی	audi
ترمینال	terminal
ترمینال	terminalen
نامحدود	oändlig
نامحدود	oändligt
نامحدود	oändliga
نامحدود	obegränsat
نامحدود	obegränsade
نامحدود	obegränsad
سرنگون	störta
سرنگون	störta
آپاچی	apache
عرضی	liggande
عرضی	landskap
عرضی	tvärgående
ذرت	majs
بدانید	vet
بدانید	know
بدانید	veta
وبر	weber
سرودن	komponera
تعاونی	kooperativ
تعاونی	kooperativa
تکنیکی	teknisk
تکنیکی	tekniskt
تکنیکی	tekniska
زی	zee
نفی	utvisning
گسیل	utsläpp
گسیل	emission
داوطلبانه	frivilligt
داوطلبانه	frivilliga
داوطلبانه	frivilligt
داوطلبانه	frivillig
خائن	förrädare
شعارهای	motton
رویس	royce
گریگوری	gregory
کنراد	conrad
چکاوک	lärka
بالتیک	baltic
بالتیک	baltiska
بالتیک	östersjön
آیوی	ivy
راجرز	rogers
میرسد	ankommer
میرسد	anländer
میرسد	anlända
میرسد	når
ادوین	edwin
رنگهای	färger
اطفال	barn
هسن	hessen
یونس	younes
یونس	yunus
یونس	jona
یونس	jonah
همسایگی	grannskap
همسایگی	stadsdel
همسایگی	grannländer
همسایگی	grannskap
همسایگی	grannskapet
فرضی	hypotetiskt
فرضی	hypotetiska
فرضی	hypotetisk
راو	rå
راو	råa
راو	rått
راو	obehandlad
راو	raw
متناظر	motsvarande
آهسته	viskar
آهسته	slow
آهسته	långsam
آهسته	långsamt
آهسته	sakta
آهسته	långsamma
آهسته	långsamt
آهسته	sakta
زاگرب	zagreb
نوی	neu
نیکول	nicole
گوگ	gogh
فری	färja
فری	frey
تقطیر	destillation
تقطیر	destillering
آلتو	alto
نیکلای	nikolaj
نیکلای	nikolai
نیکلای	nikolaj
نیکلای	nikolai
رؤیا	roya
رؤیا	dream
رؤیا	dröm
اهدای	donator
اهدای	givare
پرل	pärlan
پرل	pärla
پرل	pearl
پرل	perl
رفیق	dude
رفیق	polaren
رفیق	buddy
رفیق	kompis
لیو	liv
بدانند	vet
بدانند	know
بدانند	veta
عظمت	storhet
مناظره	debattera
مناظره	debatt
مناظره	debatten
مناظره	debatterar
مناظره	debattera
مناظره	debatter
مناظره	debatterna
میکرو	micro
میکرو	mikro
ادراک	uppfattning
بادهای	vindar
بادهای	vindarna
تاب	svänger
تاب	svingar
تاب	svinga
تاب	sving
تاب	gunga
تاب	svinga
تاب	swing
ناتینگهام	nottingham
صمیمی	intim
صمیمی	intima
صمیمی	intimt
قربان	sir
قربان	herrn
سوءاستفاده	missbruk
سوءاستفاده	missbruk
سوءاستفاده	missbruka
سوءاستفاده	övergrepp
جنوا	genua
گنگ	dumma
گنگ	dum
گنگ	gäng
گنگ	gänget
گنگ	gang
مچ	handleder
مچ	handled
مچ	handleden
یخی	frost
یخی	is
یخی	ice
قحطی	hungersnöd
قحطی	svält
قحطی	hungersnöden
قحطی	svält
ماسک	maskera
ماسک	mask
ماسک	masker
میگیرد	tar
میگیرد	mottar
میگیرد	erhåller
میگیرد	uppbär
مکانیزم	mekanism
مکانیزم	mekanismen
شهدا	martyrer
قرض	lån
قرض	skulder
قرض	skuldsättning
قرض	skuld
قرض	låna
قرض	lånar
استوا	ekvatorn
دشواری	svårighet
دشواری	svårigheter
دشواری	svårighetsgrad
مهمات	ammunition
آند	andinska
رحمان	rahman
وصیت	testamente
وصیت	testamentet
محفظه	kapsel
محفظه	kapslar
دول	dole
دول	dol
مشاوران	konsulter
احتراق	förbränning
احتراق	tändning
تختی	hennes
درواقع	egentligen
درواقع	faktiskt
کلک	trick
کلک	bus
کلک	tricket
گرده	pollen
متخصصین	experter
متخصصین	sakkunniga
متخصصین	tech
متخصصین	specialister
تریپل	tredubbla
تریپل	triple
تریپل	trippel
فسیلی	fossila
فسیلی	fossil
مهاجرین	immigranter
مهاجرین	migranter
مهاجرین	invandrare
مهاجرین	immigranter
مهاجرین	invandrare
مهاجرین	invandrarna
مهاجرین	flyktingar
پروسه	process
پروسه	processen
گوهر	väsen
تراشه	marker
تراشه	chipset
تراشه	chip
تراشه	chips
تحقیر	förödmjukande
تحقیر	förnedrande
تحقیر	förödmjuka
تحقیر	förnedring
تحقیر	förakt
عنکبوتی	spindel
عنکبوتی	spindeln
عنکبوتی	spider
پوینت	punkt
پوینت	peka
پوینت	poäng
پوینت	point
جراح	kirurg
جراح	kirurgen
جراح	jarrah
نورنبرگ	nürnberg
اتمسفر	atmosfär
اتمسفر	stämning
اتمسفر	atmosfärisk
اتمسفر	atmosfäriska
قفس	bur
قفس	cage
قفس	buren
شهوانی	erotisk
شهوانی	erotiskt
شهوانی	erotiska
جاسوس	spion
جاسوس	spy
جاسوس	spionera
ندا	neda
دوجانبه	bilateralt
دوجانبه	bilaterala
پروتون	proton
لورا	laura
آشکارا	öppet
آشکارا	klart
آشکارا	tydligt
آشکارا	offentligt
ساسکاچوان	saskatchewan
لکه	fläck
لکه	fläckar
لکه	fläck
لکه	klump
لکه	blur
سوارکاری	ridning
سوارکاری	rider
سوارکاری	rida
سوارکاری	ridsport
متریک	måttet
جاش	josh
بحر	sea
بحر	sjö
بحر	hav
بحر	havet
راینلاند	rheinland
انسانها	människor
اردلان	ardalan
حسابرسی	revisionen
حسابرسی	revision
حسابرسی	räkenskaper
حسابرسی	bokföring
حسابرسی	redovisning
قناری	kanarieöarna
گلوکز	glukos
گلوکز	druvsocker
یگان	unit
یگان	enhet
یگان	enheten
قرارگاه	uppgörelse
قرارگاه	bosättning
قرارگاه	avveckling
قرارگاه	inkvartering
قرارگاه	logi
بوریس	boris
گروگان	gisslan
تدارک	utarbetande
تدارک	beredning
تدارک	förberedelser
تدارک	förberedelse
جووانی	giovanni
دینار	dinar
انور	enver
انور	anwar
زاهدی	zahedi
ویک	vic
استارک	stark
اتلاف	avfall
بای	viken
بای	bay
رس	rass
مونترال	montreal
زناشویی	äktenskapliga
ابدی	evigt
ابدی	evig
ابدی	eviga
ابدی	odödlig
ابدی	odödliga
پتر	petrus
پتر	peter
پتر	petr
سیلیکات	silikat
مهری	säl
مهری	sigill
مهری	seal
مواجهه	konfrontationer
مواجهه	konfrontation
نزول	härkomst
عسکری	askari
پروتستان	protestantiska
تجلیل	firande
زحمات	gärning
سپر	sköld
فرات	eufrat
ایزدی	providence
اسکیت	skridskor
اسکیت	åka
اسکیت	skateboard
آراسته	attraktiva
آراسته	attraktivt
آراسته	lockande
آراسته	attraktiv
آراسته	inredda
آراسته	dekorerade
آراسته	dekorerad
بورلی	beverly
چهارراه	korsning
چهارراه	korsningen
فراطبیعی	paranormala
سلاطین	kings
سلاطین	kungar
سلاطین	konungar
سلاطین	kungarna
سایمون	simon
والاس	wallace
دیکتاتوری	diktatoriska
دیکتاتوری	diktaturer
دیکتاتوری	diktatur
دیکتاتوری	diktaturen
سویی	sui
اندلس	andalusien
بدخشان	badakhshan
لوسی	lucy
خشکسالی	hungersnöd
خشکسالی	svält
خشکسالی	hungersnöden
خشکسالی	torka
اولاد	avkomman
اولاد	avkomma
اولاد	avkommor
سمفونیک	symphonic
ریکاردو	riccardo
ریکاردو	ricardo
برانگیخت	reciterar
کلوپ	club
کلوپ	klubb
کلوپ	klubben
کلوپ	klubba
پوشیدن	bär
پوشیدن	slitage
پوشیدن	bära
پوشیدن	bär
کلاب	club
کلاب	klubb
کلاب	klubben
کلاب	klubba
تایی	tae
لایپزیگ	leipzig
نفرت	hat
نفرت	hata
نفرت	hatar
نفرت	hat
برخاست	uppkom
برخاست	uppstod
هالی	holly
چهاردهمین	fjortonde
ادواردز	edwards
نواری	band
تالیفات	sammanställningar
مونته	monte
آناهیتا	anahita
هافمن	hoffmann
هافمن	hoffman
غزنوی	ghazni
آشتی	vapenstillestånd
آشتی	vapenvila
تروریست	terrorister
تروریست	terrorist
تروریست	terroristen
تروریست	terrorister
انصار	ansar
ارگان	organen
ارگان	organ
ارگان	organ
ارگان	organet
خفیف	milt
خفیف	milda
خفیف	lindriga
خفیف	lindrig
خفیف	mild
مخروطی	konisk
مخروطی	koniska
مخروطی	kon
بازجویی	förhör
بازجویی	ifrågasättande
بازجویی	förhör
بازجویی	utfrågning
انبساط	utökning
انبساط	utbyggnad
انبساط	expansion
انبساط	utvidgning
قفسه	hyllan
قفسه	hylla
قفسه	skåp
پرتقال	orange
پرتقال	apelsin
پرتقال	apelsiner
نایت	riddare
نایت	knight
نایت	springare
کامیون	truck
کامیون	lastbil
شهریاری	monarki
شهریاری	monarkin
فلک	ferris
اسپرت	sporter
اسپرت	sport
اسپرت	idrott
اسپرت	sports
جواهرات	ädelstenar
جواهرات	juveler
جواهرات	smycken
جواهرات	smycke
جواهرات	smycken
جواهرات	smycke
وانگ	wang
بیا	come
بیا	kommer
بیا	kom
کورپوریشن	corporation
قزل	qezel
ویلی	wille
ویلی	willie
عماد	imad
مارپیچ	labyrint
مارپیچ	labyrint
مارپیچ	serpentin
مارپیچ	spiral
مارپیچ	helix
ترنر	turners
ترنر	turner
میکروسکوپ	mikroskop
نکا	neckar
بیم	warner
سگا	sega
سگا	hundar
سگا	hund
سگا	dogs
نهر	nahr
نهر	bäcken
نهر	creek
پارما	parma
جزیی	trivialt
گوارشی	mag
سوسک	kackerlackor
سوسک	kackerlacka
سوسک	skalbagge
سوسک	skalbaggar
بزرگسال	vuxen
بزرگسال	vuxna
بزرگسال	vuxna
لیبرالیسم	liberalism
وجوه	medel
وجوه	fonder
غشای	membran
فلیکس	felix
پیکربندی	konfiguration
پیکربندی	inställning
پیکربندی	config
شنی	sand
دخیل	involverad
دخیل	inblandat
دخیل	delaktig
دخیل	involverade
دخیل	inblandad
کلیولند	cleveland
صوری	formella
صوری	formell
صوری	formellt
رهنمودهای	riktlinjer
رهنمودهای	riktlinjerna
بنفیکا	benfica
شیرجه	dykning
شیرجه	dykt
شیرجه	dyker
شیرجه	dyka
شیرجه	dyka
شیرجه	dyk
قسمتهای	avsnitt
قسمتهای	episoder
تریلیون	biljoner
معاف	undantagna
جدیدترین	nyaste
جدیدترین	senaste
جدیدترین	senast
باشکوه	magnifik
باشکوه	magnifika
باشکوه	storartat
باشکوه	magnifikt
تصدیق	bekräftelse
تصدیق	bekräftar
تصدیق	bekräfta
تصدیق	erkänd
تصدیق	erkänt
تصدیق	bekräftar
تصدیق	verifiering
تصدیق	verifikation
رویارویی	konfrontationer
رویارویی	konfrontation
گرگوری	gregory
کلارا	clara
کلارا	klara
جاوید	evigt
جاوید	evighet
جاوید	odödlig
جاوید	odödliga
کینگز	kings
کینگز	kungar
کینگز	konungar
کینگز	kungarna
سوشی	sushi
واتسون	watson
استن	stan
کریستف	christof
کریستف	christoph
رصد	observatoriet
رصد	observatorium
رصد	iakttagelse
رصد	observation
سوژه	föremål
سوژه	ämne
بلد	balad
تاخت	galopp
تنباکو	tobak
فنلاندی	finsk
فنلاندی	finska
منحرف	pervers
عاقبت	utfall
آلکساندر	alexandre
مونرو	monroe
ارل	earl
گنجشک	sparrow
گنجشک	sparv
شبستان	sängkammare
گاردین	väktare
گاردین	guardian
گاردین	vårdnadshavare
گاردین	förmyndare
زوال	fördrivna
زوال	vikande
زوال	minskande
فروید	freud
مستلزم	medför
اسلو	oslo
بلکبرن	blackburn
جردن	jordan
جردن	jordanien
فاستر	foster
تراژدی	tragedin
تراژدی	tragedier
تراژدی	tragedi
سیزدهمین	trettonde
سباستین	sebastian
رؤیای	dream
رؤیای	dröm
پرداختن	återbetala
المپیاد	olympiaden
بتهوون	beethoven
وردی	verdi
فلوئورید	fluor
دوزیستان	amfibie
موریتانی	mauretanien
ادراری	urin
کلاوس	klaus
گراند	grande
گراند	grand
شاهدخت	princess
شاهدخت	prinsessan
شاهدخت	prinsessa
برمه	burma
برمه	burmesiska
واعظ	predikant
واعظ	präst
خر	åsna
خر	åsnan
هانوفر	hannover
هانوفر	hannover
اندر	ender
پیشگام	pioneer
پیشگام	pionjär
اساسنامه	stadga
اساسنامه	stadgan
اساسنامه	stadgar
الکترو	elektro
کریگ	craig
فشاری	tryck
غریبه	främlingar
غریبه	främling
غریبه	konstigare
شهرستانهای	län
شمشیربازی	stängsel
شمشیربازی	fäktning
معلول	handikappad
معلول	handikappade
معلول	handikapp
معلول	funktionshinder
معلول	funktionsnedsättning
هیروشیما	hiroshima
آپارتمان	lägenhet
شیمیدان	kemist
سفت	trångt
سفت	tight
سفت	snäv
سفت	hårt
بتنی	bethany
ولت	volt
تاین	tyne
نیش	stucken
نیش	sting
لیژ	liège
دیروز	igår
دیروز	gårdagens
کیوتو	kyoto
اوژن	eugène
اوژن	eugene
عیب	defekt
ریل	järnväg
تعالیم	läror
تعالیم	doktrin
تعالیم	doktrinen
معابد	tempel
ماهیگیری	fiska
ماهیگیری	fisket
ماهیگیری	fiskar
ماهیگیری	fiske
غیرعادی	ovanlig
غیرعادی	ovanliga
غیرعادی	ovanligt
پیرس	pierce
هولمز	holmes
ظلم	förtryck
ظلم	förtryckta
ظلم	förtryckt
ظلم	grymhet
ظلم	orättvisa
ظلم	orättvisor
تمرینات	utbildning
تمرینات	träning
خرچنگ	krabbor
خرچنگ	hummer
خرچنگ	krabba
خرچنگ	krabbor
خرچنگ	crab
کشنده	dödliga
کشنده	dödlig
کشنده	dödligt
کشنده	livsfarlig
کشنده	dödliga
کشنده	livsfarligt
کشنده	dödlig
کشنده	dödligt
کشنده	fatal
کشنده	dödlig
کشنده	dödligt
بوته	buskage
بوته	bush
بوته	buske
ناظری	åskådare
کاتالان	katalanska
مورفی	murphy
خوارزم	khwarezm
گرسنگی	svältande
گرسنگی	svälta
گرسنگی	svälter
گرسنگی	svält
گرسنگی	hungern
گرسنگی	hunger
پالایش	filter
پالایش	filtrera
پالایش	filtret
پالایش	filtrering
پالایش	filtrerar
پالایش	filtrera
پالایش	raffinering
رمزی	ramsey
چاله	grop
شاهکار	stunt
شاهکار	mästerverk
شاهکار	bedrift
نویز	buller
نویز	oväsen
نویز	oljud
نویز	brus
ادریس	enoch
ادریس	idris
نمانده	nästan
رسوب	sediment
صافی	safi
داش	dash
داش	streck
داش	bindestreck
ریچل	rachel
شیلا	sheila
شیلا	silla
عبدی	abdi
جغد	owl
جغد	ugglan
جغد	uggla
عمرو	amr
تاثیرات	effekter
تاثیرات	verkningar
احتمالات	sannolikheter
احتمالات	odds
احتمالات	sannolikhet
یتیم	föräldralösa
یتیم	föräldralös
یتیم	föräldralösa
دوس	dos
شفا	läka
شفا	läker
شفا	hela
شفا	botas
شفا	botade
شفا	botad
شفا	helande
شفا	läkande
شفا	läker
شفا	läkning
شفا	läkt
مغازه	handla
مغازه	butiken
مغازه	butik
چرخشی	roterar
چرخشی	roterande
نشانگان	syndromet
نشانگان	syndrom
کنکور	prövning
کنکور	undersökning
نهفته	latent
نهفته	inbäddade
نهفته	inbäddat
نهفته	inbäddad
روانپزشکی	psykiatri
روانپزشکی	psykiatrisk
روانپزشکی	psykiatriska
چیره	domineras
چیره	dominerade
چیره	dominerat
بلوچی	bellucci
گلکسی	galaxy
گلکسی	galax
گلکسی	galaxen
درازا	utdragen
درازا	förlängd
درازا	förlängt
آزادانه	fritt
پاها	legs
پاها	benen
پاها	ben
خواهران	systrar
اکو	eco
اکو	eko
اکو	eko
اکو	eko
اکو	ekar
اکو	echo
قبله	riktningen
قبله	riktning
استبداد	tyranni
خوشبختانه	lyckligtvis
خوشبختانه	förhoppningsvis
تیتراژ	krediter
ولفگانگ	wolfgang
وزنه	vikter
وزنه	tyngd
وزنه	vikt
وزنی	vägt
وزنی	viktad
اجداد	förfäder
اجداد	förfader
پت	pet
پت	husdjur
پت	sällskapsdjur
پت	klapp
پت	pat
پاپی	poppy
پاپی	papi
ثریا	soraya
قیصر	kaiser
پایش	övervakning
پایش	uppföljning
پایش	övervakade
پایش	övervakat
پایش	övervakas
آلیکانته	alicante
فانی	fanny
فانی	dödliga
فانی	dödlig
پهلو	sidan
پهلو	side
پهلو	sido
اکسپرس	uttrycka
اکسپرس	express
اکسپرس	expressen
اسکس	essex
نخبگان	elit
نخبگان	eliten
نخبگان	elite
فینیکس	kapslar
فینیکس	fenix
فینیکس	phoenix
کرو	kråka
کرو	crow
ترتیبی	ordningstal
ترتیبی	sekventiell
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
غیرانتفاعی	ideella
غیرانتفاعی	ideell
غیرانتفاعی	ideellt
صفا	safa
ساسکس	sussex
تاجگذاری	kröning
فسفر	fosfor
بولتون	bolton
چشمی	eye
چشمی	ögon
چشمی	ögat
چشمی	öga
اوتار	uttar
اوا	eva
اوا	ewa
هلسینکی	helsingfors
آندورا	andorra
اجبار	kraft
اجبار	force
اجبار	tvinga
اجبار	tvång
اجبار	tvång
اجبار	påtvingade
اجبار	tvingad
اجبار	påtvingad
اجبار	påtvingat
اجبار	tvingade
معقول	vettigt
معقول	förnuftigt
معقول	vettig
معقول	förnuftig
معقول	rationellt
معقول	rationell
معقول	rationella
معقول	rimligt
معقول	skälig
معقول	rimliga
معقول	rimlig
بارگیری	hämta
بارگیری	nerladdning
بارگیری	nedladdning
بارگیری	lastning
بارگیری	laddas
بارگیری	laddar
بارگیری	laddning
بارگیری	nerladdning
بارگیری	nedladdning
بارگیری	hämtas
مذکر	manlig
مذکر	manliga
مذکر	hane
مذکر	manligt
مذکر	maskulina
دایناسور	dinosaurier
دایناسور	dinosaurie
بقا	överlevnad
تورینو	tra
تورینو	torino
متفرقه	övrigt
متفرقه	diverse
آدریان	adrian
هیچکدام	ingen
هیچکدام	inga
برشی	klippa
اویل	olja
گیبسون	gibson
استثنای	undantag
استثنای	undantaget
هراس	terror
هراس	skräck
هراس	fobi
آوازی	högljudd
مغولی	mongoliska
استفن	stefan
استفن	steffen
رسوایی	skandal
رسوایی	skandalen
رسوایی	skandaler
رسوایی	vanära
رسوایی	skam
سوخو	suchoj
آویزان	hung
آویزان	hängt
آویزان	hängd
آویزان	hängde
آویزان	hang
آویزان	häng
آویزان	hänga
آویزان	hängande
آویزان	hängning
آویزان	hänger
آویزان	hänga
طغیان	rebell
طغیان	revolt
طغیان	uppror
طغیان	upproret
نیاکان	förfäder
نیاکان	förfader
مسخره	löjlig
