友善	friendly
粥	lugaw
橫向	pahigang
橫向	pahalang
橫向	patagilid
辻	tsuji
水壩	dam
隆起	bulge
典範	ulirang
雄心	ambisyoso
雄心	ambisyon
幼蟲	larvae
幼蟲	larva
航運	pagdadala
航運	pagpapadala
開關	nililipat
開關	switch
開關	lumipat
邦聯	confederacy
邦聯	kompederasyon
主婦	housewives
填寫	punan
填寫	fill
陸戰隊	marines
農林	agroforestry
錄取	pagpasok
肯亞	kenya
扔	throw
扔	ihagis
硫化	sulfide
母音	vowel
巧合	pagkakataon
代謝	metabolismo
代謝	metabolic
大聲	malakas
堪薩斯	kansas
戰地	battlefield
進食	pagpapakain
進食	kain
進食	kumakain
新兵	recruit
上線	online
涅槃	nirvana
老年人	matatanda
幸存者	nakaligtas
幸存者	survivor
水災	baha
水災	pagbaha
水災	baha
水災	pagbaha
水災	baha
水災	flood
貂	mink
貂	sable
煎	frying
煎	fry
遙控	remote
輝煌	brilliant
輝煌	shining
多餘	dagdag
多餘	extra
多餘	redundant
多餘	sobra
多餘	labis
受害人	biktima
受害人	biktima
美學	aesthetics
美學	aesthetic
堅強	malakas
堅強	strong
政客	pulitiko
政客	pulitiko
季刊	quarterly
水母	dikya
電阻	paglaban
電阻	pagtutol
上級	superior
震動	vibration
病理	patolohiya
煞車	preno
必要性	pangangailangan
堅決	puspusang
嫌犯	suspect
嫌犯	suspek
嫌犯	suspect
元氣	genki
薪水	sahod
薪水	suweldo
發聲	naririnig
後果	kahihinatnan
薪資	sahod
薪資	suweldo
薪資	companya
薪資	salaries
埋伏	ambush
抵押	collateral
大方	mapagbigay
扣押	seizure
元老院	senado
天真	naive
配方	formula
備忘錄	memo
備忘錄	memorandum
許可證	lisensiya
許可證	lisensya
許可證	lisensya
許可證	licence
許可證	pahintulutan
許可證	permit
硬度	tigas
考官	examiner
巴塞隆納	barcelona
極少	madalang
極少	bihira
流體	likido
流體	fluid
強硬	matigas
素質	kalidad
素質	quality
伯父	tito
伯父	tiyuhin
伯父	uncle
伯父	tiyo
突變	mutant
突變	pagbago
塞內加爾	senegal
模具	mould
模具	amag
椅子	upuan
椅子	silya
椅子	upuan
琥珀	amber
慾望	pagnanais
慾望	desire
慾望	nais
慾望	libog
慾望	kahalayan
慾望	hinahangad
插座	socket
愛好	hobby
愛好	hilig
愛好	libangan
肥胖	katabaan
象牙	ivory
象牙	garing
墜落	bumabagsak
菊花	chrysanthemum
菊花	daisy
氙	zeno
募款	fundraiser
駭客	hacker
漂	lumulutang
漂	nakalutang
漂	lutang
漂	anod
失明	pagkabulag
神田	kanda
病房	ward
病房	wards
突尼西亞	tunisia
突尼西亞	tunis
平野	hirano
劇作家	playwright
熊貓	panda
頭條	headline
族裔	lahi
族裔	etniko
正直	integridad
寫信	magsulat
寫信	sumulat
寫信	isulat
彈珠	marmol
乙烯	etileno
乙烯	vinyl
鈉	sodium
硒	selenium
傷心	malungkot
傷心	sad
衣物	pananamit
衣物	damit
衣物	kasuotan
衣物	damit
甘露	manna
甘露	nectar
敦促	himukin
敦促	humihimok
固態	solid
染料	dye
染料	tina
避難	asylum
從來沒有	never
鴉片	opyo
延誤	delay
延誤	pagkaantala
延誤	delayed
延誤	naantala
螺旋槳	propeller
獲利	tubo
獲利	kumikita
領事	consul
圍城	siege
圍城	paglusob
愛滋病	aids
托管	hosting
托管	trusteeship
國度	kaharian
無窮	infinite
無窮	infinity
頻寬	bandwidth
新生代	cenozoic
藻類	algae
打字	typing
巫師	wizard
巫師	wizards
美咲	misaki
玩偶	dolls
玩偶	manika
玩偶	manikang
玩偶	doll
釉	kinang
寫入	magsulat
寫入	sumulat
寫入	isulat
寫入	pagsusulat
有色	colored
有色	kulay
有色	coloured
貧困	kahirapan
黑社會	triad
黑社會	gangster
競爭力	competitive
競爭力	competitiveness
荒野	kagubatan
粉末	pulbos
親密	maseselang
親密	intimate
義工	volunteers
義工	boluntaryo
義工	volunteer
過境	transit
矩形	parihaba
貪	matakaw
貪	takaw
貪	kasakiman
野蠻	brutal
火腿	magpatawa
火腿	ham
謬誤	palasiya
毆打	assault
毆打	beating
壁畫	fresco
壁畫	mural
倚	nakahilig
職能	tungkulin
職能	punsiyon
爵士樂	jazz
慈善家	philanthropist
女童	girls
援引	invoking
援引	hingin
蘑菇	mushrooms
蘑菇	kabute
牲畜	livestock
葡萄牙語	portuguese
葡萄牙語	portuges
氧氣	oxygen
傑克遜	jackson
獲釋	pinakawalan
石墨	graphite
頰	pisngi
原告	plaintiff
橫掃	sweep
梵蒂岡	vatican
寮國	lao
寮國	laos
騷亂	stonewall
騷亂	riot
騷亂	kaguluhan
蠟筆	crayon
弱點	kahinaan
淺野	asano
午餐	lunch
午餐	pananghalian
午餐	tanghalian
增益	gain
亞當斯	adams
匙	kutsara
徘徊	libot
徘徊	gala
夜行	nocturnal
可樂	coke
摺疊	fold
蝸牛	kuhol
不一致	pabago
不一致	inconsistent
鷺	heron
奮鬥	pakikibaka
奮鬥	struggle
軍閥	warlords
軍閥	warlord
蜂蜜	honey
油畫	painting
油畫	pinta
油畫	kuwadro
稱謂	designation
燈籠	gumagala
受益	makinabang
受益	benepisyo
異性	heterosexual
變體	variants
俯衝	sumisid
俯衝	dive
活著	buhay
遺留	legacy
遺留	iniwang
烹飪	nagluluto
烹飪	pagluluto
檸檬	limon
檸檬	lemon
摩登	makabagong
摩登	modern
摩登	modernong
摩登	makabago
前所未有	nakagagawa
旅途	journey
旅途	paglalakbay
救濟	tulong
救濟	kaluwagan
救濟	relief
叛徒	taksil
群組	grupo
群組	pangkat
群組	group
跟蹤	pagsubaybay
天國	heaven
天國	kalangitan
天國	langit
喝酒	inumin
喝酒	uminom
檀香山	honolulu
處置	itapon
警探	detective
警探	tiktik
曲率	curvature
玲奈	rena
草稿	draft
量度	sukatin
量度	masukat
按摩	masahe
按摩	massage
獵戶座	orion
林地	woodland
寓言	talinghaga
寓言	pabula
竿	pole
竿	poste
變異	mutant
變異	variation
變異	pagbago
欄位	patlang
欄位	field
欄位	larangan
領事館	konsulado
曆法	kalendaryo
饒舌	rap
忽視	pansinin
忽視	ignore
忽視	balewalain
忽視	binabalewala
特使	envoy
為甚麼	bakit
應變	pilay
誓言	panunumpa
顆粒	particles
顆粒	butil
效用	utilidad
效用	utility
瀝青	asphalt
清單	talaan
清單	listahang
清單	listahan
夜總會	nightclub
保養	pagpapanatili
保養	maintenance
奶油	butter
奶油	mantikilya
奶油	cream
審訊	pagsubok
審訊	trial
萃取	extraction
萃取	extract
萃取	kunin
壓迫	repression
壓迫	aapi
跨度	span
填補	filling
填補	pagpuno
填補	punan
填補	fill
木偶	puppet
丁香	clove
甄選	selection
甄選	pagpili
困惑	pagkalito
困惑	nalilito
困惑	nakakalito
外人	outsider
聖地亞哥	santiago
營地	kampo
營地	kampo
石橋	ishibashi
壓倒性	napakalaki
大綱	plot
大綱	outline
大綱	binabalangkas
中繼	relay
透鏡	lens
透鏡	lente
背包	backpack
背包	backpack
樂天	lotte
素描	sketches
素描	sketch
舅舅	tito
舅舅	tiyuhin
舅舅	uncle
舅舅	tiyo
大同市	datong
融化	melting
融化	natutunaw
融化	matunaw
嫉妒	selos
嫉妒	inggit
嫉妒	nagseselos
嫉妒	selos
舉重	weightlifting
邂逅	makatagpo
邂逅	nararanasan
赤字	deficit
放大器	amp
放大器	amplifier
離心	centrifuge
離心	sentripugal
現況	status
現況	katayuan
鬍子	bigote
鬍子	balbas
油脂	sebo
麻美	asami
貝多芬	beethoven
強姦	panggagahasa
棕櫚	palm
棕櫚	palad
流星雨	bulalakaw
流星雨	meteor
秘書處	secretariat
點心	meryenda
點心	snack
點心	meryenda
梯度	gradient
和睦	pagkakatugma
和睦	harmony
和睦	pagkakaisa
突顯	highlight
突顯	hina
突顯	highlight
突顯	highlights
浴室	banyo
僱員	daigdig
僱員	empleyado
牛角	sungay
牛角	sungay
附帶	collateral
獨奏	solo
敏捷	liksi
自豪	pride
自豪	ipinagmamalaki
自豪	pagmamalaki
自豪	pinagmamalaki
自豪	proud
自豪	ipinagmamalaki
自豪	maipagmamalaki
天花板	kisame
致電	tumawag
致電	tawagan
致電	tawag
報仇	paghihiganti
可變	variable
刑罰	parusa
刑罰	kaparusahan
刑罰	parusa
蜿蜒	winding
債券	bono
債券	bond
債券	bono
山洞	cave
山洞	kuweba
山洞	tabon
中介	broker
課室	classroom
藝術品	art
藝術品	sining
藝術品	artwork
頭盔	helmet
飽和	lunod
異形	alien
異形	alien
同學會	reunion
畫廊	galleries
畫廊	gallery
耕作	pagsasaka
英特爾	intel
籃	basket
籃	baskets
稅務	buwis
稅務	buwis
哥倫布	columbus
西瓜	pakwan
婆羅洲	borneo
印章	stamp
印章	seal
迷信	pamahiin
負荷	load
嘴巴	bunganga
嘴巴	bibig
威士忌	whisky
靜態	static
熱火	init
土豆	patatas
土豆	potato
土豆	patatas
塗鴉	doodle
塗鴉	bandalismo
塗鴉	graffiti
蜱	garapata
收縮	paliitin
收縮	ikli
重量級	heavyweight
美援	usaid
彈簧	spring
彈簧	tagsibol
彈簧	springs
公示	propaganda
鎧甲	armor
丸山	maruyama
忠實	tapat
忠實	faithful
豬肉	pork
豬肉	baboy
狹義	makipot
狹義	paliitin
狹義	makitid
中風	stroke
馬尾	ponytail
崇高	marangal
崇高	dakilang
飛躍	leap
均勻	pantay
均勻	uniporme
均勻	uniform
未遂	tinangkang
未遂	sinubukang
未遂	tinangka
未遂	sinubukan
遺忘	forgetting
遺忘	limot
遺忘	nakalimutang
遺忘	nakalimutan
謹慎	ingat
歌舞伎	kabuki
酗酒	alkoholismo
控制權	kontrol
控制權	kontrolin
錘	martilyo
篩選	filter
篩選	salain
篩選	panala
香草	banilya
香草	vanilla
博覽	expo
重逢	reunion
噴泉	fountain
噴泉	balong
裸露	kahubaran
裸露	paghuhubad
絕地	jedi
預估	hula
預估	prediction
預估	forecast
預估	pagtantiya
預估	tantiya
預估	pagtatantya
預估	tinatantiyang
預估	tinatayang
桿菌	bacillus
渾	hun
盲人	bulag
羚羊	oryx
羚羊	antelope
自發	spontaneous
自發	kusang
田納西州	tennessee
泗水	surabaya
鉀	potassium
火藥	pulbura
火藥	pulbos
盧布	rublo
遺失	nawawala
遺失	kulang
爆裂	burst
脊髓	cord
脊髓	pisi
脊髓	spinal
心智	mental
心智	kaisipan
鋪設	inihahanda
羊毛	lana
毒蛇	ulupong
泥土	lupa
泥土	dumi
撕裂	torn
撕裂	napunit
撕裂	punit
多哥	togo
激動	excited
早先	kanina
畫像	portrait
園藝	hardin
幻象	visions
幻象	mirage
閃耀	shine
閃耀	nagniningning
格子	lattice
格子	plaid
信使	messenger
信使	courier
監測	sinusubaybayan
監測	pagmamanman
監測	pagsubaybay
監測	monitor
濱田	hamada
創世	genesis
巴格達	baghdad
羽球	badminton
鴞	owl
征服者	mananakop
絲帶	ribbon
絲帶	laso
開朗	masayahin
開朗	masayahing
限期	taning
限期	deadline
名流	celebrity
盔甲	armor
太監	eunuch
鈦	titanium
斷裂	bali
簡訊	sms
鶯歌	inge
著陸	landing
佛教徒	budista
釘	nail
釘	kuko
猶他	utah
水管	pipa
脖子	leeg
開車	magmaneho
開車	drive
班長	squad
沙子	buhangin
沙子	sand
秋海棠	begonia
比對	matching
比對	tumutugmang
比對	pagtutugma
比對	laban
比對	tugma
化妝品	makeup
化妝品	pampaganda
化妝品	kosmetiko
化妝品	cosmetics
化妝品	kosmetiko
精簡	streamline
可逆	maibabalik
創傷	trauma
創傷	trauma
含義	meaning
含義	kahulugan
地毯	alpombra
地毯	carpet
鼻音	nasal
長門	nagato
一致性	consistency
維生素	bitamina
維生素	bitamina
維生素	vitamin
營救	pagsagip
營救	pagligtas
營救	rescue
冥王	hades
跳板	springboard
韃靼	tatarstan
韃靼	tartar
韃靼	tatar
加沙	gaza
古蘭經	quran
古蘭經	koran
檢索	retrieve
檢索	makuha
檢索	ikinuha
美德	kabutihan
斬首	pinugutan
教訓	lesson
教訓	aral
妊娠	pagbubuntis
肥沃	fertile
肥沃	matabang
猶他州	utah
男朋友	bf
男朋友	boyfriend
橘色	orange
橘色	kahel
骨髓	marrow
暗戀	crush
下雨	ulan
下雨	umuulan
下雨	ulan
下雨	umulan
撒哈拉	sahara
畸形	deformed
墳墓	puntod
墳墓	libingan
墳墓	graves
墳墓	puntod
墳墓	libingan
墳墓	grave
校正	calibration
接吻	kissing
格陵蘭	sabak
格陵蘭	greenland
抽取	extraction
萬代	bandai
江河	ilog
發酵	pagbuburo
石灰	lime
製圖	kartograpiya
製圖	mapping
空洞	hollow
空洞	guwang
手錶	watch
手錶	panoorin
手錶	relo
手錶	nanunuod
手錶	relo
花旗	citibank
本能	instinct
冷凍	frozen
冷凍	nagyeyelo
冷凍	napakalamig
冷凍	freezing
冷凍	freeze
分居	hiwalay
分居	separations
分居	paghihiwalay
堅固	solid
賺取	kumita
賺取	kinita
賺取	nakuha
罪惡	kasalanan
催眠	hipnosis
黑夜	nite
自動化	automated
大都市	metropolis
品味	lasa
洗手間	cr
洗手間	palikuran
洗手間	banyo
審計	audit
赫爾辛基	helsinki
爬升	umakyat
爬升	akyatin
挫折	pagkabigo
可比	maihahambing
漂浮	lumulutang
漂浮	nakalutang
漂浮	lutang
漂浮	lumutang
笑容	smile
笑容	ngiti
技師	technician
年長	older
遊說	lobby
內在	inside
內在	loob
內在	natatagong
槭	acer
侏儒	bansot
侏儒	bulilit
侏儒	duwende
通話	tumawag
通話	tawagan
通話	tawag
同班同學	classmates
搶劫	pagnanakaw
咽	pharyngeal
飢餓	istarbasyon
飢餓	gutom
飢餓	nagugutom
飢餓	gutom
人魚	sirena
人魚	sirena
人魚	mermaid
批次	batches
批次	batch
錯過	namis
極地	polar
極地	poles
舒服	komportable
舒服	kumportable
殺戮	pagpatay
靜止	galaw
停戰	armistice
負載	load
門戶	portal
門戶	portal
門戶	gateway
集群	kumpol
集群	cluster
集群	clusters
兌換	palitan
兌換	palit
無論如何	anyway
裝載	load
裝載	nilo
阿爾卑斯山	alpes
假的	peke
假的	fake
視力	paningin
十字路口	crossroad
十字路口	kanto
十字路口	crossroads
婁	lou
西班牙文	spanish
西班牙文	kastila
西班牙文	espanyol
浸信會	baptist
空運	airlift
煙草	tabako
酵母	lebadura
農夫	magsasaka
農夫	magsasaka
農夫	farmer
泰晤士河	tamesis
誇張	pinagrabe
疑犯	suspect
疑犯	suspek
疑犯	suspect
稠密	siksik
傷口	sugat
傷口	sugat
門徒	alagad
冬至	solstisyo
轉運	trans
掠奪	plunder
馬克思主義	marxismo
馬克思主義	marxista
異端	erehiya
相識	kakilala
相識	kakilala
牧野	makino
展覽會	eksibisyon
展覽會	eksibisyon
展覽會	exhibition
濾波器	filter
濾波器	salain
濾波器	panala
前沿	frontier
對流	convection
精子	sperm
精子	semen
精子	semilya
青銅	bronze
賓州	pennsylvania
誹謗	paninira
過時	outdated
過時	laos
蒲公英	dandelion
大雅	daya
負傷	nasugatan
馬術	equestrian
烏鴉	uwak
烏鴉	uwak
烏鴉	uwak
烏鴉	raven
交錯	alternating
牆壁	dingding
牆壁	pader
牆壁	pader
香味	bango
香味	aroma
今後	kinabukasan
今後	hinaharap
無盡	infinite
洛基	mabato
洛基	batuhan
點燃	lit
點燃	maliwanag
白血病	leukemia
器械	apparatus
仙境	wonderland
雞蛋	itlog
雞蛋	itlog
激勵	inspirasyon
激勵	inspiration
等效	katumbas
等效	equivalent
等效	equivalence
處女	virgin
處女	birhen
孟買	bombay
孟買	mumbai
大米	palay
大米	rice
大米	kanin
大米	bigas
代詞	panghalip
舊的	matanda
舊的	luma
抓到	nahuli
中級	intermediate
期貨	futures
鹹	maalat
圍牆	dingding
圍牆	pader
圍牆	bakod
鋼琴家	pianist
泡泡	bula
泡泡	bubble
擔憂	alala
通緝	wanted
園林	hardin
眼鏡蛇	cobra
降解	hamakin
老鷹	eagles
老鷹	hawks
老鷹	agila
腳踏車	bike
腳踏車	bisikleta
鞋子	sapatos
視角	perspektibo
視角	pananaw
視角	perspectives
憎恨	hate
林業	forestry
露營	kampo
露營	camping
罰金	fines
手腕	pulso
封存	sealed
