keiserlik	imperial
argumendi	argumen
konkurents	kompetisi
konkurents	persaingan
konkurents	lomba
kurjategija	pidana
kurjategija	kriminal
kurjategija	criminal
kurjategija	penjahat
kurjategija	pelanggar
kurjategija	pelaku
kurjategija	terpidana
teemant	berlian
teemant	diamond
teemant	intan
laava	lahar
laava	lava
kaitsjad	guardian
kaitsjad	guardians
kaitsjad	wali
argumendid	argumen
regioonide	cor
nordisk	nordisk
türklased	turki
vask	tembaga
theodore	theodore
alpes	alpes
unistus	impian
unistus	mimpi
unistus	dream
järeldus	kesimpulannya
järeldus	kesimpulan
kvartalis	triwulan
konsultant	konsultan
konstruktsioon	konstruksi
konstruktsioon	pembangunan
ilona	ilona
tõrjuda	mengusir
soovitab	menganjurkan
soovitab	merekomendasikan
soovitab	dianjurkan
soovitab	menyarankan
soovitab	menyarankan
soovitab	sarankan
platoo	plateau
córdoba	córdoba
malmö	malmö
chuck	chuck
lambert	lambert
silvio	silvio
dialoogi	dialog
dialoogi	dialog
fine	fine
fine	halus
süüdistuse	penuntutan
vaz	vaz
kristian	kristian
ramón	ramón
seinad	tembok
seinad	dinding
uss	cacing
uss	worm
ümmargune	ronde
ümmargune	bulat
ümmargune	round
next	selanjutnya
next	berikutnya
next	next
ravida	menyembuhkan
ravida	sembuh
ravida	heal
ravida	penyembuhan
katki	patah
katki	rusak
katki	broken
taktika	taktik
taktika	taktik
takistuse	kendala
takistuse	rintangan
takistuse	halangan
takistuse	hambatan
skandaali	skandal
skandaali	scandal
amadeus	amadeus
teenus	service
teenus	jasa
teenus	layanan
teenus	servis
teenus	pelayanan
vedel	cairan
vedel	liquid
vedel	cair
partner	partner
partner	mitra
partner	pasangan
partner	rekan
partner	mempersekutukan
partner	kaitkan
partner	mengaitkan
partner	hubungkan
alalise	permanen
alalise	permanent
namiibia	namibia
lõhn	penciuman
lõhn	bau
lõhn	bau
lõhn	penciuman
lõhn	wangi
lõhn	aroma
zeit	zeit
seadusandlik	legislatif
seadusandlik	legislatif
pruunid	brown
pruunid	coklat
pruunid	browns
allutatud	bawahan
cia	cia
cia	pkb
cia	cia
cia	cla
saarlased	islanders
algebra	kalkulus
algebra	aljabar
vastastikune	mutual
vastastikune	bersama
vastastikune	reciprocal
armand	armand
bakuu	baku
läbiviidud	dipentaskan
tag	tanda
tag	tag
ostsid	dibeli
ostsid	membeli
vabanenud	dilepaskan
vabanenud	dirilis
nupp	kancing
nupp	tombol
annie	annie
kotzebue	kotzebue
reich	reich
sisend	input
sisend	masukkan
sisend	masukan
tadžikistani	tajikistan
hillary	hillary
harvard	harvard
jyväskylä	jyväskylä
dong	dong
luige	swan
luige	angsa
areneda	berevolusi
istanbuli	istanbul
kalevala	kalevala
kübar	hat
kübar	topi
lao	lao
lao	laos
plaane	rencana
libeeria	liberia
libeeria	liberia
lõigu	segmen
monarh	monarki
monarh	monarch
palka	upah
palka	menyewa
palka	sewa
palka	rekrut
luna	luna
ehitaja	builder
ehitaja	pembangun
heidelbergi	heidelberg
hollywoodi	hollywood
lilla	purple
lilla	ungu
publik	pemirsa
publik	penonton
publik	kerumunan
publik	crowd
publik	keramaian
kaovad	menghilang
laupäeval	sabtu
lahendamine	resolusi
fin	sirip
fin	fin
ehitab	membangun
kaevatud	digali
kaevatud	dug
acer	acer
lööb	hits
lööb	hantaman
lööb	mengalahkan
lööb	beats
lööb	berdetak
lööb	irama
lööb	ketukan
vastavusse	align
vastavusse	ratakan
vastavusse	perataan
rubens	rubens
tugevdada	memperkuat
tugevdada	menguatkan
tugevdada	perkuat
algoritm	algoritma
populatsioon	penduduk
populatsioon	populasi
alias	alias
identne	identik
vähim	sedikitnya
hero	engkol
hero	crank
hero	hero
hero	pahlawan
grupis	group
grupis	kelompokkan
grupis	grup
grupis	kelompok
baikali	baikal
kepler	kepler
mõrv	pembunuhan
mõrv	pembunuhan
ahvenamaa	åland
filtri	filter
filtri	penyaring
filtri	saring
filtri	saringan
esivanemad	leluhur
vahendatud	ditengahi
armas	lovely
armas	indah
veenis	membujuk
veenis	dibujuk
pass	paspor
pass	passport
õuna	apel
õuna	apple
château	château
jenny	jenny
umberto	umberto
henryk	henryk
kentucky	kentucky
pilved	awan
pilved	awan
pilved	cloud
mer	mer
lipnik	ensign
padova	padua
franki	frank
tähendusi	makna
osaleja	peserta
osaleja	peserta
osaleja	partisipan
õlu	beer
õlu	bir
reklaam	publikasi
reklaam	publisitas
reklaam	komersial
reklaam	komersil
reklaam	periklanan
reklaam	mengiklankan
reklaam	iklan
reklaam	beriklan
selma	selma
adelaide	adelaide
romana	romana
kogemused	pengalaman
kogemused	pengalaman
tagurpidi	kebalikan
tagurpidi	reverse
tagurpidi	terbalik
ümar	ronde
ümar	bulat
ümar	round
genfis	jenewa
genfis	geneva
kuulas	mendengarkan
kuulas	didengarkan
vaatluse	observasi
vaatluse	pengamatan
aspekti	aspek
sünagoog	sinagoga
paigal	freeze
paigal	membeku
kolmnurk	segitiga
lõksu	jebakan
lõksu	perangkap
lõksu	trap
regulaarne	biasa
regulaarne	regular
regulaarne	reguler
sümmeetria	simetri
teadust	ilmu
teadust	sains
stig	stig
edith	edith
aspektid	aspek
hahn	hahn
organisatsioone	organisasi
positiivsed	positive
positiivsed	positif
dostojevski	dostoyevsky
tsitaat	kutipan
tsitaat	kutip
tsitaat	quote
liepāja	liepāja
valdkonnad	area
pearl	pearl
pearl	mutiara
viasat	viasat
joonas	yunus
joonas	jonah
liitumine	merger
liitumine	bergabung
ohutu	aman
ohutu	brankas
iraak	irak
györgy	györgy
bissau	bissau
janet	janet
viktoria	viktoria
legendaarne	legendaris
legendaarne	legendary
rudolph	rudolph
petra	petra
motors	motors
motors	motor
brad	brad
kubrick	kubrick
ühendused	koneksi
ühendused	asosiasi
kaksikud	gemini
kaksikud	kembar
kaksikud	twins
mängitud	diputar
mängitud	dimainkan
mängitud	dipermainkan
monroe	monroe
kitsad	sempit
eeliseid	keuntungan
eeliseid	keunggulan
eeliseid	kelebihan
selgitab	menjelaskan
omanduses	dimiliki
omanduses	milik
häiritud	terganggu
nathan	nathan
nicola	nicola
hoidja	penjaga
müüt	mitos
leben	leben
mosambiigi	mozambik
mõõdukas	moderasi
mõõdukas	moderat
mõõdukas	memoderasi
renate	renate
sforza	sforza
konteksti	konteks
konteksti	kontek
kihid	lapis
kihid	lapisan
pühakute	santo
pühakute	saints
kama	kama
toledo	toledo
plii	memimpin
plii	prospek
plii	pimpin
plii	lead
tais	thailand
küsib	tanya
küsib	bertanya
väljakujunenud	diselesaikan
väljakujunenud	menetap
laused	frase
laused	terjemahan
laused	frasa
laused	kalimatnya
laused	kalimat
sarnasus	kemiripan
sarnasus	kesamaan
sarnasus	kemiripan
scsi	scsi
ardo	ardo
palavik	demam
palavik	fever
sanders	sanders
vallandati	ditembakkan
vallandati	dipecat
vallandati	pecat
vallandati	memecat
hääldatakse	diucapkan
patareid	baterai
ohver	korban
tycho	tycho
kiirabi	ambulans
kiirabi	ambulance
kiirabi	ambulan
hääletus	vote
hääletus	suara
hääletus	voting
hääletus	voting
marcello	marcello
vastupidav	awet
tähevärav	stargate
pereira	pereira
säde	percikan
säde	spark
toni	toni
varade	aset
reuters	reuters
aianduse	hortikultura
cannes	cannes
dieter	dieter
pane	menempatkan
pane	put
isiksus	kepribadian
olendid	makhluk
olendid	mahluk
kanalid	kanal
kanalid	saluran
kanalid	kanal
kanalid	kanal
kanalid	channel
kanalid	saluran
põletatud	terbakar
põletatud	dibakar
põletatud	hangus
põletatud	bakaran
põletatud	dibakar
sain	got
sain	punya
smirnov	smirnov
kontaktid	kontak
korteris	apartement
korteris	apartment
korteris	apartemen
juhend	pedoman
juhend	panduan
juhend	pemandu
juhend	petunjuk
juhend	instruksi
moe	moe
usbekistani	uzbekistan
osce	osce
pankur	bankir
pankur	banker
claire	claire
kana	chicken
kana	ayam
kana	hen
täitmine	penegakan
täitmine	penegak
täitmine	mengisi
täitmine	eksekusi
täitmine	pelaksanaan
koopad	gua
nebraska	nebraska
keeld	ban
keeld	larang
keeld	larangan
keeld	pelarangan
keeld	pelarangan
täiendavad	tambahan
hart	hart
komplekt	tetapkan
komplekt	set
komplekt	setel
komplekt	atur
komplekt	kit
alfons	alfons
qui	qui
kolju	tengkorak
kolju	skull
pms	pms
kadusid	menghilang
abdul	abdul
winston	winston
alabama	alabama
arendaja	pengembang
arendaja	developer
otsad	berakhir
mõneti	agak
mõneti	lumayan
löök	blow
löök	tiup
löök	meniup
löök	perkusi
löök	mogok
löök	strike
löök	serang
löök	coret
löök	menendang
löök	tendang
löök	tendangan
löök	kick
tundsid	merasa
tundsid	dirasakan
fbi	fbi
pzkpfw	panzer
bismarck	bismarck
uks	pintu
uks	door
wells	sumur
wells	wells
athena	athena
leiutatud	diciptakan
susi	susi
kõrva	kuping
kõrva	telinga
pippin	pippin
liikumised	gerakan
vietnam	vietnam
veronica	veronica
greg	greg
auru	uap
auru	steam
auru	kukus
alto	alto
que	que
houston	houston
kukub	terjun
kukub	falls
kukub	jatuh
ibrahim	ibrahim
küpros	cyprus
küpros	siprus
galaktikate	galaksi
pealkirjad	gelar
pealkirjad	titel
kõrvad	telinga
luisa	luisa
atlantis	atlantis
louisiana	louisiana
fauna	fauna
göteborgis	göteborg
laos	laos
vabrik	pabrik
kloostrid	biara
mathias	mathias
sõiduki	kendaraan
mehhanismid	mekanisme
kehti	terapkan
paaris	dipasangkan
paaris	pair
ash	asy
ash	ash
ash	abu
mauritiuse	mauritius
mauritiuse	mauritian
raport	lapor
raport	laporkan
raport	melaporkan
raport	laporan
süüdistatud	dituduh
süüdistatud	tertuduh
süüdistatud	terdakwa
pavia	pavia
vie	vie
nõudlus	menuntut
nõudlus	permintaan
nõudlus	demand
erapooletu	adidaya
erapooletu	netral
erapooletu	memihak
erapooletu	netral
balthasar	balthasar
gotha	gotha
duke	duke
duke	adipati
juut	yahudi
lahendused	larutan
lahendused	solusi
laulda	sing
laulda	nyanyi
laulda	nyanyikan
planeerimine	merencanakan
planeerimine	berencana
planeerimine	perencanaan
võrreldakse	membandingkan
cesare	cesare
tehnoloogiad	technologies
tehnoloogiad	teknologi
kohtuda	bertemu
kohtuda	meet
kohtuda	temui
diktatuuri	kediktatoran
mercia	mercia
okt	okt
okt	oct
louvre	louvre
kuude	bulan
ministrid	menteri
kümned	tens
kümned	puluhan
kümned	lusinan
kümned	puluhan
kümned	belasan
racing	balapan
racing	balap
racing	racing
racing	membalap
solanum	terung
kent	kent
tudengid	pelajar
tudengid	santri
tudengid	mahasiswa
tudengid	murid
tudengid	siswa
quintus	quintus
karvane	berbulu
karvane	berbulu
ülevõtmine	transposisi
ülevõtmine	pengambilalihan
piirkondlikud	regional
kristo	kristo
windsor	windsor
kasvatus	didikan
kasvatus	asuhan
kasvatus	mengasuh
kasvatus	pengasuhan
ari	ari
hondurase	honduras
sõnastik	glosarium
sõnastik	kamus
teravilja	sereal
hädavajalik	esensial
hädavajalik	penting
kristin	kristin
martino	martino
keerukas	komplek
keerukas	complex
keerukas	rumit
keerukas	kompleks
põrgu	hell
põrgu	neraka
lucca	lucca
laboratooriumi	laboratory
laboratooriumi	laboratorium
eranditult	eksklusif
hms	hms
kollektsioon	koleksi
spordiala	sport
spordiala	olahraga
toetaja	penyumbang
toetaja	kontributor
toetaja	pendukung
toetaja	supporter
moto	motto
moto	moto
moto	moto
bradley	bradley
dünamo	dynamo
dünamo	dinamo
pilk	melirik
pilk	sekilas
pilk	lirikan
õnneks	untungnya
elektriliselt	electrically
porta	porta
hamiltoni	hamilton
lõpetamine	penyelesaian
lõpetamine	pelengkapan
lõpetamine	penutup
lõpetamine	penutupan
lõpetamine	wisuda
lõpetamine	kelulusan
lõpetamine	pemutusan
lõpetamine	penghentian
como	como
potentsiaal	potensi
potentsiaal	potensial
faso	faso
klient	customer
klient	nasabah
klient	pelanggan
klient	klien
edastamine	transmisi
edastamine	meneruskan
skt	gdp
skt	pdb
gibson	gibson
fanny	fanny
webber	webber
sajad	ratusan
pakistan	pakistan
dis	dis
clement	klemens
amor	amor
ühtlane	seragam
poodi	shop
poodi	ruko
poodi	toko
poodi	belanja
poodi	berbelanja
poodi	shopping
poodi	berbelanja
poodi	belanja
poodi	simpan
poodi	toko
lazio	lazio
birger	birger
seks	seks
seks	sex
renoveeritud	diperbaharui
renoveeritud	direnovasi
lausanne	lausanne
stabiilsus	stabilitas
stabiilsus	kestabilan
tausta	background
tausta	latar
reaalsus	kenyataan
reaalsus	realitas
reaalsus	reality
reaalsus	realita
evolutsioon	evolusi
evolutsioon	evolution
metaani	metana
tõmbas	ditarik
konfliktid	bentrok
konfliktid	konflik
konfliktid	konflik
signaalid	sinyal
signaalid	signal
julien	julien
phelps	phelps
junior	yunior
junior	junior
junior	smp
phd	phd
phd	doktor
sõjalised	militer
sõjalised	kemiliteran
salvatore	salvatore
süüdistus	tuduhan
süüdistus	tagihan
süüdistus	biaya
süüdistus	tagih
süüdistus	pengisian
süüdistus	dakwaan
airbus	airbus
setted	sedimen
uraan	uranium
uraan	uranus
bussi	bus
bussi	bis
süstemaatiliselt	sistematis
maadlus	bergulat
maadlus	wrestling
maadlus	gulat
karol	karol
piibel	bible
piibel	alkitab
bryan	bryan
nukleotiidi	nukleotida
borussia	borussia
dee	dee
palk	gaji
palk	upah
kosmonaut	kosmonot
riba	strip
sojuz	soyuz
õlut	beer
õlut	bir
hüljatud	terbengkalai
hüljatud	ditinggalkan
hüljatud	ditelantarkan
kavatsusest	niat
beyond	melampaui
beyond	beyond
levin	levin
pingeid	ketegangan
nacional	nacional
vahekord	coitus
tolly	tolly
warner	warner
failid	berkas
failid	file
tõlgendus	interpretasi
tõlgendus	penafsiran
proosa	prosa
mõistmine	pengertian
mõistmine	pemahaman
mõistmine	memahami
gustave	gustave
kuraator	kurator
mutatsioonid	mutasi
viiulit	violin
viiulit	biola
metsik	wild
metsik	liar
aacheni	aachen
streik	mogok
streik	strike
streik	serang
streik	coret
karistada	menghukum
kalli	hug
kalli	peluk
kalli	pelukan
kalli	merapat
kalli	memeluk
kalli	berpelukan
vangid	tahanan
vangid	narapidana
vangid	kontra
sami	sami
määratleb	mendefinisikan
vaatlused	survei
vaatlused	pengamatan
tunnustus	pengakuan
martha	marta
martha	martha
kara	kara
diagnostika	diagnosa
diagnostika	diagnostik
diagnostika	diagnosa
diagnostika	diagnosis
diagnostika	diagnostik
cpu	cpu
füüsilised	jasmani
füüsilised	fisik
kasutajaliides	antarmuka
efektiivselt	efektif
efektiivselt	efisien
peer	peer
peer	rekan
peer	kentut
meeleavaldajate	demonstran
meeleavaldajate	pengunjuk
meeleavaldajate	demonstran
meeleavaldajate	pemrotes
crystal	kristal
crystal	crystal
ustav	loyal
ustav	setia
madalmaad	belanda
münsteri	münster
kubernerkond	kegubernuran
lahutatud	diputuskan
lahutatud	terputus
lahutatud	diputus
lahutatud	bercerai
lahutatud	cerai
vanuatu	vanuatu
hollywood	hollywood
neeru	renai
neeru	ginjal
lilian	lillian
lilian	lilian
mendelssohn	mendelssohn
falcon	elang
falcon	falcon
kremli	kremlin
gmbh	gmbh
alkohol	alkohol
holokausti	holocaust
hinged	engsel
hinged	roh
hinged	semangat
hinged	ruh
hinged	arwah
paigutus	peletakan
paigutus	penempatan
paigutus	layout
paigutus	pengaturan
kinnitamine	mengonfirmasi
kinnitamine	mengkonfirmasi
kinnitamine	mengkonfirmasikan
kinnitamine	validasi
veinid	arak
veinid	anggur
veinid	wine
botswana	botswana
temperatuurid	temperatur
temperatuurid	suhu
günter	günter
jumalik	ilahi
jumalik	divine
jumalik	illahi
jumalik	menggemaskan
relvastuse	armament
aneemia	anemia
aneemia	anemia
arch	lengkungan
arch	arch
suurendamine	naikkan
suurendamine	tingkatkan
suurendamine	meningkat
suurendamine	meningkatkan
suurendamine	peningkatan
suurendamine	meningkat
suurendamine	meningkatkan
suurendamine	augmentasi
freeman	freeman
jõude	menganggur
uni	tidur
uni	sleep
uni	uni
alfredo	alfredo
kehad	badan
kehad	jenazah
kehad	tubuh
sol	sol
monica	monica
str	str
armastan	rpp
armastan	love
armastan	cintai
armastan	cinta
kartaago	carthage
alta	alta
epideemia	epidemi
epideemia	wabah
telekommunikatsiooni	telekomunikasi
telekommunikatsiooni	telekomunikasi
kink	hadiah
kink	pemberian
kink	kado
ühineb	bergabung
tooli	ketua
tooli	kursi
pood	shop
pood	ruko
pood	toko
pood	belanja
pood	berbelanja
pood	simpan
pood	toko
subjektiivne	subyektif
subjektiivne	subjektif
sonja	sonja
kahjustused	lesi
kahjustused	kerusakan
kahjustused	damage
kahjustused	merusak
soojus	heat
soojus	panasnya
soojus	panas
soojus	hangatnya
soojus	kehangatan
grove	grove
hara	hara
marche	marche
sark	sark
issand	lord
issand	tuhan
trumm	genderang
trumm	drum
üleriigiline	nasional
juhatab	prospek
juhatab	pimpin
juhatab	lead
sõdu	perang
sõdu	wars
sõdu	peperangan
puudega	dinonaktifkan
puudega	dimatikan
puudega	nonaktif
tamili	tamil
ruttu	ngakak
ruttu	cepat
ruttu	cepat
registreerida	daftarkan
registreerida	register
sõrme	jari
sõrme	finger
gertrude	gertrude
tagasihoidlik	pns
tagasihoidlik	humble
mauri	mauri
lena	lena
järjekindlalt	konsisten
nano	nano
nhl	nhl
toetamine	mendukung
toetamine	dukungan
toetamine	dukung
toetamine	support
toetamine	mendukung
intensiivne	intensif
intensiivne	intens
intensiivne	menegangkan
pankrotti	bangkrut
avignon	avignon
ergo	ergo
nooremad	younger
nooremad	muda
helid	suara
helid	bunyi
helid	kedengarannya
helid	sounds
helid	bunyinya
šiauliai	šiauliai
täiskogu	paripurna
teadaolevad	dikenal
teadaolevad	diketahui
ettepoole	forward
ettepoole	maju
ettepoole	teruskan
cash	kas
cash	cash
cash	tunai
jose	jose
jose	josé
peavalu	pusing
jerome	jerome
beatrice	beatrice
bogdan	bogdan
sülearvuti	laptop
sülearvuti	laptopnya
teatanud	dilaporkan
teatanud	melaporkan
vastuseid	jawaban
renessanss	renaisans
renessanss	renaissance
saag	gergaji
saag	saw
kael	leher
kael	neck
progress	kemajuan
progress	perkembangan
progress	progres
progress	progress
richter	richter
sooritatud	dipentaskan
uskuma	believe
uskuma	percaya
mitmuses	jamak
tolmu	dust
tolmu	debu
kohtub	memenuhi
kohtub	bertemu
ettevalmistamine	persiapan
ettevalmistamine	menyiapkan
ettevalmistamine	mempersiapkan
spetsiifilised	spesifik
spetsiifilised	tertentu
spetsiifilised	khusus
steiner	steiner
marius	marius
eksperimentaalne	percobaan
eksperimentaalne	eksperimen
eksperimentaalne	eksperimental
fsb	fsb
sokid	socks
sokid	mukena
jupiter	jupiter
earl	earl
tööandja	perusahaan
tööandja	majikan
kahjulik	membahayakan
kahjulik	berbahaya
kahjulik	merugikan
kahjulik	merusak
hjalmar	hjalmar
allikat	sumber
hiline	terlambat
hiline	telat
hiline	larut
vaidluse	sengketa
vaidluse	persengketaan
vaidluse	perselisihan
lou	lou
lou	lom
foster	foster
hiroshima	hiroshima
dokumenteeritud	didokumentasikan
beiträge	beiträge
toro	toro
üritused	peristiwa
üritused	kegiatan
üritused	event
üritused	acara
gemini	gemini
kohtunikud	hakim
kohtunikud	juri
paralleelne	paralel
pauline	pauline
alpha	alpha
alpha	alfa
teraapia	terapi
tiberius	tiberius
fraas	frase
fraas	frasa
jamie	jamie
autobiograafia	otobiografi
lauter	lauter
antropoloogia	antropologi
bailey	bailey
tadžiki	tajik
siluri	debugger
sébastien	sébastien
iata	iata
katherine	katherine
machiavelli	machiavelli
sylvia	sylvia
vologda	vologda
kirjeldused	deskripsi
kits	kambing
tuberkuloos	tuberkulosis
müüb	menjual
prunus	prunus
staadium	pentas
staadium	tahap
staadium	panggung
staadium	stage
jeltsin	yeltsin
juliana	juliana
proov	sample
proov	sampel
proov	contoh
proov	latihan
proov	gladi
roosevelt	roosevelt
lionel	lionel
terminal	terminal
väljakutse	tantangan
väljakutse	challenge
väljakutse	menantang
väljakutse	tantang
väljakutse	menantang
eisen	eisen
palace	puput
palace	istana
palace	keraton
truudust	kesetiaan
bernd	bernd
üleandmine	transfer
üleandmine	mentransfer
mia	mia
hindu	hindu
ace	ace
ace	anang
eritrea	eritrea
eritrea	eritrea
kirjalik	tertulis
kirjalik	ditulis
gertrud	gertrud
tuhk	abu
tuhk	asy
tuhk	ash
tuhk	abu
pühapäev	minggu
täpsust	ketepatan
täpsust	presisi
täpsust	ketelitian
täpsust	keakuratan
täpsust	ketepatan
täpsust	akurasi
täpsust	ahir
fidži	fiji
lääs	maghrib
lääs	barat
lääs	west
cola	cola
cola	kola
lämmastik	nitrogen
strateegiline	strategis
detektiiv	detective
detektiiv	detektif
vastuvõtt	penerimaan
vastuvõtt	resepsi
märkused	catatan
märkused	notes
märkused	komentar
liitlane	ally
liitlane	sekutu
gaz	gaz
magus	sweet
magus	manis
irving	irving
rebecca	rebecca
aruanne	lapor
aruanne	laporkan
aruanne	melaporkan
aruanne	laporan
borgia	borgia
liinid	baris
liinid	lines
liinid	garis
manustamine	administrasi
vastasid	membalas
vastasid	dibalas
vastasid	menjawab
vastasid	menjawab
vastasid	terjawab
vastasid	dijawab
eksperiment	percobaan
eksperiment	eksperimen
eksperiment	bereksperimen
akustiline	ajimat
akustiline	acoustic
akustiline	akustik
dagmar	dagmar
elekter	kelistrikan
elekter	listrik
elekter	listrik
elekter	elektrik
elekter	electric
varastatud	dicuri
karlsson	karlsson
gibraltari	gibraltar
pat	tepuk
pat	pat
sünonüüm	sinonim
amplituud	amplitudo
dominique	dominique
üksikult	individual
territoriaalse	teritorial
ultra	ultra
ward	ward
ward	bangsal
positsioonid	posisi
bennett	bennett
petit	petit
primaarne	primer
primaarne	utama
primaarne	primary
testid	pengujian
testid	uji
testid	tes
tsoon	zona
tsoon	zone
täiuslik	perfect
täiuslik	sempurna
aserbaidžaan	azerbaijan
maxwell	maxwell
tööline	pekerja
negatiivselt	negatif
nähtused	fenomena
kasahstan	kazakhstan
churchill	churchill
diplom	ijazah
diplom	diploma
mikael	mikael
dag	dag
kopsu	paru
kopsu	paru
kopsu	lung
puruks	smash
aken	window
aken	jendela
hills	bukit
hills	hills
hills	perbukitan
isabelle	isabelle
passiivne	pasif
eno	eno
antonov	antonov
dumas	dumas
meele	mind
meele	pikiran
hare	hare
hare	kelinci
ülalpool	diatas
pre	pre
pre	pra
tõestus	buktinya
tõestus	bukti
tõestus	pembuktian
