kategória	categorie
rastliny	planten
rastliny	plantjes
rastliny	plant
line	line
line	lijn
viaceré	meerdere
viaceré	meervoudige
viaceré	veelvoud
viaceré	meervoudig
takéto	dergelijke
moskva	moskou
zhruba	grofweg
zhruba	ruwweg
afriky	afrika
pokračoval	voortgezet
pokračoval	vervolg
pozície	posities
japonsku	japan
spomína	noemt
spomína	vermeldingen
vety	zinnen
vety	uitdrukkingen
vety	zin
vety	straf
vety	vonnis
vety	zinnen
vety	vonnissen
veže	torens
novembri	november
kusov	stuks
kusov	stukken
kusov	stukjes
ríme	rome
hlasov	stemmen
hlasov	stemmingen
hlasov	stemmen
hlasov	voices
olympijské	olympic
olympijské	olympisch
manželky	echtgenotes
firma	firma
firma	gezelschap
firma	bedrijf
firma	onderneming
bas	bas
štart	start
štart	begin
štart	starten
štart	beginnen
štart	opstijgen
štart	opstart
štart	opstarten
štart	lanceren
štart	lancering
japonsko	japan
time	tijd
maria	marja
maria	maria
stanici	station
časopisu	tijdschrift
časopisu	magazine
socha	beeld
socha	beeldhouwwerk
socha	sculptuur
socha	beeldje
socha	standbeeld
hudbu	muziek
festival	festival
technické	technische
technické	technisch
nato	nato
nato	navo
úsek	stretch
úsek	uitstrekken
úsek	strekken
úsek	rekken
úsek	uitrekken
úsek	afdeling
úsek	sectie
úsek	compartiment
úsek	segment
severne	noorden
severne	noord
noviny	krant
noviny	kranten
noviny	dagblad
noviny	kranten
noviny	dagbladen
stáva	wordt
stáva	worden
skoro	bijna
skoro	early
skoro	vroeg
skoro	vroege
objekt	voorwerp
objekt	object
apollo	apollo
slnko	zon
lodí	schepen
mapy	kaarten
mapy	kaart
mapy	plattegrond
mapy	kaart
účastníci	deelnemers
účastníci	deelnemers
účastníci	aanwezigen
autorov	auteurs
autorov	schrijvers
váhom	váhom
znova	alweer
znova	opnieuw
znova	nogmaals
slúžil	gediend
slúžil	opgediend
slúžil	geserveerd
politika	beleid
politika	politiek
špeciálne	speciaal
špeciálne	bijzonder
špeciálne	speciale
špeciálne	special
liptovský	liptovský
zloženie	compositie
zloženie	samenstelling
učiteľ	leraar
učiteľ	onderwijzer
učiteľ	docent
učiteľ	leerkracht
učiteľ	lerares
zlatá	cute
zlatá	schattig
zlatá	goud
zlatá	golden
zlatá	gouden
zlatá	gulden
národov	naties
národov	volkeren
dôvodov	redenen
hlas	voice
hlas	stem
hodnota	waarde
kmeň	stam
kmeň	stengel
kmeň	stam
kmeň	stam
automaticky	automaat
automaticky	automatisch
automaticky	automaat
automaticky	automatische
automaticky	automatisch
automaticky	automatisch
vlastne	eigenlijk
herečky	actrices
iso	iso
stretnutia	sessies
stretnutia	zittingen
stretnutia	ontmoetingen
stretnutia	meetings
stretnutia	ontmoetingen
stretnutia	vergaderingen
stretnutia	bijeenkomsten
stretnutia	benoemingen
stretnutia	afspraken
stretnutia	ontmoeting
stretnutia	vergadering
stretnutia	meeting
stretnutia	bijeenkomst
stretnutia	vergaderen
aktivity	activiteiten
aktivity	activiteit
aktivity	activiteit
franche	franche
grécko	griekenland
ostrovov	eilanden
zámky	sluizen
zámky	sloten
dušan	dusan
dušan	dušan
provincii	provincie
meria	gemeten
meria	afgemeten
meurthe	meurthe
comté	comté
výraz	uitdrukking
výraz	expressie
španielsky	spaanse
španielsky	spaans
mil	mil
roman	roman
roman	romeinse
roman	romeins
červená	rode
červená	rood
správne	juist
správne	recht
správne	rechts
správne	correcte
správne	corrigeren
správne	correct
svetla	light
svetla	lichte
svetla	licht
doubs	doubs
čierna	zwarte
čierna	black
čierna	zwart
vidieť	zien
vidieť	zie
hore	wakker
hore	boven
značne	aanzienlijk
hnutie	bewegingen
hnutie	verplaatsing
hnutie	beweging
doslova	letterlijk
bunky	cell
bunky	cel
bunky	cellen
administratívne	administratief
administratívne	administratieve
športové	sportief
športové	sporting
športové	sport
športové	sporten
čoskoro	snel
čoskoro	spoedig
čoskoro	binnenkort
čoskoro	soon
čoskoro	weldra
skratka	afkorting
skratka	acroniem
skratka	afkorting
skratka	sneltoets
kanada	canada
prahy	drempels
prahy	praag
posledná	laatste
hrať	speel
hrať	spelen
hrať	afspelen
hrať	spelen
ferdinand	ferdinand
sezóna	seizoen
london	londen
bitky	gevechten
bitky	veldslagen
bitky	gevechten
one	one
one	één
one	een
one	eén
slovan	slovan
používané	gebruikt
používané	gebruikte
motora	engine
motora	motor
tatry	tatry
tatry	tatra
ríma	rome
boj	worsteling
boj	worstel
boj	strijd
boj	bestrijden
boj	combat
boj	vechten
boj	strijd
boj	gevecht
boj	vecht
porazil	verslagen
vecí	dingen
júni	juni
júni	june
pásmo	band
dĺžku	lengte
nižšie	onder
nižšie	hieronder
nižšie	lager
nižšie	lagere
divákov	toeschouwers
divákov	kijkers
úspešne	succesvol
viedeň	wenen
hádzanej	handbal
vzťahu	relatie
panna	virgo
panna	maagd
panna	virgin
panna	maagd
panna	maagden
tvorili	gevormde
tvorili	gevormd
dvakrát	tweemaal
tatier	tatra
dna	dna
pilot	piloot
pilot	pilot
ffffff	ffffff
marián	marián
gironde	gironde
provincia	provincie
žena	vrouw
žena	woman
žena	vrouwelijke
žena	vrouw
žena	vrouwtje
žena	vrouwelijk
žena	vrouw
žena	echtgenote
situácia	situatie
situácia	toestand
predpokladá	veronderstelde
predpokladá	veronderstelt
sila	sterkte
sila	kracht
sila	forceren
sila	kracht
sila	force
dieťa	baby
dieťa	schat
dieťa	schatje
dieťa	kind
dieťa	jongen
dieťa	kid
dieťa	kind
dieťa	kindje
dordogne	dordogne
ústav	instituut
mierne	matig
mierne	gematigd
mierne	mild
mierne	milde
mierne	lichtjes
mierne	enigszins
mierne	lichtelijk
iss	iss
navigačné	nav
vedenie	beheer
vedenie	management
vedenie	leiderschap
vedenie	leiden
vedenie	lood
vedenie	loden
vedenie	lead
arena	arena
stredná	middelste
stredná	middle
stredná	midden
stredná	medium
stredná	middellange
stredná	middelgrote
stredná	middelgroot
stredná	matige
stredná	matig
stredná	gematigde
stredná	gematigd
stredná	gemiddelde
stredná	gemeen
stredná	mean
prebieha	doorlopend
prebieha	lopende
skončila	beëindigd
skončila	eindigde
skončila	geëindigd
skončila	verlopen
referencie	verwijzingen
referencie	referenties
referencie	referentie
referencie	verwijzing
plochy	oppervlakken
plochy	oppervlakten
plochy	oppervlakten
plochy	gebieden
plochy	desktops
plochy	bureaublad
plochy	desktop
schopnosť	vermogen
končí	uiteinden
končí	eindigt
jediným	sole
jediným	zool
jediným	tong
svetlo	light
svetlo	lichte
svetlo	licht
doba	tijdvak
doba	periode
doba	tijd
medzinárodný	internationaal
relatívne	relatief
relatívne	relatieve
budov	gebouwen
vnútri	binnen
vnútri	binnenkant
vnútri	binnen
vnútri	binnenshuis
vnútri	intra
príklad	voorbeeld
group	groep
group	fractie
futbal	voetballen
futbal	voetbal
futbal	voetballen
futbal	voetbal
galéria	galerie
galéria	galerij
potreby	behoeften
potreby	noden
osoba	persoon
osoba	person
osady	nederzettingen
osady	schikkingen
kanade	canada
mohla	kan
mohla	kon
astronómia	astronomie
dvd	dvd
hrala	gespeelde
hrala	speelde
hrala	afgespeeld
hrala	gespeeld
vlastný	eigen
vlastný	aangepaste
vlastný	maatwerk
vlastný	aangepast
názor	advies
názor	mening
isère	isère
postava	personage
postava	karakter
švajčiarsko	zwitserland
vytvorili	aangemaakt
vytvorili	gecreëerd
vytvorili	gemaakt
vytvorili	geschapen
najväčších	grootste
škoda	jammer
škoda	medelijden
škoda	schande
škoda	jammer
škoda	schaamte
škoda	zonde
škoda	škoda
autora	auteur
autora	schrijver
švédsko	zweden
pohára	kopje
pohára	beker
gólov	doelstellingen
gólov	doelpunten
gólov	goals
gólov	doelen
fakulty	faculteiten
fakulty	faculteit
trate	lijnen
trate	nummers
trate	tracks
trate	sporen
trate	rupsbanden
znaky	personages
znaky	tekens
znaky	karakters
znaky	borden
znaky	tekenen
znaky	bordjes
znaky	tekens
star	ster
star	star
čierny	zwarte
čierny	black
čierny	zwart
post	bericht
post	post
objavila	ontdekte
objavila	ontdekt
objavila	verscheen
objavila	verschenen
indre	indre
petr	petr
pracuje	werkt
pracuje	werken
pracuje	werkend
pracuje	werken
pracuje	werkende
maďarský	hongaarse
maďarský	hongaars
väčší	groter
väčší	groter
väčší	grotere
väčší	groter
plocha	gebied
plocha	oppervlakte
plocha	bureaublad
plocha	desktop
zvolen	zvolen
karl	carl
karl	karl
zbierka	inzamelingsactie
zbierka	fondsenwerving
zbierka	verzamelen
zbierka	collectie
zbierka	inzameling
zbierka	verzameling
biely	wit
biely	witte
umiestnené	gelokaliseerd
umiestnené	gehuisvest
umiestnené	geplaatst
vstup	entree
vstup	ingang
vstup	input
vstup	invoer
vstup	binnenkomst
vstup	vermelding
histórie	geschiedenis
povstania	opstand
povstania	opstanden
hodiny	openingstijden
hodiny	uren
hodiny	uur
hodiny	klokken
hodiny	klok
roussillon	roussillon
francúzske	frans
francúzske	fransen
francúzske	franse
múzea	musea
múzea	museum
johann	johann
najmenej	minste
najmenej	minst
pôvodné	oorspronkelijke
pôvodné	origineel
pôvodné	originele
languedoc	languedoc
hrali	gespeelde
hrali	speelde
hrali	afgespeeld
hrali	gespeeld
ruská	russisch
ruská	rus
ruská	russische
chrámu	tempel
obrany	verdediging
obrany	defensie
obrany	verdedigen
novín	kranten
novín	dagbladen
novín	krant
novín	kranten
novín	dagblad
str	str
vienne	vienne
rieke	rivier
rieke	river
parlamentu	parlement
hranicu	grens
podujatia	gebeurtenissen
podujatia	evenementen
najvyššie	hoogst
najvyššie	hoogste
ústavu	grondwet
ústavu	constitutie
kardinál	kardinaal
majstrov	meesters
majstrov	masters
majstrov	kampioenen
majstrov	champions
mesiace	maandenlang
mesiace	maanden
mesiace	manen
dramatik	toneelschrijver
výšky	hoogten
výšky	hoogtes
výšky	heights
výšky	hoogte
výšky	lengte
free	free
free	vrij
free	gratis
zmena	wijziging
zmena	modificatie
zmena	veranderen
zmena	wijziging
zmena	wijzigen
zmena	verandering
zmena	veranderingen
úroveň	niveau
úroveň	level
chce	wil
county	county
county	graafschap
britská	britten
britská	britse
britská	brits
súd	beproeving
súd	proces
súd	rechtzaak
súd	rechtszaak
súd	proef
súd	hof
súd	tribunaal
ročník	vintage
prostredie	omgeving
prostredie	milieu
rýchlosti	snelheid
rýchlosti	speed
rýchlosti	toerental
rýchlosti	snelheden
biela	wit
biela	witte
dedina	dorpje
dedina	dorp
jar	voorjaar
jar	lente
club	club
dvaja	twee
dvaja	two
dáta	gegevens
dáta	data
podstate	essentie
atlantiques	atlantiques
značka	brand
značka	merk
značka	brandmerk
značka	markeren
značka	merkteken
značka	markeer
značka	mark
značka	taggen
značka	tag
don	don
ľahko	eenvoudig
ľahko	makkelijk
ľahko	gemakkelijk
ľahko	rustig
ľahko	eenvoudig
ľahko	makkelijk
ľahko	easy
ľahko	gemakkelijk
puy	puy
španielska	spanje
španielska	spaanse
španielska	spaans
santa	kerstman
santa	santa
zbrane	wapens
zbrane	geweren
zbrane	kanonnen
zbrane	wapens
zbrane	pistolen
zbrane	wapens
zbrane	armen
toky	stromen
toky	stroomt
toky	stromen
nemal	hadden
nemal	had
nemal	gehad
pravidelne	regelmatig
pravidelne	regelmatige
pravidelne	regulier
pravidelne	reguliere
pravidelne	regelmatig
pravidelne	periodiek
motorov	motoren
kráľovná	koningin
kráľovná	queen
ľadový	ijsberg
ľadový	ijs
ľadový	ice
dát	gegevens
dát	data
hlavy	hoofden
hlavy	koppen
hlavy	kop
filip	philip
filip	filips
filip	filip
autori	schrijvers
autori	auteurs
autori	schrijvers
pravidlá	voorschriften
pravidlá	rules
pravidlá	regels
vzdelanie	opvoeding
vzdelanie	onderwijs
poprad	poprad
kozmonaut	kosmonaut
holandsko	nederland
fotografie	fotografie
fotografie	fotograferen
fotografie	fotos
vojsko	militairen
vojsko	militair
vojsko	militaire
vojsko	krijgsmacht
vojsko	troepen
vojsko	leger
vojsko	landmacht
island	ijsland
navrhol	voorgestelde
navrhol	voorgesteld
navrhol	gesuggereerd
mier	vrede
mier	peace
washington	washington
opis	beschrijving
opis	signalement
opis	omschrijving
patrila	behoord
patrila	behoorde
bližšie	dichterbij
bližšie	dichter
bližšie	dichterbij
preteky	rassen
preteky	races
preteky	race
preteky	ras
preteky	racing
preteky	racen
tlak	druk
vysoký	high
vysoký	hoog
vysoký	hoge
vysoký	tall
poitou	poitou
paríža	parijs
west	west
west	westen
west	westelijk
vosges	vogezen
stroj	machine
konal	handelde
konal	gehandeld
filozofi	filosofen
štít	schilden
štít	afschermen
štít	afscherming
štít	schild
štít	schermen
štít	schilden
stroje	machines
stroje	machines
chemik	scheikundige
chemik	chemicus
patrili	behoord
patrili	behoorde
budúcnosti	toekomstige
budúcnosti	toekomstig
budúcnosti	toekomst
ťažko	moeilijk
ťažko	hard
ťažko	harde
ťažko	nauwelijks
ťažko	amper
ťažko	lastig
ťažko	moeilijk
ťažko	moeilijke
štruktúra	textuur
štruktúra	structuur
budapešti	boedapest
priebeh	progress
priebeh	vorderingen
priebeh	vooruitgang
priebeh	voortgang
publicista	publicist
princíp	beginsel
princíp	principe
profesionálny	professioneel
profesionálny	professionele
profesionálny	professional
evanjelický	lutherse
používali	gebruikt
používali	gebruikte
operácie	bewerkingen
operácie	operaties
operácie	operation
operácie	bewerking
operácie	operatie
operácie	exploitatie
operácie	operaties
ryby	vissen
meuse	maas
inžinier	engineer
inžinier	technicus
inžinier	ingenieur
súčasnej	hedendaags
súčasnej	hedendaagse
súčasnej	eigentijdse
súčasnej	eigentijds
orne	orne
life	life
life	leven
vedúci	manager
vedúci	bedrijfsleider
vedúci	leiden
vedúci	lood
vedúci	loden
vedúci	lead
afrike	afrika
muž	mannelijk
muž	male
muž	mannetje
muž	mannelijke
muž	man
marek	marek
mix	mengen
mix	mix
mix	mixen
mix	meng
gitarista	gitarist
žiline	žilina
kameň	steen
kameň	natuursteen
kameň	stone
kameň	stenen
kameň	rotsen
kameň	rots
kameň	steen
kameň	rock
prešiel	doorgegeven
prešiel	geslaagd
pôdy	bodems
pôdy	grond
pôdy	land
pôdy	bodem
pôdy	grond
správu	bericht
správu	boodschap
správu	berichtje
stanislav	stanislav
vhodné	toepasselijk
vhodné	geschikt
vhodné	passende
vhodné	passend
vhodné	gepast
vhodné	geschikt
vhodné	geschikte
gymnázium	grammatica
gymnázium	gymnasium
gymnázium	gymzaal
pink	pink
pink	roze
dobré	lekker
dobré	goed
systémov	systemen
osobný	persoonlijke
osobný	persoonlijk
zmluva	contract
zmluva	verdrag
dlhá	lang
dlhá	lange
dlhá	long
sprava	juist
sprava	recht
sprava	rechts
tony	tony
tony	ton
tony	tonnen
tony	ton
zvyšok	residu
zvyšok	residuen
zvyšok	restant
zvyšok	uitrusten
zvyšok	rusten
zvyšok	rest
zvyšok	rust
charentes	charentes
úlohy	taken
úlohy	rollen
úlohy	opdrachten
úlohy	taak
úlohy	huiswerk
klávesy	keys
klávesy	sleutels
klávesy	toetsen
klávesy	toetsenborden
novinár	journalisten
novinár	journaliste
novinár	journalist
nikto	niemand
trhu	marketplace
trhu	marktplaats
trhu	marktplein
trhu	markt
štvrťfinále	kwartfinale
údajne	zogenaamd
údajne	vermeend
údajne	vermoedelijk
údajne	zogenaamd
údajne	vermeend
linky	lijnen
linky	links
diaľnica	autosnelweg
diaľnica	snelweg
diaľnica	autoweg
diaľnica	snelweg
schopný	capabel
schopný	bekwaam
trh	markt
prevádzky	bewerkingen
prevádzky	operaties
prevádzky	inrichtingen
prevádzky	installaties
láska	love
láska	liefs
láska	liefde
index	index
index	indexcijfer
index	indexeren
štruktúry	structuren
problémov	problemen
americké	amerikaan
americké	amerikaans
americké	amerikaanse
edward	edward
edward	eduard
rezervácie	boekingen
rezervácie	reserveringen
rezervácie	reservering
adam	adam
fakulta	faculteit
king	konings
king	king
king	koning
látok	substanties
látok	stoffen
európsky	europese
európsky	europees
hmotnosti	massa
hmotnosti	gewicht
píše	schrijft
kapela	band
písomná	schriftelijke
písomná	geschreven
katedrála	kathedraal
vojenský	militairen
vojenský	militair
vojenský	militaire
vojenský	krijgsmacht
plán	plan
plán	plannen
auvergne	auvergne
tretia	derde
tretia	third
podobný	vergelijkbaar
podobný	vergelijkbare
podobný	soortgelijk
podobný	soortgelijke
podobný	gelijkaardig
potoky	kreken
výskumu	onderzoek
výskumu	research
atmosféry	sfeer
atmosféry	atmosfeer
atmosféry	dampkring
osi	osi
osi	bijlen
osi	assen
osi	as
dôme	dôme
mars	mars
stredisko	centrum
stredisko	centreren
dĺžky	lengtes
dĺžky	lengte
synov	zoons
synov	sons
synov	zonen
milióna	miljoen
yonne	yonne
gers	gers
oceánu	oceaan
členenie	indeling
členenie	verdeling
členenie	uitsplitsing
členenie	onderverdelingen
maine	maine
čína	china
čína	porselein
spisovateľka	schrijver
spisovateľka	schrijfster
osem	acht
osem	eight
postaviť	bouwen
postaviť	opbouwen
prišli	gearriveerd
prišli	aangekomen
prišli	kwam
prišli	kwamen
štátne	staat
štátne	state
dosiahnuť	bereik
dosiahnuť	reach
povedal	zei
povedal	gezegd
povedal	said
povedal	verteld
povedal	vertelde
medailu	medaille
škôl	scholen
žiarenia	straling
žiarenia	bestraling
prijal	omarmd
celková	globaal
každého	iedereen
každého	elk
každého	ieder
každého	elke
straty	verliezen
straty	verlies
straty	verliezen
straty	verlies
straty	slachtoffers
straty	gewonden
pes	hond
pes	hondje
american	amerikaan
american	amerikaans
american	amerikaanse
minister	minister
momentálne	momenteel
predchodca	voorganger
mori	mori
mori	zee
domy	huizen
domy	huizen
služieb	diensten
služieb	dienstverlening
polovica	helft
polovica	half
lety	vlucht
lety	vluchten
techniky	technieken
sopka	vulkaan
kariéru	carrière
kariéru	carriere
kariéru	loopbaan
eduard	edward
eduard	eduard
eduard	eduard
prešove	prešov
zlaté	cute
zlaté	schattig
zlaté	golden
zlaté	gouden
zlaté	gulden
white	wit
white	witte
súčasná	gelijktijdige
súčasná	gelijktijdig
súčasná	hedendaags
súčasná	hedendaagse
súčasná	eigentijdse
súčasná	eigentijds
isté	bepaalde
alexandra	alexandra
wta	wta
starší	oudsten
starší	oudere
starší	elder
starší	bejaarde
starší	ouderen
starší	bejaarden
starší	oudere
starší	ouder
karty	tabs
karty	tabbladen
študentov	studenten
študentov	leerlingen
mike	mike
určený	bepaald
určený	vastberaden
určený	vastbesloten
určený	aangeduide
určený	aangeduid
určený	aangewezen
frank	frank
pomenovanie	term
pomenovanie	denominatie
minimálne	minimaal
minimálne	minimum
minimálne	minimaal
minimálne	minimale
simon	simon
dolárov	bucks
dolárov	dollars
metódy	methoden
metódy	methodes
útočník	aanvaller
útočník	spits
útočník	striker
podniky	ondernemingen
podniky	bedrijven
základ	basislijn
základ	baseline
základ	uitgangssituatie
základ	stichting
základ	fundering
základ	grondslag
základ	base
základ	basis
obyčajne	meestal
obyčajne	gewoonlijk
street	straat
nástroj	instrument
nástroj	gereedschap
nástroj	hulpprogramma
nástroj	tool
nástroj	instrument
nástroj	hulpmiddel
nástroj	werktuig
bibliografia	bibliografie
radio	radio
tarn	tarn
európske	europese
európske	europees
rozšírenie	extensie
rozšírenie	verlenging
rozšírenie	uitbreiding
rozšírenie	expansie
rozšírenie	uitbreiden
rozšírenie	uitbreiding
rozšírenie	uitbreiding
rozšírenie	uitbreiden
rozšírenie	verbreden
rozšírenie	verbreding
nemci	duitsers
jazera	meer
friedrich	friedrich
výstup	exit
výstup	uitgang
výstup	uitvoer
výstup	output
vozidiel	voertuigen
slová	woorden
vesmíre	universe
vesmíre	heelal
vesmíre	universum
vesmíre	kosmos
maximálna	max
maximálna	maximale
maximálna	maximaal
maximálna	maximum
obsahujú	bevatten
teploty	temperaturen
teploty	temperatuur
teploty	temperatuur
nástupca	opvolger
zomrela	gestorven
zomrela	overleden
zomrela	stierf
zostal	verbleef
zostal	verbleven
zostal	gebleven
zostal	bleef
zostal	gebleven
zostal	bleef
dostať	krijgen
dostať	krijg
dostať	get
pravda	waar
pravda	true
pravda	klopt
pravda	truth
pravda	waarheid
pracovník	werker
pracovník	werknemer
pracovník	arbeider
vysoko	high
vysoko	hoog
vysoko	hoge
austrália	australië
príležitosti	gelegenheden
príležitosti	gelegenheid
príležitosti	kans
príležitosti	kansen
príležitosti	mogelijkheden
príležitosti	gelegenheid
kráľov	koningen
vedľa	naast
ťažké	heavy
ťažké	zwaar
ťažké	zware
ťažké	heftig
ťažké	moeilijk
ťažké	hard
ťažké	harde
ťažké	stoer
ťažké	taai
ťažké	lastig
ťažké	moeilijk
ťažké	moeilijke
fakt	feit
fakt	echt
fakt	werkelijk
prekladateľ	tolk
prekladateľ	vertaler
big	big
big	groot
big	grote
doma	thuis
doma	home
doma	huis
doma	startpagina
rozdelenie	indeling
rozdelenie	verdeling
rozdelenie	uitsplitsing
rozdelenie	divisie
rozdelenie	afdeling
rozdelenie	deling
rozdelenie	division
rozdelenie	onderverdeling
rozdelenie	splitsen
rozdelenie	split
rozdelenie	distributie
rozdelenie	verdeling
ďalšia	volgende
ďalšia	volgend
metóda	methode
cieľ	doelstelling
cieľ	objectief
cieľ	aim
cieľ	richten
cieľ	bestemming
cieľ	doelstelling
cieľ	doel
cieľ	goal
cieľ	doelpunt
cieľ	doel
cieľ	doelwit
juan	juan
ročný	jaarlijks
ročný	jaarlijks
mnohí	veel
mnohí	velen
mnohí	vele
mohlo	kan
mohlo	kon
auto	auto
auto	wagen
auto	vrachtauto
auto	truck
auto	vrachtwagen
auto	automaat
auto	automatisch
fáza	fase
fáza	podium
fáza	fase
fáza	toneel
fáza	stadium
stránku	bladzijde
stránku	pagina
vrstvy	lagen
definitívne	absoluut
definitívne	zeker
definitívne	beslist
definitívne	definitief
definitívne	definitieve
definitívne	definitief
obsahu	content
obsahu	inhoud
obsahu	inhoud
obsahu	inhoudsopgave
známych	kennissen
známych	bekenden
tlaku	druk
vii	vii
vytvorenie	schepping
vytvorenie	creatie
vytvorenie	creëren
ardennes	ardennen
politiky	beleid
politiky	politiek
politiky	beleid
porovnaní	vergeleken
funguje	werkt
funguje	werken
josé	jose
josé	josé
josé	jose
josé	josé
generácie	opwekking
generácie	generation
generácie	generatie
generácie	generaties
židov	joden
dome	dom
návrat	comeback
návrat	terugkeer
návrat	retour
návrat	return
návrat	terugkeren
fínsko	finland
slovákov	slowaken
zbor	koor
zbor	corps
zbor	korps
upravené	bewerkt
upravené	bewerkte
upravené	aangepast
upravené	aangepast
spišská	spišská
vstúpil	binnengegaan
vstúpil	binnengekomen
strely	raketten
strely	schoten
strely	shots
strely	drones
stál	stond
útvary	afdelingen
útvary	departementen
pomer	ratio
pomer	verhouding
poslanec	lid
červený	roden
červený	rooien
červený	rode
červený	rood
výskyt	incidentie
kapitán	captain
kapitán	kapitein
kapitán	gezagvoerder
blue	blue
blue	blauw
blue	blauwe
desať	tien
čile	chili
smith	smith
smith	smid
revolúcie	revolutie
revolúcie	omwentelingen
revolúcie	revoluties
gold	goud
ocenenie	prijsuitreiking
ocenenie	awards
ocenenie	onderscheidingen
ocenenie	waardering
ocenenie	appreciatie
ocenenie	waardering
ocenenie	taxatie
ocenenie	waardebepaling
ocenenie	onderscheiding
ocenenie	gunning
league	league
league	liga
scenárista	scenarioschrijver
závislosti	verslavingen
závislosti	afhankelijkheid
závislosti	afhankelijkheden
množstva	hoeveelheid
množstva	kwantiteit
viktor	overwinnaar
viktor	victor
viktor	viktor
hmoty	materie
knižnica	bibliotheek
úspechy	prestaties
úspechy	verwezenlijkingen
úspechy	successen
úspechy	prestaties
bus	bus
aube	aube
tvare	shape
tvare	vorm
výšku	hoogte
výšku	lengte
prvok	widget
prvok	kenmerk
prvok	functie
prvok	element
aude	aude
igor	igor
rovnaký	gelijk
rovnaký	equal
rovnaký	gelijke
rovnaký	hetzelfde
rovnaký	zelfde
rovnaký	same
dolné	lager
dolné	lagere
mieru	vrede
mieru	peace
koncert	concert
poslanci	parlementsleden
poslanci	parlementariërs
poslanci	leden
poslanci	parlementsleden
najväčšia	grootste
najväčšia	grootste
krídla	wings
krídla	vleugels
iní	overige
iní	andere
iní	overigen
iní	anderen
jasné	clear
jasné	duidelijk
jasné	helder
horné	upper
horné	bovenste
horné	opper
andy	andy
pomoci	steun
pomoci	hulp
produkcia	uitvoer
produkcia	output
produkcia	produktie
produkcia	productie
predsedu	voorzitter
dcéry	dochters
literárny	literair
literárny	literaire
existencie	bestaan
obchod	winkel
obchod	handel
obchod	handelsverkeer
obchod	handel
obchod	winkel
obchod	bewaren
grammy	grammy
odvodené	afgeleid
odvodené	afgeleide
fyzika	natuurkunde
fyzika	fysica
písmeno	brief
písmeno	letter
boje	gevechten
boje	vechten
boje	veldslagen
boje	gevechten
boje	strijd
písma	lettertypen
kanadský	canadees
kanadský	canadese
henry	hendrik
henry	henry
slobody	vrijheden
slobody	freedom
slobody	vrijheid
slobody	liberty
slobody	vrijheden
okolia	omgeving
okolia	buurt
západné	west
západné	westen
západné	westelijk
západné	western
západné	westelijk
samuel	samuel
listy	bladeren
listy	blaadjes
listy	letteren
listy	letters
listy	brieven
listy	vellen
listy	lakens
listy	bladen
lásky	love
lásky	liefs
lásky	liefde
číne	china
číne	porselein
ministerstvo	ministerie
využitie	gebruik
hráčom	gamer
jednoducho	eenvoudig
jednoducho	makkelijk
jednoducho	gemakkelijk
albumov	albums
neustále	constante
neustále	constant
neustále	voortdurend
neustále	constant
neustále	continu
neustále	voortdurend
jersey	trui
jersey	jersey
banky	banks
banky	banken
banky	kolven
banky	bank
energia	energie
umelcov	kunstenaars
umelcov	artiesten
sedlo	zadel
futbalisti	voetballers
náboženstvo	religie
náboženstvo	godsdienst
lesy	bos
lesy	bossen
lesy	houtsoorten
lesy	bossen
variant	variant
rumunsko	roemenië
rumunsko	roemenie
úrovne	niveaus
úrovne	levels
úrovne	niveaus
úrovne	niveau
úrovne	level
automobily	automobiles
automobily	automotive
automobily	automobiel
kríž	oversteken
kríž	kruis
kríž	cross
chicago	chicago
pápeža	paus
peniaze	geld
dolný	lager
dolný	lagere
dolný	bodem
dolný	onderkant
dolný	bottom
vydané	afgegeven
vydané	uitgegeven
miery	tarieven
rímsky	roman
rímsky	romeinse
rímsky	romeins
zase	alweer
zase	opnieuw
zase	nogmaals
ženský	vrouwelijke
ženský	vrouwelijk
pozornosť	aandacht
pozornosť	attentie
pozornosť	opgelet
asteroid	asteroïde
dobrý	lekker
dobrý	goed
švédsky	zweedse
švédsky	zweeds
oficiálny	ambtenaar
oficiálny	officiële
oficiálny	officieel
otázky	kwesties
otázky	vragen
dráha	catwalk
dráha	landingsbaan
dráha	startbaan
britské	britten
britské	britse
britské	brits
chris	chris
nesie	bears
nesie	beren
nesie	draagt
zaradené	inclusief
zaradené	inbegrepen
celok	hele
celok	geheel
predstaviteľ	representatief
predstaviteľ	representatieve
predstaviteľ	vertegenwoordiger
roger	roger
majetok	landgoed
majetok	eigenschap
majetok	eigendom
majetok	vastgoed
majetok	activa
zbraní	wapens
zbraní	armen
encyklopédia	encyclopedie
vyhrala	gewonnen
vyhrala	won
víťazov	winnaars
belgicko	belgie
belgicko	belgië
červenej	rode
červenej	rood
sainte	sainte
poli	poli
vládol	geregeerd
vládol	regeerde
paris	parijs
vedecké	wetenschappelijk
basketbal	basketball
basketbal	basketbal
sav	sav
každoročne	jaarlijks
rodičia	ouders
ciele	doelstellingen
ciele	doelstellingen
ciele	doelpunten
ciele	goals
ciele	doelen
ciele	doelwitten
ciele	doelstellingen
ciele	doelen
povstanie	opstand
povstanie	opstand
povstanie	rebellie
povstanie	opstand
vzťahov	relaties
zuzana	zuzana
zuzana	susan
schopnosti	capaciteiten
schopnosti	vermogen
schopnosti	capaciteiten
plzeň	pilsen
viliam	willem
viliam	william
žijúci	living
