din	จาก
corporation	คอร์ปอเรชั่น
serios	จริงจัง
serios	จริงจัง
mali	มาลี
girls	สาว
girls	สาวๆ
jordan	จอร์แดน
jordan	jordan
african	แอฟริกา
cuba	คิวบา
hai	hai
hai	ไห
robin	robin
turnuri	หอคอย
sabie	ดาบ
bandă	เทป
bandă	แก๊ง
nick	nick
nick	นิค
nick	นิก
desert	dessert
acționează	ทำท่า
mariana	มาเรียนา
dick	ดิ๊ก
dick	ดิ๊ค
roci	หิน
viata	ชีวิต
viata	life
albi	ขาว
albi	ไวท์
filozof	ปรัชญา
definește	กำหนด
definește	นิยาม
politicile	นโยบาย
uniune	สหพันธ์
uniune	สหภาพแรงงาน
uniune	สหภาพ
încercări	ทดสอบ
aplicată	ประยุกต์
fred	เฟร็ด
fred	fred
april	april
april	เมษายน
astra	astra
axa	แกน
grupă	กลุ่ม
grupă	ทีม
grupă	squad
grupă	หน่วย
grupă	หมู่
sky	sky
sky	ท้องฟ้า
sky	ฟ้า
preț	ราคา
lisabona	ลิสบอน
lisabona	lisbon
islam	อิสลาม
hrană	อาหาร
voci	เสียง
securitatea	รปภ
shortsummary	shortsummary
solare	สุริยะ
solare	สุ
produsul	สินค้า
produsul	ผลิตภัณฑ์
aparate	อุปกรณ์
oferite	เสนอ
cuplul	คู่
cuplul	คู่รัก
statistici	สถิติ
statistici	สถิติ
derivat	ดัดแปลง
traduse	แปล
arabi	อาหรับ
andy	andy
citate	คำคม
bulgar	บัลแกเรีย
stanley	สแตนลีย์
resursele	ทรัพยากร
île	île
sugerat	แนะ
sugerat	แนะนำ
atmosferă	บรรยากาศ
andreas	andreas
nil	นิล
extreme	สุดขีด
bunuri	สินค้า
comportament	พฤติกรรม
comportament	พฤติกรรม
laborator	แล็ป
laborator	แล็ป
laborator	แล็บ
laborator	แลป
htm	htm
egale	เท่ากับ
termenii	เงื่อนไข
precis	แม่นยำ
plantă	โรงงาน
plantă	ต้นไม้
plantă	พืช
vremuri	ไทม์
vremuri	ครั้ง
motorul	เครื่องยนต์
consum	บริโภค
kurt	เคิร์ต
sumă	ซำ
sumă	จำนวน
purtând	สวม
purtând	ใส่
înfrângere	ปราบ
înfrângere	ปราชัย
hidrogen	ไฮโดรเจน
bell	ระฆัง
bell	กระดิ่ง
bell	เบลล์
donald	donald
campaniei	แคมเปญ
tim	ทิม
made	ทำให้
uitat	ลืม
uitat	ลืม
motivele	เหตุผล
nuclear	นิวเคลียร์
iubire	ลูก
iubire	ทารก
iubire	เบบี้
iubire	ที่รัก
iubire	ชอบ
iubire	รัก
feat	feat
romanele	นิยาย
romanele	นวนิยาย
separată	แยก
înlocuită	แทนที่
mtv	mtv
profesionale	professional
profesionale	วิชาชีพ
blues	บลู
blues	บลูส์
prețul	ราคา
ltd	ltd
îndreptat	ชี้
galbenă	เหลือง
generații	รุ่น
adn	dna
adn	ดีเอ็นเอ
frecvente	สามัญ
frecvente	ทั่วไป
senatului	วุฒิสภา
secretă	secret
secretă	ลับ
secretă	ลับๆ
ocupate	ยุ่งๆ
ocupate	ยุ่ง
comandat	บัญชา
comandat	สั่ง
trimise	ส่ง
mountain	ภูผา
mountain	ภูเขา
aux	aux
constituție	รัฐธรรมนูญ
decat	กว่า
criteriile	เกณฑ์
juniori	junior
juniori	เยาวชน
turcilor	เติร์ก
uciderea	ฆ่า
academy	สถาบัน
academy	academy
eroi	วีรบุรุษ
eroi	heroes
eroi	ฮีโร่
animalele	สัตว์
match	แมตช์
olandeză	ดัตช์
instituțiile	สถาบัน
echipamente	อุปกรณ์
vineri	ศุกร์
mixtă	ผสม
inginerie	วิศวกรรมศาสตร์
inginerie	วิศวกรรม
picioarele	ฟุต
picioarele	เท้า
picioarele	ฟิต
picioarele	ขา
wayne	เวย์น
cross	ข้าม
cross	กางเขน
înregistrează	บันทึก
înregistrează	สถิติ
colonii	อาณานิคม
restaurare	ฟื้นฟู
restaurare	ซ่อมแซม
tren	รถไฟ
alimente	อาหาร
alimente	อาหาร
alimente	ฟู้ด
ucrainean	ยูเครน
diplomă	ประกาศนียบัตร
diplomă	ปริญญา
acidul	กรด
natvar	natvar
austriece	ออสเตรีย
missouri	มิสซูรี
simboluri	สัญลักษณ์
antrenorul	coach
antrenorul	โค๊ช
antrenorul	โค้ช
landes	landes
limită	จำกัด
limită	วงเงิน
sărbătoare	holiday
sărbătoare	ฉลอง
sărbătoare	ฉลอง
obiectele	วัตถุ
hip	hip
hip	ฮิป
hip	ฮิบ
hip	สะโพก
ziduri	ผนัง
ziduri	กำแพง
matt	แม็ท
matt	แมทท์
matt	แม็ต
matt	แมตต์
matt	แมต
matt	แมท
suflet	วิญญาณ
turingia	thuringia
retragere	ถอน
eficient	ประสิทธิ์
eficient	ประสิทธิผล
programare	นัด
legale	กฎหมาย
regula	ปกครอง
regula	กฏ
regula	กฎ
organism	body
organism	ร่าง
organism	กาย
organism	ร่างกาย
deces	ตาย
sarcină	ครรภ์
sarcină	โหลด
hit	ตี
hit	ถล่ม
hit	ชน
hit	จีบ
pui	เจี๊ยบ
pui	ไก่
revoltă	จลาจล
dedicate	ทุ่มเท
capete	หัว
capete	head
sărat	เค็ม
sărat	เค็ม
spiritual	ติดตลก
neo	neo
automobile	รถยนต์
modă	fashion
modă	แฟชั่น
rămase	เหลือ
orientare	แนวทาง
orientare	ปฐมนิเทศ
cazurile	กรณี
mări	ทะเล
câine	หมา
câine	หมาก
câine	สุนัข
trecutul	อดีต
balcani	balkan
fiii	sons
extinde	ขยาย
extinde	ขยาย
interese	ดอกเบี้ย
interese	สนใจ
traduce	แปล
considerând	พิจารณา
corpuri	ร่างกาย
pete	pete
pete	พีท
garda	องครักษ์
figuri	ตัวเลข
ceramică	เครื่องปั้นดินเผา
ceramică	เซรามิค
ceramică	ceramic
ceramică	เซรามิค
sound	เสียง
distribuit	แชร์
metropolitană	มหานคร
metropolitană	นครหลวง
anunță	แถลง
biblia	ไบเบิ้ล
biblia	ไบเบิล
cupru	ทองแดง
cupru	copper
îmbunătățirea	ปรับปรุง
continentală	ทวีป
construi	สร้าง
directe	ตรง
directe	โดยตรง
directe	direct
câștiga	win
câștiga	ชนะ
cimitir	สุสาน
cimitir	ป่าช้า
interval	ช่วง
interval	ระยะ
picior	เท้า
picior	ตีน
picior	ขา
dramă	ดราม่า
dramă	ละคร
drama	ดราม่า
drama	ละคร
ein	ein
regulat	ปรกติ
regulat	ปกติ
ghost	ผี
colorado	โคโลราโด
sèvres	sèvres
wright	wright
wright	ไรท์
profit	กำไร
triburi	เผ่า
editorial	บรรณาธิการ
respect	เคารพ
respect	นับถือ
sper	โฮป
sper	หวัง
închisoarea	คุก
închisoarea	คุก
summer	ซัมเมอร์
summer	summer
grafice	แผนภูมิ
grafice	ชาร์ต
grafice	กราฟ
grafice	กราฟิก
proteja	ป้องกัน
proteja	ปกป้อง
marcu	เครื่องหมาย
marcu	มาร์ค
platforma	แพลตฟอร์ม
stații	สถานี
ambasador	ทูต
absolută	ค่าสัมบูรณ์
absolută	สัมบูรณ์
reacții	ปฏิกิริยา
semnificativă	สำคัญ
discurs	สุนทรพจน์
materialele	วัตถุดิบ
materialele	วัสดุ
prietenie	มิตรภาพ
călugări	พระ
echilibru	สมดุล
paolo	เปาโล
aus	aus
legendă	ตำนาน
legendă	legend
arbori	ต้นไม้
tablou	จิตรกรรม
excelență	excellence
închise	ปิด
aruncat	โยน
aruncat	ละทิ้ง
dificilă	ยาก
tehnologii	เทคโนโลยี
tehnologii	วิทยาการ
tehnologii	เทคโนโลยี
juridic	กฎหมาย
eagle	อินทรี
eagle	อินทรีย์
fântâna	น้ำพุ
sfântă	ศีล
sfântă	ศักดิ์สิทธิ์
deceniu	ทศวรรษ
deutsche	ดอยช์
substanță	สาร
loiret	loiret
biografia	ประวัติ
biografia	ชีวประวัติ
urcat	ปีน
lanț	ลูกโซ่
lanț	โซ่
poem	กลอน
poem	กวี
introduceți	ป้อน
bibliotecă	ไลบรารี
elementul	ธาตุ
tabelul	ตาราง
tabelul	โต๊ะ
zăpadă	หิมะ
transfer	โอน
jose	jose
self	ตนเอง
asociații	สมาคม
numărat	นับ
etaj	พื้น
gene	ขนตา
gene	ยีน
gene	จีน
portugheză	โปรตุเกส
deținută	กรรมสิทธิ์
ipoteza	สมมติฐาน
ipoteza	สมมุติฐาน
întrebare	คำถาม
calculatoare	คอมพิวเตอร์
blood	โลหิต
blood	เลือด
tipic	ทั่วไป
legislative	นิติบัญญัติ
slabă	อ่อนแอ
slabă	อ่อน
curentul	ปัจจุบัน
pat	แพท
pat	pat
pat	ลูบ
pat	นอน
pat	ที่นอน
pat	เตียง
grecii	กรีก
daniela	daniela
paralele	ขนาน
mar	มาร์
mar	แอปเปิล
mar	apple
islamic	อิสลาม
elev	ศิษย์
elev	นักเรียน
elev	นักศึกษา
bridge	สะพาน
bridge	บริดจ์
unită	สามัคคี
unită	ยูไนเต็ด
unită	united
nervos	ประสาท
mâncare	อาหาร
campanii	แคมเปญ
extinsă	ขยาย
realizare	ตระหนัก
finanțe	ไฟแนนซ์
ban	แบน
venituri	รายรับ
figura	คิด
blog	blog
blog	บล็อก
continent	ทวีป
secretarul	เลขา
secretarul	รัฐมนตรี
secretarul	เลขาฯ
secretarul	เลขาธิการ
secretarul	เลขานุการ
muzee	พิพิธภัณฑ์
exterioare	ภายนอก
heavy	หนักๆ
heavy	หนัก
forest	ป่า
forest	ฟอเรส
forest	ฟอเรสต์
indonezia	อินโดนีเซีย
soul	วิญญาณ
coarde	คอร์ด
animate	การ์ตูน
early	ต้น
specializată	เชี่ยวชาญ
obiectivele	วัตถุประสงค์
nazist	นาซี
colonie	อาณานิคม
colonie	นิคม
rea	แย่
rea	ร้าย
rea	bad
rea	เลว
cruz	cruz
wwe	wwe
engl	engl
egiptul	อียิปต์
mori	ตาย
amintit	จดจำ
moise	โมเสส
pereche	คู่
marină	นาวิก
nokia	โนเกีย
bucăți	ท่อน
bucăți	ชิ้น
înlocuite	แทนที่
cifre	ตัวเลข
implicate	เกี่ยวข้อง
morală	คุณธรรม
morală	จริยธรรม
bin	บิน
bin	ถาด
brazilian	บิ
brazilian	บิท
brazilian	บราซิล
brazilian	บิว
florile	ดอกไม้
field	สนาม
field	ฟิลด์
field	สาขา
field	ทุ่ง
field	ช่อง
gimnastică	ยิมนาสติก
executarea	ประหาร
ieșire	ทางออก
jason	jason
angiosperme	angiosperms
legende	ตำนาน
accent	สำเนียง
aplicate	ประยุกต์
implicit	ปริยาย
cairo	ไคโร
alcool	เหล้า
alcool	แอลกอฮอล์
promova	โปรโมท
promova	โปรโมต
moduri	วิธี
moduri	วิถี
moduri	โหมด
complexă	ปม
complexă	complex
academic	วิชาการ
kansas	แคนซัส
calificare	คุณวุฒิ
calificare	วุฒิ
full	เต็ม
full	ฟู
paralela	ขนาน
organele	อวัยวะ
tratează	ปฏิบัติ
tratează	เลี้ยง
tratează	ปฏิบัติ
popoare	ชนชาติ
fișiere	แฟ้ม
programele	โปรแกรม
câini	หมา
câini	สุนัข
pin	ต้นสน
pin	pin
jános	jános
reparații	ซ่อม
reparații	ซ่อมแซม
reparații	ซ่อม
reparații	ซ่อมแซม
piciorul	ขา
baker	baker
simțit	รู้สึก
aerul	แอร์
aerul	อากาศ
aerul	air
globul	globe
globul	ลูกโลก
lideri	ผู้นำ
lux	ฟุ่มเฟือย
lux	หรูหรา
cia	cia
ceremonia	พิธีการ
ceremonia	พิธี
extern	ภายนอก
arii	arias
arii	บริเวณ
arii	พื้นที่
lumi	โลก
curge	ไหล
tha	ท่า
dezvăluie	เผย
dezvăluie	เผย
virtual	เสมือน
plural	พหูพจน์
plural	พจน์
dispozitive	อุปกรณ์
riscul	เสี่ยง
nunta	แต่งงาน
nunta	แต่ง
protest	ประท้วง
minte	มายด์
minte	จิต
minte	ใจ
minte	mind
minte	รังเกียจ
contractul	สัญญา
parlamentar	รัฐสภา
frecvență	ความถี่
mont	mont
traversat	ข้าม
penal	อาชญากร
penal	อาชญากรรม
ochiul	ดวงตา
ochiul	สายตา
ochiul	ตา
colonia	อาณานิคม
colonia	นิคม
recomandă	แนะนำ
verzi	เขียว
marcă	ยี่ห้อ
marcă	แบรนด์
dell	เดลล์
dell	dell
explicat	ชี้แจง
exprimare	สำนวน
hărți	maps
hărți	แผนที่
fabricarea	ผลิต
four	สี่
grupurile	กลุ่ม
sărbători	holiday
arheologie	โบราณคดี
bord	กระดาน
bord	บอร์ด
armele	อาวุธ
armele	ปืน
prizonier	นักโทษ
prizonier	เชลย
leu	สิงโต
leu	ราชสีห์
subțire	slim
subțire	บาง
subțire	ผอม
subțire	บางๆ
capitol	บท
gară	สถานี
orele	ชั่วโมง
tablă	tin
tablă	ทิน
tablă	กระดาน
tablă	บอร์ด
roy	รอย
teorema	ทฤษฎีบท
brațe	แขน
părul	ขน
părul	เส้นผม
jon	จอน
jon	jon
universale	universal
universale	สากล
poduri	สะพาน
brigadă	กองพล
normale	ปรกติ
normale	ธรรมดา
normale	ปกติ
templu	วิหาร
templu	วัด
consumul	บริโภค
pcr	pcr
religii	ศาสนา
arsenal	อาร์เซนอล
arsenal	arsenal
blocuri	บล็อก
achiziționat	ซื้อ
suburbie	ชานเมือง
proprietarul	owner
proprietarul	เจ้าของ
forțată	บังคับ
metropolitan	มหานคร
metropolitan	นครหลวง
scuze	เสียใจ
scuze	ขออภัย
scuze	ขอโทษ
iubirea	ชอบ
iubirea	รัก
ann	แอน
ann	ann
talent	พรสวรรค์
cultul	ลัทธิ
low	โลว์
low	ต่ำ
nucleul	หลัก
nucleul	แกน
astronomie	ดาราศาสตร์
sony	sony
gură	ปาก
plăci	กระเบื้อง
psihologie	จิตวิทยา
circuit	วงจร
neutru	ฉนวน
telefon	โทรศัพท์
telefon	โทรศัพท์
copenhaga	โคเปนเฮเกน
lipsește	หาย
lipsește	ขาด
trepte	ฝีเท้า
conservarea	อนุรักษ์
pictată	วาด
pictată	ทาสี
ciclu	วัฏจักร
ciclu	วงจร
ciclu	รอบ
rundă	กลม
rundă	กลมๆ
rundă	รอบ
junior	junior
junior	เยาวชน
metrou	เมโทร
vendée	vendée
sclavi	บ่าว
sclavi	ทาส
singular	เอกพจน์
recenzie	วิจารณ์
recenzie	รีวิว
pierdută	หลง
pierdută	แพ้
pierdută	เสีย
trimisă	ส่ง
chelsea	chelsea
întâlnirea	พบปะ
întâlnirea	ประชุม
cursa	แข่ง
publicitate	โฆษณา
vânt	สายลม
vânt	ลม
blocarea	บล็อก
obiectivul	วัตถุประสงค์
regilor	กษัตริย์
regilor	ราชา
ing	ing
elevii	นักเรียน
elevii	นักศึกษา
elevii	ม่านตา
frumoasa	สวยๆ
frumoasa	สวย
frumoasa	สวยงาม
frumoasa	งดงาม
mobilă	mobile
mobilă	เฟอร์นิเจอร์
plumb	นำ
plumb	ตะกั่ว
side	ด้าน
side	ไซด์
side	ข้าง
cartoon	การ์ตูน
pânză	canvas
pânză	ผ้าใบ
doctrina	ลัทธิ
senatul	วุฒิสภา
concentrat	สมาธิ
concentrat	โฟกัส
concentrat	จดจ่อ
săli	โถง
stars	ดวงดาว
stars	ดารา
stars	ดาว
lipsesc	หาย
lipsesc	ขาด
diesel	ดีเซล
toronto	toronto
rey	rey
cadre	กรอบ
cadre	เฟรม
cadre	frameworks
așteptat	คาด
copie	สำเนา
cauze	สาเหตุ
posturi	โพสต์
rosa	กุหลาบ
bloc	บล็อก
bloc	บล็อค
extremă	สุดขีด
sophie	sophie
democratice	ประชาธิปไตย
searchbuttonlabel	searchbuttonlabel
verii	ญาติ
ciot	ตอ
gri	เทา
gri	เทา
imdb	imdb
gratuit	ฟรี
gratuit	อิสระ
gratuit	ว่าง
gratuit	เสรี
gratuit	free
proiectele	โครงการ
floarea	ดอกไม้
floarea	flower
terry	terry
viziune	นิมิตร
partidele	ปาร์ตี้
profesie	อาชีพ
dean	ดีน
dean	คณบดี
exemplul	ตัวอย่าง
informare	สรุป
bere	เบียร์
solicitat	ร้องขอ
mandatul	หมาย
mandatul	อาณัติ
cape	แหลม
cape	เคป
zahăr	น้ำตาล
călugăr	บวช
scandal	ฉาว
digitală	ดิจิตอล
digitală	digital
mențiune	วาระ
fals	เท็จ
fals	ปลอม
fals	แกล้ง
fals	ปลอม
clement	clément
liberi	ฟรี
liberi	อิสระ
liberi	ว่าง
liberi	เสรี
liberi	free
amintirea	memory
medicamente	ยา
întrebat	ถาม
stări	อารมณ์
celulele	เซลล์
percuție	percussion
short	สั้น
short	สั้นๆ
short	เตี้ย
baron	บารอน
mercur	ปรอท
tun	ตุน
păr	ขน
păr	เส้นผม
cresc	เติบโต
cresc	ปลูก
concluzie	สรุป
astronomic	ดาราศาสตร์
demonstrează	สาธิต
ideal	อุดมคติ
găsită	พบ
găsită	เจอ
haine	เสื้อผ้า
structurii	โครงสร้าง
tinere	ยัง
gros	หนา
gros	หนาๆ
calendar	ปฏิทิน
patrimoniu	มรดก
donat	บริจาค
mansur	mansur
holt	โฮลท์
holt	โฮล์ท
holt	โฮลต์
pont	ทิป
înlocuirea	แทนที่
înlocuirea	ทดแทน
apple	แอปเปิล
apple	apple
nepenthes	nepenthes
sportivi	นักกีฬา
formularul	ฟอร์ม
crimă	อาชญากรรม
roz	pink
roz	ชมพู
roz	สีชมพู
frunzele	ใบไม้
exprima	express
kashmir	แคชเมียร์
belgian	เบลเยียม
belgian	เบลเยี่ยม
wikimapia	wikimapia
orange	ส้ม
echipament	อุปกรณ์
formal	ทางการ
filozofia	ปรัชญา
explica	อธิบาย
wall	กำแพง
village	หมู่บ้าน
răspândirea	แพร่
răspândirea	กระจาย
strâmtoarea	ช่องแคบ
ungară	ฮังการี
scăzută	โลว์
scăzută	ต่ำ
exterioară	ภายนอก
intervenție	แทรกแซง
fenomene	ปรากฏการณ์
austrieci	ออสเตรีย
cânta	สิงห์
cânta	ร้อง
grija	ห่วงใย
grija	แคร์
grija	สน
grija	สนใจ
modelele	รุ่น
agricol	การเกษตร
agricol	เกษตรกรรม
agricol	เกษตร
khan	ข่าน
moscheea	มัสยิด
tag	แท็ก
perete	กำแพง
amenajare	fitting
străină	ต่างด้าว
iubit	รัก
iubit	แฟน
platină	แพลทินัม
rezolva	แก้
rezolva	ไข
continental	ทวีป
pcupdate	pcupdate
pierdute	หลง
pierdute	แพ้
pierdute	เสีย
vulcan	ภูเขาไฟ
moștenit	สืบทอด
curentului	ปัจจุบัน
hawaii	ฮาวาย
sunetul	เสียง
xbox	xbox
inca	ยัง
baby	ลูก
baby	ทารก
baby	เบบี้
baby	ที่รัก
evaluarea	ประเมิน
danez	เดนมาร์ก
râurilor	ลำน้ำ
râurilor	แม่น้ำ
acoperiș	หลังคา
acoperiș	ดาดฟ้า
conferință	ประชุม
legală	กฎหมาย
citește	อ่าน
prăbușit	ตก
prăbușit	ถล่ม
pic	รูป
cereale	ธัญพืช
cereale	เมล็ด
warren	วอร์เรน
parlamentară	รัฐสภา
ferenc	ferenc
trafic	จราจร
baraj	เขื่อน
absolvent	บัณฑิต
islamică	อิสลาม
balta	สระ
balta	บ่อ
kingdom	อาณาจักร
amândoi	ทั้ง
statuie	อนุสาวรีย์
tennessee	เทนเนสซี
tennessee	เทนเนสซี่
moștenirea	มรดก
moștenirea	มรดก
adăugate	เพิ่ม
beta	เบต้า
aripi	ปีก
golf	กอล์ฟ
numirea	นัด
contactul	ติดต่อ
java	ชวา
java	จาวา
ocean	ทะเล
ocean	มหาสมุทร
ocean	ocean
plăcut	ถูกใจ
franceza	ฝรั่งเศส
edge	ขอบ
edge	edge
declarație	คำแถลง
discursul	สุนทรพจน์
tabel	ตาราง
tabel	โต๊ะ
indiei	อินเดีย
keith	คีธ
keith	คี
keith	คีท
asigurată	ประกัน
manastirea	วัด
manastirea	อาราม
baschet	บาสเกตบอล
organ	อวัยวะ
organ	ออร์แกน
hotelul	โรงแรม
cald	ร้อนๆ
cald	ร้อน
cald	hot
cald	อบอุ่น
cald	อุ่น
adânc	ลึก
adânc	deep
salvare	ไถ่บาป
salvare	กู้ภัย
vacanță	holiday
fotbalul	ฟุตบอล
sierra	เซียร์
specializate	เชี่ยวชาญ
râurile	ลำน้ำ
râurile	แม่น้ำ
tribuna	ทริบูน
lapte	นม
lapte	น้ำนม
oferind	เสนอ
hanovra	hannover
hlist	hlist
democratic	ประชาธิปไตย
vrei	ต้องการ
vrei	อยาก
simte	รู้สึก
robinson	โรบินสัน
oldenburg	oldenburg
lunile	เดือน
jay	เจย์
jay	jay
soră	น้อง
teste	ทดสอบ
autorități	ทางการ
islamice	อิสลาม
salt	โดด
salt	กระโดด
salt	เค็ม
salt	เกลือ
dezvolta	พัฒนา
tensiune	ตึงเครียด
tensiune	ตึง
banda	เทป
batman	batman
trăiască	สด
exprimate	เฝือก
exprimate	โยน
moneda	เหรียญ
moneda	coin
moneda	คลัง
aruncă	ขว้าง
aruncă	โยน
conservare	อนุรักษ์
recentă	ล่าสุด
accentul	สำเนียง
trenul	รถไฟ
bate	จังหวะ
bate	ตี
bate	เอาชนะ
bate	ชนะ
bate	จังหวะ
bate	beats
tanc	แท็งค์
tanc	ถัง
zguduit	เขย่า
zguduit	เขย่า
bolnav	ป่วย
nguyen	nguyen
fiice	ลูกสาว
fiice	ธิดา
nigeria	ไนจีเรีย
gust	รส
gust	ชิม
gust	รสนิยม
gust	รสชาติ
gilbert	กิลเบิร์ต
joan	โจน
vila	คฤหาสน์
bor	bor
györgy	györgy
geografia	ภูมิศาสตร์
miami	miami
lang	แลง
multumesc	ขอบคุณ
bugetul	งบ
intervalul	ช่วง
intervalul	ระยะ
sunete	เสียง
cablu	เคเบิล
cablu	เคเบิ้ล
cablu	เบิ้ล
barajul	เขื่อน
lucas	ลูคัส
justin	justin
northern	เหนือ
procedura	กระบวนการ
primăvară	spring
primăvară	สปริง
gândirea	คิด
esențial	สำคัญ
repere	ไฮไลท์
repere	ไฮไลต์
cifră	หลัก
singapore	สิงคโปร์
acoperire	coating
acoperire	เคลือบ
acoperire	ปก
acoperire	cover
acoperire	ปกปิด
fontsize	fontsize
pasăre	นก
pasăre	เบิร์ด
fundul	ก้น
fundul	ตูด
stadiul	ขั้น
stadiul	stage
stadiul	เวที
grădină	สวน
grădină	garden
springs	สปริง
springs	น้ำพุ
detaliate	ละเอียด
derivate	ดัดแปลง
liban	เลบานอน
scaune	เก้าอี้
regii	กษัตริย์
regii	ราชา
apărând	ปรากฏ
emma	emma
emma	เอ็มม่า
persană	เปอร์เซีย
organe	อวัยวะ
organe	อวัยวะ
organe	ออร์แกน
surori	สองพี่น้อง
ring	แหวน
ring	วงแหวน
ring	ring
ring	ริง
sever	รุนแรง
sever	สาหัส
faze	phases
pielea	ผิวหนัง
pielea	ผิว
pielea	skin
abordare	เข้าหา
revistele	นิตยสาร
sălbatice	wild
sălbatice	ดุดัน
noroc	cheers
noroc	เชียร์
noroc	ดื่ม
definiția	นิยาม
averea	ทรัพย์สิน
averea	ร่ำรวย
averea	ทรัพย์
dați	มอบ
dați	ให้
țintă	เป้า
comunitățile	ชุมชน
vânzare	จำหน่าย
vânzare	ขาย
vărul	ญาติ
mer	เมอ
automată	อัตโนมัติ
propagandă	โฆษณาชวนเชื่อ
crească	เติบโต
crească	ปลูก
ccd	ccd
lanțul	ลูกโซ่
lanțul	โซ่
pascal	pascal
mecanica	กลศาสตร์
mecanica	กลไก
roll	กลิ้ง
roll	ม้วน
coadă	คิว
coadă	หาง
judecător	ตัดสิน
semnează	ป้าย
semnează	ลงชื่อ
semnează	เซ็น
palermo	palermo
hugh	ฮิว
laos	ลาว
argumentele	อาร์กิวเมนต์
fir	ลวด
fir	ด้าย
chip	ชิพ
chip	ชิป
coroană	crown
coroană	มงกุฎ
triburile	เผ่า
lisa	lisa
lisa	ซ่า
platoul	ที่ราบสูง
păsările	นก
arcul	กราบ
arcul	ธนู
arcul	นู๋
arcul	โบว์
square	ตาราง
doc	หมอ
încet	ค่อยๆ
încet	ช้าๆ
call	โทร
cerul	sky
cerul	ท้องฟ้า
cerul	ฟ้า
esențiale	สำคัญ
transferul	โอน
companiile	บริษัท
silvia	silvia
silvia	sylvia
silvia	ซิลเวีย
înconjurată	ล้อม
adulți	ผู้ใหญ่
adulți	ผู้ใหญ่
copertă	ปก
copertă	cover
copertă	ปกปิด
wood	วูด
wood	ไม้
abc	abc
geo	ภูมิศาสตร์
geo	geo
coordonatele	พิกัด
johan	johan
gif	gif
credit	credit
credit	เครดิต
marcând	คะแนน
visul	ฝัน
visul	dream
mir	mir
pescuit	ประมง
pescuit	ประมง
opoziția	ค้าน
frecvența	ความถี่
bursă	สาวก
bursă	สัมพันธภาพ
bursă	ทุน
rază	รัศมี
extra	พิเศษ
avansate	ก้าวหน้า
trenuri	รถไฟ
antena	จาน
umbra	shadow
umbra	เงา
falls	น้ำตก
falls	ฟอลส์
figură	คิด
paraná	paraná
academică	วิชาการ
promovează	โปรโมท
promovează	โปรโมต
promovează	โปรโมท
promovează	กระตุ้น
promovează	โปรโมต
digitale	ดิจิตอล
digitale	digital
grafic	กราฟ
grafic	กราฟิก
grafic	แผนภูมิ
grafic	ชาร์ต
grafic	ภูมิ
contul	บัญชี
pedeapsa	ลงโทษ
bancă	ธนาคาร
bancă	แบงค์
bancă	แบงก์
sevilla	sevilla
domnule	เซอร์
pauză	พัก
seminarul	สัมมนา
săptămâna	อาทิตย์
săptămâna	สัปดาห์
globală	โกลบอล
globală	global
circuitul	วงจร
înfrânt	พ่าย
mandatului	อาณัติ
valoroase	คุณค่า
reclamă	พาณิชย์
reclamă	โฆษณา
reclamă	โฆษณา
tong	ทง
comunicații	สื่อสาร
scade	ลด
ton	ทูน่า
ton	โทน
cheia	กุญแจ
cheia	คีย์
mecanice	เชิงกล
ascunde	ซ่อน
mobil	mobile
sean	ฌอน
sean	ชอน
schi	สกี
schi	สกี
talentul	พรสวรรค์
permisiunea	อนุญาต
bernhard	bernhard
pragul	เกณฑ์
ouă	ไข่
ușa	ประตู
alpha	อัลฟา
alpha	แอลฟ่า
alpha	อัลฟ่า
alpha	แอลฟา
firmă	มั่นคง
sprijină	สนับสนุน
sprijină	รองรับ
chirurgie	ศัลยกรรม
chirurgie	ผ่าตัด
icoana	คอน
icoana	ไอคอน
ritm	จังหวะ
placa	จุลินทรีย์
bursa	ทุน
nori	เมฆ
intelectuali	ปัญญา
împotrivă	ต่อ
proprietari	เจ้าของ
gândit	คิด
homo	เกย์
homo	gay
castle	ปราสาท
droguri	ยา
droguri	dope
execuție	ประหาร
jucând	เล่น
succese	สำเร็จ
nuvelă	นิยาย
nuvelă	นวนิยาย
card	ไพ่
card	การ์ด
card	บัตร
reformei	ปฏิรูป
filipine	ฟิลิปปินส์
rin	ริน
incident	เหตุการณ์
gândire	คิด
anatomia	กายวิภาค
anatomia	กายวิภาคศาสตร์
biți	บิต
rightarm	rightarm
mexican	เม็กซิโก
five	ห้า
pictate	วาด
pictate	ทาสี
parcuri	สวน
pozitivă	บวก
sângele	โลหิต
sângele	เลือด
cântând	ร้อง
stiluri	สไตล์
norvegian	นอร์เวย์
împușcat	ยิง
sălbatică	wild
sălbatică	ดุดัน
teamă	กลัว
teamă	fear
sâmbătă	เสาร์
bunica	ยาย
bunica	ยาย
limitate	จำกัด
pereți	ผนัง
pereți	กำแพง
sándor	sándor
sept	กันยายน
platformă	แพลตฟอร์ม
personalitatea	บุคลิกลักษณะ
personalitatea	บุคลิก
personalitatea	บุคลิกภาพ
cook	ปรุง
cook	ครัว
cook	หุง
tara	ประเทศ
tara	ธาร
abur	steam
vama	ศุลกากร
adult	ผู้ใหญ่
împarte	แยก
împarte	แบ่ง
experimental	ทดลอง
logica	ตรรก
logica	ตรรกศาสตร์
logica	เหตุผล
julia	julia
