חנקן	nitróxeno
פטנטים	patentes
עוול	inxustiza
עוול	inxustizas
החממה	invernadoiro
רעיל	tóxicos
רעיל	tóxica
לאבחן	diagnosticar
ליזה	liza
חלוצים	pioneiros
צפרדע	ras
מעצמה	mesma
מעצמה	súa
מעצמה	ela
מעצמה	si
מעצמה	propia
מעצמה	se
השתפר	mellorou
ותיקי	veteranos
ההכתרה	da
ההכתרה	coroación
טקטיקה	táctica
שימושיים	útil
שימושיים	útiles
שימושיים	para
מוכשרים	con
מוכשרים	talento
מוכשרים	talentosa
הרגשה	sensación
הרגשה	sentir
הרגשה	sentimento
פתחי	aberta
פתחי	abertos
פתחי	abrir
פתחי	aberto
פתחי	abre
פתחי	abra
מפציץ	bomber
שטוחה	plano
מוזרים	raro
אמיץ	valentes
אמיץ	valente
מפתיעה	sorprendente
מפתיעה	sorprendentes
הולמת	para
הולמת	máis
פיננסי	financeira
מועדף	favorito
מועדף	favoritos
מועדף	favorita
מועדף	preferido
קמבודיה	camboxa
קמבודיה	en
מבודדים	illado
מבודדים	illada
שתיקה	silencio
שתיקה	o
לומדת	estudando
לומדת	estudar
לומדת	aprender
לומדת	aprendizaxe
לומדת	aprendendo
לומדת	a
מדגישה	estrés
מסירה	pasar
מסירה	pase
אורגניים	orgánico
הדגמה	manifestación
הדגמה	demostración
מסור	vin
מסור	viu
מסור	vimos
מסור	vino
יצירתיות	a
יצירתיות	creatividade
יצירתיות	creativo
יצירתיות	creativos
יצירתיות	creativa
יצירתיות	creativas
תגליות	descubrimentos
החתן	noivo
החתן	mozo
מכינה	facer
מכינה	a
מכינה	de
מכינה	facendo
עגולים	redondo
עגולים	redondos
עגולים	xira
עגולים	arredor
עגולים	preto
אלמנה	viúva
בצהריים	mediodía
מריון	marion
הטלסקופ	telescopio
להדגים	demostrar
להדגים	amosan
להדגים	demostraron
העמקים	vales
רקטה	foguete
מפוארת	bonitas
מעריץ	fan
האימאם	imán
סטנדרטים	estándar
סטנדרטים	de
דיוויזיה	división
קליף	cliff
מקווי	mccoy
שבץ	cerebral
מרגל	espía
עדשות	lentes
חנית	arpón
חנית	spear
דאם	dama
תרגול	unha
תרגול	práctica
תרגול	practicar
תרגול	exercen
גרימת	causaron
גרימת	provocando
נעלמים	desaparecendo
נעלמים	desaparición
נעלמים	desaparecer
קטגוריית	categoría
תקוות	esperanza
תקוות	esperanzas
לשרוף	queimalos
לשרוף	queiman
לשרוף	queimar
לשרוף	queimade
הרוע	mal
הרוע	malo
הרוע	malvado
הרוע	maldade
הרוע	malvados
מנוהלת	e
מנוהלת	puido
מנוהלת	conseguimos
מנוהלת	a
מהימן	de
מהימן	confianza
מהימן	en
קוסם	mago
לתלות	tempo
לתלות	andas
לתלות	colgar
לתלות	un
לתלות	perder
חליפות	traxes
הגזרה	figura
הגזרה	que
הגזרה	descubrir
הגזרה	pensar
ענקים	xigantes
הכרחית	necesario
הכרחית	necesaria
הכרחית	necesarios
הכרחית	necesarias
הכרחית	preciso
הכרחית	é
קוביות	dados
דמעות	bágoas
דמעות	chorar
דמעות	aburrimento
חזירים	porcos
חזירים	os
הבזק	de
עקומת	curva
משקפיים	lentes
משקפיים	gafas
משקפיים	vasos
משקפיים	as
לציית	obedecer
אבטלה	paro
הופעלה	activa
נקמת	vinganza
נקמת	vingar
מתעניין	me
מתעניין	interesaba
מתעניין	interesábame
מתעניין	interesados
מתעניין	interesado
מתעניין	interese
מתעניין	interesa
מתעניין	interesada
עוגה	torta
עוגה	pastel
סופיות	final
סופיות	derradeira
סופיות	último
סופיות	axuntémonos
סופיות	todos
סופיות	definitivo
עורקים	arterias
תנור	cociniña
תנור	forno
סימפטומים	síntomas
סימפטומים	os
סימפטומים	síntoma
שבחים	gábote
שבחים	teu
הרמוני	harmonía
גולמי	cru
גולמי	groseiro
גולמי	materia
גולמי	materias
סבלנות	paciencia
סינדרלה	cinsenta
סינדרלה	cincenta
קריקטורות	debuxos
קריקטורות	animados
קריקטורות	viñetas
אינטלקטואלים	intelectuais
פוצץ	a
טופס	forma
טופס	xeito
מיסה	foxas
מיסה	masa
מיסה	masiva
מיסה	masas
מיסה	de
מיסה	misa
גלוריה	gloria
תורות	resulta
תורות	que
תורות	volta
מרילין	marilyn
להפסיד	perder
להפסיד	perdemos
תמנע	evitar
תמנע	previr
תמנע	que
תמנע	prever
משוער	estimouse
לבש	levar
לבש	levo
לבש	levas
לבש	non
לבש	as
בלימה	lima
עצמנו	nós
עצמנו	mesmos
הראתה	mostrou
הראתה	mostrei
הראתה	demostramos
הראתה	que
פירמידה	pirámide
נסיכה	princesa
אשפה	lixo
אשפה	lixo
אשפה	do
רולס	e
ישבה	eu
ישבה	sentei
ישבה	sentouse
ישבה	senteime
ישבה	sentou
ישבה	onda
ישבה	sentado
ישבה	sentados
לעזאזל	maldita
לעזאזל	merda
לעזאזל	carallo
רזה	delgado
רזה	fraca
רזה	no
ישוע	xesucristo
ישוע	xesús
ישוע	cristo
ישוע	hostia
ישוע	dios
ישוע	por
ישוע	deus
מיטה	cama
רהיטים	mobles
נעימות	agradábel
האוורד	howard
תבואה	gran
פוגל	vogelöd
פוגל	vogel
תחמוצת	nítrico
ההיפך	contrario
ההיפך	oposta
ההיפך	opostas
שרתים	celadores
טיפוסים	tipos
מטורף	tolas
מטורף	manicomio
מטורף	tolo
מטורף	enfermo
מטורף	tolear
מטורף	tola
מטורף	tolos
מטורף	tolas
מטורף	tolo
וריאציה	variación
בהכרה	consciencia
בהכרה	consciente
חולצות	camisas
אפורה	gris
אפורה	gris
אפורה	é
כלוב	gaiola
אצות	algas
אצות	fuco
שמנים	graxa
שמנים	gorda
שמנים	gordo
שמנים	gordos
שמנים	o
ספונטנית	espontaneamente
פליט	de
פליט	refuxiados
חסין	inmunes
חסין	inmune
חסין	inmunitario
פנסיה	pensión
פנסיה	pensións
עייפות	cansa
עייפות	canso
אלטרנטיבה	alternativa
ברך	bendiga
ברך	xeonllo
אלוהית	divino
אלוהית	divina
סולידריות	a
סולידריות	solidariedade
התאום	picos
שאיפות	aspiracións
שאיפות	ambición
קובייה	dados
להתאושש	recuperar
מסתורית	misterioso
מופשטת	abstracta
הדבקה	pegar
שדרה	avenida
בקפידה	con
בקפידה	coidado
גייטס	gates
ברד	“
ברד	sarabia
ברד	”
ברד	en
ברד	galego
ברד	saudamos
דרכון	pasaporte
מעדיפה	preferimos
מעדיפה	prefire
מעדיפה	gusto
מעדיפה	dos
מעדיפה	prefiro
מעדיפה	prefires
רוחניות	espiritualidade
רוחניות	espiritual
רוחניות	senda
קולון	perfume
קולון	colonia
תכנית	programa
תכנית	de
תכנית	programar
תכנית	plan
תכנית	plano
תכנית	posición
תכנית	oferta
נחיתות	inferioridade
כרייה	minería
כרייה	mineiro
יתד	xogo
מתיר	permite
חותמת	filatelia
חותמת	selo
האוזניים	oídos
האוזניים	orellas
קונים	mercar
קונים	comprar
סוכנת	axente
אסייתי	asiática
אסייתי	asiático
אסייתי	asiáticos
סמן	mark
סמן	marca
סמן	a
סמן	marcos
מכין	facer
מכין	a
מכין	de
מכין	facendo
מכין	para
מכין	a
מכין	preparar
לוקס	lucas
מזויף	finxilo
להתנצל	pedir
להתנצל	desculpas
מפסיק	paradas
מפסיק	frea
מפסיק	detén
מפסיק	deixa
מפסיק	se
אנדרוז	andrews
מאבדת	perde
פוקר	póquer
פוקר	ao
פוקר	de
אורגניזם	organismo
להתקשר	chamada
להתקשר	chamamos
להתקשר	chamar
מעונה	torturado
מעונה	torturada
עירייה	concello
ביזה	saqueo
בנגלדש	bangladesh
לקבור	soterrar
מאק	mac
מאק	mackie
מאק	navalla
מאק	mack
פוטנציאלי	potencial
להעניש	castigar
שמורים	se
שמורים	salvado
שמורים	a
שמורים	salvou
שמורים	salvei
שמורים	salvaches
גגות	nos
גגות	teitos
גגות	tellados
המורחבת	a
חפש	buscar
חפש	procura
חפש	busca
חפש	buscar
הליום	helio
קידמה	progreso
קידמה	proceso
קידמה	progresos
קידמה	segue
מהפכני	revolucionario
מהפכני	revolucionaria
נכחדו	extinguiron
מרתק	fascinante
חיידק	as
חיידק	bacterias
מורד	rebelde
מורד	rebeldes
מגוחך	ridícula
מגוחך	ridículo
מפלט	refuxio
עדשה	lentes
עדשה	lente
מוחזק	reunión
מוחזק	perdín
מוחזק	mans
מוחזק	tiña
מוחזק	hoxe
מוחזק	atopo
אביגיל	abigail
נעלה	superior
נעלה	superiores
הדיכוי	opresión
שנאת	odiaban
איג	dos
איג	ig
סודה	soda
טרגדיה	tráxico
טרגדיה	tráxica
טרגדיה	traxedia
טרגדיה	desgraza
אכזבה	decepción
המדים	uniforme
חיוך	sorriso
חיוך	sorrir
חיוך	sorrí
חיוך	sorrindo
שלטים	sinais
הקאריביים	caribe
דנית	danés
דנית	daneses
מגניב	xenial
מגניב	ben
מגניב	fresco
סקיי	ceo
חושפת	revela
רחצה	baño
מעניינות	interesante
מעניינות	interesantes
כינורות	violíns
להאשים	culpa
להאשים	a
להאשים	non
מיליציה	milicia
קומנדר	comandante
בדידות	fica
בדידות	illado
בדידות	soidade
מסרו	deume
מסרו	deu
מסרו	a
ספיישל	especial
ספיישל	especiais
צרכנים	consumidores
באגים	bugs
באגים	myers
מגזר	sector
גניבה	un
גניבה	roubo
גניבה	roubar
גניבה	roubando
שרשראות	cadeas
שרשראות	as
נשרפה	queimado
נשרפה	queimaron
נשרפה	queimou
נשרפה	queimados
וין	wynn
מטלות	tarefas
צף	flotante
צף	aboiando
עשייה	acción
רבעון	cuarto
טופ	do
טופ	enriba
טופ	20
טופ	cima
טופ	superior
פיית	fe
פיית	confiar
מבודדת	illado
מבודדת	illada
חושך	escuras
חושך	escuro
חושך	escura
חושך	escuridade
חושך	noite
חושך	escuridade
סטנדרט	estándar
סטנדרט	de
הפקיד	asistente
הפקיד	do
צעדי	pasos
לשכור	contratar
סקוטית	escoceses
גירושין	divorcio
גירושין	o
גירושין	divorciar
פולס	cae
קדחת	febre
משלמים	prestar
משלמים	pagando
משלמים	a
משלמים	atención
משלמים	pagar
משלמים	pagalas
לבושה	de
לבושה	vestida
לבושה	vestidos
לבושה	vestidas
לבושה	vestir
מושכת	agradable
מושכת	á
מושכת	atractiva
מושכת	fermosa
שכח	esquecer
שכח	esquezas
שכח	o
מכנסיים	pantalóns
מכנסיים	pantalón
מכנסיים	pantalóns
מכנסיים	ruta
מכנסיים	no
מכנסיים	os
מכנסיים	pantalón
מכנסיים	brancos
חתומה	asinado
איומי	ameazas
חותמות	focas
חותמות	as
קומץ	unha
זום	fixarnos
שגיאת	erro
ריבה	session
טין	estaño
טין	metálico
פיצה	pizza
אפלה	escuras
אפלה	escuro
אפלה	escura
אפלה	escuridade
אפלה	noite
אפלה	escuridade
ערפל	néboa
ערפל	brétema
אכל	comemos
אכל	comín
אכל	comeu
אכל	comiches
אכל	hoxe
אכל	comín
לימה	lima
שילמה	pagar
שילמה	pagou
הצידה	á
הלבלב	páncreas
ליברלי	liberais
ליברלי	liberal
ארנב	coello
שודדים	bandidos
בילו	pasamos
בילו	pasei
בילו	pasou
בילו	anos
טוראי	privadas
טוראי	privado
טוראי	privada
טוראי	privados
טוראי	raso
טוראי	soldado
בסינגפור	singapur
פסיפיק	pacífico
להתלונן	queixarse
תולעים	vermes
אוקראיני	ucraniano
תראו	mira
זבוב	e
זבוב	pilotar
זבוב	voar
זבוב	voan
זבוב	voarei
זבוב	voe
זבוב	voo
תקוע	atascado
תקוע	que
תקוע	quedar
תפוס	coller
תפוס	pescar
תפוס	ocupada
שקרים	xace
שקרים	está
שקרים	reside
שקרים	mentira
שקרים	mentiras
שקרים	está
שקרים	mentindo
שקרים	mentes
שקרים	páramo
מרגישה	sinto
מרגישה	sentimos
מרגישה	se
מרגישה	sente
מרגישה	séntese
מרגישה	sinte
מרגישה	ben
מרגישה	que
מרגישה	sensación
מרגישה	sentir
מרגישה	sentimento
הסבירה	explicou
אינטלקטואלית	intelectual
לווייתנים	baleas
לווייתנים	as
אמיתות	verdades
האיגודים	sindicatos
לבזבז	lixo
לבזבז	residuos
לבזבז	perda
לבזבז	perder
לבזבז	tempo
עבריינים	delincuentes
עבריינים	criminais
אינסולין	insulina
אינסולין	á
הכתף	ombro
הכתף	ombreiro
בכושר	para
בכושר	encaixan
בכושר	ataque
בכושר	encaixa
בכושר	ben
בכושר	axustan
בכושר	de
תיאוריה	teoría
רעם	canóns
רעם	trono
רעם	os
רעם	tronos
פאט	pat
נעלמת	desaparecendo
נעלמת	desaparición
יצירתי	creativo
יצירתי	creativos
יצירתי	creativa
יצירתי	creativas
גראנט	bolsa
גראנט	indultarme
גראנט	srta
גראנט	a
גראנט	grant
ויזואלית	visuais
ויזואלית	dificultades
בייבי	bebé
בייבי	nena
בייבי	rapaz
סטודנטית	estudante
סטודנטית	estudantes
סטודנטית	alumno
הגרון	gorxa
מוסתרת	oculto
מוסתרת	oculta
מוסתרת	ocultas
מוסתרת	escondidos
מוסתרת	escondidas
שופטת	xuíz
שופטת	xulgar
עונג	pracer
עונג	encantado
עונג	gusto
עונג	placer
שערה	pelo
שערה	cabelo
חלם	de
חלם	ensueños
נורטון	norton
אווז	oca
אווז	branca
פילדס	campos
פילדס	campo
פילדס	leiras
ויסקי	whisky
ויסקי	güisqui
ויסקי	escocés
ויסקי	dobre
ויסקי	whisky
ויסקי	botellas
פרספקטיבה	perspectiva
נשענת	insistir
הבטיחו	prometeron
הבטיחו	prometín
הבטיחו	prometinlle
הבטיחו	prometéronme
הבטיחו	prometida
הבטיחו	prometíchesme
הבטיחו	prometo
הבטיחו	prometera
האוקיינוסים	océanos
רכים	suave
צביעה	cadro
צביעה	pintura
שולחנות	mesas
הרפתקה	aventura
מרטן	martin
קיבה	estómago
קיבה	o
גראס	herba
גרטרוד	gertrude
פרפרים	bolboretas
יומיומי	cotiá
התנסות	experiencia
התנסות	experimentar
התנסות	experimentan
מתכננת	planificación
לנוח	resto
לנוח	descansar
לנוח	demais
לנוח	descanso
לירה	libra
מיושן	obsoleto
חיישן	sensor
קירבי	kirby
החיסונית	inmunes
החיסונית	inmune
החיסונית	inmunitario
אלהים	deus
גנטיקה	xenética
גנטיקה	xenéticas
גנטיקה	xenéticos
גנטיקה	xenético
גנטיקה	xenética
עוצרים	parada
מיק	mick
הרשמה	rexistro
הרשמה	tarxeta
התפוצצות	explosión
התגלית	descubrimento
מיקוד	centre
מיקוד	centrarse
מיקוד	centramos
מיקוד	centrarme
מיקוד	foco
מיקוד	focalizar
קוטב	polar
קוטב	polares
קוטב	polo
קוטב	poste
הדיברות	mandamentos
פיסות	pezas
פיסות	clave
פיסות	anacos
פיסות	pedazos
מרפאה	clínica
סידרה	serie
סידרה	de
חבילה	paquete
מחזירה	volve
מחזירה	volta
הקורסים	cursos
סטוק	depósito
בידיעה	saber
בידיעה	sabendo
בידיעה	sabe
לצרוך	consumir
לצרוך	consumimos
מתעקש	en
צבעוניות	cor
צבעוניות	de
מגישה	servir
מגישה	cumprir
הרעם	canóns
הרעם	trono
הרעם	os
הרעם	tronos
אבדן	perda
תפנית	xiro
כליאה	detención
תכתוב	escribir
תכתוב	escribe
תכתוב	escribo
אוקיינוס	océano
אוקיינוס	océanos
נואש	desesperado
נואש	e
וויליאמס	williams
מותרות	luxo
שגשוג	prosperidade
ההרצאה	charla
פרקינסון	párkinson
פתק	nota
פתק	a
מלה	palabra
הייל	“
הייל	sarabia
הייל	”
הייל	en
הייל	galego
הייל	saudamos
לטפח	cultivar
החזר	a
החזר	volvo
החזר	regresar
החזר	volva
החזר	cambio
החזר	volver
החזר	retorno
להתרחב	expandíndose
הנצחי	eterna
עבות	groso
פיות	boca
פיות	bocas
מגנים	defensores
פגיע	vulnerables
פגיע	vulnerable
אטלנטיק	atlántico
מצטבר	agregada
דייק	fada
דייק	das
דייק	lesbiana
פיזה	pisa
איכר	campesiño
איכר	granxeiro
התחבר	conectarnos
טהורים	puro
טהורים	pura
טהורים	puros
דרקולה	drácula
דגימה	mostra
החבילה	paquete
הלוך	etcétera
הלוך	e
משעמם	aburrido
משעמם	aburrida
פיתרון	solución
פיתרון	solucións
מרוחקת	distante
מרוחקת	afastado
מרוחקת	remotas
תהנו	guste
תהנו	gozamos
תהנו	a
תהנו	da
תהנו	que
תהנו	gozar
תהנו	gusta
מסתכל	a
מסתכל	mirando
מסתכל	mirar
מסתכל	buscando
שיכור	bébedo
שיכור	emborrachar
שיכור	bébeda
שיכור	un
שיכור	bébedos
שיכור	emborracheime
טריים	fresco
טריים	fresca
טריים	frescos
טריים	descarado
טריים	descarados
טריים	frescas
טריים	cambiar
ריאלי	realista
ריאלי	realistas
המחר	mañá
גייגר	geiger
אהבו	gustaba
אהבו	lle
אהבו	gustara
אהבו	gustou
אהבו	me
אהבו	gustáballe
אנתרופולוגיה	antropoloxía
חיוור	pálida
חיוור	pálido
מאיימת	ameazando
מאיימת	ameazan
קשוח	aproximada
קשוח	vaga
קשוח	duro
קשוח	mal
קשוח	moi
קשוח	duros
קשוח	duras
קשוח	dura
קשוח	por
קשוח	duro
קשוח	duros
קשוח	difícil
צללים	sombras
דובים	osos
מכור	vender
מכור	vende
אויבי	inimigos
שפעת	gripe
נסתר	oculto
נסתר	oculta
נסתר	ocultas
נסתר	escondidos
נסתר	escondidas
צדו	perseguidos
כונן	conducir
כונן	coche
כונן	conduzo
גרזן	machada
דיברה	falei
דיברה	falei
דיברה	con
דיברה	falamos
דיברה	falou
דיברה	falaron
דיברה	falei
דיברה	falou
דיברה	falaba
מתגלים	emerxentes
בקבוקים	botellas
בכי	chorar
בכי	chores
בכי	choro
בכי	berra
בכי	chorando
בכי	choraba
בכי	chorar
בכי	vergoña
בכי	choras
בכי	choran
משמורת	custodia
משמורת	baixo
הורס	devastadora
וודס	bosque
וודס	bosques
וודס	árbores
וודס	monte
אגוזים	noces
אגוזים	tola
אגוזים	tolo
כשרון	talento
כשרון	psicotécnico
קיפאון	conxelación
חטיפה	secuestro
אבוד	perdeu
אבוד	perderon
אבוד	perdín
אבוד	perdemos
אבוד	perdido
התלהבות	entusiasmo
טריוויאלי	trivial
עסוקים	moi
עסוקים	ocupado
עסוקים	ocupados
עסוקים	negocios
עסוקים	ocupada
החושך	escuridade
אושפז	mañá
נינטנדו	nintendo
עוצרת	parada
מסכות	máscaras
מלודי	melodía
וואו	vaites
וואו	uau
וואו	guau
וואו	vaia
מולקולרי	molecular
מולקולרי	moleculares
צחק	rir
צחק	risa
צחק	rían
בוס	xefe
בוס	patrón
לולאה	acople
לולאה	volta
לפינה	esquina
לפינה	recuncho
במחירים	prezos
במחירים	os
משתדל	tentando
משתדל	intentando
פרנקי	frankie
מתוחכם	sofisticado
מגפה	peste
מנדלה	mandela
נותרת	segue
נותרת	queda
נותרת	a
נותרת	ser
נותרת	restos
נותרת	continúa
נותרת	fica
תבונה	intelixencia
תבונה	a
תבונה	sensatez
תבונה	sabiduría
תבונה	sabedoría
מאושרת	feliz
מאושרת	contento
מאושרת	felices
מאושרת	contenta
סטיין	stein
גלקסיה	galaxias
אודיסאוס	ulises
התלבטות	indecisión
התחממות	quecemento
התחממות	aquecemento
הזמנות	ordes
הזמנות	orde
הזמנות	as
הזמנות	encargos
עיוורת	cegas
עיוורת	cega
עיוורת	cego
עיוורת	invidentes
עיוורת	cegos
התחתונים	interior
התחתונים	lencería
רגישה	sensibles
רגישה	sensible
מוקש	miña
מוקש	meus
מוקש	meu
השגחה	observación
אקדחים	armas
אקדחים	fusís
אקדחים	as
אקדחים	armados
אקדחים	metralladoras
גארט	garrett
רואנדה	ruanda
קנייה	kenia
קנייה	mercar
קנייה	comprar
קנייה	mercando
זז	movéndose
זז	aquí
זז	de
כסוף	silver
צנועה	humilde
צנועה	humildes
פסגה	pico
שואלת	preguntar
שואלת	lle
שואלת	pregunta
שואלת	a
שואלת	pide
שואלת	pregunta
סאני	filliño
מעלית	ascensor
רישומי	discos
פלורנס	florence
לובשת	vestidos
לובשת	con
לובשת	pantalóns
לובשת	levas
גירושים	divorcio
גירושים	o
גירושים	divorciar
קליפורד	clifford
קליפורד	ei
הסברתי	explicou
מסתיר	agochados
מסתיר	escondida
פלאנט	planeta
הטליבאן	talibáns
האנושיות	a
האנושיות	humanidade
בינג	bing
הליכות	camiña
ניסיוני	experimental
הבורגנות	burguesía
כאוס	un
כאוס	caos
יבול	cultivos
יבול	cultivos
קומוניזם	comunismo
קומוניזם	o
ארקטוס	erectus
זכאית	dereito
לחוד	separado
זוכרים	lembrar
זוכרים	lembro
זוכרים	lembra
זוכרים	lembras
גמלים	camel
רט	rhett
ארקנסו	arkansas
עצור	deter
עצור	de
עצור	parar
עצור	para
עצור	deixa
האלוהות	divino
הוכן	preparada
הוכן	listo
הוכן	preparado
מושבעים	xurado
זין	carallo
זין	vai
זין	merda
זין	ao
זין	queres
זין	fodan
זין	malfodida
תמימות	inocente
תמימות	inocentes
תמימות	inocencia
הגרלה	lotería
הגרלה	de
הגרלה	lotaría
שליו	pacífica
מריל	merrill
יצירתית	creativo
יצירתית	creativos
יצירתית	creativa
יצירתית	creativas
תובע	fiscal
להמנע	evitar
אכזרית	cruel
אכזרית	brutal
אינטראקציות	interaccións
אינטראקציות	cós
רופאה	médico
אסטרונאוטים	astronautas
מכנס	pantalóns
מכנס	pantalón
מכנס	pantalóns
מכנס	ruta
מכנס	no
מכנס	os
מכנס	pantalón
מכנס	brancos
נאכל	comín
איזידור	isidore
מילוט	fuxida
מילוט	escapar
מילוט	da
מילוט	fugarse
מילוט	fuxir
מילוט	fuga
הגיבה	responderon
בוכה	prantos
בוכה	chora
בוכה	os
בוכה	chorar
בוכה	chores
בוכה	choro
בוכה	berra
בוכה	chorando
בוכה	choraba
בוכה	chorar
בוכה	vergoña
בוכה	choras
בוכה	choran
אפו	nariz
אפו	o
אפו	no
מהפכות	revolucións
סב	avó
מופרדים	separadas
מפסיד	perdendo
מפסיד	a
מפסיד	perder
מפסיד	perdeu
מפסיד	perde
מפסיד	perder
מפסיד	perdemos
סליל	parte
כפתורים	botóns
תשאל	pedir
תשאל	preguntar
תשאל	pregunte
לצחוק	rir
לצחוק	risa
לצחוק	rían
מהפכנים	revolucionarios
זונות	putas
נחתים	marines
רזולוציה	resolución
נוכחית	actual
נוכחית	actuais
נוכחית	que
נוכחית	súa
נוכחית	corrente
פראי	salvaxe
פראי	salvaxes
מתחייב	suicidarse
מתחייב	garantía
מתחייב	garantir
הבקבוק	botella
ממתין	agardando
ממתין	espera
ממתין	a
ממתין	esperar
ממתין	esperando
ממתין	agardar
ליברטי	liberdade
ליברטי	a
ליברטי	libertade
המארח	anfitrión
סיימתי	rematei
סיימתי	xa
סיימתי	rematado
סיימתי	remate
סיימתי	acabado
סיימתי	rematar
סיימתי	rematou
סיימתי	remataches
סיימתי	fixen
סיימתי	feito
סיימתי	fixemos
סיימתי	facer
סיימתי	fixeches
העד	testemuña
סורק	escáner
חתיכות	pezas
חתיכות	clave
חתיכות	anacos
חתיכות	pedazos
קנאה	ciumento
קנאה	celosa
מוצקה	sólida
ובינתיים	tanto
ובינתיים	mentres
סקרנות	curioso
סקרנות	curiosidade
דומניקו	domenico
ויזואלי	visual
ויזואלי	visuais
פגי	peggy
זהיר	coidado
זהיר	ten
זהיר	con
זהיר	tede
זהיר	prudente
זהיר	conta
זהיר	atento
טיגריס	tigre
טיגריס	tiger
טיגריס	do
חלפה	pasaran
חלפה	morreu
חלפה	aprobouse
חלפה	transmitiron
חלפה	pasou
חלפה	pasar
תלמידה	estudante
תלמידה	estudantes
תלמידה	alumno
טיפש	parva
טיפש	parvo
טיפש	idiota
טיפש	toleaches
טיפש	paspán
טיפש	tomo
טיפש	ridículo
טיפש	estúpido
טיפש	estúpida
טיפש	estúpidos
טיפש	parvo
טיפש	estúpidas
טיפש	parvadas
עיוורון	cegas
עיוורון	cega
עיוורון	cego
עיוורון	invidentes
עיוורון	cegos
משונה	estraño
משונה	estraña
משונה	extraño
משונה	moi
משונה	rara
משונה	raro
גלובלי	mundial
גלובלי	de
גלובלי	global
גלובלי	globais
שקופים	transparentes
שקופים	transparente
שטות	parvada
קופסאות	caixas
קופסאות	palcos
חמושה	armados
חמושה	armado
חמושה	armada
חמושה	armadas
המוגן	protexido
צפרדעים	ras
חגורה	cinto
טסו	sobre
מאזינים	quen
מאזינים	escoita
מאזינים	ouvintes
לוויה	funeral
לוויה	enterro
ערה	esperta
נסיכים	príncipes
קסום	máxicos
קסום	máxico
מינון	dose
מנגינות	melodías
בעט	un
בעט	couce
רגוע	calma
רגוע	acouga
רגוע	mar
רגוע	calmo
רגוע	tranquila
רגוע	tranquilo
רגוע	calme
גזרה	sector
תובנות	percepción
תובנות	sobre
תצוגות	opinións
רכות	suave
שפתיים	beizos
שפתיים	os
שפתיים	boca
אכזריות	cruel
אכזריות	crueldade
אכזריות	brutal
אכזריות	brutalidade
איפור	maquillaxe
מוכיחה	proba
המסור	vin
המסור	viu
המסור	vimos
המסור	vino
דוריס	doris
כואב	doloroso
כואב	doe
כופה	a
כופה	obrigando
זריקות	de
זריקות	disparos
גמישה	flexibilidade
גמישה	flexibles
דפוסים	patróns
איתות	sinal
דיבורים	falando
דיבורים	de
דיבורים	falar
דיבורים	a
דיבורים	falo
דיבורים	con
חושים	sentidos
חושים	sentido
מנוח	falecido
היעלמות	desaparecendo
היעלמות	desaparición
היעלמות	desaparición
חלזונות	caracois
הבעה	expresión
מסכה	máscara
מסכה	máscaras
אנטיביוטיקה	antibióticos
אנטיביוטיקה	coa
אנטיביוטיקה	dos
אנטיביוטיקה	os
אנטיביוטיקה	antibiótico
אנטיביוטיקה	uso
אנטיביוטיקה	antibióticos
אנטיביוטיקה	dos
זארה	zara
דוסון	dawson
מדהימה	incrible
מדהימה	incribles
מדהימה	sorprendente
מדהימה	abraiante
מדהימה	o
מדהימה	marabilloso
מדהימה	asombroso
ליים	cal
ליים	lima
חשק	desexo
חוכמה	a
חוכמה	sensatez
חוכמה	sabiduría
חוכמה	sabedoría
הגינה	xardín
הגינה	horta
האמצע	media
האמצע	medio
האמצע	oriente
חיפוי	a
חיפוי	cubrir
חיפוי	cuberto
חיפוי	cuberta
מורל	moral
הבורות	ignorancia
הבורות	a
מיילים	km
מיילים	quilómetros
מיילים	millas
מיילים	kilómetros
מיילים	a
מיילים	correos
הסעה	pantalóns
הסעה	volta
הסעה	ir
הסעה	liscar
הכתפיים	ombros
פתאומית	súpeto
פתאומית	de
פתאומית	repentino
דיקטטורה	ditadura
ממתקים	candy
זירו	cero
פרוטונים	protóns
לק	polaca
מגזינים	revistas
התנהגותי	comportamento
התנהגותי	comportamental
הלו	ola
משוגע	tola
משוגע	tolos
משוגע	tolas
משוגע	tolo
מתפשט	a
האלטרנטיבי	alternativa
הרם	erguen
הרם	subir
הרם	os
השפתיים	beizos
השפתיים	os
השפתיים	boca
גיוון	diversidade
גיוון	variedade
גיוון	de
ספיריט	espírito
ספיריט	o
ספיריט	déixate
חיוניות	vital
חיוניות	esenciais
חיוניות	esencial
אומנותי	artística
אומנותי	artístico
מרושע	fúnebre
מרושע	malo
מרושע	malvada
בדיכאון	depresión
בדיכאון	deprimido
אוק	oak
אוק	carballo
קסיוס	cassius
ממליצה	aconsellan
ממליצה	que
הסר	se
הסר	e
הסר	quitar
הסר	quitamos
האחיזה	realidade
מופתע	abraiado
מופתע	sorprendidos
מופתע	sorprendeuse
מופתע	sorprendeume
מופתע	sorprende
מופתע	sorprendido
סיכה	prendedor
אירן	irán
האמר	martelo
קלוריות	calorías
בהיריון	embarazada
בהיריון	preñado
הודאה	confesión
אלצהיימר	alzheimer
אלצהיימר	alzhéimer
השלכה	consecuencia
השלכה	proxección
פונדק	inn
פונדק	hotel
להניף	abaneo
להניף	xuntas
