the	на
girl	момиченце
girl	момиче
clearly	ясно
junior	младши
junior	джуниър
francisco	франциско
francisco	франсиско
politics	политици
politics	политиката
politics	политика
presented	представени
presented	представено
presented	представена
presented	представен
mar	мар
volume	обем
caused	причинено
caused	причинени
caused	причинена
tom	том
flight	полета
flight	полет
candidate	кандидатка
candidate	кандидатът
candidate	кандидат
matches	кибрит
matches	съвпада
matches	мачове
matches	съвпадения
claimed	заявено
claimed	твърдеше
except	освен
oil	нефт
oil	петрол
oil	олио
oil	масло
assistant	помощник
assistant	асистентка
assistant	асистент
surface	повърхност
surface	повърхността
regiment	полк
regiment	полка
stories	истории
stories	разкази
represented	представени
represented	представена
gets	получава
weeks	седмици
allow	позволете
allow	позволи
branch	бранч
branch	клон
branch	клонче
branch	клонка
retired	пенсиониран
retired	пенсионер
communities	общности
communities	общностите
train	влака
train	влакът
train	влак
paper	хартия
provides	осигурява
provides	предоставя
provides	предвижда
remains	остава
remains	останки
victoria	виктория
metal	метали
metal	metal
metal	метъл
metal	метал
wrong	грешно
wrong	грешка
direct	преки
direct	директна
direct	директно
direct	пряко
direct	директен
frank	франк
miles	майлс
miles	мили
miles	километри
blocked	блокирани
blocked	блокирано
blocked	блокиран
blocked	блокирана
launched	изстреляна
launched	изстрелян
mass	масов
mass	меса
mass	маса
mass	литургия
mass	масово
chairman	председателят
chairman	председател
comedy	комедията
comedy	комедия
relationship	връзка
relationship	взаимоотношения
relationship	отношения
knowledge	познаване
knowledge	знания
knowledge	познания
knowledge	знание
knowledge	познание
format	формат
creek	крийк
meeting	заседание
meeting	среща
meeting	съвещание
meeting	събрание
meeting	срещата
failed	неуспешна
failed	неуспешно
failed	неуспех
officers	офицери
officers	полицаи
draft	чернова
goes	отива
fight	борба
fight	битка
fight	бой
figure	фигура
figure	фигурата
faculty	преподаватели
faculty	факултета
faculty	факултет
camp	лагер
ran	ран
variety	разнообразие
variety	сорт
variety	разновидност
owner	собственик
owner	притежател
owner	собственика
statistics	статистика
statistics	статистики
statistics	статистиката
raised	отгледани
raised	отгледа
raised	отгледана
raised	повдигнат
raised	отгледан
raised	повдигнати
heavy	тежка
heavy	тежки
heavy	тежък
heavy	тежко
alexander	александър
alone	сама
alone	сам
episodes	епизоди
gives	дава
educational	образователна
educational	образователен
educational	образователно
educational	образователни
daily	дневна
daily	дневен
daily	ежедневно
daily	дневно
williams	уилиамс
williams	уилямс
latin	латинска
latin	латински
completely	напълно
products	продукти
products	продуктите
dark	тъмна
dark	тъмно
dark	тъмен
attention	внимание
religion	религията
religion	религия
von	фон
mind	ума
mind	ум
corps	корпус
administrative	административно
administrative	административен
administrative	административна
administrative	административни
cut	дял
cut	стоп
cut	режи
scott	скот
becoming	ставайки
footballer	футболист
jean	жан
jean	джийн
mayor	кмете
mayor	кмет
pro	про
pro	pro
pro	професионалист
beach	beach
beach	плажът
beach	плаж
beach	бряг
beach	плажа
descent	слизане
descent	спускане
leaving	напускане
cast	хвърли
cast	гипс
territory	територия
territory	територии
territory	територията
write	пиши
write	напишете
write	пишете
towns	градове
towns	градовете
towns	градчета
forms	формуляри
forms	форми
joe	джо
inside	вътрешно
inside	вътре
wanted	издирван
wanted	търсен
solid	твърда
solid	солиден
solid	твърдо
solid	твърд
individuals	индивиди
authority	авторитет
authority	орган
authority	правомощия
mention	споменете
mention	споменаване
projects	проекти
del	дел
del	del
continue	продължи
cost	разход
cost	цена
cost	разходи
vice	порок
vice	пороци
drive	карай
notice	забележи
notice	известие
notice	предизвестие
notice	забележете
johnson	джонсън
forced	принудени
forced	принуден
forced	принудително
looks	изглежда
reasons	причини
job	работа
job	йов
photo	снимка
photo	снимката
photo	фото
hope	надеждата
hope	хоуп
hope	надежда
log	дневник
log	лог
log	дънер
parents	родители
parents	родителите
entered	въведена
entered	въведен
mike	майк
basic	основна
basic	основни
basic	основен
scientific	научни
scientific	научен
scientific	научно
amount	сума
amount	количество
spring	пролетно
spring	пролет
spring	пролетта
oxford	оксфорд
kong	конг
opera	опера
critical	критичен
critical	критично
critical	критична
critical	критични
simple	прост
simple	прости
simple	проста
simple	простичко
founder	създател
founder	основателят
founder	основател
hong	хун
hong	хонг
hong	хон
husband	съпруг
useful	полезна
useful	полезно
useful	полезни
useful	полезен
technical	технически
technical	техническа
technical	техническо
necessary	необходимо
necessary	необходими
necessary	необходима
mountains	планините
mountains	планини
importance	важност
importance	значимост
musicians	музиканти
hotel	hotel
hotel	хотел
hotel	хотелът
girls	момичетата
girls	момичета
girls	девойки
crew	екипаж
feb	февруари
boy	момче
boy	момченце
ontario	онтарио
nation	нация
defense	защита
defense	отбрана
defense	защитата
wiki	уики
champions	шампиони
champions	шампионите
golden	златен
golden	златни
golden	златно
golden	златна
districts	райони
districts	области
districts	квартали
faith	фейт
faith	вяра
racing	състезателни
racing	надбягвания
racing	състезания
mainly	основно
mainly	предимно
mainly	главно
auto	автоматично
auto	авто
lives	животи
lives	живее
swedish	шведска
swedish	шведски
hot	горещи
hot	гореща
hot	горещо
hot	секси
entertainment	развлечения
entertainment	забавления
entertainment	забавление
entertainment	развлечение
net	мрежа
net	нетен
net	net
net	нето
net	нет
soccer	футбол
creation	създаване
creation	създаването
product	продукт
product	продукти
tower	кула
tower	tower
tower	кулата
tower	тауър
increased	повишена
increased	увеличена
increased	увеличен
increased	повишен
votes	гласове
votes	вот
squadron	ескадрила
contemporary	съвременни
contemporary	съвременна
contemporary	съвременно
contemporary	съвременен
subsequently	впоследствие
focus	концентрация
focus	фокус
marriage	женитба
marriage	брака
marriage	брак
marriage	сватба
marriage	бракът
questions	въпроси
naval	военноморски
details	детайли
details	подробности
forward	напред
memorial	мемориал
peace	мир
kept	държани
iran	иран
korea	корея
analysis	анализиране
analysis	анализи
analysis	анализ
winners	печеливши
winners	победители
winners	победителите
winners	печелившите
poor	бедни
poor	беден
grade	степен
cricket	крикет
judge	съдията
judge	съдия
judge	съдя
electric	електрически
electric	електрическа
electric	електрическо
electric	електричество
exist	съществуват
corporation	корпорация
corporation	корпорейшън
campus	кампуса
brazil	бразилия
chris	крис
beyond	отвъд
fifth	пети
fifth	пето
fifth	пета
increase	увеличаване
increase	увеличение
increase	повишаване
increase	увеличи
summary	резюме
summary	обобщение
remaining	оставащи
remaining	оставащите
statement	твърдение
statement	изявление
statement	показания
broadcast	излъчване
piano	пианото
piano	пиано
piano	пияно
des	дес
des	des
des	дез
novels	романите
novels	романи
serving	служа
serving	сервиране
hour	час
moving	местене
moving	преместване
resolution	резолюция
concept	понятие
concept	концепция
alternative	алтернатива
alternative	алтернативно
alternative	алтернативен
alternative	алтернативни
alternative	алтернативна
brothers	братя
attacks	атакува
attacks	атентати
attacks	атаки
attacks	нападения
encyclopedia	енциклопедия
republican	републиканец
republican	републикански
republican	републиканска
republican	републиканци
representatives	представителите
representatives	представители
politicians	политици
politicians	политиците
difficult	трудно
difficult	труден
difficult	трудни
difficult	трудна
ability	способност
studied	учил
studied	проучен
studied	учила
host	домакин
host	приемник
host	водещ
wall	стена
wall	стената
wall	уол
urban	градско
urban	градска
urban	градски
pakistan	пакистан
marine	морски
marine	пехотинец
marine	морска
physical	физическо
physical	физически
physical	физическа
dec	декември
dec	дек
troops	войски
troops	военнослужещи
troops	войска
troops	войници
interview	интервю
coming	очаквайте
coming	идва
coming	идвам
semi	полу
suggest	предполагат
emperor	императорът
emperor	император
emperor	императора
letter	писмо
letter	буква
couple	двойка
duke	херцог
duke	дук
duke	дюк
gallery	галерия
follow	следвайте
windows	windows
windows	прозорци
windows	прозорците
tree	трий
tree	дървото
tree	дръвче
tree	дърво
hits	попадения
hits	хитове
hits	удря
jazz	джаз
jazz	джаза
protection	защита
protection	закрила
relevant	съответна
relevant	съответен
count	брой
situation	положението
situation	ситуация
situation	положение
reviews	отзиви
reviews	прегледи
containing	съдържащ
containing	съдържащи
containing	съдържащо
containing	съдържаща
classical	класика
classical	класическо
classical	класически
classical	класическа
offered	предложени
offered	предложен
offered	предложена
offered	предложено
lady	дамата
lady	лейди
lady	дама
netherlands	нидерландия
netherlands	нидерландски
netherlands	холандия
reports	отчети
reports	доклади
influence	влияние
address	адрес
linear	линейни
linear	линеен
linear	линейна
machine	машинка
machine	машина
domain	владение
domain	домейн
elements	елементи
minnesota	минесота
types	типове
types	видове
nov	ноември
serve	служи
sydney	сидни
ministry	министерство
ministry	министерството
blood	кръвта
blood	кръв
distance	дистанция
distance	разстояние
bottom	дъното
bottom	отдолу
bottom	дъно
giving	даване
boys	момчета
potential	потенциална
potential	потенциал
toronto	торонто
edited	редактира
infantry	пехотата
infantry	пехота
oct	ост
oct	октомври
conflict	конфликт
conflict	конфликти
workers	работниците
workers	работници
steve	стив
steve	стийв
philadelphia	филаделфия
helped	помогнал
der	дер
nationality	националност
nationality	гражданство
dispute	спор
dispute	спорът
scene	сцена
method	метод
titles	заглавия
titles	титли
berlin	берлин
conditions	състояния
conditions	условията
conditions	условия
arms	ръце
arms	оръжия
arms	оръжие
races	надбягвания
races	състезания
races	раси
discovered	открит
discovered	открита
discovered	открити
iron	желязо
iron	железен
iron	желязна
iron	железни
extended	разширени
extended	разширена
extended	удължен
extended	разширен
extended	разширено
churches	църкви
churches	църквите
positive	позитивна
positive	положителен
positive	положителни
positive	положителна
positive	положително
santa	санта
nom	ном
longew	longew
imperial	имперски
composed	съставен
composed	съставени
composed	съставена
composed	съставено
latns	latns
ball	топка
ball	бал
ball	бол
width	широчина
width	ширина
correct	правилно
responsible	отговорни
responsible	отговорно
responsible	отговорен
responsible	отговорна
indiana	индиана
soldiers	войниците
soldiers	войници
examples	примери
korean	корейски
genre	жанр
fish	риби
fish	фиш
fish	риба
senate	сенат
senate	сената
senate	сенатът
effects	последици
effects	въздействие
effects	ефекти
effects	ефект
gun	пистолет
gun	оръжие
check	провери
check	проверка
appearances	изяви
plans	планове
renamed	преименувана
sign	табела
sign	знак
reporting	докладване
reporting	отчитане
sweden	швеция
heritage	наследство
tag	отбелязване
tag	таг
tag	етикет
doctor	лекар
doctor	докторе
leaders	ръководители
leaders	лидерите
leaders	лидери
leaders	водачи
lies	лъжи
inc	inc
rivers	реки
rivers	реките
rivers	ривърс
crime	престъпления
crime	престъпление
crime	престъпност
crime	престъпността
liberal	либерална
liberal	либерални
liberal	либерален
liberal	либерал
bob	боб
existing	съществуващо
existing	съществуващ
existing	съществуващи
existing	съществуваща
publishing	публикуване
publishing	издателство
industrial	промишлен
industrial	индустриален
industrial	индустриални
industrial	промишлени
industrial	индустриална
answer	отговори
answer	отговор
split	разделим
split	разделен
split	сплит
split	разделяне
apr	април
sex	секс
sex	секса
sex	сексът
mixed	смесен
mixed	смесени
mixed	смесено
mixed	смесена
personnel	персонал
rail	железница
rail	железопътния
rail	железопътен
rail	железници
die	умри
die	умирай
premier	премиер
premier	премиера
approach	подход
wisconsin	уисконсин
sentence	изречение
sentence	присъда
root	корени
root	корен
standards	стандартите
standards	стандарти
comics	комикс
comics	комикси
earned	заслужил
earned	спечелени
earned	заслужи
earned	заслужено
miss	мис
specifically	специално
horse	конче
horse	кон
contributions	вноски
carried	носени
lieutenant	лейтенант
wood	дървен
wood	дърва
wood	дървесина
wood	дървени
wood	дърво
plants	растения
plants	заводи
plants	растенията
plants	инсталации
initial	начален
initial	първоначален
initial	първоначално
initial	първоначална
origin	произход
environment	среда
pretty	хубава
rank	ранг
bus	автобусът
bus	автобус
bus	бус
gas	бензин
gas	газове
gas	газ
direction	посока
guide	ръководство
guide	гид
guide	пътеводител
guide	водач
resources	ресурси
affairs	афери
accepted	приета
accepted	приети
accepted	прие
accepted	прието
accepted	приет
animals	животни
animals	животните
nor	нито
activity	дейност
activity	активност
levels	нива
levels	равнища
laws	закони
jim	джим
cambridge	кембридж
cambridge	кеймбридж
composer	композитор
remove	премахнете
remove	премахване
remove	махнете
agency	агенция
agency	агенцията
reserve	резерв
reserve	резерви
reserve	резерва
atlantic	атлантик
atlantic	атлантическа
supreme	върховен
supreme	върховния
supreme	върховна
supreme	върховно
weight	тегло
weight	тежест
ask	питайте
ask	питай
ask	попитай
ask	попитайте
fighting	борба
jackson	джаксън
jackson	джексън
rose	роуз
rose	роза
rose	розата
operating	оперативни
treatment	третиране
treatment	лечение
treatment	обработка
linked	свързани
andrew	андрю
trial	процес
expanded	разширена
expanded	разширени
expanded	разширен
expanded	разширено
daniel	даниел
daniel	даниъл
info	информация
info	info
info	инфо
sciences	науките
sciences	науки
fame	славата
fame	слава
everything	всичко
avenue	авеню
travel	пътувания
travel	пътуване
travel	пътувам
travel	пътуват
travel	пътешествия
scale	мащаб
scale	скала
break	прекъсване
break	почивка
oregon	орегон
housing	жилища
capacity	капацитет
capacity	способност
capacity	вместимост
#efefef	#efefef
fictional	измислен
fictional	измислени
exchange	обмяна
exchange	замяна
exchange	размяна
exchange	обмен
exchange	борса
actions	действия
actions	постъпки
actions	искове
cited	посочено
typically	обикновено
settlement	сетълмент
settlement	уреждане
settlement	селище
agreement	съгласие
agreement	споразумение
translation	превод
males	мъжки
kansas	канзас
managed	управлявано
managed	управлявани
managed	управляван
bring	донеси
charge	зареждане
charge	заряд
dedicated	посветен
dedicated	посветена
dedicated	отдадени
dedicated	отдадена
nearby	наблизо
residents	пребиваващи
residents	обитатели
residents	жители
piece	късче
piece	парченце
piece	парче
growth	израстване
growth	растеж
growth	ръст
trust	доверие
trust	вярвай
applied	приложен
applied	приложена
applied	прилагана
applied	приложено
applied	приложени
drums	барабаните
drums	барабани
issued	издадена
issued	издаден
issued	емитирани
issued	издадени
issued	издадено
murder	убийства
murder	убийство
normal	нормален
normal	нормално
normal	нормални
normal	нормална
twenty	двадесет
avoid	избягвайте
avoid	избегне
avoid	избягване
tony	тони
norwegian	норвежки
criteria	критерии
context	контекст
suggested	предложен
suggested	предложени
suggested	предложено
revolution	революция
fully	напълно
fully	изцяло
wars	войните
wars	войни
prominent	виден
aug	август
leaves	листа
leaves	оставя
leaves	листата
advanced	напреднал
advanced	напреднала
advanced	разширено
advanced	напреднали
distribution	дистрибуция
distribution	разпределяне
distribution	разпространение
distribution	разпределение
medicine	лекарства
medicine	медицина
medicine	лекарство
garden	градински
garden	градината
garden	гардън
garden	градинка
garden	градина
reach	достигнат
reach	достигне
reach	достигане
turkey	турция
turkey	пуйка
females	женските
females	женски
publications	публикации
impact	влияние
impact	сблъсък
impact	въздействие
impact	удар
households	домакинства
households	домакинствата
survey	проучване
survey	анкета
survey	изследване
height	ръст
height	височина
morning	утро
morning	сутрин
honor	чест
honor	честта
deep	дълбока
deep	дълбок
deep	дълбоки
deep	дълбоко
argument	спор
argument	аргументи
argument	аргумент
publication	публикация
publication	публикуване
arthur	артър
elizabeth	елизабет
disambiguation	пояснение
worth	уърт
colorado	колорадо
median	средната
maryland	мериленд
falls	фолс
falls	пада
zone	зона
solo	соло
learning	учене
pay	заплащане
pay	плащам
pay	плати
choice	избор
vol	vol
vol	об
vol	обемни
flag	флаг
flag	знамето
flag	знаме
engineer	инжинер
engineer	инженер
cars	автомобили
cars	коли
farm	фермата
farm	ферма
farm	стопанство
wilson	уилсън
principal	директор
acquired	придобит
acquired	придобита
acquired	придобити
constructed	построени
constructed	конструирани
constructed	изградено
secret	секретно
secret	тайна
secret	таен
secret	тайната
secret	тайно
poet	поет
poet	поетът
poet	поета
build	изграждане
build	построи
orchestra	оркестър
versions	версиите
versions	версии
fixed	фиксирани
fixed	фиксирана
fixed	поправен
fixed	фиксиран
efforts	усилия
documentary	документален
equipment	оборудване
equipment	екипировка
ray	рей
yellow	жълта
yellow	жълто
yellow	жълти
yellow	жълт
guard	гард
guard	пазач
pressure	напрежение
pressure	натиск
pressure	налягане
grant	субсидия
grant	грант
prison	затворът
prison	затвор
prison	затвора
freedom	свобода
norway	норвегия
store	магазин
store	съхранение
taylor	тейлър
quarter	четвърт
quarter	тримесечие
independence	независимост
platform	перон
platform	платформата
platform	платформа
rome	рим
teacher	учителка
teacher	учител
copy	копиране
copy	копие
effort	усилие
effort	старание
effort	усилия
effort	усилието
nuclear	ядрено
nuclear	ядрен
nuclear	ядрена
nuclear	атомна
nuclear	ядрени
pictures	снимки
pictures	картинки
pictures	картини
models	модели
models	образци
models	моделите
sep	sep
everyone	всички
everyone	всеки
easily	лесно
description	описание
agreed	съгласна
agreed	договорено
agreed	съгласен
institutions	институциите
institutions	институции
covers	обхваща
covers	корици
covers	капаци
facilities	съоръжения
facilities	съоръженията
target	целева
target	мишена
target	цел
target	целта
rationale	обосновка
combined	комбинирана
combined	комбинирано
combined	комбинирани
combined	комбиниран
bronze	бронзова
bronze	бронз
bronze	бронзов
bronze	бронзови
programming	програмирането
programming	програмиране
sri	шри
railroad	железница
unique	уникално
unique	уникален
unique	уникални
unique	уникална
defined	определени
defined	дефинирани
ocean	океан
cell	килия
cell	клетка
missouri	мисури
concert	концерт
improve	подобри
improve	подобряване
biography	биография
biography	биографията
loan	заем
contact	контакт
contact	контакти
holy	свято
holy	свети
holy	свята
tennessee	тенеси
sub	sub
sub	подводница
sub	подводницата
safety	безопасност
safety	предпазител
stephen	стивън
policies	полици
policies	политики
painting	рисуване
painting	живопис
painting	картина
painting	боядисване
price	цена
mexican	мексиканска
mexican	мексиканец
mexican	мексикански
mexican	мексиканско
leadership	лидерство
flying	летене
flying	летящи
flying	лети
message	послание
message	съобщение
message	съобщението
municipal	общински
municipal	общинска
serious	сериозен
serious	сериозно
serious	сериозни
serious	сериозна
headquarters	седалище
headquarters	щаб
headquarters	щаба
headquarters	централа
officially	официално
cemetery	гробището
cemetery	гробища
cemetery	гробище
memory	спомен
memory	памет
memory	спомени
fields	фийлдс
fields	поля
fields	полетата
fields	полета
generation	генериране
generation	поколение
join	присъединяване
copies	копия
finals	финали
finals	финалите
finals	изпити
fox	фокс
fox	лисица
fox	fox
continues	продължава
representative	представителна
representative	представителен
representative	представително
representative	представителни
representative	представител
destroyed	унищожени
destroyed	унищожена
destroyed	разрушени
destroyed	унищожен
destroyed	унищожено
feet	крака
feet	краката
feet	крачета
guy	гай
philippines	филипините
revealed	разкрита
revealed	разкрито
revealed	разкрити
revealed	разкриха
revealed	разкрит
revealed	разкри
organized	организиран
organized	организирана
organized	организирано
organized	организирани
serves	служи
serves	сервира
conservative	консервативна
conservative	консервативни
conservative	консервативно
conservative	консервативен
share	сподели
share	споделете
share	споделяне
share	дял
maria	мария
disease	болест
disease	болести
disease	заболяване
disease	заболявания
sections	секции
sections	участъци
sections	раздели
philosophy	философия
philosophy	философията
ways	начини
arrived	пристигнал
arrived	пристигна
divided	разделена
divided	разделено
divided	разделени
divided	разделен
floor	подът
floor	пода
floor	етаж
latd	latd
longd	longd
labour	труда
labour	трудово
labour	труд
logo	лого
logo	логото
yard	двор
yard	ярд
cancer	рак
cancer	ракът
offer	оферта
offer	офертата
offer	предложение
offer	предлагане
offer	предложи
tax	данъци
tax	данък
expected	очаквано
expected	очаквани
expected	очакван
expected	очаквана
traffic	трафик
traffic	задръстване
concerns	опасения
concerns	притеснения
concerns	загриженост
graduated	завърши
graduated	завършила
graduated	завършил
guest	гост
guest	гостенка
jews	евреите
jews	евреи
formation	образуване
formation	формиране
formation	формация
meant	означаваше
economy	икономия
economy	икономика
storm	буря
storm	сторм
storm	бурята
mile	майл
mile	километър
mile	миля
protected	защитен
protected	защитена
protected	защитено
protected	защитени
bowl	купа
letters	буквите
letters	букви
letters	писма
providing	предоставяне
begins	започва
classic	класик
classic	класическо
classic	класическа
classic	класика
classic	класически
damage	увреждане
damage	щети
damage	повреда
damage	вреди
damage	повреди
harry	хари
offers	оферти
offers	предлага
offers	предложения
davis	дейвис
challenge	предизвикателство
challenge	предизвикателството
views	изглед
views	гледки
views	изгледи
views	мнения
views	гледания
marked	маркирани
marked	маркирана
marked	белязани
marked	маркиран
marked	белязан
allows	позволява
allows	допуска
allows	разрешава
density	плътност
literary	литературни
literary	литературен
htm	htm
ben	бен
transportation	транспорт
transportation	транспортиране
transportation	превоз
kentucky	кентъки
sales	продажби
sales	продажбите
fleet	флотилия
fleet	флота
fleet	флот
supporting	подкрепа
supporting	поддържаща
supporting	подкрепящи
captured	заловен
captured	заловени
captured	пленен
captured	уловен
captured	пленени
extra	допълнителни
extra	допълнително
extra	екстра
recognized	призната
recognized	признати
recognized	разпознат
recognized	признат
arizona	аризона
compared	сравнена
theme	тема
francis	францис
francis	франсис
moscow	москва
interested	заинтересовани
interested	заинтересована
interested	заинтригуван
interested	заинтересуван
interested	заинтересован
heard	чул
heard	чух
behavior	поведение
transferred	прехвърлен
transferred	прехвърлено
transferred	прехвърлени
transferred	преместен
transferred	прехвърлена
environmental	екологичен
blank	празно
blank	празен
blank	празна
musician	музикант
assigned	назначена
assigned	назначен
seats	седалки
seats	места
seats	седалките
tennis	тенис
logs	дневници
logs	трупи
display	показване
convention	конвенция
convention	конгрес
ring	ринг
ring	пръстен
joint	съвместния
joint	джойнт
joint	съвместни
joint	съвместно
joint	съвместна
joint	съвместен
brian	браян
brian	брайън
deputy	заместник
planned	планирани
planned	планирана
planned	планирано
planned	планиран
universities	университетите
universities	университети
yards	ярда
communist	комунист
communist	комунистическа
communist	комунистически
agent	агент
difference	разликата
difference	разлика
animal	животното
animal	животно
animal	животни
animal	животинска
animal	животински
czech	чешки
czech	чешката
czech	чешка
positions	пози
positions	позиции
exactly	точно
stay	остани
titled	озаглавен
titled	озаглавена
titled	озаглавено
combat	битка
palace	палас
palace	двореца
palace	дворец
palace	дворецът
palace	палат
card	карта
card	картичка
ordered	нареди
ordered	наредено
ordered	поръчани
opposition	възражение
opposition	опозиция
opposition	противопоставяне
opposition	опозицията
attempts	опити
understanding	разбирателство
understanding	разбиране
wrestling	борба
wrestling	кеч
critics	критици
critics	критиците
growing	расте
growing	отглеждане
establish	установи
hands	ръце
hands	ръцете
latm	latm
longm	longm
participated	участвали
participated	участвала
participated	участваха
revert	връщане
poetry	поезия
poetry	поезията
poetry	стихове
materials	материалите
materials	материали
turkish	турчин
turkish	турско
turkish	турски
turkish	турска
paid	платен
paid	платено
paid	платена
paid	платени
promotion	промоция
promotion	насърчаване
promotion	повишение
promotion	популяризиране
apparently	очевидно
apparently	явно
battalion	батальона
battalion	батальон
mobile	мобилни
mobile	мобилен
mobile	мобилно
mobile	мобилна
additions	допълнения
row	ред
metropolitan	метрополитън
figures	фигури
figures	цифри
existence	съществуването
existence	съществуване
eye	окото
eye	око
louisiana	луизиана
lewis	люис
lewis	луис
melbourne	мелбърн
austria	австрия
brigade	бригада
brigade	бригадата
screen	екрана
screen	екран
risk	риск
risk	риска
ban	забрана
ban	забрани
ban	бан
labor	труд
legislative	законодателни
legislative	законодателно
legislative	законодателна
legislative	законодателен
definition	дефиниция
definition	определение
indeed	наистина
draw	тегли
application	кандидатстване
application	молба
application	приложение
application	прилагане
application	заявление
steel	стоманен
steel	стомана
steel	стийл
presence	наличие
presence	присъствие
expansion	разрастване
expansion	разширяване
expansion	разширение
earl	ърл
max	макс
wild	диво
wild	дивак
wild	диви
wild	дива
wild	див
planning	планиране
comic	комик
comic	комикс
comic	комикси
adopted	приета
adopted	приет
adopted	осиновен
adopted	осиновена
easy	леко
easy	лесно
plus	плюс
happy	щастлив
happy	щастливи
happy	щастлива
happy	щастливо
happy	хепи
acts	деяния
acts	актове
classes	класи
classes	класовете
classes	класове
iowa	айова
save	спасяване
save	спаси
save	запази
save	запис
wins	печели
theater	театър
exists	съществува
roles	ролите
roles	роли
chance	шанс
chance	ченс
prevent	предотврати
prevent	предотвратяване
prevent	предотвратяват
candidates	кандидатите
candidates	кандидатки
candidates	кандидати
object	предмет
object	обект
felt	почувствах
powers	пауърс
powers	сили
powers	правомощия
birds	птички
birds	птиците
birds	птици
spread	разпространението
spread	разпространение
defeat	поражение
defeat	победен
cape	нос
cape	кейп
cape	кабо
cape	наметало
identified	идентифициран
identified	идентифицирани
identified	идентифицирана
regions	райони
regions	региони
regions	регионите
mine	моите
mine	мой
mine	моята
mine	мое
mine	моя
mine	моят
sides	страни
teaching	преподаването
teaching	преподаване
guidelines	насоки
simon	саймън
simon	симон
depth	дълбочина
lyrics	текстове
lyrics	текст
christmas	рождество
christmas	коледа
declined	отхвърлена
declined	отказана
greece	гърция
express	експресна
express	експрес
federation	федерация
federation	федерацията
journalist	журналист
journalist	журналистка
intelligence	интелигентност
intelligence	разузнаване
intelligence	интелект
connection	свързване
connection	връзка
connection	връзката
displayed	показани
displayed	показано
portuguese	португалски
declared	обявени
declared	обявено
declared	обявена
declared	обявен
declared	декларирани
constitution	конституция
constitution	конституцията
presidential	президентски
presidential	президентските
sons	синовете
sons	синове
plot	парцел
plot	сюжет
plot	заговор
dates	срещи
dates	дати
firm	твърда
firm	фирма
firm	твърдо
firm	твърд
ends	приключва
ends	свършва
ends	завършва
pilot	пилот
pilot	пилотен
relatively	сравнително
relatively	относително
receive	получаване
educated	образован
educated	образовани
educated	образована
manchester	манчестър
queensland	куинсланд
americans	американците
americans	американци
introduction	въведение
introduction	въвеждане
directors	директорите
directors	режисьори
directors	директори
vehicle	автомобил
vehicle	возило
stock	акциите
stock	наличност
vehicles	возила
vehicles	автомобили
israeli	израелски
hills	хълмове
hills	хилс
performing	извършване
northwest	северозападна
northwest	северозапад
drug	дрога
drug	наркотик
drug	наркотици
drug	лекарство
visit	посетете
visit	визита
visit	посещение
portion	порция
residence	пребиваване
residence	резиденция
walter	уолтър
walter	валтер
pov	pov
interesting	интересна
interesting	интересно
interesting	интересни
interesting	интересен
moon	муун
moon	луна
moon	луната
limit	лимит
limit	граница
limit	ограничаване
limit	ограничение
minute	минута
bell	бел
bell	камбана
bell	звънче
bell	звънец
athletics	атлетика
reduced	намалени
reduced	намалено
reduced	намален
reduced	намалена
wind	вятърна
wind	вятър
wind	вятъра
oklahoma	оклахома
architect	архитект
ideas	идеи
electronic	електронен
electronic	електронно
electronic	електронна
electronic	електронни
crown	краун
crown	корона
crown	короната
anderson	андерсън
step	стъпало
step	стъпка
step	крачка
weapons	оръжие
weapons	оръжия
weapons	оръжията
unable	неспособна
neutral	неутрални
neutral	неутрално
neutral	неутрална
neutral	неутрален
connected	свързани
connected	свързан
connected	свързано
connected	свързана
switzerland	швейцария
armed	въоръжен
armed	въоръжени
armed	въоръжена
weekly	седмични
weekly	седмично
weekly	седмична
weekly	седмичен
rating	рейтинги
rating	рейтинг
rating	квалификация
programme	програма
squad	отряд
squad	взвод
medalists	медалисти
multi	мулти
dynasty	династия
dynasty	династията
cold	студ
cold	студен
cold	студено
cold	студена
granted	предоставено
granted	предоставен
granted	предоставена
alliance	алианса
alliance	алианс
alliance	съюз
methods	методи
sam	сам
alabama	алабама
albert	алберт
albert	албер
albert	албърт
tropical	тропическа
tropical	тропически
vietnam	виетнам
dvd	dvd
dvd	двд
refers	отнася
heat	горещина
heat	жега
heat	топлина
fans	вентилатори
fans	фенове
fans	почитатели
fans	феновете
credit	кредитиране
credit	кредит
commons	общините
boat	кораб
boat	лодката
boat	лодка
boat	корабче
boxes	кутии
boxes	сандъци
ethnic	етническа
ethnic	етническо
ethnic	етнически
speaking	говорейки
fell	падна
fell	паднала
fell	паднал
arena	арена
roads	пътища
core	ядро
core	сърцевина
core	ядрото
dog	куче
dog	кучето
dog	дог
kill	убий
athletic	атлетичен
negative	отрицателен
negative	отрицателно
negative	отрицателни
negative	отрицателна
confirmed	потвърдено
confirmed	потвърден
confirmed	потвърдена
confirmed	потвърдени
sixth	шесто
sixth	шести
sixth	шеста
edge	ръба
edge	ръб
jesus	исус
tools	инструменти
tools	инструментите
colonel	полковник
weak	слабо
weak	слаби
weak	слаб
weak	слаба
chosen	избрана
chosen	избрано
chosen	избрани
chosen	избран
brand	бранд
brand	марката
brand	марка
nfl	нфл
rise	възход
supply	доставки
supply	снабдяване
