amanda	amanda
beach	sandstrand
beach	strände
beach	strand
õiglane	rechtschaffenen
õiglane	gerechter
õiglane	gerecht
õiglane	messe
õiglane	fair
õiglane	jahrmarkt
pööre	twist
pööre	drehung
pööre	verdrehen
pööre	drehen
pööre	wendung
pööre	drehen
pööre	wende
pööre	turn
sõitja	passagier
sõitja	personenverkehr
sõitja	passagiere
sõitja	insassen
astrofüüsik	astrophysiker
kuru	bestanden
kuru	weitergeben
kuru	übergeben
kuru	vergehen
kuru	pass
kliendi	kunden
kliendi	kundendienst
kliendi	kunde
kliendi	kundenservice
kliendi	klienten
kliendi	kunden
kliendi	mandanten
kliendi	kunde
kliendi	auftraggeber
katoliiklased	katholisch
katoliiklased	katholiken
pidulik	festliche
pidulik	feierliche
pidulik	feierlich
võrreldav	vergleichbar
võrreldav	vergleichbaren
võrreldav	vergleichbare
phillips	phillips
kaas	deckel
nurgakivi	eckstein
nurgakivi	grundpfeiler
nurgakivi	eckpfeiler
nurgakivi	grundstein
lennata	fly
lennata	fliege
lennata	fliegen
lennata	flieg
lõpetatud	komplette
lõpetatud	vollständig
lõpetatud	komplett
lõpetatud	abgeschlossen
lõpetatud	vollständige
lõpetatud	abgeschlossen
lõpetatud	fertiggestellt
lõpetatud	beendet
lõpetatud	abgeschlossen
lõpetatud	fertiggestellt
lõpetatud	beendet
lõpetatud	erledigt
lõpetatud	fertig
alumiiniumi	alu
alumiiniumi	aluminium
yves	yves
ted	ted
kümmekond	dutzend
abt	abt
möödub	pässe
tõlked	übersetzung
tõlked	übersetzungen
camille	camille
claus	claus
meeldis	lieben
meeldis	liebte
meeldis	liebten
meeldis	geliebt
meeldis	gemocht
meeldis	gefällt
meeldis	gefallen
meeldis	gefiel
meeldis	mochte
liides	interface
liides	benutzeroberfläche
liides	oberfläche
liides	schnittstellen
liides	schnittstelle
toll	inch
toll	zoll
toll	zentimeter
toll	tribut
toll	maut
toll	toll
toll	zollbehörde
toll	zoll
toll	bräuche
toll	zollunion
tammeka	oak
tammeka	eichen
tammeka	eiche
kaaslased	gefährten
kaaslased	begleiter
cook	cook
cook	kochen
cook	köchin
stressi	belastung
stressi	stress
stressi	streß
varad	vermögenswerte
varad	vermögen
varad	aktiva
amy	amy
kive	steine
kive	steinen
kive	rockt
kive	steine
kive	gestein
kive	felsen
zürichi	zürich
brüssel	brüssel
kaltsiumi	calcium
kaltsiumi	kalzium
gonzález	gonzález
gonzález	gonzalez
sigmund	sigmund
berni	berner
berni	bern
ahven	barsch
suurendatud	erhöht
suurendatud	gestiegen
suurendatud	erhöhte
laienenud	geweitet
laienenud	erweitert
laienenud	vergrößerung
laienenud	erweiterte
laienenud	vergrößert
laienenud	erweiterten
töölised	arbeitskräfte
töölised	arbeitnehmer
töölised	arbeiter
flash	flash
flash	blitz
göteborgi	göteborg
göteborgi	schweden
projektid	projekte
projektid	vorhaben
projektid	projekten
june	juni
june	june
allāh	allāh
parasvöötme	gemäßigten
parasvöötme	gemäßigte
parasvöötme	gemäßigt
gérard	gérard
konsooli	konsole
konsooli	konsolen
siena	siena
eesnimi	vorname
verner	verner
verona	verona
singapuri	singapur
rühmitus	gruppieren
rühmitus	gruppierung
käsitöö	handarbeit
käsitöö	kunsthandwerk
käsitöö	handwerk
käsitöö	handwerk
käsitöö	wasserfahrzeuge
käsitöö	handarbeit
käsitöö	handgefertigte
käsitöö	basteln
käsitöö	kunsthandwerk
käsitöö	handwerk
religioosne	religiöse
religioosne	religiösen
religioosne	religionen
religioosne	religiös
muljet	beeindrucken
vincenzo	vincenzo
ülekanne	übertragung
ülekanne	übermittlung
ülekanne	transmission
ülekanne	weiterleitung
ülekanne	getriebe
ülekanne	übertragung
ülekanne	transfer
ülekanne	überweisung
ülekanne	verlegung
ülekanne	übertragen
ülekanne	übertragung
ülekanne	ausstrahlung
ülekanne	rundfunk
ülekanne	sendung
ülekanne	übertragen
mõjud	wirkungen
mõjud	effekte
mõjud	wirkung
mõjud	auswirkungen
mõjud	effekt
arvud	kennzahlen
arvud	figuren
arvud	abbildungen
arvud	zahlen
määr	zinssatz
määr	satz
määr	steuersatz
opositsioon	widerstand
opositsioon	widerspruch
opositsioon	einspruch
opositsioon	opposition
opositsioon	ablehnung
irene	irene
leidmine	finden
üheksas	neunter
üheksas	neunte
üheksas	neunten
üheksas	ninth
fourier	fourier
mošee	moscheen
mošee	moschee
benito	benito
valentina	valentina
mõistab	verstehe
mõistab	versteht
revolutsiooniline	revolutionären
revolutsiooniline	revolutionär
revolutsiooniline	revolutionäre
astuuria	asturien
mitmekesine	verschieden
mitmekesine	abwechslungsreiche
mitmekesine	unterschiedlichen
mitmekesine	vielfältige
mitmekesine	vielfältig
joonia	ionischen
tervishoid	gesundheit
tervishoid	gesundheitswesen
tervishoid	gesundheitsschutz
tervishoid	gesundheitsfürsorge
tervishoid	gesundheit
tervishoid	gesundheitswesen
tervishoid	gesundheitspflege
tervishoid	gesundheitsversorgung
käimine	partnersuche
käimine	verabredungen
käimine	ausgehen
käimine	dating
bauer	bauer
pidulikult	feierlich
näita	zeigen
näita	show
näita	zeigt
näita	zeige
näita	anzeigen
budism	buddhismus
koguma	abholen
koguma	sammeln
koguma	einsammeln
laenatud	ausgeliehen
laenatud	geliehen
tunnistama	bestätige
tunnistama	erkennen
tunnistama	bestätigen
tunnistama	anerkennen
ruumiline	räumlich
ruumiline	räumlichen
ruumiline	räumliche
ruumiline	räumlicher
magma	magma
raudteede	schiene
raudteede	bahnen
raudteede	eisenbahnen
raudteede	eisenbahn
raudteede	eisenbahnverkehr
sektor	sektor
sektor	branche
sektor	bereich
sektor	sektoren
enterprise	enterprise
keskmised	mittlere
keskmised	medium
keskmised	mittel
keskmised	durchschnitt
keskmised	mittelwerte
keskmised	durchschnittswerte
joone	linien
joone	zeile
joone	linie
joone	strecke
sõnum	botschaft
sõnum	mitteilung
sõnum	nachricht
sõnum	nachrichten
sõnum	meldung
tiigid	teich
tiigid	teiche
beethoven	beethoven
arenema	weiterentwickeln
arenema	entwickeln
teadis	wussten
teadis	kannte
teadis	wusste
teadis	wußte
cura	cura
tipu	vertex
città	città
augusta	augusta
bio	bioenergie
bio	bio
bio	biografie
biokeemia	biochemie
nielsen	nielsen
fra	fra
jános	jános
hobused	pferde
hobused	pferd
hobused	pferden
rongi	trainieren
rongi	bahnhof
rongi	eisenbahn
rongi	zug
rongi	bahn
rikkus	reichtums
rikkus	reichtümer
rikkus	reichtum
rikkus	vermögen
rikkus	reichtums
rikkus	wohlstand
rikkus	reichtum
rikkus	reichtümer
rikkus	ruiniert
rikkus	versaut
etendus	zeigen
etendus	show
etendus	zeigt
etendus	zeige
etendus	anzeigen
marshalli	marshall
marshalli	marschall
kvalifikatsioon	qualifizierung
kvalifikatsioon	abschlüsse
kvalifikatsioon	qualifikationen
kvalifikatsioon	qualifikation
kvalifikatsioon	qualifizierung
kvalifikatsioon	qualifikationen
kvalifikatsioon	qualifikation
koondatud	kumuliert
koondatud	aggregierten
koondatud	aggregierte
koondatud	aggregiert
intensiivsus	lichtstärke
intensiivsus	intensität
marss	mars
springer	springer
teave	information
teave	informationen
teave	auskunft
signaale	signale
ridades	ränge
ridades	reihen
kõrgele	high
kõrgele	hohe
kõrgele	hohen
kõrgele	hoch
dakota	dakota
rey	rey
dresdeni	dresden
katastroofi	katastrophen
katastroofi	desaster
katastroofi	katastrophenhilfe
katastroofi	katastrophe
katastroofi	unglück
muusikal	musikalisch
muusikal	musikalisches
muusikal	musikinstrumente
muusikal	musical
nigeri	niger
satelliit	satellite
satelliit	satellit
satelliit	satellitenfernsehen
satelliit	satelliten
rick	rick
poom	ausleger
poom	boom
poom	bumm
astronaut	astronauten
astronaut	astronaut
unenägu	dream
unenägu	träume
unenägu	traum
unenägu	träumen
suundumused	trends
suundumused	tendenzen
suundumused	entwicklungen
herakles	hercules
herakles	herkules
herakles	hercule
aspekte	aspekte
aspekte	gesichtspunkte
vastastikku	einander
vastastikku	gegenseitig
vastastikku	wechselseitig
lootes	hoffen
lootes	hoffnung
lootes	hofft
lootes	hoffe
lootes	gehofft
mässulised	rebellen
mässulised	aufständischen
andersen	andersen
firmad	konzerne
firmad	körperschaften
firmad	gesellschaften
firmad	kapitalgesellschaften
firmad	firmen
firmad	unternehmen
firmad	firmen
firmad	gesellschaften
michelangelo	michelangelo
võti	taste
võti	schlüssel
võti	key
kliiniline	klinischen
kliiniline	klinische
kliiniline	klinisch
kliiniline	klinischer
väljatöötamine	ausarbeitung
väljatöötamine	erarbeitung
väljatöötamine	erstellung
väljatöötamine	entwicklungsländer
väljatöötamine	entwickeln
välised	externe
välised	außenhandel
välised	externen
välised	außen
välised	außenbereich
välised	äußere
välised	außen
välised	aussen
võõras	fremden
võõras	fremder
võõras	fremde
võõras	fremd
tuttav	vertrauten
tuttav	vertraute
tuttav	bekannte
tuttav	vertraut
tuttav	vertrauter
tuttav	bekanntschaft
tuttav	kennenlernen
tuttav	bekannten
tuttav	bekannte
tuttav	bekannter
madalamad	unteren
madalamad	niedriger
madalamad	tiefer
madalamad	lower
baltimore	baltimore
päevik	fachzeitschrift
päevik	zeitschrift
päevik	tagebuch
päevik	veranstaltungskalender
päevik	terminkalender
päevik	tagebücher
päevik	tagebuch
platvorm	bahnsteig
platvorm	bahnsteige
platvorm	plattform
paradigma	paradigma
nähtavad	erkennbar
nähtavad	sichtbaren
nähtavad	sichtbare
nähtavad	sichtbar
nähtavad	sichtbarer
emilia	emilia
metallica	metallica
pidu	feiern
pidu	feier
pidu	party
pidu	partei
meeleolu	laune
meeleolu	gelaunt
meeleolu	stimmung
meeleolu	stimmungen
sata	sata
sidus	schlüssig
sidus	kohärent
sidus	kohärente
sidus	kohärenz
alternatiiv	alternativen
alternatiiv	alternative
alternatiiv	alternativer
alternatiiv	alternativ
alternatiiv	hilfsweise
alternatiiv	alternative
alternatiiv	stellvertreter
alternatiiv	abwechselnd
alternatiiv	wechseln
hiv	hiv
tarn	tarn
disainitud	gestaltet
disainitud	entworfen
disainitud	entwarf
disainitud	konzipiert
geneetika	genetik
geneetika	gentechnik
gov	gov
gov	regierung
adolph	adolph
adolph	adolf
täitnud	erfüllte
täitnud	erfüllt
ingel	engels
ingel	engel
ingel	schutzengel
ingel	engeln
ingel	angel
kohane	angemessene
kohane	geeignet
kohane	angemessen
kohane	angebracht
kohane	angemessener
kohane	geeignete
enrico	enrico
vangistatud	inhaftiert
vangistatud	eingesperrt
vangistatud	eingefangen
vangistatud	erfasst
vangistatud	gefangen
vaatas	gesehen
vaatas	sah
vaatas	angesehen
vaatas	beobachtet
vaatas	beobachtete
rev	rev
akna	schaufenster
akna	fenster
maximus	maximus
meelega	bewusst
meelega	absichtlich
meelega	bewußt
meelega	vorsätzlich
samsung	samsung
clemente	clemente
variandid	varianten
hüüdnime	spitznamen
hüüdnime	spitzname
pühak	heiligen
pühak	heiliger
pühak	saint
pühak	st
craig	craig
honda	honda
florence	florenz
reporter	reporterin
reporter	journalist
reporter	journalistin
reporter	reporter
geoloogiline	geologische
geoloogiline	geologischen
geoloogiline	geologische
geoloogiline	geologie
geoloogiline	geologischen
hampshire	hampshire
jutud	geschichten
jutud	erzählungen
jutud	meldungen
atmosfäär	erdatmosphäre
atmosfäär	atmosphäre
lahinguid	schlachten
lahinguid	kämpfen
lahinguid	schlacht
lahinguid	kämpfe
sissetulek	erträge
sissetulek	einkommen
sissetulek	einnahmen
sissetulek	einkünfte
ületanud	übertraf
ületanud	übertroffen
ületanud	überschritten
ületanud	überschreitung
lame	flat
lame	flach
lame	wohnung
elena	elena
loata	unbefugte
loata	unbefugten
loata	unerlaubte
loata	unbefugte
loata	unbefugten
brand	marke
brand	brand
brand	marken
brand	markenname
augustin	augustin
võrgus	online
kasutamata	ungenutzt
kasutamata	ungenutzten
kasutamata	ungenutzte
hunter	hunter
hunter	jäger
nõutud	beantragt
nõutud	angefordert
nõutud	beantragte
nõutud	gewünscht
nõutud	verlangt
nõutud	benötigt
nõutud	bedarf
nõutud	erforderlich
nõutud	notwendig
nõutud	erforderliche
moodul	moduls
moodul	modulen
moodul	modul
moodul	module
han	han
chapelle	chapelle
täide	läuse
mungad	mönchen
mungad	mönche
sauna	sauna
ameeriklane	amerikanische
ameeriklane	amerikaner
ameeriklane	amerikanischen
ameeriklane	amerikanisches
ameeriklane	amerikanisch
hinnad	preise
hinnad	preisliste
hinnad	preisen
diktaator	diktator
meta	meta
meta	metadaten
lane	spur
lane	lane
lane	fahrbahn
armastatud	geliebten
armastatud	geliebtes
armastatud	geliebter
armastatud	geliebte
armastatud	geliebt
eesistuja	vorsitzende
eesistuja	vorsitzenden
eesistuja	vorsitzender
eesistuja	vorsitzende
eesistuja	vorstandsvorsitzender
eesistuja	präsident
eesistuja	vorsitzender
ragnar	ragnar
canterbury	canterbury
kulu	kosten
kulu	cost
kulu	kosten
kulu	unkosten
kulu	aufwendungen
kulu	aufwand
ettepanekuid	vorschlage
ettepanekuid	vorschläge
tagajärg	konsequenz
julge	frech
julge	fett
julge	mutige
julge	kühn
julge	mutigen
julge	mutige
julge	mutig
julge	wage
julge	gewagt
julge	kühnen
tasane	flat
tasane	flach
tasane	wohnung
mune	eier
mune	eiern
mõjuvõimu	selbstbestimmung
mõjuvõimu	stärkung
mõjuvõimu	emanzipation
mõjuvõimu	ermächtigung
konkreetsete	spezifisch
konkreetsete	spezielle
konkreetsete	spezifischen
konkreetsete	spezifische
olli	olli
voyager	voyager
jõulud	weihnachten
jõulud	weihnacht
jõulud	weihnachtszeit
plus	zzgl
plus	plus
plus	zuzüglich
baltica	baltica
nõbu	cousin
nõbu	vetter
nõbu	cousine
nõbu	weil
klaviatuuri	tastatur
klaviatuuri	tastaturen
klaviatuuri	keyboard
ökosüsteemi	ökosysteme
ökosüsteemi	ökosystem
aurora	aurora
kirgiisi	kirgisischen
stanislav	stanislav
stanislav	stanisław
spencer	spencer
kõneleja	referenten
kõneleja	lautsprecher
kõneleja	sprecher
kõneleja	redner
kõneleja	rednerin
kõneleja	sprecher
terminoloogia	begriffe
terminoloogia	terminologie
nokk	schnabel
hirv	wild
hirv	reh
hirv	hirsch
jefferson	jefferson
tunnel	tunnel
tunnel	tunneln
tunnel	tunnels
mahajäetud	aufgegeben
mahajäetud	verlassenen
mahajäetud	verlassen
mahajäetud	stillgelegt
mahajäetud	zurückgelassen
kiired	sonnenstrahlen
kiired	strahlen
bagdadi	bagdad
leib	brot
leib	brötchen
lendavad	fliegende
lendavad	fliegen
isabel	isabel
edvard	edvard
secret	geheim
secret	geheimnis
secret	secret
secret	geheimen
secret	heimlich
laagris	lager
laagris	ferienlager
laagris	camp
laagris	campingplatz
laagris	campingplätze
snake	schlange
snake	snake
snake	schlangen
avaldus	anweisung
avaldus	aussage
avaldus	statement
avaldus	erklärung
väiksemaks	kleiner
väiksemaks	kleineren
väiksemaks	kleinerer
väiksemaks	kleinere
kontor	niederlassung
kontor	geschäftsstelle
kontor	amt
kontor	büros
kontor	büro
oskus	meisterschaft
oskus	fertigkeiten
oskus	geschick
oskus	geschicklichkeit
oskus	fähigkeiten
emily	emily
aldo	aldo
väljendus	ausdrücken
väljendus	ausdruck
väljendus	ausdrücke
kattis	erfaßt
kattis	gedeckt
kattis	abgedeckt
kattis	bedeckt
kahur	kanone
kahur	cannon
kahur	kanonen
esitus	vortrag
esitus	darstellung
esitus	präsentationen
esitus	vorstellung
esitus	präsentation
esitus	aufführungen
esitus	vorstellungen
esitus	leistungen
esitus	auftritte
tuletõrje	brandbekämpfung
paas	fasten
tervist	gesundheit
tervist	gesundheitswesen
tervist	gesundheitsschutz
toodang	fertigung
toodang	produktion
toodang	herstellung
toodang	erzeugung
dante	dante
bordeaux	bordeaux
nuku	doll
nuku	puppen
nuku	puppe
stsenaarium	szenario
stsenaarium	szenarium
õigustada	rechtfertigt
õigustada	rechtfertigen
õigustada	begründen
õigustada	rechtfertigung
kaar	bogen
kaar	arc
kaar	bogen
kaar	arch
skp	gdp
skp	bruttoinlandsprodukt
skp	bip
autod	autos
autod	fahrzeuge
autod	kraftfahrzeuge
autod	pkw
autod	pkws
oranž	orange
oranž	orangensaft
oranž	orangen
ideaalne	perfekt
ideaalne	perfekte
ideaalne	perfekten
ideaalne	perfekter
ideaalne	perfect
ideaalne	idealen
ideaalne	ideal
ideaalne	idealer
ideaalne	ideale
leedulased	litauer
ani	ani
serv	rand
serv	kante
serv	edge
serv	kanten
muster	muster
castle	schloss
castle	burg
castle	schloß
identiteet	selbstverständnis
identiteet	identitäten
identiteet	identität
zhang	zhang
geoffrey	geoffrey
geoffrey	gottfried
zhou	zhou
rõivas	kleidungsstück
par	par
ainulaadne	einmalig
ainulaadne	einmalige
ainulaadne	einzigartige
ainulaadne	einzigartig
ainulaadne	einzigartigen
algataja	initiator
algataja	anstifter
sissetung	invasion
sissetung	einmarsch
sissetung	eindringen
vastuluure	spionageabwehr
avastamise	feststellung
avastamise	erkennung
avastamise	entdeckung
avastamise	nachweis
altari	altar
magneesiumi	magnesium
mona	mona
grey	grauen
grey	graue
grey	grey
grey	grau
teresa	teresa
luca	luca
oskused	fertigkeiten
oskused	kenntnisse
oskused	kompetenzen
oskused	qualifikation
oskused	fähigkeiten
oskused	fertigkeiten
oskused	geschick
oskused	geschicklichkeit
oskused	fähigkeiten
solomon	salomon
solomon	solomon
solomon	salomo
solomon	sulaiman
solomon	salomonen
intervall	abstand
intervall	zeitraum
intervall	intervall
intervall	zeitspanne
oklahoma	oklahoma
leopard	leopard
osaka	ōsaka
osaka	osaka
rikkumise	zuwiderhandlung
rikkumise	verstöße
rikkumise	übertretung
rikkumise	verletzung
rikkumise	verstoß
kusagil	irgendwohin
kusagil	irgendwo
vastused	antworten
vastused	reaktionen
vastused	antworten
vastused	antwort
vastused	antworten
vastused	antwort
tundeid	gefühle
tundeid	gefühlen
hannah	hannah
trotski	trotzki
esitamine	unterwerfung
esitamine	antragstellung
esitamine	einreichung
esitamine	einreichen
esitamine	vorlage
esitamine	einreichen
põhjavee	grundwasser
järjekord	warteschlange
järjekord	anstehen
järjekord	bestellungen
järjekord	ordnung
järjekord	auftrag
järjekord	reihenfolge
järjekord	bestellung
geneetik	genetiker
motoriseeritud	motorisierte
franklini	franklin
karistus	todesstrafe
karistus	strafen
karistus	sanktion
karistus	geldstrafe
karistus	strafe
karistus	pein
karistus	bestrafung
karistus	strafe
montgomery	montgomery
ilmnes	manifestiert
kuulnud	gehört
kuulnud	hörten
kuulnud	hörte
aspekt	aspekt
benedict	benedikt
benedict	benedict
filter	filter
filter	filtern
filter	filterung
lindi	band
lindi	tape
lindi	klebeband
lindi	kassette
terje	terje
milton	milton
vinci	vinci
pol	pol
pan	pfanne
pan	schwenken
pan	pan
reguleeritud	reglementiert
reguleeritud	regulierten
reguleeritud	reguliert
reguleeritud	geregelt
lendu	flug
lendu	flüge
augsburgi	augsburg
stephan	stephan
abstraktne	zusammenfassung
abstraktne	abstrakt
abstraktne	abstraktion
abstraktne	kurzfassung
abstraktne	abstrakte
plaanitud	geplant
plaanitud	geplante
plaanitud	vorgesehen
plaanitud	geplanten
valle	valle
puudused	defizite
puudused	mängel
puudused	unzulänglichkeiten
puudused	defizite
puudused	unzulängliche
puudused	mängel
puudused	unzulänglichkeiten
puudused	schwachpunkte
puudused	schwächen
puudused	mängel
puudused	schwachstellen
puudused	schwäche
todd	todd
olympic	olympia
olympic	olympic
olympic	olympische
olympic	olympischen
wilde	wilde
leiba	brot
leiba	brötchen
kontserdid	konzert
kontserdid	konzerte
kontserdid	konzerten
newcastle	newcastle
õpetlane	gelehrten
õpetlane	gelehrter
volinik	kommissarin
volinik	kommissar
pioneer	pioneer
pioneer	wegbereiter
pioneer	pionier
pioneer	vorreiter
ravenna	ravenna
tapab	tötet
arendus	entwicklungspolitik
arendus	entwicklungen
arendus	entwicklung
raskused	schwierigkeit
raskused	schwierigkeiten
raskused	schwierigkeitsgrad
raskused	schwierigkeiten
sotsialismi	sozialismus
grupid	arbeitsgruppen
grupid	gruppen
grupid	fraktionen
nael	fingernägel
nael	nagel
nael	nägel
nürnbergi	nürnberg
eraldunud	freistehendes
eraldunud	einfamilienhaus
eraldunud	losgelöst
eraldunud	distanziert
veerand	quartal
veerand	quarter
veerand	vierteljahr
veerand	viertel
püssi	flinte
püssi	gewehr
irl	irl
konstrueeritud	aufgebaut
konstrueeritud	gebaut
konstrueeritud	konstruiert
anglikaani	anglikanischen
mix	mix
mix	gemischt
mix	mischung
mix	mischen
mix	gemisch
vari	schatten
vari	shadow
grete	grete
derek	derek
vesinik	wasserstoff
usd	usd
reed	reed
motiiv	motive
motiiv	motiv
motiiv	motiv
motiiv	funktion
motiiv	merkmal
motiiv	feature
usbeki	usbekistan
usbeki	usbekischen
björn	bjorn
björn	björn
björn	björn
veebisait	website
veebisait	internetseite
veebisait	webseiten
veebisait	webseite
adobe	adobe
positiivselt	positiv
oswald	oswald
galileo	galileo
värskelt	frisch
liigne	übermäßiges
liigne	übertrieben
liigne	übermäßige
liigne	übermäßigen
liigne	übermäßig
kuuli	kugel
kuuli	geschoss
evelyn	evelyn
serblased	serben
rabas	moor
rabas	mohr
nahka	haut
nahka	hautfarbe
nahka	skin
hõim	sippe
hõim	stamm
haydn	haydn
tiiger	tiger
rostovi	rostow
sood	sumpf
sood	sümpfe
sood	sümpfe
bahreini	bahrain
vega	vega
küljed	seiten
winkler	winkler
nõude	forderung
nõude	beanspruchung
nõude	anspruch
nõude	behaupten
nõude	beanspruchen
nõude	behauptung
võimed	fertigkeiten
võimed	fähigkeiten
võimed	befugnisse
võimed	powers
võimed	kräfte
vastukaaluks	gegengewicht
küllastunud	gesättigten
ever	jemals
ever	je
ever	niemals
ever	ever
raoul	raoul
kile	spielfilm
kile	kinofilm
kile	film
mägismaa	bergland
mägismaa	hochebene
mägismaa	highlands
mägismaa	hochland
cohen	cohen
oodatud	erwartete
oodatud	voraussichtlich
oodatud	erwartet
oodatud	erwarteten
kartis	befürchtet
kartis	gefürchtet
marilyn	marilyn
osake	partikel
osake	teilchen
sara	sara
zeus	zeus
energeetika	energieversorgung
energeetika	energiewirtschaft
energeetika	energie
energeetika	energieverbrauch
act	handeln
act	rechtsakt
act	gesetz
act	act
häda	wehe
häda	weh
häda	untergang
häda	katastrophe
parandab	verbessern
parandab	verbessert
chang	chang
horst	horst
walt	walt
harmoonia	harmonie
harmoonia	eintracht
harmoonia	harmony
harmoonia	harmonisch
harmoonia	einklang
harmoonia	oberschwingungen
suhtumist	haltungen
suhtumist	haltung
suhtumist	einstellung
suhtumist	einstellungen
mahler	mahler
muld	erde
muld	böden
muld	bodens
muld	boden
muld	erdboden
muld	schmutz
muld	dreck
muld	böden
muld	bodens
pinged	spannungen
pinged	anspannung
pinged	spannung
pinged	spannungen
võidelnud	gekämpft
võidelnud	kämpften
võidelnud	kämpfte
kontroller	regler
kontroller	controller
kontroller	steuerung
bock	bock
arve	rechnung
arve	bill
arve	schein
arve	rechnung
arve	rechnungen
tõstetud	angehoben
tõstetud	großgezogen
tõstetud	erhöht
tõstetud	aufgezogen
tõstetud	aufgewachsen
tõstetud	angesprochen
austin	austin
klassid	klassen
laser	laser
varese	varese
jessica	jessica
romaane	romane
hardcore	hardcore
hardcore	knallhart
informaatika	datenverarbeitung
informaatika	informatik
informaatika	datenverarbeitung
informaatika	informatik
informaatika	computer
informaatika	computing
laienemine	erweiterung
laienemine	osterweiterung
laienemine	ausweitung
laienemine	expansion
laienemine	ausdehnung
laienemine	ausbau
laienemine	erweiterung
marguerite	marguerite
delegatsioon	delegation
delegatsioon	übertragung
delegatsioon	delegationen
delegatsioon	abordnung
col	oberst
col	col
molotovi	molotow
õiglus	gerechtigkeit
õiglus	justiz
õiglus	gerechtigkeit
õiglus	fairness
kolooniad	kolonien
ülalt	top
ülalt	spitze
ülalt	oberteil
ülalt	oben
ülalt	oberseite
formaat	formatieren
formaat	dateiformat
formaat	formaten
formaat	formatierung
formaat	format
iru	iru
berger	berger
hannover	hannover
vöönd	gebiet
vöönd	zonen
vöönd	zone
pühitsetud	geweiht
hetk	moment
hetk	augenblick
telefon	telefonisch
telefon	telefonnummer
telefon	telefonieren
telefon	telefon
telefon	handys
telefon	telefonnummern
telefon	telefonnummer
telefon	telefonieren
telefon	telefon
carol	carol
arktika	arktis
arktika	arctic
locke	locke
spektri	frequenzen
spektri	spektrum
soomlased	finnen
mag	mag
minevik	vergangenheit
minevik	frühere
minevik	vergangene
luksemburg	luxemburg
gerard	gérard
gerard	gerard
teadvus	bewusstsein
teadvus	bewusstseins
teadvus	bewußtsein
lasku	absteigen
lasku	herab
lasku	hinunter
aadel	adel
faktor	factor
faktor	faktor
tähtkuju	konstellation
tähtkuju	sternbild
tegur	factor
tegur	faktor
lepingud	verträge
lepingud	aufträge
lepingud	verträge
lepingud	verträgen
lepingud	abkommen
lepingud	übereinkünfte
lepingud	vereinbarungen
curie	curie
veterinaaria	tierärztliche
veterinaaria	veterinär
veterinaaria	tierarzt
veterinaaria	tierärzte
veterinaaria	veterinärmedizin
räägi	sag
räägi	sagen
räägi	tell
räägi	vortrag
räägi	gespräch
räägi	reden
räägi	talk
räägi	sprich
räägi	sprechen
räägi	sprecht
valima	auswählen
valima	wählen
valima	wähle
valima	selektieren
valima	auswählen
valima	auswahl
valima	wählen
valima	wähle
üleriigilise	bundesweit
üleriigilise	landesweit
üleriigilise	landesweite
oksad	niederlassungen
oksad	zweigniederlassungen
oksad	zweigstellen
oksad	filialen
oksad	zweige
oksad	branchen
portreed	porträts
portreed	portraits
portreed	porträt
lahkumine	aufbruch
lahkumine	abgang
lahkumine	abreise
lahkumine	abflug
lahkumine	abfahrt
lahkumine	verlässt
lahkumine	verlassen
lahkumine	weggehen
eelistatud	bevorzugter
eelistatud	bevorzugte
eelistatud	bevorzugten
eelistatud	bevorzugt
eelistatud	vorgezogen
demo	demo
efektiivsus	wirkungsgrad
efektiivsus	effektivität
efektiivsus	effizienz
efektiivsus	effektivität
efektiivsus	wirksamkeit
efektiivsus	effizienz
efektiivsus	effektivität
efektiivsus	wirkungsgrad
efektiivsus	wirksamkeit
efektiivsus	effizienz
ülesehitus	wiederaufbau
ülesehitus	rekonstruktion
ülesehitus	umbau
ülesehitus	strukturen
ülesehitus	aufbau
ülesehitus	gliederung
ülesehitus	struktur
norbert	norbert
esperanto	esperanto
roth	roth
resolutsiooni	auflösung
resolutsiooni	entschließung
tuuri	führungen
tuuri	besichtigungen
tuuri	reisen
tuuri	touren
tuuri	ausflüge
reformid	reformen
reformid	reform
laskemoona	munition
laskemoona	munition
väljund	ausgang
väljund	produktion
väljund	ausgabe
clara	klara
clara	clara
ligipääs	zufahrt
ligipääs	zugang
ligipääs	zugriff
ligipääs	zutritt
psühholoogiline	psychologische
psühholoogiline	psychisch
psühholoogiline	psychologischen
ekvatoriaal	äquatorial
ekvatoriaal	äquatorialguinea
tsivilisatsiooni	zivilisationen
tsivilisatsiooni	kultur
tsivilisatsiooni	kulturgeschichte
tsivilisatsiooni	zivilisation
tsivilisatsiooni	zivilisationen
tsivilisatsiooni	zivilisation
saun	sauna
presidendid	präsidenten
presidendid	präsident
komponendi	komponente
komponendi	bestandteil
komponendi	komponenten
komponendi	bauteil
domineerib	dominiert
kirjutised	schriften
asendus	ersetzung
asendus	ersatz
asendus	ersetzen
asendus	stellvertreter
asendus	ersatz
asendus	ersetzen
asendus	ersetzt
asendus	ersetzung
asendus	ersatz
asendus	ersetzen
asendus	austauschen
davidson	davidson
maksud	umlage
maksud	abgaben
maksud	steuer
maksud	steuern
maksud	abgaben
elmo	elmo
päikest	sonne
päikest	sun
päikest	sunshine
päikest	sonnenschein
päikest	sonne
berend	berend
võidetud	gewonnen
võidetud	won
võidetud	gewann
