kategória	類別
stála	常備
stála	常設
podujatie	事件
podujatie	活動
stanley	stanley
death	死亡
death	死神
štatistika	統計數字
fyziku	物理學
fyziku	物理
formálne	正式
formálne	正規
formálne	正式
nádrže	水庫
nádrže	水塘
nádrže	坦克
občanov	市民
občanov	公民
afrika	非洲
plynu	氣
plynu	天然氣
plynu	汽油
plynu	氣體
menší	較小
hodnosť	排名
podnikateľ	商人
podnikateľ	創業者
nutné	必要
nutné	必需
spracovanie	處理
spracovanie	加工
spracovanie	治療
používanie	用法
používanie	用量
používanie	使用
používanie	使用
používanie	利用
používanie	使用
atlas	atlas
menovaný	提名
rgb	rgb
neskoršie	後來
neskoršie	稍後
neskoršie	以後
izrael	以色列
prítoky	支流
samostatný	分離
spisovateľov	作家
spisovateľov	作者
brána	門
brána	大門
brána	門戶
korlević	korlević
zvyšky	殘留物
zvyšky	殘餘物
zvyšky	殘留
zvyšky	殘渣
zvyšky	剩菜
zvyšky	殘留物
zvyšky	殘餘物
zvyšky	殘渣
asp	asp
ročne	每年
vzhľad	外觀
vzhľad	外表
vzhľad	外貌
vzduch	空中
vzduch	air
vzduch	航空
vzduch	空氣
cestujúcich	乘客
cestujúcich	旅客
cestujúcich	乘客
cestujúcich	旅客
brian	brian
pomaly	慢慢地
pravidlo	細則
vrátiť	還原
vrátiť	返回
vrátiť	回歸
vrstva	層
super	super
super	超
super	超級
super	棒
super	偉大
super	酷
dnešné	今日
dnešné	今天
objav	發現
objav	探索
traja	三
traja	三個
jadra	核心
jadra	核
jadra	核心
jadra	核心
jadra	core
scény	場景
občas	有時候
občas	偶而
občas	偶爾
kosti	bones
kosti	骨
kosti	骨骼
kosti	骨頭
kosti	骨
kosti	骨骼
kosti	骨頭
bulharsko	保加利亞
mary	mary
mary	瑪麗
mary	瑪莉
prepis	轉錄
vážne	認真
vážne	嚴重
vážne	嚴肅
vážne	認真
zlúčeniny	化合物
komunikácie	通訊
komunikácie	通訊
komunikácie	溝通
vtáky	鳥類
vtáky	鳥
vtáky	鳥兒
microsoft	microsoft
microsoft	微軟
rozdelené	分裂
rozdelené	分布
nástrojov	儀器
nástrojov	樂器
nástrojov	文書
nástrojov	工具
knižnice	圖書館
knižnice	書櫃
knižnice	書架
knižnice	圖書館
týždňov	星期
týždňov	周
týždňov	週數
umelec	藝術家
umelec	藝人
denis	dennis
reakcia	反應
reakcia	答復
rozsah	山脈
rozsah	範圍
rozsah	射程
najstarší	最年長
pobrežie	岸上
pobrežie	岸
pobrežie	岸邊
pobrežie	海岸
pobrežie	海邊
pobrežie	海岸線
pobrežie	沿海
pobrežie	沿海
pobrežie	沿岸
pobrežie	海岸線
pobrežie	海岸
modrá	blue
modrá	藍
modrá	藍色
príslušnosť	從屬關係
príslušnosť	隸屬
príslušnosť	管轄權
geobox	geobox
látka	實質
látka	物質
kvality	素質
kvality	品質
kvality	優質
kvality	質量
sergej	sergei
hlavu	頭
hlavu	頭部
mesiaci	月球
mesiaci	月亮
mesiaci	月
patrilo	屬於
portrét	畫像
portrét	肖像
portrét	素描
portrét	草圖
verejné	公眾
verejné	公開
viesť	鉛
viesť	領先
viesť	帶頭
ženské	女
ženské	女性
zákony	法律
jav	現象
jav	現象
pozostatky	殘留物
iná	不同
iná	其他
obvody	電路
obvody	各區
obvody	各地區
bay	灣
bay	海灣
antonio	antonio
navštevoval	出席
jones	jones
zvýšenie	增加
zvýšenie	提高
zvýšenie	增加
orgány	當局
orgány	器官
riadenie	管理
riadenie	施政
riadenie	治理
formát	格式
formát	形式
formát	格式化
siedmich	七七
siedmich	七個
siedmich	七
siedmich	seven
moderné	摩登
moderné	現代
moderné	近代
moderné	現代化
tower	tower
tower	塔
tower	塔台
kritériá	標準
symboly	符號
diaľnice	高速公路
diaľnice	公路
diaľnice	高速公路
diaľnice	公路
národnosť	國籍
národnosť	族裔
národnosť	民族
národnosť	種族
vedci	科學家
kráľovské	皇家
kráľovské	皇室
švédska	瑞典
južný	南方
južný	南部
južný	南
južný	南方
južný	南部
andrew	andrew
hlava	頭
hlava	頭部
hlava	頭疼
hlava	頭痛
hlava	標題
carlos	卡洛斯
carlos	carlos
gabriel	gabriel
súčasné	電流
súčasné	現任
súčasné	目前
súčasné	並行
súčasné	當代
prístav	海港
prístav	港灣
prístav	港
prístav	埠
prístav	港口
prístav	港
prístav	海港
prístav	港灣
prístav	港口
prístav	港
volieb	選舉
volieb	選舉
letné	summer
letné	夏日
letné	夏季
letné	暑假
letné	夏天
svätých	聖人
svätých	聖徒
dvor	院子
dvor	庭院
dvor	院子
dvor	碼
dvor	庭院
dvor	法庭
dvor	法院
ponožky	襪子
ponožky	襪
ponožky	襪子
rio	rio
technickej	技術
komisia	委員會
medaila	獎章
medaila	勳章
medaila	獎牌
medaila	獎章
medaila	勳章
medaila	獎牌
india	印度
mužský	男性
mužský	男
michel	michel
diskusie	討論
diskusie	辯論
vladimir	vladimir
koná	演戲
koná	演技
koná	代理
tabuľa	牌匾
tabuľa	石板
tabuľa	平板
tabuľa	黑板
silu	力氣
silu	強度
silu	實力
silu	力量
silu	體力
fázy	階段
fázy	階段
fázy	階段
opery	opera
opery	歌劇
rozmery	大小
rozmery	尺碼
rozmery	尺寸
rozmery	尺寸
oscara	oscar
dokument	紀錄片
jackson	jackson
jackson	傑克遜
okresov	各區
okresov	各地區
sun	太陽
sun	孫
sun	珊
sun	陽光
saturn	土星
zostava	陣容
tepla	熱
tepla	熱火
tepla	加熱
tepla	熱力
tepla	熱量
služba	服務
štvrť	鄰里
štvrť	鄰里
prípravy	籌備
plus	加上
plus	加
obehu	環流
obehu	流通
obehu	發行量
obehu	迴圈
obehu	流通
vincent	vincent
plemeno	品種
plemeno	繁殖
hráča	球員
hráča	玩家
tituly	頭銜
tituly	職銜
tituly	標題
helena	helena
helena	海倫
helena	helen
správca	署長
správca	管理者
správca	經理人
správca	經理
rastie	生長
rastie	成長
rastie	上升
asociácie	社團
asociácie	結社
asociácie	協會
prototyp	原型
tvrdí	債權
odvodený	推斷
verejnosť	公眾
verejnosť	公開
kol	kol
riek	河流
obrázky	影像
obrázky	圖片
obrázky	圖片
obrázky	像片
obrázky	圖畫
obrázky	照片
zamestnancov	僱員
zamestnancov	員工
hip	hip
hip	臀
hip	臀部
hip	髖
napätie	張力
napätie	電壓
režim	模式
režim	政權
režim	制度
naposledy	上次
naposledy	最後
srdca	心
srdca	心臟
manažér	管理者
manažér	經理人
manažér	經理
spoločností	公司
analýza	分析
plyn	氣
plyn	天然氣
plyn	汽油
plyn	氣體
zelená	綠色
zelená	綠
zelená	綠地
zelená	格林
vedec	科學家
archív	檔案
archív	歸檔
archív	檔案
deväť	九
deväť	九個
vládcovia	統治者
archeologické	考古學
archeologické	考古
jack	jack
polohy	職位
polohy	定位
rast	成長
rast	增長
združenia	社團
francisco	francisco
dedine	村
dedine	鄉村
dedine	村莊
dedine	村落
dedine	村子
otázka	問題
otázka	提問
mince	硬幣
mince	錢幣
mince	硬幣
mince	錢幣
povolanie	職業
povolanie	專業
povolanie	職業
povolanie	佔領
štúdie	研究
štúdie	學習
štúdie	研究
ford	福特
ford	ford
heslo	密碼
čierne	黑
čierne	black
čierne	黑色
čierne	黑人
rozhodne	決定
ivana	ivana
finančné	財務
finančné	金融
silný	強大
silný	強壯
silný	強烈
silný	強
silný	堅強
silný	強大
silný	強國
mníchov	僧侶
mníchov	和尚
mníchov	慕尼黑
programy	方案
programy	方案
programy	程式
amerika	美洲
amerika	美國
poézie	詩
poézie	詩歌
holandsku	荷蘭
stopy	足跡
stopy	腳印
stopy	曲目
stopy	軌道
stopy	線索
stopy	痕跡
europe	歐洲
počítač	計算機
počítač	電腦
kola	圓
kola	輪
reči	講話
reči	演講
reči	語音
reči	演說
bad	壞
cintorín	墓園
cintorín	墓地
cintorín	公墓
cintorín	墓地
spolupráca	協作
spolupráca	協作
spolupráca	合作
spolupráca	合作
real	real
real	真實
egypt	埃及
úspešný	成功
úspešný	成功
letecká	航空
pridal	張貼
var	var
postavu	字元
postavu	人物
postavu	角色
postavu	性格
postavu	品格
nesprávne	錯誤
nesprávne	錯
chránená	保護
premiéru	首映
premiéru	首播
dunajská	多瑙河
filmová	電影
filmová	影片
filmová	電影
filmová	膠片
filmová	影片
modulu	單元
modulu	模組
apple	apple
apple	蘋果
prieskum	勘探
prieskum	探索
prieskum	調查
prieskum	問卷調查
prieskum	偵查
prieskum	偵察
cambridge	劍橋
spojenia	人脈
francis	francis
samostatne	自我
akadémia	學院
žiadna	無
zvlášť	尤其
zvlášť	尤其是
psa	psa
psa	竇
psa	犬
psa	狗
osobnosť	人格
osobnosť	人格
osobnosť	性格
osobnosť	個性
konflikt	衝突
den	日
den	一天
den	白天
den	day
den	den
politiku	政策
kritik	評論家
kritik	批評家
politike	政治學
politike	政治
elektrický	電氣
elektrický	電氣
elektrický	電
elektrický	電動
svätá	聖人
svätá	聖
svätá	神聖
edu	edu
pomery	比率
posledným	上次
posledným	最後
orgán	屍體
orgán	體
orgán	身體
orgán	器官
orgán	風琴
orgán	權威
austrálsky	澳洲
miestna	當地
miestna	局部
miestna	本地
klubov	俱樂部
klubov	梅花
uhol	角度
uhol	角
planéta	行星
planéta	星球
zime	winter
zime	冬
zime	冬季
zime	冬天
manželstvo	結婚
manželstvo	婚姻
rekonštrukcia	重建
rekonštrukcia	重建
rekonštrukcia	整修
rekonštrukcia	翻修
rekonštrukcia	翻新
rekonštrukcia	裝修
rekonštrukcia	修繕
hodnôt	價值
hodnôt	價值觀
hodnôt	數值
hodnôt	值
obrazy	影像
obrazy	圖片
obrazy	圖片
obrazy	像片
obrazy	圖畫
obrazy	照片
obrazy	油畫
obrazy	繪畫
sud	槍管
sud	桶
široké	廣
široké	寬
široké	廣義
široké	廣
široké	寬
sestry	姐妹
sestry	姊妹
vlasy	頭髮
vlasy	毛髮
vlasy	髮型
vlasy	發
strelec	射手
strelec	槍手
strelec	人馬座
dizajn	設計
argentína	阿根廷
historici	歷史學家
vrstiev	多層
vrstiev	層層
vrstiev	層
vrstiev	各層
vrstiev	層次
interiér	內政
interiér	內部
interiér	內地
blok	區塊
blok	block
vlny	羊毛
vlny	浪
vlny	海浪
vlny	波浪
ústavy	憲法
ústavy	憲法
ehf	ehf
medzitým	與此同時
indii	印度
štruktúru	結構
mosta	橋
mosta	艦橋
mosta	大橋
mosta	橋梁
mosta	橋牌
udáva	指定
strom	樹
strom	樹木
matematici	數學家
žiaden	無
občianske	民事
občianske	公民
csc	csc
choroba	病
choroba	疾病
choroba	病
choroba	疾病
choroba	病
choroba	疾病
televízie	電視機
televízie	電視
televízie	電視台
fáze	舞台
fáze	階段
princ	王子
princ	太子
princ	親王
kráľovský	皇家
kráľovský	皇室
trasy	路線
trasy	小徑
trasy	路徑
osobností	人格
videl	鋸
videl	鋸子
primárne	初級
štatistiky	統計數字
južné	南方
južné	南部
južné	南
južné	南方
južné	南部
existenciu	存在
peňazí	金錢
peňazí	錢
airlines	航空公司
airlines	航空
výsledkov	成果
výsledkov	結果
ráno	早晨
ráno	早上
ráno	上午
vodca	領導人
vodca	領導者
vodca	領袖
využiť	剝削
tému	題目
tému	話題
tému	專題
tému	主題
tému	專題
tému	主題
vysočina	高地
matice	堅果
pozemný	陸地
pozemný	地面
výpravy	十字軍
pokračovať	履歷
pokračovať	恢復
pokračovať	簡歷
kalifornii	加利福尼亞
kalifornii	加州
športový	體育
športový	運動
známym	已知
dánsko	丹麥
riadok	line
riadok	線
riadok	線路
riadok	划
riadok	排
frontu	佇列
frontu	排隊
kresťanstvo	基督教
kňazi	神職人員
srdce	心
srdce	心臟
letecké	空中
viery	信仰
viery	信心
viery	信念
viery	信仰
viery	信仰
zaujímavé	有趣
volá	呼叫
parlament	國會
parlament	議會
ukazuje	顯示
medveď	熊
psy	犬
psy	狗
úprava	調整
úprava	修改
úprava	剪輯
úprava	編輯
streda	週三
streda	星期三
priestorov	房舍
priestorov	房地
srbsko	塞爾維亞
ernst	ernst
oko	眼
oko	眼睛
orchester	管弦樂隊
orchester	樂團
založenie	創始
založenie	建國
založenie	建立
úvahy	反射
úvahy	思考
rozšírené	延伸
rozšírené	擴展
rozšírené	延長
rozšírené	擴大
rozšírené	強化
rozšírené	加強
rozšírené	增強
rozšírené	先進
banka	燒瓶
banka	銀行
spor	爭吵
spor	爭論
spor	爭議
spor	爭端
spor	糾紛
spor	爭議
vzdušné	空中
vzor	圖案
vzor	格局
vzor	模式
vzor	模範
vzor	示範
vzor	模型
vzor	型號
vzor	模特兒
pohon	牽引
pohon	牽引力
pohon	推進
pohon	開車
pohon	駕駛
spoločný	關節
spoločný	聯合
tunel	地道
tunel	隧道
írsko	愛爾蘭
zbraň	武器
zbraň	兵器
zbraň	槍支
zbraň	槍
zbraň	炮
oddelenia	各部門
predaj	賣
predaj	出售
predaj	銷售
predaj	賣
predaj	銷售
predaj	出售
predaj	買賣
predaj	銷售
predaj	銷售量
predaj	銷售額
medicína	藥品
medicína	藥物
medicína	醫學
medicína	藥
medicína	醫藥
programe	方案
programe	程式
programe	方案
eric	eric
slobodu	自由
správania	行為
hill	希爾
hill	山
queen	女王
queen	皇后
queen	queen
queen	王后
nórsko	挪威
letectvo	航空
športy	體育
športy	運動
status	狀況
status	狀態
status	現況
zostáva	剩餘
brown	棕
brown	褐
brown	布朗
brown	brown
brown	棕色
usporiadanie	版面
usporiadanie	佈局
usporiadanie	排版
usporiadanie	安排
patrick	patrick
zvyšuje	增加
prítomnosti	存在
vojen	戰爭
bill	bill
bill	法案
internete	網路
internete	網際網路
expedície	探險
umelci	藝術家
umelci	藝人
sir	sir
sir	先生
stred	中心
stred	中心
stred	中間
stane	帳篷
stane	帳蓬
veľryba	鯨魚
veľryba	鯨
riešenia	溶液
dunaja	多瑙河
chránený	保護
ďaleko	遠
logika	邏輯
sto	hundred
sto	百
sto	sto
dôstojník	官
dôstojník	軍官
zúčastnili	出席
môj	礦山
žánre	流派
zmeniť	變更
zmeniť	修改
zmeniť	更改
zmeniť	改變
zmeniť	更改
zmeniť	變更
zmeniť	變
pamäte	記憶
pamäte	回憶
pamäte	回憶錄
pamäte	記憶力
pamäte	記憶
pamäte	記憶體
pamäte	回憶
japonský	日本人
japonský	日文
stephen	stephen
prežil	生還者
prežil	幸存者
určenie	稱謂
určenie	指定
určenie	決心
dinosaury	恐龍
dinosaury	恐龍
hrdina	英雄
letiska	機場
slúžia	服務
slúžia	發球
spoločenské	交際
spoločenské	社會
spoločenské	社交
gregor	gregor
filozofiu	哲學
filozofiu	理念
pramene	彈簧
jazykoch	語言
jazykoch	語文
ray	雷
ray	ray
stredu	週三
stredu	星期三
prijatý	接受
teplo	熱
teplo	熱火
teplo	加熱
teplo	熱力
teplo	熱量
teplo	溫暖
teplo	暖
teplo	溫暖
predmety	文章
predmety	科目
predmety	物體
predmety	天體
predmety	物件
večer	晚間
večer	晚上
večer	傍晚
georg	georgy
stromov	樹
stromov	樹木
prejavuje	展覽
prejavuje	展品
bubeník	鼓手
turistická	遊客
turistická	旅遊
turistická	遠足
turistická	登山
youtube	youtube
drak	龍
drak	神龍
zobrazenie	顯示
zobrazenie	顯示器
zobrazenie	展示
zobrazenie	檢視
zobrazenie	瀏覽
prišla	抵達
prišla	到達
zóna	區
zóna	區域
projektov	項目
plochu	桌面
udalosť	事件
udalosť	活動
člena	會員
člena	成員
turecko	土耳其
stredný	中間
stredný	介質
stredný	中型
stredný	中等
stredný	媒介
stredný	中等
stredný	適度
stredný	適中
stredný	溫和
televízia	電視機
televízia	電視
televízia	電視台
ruky	軍火
ruky	手
ruky	雙手
británie	不列顛
disk	碟片
disk	碟
disk	磁碟
disk	碟片
disk	碟
disk	磁碟
disk	開車
disk	駕駛
účinky	特效
účinky	效應
účinky	影響
účinky	效果
academy	學院
trónu	王座
trónu	王位
trónu	寶座
jak	如何
kvalifikácie	資歷
kvalifikácie	資格
turistov	觀光客
turistov	遊客
čisto	純粹
čisto	純潔
čisto	純純
čisto	純
čisto	純粹
zhromaždenia	集會
boeing	波音
ozbrojených	武裝
psychológia	心理
psychológia	心理學
denne	每日
delta	三角洲
delta	delta
severný	北方
severný	北
severný	北部
severný	北方
severný	北部
predmet	天體
predmet	物件
predmet	主題
reč	講話
reč	演講
reč	語音
reč	演說
financií	財務
obzvlášť	尤其
obzvlášť	尤其是
planét	行星
piaty	第五
piaty	第五次
mexiku	墨西哥
argentíne	阿根廷
oči	眼神
oči	雙眼
oči	眼睛
oči	眼
raketoplán	太空梭
raketoplán	穿梭
ducha	鬼魂
ducha	鬼
ducha	幽靈
ducha	精神
fínska	芬蘭
profesora	教授
počítača	計算機
počítača	電腦
plány	計劃
meranie	測量
meranie	衡量
meranie	計量
meranie	量度
meranie	測量
meranie	計量
meranie	計量
meranie	測量
meranie	計量
meranie	衡量
meranie	度量
sydney	雪梨
sydney	sydney
power	電力
power	電源
power	動力
power	權力
odpoveď	回答
odpoveď	答
odpoveď	答案
odpoveď	回覆
odpoveď	答復
židia	猶太人
židia	猶太
židia	猶太教
židia	猶太人
židia	猶太
charakteristika	特徵
charakteristika	特性
charakteristika	特點
charakteristika	特性
charakteristika	特點
charakteristika	特徵
podoba	相似
životopis	傳記
životopis	自傳
obyčajný	平原
obyčajný	普通
obyčajný	平凡
hmyzu	昆蟲
hmyzu	昆蟲
materiály	物料
materiály	材料
učenie	教書
učenie	教學
učenie	教
učenie	學習
učenie	學
premiér	總理
vyššia	更高
vyššia	較高
vyššia	更高
ulíc	街道
eur	歐元
eur	歐元
eur	歐元
eur	eur
určuje	指定
británia	不列顛
británia	不列顛
euro	歐元
vyšší	更高
vyšší	較高
vyšší	更高
obetí	受害人
obetí	受害者
okolitých	周邊
pravé	正宗
oxid	氧化
oxid	氧化物
bojových	武術
asociácia	結社
asociácia	協會
kyslíka	氧氣
kyslíka	氧
umiestnil	排名
dosiahli	已達到
austrálie	澳大利亞
príkaz	命令
príkaz	指揮
bbc	bbc
bell	鐘
bell	貝爾
bell	鈴
bell	bell
place	地方
place	地點
agentúra	代理商
agentúra	機構
turnaje	錦標賽
pocit	感受
pocit	感覺
pocit	感受
pocit	感覺
inštitúcie	機構
ekonomické	經濟
väzenia	監獄
väzenia	監獄
väzenia	監獄
prameň	春
prameň	春秋
prameň	春天
prameň	彈簧
prameň	春季
intel	英特爾
intel	情報
intel	intel
zástupca	代表
claude	claude
vzdelávanie	教育
vzdelávanie	學歷
osud	天命
osud	命運
osud	命運
horný	頂
horný	top
horný	頂端
horný	熱門
horný	最高
predsa	然而
železnice	鐵路
železnice	鐵道
železnice	鐵路
železnice	鐵道
železnice	鐵路
železnice	鐵道
nízke	低低
nízke	低
postoj	態度
postoj	態勢
postoj	姿態
postoj	姿勢
husle	小提琴
husle	琴
husle	提琴
bloku	區塊
bloku	block
sčítania	人口普查
sčítania	普查
sčítania	人口普查
sčítania	普查
návrhy	提議
návrhy	設計
návrhy	建議
návrhy	草稿
kmeňa	部族
kmeňa	部落
rugby	橄欖球
politického	政治
kategórií	類別
programov	方案
programov	方案
programov	程式
opus	opus
mládeže	青年
mládeže	青春
mládeže	青少年
pôvodom	源於
tabuľke	表
marc	marc
križovatke	交集
križovatke	路口
križovatke	十字路口
križovatke	十字路口
vedecký	科學
vtákov	鳥類
vtákov	鳥
vtákov	鳥兒
definícia	定義
železnica	鐵路
železnica	鐵道
železnica	鐵路
železnica	鐵道
železnica	鐵路
železnica	鐵路
železnica	鐵道
maľby	油畫
maľby	繪畫
synonymum	同義詞
synonymum	同義字
históriu	歷史
ben	ben
ben	本
ben	奔
uesac	uesac
müller	müller
vlastnosť	特性
vlastnosť	特點
vlastnosť	特徵
vlastnosť	地產
vlastnosť	屬性
vlastnosť	財產
vlastnosť	物業
vlastnosť	素質
vlastnosť	品質
vlastnosť	優質
vlastnosť	質量
vlastnosť	功能
vlastnosť	特色
vlastnosť	特徵
war	戰
war	戰爭
revolúcia	革命
planet	行星
planet	星球
viera	信仰
viera	信心
viera	信念
viera	信仰
viera	viera
chyby	錯誤
chyby	失誤
chyby	蟲子
chyby	臭蟲
chyby	瑕疵
chyby	缺陷
dohoda	協定
dohoda	協議
dohoda	交易
tanky	坦克
aplikácie	申請
aplikácie	申請書
aplikácie	app
aplikácie	申請
aplikácie	申請書
japonské	日本人
japonské	日文
komunikácia	通訊
komunikácia	溝通
komunikácia	溝通
komunikácia	通訊
hrajú	玩
hrajú	播放
miláno	米蘭
nohy	英尺
nohy	腳
nohy	腿
koncept	構想
koncept	概念
koncept	理念
koncept	草稿
test	測試
test	試驗
test	測驗
rozdiely	差異
rozdiely	差額
rozdiely	分歧
boston	波士頓
riešiť	解決
riešiť	決斷
riešiť	決心
riešiť	解決
riešiť	解
fotografia	像片
fotografia	照片
fotografia	像片
fotografia	照片
fotografia	攝影
technický	技術
aktuálne	電流
aktuálne	現任
aktuálne	目前
chata	山寨
chata	船艙
chata	客艙
chata	機艙
stránok	頁
sokol	獵鷹
sokol	隼
sokol	鷹
sokol	雕
zas	再次
dôkaz	證據
dôkaz	證據
dôkaz	證明
tábora	露營
tábora	難民營
tábora	營
tábora	營地
nemocnice	醫院
nemocnice	醫院
myslenia	思維
myslenia	思考
následky	後果
samostatná	離散
samostatná	分離
samostatná	自主
talianske	義大利文
talianske	義大利
kňaza	祭司
efekt	特效
efekt	效果
efekt	效應
účastníkov	訂戶
delia	delia
disciplína	紀律
disciplína	紀律處分
hôr	山
hôr	山脈
hôr	山區
rozhodnutia	決定
rozhodnutia	決定
gymnázia	體育館
morom	大海
morom	海上
morom	海
long	久
long	長
sviatok	假期
sviatok	holiday
sviatok	假日
sviatok	度假
sviatok	節日
menšia	較小
menšia	未成年
menšia	少
menšia	少了
peru	秘魯
elektrické	電氣
elektrické	電氣
elektrické	電
elektrické	電動
skončili	完成
rastlina	廠
rastlina	植物
rastlina	工廠
signál	訊號
aktívny	積極
aktívny	活躍
farieb	顏色
farieb	色彩
sci	sci
anny	anne
sociálna	社會
sociálna	社交
mladé	年輕
mladé	young
tradičné	傳統
stratil	失
stratil	輸
stratil	輸了
stratil	遺失
stratil	迷失
ženatý	已婚
vodíka	氫氣
vodíka	氫
báseň	詩
kultúru	文化
manželstva	結婚
manželstva	婚姻
vysielanie	廣播
vysielanie	直播
vysielanie	播放
vysielanie	播出
vysielanie	傳送
vysielanie	傳輸
vysielanie	放送
vysielanie	廣播
vlaky	火車
vlaky	列車
alan	alan
nagy	nagy
záhrada	園
záhrada	園林
záhrada	花園
záhrada	園藝
dirigent	指揮
kim	金
kim	kim
kmene	株
kmene	菌株
kmene	部族
kmene	部落
rozdeliť	分裂
rozdeliť	分割
rozdeliť	分裂
rozdeliť	分水嶺
rozdeliť	鴻溝
rozdeliť	分化
vyjadrenie	表達
vyjadrenie	表情
dvojica	配對
dvojica	夫妻
dvojica	情侶
dvojica	夫婦
mozgu	腦子
mozgu	大腦
mozgu	腦袋
mozgu	腦
základne	基地
príbehy	故事
príbehy	動態
dave	dave
stupňov	學位
stupňov	度
striebro	銀色
striebro	銀
striebro	白銀
lake	湖泊
lake	湖
portugalsko	葡萄牙
pamäť	記憶力
pamäť	記憶
pamäť	記憶體
pamäť	回憶
rozdelená	分裂
tabule	板
niekde	某處
pokusy	審判
pokusy	企圖
pokusy	試驗
pokusy	實驗
výrobca	製片人
výrobca	製片
výrobca	製造商
výrobca	廠商
výrobca	製造廠商
ekonomika	經濟學
ekonomika	經濟
ekonomika	經濟
žila	血管
žila	靜脈
rímska	roman
kráľovnej	女王
kráľovnej	皇后
kráľovnej	queen
kráľovnej	王后
etapa	舞台
etapa	階段
maximálne	最多
maximálne	max
maximálne	最大
maximálne	最大值
maximálne	最大限度
definície	定義
definície	定義
kanady	加拿大
mac	mac
vracia	返回
výzbroj	盔甲
výzbroj	鎧甲
výzbroj	裝甲
výzbroj	軍備
výzbroj	軍備
vojak	戰士
vojak	兵
vojak	士兵
vojak	軍人
vojak	隱私
vojak	私人
vojak	私營
starostlivosti	護理
starostlivosti	關心
leopold	leopold
pokračovanie	延續
pokračovanie	續集
orig	orig
duchu	精神
hitler	希特勒
tim	tim
tim	添
hills	丘陵
rádio	電台
rádio	廣播
rádio	無線電廣播
rádio	收音機
rádio	廣播電台
rádio	無線電
široký	廣
široký	寬
široký	廣義
široký	廣
široký	寬
majstri	冠軍
box	箱
box	框
box	盒
box	盒子
box	方框
box	拳擊
parameter	參數
maďarská	匈牙利
maďarská	匈牙利語
dole	往下
dole	向下
dole	樓下
erectus	erectus
príspevky	捐贈
príspevky	捐助
príspevky	捐款
príspevky	故事
príspevky	動態
príspevky	捐款
príspevky	繳款
umeleckých	藝術
títo	這些
správcu	署長
vesmír	宇宙
konferencie	會議
oceán	大洋
oceán	洋
oceán	海洋
oceán	海
pozorovať	觀察
pozorovať	觀測
für	für
union	聯盟
union	工會
opustiť	休假
opustiť	離開
sloboda	自由
maďarské	匈牙利
maďarské	匈牙利語
monte	monte
zabil	被殺
lesov	林子
lesov	樹林
lesov	森林
rodičov	父母親
rodičov	父母
rodičov	家長
fyzikálne	物理學
fyzikálne	物理
fyzikálne	物理
výcvik	培訓
výcvik	訓練
sony	sony
disku	碟片
disku	碟
disku	磁碟
disku	碟片
disku	碟
disku	磁碟
známeho	相識
známeho	熟人
server	伺服器
vyrobené	製造
vidiek	鄉村
vidiek	鄉下
vidiek	鄉間
vidiek	農村
polovicu	一半
polovicu	半
polovicu	半數
hospodárstvo	經濟學
hospodárstvo	經濟
hospodárstvo	經濟
gama	gamma
gama	伽瑪
rolling	滾動
súborov	文件
súborov	檔案
rodín	家庭
rus	俄語
rus	俄文
typický	典型
kovov	金屬
kovov	金屬
berlin	柏林
berlin	berlin
priamy	直直
priamy	直
priamy	直接
vonkajšie	室外
vonkajšie	戶外
vonkajšie	外部
vonkajšie	外表
luis	luis
švajčiarska	瑞士
napísané	書寫
napísané	撰寫
manželku	妻子
napätia	電壓
like	讚
like	就像
like	像
like	喜歡
palivo	燃料
palivo	燃油
bronz	青銅
bronz	銅
tajomník	秘書
staršieho	年長
staršieho	老年
slúžiť	服務
slúžiť	發球
umeleckej	藝術
taylor	taylor
byt	平面
byt	平
byt	公寓
byt	公寓
šablónu	樣板
šablónu	模板
miestnosti	客房
miestnosti	房間
miestnosti	房間
miestnosti	房
jim	jim
jedincov	科目
boy	boy
boy	男孩
wilson	wilson
metro	地鐵
metro	捷運
metro	metro
metro	地鐵
zahraničia	國外
zahraničia	出國
vybavenie	裝備
vybavenie	設施
špecialista	專家
mar	mar
moment	時刻
central	中央
čistý	純潔
čistý	純純
čistý	純
čistý	純粹
čistý	乾淨
čistý	清潔
ekonomiky	經濟學
ekonomiky	經濟
gitary	吉他
rené	rené
rené	rene
dvore	院子
dvore	庭院
dvore	院子
dvore	碼
dvore	庭院
ona	她
architektúru	結構
architektúru	架構
architektúru	建築
ram	ram
ram	公羊
ram	記憶體
ram	凌
ram	公羊
hala	hala
hala	休息室
hala	廳
hala	霍爾
hala	大廳
hala	hall
dvere	門
dvere	門
zmes	搭配
zmes	組合
zmes	混合
zmes	混合物
zmes	混合
sieň	廳
sieň	霍爾
sieň	大廳
sieň	hall
konečne	終於
nasadenie	部署
douglas	douglas
logo	標誌
logo	標識
konfederácia	邦聯
konfederácia	聯邦
konfederácia	邦聯
rozpätie	山脈
rozpätie	範圍
rozpätie	射程
rozpätie	比值
rímske	roman
rozšírený	延伸
rozšírený	擴展
rozšírený	延長
rozšírený	擴大
rozšírený	擴大
cyklu	週期
cyklu	迴圈
mužské	男性
mužské	男
miestny	當地
miestny	局部
miestny	本地
victor	victor
moje	礦山
toronto	多倫多
predchádzajúci	先前
tank	坦克
zmesi	混合物
zmesi	混合物
zmesi	混合
rýchle	快速
rýchle	快速
lukáš	luke
