और	وال
संबंधी	نسبي
अंतर्गत	تحت
उद्योग	صناعات
उद्योग	الصناعات
उद्योग	صناعة
उद्योग	الصناعة
छोटी	صغيره
छोटी	صغير
छोटी	صغر
छोटी	صغيرة
छोटी	الصغير
छोटी	قليل
छोटी	القليل
छोटी	قصيرة
छोटी	القصير
छोटी	قصير
छोटी	شورت
छोटी	اصغر
मदद	المساعدة
मदद	مساعدة
मदद	ساعد
दिशा	اتجاه
दिशा	الاتجاه
दिशा	توجيه
दिशा	توجه
दिशा	التوجه
दिशा	التوجيه
सूचना	info
सूचना	المعلومات
सूचना	معلومات
सूचना	الاشعار
सूचना	اخطار
सूचना	الاخطار
सूचना	اشعار
सूचना	الاشعار
सूचना	اشعار
सूचना	الاعلام
सूचना	المعلومات
सूचना	معلومات
कमी	الافتقار
कमी	انعدام
पत्र	حرف
पत्र	خطاب
पत्र	رسالة
राम	رام
राम	كبش
राम	راما
नवम्बर	نوفمبر
नवम्बर	نوفمبر
माता	ماتا
पीछे	الوراء
पीछे	الظهر
पीछे	عاد
पीछे	العودة
पीछे	عودة
पीछे	ارجع
पीछे	ظهر
पीछे	خلف
पीछे	وراء
पीछे	متخلفة
पीछे	الخلف
राष्ट्रपति	رئيس
राष्ट्रपति	الرئيس
दल	حفلات
दल	اطراف
दल	الاطراف
दल	الحفلات
दल	الاحزاب
दल	احزاب
दल	الطاقم
दल	طاقم
दल	حفلة
दल	الطرف
दल	حزب
दल	حفل
दल	الحزب
मीटर	عداد
मीटर	المتر
मीटर	متر
मीटर	العداد
मीटर	متر
मीटर	امتار
मीटर	متر
मीटर	مترا
मीटर	متر
मीटर	امتار
क्रिया	اكشن
क्रिया	العمل
क्रिया	الاجراء
क्रिया	اجراء
क्रिया	الحركة
क्रिया	فعل
क्रिया	الفعل
क्रिया	الاجراءات
क्रिया	الافعال
क्रिया	الدعاوى
क्रिया	اجراءات
क्रिया	النشاط
क्रिया	نشاط
गूगल	جوجل
गूगल	غوغل
गूगल	google
कॉलेज	الكليات
कॉलेज	كليات
कॉलेज	كلية
कॉलेज	الكلية
कॉलेज	الجامعة
विवाह	الاعراس
विवाह	الزيجات
विवाह	الزواج
विवाह	زواج
विवाह	العرس
विवाह	زفاف
विवाह	عرس
विवाह	زواج
मैच	ماتش
मैच	المطابقة
मैच	مطابقة
मैच	مباراة
मैच	المباراة
बनाए	خلق
बनाए	خلقت
सुधार	التحسينات
सुधार	تحسينات
सुधार	تصحيح
सुधार	التصحيح
सुधार	اصلاح
सुधार	الاصلاح
सुधार	التحسين
सुधार	التحسن
सुधार	تحسن
सुधार	تحسين
समाप्त	انهاء
समाप्त	انهي
समाप्त	نهاية
समाप्त	النهاية
समाप्त	اكتمل
समाप्त	اكملت
समाप्त	اكتملت
समाप्त	منتهي
समाप्त	انتهيت
समाप्त	انتهت
समाप्त	انتهى
ब्रिटेन	بريطانيا
करें	toc
दिनों	الايام
दिनों	ايام
बच्चों	الاولاد
बच्चों	الاطفال
बच्चों	اطفال
प्रौद्योगिकी	تقنية
प्रौद्योगिकी	التقنية
प्रौद्योगिकी	التكنولوجيا
प्रौद्योगिकी	تكنولوجيا
महत्व	الاهمية
महत्व	اهمية
नियम	قواعد
नियम	القواعد
नियम	قوانين
नियम	القوانين
नियम	القاعدة
नियम	قاعدة
जन्मे	ولد
जन्मे	تولد
जन्मे	مولود
जन्मे	يولد
जन्मे	ولدت
शब्दों	الكلمات
शब्दों	كلمات
चीनी	الصينيون
चीनी	صيني
चीनी	الصينية
चीनी	صينية
स्वास्थ्य	الصحة
स्वास्थ्य	صحة
सहायक	مساعد
सहायक	المساعد
सहायक	مفيدة
सहायक	مفيد
सहायक	مساعد
घोषणा	الاعلان
घोषणा	اعلان
घोषणा	اعلان
प्रयुक्त	استعمل
प्रयुक्त	استخدم
प्रयुक्त	مستخدم
प्रयुक्त	استخدمت
उल्लेख	يذكر
उपयुक्त	مناسبة
बंद	قريب
बंद	الوثيق
बंद	مقرب
बंद	اغلاق
बंद	اغلق
बंद	قبالة
बंद	مغلقة
बंद	مغلق
किलोमीटर	كيلومترات
किलोमीटर	كيلومتر
किलोमीटर	كيلومترات
जिसने	من
जिसने	اللي
इंग्लैंड	انجلترا
इंग्लैंड	انكلترا
धीरे	تدريجيا
धीरे	ببطء
सार्वजनिक	الجمهور
सार्वजनिक	عام
सार्वजनिक	العامة
सार्वजनिक	عامة
सार्वजनिक	علنية
लाख	مليون
लाख	المليون
लाख	مليونا
खिलाफ	ضد
सफल	ناجحة
सफल	الناجحة
सफल	ناجح
सफल	تزدهر
सफल	انجح
सफल	ناجحة
सफल	النجاح
सफल	التوفيق
सफल	نجاح
पहचान	التعرف
पहचान	التعريف
पहचान	الهوية
पहचान	التحديد
पहचान	هويات
पहचान	هوية
पहचान	الهوية
राष्ट्र	الامم
राष्ट्र	امة
राष्ट्र	الامة
संग्रह	التشكيلات
संग्रह	المجموعات
संग्रह	مجموعات
संग्रह	التحصيل
संग्रह	ارشيف
संग्रह	الارشيف
संग्रह	مجموعة
संग्रह	جمع
संग्रह	المجموعة
संग्रह	تحصيل
संग्रह	التحصيل
भीतर	داخل
भीतर	للداخل
भीतर	داخلي
भीतर	بالداخل
भीतर	الداخل
भीतर	ضمن
मौजूद	هدية
मौजूद	الحاضر
मौजूद	الحالي
रक्त	دماء
रक्त	دم
रक्त	دما
रक्त	الدم
कांग्रेस	الكونغرس
कांग्रेस	المؤتمر
कांग्रेस	الكونجرس
कांग्रेस	كونغرس
सम्मान	ترا
सम्मान	احترام
सम्मान	الاحترام
सम्मान	احترم
सम्मान	الشرف
सम्मान	شرف
नृत्य	قص
नृत्य	الرقص
नृत्य	رقص
नृत्य	رقصة
सामूहिक	جماعية
सामूहिक	جماعي
स्रोत	المصدر
स्रोत	مصدر
स्रोत	مصادر
स्रोत	المصادر
एकल	single
एकल	عزباء
एकल	عازب
संकेत	تلميح
संकेत	التلميح
संकेत	الاشارة
संकेत	اشارة
संकेत	رمز
संकेत	الرمز
संकेत	رمزا
संकेत	تلميحات
मानक	قياسي
मानक	المعيار
मानक	معيار
बताया	اخبرت
स्वतंत्रता	حرية
स्वतंत्रता	الحرية
स्वतंत्रता	استقلال
स्वतंत्रता	الاستقلال
स्वतंत्रता	الاستقلالية
स्वतंत्रता	استقلالية
यौगिक	مجمع
यौगिक	المجمع
यौगिक	مركب
विकि	ويكي
विकि	الويكي
विकि	يكي
विद्यालय	مدارس
विद्यालय	المدارس
विद्यालय	مدرسه
विद्यालय	مدرسة
विद्यालय	المدرسة
विद्यालय	المدارس
अंतर्राष्ट्रीय	الدولية
अंतर्राष्ट्रीय	الدولي
अंतर्राष्ट्रीय	دولية
अंतर्राष्ट्रीय	دولي
विशाल	ضخم
विशाल	ضخمة
विशाल	كبيرة
विशाल	الواسعة
बंगाल	البنغال
कानून	القانون
कानून	قانون
कानून	law
कानून	قوانين
कानून	القوانين
महान	عظيم
महान	عظيمة
महान	العظيم
बल	قوة
बल	القوة
भाई	اخي
भाई	اخي
भाई	اخ
भाई	الاخ
तहत	تحت
उपचार	الانتصاف
उपचार	معاملة
उपचार	معالجة
उपचार	العلاج
उपचार	المعاملة
उपचार	علاج
उपचार	المعالجة
उपचार	العلاجات
उपचार	علاجات
केन्द्र	سنتر
केन्द्र	المركز
केन्द्र	المنتصف
केन्द्र	الوسط
केन्द्र	مركز
केन्द्र	المركز
केन्द्र	مركز
अवस्था	الولاية
अवस्था	دولة
अवस्था	ولاية
अवस्था	الحالة
अवस्था	الدولة
लागू	طبقت
लागू	تطبق
लागू	تطبيق
लागू	تطبق
लागू	ينطبق
निजी	شخصيه
निजी	شخصية
निजी	شخصي
निजी	الخاص
निजी	الخاصة
निजी	خاص
निजी	خاصة
निर्णय	الحكم
निर्णय	المقرر
निर्णय	قرار
निर्णय	القرار
निर्णय	مقرر
निर्णय	القرارات
निर्णय	قرارات
निर्णय	مقررات
निर्णय	المقررات
जॉन	جون
जॉन	يوحنا
मिला	وجد
मिला	خلصت
मिला	وجدت
मिला	حصلت
मिला	ميلا
घंटे	الساعات
घंटे	ساعات
वंश	سلالة
वंश	السلالة
प्रारंभिक	الاولي
प्रारंभिक	اولية
प्रारंभिक	اوليا
प्रारंभिक	تمهيدي
प्रारंभिक	اولية
प्रारंभिक	اولي
प्रारंभिक	اوليا
मुक्त	مجانا
मुक्त	حرة
मुक्त	مجاني
मुक्त	free
मुक्त	حر
बल्कि	بالاحرى
परन्तु	لكن
परन्तु	بس
परन्तु	ولكن
मनुष्य	انسان
मनुष्य	بشري
मनुष्य	بشرية
मनुष्य	الانسان
मनुष्य	رجل
मनुष्य	man
मनुष्य	مان
मनुष्य	الرجل
उपकरण	الاداة
उपकरण	اداة
उपकरण	الاجهزة
उपकरण	اجهزة
उपकरण	المعدات
उपकरण	معدات
उपकरण	الاجهزة
उपकरण	جهاز
उपकरण	الاداة
उपकरण	اداة
उपकरण	الجهاز
उपकरण	ادوات
उपकरण	الادوات
विक्रम	فيكرام
उपन्यास	رواية
नेपाल	نيبال
ऑफिस	المكتب
ऑफिस	مكتب
ऑफिस	المنصب
बदलाव	التغير
बदलाव	تغيير
बदलाव	التغيير
बदलाव	غير
बदलाव	تغير
अनुमति	الصلاحيات
अनुमति	التصاريح
अनुमति	مسموح
अनुमति	سمح
अनुमति	المسموح
अनुमति	تصريح
अनुमति	الاذن
नीति	السياسات
नीति	السياسة
नीति	سياسة
हवाई	هاواي
हवाई	هواي
गांव	قرية
गांव	القرية
वापस	الظهر
वापस	عاد
वापस	العودة
वापस	عودة
वापस	ارجع
वापस	ظهر
यूरोपीय	اوروبا
यूरोपीय	اوربا
यूरोपीय	الاوروبي
यूरोपीय	الاوروبية
साधारण	بسيطه
साधारण	بسيط
साधारण	البسيط
साधारण	بسيطة
साधारण	عام
साधारण	لواء
साधारण	اللواء
साधारण	جنرال
साधारण	عامة
साधारण	الجنرال
देखने	المشاهدة
पंजाब	البنجاب
दक्षिणी	جنوبي
दक्षिणी	جنوبية
दक्षिणी	جنوب
दक्षिणी	جنوبي
दक्षिणी	جنوبا
दक्षिणी	الجنوب
दक्षिणी	جنوب
दक्षिणी	ساوث
बैंड	فرقة
बैंड	الفرقة
नया	جديد
नया	جدد
नया	جديدة
नया	الجديد
नया	الاحدث
नया	احدث
पर्वत	ماونتن
पर्वत	جبل
पर्वत	الجبل
सूर्य	صن
सूर्य	شمس
सूर्य	الشمس
अनुवाद	ترجمة
अनुवाद	الترجمة
अनुवाद	ترجم
अनुवाद	الترجمات
अनुवाद	ترجمات
समुदाय	المجتمعات
समुदाय	الجاليات
समुदाय	مجتمع
समुदाय	المجتمع
समुदाय	الجماعة
मान	قيم
मान	القيم
मान	القيمة
मान	قيمة
स्वतंत्र	المستقل
स्वतंत्र	مستقل
स्वतंत्र	مستقلة
स्वतंत्र	المستقلة
टीवी	تلفاز
टीवी	التلفاز
टीवी	التليفزيون
टीवी	تلفزيون
टीवी	التلفزيون
हाल	حديثة
चला	اهرب
चला	تشغيل
कथा	السرد
कथा	سرد
पक्ष	جانب
पक्ष	جنب
पक्ष	الجانب
दृश्य	مشاهدات
दृश्य	اراء
दृश्य	المشاهدات
दृश्य	الاراء
दृश्य	مشهد
दृश्य	المشهد
दृश्य	مرئي
दृश्य	ظاهر
दृश्य	مرئية
दृश्य	عرض
दृश्य	منظر
दृश्य	اعرض
भोजन	مطبخ
भोजन	طعام
भोजन	غذاء
भोजन	الطعام
भोजन	الغذاء
भोजन	الاطعمة
भोजन	وجبة
भोजन	الوجبة
शिव	شيفا
मॉडल	موديلات
मॉडल	النماذج
मॉडल	نماذج
मॉडल	الموديلات
मॉडल	الموديل
मॉडल	عارض
मॉडल	نموذج
मॉडल	موديل
मॉडल	النموذج
मुंबई	مومباي
आयोजित	عقدت
प्रकाशन	نشر
प्रकाशन	النشر
प्रकाशन	النشر
प्रांत	مقاطعة
प्रांत	المحافظة
प्रांत	الاقليم
प्रांत	محافظة
प्रांत	اقليم
प्रांत	المقاطعة
मिलियन	ميلان
मिलियन	ميلانو
मिलियन	مليون
मिलियन	المليون
मिलियन	مليونا
मिलियन	الملايين
मिलियन	ملايين
पांच	خمسة
पांच	خمسه
पांच	خمس
संचालित	مدعوم
उससे	له
उससे	هو
वहां	هناك
विधानसभा	جمعية
विधानसभा	الجمعية
मन	البال
मन	مانع
मन	العقل
मन	عقل
मन	مان
ऑस्ट्रेलिया	استراليا
उम्र	السن
उम्र	العمر
सागर	صقر
सागर	البحر
सागर	بحر
सक्रिय	مكن
सक्रिय	صفة
सक्रिय	الصفة
सक्रिय	نشطة
सक्रिय	النشطة
सक्रिय	نشط
आया	ايا
आया	aya
आया	جيت
आया	جاء
निश्चित	طبعا
निश्चित	اكيد
निश्चित	متاكد
अभिनेत्री	ممثله
अभिनेत्री	الممثلة
अभिनेत्री	ممثلة
छोड़	تخطى
छोड़	سكيب
छोड़	تخطي
छोड़	غادر
छोड़	اترك
छोड़	مغادرة
कृपया	ارجوكم
कृपया	رجاء
कृपया	الرجاء
कृपया	ارجوك
जर्मनी	الالمانية
जर्मनी	المان
जर्मनी	الالماني
जर्मनी	المانيا
जर्मनी	الماني
जर्मनी	المانية
जर्मनी	المانيا
हासिल	حققت
लंदन	لندن
जापान	اليابان
जापान	واليابان
वस्तु	العنصر
वस्तु	عنصر
वस्तु	بند
वस्तु	البند
वस्तु	مادة
वस्तु	المواد
वस्तु	مواد
वस्तु	المادة
वस्तु	الكائن
वस्तु	جسم
वस्तु	كائن
वस्तु	الاجسام
वस्तु	اجسام
स्वरूप	نسق
स्वरूप	الشكل
स्वरूप	تنسيق
जीत	فوز
जीत	الفوز
अध्यक्ष	رئيس
अध्यक्ष	الرئيس
अध्यक्ष	متكلم
अध्यक्ष	المتحدث
अध्यक्ष	المتكلم
अध्यक्ष	متحدث
अध्यक्ष	الرئيس
राज्यों	دول
राज्यों	الولايات
राज्यों	الدول
मामले	الحالات
मामले	حالات
मामले	القضايا
मामले	قضايا
विजेता	فائز
विजेता	الفائز
विजेता	رابح
विजेता	الفائزين
विजेता	الفائزون
बाजार	بازار
बाजार	اسواق
बाजार	الاسواق
बाजार	سوق
बाजार	السوق
लीग	الدوري
लीग	دوري
कविता	القصيدة
कविता	قصيدة
कविता	الشعر
कविता	شعرا
कविता	شعر
तरफ	جانب
तरफ	جنب
तरफ	الجانب
दिसंबर	ديسمبر
दिसंबर	ديسمبر
खान	خان
ग्रंथ	granth
वास्तविक	ريال
वास्तविक	حقيقي
वास्तविक	حقيقية
वास्तविक	الفعلية
वास्तविक	فعلية
वास्तविक	الفعلي
वास्तविक	اصيلة
वास्तविक	اصيل
चैनल	قنوات
चैनल	القنوات
चैनल	شانيل
चैनल	قناة
चैनल	القناة
उत्पाद	المنتج
उत्पाद	منتجات
उत्पाद	منتج
उत्पाद	المنتجات
उत्पाद	منتجات
उत्पाद	المنتجات
राज	راج
सात	سبع
सात	seven
सात	سبعة
सात	السبعة
सात	السابع
सात	سابعا
आरंभ	بداية
आरंभ	البداية
आरंभ	بدء
योग्य	مؤهلة
योग्य	مؤهل
योग्य	المؤهل
योग्य	المؤهلين
योग्य	مؤهل
समुद्र	البحار
समुद्र	البحر
समुद्र	بحر
प्रारंभ	بدات
प्रारंभ	بدا
प्रारंभ	بداية
प्रारंभ	البداية
प्रारंभ	بدء
समाचार	اخبار
समाचार	الاخبار
समाचार	خبر
समाचार	انباء
समस्या	مشكلة
समस्या	المشكلة
समस्या	مشكل
समस्या	المسالة
समस्या	اصدار
वीडियो	بالفيديو
वीडियो	الفيديو
वीडियो	فيديو
वीडियो	الفيديوهات
वीडियो	فيديوهات
नही	ليس
नही	لا
नही	وليس
नही	مش
वन	الغابات
वन	الغابة
वन	غابة
वन	غابات
मत	اصوات
मत	الاصوات
संभव	ممكن
नेटवर्क	شبكة
नेटवर्क	الشبكة
नेटवर्क	شبكات
नेटवर्क	الشبكات
बौद्ध	البوذية
घटना	واقعة
घटना	حادث
घटना	الحادث
घटना	الحادثة
घटना	حادثة
घटना	مناسبة
घटना	الحدث
घटना	المناسبة
घटना	حدث
घटना	ظاهرة
घटना	الظاهرة
प्रकृति	ناورو
प्रकृति	طبيعة
प्रकृति	الطبيعة
मूल्य	الثمن
मूल्य	الاسعار
मूल्य	سعره
मूल्य	سعر
मूल्य	السعر
मूल्य	القيمة
मूल्य	قيمة
रोचक	للاهتمام
क्लब	النادي
क्लब	ناد
क्लब	نادى
क्लब	نادي
क्लब	كلوب
क्लब	نوادي
क्लब	اندية
क्लब	الاندية
क्लब	النوادي
समिति	اللجنة
समिति	لجنة
सर्वाधिक	معظم
सर्वाधिक	الاكثر
सर्वाधिक	اغلب
अरब	العرب
अरब	العربية
अरब	العربي
अरब	عربي
अरब	عرب
अरब	بليون
अरब	مليار
राजनीति	السياسات
राजनीति	السياسة
राजनीति	سياسة
चरण	خطوة
चरण	الخطوة
चरण	اطوار
चरण	المراحل
चरण	مراحل
चरण	الخطوات
चरण	خطوات
चरण	المنصة
चरण	المسرح
चरण	المرحلة
चरण	مرحلة
नाटक	دراما
नाटक	الدراما
विरोध	الاحتجاجات
विरोध	احتجاجات
विरोध	المظاهرات
विरोध	احتجاج
विरोध	الاحتجاج
विरोध	الاحتجاجات
विरोध	احتج
विरोध	التباين
विरोध	تباين
विरोध	المعارضون
विरोध	معارضة
विरोध	المعارضة
विरोध	النزاعات
विरोध	المنازعات
विरोध	الصراعات
विरोध	صراعات
विरोध	تنازع
विरोध	نزاع
विरोध	الصراع
विरोध	الصراعات
विरोध	صراع
विरोध	النزاع
ज्ञात	المعروفة
ज्ञात	معلوم
ज्ञात	معروف
ज्ञात	معروفة
ज्ञात	المعروف
नेतृत्व	القيادات
नेतृत्व	الزعامة
नेतृत्व	قيادة
नेतृत्व	القيادة
अंतर	الفرق
अंतर	اختلاف
अंतर	الاختلاف
अंतर	فرق
अंतर	الثغرة
अंतर	فجوة
अंतर	الفجوة
अंतर	ثغرة
अनुभव	خبرات
अनुभव	التجارب
अनुभव	الخبرات
अनुभव	خبرة
अनुभव	التجربة
अनुभव	الخبرة
अनुभव	الخبرات
अनुभव	تجربة
संरचना	الهيكل
संरचना	هيكل
संरचना	بنية
संरचना	النسيج
संरचना	القوام
संरचना	نسيج
संरचना	قوام
संरचना	التشكيل
संरचना	تشكيل
संरचना	تكوين
संरचना	التكوين
कैलेंडर	تقويم
कैलेंडर	التقويم
सीमित	المحدود
सीमित	محدود
सीमित	محدودا
सीमित	محدودة
सीमित	محدودية
सीमित	ضيق
सीमित	تضييق
पत्रिका	مجلة
पत्रिका	المجله
पत्रिका	المجلة
पत्रिका	يوميات
पत्रिका	اليوميات
तेल	النفط
तेल	الزيت
तेल	زيت
तेल	بترول
तेल	نفط
काव्य	شاعري
काव्य	الشعر
काव्य	شعرا
काव्य	شعر
छोटा	صغيره
छोटा	صغير
छोटा	صغر
छोटा	صغيرة
छोटा	الصغير
छोटा	قليل
छोटा	القليل
छोटा	قصيرة
छोटा	القصير
छोटा	قصير
छोटा	شورت
छोटा	تايني
छोटा	تيني
संपादन	حرر
संपादन	تحرير
संपादन	تعديل
संपादन	التحرير
संपादन	تعديلات
संपादन	التعديلات
संपादन	التعديل
संपादन	تحرير
संपादन	التحرير
संपादन	المحررين
औसत	متوسط
औसत	المتوسط
औसत	يعني
अफ्रीका	افريقيا
विश्वास	الثقة
विश्वास	ثقة
विश्वास	ايمانا
विश्वास	فيث
विश्वास	ايمان
विश्वास	الايمان
विश्वास	الثقة
विश्वास	ثقة
विश्वास	اصدق
विश्वास	تصدق
विश्वास	المعتقد
विश्वास	اعتقاد
विश्वास	الاعتقاد
रक्षा	حماية
रक्षा	دفاع
रक्षा	الدفاع
रक्षा	دفاع
रक्षा	الدفاع
जर्मन	الالمانية
जर्मन	المان
जर्मन	الالماني
जर्मन	المانيا
जर्मन	الماني
जर्मन	المانية
विपरीत	عكس
विपरीत	العكس
खुद	نفسه
खुद	نفسي
खुद	نفسى
खुद	امتلك
निर्माता	المنتجون
निर्माता	منتجين
निर्माता	المنتجين
निर्माता	الصانع
निर्माता	مصنع
निर्माता	المصنع
निर्माता	المنتج
निर्माता	منتجة
निर्माता	منتج
निर्माता	المنتجة
निर्माता	الخالق
निर्माता	المنشئ
निर्माता	خالق
निर्माता	منشئ
प्रतियोगिता	المنافسة
प्रतियोगिता	تنافس
प्रतियोगिता	منافسة
प्रतियोगिता	مسابقة
प्रतियोगिता	المسابقة
प्रतियोगिता	مسابقه
प्रतियोगिता	المسابقة
प्रतियोगिता	مسابقة
विद्युत	الكهرباء
विद्युत	كهرباء
विद्युत	كهربائي
विद्युत	كهربائية
विद्युत	كهربائي
विद्युत	كهربائية
वायु	الرياح
वायु	الريح
वायु	ريح
वायु	رياح
वायु	هواء
वायु	الهواء
आसपास	قريب
आसपास	بالجوار
आसपास	بالقرب
आसपास	مجاور
अधिनियम	التصرف
अधिनियम	الفعل
अधिनियम	التمثيل
लिखे	كتابة
लिखे	اكتب
लिखे	الكتابة
रूस	روسيا
विजय	فيجاي
विजय	نصر
विजय	النصر
विजय	الانتصار
विजय	انتصار
बस	حافلة
बस	الباص
बस	باص
बस	الحافلة
बस	ببساطة
बस	ببساطه
बस	مجرد
बस	فقط
गुरु	جورو
महिलाओं	سيدات
महिलाओं	السيدات
महिलाओं	سيداتي
महिलाओं	اناث
महिलाओं	الاناث
महिलाओं	نساء
महिलाओं	المراة
महिलाओं	النساء
फ्रांस	وفرنسا
फ्रांस	فرانس
फ्रांस	فرنسا
धारा	التيار
धारा	تيار
धारा	الحالي
धारा	القسم
धारा	قسم
धारा	الفرع
धारा	تيار
प्रेम	بريم
प्रेम	العشق
प्रेम	احب
प्रेम	حب
प्रेम	الحب
इंजन	المحرك
इंजन	محرك
इंजन	محركات
इंजन	المحركات
आंदोलन	الحركة
आंदोलन	حركة
अंतरराष्ट्रीय	الدولية
अंतरराष्ट्रीय	الدولي
अंतरराष्ट्रीय	دولية
अंतरराष्ट्रीय	دولي
कृष्णा	كريشنا
अभिनय	التمثيل
अभिनय	بالنيابة
अभिनय	تمثيل
सफलता	ناجحة
सफलता	النجاح
सफलता	التوفيق
सफलता	نجاح
विधान	تشريعي
विधान	تشريعية
विधान	التشريعات
विधान	تشريعات
विधान	التشريع
विधान	تشريع
रासायनिक	كيميائية
रासायनिक	كيميائي
कृष्ण	كريشنا
डॉलर	الدولارات
डॉलर	دولار
डॉलर	دولارات
डॉलर	الدولار
डॉलर	دولار
बच्चे	الاولاد
बच्चे	الاطفال
बच्चे	اطفال
बच्चे	الطفلة
बच्चे	طفل
बच्चे	طفلة
बच्चे	الطفل
मन्दिर	المعبد
मन्दिर	تمبل
मन्दिर	معبد
पर्याप्त	كفاية
पर्याप्त	كفى
पर्याप्त	يكفي
पर्याप्त	كافي
मसीह	المسيح
पूजा	بوجا
पूजा	عبادة
पूजा	العبادة
भारी	ثقيل
भारी	ثقيلة
भारी	الثقيل
भारी	الثقيلة
पत्नी	الزوجة
पत्नी	زوجه
पत्नी	زوجة
मान्यता	المعتقد
मान्यता	اعتقاد
मान्यता	الاعتقاد
मान्यता	صلاحية
मान्यता	صحة
मान्यता	الصلاحية
मान्यता	الاعتراف
इंडिया	انديا
इंडिया	الهند
इंडिया	بالهند
कप	كوب
कप	فنجان
कप	كاس
कप	الكاس
कप	الكوب
कपूर	كابور
तरीके	السبل
तरीके	سبل
तरीके	طرق
उचित	عادل
उचित	عادلة
उचित	عدل
उचित	منصف
उचित	المعقول
उचित	معقولة
सड़क	ستريت
सड़क	الشارع
सड़क	شارع
सड़क	الطريق
सड़क	طريق
रात	ليلا
रात	الليل
रात	ليلة
रात	ليل
विदेशी	اجنبي
विदेशी	الاجنبي
विदेशी	اجنبية
कोशिश	حاول
कोशिश	محاولة
कोशिश	جرب
सूत्र	المعادلة
सूत्र	الصيغة
सूत्र	صيغة
सूत्र	سوترا
जीव	المخلوقات
जीव	مخلوقات
जीव	الكائن
डिग्री	درجات
डिग्री	بدرجة
डिग्री	درجة
डिग्री	الدرجة
डिग्री	deg
बाल	الشعر
बाल	شعر
बाल	bal
झील	ليك
झील	بحيرة
झील	لايك
झील	البحيرة
मामलों	الحالات
मामलों	حالات
मामलों	القضايا
मामलों	قضايا
ना	naa
स्वामी	صاحب
स्वामी	مالك
स्वामी	المالك
स्वामी	مالكو
सिर्फ	فقط
सिर्फ	مجرد
सिर्फ	فقط
कश्मीर	كشمير
सुविधा	منشاة
सुविधा	مرفق
सुविधा	الميزة
सुविधा	ميزة
सुविधा	سمة
सुविधा	المنفعة
सुविधा	الفائدة
पिछले	سابق
पिछले	سابقة
पिछले	السابق
पिछले	السابقة
आयु	ايو
आयु	السن
आयु	العمر
आयु	اعمار
आयु	عصور
आयु	العصور
आयु	الاعمار
प्रचार	الترقيات
प्रचार	الترويج
प्रचार	الترقية
प्रचार	الترقيات
प्रचार	ترويج
प्रचार	تعزيز
प्रचार	ترقية
प्रचार	الترويج
प्रचार	ترويج
प्रचार	الدعاية
प्रचार	دعاية
प्रशिक्षण	التدريب
प्रशिक्षण	تدريب
फ़रवरी	فبراير
फ़रवरी	شباط
फ़रवरी	فبراير
रेडियो	المذياع
रेडियो	راديو
रेडियो	الراديو
रेडियो	الاذاعة
रेडियो	اذاعة
डिजाइन	التصاميم
डिजाइन	تصميمات
डिजाइन	التصميمات
डिजाइन	تصاميم
डिजाइन	تصميم
डिजाइन	التصميم
कंप्यूटर	كمبيوتر
कंप्यूटर	الحاسوب
कंप्यूटर	حاسب
कंप्यूटर	حاسوب
कंप्यूटर	الكمبيوتر
कंप्यूटर	حواسيب
कंप्यूटर	الحاسبات
कंप्यूटर	الحواسيب
मंत्री	وزير
मंत्री	وزيرة
मंत्री	الوزيرة
मंत्री	الوزير
मंत्री	وزراء
मंत्री	الوزراء
सम्बन्ध	علاقات
सम्बन्ध	العلاقات
आबादी	السكان
तत्व	عناصر
तत्व	العناصر
तत्व	العنصر
तत्व	عنصر
दस	العشرة
दस	ten
दस	عشرة
दस	عشر
दस	العاشرة
भौतिक	جسدية
भौतिक	بدني
भौतिक	المادية
आपको	انت
आपको	انتي
सहयोग	التعاون
सहयोग	تعاون
सहयोग	التعاون
सहयोग	تعاون
गैस	الغاز
गैस	غاز
गैस	غازات
वी	وي
वी	الوي
राय	الراي
राय	اراء
राय	الاراء
राय	روي
राय	روى
कनाडा	كندا
विश्लेषण	انهيار
विश्लेषण	الانهيار
विश्लेषण	التقسيمات
विश्लेषण	التحليل
विश्लेषण	تحليل
विश्लेषण	تحليلات
विश्लेषण	التحليلات
विश्लेषण	تحليلات
विश्लेषण	المحللين
लक्ष्य	اهداف
लक्ष्य	الاهداف
लक्ष्य	الغايات
लक्ष्य	المرمى
लक्ष्य	هدف
लक्ष्य	الهدف
लक्ष्य	هدف
लक्ष्य	الهدف
लक्ष्य	استهداف
लक्ष्य	اهداف
लक्ष्य	الاهداف
लक्ष्य	الغايات
शासक	حاكم
न्यायालय	محكمة
न्यायालय	المحكمة
न्यायालय	المحاكم
तमिल	التاميل
तमिल	تاميل
अधिकतर	غالبا
मीडिया	الاعلام
मीडिया	اعلام
जूलियन	جوليان
पार्क	حديقة
पार्क	منتزه
पार्क	بارك
पार्क	متنزه
पार्क	حدائق
पार्क	الحدائق
अधिकारी	رسمي
अधिकारी	الرسمي
अधिकारी	رسمية
अधिकारी	مسؤول
अधिकारी	الضابط
अधिकारी	ضابط
अधिकारी	ضابطة
अधिकारी	ضباط
अधिकारी	الضباط
मिट्टी	طين
मिट्टी	كلاي
मिट्टी	طين
मिट्टी	الطين
तंत्र	نظام
तंत्र	النظام
तंत्र	المنظومة
सितम्बर	ايلول
सितम्बर	سبتمبر
सप्ताह	اسبوعا
