giro	بینکوں
vagon	چھکڑا
vagon	ارابہ
obaveznog	ناگزیر.
obaveznog	لازمی
obaveznog	ضروری
kontroverza	تنازعہ
uključenje	شمولیت
izveštaj	بتانا
izveštaj	افواہیں
izveštaj	(بعدہ
intelekt	جاننے
intelekt	عقل
intelekt	جاننے
git	نکھترآدمی.
promovisanje	رتبہ
promovisanje	عمل
rješavanjem	(بعدہ
rješavanjem	قضیہ
ruralni	مضافاتی
ruralni	دیہاتی
ruralni	دیہی
ruralni	مضافاتی
gust	جھکّڑ
gust	جھکّڑ.
alegorija	رمز.
alegorija	ڈراما
alegorija	علامت
alegorija	نظم
alegorija	رمز.
alegorija	ڈراما
alegorija	مجاز
alegorija	علامت
alegorija	نظم
prepozna	(بعدہ
prepozna	for
poslanstvo	پیغمبری
poslanstvo	کہانت
poslanstvo	کشف
coupe	پھل
korekcija	تعزیر
korekcija	اصلاح
korekcija	سزا
tužbe	نالش
tužbe	فریاد.
tužbe	شکایت
tužbe	شکوہ
tužbe	تکلیف
tužbe	مرض.
otporne	مزاحم
džepu	منّا
fistula	ناسور.
impresivan	پُرگداز.
kompatibilne	روادار
kompatibilne	موافق
kompatibilne	(سازوسامان
konsultacije	کانفرنس.
konsultacije	مشاورت
glam	رک:
glam	glamorous
uzbečki	ازبک
pokriće	ڈھانپنے
pokriće	سمیٹنا
trombociti	چھوٹا
akcenat	بل
akcenat	رجحان
akcenat	بل
akcenat	رجحان
akcenat	نبرہ
geto	پاڑا
botanika	ملینہ
botanika	مرینہ
botanika	تولید
botanika	تقسیم
botanika	ماحول
botanika	نباتیات
botanika	تولید
botanika	تقسیم
botanika	ماحول
nevažeći	معذور
nevažeći	ناقص
nevažeći	اپاہج
nevažeći	نامعتبر
kol	تِلی
bachelor	مجرد
bachelor	مجرد
bachelor	چھڑا
aktivizam	فعالیت
nesposobni	نااہل
retro	لباس
retro	مذاق
concatenation	انسلاک
concatenation	تالیف
aristokratija	امرا.
gladijator	تلوریا.
gladijator	متنازع
gladijator	جھگڑالو
cornet	کرارابسکٹ.
zakonodavnim	قانونی
merino	باریک
merino	مرینا
merino	باریک
drastične	شدید
drastične	سخت
klon	قلمہ
duševna	انوکھا.
duševna	وحشی
tepiha	دھمکانا
tepiha	ڈانٹنا
tepiha	قالین
tepiha	دھمکانا
tepiha	ڈانٹنا
ott	over-the-top
pair	زوج.
pair	جفت
röntgen	وغیرہ.
propagira	پھیلانا
lam	جھاڑنا
felicity	بھاگوان
felicity	گہریمسرت
intelektualnu	معقول.
intelektualnu	پختہ
intelektualnu	ذہنی
intelektualnu	عاقل
intelektualnu	دانشور
canon	ضابطہ
naklonosti	موانست.
naklonosti	جذبہ
naklonosti	احساس.
naklonosti	مرض
naklonosti	موانست.
naklonosti	جذبہ
naklonosti	رغبت
naklonosti	احساس.
naklonosti	مرض
djelimični	متعصب
djelimični	جزوی.
djelimični	نامکمل
djelimični	جانبدار
djelimični	دلدادہ.
forenzička	عدالتی
forenzička	قانونی
tkivna	جوفی
jockey	out
jockey	جاکی
compiler	مولف.
compiler	مرتب
compiler	مدوّن
sirće	سرکہ.
patnja	ابتلا
patnja	مصیبت
jajnici	مبیض.
neophodnu	جبری
neophodnu	لازمی
posterior	سرین.
posterior	مؤخر
plivački	تیرنا
dummy	پُتلا
dummy	رُوپک
terminator	مختتم
terminator	ختم
višnu	وشنو
humerus	عضدہ.
unpack	پیکٹ
grejpfrut	چکوترا.
diskriminacija	تفریق
diskriminacija	شناخت
diskriminacija	تمیز
kick	زور
kick	توانائی
kick	گرمانے
kick	ترنگ
grub	غذا
grub	اگلوانا.
grub	on
grub	کھوجنا
grub	گودنا
grub	گوڑنا.
ledenim	پھیکا
ledenim	سرد
ledenim	پھیکا
aneks	ہتھیانا.
elektromagnetizam	برقناطیسیت
džepa	منّا
netaknuta	پورا
netaknuta	سالم
fit	تشنج
fit	جوڑنا
fit	مطابق
fit	مناسب
fit	درست
fit	موزونیت
fit	معقول
fit	توانا
fit	مربوط
fit	متناسب
zahvalnost	تشکّر
zahvalnost	امتنان
zahvalnost	ممنونیت.
koralni	مونگا
tampon	تھاپی
kanalizacija	بدررو
kanalizacija	گنداب.
izmišljen	خیالی
izmišljen	افسانوی
lekcija	ڈانٹنا.
lekcija	آموختہ.
ahiret	مستقبل.
excelsior	چھیلن.
fisija	پھٹنا
fisija	ٹوٹنا
vajar	سنگتراش
grkljan	حنجرہ
grkljan	نرخرہ.
iluziju	توہمات.
iluziju	التباس
iluziju	اشتباہ
mound	انبار
mound	ٹیلا.
mound	لاٹ.
mound	انبار
mound	ٹیلا.
mound	لاٹ.
mound	تودہ
mound	ڈھیر
dizzy	حیران
dizzy	ڈگمگ
dizzy	چکرانا
smog	کہر
savršenstvo	کاملیت
savršenstvo	فضیلت
savršenstvo	کارنامہ
savršenstvo	برتری.
gib	اڑاس
gib	پچّر
gib	اڑواڑ.
gib	روک
preskočiti	of
uvjerena	قدیم
uvjerena	نڈر
veličanstvo	دبدبہ
veličanstvo	جلالت
miocena	مائسینی
gut	مایہ
gut	خلاصہ.
modulator	مُعدّل
iluminati	اِشراقین.
zaposli	کرایہ
zaposli	کرائے
zaposli	بھاڑا.
korozija	گھسنے
korozija	گھٹنے
korozija	گھلنے
korozija	جزو.
sekularizam	لادینیت
vez	کڑھائی
craven	بزدل
craven	ڈرپوک
klasicizam	قدیم
primitivno	خام
primitivno	بنیادی.
primitivno	اصلی
primitivno	ناپختہ.
jačaju	حاصل
jačaju	چڑھانا
jačaju	اٹھانا
mutter	بڑبڑاہٹ
mutter	بات
mutter	الفاظ.
mutter	بڑبڑانا.
mutter	بدبداہٹ.
mutter	بڑبڑاہٹ
mutter	بُدبُدانا
mutter	بات
mutter	الفاظ.
mutter	بڑبڑانا.
mutter	بدبداہٹ.
direktiva	ہدایتی
wrapper	مٹھائی
teritorijalnoj	عملداری.
zap	توانائی
defekt	کسر.
defekt	دھبّا
defekt	عیب
defekt	نقص
defekt	داغ.
defekt	کسر.
defekt	دھبّا
defekt	عیب
defekt	کوتاہی
defekt	نقص
defekt	داغ.
rokoko	متوازن
rokoko	موسیقی
rokoko	(ادب
konstruktivni	متبادر
konstruktivni	مفید
konstruktivni	مثبت
konstruktivni	ماخوذ
konstruktivni	ترکیب
konstruktivni	معاون
djelimična	متعصب
djelimična	جزوی.
djelimična	نامکمل
djelimična	جانبدار
djelimična	دلدادہ.
džungla	ابتر
džungla	پیچیدہ
hanife	(تصویر
hanife	عمودی.
hanife	اونچا.
hanife	کھرا
hanife	کھمبا
kredibilitet	شہرت
kredibilitet	مرتبہ
kredibilitet	معتبر
kredibilitet	اعتبار
nadaju	بارور
acoustic	صوتیات
acoustic	سمعی
acoustic	صوتی.
acoustic	سمعیات-
shin	پنڈلی
shin	بانس
shin	ساق.
haiku	ہائیکو
klitoris	چھولا.
klitoris	ٹنا
klitoris	چھولا.
kondenzacija	سُکھانا.
kondenzacija	ست.
kondenzacija	خلاصہ
periferija	اضافی
periferija	ذیلی.
periferija	بیرونی
zalogaj	کاٹ
zalogaj	تیزی.
zalogaj	چارہ
zalogaj	(کیڑے
zalogaj	تیز
zalogaj	سانپ
zalogaj	(پہیّے
lap	ریشم
lap	حاشیہ
lap	کنارہ
lap	پلہ.
lap	لباس
lap	گھیرنا
departmenta	موضوع.
departmenta	شعبہ
sedžde	جُھکانا
sedžde	saddle-bow
sedžde	جھکنا
sedžde	کمان
sawyer	آراکش
bjegunac	پراں.
bjegunac	ہنگامی.
bjegunac	بھاگنے
bjegunac	رواں
bjegunac	ڈھلمل
bjegunac	گریزاں
bjegunac	عارضی
rabbi	حَبر.
rabbi	فقیہہ
rabbi	معلّم.
angora	بلی
animizam	نسمیت
kengur	کنگرو
kalavost	شگاف.
kalavost	تقسیم
thy	تیرا.
sindikat	منڈلی
sindikat	سبھا.
cane	گنا
morel	مکو
crimson	سرخ
izračunali	دانستہ
izračunali	مطلوبہ.
ulcerozni	ناسوری
neurologija	اعصابیات
izjavivši	اہم
izjavivši	نمایاں
unaprijediti	مفید.
unaprijediti	سنوارنا
unaprijediti	مفید.
kradljivac	سارق
kradljivac	دزد.
kradljivac	اچکا
kradljivac	سارق
kradljivac	دزد.
kradljivac	اچکا
kradljivac	چور
kul	تحمل
kul	پُرسکون
kul	بردباری
kul	ڈھیٹ
kul	ٹھنڈک
kul	بیگانہ
kul	خنکی.
kul	نامانوس
kul	عوام
fils	صاحبزادے
fils	برخوردار
annotation	توضیح
orijentalna	سچا.
upozoravajući	انتباہ
upozoravajući	انتباہی
upozoravajući	تنبیہہ.
magnolia	چکنا
jasnih	کاملاً
jasnih	قائل
jasnih	راستہ)
jasnih	واضح
jasnih	(رکاوٹ
jasnih	علاحدہ
jasnih	نِلوہ
jasnih	(الف)خالی
jasnih	مطمئن
jasnih	کاملاً
jasnih	صاف
jasnih	قائل
jasnih	راستہ)
jasnih	واضح
jasnih	(رکاوٹ
jasnih	علاحدہ
jasnih	نِلوہ
jasnih	(الف)خالی
jasnih	مطمئن
radionicu	کارخانہ
kolonijalizam	استعمار
torus	تور
šatl	نال
pljačkaša	لٹیرا
pljačkaša	ڈاکو.
saddle	زین
zagonetka	معمّا
zagonetka	بجھارت.
zagonetka	چیستان
zagonetka	واقعہ
zagonetka	چکرانے
smrča	ہونا.
smrča	چُست
smrča	چالاکی
zakonodavnom	قانونی
playhouse	تھئیٹر.
argus	نگہبان
argus	محافظ.
aukciji	نیلام
aukciji	برّاج.
zbacivanja	شکست
zbacivanja	ڈھانا
zbacivanja	گرانا
zbacivanja	زوال.
zbacivanja	الٹنا.
tadžički	تاجکستانی.
prevenciji	تدارک
prahistorijska	فرسودہ.
dump	پٹکنا
dump	نکالنا.
diskretni	چوکس
zloglasni	بدنام
patogen	وسیلہ
čekanje	انتظار.
mjesečni	حیض.
mjesečni	حیض.
mjesečni	ماہوار
ulivaju	اُبلنا.
ulivaju	نکلنا
ulivaju	برسانا.
ulivaju	out
veo	بہروپ
veo	بہانہ
veo	حجاب
veo	مقنع
veo	بہروپ
veo	بہانہ
veo	نقاب
veo	حجاب
veo	مقنع
počinilac	مرتکب
diskriminaciju	تفریق
diskriminaciju	شناخت
diskriminaciju	تمیز
skorom	نزدیک
bak	طرحدار
bak	خرگوش.
bak	ڈالر.
devojka	محبوبہ
devojka	معشوقہ.
devojka	بچّی.
devojka	محبوبہ
devojka	معشوقہ.
devojka	لڑکی
devojka	بچّی.
wit	لطافت
wit	بوجھنا.
wit	ظرافت
wit	لطافت
wit	ذکاوت
wit	بوجھنا.
estetiku	جمالیات.
ogreb	دھاری
apsorbuju	تصادم
apsorbuju	اپنانا
apsorbuju	دھچکے
apsorbuju	(دھکے
moderator	معدل
moderator	ثالث
moderator	حَکم.
moderator	بچولیا
nemesis	مکافات
nemesis	پاداش
bite	کاٹ
bite	تیزی.
bite	چارہ
bite	(کیڑے
bite	تیز
bite	سانپ
bite	(پہیّے
blagodati	عطیہ
blagodati	فیاضی
burgess	بَرا
turkijski	کرغیزی.
coulomb	کولمب
hundred	c
hundred	صد.
obavijestiti	خوبی
obavijestiti	of
crossfire	مچیٹا.
apsces	دنبل.
apsces	پکا
pritisnite	کھٹکا
cork	کاگ
avast	روکو
implicitni	بلاشبہ
implicitni	قطعی.
implicitni	مقدر
implicitni	یقینی
profesiji	پیشہ
anksioznost	تشویش.
anksioznost	فکر
žurnal	صحیفہ.
žurnal	ڈائری
žurnal	جریدہ
žurnal	راستہ
curt	سرسری.
horoskop	زائچہ.
marksistička	مارکسی
lek	گوشت
lek	آرام.
lek	پھل
lek	اصلاح
lek	گوشت
lek	دوا
lek	آرام.
lek	پھل
lek	اصلاح
telo	مقدار
telo	جسم
telo	فرد
telo	نفر.
telo	آدمی
telo	ہاڑ
dobrovoljnog	اختیاری
dobrovoljnog	بالارادہ
mrzim	بیزاری.
mrzim	نفرت
mrzim	بیزاری.
jemenski	یمنی.
munch	چبانا
paganskih	گمراہ
zastrašivanja	ڈراوا
zastrašivanja	تخویف
bani	شکار
bani	ہدف.
napeta	کشیدہ.
napeta	تنت
napeta	تاننا
violet	بنفشیٔ.
morula	تُوتہ.
sidle	along
aroma	مہک
preventivne	تدبیر
preventivne	حائل
preventivne	روکنے
preventivne	تدبیر
preventivne	مانع
preventivne	حائل
preventivne	روکنے
peticiju	عرضی
trostrukog	تین
trostrukog	تگنا.
trostrukog	تگڈّم.
triplet	مثلّث.
nik	دندانہ
nik	گڑھے
nik	کٹائو.
nik	کیفیت.
izračun	کائیاں.
izračun	چالاک
izračun	کائیاں.
dosije	ریتی
dosije	مسل
tonik	مقوی
hear	ماننا
hear	سُنایا
zabrinuta	متفکّر
zabrinuta	about
zabrinuta	متعلق
zabrinuta	at
ježevi	بُھوت.
fax	مثل.
fax	نقل
ovalna	بیضوی
fluorescencija	فلوریت
biographical	سوانحی
voljne	تیار
voljne	تیار
voljne	آمادہ
voljne	راضی
kosmologija	کونیات
kosmologija	سماویات.
kosmologija	آفاقیات
kosmologija	آفاق
simbioza	مطابقت
grip	قبضہ
grip	تھئیٹر
grip	روزگار-
grip	نوکری
grip	کتّا
grip	پکڑ
grip	قبضہ
grip	تھئیٹر
grip	روزگار-
grip	نوکری
grip	کتّا
theta	θ).
snabdjevanje	متنوع
snabdjevanje	گوناگوں
snabdjevanje	بوقلموں
ringer	دوگانہ
ringer	زنگولیا.
navod	الزام
debug	مشین
agregat	ڈائنمو.
agregat	موجد
agregat	جنریٹر
agregat	مخترع.
agregat	گیس
horda	بھیڑ
horda	گلّہ
horda	دل
horda	بھیڑ
horda	گلّہ
append	جوڑنا
sari	ساڑی.
feudalnog	قدیم
feudalnog	دقیانوسی
regulatora	ضابط
tee	(tees
oponaša	ہمسری
pustinjom	اجاڑ
pustinjom	ویرانہ
homologija	تشابہہ
homologija	مماثل.
homologija	مطابقت
šiita	شیعی
zalog	ضمنی
zalog	متوازی
identifikuje	تاڑنا
identifikuje	تاڑنا
identifikuje	پہچاننا
tensor	تناویہ
critique	(‎critiques
critique	critiqued
korijander	کشنیز
korijander	دھنیا
blast	پھٹکارنا
blast	فائرکرنا
blast	سرزنش.
blast	پھٹکارنا
blast	فائرکرنا
blast	سرزنش.
blast	دھماکا
poboljšaju	مفید.
poboljšaju	سنوارنا
poboljšaju	مفید.
funky	بزدل
funky	بزدلانہ.
funky	گنوارو
pravosudni	ناقدانہ.
pravosudni	ناقدانہ.
pravosudni	عدالتی
koloseum	اکھاڑا
voljni	تیار
voljni	تیار
voljni	آمادہ
voljni	راضی
insignia	بلّا
mladunca	لڑکا.
pip	ناشپاتی
pip	سیب
druidi	گال
obezbjeđivanje	عطف.
konfuzije	ملغوبہ
konfuzije	ملغوبہ
konfuzije	افراتفری
mušterija	گاہک.
mušterija	خریدار
retrieve	درستی
retrieve	(بعدہ
invocation	دعا
invocation	مناجات.
roc	رُخ
jevrejka	اسرائیلی.
jevrejka	کنجوس
jevrejka	یہودن.
trijem	ڈیوڑھی.
očuvaju	تحفظ.
gluteus	سرینیہ.
aritmetika	ہندسہ
aritmetika	ریاضی
rastanak	روانگی
rastanak	اجازت
rastanak	رخصت
rent	غار.
rent	درّہ
rent	گھاٹی
rent	بغارہ
rent	کھونچا.
dilemu	تعطّل
abdomen	شکم.
abdomen	رحم
abdomen	حشرے
abdomen	آنتیں
abdomen	شکم.
abdomen	رحم
abdomen	پیٹ
abdomen	حشرے
abdomen	آنتیں
kritičnu	لازمی
kritičnu	بنیادی
nabavke	فراہمی
nabavke	حصول
ironija	طنز
mik	آئرستانی.
strabizam	حَوَل.
vandal	اسپین
sofa	صوفہ
notebook	کوچک
notebook	سفری
pater	باپ.
partridge	چکور
partridge	تدرو
partridge	کبک.
eat	قلیل
eat	at
eat	رگڑ
eat	ستانا
eat	نگلنا
eat	چبانا
hipotenzija	استرخا.
dinamit	خطرناک
univerzalnih	جامع
univerzalnih	جامع
univerzalnih	آفاقی
univerzalnih	عمیم
oklijevanja	تأمّل
promo	تشہیر
promo	اشتہار.
momentalno	فوراً
tranzit	رہگزر
tranzit	راستہ
tranzit	گزرنا.
spoljnoj	معروضی
spoljnoj	اوپری-
spoljnoj	معروضی
spoljnoj	اوپری-
spoljnoj	بیرونی
ružan	بیہودہ
ružan	گھنائونا
ružan	کریہہ
ružan	ڈرائونا
ružan	صورت
ružan	واہیات
ružan	خطرناک
ružan	خوفناک
ružan	زشت
ružan	بھیانک
ružan	بھدّا
ružan	بیہودہ
ružan	گھنائونا
ružan	کریہہ
ružan	ڈرائونا
ružan	صورت
ružan	واہیات
ružan	خطرناک
ružan	بدنما
ružan	خوفناک
ružan	زشت
ružan	بھیانک
ružan	بھدّا
disident	منحرف
disident	اقتدار
disident	ناموافق
eff	(بعدہ
poslodavaca	آجر
poslodavaca	مالک
poslodavaca	آجر
poslodavaca	آقا
poslodavaca	مالک
butcher	خونخوار
butcher	کاٹنا
butcher	ظالم.
rial	ریال
sendvička	بھینچا
medeni	ولولہ.
odražavati	upon
odražavati	how
odražavati	on
intuicija	القا
intuicija	وجدان
intuicija	کشف.
iskušenja	جانچ
iskušenja	اکساہٹ
iskušenja	آزمائش
iskušenja	امتحان.
iskušenja	جانچ
iskušenja	تحریص
iskušenja	اکساہٹ
iskušenja	آزمائش
iskušenja	امتحان.
obustave	تعطل
obustave	معطلی
obustave	التوا.
mravojed	بجرکیٹ
defender	حامی
meditacije	استغراق
vrisak	چیخ
vrisak	شوخ
vrisak	پکار
vrisak	چلّانا
vrisak	چیخنا
dobrovoljne	اختیاری
dobrovoljne	بالارادہ
geneza	بننے
geneza	پیدائش
geneza	بننے
geneza	پیدائش
geneza	تکوین
riverine	دریائی
napiši	مضمون
napiši	لکھوانا.
napiši	علامت
napiši	متن
napiši	قلم
napiši	(صفحہ
napiši	فقرہ
napiši	لکھنا
mikrobiologija	جراثیم
emitovati	ریڈیو
porede	موازنہ
porede	مقابلہ
pretučen	(سونا
pretučen	ہرایا
stem	دھاتو
stem	نکلنا
stem	تنکا
stem	(بعدہ
stem	مادّہ
stem	روکنا
ekliptika	دائرۃالبروج.
neutralizacija	تعدیل
logičan	معقول
logičan	مربوط
logičan	صحیح
logičan	استدلالی
logičan	منطقی
logičan	معقول
logičan	مربوط
logičan	صحیح
logičan	استدلالی
amalgam	آمیزہ
amalgam	مرکب
amalgam	ملغم
burg	بستی
dupla	دولا
dupla	توام
dupla	موڑنا
dupla	جوڑا
dupla	دوڑنا.
dupla	مثنیٰ
dupla	جڑواں
dupla	دوتا.
dupla	مضاعف
dupla	بھوت.
dupla	زوج
vazdušna	فضا)
neuobičajena	ممتاز
neuobičajena	نرالا.
neuobičajena	انوکھا
neuobičajena	امتیازی.
neuobičajena	استثنائی
neuobičajena	غیرمعمولی
neuobičajena	نیارا.
neuobičajena	غیرمعمولی
neuobičajena	نیارا.
neuobičajena	انوکھا
neuobičajena	غیرمعمولی
paralizu	فالج
burnim	متلاطم
burnim	فسادی.
mummy	سوکھا
mummy	ڈھیما.
mummy	امّی.
mummy	سوکھا
mummy	ڈھیما.
mummy	ماں
mummy	امّی.
informativno	معلوماتی
patka	دُبکنا
patka	بچنا
patka	پیارے
slice	روٹی
slice	حصّہ
slice	جھرنا.
slice	پارچہ.
lunarnog	(روشنی
lunarnog	رونق
lunarnog	مدّھم.
lunarnog	قمری.
dud	ناکارہ
dud	نقلی
dud	کھوٹا.
dud	نکمّا
dud	ملبوسات.
octave	اٹھوا
octave	مثمن.
apt	مناسب
apt	زودفہم
apt	ہوشیار
apt	موزوں.
apt	ذکی
gong	بِلّا.
gong	تمغا
juniorska	چھوٹی
juniorska	صغیر.
nošen	راکب
očigledni	آشکار
očigledni	بیّن
očigledni	جلی.
očigledni	واضح
očigledni	آشکار
očigledni	بیّن
očigledni	جلی.
očigledni	عیاں
očigledni	واضح
tifus	دردسر
hidrografija	سمندروں
hidrografija	جھیلوں
grange	کھلیان.
grange	کھتّہ
hun	اجڈ
hun	لٹیرا.
nihilizam	عدمیت
nihilizam	ارتیابیت.
safir	نیلم.
flex	لچکدار
peršun	پودینہ
peršun	اجمود
spartan	برداشت
spartan	دشوار
bane	تباہی
bane	المیہ
bane	نحوست
drškom	قبضہ
drškom	چلانا.
drškom	ہلانا
drškom	دستہ
održivost	(ماحولیات)
konsolidacije	استحکام
mss	مخطوطات.
gade	حرامی
gade	ولدالحرام
gade	مشکل
gade	نقلی
gade	دوغلی(شے)
gade	جعلی
uzi	اوزی
progutati	نگلنا
esprit	چونچالی
wesleyan	ویزلیئن
dab	ٹہوکنا.
dab	ٹکور.
dab	تھپتھپانا
dab	پونچھنا
gadget	چٹکلا
gadget	ڈھب
gadget	تدبیر
gadget	ترکیب
gadget	جنتر
zamrzavanje	قیمتوں
chick	چوزہ
chick	چینچلا
chick	چق
feeling	جذباتی
feeling	حسّاس
feeling	ہمدرد.
remedy	حرجانہ
remedy	against
remedy	تاوان
epiglotis	کوّا
materica	رحم
nous	ذہن
nous	ادراک.
nous	ہشیاری.
opasnu	مخدوش.
opasnu	خطرناک
opasnu	مخدوش.
otmici	اغوا
nepovoljna	مخاصمانہ
nepovoljna	مخالفانہ.
nepovoljna	ناموافق
računovođa	محاسب
undo	بٹن
novinarski	اخباری
novinarski	صحافتی
novinarski	اخباری
dramatičnog	اچانک
dramatičnog	معنوی.
dramatičnog	ڈرامائی.
iseljenje	اخراج
beau	سہیلا
beau	آشنا.
nedostupan	کھنچا.
nedostupan	رسوخ
udobnost	تسلی
udobnost	ہمدم
udobnost	تشفّی
udobnost	دلاسا
toleranciji	سمائی.
toleranciji	برداشت
toleranciji	سمائی.
toleranciji	رواداری
kolera	ہیضہ
kolera	تخمہ
gothic	وحشیانہ
lust	دُھت
lust	ہوسناکی
lust	دُھت
lust	ہوسناکی
lust	شہوت
fantom	واہمہ.
fantom	بھوت
fantom	ارواح
fantom	سایہ.
attar	عطر.
dolomit	کیلشیم
biceps	عضلہ.
evidentno	بظاہر
evidentno	بظاہر
evidentno	مبیّنہ
evidentno	ظاہری
uzbuđenje	جوش
uzbuđenje	تہیج
uzbuđenje	اشتعال
uzbuđenje	برانگیختگی
brava	لگانا
brava	محصور
brava	in
brava	مبہوت
brava	کھڑکی
brava	معنی۲.
brava	قفل
brava	لگانا
brava	تالا
brava	محصور
brava	in
brava	مبہوت
brava	کھڑکی
brava	معنی۲.
brava	قفل
opt	چننا
rupi	ہندوستان
rupi	روپیہ.
rupi	پاکستان
rupi	نیپال
kaplar	جسمانی
keen	رسیا
keen	درّاتی
keen	فطین.
keen	واضح
keen	ذہین
keen	کگر
keen	باڑھ
keen	خواہش
keen	رسیا
keen	درّاتی
keen	فطین.
keen	تیز
keen	واضح
keen	ذہین
keen	کگر
keen	باڑھ
keen	خواہش
obezbjedi	کمزور
obezbjedi	کسنا
obezbjedi	محکم
obezbjedi	پکا
obezbjedi	یقینی
obezbjedi	کمزور
obezbjedi	کسنا
obezbjedi	محکم
obezbjedi	محفوظ
obezbjedi	پکا
obezbjedi	یقینی
deterministički	جبری
deterministički	اجتباری
nag	گھوڑا.
privodi	موقوف
blagoslovljen	مردود
blagoslovljen	مرحوم
blagoslovljen	ملعون
blagoslovljen	مقّدس.
blagoslovljen	مغفور
objektivnost	معروضیت
brake	جھاڑی
brake	سرخس
ćerka	بنت
ćerka	دختر
ćerka	بنت
ćerka	بیٹی
ćerka	دختر
badem	بادام
fetch	بہانا
fetch	ٹکانا
fetch	چوٹ
fetch	اکسانا
fetch	مثنیٰ
fetch	بھڑکانا
fetch	داؤ
fetch	پینترا
fetch	(چپت
fetch	لانے
kolaž	تصاویر)
tup	مینڈھا.
tup	بھیڑا
mržnjom	بیزاری
mržnjom	بغض.
mržnjom	نفرت
mržnjom	بیزاری
mržnjom	بغض.
indirektna	ذیلی
indirektna	پنہاں
inercija	سکون
inercija	کاہلی
inercija	جمود
mjesečna	حیض.
mjesečna	حیض.
mjesečna	ماہوار
shady	کردار
shady	نامعتبر
shady	مشتبہ
usvoje	اپنانا
usvoje	گودلینا.
usvoje	(رپورٹ
couch	تاننا.
couch	صوفہ
polio	(اختصار)
glup	ناسمجھ
glup	اصم
glup	عمل)
glup	جاہل.
glup	گپت
recesija	رجعت.
šafran	جوگیا.
šafran	زعفران
šafran	جوگیا.
raspusti	بھلانا
raspusti	بکھرنا
raspusti	جاؤ!.
raspusti	رخصت
raspusti	فارغ
raspusti	توڑنا
činjenično	واقعتہً
pasta	اسپیگٹی.
gauche	بدوضع
gauche	بھونڈا.
gauche	بونگا
gauche	بھدّا
posvećenost	عہد
posvećenost	اقرار.
simplex	سادہ
simplex	سادہ.
promoviranja	رتبہ
promoviranja	عمل
kosmosa	کائنات
apex	کمال-
apex	منتہا.
apex	عروج
apex	کمال-
apex	منتہا.
apex	عروج
apex	چوٹی
pisu	مضمون
pisu	لکھوانا.
pisu	علامت
pisu	متن
pisu	قلم
pisu	(صفحہ
pisu	فقرہ
pisu	لکھنا
rešenje	سمجھنے
gentile	قبائلی
bellow	دہاڑ-
sulcus	لکیر
sulcus	دھاری
sulcus	جوف
sulcus	نالی
stvoritelja	خالق.
stvoritelja	بنانے
subscribe	for
chela	کیکڑوں
chela	جھینگوں
whig	وگ
zoologija	فعلیات
namjeravaju	مطلب
namjeravaju	(مجہول
namjeravaju	قصد
magično	پُراسرار
magično	طلسمی
magično	جادوئی.
magično	ساحرانہ.
žbun	شراب
ratifikacije	توثیق
štićenik	زیرِحمایت
štićenik	متوسل.
profesije	پیشہ
narcizam	نرگسیت
opkladu	قمار
opkladu	رائے
opkladu	انتخاب
opkladu	جوا
opkladu	قمار
opkladu	رائے
opkladu	شرط
opkladu	انتخاب
opkladu	جوا
naivne	بدّھو
naivne	معصوم.
naivne	نادان
sop	شرابور
sop	(بعدہ
primitivizam	سادہ
stupor	مبہوت
hendeku	(میدان
hendeku	خندق.
hendeku	(میدان
hendeku	کھائی
hendeku	خندق.
neutral	آزاد.
neutral	نامرد
neutral	ہلکا
neutral	مبہم
neutral	بھورا
neutral	پسماندہ
uzrast	پیڑھی.
uzrast	بڑھاپا.
uzrast	عمر
maternici	رحم
maternici	کوکھ.-
maternici	منبع
maternici	رحم
maternici	کوکھ.-
maternici	دھرن
maternici	منبع
pastel	مدّھم
tat	جھالر
poetsko	اعلیٰ
poetsko	موزوں.
fay	اپسرا.
fay	پری
brassica	رائی
brassica	شلغم
juniorsko	چھوٹی
juniorsko	صغیر.
provajdera	دینے
provajdera	کفیل.
hloroplast	خضرہ
deflacija	ہوا
deflacija	پچکانے
deflacija	پچکنے
germ	جرثومہ.
kubanska	کیوبائی.
mint	(لفظ
mint	دولت.
mint	معدن
mint	ڈھالنا
mint	دارالضرب
mint	گھڑنا
mint	مخزن
očajne	متشدّد
očajne	جابر
očajne	نڈر
ponosna	مفتخر.
ponosna	مسرور
ponosna	مطمئن.
ponosna	شاندار
mystic	علامتی.
mystic	مخفی.
mystic	باطنی
mystic	مراقبہ
mystic	عارفانہ
mystic	روحانی.
mystic	صوفی
mystic	رمزیہ
mystic	صوفیانہ
mystic	عارف
mystic	سالک
mystic	سرّی
prowl	گشت
prowl	چکّر
bole	زیادتی
bole	نقصان
bole	دُکھنا
bole	زبردستی.
filament	(ہوا
filament	فتیلہ
filament	رشتک
lecitin	زردین.
wad	میٹھاکلچہ
wad	گدّی
wad	بند
wad	گڈی
wad	پیال
sequential	تسلسلی
cur	آوارہ
plavnice	(بعدہ
plavnice	تجسّس
plavnice	(بعدہ
plavnice	تجسّس
plavnice	تاکنا
briljantnost	تنویر
briljantnost	رخشندگی
briljantnost	طباعی
briljantnost	زیرکی
gens	خاندان.
pozitivizam	اثباتیت
kubični	کعبی.
kubični	مکعبی
superb	بہترین
superb	اعلیٰ
superb	ارفع
superb	شاندار
