और	in
पुरानी	star
पुरानी	staro
पुरानी	stara
पुरानी	stari
पुरानी	starejša
पुरानी	starejši
पुरानी	starejše
पसंद	zaznamek
पसंद	izbira
पसंद	všeč
पसंद	dopade
सुझाव	predloge
सुझाव	predlogi
सुझाव	združevanje
सुझाव	predlog
सुझाव	priporočila
सुझाव	namigi
सुझाव	konice
सुझाव	nasveti
खेती	kmetovanje
खेती	kmetovanja
खेती	kmetijstvo
खेती	gojenje
खेती	žetev
खेती	pridelek
खेती	letina
लिखने	pisanje
वर्णित	opisano
वर्णित	opisane
वर्णित	opisan
वर्णित	opisani
वर्णित	opisana
विभाजन	razdelek
विभाजन	delitev
विभाजन	deljenje
विभाजन	oddelek
विभाजन	divizija
विभाजन	delitve
विभाजन	divizije
विभाजन	oddelki
विभाजन	pregrada
विभाजन	porazdelitveni
प्रशासनिक	upravne
प्रशासनिक	administrativna
प्रशासनिक	upravna
विशेषता	atribut
विशेषता	kakovost
विशेषता	kvaliteta
विशेषता	kakovostno
विशेषता	kakovosti
विशेषता	lastnost
विशेषता	značilnost
कठिन	trde
कठिन	težko
कठिन	trdo
कठिन	težko
कठिन	težka
कठिन	težavna
कठिन	težko
कड़ी	link
कड़ी	poveži
कड़ी	povezava
कड़ी	povezave
कड़ी	verigo
कड़ी	verige
कड़ी	veriga
ईरान	iranu
ईरान	irana
ईरान	iran
क्षेत्रीय	regionalno
क्षेत्रीय	regionalna
क्षेत्रीय	regionalni
लड़ाई	bitka
लड़ाई	bitko
लड़ाई	pretep
लड़ाई	boj
लड़ाई	borba
परिभाषित	opredeljen
परिभाषित	opredeljeni
परिभाषित	opredeljeno
परिभाषित	opredeljena
अंश	frakcija
ग्रामीण	podeželski
ग्रामीण	podeželje
ग्रामीण	podeželske
ग्रामीण	podeželska
रोड	pot
रोड	cesta
प्रस्तावित	predlagano
प्रस्तावित	predlagani
प्रस्तावित	predlagane
प्रस्तावित	predlagan
प्रस्तावित	predlagana
प्रस्तावित	predlaganih
गायक	pevka
गायक	singer
गायक	pevec
इस्लाम	islam
समुद्री	morskih
समुद्री	marinec
समुद्री	marine
समुद्री	morsko
उनको	njimi
उनको	jih
उनको	njih
उपयोगी	uporaben
उपयोगी	koristno
उपयोगी	uporabna
उपयोगी	uporabno
उपयोगी	koristna
उपयोगी	koristno
उपयोगी	uporabnost
उपयोगी	pripomoček
कोशिका	celico
कोशिका	celice
कोशिका	celic
कोशिका	celica
केंद्रीय	osrednje
केंद्रीय	centralne
केंद्रीय	centralno
केंद्रीय	osrednji
केंद्रीय	centralni
सत्र	zasedanje
सत्र	sejo
सत्र	zasedanju
सत्र	seja
सत्र	seje
सत्र	sej
सत्र	zasedanja
मिश्र	egipt
मिश्र	egipčanski
पहुँच	dostop
पहुँच	doseg
पहुँच	reach
पहुँच	doseči
पहुँच	dostopnost
पहुँच	dostopnosti
पहुँच	doseže
मेरा	moj
मेरा	moja
मेरा	rudnik
मेरा	moje
मिस्र	egipt
मिस्र	egipčanski
गणराज्य	republike
गणराज्य	republiko
गणराज्य	republika
छात्रों	dijaki
छात्रों	študentje
छात्रों	študenti
छात्रों	študente
छात्रों	učenci
पुराना	stare
पुराना	star
पुराना	staro
पुराना	stara
पुराना	stari
पुराना	starejša
पुराना	starejši
पुराना	starejše
तेज	hitri
तेज	hiter
तेज	hitra
तेज	hitro
सम्राट	car
सम्राट	imperator
सम्राट	cesar
वैसे	kakorkoli
वैसे	itak
नवंबर	november
नवंबर	novembra
नवंबर	november
कारणों	razlogi
सर	gospod
प्रवाह	tok
प्रवाह	pretok
अपराध	izpoved
अपराध	spovedi
अपराध	spoved
अपराध	priznanje
अपराध	zločin
अपराध	kriminal
अपराध	kriminala
अमेरिकन	ameriške
अमेरिकन	ameriško
अमेरिकन	ameriški
अमेरिकन	ameriška
व्यक्तित्व	osebnosti
व्यक्तित्व	osebnost
जन	jan
यूनाइटेड	združeni
यूनाइटेड	združena
यूनाइटेड	združene
यूनाइटेड	united
यूनाइटेड	združeno
जापानी	japonska
जापानी	japonsko
जापानी	japonski
जापानी	japonsko
जापानी	japonci
जापानी	japonec
जापानी	japonska
रॉक	skalo
रॉक	rock
रॉक	kamen
रॉक	skala
लंबी	visoki
लंबी	visok
लंबी	visoka
लंबी	dolge
लंबी	dolg
लंबी	dolgo
लंबी	dolgi
लंबी	dolga
गेम	igralni
गेम	igro
गेम	tekma
गेम	tekmo
गेम	igra
गेम	tekme
गेम	igre
गेम	igrah
गेम	igrice
गेम	iger
अन्दर	znotraj
अन्दर	znotraj
अन्दर	notri
संपत्ति	last
संपत्ति	lastnost
संपत्ति	premoženje
संपत्ति	nepremičnine
संपत्ति	lastnina
संपत्ति	sredstva
संपत्ति	premoženje
संक्षिप्त	okrajšava
संक्षिप्त	kratica
संक्षिप्त	kratek
संक्षिप्त	jedrnato
क्यों	zakaj
गलत	nepravilno
गलत	nepravilna
गलत	narobe
गलत	napačno
गलत	napačen
गलत	lažno
सर्वोच्च	vrhovnega
सर्वोच्च	vrhovni
सर्वोच्च	vrhovno
सर्वोच्च	najvišjo
सर्वोच्च	najvišje
सर्वोच्च	najvišji
सर्वोच्च	najvišja
लेना	lena
भौतिकी	fiziko
भौतिकी	fiziki
भौतिकी	fizika
वाहन	vozil
वाहन	vozila
वाहन	vozilo
फ़िल्में	kino
फ़िल्में	filmi
फ़िल्में	filme
सैनिक	vojak
सैनिक	vojaška
सैनिक	vojaški
सैनिक	vojska
सैनिक	vojaško
डेटा	podatki
स्थिर	statična
स्थिर	statični
दूध	mlečni
दूध	mleka
दूध	mleko
विद्वानों	učenjaki
मानना	verjemi
रखना	obdrži
रखना	ohrani
बाह्य	zunanji
बाह्य	zunanja
बाह्य	zunanje
उपस्थिति	prisotnost
उपस्थिति	udeležba
उपस्थिति	navzočnost
उपस्थिति	prisotnost
उपस्थिति	prisotnosti
उपस्थिति	navzočnost
समूहों	skupine
समूहों	skupin
समूहों	skupinami
समूहों	skupini
आये	prišlo
आये	prišel
होटल	hotel
होटल	hotele
होटल	hoteli
होटल	hotelov
उच्चारण	izgovorjava
साहित्यिक	literarni
पुरुषों	moške
पुरुषों	možje
पुरुषों	men
पुरुषों	moški
पुरुषों	moška
पुरुषों	mens
वृक्ष	jelka
वृक्ष	drevo
वृक्ष	dreves
वृक्ष	drevje
वृक्ष	drevesa
निवेश	vlaganje
निवेश	naložbe
निवेश	vlagatelj
निवेश	investitor
निवेश	vlaganje
निवेश	naložbe
निवेश	investicije
निवेश	naložba
निवेश	naložbe
निवेश	investicije
तत्वों	elementi
सत्य	resnico
सत्य	resnice
सत्य	resnica
सत्य	vsebinske
सत्य	vsebinsko
दार्शनिक	filozof
सौ	sto
आंतरिक	notranjosti
आंतरिक	notranja
आंतरिक	notranjost
आंतरिक	notranje
आंतरिक	notranji
आंतरिक	notranja
आंतरिक	interno
आंतरिक	notranje
आंतरिक	notranji
निकल	niklja
निकल	nikelj
प्रत्यक्ष	očitno
प्रत्यक्ष	očiten
प्रत्यक्ष	očitna
प्रत्यक्ष	neposredni
प्रत्यक्ष	neposreden
प्रत्यक्ष	neposredna
प्रत्यक्ष	neposredne
प्रत्यक्ष	neposredno
मित्र	prijateljev
मित्र	prijatelji
मित्र	friends
मित्र	prijatelje
मित्र	prijatelj
मित्र	prijateljica
मित्र	prijateljico
दर्द	bolečine
दर्द	bolečino
दर्द	bolečina
बिजली	elektrike
बिजली	elektrika
बिजली	blisk
बिजली	strela
बिजली	blisk
बिजली	strele
बिजली	strelo
कार्ड	kartice
कार्ड	kartic
कार्ड	karte
कार्ड	akord
कार्ड	kartico
कार्ड	kartica
कार्ड	karta
बिंदु	točki
बिंदु	točk
बिंदु	točke
बिंदु	dot
बिंदु	piko
बिंदु	pika
बिंदु	točka
बिंदु	point
बिंदु	točko
बुद्ध	buda
स्टेडियम	stadioni
स्टेडियम	stadion
हजार	tisoč
अभाव	odsotnosti
अभाव	odsotnost
रिलीज़	izpust
रिलीज़	izpusti
रिलीज़	sproščanje
रिलीज़	sprostitev
रिलीज़	izpusti
शांति	mir
शांति	peace
वितरण	dostavo
वितरण	dostavi
वितरण	dobava
वितरण	dostava
वितरण	razdelitev
वितरण	porazdelitev
वितरण	distribucija
वितरण	razdeljevanje
वितरण	razporeditev
आय	prihodek
आय	prihodki
आय	dohodki
आय	dohodki
आय	zaslužek
आय	dohodek
आय	dohodka
आय	dohodki
आय	prihodki
आय	prihodek
रन	teče
फाइनल	končna
फाइनल	končni
फाइनल	finale
टेलीविजन	televizijo
टेलीविजन	televizija
दैनिक	dnevno
दैनिक	dnevna
दैनिक	dnevni
न्याय	pravosodje
न्याय	pravičnost
न्याय	pravica
फूल	rožice
फूल	cvetje
फूल	cvetovi
फूल	rože
फूल	cvet
फूल	cveta
फूल	roža
फूल	rožica
कल्पना	vizualizacijo
कल्पना	domišljija
कल्पना	domišljije
कल्पना	domišljijo
प्राप्ति	pridobitev
प्राप्ति	pridobivanje
प्रसार	razširi
प्रसार	širjenje
दिल	dil
दिल	srčna
दिल	srčno
दिल	srce
दिल	src
दिल	srca
गाने	pesmi
सुंदर	čudovita
सुंदर	prelepi
सुंदर	prelepe
सुंदर	lepi
सुंदर	lepe
सुंदर	lepa
सुंदर	lepa
सुंदर	lep
सुंदर	lepotec
सुंदर	čeden
सुंदर	lepi
यानि	pomeni
हाउस	house
हाउस	hiša
हाउस	hisa
हाउस	hiška
अफ़्रीका	afriko
अफ़्रीका	afrika
इच्छा	željo
इच्छा	želja
इच्छा	poželenje
इच्छा	hrepenenje
भार	težo
भार	utež
भार	teža
खंड	odsek
खंड	poglavje
खंड	razdelek
खंड	oddelek
खंड	blokada
खंड	blok
खंड	block
मिश्रण	premeša
मिश्रण	mix
मिश्रण	mešanica
मिश्रण	mešanica
मिश्रण	zmes
मिश्रण	mešanica
समर्पित	namenski
समर्पित	namenske
समर्पित	posvečena
समर्पित	predan
समर्पित	posvečeno
पहुंच	dostop
स्मारक	spomenikov
स्मारक	spomenik
व्यास	premera
व्यास	premer
प्यार	ljubezni
प्यार	love
प्यार	ljubezen
प्यार	ljubeča
प्यार	ljubeč
प्यार	ljubeče
प्यार	ljubiti
आन्दोलन	premiki
आन्दोलन	gibanja
आन्दोलन	premikanje
आन्दोलन	gibanje
मंत्रालय	ministrstvo
आत्मा	duša
आत्मा	duši
आत्मा	soul
आत्मा	dušo
आत्मा	duh
पक्षी	ptica
पक्षी	ptiček
पक्षी	bird
पक्षी	ptič
निवासी	prebivalce
निवासी	prebivalcev
निवासी	prebivalci
निवासी	prebivalec
निवासी	stanovalci
निवासी	prebivalcev
निवासी	prebivalci
अंततः	sčasoma
डेविड	david
कह	povej
जंक्शन	križišče
खास	specialno
खास	posebna
खास	posebne
खास	poseben
खास	posebno
जलवायु	podnebje
बांग्लादेश	bangladešu
तय	popravljeno
तय	fiksno
तय	popravil
तय	fiksna
धारावाहिक	serijsko
धारावाहिक	zaporedna
धारावाहिक	serijski
धारावाहिक	epizode
धारावाहिक	epizod
तारे	zvezdica
तारे	zvezdo
तारे	zvezda
तारे	zvezde
तारे	zvezdice
तारे	zvezd
बनाना	izdelovanje
बनाना	ustvarjanje
पौराणिक	mitološko
बाकी	ostanki
बाकी	ostanek
बाकी	počitka
बाकी	počitek
बाकी	preostali
बाकी	preostale
बाकी	preostalo
संत	sant
संत	svetniki
संत	sveti
संत	svetnik
संत	svetnica
संत	saint
ऊंचाई	višina
ऊंचाई	višine
उपग्रह	satelitsko
उपग्रह	satelitska
उपग्रह	satelit
तुर्की	turčija
तुर्की	turška
तुर्की	turški
तुर्की	turško
संस्कार	pogreba
संस्कार	pogreb
संस्कार	obrede
शंकर	shankar
अर्थव्यवस्था	ekonomija
अर्थव्यवस्था	gospodarstvo
बीमारी	bolezen
बीमारी	bolezni
बीमारी	bolezen
बीमारी	bolezni
बीमारी	bolezen
बीमारी	bolezni
वार्षिक	letno
वार्षिक	letna
वार्षिक	letne
वार्षिक	letno
वार्षिक	letna
वार्षिक	letni
परिसर	prostori
परिसर	zapletena
परिसर	zapleteno
परिसर	kompleks
परिसर	kompleksna
अधिकतम	max
अधिकतम	največ
अधिकतम	maks
अधिकतम	maksimum
अधिकतम	največja
सदर	sadar
वैश्विक	svetovna
वैश्विक	globalni
वैश्विक	globalno
वैश्विक	svetovno
तभी	le
तभी	samo
अनिवार्य	obvezen
अनिवार्य	obvezna
अनिवार्य	obvezno
अनिवार्य	obvezni
अनिवार्य	obvezne
अनिवार्य	obvezno
अनिवार्य	obvezna
अनिवार्य	obvezno
अनिवार्य	obvezni
अनिवार्य	obvezne
अनिवार्य	bistveno
अनिवार्य	bistvene
अनिवार्य	bistvena
उपाधि	stopnja
सामान्यतः	običajno
हरियाणा	haryana
तारा	stradali
तारा	zvezdica
तारा	zvezdo
तारा	zvezda
द्वार	vrata
द्वार	gate
द्वार	vrata
द्वार	vrata
मुख्यतः	predvsem
मुख्यतः	pretežno
मुख्यतः	večinoma
आनंद	uživamo
आनंद	anand
आनंद	ananda
कम्पनी	družbo
कम्पनी	četa
कम्पनी	podjetje
कम्पनी	družba
रे	ray
जिनकी	čigav
जिनकी	čigava
जिनकी	čigavo
स्थायी	trajni
स्थायी	trajen
स्थायी	trajna
स्थायी	trajno
स्थायी	stalna
स्थायी	trajen
स्थायी	trajna
स्थायी	trajni
स्थायी	trajne
लकड़ी	lesen
लकड़ी	leseno
लकड़ी	lesena
लकड़ी	leseni
लकड़ी	les
लकड़ी	wood
लकड़ी	lesena
लकड़ी	lesa
लकड़ी	lesni
लकड़ी	leseno
गोल	rand
गोल	gol
गोल	cilj
गोल	krog
गोल	okrogla
गोल	okrogle
गोल	rundo
गोल	okrogel
गोल	okroglo
तल	tla
तल	nadstropje
तल	dno
तल	spodaj
ऋण	posojilo
ऋण	dolga
ऋण	dolg
ऋण	posojila
दास	das
नंबर	številka
नंबर	število
त्वचा	koža
त्वचा	koži
त्वचा	kože
त्वचा	kožo
नोबेल	nobelovo
नोबेल	nobel
अधिकारियों	oblasti
अधिकारियों	častniki
अधिकारियों	policisti
अधिकारियों	oficirji
अधिकारियों	direktorji
जटिल	zapletena
जटिल	zapleteno
जटिल	kompleks
जटिल	kompleksna
जटिल	zapleten
जटिल	zapletena
जटिल	zapleteno
हमला	napadi
हमला	napad
आपूर्ति	zaloge
आपूर्ति	potrebščine
आपूर्ति	oskrba
आपूर्ति	dobava
अर्थशास्त्र	ekonomija
दर्ज	posnet
दर्ज	posneto
दर्ज	zabeleži
दर्ज	zabeleženo
हस्ताक्षर	podpisovanje
हस्ताक्षर	podpis
हस्ताक्षर	podpise
हस्ताक्षर	podpisi
हस्ताक्षर	podpis
कानूनी	zakonito
कानूनी	zakonita
कानूनी	zakonit
कानूनी	legitimno
कानूनी	zakonito
कानूनी	pravna
कानूनी	pravno
कानूनी	pravne
टिप्पणी	komentar
टिप्पणी	opombe
टिप्पणी	opombi
टिप्पणी	zapiski
टिप्पणी	komentarjev
टिप्पणी	komentarji
टिप्पणी	opombe
टिप्पणी	pripombe
डे	dey
स्मृति	smriti
स्मृति	pomnilnik
स्मृति	spomini
स्मृति	spomin
स्मृति	spomina
वेद	veda
राजनैतिक	politični
राजनैतिक	politično
राजनैतिक	politična
तीव्र	hitri
तीव्र	hiter
तीव्र	hitra
तीव्र	hitro
तीव्र	tropske
तीव्र	tropski
तीव्र	tropskih
तीव्र	intenzivno
तीव्र	napeto
तीव्र	intenzivna
सम्बन्धित	povezano
सम्बन्धित	povezani
हाइड्रोजन	vodika
हाइड्रोजन	vodik
चयन	izbira
चयन	izbor
चयन	izbiranje
राजनीतिज्ञ	politik
यूनानी	grški
यूनानी	grško
यूनानी	grk
यूनानी	grška
यूनानी	grčija
जॉर्ज	george
डीवीडी	dvd
स्वर्ण	zlat
स्वर्ण	zlato
स्वर्ण	zlate
स्वर्ण	zlati
स्वर्ण	zlata
ठोस	trdna
ठोस	trdni
ठोस	trdne
ठोस	trden
ठोस	trdno
सभ्यता	civilizacijo
सभ्यता	civilizacije
सभ्यता	civilizacija
मशीन	mašina
मशीन	stroj
विदेश	tujino
विदेश	tujini
विदेश	tuje
विदेश	tuja
विदेश	tuji
दवा	zdravilo
दवा	medicino
दवा	medicina
ऋषि	modrec
ऋषि	sage
शेयर	delnice
शेयर	deleži
गर्म	vroče
गर्म	vroč
गर्म	vroča
सौर	sončna
सौर	sončni
सौर	sončne
सौर	sončno
पंथ	creed
एशियाई	azijske
एशियाई	azijskih
एशियाई	azijski
अपेक्षाकृत	relativno
परिभाषा	opredelitev
परिभाषा	definicija
पति	soprog
पति	moz
पति	mož
सफेद	bel
सफेद	bela
सफेद	belo
सफेद	beli
सफेद	bele
संधि	pakt
संधि	pogodba
वैकल्पिक	alternative
वैकल्पिक	alternativni
वैकल्पिक	alternativno
वैकल्पिक	alternativa
वैकल्पिक	nadomestno
वैकल्पिक	alternativno
वैकल्पिक	neobvezno
वैकल्पिक	neobvezna
हार	ogrlico
हार	verižico
हार	ogrlica
हार	poraz
हार	porazi
समाधान	ločljivost
समाधान	resolucija
समाधान	rešitev
समाधान	raztopina
समाधान	rešitve
समाधान	raztopine
जेल	ječa
जेल	zapor
जेल	zapora
जेल	zapor
जोड़ा	par
हिमालय	himalaya
हिमालय	himalajo
राजमार्ग	avtoceste
राजमार्ग	avtocesto
राजमार्ग	avtocesta
पेड़	jelka
पेड़	drevo
पेड़	dreves
पेड़	drevje
पेड़	drevesa
कैरियर	kariera
कैरियर	kariere
कैरियर	kariero
कैरियर	prevoznika
कैरियर	prevoznik
कैरियर	nosilca
कैरियर	nosilec
कैरियर	kariera
कैरियर	kariere
इंच	palcev
इंच	centimetrov
डिजिटल	digitalnega
डिजिटल	digitalna
डिजिटल	digitalno
डिजिटल	digitalni
डिजिटल	digitalne
श्रेष्ठ	nadrejeni
निगम	korporacija
निगम	corporation
निगम	korporacijo
आग	ogenj
आग	požar
चैम्पियनशिप	prvenstvo
शराब	alkohol
शराब	alkohola
शराब	vina
शराब	vino
पौधे	rastline
पौधे	rastlin
पौधे	rastline
पौधे	rastlina
पौधे	obrat
जमीन	zemljišča
जमीन	dežela
जमीन	kopno
जमीन	zemljišče
जमीन	zemljo
जमीन	tla
जमीन	tleh
खाने	jejo
खाने	jedel
हाथों	roke
बाज़ार	bazar
बाज़ार	tržnice
बाज़ार	trgi
बाज़ार	tržišča
बाज़ार	trg
बाज़ार	tržišče
आदमी	moški
आदमी	mož
आदमी	človek
मस्जिद	mošeji
किरदार	liki
किरदार	znaki
किरदार	like
किरदार	znakov
नुकसान	izguba
नुकसान	izgube
नुकसान	izguba
नुकसान	škoda
आकर्षित	pritegniti
आकर्षित	pritegnili
आकर्षित	privabiti
लाने	prinesi
रस	sokovi
रस	sokove
रस	sokov
रस	juice
रस	sok
रस	soka
ऑनलाइन	spletna
ऑनलाइन	online
सेट	nastavi
सेट	komplet
सेट	določa
सेट	kompleti
सेट	nizi
भेद	razlikovanje
भेद	skrivna
भेद	skrivnost
भेद	skrivno
फोन	telefon
फोन	telefoni
फोन	telefone
मनोविज्ञान	psihologijo
मनोविज्ञान	psihologija
शक्तिशाली	močan
शक्तिशाली	močni
शक्तिशाली	močno
शक्तिशाली	mogočna
शक्तिशाली	močna
व्याकरण	slovnica
अवार्ड	nagrada
अवार्ड	nagrado
कौन	ki
कौन	kdo
चिह्न	simbol
चिह्न	simboli
चिह्न	simbole
चिह्न	podpišite
चिह्न	znak
चिह्न	ikona
वर्गीकरण	klasifikacija
वर्गीकरण	uvrstitev
वर्गीकरण	razvrščanje
वर्गीकरण	razvrstitev
जोड़	dodajanje
आरोप	pristojbine
आरोप	dajatve
आरोप	obtožbe
उड़ान	polet
उड़ान	let
महासागर	oceani
महासागर	oceanov
महासागर	oceane
महासागर	ocean
माल	bogastva
माल	bogastvo
माल	premoženje
एयर	zrak
एयर	zračno
एयर	zračna
एयर	air
महसूस	občuti
अध्याय	poglavje
अध्याय	poglavja
कराया	oklepna
विमानक्षेत्र	letališče
दान	podarja
दान	podaril
दान	darovanje
दान	prispevek
दान	donacijo
दान	donacij
दान	prispevki
दान	donacije
दान	dobrodelnost
दान	dobrodelna
अनुपात	preliv
अनुपात	naklon
अनुपात	naklonih
अनुपात	razmerje
विद्रोह	vstaja
विद्रोह	upor
विद्रोह	upor
कक्षा	učilnici
कक्षा	razred
कक्षा	pouk
कक्षा	orbito
कक्षा	orbiti
स्नातक	diplomiral
स्नातक	diplomirala
स्नातक	samec
स्नातक	samski
स्नातक	matura
स्नातक	maturo
स्नातक	diplomiral
इंजीनियरिंग	inženiring
इंजीनियरिंग	inženiringa
मूर्ति	kipe
मूर्ति	kipi
मूर्ति	idol
मराठी	marathi
माइकल	mihael
माइकल	michael
संस्थापक	ustanovitelj
इलाज	zdravilo
इलाज	ozdravitev
इलाज	zdravljenja
इलाज	obdelava
इलाज	zdravljenje
इलाज	obravnava
अवधारणा	pojem
अवधारणा	koncept
अभ्यास	vaje
अभ्यास	trening
अभ्यास	vaja
अभ्यास	praksi
अभ्यास	prakse
अभ्यास	praksa
शाही	kraljevi
शाही	kraljevsko
शाही	royal
शाही	kraljevo
पाकिस्तानी	pakistan
पाकिस्तानी	pakistanski
ब्लैक	črno
ब्लैक	črne
ब्लैक	črn
ब्लैक	črni
ब्लैक	črna
भेजा	poslan
भेजा	poslana
भेजा	poslani
भेजा	poslano
भेजा	poslane
संसाधन	vir
संसाधन	vire
संसाधन	sredstva
संसाधन	viri
जीन	gene
जीन	gen
मजबूत	močan
मजबूत	močni
मजबूत	močno
मजबूत	močna
प्रोग्राम	program
प्रोग्राम	programe
प्रोग्राम	programi
मिश्रित	mešani
मिश्रित	mešana
मिश्रित	mešane
मिश्रित	mešano
मिश्रित	mešalec
निरंतर	neprekinjen
निरंतर	neprekinjeno
निरंतर	konstanta
निरंतर	stalno
पदक	medaljo
पदक	medalja
व्यंजन	soglasnikov
व्यंजन	kuhinja
परिस्थितियों	situacij
परिस्थितियों	situacije
जमा	polog
जमा	depozit
जमा	vloge
जमा	vlog
स्त्री	ženska
स्त्री	žensko
स्त्री	ženska
स्त्री	ženski
स्त्री	samica
स्त्री	žensko
चित्रण	žreb
चित्रण	narisal
चित्रण	ponazoritev
चित्रण	ilustracija
यातायात	prometni
यातायात	promet
यातायात	prevozno
यातायात	prevoz
यातायात	transport
यातायात	promet
यातायात	airways
सूक्ष्म	prefinjeno
सूक्ष्म	mikro
लंबाई	dolžina
हेनरी	gašper
हेनरी	henry
डाला	vnesene
डाला	vneseni
समीक्षा	pregledi
समीक्षा	revizija
समीक्षा	pregledovanje
समीक्षा	pregled
मोटर	motor
कर्मचारियों	zaposleni
कर्मचारियों	zaposlene
कर्मचारियों	uslužbenci
हमले	napadi
हमले	napade
हमले	napadi
हमले	napad
अक्षर	zlog
अक्षर	pisma
अक्षर	črke
अक्षर	pisem
अक्षर	lik
अक्षर	karakter
अक्षर	dopis
अक्षर	črka
अक्षर	pismo
अक्षर	liki
अक्षर	znaki
अक्षर	like
अक्षर	znakov
कारक	faktorji
कारक	dejavniki
कारक	dejavnik
कारक	faktor
किंगडम	kraljestvo
किंगडम	kraljevina
हिन्द	inda
बीज	semenski
बीज	seme
बीज	semena
बीज	semen
बीज	seme
बीज	semena
जल्दी	hitro
जल्दी	zgodnje
जल्दी	zgodnja
जल्दी	zgodnji
जल्दी	zgodaj
जल्दी	hitro
घाट	ford
यंत्र	naprava
यंत्र	pripomoček
यंत्र	inštrument
यंत्र	instrument
यंत्र	mašina
यंत्र	stroj
यंत्र	inštrumenti
यंत्र	instrumenti
कर्म	karmo
कर्म	karma
कदम	korak
कदम	stopnice
कदम	koraki
साथी	spremljevalka
साथी	sopotnik
साथी	spremljevalec
साथी	partnerja
साथी	partner
साथी	partnerka
ऊपरी	zgornje
ऊपरी	zgornja
पुस्तकों	knjige
पुस्तकों	knjig
आशा	upanja
आशा	hope
आशा	upanje
नौ	nine
नौ	devet
रचित	sestavljeno
शिक्षण	poučevanje
ऊँचाई	višina
ऊँचाई	višina
ऊँचाई	višine
आकर्षण	zanimivost
आकर्षण	atrakcija
आकर्षण	privlačnosti
आकर्षण	privlačnost
आकर्षण	karizmo
आकर्षण	čar
आकर्षण	šarm
आकर्षण	čara
आकर्षण	čare
आकर्षण	zanimivosti
सर्वेक्षण	raziskave
सर्वेक्षण	ankete
सर्वेक्षण	anketa
सर्वेक्षण	anketo
सर्वेक्षण	raziskava
सर्वेक्षण	geodetski
हद	ekstravagantno
हद	omejitve
हद	omeji
हद	meje
मुहम्मद	muhammad
मुहम्मद	mohamed
मुहम्मद	muhamed
स्टूडियो	atelje
स्टूडियो	studio
राज्यपाल	guverner
रोगियों	pacienti
रोगियों	bolnike
रोगियों	bolniki
गेंद	žogo
गेंद	žoga
गेंद	žogica
राजाओं	kralje
राजाओं	kralji
पुस्तकालय	knjižnice
पुस्तकालय	knjižnica
पुस्तकालय	knjižnici
सिनेमा	kino
प्राणी	živalsko
प्राणी	živalska
प्राणी	žival
प्राणी	živali
प्राणी	bitje
अंग्रेजों	britanski
अंग्रेजों	britanci
अंग्रेजों	britansko
कर्मचारी	zaposleni
कर्मचारी	uslužbenec
कर्मचारी	delavec
कर्मचारी	zaposleni
कर्मचारी	zaposlene
कर्मचारी	uslužbenci
कर्मचारी	delavec
कर्मचारी	delavca
काले	črno
काले	črne
काले	črn
काले	črni
काले	črna
मंच	ploščad
मंच	platforma
मंच	platformo
मंच	forum
प्रेरणा	motivacija
प्रेरणा	motivacijo
प्रेरणा	navdih
प्रेरणा	navdiha
मारे	ubitih
मारे	ubit
मारे	ubita
मारे	umorjen
मारे	umorjena
तीसरा	tretje
तीसरा	tretji
तीसरा	tretja
चलती	selitev
चलती	premikanje
तुरंत	nemudoma
तुरंत	takoj
अकबर	akbar
शुरूआत	začetek
कृत्रिम	umetne
कृत्रिम	umetna
कृत्रिम	umetno
कृत्रिम	umetni
कृत्रिम	umetnega
आजकल	dandanes
फिल्में	kino
फिल्में	filmi
फिल्में	filme
यात्री	potnike
यात्री	potniki
यात्री	potniški
यात्री	potnik
यात्री	sopotnik
यात्री	potnika
यात्री	popotnik
चार्ल्स	karel
चार्ल्स	charles
अड्डा	adda
रामायण	ramajana
प्रगति	progress
प्रगति	napredek
विद्वान	učenjak
जहाज	ladjo
जहाज	ladja
जहाज	ladje
बचपन	otroštvo
बचपन	otroštva
बातचीत	pogovori
बातचीत	interakcij
बातचीत	interakcije
केंद्रित	središčem
केंद्रित	osredotočen
केंद्रित	osredotočena
केंद्रित	osredotočen
केंद्रित	osredotočeno
तारीख़	zmenek
तारीख़	datum
नर	samec
नर	samci
नर	moško
नर	moški
नर	moška
संकट	grožnja
संकट	kriza
संकट	krizo
संकट	krize
रोगों	bolezni
संगठनों	organizacije
संगठनों	organizacij
जानी	jani
बाबा	baba
फ्रेंच	francosko
फ्रेंच	francoska
फ्रेंच	francoščina
फ्रेंच	francoski
वीर	vir
वीर	pogumna
वीर	pogumni
वीर	pogumen
वीर	hrabro
वीर	pogumno
वीर	junaški
वीर	junaško
उपयोगकर्ता	uporabnika
उपयोगकर्ता	uporabnik
उपयोगकर्ता	uporabniki
बिल	bill
ग्रैंड	jurja
ग्रैंड	grand
निर्देशित	režiral
निर्देशित	usmerjeno
निर्देशित	usmerjeni
निर्देशित	usmerjena
निर्देशित	vodeni
निर्देशित	vodeno
निर्देशित	vodena
निर्देशित	voden
प्रोटीन	beljakovin
प्रोटीन	protein
प्रोटीन	proteini
प्रोटीन	beljakovine
प्रोटीन	beljakovin
प्रोटीन	proteini
प्रोटीन	beljakovine
महाराजा	maharadža
हास्य	humor
हास्य	komedijo
हास्य	komedija
हास्य	komik
ग्राहक	stranka
ग्राहक	odjemalec
