zijn	jo
bad	blogai
bad	bloga
bad	blogas
bad	blogi
bad	vonia
bad	vonios
verboden	draudžiama
verboden	draudžiamos
verboden	draudžiamas
verboden	draudžiama
verboden	uždraustos
verslag	ataskaita
angeles	miesta
ernst	rimtumą
malen	frezavimo
malen	šlifavimo
malen	grind
jongen	berniukas
jongen	vaikas
instrumenten	instrumentai
vliegen	skristi
vliegen	skrenda
vliegen	skraidyti
verslagen	mušami
verslagen	aprašymai
verslagen	istorijų
voedsel	maistas
elateridae	elateridae
steen	akmens
steen	akmuo
steen	rokas
steen	rock
bibliotheek	bibliotekų
bibliotheek	bibliotekos
bibliotheek	biblioteka
doelpunten	tikslai
doelpunten	tikslų
aangegeven	deklaruotas
mooi	graži
mooi	gražu
mooi	gan
mooi	gana
mooi	gražiai
mooi	gražus
mooi	gražūs
mooi	gražu
vissen	žuvis
vissen	žuvys
vissen	žuvų
vissen	žvejyba
vissen	žvejybos
karl	karlas
karl	karl
oostelijke	rytų
griekenland	graikija
super	super
wegen	keliai
stoppen	sustabdyti
will	bus
dorpen	kaimų
dorpen	kaimai
victor	viktoras
oscar	oskaras
techniek	inžinerija
techniek	inžinieriai
techniek	inžinerijos
techniek	technika
complex	kompleksas
complex	sudėtingas
kandidaat	kandidatas
kandidaat	kandidatės
studies	tyrimai
promotie	skatinimas
promotie	propagavimas
promotie	skatinimo
functies	ypatumai
functies	savybės
zevende	septintasis
zevende	septintoji
middenvelder	saugas
temperatuur	temperatūrą
temperatuur	temperatūra
temperatuur	temperatūra
schade	traumos
schade	žala
schade	trauma
schade	žalos
schade	sužalojimas
schade	žala
schade	žalos
leeuw	liūto
leeuw	liūtas
onderdelen	komponentai
loopbaan	karjera
loopbaan	karjeros
loopbaan	karjerai
loopbaan	karjera
loopbaan	karjeros
woiwodschap	vaivadija
tony	tony
tony	tonis
respectievelijk	atitinkamai
stemming	nuotaikos
stemming	nuotaika
brengt	atneša
vraagt	klausia
indruk	įspūdį
indruk	sužavėtas
joden	žydai
moord	žmogžudystė
fabriek	fabrikas
fabriek	gamykloje
fabriek	gamykla
kosten	savikaina
kosten	išlaidos
wetenschap	mokslas
wetenschap	mokslo
video	video
eric	erikas
eric	eric
cornelis	kornelijus
cornelis	cornelis
fusie	sandorį
fusie	sintezės
methode	metodologija
methode	metodika
methode	metodas
uitleg	paaiškinimas
uitleg	paaiškinimus
uitleg	paaiškinimai
commons	commons
benaming	paskyrimas
dynastie	dinastija
ajax	ajax
specifieke	konkrečių
vermoord	nužudytas
bier	alaus
bier	alus
viool	smuikas
tak	filialas
tak	šaka
tak	takas
tak	tak
monumenten	paminklų
senator	fantastika
senator	senatorius
traject	trajektorijos
traject	trajektorija
johann	johann
blijkbaar	matyt
gridcolor	gridcolor
paleis	pilies
eerdere	ankstesnė
eerdere	ankstesnis
eerdere	ankstesnių
alsnog	pavėluotai
hoeveelheid	kiekis
beieren	bavarijos
ffffff	ffffff
controle	kontrolė
sluiten	uždaryti
sluiten	glaudžiai
sluiten	užverti
sluiten	uždarymo
scholen	mokykla
bijnaam	slapyvardis
eten	maistas
gele	geltona
real	tikras
filosofie	filosofijos
filosofie	filosofija
wind	vėjai
wind	akių
wind	vėjas
religieuze	religinių
overwinningen	pergalių
kader	kraštas
atleet	sportininkas
erik	erikas
erik	erikas
erik	eric
sporen	traces
sporen	spurs
geplaatste	nustačiusi
golden	auksinis
centimeter	cm
wilhelm	vilhelmo
song	daina
song	dainos
breda	breda
succesvol	sėkmingai
succesvol	sėkmingai
variant	variantai
variant	variantas
schilderij	dažymas
helaas	liūdna
helaas	deja
helaas	deja
vermogen	gebėjimas
vermogen	gebėjimą
vermogen	galios
vermogen	galia
gebeurtenissen	renginiai
gebeurtenissen	įvykiai
gebeurtenissen	įvykių
opus	opus
versies	versijos
versies	versijų
provincies	provincijos
provincies	apskritys
kom	ateik
das	susieti
das	barsukas
actieve	aktyviai
actieve	aktyvi
actieve	aktyvus
bouchet	bouchet
hongaarse	vengrijos
definitief	galutiniai
definitief	galutinis
definitief	galutinė
definitief	finalas
definitief	galutinis
definitief	galutiniai
stam	genčiai
stam	kamieninių
stam	padermė
artiesten	atlikėjai
artiesten	atlikėjai
artiesten	menininkai
tijdelijk	laikinai
twijfel	abejonės
twijfel	abejonės
twijfel	abejonių
hout	medienos
hout	mediena
hout	mediena
rand	rand
tropische	atogrąžų
bas	žemi
bas	bas
enorme	didžiuliai
enorme	milžiniškas
enorme	didžiulė
enorme	dideles
enorme	didžiulis
enorme	masiškai
enorme	didžiulis
rijn	reino
broers	brolių
broers	brothers
broers	broliai
verzet	atsparumo
verzet	atsparumą
verzet	atsparumas
arnhem	arnhemas
hugo	hugo
roland	rolandas
behandeling	gydymas
populaire	dažniausi
hits	variantų
opmerking	komentaras
opmerking	komentarų
opmerking	komentuoti
hectare	hektarų
hectare	akras
hectare	hektarų
woont	gyvena
bescherming	apsauga
bescherming	apsaugos
rollen	ritiniai
rollen	vaidmenys
rollen	vaidmenis
rollen	roll
late	vėlai
verspreid	pasklidus
verspreid	skleidžiama
ferdinand	ferdinandas
leren	mokymosi
leren	mokymuisi
leren	mokytis
leren	mokymasis
leren	mokytis
blokkade	blokada
blokkade	blokadą
storm	audros
storm	audra
taylor	taylor
bezoekers	lankytojai
bezoekers	lankytojų
bezoekers	lankytojų
lowry	lowry
doe	doe
geel	geltona
metro	metro
friedrich	friedrich
chicago	čikagos
bedankt	dėkui
bedankt	ačiū
neutraal	neutralus
compositie	sudėtis
kathedraal	katedra
kathedraal	katedros
argentinië	argentinoje
argentinië	argentina
argentinië	argentinos
alfred	alfredas
muur	sienos
muur	siena
meisje	mergaite
meisje	mergaitė
meisje	mergina
meisje	merga
been	kojos
modellen	modelių
modellen	modeliai
aanwezigheid	dalyvavimą
aanwezigheid	dalyvavimas
aanwezigheid	buvimas
kunstenaars	atlikėjai
kunstenaars	menininkai
erfgoed	paveldo
erfgoed	paveldas
racing	lenktynių
elisabeth	elizabet
elisabeth	elisabeth
veroordeeld	nuteistas
delft	delft
argumenten	argumentai
tuin	sode
tuin	sodas
kim	kim
deelname	dalyvavimas
korea	korėja
peiling	apklausa
eigenschappen	charakteristikos
eigenschappen	ypatybės
eigenschappen	požymiai
zaterdag	šeštadienį
zaterdag	šeštadienis
generatie	karta
japans	japonijos
japans	japonų
dollar	doleris
dollar	dolerių
body	kūno
body	kūnas
gewerkt	dirbau
gewerkt	dirbo
succesvolle	sėkmingai
taak	uždavinys
taak	užduotis
bedreigd	nykstančių
bedreigd	grasino
duurde	truko
boerderij	farm
operatie	eksploatavimas
operatie	veikimas
operatie	operacija
lieve	brangi
lieve	brangioji
lieve	brangus
lieve	sweet
lieve	saldus
lieve	miela
verdediger	gynėjas
machine	įranga
brak	sulaužė
henk	henk
bill	bilas
wereldwijd	pasaulyje
zetels	sėdynės
zetels	vietų
dubbele	dvigubos
dubbele	dvigubas
parish	parapija
duel	dvikova
priester	kunigas
assistent	ass
assistent	asistentas
assistent	padėjėjas
napoleon	napoleonas
zus	sis
zus	sesuo
zus	sese
zus	sesė
geest	vaiduoklis
geest	džinas
geest	protas
geest	dvasios
geest	dvasia
bekendheid	įžymybių
bekendheid	fame
automatisch	auto
automatisch	automatinė
brede	platus
brede	plati
hill	kalvos
elf	elf
lagen	sluoksniai
gedragen	elgtis
gedragen	dėvėti
rené	rené
eenvoudig	lengvai
eenvoudig	lengva
eenvoudig	lengvai
première	premjera
musical	muzikos
vliegtuig	lėktuvą
vliegtuig	lėktuvas
vliegtuig	lėktuvas
vliegtuig	plokštumos
vliegtuig	orlaivis
vliegtuig	orlaiviai
vliegtuig	lėktuvas
vliegtuig	lėktuve
vliegtuig	lėktuvas
eisen	reikalavimai
astronoom	astronomas
aartsbisschop	arkivyskupas
bernard	bernard
burgers	civiliai
zetel	sėdynės
zetel	sėdynė
wijzigingen	pakeitimai
wijzigingen	pakeitimai
dvd	dvd
groei	augimas
groei	augimo
geluid	garsas
geluid	triukšmo
geluid	triukšmas
vloot	laivyno
vloot	laivynas
slot	lizdas
slot	lauką
bloemen	gėlės
medailles	medaliai
champions	čempionai
verklaring	paaiškinimas
graf	kapas
graf	graf
graf	kapo
bezoek	aplankyti
gedichten	eilėraščiai
leerlingen	mokiniai
leerlingen	mokinių
voordeel	naudos
voordeel	pranašumą
voordeel	pranašumas
jozef	jozef
jozef	joseph
onafhankelijkheid	nepriklausomybės
onafhankelijkheid	nepriklausomybė
onafhankelijkheid	nepriklausomumas
onafhankelijkheid	savarankiškumas
maas	masas
kunsten	meno
kunsten	menas
kunsten	menų
passen	tinka
opname	įrašas
opname	įrašymo
opname	registravimas
opname	įrašymas
licentie	licencijos
licentie	licencija
beroemde	žymi
mechelen	mechelen
computer	kompiuteris
dagelijks	kasdienio
richten	siekiama
filips	philip
who	kas
who	kurie
gedwongen	priverstinis
eenheden	vienetai
menselijke	žmonijos
menselijke	žmogaus
menselijke	žmogus
bomen	medžiai
gescheiden	atskirtas
gescheiden	atskirta
gescheiden	išsiskyrė
geregeld	reguliuojamos
geregeld	reglamentuojami
duo	duo
kaarten	žemėlapiai
bloed	kraujas
democratische	demokratinė
democratische	demokratinis
democratische	demokratinės
democratische	demokratinėje
aanvallen	išpuoliai
aanvallen	išpuolių
aanvallen	ataka
traditie	tradicijos
traditie	tradicijomis
traditie	tradicija
traditie	tradicijų
dirk	dirk
hoorn	ragas
feiten	faktai
slachtoffers	aukas
slachtoffers	aukos
slachtoffers	aukų
pers	spaudos
rust	poilsio
rust	rūdžių
rust	poilsio
rust	poilsis
kroon	karūna
angel	angelas
jou	tu
baby	baby
baby	mažyte
baby	mažylis
baby	kūdikis
hamburg	hamburg
phil	filai
katholiek	katalikų
bossen	miškas
bossen	miško
bossen	miškais
bossen	miškai
bossen	miškas
raymond	raimondas
overal	niekur
overal	visur
symbool	simbolis
symbool	pulkininkas
meester	kapitonas
letterlijk	tiesiogine
verslaan	nugalėti
jouw	tavo
jouw	savo
jouw	jūsų
beeldhouwer	skulptorius
friese	fryzų
adam	adamas
maximaal	didžiausias
schilderijen	piešiniai
schilderijen	paveikslai
mario	mario
kern	branduolys
jim	džimas
britten	britanijos
britten	britai
britten	britų
long	plaučiai
long	plaučių
long	ilgai
long	ilga
long	ilgas
mogelijkheden	galimybės
aanvaller	užpuolikas
gemakkelijk	lengvai
gemakkelijk	lengva
gemakkelijk	lengvai
commentaar	komentaras
commentaar	komentarų
commentaar	komentuoti
commentaar	komentaras
commentaar	komentarai
commentaar	pastabas
commentaar	pastabos
commentaar	komentaruose
klopt	tiesa
klopt	tikra
suriname	surinamas
reizen	kelionėms
reizen	kelionei
reizen	kelione
reizen	kelionės
reizen	kelionė
bewijs	įrodymai
bewijs	įrodymas
circuit	trasa
circuit	grandinė
ongeluk	negeroves
ongeluk	avarija
ongeluk	avarijos
geblokkeerd	užblokuotas
bock	bock
atp	atp
elizabeth	elizabet
huid	oda
huid	odos
stelling	teorema
wetenschappen	mokslas
wetenschappen	mokslo
wetenschappen	mokslai
sterren	žvaigždžių
echtgenote	sutuoktinis
echtgenote	žmona
groeien	auga
groeien	auga
groeien	augti
line	linija
spoor	geležinkelis
spoor	geležinkelių
spoor	geležinkeliai
spoor	pėdsakai
spoor	pėdsakų
spoor	sekti
bezetting	profesija
bezetting	užsiėmimas
indische	indas
indische	indijos
arm	vargšas
arm	vargšai
arm	rankos
verplicht	privalomi
verplicht	privalomas
jackson	jackson
spin	spin
aangesteld	paskirtas
medewerkers	associates
bodem	dirvožemio
bodem	dirvožemį
bodem	dirvožemis
omroep	transliavimas
omroep	transliavimo
ontslag	atsistatydinimo
leefde	gyveno
leefde	gyvenau
werkelijkheid	tikrovė
werkelijkheid	realybe
werkelijkheid	realybės
werkelijkheid	realybė
vorst	frost
victoria	viktorija
zone	zona
bosch	bosch
verlies	nuostoliai
paard	žirgas
paard	arklys
paard	arkliai
paard	arklio
diep	giliai
diep	gilus
diep	gili
diep	giliai
muzikale	muzikos
gevaar	pavojus
element	elementas
volwassen	suaugusieji
volwassen	suaugusiems
volwassen	suaugusiųjų
volwassen	subrendęs
plaat	plokštė
plaat	plokštės
optredens	pasirodymai
grondwet	konstitucija
kijk	saugok
kijk	prižiūrėti
rijdt	vykdo
winst	pelnas
winst	pelno
heinrich	henrikas
interieur	interjero
heerlijkheid	šlovės
heerlijkheid	garbė
architectuur	architektūra
gevangenis	kalėjimas
gevangenis	kalėjimą
gevangenis	kalėjimas
niks	nieko
lewis	lewis
franz	franz
levende	gyventi
levende	gyvenimo
levende	gyvos
colombia	kolumbija
colombia	kolumbijos
marcus	markusas
maan	palydovas
samenstelling	sudėtis
wild	laukiniai
wild	laukinių
ierse	airių
ierse	airijos
ierse	airiai
verklaard	deklaruotas
wachten	laukiu
wachten	laukia
wachten	laukimas
pop	lėlė
brons	bronza
polder	polderis
heuvel	kalvos
georges	georges
akkoord	sutarta
ideeën	idėjų
ideeën	idėjos
adams	adams
senaat	senato
senaat	senatas
sluit	uždaryti
sluit	glaudžiai
sluit	užverti
arnold	arnoldas
bus	autobusas
bus	autobuso
bus	autobusų
raakt	paliečia
communistische	komunistų
communistische	komunistai
betalen	mokėjimo
steeg	alėjos
producer	gamintojas
veiligheid	saugos
veiligheid	sauga
academy	akademija
zender	siųstuvas
terugkeer	grįžimas
terugkeer	grįžti
terugkeer	grąžos
professioneel	profesinės
professioneel	profesionalus
professioneel	profesionaliai
gevangen	pasodino
gevangen	nelaisvėje
gevangen	pagavo
kocht	nusipirko
redelijk	pagrįstai
redelijk	sąžiningą
capaciteit	pajėgumas
capaciteit	pajėgumai
capaciteit	talpa
archief	archyvas
archief	archyvai
voltooid	atliktas
voltooid	baigtos
toernooien	turnyrai
dam	dam
constructie	statyba
bart	bartai
vuur	ugnies
vuur	gaisro
vuur	gaisras
vuur	ugnis
olie	naftos
olie	alyva
olie	aliejus
paulus	paulus
paulus	paulius
boer	valstiečių
boer	boer
boer	ūkininkas
sloveense	slovėnijos
sloveense	slovėnų
sloveense	slovėnijos
sloveense	slovėnų
ingevoerd	importuota
ingevoerd	importuoti
ingevoerd	importuojamas
ingevoerd	importuojama
nergens	niekur
avond	vakaras
avond	vakaro
avond	vakare
noodzakelijk	būtinas
spelling	rašybos
neef	pusbrolis
neef	sūnėnas
athene	athena
dans	šokio
leopold	leopoldas
singles	singles
living	gyventi
living	gyvenimo
living	gyvos
snelle	greitas
snelle	greita
snelle	greitai
snelle	greitas
snelle	greitas
snelle	greita
snelle	greiti
snelle	greitai
snelle	greit
voorstellen	pasiūlymus
voorstellen	siūlymai
voorstellen	pasiūlymai
wilt	nori
wilt	norit
wiskundige	matematikas
advies	patarimų
advies	patarimai
advies	patarti
advies	konsultavimo
vluchten	skrydžiai
verwacht	tikėtis
arena	arena
drums	būgnai
honderden	šimtai
rivieren	upės
rivieren	upių
rivieren	upes
oostelijk	rytų
congres	kongresas
dick	dikas
hersteld	atkurtas
hersteld	atkuriama
hersteld	atkurta
games	žaidimų
games	žaidimai
pruisen	prūsija
reacties	komentarai
reacties	pastabas
reacties	pastabos
reacties	komentaruose
opvallend	nepaprastas
opvallend	įspūdingų
glas	stiklas
glas	stiklinė
glas	stiklo
vliegtuigen	lėktuvai
vliegtuigen	orlaivis
vliegtuigen	orlaiviai
vliegtuigen	lėktuvas
zonen	sūnūs
poort	vartų
poort	vartai
poort	vartai
middeleeuwse	viduramžių
francis	pranciškus
verdween	dingo
geboorte	gimimas
filipijnen	filipinai
guinea	gvinėja
tientallen	dešimtys
twente	twente
toegestaan	įgaliotasis
toegestaan	leidžiama
toegestaan	absoliutus
toegestaan	leidžiama
sneller	greitesnis
sneller	greitesnis
chinees	kinų
chinees	kinijos
chinees	kinas
onzin	nesąmonė
clark	klarkas
mooie	graži
mooie	gražu
socialistische	socialistų
families	šeimų
technisch	techninių
moore	moore
tim	timas
ford	ford
professionele	profesinės
professionele	profesionalus
pools	baseinai
heilig	šventa
heilig	švento
florida	florida
stations	stotys
goederen	prekės
leer	oda
leer	odos
leer	mokytis
opmaak	formatavimo
opmaak	išdėstymo
opmaak	išdėstymas
minuut	minutė
minuut	minutę
elite	elitas
elite	elite
tentoonstelling	parodos
tentoonstelling	paroda
jongste	jauniausias
westelijk	vakarų
westelijk	vakarai
westelijk	vakarų
beschermen	apsaugoti
militairen	karinė
militairen	karinis
militairen	karinės
oom	dėdė
oom	dėde
basgitaar	žemi
stammen	kilę
modern	moderni
theo	teo
nord	nord
aziatische	azijos
hongaars	vengrijos
voorgaande	ankstesnė
voorgaande	ankstesnis
voorgaande	ankstesnių
bewerking	eksploatavimas
bewerking	veikimas
bewerking	operacija
specifiek	konkrečių
velen	daug
junior	junior
junior	jaunesnysis
massa	masė
massa	masės
winnaars	laimėtojus
winnaars	laimėtojai
winnaars	nugalėtojai
tibet	tibetas
tibet	tibete
tibet	tibeto
verklaarde	deklaruotas
vertrouwen	tikėjimą
risico	pavojus
liedjes	dainas
liedjes	dainos
liedjes	dainų
gulden	auksinis
leraar	mokytoja
geestelijke	dvasinis
geestelijke	psichikos
ploegen	plūgas
ploegen	komandos
ploegen	komandas
two	du
treden	žingsniai
maurice	maurice
guy	vyrukas
guy	vaikinas
pensioen	pensija
pensioen	pensijos
pensioen	pensija
pensioen	pensijos
beek	upelio
beek	stream
rally	ralio
krachten	jėgos
krachten	pajėgos
kampen	stovyklos
kampen	stovyklose
verliezen	nuostoliai
millimeter	milimetrų
millimeter	milimetrų
interesse	domina
interesse	susidomėję
ernstig	rimti
ernstig	rimta
ernstig	rimtas
ernstig	rimtų
ernstig	sunkus
verbetering	gerinimo
verbetering	pagerėjimas
bot	kaulų
bot	kaulas
bot	kaulai
uitvoeren	vykdyti
uitvoeren	vykdyti
makkelijk	lengvai
makkelijk	lengva
makkelijk	lengvai
motorfietsen	motociklai
bereid	paruošti
weigerde	atsisakė
opnames	pašalinimas
bang	išsigandęs
bang	išsigandęs
bang	bang
baden	baden
baden	vonios
vertrek	išvykimas
vertrek	išvykimo
agent	agentas
ray	ray
geboorteplaats	šeimininkus
boot	valties
boot	valtis
hoor	išgirsti
nazi	nacių
ontbreekt	trūksta
oprichter	įkūrėjas
bal	bal
bal	balius
bal	kamuolys
stukje	vnt
stukje	gabalas
docent	dėstytoja
docent	mokytoja
geweld	smurto
rowspan	rowspan
gezag	institucija
girl	mergaite
girl	mergaitė
girl	mergina
girl	merga
miller	mileris
gespecialiseerd	specializuotų
gespecialiseerd	specializuotos
gespecialiseerd	specializuota
gespecialiseerd	specializuotas
gespecialiseerd	specialistų
adolf	adolfas
praag	praha
praag	prahos
finales	finalo
lady	ledi
lady	dama
lady	damos
trekt	pateikiamos
ontbreken	trūksta
zwemmen	plaukimo
zwemmen	plaukia
restauratie	atkūrimas
restauratie	atstatymas
restauratie	atkūrimo
leuk	smagu
leuk	smagiai
leuk	linksma
leuk	linksmai
leuk	gražiai
leuk	gražus
leuk	gražūs
leuk	gražu
ken	kenas
wolf	vilkas
leerde	išmoko
lint	ribbon
vandalisme	vandalizmo
middelen	ištekliai
middelen	išteklių
action	veiksmas
stadsdeel	borough
schiereiland	pusiasalio
thailand	tailandas
regiment	pulkas
regiment	pulką
kwalificatie	kvalifikacijos
kwalificatie	kvalifikacija
hedendaagse	šiuolaikinio
gehuwd	vedęs
gehuwd	ištekėjusi
jongens	berniukai
jongens	vaikinai
orchestra	orkestras
prestaties	pasiekimai
prestaties	pasiekimų
prestaties	pasiekimus
prestaties	laimėjimai
prestaties	pasirodymai
anthony	antanas
jeruzalem	jeruzalės
lord	viešpatie
sprak	kalbėjo
publicatie	leidyba
publicatie	leidybos
café	cafe
café	kavinė
toestel	įrenginys
eindigt	baigiama
eindigt	baigiasi
expeditie	ekspedicija
oekraïne	ukrainoje
oekraïne	ukraina
maarten	martenas
samuel	samuel
jordan	jordan
jordan	jordanija
jordan	jordanijos
gehucht	hamletas
ned	nedas
louise	luiza
honderd	šimtai
tunnel	tunelis
tunnel	tunelio
tunnel	tunelį
groeten	linkėjimai
groeten	sveikinimai
kennelijk	matyt
junioren	juniors
gerrit	gerrit
estadio	estadio
oxford	oksfordo
wang	wang
classic	klasikinis
uitslag	išbėrimas
uitslag	bėrimas
schotse	škotijos
gevoel	jausmas
gevoel	pojūtis
afgesloten	uždarytos
afgesloten	uždaryta
afgesloten	uždara
draait	kojom
aanzienlijk	gerokai
filosoof	filosofas
tanden	dantys
insecten	vabzdžiai
insecten	vabzdžių
insecten	vabzdžių
insecten	vabzdžiai
insecten	vabalai
verbindt	sujungia
jimmy	jimmy
jimmy	džimis
hogeschool	koledžas
hogeschool	kolegijos
hogeschool	kolegija
hogeschool	koledžo
deur	durys
deur	durų
leerling	mokinių
leerling	mokinys
leerling	studentų
leerling	studentė
leerling	studentas
leerling	mokinys
campagne	kampanija
campagne	kampanijos
concerten	koncertai
trouw	atsidavusi
trouw	ištikimas
trouw	vesti
trouw	lojalumo
trouw	ištikimas
meisjes	mergaitės
meisjes	mergaites
meisjes	merginos
beleg	apgulties
vleugels	sparnai
vleugels	sparnus
istat	istat
assen	ašys
assen	ašių
assen	tiltai
assen	ašys
assen	asenas
bbc	bbc
bijbel	biblija
bijbel	biblijos
duizenden	tūkstančiai
motoren	motors
motoren	varikliai
straten	gatvės
straten	gatvėse
eugène	eugène
rang	perspektyvas
carolina	karolina
verkoop	parduodama
verkoop	pardavimai
verkoop	pardavimas
verkoop	parduotas
boston	boston
burgemeesters	merai
tegenstander	oponentas
samengesteld	surinktas
samengesteld	surinkti
samengesteld	surenkamos
samengesteld	surinktos
verhouding	santykis
ontwerpen	dizaino
ontwerpen	projektavimas
ontwerpen	dizaino
ontwerpen	dizainas
troon	sostą
troon	sosto
literaire	literatūros
verkopen	parduodama
verkopen	pardavimai
verkopen	pardavimas
verkopen	parduotas
onmogelijk	neįmanoma
disney	disney
servië	serbija
servië	serbų
canvas	drobė
winkel	parduotuvėje
winkel	parduotuvė
winkel	apsipirkti
winkel	laikyti
winkel	parduotuvė
vries	vries
suite	apartamentai
slowakije	slovakija
slowakije	slovakijos
wezen	padaras
psv	psv
verliefd	naikinimas
samenleving	visuomenė
beheerd	pavyko
beheerd	valdoma
beheerd	valdomi
milaan	milanas
milaan	milano
division	kvadratas
negende	devintojo
toon	toon
producent	gamintojas
producent	gamintojas
snelste	greičiausias
kelly	kelly
jongeren	jaunimo
jongeren	jaunimas
melding	pranešimo
melding	pranešimas
müller	müller
müller	muller
shorts	šortai
special	specialių
lambert	lambert
master	kapitonas
klaas	klaas
liga	lygos
liga	lyga
nicolas	nicolas
hertogdom	kunigaikštystė
hond	suo
hond	šuo
ontdekte	atrado
ontdekte	aptikta
jules	jules
ludwig	ludwig
boy	berniukas
arabisch	arabų
bestuurder	vairuotojo
bestuurder	mašinistas
bestuurder	vairuotojas
taken	uždaviniai
taken	užduotys
taken	pareigas
camera	kamera
power	galios
power	galia
koningen	karaliai
philip	philip
gelukkig	laimingai
gelukkig	pasisekė
gelukkig	laiminga
gelukkig	laimingas
gelukkig	laimingi
masters	kapitonai
islamitische	islamo
toegelaten	įgaliotasis
toegelaten	leidžiama
toegelaten	absoliutus
toegelaten	leidžiama
enorm	didžiuliai
enorm	milžiniškas
enorm	didžiulė
enorm	dideles
enorm	didžiulis
instelling	įstaiga
instelling	institucija
vreemd	keistas
vreemd	keistai
vreemd	keista
vreemd	keistas
vreemd	keista
ali	ali
analyse	analizė
johanna	džoana
trek	trek
story	istorijos
story	pasakojimas
story	istorija
drama	drama
drama	dramos
dak	stogas
dak	stogo
redden	gelbėjimo
redden	gelbėjimas
eer	garbės
eer	garbė
eer	garbės
eer	garbė
more	daugiau
tenzij	nebent
verkregen	įsigijo
boys	berniukai
drummer	būgnininkas
test	bandymo
test	bandomoji
test	bandymas
origineel	originalai
dave	dave
dave	deivas
verdediging	gynyba
verdediging	gynybos
verdediging	gynyba
verdediging	gynybos
kopje	taurė
dame	ledi
dame	dama
dame	damos
bert	bert
hoeven	kanopos
draaien	rotacijos
draaien	spin
bewust	sąmoningo
bewust	tyčia
bezet	užimta
bezet	okupuotoje
like	lyg
like	kaip
onderzoeken	tyrimai
onderzoeken	tyrimus
onderzoeken	tyrimus
kopenhagen	kopenhagos
kopenhagen	kopenhaga
oostende	ostendės
thomson	thomson
mannetjes	patinai
leipzig	leipcigo
iran	iranas
ernstige	rimti
ernstige	rimta
ernstige	rimtas
ernstige	rimtų
ernstige	sunkus
benoemde	paskirtas
eigenlijke	faktinės
sprint	sprintas
liberale	liberalų
vorming	formavimas
races	lenktynes
vriendin	mergina
vriendin	draugė
vriendin	draugo
vriendin	drauge
vriendin	draugas
stephen	stephen
nicolaas	nikolai
opnemen	įrašas
opnemen	įrašymo
opnemen	registravimas
opnemen	įrašymas
negentig	devyniasdešimt
waarheid	tiesa
waarheid	tiesos
autonome	savarankiška
verbond	aljanso
transport	transportas
jacobus	james
jacobus	džeimsas
jacobus	jacobus
interessant	įdomu
interessant	įdomus
palts	pfalcas
volgorde	seka
wijziging	pakeitimas
dochters	dukros
vreemde	keistas
vreemde	keista
vreemde	svetimas
rudolf	rudolph
rudolf	rudolf
banden	padangas
banden	padangos
andrew	endriu
chili	čili
conservatorium	konservatorijos
heart	širdy
heart	širdies
heart	širdis
donkere	tamsus
donkere	tamsi
donkere	tamsiai
nederlaag	nugalėti
ivan	ivanas
stappen	žingsniai
firma	firma
serieus	rimti
serieus	rimta
serieus	rimtas
serieus	rimtų
serieus	rimtai
bijen	bitės
bijen	bičių
bijen	bitės
bijen	bičių
bijen	bi
kees	kees
georg	georg
vergeten	pamiršti
vos	lapė
knvb	knvb
wetten	įstatymai
zeg	pasakyti
verdwijnen	dingsta
woordenboek	žodynas
douglas	douglas
bezwaar	protestas
bezwaar	prieštaravimo
bezwaar	prieštaravimas
bezwaar	prieštaravimai
bezwaar	protestai
bezwaar	prieštaravimų
doctor	gydytojo
doctor	gydytojas
zinnen	sakiniai
pianist	pianistas
volle	pilnas
volle	visu
force	force
norman	normanai
norman	mielės
kortrijk	kortrijk
nominaties	nominantai
cultureel	kultūriškai
hoogtepunt	didžiausia
abraham	abraham
vochtige	drėgnas
vochtige	drėgna
loire	loire
acteurs	aktoriai
acteurs	veikėjai
behoud	išsaugojimo
behoud	išsaugojimas
behoud	susilaikymas
behoud	išlaikymo
criteria	kriterijus
varianten	variantai
varianten	variantų
zand	smėlio
zand	smėlis
lot	išlikimas
opgelost	išspręsta
kopen	pirkti
amerikanen	amerikiečiai
zuster	sesuo
zuster	sese
zuster	sesė
zuster	slaugytoja
andrea	andrea
chen	čen
zachte	minkštas
zachte	minkšta
wisten	žinojo
gas	dujos
eieren	kiaušiniai
eieren	kiaušinių
eieren	kiaušinis
eieren	kiaušinių
eieren	kiaušiniai
eieren	kiaušinio
way	būdu
way	būdas
handig	būsimiems
discussies	diskusijos
discussies	diskusijas
discussies	diskusijos
discussies	aptarimas
discussies	diskusija
discussies	gijos
discussies	diskusijos
discussies	debatai
discussies	diskusijas
giovanni	giovanni
blues	bliuzo
protestantse	protestantų
voorwerpen	objektų
petersburg	peterburgo
schmidt	schmidt
voorgesteld	siūlomas
vrijdag	penktadienis
vrijdag	penktadienį
liederen	dainas
liederen	dainos
liederen	dainų
doelman	vartininkas
christendom	krikščionybė
joegoslavië	jugoslavijos
baker	baker
tram	tramvajų
tram	tramvajaus
ontslagen	laisvai
schild	skydo
schild	skydas
ondersoort	porūšiai
langere	ilgesnis
langere	ilgesnės
langere	ilgiau
ras	veislės
ras	veislė
laura	laura
fischer	fischer
leftarm	leftarm
irak	irakas
werkelijk	tikrai
werkelijk	išties
werkelijk	tikrai
vrouwtjes	patelių
vrouwtjes	patelės
sydney	sidney
manieren	būdais
slachtoffer	aukai
