dhe	और
krejt	सब
antike	पुरातन
antike	प्राचीन
titulli	शीर्षक
titulli	शीर्षक
rilindjes	पुनर्जागरण
humbi	खोई
humbi	गुमशुदा
humbi	खोया
santa	संता
santa	सांता
tregime	कहानियाँ
tregime	कहानियां
bashkëpunim	साझेदारी
bashkëpunim	सहयोग
bashkëpunim	सहयोग
bashkëpunim	मिलीभगत
jugosllavisë	यूगोस्लाविया
shpella	गुफ़ा
shpella	गुफा
shpella	गुफाएँ
shpella	गुफाएं
elektronike	इलेक्ट्रॉनिक्स
elektronike	इलेक्ट्रानिक
elektronike	इलेक्ट्रॉनिक
maleve	kyu
kilometra	किलोमीटर
kilometra	किलोमीटर
kulla	बुर्जों
kulla	बुर्ज
kulla	टावर
kulla	मीनार
shkëmb	शैल
shkëmb	रॉक
shkëmb	चट्टान
shkëmb	चट्टान
zot	अल्लाह
zot	ईश्वर
zot	भगवान
zot	परमेश्वर
zot	भगवान
zot	प्रभु
zot	रब
funksion	फंक्शन
funksion	फ़ंक्शन
funksion	प्रकार्य
funksion	फलन
sipër	उपर
sipër	ऊपर
sipër	टॉप
sipër	शीर्ष
sipër	अरदास
sipër	ऊपर
financiare	वित्तीय
vlerat	मानों
vlerat	मान
zëri	ध्वनि
zëri	आवाज
zëri	वॉइस
zëri	आवाज़
zëri	आडियो
zëri	ऑडियो
malin	आरोह
malin	माउंट
forcë	ताकत
forcë	सामर्थ्य
forcë	मजबूती
forcë	शक्ति
forcë	बल
forcë	फ़ोर्स
përbëjnë	मुद्रा
përbëjnë	पोज़
xhami	masjid
xhami	काँच
xhami	काच
xhami	गिलास
xhami	ग्लास
xhami	कांच
xhami	मस्जिदों
xhami	मस्ज़िद
xhami	मस्जिद
xhami	मस्जिदों
xhami	मस्जिदे
komunist	कम्युनिस्ट
perëndimor	पश्चिमी
tim	tim
tim	टिम
magnetike	चुम्बकीय
proces	प्रक्रिया
proces	प्रक्रम
konsideruar	समझी
konsideruar	माना
xiv	xiv
flet	बोलती
festivali	त्यौहार
festivali	त्योहार
festivali	उत्सव
festivali	फ़ेस्टिवल
festivali	पर्व
kombeve	राष्ट्रों
kombeve	राष्ट्र
holandë	नीदरलैंड
holandë	नीदरलैंड्स
holandë	हॉलैंड
përmendur	उल्लेखित
fotografi	photo
fotografi	फोटो
fotografi	फ़ोटो
fotografi	फोटोग्राफी
fotografi	फ़ोटोग्राफ़ी
fotografi	छायांकन
fotografi	छायाचित्र
fotografi	फोटो
fotografi	तस्वीरें
fotografi	फ़ोटो
fotografi	छवियाँ
fotografi	चित्र
fotografi	पिक्चर्स
fotografi	तस्वीरें
prodhimi	आउटपुट
prodhimi	उत्पादन
vazhduar	जारी
dashuri	प्यार
dashuri	मोहब्बत
dashuri	प्रेम
temperatura	तापमान
serbia	सर्बिया
youthyears	youthyears
vazhdimisht	लगातार
roma	रोम
këngëtar	singer
këngëtar	गायक
këngëtar	सिंगर
kalaja	किला
kalaja	किला
rilindja	पुनर्जागरण
përpjekje	प्रयास
përpjekje	प्रयत्न
detare	समुद्रतट
detare	मरीन
detare	समुद्री
detare	नवल
detare	मेरीटाइम
secili	प्रत्येक
mbështetur	समर्थित
gratë	औरतों
gratë	स्त्रियाँ
gratë	महिलाएँ
gratë	महिलाएं
gratë	महिलाओं
kulturor	सांस्कृतिक
sistemet	सिस्टम
sistemet	सिस्टम्स
sistemet	प्रणालियों
pierre	पियरे
famshme	मशहूर
famshme	प्रसिद्ध
kompania	कंपनी
kompania	कम्पनी
kategoria	वर्ग
kategoria	श्रेणी
herët	जल्दी
vendim	फैसला
vendim	निर्णय
social	सामाजिक
social	सोशल
saktë	सटीक
saktë	सही
gol	gol
gol	गोल
gol	ध्येय
gol	लक्ष्य
britanik	ब्रिटिश
britanik	अंग्रेजों
përfunduar	पूर्ण
përfunduar	पूरा
përfunduar	समाप्त
përfunduar	सम्पन्न
përfunduar	समाप्त
ben	बेन
instituti	इंस्टीट्यूट
instituti	संस्थान
njëjtë	समान
njëjtë	वही
online	ऑनलाइन
shërbeu	परोसा
letër	कागज़
letër	कागज
letër	पेपर
letër	लेटर
letër	पत्र
letër	अक्षर
problemet	समस्याएँ
problemet	समस्याएं
formula	फ़ॉर्मूला
formula	सूत्र
njësia	यूनिट
njësia	इकाई
njësia	ईकाई
njësia	उपयोगी
njësia	सुविधा
njësia	उपयोगिता
njësia	यूटिलिटी
energji	ऊर्जा
energji	उर्जा
rregullt	रेगुलर
rregullt	नियमित
diskutimet	चर्चाएँ
diskutimet	परिचर्चा
diskutimet	चर्चा
druri	लकड़ी
druri	वुड
druri	लकड़ी
druri	लकडी
druri	वृक्ष
druri	ट्री
druri	पेड़
librat	पुस्तकें
librat	पुस्तकों
librat	किताबें
librat	किताबे
spanjës	स्पेन
kujdes	ध्यान
kujdes	देखिये
kujdes	देखना
kujdes	देखें
përfundimisht	अंततः
përfundimisht	आखिरकार
tema	विषय
tema	टॉपिक
tema	प्रसंग
tema	थीम
kufizuar	limited
kufizuar	सीमित
kufizuar	प्रतिबंधित
pavarësinë	स्वतन्त्रता
pavarësinë	स्वतंत्रता
red	लाल
red	रेड
tom	टॉम
tom	tom
rusia	रुस
rusia	रूस
zezë	काले
zezë	काला
zezë	ब्लैक
ftohtë	कोल्ड
ftohtë	ठंड
ftohtë	सर्दी
ftohtë	ठंडा
kokë	दिमाग़
kokë	सिर
udhëhequr	led
muret	दीवारों
muret	दीवारें
armë	शस्त्र
armë	हथियार
armë	शस्त्र
armë	शस्त्रों
armë	हथियार
armë	बंदूक
armë	गन
armë	बंदूकें
armë	बंदूकों
teknike	तकनीकी
deti	सागर
deti	समुद्र
trupin	जिस्म
trupin	बॉडी
trupin	शरीर
trupin	देह
katalonia	केटलोनिआ
lojtar	खिलाड़ी
shkuar	गए
problem	समस्या
problem	प्रॉब्लम
objekt	वस्तु
objekt	ऑब्जेक्ट
brendshëm	आंतरिक
metal	धातु
metal	मेटल
nis	आरंभ
nis	प्रारंभ
nis	लॉन्च
nis	शुरूआत
nis	nis
përfaqësues	जनप्रतिनिधि
përfaqësues	प्रतिनिधि
përfaqësues	प्रतिनिधियों
përfaqësues	प्रतिनिधि
armatosur	सशस्त्र
armatosur	हथियारबंद
martuar	विवाहित
martuar	शादीशुदा
prishtina	pristina
zënë	व्यस्त
kan	कैन
kan	कान
kan	kan
studimi	अध्ययन
studimi	पढ़ाई
perandor	सम्राट
familjet	परिवारों
termi	पद
maja	माया
maja	माजा
maja	खमीर
role	भूमिकाएँ
programi	प्रोग्राम
programi	कार्यक्रम
japoni	जापान
japoni	जापानी
britania	ब्रिटेन
britania	britannia
krijimi	रचना
krijimi	सृजन
krijimi	निर्माण
krijimi	सृष्टि
sipërme	ऊपरी
sipërme	upper
sipërme	अपर
india	भारत
india	इंडिया
india	इण्डिया
fiton	जीता
fiton	जीत
fiton	विन्स
kuvendin	कान्वेंट
roli	भूमिका
prejardhje	पृष्ठभूमि
element	वस्तु
element	आइटम
element	मद
google	गूगल
google	google
rrethuar	घिरी
qindra	सौ
qindra	सैकड़ों
qindra	सैंकड़ों
dritë	रोशनी
dritë	प्रकाश
dritë	हल्का
dritë	लाइट
nëntë	नहला
nëntë	नौ
nëntë	नवीं
llojet	प्रकार
thomas	थॉमस
thomas	थामस
vendoset	स्थित
vendoset	स्तिथ
vendoset	तैनात
vendoset	तैनात
letrar	साहित्यिक
max	अधिकतम
sportive	क्रीड़ा
sportive	खेलकूद
sportive	स्पोर्ट्स
sportive	खेल
egër	जंगली
egër	वहशी
egër	savage
egër	जंगली
fushat	फ़ील्ड्स
fushat	फील्ड्स
fushat	फ़ील्ड
mbrojtje	रक्षा
mbrojtje	रक्षा
mbrojtje	संरक्षण
mbrojtje	सुरक्षा
faza	स्टेज
faza	चरण
faza	चरण
faza	स्टेज
gjithsej	कुल
drejtues	स्टीयरिंग
drejtues	परिचालन
manchester	मैनचेस्टर
has	चेहरे
has	चेहरों
shprehje	एक्सप्रेशन
shprehje	अभिव्यक्ति
princ	राजकुमार
princ	प्रिन्स
princ	प्रिंस
baza	बेस
baza	आधार
ndonëse	हालाँकि
ndonëse	हालांकि
ndonëse	यद्यपि
ndonëse	हालांकि
normale	सामान्य
shpirtërore	आध्यात्मिक
shërbyer	परोसा
park	उद्यान
park	पार्क
shah	शाह
shah	शतरंज
valign	valign
festa	party
festa	दल
festa	पार्टी
festa	छुट्टी
festa	अवकाश
gjuhët	भाषाएँ
gjuhët	भाषा
gjuhët	भाषाएं
naim	नईम
organizimin	आयोजन
politikë	पॉलिसी
politikë	नीति
politikë	राजनीति
politikë	पॉलिटिक्स
politikë	राजनीती
mësimet	उपदेशों
mësimet	शिक्षाओं
mundi	बीट
mundi	धड़कन
mundi	ताल
mundi	पराजित
teoria	सिद्धांत
teoria	सिद्धान्त
psh	like
psh	जैसे
hershëm	जल्दी
autorit	कॉपीराइट
autorit	स्वत्वाधिकार
autorit	कापीराइट
mbaroi	सम्पन्न
mbaroi	समाप्त
term	पद
hyrje	प्रवेश
hyrje	पहुँच
hyrje	एक्सेस
hyrje	पहुंच
hyrje	अभिगम
hyrje	एन्ट्री
hyrje	एंट्री
hyrje	प्रविष्टि
hyrje	लॉगिन
sri	श्री
detyra	कर्तव्य
detyra	ड्यूटी
detyra	कार्य
detyra	असाइनमेंट
detyra	कार्यभार
detyra	असाइनमेंट
detyra	कार्यभार
detyra	कार्य
gjendja	स्टेटस
gjendja	स्थिति
gjendja	प्रस्थिति
gjendja	औकात
shkenca	विज्ञान
end	अंत
end	समाप्ति
end	समाप्त
mod	मॉड
muhammad	मुहम्मद
trup	जिस्म
trup	बॉडी
trup	शरीर
trup	देह
lojë	गेम
lojë	खेल
barabartë	बराबर
poet	कवि
finlandë	फ़िनलैंड
finlandë	फिनलैंड
kuptim	भाव
bayern	bayern
ndryshon	बदलना
ndryshon	परिवर्तन
përballë	विपरीत
sëmundje	बीमारी
sëmundje	बीमारियाँ
sëmundje	रोगों
sëmundje	बीमारी
sëmundje	विकार
sëmundje	रोग
sëmundje	बीमारी
përdoruesit	उपयोगकर्ताओं
përdoruesit	प्रयोगकर्ता
përdoruesit	उपयोगकर्ता
përdoruesit	उपयोक्ता
dega	शाखा
projekti	परियोजना
projekti	प्रोजेक्ट
mbante	bore
imam	इमाम
dëshmi	साक्ष्य
dëshmi	सबूत
dëshmi	प्रमाण
dëshmi	गवाही
dëshmi	सबूत
dëshmi	प्रूफ
dëshmi	प्रमाण
popull	लोग
popull	लोगों
popull	उम्मा
popull	देश
popull	राष्ट्र
popull	स्वदेश
kryen	प्रतिबद्ध
kryen	वचनबद्ध
australia	आस्ट्रेलिया
australia	ऑस्ट्रेलिया
sheh	मनीषी
sheh	देख
sheh	देखें
sheh	देखिए
javë	हफ्ते
javë	सप्ताह
javë	हफ्ते
javë	सप्ताह
alexander	अलेक्जेंडर
alexander	सिकंदर
prindërit	अभिभावक
ndryshimet	परिवर्तन
mbretërore	राजसी
mbretërore	नवाबी
mbretërore	रॉयल
mbretërore	शाही
mbretërore	royal
org	org
henry	हेनरी
donte	चाही
gjithçka	सबकुछ
mijëra	हज़ारो
mijëra	हजारों
mijëra	हजारो
mijëra	हज़ारों
energjia	ऊर्जा
energjia	उर्जा
simbol	चिह्न
simbol	संकेत
simbol	प्रतीक
atdheut	मातृभूमि
tempujt	मंदिरों
lejuar	अनुमति
lejuar	अनुमत
anët	किनारों
anët	किनारे
anët	किनारा
anët	पहलू
shtesë	अतिरिक्त
shtesë	अनुपूरक
shtesë	संपूरक
shtesë	अतिरिक्त
listë	सूची
origjinal	मूल
origjinal	मौलिक
origjinal	असली
europian	यूरोपियाई
europian	यूरोपीय
kongresit	कांग्रेस
kongresit	कॉंग्रेस
abdullah	अब्दुल्ला
abdullah	अब्दुल्लाह
abdullah	abdullah
rënë	गिरे
shënime	नोट्स
shënime	नोट
shënime	टिप्पणी
shënime	टीप
artist	कलाकार
vazhdueshme	स्थिरांक
vazhdueshme	निरंतर
vazhdueshme	निरंतर
vazhdueshme	लगातार
vazhdueshme	सतत
vazhdueshme	निरन्तर
shekuj	सदियों
shekuj	सदियां
gjata	लंबी
gjata	लंबा
gjata	लम्बी
gjata	long
muzikë	संगीत
muzikë	म्यूज़िक
lidhjen	कनेक्टिविटी
ide	विचारों
ide	विचार
ide	आईडिया
ide	विचार
liri	आज़ादी
liri	आजादी
liri	स्वतंत्रता
shkrimet	लेखन
shkrimet	कृतियाँ
shkrimet	लॉग
shkrimet	शास्त्रों
vëllezërit	ब्रदर्स
vëllezërit	भाइयों
vëllezërit	भाईयो
vëllezërit	भाइयो
sekretar	सचिव
final	फ़ाइनल
final	अंतिम
final	फाइनल
shpellat	गुफाएँ
shpellat	गुफाएं
përkatësisht	क्रमशः
rrugët	सड़कों
rrugët	सड़कें
rrugët	सड़कें
rrugët	गलियां
rrugët	गलियों
rrugët	मार्गों
rrugët	रूट
agim	भोर
agim	सूर्योदय
est	est
windows	विंडोज़
windows	खिड़कियाँ
date	तारीख
date	तारीख़
date	दिनांक
date	तिथि
tituj	शीर्षक
kongresi	कांग्रेस
kongresi	कॉंग्रेस
jugor	दक्षिणी
amerika	अमरीका
amerika	अमेरिका
vdes	मरना
vdes	मरता
manastirit	मठ
kishë	चैपल
kishë	गिरजाघर
kishë	चर्च
kishë	गिरिजाघर
model	मॉडल
metoda	विधि
metoda	विधियाँ
metoda	विधियां
metoda	विधि
kina	चीन
nxënës	छात्रों
nxënës	विद्यार्थी
nxënës	विद्यार्थियों
nxënës	विद्यार्थी
nxënës	student
nxënës	छात्र
nxënës	प्रशिक्षु
interes	रुचि
interes	रूचि
interes	ब्याज
çështjet	समस्याएँ
çështjet	मुद्दे
antonio	एंटोनियो
antonio	अंतोनियो
viii	viii
relativisht	अपेक्षाकृत
trupave	सैनिकों
ministria	मंत्रालय
hapi	चरण
hapi	स्टेप
hapi	कदम
mbahet	आयोजित
mbahet	कायम
ndahen	जुदा
ndahen	अलग
ndahen	जुदा
ndahen	अलग
ndahen	पृथक
ndërtesa	बिल्डिंग
ndërtesa	भवन
ndërtesa	भवनों
ndërtesa	भवन
ndërtesa	इमारतें
italisht	इतालवी
muzeu	संग्रहालय
klima	जलवायु
vlerësuar	सराहा
vlerësuar	सराहना
christian	क्रिश्चियन
christian	क्रिस्चियन
christian	ईसाई
greqia	यूनानी
greqia	ग्रीस
greqia	यूनान
greqia	यूनानियों
baba	baba
baba	बाबा
baba	dad
baba	पिताजी
baba	डैड
baba	चचा
baba	बाप
baba	father
baba	पिता
rumani	रोमानियाई
rumani	रोमानिया
mësuar	सीखा
mësuar	सीखे
porta	गेट
porta	द्वार
porta	फाटक
porta	पोर्टा
ushtri	आर्मी
ushtri	फ़ौज
ushtri	सेना
ushtri	फौज
gazetar	पत्रकार
gazetar	रिपोर्टर
grupet	समूहों
grupet	समूह
detyrën	कर्तव्य
detyrën	ड्यूटी
krahasim	तुलना
abu	आबू
abu	abu
krahina	प्रान्त
krahina	प्रांतों
krahina	प्रांत
richard	रिचर्ड
ndryshim	परिवर्तन
ndryshim	बदलाव
ndryshim	बदलें
ndryshim	भिन्नता
ndryshim	फर्क
ndryshim	अंतर
vlen	लायक
ekonomi	अर्थशास्त्र
ekonomi	अर्थव्यवस्था
sytë	निगाहों
sytë	आँखे
sytë	आंखें
sytë	आँखें
rus	रूसी
rus	rus
kodër	पहाड़ी
kodër	हिल
veprim	क्रिया
veprim	एक्शन
veprim	कार्रवाई
ndaluar	वर्जित
ndaluar	मनाही
ndaluar	निषिद्ध
ndaluar	हराम
ndaluar	प्रतिबंधित
ndaluar	बैन
pozita	स्थितियाँ
shoqëria	सोसायटी
shoqëria	समाज
shoqëria	मित्रता
shoqëria	दोस्ती
master	मास्टर
master	निपुण
themelues	संस्थापक
dobët	निर्बल
dobët	दुर्बल
dobët	कमज़ोर
dobët	कमजोर
lokal	स्थानीय
lokal	लोकल
moment	क्षण
moment	पल
direkt	डायरेक्ट
direkt	प्रत्यक्ष
direkt	direct
direkt	सीधा
direkt	सीधे
isa	isa
politika	राजनीति
politika	पॉलिटिक्स
politika	राजनीती
kryeqytet	राजधानी
kryeqytet	पूंजी
besim	ईमान
besim	विश्वास
besim	आस्था
besim	आत्मविश्वास
besim	विश्वास
besim	भरोसा
besim	ट्रस्ट
besim	विश्वास
besim	मान्यता
besim	विश्वास
besim	आत्मविश्वास
besim	आश्वस्त
pushteti	पावर
pushteti	शक्ति
pop	पॉप
website	वेबसाइट
website	जालस्थल
feja	मजहब
feja	धर्म
pastër	साफ
pastër	शुद्ध
pastër	प्योर
pastër	pure
stil	शैली
stil	style
stil	अंदाज़
stil	स्टाइल
but	बूट
studio	स्टूडियो
studio	स्टुडियो
islamike	इस्लामिक
islamike	इस्लामी
islamike	इस्लामवादी
vëllai	भाई
vëllai	bhai
serbë	serbs
armatosura	सशस्त्र
armatosura	हथियारबंद
verë	summer
verë	ग्रीष्म
verë	गर्मियों
verë	गर्मी
verë	गर्मियाँ
verë	शराब
verë	वाइन
kuptohet	समझा
gjëra	बातों
gjëra	चीजें
gjëra	चीज़ें
gjëra	बातें
gjëra	बाते
gjëra	सामान
urbane	अर्बन
urbane	नगरीय
urbane	शहरी
erës	पवनचक्की
erës	वायु
erës	पवन
erës	विंड
erës	हवा
teksti	पाठ
teksti	टेक्स्ट
ligjore	लीगल
ligjore	कानूनी
ligjore	विधिक
përpjekjet	प्रयत्न
përpjekjet	प्रयास
përpjekjet	कोशिशें
personal	पर्सनल
personal	व्यक्तिगत
personal	निजी
ndarja	पार्टिशन
ndarja	पार्टीशन
ndarja	विभाजन
ndarja	बिछड़
bregdetare	तटीय
kompani	कंपनी
kompani	कम्पनी
kompani	कंपनियों
kompani	कंपनियाँ
tokësore	स्थलीय
ekonomia	अर्थशास्त्र
ekonomia	अर्थव्यवस्था
ari	अरी
ari	भालू
ari	सोने
ari	सोना
ari	गोल्ड
ari	स्वर्ण
ari	सुनहरा
lidhen	सुनाना
media	मिडिया
media	मीडिया
dyte	दूसरा
dyte	सेकेंड
dyte	द्वितीय
dyte	सेकण्ड
dyte	सेकंड
dyte	दूसरी
dielli	सूरज
dielli	रवि
dielli	सन
dielli	सूर्य
friedrich	फ्रेडरिक
origjinale	वास्तविक
origjinale	मूल
origjinale	मौलिक
origjinale	असली
anije	जहाज
anije	जहाजों
anije	जहाज
anije	शिप
anije	जलयान
anije	नौका
anije	नाव
indi	भारत
indi	इंडिया
indi	इण्डिया
shoqëri	कंपनी
shoqëri	कम्पनी
shoqëri	सोसायटी
shoqëri	समाज
gjak	खून
gjak	लहू
gjak	रक्त
përrua	क्रीक
egjipt	इजिप्ट
egjipt	मिस्त्र
egjipt	मिस्र
egjipt	मिश्र
xii	xii
xii	बारहवीं
lule	फूल
lule	पुष्प
lule	फूल
lule	फ्लावर
lule	पुष्प
pyll	वुड्स
pyll	जंगल
pyll	वनों
pyll	वन
speciale	ख़ास
speciale	विशेष
speciale	खास
carlos	कार्लोस
makina	मशीन
makina	यंत्र
makina	कार
makina	गाड़ी
makina	गाडी
makina	car
makina	कार
makina	कारों
makina	कारें
makina	गाड़ियाँ
përshkruar	वर्णित
producent	उत्पादक
producent	निर्माता
gjatësia	लम्बाई
gjatësia	लंबाई
përshtatshme	उपयुक्त
përshtatshme	उचित
përshtatshme	उपयुक्त
përshtatshme	फ़ौजी
arabisht	अरबी
berlin	बर्लिन
qëllime	उद्देश्य
kitarë	गिटार
përgatitur	तैयारी
anti	एंटी
mbajt	आयोजित
flasin	बात
flasin	बोलें
flasin	बोलो
gur	पत्थर
gur	स्टोन
gur	शैल
gur	रॉक
gur	चट्टान
special	ख़ास
special	विशेष
special	खास
dendësia	घनत्व
vone	देरी
vone	देर
vone	लेट
figurë	छवि
figurë	प्रतिबिम्ब
figurë	चित्र
figurë	आकृति
figurë	फिगर
organet	अंगों
shokët	मित्रो
shokët	दोस्तो
shokët	मित्र
shokët	दोस्तों
shokët	मित्रों
trajneri	कोच
gjermanisht	जर्मन
gjermanisht	जर्मनी
aftë	सक्षम
teatrin	थिएटर
teatrin	सिनेमाघर
teatrin	रंगमंच
teatrin	थिएटर
marre	लिया
spanjolle	स्पैनिश
spanjolle	स्पेनिश
spanjolle	स्पेनी
american	अमेरिकन
american	अमेरिकी
american	अमरीकी
moshë	उम्र
moshë	आयु
hindu	hindu
hindu	हिंदू
hindu	हिन्दू
air	वायु
air	एयर
prapa	पीछे
prapa	बैक
prapa	पिछे
prapa	वापस
prapa	पीछे
prapa	पश्च
veprimet	क्रिया
veprimet	कार्रवाइयों
veprimet	कार्रवाइयाँ
veprimet	क्रियाएँ
kategorisë	वर्ग
kategorisë	श्रेणी
japonia	जापान
japonia	जापानी
gjysmën	हाफ़
gjysmën	आधा
gjysmën	आधी
gjysmën	हाफ
vendas	स्थानीय
vendas	लोकल
vendas	घरेलू
vendas	मूल
vendas	नेटिव
vendas	देशी
beograd	बेलग्रेड
arkeologjik	पुरातत्त्व
arkeologjik	पुरातत्व
grua	औरत
grua	नारी
grua	महिला
grua	स्त्री
niveli	स्तर
mysliman	मुसलमान
mysliman	मुस्लमान
mysliman	मुस्लिम
klub	क्लब
klub	क्लबों
përmbledhje	सारांश
përmbajtja	विषयवस्तु
përmbajtja	सामग्री
përmbajtja	विषयवस्तु
përmbajtja	सामग्री
austro	austro
çlirimtare	मुक्ति
qytetare	नागरिक
qytetare	नागरिक
tradita	परम्परा
tradita	परंपरा
tradita	परम्पराओं
tradita	परंपराएं
tradita	परंपराओं
della	देला
panjohur	अज्ञात
panjohur	अनजान
copa	टुकड़ो
copa	टुकड़े
elementet	तत्वों
elementet	तत्व
lëshuar	निर्गत
lëshuar	जारी
mesëm	मध्यम
mesëm	माध्यम
mesëm	मीडियम
dukshëm	दृष्टिगोचर
dukshëm	दृश्यमान
dukshëm	दृश्य
das	दास
official	अधिकारी
official	सरकारी
official	आधिकारिक
përkatëse	संबंधित
dashuria	प्यार
dashuria	मोहब्बत
dashuria	प्रेम
shfaqur	दिखाया
shfaqur	प्रदर्शित
akademia	अकादमी
free	निशुल्क
free	मुफ्त
free	मुक्त
free	फ्री
free	आजाद
free	फ़्री
nacional	nacional
det	सागर
det	समुद्र
zvicër	स्विट्जरलैंड
zvicër	स्विट्ज़रलैंड
tash	अब
tash	अभी
juaj	आपकी
juaj	आपके
juaj	आपका
juaj	अपने
juaj	अपना
dikush	किसी
piktura	चित्रकारी
piktura	चित्रकला
piktura	चित्रकारों
piktura	पेंटिंग
verior	उत्तरी
shoqatës	सम्बद्धता
shoqatës	एसोसिएशन
shoqatës	संघ
studiuar	पढ़ाई
shekujve	सदियों
shekujve	सदियां
ngjashëm	समान
mbushur	भरवां
mbushur	भरे
mbushur	भर
banka	बैंक
banka	बैंक्स
banka	बैंकों
banka	बैंको
banka	बैंकर
banka	बैंक
banka	बैंको
folur	बोला
marrëdhënie	स्तंभन
marrëdhënie	संभोग
marrëdhënie	मैथुन
marrëdhënie	रिश्ता
marrëdhënie	रिश्ते
marrëdhënie	संबन्ध
marrëdhënie	संबंध
plan	प्लान
plan	योजना
dyshim	संदेह
dyshim	शक
sllave	स्लावी
shenjë	चिह्न
ligjet	कानून
bashkim	यूनियन
bashkim	संघ
bashkim	रवि
bashkim	रीयूनियन
bashkim	पुनर्मिलन
thatë	सूखा
thatë	सूख
thatë	सूखी
thatë	शुष्क
artin	कला
artin	आर्ट
afërsisht	लगभग
nderi	इज्ज़त
nderi	सम्मान
vaj	तेल
vaj	ऑयल
vaj	आयल
ndersa	जबकी
ndersa	जबकि
rinisë	जवानी
rinisë	युवा
rinisë	युवाओं
rinisë	युवावस्था
milan	मिलाने
milan	मिलन
milan	मिलियन
milan	मिलान
dhoma	कमरे
dhoma	rooms
dhoma	रूम
dhoma	कक्ष
dhoma	कक्ष
dhoma	कमरा
dhoma	कमरे
dhoma	रूम
datë	तारीख
datë	तारीख़
datë	दिनांक
datë	तिथि
kish	kis
kish	था
kish	kish
artikujt	लेख
artikujt	आलेख
gjeneral	जनरल
gjeneral	साधारण
gjeneral	सामान्य
show	दिखाओ
show	शो
show	दिखाएं
show	दिखाएँ
institucionet	संस्थाओं
institucionet	संस्थानों
kufijtë	सीमाएँ
kufijtë	किनारा
kufijtë	सीमायें
kufijtë	हाशिया
kufijtë	हाशिए
kufijtë	मार्जिन
doktor	दस्तावेज़
doktor	doctor
doktor	डाक्टर
doktor	डॉक्टर
personi	व्यक्ति
mëparshme	पिछले
mëparshme	पिछला
ligj	कानून
ligj	विधि
prodhim	आउटपुट
prodhim	उत्पाद
prodhim	उत्पादन
prodhim	विनिर्माण
prodhim	निर्माण
çmime	कीमतों
çmime	दामों
çmime	कीमतें
çmime	पुरस्कार
çmime	इनाम
çmime	पुरस्कार
varg	सीमा
varg	दायरा
varg	वाक्यांश
varg	स्ट्रिंग
line	लाइन
line	पंक्ति
line	रेखा
line	लकीर
sekretari	सचिव
fort	कड़ा
fort	टाइट
fort	कस
fort	तंग
fort	हार्ड
fort	कड़ा
fort	कठिन
fort	कठोर
fort	मेहनत
fort	मुश्किल
fort	मजबूत
fort	मज़बूत
fort	बलवान
fort	दमदार
fort	किला
fort	फोर्ट
valle	नाच
valle	डांस
valle	नृत्य
industriale	औद्योगिक
mëparshëm	पिछले
mëparshëm	पिछला
piktor	पेंटर
piktor	चित्रकार
mesjetare	मध्यकालीन
stili	शैली
stili	style
stili	अंदाज़
stili	स्टाइल
ndikuar	बहकावे
filmat	फिल्में
filmat	मूवी
filmat	फ़िल्में
filmat	फिल्मों
teori	सिद्धांत
teori	सिद्धान्त
natën	रात
natën	रात्रि
andrea	एंड्रिया
marr	पाएँ
marr	मिलेंगी
fisi	गोत्र
fisi	कबीले
fisi	जनजाति
klasa	क्लासेस
klasa	वर्ग
klasa	कक्षा
klasa	वर्ग
klasa	क्लास
kampion	चैम्पियन
kampion	champ
kampion	चैम्पियन
kampion	चैंपियन
manuel	मैनुएल
mbretërinë	फ्रेम
butë	कोमल
butë	सौम्य
butë	नर्म
butë	सॉफ्ट
butë	मुलायम
butë	नरम
butë	चिकनी
butë	चिकना
skenë	दृश्य
skenë	सीन
skenë	झाँकी
skenë	चरण
skenë	स्टेज
ndikimi	प्रभाव
daniel	डैनियल
daniel	डेनियल
publikuar	प्रकाशित
tekst	पाठ
tekst	टेक्स्ट
institutit	इंस्टीट्यूट
institutit	संस्थान
futbolli	सॉकर
futbolli	फुटबॉल
futbolli	फुटबाल
futbolli	फ़ुटबॉल
pushtimin	आक्रमण
austria	आस्ट्रिया
austria	ऑस्ट्रिया
marie	मारी
zemër	जानेमन
lidh	जुड़ें
lidh	कनेक्ट
gjat	लंबी
gjat	लंबा
gjat	लम्बी
gjat	long
djalë	छोरा
djalë	लड़का
djalë	लडका
djalë	बॉय
djalë	लड़के
rasti	केस
rasti	मामला
currentclub	currentclub
south	दक्षिणी
south	साउथ
south	दक्षिण
paraqitje	प्रस्तुतिकरण
paraqitje	प्रस्तुतियों
paraqitje	प्रस्तुति
paraqitje	प्रस्तुतिकरण
paraqitje	प्रस्तुतीकरण
loja	गेम
loja	खेल
usa	यूएसए
kategori	वर्ग
kategori	श्रेणी
kategori	श्रेणियाँ
kategori	श्रेणी
#aaa	#aaa
spanjoll	स्पैनिश
spanjoll	स्पेनिश
spanjoll	स्पेनी
jetoi	जिया
gjurmë	ट्रेस
gjurmë	ट्रेल
gjurmë	ट्रैक
gjurmë	ट्रैक्स
gjurmë	पदचिह्न
emëruar	नियुक्त
ekzekutiv	कार्यकारी
ekzekutiv	कार्यपालिका
rregullat	नियम
çoi	चोई
pos	pos
besimi	ईमान
besimi	विश्वास
besimi	आस्था
besimi	आत्मविश्वास
besimi	विश्वास
besimi	भरोसा
besimi	ट्रस्ट
