है	האי
उचित	יאה
सड़क	סטריט
सड़क	רחוב
सड़क	כביש
रात	לילה
विदेशी	זר
विदेशी	זרה
विदेशी	זרות
कोशिश	נסי
कोशिश	נסה
कोशिश	תנסי
कोशिश	תנסה
सूत्र	הנוסחה
सूत्र	נוסחה
सूत्र	פורמולה
सूत्र	סוטרה
जीव	יצורים
जीव	ביצורים
जीव	אורגניזם
डिग्री	מעלות
डिग्री	תארים
डिग्री	דרגה
डिग्री	תואר
बाल	שיער
बाल	שערה
झील	אגם
झील	לייק
मामलों	מקרים
मामलों	תיקים
यद्यपि	למרות
स्वामी	הבעלים
स्वामी	בעלים
स्वामी	סוואמי
स्वामी	בעלים
सिर्फ	בלבד
सिर्फ	רק
सिर्फ	פשוט
सिर्फ	רק
कश्मीर	קשמיר
सुविधा	מתקן
सुविधा	תכונה
पिछले	קודמת
पिछले	הקודמת
पिछले	הקודם
पिछले	קודמים
आयु	אריכות
आयु	הגיל
आयु	גיל
आयु	גילאים
प्रचार	קידום
प्रचार	הקידום
प्रचार	קדמי
प्रचार	קדם
प्रचार	התעמולה
प्रचार	תעמולה
प्रशिक्षण	אימונים
प्रशिक्षण	אימון
प्रशिक्षण	הכשרה
फ़रवरी	בפברואר
फ़रवरी	פברואר
फ़रवरी	פברואר
रेडियो	רדיו
डिजाइन	עיצובים
डिजाइन	עיצוב
कंप्यूटर	מחשב
कंप्यूटर	מחשבים
मंत्री	שר
मंत्री	השר
मंत्री	שרים
मंत्री	השרים
सम्बन्ध	קרבה
सम्बन्ध	קירבה
सम्बन्ध	יחס
सम्बन्ध	יחסים
सम्बन्ध	יחסי
आबादी	מאוכלס
आबादी	מיושב
आबादी	אוכלוסיית
आबादी	אוכלוסייה
आबादी	אוכלוסיה
तत्व	יסודות
तत्व	אלמנטים
तत्व	יסוד
तत्व	אלמנט
दस	עשר
दस	ten
दस	עשרה
भौतिक	גופני
भौतिक	פיזית
भौतिक	פיזי
भौतिक	פיסי
आपको	את
आपको	אתה
आपको	אותך
गैस	גז
गैस	דלק
वी	wii
राय	דעת
राय	דיעה
राय	דעה
राय	הדעה
राय	ראי
राय	דעות
राय	דעה
राय	רועי
राय	רוי
कनाडा	קנדה
विश्लेषण	התמוטטות
विश्लेषण	פירוט
विश्लेषण	ניתוח
विश्लेषण	אנליזה
विश्लेषण	ניתוחים
विश्लेषण	אנליסטים
लक्ष्य	מטרות
लक्ष्य	יעדים
लक्ष्य	שער
लक्ष्य	מטרה
लक्ष्य	יעד
लक्ष्य	גול
लक्ष्य	מטרה
लक्ष्य	יעד
लक्ष्य	פילוח
लक्ष्य	המטרה
लक्ष्य	שערים
लक्ष्य	מטרות
लक्ष्य	יעדים
शासक	שליט
शासक	סרגל
न्यायालय	משפט
तमिल	טאמיל
अधिकतर	ברובו
अधिकतर	לרוב
अधिकतर	בעיקר
मीडिया	מדיה
मीडिया	תקשורת
जूलियन	וליאן
पार्क	תחנה
पार्क	פארק
पार्क	פארקים
पार्क	פארקס
तट	הארבור
अधिकारी	רשמי
अधिकारी	רישמי
अधिकारी	קצינה
अधिकारी	שוטר
अधिकारी	קצין
अधिकारी	שוטרת
अधिकारी	קצינים
अधिकारी	שוטרים
मिट्टी	חימר
मिट्टी	קליי
मिट्टी	בוץ
मिट्टी	הבוץ
तंत्र	המערכת
तंत्र	מערכת
सितम्बर	ספטמבר
सितम्बर	sep
सप्ताह	שבוע
सप्ताह	שבועות
सप्ताह	וויקס
निकट	ליד
क्रम	הסדר
क्रम	הזמנה
क्रम	סדר
क्रम	פקודה
क्रम	סדרה
क्रम	רצף
बनने	הופך
भवन	בונה
भवन	בניין
भवन	בנייה
भवन	בניינים
भवन	מבנים
मिली	נמצא
मिली	נמצאו
मिली	נמצאה
मिली	מצאתי
मिली	מצא
ग्राम	גרם
ग्राम	גרם
शायद	אולי
शायद	אולי
शायद	כנראה
देख	ראי
देख	רואה
देख	ראה
लिंक	קישור
लिंक	לינק
लिंक	קישורים
पाँच	חמישה
पाँच	חמש
पाँच	five
निर्देशक	במאי
निर्देशक	מנהל
लक्षण	תסמינים
लक्षण	תסמין
लक्षण	התסמינים
लक्षण	סימפטומים
लक्षण	סימפטום
लक्षण	תסמין
लक्षण	סימנים
लक्षण	שלטים
संपर्क	מגע
संपर्क	קשר
संपर्क	קשרים
वित्तीय	פיננסי
गंगा	הגנגס
महीने	חודשים
महीने	חודשי
महीने	חודשיים
महीने	חודש
शर्मा	שארמה
सुरक्षित	מוגן
सुरक्षित	מוגנים
सुरक्षित	מוגנת
सुरक्षित	המוגן
सुरक्षित	בטוחה
सुरक्षित	כספת
सुरक्षित	בטוחים
सुरक्षित	בטוח
सुरक्षित	שמורות
सुरक्षित	שמורה
सुरक्षित	מאובטחת
सुरक्षित	מאובטח
पर्यावरण	הסביבה
पर्यावरण	סביבה
लगातार	מתמשך
लगातार	רציף
लगातार	ברציפות
लगातार	רצופות
लगातार	עוקבות
लगातार	רצופים
पद्म	פאדמה
भूगोल	גאומטריה
भूगोल	גיאומטריה
भूगोल	גלובוס
भूगोल	הגלובוס
भूगोल	גאוגרפיה
बेहतर	עדיף
मुख्यालय	מטה
मुख्यालय	המפקדה
मुख्यालय	מפקדה
लिपि	אלפבית
लिपि	האלפבית
लिपि	התסריט
लिपि	תסריט
एल्बम	האלבום
एल्बम	אלבום
एल्बम	אלבומים
धन	כסף
सॉफ्टवेयर	תוכנה
योग	הסכום
योग	סכום
योग	יוגה
शीर्ष	טופ
शीर्ष	עליון
संस्था	מוסד
संस्था	המוסד
औद्योगिक	תעשייתית
औद्योगिक	תעשייתי
प्रधान	פריים
प्रधान	המפקדת
प्रधान	ראשי
नेता	המנהיג
नेता	מנהיג
नेता	מנהיגה
नेता	מנהיגים
संविधान	החוקה
अनुमान	אומדן
शीर्षक	כותרת
शीर्षक	הכיתוב
शीर्षक	כיתוב
शीर्षक	תארים
शीर्षक	כותרות
शीर्षक	כותרת
शीर्षक	כותרת
अवसर	מאורע
अवसर	הזדמנות
अवसर	סיכוי
अवसर	הזדמנות
अवसर	הזדמנויות
अंक	ספרות
अंक	ניקוד
अंक	ציון
अंक	נקודות
शोध	מחקר
स्पेन	ספרד
गांधी	גנדי
हमेशा	תמיד
जोखिम	סיכון
तापमान	טמפרטורה
तापमान	המדחום
शाखा	ענפים
शाखा	סניפים
शाखा	ענפי
शाखा	ענף
शाखा	סניף
प्रतीक	סמלים
प्रतीक	סמל
प्रतीक	סמל
प्रतीक	אייקון
प्रतीक	סמלים
संदर्भ	המלצות
संदर्भ	הפניות
संदर्भ	שופט
संदर्भ	התייחסות
संदर्भ	ההקשר
संदर्भ	הקשר
आयोजन	מתארגנים
आयोजन	מארגן
आयोजन	ארגון
आयोजन	מארגנים
करीब	קרוב
करीब	סגור
करीब	קרובים
चक्र	גלגל
चक्र	מחזורי
चक्र	מחזורים
चक्र	מחזור
प्राथमिक	ראשוני
प्राथमिक	עיקרי
प्राथमिक	ראשי
प्राथमिक	העיקרי
प्राथमिक	ראשונית
गुण	רכוש
गुण	נכס
गुण	תכונות
गुण	מאפיינים
गुण	נכסים
गुण	תכונות
गुण	מאפיינים
ग्रह	פלנטה
ग्रह	פלאנט
ग्रह	כוכבים
महल	מאהל
महल	המבצרים
महल	הארמון
महल	ארמון
सिद्ध	מוכחת
सिद्ध	מוכח
सिद्ध	הוכח
बजाय	ובמקום
बजाय	במקום
निधन	המוות
निधन	מות
निधन	מוות
बराबर	שווים
बराबर	שווה
बराबर	שוות
बराबर	שווים
बराबर	שווה
मिनट	דקות
मिनट	דקות
मिनट	דקה
मिनट	מין
फिल्मों	סרטים
फिल्मों	קולנוע
व्यवसाय	עסקים
व्यवसाय	מקצוע
व्यवसाय	עסק
व्यवसाय	עסקים
संरक्षण	שימור
संरक्षण	שימור
संरक्षण	הגנה
शो	הראה
शो	הצגה
शो	הצג
प्रस्ताव	הצעה
प्रस्ताव	תציעו
प्रस्ताव	הצעה
प्रस्ताव	ההצעה
रिपोर्ट	דווח
रिपोर्ट	דוח
रिपोर्ट	דיווח
रिपोर्ट	דוחות
रिपोर्ट	דיווחים
अंग	איבר
अंग	אורגן
हिस्से	חלק
हिस्से	שבר
मुस्लिम	המוסלמי
मुस्लिम	מוסלמים
मुस्लिम	מוסלמית
मुस्लिम	מוסלמי
रिकॉर्ड	תקליט
रिकॉर्ड	שיא
रिकॉर्ड	רישומי
रिकॉर्ड	תקליטים
रिकॉर्ड	רישומים
रिकॉर्ड	רשומות
सरल	פשוטות
सरल	פשוט
सरल	פשוטה
सरल	פשוטים
धातु	מטאל
धातु	מתכות
धातु	מתכת
धातु	מתכות
परिषद	מועצה
परिषद	המועצה
परिषद	הקונפדרציה
शारीरिक	גופני
शारीरिक	פיזית
शारीरिक	פיזי
शारीरिक	פיסי
शारीरिक	סומטיים
संघर्ष	מאבק
संघर्ष	הסכסוך
संघर्ष	עימות
संघर्ष	סכסוך
तकनीक	טק
तकनीक	טכניקה
तकनीक	טכניקת
तकनीक	טכנולוגיה
तकनीक	הטכנולוגיה
तकनीक	טכניקות
फल	פרי
फल	פירות
फल	פירות
कैसे	איך
कैसे	כיצד
प्रकट	גלה
प्रकट	לחשוף
कार्बनिक	אורגני
कार्बनिक	אורגניות
कार्बनिक	אורגניים
कार्बनिक	אורגנית
शाह	שאה
विवरण	תיאור
विवरण	התיאור
विवरण	לפרטים
विवरण	פרטים
विवरण	פרט
शादी	חתונה
शादी	נישואים
शादी	נישואין
शादी	חתונה
शादी	החתונה
उप	סאב
उप	תת
पात्र	מכולה
पात्र	מיכל
वेब	אינטרנט
संसद	פרלמנט
संसद	הפרלמנט
सन्दर्भ	המלצות
सन्दर्भ	הפניות
सन्दर्भ	התייחסות
सन्दर्भ	ההקשר
सन्दर्भ	הקשר
परमाणु	גרעין
परमाणु	גרעינית
परमाणु	גרעיני
परमाणु	מולקולה
परमाणु	אטומי
परमाणु	אטום
आक्रमण	פלישה
आक्रमण	התקפה
आक्रमण	התקף
आक्रमण	פיגוע
आक्रमण	תקיפה
कार	הרכב
कार	מכונית
कार	רכב
कार	מכוניות
केरल	קראלה
जांच	חקירה
जांच	טסט
जांच	מבחן
जांच	בדיקה
पत्थर	סטון
पत्थर	אבן
आठ	שמונה
विषयों	נושאים
टेनिस	טניס
पारंपरिक	מסורתית
पारंपरिक	מסורתי
पारंपरिक	מסורתיים
अकादमी	אקדמיה
सतह	משטח
देव	דב
युक्त	אוקראינה
अभियान	קמפיינים
अभियान	קמפיין
अभियान	הקמפיין
घोषित	הוכרזה
घोषित	הכריז
घोषित	הוכרז
घोषित	מכריז
घोषित	מצהיר
घोषित	הוכרזה
घोषित	הודיעה
घोषित	הוכרז
घोषित	הודיע
लिखी	נכתב
लिखी	כתובה
लिखी	נכתבה
लिखी	כתובים
लिखी	כתוב
सिस्टम	המערכת
सिस्टम	מערכת
सिस्टम	מערכות
किनारे	פינות
किनारे	קצוות
किनारे	הקצה
किनारे	קצה
कार्बन	פחמן
प्रतिक्रिया	תגובה
प्रतिक्रिया	משוב
प्रतिक्रिया	הגיבו
प्रतिक्रिया	להגיב
प्रतिक्रिया	מגיב
प्रतिक्रिया	תשובה
प्रतिक्रिया	תגובה
गणित	מתמטיקה
गणित	מתמטיקה
गणित	מתמטיקאי
गणित	חשבון
गणित	מתמטיקה
मौत	המוות
मौत	מות
मौत	מוות
विवाद	מחלוקת
विवाद	מחלוקות
विवाद	סכסוכים
विवाद	מחלוקת
अली	עלי
अली	אלי
ग्रहण	ליקוי
तकनीकी	טכניים
तकनीकी	טכני
तकनीकी	טכניות
माँ	אימהות
माँ	אמהות
माँ	אמא
माँ	אימא
माँ	אמא
माँ	אימא
विष्णु	וישנו
मैदान	המישורים
मैदान	מישור
मैदान	שטח
मैदान	קרקע
विमान	תעופה
विमान	מטוס
विमान	מטוס
सक्षम	מופעל
सक्षम	מסוגל
सक्षम	מסוגלות
वातावरण	הסביבה
वातावरण	סביבה
वातावरण	אווירה
लागत	העלות
लागत	מחיר
लागत	עלות
लागत	עלויות
लागत	עולה
सीधे	סטרייט
सीधे	ישר
सीधे	ישירות
प्रेस	עיתונות
रोमन	רומן
रोमन	רומי
मील	מייל
मील	מיילס
मील	קילומטרים
मील	מיילים
मील	קילומטר
लोकसभा	פרלמנט
लोकसभा	הפרלמנט
अज्ञात	אנונימי
अज्ञात	אנונימיות
अज्ञात	אלמוני
अज्ञात	אנונימית
रेखा	קו
रेखा	שורה
रेखा	רקהה
पार	צלב
पार	קרוס
पार	הצלב
लेखन	כתבים
लेखन	כתיבה
लेखन	כותבת
लेखन	כותב
सेंट	סנטים
नष्ट	נהרס
नष्ट	הושמד
नष्ट	הרס
नष्ट	הרוס
नष्ट	נהרסו
नष्ट	משמיד
नष्ट	הורסים
नष्ट	להרוס
नष्ट	השמד
नष्ट	להשמיד
परंपरा	מסורת
परंपरा	המסורת
राशि	הסכום
राशि	סכום
दृष्टिकोण	גישה
भाव	רגשות
भाव	מחווה
भाव	חוש
भाव	הגיון
हवा	הרוח
हवा	רוח
पाठ	טקסט
पाठ	הטקסט
पाठ	דקלום
वैदिक	הוודית
गठन	מסגרות
गठन	המסגרת
गठन	מסגרת
गठन	תצורה
गठन	מערך
नागरिक	סיוויק
नागरिक	האזרח
नागरिक	אזרחית
नागरिक	אזרח
अस्तित्व	הקיום
अस्तित्व	קיום
अस्तित्व	הישרדות
अस्तित्व	קיומי
गंभीर	רצינית
गंभीर	רציניים
गंभीर	רציני
गंभीर	קריטית
गंभीर	קריטי
गंभीर	ביקורתי
गंभीर	ביקורתית
समझ	מבינה
समझ	מבין
समझ	להבין
समझ	ההבנה
समझ	הבנה
किस	נשיקה
किस	קיס
प्रशासन	ממשל
आदेश	המנדט
आदेश	הסדר
आदेश	הזמנה
आदेश	סדר
आदेश	פקודה
आदेश	פקודה
आदेश	הזמנות
आदेश	פקודות
आदेश	הוראות
सैन्य	צבא
सैन्य	צבאי
अंदर	בפנים
अंदर	בתוכו
अंदर	בתוך
अंदर	פנימה
अंदर	מקורה
छह	שש
छह	six
छह	שישה
ग्रन्थ	טקסטים
भाषाएँ	שפות
भुगतान	תשלום
भुगतान	התשלום
भुगतान	תשלומים
भुगतान	התשלומים
उनसे	אותם
ध्वनि	צליל
ध्वनि	סאונד
ध्वनि	קול
ध्वनि	צלילים
ध्वनि	נשמע
निवास	מגורים
अरबी	ערבית
हत्या	התנקשות
हत्या	רצח
हत्या	הרג
हत्या	הריגה
हत्या	הורג
दिखाया	מוצגים
दिखाया	מוצג
दिखाया	הראתה
दिखाया	הראה
पवित्र	קדושה
पवित्र	קודש
पवित्र	קדוש
पवित्र	קדושים
पवित्र	קדושה
पवित्र	מקודשת
पवित्र	מקודש
पवित्र	קדוש
विभाजित	מחולק
विभाजित	מחולקת
विभाजित	לפצל
विभाजित	פיצול
इकाई	יחידות
इकाई	יחידה
अम्ल	חומצה
आए	באו
आए	הגיע
प्रबंधक	מנהל
प्रबंधक	מנהלים
संग्रहालय	מוזיאונים
संग्रहालय	מוזיאון
संग्रहालय	המוזיאון
संग्रहालय	מוזיאון
जीता	נצחונות
जीता	זוכה
जीता	מנצח
जीता	מנצחת
जीता	ניצחונות
जीता	זכיתי
जीता	זכה
जीता	ניצח
जीता	ניצחו
मुद्रा	מטבע
मुद्रा	מהווים
मुद्रा	תנוחה
मुद्रा	פוזה
मुद्रा	כסף
मतलब	אמצעים
मतलब	אמצעי
मतलब	מתכוון
युवा	הנעורים
युवा	נוער
युवा	נעורים
युवा	הנוער
युवा	צעירה
युवा	צעירות
युवा	צעירים
युवा	יאנג
युवा	צעיר
शहरों	ערים
शहरों	הערים
अंतरिक्ष	חלל
अंतरिक्ष	מרחב
संचार	תקשורת
संचार	תקשורת
प्रसारण	שידור
प्रसारण	השידור
प्रसारण	שידורים
प्रसारण	משדר
प्रसारण	שידור
फुटबॉल	כדורגל
फुटबॉल	פוטבול
नियमित	רגילה
नियमित	סדיר
नियमित	רגיל
नियमित	קבוע
व्याख्या	תו
व्याख्या	פתק
व्याख्या	הערה
व्याख्या	פירוש
व्याख्या	פרשנות
व्याख्या	הסבר
शेष	שארית
शेष	נותר
शेष	נותרה
शेष	נותרו
शेष	שנותרו
शेष	שמאלה
शेष	שמאל
शेष	משמאל
दावा	בקשי
दावा	בקש
दावा	טוענים
दावा	תביעות
दावा	טענות
दावा	טוען
मोबाइल	נייד
मोबाइल	לנייד
संभावना	סיכויים
संभावना	סביר
संभावना	סבירות
संभावना	הסתברות
संभावना	ההסתברות
दिवस	יום
दिवस	day
विधायक	מחוקקים
विधायक	מחוקק
तर्क	טיעון
तर्क	ויכוח
तर्क	לוגיקה
तर्क	היגיון
तर्क	הגיון
आपके	שלך
विरुद्ध	כנגד
विरुद्ध	נגד
परीक्षा	טסט
परीक्षा	מבחן
परीक्षा	בדיקה
परीक्षा	בחינה
परीक्षा	בחינות
परीक्षा	מבחנים
परीक्षा	הבחינות
पाई	פאי
पाई	פשטידה
खाद्य	אכיל
खाद्य	אכילה
भविष्य	עתיד
भविष्य	עתידי
भविष्य	העתיד
बिक्री	מכירות
बिक्री	מכירה
बिक्री	המכירה
बिक्री	מכירה
इंटरनेट	אינטרנט
इंटरनेट	האינטרנט
कर्नाटक	קרנאטקה
सम्मेलन	ועידה
रानी	מלכה
रानी	המלכה
सिटी	העיר
सिटी	עיר
सिटी	סיטי
अच्छे	טובה
अच्छे	טוב
अच्छे	יופי
तुम	את
तुम	אתה
तुम	אותך
सिर	ראשה
सिर	הראש
सिर	ראש
सिर	ראשי
दबाव	לחץ
बोर्ड	לוחות
बोर्ड	הלוח
बोर्ड	קרש
बोर्ड	לוח
ख़ान	חאן
ख़ान	קאן
ख़ान	חאנות
नियुक्त	למנות
नियुक्त	שכר
फरवरी	בפברואר
फरवरी	פברואר
फरवरी	פברואר
नेशनल	לאומי
नेशनल	לאומית
उर्दू	אורדו
संसार	העולם
संसार	עולם
संसार	עולמות
कोलकाता	קולקטה
प्रतिनिधित्व	ייצוג
प्रतिनिधित्व	לייצוג
विचारों	רעיונות
प्रेरित	בהשראת
प्रेरित	השראה
प्रेरित	מוטיבציה
समारोह	טכס
समारोह	הטקס
समारोह	טקס
मस्तिष्क	מוח
मस्तिष्क	המוח
मस्तिष्क	מח
घरेलू	ביתית
मौसम	עונות
मौसम	מזג
मौसम	עונה
मौसम	העונה
अर्थात्	אמצעים
अर्थात्	אמצעי
भावना	הרגש
भावना	רגש
भावना	הרגשה
भावना	מרגישה
भावना	מרגיש
भावना	תחושה
भावना	ספיריט
भावना	רוח
गुणवत्ता	איכות
गुणवत्ता	איכותי
गुणवत्ता	באיכות
छात्र	סטודנט
छात्र	תלמידה
छात्र	תלמיד
छात्र	סטודנטית
खाना	מזון
खाना	אוכל
खाना	מאכל
मिले	נמצא
मिले	נמצאו
मिले	נמצאה
मिले	מצאתי
मिले	מצא
मिले	נפגשו
मिले	פגשתי
कैंसर	סרטן
इटली	איטליה
सिद्धान्त	העקרונות
सिद्धान्त	עקרונות
सिद्धान्त	תאוריה
सिद्धान्त	תיאוריה
विरोधी	בקונפליקט
विरोधी	עויין
विरोधी	עוין
विरोधी	עוינות
विरोधी	עוינת
विरोधी	אנטגוניסט
विरोधी	הפכים
राजवंश	שושלת
संक्रमण	המעבר
संक्रमण	מעבר
संक्रमण	זיהום
घाटी	עמק
घाटी	ואלי
घाटी	העמק
नियंत्रित	נשלט
नियंत्रित	מבוקר
नियंत्रित	שלט
विलियम	ויליאם
विलियम	וויליאם
विविध	מגוונים
विविध	שונות
विकल्प	חלופות
विकल्प	חלופה
विकल्प	אפשרויות
विकल्प	אופציות
विकल्प	אפשרות
विकल्प	אופציה
उद्यान	תחנה
उद्यान	פארק
होगी	ויל
होगी	וויל
पशु	חיות
पशु	בהמות
पशु	בהמה
पशु	חיה
ज्यादातर	ברובו
ज्यादातर	לרוב
ज्यादातर	בעיקר
ईसाई	כריסטיאן
ईसाई	נוצרי
ईसाई	נצרות
प्रमाण	ראיות
प्रमाण	ראיה
प्रमाण	ראייה
प्रमाण	הוכחה
याद	זוכרים
याद	נזכור
याद	יזכור
कंपनियों	חברות
मानसिक	מדיום
मानसिक	נפשי
मानसिक	נפש
मानसिक	נפשית
मानसिक	מנטלית
रसायन	כימיקלים
रसायन	כימי
रसायन	כימיקלים
रसायन	כימיה
क्षेत्रफल	אזור
क्षेत्रफल	איזור
क्षेत्रफल	האזור
क्षेत्रफल	שטח
प्रभावी	אפקטיבי
प्रभावी	יעילות
प्रभावी	יעיל
प्रभावी	יעילה
विज्ञापन	פרסומות
विज्ञापन	פירסום
विज्ञापन	פרסום
विज्ञापन	פרסומת
विज्ञापन	פרסם
विज्ञापन	מודעות
ईश्वर	אלהים
ईश्वर	אלוקים
ईश्वर	אלוהים
आसानी	הקלות
आसानी	להקל
अमरीका	אמריקה
शिकार	טרף
शिकार	ציד
शिकार	צייד
शिकार	קורבן
शिकार	קרבן
रोगी	המטופל
रोगी	חולה
रोगी	מטופלת
रोगी	מטופל
रूसी	רוסייה
रूसी	רוסית
रूसी	רוסי
क्रांति	מהפכה
क्रांति	המהפכה
अधीन	תחת
अधीन	מתחת
गुप्त	גופטה
गुप्त	סמויה
गुप्त	סודית
गुप्त	סוד
गुप्त	סודיות
गुप्त	סודי
गुप्त	מקודד
गुप्त	מוצפן
गुप्त	מוצפנת
गुप्त	אינקוגניטו
ब्राह्मण	ברהמן
माने	הרעמה
हृदय	הלב
हृदय	לב
आयोग	עמלות
आयोग	עמלות
आयोग	עמלה
हिंदू	הינדו
शुद्ध	טהורה
शुद्ध	טהורים
शुद्ध	טהור
तीसरे	שלישי
तीसरे	השלישי
तीसरे	שלישית
चर्च	כנסיות
चर्च	כנסיה
चर्च	כנסייה
अपेक्षा	ציפייה
अपेक्षा	הציפייה
कार्यालय	עבודה
कार्यालय	משרדים
कार्यालय	המשרד
कार्यालय	משרד
परिवहन	תחבורה
परिवहन	תחבורה
परिवहन	הובלה
स्टार	כוכב
स्टार	כוכבת
स्टार	סטאר
वर्षा	גשם
जनरल	כללי
जनरल	גנרל
संदेश	ההודעה
संदेश	מסר
संदेश	הודעה
संदेश	הודעות
संदेश	מסרים
मार	להרוג
मार	הרוג
परिचय	מבוא
परिचय	הכרות
परिचय	ההיכרות
परिचय	היכרות
परिचय	הקדמה
परिचय	על
परिचय	לגבי
परिचय	אודות
परिचय	מבוא
परिचय	הקדמה
उत्पत्ति	מקור
उत्पत्ति	המקור
उत्पत्ति	בראשית
उत्पत्ति	המצוף
मांग	דרישה
मांग	ביקוש
मांग	דורש
सोवियत	הסובייטי
सोवियत	סובייטי
दौर	עגולה
दौर	עגול
दौर	סיבוב
दौर	עגולים
संचालन	פעולות
संचालन	מבצעים
संचालन	מבצע
संचालन	המבצע
भौगोलिक	גיאוגרפי
भौगोलिक	גיאוגרפי
उपस्थित	השתתפות
उपस्थित	נוכח
उपस्थित	משתתפים
उपस्थित	נוכחים
उपस्थित	מתנה
उपस्थित	הווה
उपस्थित	נוכח
परिवर्तित	שינה
परिवर्तित	השתנה
परिवर्तित	השתנו
परिवर्तित	השתנתה
परिवर्तित	השתנה
परिवर्तित	שונה
पेश	מציג
स्वर	תנועות
स्वर	קולי
स्वर	תנועה
लघु	הלוגריתם
लघु	תמציתי
लघु	קטין
लघु	שולי
लघु	מינור
लाइन	קו
लाइन	שורה
प्रश्न	השאילתה
प्रश्न	השאלה
प्रश्न	שאלה
प्रश्न	שאלות
आलोचना	ביקורת
पहाड़ी	היל
पहाड़ी	גבעת
पहाड़ी	גבעה
जालस्थल	אתר
जालस्थल	האתר
पुरानी	ישנה
पुरानी	זקן
पुरानी	ישן
पुरानी	זקנה
पसंद	סימנייה
पसंद	ברירה
पसंद	בחירה
पसंद	לייקים
पसंद	אוהב
पसंद	סימניות
सुझाव	הצעות
सुझाव	צבירה
सुझाव	הצעה
सुझाव	המלצות
सुझाव	עצות
सुझाव	טיפים
खेती	חקלאות
खेती	הקציר
खेती	קציר
लिखने	כתיבה
लिखने	כותבת
लिखने	כותב
वर्णित	מתואר
वर्णित	תאר
वर्णित	תיאר
विभाजन	חטיבה
विभाजन	הדיוויזיה
विभाजन	דיוויזיה
विभाजन	חלוקה
विभाजन	מחלקות
विभाजन	החלוקה
विभाजन	חלוקה
विशेषता	איכות
विशेषता	איכותי
विशेषता	באיכות
विशेषता	תכונה
कठिन	קשה
कठिन	קשיח
कठिन	קשוח
कठिन	קשה
कठिन	קשוחים
कठिन	קשוחה
कठिन	קשה
कठिन	קשים
कड़ी	קישור
कड़ी	לינק
कड़ी	קישורים
कड़ी	שרשרת
एकमात्र	סולה
ईरान	איראן
ईरान	אירן
क्षेत्रीय	אזורי
क्षेत्रीय	איזורי
जान	אהובות
जान	אהובים
जान	דע
जान	מכירה
जान	יודעת
जान	יודע
लड़ाई	קרב
लड़ाई	הקרב
लड़ाई	הילחם
लड़ाई	להילחם
परिभाषित	מוגדרים
परिभाषित	מוגדר
अंश	שבר
ग्रामीण	כפרי
ग्रामीण	כפרית
ग्रामीण	הכפרית
रोड	כביש
गायक	זמרת
गायक	זמר
इस्लाम	האסלאם
इस्लाम	האיסלאם
इस्लाम	אסלאם
समुद्री	ימית
समुद्री	נחת
समझा	הבין
समझा	מובן
उनको	אותם
उपयोगी	שימושית
उपयोगी	מועיל
उपयोगी	שימושיות
उपयोगी	שימושיים
उपयोगी	שימושי
उपयोगी	עוזר
उपयोगी	מסייע
उपयोगी	מועיל
उपयोगी	מועילה
कोशिका	תא
केंद्रीय	סנטרל
केंद्रीय	מרכזית
केंद्रीय	מרכז
केंद्रीय	מרכזי
सत्र	הפעלה
सत्र	פגישות
सत्र	הפעלות
सत्र	מפגשים
मिश्र	מצריים
मिश्र	מצרים
मिश्र	מצרית
मिश्र	מצרי
मिश्र	המצרי
पहुँच	גישה
पहुँच	הגישה
पहुँच	תפוצה
पहुँच	נגישות
मेरा	מוקש
मेरा	שלי
मिस्र	מצריים
मिस्र	מצרים
मिस्र	מצרית
मिस्र	מצרי
मिस्र	המצרי
गणराज्य	רפובליקה
गणराज्य	הרפובליקה
छात्रों	סטודנטים
छात्रों	תלמידות
छात्रों	תלמידים
पुराना	ישנה
पुराना	זקן
पुराना	ישן
पुराना	זקנה
तेज	מהיר
सम्राट	קיסר
सम्राट	הקיסר
नवंबर	נובמבר
नवंबर	בנובמבר
नवंबर	נוב
कारणों	סיבות
सर	אדוני
प्रवाह	זרימה
प्रवाह	זרימת
अपराध	הודאה
अपराध	ווידוי
अपराध	וידוי
अपराध	פשע
अमेरिकन	אמריקאים
अमेरिकन	אמריקני
अमेरिकन	אמריקאית
अमेरिकन	אמריקאי
व्यक्तित्व	אישיות
जन	יאן
यूनाइटेड	יונייטד
यूनाइटेड	מאוחדים
जापानी	יפן
जापानी	יפני
जापानी	יפנית
जापानी	יפנים
रॉक	רוק
रॉक	סלע
लंबी	גבוה
लंबी	גבוהים
लंबी	גבוהה
लंबी	ארוך
लंबी	ארוכה
लंबी	לונג
गेम	משחק
गेम	המשחק
गेम	משחקים
अन्दर	בתוך
अन्दर	בפנים
अन्दर	בתוכו
अन्दर	בתוך
अन्दर	פנימה
संपत्ति	רכוש
संपत्ति	נכס
संपत्ति	נכסים
संपत्ति	נכס
संक्षिप्त	קצר
संक्षिप्त	תקציר
संक्षिप्त	תמציתי
क्यों	למה
क्यों	מדוע
गलत	שגוי
गलत	טועה
गलत	שגוי
गलत	טעות
गलत	שווא
गलत	שקרי
गलत	שקר
वर्मा	ורמה
सर्वोच्च	עליון
सर्वोच्च	העליון
लेना	לנה
लेना	לינה
भौतिकी	פיסיקה
भौतिकी	פיזיקה
वाहन	רכבים
वाहन	הרכב
वाहन	רכב
