kategória	категорија
zakázané	забрането
zakázané	забранети
zakázané	забранета
zakázané	забрането
zakázané	забрани
zakázané	забранета
zakázané	забранети
žlté	жолта
žlté	жолти
žlté	жолто
líši	варира
modelov	модели
modelov	манекенки
náboženský	верски
náboženský	религиозен
náboženský	религиски
náboženský	религиозно
náboženský	религиозна
vzdialené	далечното
vzdialené	далечен
vzdialené	далечна
vzdialené	далечни
vzdialené	далечинско
vzdialené	оддалечена
vzdialené	оддалечено
vzdialené	оддалечен
vzdialené	далечински
naspäť	грб
naspäť	назад
voľné	лабаво
voľné	слободни
voľné	бесплатно
voľné	слободно
voľné	слободна
voľné	слободен
získanie	добивањето
získanie	стекнување
získanie	стекнува
získanie	добивање
získanie	вадење
získanie	купувањето
získanie	присвојување
požiar	оган
požiar	пожар
inc	инк
inc	inc
vzdialená	далечното
vzdialená	далечен
vzdialená	далечна
vzdialená	далечни
klesá	паѓа
klesá	опаѓа
súkromné	приватно
súkromné	приватен
súkromné	приватна
súkromné	приватни
creek	крик
rumunska	романија
spojencov	сојузници
gridcolor	gridcolor
úrady	властите
úrady	власти
úrady	канцелариите
úrady	канцеларии
produktov	производи
produktov	продукти
víťazné	победата
víťazné	победничка
víťazné	победнички
pani	господарка
pani	љубовница
pani	љубовницата
pani	дама
pani	лејди
webová	web
webová	веб
webová	пајажина
synovia	синови
synovia	синовите
selč	cest
wolfgang	волфганг
nahradiť	замени
pád	судар
pád	краш
pád	падот
pád	паѓање
pád	пад
pád	падот
pád	есен
pád	падне
zle	погрешно
zle	погрешна
západný	вестерн
západný	западни
západný	западна
vrcholom	теме
elektrická	електрично
elektrická	електричен
elektrická	електрицитет
elektrická	електрично
znaku	особини
znaku	особина
počítačov	компјутери
galérie	галерии
galérie	галерија
mestečko	град
mestečko	градче
california	калифорнија
rozšírená	проширена
rozšírená	продолжени
rozšírená	продолжена
rozšírená	продолжено
rozšírená	продолжен
rozšírená	проширен
rozšírená	проширени
rozšírená	проширена
rozšírená	проширен
rozšírená	проширена
rozšírená	проширената
people	народ
people	луѓе
korene	корени
korene	корења
farnosti	парохија
olympionici	олимпијци
dedičstvo	наследство
dedičstvo	наследство
dedičstvo	наследство
jen	џен
problému	проблем
zachované	одржуваат
zachované	задржана
zachované	задржале
zachované	зачувана
zachované	сочувана
zachované	сочувани
kameňa	камени
kameňa	камен
kameňa	стон
vyjadriť	express
vyjadriť	експрес
porovnanie	споредба
porovnanie	спореди
porovnanie	споредете
porovnanie	споредуваат
nevie	знае
kandidát	кандидатот
kandidát	кандидатка
kandidát	кандидат
mladosť	младински
mladosť	младинска
mladosť	младост
mladosť	младоста
mladosť	млади
mladosť	младина
snahy	напори
roberta	роберта
info	инфо
info	информации
anne	ен
anne	ане
oliver	оливер
oliver	oliver
nástupcom	наследник
procesor	процесор
procesor	процесор
daná	дадена
daná	дадени
daná	дадено
daná	даден
onedlho	наскоро
onedlho	набрзо
napoleon	наполеон
kórejská	корејски
turistické	туристичка
turistické	турист
turistické	туристички
juhozápad	југозападна
juhozápad	југозапад
juhozápad	југозападно
bruce	брус
bass	бас
bohaté	богата
bohaté	богато
bohaté	богат
bohaté	богати
bohaté	рич
vyvinul	развиен
areálu	кампусот
areálu	кампус
bank	банка
padol	паднаа
padol	паднал
padol	фел
padol	падна
padol	паднала
padol	паднале
padol	паднат
padol	паднатиот
padol	падната
padol	паднати
odborná	професионална
odborná	професионален
odborná	професионални
odborná	професионално
odborná	professional
odborná	професионалец
výhody	предности
výhody	придобивки
výhody	бенефиции
výhody	поволности
výhody	придобивките
rastu	растење
rastu	пораст
rastu	раст
rastu	растеж
hop	дн
zasa	повторно
zasa	одново
zasa	пак
victoria	викторија
germain	жермен
obchodná	комерцијално
obchodná	комерцијален
obchodná	реклама
obchodná	комерцијални
obchodná	комерцијална
ústava	устав
príčiny	причини
príčiny	предизвикува
tenis	тенис
tenis	тениски
tenis	тенисот
tenis	тениско
nepriateľa	непријателот
nepriateľa	непријател
polícia	полицијата
polícia	полиција
rovnice	равенка
rovnice	равенки
rovnice	равенки
štúdio	studio
štúdio	студио
vhodný	соодветни
vhodný	соодветна
vhodný	соодветен
vhodný	соодветно
vhodný	погодна
vhodný	соодветен
vhodný	погодно
doktor	доктор
doktor	лекар
doktor	докторка
cyril	кирил
lord	лорд
občania	граѓани
občania	граѓаните
všeobecná	генерички
všeobecná	општ
všeobecná	општи
všeobecná	општа
všeobecná	општо
všeobecná	генерал
villa	вила
carlo	карло
hlboko	deep
hlboko	длабок
hlboko	длабока
hlboko	длабоко
hlboko	длабоки
gary	гери
gary	гари
gary	кери
atómov	атоми
kamenné	stony
billy	били
existovala	постоеле
existovala	постоела
existovala	постоеше
existovala	постоело
existovala	постоел
existovala	постоеја
konfederácie	конфедерацијата
konfederácie	конфедерација
arabské	арап
arabské	арапски
arabské	арапска
arabské	арапски
metód	методи
kurz	курс
pracovali	работел
pracovali	работев
pracovali	работеше
pracovali	функционираше
pracovali	работено
velenie	команда
velenie	наредба
motívy	теми
motívy	мотиви
motívy	мотиви
zameriava	фокусира
potravín	храна
potravín	намирници
smery	упатство
smery	насоки
architektonické	архитектонски
architektonické	архитектонско
náš	наша
náš	наши
náš	нашата
náš	наш
náš	нашиот
náš	нашите
náš	наша
náš	наше
náš	нашиве
náš	наш
rozhranie	интерфејс
hrebeň	чешел
hrebeň	риџ
znižuje	намалува
dráma	драмски
dráma	драма
ohrozené	загрозена
ohrozené	загрозени
ohrozené	загрозен
ohrozené	компромитиран
opak	спротивност
opak	спротивна
opak	спротивно
opak	спротивни
opak	спротивен
snáď	можеби
kancelárie	канцелариите
kancelárie	канцеларии
kancelárie	канцеларија
daniela	даниела
siene	салите
siene	ходници
jane	jane
jane	џејн
jane	јане
dôležitá	важна
dôležitá	битно
dôležitá	важно
dôležitá	битен
dôležitá	важни
škody	штети
škody	оштетување
škody	штети
výstava	изложба
výstava	изложба
webe	web
webe	веб
webe	пајажина
santiago	сантијаго
santiago	сантјаго
vila	vila
vila	вила
jimmy	џими
kôry	лаат
grande	гранде
vedecká	научни
vedecká	научен
vedecká	научно
chemický	хемиско
chemický	хемиски
potreba	треба
potreba	потреба
potreba	потреба
stolice	стол
stolice	столчиња
michaela	михаел
michaela	мајкл
michaela	михаил
michaela	michael
výchovy	воспитување
subst	subst
cross	крос
cross	крстот
cross	крст
vysvetlenie	објаснување
vysvetlenie	објаснение
vysvetlenie	објаснувања
porážke	поразувајќи
bit	бит
vetvy	филијали
vetvy	претставништва
vetvy	гранки
vetvy	ограноци
vetvy	гранките
obrana	одбрана
obrana	одбрана
vybavená	опремени
vybavená	опремен
vybavená	опремени
vybavená	опремена
záujmy	интереси
ibn	ибн
dvanásť	twelve
dvanásť	дванаесет
partizánske	герилска
ivo	иво
tovaru	стока
tovaru	стоки
tovaru	стоки
tovaru	стока
tovaru	роба
zrušená	повлечена
zrušená	одземена
zrušená	отповикан
zrušená	откажаа
zrušená	откажани
zrušená	откажана
zrušená	откажано
zrušená	откажа
zrušená	откажана
zrušená	откажани
zrušená	откажано
zrušená	откажан
zrušená	откажа
zväzok	волумен
zväzok	обем
zväzok	обемот
zväzok	бовча
zväzok	сноп
aktivít	активности
slovinsko	словенија
váži	тежи
tele	тело
tele	tele
zásoby	акции
zásoby	дотур
zásoby	залихи
zásoby	намирници
cudzích	странски
cudzích	странска
horách	планини
internetová	интернет
socialistickej	социјалистичка
socialistickej	социјалист
socialistickej	социјалистичко
socialistickej	социјалистички
konferencia	конференција
konferencia	конференции
schéma	дијаграм
schéma	шема
geológia	геологија
stavať	изгради
stavať	градење
stavať	градиме
stavať	изградба
zriadená	воспоставен
zriadená	утврден
zriadená	формирана
zriadená	воспоставено
zriadená	формиран
zriadená	воспоставена
miliárd	милијарда
miliárd	милијарди
miliárd	билион
miliárd	милјарди
miliárd	милијарди
miliárd	билиони
oddiel	рез
oddiel	оддел
oddiel	отсек
oddiel	секција
oddiel	одред
zrážok	врнежи
súhlas	согласност
súhlas	согласноста
súhlas	одобрување
súhlas	одобрение
rameno	рамо
rameno	арм
kamera	камера
kamera	апарат
publikácie	публикации
týždne	недели
týždne	седмици
anthony	антони
anthony	ентони
nasledovali	следев
nasledovali	следена
nasledovali	следени
nasledovali	следеше
organizmy	организми
reality	реалност
reality	стварност
reality	реалноста
giuseppe	џузепе
mhz	mhz
jazere	езерото
jazere	езеро
politicky	политички
ian	ијан
ian	јан
ian	ијан
ian	јан
ian	иан
beach	плажа
beach	бич
jihlava	јихлава
wolf	волф
wolf	волк
učiteľov	учители
učiteľov	наставниците
učiteľov	наставници
argument	расправање
argument	аргумент
rozšírenia	проширување
rozšírenia	продолжетоци
rozšírenia	наставка
rozšírenia	продолжение
rozšírenia	продолжување
vybudovať	изгради
vybudovať	градење
vybudovať	градиме
vybudovať	изградба
encyklopédie	енциклопедии
leteckých	воздушно
leteckých	воздушни
ukázal	покажа
ukázal	покажала
kvety	цвеќе
kvety	цвеќиња
kvety	цветови
štúr	штур
rozdelený	поделени
rozdelený	поделено
rozdelený	поделена
rozdelený	поделен
kyslík	кислород
zabezpečenie	сигурност
zabezpečenie	обезбедување
zabezpečenie	безбедност
kolónie	колонии
kolónie	колонија
kolónie	колонијата
dopredu	нанапред
dopredu	напред
dopredu	однапред
dopredu	напредување
drobné	ситна
prešli	донесен
prešli	помина
súťaží	натпреварува
súťaží	натпреварувања
súťaží	натпревари
súťaží	натпревари
živé	live
živé	живеј
živé	живо
živé	лајв
davis	дејвис
pravidla	правила
pravidla	владеење
pravidla	правило
radí	советува
kelly	кели
kelly	кејли
východný	исток
východný	источна
východný	источни
východný	источно
východný	источен
tvrdenie	тврдење
tvrdenie	наводите
tvrdenie	наводи
plné	полни
plné	целосна
plné	полна
plné	полн
výhľad	изгледи
výhľad	поглед
zriedkavé	ретки
zriedkavé	реткост
zriedkavé	ретко
zriedkavé	редок
zriedkavé	ретка
xii	xii
dosahujú	постигнува
dosahujú	остварува
dosahujú	постигне
existovali	постоеле
existovali	постоела
existovali	постоеше
existovali	постоело
existovali	постоел
existovali	постоеја
polí	полиња
nižšia	долна
nižšia	пониско
nižšia	долен
výrobcovia	продуценти
výrobcovia	производители
výrobcovia	производители
ocele	челик
vystúpenia	говори
vystúpenia	изведби
vystúpenia	настапи
vystúpenia	претстави
vystúpenia	свирки
plný	полни
plný	целосна
plný	полна
plný	полн
sound	звук
vopred	однапред
vopred	напредување
vopred	однапред
christopher	кристофер
psov	кучиња
dojem	импресија
dojem	импресии
chrbát	грб
chrbát	назад
zdravie	здравје
xvi	xvi
xvi	шеснаесетти
corporation	корпорација
prístroj	уред
prístroj	направа
prístroj	машина
prístroj	апарат
feat	подвиг
malina	малина
malina	малини
malina	малина
mit	мит
mit	мит
mit	mit
nick	nick
nick	ник
tlač	печат
tlač	притиснете
tlač	прес
tlač	печатење
tlač	печати
tlač	печатење
zaslúžil	заслужи
zaslúžil	заслужено
majiteľ	сопственик
gabriela	габриела
zodpovedný	одговорен
zodpovedný	одговорно
zodpovedný	одговорни
zodpovedný	одговорна
johnny	џони
johnny	јони
miloslav	милослав
hodnotenie	рејтинг
hodnotenie	рангирање
hodnotenie	проценка
hodnotenie	оценување
hodnotenie	евалуација
hodnotenie	проценка
diery	дупка
diery	дупки
tlače	печат
tlače	притиснете
tlače	прес
rovná	еднаквите
rovná	еднакво
rovná	еднаков
rovná	еднакви
skúma	испитува
úradník	службеничка
úradník	службеник
úradník	официјално
úradník	службен
úradník	службено
úradník	официјална
úradník	офицер
úradník	полицаец
korunovaný	крунисан
lawrence	лоренс
epizóda	епизода
témou	тема
témou	тема
maritimes	maritimes
nemocnici	болница
matúš	матеј
matúš	метју
potrebuje	потреби
digitálne	дигитални
digitálne	дигитална
digitálne	дигитален
zistiť	детектира
lesná	шума
lesná	шумски
osobe	особа
osobe	личност
organizáciu	организација
organizáciu	организација
sad	гроув
sad	тажен
sad	sad
sad	жалосно
sad	жално
sad	тажна
sad	тажно
pseudonym	псевдоним
ázijských	азиско
ázijských	азиски
ázijských	азиска
legenda	легенда
koruny	круна
koruny	круни
kresťanské	христијански
kresťanské	кристијан
kresťanské	христијан
kresťanské	христијани
kresťanské	христијанин
symfónia	симфонија
kráľovská	кралско
kráľovská	кралска
kráľovská	ројал
kráľovská	royal
kráľovská	кралски
končatiny	екстремитет
končatiny	екстремитети
končatiny	екстремитети
detstva	детство
detstva	детството
dei	деи
navrhnutý	дизајнирана
navrhnutý	дизајнирани
navrhnutý	дизајниран
navrhnutý	дизајнирано
navrhnutý	предложени
navrhnutý	предложена
navrhnutý	предложен
využívať	експлоатираат
matt	мет
matt	мат
prijali	прифатен
prijali	прифатена
prijali	прифатено
prijali	прифатени
sledovať	трака
sledovať	патека
sledovať	песна
sledovať	гледајте
sledovať	гледај
sledovať	часовник
sledovať	следете
sledovať	следи
sledovať	follow
editor	уредник
editor	уредувач
editor	композитор
organizátor	организатор
organizátor	организаторот
organizátor	организатор
organizátor	организаторот
hrdinov	јунаци
hrdinov	херои
vyvinutý	развиени
vyvinutý	развиено
vyvinutý	развиен
vyvinutý	развиена
vyvinutý	развиен
vyvinutý	ево
agentúry	агенција
agentúry	агенции
predná	преден
predná	предни
predná	предна
predná	фронт
predná	напред
laurence	лоренс
audio	аудио
debut	деби
rose	роуз
rose	rose
rose	роза
nezávislý	независни
nezávislý	независна
nezávislý	независен
nezávislý	независно
predstavený	претставена
predstavený	презентиран
predstavený	претставено
predstavený	претстави
predstavený	претставен
odísť	напушти
odísť	остави
horský	планинска
horský	планински
horský	планина
predaja	продажна
predaja	продажби
predaja	продажба
cár	цар
princípy	принципи
albrecht	албрехт
zúčastniť	присуствува
zúčastniť	присуствуваат
zúčastniť	учествува
okraj	раб
okraj	edge
okraj	острина
okná	windows
okná	прозорци
colorado	колорадо
čiary	линија
čiary	линии
expedícia	експедиции
expedícia	експедицијата
expedícia	експедиција
komora	комората
komora	комора
komora	одаја
chcem	сакаат
argentíny	аргентина
felix	феликс
ariel	ариел
najdôležitejšie	истакнува
najdôležitejšie	потенцира
zvláštne	чудни
zvláštne	чудна
zvláštne	чуден
zvláštne	чудно
zvláštne	чудни
zvláštne	чудна
zvláštne	чудно
zvláštne	чудна
zvláštne	чудни
zvláštne	чуден
zvláštne	чудно
kozmického	космичка
kozmického	космички
organizátorom	организаторите
organizátorom	организатори
technológia	технологија
chapelle	чапел
platne	таблици
platne	чинии
platne	таблички
platne	порција
platne	чинија
platne	плочка
platne	рекорди
platne	евиденција
platne	записи
hlasy	гласови
hlasy	гласа
hlasy	гласови
hlasy	voices
hlasy	војсис
javy	јава
javy	java
javy	феномени
vytvorí	креира
vytvorí	создава
bang	бенг
starosta	градоначалникот
starosta	градоначалник
suchý	сува
suchý	хемиско
suchý	суво
suchý	сув
suchý	исуши
prináša	носи
prináša	донесува
príjem	издув
príjem	приход
príjem	приходи
príjem	сметка
príjem	прием
príjem	рецепција
príjem	приемот
príjem	приход
príjem	приходи
príjem	примања
rytierov	витезите
rytierov	витези
upravený	условени
mláďatá	младенчиња
kniežatstvo	кнежевство
ochorenia	болест
ochorenia	болести
ochorenia	заболувања
ochorenia	заболување
ochorenia	болест
ochorenia	болести
zavedenie	воведување
zavedenie	вовед
zavedenie	воведувањето
zavedenie	воведување
zavedenie	запознавање
zavedenie	претставување
obal	амбалажа
obal	пакување
hod	фрли
hod	фрлање
slávnostne	свечен
slávnostne	свечена
slávnostne	свечено
slávnostne	празнично
krízy	кризите
krízy	кризи
krízy	криза
dôkazy	доказ
dôkazy	докази
dôkazy	докази
over	над
daroval	донирани
daroval	донираше
daroval	донирал
cyklista	велосипедист
speváka	пејачка
speváka	пеач
speváka	пејач
speváka	сингер
cache	кеш
wall	ѕид
vyzerá	изгледа
výhodou	предност
karta	ливче
karta	картичка
karta	картичката
karta	карта
stena	ѕид
chlorid	хлорид
rozprávky	цртани
rozprávky	карикатури
miliardy	милијарда
miliardy	милијарди
miliardy	билион
miliardy	милјарди
miliardy	милијарди
miliardy	билиони
oddelené	разделени
oddelené	одвоено
oddelené	одделени
oddelené	одделни
oddelené	одделно
oddelené	одвоени
zakladateľov	основачи
zakladateľov	основачите
konať	чин
konať	акт
najbližšie	најблиску
najbližšie	најблискиот
najbližšie	најблиска
najbližšie	најблизу
najbližšie	најблиска
najbližšie	најблиску
najbližšie	најблиските
najbližšie	најблиски
povinnosti	обврски
povinnosti	одговорности
povinnosti	обврски
povinnosti	должности
štvrtá	четврто
štvrtá	четвртата
štvrtá	четвртото
štvrtá	четвртиот
štvrtá	четврти
štvrtá	четврта
screen	екран
usd	долари
umelecká	уметнички
umelecká	уметничко
wien	wien
wien	вин
potvrdenie	заверка
potvrdenie	потврдување
potvrdenie	потврда
potvrdenie	сертификат
potvrdenie	потврди
dan	дан
nútený	принуден
nútený	присилена
nútený	присилени
nútený	принудени
nútený	присилен
napísať	напишам
napísať	пишувајте
napísať	пиши
napísať	напиши
napísať	запиши
napísať	пишувај
kalendár	календар
tvár	соочи
tvár	свртено
tvár	лице
kláštore	манастир
kláštore	манастир
kríza	криза
orange	портокалова
orange	портокалов
orange	портокал
orange	портокалово
protokol	протокол
vnútorný	внатрешни
vnútorný	внатрешно
vnútorný	внатрешна
vnútorný	внатрешен
vnútorný	внатрешно
vnútorný	внатрешен
drží	држење
drží	холдинг
drží	чува
vyrábať	произведе
vyrábať	произведува
klasická	класични
klasická	класична
klasická	класика
klasická	classic
klasická	класик
klasická	класичен
klasická	класична
klasická	класично
klasická	класика
latinskej	латинска
latinskej	латино
latinskej	латиница
latinskej	латински
vlak	воз
jednota	единство
doktorát	докторат
špecifické	специфична
špecifické	специфично
špecifické	специфични
špecifické	конкретни
špecifické	специфичен
špecifické	одредено
scéna	сцена
blízke	близина
zaujímavosti	интересни
zaujímavosti	интересно
zaujímavosti	интересна
zaujímavosti	интересен
zaujímavosti	атракции
herbert	херберт
rafael	рафаел
kladie	става
leto	лето
dostupný	достапно
dostupný	достапни
dostupný	достапен
dostupný	достапна
silver	сребрено
silver	сребрен
silver	сребрена
silver	сребро
silver	сребрени
mlyn	ветерница
mlyn	мелница
singles	синглови
singles	поединечно
typicky	типично
typicky	типично
typicky	типичен
typicky	типична
typicky	типични
zamerané	фокусиран
zamerané	фокусирана
zamerané	фокусирани
hdp	бдп
pevné	цврсто
pevné	цврст
pevné	цврста
pevné	солидно
pevné	цврсти
zelené	зелен
zelené	зелена
zelené	зелено
zelené	зелени
široká	широки
široká	широка
široká	широко
široká	широка
široká	широк
široká	широки
são	сао
zástupcovia	пратеници
zástupcovia	пратеника
zástupcovia	заменици
zástupcovia	агенси
zástupcovia	агентите
zástupcovia	агенти
zástupcovia	претставници
zástupcovia	преставници
moderný	модерен
moderný	модерно
moderný	модерни
moderný	современ
moderný	модерна
francesco	франческо
mandát	мандатот
mandát	мандат
prejavy	говори
prejavy	манифестации
kontroly	контролира
kontroly	контроли
kontroly	контролите
kontroly	инспекции
kontroly	проверки
kontroly	чекови
kontroly	проверки
vybrané	учествуваа
vybrané	истакната
vybrané	истакнати
vybrané	истакнато
vybrané	одбрано
vybrané	избрани
vybrané	избрано
vybrané	избрана
vybrané	одбрано
vybrané	избран
dánska	данска
dánska	дански
dánska	данскиот
milión	милион
milión	милиони
boys	дечки
boys	момци
boys	момчиња
boys	машки
producenti	продуценти
producenti	производители
diskusiu	расправа
diskusiu	дискусии
diskusiu	дискусија
set	сет
set	комплет
set	сетот
set	постави
opevnenia	тврдини
spôsoby	модалитетите
spôsoby	начини
spôsoby	манирите
spôsoby	манири
spôsoby	методи
dosiahnutie	достигнувајќи
dosiahnutie	достигнување
dosiahnutie	остварување
dosiahnutie	постигнување
dosiahnutie	постигнувањето
dosiahnutie	остварување
dosiahnutie	остварувањето
syndróm	синдром
individuálne	индивидуално
individuálne	поединечно
individuálne	поединец
individuálne	индивидуален
individuálne	индивидуална
individuálne	индивидуа
individuálne	индивидуални
pravdy	вистини
pravdy	вистината
iau	iau
písmen	букви
písmen	писма
software	софтвер
demo	демо
grafické	графички
grafické	графичка
grafické	графички
grafické	графика
grafické	графики
záliv	заливот
záliv	залив
záliv	беј
záliv	залив
záliv	заливот
romány	романи
moon	месечина
moon	месечева
moon	месечината
izraela	израел
spravodlivosti	правдата
spravodlivosti	правдина
spravodlivosti	правда
spravodlivosti	праведност
regióny	региони
kurt	курт
samovraždu	самоубиство
samovraždu	самоубиства
osobu	особа
osobu	личност
vlasti	татковина
vlasti	татковината
vlasti	татковина
polície	полицијата
polície	полиција
výrazné	карактеристични
výrazné	значајни
výrazné	значителна
výrazné	значајно
výrazné	значајна
výrazné	значителен
výrazné	значаен
zelený	зелен
zelený	зелена
zelený	зелено
zelený	зелени
wright	рајт
moderátor	модератор
profesionálne	професионална
profesionálne	професионален
profesionálne	професионални
profesionálne	професионално
profesionálne	professional
profesionálne	професионалец
lucia	луси
lucia	лусија
lucia	луција
ročné	годишно
ročné	годишен
ročné	годишна
prísne	строго
prísne	стриктно
prísne	строги
prísne	строг
prísne	строга
nájdené	нашол
nájdené	пронајдени
nájdené	најдено
nájdené	пронајдено
nájdené	пронајдена
nájdené	најден
juhoslávie	југославија
zabrániť	спречување
zabrániť	спречи
zabrániť	избегнете
zabrániť	избегнувајте
zabrániť	избегнување
zabrániť	избегне
typická	типично
typická	типичен
typická	типична
typická	типични
oscar	оскар
hrdinu	херој
hrdinu	јунак
erupcie	ерупции
vnútorná	внатрешни
vnútorná	внатрешно
vnútorná	внатрешна
vnútorná	внатрешен
vnútorná	внатрешно
vnútorná	внатрешен
verejný	јавно
verejný	јавни
verejný	јавен
verejný	јавна
verejný	јавност
verejný	public
ivanovič	иванович
poézia	поезијата
poézia	поетски
poézia	поезија
informačné	информативни
informačné	информативно
indický	индијанец
indický	индиски
indický	индиска
indický	индиец
hĺbka	длабочина
ferrari	ферари
sky	sky
sky	небо
maršal	маршал
maršal	маршал
vedcov	научници
vedcov	научниците
tvary	облици
tvary	форми
príprava	подготовка
príprava	подготовки
príprava	подготовка
príprava	припрема
príprava	подготвуваат
príprava	подготвувам
rohu	агол
rohu	ќоше
rohu	ќош
snr	snr
alice	алиса
alice	алис
chaty	разговара
chaty	разговори
chaty	куќарки
allen	ален
chyba	грешка
chyba	грешка
baby	бебе
baby	орце
baby	душичка
baby	срце
španielske	шпански
španielske	шпанско
španielske	шпанска
povesť	репутација
jonathan	џонатан
informácia	информација
informácia	информации
kože	кожи
kože	сокрива
kože	крие
kože	кожа
slovak	англиски
julien	џулијан
julien	џулиен
poznatky	познавање
poznatky	знаењето
poznatky	познавања
poznatky	знаење
poznatky	знаења
československý	чехословачката
konferencii	конференција
konferencii	конференции
two	два
two	двајца
two	две
pevne	тесна
pevne	цврсто
pevne	тесен
staroveké	древни
staroveké	древно
staroveké	античка
staroveké	древна
staroveké	антички
kúpil	купена
kúpil	купи
kúpil	купено
kúpil	купила
marseille	марсеј
marseille	марсеј
turistický	туристичка
turistický	турист
turistický	туристички
guy	гај
guy	тип
rozhraní	интерфејси
kronika	хронолошки
predné	преден
predné	предни
predné	предна
predné	фронт
predné	напред
dame	даме
nahradené	заменета
nahradené	замени
nahradené	заменети
nahradené	заменето
nahradené	заменет
škótska	виски
škótska	скоч
škótska	шкотски
wild	диво
wild	диви
wild	див
wild	дива
wild	дивина
prirodzený	природна
prirodzený	природни
prirodzený	природен
prirodzený	природно
clanok	резиме
hrubý	грос
hrubý	одвратно
hrubý	бруто
hrubý	дебела
hrubý	густи
hrubý	дебели
hrubý	дебело
hrubý	дебел
hrubý	непристојно
hrubý	груба
hrubý	непристоен
hrubý	груби
hrubý	некултурно
absolútne	апсолутно
absolútne	апсолутен
absolútne	апсолутна
hľadanie	пребарување
hľadanie	барај
ponuku	понуда
ponuku	понудата
ponuku	понуда
ponuku	понуди
amd	amd
zriadenie	формирање
zriadenie	воспоставување
zriadenie	основање
aréne	арена
stáli	стоеше
stáli	стоеја
stáli	стоела
aténach	атина
aténach	aтина
party	партиски
party	партиска
party	забава
party	журка
party	партија
spektrum	спектар
ročná	годишен
ročná	годишна
metoda	методиј
povodia	басен
popisuje	опишува
vlastníctva	сопственост
vlastníctva	сопственоста
vlastníctva	сопствеништво
gustav	густав
gustav	гистав
niekoho	некој
niekoho	некого
niekoho	некому
niekoho	некој
zničená	уништен
zničená	уништени
zničená	уништено
zničená	уништена
zničená	уништена
zničená	уништени
zničená	уништена
business	бизнис
neil	нил
zodpovednosť	одговорност
zodpovednosť	одговорности
zodpovednosť	обврски
zodpovednosť	одговорност
zodpovednosť	одговорност
zodpovednosť	отчет
rokovania	преговори
rokovania	разгледувања
rokovania	преговарачки
rokovania	преговори
rokovania	преговарање
rokovania	преговори
rýchly	брзо
rýchly	бргу
rýchly	брзо
rýchly	бргу
rýchly	брз
rýchly	брзи
uhlíka	јаглероден
uhlíka	карбон
uhlíka	јаглерод
nemocnica	болница
meny	валута
meny	валути
meny	валути
zloženia	композиции
priame	direct
priame	директни
priame	директна
priame	директен
dôvody	причини
dôvody	молби
dôvody	основ
dôvody	основа
charlie	чарли
zložený	составено
zložený	составен
zložený	составена
zložený	составени
krátka	кратки
krátka	кратко
krátka	кратка
krátka	краток
krátka	кус
dieťaťa	дете
kariet	карти
kariet	картички
kariet	ливчиња
kariet	ливчињата
zúčastnila	присуствувале
zúčastnila	присуствувал
zúčastnila	присуствуваа
zúčastnila	учествуваа
zúčastnila	учествувал
zúčastnila	учествувала
zúčastnila	учествувале
zúčastnila	учествуваше
rýchlejšie	побргу
rýchlejšie	побрзо
synonymá	synonyms
princa	принцот
princa	принц
parlamentných	парламентарни
parlamentných	парламентарно
parlamentných	парламентарна
parlamentných	парламентарен
správny	точен
správny	исправи
správny	точна
škótsko	шкотска
priemyselné	индустриски
priemyselné	индустриско
priemyselné	индустриска
jon	џон
pacientov	пациенти
jasnosť	бистрината
jasnosť	јасност
jednoty	единство
živý	жива
živý	живи
živý	жив
manažment	управување
manažment	менаџмент
manažment	раководење
príchod	пристигнување
príchod	следува
príchod	доаѓам
príchod	доаѓа
priniesla	донесен
priniesla	донесени
priniesla	доведен
priniesla	донесе
priniesla	донесено
priniesla	изведен
vydať	прашање
nariadenie	указ
nariadenie	регулатива
nariadenie	прописи
nariadenie	регулација
sklon	градиенти
sklon	падина
sklon	наклонетост
záštitou	покровителство
ukončenie	довршување
ukončenie	завршување
ukončenie	прекинување
verejná	јавно
verejná	јавни
verejná	јавен
verejná	јавна
verejná	јавност
verejná	public
príčin	предизвикува
celosvetovo	глобално
zložená	составено
zložená	составен
zložená	составена
zložená	составени
židovský	еврејка
židovský	евреин
židovský	еврејски
židovský	евреј
židovský	еврејско
gordon	гордон
magnetické	магнетен
magnetické	магнетна
magnetické	магнетни
dusík	азот
ihneď	веднаш
ihneď	одма
ihneď	инстантно
slovania	словени
jako	како
jako	like
marse	марс
alternatívne	алтернатива
alternatívne	алтернативен
alternatívne	алтернативна
kamil	камил
odstrániť	отстранување
odstrániť	отстрани
odstrániť	бришење
odstrániť	избриши
teba	вие
teba	ти
teba	тебе
teba	си
ťah	потисок
ťah	помести
ťah	премести
mol	мол
občianstvo	државјанство
čínska	кинески
centrálna	централно
centrálna	централен
centrálna	централа
centrálna	централна
xiii	xiii
ľahké	лесни
ľahké	лесен
ľahké	лесно
ľahké	лесна
opatrenia	мерки
silná	моќен
silná	моќна
silná	моќно
silná	моќни
silná	јака
silná	јаки
silná	силни
silná	силен
silná	силна
atmosféra	атмосфера
možný	можно
možný	можни
možný	возможно
možný	можен
definuje	дефинира
štatút	статус
štatút	статут
štatút	статутот
štatút	статути
rangers	ренџери
prax	стажирање
prax	вежбање
prax	пракса
prax	практика
prax	искуство
marco	марко
akékoľvek	било
zálive	заливот
zálive	залив
zálive	беј
