wäldern	우즈
tödlich	치명적
tödlich	치명적
geworfen	깁스
geworfen	캐스트
geworfen	캐스팅
senats	상원
senats	상원의원
zufrieden	만족도
zufrieden	만족
zufrieden	만족
zufrieden	해피
zufrieden	행복
zufrieden	행복해
zufrieden	행복하다
zufrieden	행복한
vollen	가득
butler	버틀러
knight	기사
knight	나이트
vegetation	식물
gehirn	두뇌
gehirn	브레인
born	born
born	출생
born	탄생
säule	칼럼
säule	기둥
säule	기둥
säule	기둥
empfehlen	제안
empfehlen	추천
empfehlen	권장
empfehlen	추천합니다
empfehlen	추천
armstrong	암스트롱
quatsch	헛소리
quatsch	쓰레기
isaac	이삭
humor	유머
humor	유머
angelegenheit	물질
fazit	결론
montiert	마운트
montiert	조립
emmy	에미상
kommunistische	공산주의자
kessel	보일러
kessel	주전자
kessel	보일러
messer	나이프
messer	나이프
legion	레지옹
aristoteles	아리스토텔레스
schmale	좁은
schmale	좁아
schmale	좁다
expansion	팽창
expansion	급팽창
expansion	전개
expansion	확장
side	측면
side	사이드
schlag	히트
schlag	hit
schlag	beat
schlag	이겨
schlag	비트
schlag	펀치
schlag	파업
schlag	스트라이크
konzentrieren	농축
konzentrieren	집중
konzentrieren	집중
konzentrieren	초점
konzentrieren	집중하기
konzentrieren	포커스
industrialisierung	산업화
igor	이고르
erheben	상승
erheben	rise
vernunft	이유
zensur	검열
zensur	검열
nachteile	결점
nachteile	단점
dreieck	삼각형
dreieck	트라이앵글
gepflegt	경작
intelligenz	지능
entkommen	탈출
entkommen	탈출
senkrecht	수직
senkrecht	수직으로
senkrecht	수직
senkrecht	수직
senkrecht	세로로
senkrecht	세로
mediawiki	미디어위키
gekürzt	단축
gekürzt	깎은
experte	전문가
augusta	아우구스타
warte	기다림
warte	기다린다
warte	기다림
warte	기다렸다
skandal	스캔들
bauch	위장
bauch	복부
fördert	포스터
umgestellt	스위치
logos	로고
mächtigen	강력
mächtigen	강력한
mächtigen	강력하다
blockiert	차단
blockiert	차단
blockiert	차단됨
blockiert	차단되었습니다
steigen	상승
steigen	rise
steigen	오르기
bankier	은행원
low	낮은
low	낮음
low	low
seattle	시애틀
grundsatz	원칙
grundsatz	원리
fünfter	fifth
fünfter	다섯번째
fächer	팬들
fächer	과목
bundesweit	전국
bio	소개
bio	바이오
bio	유기적
gefährdung	위험
gefährdung	리스크
gefährdung	위험
gefährdung	취약점
begeistert	두근두근
begeistert	열정
begeistert	흥분
mangelnde	부족
arbeitnehmer	직원
arbeitnehmer	직원
arbeitnehmer	직원들
arbeitnehmer	노동자
arbeitnehmer	근로자
arbeitnehmer	노동자
arbeitnehmer	노동자들
arbeitnehmer	근로자
watson	왓슨
iris	아이리스
iris	이리스
wiese	잔디
wiese	초원
seltsam	궁금해
seltsam	이상한
seltsam	이상한
seltsam	이상하다
seltsam	odd
labels	레이블
labels	라벨
überzeugung	설득
überzeugung	신념
überzeugung	믿음
überzeugung	신앙
überzeugung	신념
überzeugung	믿음
überzeugung	종교
gasse	골목길
gasse	골목
gasse	앨리
ältester	장수
treu	충성
treu	충실
nachdenken	생각
nachdenken	반영
nachdenken	반사
kunststoff	플라스틱
kunststoff	성형외과
kunststoff	플라스틱
kunststoff	성형
kunststoff	비닐
folk	포크
folk	민속
gemeinsames	관절
bestandteile	구성요소
bestandteile	부품
bestandteile	성분
bestandteile	재료
bestandteile	성분
handschriften	글씨
handschriften	글씨체
erwartungen	기대
erwartungen	기대
werkzeug	공구
werkzeug	도구
werkzeug	도구
werkzeug	유틸리티
tauchen	다이빙
tauchen	잠수
tauchen	dive
tauchen	다이빙
tauchen	잠수
ibm	ibm
sophia	소피아
know	노하우
bahnlinie	철도
umstellung	변환
umstellung	전환
georgien	조지아어
georgien	조지아
georgien	조지아어
georgien	조지아
zerstören	파괴
zerstören	파괴
professorin	교수
professorin	교수님
ausgenommen	제외
ausgenommen	제외됨
ausgenommen	빼고
gedächtnis	추억
gedächtnis	추억
gedächtnis	기억력
gedächtnis	메모리
gedächtnis	기억
spitznamen	닉네임
spitznamen	별명
spitznamen	닉네임
spitznamen	별명
illustrator	삽화가
illustrator	일러스트레이터
anschlag	공격
anschlag	암살
anschlag	폭행
anschlag	공격
anschlag	폭격
anschlag	폭파
heimlich	시크릿
heimlich	비밀
heimlich	스텔스기
heimlich	스텔스
verletzte	부상
verletzte	부상당한
verletzte	부상
verletzte	사상자
verletzte	부상
wertvolle	소중한
tempo	속도
tempo	페이스
tempo	템포
verbracht	지출
professionellen	프로페셔널
professionellen	프로
professionellen	전문
professionellen	전문가
verkehrs	교통량
verkehrs	트래픽
verkehrs	교통
parallelen	평행
parallelen	병렬
verheiratete	결혼
klubs	클럽
square	제곱
square	스퀘어
square	광장
square	사각형
square	정사각형
mist	안개
cousin	사촌
cousin	사촌동생
cousin	사촌
getriebe	기어
getriebe	톱니바퀴
getriebe	변속기
getriebe	전송
getriebe	기어
getriebe	기어박스
geistes	인문학
geistes	스피릿
geistes	정신
unmittelbaren	즉각
ungültig	공허
ungültig	무효
ungültig	오류
queensland	퀸즐랜드
emeritierung	은퇴
emeritierung	퇴직
optisch	시각
optisch	비주얼
optisch	광학
optisch	광안리
optisch	광화문
herzegowina	헤르체고비나
secret	시크릿
secret	비밀
hinzufügen	추가하기
hinzufügen	추가
hinzufügen	추가하기
hinzufügen	추가
statuen	동상
statuen	조각상
experimente	실험
experimente	실험
experimente	실험
armut	가난
armut	빈곤
libanon	레바논
fine	미세먼지
unbrauchbar	쓸모없는
unbrauchbar	쓸데없는
protein	단백질
organe	장기
ensembles	앙상블
dänisch	덴마크어
dänisch	덴마크
vorwärts	전진
vorwärts	전달
vorwärts	앞으로
betrag	금액
betrag	합계
mathilde	마틸다
jugendlicher	청소년
jugendlicher	사춘기
jugendlicher	십대
jugendlicher	청소년
jugendlicher	젊음
blind	블라인드
verfehlt	놓쳤다
mohr	무어
mohr	무어인
beamte	장교
gonzález	곤잘레스
leidenschaft	열정
leidenschaft	열정적인
leidenschaft	열정
leidenschaft	열정
vereinbarung	각서
vereinbarung	동의
vereinbarung	협정
vereinbarung	합의
vereinbarung	mou
vereinbarung	편곡
thriller	thriller
thriller	스릴러
sachverhalt	팩트
sachverhalt	사실
sachverhalt	사실적
dokumenten	문서
dokumenten	문서
amerikanisches	아메리칸
amerikanisches	미국인
nirgends	어디든
nirgends	아무데나
zusammenstellung	컴필레이션
zusammenstellung	컴파일러
zusammenstellung	컴파일
neutralen	중성
neutralen	중립성
neutralen	중립
täglichen	매일
täglichen	일상
verhältnismäßig	비례
verhältnismäßig	상대적으로
geologischen	지질학
geologischen	지질
geologischen	지질학
geologischen	지질
linda	린다
rita	리타
angelo	젤로
angelo	안젤로
lebewesen	미생물
brechen	브레이크
brechen	휴식
brechen	break
brechen	깨짐
brechen	브레이킹
isabella	이사벨라
isabella	이사벨
isabella	이자벨라
künstliche	인조
künstliche	인공
motorsport	모터스포츠
motorsport	모터스포츠
treiben	드리프트
treiben	드리프트
flache	얕은
gesetzlich	법적으로
trust	신뢰
trust	신탁
pays	지불
müll	쓰레기
müll	쓰레기통
müll	휴지통
müll	쓰레기
müll	쓰레기
müll	쓰레기
höchster	슈프림
höchster	최고
palermo	팔레르모
verwandtschaft	친척
verwandtschaft	친족
beute	전리품
beute	먹이
beute	전리품
beute	전리품
kompromiss	타협
elektrisch	전기
elektrisch	전기
kunstwerke	작품
kunstwerke	예술
kunstwerke	미술
kunstwerke	아트
kunstwerke	아트워크
kunstwerke	삽화
kunstwerke	예술작품
münze	동전
münze	코인
münze	동전
münze	민트
arbeitsgruppe	워크그룹
rechtschreibung	철자
rechtschreibung	맞춤법
rechtschreibung	철자법
rechtschreibung	철자
panorama	파노라마
panorama	파노라마
professionelle	프로페셔널
professionelle	프로
professionelle	전문
professionelle	전문가
moral	도덕
moral	도덕
moral	도덕성
moral	도덕
never	절대
never	never
never	절대로
judentum	유대교
romeo	로미오
romeo	romeo
kasachstan	카자흐스탄
kasachstan	카자흐어
kasachstan	카자흐스탄
nils	닐스
scottish	스코틀랜드
scottish	스코틀랜드인
überlebt	생존
überlebt	살아남기
überlebt	생존
überlebt	살아남은
märtyrer	순교자
märtyrer	순교
märtyrer	순교자
kroatischen	크로아티아어
kroatischen	크로아티아
kroatischen	크로아티아인
explosion	폭발
explosion	폭발
geschäftsmann	사업가
typischerweise	일반적으로
beinhalten	포함
larven	라바
rangers	레인저스
rangers	레인저
halbwegs	하프웨이
niemanden	아무도
drogen	약물
drogen	의약품
drogen	약품
drogen	마약
drogen	마약
drogen	약물
drogen	의약품
drogen	마약
arabisch	아랍인
arabisch	아랍
arabisch	아라비아어
arabisch	아라비아
arabisch	아랍어
arabisch	아라비아어
arabisch	아라비아
gewässern	워터스
kurse	강좌
kurse	코스
kurse	과정
argentinischen	아르헨티나
argentinischen	아르헨티나인
argentinischen	아르헨티나
argentinischen	아르헨티나인
osteuropa	동부
osteuropa	동방
präsenz	존재
terror	테러리즘
terror	공포
terror	테러
nachweise	증명
nachweise	증거
nachweise	증거
bewahren	보존
bewahren	유지
bewahren	아껴
novelle	소설
tibet	티베트
sparen	저축
sparen	저장하기
sparen	저장
sparen	절약
sparen	저장
homo	호모
territorien	영토
booten	부트
booten	부츠
booten	부팅
booten	부팅
ökonomie	경제학
womöglich	아마도
womöglich	아마
womöglich	아마도
womöglich	아마
algebra	대수
algebra	대수학
pascal	파스칼
homosexualität	lgbt
homosexualität	동성애
homosexualität	동성애자
zeuge	증인
zeuge	목격자
zeuge	목격자
zeuge	증인
zeuge	증언
hope	희망
billboard	간판
billboard	빌보드
militärisch	군사
bowl	사발
bowl	그릇
edwards	에드워즈
aufträge	계약
aufträge	계약서
aufträge	주문
oberseite	인기
oberseite	top
opfern	희생
opfern	희생자
opfern	피해자
jenny	jenny
jenny	제니
birgit	테레사
birgit	베드로
birgit	피터
rumänische	루마니아
rumänische	루마니아인
rumänische	루마니아어
korrektur	보정
korrektur	보정
korrektur	교정
entdecker	탐험
entdecker	탐험가
entdecker	익스플로러
entdecker	탐색기
entdecker	탐험
telekom	텔레콤
telekom	통신
wöchentlich	주간
wöchentlich	매주
ideal	아이디얼
ideal	이상
communes	코뮌
erzeugung	세대
erzeugung	프로덕션
erzeugung	생산
erzeugung	제작
künstlich	인조
künstlich	인공
spencer	스펜서
hardy	하디
unsicher	불안
unsicher	불안해
angestellte	점원
angestellte	직원
angestellte	직원들
ram	ram
brauch	커스텀
brauch	맞춤
verkürzt	단축
verkürzt	깎은
verkürzt	단축
verkürzt	단축
schmuck	보석
schmuck	보석
schmuck	쥬얼리
innovation	혁신
aufruf	통화
aufruf	전화
aufruf	호출
aufruf	calling
öffnet	열립니다
öffnet	열기
craig	크레이그
zivilen	민간
zivilen	민간인
einheitlichen	통합
einheitlichen	단일
musikalisch	뮤지컬
boten	messenger
boten	메신저
boten	택배
schräg	이상한
flüssigkeit	음료
flüssigkeit	액체
flüssigkeit	수분
flüssigkeit	수액
flüssigkeit	액체
flüssigkeit	액체
flüssigkeit	리퀴드
flüssigkeit	액체
flüssigkeit	수분
persischen	페르시아
persischen	페르시아인
persischen	페르시안
persischen	페르시아어
bausteine	차단
bausteine	블록
bausteine	블럭
bausteine	모듈
privater	비공개
mähren	모라비아
häfen	항구
häfen	포트
entschuldigung	사과
entschuldigung	미안
entschuldigung	사과
entschuldigung	사과
editor	편집기
editor	편집자
editor	에디터
ordentlich	정돈
ordentlich	깔끔하게
ordentlich	깔끔한
anhängern	트레일러
mix	섞어
mix	믹스
mix	혼합
aka	aka
umfrage	설문조사
umfrage	설문
umfrage	설문
umfrage	설문조사
werkzeuge	도구
werkzeuge	유틸리티
werkzeuge	공구
jennifer	제니퍼
schilling	실링
schilling	실링
bemerkung	댓글
bemerkung	코멘트
bemerkung	노트
bemerkung	참고
bemerkung	발언
bemerkung	발언
bemerkung	관찰
bemerkung	관측
aufgewachsen	길러
weiterleitungen	리다이렉션
harte	힘든
harte	터프
sandra	산드라
sandra	샌드라
rezensionen	리뷰
großmeister	그랜드마스터
tänzerin	댄서
tänzerin	dancer
anklage	청구
anklage	고소
anklage	기소
anklage	기소
betroffene	영향받음
betroffene	영향권
weiden	목장
lettland	라트비아
sammler	컬렉터
sammler	콜렉터
aktualisiert	업그레이드
aktualisiert	업데이트
etappen	단계
regisseurin	디렉터
regisseurin	감독
apollo	아폴로
sudan	수단
stimmte	합의
stimmte	동의
bewerten	평가
bewerten	평가하기
bewerten	별점
bewerten	평점
bewerten	평가
mut	용기
mut	용기
arms	무기
crew	크루
crew	승무원
enterprise	엔터프라이즈
enterprise	기업
prominente	연예인
stützen	기둥
stützen	칼럼
stützen	기둥
stützen	소품
lüttich	리에주
algorithmus	알고리즘
einhaltung	준수
uno	uno
watt	와츠
watt	왓츠
reis	라이스
bär	베어스
bär	베어
bär	베어
slam	슬램
zielen	aim
zielen	조준
ecuador	에콰도르
ecuador	에콰도르
potential	잠재력
potential	퍼텐셜
potential	잠재
potential	잠재적
haar	머리카락
haar	머리
haar	머리카락이
trinken	음주
trinken	마시기
trinken	음료
trinken	음료수
potter	포터
pazifik	태평양
pazifik	퍼시픽
duell	결투
duell	결투
elektrotechnik	일렉트로닉스
elektrotechnik	전자제품
elektrotechnik	전자공학
elektrotechnik	일렉트로
elektrotechnik	전기
verschwindet	소멸
verschwindet	사라지는
verschwindet	사라져
verringert	감소
zahlung	송금
zahlung	지불
zahlung	결제
bergmann	마이너
ausländer	에이리언
ausländer	외계인
ausländer	외계인
ausländer	외국인
ausländer	외국인
spitz	스피츠
guatemala	과테말라
guatemala	과테말라
portland	포틀랜드
spam	스팸
stellvertretende	부관
anschließen	플러그
anschließen	플러그인
geliebte	연인
geliebte	애인
theresia	테레사
optische	광학
optische	광안리
optische	광화문
leonardo	레오나르도
flash	플래시
fonds	기금
fonds	자금
fonds	펀드
fonds	기금
fonds	펀드
inhalten	콘텐츠
inhalten	컨텐츠
inhalten	내용
verbringen	지출
verdienen	적립
verdienen	적립
ausser	빼고
intensive	강렬하게
intensive	강렬한
messungen	측정
unterstützer	지지자들
unterstützer	지지자
unterstützer	후원자
unterstützer	지지자
unterstützer	서포터
seven	세븐
seven	일곱
helle	밝아
helle	밝고
helle	밝은
helle	밝게
risiken	위험
risiken	리스크
risiken	위험
risiken	리스크
wettkampf	대회
wettkampf	토너먼트
wettkampf	대회
wettkampf	경쟁
wettkampf	경쟁
wettkampf	콘테스트
wettkampf	대회
konzeption	concept
konzeption	컨셉
konzeption	개념
beleidigung	모욕
beleidigung	모욕적
beleidigung	모욕
beleidigung	모욕을
beleidigung	모욕
ausmaß	등급
ausmaß	규모
differenzen	차이와
differenzen	차이
differenzen	차이점
simone	시몬
simone	시모네
besuchten	방문
fühlen	feel
fühlen	기분
fühlen	느낌
fühlen	느낌이
fühlen	기분
fühlen	느낌
nächstes	다음
nächstes	넥스트
grace	그레이스
grace	은혜
elektronen	전자
elektronen	전자
klassisch	빈티지
klassisch	클래식
klassisch	고전주의
klassisch	고전
klassisch	클래식
klassisch	고전
preisen	가격
preisen	상금
mosel	모젤
vereinbart	합의
vereinbart	동의
stuhl	의자
stuhl	대변
stuhl	변이
neffen	조카
beweise	증명
beweise	증명
beweise	증거
beweise	증거
republikaner	공화당
republikaner	공화당
doctor	닥터
grabmal	무덤
lektüre	독서
lektüre	읽고
lektüre	읽기
laufzeit	기간
laufzeit	평생
laufzeit	런타임
laufzeit	성숙
laufzeit	성숙도
mar	mar
glaub	believe
glaub	믿기
minderheiten	소수
einschränkungen	제한
einschränkungen	한계
einschränkungen	제한
einschränkungen	제약
einschränkungen	제한
biologische	생물학
nützlich	유용하다
nützlich	유용합니다
nützlich	유용
druckerei	프린팅
druckerei	인쇄
druckerei	프린터
druckerei	프린터
druckerei	프린터
lambert	람베르트
lambert	램버트
buchhandlung	서점
buchhandlung	서점
motiven	동기
modernisierung	업그레이드
angeklagt	피고
angeklagt	피고인
vermont	버몬트
schädel	두개골
schädel	해골
toyota	토요타
willkürlich	무작위
willkürlich	무작위로
willkürlich	랜덤
schuster	슈메이커
make	make
make	화장
make	메이크업
dec	적위
str	str
kate	kate
kate	케이트
hervorgehoben	하이라이트
hervorgehoben	밑줄
gregory	그레고리
gregory	그레고리우스
return	반납
return	반환
return	리턴
return	귀환
return	복귀
cia	cia
taufe	세례
taufe	세례
kompetenz	전문성
kompetenz	능력
eingliederung	통합
race	레이스
race	경주
race	인종
race	경쟁
kay	케이
hinrichtung	처형
hinrichtung	실행
socke	양말
socke	양말
socke	socks
pittsburgh	피츠버그
romantik	연애
romantik	로맨스
romantik	낭만
romantik	낭만주의
romantik	로맨틱
romantik	낭만적
fiktiven	허구
signale	신호
mechanik	역학
karosserie	시체
karosserie	몸매
karosserie	몸매가
karosserie	섀시
unterbrechung	인터럽트
nachname	성씨
spezifischen	구체적
spezifischen	특정
spezifischen	구체
ewig	영원
ewig	영원히
ewig	forever
ewig	영원한
ewig	영원
ewig	영원한
manuskript	사본
westküste	코스트
westküste	해안
plastik	플라스틱
plastik	성형외과
plastik	조각상
plastik	조각
plastik	플라스틱
plastik	성형
plastik	비닐
ausbreitung	전파
montevideo	몬테비데오
beta	베타
beschränken	제한
tunesien	튀니지
tunesien	튀니스
hintergründe	배경
hintergründe	배경색
hintergründe	배경
diagnose	진단
diagnose	진단
diagnose	진단
diagnose	진단
diagnose	진단
verstärkung	강화
verstärkung	향상
justin	저스틴
zurückziehen	수축
zurückziehen	인출
zurückziehen	후퇴
transformation	변신
transformation	변환
transformation	변형
transformation	변환
transformation	변신
transformation	변형
rebellen	반군
rebellen	반란군
rebellen	반란군
rebellen	반군
event	이벤트
tochtergesellschaft	자회사
großmutter	할머니
großmutter	외할머니
großmutter	할머니
großmutter	할머니
maurer	메이슨
maurer	mason
extreme	극단
extreme	극단
extreme	익스트림
extreme	극한
ostern	부활절
bevölkerungszahl	인구순
bevölkerungszahl	인구
saga	사가
frist	마감
schienen	레일
schienen	트랙
terminal	터미널
spring	점프
spring	봄이
spring	스프링
trend	추세
trend	trend
trend	경향
trend	트렌드
trend	경향
währung	통화
währung	화폐
währung	통화
währung	화폐
umgestaltung	재개발
umgestaltung	변신
umgestaltung	변환
umgestaltung	변형
inbetriebnahme	취임식
inbetriebnahme	스타트업
inbetriebnahme	시작
telefon	전화
telefon	전화기
telefon	전화번호
telefon	휴대폰
telefon	전화
telefon	전화기
ligen	리그
gewünschten	원하는
colonel	대령
mittig	가운데
mittig	중심있는
feinde	적들
fiat	피아트
fragmente	단편
klassik	클래식
klassik	고전주의
klassik	고전
klassik	클래식
klassik	고전
zustimmen	승낙
zustimmen	동의
zustimmen	동의
opus	오푸스
schlimm	bad
schlimm	나쁜
schlimm	나쁘다
viktoria	빅토리아
nordwest	노스웨스턴
nordwest	북서
nordwest	북서부
nordwest	북서쪽
nordwest	노스웨스트
nordwest	북서부
nordwest	북서
klinische	임상
hong	홍대
adressen	주소
adressen	주소
niedrig	낮은
niedrig	낮음
niedrig	low
rogers	로저스
konstant	상수
tee	홍차
probe	표본
probe	견본
probe	샘플링
probe	샘플
probe	리허설
probe	견본
probe	탐사
schatz	여보
schatz	허니
schatz	베이비
schatz	아기
schatz	연인
schatz	애인
schatz	보물
merkel	메르켈
focus	집중
focus	초점
focus	집중하기
focus	포커스
kontroverse	논란이
kontroverse	논란
kontroverse	논란
kontroverse	논쟁
irische	아일랜드어
irische	아일랜드인
aufforderung	초대
aufforderung	초청
storm	폭풍
storm	폭풍우
storm	스톰
kümmert	아낀다
heftig	폭력적인
heftig	폭력적
heftig	강렬하게
heftig	강렬한
lac	lac
geschützte	보호
klarinette	클라리넷
kapitulation	항복
kapitulation	항복
insolvenz	파산
rhythmus	템포
rhythmus	리듬
rhythmus	리듬
nordost	북동
nordost	북동부
monatlich	월간
monatlich	매달
monatlich	매월
spezialisierte	전문
stabilität	안정성
stabilität	안정
haushalts	집안
haushalts	가구
bewiesen	입증
ausgehenden	송신
ausgehenden	발신
madame	부인
madame	사모님
lücke	간격
tonträger	녹음
tonträger	레코딩스
tonträger	레코딩
tonträger	레코드
giorgio	조르지오
niedrige	낮은
niedrige	낮음
niedrige	low
clarke	클라크
ukrainische	우크라이나
ukrainische	우크라이나어
doc	doc
angeregt	자극
interessierten	관심사
interessierten	관심
lizenzen	라이선스
lizenzen	사용권
lizenzen	라이센스
lizenzen	면허
lizenzen	라이선스
lizenzen	라이센스
lizenzen	라이선스
lizenzen	라이센스
lizenzen	면허
lizenzen	허가서
lizenzen	라이선스
lizenzen	라이센스
lizenzen	면허
peace	피스
peace	peace
peace	평화
organischen	유기적
kult	숭배
kult	컬트
cat	고양이
stevens	스티븐스
aaron	에런
aaron	아론
survey	설문조사
staatsanwalt	변호사
bangkok	방콕
passenden	매칭
passenden	일치하는
passenden	일치
ausgeprägt	발음
variablen	변광성
variablen	변수
variablen	변수
sub	서브
swiss	스위스
angestellter	직원
angestellter	사무원
angestellter	점원
japaner	일본어
japaner	일본
japaner	일본인
armenien	아르메니아
armenien	아르메니아인
angrenzende	인접
angrenzende	인접한
elo	elo
überrascht	서프라이즈
braune	갈색
braune	브라운
vers	구절
habsburg	합스부르크
selbstmord	자살
meldungen	스토리
meldungen	소식
meldungen	메시지
meldungen	보고서
meldungen	알림
flur	복도
flur	코리더
pensionierung	은퇴
pensionierung	퇴직
absoluten	절대
absoluten	절대적
proteste	시위
proteste	항의
proteste	항의
braut	신부
braut	신부
braut	병아리
buffalo	버팔로
buffalo	버펄로
verhaftung	체포
verhaftung	체포
scheibe	디스크
scheibe	디스크
scheibe	조각
scheibe	슬라이스
poesie	문학
vorläufig	일시적
vorläufig	일시적으로
vorläufig	예비
übersetzte	번역
pilz	곰팡이
pilz	버섯
abgetrennt	분리됨
abgetrennt	별거
vorort	교외
vorort	교외
vorort	교외
ankara	앙카라
discovery	디스커버리
discovery	발견
sektor	섹터
sektor	부문
ted	테드
ted	ted
weiblich	암컷
weiblich	여성
weiblich	암컷
weiblich	여성
quelltext	코드
quelltext	부호
isoliert	격리
isoliert	고립
isoliert	고립
erfassen	캡쳐
erfassen	캡처
erfassen	캡처
einbindung	개입
einbindung	통합
gestein	스톤
gestein	석기
gestein	바위
gestein	바위
gestein	rock
ignorieren	무시
ignorieren	무시해
arbeitsplätze	워크스테이션
arbeitsplätze	고용
arbeitsplätze	작업
arbeitsplätze	일자리
arbeitsplätze	직업
arbeitsplätze	잡스
arbeitsplätze	직장
weltrangliste	랭킹
lane	레인
lane	차로
rückgang	거절
rückgang	거부
rückgang	쇠퇴
rückgang	줄이기
rückgang	감소
rückgang	수축
kürzlich	최근
kürzlich	최근에
kürzlich	최근
delhi	델리
zusammengestellt	컴파일
zusammengestellt	조립
muttersprache	네이티브
eisenbahnen	철도
eisenbahnen	철도
eisenbahnen	기차
eisenbahnen	열차
beleuchtung	조명
beleuchtung	조명
beleuchtung	불빛
beleuchtung	조명
zivilisten	민간
zivilisten	민간인
zivilisten	민간인
delle	덴트
tötet	킬링
garantiert	보장
germain	제르맹
germain	생제르맹
aktiviert	활성화
spezial	스페셜
spezial	특수
spezial	특별한
spezial	스페셜
spezial	특별
agenten	에이전트
agenten	에이전트
agenten	요원
agenten	대리인
heavy	무겁게
heavy	무거워
heavy	무거운
heavy	무거움
filialen	나뭇가지
filialen	자회사
filialen	매장
filialen	가게
filialen	상점
filialen	스토어
wirksam	효과적
key	키키
scheidung	이혼
scheidung	이혼
einschränkung	제한
einschränkung	제한
einschränkung	제약
psychotherapie	심리치료
afrikanische	아프리카
rauch	연기
rauch	담배
zivile	민간
zivile	민간인
portale	포탈
portale	포털
gemischten	엇갈린다
gemischten	혼합
treue	충성
treue	충실
treue	충성
treue	멤버십
bird	조류
einigermaßen	다소
künstlerisch	예술적
programmen	프로그램
angegliedert	제휴
boxen	상자
boxen	박스
boxen	복싱
playstation	플레이스테이션
asiatischen	아시아
wachsende	growing
wachsende	성장
wachsende	자라고
wachsende	증가
trocken	건조
trocken	드라이
trocken	건조
lena	리나
dunkler	어둡게
dunkler	다크
dunkler	어두운
dunkler	어둠
dunkler	어둡게
dunkler	어두운
rex	렉스
schachspieler	체스
springs	스프링
springs	스프링스
reporter	기자
reporter	리포터
reporter	기자
alma	alma
alma	알마
identifizieren	식별
identifizieren	식별하기
identifizieren	식별
nagel	손톱
nagel	발톱
grundsätze	원칙
grundsätze	원리
wirksamkeit	효율성
semester	학기
hauptseite	홈페이지
grauen	회색
grauen	그레이
grauen	공포
grauen	회색
grauen	그레이
eingreifen	개입
move	움직여
move	움직임
move	이동
xxx	xxx
beschließt	결심
ökonom	경제학자
ausgeliehen	빌려
ausgeliehen	빌려서
pfeiler	기둥
pfeiler	기둥
teuer	비싼
teuer	비싸다
schah	샤샤
schah	샤이니
constantin	콘스탄틴
constantin	콘스탄티노스
constantin	콘스탄티누스
niederlassung	자회사
niederlassung	설립
niederlassung	사무소
niederlassung	사무실
niederlassung	오피스
niederlassung	지점
niederlassung	분기
ballett	발레
ballett	발레단
unterstützten	지원합니다
unterstützten	지원
unterstützten	지원함
triumph	트라이엄프
mongolei	몽골
fließen	플로
fließen	플로우
fließen	흐름
fließen	흐르는
vilnius	빌뉴스
turn	턴제
rodríguez	로드리게스
rodríguez	로드리게즈
beitritt	멤버십
beitritt	멤버
chirurgie	수술
chirurgie	외과
chirurgie	수술과
chirurgie	외과
weißrussland	벨라루스
weißrussland	예멘
weißrussland	남예멘
weißrussland	민스크
challenger	챌린저
generals	제너럴
wahrzeichen	랜드마크
wahrzeichen	명소
fiktive	허구
werkstätten	워크샵
werkstätten	워크숍
werkstätten	워크샵
werkstätten	워크숍
paradies	파라다이스
paradies	천국
paradies	낙원
nest	둥지
präsidentin	회장
präsidentin	대통령
kaplan	카플란
verlage	출판사
verlage	게시
verlage	출판
verlage	출판사
verlage	퍼블리셔
verlage	출판
grundlegenden	기본
grundlegenden	기초
grundlegenden	베이직
streiten	싸움
frucht	과일
frucht	열매
frucht	과일과
frucht	과일
frucht	과일과
baseball	베이스볼
baseball	야구
petersen	피터슨
selbe	같은
selbe	동일
selbe	똑같이
luftfahrt	항공
luftfahrt	항공기
luftfahrt	항공우주
förderer	스폰서
förderer	후원
förderer	후원자
förderer	스폰서
förderer	후원
ricardo	히카르도
ricardo	리카르도
ricardo	히카르두
steigern	홍보
steigern	홍보하기
schnittstelle	인터페이스
schnittstelle	인터페이스
feststellung	탐지
feststellung	감지
feststellung	검출
abwechselnd	대체
fahrten	크루즈
fahrten	놀이기구
vetter	사촌
vetter	사촌동생
wissenschaftlern	과학자
offizielles	공식
offizielles	official
nachmittag	오후
präsentieren	현재
präsentieren	선물
präsentieren	쇼케이스
millimetern	밀리미터
millimetern	밀리미터
konsequenz	일관성
hubschrauber	헬리콥터
hubschrauber	헬기
hubschrauber	헬리콥터
globalen	글로벌
globalen	전역
verzicht	면제
verzicht	항복
kopien	복사
kopien	복사본
kopien	사본
schrittweise	점차
schrittweise	진보주의
schrittweise	프로그레시브
gültigkeit	유효합니다
gültigkeit	유효
gültigkeit	유효한
gültigkeit	타당성
friedens	피스
friedens	peace
friedens	평화
gefährlich	위험한
gefährlich	위험하다
gefährlich	위험
gefährlich	dangerously
adligen	귀족
integrieren	통합
fortuna	포르투나
reale	진짜
reale	리얼
reale	레알
wandern	하이킹
wandern	걷고
wandern	워킹
wandern	걷는다
wandern	걷기
wandern	하이킹
wandern	트레킹
vorgelegt	제출
anmelden	구독
anmelden	로그인
anmelden	레지스터
anmelden	등록
anmelden	가입
anmelden	로그
investitionen	투자
investitionen	투자
investitionen	투자
meyers	마이어스
panama	파나마
panama	파나마
gläubigen	신자
normaler	정규
normaler	보통
normaler	평범
normaler	정상
sichtbaren	표시
sichtbaren	표시됨
hypothese	가설
killer	킬러
