اتھاہ	deep
افسانہ	taie
افسانہ	kisah
افسانہ	dongeng
افسانہ	fable
افسانہ	lie
افسانہ	bohong
افسانہ	lagenda
افسانہ	legend
افسانوی	palsu
افسانوی	false
افسانوی	fabulous
افسانوی	palsu
افسانوی	false
افسر	pembaris
افسر	penguasa
افسر	mahkota
افسر	crown
افسر	pembaris
افسر	penguasa
افسر	pegawai
افسر	perwira
افسر	officer
افسر	mahkota
افسر	crown
افسرِبالادست	autoriti
افسرِبالادست	authority
افسرانہ	pompous
افسردگی	kemurungan
افسردگی	depression
افسردگی	kesedihan
افسردگی	kemurungan
افسردگی	depression
افسردہ	sedih
افسردہ	sad
افسردہ	tertekan
افسردہ	murung
افسری	autoriti
افسری	authority
افسری	peraturan
افسری	rule
افسری	royalti
افسری	kedaulatan
افسوس	penyesalan
افسوس	menyesal
افسوس	sesal
افسوس	duka
افسوس	penyesalan
افسوس	sesal
افسوس	taubat
افسوں	pesona
افسوں	sihir
افسوں	sihir
افسوں	ajaibnya
افسوں	magic
افسوں	sihir
افسوں	magik
افسوں	pesona
افسوں	sihir
افسوں	jampi
افسوں	eja
افسوں	sihir
افسوں	ajaibnya
افسوں	magic
افسوں	sihir
افسوں	magik
افسوں	pesona
افسوں	charm
اِفشا	pendedahan
افشاں	hair
افشاں	rambut
افشاں	kertas
افشاں	body
افشاں	bodi
افشاں	badan
افشُردہ	perah
افشُردہ	jus
افشُردہ	juice
افشُردہ	ditapis
افشُردہ	penyet
افشُردہ	ditekan
اِفضال	kebaikannya
اِفضال	kebaikan
افضلیتّ	prominence
افضلیتّ	kehebatan
افضلیتّ	kebesaran
افضلیتّ	keunggulan
افعی	noxious
افعی	viper
افعی	asp
افغان	afghan
اُفُق	ufuk
اُفُق	horizon
اُفقاً	mengufuk
اُفُقی	mengufuk
اِفک	lie
اِفک	bohong
افکار	fikiran
افکار	pemikiran
افکار	pendapat
افکار	teori
افکار	kebimbangan
افکار	idea
افگار	terluka
افگن	menggulingkan
افگن	melenting
افگن	casting
افگندگی	melenting
افگندہ	cast
افگندہ	tercampak
افگندہ	humble
افگندہ	khusyuk
اِفلاس	kemiskinan
افلاطُون	plato
افلاطُونی	platonic
افلاطُونی	platonic
افلاک	langit
افلاک	langit
افلاکی	cakerawala
افواہ	mulut
افواہ	gossip
افواہ	gosip
افواہ	rumour
افواہ	mulut
افواہ	gossip
افواہ	gosip
افواہی	oral
افواہی	lisan
افواہی	lisan
اِفہام	menjelaskan
اِفہام	maklumkan
افیال	gajah
افیم	candu
اقارب	kin
اقارب	kerabat
اقاقیہ	akasia
اقالیم	negara
اقالیم	kawasan
اِقامت	kediaman
اِقامت	penginapan
اِقامت	stay
اِقامتی	perumahan
اِقامتی	kediaman
اِقامہ	visa
اقانیم	asas
اقانیم	asasnya
اِقباض	penangkapan
اِقباض	tangkap
اِقبال	tenaga
اِقبال	power
اِقبال	kuasa
اِقبال	empunya
اِقبال	blessing
اِقبال	restu
اِقبال	berkat
اِقبال	pengakuan
اِقبال	tuah
اِقبال	luck
اِقتباس	deriving
اِقتباس	petikan
اِقتباس	quotation
اِقتباس	pengekstrakan
اِقتدار	autoriti
اِقتدار	authority
اِقتدار	pengaruh
اِقتدار	tenaga
اِقتدار	power
اِقتدار	kuasa
اِقتدار	kawalan
اِقتراب	closeness
اِقتراب	union
اِقتراب	kesatuan
اِقتراب	penyatuan
اِقتراب	unity
اِقتراب	kesatuan
اِقتراب	perpaduan
اِقتراب	keharmonian
اِقتراب	harmony
اِقتراب	harmoni
اِقتران	closeness
اِقتران	union
اِقتران	kesatuan
اِقتران	penyatuan
اِقتران	bersempena
اِقتران	unity
اِقتران	kesatuan
اِقتران	perpaduan
اِقتصاد	kesederhanaan
اِقتصاد	ekonomi
اِقتصادی	ekonomi
اِقتصادیات	ekonomi
اِقتصار	pengurangan
اِقتضا	permintaan
اِقتضا	demand
اِقتضا	memerlukan
اِقتضا	perlukan
اِقتضا	perlu
اِقتضا	need
اِقتضا	keperluan
اِقتفا	mengikuti
اِقتفا	following
اقدار	mengukur
اقدار	nilai
اقدار	anggaran
اقدام	langkah
اقدام	steps
اِقدام	gerak
اقدم	pertama
اقدم	first
اقدم	dulu
اقدم	dahulu
اقدم	older
اقدم	prior
اِقرا	baca
اِقرار	penerimaan
اِقرار	perakuan
اِقرار	perjanjian
اِقرار	agreement
اِقرار	persetujuan
اِقرار	ikrar
اِقرار	berikrar
اِقرار	kemasukkan
اِقرار	kemasukan
اِقرار	pengakuan
اِقراری	confessor
اِقراری	afirmatif
اقران	contemporaries
اِقران	closeness
اِقران	union
اِقران	kesatuan
اِقران	penyatuan
اقرب	relatif
اقربا	kerabat
اقربا	rakan
اقربا	hubungan
اقرع	botak
اقساط	bahagian
اقسام	jenis
اقسام	kategori
اقصا	batas
اقصا	hadkan
اقصا	had
اقصر	terkecil
اقصیٰ	ekstrem
اقصیٰ	melampau
اقطاب	patok
اقطاب	kutub
اقطاب	paksi
اقطار	diameters
اقطار	divisyen
اقطار	pembahagian
اقطار	pinggir
اقطار	tepi
اقطار	sisinya
اقطاع	divisyen
اقطاع	pembahagian
اِقطاع	cutting
اِقطاع	membahagikan
اقطع	busuk
اِقعا	setinggan
اقل	lcm
اقل	mean
اقل	lcm
اقل	mean
اقل	minima
اقل	minimum
اقل	least
اقلّیّت	minoriti
اُقلَیدس	geometri
اُقلَیدس	euclid
اِقلیم	kerajaan
اِقلیم	country
اِقلیم	negara
اِقلیم	rantau
اِقلیم	wilayah
اِقلیم	kawasan
اقمِشہ	pakaian
اقمِشہ	baju
اقمِشہ	bagasi
اُقنوم	unsur
اُقنوم	asas
اقوال	perkataan
اقوال	pendapat
اقوام	castes
اقوام	peoples
اقوام	ras
اقوَم	hany
اقوَم	cuma
اقوَم	hanya
اِک	satu
اِک	one
اِکّا	eka
اکابر	pemimpin
اکابر	leaders
اکاج	kerugian
اکاج	prasangka
اکاج	harm
اکاج	kemudaratan
اکاج	mudarat
اکاج	useless
اکاج	merbahaya
اکاج	berbahaya
اکاجی	useless
اکاجی	merugikan
اکادمی	akademi
اکادمی	academy
اکاذیب	lies
اکاذیب	terletak
اکاذیب	bohong
اکارت	useless
اکاس	ruang
اکاس	space
اکاس	angkasa
اکاس	sky
اکاس	langit
اکال	allah
اکال	kebuluran
اکال	kemarau
اکال	kekeringan
اکّال	pemusnah
اِکائی	unit
اکبر	greater
اکبر	terbesar
اکبر	greatest
اُکتاہٹ	kebosanan
اِکتساب	profit
اِکتساب	pembelajaran
اِکتساب	learning
اِکتساب	mendapatkan
اِکتساب	getting
اِکتساب	dapatan
اِکتساب	gandaan
اِکتساب	gain
اِکتساب	menerima
اِکتسابی	didapat
اِکتسابی	diperoleh
اِکتسابی	diperolehi
اِکتشاف	wahyu
اِکتشاف	menerokai
اِکتشاف	terokai
اِکتشاف	teroka
اِکتشاف	penerokaan
اِکتشاف	penemuan
اِکتشاف	discovery
اِکتشاف	pendedahan
اِکتفا	adequacy
اِکتناز	perbendaharaan
اکتوبر	oktober
اکتوبر	october
اکٹ	berkeyakinan
اکٹ	berazam
اکٹ	firma
اکٹ	tegas
اُکٹنا	penderaan
اُکٹنا	penyalahgunaan
اُکٹنا	merosakkan
اُکٹنا	kerosakan
اِکٹّھا	dihimpunkan
اِکٹّھا	bersama
اِکٹّھا	bersatu
اِکٹّھا	united
اِکثار	abundance
اکثر	kerap
اکثر	sering
اکثر	kerap
اکثر	amnya
اکثر	umumnya
اکثر	kerap
اکثر	sering
اکثر	kerap
اکثر	kerap
اکثر	most
اکثر	paling
اکثر	kebanyakan
اکثر	terbanyak
اکثر	amnya
اکثر	umumnya
اکثریّت	majoriti
اکثریّت	majority
اکثریّتی	parti
اکچھر	kekal
اکحال	kohls
اُکر	kubah
اُکر	dome
اِکرام	hadiah
اِکرام	pemberian
اِکرام	anugerah
اِکرام	gift
اِکرام	kebaikannya
اِکرام	kebaikan
اِکرام	kehormatan
اِکرام	honour
اِکرام	maruah
اِکراہ	paksaan
اِکراہ	meluat
اِکراہ	kebencian
اِکراہ	benci
اِکراہ	kekangan
اِکراہ	dalih
اکرم	disanjungi
اکرم	dihormati
اکَرما	useless
اکَرما	melahu
اکڑ	bongkak
اکڑ	kesombongan
اکڑ	cramp
اکڑ	kebanggaan
اکڑ	pride
اکڑ	maruah
اکڑ	keangkuhan
اکڑ	kekakuan
اکڑ	hardness
اکڑ	kekerasan
اکڑ	bongkak
اکڑ	kesombongan
اکڑ	cramp
اکڑ	kebanggaan
اکڑ	pride
اکڑ	maruah
اکڑ	keangkuhan
اکڑ	kekakuan
اکڑ	hardness
اکڑ	kekerasan
اکّڑ	degil
اکّڑ	sombong
اکڑا	sempit
اکڑا	stiffened
اکڑا	kekasaran
اکڑاٹ	kekakuan
اکڑاٹ	hardness
اکڑاٹ	kekerasan
اکڑاٹ	cramp
اکڑن	hardness
اکڑن	kekerasan
اکڑن	kekakuan
اکڑن	hardness
اکڑن	kekerasan
اکڑن	kekakuan
اکڑن	cramp
اکڑنت	keangkuhan
اکڑنت	kekakuan
اکڑنت	cramp
اکڑُو	sombong
اِکزاز	contracting
اِکسار	genap
اِکسار	flat
اِکسار	aras
اِکساں	sama
اِکساں	same
اُکسانا	gerak
اُکسنا	gunung
اُکسنا	mount
اُکسنا	lekap
اُکسنا	goyah
اُکسنا	bercambah
اِکسیر	mujarab
اکش	dadu
اکَل	sepi
اکَل	sunyi
اکَل	bersendirian
اکَل	sendiri
اکَل	keseorangan
اکل	makanan
اکل	diet
اکل	menelan
اکل	makan
اِکلا	sole
اِکلا	single
اِکلا	bujang
اِکلا	singel
اِکلا	sahaja
اِکلا	satu
اِکلا	one
اِکلا	lone
اِکلَوتا	sahaja
اِکمال	melengkapkan
اِکمال	finishing
اکمامہ	kelopak
اکملیّت	kesempurnaan
اکناف	setinggan
اکناف	sisinya
اکناف	environs
اکوار	merangkul
اکوار	peluk
اِکَوتا	ekzema
اکور	rasuah
اکور	suap
اکَوڑا	forceps
اکُول	rakus
اِکَونڈی	poker
اِکہرا	nipis
اِکہرا	sepi
اِکہرا	sunyi
اِکہرا	bachelor
اِکہرا	belaka
اِکہرا	bersendirian
اِکہرا	sendiri
اِکہرا	keseorangan
اِکہرا	ramping
اکید	kuat
اکیل	kesepian
اکیل	pengasingan
اکیل	kesunyian
اکیل	bersendirian
اکیل	sendiri
اکیل	keseorangan
اکیلا	berpenghuni
اکیلا	kesepian
اکیلا	unprecedented
اکیلا	kesepian
اکیلا	pengasingan
اکیلا	sahaja
اکیلا	bersendirian
اکیلا	sendiri
اکیلا	keseorangan
اکیلا	unik
اکیلا	unique
اکیلا	berpenghuni
اکیلا	kesepian
اکیلا	unprecedented
اکیلا	kesepian
اکیلا	sepi
اکیلا	sunyi
اکیلا	pengasingan
اکیلا	sahaja
اکیلا	bersendirian
اکیلا	sendiri
اکیلا	keseorangan
اکیلا	unik
اکیلا	unique
اکھاّ	semua
اکھاّ	total
اکھاّ	jumlah
اکھات	wetland
اکھات	laguna
اکھات	lagoon
اکھات	tasik
اکھات	lake
اکھاڑا	perhimpunan
اکھاڑا	assembly
اکھاڑا	jemaah
اُکھاڑنا	musnahkan
اُکھاڑنا	lerai
اُکھاڑنا	ekstrak
اُکھاڑنا	buangan
اُکھاڑنا	membazir
اُکھاڑنا	oust
اُکھاڑنا	berasingan
اُکھاڑنا	bersurai
اُکھال	muntah
اُکھال	mual
اُکھالنا	muntah
اِکھٹّا	bersama
اُکھٹنا	trip
اکھڑّ	kasar
اکھڑّ	biadap
اکھڑپن	kekasaran
اُکھڑا	enggan
اُکھڑنا	gallop
اکھنڈ	keseluruhan
اکھنڈ	whole
اکھنڈ	abadi
اکھنڈ	allah
اکھنڈ	satu
اکھنڈ	one
اکھنڈِت	keseluruhan
اکھنڈِت	whole
اکھنڈِت	complete
اکھنڈِت	lengkap
اکھنڈِت	berterusan
اکھوا	shoot
اکھوا	tunas
اکھوا	tembak
اکھوا	tunas
اُکھیڑ	pertentangan
اگاڑی	skala
اگاڑی	early
اگاڑی	dini
اگاڑی	awal
اگاڑی	front
اگاڑی	depan
اگاڑی	hadapan
اگاڑی	vanguard
اُگاس	pertumbuhan
اُگاس	tumbesaran
اُگاس	tumbuhan
اگاسی	portico
اگاسی	serban
اگاسی	beranda
اُگانا	naikkan
اُگاؤ	pertumbuhan
اُگاؤ	tumbesaran
اُگت	rekaan
اُگت	production
اُگت	pengeluaran
اُگت	produksi
اُگت	inovasi
اُگت	pertumbuhan
اُگت	tumbesaran
اُگٹنا	penderaan
اُگٹنا	penyalahgunaan
اگر	disediakan
اگرچہ	sungguhpun
اگرچہ	walaupun
اگرچہ	walau
اگرچہ	though
اگرچہ	meskipun
اگرچہ	walaupun
اگرچہ	walau
اگرچہ	sungguhpun
اگرچہ	walaupun
اگرچہ	walau
اگرئی	brown
اگڑبگڑ	gangguan
اگڑبگڑ	kecelaruan
اگڑبگڑ	kekeliruan
اگڑبگڑ	kekalutan
اگڑبگڑ	bersepah
اگڑبگڑ	mengarut
اگست	ogos
اگل	sebelum
اگلا	terbaik
اگلا	best
اگلا	chief
اگلا	ketua
اگلا	kepala
اگلا	utama
اگلا	past
اگلا	melepasi
اگلا	terdahulu
اگلا	sebelumnya
اگلا	previous
اگلا	perdana
اگلا	pengetua
اگلا	lawan
اگلا	allah
اگلا	superior
اگلا	prior
اگلا	pertama
اگلا	first
اگلا	dulu
اگلا	dahulu
اگلا	terdahulu
اگلا	terbaik
اگلا	best
اگلا	chief
اگلا	ketua
اگلا	kepala
اگلا	utama
اگلا	past
اگلا	melepasi
اگلا	terdahulu
اگلا	sebelumnya
اگلا	previous
اگلا	perdana
اگلا	pengetua
اگلا	datang
اگلا	coming
اگلا	lawan
اگلا	allah
اگلا	superior
اگلا	prior
اگلا	pertama
اگلا	first
اگلا	dulu
اگلا	dahulu
اگلا	terdahulu
اُگلنا	pameran
اُگلنا	muntah
اگم	kedalaman
اگن	neraka
اگن	api
اگن	keradangan
اُگنا	rise
اُگنا	bangkit
اُگنا	bercambah
اگنی	api
اگوا	guide
اگوا	panduan
اگوا	leader
اگوا	pemimpin
اگوا	forerunner
اگوا	harbinger
اگوا	konduktor
اگواڑا	front
اگواڑا	depan
اگواڑا	hadapan
اگوچر	halimunan
اگوچر	rahsia
اگوچر	halimunan
اگوچر	allah
اگوچر	tersorok
اگوچر	hidden
اگوچر	disorok
اگیا	api
اگیا	nyala
اگیا	api
اگیا	flame
اگیاری	api
اگّیان	kebodohan
اگّیان	kebodohan
اگّیان	kejahilan
اگّیانی	jahil
اگّیانی	naif
اُگھاڑا	bare
اُگھاڑا	nude
اُگھاڑا	bertelanjang
اُگھاڑا	menemui
اُگھاڑا	kelihatan
اُگھاڑا	tampak
اُگھاڑا	kebolehlihatan
اُگھاڑنا	reveal
اُگھاڑنا	dedahkan
اگھانا	glut
اگھانا	dipenuhi
اگھانا	diisi
اگھور	kotor
اگھور	kotor
اگھور	fierce
اگھور	garang
اگھور	sengit
اگھوری	tamak
اگھوری	rakus
اگھوری	busuk
اگھوری	kotor
اگھوری	rakus
ال	the
الآن	sekarang
الآن	skrg
الآن	now
الآن	kini
العبد	budak
العبد	servant
العبد	hamba
الغیب	halimunan
المبلغ	cash
المبلغ	wang
المبلغ	duit
اِلّا	kecuali
الابلا	malapetaka
الابلا	bersepah
الابلا	malapetaka
الاپ	chant
الاپ	lagu
الاپ	song
الاتُونی	mengarut
اِلاچی	cardamom
الاراسی	kendur
الاراسی	slack
الاراسی	cuai
الاراسی	riang
الاراسی	lembam
الاراسی	melahu
الاراسی	kecuaian
اُلاغ	baghal
اُلانا	tuduhan
اُلانا	sarcasm
اُلانا	sindiran
اُلانا	usik
اُلانا	blame
اُلانا	menyalahkan
اُلانا	disalahkan
اُلانا	salahkan
الّانا	cicit
الّانا	mengerang
الّانا	teriak
الّانا	shout
اُلانگ	lompatan
اُلانگ	jump
اُلانگ	lompat
اُلانگنا	gunung
اُلانگنا	mount
اُلانگنا	lekap
اِلٰہ	allah
اِلٰہی	ilahi
اِلٰہی	cakerawala
اِلٰہیاتّ	teologi
اِلٰہیتّ	dewa
اِلائچی	cardamom
الباب	minda
الباب	fikiran
البتّہ	namun
البتّہ	bagaimanapun
البتّہ	tapi
البتّہ	tetapi
البِسہ	gaun
البِسہ	pakaian
البِسہ	baju
البیٹ	dibengkokkan
البیٹ	berliku
البیٹ	twist
البیٹ	pintal
البیٹ	turn
البیلا	cantik
البیلا	indah
البیلا	dandy
البیلا	serbaguna
البیلا	naif
البیلا	elegan
البیلا	molek
البیلا	riang
البیلا	pelik
الپٹی	bebenang
اِلتباس	kekeliruan
اِلتباس	kekalutan
اِلتجا	berunsur
اِلتجا	petisyen
اِلتجا	memohon
اِلتجا	banding
اِلتجا	rayuan
اِلتجا	sembahyang
اِلتجا	doa
اِلتزاق	lekatan
اِلتفات	perhatian
اِلتفات	persahabatan
اِلتفات	pertimbangan
اِلتفات	kebaikannya
اِلتفات	kebaikan
اِلتقا	union
اِلتقا	kesatuan
اِلتقا	penyatuan
اِلتقا	pemusatan
اِلتقا	penjajaran
اِلتقا	menyertai
اِلتقاط	memetik
اِلتماس	request
اِلتماس	pinta
اِلتماس	permintaan
التمش	vanguard
اِلتوا	melengahkan
اِلتہاب	provokasi
اِلتہاب	panas
اِلتہاب	haba
اِلتہاب	penulisan
اِلتہاب	membakar
اِلتہاب	pembakaran
اِلتیان	kelembutan
التھل	rawa
التھل	paya
الٹ	strong
الٹ	kukuh
الٹ	kuat
الٹ	susah
الٹ	hard
الٹ	keras
اُلٹ	songsang
اُلٹ	opposite
اُلٹا	melengkung
اُلٹا	bengkok
اُلٹا	opposite
اُلٹا	songsang
اُلٹا	seketika
اُلٹا	converse
اُلٹانا	marah
اُلٹانا	gusar
اُلٹانا	songsang
اُلٹانا	songsang
اُلٹاؤ	inversion
اُلٹاؤ	mengecewakan
اُلٹاؤ	pembalikan
اُلٹنا	kosong
اُلٹنا	marah
اُلٹنا	gusar
اُلٹنا	muntah
اُلٹنا	menggulingkan
اُلٹوانسی	sesat
اُلٹوانسی	revolusi
اُلٹوانسی	perubahan
اُلٹوانسی	ubah
اُلٹوانسی	palsu
اُلٹوانسی	false
الج	tergila
الجبّار	perkasa
الجبّار	penakluk
الجبرا	algebra
اُلجھانا	pikat
اُلجھانا	merumitkan
اُلجھانا	memerangkap
اُلجھانا	melibatkan
اُلجھن	kekeliruan
اُلجھن	kekalutan
اُلجھن	dilema
اُلجھن	komplikasi
اُلجھن	kebimbangan
اُلجھن	kecemasan
اُلجھن	kegelisahan
اُلجھنا	bertengkar
اُلجھنا	berbalah
اُلجھنا	pergaduhan
اُلجھنا	berdebat
اُلجھیڑا	entanglement
اُلجھیڑا	kesukaran
اُلجھیڑا	grip
اُلجھیڑا	genggaman
اُلجھیڑا	kekeliruan
اُلجھیڑا	kekalutan
اُلجھیڑا	toreh
اُلجھیڑا	perangkap
اُلجھیڑا	trap
اُلجھیڑا	jebak
اُلجھیڑا	bertengkar
اُلجھیڑا	berbalah
اُلجھیڑا	pergaduhan
اُلجھیڑا	genggam
اُلجھیڑا	genggaman
الچھمی	kemiskinan
اِلحاح	berunsur
الحاد	kubur
اِلحاد	murtad
اِلحاد	kekufuran
اِلحاد	kufur
اِلحاد	kekufuran
الحاصِل	product
الحاصِل	produk
اِلحاف	berunsur
اِلحاق	annexation
اِلحاق	junction
اِلحاق	simpang
اِلحاق	tambahan
اِلحاق	lampiran
اِلحاقی	kitab
اِلحاقی	tempah
اِلحاقی	book
اِلحاقی	adjunct
الحال	sekarang
الحال	skrg
الحال	now
الحال	kini
الحال	still
الحال	masih
الحال	pegun
الحان	airs
الحان	lagu
الحان	songs
الحان	nota
الحان	alunan
اِلحان	slogan
اِلحان	melodi
اِلحان	melody
الحق	kebenaran
الحمرا	merah
الحمرا	red
الحمرا	alhambra
الدّاعی	penyeru
الدّبران	aldebaran
الرّاقم	penulis
اِلزاق	kelikatan
اِلزام	tuduhan
اِلزام	blame
اِلزام	menyalahkan
اِلزام	disalahkan
اِلزام	salahkan
اِلزام	cas
اِلزام	caj
اِلزام	charge
اِلزام	libas
الس	lengahan
الس	lengah
الس	delay
الس	tunda
الس	malas
الس	melahu
الس	kemalasan
اُلس	suku
اُلس	clan
اُلس	suku
اُلس	puak
اُلس	komuniti
الست	pengabdian
الست	kemasukkan
الست	kemasukan
السّلام	ketenangan
السّلام	peace
السنہ	lidah
السنہ	bahasa
السیٹ	penipuan
السیٹ	pemalsuan
السیٹ	penipuan
السیٹ	bar
السیٹ	kejelasan
السیٹ	ketajaman
السیٹ	halangan
السیٹیا	berhelah
اِلصاق	lampiran
اِلصاق	union
اِلصاق	kesatuan
اِلصاق	penyatuan
اِلصاق	lekatan
الصّلوٰۃ	sembahyang
الصّلوٰۃ	doa
الطار	altar
الطاف	grace
الطف	ketelusan
الطف	telus
الطف	lutsinar
الطف	bersih
العطش	haus
العطش	dahaga
اِلغا	abolition
اِلغا	pembatalan
الغار	attack
الغار	serangan
الغار	serang
الغار	keramaian
الغِیاث	bantuan
الغِیاث	pertolongan
الغِیاث	bantu
الغِیاث	bantuan
الغِیاث	help
الغِیاث	membantu
الغَیب	halimunan
الَف	angry
الَف	marah
الَف	bare
الَف	bertelanjang
الَف	naked
الِف	straight
اِلف	love
اِلف	cinta
اِلف	penyembahan
اِلف	keharmonian
اِلف	harmony
اِلف	harmoni
الفا	alpha
الفا	alfa
الفاظ	terma
الفاظ	perkataan
اُلفت	keintiman
اُلفت	love
اُلفت	cinta
اُلفت	persahabatan
اُلفت	keakraban
اُلفت	lampiran
اُلفت	kebaikannya
اُلفت	kebaikan
اُلَفتہ	parasit
اُلفَتی	dilampirkan
اُلفَتی	melekat
اُلفَتی	mesra
اُلفَتی	friendly
اُلفَتی	ramah
اُلفَتی	bersahabat
الفراق	berlepas
الفراق	pemisahan
الفراق	perpisahan
اِلقا	casting
اِلقائی	inspirational
القط	bersurai
القط	digugurkan
القط	ditolak
القط	rejected
القط	dihentikan
الک	ringlet
الک	halimunan
الکُحل	alkohol
الکساہٹ	aktviti
الکلی	alkali
الکھ	halimunan
الگ	detached
الگ	terasing
الگ	terputus
الگ	diskret
الگ	pelik
الگ	unik
الگ	unique
الگ	longgar
الگ	detached
الگ	terasing
الگ	terputus
الگ	berasingan
الگ	diskret
الگ	pelik
الگ	unik
الگ	unique
الگ	longgar
الگانا	naikkan
الگانا	berasingan
الگاوا	pemisahan
الگاوا	perpisahan
الگائی	pengasingan
اُلگنا	lompatan
الگنی	tali
الگنی	tali
اللہ	allah
اللہ	allah
اﷲاﷲکرنا	solat
اﷲاﷲکرنا	pray
اﷲاﷲکرنا	berdoalah
اﷲکانور	naif
اﷲکانور	jambang
اﷲکانور	janggut
اﷲکانور	menarik
الم	azab
الم	kepedihan
الم	sakit
الم	keperitan
الم	kesakitan
الم	pain
الم	dukacita
الم	duka
الم	sokongan
الم	support
الم	sokong
الم	prop
الماری	almari
الماری	kabinet
الماغُوچی	penipuan
الماغُوچی	pemalsuan
الماغُوچی	pelik
الماغُوچی	ganjil
الماغُوچی	queer
الماغُوچی	kelakar
الماغُوچی	lawak
المانوی	jerman
المانیہ	jerman
اُلمبا	barah
اُلمبا	ketumbuhan
اُلمبا	seketul
اُلمبا	benjolan
المتُوفّیٰ	dead
المتُوفّیٰ	mati
المجسطی	almagest
المرقُوم	bertulis
المرقُوم	ditulis
المست	mabuk
المست	mabuk
المُسمّیٰ	disebut
المُسمّیٰ	dipanggil
المُضاعف	double
المُضاعف	ganda
المُعلن	announcer
المُوت	alamut
المیّہ	tragis
المیّہ	tragik
المیّہ	tragedi
النکار	metafora
النکار	simile
النکار	jewel
النکار	permata
النکار	hiasan
النکار	permata
النکار	gem
النگ	sisi
النگ	sampingan
النگ	samping
النگ	sempadan
النگ	line
النگ	garisan
النگ	tepi
النگ	dimensi
النگ	dimension
اُلنگ	lompatan
اُلنگ	stark
اُلنگنا	lompatan
اُلنگنا	abaikan
اُلنگنا	abai
اُلُّو	idiot
اُلُّو	bodoh
اُلُّو	ngok
اُلُّو	bodoh
اُلُّو	owl
اُلُّو	reban
الواث	kotoran
الواث	kekotoran
الواح	wooden
الوان	warna
الوان	colours
الوان	varian
الوان	kepelbagaian
الوان	variasi
الوان	colourful
الوانی	colourful
الوایا	tender
الوایا	gentle
الوایا	lembut
الوایا	soft
الوایا	lembut
الُوپ	halimunan
الُوپ	tersorok
الُوپ	hidden
الُوپ	disorok
الوِداع	perpisahan
الوِداع	farewell
الوِداعی	perpisahan
الوِداعی	farewell
اُلُوس	berkumpulan
اُلُوس	group
اُلُوس	kumpulan
اُلُوس	clan
اُلُوس	suku
اُلُوس	puak
اُلُوس	perlumbaan
اُلُوس	race
اُلُوس	ras
اُلُوکھل	herba
اُلُوکھل	bedil
الول	firma
الول	tegas
الول	steady
الول	mantap
الول	statik
الول	dibaiki
الول	lincah
الولا	kasim
الولا	sida
اُلُوہی	keramat
اُلُوہی	ilahi
اُلُوہیّت	dewa
اِلہام	inspirasi
اِلہامی	inspired
اِلہامی	diinspirasikan
اِلہامی	diilhamkan
اُلَہنا	aduan
اُلَہنا	tuduhan
اُلَہنا	cas
اُلَہنا	caj
اُلَہنا	charge
اُلَہنا	libas
اِلیٰ	till
اِلیٰ	hinggalah
اِلیٰ	hinga
اِلیٰ	sehinggalah
اِلیٰ	sampai
الیاف	tisu
اُلیل	kaper
اُلیل	hop
اُلیل	langkau
الیم	menyiksa
الیم	menyusahkan
الّھڑ	berpengalaman
الّھڑ	innocent
الّھڑ	naif
الّھڑ	cuai
الّھڑ	jahil
اِم	ni
اُم	foundation
اُم	ibu
اُم	bonda
اُم	asal
اُم	asalnya
اُم	sumber
امّا	namun
امّا	tapi
امّا	tetapi
امّا	namun
اماثل	setaraf
اماثل	bangsawan
امّار	pembaris
امّار	penguasa
اِمارات	emiriah
اِمارات	emirates
امارت	tanda
امارت	mark
امارت	simbol
امارت	tanda
امارت	petanda
امارت	sign
امارت	tandatangan
اِمارت	kekayaan
اِمارت	kekayaan
اِمارت	emiriah
اِمارت	amiriah
اِمارہ	membilang
اِمارہ	pengiraan
اِمارہ	akaun
اِماعت	liquefaction
اماکن	rumah
اماکن	tempat
اِمام	imam
اِمام	imam
اِمام	chief
اِمام	ketua
اِمام	kepala
اِمام	leader
اِمام	pemimpin
امان	sekuriti
امان	keselamatan
امان	keselamatan
امان	perlindungan
امان	sekuriti
امان	keselamatan
امان	keselamatan
امان	perlindungan
امان	perlindungan
امّاں	ibu
امّاں	bonda
امّاں	amma
امانت	kejujuran
امانت	deposit
امانت	jagaan
امانت	ketulusan
امانت	keikhlasan
امانت	perlindungan
امانت	iman
امانت	keselamatan
امانتی	didepositkan
امانی	keinginan
امانی	wishes
امانی	deposit
امانی	kepercayaan
امانی	trust
امانی	kemahuan
امانی	keselamatan
اُماہنا	merangsang
امب	mango
امب	mangga
امباسنا	bilas
امبر	perfume
امبر	sky
امبر	langit
امبر	awan
امبر	cloud
امبر	kulit
امبر	pakaian
امبر	baju
امبر	atmosfera
امبر	suasana
امبوا	mango
امبوا	mangga
امپَیما	ammeter
اُمّت	people
اُمّت	orang
اُمّت	rakyat
اُمّت	orng
اُمّت	agama
اُمّت	kasta
اُمّت	bangsa
اُمّت	nation
اُمّت	perlumbaan
اُمّت	race
اُمّت	ras
اُمّت	pengikut
اُمّت	ikrar
اُمّت	ugama
اِمتثال	pematuhan
اِمتثال	ketaatan
اِمتحان	setapak
اِمتحان	membuktikan
اِمتحان	test
اِمتحان	peperiksaan
اِمتحان	pemeriksaan
اِمتحان	siasatan
اِمتحان	penyiasatan
اِمتحان	penyelidikan
اِمتحان	siasatan
اِمتحان	inquiry
