annie	eni
univerzális	univerzalne
univerzális	univerzalna
platina	platina
powell	powell
teher	teret
fegyverzet	naoružanju
csökkentette	smanjilo
csökkentette	smanjila
nyitó	otvaranje
szerencse	bogatstvo
szerencse	lucky
szerencse	sreću
szerencse	sreća
termékeket	proizvodi
sokoldalú	višenamjenski
sokoldalú	svestrani
szalag	traka
szalag	traka
vágás	rezanje
vágás	rez
vágás	smanjila
vágás	pokolj
vágás	rezovi
vágás	rezova
vágás	rezove
felismerhető	prepoznatljivi
testek	tela
testek	tijela
őrmester	narednik
qui	qui
manhattan	manhattan
tisztviselő	administrator
tisztviselő	zvanična
tisztviselő	zvaničnik
tisztviselő	zvanične
tisztviselő	zvanični
tisztviselő	službeni
állatorvos	vet
állatorvos	veterinarski
szabályozása	regulišu
szabályozása	regulira
brüsszelben	brisel
eugene	eugene
konstantinápoly	konstantinopolj
prof	prof
fogadó	računar
fogadó	prijemnik
apostolok	poslanike
apostolok	poslanici
hívő	vjernik
egyetemek	univerzitetima
egyetemek	univerziteti
abdul	abdul
app	app
app	aplikacija
app	aplikaciju
íze	okus
túlélő	preživeli
túlélő	preživeli
túlélő	survivor
graf	graf
tengerparton	plaža
kristályos	kristal
csúnya	ružan
viszonylagos	relativna
sztár	zvijezda
kevesebbet	manje
silvio	silvio
egyensúly	mjerilo
egyensúly	bilans
egyensúly	ravnoteža
xxii	xxii
orlando	orlando
june	juni
bernhard	bernhard
jevgenyij	yevgeny
megegyezés	naselje
megegyezés	sporazum
megegyezés	aranžman
felépített	sagrađena
felépített	izgrađena
felépített	izgrađeno
felépített	izgradio
összefüggés	kontekst
összefüggés	kontekstu
barcelonai	barcelona
igazolja	opravdaju
vándor	wanderer
ingatlan	imovine
ingatlan	vlasništvo
ingatlan	imovina
ingatlan	imovinu
ingatlan	imovinska
ital	piće
ital	pića
ital	pije
szemek	eyes
szemek	očima
szemek	oči
sovány	lean
sovány	tanke
olcsóbb	jeftiniji
ciudad	ciudad
krónikák	hronika
krónikák	bilježe
hajóval	brod
szintetikus	sintetički
szintetikus	synth
kézikönyv	uputstvo
kézikönyv	priručnik
megkötött	zaključila
megkötött	zaključio
raf	raf
tizenkettedik	dvanaestu
ügynökség	agencija
tobago	tobaga
uralta	dominiraju
uralta	dominirali
adler	adler
gmbh	gmbh
jet	jet
zen	zen
bika	bik
alkalmaz	zapošljava
hangos	glasno
mono	mono
lars	lars
polo	polo
tank	tenk
tao	tao
teremt	stvara
érzés	osećaj
érzés	feeling
érzés	osjećaju
érzés	osjećaj
pillanat	trenutak
pillanat	momenat
pillanat	moment
piquet	piquet
tanul	proučava
tanul	proučavaju
tanul	učenje
tanul	uče
tanul	nauči
tanul	uči
tanul	learn
ghz	ghz
incidens	incident
incidens	incidenata
incidens	incidente
butler	butler
dale	dale
roosevelt	roosevelt
kézműves	zanatlija
obszervatórium	opservatorija
föderáció	federacija
chen	cen
enzim	enzime
enzim	enzima
enzim	enzimi
enzim	enzim
mansell	mansell
robbant	eksplodirala
halvány	pale
tárgyalt	dogovorila
táplálék	ishrana
táplálék	hrana
funkciók	funkcija
funkciók	funkcije
funkciók	funkcionalnost
funkciók	funkcionalnosti
funkciók	karakteristike
promóciós	promo
promóciós	promocija
promóciós	promotivni
palmer	palmer
edzés	praksu
edzés	praksi
edzés	praksom
edzés	praksa
edzés	obuke
edzés	trening
edzés	obuka
edzés	treninga
edzés	obuku
tmb	tmb
fuvola	flauta
melinda	melinda
zita	zita
próba	test
próba	proba
próba	testiranje
win	pobjeda
win	pobijedi
win	osvoji
hangokat	glasovi
fellini	fellini
fokozatos	postepenu
fokozatos	postepenom
fokozatos	postepene
fokozatos	postepeno
fokozatos	progresivni
angela	angela
öröm	radost
öröm	zadovoljstvo
madridi	madrid
faji	rasnim
texasi	texas
összecsapás	sukob
összecsapás	konfrontacije
összecsapás	konfrontacija
közzétett	postavljenim
közzétett	objavljenog
közzétett	objavljen
közzétett	objavljene
közzétett	objavljeni
közzétett	objavljena
gyakorlatok	vježbe
reformok	reforma
reformok	reforme
reformok	reformi
reformok	reformama
társult	saradnik
folt	stain
folt	tačka
diamond	dijamant
dízel	dizel
audio	audio
hunok	huni
termelő	producent
életmód	lifestyle
facto	facto
chapman	chapman
millennium	milenij
bosszú	osveta
bosszú	osvetu
bosszú	osveta
bosszú	osvete
cicero	ciceron
tisztelet	poštovanje
emírségek	emiratima
emírségek	emirates
emírségek	emirata
terror	teror
betöltötte	ispunio
burkina	burkina
irma	irma
dalmát	dalmacije
dalmát	dalmatinac
galériában	galerija
közvetítő	broker
közvetítő	posrednika
közvetítő	posrednik
trófea	trophy
trófea	trofej
terápiás	terapeutske
küzd	bori
miranda	miranda
örökké	forever
örökké	zauvijek
kukorica	kukuruz
kukorica	kukuruza
damon	damon
tulajdonosai	vlasnici
tulajdonosai	vlasnike
tesztek	testovi
szerelvény	voz
szerelvény	skupština
domain	domen
helena	helena
nagykövet	ambasador
reakciók	reakcije
reakciók	reakcija
rövidített	abbreviated
elsüllyedt	potonuo
elsüllyedt	potonuo
sátán	šejtan
bejegyzett	registrovan
bejegyzett	registrovana
alany	subjekat
alany	subjekt
asztali	sto
asztali	desktop
káosz	haos
hyde	hyde
meggyőzni	uvjeriti
meggyőzni	uvjere
állva	stoji
állva	stajanje
hajnalban	dawn
hajnalban	zore
hajnalban	zora
őszinte	čistih
őszinte	honest
meteor	meteorit
meteor	meteorski
crassus	crassus
doki	doc
szertartás	ceremoniji
szertartás	ceremonija
szertartás	svečanosti
szertartás	svečano
szertartás	ritualnim
fájdalmas	bolna
lantos	lantos
alkalmanként	povremeno
menekülés	bijeg
menekülés	pobjegne
suárez	suárez
rev	rev
elvis	elvis
befolyás	uticaja
befolyás	utjecaj
befolyás	uticaj
számol	broji
trió	trio
javítás	popravke
javítás	korekcija
feltételes	uslovnu
feltételes	uslovne
feltételes	uslovna
feltételes	uslovno
feltételes	uslovnu
feltételes	uslovno
feltételes	uslovne
fulham	fulham
befolyással	uticaja
befolyással	utjecaj
befolyással	uticaj
birtokok	estates
lisszabon	lisabon
bevált	radio
teremtés	stvaranje
meggyilkolt	ubila
meggyilkolt	ubio
meggyilkolt	ubijena
meggyilkolt	ubijen
mozilla	mozilla
leicester	leicester
humor	komedija
humor	humor
humor	humor
vonattal	voz
megmenti	spašava
ronnie	ronnie
meta	meta
baptiste	baptiste
neme	spol
duó	duo
pet	pet
utah	utah
legmélyebb	najdublje
átlátszó	transparentno
korlátlan	neograničeno
operát	opera
paraszt	seljak
kölyök	mali
kölyök	dijete
kölyök	kid
érdekelt	zainteresovani
érdekelt	zainteresovan
érdekelt	zainteresiran
érdekelt	zainteresovana
érdekelt	zainteresirani
érdekelt	zainteresovane
azonkívül	pored
tanúsított	certificirani
temple	hram
másutt	drugdje
savanyú	kisela
légköri	atmosferski
wisconsin	wisconsin
key	ključni
key	ključ
tapasztalat	iskustva
tapasztalat	iskustvo
veronica	veronika
api	api
ragaszkodott	insistirao
foltok	mrlje
sérülések	povrede
sérülések	povredama
lóerős	bhp
wang	wang
tajvani	tajvan
írjon	pisu
írjon	napiši
írjon	pišu
áldozatai	žrtava
áldozatai	žrtve
baszk	baskijski
python	python
szemet	oka
szemet	oko
romeo	romeo
pak	pak
ibrahim	ibrahim
veszteség	gubitak
veszteség	gubitke
veszteség	gubici
como	como
hajózási	otpreme
minősített	kvalifikacije
minősített	kvalificirala
minősített	kvalifikovana
minősített	ocijenjeno
minősített	ocijenio
minősített	certificirani
benz	benz
rágcsálók	glodara
namíbia	namibije
tudatában	svjesna
tudatában	svjestan
díjakat	nagrade
évszak	sezona
évszak	sezona
elvégzett	izvela
elvégzett	nastupao
elvégzett	izvedena
elvégzett	izvodili
rövidítés	skraćenica
rövidítés	akronim
rövidítés	abbreviations
rövidítés	prečice
szarvasmarha	stoku
szarvasmarha	stoke
jeges	ledeni
jeges	ledenih
jeges	iced
mesterségesen	vještački
xxiii	xxiii
bíbor	ljubičasti
bíbor	crimson
martha	martha
torre	torre
palesztin	palestinu
palesztin	palestina
palesztin	palestinski
aviv	aviv
legősibb	najstariji
legősibb	najstarijih
legősibb	najstarije
legősibb	najstarija
megőrzése	očuvati
megőrzése	očuvanje
megőrzése	očuvanje
megőrzése	očuvanje
cohen	cohen
képességek	sposobnosti
képességek	sposobnosti
képességek	sposobnost
képességek	vještine
képességek	vještina
képességek	kapacitete
haller	haller
federer	federer
patricia	patricia
mozgását	kretanje
mozgását	pokreti
parkok	parkovi
gazdálkodás	menadžment
gazdálkodás	poljoprivreda
pentium	pentium
berry	berry
újságok	novine
újságok	novina
mir	mir
hannah	hannah
hannah	hana
sportban	sportsko
figyelő	posmatrač
gil	gil
ace	as
foix	foixa
chicagói	chicago
létrehozva	kreiranje
létrehozva	stvaranje
létrehozva	kreirana
létrehozva	stvoreno
létrehozva	stvorena
létrehozva	stvoren
létrehozva	stvorio
zero	nula
karibi	karipsko
karibi	karipska
karibi	kariba
praktikus	praktične
praktikus	praktična
praktikus	praktični
hepburn	hepburn
következetesen	dosljedno
következetesen	dosljedan
megölni	ubiju
megölni	ubistvo
megölni	kill
megölni	ubi
megölni	ubiti
gérard	gérard
bennszülött	autohtone
bennszülött	rodnoj
fenntartható	održiv
fenntartható	održivi
kombinált	združeni
kombinált	kombinovane
kombinált	kombinaciji
kombinált	kombinovao
aromás	aromatski
foglyok	zarobljenike
foglyok	zatvorenici
hatékonyan	efikasno
hatékonyan	efikasnom
hatékonyan	efikasan
hatékonyan	efikasna
hatékonyan	faktički
hatékonyan	efikasno
elméletileg	hipotetički
elméletileg	teoretski
énekli	pjeva
granada	granada
védők	branioci
létrehozásáról	ustanovljavanje
létrehozásáról	uspostavljanje
létrehozásáról	uspostavljanju
létrehozásáról	zasnivanje
terhesség	trudnoća
vezeték	naftovod
vezeték	žica
készítő	proizvođač
richardson	richardson
ruha	odjeća
ruha	dress
ruha	odjeća
ruha	odjeću
terek	prostori
terek	prostora
terek	spaces
terek	prostore
gyűrűt	ring
gyűrűt	prsten
tartósan	stalnih
tartósan	trajno
kifejezett	eksplicitni
kifejezett	izraženo
adók	porez
adók	porezi
adók	poreze
österreich	österreich
húsvét	vaskrs
húsvét	uskrs
rabszolga	rob
lily	ljiljan
jogilag	zakonski
jogilag	pravno
jogilag	legalno
utókor	potomstvu
genfi	ženeva
zár	brava
zár	zatvara
lépcső	korak
lépcső	koraka
lépcső	koraci
lépcső	stepenica
lépcső	stepenice
szárnyai	krila
szárnyai	krilima
zeitung	zeitung
vitorlázás	jedrenje
éjjeli	nite
vedd	preuzeti
vedd	uzeti
vedd	take
vedd	preuzme
rab	zatvorenik
rab	zatvorenik
szárazföld	land
szárazföld	kopnena
szárazföld	zemlja
szárazföld	kopnom
szárazföld	kopno
pleisztocén	pleistocen
kint	izvan
felügyelet	nadzorom
felügyelet	nadzor
javak	dobara
javak	robu
javak	roba
baskír	baškirski
thomson	thomson
alejandro	alejandro
salamanca	salamanca
messier	messier
sarthe	sarthe
terápia	terapija
egészség	zdravlje
testőr	bodyguard
gilles	gilles
sebészeti	hirurške
henderson	henderson
elképzelt	imaginarni
elképzelt	imaginarna
martín	martín
érdeklődő	predvodi
érdeklődő	zainteresovani
érdeklődő	zainteresovan
érdeklődő	zainteresiran
érdeklődő	zainteresovana
érdeklődő	zainteresirani
érdeklődő	zainteresovane
darabjai	komadi
darabjai	komada
ívelt	curved
látvány	vida
látvány	prizor
tengerész	moreplovac
tengerész	morskih
tengerész	morski
tengerész	marine
tengerész	seaman
disco	disko
márki	marquis
wells	vels
wells	wells
valentin	valentin
valentin	valentin
fehérjék	proteina
fehérjék	proteine
fehérjék	proteinima
fehérjék	proteini
felfogás	percepcija
felfogás	percepcije
felfogás	percepcija
táblázatok	tabele
táblázatok	tabele
gépesített	mehanizovane
gépesített	mehanizovana
találkoztam	upoznao
támadásokat	napadi
emlékezés	pamćenje
emlékezés	zikr
cirkusz	cirkus
ungvár	ung
januári	januar
veleszületett	urođene
erőforrások	resursi
erőforrások	resurse
hozzájárul	doprinosi
melléknév	pridjev
rituális	ritualnim
fiziológiai	fiziologija
labor	laboratorije
labor	labs
labor	laboratorijama
labor	laboratorija
labor	laboratorija
labor	laboratoriji
labor	lab
feketék	crnci
meztelen	gol
meztelen	gola
meztelen	akt
visszavonta	povukle
visszavonta	povukla
valladolid	valladolid
tallinn	tallinn
tavi	jezero
fölötte	iznad
csíkos	pruge
értelem	inteligencija
értelem	intelekt
értelem	čulo
papa	papa
földek	polja
legfrissebb	najnoviji
legfrissebb	najnovija
legfrissebb	najnovije
concerto	concerto
hasonlóak	slični
hasonlóak	slične
hasonlóak	sličan
hasonlóak	slična
hasonlóak	sličnim
árnyék	sjene
árnyék	sjeni
árnyék	hladu
árnyék	hlad
klinika	klinika
tágas	prostrane
wing	krilo
belize	beliz
márciusi	mart
falat	zid
ellis	ellis
bergman	bergman
oldalakon	stranica
oldalakon	listovi
érd	kamata
invázió	invazija
tojást	jaja
tojást	jaje
támogatói	navijači
támogatói	pristalica
támogatói	pristalice
flavius	flavije
koszovó	kosovo
kifutó	pisti
nyaka	vrat
earl	earl
cselekvés	akcija
mechanizmus	mehanizmi
mechanizmus	mehanizama
mechanizmus	mehanizam
eszik	jede
eszik	jede
őrző	čuvar
őrző	guardian
mozaik	mozaik
alto	alto
stevens	stevens
savas	kiseline
súly	težina
thriller	triler
ericsson	ericsson
fennmaradó	preostali
fennmaradó	preostalih
fennmaradó	preostala
fennmaradó	preostale
parancsnokság	naredba
parancsnokság	komandu
parancsnokság	komanda
gerard	gerard
lionel	lionel
rovat	kutija
norma	norma
norma	norma
norma	norme
megkülönböztető	karakterističan
rubin	rubin
rubin	ruby
szálak	threads
szálak	vlakana
szálak	vlakna
feudális	feudalnog
betty	betty
hiphop	hiphop
bejegyzés	ulazak
bejegyzés	upis
bejegyzés	post
mad	mad
jeffrey	jeffrey
mariah	mariah
kiskorú	maloljetnika
kiskorú	manja
mozambik	mozambik
mítosz	mit
portsmouth	portsmouth
andre	andre
andre	andré
nyomozás	istraga
nyomozás	istraga
burrows	burrows
ljubljana	ljubljana
jótékony	dobrotvorne
strand	plaža
kylie	kylie
méh	materica
méh	materice
méh	maternici
méh	pčela
nina	nina
golyó	lopta
golyó	bullets
golyó	metaka
golyó	metak
nonprofit	neprofitne
erőforrás	resurs
erőforrás	resursi
erőforrás	resurse
gall	gall
gall	galija
brooks	brooks
stones	kamenova
stones	kamenje
dokumentáció	dokumentacija
dokumentáció	dokumentaciju
rousseau	rousseau
oak	hrast
gyűjteni	prikupljanja
gyűjteni	prikupljanje
típusai	tipovi
típusai	vrste
fogyasztás	potrošnja
fogyasztás	potrošnju
mode	modu
mode	mode
mode	mod
rainer	rainer
manó	goblina
manó	vilenjaci
astra	astra
vállalkozások	kompanije
vállalkozások	preduzeća
vállalkozások	preduzeća
bejelenti	najavljuje
bejelenti	najavila
kairó	kairo
titanic	titanic
titanic	titanik
elismeri	priznaje
elismeri	priznaje
mao	mao
középfokú	sekundarna
középfokú	sekundarni
középfokú	srednjih
középfokú	srednje
szülés	rođenja
szülés	rodila
szülés	porođaj
funk	funk
katar	katar
cirkáló	krstarica
elektronok	elektrone
elektronok	elektrona
nob	nob
marius	mariusa
lépések	tragovima
lépések	koraka
lépések	koraci
gőz	parni
gőz	parna
fenntartani	održavaju
drake	drake
mohammed	muhammed
mohammed	muhamed
mohammed	mohammed
mohammed	muhameda
bőséges	obilja
bőséges	obilne
szándék	namjera
szándék	namjeru
szándék	namjerom
szándék	namjera
szándék	namjere
szándék	namjere
oklahoma	oklahoma
papság	sveštenstvo
klán	klan
klán	klana
klán	klan
cseng	cheng
pestis	kuge
pestis	kuga
toni	toni
elefánt	slonovi
elefánt	slon
christine	kristin
christine	christine
anyagilag	finansijski
ghost	duh
ghost	duha
megnyitó	otvaranje
jensen	jensen
csi	csi
olaf	olaf
megerősíti	potvrđuje
alkalmatlan	neadekvatna
alkalmatlan	neadekvatni
alkalmatlan	nesposobni
fogyasztói	potrošača
dawn	dawn
dawn	zore
dawn	zora
hurley	hurley
piazza	piazza
arcát	licem
arcát	suočavaju
arcát	suočiti
arcát	lice
arcát	face
bibliográfia	bibliography
alexandru	alexandru
elégedett	zadovoljan
elégedett	zadovoljan
elégedett	zadovoljna
vizsga	ispit
vizsga	ispitu
rajzok	skice
rajzok	crtežima
rajzok	crteži
népszerűek	popularna
népszerűek	popularan
népszerűek	popularni
kúp	kupa
fisher	fišer
hammer	čekić
küldi	šalje
sherman	sherman
öröksége	nasljedstvo
öröksége	legacy
öröksége	naslijeđe
létesítmények	objekti
létesítmények	ustanovama
létesítmények	ustanovama
megvédeni	zaštititi
megvédeni	štiti
megvédeni	brani
megvédeni	brane
megvédeni	odbraniti
megvédeni	braniti
megvédeni	odbrani
törvényszéki	forenzička
törvényszéki	forenzički
törvényszéki	forenzičkim
törvényszéki	forenzičari
törvényszéki	forenzika
rangos	prestižnom
kötve	vezan
kötve	vezane
kötve	vezao
anatómia	anatomija
szociológia	sociologija
igények	zahtjevi
igények	tvrdnje
igények	tvrdi
őskori	prahistorijski
őskori	prahistorijsko
őskori	prahistorijska
állapotok	uslovi
tanya	tanya
diszkrét	diskretna
diszkrét	diskretni
bors	biber
libanon	liban
szögletes	kvadrat
gravitáció	gravitacija
másoknak	ostali
másoknak	drugi
nyugdíjas	penzioner
nyugdíjas	penzionisanja
nyugdíjas	penzionisanje
nyugdíjas	penzionisan
nyugdíjas	penzionisani
dániában	danska
clapton	clapton
szerkezetek	konstrukcije
szerkezetek	struktura
szerkezetek	strukture
szerkezetek	strukturama
ima	ima
ima	molitvi
ima	molitve
ima	namaz
ima	molitva
hérault	hérault
törvényszék	tribunal
törvényszék	tribunala
gheorghe	gheorghe
frissítés	ažurirana
frissítés	modernizaciju
frissítés	update
frissítés	ažurirane
frissítés	ažuriranja
frissítés	ažuriranje
banglades	bangladeš
patakok	tokove
grimm	grimm
üzbég	uzbečki
szava	riječ
denevér	bat
eleanor	eleanor
stoke	stoke
court	sud
bolgárok	bugari
szakács	cook
sírok	plače
monográfia	monografija
türk	türk
andorra	andora
gyík	gušter
vay	vay
ólom	olova
ólom	olovo
mérés	mjerenje
mérés	merenje
mérés	mjerenja
mérés	mjerenje
bankok	banke
társ	partnera
társ	partner
szimbólum	simboli
szimbólum	simbola
szimbólum	simbol
misszió	misija
jose	jose
jose	josé
nővérek	sestre
nővérek	sestre
nővérek	sestara
kezelt	tretiran
kezelt	tretiraju
ikon	ikona
igényes	intenzivne
igényes	intenzivna
mex	mex
kürt	rog
frakció	razlomak
frakció	frakcija
építi	gradi
állítások	tvrdnje
állítások	tvrdi
állítások	navode
állítások	izjave
queens	queens
kolumbusz	columbus
kolumbusz	kolumbo
júliusi	jula
júliusi	juli
vásár	prodaju
vásár	prodaja
vásár	fer
vásár	sajam
madison	madison
vezérlő	kontrolisanje
vezérlő	kontrolisati
vezérlő	kontroliše
vezérlő	kontroli
vezérlő	kontrola
papagáj	papiga
als	als
amadeus	amadeus
andrews	andrews
törölte	izbrisani
törölte	brišu
aktivista	aktiviste
aktivista	aktivistkinja
köves	stony
guineai	gvineja
reed	trska
reed	reed
cápa	vilice
cápa	ajkula
dietrich	dietrich
ösvény	put
ösvény	trag
örökölt	naslijedio
tiltakozott	protestirali
bagoly	sova
jelezve	ukazujući
jelezve	naznačava
neville	nevil
neville	neville
bogár	bag
bogár	buba
bogár	bug
cro	cro
asztal	sto
asztal	tabele
asztal	desktop
apáca	nun
gaston	gaston
sylvia	sylvia
alapértelmezett	default
alapértelmezett	uobičajeni
alapértelmezett	uobičajena
megtanult	naučila
megtanult	naučili
megtanult	saznao
megtanult	naučio
megtanult	naučio
freiburg	freiburg
kezdeményezett	inicirala
kezdeményezett	pokrenuo
kezdeményezett	pokrenut
építők	graditelja
faust	faust
áttekintés	overview
iparág	industrija
mol	mol
jozef	jozef
hitel	kredit
hitel	kredit
magatartás	ponašanje
magatartás	stav
magatartás	stava
magatartás	ponašanje
nottingham	nottingham
kincs	bogatstva
kincs	blaga
kincs	blago
porter	porter
indy	indy
felhő	oblak
ukrajnai	ukrajinski
súlyosabb	teži
harcolni	bori
harcolni	borba
guillaume	guillaume
élmény	iskustva
élmény	iskustvo
kisebbek	manji
kisebbek	manja
realista	realistična
corvinus	korvin
országút	autoput
felkelő	pobunjenika
kölcsönösen	međusobno
bevándorlók	imigranti
bevándorlók	migranti
bevándorlók	imigranti
bevándorlók	imigranata
bevándorlók	imigrant
feltételezés	pretpostavke
feltételezés	pretpostavka
feltételezés	hipoteza
kábítószer	droga
kábítószer	droga
kábítószer	narkotike
kábítószer	narkotika
egyesülés	spajanje
egyesülés	ujedinjenje
madeira	madeira
newman	newman
megáll	staje
megáll	prestaje
megáll	sprečava
falco	falco
