और	ja
प्रमाण	todiste
याद	muista
याद	muistakaa
कंपनियों	yritysten
कंपनियों	yrityksiä
कंपनियों	yhtiöt
कंपनियों	yritykset
मानसिक	psyykkinen
मानसिक	meedio
मानसिक	henkinen
मानसिक	henkistä
मानसिक	psyykkinen
मानसिक	henkisesti
रसायन	kemikaali
रसायन	kemiallinen
रसायन	kemialliset
रसायन	kemikaalien
रसायन	kemikaalit
रसायन	kemikaaleja
रसायन	kemia
रसायन	kemian
रसायन	kemiaa
क्षेत्रफल	alue
प्रभावी	tehokasta
प्रभावी	tehokas
प्रभावी	tehokkaat
विज्ञापन	mainostaminen
विज्ञापन	mainos
विज्ञापन	mainonta
विज्ञापन	mainontaa
विज्ञापन	mainos
विज्ञापन	mainosta
विज्ञापन	mainostaa
विज्ञापन	mainoksista
विज्ञापन	mainosten
विज्ञापन	mainokset
विज्ञापन	mainoksia
ईश्वर	jumala
आसानी	helpota
आसानी	helpottaa
अमरीका	america
अमरीका	amerikan
अमरीका	amerikka
शिकार	saalis
शिकार	saalista
शिकार	metsällä
शिकार	metsästämässä
शिकार	metsästystä
शिकार	metsästys
शिकार	uhri
शिकार	uhrin
रोगी	potilaat
रोगी	potilas
रोगी	potilaan
व्यावसायिक	ammatillisen
व्यावसायिक	ammatillinen
रूसी	venäjän
रूसी	venäjää
रूसी	venäläiset
रूसी	venäjä
रूसी	venäläinen
क्रांति	vallankumousta
क्रांति	vallankumous
क्रांति	vallankumouksen
अधीन	alta
अधीन	alle
अधीन	alla
गुप्त	gupta
गुप्त	salaisuuden
गुप्त	salaista
गुप्त	salainen
गुप्त	salaisuus
गुप्त	salattu
गुप्त	koodattu
गुप्त	tuntemattomana
माने	mane
हृदय	sydän
हृदय	sydämen
हृदय	heart
हृदय	sydäntä
हृदय	sydän
हृदय	sydämen
आयोग	valiokunnat
आयोग	valiokuntien
आयोग	palkkiot
आयोग	komission
आयोग	komissio
हिंदू	hindu
शुद्ध	puhdasta
शुद्ध	puhtaana
शुद्ध	puhdas
शुद्ध	puhtaat
तीसरे	kolmas
तीसरे	kolmannet
तीसरे	kolmanneksi
चर्च	kirkkoja
चर्च	kirkot
चर्च	kirkkojen
चर्च	kirkon
चर्च	kirkossa
चर्च	kirkkoon
चर्च	kirkko
चर्च	seurakunta
अपेक्षा	odotusten
अपेक्षा	odotus
अपेक्षा	odotuksia
अपेक्षा	odotukset
कार्यालय	työn
कार्यालय	työ
कार्यालय	työt
कार्यालय	työtä
कार्यालय	toimistot
कार्यालय	toimistoja
कार्यालय	toimipaikka
कार्यालय	toimisto
कार्यालय	virasto
परिवहन	liikenne
परिवहन	kuljetukset
परिवहन	kuljetus
परिवहन	kuljetuksen
परिवहन	liikenne
परिवहन	kuljetukset
परिवहन	kuljetus
स्टार	tähti
स्टार	tähteä
स्टार	tähden
स्टार	star
स्टार	tähdellä
वर्षा	sademäärä
वर्षा	sateen
वर्षा	sataa
वर्षा	sade
वर्षा	rain
वर्षा	sadetta
वर्षा	sademetsä
जनरल	gen
जनरल	yleinen
जनरल	yleiset
जनरल	kenraali
जनरल	yleistä
संदेश	viesti
संदेश	viestiä
संदेश	viestin
संदेश	viestejä
संदेश	viestit
मार	surmaa
मार	tapa
मार	tappaa
मार	tappakaa
परिचय	esittely
परिचय	käyttöönotto
परिचय	johdanto
परिचय	noin
परिचय	intro
परिचय	esittely
उत्पत्ति	alkuperä
उत्पत्ति	alkuperää
उत्पत्ति	genesis
मांग	vaadi
मांग	kysyntä
मांग	vaatimus
मांग	kysyntää
मांग	kysynnän
सोवियत	neuvostoliitto
दौर	erä
दौर	kierros
दौर	pyöreä
संचालन	operaatiot
संचालन	toimien
संचालन	toiminnot
संचालन	toiminta
संचालन	toimenpide
संचालन	toiminto
संचालन	operaatio
भौगोलिक	maantieteelliset
भौगोलिक	maantieteellinen
भौगोलिक	maantieteelliset
भौगोलिक	maantieteellinen
उपस्थित	osallistuu
उपस्थित	osallistun
उपस्थित	osallistujia
उपस्थित	osallistujat
उपस्थित	lahja
उपस्थित	paikalla
उपस्थित	läsnä
उपस्थित	nykyinen
अस्पताल	sairaala
अस्पताल	sairaalassa
अस्पताल	sairaaloissa
अस्पताल	sairaalat
अस्पताल	sairaaloita
परिवर्तित	muutettu
परिवर्तित	muuttunut
परिवर्तित	muutti
परिवर्तित	vaihdettu
परिवर्तित	muunnettu
परिवर्तित	muutettu
परिवर्तित	muokattu
परिवर्तित	muunnettu
पेश	esittää
स्वर	vokaaleja
स्वर	vokaali
लघु	ytimekäs
लघु	alaikäinen
लघु	vähäinen
लाइन	jono
लाइन	line
लाइन	rivi
लाइन	viiva
लाइन	linja
प्रश्न	kyselyn
प्रश्न	kysely
प्रश्न	kysymyksen
प्रश्न	kysymys
प्रश्न	kysymykset
प्रश्न	kysymyksiä
आलोचना	kritiikki
आलोचना	arvostelua
आलोचना	arvostelu
आलोचना	arvostelun
आलोचना	kritiikkiä
पहाड़ी	kukkulalle
पहाड़ी	mäki
पहाड़ी	hill
जालस्थल	sivuston
जालस्थल	sivusto
जालस्थल	verkkosivusto
पुरानी	vanhat
पुरानी	vanhoja
पुरानी	vanha
पुरानी	vanhaa
पुरानी	vanhempia
पुरानी	vanhempi
पुरानी	vanhempaa
पसंद	valinta
पसंद	tykkää
पसंद	pitää
सुझाव	ehdotusten
सुझाव	ehdotuksista
सुझाव	ehdotukset
सुझाव	ehdotuksia
सुझाव	yhdistäminen
सुझाव	ehdotus
सुझाव	suositukset
सुझाव	suosituksia
सुझाव	vinkit
सुझाव	vinkkejä
सुझाव	vihjeet
सुझाव	vihjeitä
खेती	maatalouden
खेती	sadon
खेती	satoa
खेती	sato
लिखने	kirjoittaminen
लिखने	kirjoitus
लिखने	kirjoittaa
लिखने	kirjoitusta
वर्णित	kuvailtu
वर्णित	kuvaillut
वर्णित	kuvattu
विभाजन	divisioona
विभाजन	jakoon
विभाजन	jaosto
विभाजन	divisioonaa
विभाजन	osio
विभाजन	osion
प्रशासनिक	hallinnolliset
प्रशासनिक	hallinnollinen
विशेषता	ominaisuuden
विशेषता	laadukas
विशेषता	laatu
विशेषता	laatua
विशेषता	piirre
विशेषता	ominaisuutta
विशेषता	ominaisuus
कठिन	kova
कठिन	kovaa
कठिन	rankkaa
कठिन	kova
कठिन	kovaa
कठिन	rankkaa
कठिन	vaikeaa
कठिन	vaikea
कठिन	vaikeat
कठिन	hankala
कठिन	hankalaa
कड़ी	yhteys
कड़ी	linkistä
कड़ी	linkkiä
कड़ी	linkin
कड़ी	linkki
कड़ी	linkit
कड़ी	yhteydet
कड़ी	linkkejä
कड़ी	linkkien
कड़ी	ketjun
कड़ी	ketjut
कड़ी	ketjussa
कड़ी	ketju
ईरान	iranin
ईरान	iran
क्षेत्रीय	alueellinen
क्षेत्रीय	alueelliset
क्षेत्रीय	alueellisten
जान	tietää
जान	tiedä
लड़ाई	taistelu
लड़ाई	taisto
लड़ाई	taistelun
लड़ाई	taistella
लड़ाई	taistele
लड़ाई	ottelu
लड़ाई	taistelu
परिभाषित	määritellyt
परिभाषित	määritetty
परिभाषित	määritelty
ग्रामीण	maaseudun
ग्रामीण	maaseutu
रोड	tie
रोड	tien
रोड	maantie
रोड	road
प्रस्तावित	ehdotetut
प्रस्तावित	ehdotettu
गायक	singer
गायक	laulaja
इस्लाम	islamin
इस्लाम	islam
समुद्री	meren
समुद्री	merijalkaväki
समुद्री	sotilas
समझा	ymmärretty
उपयोगी	hyödyllinen
उपयोगी	hyödyllisiä
उपयोगी	hyödyllistä
उपयोगी	hyödyllinen
उपयोगी	hyödyllisiä
उपयोगी	hyödyllistä
उपयोगी	hyöty
कोशिका	selli
कोशिका	solu
कोशिका	solun
सत्र	istunto
सत्र	istunnon
सत्र	istuntoa
सत्र	istunnot
सत्र	istuntoja
सत्र	istuntojen
मिश्र	egypti
मिश्र	egyptin
मिश्र	egyptissä
मिश्र	egyptiin
मिश्र	egypti
मिश्र	egyptiläiset
मिश्र	egyptiläinen
मिश्र	egyptin
पहुँच	käyttöoikeus
पहुँच	pääsy
पहुँच	saatavuus
पहुँच	tavoittaa
पहुँच	kattavuus
पहुँच	reach
पहुँच	kattavuuden
पहुँच	tavoita
पहुँच	saatavuus
मेरा	minun
मेरा	miina
मेरा	kaivos
मिस्र	egypti
मिस्र	egyptin
मिस्र	egyptissä
मिस्र	egyptiin
मिस्र	egypti
मिस्र	egyptiläiset
मिस्र	egyptiläinen
मिस्र	egyptin
गणराज्य	tasavalta
छात्रों	opiskelijat
छात्रों	opiskelijoille
छात्रों	oppilaat
छात्रों	oppilaita
छात्रों	opiskelijoita
पुराना	vanhat
पुराना	vanhoja
पुराना	vanha
पुराना	vanhaa
पुराना	vanhempia
पुराना	vanhempi
पुराना	vanhempaa
तेज	nopeaa
तेज	nopea
तेज	nopeasti
सम्राट	keisari
सम्राट	keisaria
सम्राट	keisarin
वैसे	jokatapauksessa
नवंबर	marraskuuta
नवंबर	marraskuussa
नवंबर	marraskuu
नवंबर	marraskuu
कारणों	syyt
कारणों	syitä
सर	herra
प्रवाह	virtaus
प्रवाह	virta
प्रवाह	virrat
प्रवाह	virtaa
प्रवाह	virtauksen
अपराध	rikkomus
अपराध	tunnustus
अपराध	tunnustuksen
अपराध	rikos
अपराध	rikokset
अपराध	rikollisuus
अपराध	rikoksen
अपराध	rikollisuuden
अमेरिकन	amerikkalainen
अमेरिकन	amerikan
अमेरिकन	amerikkalaiset
अमेरिकन	american
व्यक्तित्व	persoonallisuus
व्यक्तित्व	luonne
व्यक्तित्व	persoona
जन	jan
यूनाइटेड	yhdistyneiden
यूनाइटेड	yhdistynyt
यूनाइटेड	yhdistyneet
यूनाइटेड	united
यूनाइटेड	yhtenäinen
जापानी	japanista
जापानी	japani
जापानी	japanissa
जापानी	japanin
जापानी	japanilaista
जापानी	japani
जापानी	japanilainen
जापानी	japanin
जापानी	japanilaiset
रॉक	kallio
रॉक	kivi
रॉक	rokkaa
रॉक	rock
लंबी	pitkä
लंबी	pitkät
लंबी	kauan
लंबी	pitkä
लंबी	pitkään
लंबी	long
गेम	pelaaminen
गेम	pelaamista
गेम	pelaamisen
गेम	peliä
गेम	pelin
गेम	peli
गेम	pelejä
गेम	pelit
गेम	pelien
गेम	kisat
अन्दर	kuluessa
अन्दर	sisältä
अन्दर	sisään
अन्दर	sisällä
अन्दर	sisäpuolella
संपत्ति	omaisuutta
संपत्ति	kiinteistö
संपत्ति	ominaisuus
संपत्ति	omaisuus
संपत्ति	kiinteistöt
संपत्ति	tontti
संपत्ति	varat
संपत्ति	omaisuus
संपत्ति	varojen
संक्षिप्त	lyhenne
संक्षिप्त	lyhyt
संक्षिप्त	lyhyesti
संक्षिप्त	tiivis
संक्षिप्त	suppea
क्यों	miks
क्यों	miksi
गलत	virheelliset
गलत	väärä
गलत	virheellinen
गलत	väärin
गलत	väärä
गलत	väärin
गलत	vikaa
गलत	väärä
गलत	väärät
संपूर्ण	kokonainen
सर्वोच्च	korkein
सर्वोच्च	korkeimman
सर्वोच्च	korkeimmat
सर्वोच्च	korkein
लेना	lena
भौतिकी	fysiikkaa
भौतिकी	fysiikan
वाहन	ajoneuvot
वाहन	ajoneuvojen
वाहन	ajoneuvo
वाहन	ajoneuvoa
वाहन	ajoneuvon
फ़िल्में	elokuvista
फ़िल्में	elokuvat
फ़िल्में	elokuvissa
फ़िल्में	elokuvia
सैनिक	sotilas
सैनिक	armeija
सैनिक	sotilas
सैनिक	sotilaallinen
सैनिक	armeijan
डेटा	tiedot
डेटा	data
डेटा	tietoja
डेटा	tietoa
स्थिर	staattinen
स्थिर	vakaa
स्थिर	vakaasti
स्थिर	tasainen
दूध	maidon
दूध	maito
दूध	maitoa
विद्वानों	oppineet
विद्वानों	tutkijat
मानना	uskoa
मानना	uskoo
मानना	usko
रखना	säilytä
रखना	pidä
बाह्य	ulkoisen
बाह्य	ulkoinen
बाह्य	ulkoiset
बाह्य	ulkopuolinen
उपस्थिति	osanotto
उपस्थिति	osallistuminen
उपस्थिति	läsnäolo
उपस्थिति	läsnäolon
उपस्थिति	läsnä
उपस्थिति	läsnäolo
समूहों	ryhmien
समूहों	ryhmät
समूहों	ryhmiä
आये	tuli
आये	tulis
होटल	hotellissa
होटल	hotelli
होटल	hotellin
होटल	hotellia
होटल	hotellit
उच्चारण	ääntämistä
साहित्यिक	kirjallisuus
साहित्यिक	kirjallisuuden
पुरुषों	miehiä
पुरुषों	miesten
पुरुषों	miehet
वृक्ष	puu
वृक्ष	puuta
वृक्ष	puun
वृक्ष	puita
वृक्ष	puut
वृक्ष	puista
निवेश	sijoittaa
निवेश	sijoitus
निवेश	sijoittaminen
निवेश	investointi
निवेश	sijoittajan
निवेश	sijoittaja
निवेश	investointeja
निवेश	sijoitukset
निवेश	sijoitus
निवेश	investoinnit
निवेश	investointi
निवेश	investointeja
निवेश	sijoitukset
निवेश	investoinnit
तत्वों	elementtejä
तत्वों	elementit
सत्य	satya
सत्य	totuuden
सत्य	totuutta
सत्य	totuus
दार्शनिक	filosofi
सौ	sata
सौ	hundred
आंतरिक	sisustus
आंतरिक	sisäistä
आंतरिक	sisäisen
आंतरिक	sisäinen
आंतरिक	sisäiset
निकल	nikkeli
प्रत्यक्ष	ilmiselvä
प्रत्यक्ष	ilmeinen
प्रत्यक्ष	ilmeistä
प्रत्यक्ष	suoraan
प्रत्यक्ष	suorat
प्रत्यक्ष	suoraa
प्रत्यक्ष	suora
प्रत्यक्ष	direct
मित्र	ystävät
मित्र	ystäviä
मित्र	kavereita
मित्र	kaverit
मित्र	ystävä
मित्र	kaveri
मित्र	kaverin
दर्द	kipu
दर्द	kipua
दर्द	tuska
दर्द	tuskaa
बिजली	sähkö
बिजली	sähkön
बिजली	sähköt
बिजली	sähköä
बिजली	salama
बिजली	salaman
कार्ड	cards
कार्ड	kortit
कार्ड	kortteja
कार्ड	korttia
कार्ड	sointu
कार्ड	kortin
कार्ड	kortti
बिंदु	pisteet
बिंदु	pisteitä
बिंदु	pistettä
बिंदु	kohdat
बिंदु	piste
बिंदु	dot
बिंदु	pisteen
बिंदु	kohta
बिंदु	pistettä
बिंदु	piste
बिंदु	point
बुद्ध	buddha
स्टेडियम	stadion
स्टेडियम	stadium
हजार	tuhat
हजार	tuhatta
हजार	tuhansia
अभाव	poissaolo
अभाव	puuttuminen
रिलीज़	vapauttaa
रिलीज़	vapauta
रिलीज़	julkaisu
शांति	rauhaa
शांति	peace
शांति	rauha
वितरण	jakelu
वितरण	toimitus
वितरण	jakelu
वितरण	jakauma
वितरण	jakautuminen
आय	tuotot
आय	tuotto
आय	tulot
आय	ansiot
आय	tuotot
आय	voitot
आय	tulot
आय	tuotot
आय	tulo
आय	tulot
रन	juoksee
फाइनल	lopullinen
फाइनल	finaali
फाइनल	finaaliin
फाइनल	finaali
टेलीविजन	tv
टेलीविजन	televisio
दैनिक	päivittäistä
दैनिक	päivittäin
दैनिक	päivittäiset
दैनिक	päivittäinen
न्याय	oikeudenmukaisuus
न्याय	justice
न्याय	oikeus
न्याय	oikeutta
फूल	kukat
फूल	kukkia
फूल	kukkaa
फूल	kukka
कल्पना	visualisointi
कल्पना	mielikuvitusta
कल्पना	mielikuvituksen
कल्पना	mielikuvitus
प्राप्ति	hankkiminen
प्राप्ति	hankinta
प्राप्ति	hankinnat
प्रसार	levitä
प्रसार	levinnyt
प्रसार	leviäminen
दिल	dil
दिल	heart
दिल	sydäntä
दिल	sydän
दिल	sydämen
दिल	sydämiä
दिल	sydämet
गाने	kappaleet
गाने	laulut
गाने	kappaleita
गाने	lauluja
सुंदर	kaunista
सुंदर	kaunotar
सुंदर	kaunis
सुंदर	kauniit
सुंदर	aika
सुंदर	nätti
सुंदर	komeita
सुंदर	komea
यानि	tarkoittaa
हाउस	house
हाउस	talo
हाउस	talon
अफ़्रीका	afrikka
अफ़्रीका	afrikan
इच्छा	halua
इच्छा	halun
इच्छा	halut
इच्छा	halu
इच्छा	halut
इच्छा	haluja
भार	paino
भार	painon
खंड	jakso
खंड	pääluokka
खंड	estä
खंड	esto
खंड	block
खंड	korttelin
मिश्रण	sekoitus
मिश्रण	sekoita
मिश्रण	sekoitetaan
मिश्रण	sekoitus
मिश्रण	seoksen
मिश्रण	seos
मिश्रण	seosta
मिश्रण	sekoitus
समर्पित	omistautunut
समर्पित	omistettu
पहुंच	käyttöoikeus
पहुंच	pääsy
पहुंच	saatavuus
स्मारक	monumentti
स्मारक	muistomerkki
व्यास	läpimitta
व्यास	halkaisija
प्यार	rakasta
प्यार	rakkautta
प्यार	rakastaa
प्यार	love
प्यार	rakkaus
प्यार	rakastava
आन्दोलन	liikkuvuuden
आन्दोलन	liikkuminen
आन्दोलन	liike
आन्दोलन	liikkuvuus
मंत्रालय	ministeriön
मंत्रालय	ministeriö
आत्मा	sielu
आत्मा	sielua
आत्मा	sielun
आत्मा	soul
आत्मा	hengen
आत्मा	henki
हे	hei
पक्षी	lintu
पक्षी	linnun
पक्षी	bird
निवासी	asukkaita
निवासी	asukkaat
निवासी	asukasta
निवासी	kotimaiset
निवासी	kotimainen
निवासी	asukas
निवासी	asukkaille
निवासी	asukkaita
निवासी	asukkaat
अंततः	lopulta
डेविड	david
कह	sano
जंक्शन	risteys
जंक्शन	risteykseen
खास	erityiset
खास	erityinen
खास	erityistä
खास	special
खास	erikoinen
जलवायु	ilmasto
बांग्लादेश	bangladeshin
तय	korjattu
तय	kiinteät
तय	kiinteän
तय	kiinteä
धारावाहिक	sarja
धारावाहिक	sarjanumero
धारावाहिक	jaksoista
धारावाहिक	jaksot
तारे	tähti
तारे	tähteä
तारे	tähden
तारे	star
तारे	tähdellä
तारे	tähdet
तारे	tähtien
तारे	tähtiä
तारे	tähteä
बनाना	tekeminen
बनाना	tekoa
बनाना	luominen
बनाना	luoda
बनाना	luodaan
बाकी	jäännös
बाकी	lepo
बाकी	lepää
बाकी	levätä
बाकी	lepoa
बाकी	jäljellä
संत	sant
संत	pyhimyksiä
संत	pyhä
संत	saint
संत	pyhimys
ऊंचाई	korkeus
ऊंचाई	pituus
ऊंचाई	korkeuden
ऊंचाई	korkeus
उपग्रह	satelliitti
तुर्की	kalkkuna
तुर्की	kalkkunaa
तुर्की	turkin
तुर्की	turkki
तुर्की	turkkilainen
तुर्की	turkin
तुर्की	turkki
संस्कार	hautajaiset
संस्कार	hautajaisia
संस्कार	hautajaisiin
संस्कार	rituaaleja
अर्थव्यवस्था	talous
अर्थव्यवस्था	talouden
बीमारी	sairaudesta
बीमारी	sairaus
बीमारी	tauti
बीमारी	taudista
बीमारी	sairaus
बीमारी	taudit
बीमारी	sairaudesta
बीमारी	sairaus
वार्षिक	vuosittaiset
वार्षिक	vuosittain
वार्षिक	vuosittainen
वार्षिक	vuosittain
वार्षिक	vuotuinen
वार्षिक	vuosittaiset
वार्षिक	vuosittainen
परिसर	tiloissa
परिसर	monimutkaista
परिसर	monitahoinen
परिसर	monimutkainen
परिसर	monimutkaiset
अधिकतम	max
अधिकतम	maksimi
अधिकतम	raskain
अधिकतम	enintään
अधिकतम	maksimi
अधिकतम	suurin
अधिकतम	enimmäismäärä
अधिकतम	maksimoida
अधिकतम	maksimoida
वैश्विक	globaali
वैश्विक	global
वैश्विक	maailmanlaajuinen
वैश्विक	maailmanlaajuiset
वैश्विक	maailmanlaajuisen
तभी	ainoastaan
तभी	vain
अनिवार्य	pakollista
अनिवार्य	pakollinen
अनिवार्य	pakolliset
अनिवार्य	olennaiseen
अनिवार्य	pakollinen
अनिवार्य	pakolliset
अनिवार्य	pakollista
अनिवार्य	pakollinen
अनिवार्य	pakolliset
अनिवार्य	välttämätöntä
अनिवार्य	oleellinen
अनिवार्य	olennainen
उपाधि	asteen
उपाधि	tutkinto
उपाधि	aste
सामान्यतः	yleensä
सामान्यतः	normaalisti
सामान्यतः	tavallisesti
तारा	tähti
तारा	tähteä
तारा	tähden
तारा	star
तारा	tähdellä
द्वार	portti
द्वार	portille
द्वार	portin
द्वार	ovi
द्वार	oven
द्वार	ovet
द्वार	ovia
मुख्यतः	lähinnä
मुख्यतः	pääosin
मुख्यतः	pääasiallisesti
मुख्यतः	pääasiassa
आनंद	nauttia
आनंद	nauti
कम्पनी	yritys
कम्पनी	yhtiö
कम्पनी	seura
कम्पनी	komppania
रे	ray
जिनकी	jonka
जिनकी	joiden
जिनकी	kenen
स्थायी	pysyvää
स्थायी	vakituinen
स्थायी	pysyvä
स्थायी	kestävät
लकड़ी	puiset
लकड़ी	puinen
लकड़ी	puu
लकड़ी	puuta
लकड़ी	puusta
गोल	rand
गोल	maali
गोल	tavoite
गोल	päämäärä
गोल	tavoitteen
गोल	erä
गोल	kierros
गोल	pyöreä
तल	kerros
तल	lattia
तल	pohjaan
तल	pohja
तल	pohjaa
पू	poo
पू	kakka
ऋण	laina
ऋण	lainaa
ऋण	velka
ऋण	velan
ऋण	velat
ऋण	lainat
ऋण	miinus
दास	das
नंबर	lukumäärä
नंबर	numero
नंबर	luku
त्वचा	ihon
त्वचा	iho
त्वचा	ihoa
नोबेल	nobelin
नोबेल	nobel
अधिकारियों	viranomaiset
अधिकारियों	viranomaisten
अधिकारियों	upseerit
अधिकारियों	johtajat
जटिल	monimutkaista
जटिल	monitahoinen
जटिल	monimutkainen
जटिल	monimutkaiset
जटिल	monimutkaista
जटिल	monimutkaiset
जटिल	monimutkainen
हमला	hyökkäys
आपूर्ति	tarvikkeita
आपूर्ति	tarvikkeiden
आपूर्ति	tarvikkeet
आपूर्ति	toimitukset
आपूर्ति	tarjonnan
आपूर्ति	tarjonta
आपूर्ति	toimitukset
अर्थशास्त्र	talous
अर्थशास्त्र	taloutta
दर्ज	kirjatut
दर्ज	kirjattu
दर्ज	kirjataan
हस्ताक्षर	allekirjoitus
हस्ताक्षर	allekirjoittaa
हस्ताक्षर	allekirjoittaminen
हस्ताक्षर	allekirjoitukset
हस्ताक्षर	allekirjoituksia
हस्ताक्षर	allekirjoitus
कानूनी	aito
कानूनी	laillista
कानूनी	laillinen
कानूनी	oikeudellinen
कानूनी	oikeudelliset
कानूनी	laillinen
टिप्पणी	kommentti
टिप्पणी	kommenttia
टिप्पणी	kommentoi
टिप्पणी	kommentin
टिप्पणी	toteaa
टिप्पणी	muistiinpanot
टिप्पणी	muistiinpanoja
टिप्पणी	huomautuksia
टिप्पणी	huomautukset
टिप्पणी	kommentit
टिप्पणी	kommentteja
टिप्पणी	huomautuksia
टिप्पणी	huomautukset
डे	dey
स्मृति	muistin
स्मृति	muisto
स्मृति	muistot
स्मृति	muisti
स्मृति	muistia
वेद	ved
वेद	veda
राजनैतिक	poliittinen
तीव्र	kiivaasti
तीव्र	nopeaa
तीव्र	nopea
तीव्र	nopeasti
तीव्र	trooppinen
तीव्र	trooppisten
तीव्र	voimakasta
तीव्र	voimakas
सम्बन्धित	vastaavat
सम्बन्धित	vastaava
सम्बन्धित	liittyvä
सम्बन्धित	liittyvät
सम्बन्धित	liittyy
हाइड्रोजन	vedyn
हाइड्रोजन	vety
चयन	valikoima
चयन	valinta
चयन	valintoja
राजनीतिज्ञ	poliitikko
यूनानी	kreikka
यूनानी	kreikkalainen
यूनानी	kreikkaa
यूनानी	kreikan
यूनानी	kreikkalaiset
यूनानी	kreikka
जॉर्ज	yrjö
जॉर्ज	george
जॉर्ज	ykä
डीवीडी	dvd
स्वर्ण	kultaa
स्वर्ण	kulta
स्वर्ण	kullan
ठोस	kiinteää
ठोस	kiinteät
ठोस	kiinteä
ठोस	konkreettinen
ठोस	konkreettisia
ठोस	konkreettista
सभ्यता	sivilisaatio
मशीन	laite
मशीन	koneen
मशीन	kone
विदेश	ulkomailla
विदेश	ulkomaille
विदेश	ulkomaan
विदेश	ulkomaalainen
विदेश	ulkomainen
विदेश	ulkomaiset
दवा	lääkettä
दवा	lääketiede
दवा	lääkkeet
दवा	lääke
दवा	lääkitys
दवा	lääkitystä
दवा	lääkkeitä
ऋषि	rishi
ऋषि	sage
शेयर	osuudet
शेयर	osakkeita
शेयर	osakkeet
गर्म	hot
गर्म	kuumat
गर्म	kuumaa
गर्म	kuuma
सौर	auringon
सौर	aurinko
पंथ	creed
एशियाई	aasian
एशियाई	aasialainen
अपेक्षाकृत	suhteellisen
परिभाषा	määrittely
परिभाषा	määritelmä
परिभाषा	määritelmät
पति	aviomiehen
पति	aviomies
सफेद	valkoiset
सफेद	valkoinen
सफेद	valkoista
संधि	perustamissopimus
संधि	sopimus
संधि	perustamissopimuksen
वैकल्पिक	vaihtoehtoinen
वैकल्पिक	vaihtoehtoiset
वैकल्पिक	vaihtoehtoisia
वैकल्पिक	vaihtoehto
वैकल्पिक	varajäsen
वैकल्पिक	vaihtoehtoinen
वैकल्पिक	valinnainen
वैकल्पिक	vapaaehtoinen
हार	kaulakorun
हार	kaulakoru
हार	tappio
हार	tappion
हार	häviö
समाधान	päätöslauselman
समाधान	päätöslauselma
समाधान	ratkaisu
समाधान	liuos
समाधान	ratkaisua
समाधान	ratkaisuista
समाधान	ratkaisut
समाधान	ratkaisuja
जेल	vankila
जेल	vankilaan
जेल	vankila
जेल	vankilassa
जोड़ा	pariskunta
जोड़ा	pariskunnan
जोड़ा	pari
हिमालय	himalajan
राजमार्ग	valtatiet
राजमार्ग	valtatie
राजमार्ग	maantie
राजमार्ग	highway
राजमार्ग	moottoritie
पेड़	puu
पेड़	puuta
पेड़	puun
पेड़	puita
पेड़	puut
पेड़	puista
कैरियर	uran
कैरियर	ura
कैरियर	harjoittajan
कैरियर	operaattori
कैरियर	kantaja
कैरियर	uran
कैरियर	ura
कैरियर	uraa
इंच	sentti
इंच	tuumaa
इंच	tuuman
इंच	tuumaa
डिजिटल	digital
डिजिटल	digitaaliset
डिजिटल	digitaalisen
डिजिटल	digitaalinen
श्रेष्ठ	superior
श्रेष्ठ	ylempi
निगम	corporation
आग	tuli
आग	tulipalo
चैम्पियनशिप	mestaruuden
चैम्पियनशिप	mestaruus
शराब	alkoholiin
शराब	alkoholin
शराब	alkoholia
शराब	alkoholi
शराब	viinit
शराब	viiniä
शराब	viini
पौधे	kasveja
पौधे	kasvien
पौधे	kasvit
पौधे	kasvi
पौधे	voimala
पौधे	tehdas
जमीन	maa
जमीन	maata
जमीन	maahan
खाने	syömistä
खाने	syömässä
खाने	syö
खाने	syöminen
हाथों	kädet
हाथों	käsien
बाज़ार	basaari
बाज़ार	markkinoiden
बाज़ार	markkinat
बाज़ार	markkina
बाज़ार	markkinoiden
बाज़ार	markkinat
आदमी	mies
आदमी	äijä
मस्जिद	moskeija
किरदार	merkkejä
किरदार	merkkiä
किरदार	hahmot
किरदार	merkit
नुकसान	tappiot
नुकसान	tappio
नुकसान	menetys
नुकसान	menetykset
नुकसान	tappioita
नुकसान	tappio
नुकसान	tappiot
नुकसान	menetykset
नुकसान	vaurio
नुकसान	vahinko
नुकसान	vahingot
नुकसान	vahinkoa
नुकसान	vauriot
आकर्षित	houkutella
लाने	noutaa
लाने	hae
रखी	pukille
रस	juice
रस	mehu
रस	mehua
ऑनलाइन	netissä
ऑनलाइन	verkossa
ऑनलाइन	online
सेट	setti
सेट	määritä
सेट	asettaa
सेट	aseta
सेट	asetettu
सेट	sarjat
सेट	asettaa
भेद	ero
भेद	erottelu
भेद	salaisuuden
भेद	salaista
भेद	salainen
भेद	salaisuus
फोन	puhelimen
फोन	puhelin
फोन	puhelimet
फोन	puhelimia
मनोविज्ञान	psykologian
मनोविज्ञान	psykologiaa
शक्तिशाली	voimakasta
शक्तिशाली	voimakkaita
शक्तिशाली	voimakas
व्याकरण	kielioppi
अवार्ड	palkintoa
अवार्ड	palkinto
कौन	kuka
कौन	ketä
कौन	who
कौन	joka
चिह्न	symbolin
चिह्न	symboli
चिह्न	tunnus
चिह्न	tunnukset
