категорија	loại
генерал	gen
генерал	tướng
генерал	chung
овозможи	bật
вера	vera
вилхелм	wilhelm
рани	rani
хрватски	croat
датум	ngày
струга	struga
арена	arena
специјални	cống
галерија	gallery
силен	mạnh
силен	strong
рекол	nói
рекол	bảo
рекол	said
баба	baba
баба	margo
баба	bà
баба	bà
баба	granny
баба	ngoại
кулата	tower
кулата	tháp
женска	chica
женска	nữ
женска	chick
граѓанска	civil
граѓанска	civic
двор	yard
двор	sân
двор	tun
бенд	ban
бенд	band
рипка	goldfish
шампиони	champions
објавено	đăng
дух	ghost
дух	ma
загуби	mất
загуби	thua
пораст	rise
пораст	gai
хајнрих	heinrich
антонио	antonio
држи	giữ
околните	quây
гвинеја	guinea
фердинанд	ferdinand
јордан	jordan
победник	thang
победник	thắng
основното	tiểu
медиуми	media
произведува	produce
али	aly
али	ali
елена	helena
елена	elena
елена	helen
посветен	viet
интервју	phỏng
независни	lập
набрзо	sớm
набрзо	sắp
вика	vika
турци	thổ
турци	turks
љубовта	love
љубовта	yêu
став	stance
централен	trung
централен	central
ерик	erik
ерик	eric
киселина	axit
киселина	acid
киселина	axít
казна	câu
давид	david
постигне	đạt
јорк	york
тракија	thrace
џексон	jackson
водач	leader
црни	đen
рамка	khung
боливија	bolivia
бугарска	bun
критика	critique
иднина	lai
шампионите	champions
целина	toàn
целина	hẹt
целина	whole
потреби	nhu
одржа	chức
улица	phố
улица	street
важи	lệ
широк	rộng
широк	vid
рече	nói
рече	bảo
рече	said
проширување	bung
најдобри	nhất
изврши	chạy
спречи	ngăn
богатство	fortune
богатство	lường
вест	tin
вест	tây
грешки	lỗi
електронски	electron
лидер	leader
питер	peter
питер	phêrô
часови	tiếng
часови	giờ
часови	hạng
различна	khác
виктор	victor
виктор	viktor
освојување	conquest
чин	rang
чин	rank
чин	act
богови	thần
пост	đăng
девојка	girlfriend
девојка	bồ
девојка	girl
девојка	gái
тата	tata
месечината	nen
месечината	nguyệt
месечината	trăng
месечината	moon
слободни	free
слободни	rảnh
влез	entry
влез	mục
нивна	nhị
баварија	bayern
баварија	bavaria
бран	bran
бран	sóng
бран	wave
крило	sườn
крило	wing
крило	cánh
крило	winger
изработка	crafting
хан	hahn
хан	khan
хан	hàn
хан	han
хан	hán
забележани	đốm
забележани	spotted
општа	tướng
општа	chung
хемија	hóa
хемија	lờ
шах	shah
шах	chiếu
џез	jazz
различен	khác
илјади	nghìn
илјади	ngàn
правило	luật
животно	vật
кале	kale
кале	calais
мајката	mẹ
достапни	rảnh
полицијата	cảnh
реките	sông
реките	rivers
нивоа	cấp
задачи	jobs
бас	bass
бас	bas
обединување	reunion
српска	srpska
српска	serbia
желба	ước
рио	rio
заменик	phó
заменик	vice
заменик	phó
час	chas
час	tiếng
час	giờ
зашто	sao
позадина	nền
позадина	background
шампион	champ
шампион	cọc
шампион	champion
викторија	victoria
драмски	drama
драмски	kịch
демир	demir
празник	holiday
писма	thư
писма	chữ
сет	đặt
сет	set
сет	seth
силна	mạnh
силна	strong
тројца	tre
тројца	ba
тројца	three
природно	chích
луксембург	luxemburg
луксембург	luxembourg
џек	bồi
џек	jack
месо	thịt
месо	thịt
чекор	bước
простори	khoảng
плоча	tablet
реон	huyện
реон	huyệt
наведува	cites
продолжение	sequel
нба	nba
принцот	hoàng
принцот	prince
соединенија	compounds
слободата	do
расте	mọc
расте	trồng
расте	mọc
расте	grow
врховниот	supreme
супер	awesome
супер	super
супер	siêu
супер	tuyệt
коњ	ngựa
гранки	cành
тешки	nặng
тешки	mẫn
тешки	khó
раце	tay
постапка	proceedings
човечки	human
британскиот	british
круна	vương
затворен	đóng
наредба	lệnh
наредба	huy
наредба	lềnh
санта	trã
санта	santa
смит	smith
мари	marie
мраз	băng
мраз	đá
мраз	is
плоштад	đc
плоштад	square
плоштад	vuông
четвртата	mùng
приватни	tư
сирија	syria
снимка	footage
дозволено	phép
одговара	fits
одговара	hợp
одговара	khớp
поврзано	related
меч	gươm
меч	kiếm
клептон	clapton
мозокот	óc
мозокот	não
вилијамс	williams
филмска	phim
филмска	film
посета	khách
посета	thăm
пјер	pierre
нашите	plr
операција	thao
тест	test
тест	thử
холандски	bản
холандски	hoà
холандски	dutch
инаку	kẻo
земјиште	đáp
огромен	huge
искачување	ascent
фрагменти	fragments
милион	triệu
реал	real
реал	thực
реал	thật
реал	thiệt
чикаго	chicago
василиј	basil
војводство	voivodeship
блиску	close
блиску	đóng
блиску	gần
блиску	kín
блиску	gần
тврдат	cãi
хаџи	hadji
хаџи	hagi
судир	đốp
судир	clash
автомобили	oto
автомобили	ôtô
потребна	thiết
потребна	ấp
канали	kênh
ирак	iraq
леон	león
леон	leon
југословенски	yugoslav
петка	dập
петка	dap
словенски	slavonic
полски	polish
кожа	da
кожа	skin
кожа	da
концепт	concept
кипар	síp
фази	fuzzy
фази	nhòe
хуан	juan
даниел	daniel
диск	đĩa
диск	đĩa
користени	phơi
нил	neal
нил	neil
нил	nile
исламот	islam
германска	đức
словачка	slovakia
исти	cùng
балканска	balkan
кралеви	kings
кралеви	vua
табелата	chart
користен	phơi
недостаток	vitamin
едната	xả
едната	một
едната	one
идентитет	identity
силни	mạnh
силни	strong
исланд	iceland
франкфурт	frankfurt
орган	organ
отвори	download
отвори	mở
отвори	má
широка	rộng
широка	vid
широка	rộng
грчко	greco
мерка	đo
вила	fairy
вила	fee
вила	tiên
вила	villa
дин	din
дин	dean
епархија	phận
вози	chạy
вози	cán
бело	trắng
бело	white
бело	bạch
лазар	lazarus
лазар	lazar
кристофер	christopher
кнез	duke
здравје	khỏe
женките	nữ
замок	castle
замок	đài
пристаниште	neo
пристаниште	dock
пристаниште	cảng
пристаниште	cổng
пристаниште	port
гости	khách
спомен	memento
спомен	ức
отпор	cưỡng
отпор	kiềm
отпор	vây
отпор	cự
формат	format
стандард	chuẩn
стандард	standard
дозвола	phép
прусија	phổ
браун	brown
браун	nâu
болница	viện
болница	xá
пар	cặp
пар	ghép
пар	đôi
пар	cặp
пар	couple
пар	đôi
домен	miền
рунда	hiệp
рунда	vòng
керамички	gốm
керамички	ceramic
јадрото	lõi
јадрото	hạt
јадрото	nhân
долина	lũng
обезбедување	ninh
днк	adn
днк	dna
темели	quỹ
темели	foundation
темели	nọc
елба	elbe
елба	elba
вино	rượu
вино	vang
откривање	detection
откривање	discovery
елизабета	elizabeth
отворени	download
отворени	mở
отворени	má
патека	vết
патека	rãnh
патека	trail
мустафа	mustafa
џонс	jones
џонс	johns
франциско	francisco
курс	hải
груев	gruev
кратка	bài
кратка	ngắn
кратка	short
кратка	lá
веруваат	tin
веруваат	tin
автоматски	auto
автоматски	động
автоматски	tự
автоматски	động
соба	phòng
бајконур	baikonur
поход	crusade
ранг	rang
ранг	rank
шеф	sếp
шеф	sếp
шеф	boss
гранка	cành
гранка	nhánh
јајца	trứng
јајца	balls
јајца	bi
британска	british
наполеон	napoléon
наполеон	napoleon
логика	luận
логика	logic
азербејџан	azerbaijan
пијано	piano
престолнина	vốn
епизода	tập
епизода	episode
сонце	nắng
сонце	cn
сонце	nắng
лансирање	launch
лансирање	phóng
крис	chris
крис	kris
кукуш	kilkis
грци	greeks
пекинг	kinh
академијата	academia
четвртиот	mùng
одделни	skill
еврејски	hebrew
наводно	supposedly
проток	vịnh
проток	luồng
проток	màng
проток	flow
проток	luồng
проток	suối
проток	stream
спектар	spectrum
спектар	spectre
живеење	sống
живеење	living
маж	chồng
маж	mun
маж	husband
маж	người
маж	man
независно	lập
флорида	florida
ница	đẹp
лекување	healing
лудвиг	ludwig
интереси	vốn
интереси	lãi
куче	chó
куче	dog
херкул	hercules
печат	nhấn
печат	bào
печат	ấn
печат	bấm
печат	stamp
печат	tem
печат	seal
содржини	dung
содржини	dung
теренот	pitch
јавна	công
возачот	xế
гради	vú
гради	rương
гради	ngực
гради	vú
гради	ngực
гради	breast
гради	tâ
гради	toe
херој	hero
херој	hùng
херој	hoàn
јавен	công
ерменија	armenia
плати	trả
заедничка	chung
заедничка	tham
фотографија	photo
фотографија	foto
фотографија	ảnh
поразен	bại
објавува	đăng
лето	summer
лето	hè
кралски	royal
анти	anti
нозе	feet
нозе	chân
нозе	mét
нозе	chân
нозе	xương
нивни	nhị
риба	cá
опсег	tầm
полиција	cảnh
повлече	rút
кафе	phê
кафе	coffee
кафе	cafe
хектари	acres
комедија	hài
чиле	chile
студио	studio
многумина	nhiều
собирање	gom
очи	mắt
тапани	drum
тапани	trống
тапани	trống
пакистан	pakistan
тешка	nặng
тешка	mẫn
тешка	khó
монети	xu
отомански	ottoman
рано	sớm
црвено	đỏ
освоено	won
освоено	thắng
торино	torino
торино	torino
торино	turin
весници	báo
камени	đá
камени	stone
опасност	nguy
опасност	hazard
насловот	caption
сопруг	chồng
сопруг	mun
сопруг	husband
снимање	cháy
стилови	dáng
стилови	styles
современи	contemporary
знамиња	cờ
додавање	thêm
додавање	add
додавање	thêm
вокал	vocals
вокал	thanh
вокал	vocal
алфа	alpha
алфа	alfa
алфа	alfa
турскиот	turkish
влакна	tóc
влакна	tơ
влакна	fiber
влакна	sợi
влакна	tơ
современа	contemporary
способности	năng
стрелец	archer
запис	album
родителите	song
јадро	lõi
јадро	hạt
јадро	nhân
петербург	petersburg
раѓање	sinh
индонезија	indonesia
дедо	nội
дедо	nội
црвен	đỏ
композитори	composers
катерина	katerina
катерина	catherine
катерина	catarina
катерина	caterina
класична	classic
рана	rana
епизоди	tập
епизоди	episodes
момче	boy
момче	trai
момче	bé
подолу	dưới
ткиво	mô
молдавија	moldova
премин	cổng
премин	gateway
огромна	huge
вкупна	tổng
обука	luyện
обука	training
ставови	views
гробот	mộ
гробот	mồ
тито	tito
карпи	đá
концерт	concert
внатрешна	nội
горен	goren
горен	upper
кристијан	nguyen
кристијан	christian
анри	henry
анри	henri
документ	liệu
гранд	grand
николај	nikolai
николај	nicolai
николај	nikolay
николај	nicolai
николај	nikolai
николај	nicolai
фиренца	florence
институција	sở
јан	jan
јан	yến
јан	yan
јан	nhan
јан	lan
јан	lan
брисел	bruxelles
брисел	brussels
стјуарт	stewart
стјуарт	stuart
стив	steve
несреќа	nạn
камења	stones
камења	đá
раса	breed
раса	đua
раса	nhung
прага	prague
прага	praha
богата	vương
богата	giàu
богата	rich
оган	lửa
оган	cháy
оган	lứa
амстердам	amsterdam
редови	ranks
редови	hàng
редови	frontline
потрага	quest
потрага	tr
понуда	thầu
понуда	bid
речник	điển
грузија	gruzia
грузија	georgia
куба	cuba
инсекти	insects
будимпешта	budapest
законите	luật
континентална	continental
теодор	theodore
теодор	theodor
поезијата	thơ
синглови	singles
ѕидови	walls
ѕидови	tường
ален	allen
ален	alen
ален	alan
птиците	chim
легенда	legend
сулејман	suleiman
кули	tháp
класи	hạng
вечер	tối
вечер	đêm
дрва	gỗ
дрва	củi
дрва	cây
литванија	litva
литванија	lithuania
длабоко	deep
длабоко	sâu
данок	thuế
илјадници	nghìn
илјадници	ngàn
конго	congo
детали	tiết
студија	học
срце	baby
срце	bé
срце	tim
срце	heart
кентаур	centauri
одговори	tời
одговори	rsvp
одржан	chức
белорусија	belarus
напаѓач	invader
вистинска	real
вистинска	thực
вистинска	thật
вистинска	thiệt
сума	sum
последици	fallout
исклучително	exceptionally
финале	finale
познатата	nổi
хитлер	hitler
компјутери	pcs
направено	lam
направено	xong
пошта	mail
пошта	evolution
пошта	thư
симон	simone
симон	simon
антички	antique
дејвис	davis
дејвис	davies
градско	phố
градско	by
плен	capture
плен	prey
плен	loot
манастири	monasteries
одред	squad
одред	đội
станици	trạm
граѓанската	civic
решавање	giải
гроб	mộ
гроб	tomb
гроб	mộ
гроб	mồ
отворање	mở
произлегува	stemmed
произлегува	stems
стави	chua
стави	norad
стави	đặt
сопственик	hữu
карлос	carlos
поврзување	hã
паркови	parks
постави	đặt
постави	set
тома	toma
тома	thomas
филипините	philippines
турска	turkish
зелена	lục
критериум	criterion
унгарски	hung
унгарски	hungary
минато	qua
минато	past
забележи	chuông
забележи	quận
сигурност	ninh
нула	zero
имаа	nan
имаа	xịt
бад	xấu
бад	bad
бад	kém
бад	khiếp
бад	tệ
бад	nghị
бад	răn
бад	bud
слоеви	lớp
авганистан	afghanistan
играчот	player
јавност	công
скала	thang
скала	ladder
скала	phóng
скала	scala
принц	hoàng
принц	prince
математиката	toán
математиката	toán
кралица	hậu
флота	fleet
дунав	danube
дунав	donau
лука	luka
лука	luca
честа	vinh
нозете	chân
нозете	xương
природна	chích
ливерпул	liverpool
хановер	hanover
хановер	hannover
хановер	hanover
хановер	hannover
последно	cuối
доселеници	settlers
франц	franz
повреди	đau
повреди	hại
повреди	thương
милер	müller
милер	muller
милер	miller
милер	muller
монако	khảm
монако	monaco
јосиф	giuse
јосиф	joseph
јосиф	josephus
пишувал	viết
цени	giá
компјутер	máy
измени	sửa
измени	đổi
измени	thay
анадолија	anatolia
андреј	andrej
андреј	andrey
андреј	andrej
андреј	andrei
авиони	jets
авиони	airplanes
патеки	banner
патеки	trek
патеки	vết
патеки	vệt
патеки	trails
колонија	khu
спортисти	vđv
малезија	malaysia
прочитајте	đọc
тексас	texas
погоре	trên
цезар	ceasar
цезар	caesar
цезар	cesar
цезар	césar
паѓа	falling
паѓа	rơi
паѓа	ngã
паѓа	falls
паѓа	thác
паѓа	rơi
паѓа	sút
александров	alexandrov
жив	sống
жив	live
жив	alive
парагвај	paraguay
црвени	đỏ
хисар	hisar
команда	lệnh
команда	huy
команда	lềnh
мајстор	thầy
ран	sớm
кинг	king
кинг	guy
кинг	vua
бор	bor
бор	niğde
бор	thông
бор	pine
борци	combatants
сами	độc
сами	sami
јустинијан	justinianos
гласање	vote
гласање	bầu
интер	inter
стојан	stoyan
кујна	bếp
почит	bai
бања	spa
бања	do
бања	wc
бања	tắm
бања	banja
бања	bad
бања	bath
бања	tắm
вести	tin
хартија	giấy
хартија	trát
чита	cheetah
гласот	voice
гласот	giọng
детроит	detroit
погрешно	sai
погрешно	lỗi
погрешно	nhầm
кислород	ôxi
кислород	oxygen
кислород	oxy
кислород	ôxy
коски	xương
различно	khác
признание	confession
постигнат	đa
позитивни	dương
маркетинг	marketing
губи	fading
губи	thua
променлива	biến
сао	são
сао	sò
мисла	nghĩ
мисла	tưởng
снимки	footage
бдп	gdp
бдп	gnp
топлина	nhiệt
топлина	ấm
лајпциг	leipzig
продавници	shop
стотици	trăm
забава	fun
забава	ké
забава	vui
забава	đảng
забава	party
забава	tiệc
забава	entertainment
нашиот	plr
откритија	revelations
нека	để
нека	kệ
гробови	graves
гробови	đào
вон	von
вон	vaughn
чисто	xoã
чисто	sạch
чисто	cai
чисто	sạch
остварување	đạt
карти	bài
карти	thẻ
карти	vé
поставува	dong
николов	nikolov
бен	ben
бен	crack
тејлор	taylor
судан	sudan
кампанија	campania
спојување	trộn
мечот	gươm
мечот	kiếm
унеско	unesco
масло	nhớt
масло	dầu
пее	hót
пее	hát
пее	hót
волта	volta
сон	mơ
сон	dream
листови	lá
листови	tờ
листови	mẩu
листови	sheets
сцени	cảnh
ученик	bmi
машина	máy
болка	đau
затворени	đóng
иницијатива	initiative
ридот	đồi
ридот	ngổn
ридот	hill
ридот	hoan
арабија	rập
арабија	arabella
двојна	double
двојна	đôi
џејн	jane
нормално	chuẩn
нормално	thường
блок	khối
блок	block
блок	chặn
дол	dole
дол	dol
дол	dahl
самостојно	standalone
бек	beck
кембриџ	cambridge
шекспир	shakespeare
технологии	technologies
трева	nồi
трева	pot
трева	cỏ
трева	cỏ
трева	weed
костур	kastoria
опера	opera
дон	don
огромни	huge
задржи	giữ
наум	naum
фифа	fifa
избегне	tránh
отстранување	bỏ
отстранување	xóa
никулци	mầm
лошо	xấu
лошо	bad
лошо	kém
лошо	khiếp
лошо	tệ
жак	jacque
жак	jacques
папи	papi
свири	play
свири	chơi
свири	at
свири	thấm
свири	chơi
свири	divx
експерименти	nghiệm
прогласена	tuyên
алатки	cụ
сопствени	chính
заливот	vịnh
заливот	vịnh
заливот	bay
четврта	mùng
раѓањето	sinh
трансфер	chuyển
трансфер	truyền
евро	euro
глумец	diễn
словени	slavs
класик	classic
дозволи	ngập
дозволи	quyền
ниски	low
ниски	thấp
соната	sonata
алкохол	rượu
алкохол	cồn
петта	fifth
бендови	bands
коста	costa
коста	kosta
лента	lane
лента	làn
лента	băng
лента	ribbon
естонија	estonia
танц	điệu
танц	múa
мотор	tơ
мотор	motor
двојки	couples
двојки	đôi
уништување	điêu
сол	muối
завршена	xong
бета	beta
тумба	tumba
дур	phẳng
проф	prof
доделена	điệm
закана	mối
вистината	thật
атанасиј	athanasius
химна	ca
ману	manu
риген	rügen
богат	vương
богат	giàu
богат	rich
сопствена	chính
инспирација	inspiration
брајан	brian
брајан	bryan
помошник	ass
помошник	helper
завет	covenant
завет	thề
капетан	trưởng
зима	winter
коментари	commentary
коментари	comments
ретки	hiếm
настава	dạy
настава	hạng
патријаршија	patriarchate
читање	đọc
читање	truyện
читање	đọc
обединето	united
обединето	hoa
кан	kahn
кан	khan
кан	kan
кан	cannes
водолија	aquarius
евровизија	eurovision
редовен	thường
пристигнал	đến
пристигнал	tới
напиша	viết
часовник	xem
часовник	pass
адам	adam
мотиви	motifs
глуми	reenactment
одмор	nghỉ
долни	dolni
атп	atp
алан	allan
алан	alan
френк	frank
победникот	thang
победникот	thắng
шаховска	chiếu
железо	sắt
виетнам	việt
виетнам	vietnam
виетнам	nam
тајна	mật
тајна	bí
жолта	vàng
жолта	nhát
помине	qua
помине	đèo
помине	pass
следува	đến
следува	tới
панк	punk
дознава	learns
спас	salvation
спас	cứu
хип	hip
хип	hông
сериозно	hen
асистент	ass
потпишан	ký
меморија	ức
руско	nga
руско	russo
црвениот	redhead
стивен	stephen
стивен	steven
шири	tán
шири	tràn
видел	thấy
искористи	dùng
турнири	tournaments
доменот	miền
алжир	bến
алжир	algeria
алжир	algérie
примерок	sample
примерок	mẫu
предава	dạy
алекс	alex
борбите	fighting
цирих	zürich
цирих	zurich
изговор	pronunciation
букурешт	bucharest
џозеф	giuse
џозеф	joseph
шарл	charles
харц	harz
јаглерод	carbon
јаглерод	cacbon
христов	hristov
лет	bay
учи	ngộ
учи	học
коњи	ngựa
достигна	đa
чекори	bước
боб	bob
игор	igor
маси	bảng
маси	bàn
акт	dept
акт	reus
акт	act
млада	trẻ
млада	young
тежок	nặng
тежок	khó
топката	bóng
топката	banh
преспа	prespa
умот	phiền
услов	tiêm
услов	trạng
редовите	ranks
редовите	hàng
електронска	electron
случајно	cuốc
случајно	nét
фленсбург	flensburg
ханс	hans
одлучил	quyết
хоп	hoop
водечки	dẫn
водечки	chì
дрога	vải
дрога	thuốc
џонсон	johnson
двојно	double
двојно	đôi
двојно	kép
двојно	dual
предводени	led
паднал	rớt
паднал	rơi
паднал	té
паднал	ngã
чај	trà
чај	tea
дале	tặng
сестри	ruột
плата	lương
плата	plata
кралска	royal
млеко	sữa
млеко	milk
орел	eagle
орел	bàng
орел	aquila
ислам	islam
класичен	classic
шема	pattern
шема	mẫu
шема	scheme
единство	unity
домови	nhà
превоз	cưỡi
превоз	ri
сталин	stalin
динамо	dynamo
динамо	dinamo
домени	miền
рома	roma
ангел	angel
брус	bruce
дизни	disney
донел	donnell
адолф	adolf
убие	giết
постар	elder
постар	sr
постар	senior
развиен	evolved
органски	organic
затворена	đóng
масовно	nhái
масовно	mass
елизабет	elizabeth
елизабет	elisabeth
остави	bỏ
вкус	nếm
вкус	hương
прстен	ring
прстен	nhẫn
богати	vương
богати	giàu
богати	rich
гувернер	đốc
мек	mack
мек	mac
бег	bey
нарушување	xáo
архангел	archangel
андромеда	andromeda
кругови	laps
повик	gọi
повик	call
повик	cẩm
треска	sốt
рис	reese
рис	rhys
рис	lynx
прошири	bung
романски	rumani
стандарден	chuẩn
стандарден	standard
поставување	setup
одлучи	quyết
светло	châm
светло	đèn
светло	nhạt
светло	sáng
светло	mẻ
централно	trung
централно	central
побарувачка	đòi
дрезден	dresden
паоло	paolo
мотори	môtô
мотори	motors
викимедија	wikimedia
алфред	alfred
признанија	confession
признанија	confessions
постигнати	hoài
нападнал	xâm
надеж	mong
надеж	xoa
проценка	unplugged
собираат	thu
натпис	thẻ
натпис	nhãn
иванов	ivanov
иванов	ahn
приватен	tư
автомобил	car
автомобил	xe
квалификациите	qualifying
квалификациите	qualifier
квалификациите	qualifiers
пливање	bơi
губење	losing
губење	thua
губење	mát
стрип	comic
топка	bóng
топка	banh
билборд	billboard
прима	prima
графички	graphic
погледи	views
патници	travellers
исак	isaac
исак	isak
роџер	rõ
роџер	roger
френсис	phanxicô
френсис	francis
френсис	frances
факти	sự
студент	bmi
авион	jet
повлекување	rút
кларк	clarke
кларк	clark
детството	trãi
овен	aries
муслимански	muslim
грците	greeks
ото	otto
советска	soviet
лиеж	liège
парчиња	lát
парчиња	bit
парчиња	rách
турско	turkish
директен	direct
директен	trực
атмосфера	atmosphere
самостојна	solo
самостојна	standalone
мајк	mike
пакети	gói
растение	gieo
растение	trồng
растение	cấy
ернст	ernst
франсоа	francois
франсоа	françois
франсоа	francoise
франсоа	francois
франсоа	françois
ноулс	knowles
надзор	oversight
антон	anton
продадени	bán
офицер	quan
сценарио	script
купување	mua
купување	sắm
купување	shopping
купување	mua
византиска	byzantine
падини	dốc
откриена	uncovered
откриена	revealed
откриена	lộ
скот	scott
поединечно	singles
раскажува	recounts
притока	purus
сергеј	sergei
сергеј	sergey
либек	lübeck
внук	cháu
следен	kế
следен	tiếp
следен	kit
награден	thưởng
награден	điệm
четврти	mùng
токио	tokyo
рос	ross
кели	kelly
милји	miles
милји	phít
милји	km
милји	dặm
тамерлан	tamerlane
дванаесет	twelve
војник	lính
планета	tinh
рудолф	rudolph
рудолф	rudolf
музичко	nhạc
музичко	musical
салата	salad
теодосиј	theodosius
блуз	blues
траги	vết
траги	vệt
траги	trails
траги	vết
траги	rãnh
траги	trail
дното	dưới
дното	bậc
дното	đáy
дното	bottom
правци	rô
директна	direct
директна	trực
горан	goran
постапки	hành
сто	trăm
сто	wto
мурат	murad
мурат	murat
посетители	khách
посетители	khách
реши	giải
константа	hằng
хаус	ốc
хаус	nhà
мешавина	mix
мешавина	trộn
јанг	yến
јанг	yan
јанг	nhan
јанг	dương
јанг	yang
јанг	trẻ
јанг	young
јанг	jung
јанг	yung
ибн	ibn
латвија	latvia
копенхаген	copenhagen
паланка	palanka
загуба	mát
заболувања	benh
заболувања	bệnh
одржана	chức
сицилија	sicilia
сицилија	sicily
сицилија	sicile
стихови	lyrics
сингапур	singapore
приватна	tư
кориснички	dùng
кевин	kevin
дупка	lỗ
дупка	hố
дупка	chẻ
дупка	đổ
дупка	dump
брани	cọc
брани	cọc
брани	cọc
братство	fraternity
братство	brotherhood
бранко	branko
симеон	simeon
ама	nhưng
двапати	twice
врата	cửa
мајчин	native
кастилја	castilla
секс	sex
келн	cologne
келн	köln
шкотски	scottish
средби	encounters
нејзини	its
ахмед	ahmed
соработници	associates
себастијан	sebastian
храни	feed
плус	cộng
плус	plus
саудиска	saudi
олимпијада	olympic
олимпијада	olympics
лоренс	laurence
лоренс	lawrence
дробови	phổi
дробови	ớt
мозок	óc
мозок	não
мозок	óc
мозок	brain
мозок	não
властите	bang
македонец	macedonia
етика	ethic
правење	making
вратот	họng
вратот	neck
вратот	cổ
селски	làng
франко	franco
зголемена	tăng
мајами	miami
пристаништето	cảng
пристаништето	cổng
пристаништето	port
џими	jimmie
џими	jimmy
орден	orden
слабо	yếu
слабо	nhược
слабо	kém
сопствен	chính
течност	liquid
течност	lỏng
фер	fer
фер	fair
буквално	literal
леб	mì
порази	bại
фризија	frisia
фризија	frisian
агли	góc
агли	ngách
корени	rễ
објавување	đăng
мртви	chết
џовани	giovanni
онлајн	online
марсеј	marseille
марсеј	marseilles
марсеј	marseille
марсеј	marseilles
учењето	học
учењето	học
специјална	cống
накит	sỉ
чувствува	giác
ниско	low
ниско	thấp
метар	mét
метар	mét
рафаел	raphael
рафаел	pantheon
рафаел	rafael
живеалиште	paddock
живеалиште	chuồng
независен	lập
димитров	dimitrov
авила	ávila
авила	avila
авила	avila
авила	ávila
бактерии	mites
борат	borat
митрополит	metropolitan
мароко	morocco
мароко	maroc
зоран	zoran
променливи	biến
појавување	nhê
определен	quyết
палестина	palestine
зачувување	lưu
зачувување	bích
зачувување	cứu
греми	grammy
уништени	hỏng
уништени	hư
уништени	xì
уништени	hỏng
уништени	xì
вирџинија	virginia
спаси	lưu
спаси	bích
спаси	cứu
постариот	elder
пожар	lửa
пожар	cháy
пожар	lứa
хотел	hotel
позитивен	dương
гребен	reef
дресот	guise
атом	nguyên
атом	atom
градини	vườn
градини	gardens
дејства	hành
федерер	federer
енди	andie
енди	andy
енди	andi
енди	andy
наставата	dạy
ристо	risto
свест	consciousness
кол	cole
рекорди	records
надал	nada
надал	nadal
паун	peacock
тон	ton
тон	tấn
тон	tone
тон	tần
тон	tấn
полна	say
полна	full
полна	đầy
андреа	andrea
астероиди	asteroids
лорд	huân
порт	cảng
порт	cổng
порт	port
венецуела	venezuela
дрвја	cây
бреговите	shores
одлично	tuyệt
одлично	đan
извршена	rendered
лион	lyon
лион	leon
брза	rapid
тунис	tunisia
тунис	tunis
клисура	gorge
клисура	hẻm
видливи	bien
чиста	cai
чиста	sạch
чиста	sạch
брз	mau
брз	nhanh
стокхолм	stockholm
моменти	moments
генетски	di
есен	sáp
есен	rơi
есен	sút
есен	ngã
негативни	âm
негативни	ám
сува	lau
сува	khô
лого	logo
штит	shield
штит	khiên
аристотел	aristotle
марс	mars
четврт	quý
фамилии	gia
пролет	spring
пролет	xuân
пролет	xuân
посети	khách
посети	thăm
градите	ngực
градите	vú
градите	ngực
градите	breast
латинска	latin
возило	xe
марино	marino
нафта	nhớt
нафта	dầu
марки	marks
парови	couples
потера	manhunt
размислување	nghĩ
јозеф	josef
горе	lầu
пренесување	chuyển
пренесување	truyền
грижа	care
спомнува	mentions
ајнштајн	einstein
пеење	hát
пеење	hót
растат	trồng
растат	mọc
растат	grow
лек	thuốc
лек	chữa
лек	cure
лек	lek
сексуално	sex
заби	răng
седма	seven
седма	bảy
седма	seventh
граѓански	civil
граѓански	civic
вие	các
вие	cac
вие	bạn
вие	anh
вие	cô
ѕидини	walls
ѕидини	tường
врските	xích
врските	links
попов	popov
венера	venus
венера	venera
маглина	nebula
круз	cruz
џим	jim
челзи	chelsea
реј	ray
четвртото	mùng
едуар	edouard
цариградски	constantinopolis
цариградски	constantinople
надолу	down
надолу	xuống
сликарство	tranh
сликарство	sơn
лов	hunt
лов	săn
лов	lowe
лов	săn
западни	tây
обединета	united
обединета	hoa
собрани	đọt
кенија	kenya
опашката	đuôi
торонто	toronto
томе	tome
заштити	vệ
бегство	thoát
бегство	escape
алпи	alps
алпи	anpơ
алпи	alpes
дожд	rain
дожд	mưa
жици	chuỗi
жици	strings
жици	chords
вовед	intro
вовед	prelude
росток	rostock
херман	hermann
херман	herman
прав	bụi
прав	chốn
прав	bột
прав	phấn
специјален	cống
уругвај	uruguay
администратор	admin
интелигенција	pet
специјално	cống
современ	contemporary
акциите	kho
базата	base
предизвикана	induced
бунт	loạn
бунт	loạn
бунт	riot
бунт	loạn
преведувач	dịch
биолошки	biologically
ирски	irish
пере	pere
богато	richly
богато	vương
богато	giàu
богато	rich
испрати	gửi
испрати	gởi
нешта	điều
нешта	đồ
нешта	stuff
забрана	ban
забрана	cấm
забрана	banning
кутија	hộp
кутија	box
кутија	bốc
персеј	perseus
мишел	michelle
мишел	michel
лета	fly
лета	ruồi
лета	bay
катар	qatar
мок	ioc
глобус	globe
честичка	hạt
високиот	cao
врховен	supreme
јазли	hải
совети	khuyên
совети	tips
совети	mẹo
контадор	contador
жито	lúa
жито	hạt
двд	dvd
