pushed	бутнат
governed	управлявано
drag	влачене
maxwell	максуел
planes	самолети
oriental	ориенталски
manufacture	производство
manufacture	изработване
coordinator	координатор
bombs	бомбите
bombs	бомби
mohammad	мохамед
bassist	басист
superman	супермен
colombian	колумбийски
philippe	филип
felix	феликс
bengali	бенгали
greene	грийн
voluntary	доброволни
voluntary	доброволен
voluntary	доброволна
voluntary	доброволно
floating	плаващи
floating	плаваща
floating	плаващ
sketch	скица
sketch	скеч
mann	ман
flooding	наводнения
flooding	наводнение
escort	ескорт
dressed	облечена
dressed	облечени
dressed	облечен
astronomy	астрономия
astronomy	астрономията
sudden	внезапна
sudden	внезапно
variables	променливи
variables	променливите
arbitrary	произволни
arbitrary	произволна
arbitrary	произволен
arbitrary	произволно
skiing	ски
skiing	ските
timothy	тимъти
timothy	тимоти
cello	виолончело
cello	чело
rainfall	валежи
rafael	рафаел
sphere	сферата
sphere	сфера
rewrite	пренапише
georg	георг
cinematography	кинематография
canvas	платно
canvas	платна
chest	гърди
chest	гърдите
krishna	кришна
provider	доставчик
frances	франсис
crowned	коронован
carved	издълбани
poles	поляците
poles	поляци
poles	стълбове
cabin	бунгало
cabin	хижа
cabin	каюта
cabin	кабина
cabin	колиба
cabin	хижата
civilization	цивилизация
civilization	цивилизацията
avoided	избягва
lisbon	лисабон
tongue	език
eliminate	елиминира
panels	панели
darwin	дарвин
cheese	сирена
cheese	кашкавал
cheese	сирене
easter	великденски
easter	великден
rat	рат
rat	плъх
rat	плъхове
papua	папуа
insert	вмъкване
descriptions	описанията
descriptions	описания
debates	разисквания
debates	дебати
informal	неофициален
informal	неформални
informal	неофициално
informal	неофициални
informal	неофициална
castles	замъци
cry	плачи
loyal	лоялни
loyal	верен
loyal	лоялен
loyal	верните
loyal	верни
surfaces	повърхности
nicolas	никола
institutes	институти
humor	хумор
madonna	мадона
worcester	уорчестър
cooperative	кооперация
trips	пътувания
trips	екскурзии
winston	уинстън
llc	llc
drake	дрейк
lunar	лунен
fountain	фонтан
consulting	консултация
consulting	консултиране
consulting	консултации
patricia	патриша
ers	ers
garcía	гарсия
rid	отърва
maple	кленов
maple	мейпъл
aberdeen	абърдийн
verb	глагол
illustrations	илюстрации
mechanisms	механизмите
mechanisms	механизми
reds	червени
posters	плакати
leipzig	лайпциг
santo	санто
roland	роланд
expelled	изключен
expelled	изключени
evident	очевидна
telecommunications	телекомуникациите
strait	пролива
nationals	граждани
unanimous	единодушни
unanimous	единодушно
misleading	подвеждаща
sherman	шърмън
sherman	шърман
stefan	стефан
sleeping	спане
sleeping	спим
sleeping	спи
alto	алто
crucial	решаващо
crucial	решаваща
thomson	томсън
prehistoric	праисторически
communicate	общуват
communicate	общуване
alphabet	азбука
alphabet	азбуката
zagreb	загреб
chef	шеф
chef	готвач
tubes	тръби
carnegie	карнеги
hostile	враждебна
hostile	враждебни
hostile	враждебност
hostile	враждебно
hostile	враждебен
prizes	награди
eighteen	eighteen
eighteen	осемнадесет
shirt	тениска
shirt	риза
shirt	ризата
shirt	блуза
weird	странна
weird	странно
weird	странен
pursued	преследвана
pursued	преследван
loading	товарене
loading	натоварване
loading	зареждане
edges	ръбове
edges	краища
plantation	плантация
vernon	върнън
acre	акър
practiced	практикува
wonderful	чудесен
wonderful	прекрасен
wonderful	чудесна
wonderful	прекрасна
missiles	ракетите
missiles	ракети
guides	водачи
finger	пръст
finger	пръста
garage	гараж
garage	гаража
savage	дивак
savage	савидж
savage	диваци
technological	технологичен
technological	технологично
technological	технологична
shoes	обувките
shoes	обувки
climbing	катерене
barrel	буре
barrel	бъчва
barrel	цев
barrel	варел
biographies	биографии
spite	злоба
spite	напук
assembled	сглобени
ham	хам
ham	шунка
geoffrey	джефри
valve	клапан
valve	клапа
osaka	осака
beck	бек
analog	аналогов
monkey	маймунка
monkey	маймуни
monkey	маймуна
listening	слушам
listening	слушане
integrity	почтеност
integrity	цялост
definitions	определения
operas	опери
baldwin	болдуин
objections	възражения
marina	марина
detection	откриване
sixty	sixty
sixty	шестдесет
differential	диференциал
linguistic	езикови
venus	венера
salmon	сьомга
monarchy	монархия
monarchy	монархията
stade	стад
francesco	франческо
abortion	аборт
abortion	аборти
abortion	абортите
monica	моника
elephant	слонове
elephant	слон
polar	полярна
ton	тон
provisional	временни
counting	броене
counting	броя
corn	царевица
trucks	камиони
trucks	камионите
sank	потънал
sank	потъна
sank	потънала
deutsche	deutsche
deutsche	дойче
absorbed	абсорбира
absorbed	погълнати
absorbed	погълната
par	пар
tension	напрежение
pablo	пабло
aviv	авив
cleaning	почистване
cleaning	чистене
judgement	преценка
physicist	физик
catalina	каталина
disasters	бедствията
disasters	бедствия
lesbian	лесбийка
lesbian	лесбийки
rays	лъчи
withdrawal	отнемане
withdrawal	теглене
withdrawal	оттегляне
walks	разходки
trailer	ремарке
trailer	каравана
janet	жанет
janet	джанет
tornado	торнадо
aunt	леля
distribute	разпределяне
distribute	разпространение
genesis	битие
shallow	повърхностен
shallow	плитко
shallow	повърхностно
shallow	повърхностни
shallow	повърхностна
makers	създателите
floors	етажите
floors	подове
floors	етажи
floors	етажа
scattered	пръснати
scattered	разпръснат
scattered	разпръснати
boyfriend	гадже
boyfriend	гаджето
consolidated	консолидирани
catholicism	католицизма
luther	лутер
luther	лутър
pleasure	удоволствие
constructive	конструктивно
constructive	конструктивен
constructive	конструктивна
constructive	конструктивни
battalions	батальони
alberto	алберто
magical	магически
magical	вълшебен
magical	вълшебно
magical	магическо
deliberately	преднамерено
deliberately	съзнателно
deliberately	умишлено
sacrifice	жертвоприношение
sacrifice	жертва
sacrifice	саможертва
faction	фракция
olive	маслиново
olive	олив
corridor	коридор
corridor	коридора
compatible	съвместимо
compatible	съвместим
compatible	съвместими
compatible	съвместима
receptor	рецептори
receptor	рецептор
molecules	молекули
molecules	молекулите
kiev	киев
vista	виста
castro	кастро
pleasant	приятни
pleasant	приятна
miscellaneous	различни
miscellaneous	разнообразни
miscellaneous	разни
lineup	разпознаване
ultra	ултра
bulletin	бюлетин
clinic	клиника
clinic	клиниката
itunes	itunes
patriots	патриоти
patriots	патриотите
pollution	замърсяване
treasurer	ковчежник
treasurer	касиер
herman	хърман
herman	херман
questionable	съмнително
questionable	съмнителна
questionable	съмнителен
questionable	съмнителни
sally	сали
rex	рекс
stuck	заклещен
stuck	заседнал
stuck	заседнали
openly	открито
afghan	афганистан
inferior	нисши
vatican	ватикана
folklore	фолклор
affiliation	принадлежност
cruiser	крайцер
princes	принцовете
princes	принцове
silk	копринена
silk	коприна
agreements	споразумения
trilogy	трилогия
armour	броня
armour	доспехи
eng	инж
stamps	печати
stamps	марките
stamps	марки
specimens	образци
specimens	екземпляри
consumers	потребители
consumers	потребителите
defines	определя
cage	клетка
cage	кейдж
ferguson	фъргюсън
correspondence	кореспонденцията
correspondence	кореспонденция
illustrates	илюстрира
tehran	техеран
cheshire	чешър
amanda	аманда
bye	чао
employer	работодател
browns	браунс
static	статично
tibetan	тибетски
nixon	никсън
sociology	социология
capability	способност
panthers	пантери
panthers	пантерите
objection	възражение
systematic	системно
systematic	систематично
systematic	системни
violated	нарушил
violated	нарушени
chocolate	шоколадов
chocolate	шоколадова
chocolate	шоколад
chocolate	шоколадово
helsinki	хелзинки
bedford	бедфорд
cambodia	камбоджа
grandmother	бабо
grandmother	баба
rounded	заоблени
rounded	закръглени
rounded	закръглена
fitness	годност
fitness	фитнес
halls	зали
halls	коридори
midlands	мидландс
jung	юнг
brilliant	брилянтна
brilliant	брилянтен
brilliant	брилянтно
libya	либия
transported	транспортирани
angela	анджела
creature	създание
creature	същество
volcanic	вулканична
android	андроид
deposits	депозити
mentor	наставник
mentor	ментор
freeman	фрийман
apartments	апартаменти
uci	uci
puppet	кукла
puppet	марионетка
hiding	крие
hiding	укриване
hiding	криене
sends	изпраща
meyer	майър
meyer	майер
topped	гарнирани
lima	лима
freeway	магистрала
freeway	магистралата
kirk	кърк
batteries	акумулатори
batteries	батерии
batteries	батериите
chains	вериги
chains	окови
ucla	ucla
recover	възстанови
wong	уонг
ear	уши
ear	ухо
ear	ухото
servants	прислуга
servants	слугите
servants	слуги
servants	прислужници
servants	служители
combine	съчетават
decent	прилично
decent	прилична
decent	приличен
cubs	малките
deputies	заместници
deputies	депутати
hawk	хоук
hawk	ястреб
contestant	участник
contestant	състезател
cumberland	къмбърланд
rational	рационално
rational	рационален
rational	разумен
altar	олтар
altar	олтара
ufc	ufc
organize	организираме
organize	организиране
exhibits	експонати
subjective	субективно
determination	решителност
determination	решимост
determination	определяне
chennai	ченай
dong	донг
threshold	праг
myanmar	мианмар
proud	горди
proud	горда
proud	горд
custody	попечителство
surveillance	надзор
surveillance	наблюдение
threatening	заплашително
threatening	заплашва
discharge	разреждане
penny	пени
astronomical	астрономически
rector	ректор
petroleum	нефт
petroleum	петрол
petroleum	нефтени
petroleum	нефтена
bug	бръмбар
bug	бъг
bug	буболечка
chapman	чапман
mud	кал
mud	калта
mud	тиня
mud	кални
decree	декрет
decree	указ
decree	постановление
regulatory	регулаторна
regulatory	регулаторен
regulatory	регулаторни
honey	мила
honey	скъпа
diagram	диаграма
infringement	нарушение
complexity	сложност
complexity	сложността
riley	райли
displacement	изместване
sponsor	спонсор
ira	ира
ira	айра
condemned	осъди
condemned	осъдена
condemned	осъден
condemned	осъдени
careers	кариери
careers	кариера
haiti	хаити
wisdom	мъдростта
wisdom	мъдрост
pierce	пиърс
stupid	глупава
stupid	тъпо
stupid	глупав
stupid	глупаво
alma	алма
alexandra	александра
continuously	непрекъснато
shuttle	совалката
shuttle	совалка
hampton	хемптън
hampton	хамптън
eva	ева
eva	ива
mickey	мики
atlético	атлетико
yuan	юан
lynch	линч
johannes	йоханес
ecclesiastical	църковните
destroying	унищожаването
trunk	багажника
trunk	багажник
proclaimed	провъзгласена
genuine	истински
adolf	адолф
sharon	шарън
acquire	придобие
guitarists	китаристи
hung	хунг
hung	обесен
corrected	поправено
corrected	коригиран
corrected	поправена
corrected	коригирана
theatres	театри
gardner	гарднър
artifacts	артефактите
artifacts	артефакти
handful	буйно
handful	шепа
mandate	мандат
locked	заключени
locked	заключено
locked	заключена
locked	заключен
mohammed	мохамед
dish	блюдо
dish	ястие
terrible	ужасна
terrible	ужасно
terrible	ужасен
revived	съживи
reagan	рейгън
rebecca	ребека
toledo	толедо
indefinitely	неопределено
divide	разделение
divide	раздели
divide	разделяй
divide	разделяне
recommendations	препоръки
gymnastics	гимнастика
gymnastics	гимнастиката
ideology	идеология
carriers	превозвачи
carriers	носители
constantinople	константинопол
fatal	смъртоносен
fatal	фатална
fatal	смъртоносно
fatal	фатален
fatal	фатално
modeling	моделиране
monsters	чудовища
monsters	чудовищата
notified	уведомен
bulls	биковете
bulls	бикове
harassment	тормоз
censorship	цензура
favorable	благоприятно
favorable	благоприятен
favorable	благоприятна
favorable	благоприятни
inserted	вмъква
paramount	парамаунт
luxury	лукс
luxury	разкош
yahoo	yahoo
ecology	екология
reviewers	проверители
emirates	емирства
neutrality	неутралитет
chronicles	хрониките
deployment	разполагане
deployment	разгръщане
deployment	разполагането
deployment	внедряване
blast	взрив
jenkins	дженкинс
omaha	омаха
detected	засечен
attribution	признание
bundesliga	бундеслига
overcome	преодолее
overcome	преодоляване
monarchs	монарси
facilitate	улесни
facilitate	улесняване
hermann	херман
morton	мортън
sake	саке
conceived	замислена
conceived	замислен
conceived	заченат
roma	рома
roma	ромите
roma	ромски
roma	роми
accredited	акредитирани
echo	ехо
bangkok	банкок
bangkok	бангкок
achieving	постигане
bergen	берген
hawks	хоукс
hawks	ястребите
hawks	ястреби
availability	достъпност
availability	наличност
organizing	организиране
lung	дроб
lung	лунг
andreas	андреас
cedar	сидър
bankruptcy	фалит
bankruptcy	банкрут
bankruptcy	несъстоятелност
basement	мазе
basement	мазето
spirits	духовете
spirits	духове
torture	мъчение
torture	мъчения
torture	изтезания
torture	измъчване
torture	изтезание
toyota	тойота
wheat	пшеница
wheat	жито
examined	разгледани
membrane	мембрана
knockout	нокаут
coleman	колман
homeland	родина
maiden	моминско
maiden	моминското
maiden	девица
maiden	девойка
dhaka	дака
dental	зъболекарски
dental	зъболекар
christine	кристин
curious	любопитен
curious	любопитно
curious	любопитна
curious	любопитни
tucker	такър
tucker	тъкър
evolutionary	еволюционна
responsibilities	отговорности
viscount	виконт
communists	комунисти
communists	комунистите
pavilion	павилион
fantastic	фантастичен
fantastic	фантастично
fantastic	фантастична
fantastic	фантастични
ceremonies	церемонии
loans	заеми
loans	кредити
joey	джоуи
corporations	корпорациите
corporations	корпорации
tagging	маркиране
moss	мос
moss	мъх
parody	пародия
yield	добив
yield	доходност
sizes	размери
armored	бронирани
armored	брониран
armored	бронирана
neighbourhood	квартал
neighbourhood	съседство
cheap	евтино
cheap	евтин
cheap	евтини
cheap	евтина
stuttgart	щутгарт
dialects	диалекти
backup	подкрепление
forbidden	забранено
forbidden	забранени
forbidden	забранен
forbidden	забранена
sanskrit	санскрит
councillor	съветник
knife	ножът
knife	нож
wade	уейд
premiership	премиършип
yesterday	вчера
percy	пърси
transform	трансформира
transform	преобразуване
vegetation	растителност
tickets	билетите
tickets	билети
dams	язовири
braves	брейвс
habitats	местообитанията
habitats	местообитания
sicily	сицилия
justified	обоснована
justified	оправдана
justified	обосновано
justified	оправдано
justified	оправдан
speeds	скорости
