majeurs	majors
tissu	látka
tissu	textilie
tissu	látka
tissu	tkaniny
continu	nepřetržité
continu	kontinuální
continu	nepřetržitý
continu	průběžné
mets	mets
rire	smích
rire	smích
rire	smích
créations	výtvory
coupable	vinný
coupable	vinen
coupable	vinná
report	odklad
report	odložení
apport	příjem
channel	kanál
cylindres	válec
cylindres	válce
cylindres	rolls
quais	nábřeží
quais	docích
terreur	teror
terreur	děs
terreur	hrůza
temporaire	dočasné
temporaire	dočasná
temporaire	dočasně
temporaire	dočasný
verlag	verlag
wang	wang
anglophone	anglofonní
brooklyn	brooklyn
brooklyn	brooklynu
ultra	ultra
fourni	poskytnuté
fourni	poskytl
fourni	poskytla
fourni	poskytnuty
fourni	poskytované
fourni	dodávané
fourni	dodané
fourni	dodáván
sonde	sondy
sonde	sonda
tante	teta
tante	teto
tante	tetička
tante	tetička
tante	teta
tante	tety
tante	tetička
tante	teto
tante	tante
baltimore	baltimoru
baltimore	baltimore
télécommunications	telecom
télécommunications	telekomunikace
assurances	pojistka
assurances	pojištění
assurances	pojišťovací
assurances	pojišťovnictví
vélo	motorka
vélo	kolo
vélo	motocykl
vélo	kolo
vélo	cyklistika
vélo	cyklistika
cloche	zvonek
cloche	zvon
cloche	bell
stabilité	stabilita
stabilité	stability
stabilité	stabilitu
stabilité	stáj
stabilité	stabilní
rabbin	rabín
marketing	marketing
simultanément	současně
simultanément	souběžně
essonne	essonne
touché	udeřit
touché	hit
touché	dotkl
touché	touchdown
touché	ovlivněn
touché	postižené
touché	zasažené
nicholas	nicholas
globalement	globálně
globalement	celosvětově
globalement	celkově
globalement	celková
globalement	celkové
attirer	atrakce
attirer	přitažlivost
attirer	nalákat
attirer	přitahují
attirer	přilákat
attirer	přitáhnout
attirer	přilákání
exploitant	operátor
exploitant	provozovatel
végétation	vegetace
souffle	nádech
souffle	dech
souffle	rána
pol	pol
diagnostic	diagnostické
diagnostic	diagnostika
diagnostic	diagnózy
diagnostic	diagnózu
diagnostic	diagnostika
diagnostic	diagnóza
diagnostic	diagnostiku
diagnostic	diagnostika
conservés	zachována
conservés	zachovány
conservés	konzervované
caraïbes	karibiku
sacrée	posvátný
sacrée	posvátné
sacrée	posvátná
casino	kasino
casino	kasina
casino	casino
musulman	islámský
musulman	islámské
musulman	muslim
musulman	muslimské
musulman	muslimy
musulman	muslimové
musulman	muslimů
amené	přinesla
amené	přinesl
observé	pozorovány
observé	pozorováno
observé	pozorované
observé	pozorován
observé	pozorována
serre	skleníkových
serre	sklenících
architectural	architektonické
complot	děj
complot	spiknutí
complot	konspirace
complot	spiknutí
voyant	věštec
voyant	věštkyně
appris	naučil
appris	učila
appris	naučil
appris	učil
fan	fanynka
fan	fan
fan	větrák
fan	fanoušek
fan	fanda
sara	sara
sara	sára
sara	saro
remarqué	zaznamenáno
remarqué	poznamenal
remarqué	zaznamenána
remarqué	všiml
taïwan	taiwanu
faces	tváře
faces	obličeje
müller	müller
müller	muller
mammifères	savců
mammifères	savce
mammifères	savci
funéraire	pohřeb
funéraire	pohřební
potter	potter
doré	zlaté
doré	zlatý
doré	zlatí
doré	golden
doré	zlatá
doré	zlato
doré	zlatá
doré	zlatý
doré	gold
doré	zlaté
doré	pozlacené
doré	doré
toscane	toskánské
toscane	toskánsku
bain	vana
bain	koupel
rêves	snít
rêves	sen
rêves	dream
rêves	snů
rêves	sny
chômage	nezaměstnanost
chômage	nezaměstnanosti
signaler	nahlásit
signaler	zpráva
signaler	report
signaler	hlášení
signaler	nahlášení
signaler	vykazování
signaler	hlášení
signaler	nahlášení
écrivit	psal
écrivit	napsal
écrivit	napsali
écrivit	napsala
marina	marina
marina	přístav
marina	marino
temples	chrámy
antilles	karibiku
antilles	antily
survivants	přeživší
étroite	úzká
étroite	úzké
étroite	úzký
étroite	zúžit
métallique	kovy
métallique	metal
métallique	kov
métallique	kovové
métallique	kovový
xbox	xbox
géographiques	zeměpisný
géographiques	geografické
géographiques	zeměpisné
renseignement	inteligence
renseignement	inteligenci
entourée	obklíčeni
entourée	obklopen
entourée	obklíčení
contacts	kontakty
poudre	prach
poudre	prášek
poudre	pudr
avertissement	výstraha
avertissement	upozornění
avertissement	varování
continental	kontinentální
occupant	okupační
occupant	nájemník
prolongement	prodloužení
prolongement	prodloužení
prolongement	rozšíření
abandonnée	opuštěné
abandonnée	opuštěná
abandonnée	opustil
abandonnée	opuštěný
frederick	frederick
géré	spravované
géré	řízené
géré	podařilo
géré	zvládla
théologien	teolog
lever	páku
lever	páka
lever	svítání
lever	úsvit
lever	zvedání
algorithme	algoritmy
algorithme	algoritmus
minuit	půlnoc
minuit	půlnoční
minuit	půlnoci
buste	zátah
humide	vlhká
humide	vlhké
humide	vlhký
humide	vlhká
humide	vlhké
humide	vlhko
humide	vlhký
humide	vlhko
humide	mokrý
humide	mokro
humide	vlhký
humide	mokré
humide	mokrá
catalan	katalánský
contrats	zakázky
contrats	kontrakty
contrats	smlouvy
censure	cenzurovat
censure	cenzura
parade	průvod
parade	přehlídka
indicatif	orientační
ménage	úklid
ménage	domácností
ménage	domácnost
ménage	domácnosti
ménage	úklid
ménage	čištění
bush	křoví
bush	bush
bush	bushe
bush	keř
bush	bushova
marathon	maraton
solitaire	osamělý
solitaire	osamělá
solitaire	osamělé
solitaire	solitaire
lombardie	lombardie
algérienne	alžírské
lazare	lazare
lazare	lazarus
lazare	lazar
aveyron	aveyron
justifier	zdůvodnit
justifier	odůvodnit
justifier	ospravedlnit
baies	zálivy
baies	bobule
baies	bobule
baies	berry
beauvais	beauvais
avr	apr
avr	duben
avr	avr
perpignan	perpignan
peste	škůdce
peste	mor
peste	moru
peste	mor
wallace	wallace
instructions	pokyny
instructions	instrukce
instructions	návod
controverse	kontroverzní
controverse	kontroverze
tiens	držet
musulmane	muslim
musulmane	muslimské
angles	rohy
angles	úhly
autorise	opravňuje
aaron	aaron
soudan	súdán
soudan	súdánu
regarder	sledujte
regarder	sledovat
regarder	hodinky
regarder	sledování
regarder	sleduju
lama	láma
lama	lama
détenu	vězeň
détenu	zajatec
détenu	vězeň
détenu	odsouzený
détenu	zadržen
murphy	murphyho
murphy	murphy
purement	čistě
purement	ryze
divorce	rozvod
divorce	rozvody
divorce	rozvedený
divorce	rozvedená
cook	cook
cook	vařit
cook	kuchař
cook	kuchařka
arrêtés	zatčený
arrêtés	zatčen
manhattan	manhattanu
manhattan	manhattan
hardy	hardy
parme	parma
paiement	plateb
paiement	platby
paiement	splátky
paiement	výplata
paiement	platbu
paiement	platby
paiement	platba
systématique	systematické
systématique	systematicky
rémy	remy
rémy	rémy
prochain	další
prochain	dále
morris	morris
morris	morrise
fût	sud
fût	buben
survie	přežití
collégiale	kolegiální
collégiale	collegiate
hydrogène	vodík
hydrogène	vodíku
provoquer	vyprovokovat
provoquer	provokovat
provoquer	provokovat
igor	igor
métaux	kovy
métaux	metal
métaux	kov
métaux	kovy
parrain	kmotr
parrain	kmotra
parrain	sponzora
parrain	sponzor
parrain	patron
km²	km²
parent	příbuzná
parent	relativně
parent	relativní
parent	příbuzný
parent	rodiče
parent	rodič
révélation	zjevení
révélation	odhalení
hudson	hudson
fabrice	fabrizio
gravité	vážnost
gravité	závažnost
gravité	vážnosti
gravité	gravitační
gravité	gravitace
gravité	závažnost
gravité	závažnosti
gravité	přísnost
valérie	valerie
groupement	uskupení
groupement	seskupení
belfort	belfort
pente	sklon
pente	svahu
pente	sklon
pente	gradient
multi	multi
adhésion	adheze
adhésion	členství
adhésion	přistoupení
remparts	remparts
apple	jablko
apple	jablečný
apple	apple
apple	jablka
karen	karen
drôme	drôme
nazi	nacista
nazi	nacistické
moral	morálku
moral	morálka
moral	morální
narrateur	vypravěč
complément	doplňují
complément	doplněk
complément	doplňovat
complément	doplněk
complément	doplnění
complément	doplnit
futurs	budoucnosti
futurs	budoucí
futurs	budoucnost
futurs	futures
traverser	přechod
traverser	křížení
traverser	traverse
traverser	křížem
traverser	křížek
traverser	kříž
traverser	přejít
traverser	cross
dons	darování
dons	dárcovství
dons	příspěvek
dons	dar
dons	přispět
dons	darovat
dons	příspěvky
dons	dary
ignore	ignorovat
ignore	ignoruje
patrie	vlasti
patrie	vlast
patrie	vlasti
patrie	vlast
malo	malo
sèche	suchá
sèche	suché
sèche	sucho
sèche	suchý
oxygène	kyslík
oxygène	kyslíku
molécules	molekuly
molécules	molekul
signée	podepsána
signée	podepsáno
signée	podepsaná
signée	podepsán
signée	podepsané
céramique	keramiky
céramique	keramické
céramique	keramiky
uss	uss
judaïsme	judaismus
pauvreté	chudoba
pauvreté	bída
sévère	závažné
sévère	závažná
sévère	vážné
sévère	drsné
sévère	záď
sévère	stern
souligne	zdůrazňuje
souligne	nejvýznamnější
souligne	zdůrazňuje
souligne	zdůraznit
souligne	zdůrazňuje
exemplaire	kopírovat
exemplaire	kopírování
exemplaire	kopie
exemplaire	zkopírovat
exemplaire	příkladné
wings	křídla
enregistrer	záznam
enregistrer	nahrát
enregistrer	zaznamenat
enregistrer	deska
enregistrer	uložit
enregistrer	registr
enregistrer	registrovat
enregistrer	zaregistrovat
monstre	zrůda
monstre	magor
monstre	zrůda
monstre	příšera
monstre	monstrum
monstre	monster
acides	kyselin
acides	kyseliny
acides	kyseliny
acides	kyselina
séparés	oddělené
séparés	oddělená
séparés	oddělený
séparés	odděleny
séparés	oddělené
séparés	oddělit
séparés	samostatné
morales	morales
perry	perry
perry	perryho
roubaix	roubaix
commerces	prodejny
commerces	obchody
brève	stručné
brève	stručná
brève	stručný
anthologie	antologie
positive	kladný
positive	kladné
positive	pozitivní
substance	látka
substance	substance
geste	gesta
geste	gesto
numériques	číselný
numériques	číselné
numériques	digitální
matrice	matrice
matrice	matice
matrice	matrix
nfl	nfl
sardaigne	sardinii
sardaigne	sardinie
escrime	šerm
perception	vnímání
perception	vnímání
charleroi	charleroi
axes	osy
axes	os
axes	osy
axes	osa
axes	osu
significations	významy
descendance	potomstvo
descendance	potomek
descendance	potomstvo
descendance	potomků
descendance	potomka
descendance	potomci
descendance	potomek
descendance	potomků
descendance	potomky
descendance	potomci
mayer	mayer
électroniques	elektronický
électroniques	elektronická
électroniques	elektronické
appartenance	příslušnost
appartenance	přidružení
commonwealth	společenství
retenue	zachována
gregory	gregory
arménien	arménské
domestique	domácí
plongée	potápění
plongée	potápět
plongée	ponořit
composants	součástky
composants	komponenty
composants	součásti
composants	ingredience
composants	přísady
rival	soupeř
patriarche	patriarcha
chair	maso
dominant	dominantní
julian	julian
julian	juliana
julian	juliane
carburant	paliva
carburant	palivo
téléchargement	stahování
téléchargement	stáhnout
téléchargement	stažení
téléchargement	stahování
téléchargement	stažení
téléchargement	stahování
voler	létat
voler	moucha
voler	leť
voler	létání
voler	létající
voler	lítání
voler	krást
voler	kradou
voler	ukrást
voler	ukradnout
sigle	zkratka
kilomètre	kilometr
kilomètre	kilometr
kilomètre	kilometrů
kilomètre	kilometry
dubois	dubois
identifié	označené
identifié	označen
identifié	označený
identifié	označeno
identifié	identifikovány
identifié	identifikován
identifié	identifikoval
identifié	zjištěná
identifié	identifikována
vaucluse	vaucluse
honneurs	vyznamenání
honneurs	pocty
honneurs	pocty
capturé	přistižen
capturé	chyceni
capturé	chycen
capturé	chytil
capturé	zajat
capturé	chycen
capturé	zajali
jet	jet
enterrée	pohřbená
enterrée	pohřbené
enterrée	pohřbený
enterrée	pohřben
riz	rýži
riz	rýže
riz	riz
constance	constance
affichage	zobrazení
affichage	displej
affichage	zobrazit
affichage	zobrazení
affichage	zobrazit
affichage	výhled
affichage	pohled
guatemala	guatemale
extraordinaire	mimořádné
extraordinaire	neobyčejný
extraordinaire	mimořádná
extraordinaire	úžasný
extraordinaire	úžasné
extraordinaire	úžasná
chan	chan
urbains	městský
urbains	městská
urbains	městské
médicis	médicis
médicis	medici
trajet	trasa
trajet	cesta
doyen	deane
doyen	děkan
doyen	dean
extérieurs	venkovní
extérieurs	externí
extérieurs	externích
extérieurs	vnější
extérieurs	vnější
bridge	most
bridge	můstek
bridge	bridge
décédée	zesnulý
créatures	zvířátka
créatures	tvorové
créatures	stvoření
créatures	bytosti
otan	nato
patinage	bruslení
patinage	bruslit
perdent	ztratí
perdent	ztrácí
indispensable	zásadní
indispensable	nezbytné
indispensable	podstatné
révision	recenze
révision	přezkumu
révision	přezkum
révision	revize
révision	přepracování
const	const
préliminaire	předběžná
préliminaire	předběžně
préliminaire	předběžný
préliminaire	předběžné
bulle	bubliny
bulle	bublinky
bulle	bublina
bulle	bubliny
alessandro	alessandro
israélien	izraelský
israélien	izraelská
israélien	izraelské
israélien	izraelci
modifiée	upravený
modifiée	změněno
modifiée	modifikované
modifiée	upraveno
modifiée	upravené
modifiée	upravená
modifiée	změněno
pete	pete
pete	peta
médicaments	léky
médicaments	léčiva
médicaments	léky
cricket	kriket
ancêtres	předky
ancêtres	předků
ancêtres	předci
ancêtres	předkové
olga	olga
développés	rozvinutých
développés	rozvinuté
développés	vyvinutá
développés	vyvinut
développés	vyvinuté
développés	vyvinutý
touristes	turisty
touristes	turistů
touristes	turisté
terrible	strašné
terrible	strašný
blood	krvi
blood	krve
blood	blood
blood	krev
indépendantes	nezávislá
indépendantes	nezávisle
indépendantes	nezávislé
indépendantes	nezávislý
indépendantes	nezávislí
demandant	žádající
hilaire	hilaire
confondre	zmást
barrière	bariéra
barrière	překážka
barrière	bariéry
barrière	bariéru
barrière	plot
barrière	překupník
barrière	barrière
soie	hedvábí
essayé	pokus
essayé	zkusil
essayé	zkoušela
essayé	zkusila
essayé	zkoušeli
essayé	zkoušel
acoustique	akustické
acoustique	zvuk
acoustique	audio
acoustique	akustika
colonial	koloniální
marches	marche
marches	kroků
marches	schody
marches	kroky
marches	pochody
sécession	odtržení
intellectuelle	duševní
intellectuelle	intelektuální
aluminium	hliník
aluminium	hliník
composées	složil
composées	skládá
piège	past
piège	pasti
biélorussie	bělorusko
doc	doc
policière	policie
citations	citáty
citations	citace
citations	citace
tubes	trubky
tubes	trubice
écho	ozvěna
écho	echo
thématique	tematické
industrielles	průmyslový
industrielles	průmyslová
industrielles	průmyslové
tragédie	tragédie
mozart	mozart
organiste	varhaník
excellent	vynikající
hart	hart
hart	hartová
hôtels	hotelů
hôtels	hotely
arras	arrasu
diminution	pokles
diminution	snížit
diminution	snížení
diminution	snížený
diminution	snížení
diminution	snížené
diminution	snížená
horizon	horizont
horizon	obzoru
gorge	hrdla
gorge	hrdlo
gorge	rokle
librement	svobodně
librement	volně
silver	stříbrná
silver	stříbrné
silver	stříbro
silver	silver
pauline	pauline
chronologique	chronologicky
hugh	hugh
amphibiens	obojživelník
amphibiens	obojživelníci
durand	durand
océanie	oceánie
kenya	keni
pilier	pilíře
pilier	sloup
pilier	pilíř
diamant	diamantový
diamant	diamond
diamant	diamantové
diamant	diamant
diamant	diamanty
quinzaine	patnáct
quinzaine	fifteen
drogue	léky
drogue	drogy
drogue	drog
drogue	drogy
drogue	droga
soutenue	podpořil
soutenue	podporovaných
soutenue	podporované
soutenue	podporováno
derby	derby
libertés	svobod
libertés	svobody
magazines	časopisy
tennessee	tennessee
chaos	chaosu
chaos	chaos
guise	guise
chanter	zpívej
chanter	zpívat
chanter	zpívání
chanter	zpěv
chanter	zpívám
abrégé	zkrácené
historiquement	historicky
fusil	brokovnice
fusil	brokovnici
fusil	zbraň
fusil	pistole
fusil	pušku
fusil	puška
serbes	srbské
serbes	srbové
serbes	srbské
maintient	zachovává
maintient	udržuje
marx	marx
couverte	pokryté
couverte	krytý
couverte	kryté
couverte	pokrytý
reliques	relikvie
roberts	roberts
roumaine	rumunské
broadway	broadway
broadway	broadwayi
législatif	legislativní
législatif	zákonodárce
rotterdam	rotterdamu
salaire	mzda
salaire	plat
salaire	mzdu
salaire	mzda
salaire	mzdu
salaire	mzda
salaire	mzdy
salaire	platy
salaire	výdělky
salaire	výdělek
rappeur	rapper
rappeur	rap
plaines	plains
plaines	roviny
plaines	pláně
watson	watson
watson	watsonová
prêté	půjčil
prêté	půjčil
prêté	půst
préféré	oblíbené
préféré	oblíbená
préféré	oblíbené
préféré	nejoblíbenější
préféré	oblíbená
préféré	oblíbený
préféré	raději
préféré	přednost
ingénierie	inženýrství
ingénierie	strojírenství
bayonne	bayonne
asiatiques	asijský
asiatiques	asijská
asiatiques	asijské
clara	clara
clara	claro
clara	klára
bataillons	prapory
pérez	pérez
magistrat	judge
magistrat	soudce
magistrat	soudkyně
chanteurs	zpěváci
automobiles	automobily
automobiles	auta
admissible	způsobilý
admissible	způsobilá
admissible	způsobilé
admissible	způsobilí
admissible	přípustná
admissible	přípustné
admissible	přípustný
admissible	přípustné
admissible	přípustná
admissible	přípustný
admissible	přípustná
admissible	přípustný
ethnique	etnika
ethnique	etnické
comarque	comarca
haies	překážky
haies	překážek
haies	zajišťovací
flanc	křídlo
randonnée	turistika
randonnée	treking
chambéry	chambéry
vignes	vignes
vignes	vinice
vignes	vinice
vignes	vinic
vignes	vinice
contrainte	stres
contrainte	stresu
contrainte	nutkání
contrainte	ovlivnění
contrainte	nátlakem
contrainte	nátlak
portails	vrata
portails	gates
portails	brány
portails	portály
billets	vstupenky
billets	jízdenky
billets	lístky
billets	letenky
billets	bankovky
billets	bankovek
apogée	vyvrcholení
apogée	pinnacle
apogée	špičkový
apogée	vrcholu
apogée	vrchol
obtenue	získaná
obtenue	získáno
obtenue	získané
obtenue	získána
obtenue	získán
antarctique	antarktidě
antarctique	antarktidě
contenir	obsahovat
contenir	obsahují
conducteur	ovladače
conducteur	řidiče
conducteur	řidiči
conducteur	řidiče
conducteur	řidič
conducteur	řidiči
conducteur	dirigent
conducteur	průvodčí
étendu	prodloužena
étendu	rozšířená
étendu	rozšířené
étendu	rozšířený
étendu	rozšířené
étendu	rozšířená
interdite	zakázané
interdite	zakázaná
interdite	zakázáno
interdite	zakázaný
interdite	zakázané
interdite	zakázaná
interdite	zakázáno
interdite	zakázaný
interdite	zakázané
interdite	zakázáno
sphère	koule
lévy	lévy
libye	libyjské
libye	libye
libye	libyi
choisie	zvolen
choisie	vybrána
choisie	zvolený
choisie	zvolená
chirurgie	chirurgie
chirurgie	operace
chirurgie	chirurgický
chirurgie	chirurgické
sent	voní
oublié	zapomněli
oublié	zapomněl
oublié	zapomenuto
oublié	zapomenuté
oublié	zapomněl
oublié	zapomněli
résidences	rezidencí
résidences	rezidence
grammaire	gramatiku
yann	jan
yann	jana
yann	honza
yann	yann
mineure	nezletilý
mineure	menší
balles	míče
balles	míčky
balles	koule
balles	náboje
balles	kulky
légendaire	legendární
tigre	tiger
tigre	tygří
tigre	tygr
tigre	tigre
compromis	kompromis
compromis	kompromisy
compromis	ohrožena
horloge	hodinové
horloge	hodiny
middle	střed
middle	střední
middle	prostřední
chaine	řetězu
chaine	řetízek
chaine	řetěz
chaine	řetězec
séoul	soulu
séoul	soul
parts	akcie
parts	podíly
parts	sdílení
partager	sdílení
partager	sdílet
partager	sdílení
pluriel	plurál
omar	omar
omar	omara
monica	monika
monica	monica
rey	rey
dépôts	vklady
josef	josef
michèle	michelle
michèle	michele
michèle	michèle
pommes	jablek
pommes	jablka
pommes	jablko
pommes	jablečný
pommes	apple
pommes	jablka
vannes	vrata
vannes	gates
vannes	brány
vannes	vannes
vannes	ventily
haine	nenávist
haine	nenávisti
haine	nesnáším
haine	nenávist
haine	nenávidím
poussée	tahem
poussée	výpad
poussée	tah
giorgio	giorgio
picard	picard
nommer	pojmenování
nommer	jméno
nommer	jmeno
nommer	name
nommer	název
lettonie	lotyšsko
lettonie	lotyšsko
lettonie	lotyšské
alerte	alarm
alerte	poplach
alerte	výstraha
alerte	upozornění
alerte	varování
alerte	výstraha
alerte	upozornění
alerte	poplach
fermes	farma
fermes	statek
fermes	farmě
fermes	farmy
échappe	uniká
tunisienne	tunisko
tunisienne	tunisko
tunisienne	tuniský
copies	kopie
restaurer	obnovení
restaurer	obnovit
annecy	annecy
edwards	edwards
raid	nájezd
distances	vzdálenosti
distances	vzdálenosti
distances	vzdálenost
distances	odstup
gardiens	dozorci
gardiens	strážní
gardiens	stráže
gardiens	strážci
gardiens	strážci
plafond	stropu
plafond	strop
piscine	kulečník
piscine	bazén
donnés	dáno
donnés	dána
donnés	daroval
donnés	přispěli
donnés	darovali
minorité	menšiny
minorité	menšina
ronald	ronald
ronald	ronalda
charité	charitativní
charité	charitu
charité	dobročinnost
charité	charity
charité	charitativní
charité	charita
exceptionnelle	výjimečná
exceptionnelle	mimořádné
exceptionnelle	výjimečný
exceptionnelle	výjimečných
exceptionnelle	výjimečné
allée	ulička
allée	uličky
allée	uličku
allée	ulička
allée	uličky
allée	uličce
sienne	sienna
sienne	siena
emily	emily
explications	vysvětlení
explications	vysvětlení
explications	vysvětlivky
abel	abel
extérieures	vnější
cave	sklepení
cave	sklep
cave	sklepě
cave	jeskyně
cave	jeskyni
cave	vinařství
cave	suterén
cave	sklepě
cave	suterénu
cave	sklep
acquérir	získat
acquérir	nabýt
séparé	oddělené
séparé	oddělená
séparé	oddělený
séparé	odděleny
séparé	oddělené
séparé	oddělit
séparé	samostatné
graphe	grafu
graphe	graf
enregistrée	zaznamenáno
enregistrée	nahraný
enregistrée	zaznamenané
enregistrée	nahrané
enregistrée	zapsaný
enregistrée	registrované
enregistrée	zapsané
enregistrée	registrovaná
enregistrée	registrovaný
enregistrée	zachránil
enregistrée	uložená
enregistrée	uložených
enregistrée	zachráněn
enregistrée	uložené
enregistrée	uloženo
archéologue	archeolog
passés	minulosti
passés	minulé
passés	minulost
recommandations	doporučení
recommandations	doporučení
plainte	stížnosti
plainte	stížnost
plainte	stížnosti
plainte	podnět
hippolyte	hippolyte
activement	aktivně
doubles	dvojité
doubles	double
doubles	zdvojnásobit
doubles	dvojitá
doubles	dvojnásobek
doubles	čtyřhra
égyptienne	egyptský
égyptienne	egyptské
égyptienne	egyptská
idéologie	ideologie
idéologie	ideologické
cage	klec
cage	klece
préserver	zachovávat
préserver	zachovat
préserver	uchovat
préserver	zachování
tronçon	protáhnout
tronçon	natáhnout
banc	lavice
banc	lavičce
souverains	vládci
souverains	suverénní
copyright	copyright
gaule	gal
martine	martine
martine	martina
martine	martine
martine	martina
martine	martin
indochine	indočíně
ménages	domácností
ménages	domácnosti
ménages	domácností
ménages	domácnost
ménages	domácnosti
captain	kapitáne
captain	kapitán
buffalo	buffalo
italiennes	italské
italiennes	itálie
italiennes	italská
italiennes	italský
italiennes	italsky
juriste	právnička
juriste	právník
juriste	advokát
enlever	odstranit
enlever	odebrat
démographie	obyvatelstvo
démographie	demografie
démographie	demografie
sonate	sonata
asiatique	asie
asiatique	asii
asiatique	asijský
asiatique	asijská
asiatique	asijské
regarde	sledujte
regarde	sledovat
regarde	hodinky
suffixe	přípona
corde	lano
corde	lana
corde	provaz
corde	akord
geoffroy	geoffroy
oklahoma	oklahoma
documentaires	dokumentární
documentaires	dokument
documentaires	dokumentární
sep	sep
pâte	těsto
pâte	těsta
pâte	pasta
pâte	pasty
pâte	vložit
pâte	buničiny
xviii	xviii
organisateur	organizátor
organisateur	organizátor
papa	táta
papa	otec
papa	tati
papa	taťka
papa	táta
papa	tatínek
papa	papa
papa	tatínek
rames	vesla
florent	florent
archidiocèse	arcidiecéze
ordinateurs	počítače
ordinateurs	počítačová
ordinateurs	počítač
ordinateurs	počítače
ordinateurs	počítači
tables	stoly
tables	tabulky
bassiste	basista
bassiste	bass
bassiste	basy
jessica	jessicu
jessica	jessica
gang	gang
subir	podstoupit
bouton	knoflík
bouton	tlačítko
toucher	dotek
toucher	dotyk
toucher	dojemné
now	nyní
now	teď
aoste	aosta
combattant	bojovnice
combattant	stíhačka
combattant	bojovník
combattant	zápasník
tropicale	tropické
fossiles	fosílie
fossiles	fosilních
fossiles	fosilní
citadelle	citadela
plastique	plastů
plastique	plasty
plastique	plastové
plastique	plast
plastique	plasty
exister	existují
décider	rozhodování
décider	rozhodne
décider	rozhodnout
menaces	výhružky
menaces	ohrožení
menaces	výhrůžky
menaces	hrozby
menaces	vyhrožování
menaces	ohrožení
menaces	hrozba
ventre	bříško
ventre	bříško
ventre	pupek
ventre	břicho
ventre	žaludeční
ventre	žaludek
ventre	břicho
ventre	žaludku
forestier	lesnictví
forestier	lesní
forestier	les
forestier	lesy
forestier	lesa
carrières	carrières
carrières	kariéry
carrières	kariéra
identiques	totožné
identiques	shodné
identiques	identické
mécaniques	mechanika
mécaniques	mechaniky
mécaniques	mechanické
mécaniques	mechanická
mécaniques	mechanický
vicaire	farář
vicaire	faráři
plages	pláži
plages	pláže
plages	pláž
plages	pláže
plages	pláží
barrages	přehrady
barrages	přehrad
barrages	hráze
barrages	zátarasy
mayence	mainz
intérim	prozatímní
intérim	teplota
entraîné	trénoval
brasserie	pivovaru
brasserie	pivovar
prestige	prestiž
châtillon	châtillon
missionnaire	misionář
rico	rico
vendue	prodané
vendue	prodán
vendue	prodal
vendue	prodáno
favorables	příznivý
favorables	příznivé
favorables	příznivý
favorables	příznivé
protestant	protestantské
spirituel	duchovní
spirituel	duševní
spirituel	spirituální
priorité	priorita
priorité	prioritní
priorité	přednost
priorité	priority
constitutionnelle	ústavní
coéquipier	spoluhráč
rivalité	rivalita
rivalité	soupeření
valentin	valentin
valentin	valentýn
valentin	valentine
plaisance	plaisance
problématique	problematické
problématique	problem
problématique	problém
danseuse	tanečnice
danseuse	tanečník
conforme	vyhovující
earth	zemi
earth	země
earth	zem
violent	násilné
violent	násilný
violent	násilník
démon	démon
démon	daemon
démon	čert
démon	ďábel
démon	démon
constructeurs	stavitelé
constructeurs	výrobci
arcades	herna
arcades	herny
madonna	madonna
sourire	úsměv
sourire	úsměvy
sourire	úsměv
carrés	čtverce
carrés	náměstí
carrés	čtverec
sommeil	ospalá
sommeil	spi
sommeil	spánek
sommeil	spát
sommeil	spaní
sommeil	spící
sommeil	spí
digne	důstojný
digne	důstojné
digne	hoden
digne	hodna
saoudite	arábie
contenus	obsahu
contenus	obsah
contenus	obsah
perdus	ztracený
perdus	ztraceno
perdus	ztratil
perdus	ztraceni
perdus	ztracen
perdus	ztracená
chirurgien	chirurg
défi	výzvu
défi	výzva
rite	obřad
consulat	konzulát
consulat	konzulátu
consulat	konzuláty
schmidt	schmidt
indigènes	domorodci
cinéaste	filmař
magnifique	nádhera
magnifique	nádherná
magnifique	krásná
magnifique	krásné
magnifique	krásný
magnifique	velkolepý
magnifique	velkolepé
magnifique	omráčení
magnifique	ohromující
magnifique	nádhera
magnifique	nádherná
classic	klasika
classic	classic
classic	klasické
classic	klasická
classic	klasický
chances	šance
chances	šance
hôpitaux	nemocnice
hôpitaux	nemocnici
hôpitaux	nemocniční
hôpitaux	nemocnice
hôpitaux	nemocnic
divinité	božstvo
divinité	božství
divinité	božstvo
ukrainien	ukrajinské
ukrainien	ukrajinský
confiée	svěřil
confiée	pověřené
confiée	pověřený
amanda	amanda
afro	afro
tigers	tygři
démontrer	předvést
démontrer	prokázat
démontrer	demonstrovat
démontrer	prokazující
démontrer	demonstrovat
intellectuels	intelektuálové
intellectuels	duševní
intellectuels	intelektuální
périodique	pravidelné
périodique	pravidelné
entente	kartel
entente	kartelu
stevens	stevens
trilogie	trilogii
précieux	cenný
précieux	cenná
précieux	cenné
précieux	hodnotné
indication	indikace
installent	nainstalovat
installent	instalace
installent	instalovat
danube	dunaj
centenaire	centennial
donjon	žaláře
donjon	žaláře
croissant	rostoucí
croissant	pěstování
croissant	roste
croissant	rostou
croissant	crescent
croissant	vzestupně
animée	animované
amant	amant
amant	milenec
amant	milenka
amant	milence
amant	milovník
caps	pláště
caps	uzávěry
caps	čepice
légal	zákonné
légal	zákonný
légal	právní
légal	legální
incapable	neschopný
incapable	neschopná
incapable	neschopný
prévenir	varovat
prévenir	zabránit
prévenir	předejít
