チューリッヒ	zurichu
コンタクト	kontaktirajte
バスケット	koš
バスケット	košara
バスケット	košaru
ザルツブルク	salzburg
特製	specijalitet
特製	specijalnost
快感	užitak
快感	zadovoljstvo
叔母	teta
叔母	strina
叔母	ujna
叔母	tetka
空想	fancy
パーソナル	osobno
パーソナル	osobni
百姓	seljake
百姓	seljacima
百姓	seljaci
段落	paragraf
段落	odlomak
段落	paragrafa
ハーモニー	sklad
ハーモニー	harmonija
ハーモニー	harmony
ハーモニー	sloga
やっと	konačno
やっと	konacno
やっと	napokon
アイディア	ideja
アイディア	zamisao
アイディア	ideje
タイラー	tyler
アンプ	pojačalo
アンプ	pojačala
宝物	blaga
宝物	blaga
宝物	blago
礼子	reiko
マルクス主義	marksizam
藤川	fujikawa
サーブ	služiti
サーブ	saab
イワン	ivan
イワン	ivana
イワン	ivane
ギフト	poklone
ギフト	darova
ギフト	darovi
ギフト	pokloni
ギフト	dar
ギフト	poklon
理性	razum
理性	razlog
朝比奈	asahina
ビスマルク	bismarck
構文	sintaksa
ミキ	miki
光景	nišan
光景	znamenitosti
光景	prizor
アインシュタイン	einstein
申し立て	sporne
申し立て	spor
申し立て	spora
エミリー	emili
エミリー	emily
安い	jeftin
安い	jeftino
安い	jeftini
安い	jeftin
安い	jeftina
ハーレム	harlem
ハーレム	harlemu
サンズ	sands
ガイ	tip
ガイ	guy
ガイ	momak
プラット	platt
プラット	pratt
プラット	platte
矯正	korekcije
バタフライ	leptire
バタフライ	leptira
バタフライ	leptir
修業	naukovanja
最小限	minimalno
最小限	minimalne
最小限	minimalni
最小限	minimalna
エレナ	elena
エレナ	elenu
クイーンズ	queensu
クイーンズ	kraljice
クイーンズ	queens
コサック	kozaci
コサック	kozak
スペル	pravopis
スペル	čarolija
チャレンジャー	challenger
チャレンジャー	izazivač
プロポーズ	predložiti
プロポーズ	predloži
プロポーズ	zaprosi
プロポーズ	predlog
プロポーズ	prijedlog
バント	bunt
パラレル	paralelni
パラレル	paralelno
パラレル	paralelne
ゴマ	sezam
サザン	južni
サザン	južna
サザン	južnoj
図形	geometrija
図形	oblik
ゲノム	genom
デイヴ	dave
ドッキング	doku
ドッキング	pristanište
ドッキング	pristajanje
トレント	trent
アーセナル	arsenal
アーセナル	arsenala
請願	peticije
請願	peticiju
請願	peticija
アトランティック	atlantic
アトランティック	atlantik
美保	miho
メチル	metil
幸田	koda
おば	teta
おば	strina
おば	ujna
おば	tetka
おば	tetke
おば	tete
腐敗	raspadanje
腐敗	raspadanja
ベイビー	beba
ベイビー	dušo
ベイビー	mala
備後	bingo
キルギス	kirgistanu
アダムス	adams
アダムス	adamsa
ブライト	svijetlo
ブライト	bistar
ブライト	bright
参事官	vijećnici
トレーラー	prikolica
トレーラー	prikolicu
毛皮	krzna
毛皮	krzno
コロシアム	coliseum
コロシアム	koloseum
シンフォニー	simfonija
選任	termin
選任	sastanak
選任	imenovanje
選任	izbore
選任	izbori
ゴールキーパー	golman
ゴールキーパー	vratar
マグマ	magme
条文	odredba
条文	odredbe
ニクソン	nixon
マリオン	marion
ごみ	leglo
ごみ	legla
ごみ	smeće
ごみ	smeće
ハーブ	herb
ハーブ	bilje
ハーブ	bilja
フィアット	fiat
ドロシー	dorothy
カッター	cutter
チェ	choi
チェ	che
講道館	kodokan
フェンダー	fender
キール	kir
キール	keel
ジョーク	šala
ジョーク	vicevi
ジョーク	sale
ジョーク	šale
クロスオーバー	crossover
孵化	otvor
コウモリ	bat
コウモリ	šišmiš
コウモリ	palica
コウモリ	šišmiši
バチカン	vatikana
バチカン	vatikan
バール	šank
トリス	tris
編み	pletenice
ヴィラ	vila
ヴィラ	vila
ヴィラ	villa
ヴィラ	vilu
ヴィラ	vile
ユーモア	humora
ユーモア	humor
ユーモア	humor
溶液	rješenje
転覆	zbaciti
ウイスキー	whiskey
ウイスキー	viski
ウイスキー	viski
バッド	loše
バッド	bad
バッド	loša
バッド	lose
アレクセイ	aleksej
アレクサンドリア	aleksandriji
総局	ravnateljstva
ファゴット	fagot
エリザベート	elizabeta
エリザベート	elisabeth
誠実	iskrenost
コンポーネント	komponente
コンポーネント	komponenta
コンポーネント	komponente
聴覚	sluh
聴覚	saslušanje
聴覚	sluha
簡潔	sažet
トリガー	okidač
イベリア	iberije
武内	takeuchi
古事記	kojiki
イーグルス	orlovi
チューリップ	tulipani
チューリップ	tulip
ガッツ	crijeva
レニングラード	lenjingrad
リップ	rip
コルト	colt
プランニング	planiranja
プランニング	planirati
プランニング	planiram
プランニング	planiranje
プランニング	planira
曲面	površine
曲面	površina
煉瓦	cigle
煉瓦	cigle
煉瓦	brick
煉瓦	ciglu
煉瓦	cigla
ペイン	paine
ペイン	payne
ペイン	boli
ペイン	bol
ペイン	bolovi
薬剤師	ljekarnik
自律	autonomna
ポツダム	potsdamu
ニコル	nicole
嫌がらせ	maltretirati
嫌がらせ	maltretiranje
嫌がらせ	uznemiravanje
嫌がらせ	uznemirava
ハーグ	haagu
ハーグ	haag
プロヴァンス	provansi
ミーティング	sastanke
ミーティング	susreti
ミーティング	sastanci
ミーティング	susret
ミーティング	sastanak
ミーティング	upoznavanje
カーペット	tepiha
カーペット	tepih
モンタナ	montana
モンタナ	montanu
カビ	kalup
カビ	plijesni
カビ	plijesan
カビ	kalup
カビ	kalupe
ギャップ	praznine
ギャップ	jaz
ギャップ	gap
アルス	ars
シェリー	sherry
シェリー	shelly
乗り物	vozila
乗り物	vozilima
乗り物	vozilo
ダニ	krpelja
ダニ	tik
ダニ	dani
伊奈	ina
暖房	grijanje
イネ	ine
数量	količinama
数量	količine
数量	količina
倍率	povećanje
江蘇省	jiangsu
パンドラ	pandora
チャイコフスキー	čajkovski
テンプル	hram
テンプル	temple
偽造	krivotvorenje
エメラルド	smaragdi
テレサ	teresa
テレサ	tereza
テレサ	theresa
テレサ	tereza
マッカートニー	mccartney
パタゴニア	patagonije
太い	gusta
太い	gusto
アニー	eni
アニー	annie
ベルン	bern
コックピット	kokpit
匂い	miris
精神病	psihoze
ゴメス	gomes
ゴメス	gomez
ナラ	nala
ゲーテ	goethe
無条件	bezuvjetno
無条件	bezuvjetnu
オスカル	oscar
オスカル	oskar
リハーサル	probu
リハーサル	probe
リハーサル	proba
リハーサル	probe
ケニー	kenny
アスファルト	asfalt
祝う	slavimo
サラダ	salate
サラダ	salatu
サラダ	salate
サラダ	salata
エクアドル	ekvadorski
エクアドル	ekvadoru
制動	kočenja
河北省	hebei
ルワンダ	ruandi
ドーピング	doping
シューマン	schumann
シューマン	schuman
十字路	križanje
十字路	raskrižje
十字路	raskrižju
十字路	raskrižja
島嶼	otočić
レナード	leonarda
レナード	leonard
グライダー	jedrilica
グライダー	jedrilice
ベルナール	bernard
エンリケ	enrique
ひどい	strasno
ババ	baba
ババ	bubba
ポーツマス	portsmouth
オスロ	oslu
ヴァンガード	prethodnica
モニカ	monica
モニカ	monika
モニカ	monika
スペシャリスト	specijalista
スペシャリスト	specijalist
リガ	rigi
ロコ	loco
パワフル	moćno
パワフル	moćna
パワフル	moćan
ジョシュ	josh
スカーレット	scarlet
スカーレット	scarlett
放射能	radioaktivnosti
ペレス	perez
ペレス	pérez
泣く	plači
泣く	plakala
泣く	plakanje
泣く	plače
泣く	plakati
インディー	indie
田尻	tajiri
ペガサス	pegasus
ディエゴ	diego
観念	ideja
観念	zamisao
叫ぶ	vikati
ケネス	kenneth
バタ	bata
シャドウ	sjenka
シャドウ	sjena
シャドウ	senka
シャドウ	sjene
マンガン	mangan
教訓	lekcija
教訓	lekciju
教訓	pouka
ポッター	potteru
ポッター	potter
ハト	golubovi
ハト	goluba
ハト	golub
スモール	maleno
スモール	male
スモール	mali
パルコ	parco
給料	placa
給料	plaće
給料	plaća
給料	plata
打楽器	udaraljke
伝播	razmnožavanje
エドワーズ	edwards
スズ	tin
ベネット	bennett
ミミ	mimi
肩書	naslov
肩書	naziv
忠雄	tadao
檜山	hiyama
コンペティション	konkurencija
コンペティション	natjecanje
コンペティション	nadmetanje
役立つ	korisno
世俗	sekularna
成虫	imago
ドリンク	piće
ドリンク	pića
ドリンク	pije
ドリンク	piće
子宮	maternica
子宮	maternicu
子宮	maternica
子宮	utrobe
子宮	utroba
グラスゴー	glasgow
ワタナベ	watanabe
航法	navigacija
みやこ	miyako
下水道	kanalizaciju
下水道	kanalizaciji
下水道	kanalizacija
下水道	kanalizaciju
下水道	kanalizacije
下水道	kanalizacija
カザン	kazan
由良	jura
シェパード	ovčar
シェパード	shepherd
シェパード	pastir
シェパード	pastira
シェパード	shepard
贈り物	poklone
贈り物	darova
贈り物	darovi
贈り物	pokloni
贈り物	dar
贈り物	poklon
退位	abdikaciju
退位	abdicirao
退位	abdicirati
ラグナ	laguna
ノヴゴロド	novgorod
オビ	obi
ベネディクト	benedict
検閲	cenzurirati
検閲	cenzura
オペレーション	operacije
オペレーション	operacija
オペレーション	operacija
ガーディアン	skrbnik
ガーディアン	čuvar
小麦	žito
小麦	pšenice
物事	stvari
ブイ	bova
描画	crtanje
描画	crtež
パレット	paleta
パレット	paleta
マギー	maggie
マギー	megi
フューチャー	budućnosti
フューチャー	budućnost
狂気	lud
狂気	ludilo
狂気	ludost
狂気	ludilo
リマ	lima
懸賞	nagrade
ストーカー	uhoda
薬師	yakushi
ロバ	magarci
ロバ	magarac
ジュリー	julie
大麻	kanabis
村落	sela
村落	selima
村落	selu
村落	selo
生態系	ekosustava
生態系	ekosustava
かわいい	slatke
かわいい	sladak
かわいい	slatko
かわいい	slatki
かわいい	slatka
モニュメント	spomenike
モニュメント	spomenika
モニュメント	spomenici
モニュメント	spomenik
ジャッジ	sudac
ジャッジ	sudi
注入	inf
ピエモンテ	piemonte
ローラン	laurent
ザグレブ	zagreb
ニューカッスル	newcastle
サクラメント	sacramento
サクラメント	sakrament
マジカル	čarobno
マジカル	magično
マジカル	čarobni
リクルート	novak
ソート	sortiranje
覚書	memorandum
サンダー	thunder
サンダー	grmljavina
サンダー	grom
紅茶	tea
紅茶	čaj
紅茶	čaja
デア	der
ノーラン	nolan
信じる	vjeruj
ピッコロ	piccolo
ヴィンセント	vincent
ハイライト	istaknuo
ハイライト	pramenove
ハイライト	vrhunac
ハイライト	istaknuti
マシーン	machine
マシーン	stroj
マシーン	mašina
マシーン	masina
ポーラ	paula
船首	luk
船首	pramac
暗闇	tamu
暗闇	tama
暗闇	mrak
暗闇	tame
エスパーニャ	españa
マーチン	martine
マーチン	martina
マーチン	martin
リラ	lira
リラ	rila
せり	aukcije
リベラル	liberalne
リベラル	liberalni
リベラル	liberalna
ゼルダ	zelda
明美	akemi
果物	voće
果物	voce
果物	voćni
果物	plod
果物	voće
果物	plodovi
果物	voce
おじ	tetak
おじ	ujak
おじ	ujaci
爬虫類	reptila
共感	empatije
共感	suosjećanje
五つ	pet
税金	poreza
税金	porez
税金	porezi
税金	poreze
税金	porez
登る	uspon
登る	penjanje
隔離	izolacija
隔離	izolacije
バーレーン	bahreinu
球体	sfera
球体	kugla
領事	konzul
不便	neugodnosti
不便	neugodnost
ブラームス	brahms
ベルマーレ	bellmare
キャメロン	cameron
染め	obojena
ニュースキャスター	izvjestitelj
マーキュリー	živa
マーキュリー	merkur
知識人	intelektualci
知識人	intelektualno
談話	diskurs
砲艦	topovnjača
ウェディング	vjenčanja
ウェディング	svadbe
ウェディング	svadba
ウェディング	vjenčanje
着物	kimono
救急車	hitna
神保	jimbo
花弁	latice
セグメント	segmentima
セグメント	segment
ノエル	noël
ノエル	noel
絶縁	izolirana
ナタリー	natalie
在庫	inventar
カーティス	curtis
砲術	topovski
セブ	zebu
スプリンター	sprinter
スプリンター	iver
スプリンター	splinter
ドミニク	dominik
ドミニク	dominic
ビルバオ	bilbao
原子核	nucleus
ペルソナ	persona
軍縮	razoružanje
軍縮	razoružao
ジングル	jingle
スプレー	sprej
スプレー	prskanje
ガリレオ	galileo
ポテンシャル	potencijalna
ポテンシャル	potencijalni
ポテンシャル	potencijal
生化学	biokemija
スピーチ	govor
ジャスティン	justin
ジャスティン	justina
シング	singh
デュッセルドルフ	düsseldorf
タスク	zadaci
タスク	zadaće
タスク	zadatke
タスク	zadatak
ジュピター	jupitera
ジュピター	jupiter
キャプション	naslov
キャプション	naslovi
鞍馬	kurama
プレイオフ	doigravanje
ユヴェントス	juventus
物品	dobara
物品	robe
物品	robu
物品	roba
サイレン	sirena
ルーレット	rulet
小人	patuljka
小人	patuljak
チャド	chad
バイオリン	violina
バイオリン	violinu
ジャカルタ	jakarti
インターフェース	sučelje
インターフェース	sučelja
即興	improvizacija
ドロー	nacrtati
済州	jeju
賞品	nagrade
公判	suđenje
便宜	pogodnosti
便宜	pogodnost
カスタマイズ	prilagodi
カスタマイズ	prilagodi
バングラデシュ	bangladešu
ペルシャ	perzijski
車道	prilaz
変種	raznolikost
リハビリテーション	rehabilitacija
リハビリテーション	rehabilitacije
リハビリテーション	rehabilitaciju
屈折	refrakcija
アクセサリー	dodaci
肥料	gnojivo
フォーチュン	bogatstvo
ラッパー	reper
ラッパー	omot
検知	otkrivanje
検知	otkriven
検知	otkrivena
野獣	zvijeri
野獣	zvijer
サメ	ajkule
フレディ	freddy
湖沼	jezera
ソチ	sočiju
オペレーター	operater
レクイエム	rekvijem
ゲット	dobiti
ゲット	get
富永	tominaga
レイチェル	rachel
バンクス	banks
バンクス	banke
ナット	orah
ナット	net
ナット	nat
陽気	veselo
陽気	vesela
陽気	jolly
ホルヘ	jorge
概説	sažetak
マグロ	tuna
マグロ	tune
ジョイ	veselje
ジョイ	joy
ジョイ	radosti
ジョイ	radost
クッキング	kuhanje
クッキング	kuha
ファンク	funk
キープ	zadrži
グアテマラ	gvatemali
グアテマラ	gvatemalski
フライデー	petak
ダイバー	ronilac
ダイバー	ronioci
可視	vidljiv
可視	vidljiva
可視	vidljive
可視	vidljivo
可視	vidljivi
メタン	metana
長方形	pravokutnik
長方形	pravokutna
パイプライン	naftovod
パイプライン	naftovoda
パイプライン	plinovod
有益	korisno
河南省	henan
疾病	bolesti
疾病	bolest
迷路	labirint
コントローラー	kontrolori
コントローラー	upravljač
形容詞	pridjev
形容詞	pridjeva
アスリート	sportaš
アスリート	sportaši
動乱	prevrata
キャラバン	karavan
キャラバン	karavana
ユーリ	yuri
ユーリ	jurij
ホルシュタイン	holstein
手足	udovi
手足	udove
丸い	okrugli
丸い	okruglo
丸い	okrugla
丸い	runda
ジェラルド	gerald
変奏曲	varijacije
ライデン	leiden
カーテン	zavjesa
カーテン	zastor
カーテン	zavjese
カーテン	zavjese
カーテン	zavjesa
カーテン	zavjese
嫌悪	zgrožen
嫌悪	gađenje
豆腐	tofu
美馬	mima
ペレ	pele
昨日	jučer
ブルネイ	bruneja
コンベンション	konvencija
コンベンション	sabor
コンベンション	konvencije
コンベンション	konvenciji
人道	humanitarna
人道	humanitarne
人道	humanitarni
引き出し	ladice
ロジェ	roger
課金	naboj
課金	naplatiti
我慢	strpljenja
我慢	strpljenje
レクリエーション	rekreaciju
コンパイル	kompilacija
トスカーナ	toskani
カルメン	karmen
カルメン	carmen
超新星	supernova
バンパー	branik
ファイターズ	borce
ファイターズ	borci
蔵王	zao
サーベル	sabre
サーベル	saber
ファウスト	faust
ファシズム	fašistička
ファシズム	fašizam
ファシズム	fašisti
テナー	tenor
ハルビン	harbin
曼荼羅	mandala
組み込み	ugrađen
組み込み	ugrađeni
ズボン	pantalone
ズボン	hlače
ズボン	pantalone
ズボン	hlače
マインツ	mainz
日の出	svitanje
日の出	zoru
日の出	zora
プラトン	platon
タップ	slavine
欠如	manjak
欠如	nedostatak
欠如	manjka
ロミオ	romea
ロミオ	romeo
おしゃれ	stilski
合理化	racionalizacija
風車	vjetrenjača
風車	vjetrenjače
定量	kvantitativne
ヒデ	sakrij
ブルックス	brooks
遼寧省	liaoning
ピエトロ	pietro
ドク	doc
雅也	masaya
ホイットニー	whitney
チタン	titan
チタン	titana
和睦	pomirenja
和睦	pomirenje
悲しい	tužno
悲しい	žalosno
悲しい	tužna
真司	shinji
ステロイド	steroidi
ステロイド	steroida
ステロイド	steroide
ステロイド	steroidi
ステロイド	steroida
ハガキ	razglednica
ハガキ	razglednicu
アトレティコ	atlético
取り出し	izbaci
取り出し	izbacivanje
ダイス	kocke
ダイス	kockice
ダイス	kockica
アレクサンドラ	alexandra
アレクサンドラ	aleksandra
変調	modulaciju
宴会	banket
スニーカー	tenisice
メル	mel
ノミ	buhe
ノミ	buha
ノミ	buhe
長子	najstariji
長子	najstarije
長子	najstarija
ファイナンス	financija
ファイナンス	financije
ファイナンス	financiranje
偏見	predrasuda
偏見	predrasude
ファルコン	falcon
ファルコン	jastreb
ファルコン	sokol
ウガンダ	ugandski
ウガンダ	ugandi
許す	oprost
許す	oproštaj
カメルーン	kamerun
コンプリート	potpuna
コンプリート	kompletan
コンプリート	kompletna
スーパースター	superstar
ホステス	domaćica
ダイビング	ronjenje
ダイビング	ronjenja
ダイビング	ronjenje
ダイビング	roniti
ダイビング	zaroni
ジャニ	jani
リンチ	lynch
バビロン	babilon
カーネギー	carnegie
ウェリントン	wellington
リザ	liza
マーラー	mahler
カストロ	castro
ワシ	eagle
ワシ	orao
新星	nova
農薬	pesticida
農薬	pesticida
テヘラン	teheranu
ブロンズ	brončana
アントワーヌ	antoine
スキップ	preskočiti
スキップ	preskoči
スキップ	skip
スキップ	preskočila
スキップ	preskočio
ヤシ	dlan
ヤシ	palm
絶叫	vrišti
絶叫	vrištati
絶叫	vrisak
手榴弾	granate
手榴弾	granata
手榴弾	granate
運動量	zamah
パルチザン	partizan
セネガル	senegala
浙江省	zhejiang
ソーラー	solarni
議定書	protokol
明夫	akio
ピザ	pica
ピザ	pizza
土星	saturn
サクセス	uspjeh
ニカラグア	nikaragve
ニカラグア	nikaragvi
アラー	alah
アラー	allahu
アラー	allah
アラー	alahu
アラー	allaha
海老	škampa
海老	kozice
海老	škampi
海老	škampe
コンパイラ	prevodilac
退屈	dosadna
退屈	dosadan
退屈	dosadno
退屈	dosadno
退屈	dosade
退屈	dosada
ダーツ	pikado
シボレー	chevy
シボレー	chevrolet
シフ	schiff
けいこ	keiko
中庭	dvorište
ウィークリー	tjedni
ウィークリー	tjedno
ウィルス	virus
ウィルス	virusi
ウィルス	viruse
アンジェラ	anđela
アンジェラ	angela
噴水	fontana
噴水	fontanu
噴水	fontana
噴水	fontane
リムジン	limuzina
リムジン	limuzinu
リムジン	limuzina
リムジン	limuzinu
試練	suđenja
ガレージ	garaža
ガレージ	garaži
コンドル	kondor
苦しむ	pati
ヘルプ	pomoć
スーパーマン	supermana
スーパーマン	superman
レンガ	cigle
レンガ	cigle
レンガ	brick
レンガ	ciglu
レンガ	cigla
ブラント	brant
ブラント	brandt
リベンジ	osveta
リベンジ	osvete
ミヒャエル	mihael
ミヒャエル	michael
投影	projekcija
投影	projekciju
投影	projekcije
イデオロギー	ideologija
イデオロギー	ideologija
オルレアン	orleans
オルレアン	orleansa
オルレアン	orleansu
蘇生	reanimaciju
蘇生	oživljavanje
切腹	seppuku
わくわく	uzbudljivo
わくわく	uzbuđen
わくわく	uzbuđeno
ベティ	beti
ベティ	betty
サモア	samoanski
サモア	samoe
パーマー	palmer
ベーシック	osnovno
ベーシック	osnovne
ベーシック	osnove
ベーシック	osnovni
切り札	adut
切り札	trump
包装	pakiranje
包装	pakovanje
包装	pakiranja
鉛筆	olovka
鉛筆	olovke
会計士	knjigovođa
会計士	računovođa
カーリング	curling
ヒート	toplina
ヒート	vrućina
ヒート	topline
ヒート	grijanje
東南	jugoistočnoj
東南	jugoistočno
東南	jugoistoku
アウディ	audi
隣人	susjed
隣人	susjeda
隣人	susjed
隣人	susjeda
乱暴	grubi
乱暴	grubo
乱暴	gruba
乱暴	grub
エヴァ	eva
後悔	kajanje
後悔	žaljenje
後悔	žaljenja
催眠	hipnoza
ハエ	leti
ハエ	fly
ハエ	poleti
ハエ	muha
エセックス	essex
マーベル	marvel
悪霊	demona
悪霊	demon
悪霊	demone
悪霊	demoni
汚職	korupcija
汚職	korupcije
汚職	korupciju
必然	neminovno
必然	neizbježno
服飾	kostim
ロケーション	lokacija
ロケーション	lokaciju
牛肉	govedina
牛肉	govedinu
ジョンストン	johnston
散乱	raspršenje
レジスタンス	otpor
胎児	fetus
マーカス	marcus
マーカス	marko
チャールストン	charleston
由緒	povijest
由緒	istorija
好奇心	znatiželjan
好奇心	radoznalost
好奇心	znatiželja
エドウィン	edwin
花粉	pelud
サタン	sotona
生態学	ekološki
生態学	ekološke
生態学	ekologije
サイクリング	biciklizam
サイクリング	biciklizam
フレックス	flex
バスト	poprsje
レゲエ	reggae
フェーズ	faze
フェーズ	faza
タフ	tesko
タフ	tvrd
タフ	teško
スパイス	začini
スパイス	začina
スパイス	začine
スパイス	začin
スパイス	začini
スパイス	začina
スパイス	spice
ヘンダーソン	henderson
光沢	sjajni
トラウマ	traume
トラウマ	trauma
親指	palac
親指	palac
フォロー	pratite
フォロー	slijedi
政治局	politbiro
粉末	brašna
粉末	brašno
粉末	prah
粉末	prašak
粉末	barut
カド	caddo
ジブラルタル	gibraltar
プレイボーイ	playboy
マーズ	marsa
マーズ	mars
グレゴリー	gregory
セバスティアン	sebastian
セバスティアン	sebastiana
ゴダール	godard
台所	kuhinje
台所	kuhinje
台所	kuhinja
ナシオナル	nacional
ドルトムント	dortmund
レミ	remi
パウエル	powell
ジョエル	joel
誘発	izazvan
リッチー	ritchie
リッチー	riči
リッチー	riči
リッチー	richie
楽屋	backstage
公道	autoceste
公道	autoputu
公道	autoput
公道	autocesta
峡谷	klanac
峡谷	canyon
峡谷	kanjon
救世主	spasitelj
救世主	spasilac
馬術	konjički
書式	formati
書式	oblik
書式	format
アレルギー	alergije
アレルギー	alergija
ガードナー	gardner
ヘッドライト	far
知覚	percepcije
知覚	percepcija
クワ	mulberry
脊椎動物	kralježnjaka
ダーリン	dragi
ダーリン	draga
ブルズ	bikovima
ブルズ	bikova
ブルズ	bikovi
勇敢	hrabar
勇敢	hrabri
勇敢	hrabro
勇敢	hrabra
ワンダフル	divno
モーメント	trenutci
モーメント	trenutaka
モーメント	momenti
モーメント	trenuci
モーメント	trenutke
モーメント	trenutak
モーメント	moment
農産物	usjeve
農産物	usjevi
トムソン	thomson
リエージュ	liège
レベッカ	rebeka
レベッカ	rebecca
マルティネス	martinez
マルティネス	martínez
バクー	baku
わざと	namjerno
レプリカ	replika
レプリカ	replike
ウィレム	willem
フーガ	fuga
叙事詩	ep
叙事詩	epski
注射	injekcije
注射	ubrizgavanje
注射	injekcije
注射	injekciju
注射	injekcija
ファックス	faks
ファックス	fax
平仮名	hiragana
無制限	neograničen
サギ	heron
博物学	prirodoslovac
ブレンド	uklopi
ブレンド	mješavina
パラマウント	paramount
クレーム	pritužbe
クレーム	pritužbi
クレーム	žalbe
プレスト	presto
島民	otočani
トウモロコシ	kukuruza
トウモロコシ	kukuruz
ギネス	guinness
ギネス	gwyneth
ミューズ	muza
景色	krajolik
景色	pejzaže
甲状腺	štitnjače
シューベルト	schubert
フロイド	floyd
尾形	ogata
フェルディナンド	ferdinand
オードリー	audrey
オードリー	odri
ラインハルト	reinhard
ラインハルト	reinhardt
硝酸	nitrat
図面	crteži
図面	crtanje
図面	crtež
サバンナ	savannah
レイラ	leila
埋める	pokopati
埋める	zakopati
埋める	ispune
埋める	ispunite
埋める	ispuni
埋める	napuni
埋める	ispuniti
フィンガー	prst
スターズ	zvijezde
スターズ	zvezde
スターズ	zvjezdice
同化	asimilaciju
モロ	moro
チャリティ	milosrđe
チャリティ	dobrotvorni
かつら	periku
かつら	perika
かつら	perike
かつら	perika
リッキー	riki
リッキー	ricky
ストリング	string
ウォレス	wallace
プロット	zavjeru
プロット	zavjera
プロット	zemljište
プロット	parcela
区切り	break
区切り	slomi
区切り	slomiti
区切り	prekid
山西省	shanxi
雄大	veličanstveni
雄大	veličanstveno
雄大	veličanstven
計器	instrument
文官	civil
文官	civilno
文官	civilni
文官	civila
クリケット	cvrčak
クリケット	kriket
ゆっくり	lagano
ゆっくり	polako
タオル	ručnik
アリストテレス	aristotel
ハイドン	haydn
プレジデント	predsjednik
プレジデント	predsjednica
ディッシュ	jelo
方法論	metodologija
みよし	miyoshi
ビスタ	vista
ワンダー	čudo
クッキー	kolači
クッキー	kolačiće
クッキー	keksi
クッキー	cookie
クッキー	kolačić
電極	elektroda
電極	elektrode
電極	elektrode
シギ	šljuka
瞑想	meditacija
瞑想	meditacije
瞑想	meditaciju
ドーナツ	krafne
ドーナツ	krafne
ドーナツ	krafne
ノズル	mlaznica
ナショナリズム	nacionalizam
パイン	bor
パイン	pine
正方形	trgu
正方形	trg
正方形	kvadrat
正方形	kvadrata
テオドール	theodore
テオドール	theodor
パスカル	pascal
タンザニア	tanzanijski
タンザニア	tanzaniji
リザーブ	rezervi
リザーブ	rezerva
肥満	pretilosti
エーテル	eter
エーテル	eteru
エーテル	eter
モデリング	modeliranje
モデリング	modeliranje
キャビン	kabini
キャビン	kabina
キャビン	koliba
ヘリウム	helij
高架橋	vijadukt
羽毛	pera
羽毛	pero
羽毛	perje
羽毛	pera
羽毛	perje
ノックアウト	nokaut
ウッズ	šuma
ウッズ	woods
ウッズ	šume
フラグ	zastava
フラグ	zastave
グリム	grimm
銀河系	galaksije
銀河系	galaksiji
銀河系	galaksija
銀河系	galaxy
銀河系	galaksiju
サプライズ	iznenađenje
フィナーレ	finale
アニマル	životinja
防水	vodootporna
同定	identifikacija
チャーチ	crkva
開祖	osnivač
ロッシ	rossi
マグネシウム	magnezij
共和制	republike
共和制	republika
共和制	republikama
仮装	kostim
除名	isključenje
除名	izbacivanje
磁石	magnet
磁石	magneti
インストラクター	instruktora
インストラクター	instruktor
イノベーション	inovacije
イノベーション	inovacija
イノベーション	inovacije
イノベーション	inovacija
窃盗	krađe
窃盗	krađa
窃盗	krao
窃盗	krađa
合図	signali
コンビネーション	kombinacija
マーフィー	murphy
濃縮	koncentriran
濃縮	koncentrirani
濃縮	obogaćeni
喋る	govori
喋る	govori
シャーリー	shirley
ソフィー	sophie
いとこ	rođaci
いとこ	bratić
いとこ	rodica
いとこ	rođak
本屋	knjižari
本屋	knjižara
本屋	knjižaru
本屋	knjižara
シャロン	sharon
スリム	slim
ディスカバリー	otkrića
ディスカバリー	otkriće
ディスカバリー	discovery
ドイル	doyle
パレルモ	palermo
ノストラダムス	nostradamus
