sudbine	öden
znamenitosti	sevärdheter
znamenitosti	landmärken
markus	markus
nezadovoljstvo	missnöje
nezadovoljstvo	missnöje
talas	våg
talas	vinka
talas	wave
sierra	sierra
bush	bush
bush	buske
upada	räd
upada	razzia
pjevao	sjöng
pjevao	sjungit
slab	svagt
slab	klen
slab	svaga
slab	svag
hitovi	träffar
hitovi	hits
alexis	alexis
banda	gäng
banda	gänget
banda	gang
krista	krista
jelo	maträtt
pilota	piloter
hiv	hiv
koplja	spjut
koplja	spears
koplja	spjut
bra	bh
lakers	lakers
pušenje	röker
pušenje	röka
pušenje	rökare
pušenje	rökning
ilirska	illyriska
churchill	churchill
direktan	direkta
direktan	regissera
direktan	direkt
direktan	direct
betula	betula
siciliji	sicilien
mergedrow	mergedrow
okoliša	miljömässiga
okoliša	miljömässigt
allahu	gud
théâtre	théâtre
sdp	sdp
otkrije	avslöjar
otkrije	avslöja
otkrije	upptäck
otkrije	upptäcker
otkrije	upptäcka
jakih	styrkorna
jakih	styrka
jakih	styrkor
kum	gudfar
kum	gudfadern
operativnu	operativ
papua	papua
kriterij	kriteriet
kriterij	kriterium
hamza	hamza
stepa	steppe
pijanist	pianist
misty	misty
iznose	belopp
administracija	förvaltning
administracija	administration
čarobnjak	guiden
čarobnjak	trollkarlen
čarobnjak	trollkarl
suđenja	rättegångar
suđenja	prövningar
tragovima	ledtrådar
tragovima	fotspår
tragovima	fotsteg
theodor	theodor
udp	udp
paz	paz
ikona	ikonen
ikona	ikon
glad	hungersnöd
glad	svält
glad	hungersnöden
glad	svält
glad	hungern
glad	hunger
francuza	fransman
francuza	fransmannen
parc	parc
planirana	planeras
planirana	planerade
planirana	planerad
planirana	planerat
access	åtkomst
access	tillgång
access	tillträde
emitira	sändningar
stalnih	ihärdig
stalnih	ihållande
stalnih	kvarstående
stalnih	nonstop
proizlazi	uppkommer
proizlazi	uppstår
principi	principerna
principi	principer
izgubi	förlorar
izgubi	förlorar
izgubi	förlora
izgubi	mista
homer	homer
republikanska	republikan
republikanska	republikanska
gan	gunn
bruto	gross
bruto	brutto
classic	klassiker
classic	klassisk
classic	klassiskt
classic	classic
classic	klassiska
alel	allel
gandhi	gandhi
jednaki	lika
jednaki	jämställda
jednaki	equal
izdavanje	utfärdande
izdavanje	utgivande
izdavanje	utfärdar
izdavanje	utfärdande
izdavanje	utgivande
izdavanje	utgivning
izdavanje	emission
hubble	hubble
einstein	einstein
civilna	civila
civilna	civil
civilna	civilt
civilna	civila
civilna	civil
civilna	civilt
teritorijalna	territoriellt
teritorijalna	territoriella
teritorijalna	territoriell
schalke	schalke
mine	gruvor
mine	gruva
mine	minor
stabilan	stabil
stabilan	stabila
stabilan	stall
stabilan	stallet
stabilan	stabilt
emily	emelie
emily	emily
ferenc	ferenc
nosača	bärare
kuna	kuna
dođu	come
dođu	kommer
dođu	kom
operacijama	transaktioner
operacijama	verksamhet
operacijama	operationer
drina	drina
hepburn	hepburn
ribolov	fiska
ribolov	fisket
ribolov	fiskar
ribolov	fiske
naboj	laddning
siva	grå
siva	grått
siva	gråa
siva	grå
siva	grått
siva	gråa
kane	kane
pokrivaju	täcka
pokrivaju	omslag
osmi	åttonde
osmi	eighth
hamlet	hamlet
bekr	bakr
wimbledon	wimbledon
udata	gifta
udata	gifte
udata	gift
skladištenje	lagring
skladištenje	förvaring
idejama	uppslag
idejama	idéer
obnovio	förnyats
obnovio	förnyat
obnovio	förnyad
obnovio	förnyade
ponuda	erbjudande
ponuda	erbjudandet
ekspedicija	expeditionen
ekspedicija	expedition
rumunski	rumäner
rumunski	rumänska
rumunski	rumänsk
dugogodišnji	långvariga
tvorac	skaparen
tvorac	skapare
puteve	banorna
puteve	banor
studijama	undersökningar
studijama	studier
upravnik	fängelsedirektören
upravnik	fängelsedirektör
čovječnosti	medmänsklighet
čovječnosti	mänsklighet
čovječnosti	mänskligheten
potpuna	kompletta
potpuna	fullständigt
potpuna	slutför
potpuna	komplett
potpuna	fullständig
kasiopeja	cassiopeia
logos	logotyper
princeton	princeton
izdavačke	förlag
izdavačke	publicering
izdavačke	publicera
izdavačke	utgivning
izdavačke	publicerar
arheološka	arkeologiska
levi	levi
mečeva	matcher
mečeva	matchar
mečeva	tändstickor
brz	snabbt
brz	snabb
brz	snabba
javi	javi
leslie	leslie
uzorak	prov
uzorak	stickprov
uzorak	urval
melbourne	melbourne
vjerskim	religiöst
vjerskim	religiösa
vjerskim	religiös
govornika	högtalarna
govornika	högtalare
govornika	talare
odabran	utvald
odabran	valda
odabran	utvalda
odabran	vald
odabran	markerade
odabran	markerad
uporište	fotfäste
izvrši	verkställa
izvrši	kör
izvrši	utför
izvrši	avrätta
izloženi	utsatt
izloženi	exponerad
izloženi	utsatta
izloženi	exponerade
basic	grundläggande
basic	basic
prijelaza	korsningar
wallis	wallis
držala	innehas
držala	höll
držala	hölls
držala	hålls
gómez	gómez
kornjača	sköldpadda
čeljusti	klor
čeljusti	klorna
jabuke	äpplen
jedinstveno	unik
jedinstveno	unika
jedinstveno	unikt
uzimajući	tagande
uzimajući	tar
ravnoteža	jämvikt
jutro	godmorgon
jutro	morgon
jutro	morning
roosevelt	roosevelt
pokrenuta	lanseras
pokrenuta	lanserades
pokrenuta	lanserade
pokrenuta	inledde
deutsche	deutsche
auguste	auguste
roberts	roberts
vista	vista
lociran	ligger
lociran	lokaliserad
lociran	belägen
lociran	lokaliserat
kontinentalno	inlandet
jednakost	jämlikhet
jednakost	jämställdhet
advokat	advokat
advokat	jurist
advokat	advokat
shell	shell
shell	skal
mehanika	mekaniker
mehanika	mekanik
fer	fer
fer	mässa
fer	rättvist
fer	rättvis
ltd	ltd
carlsen	carlsen
naizgled	synes
nazvane	namngivna
svjestan	medvetna
svjestan	medveten
objavljivanje	offentliggörande
objavljivanje	publikation
objavljivanje	publicering
virovitica	virovitica
sony	sony
avanture	äventyr
bros	brosch
bros	bros
organska	ekologiska
organska	organiskt
organska	ekologiskt
organska	organiska
organska	ekologisk
trend	trend
trend	tendens
trend	trenden
bogovima	gudar
bogovima	gudars
bogovima	gudarna
pažljivo	noggrant
pažljivo	försiktigt
pažljivo	noga
pažljivo	omsorgsfullt
uništenja	förstörelse
uništenja	förstöring
uništenja	destruktion
ramos	ramos
baka	farmor
baka	mormor
josy	josy
vjerska	religiöst
vjerska	religiösa
vjerska	religiös
utvrđenje	fort
zagradi	parenteser
zagradi	parentes
dominantni	dominanta
dominantni	dominant
dominantni	dominerande
logika	logiken
logika	logiska
logika	logisk
logika	logiskt
logika	logik
wesley	wesley
proizvedena	tillverkas
proizvedena	tillverkade
proizvedena	tillverkat
proizvedena	tillverkad
proizvedena	framställt
ubijena	mördas
ubijena	mördade
ubijena	mördats
ubijena	mördat
ubijena	mördad
ubijena	dödade
ubijena	dödat
ubijena	dödad
ubijena	mördad
vene	vener
vene	ådror
rastao	växte
moldavija	moldavien
moldavija	moldova
ogromna	enorm
ogromna	enorma
ogromna	enormt
gota	gota
misle	tror
misle	tycker
misle	tänk
misle	tänka
olympique	olympique
vlažnost	luftfuktighet
vlažnost	fukt
vlažnost	fuktighet
šalju	sända
šalju	sänd
šalju	skicka
alge	alger
hebrejski	hebreiska
rect	rect
augustin	augustin
pivo	öl
granate	skal
granate	snäckor
šerif	sheriffen
šerif	sheriff
smallville	smallville
ograničenje	gräns
ograničenje	begränsa
ograničenje	gränsvärde
kukuruz	majs
iupac	iupac
turner	turners
turner	turner
psihologija	psykologi
geometrija	geometri
pravno	juridiskt
pravno	rättsligt
pravno	lagligt
pravno	lagligen
alfons	alfons
alfons	alfonso
kut	kut
libija	libyen
klarinet	klarinett
prebačen	förflyttad
prebačen	överförde
prebačen	överfört
prebačen	överförda
prebačen	överförd
zadatke	uppdrag
ostavi	ledighet
ostavi	lämna
einar	einar
nog	nog
sistematski	systematiskt
jamie	jamie
izložena	utsatt
izložena	exponerad
izložena	utsatta
izložena	exponerade
specifičnosti	karakteristika
specifičnosti	särdrag
specifičnosti	kännetecken
specifičnosti	egenskaper
nafta	petroleum
nafta	nafta
željeznički	järnväg
željeznički	järnväg
željeznički	järnvägen
luz	luz
orbitala	hybridisering
šesnaest	sixteen
šesnaest	sexton
sarađivao	samarbetat
sarađivao	samarbetade
sarađivao	samarbeta
bomba	bomba
bomba	bomb
lloyd	lloyd
stop	stanna
stop	sluta
stop	stop
stop	stopp
stop	stoppa
kuba	cuba
kuba	kuba
elektronska	elektronisk
elektronska	elektroniskt
elektronska	elektroniska
hrv	hrv
dole	down
dole	neråt
dole	nere
dole	nedåt
dole	ner
dole	nedervåningen
instrumente	instrument
instrumente	instrumenten
navare	viana
zapošljava	sysselsätter
poručnik	löjtnant
iure	jure
zaustavlja	stanna
zaustavlja	sluta
zaustavlja	stop
zaustavlja	stopp
zaustavlja	stoppa
nestala	saknar
nestala	saknas
nestala	saknade
nestala	saknad
nestala	försvunnen
odsustvo	avsaknad
odsustvo	frånvaro
tragova	fotspår
tragova	fotavtryck
slobodi	loss
slobodi	lös
slobodi	löst
okružena	omgiven
okružena	omringade
okružena	omringad
okružena	omringat
spomenut	nämnt
spomenut	nämndes
spomenut	nämnde
spomenut	nämnts
spomenut	nämns
ponedjeljak	måndag
arhitektonski	arkitektoniska
zvonimir	zvonimir
px}}	px}}
ofanziva	offensiv
ofanziva	offensiva
ofanziva	stötande
ofanziva	kränkande
geometrijski	geometrisk
geometrijski	geometriskt
geometrijski	geometriska
postotak	procent
postotak	procentsats
panama	panama
spriječi	förebygga
spriječi	förebygger
spriječi	förhindrar
spriječi	förhindra
datumi	datum
interese	intressen
tajvan	taiwan
tajvan	taiwanesiska
panzer	panzer
izložen	utsatt
izložen	exponerad
izložen	utsatta
izložen	exponerade
kenneth	kenneth
izdavača	förlag
izdavača	förläggare
izdavača	utgivare
carska	kejserliga
carska	imperial
tame	mörkret
tame	mörker
tame	tämja
tame	tama
počast	ära
počast	heder
počast	hyllning
ozbiljne	seriös
ozbiljne	seriöst
ozbiljne	allvarliga
ozbiljne	allvarlig
ozbiljne	allvarligt
vice	vice
franaka	franc
franaka	francs
nuklearni	nukleära
nuklearni	kärnkraft
nuklearni	kärnvapen
nuklearni	nukleär
nuklearni	kärnenergi
prisiljeni	påtvingade
prisiljeni	tvingad
prisiljeni	påtvingad
prisiljeni	påtvingat
prisiljeni	tvingade
hronika	chronicles
hronika	chronicle
hronika	krönika
prezentacija	presentation
prezentacija	uppvisande
metan	metan
dubai	dubai
friends	kompisar
friends	vänner
kancelar	kanslern
kancelar	förbundskansler
kancelar	kansler
britannica	britannica
born	född
born	born
born	födda
poplave	översvämning
poplave	översvämningar
ukrajinci	ukrainare
ukrajinci	ukrainarna
demokratija	demokratin
demokratija	demokrati
vivo	vivo
schmidt	schmidt
reforma	reformer
reforma	reformera
reforma	reformering
reforma	reformen
reforma	reform
usmjeren	riktat
usmjeren	regi
usmjeren	riktad
profesionalne	professionella
profesionalne	professionell
profesionalne	professionellt
andersson	andersson
doors	dörrarna
doors	dörrar
znajući	veta
znajući	vetskap
talasi	vågor
jože	jože
pobunjenika	rebeller
pobunjenika	rebellerna
pobunjenika	rebell
hronologija	tidslinjen
hronologija	tidslinje
lane	lane
nowrap	nowrap
sljedbenici	efterföljare
sljedbenici	anhängare
sljedbenici	följare
zalihe	förråd
zalihe	förnödenheter
zalihe	leveranser
baterije	batterierna
baterije	batterier
delfin	delfin
delfin	dolphin
crtež	skiss
crtež	dragning
crtež	teckning
crtež	ritning
crtež	rita
crtež	ritar
grah	bönan
grah	bean
grah	böna
grah	bönor
grah	bönan
plata	plata
darwin	darwin
oklopnih	bepansrad
inteligencija	intelligens
inteligencija	underrättelser
inteligencija	underrättelse
inteligencija	underrättelsetjänst
hassan	hassan
memorija	minnen
memorija	minnet
memorija	minne
memorija	memory
dizel	diesel
izgubiti	förlorar
izgubiti	förlora
izgubiti	mista
strategije	strategier
koalicije	koalitioner
noviji	nyare
trave	gräs
sirius	sirius
unix	unix
romi	romer
romi	roma
ključanja	kokar
ključanja	kokning
ključanja	kokande
planova	planerar
planova	planer
laboratorija	labs
laboratorija	labb
laboratorija	lab
laboratorija	laboratoriet
laboratorija	laboratorium
laboratorija	labb
laboratorija	labbet
laboratorija	lab
doza	doser
doza	dos
doza	dosen
robovi	slavarna
robovi	slavar
din	din
din	dekanus
din	dean
svuda	överallt
predaja	talesätt
predaja	ordspråk
predaja	kapitulera
predaja	överlämnande
predaja	kapitulation
obnovu	förnyat
obnovu	förnyelse
obnovu	restaurering
obnovu	återställande
obnovu	återställning
obnovu	återupprättande
obnovu	rehabilitering
obnovu	återställande
obnovu	återuppbyggnad
ključa	keys
ključa	nycklarna
ključa	nycklar
ključa	tangenter
senegal	senegal
receptore	receptorer
chase	jaga
chase	chase
predviđa	förutspår
nadh	nadh
sergei	sergei
sergei	sergej
otrov	gift
otrov	förgifta
otrov	gift
sutra	morgondagen
sutra	imorgon
pogodan	montering
pogodan	passande
pogodan	lämpliga
pogodan	lämpligt
pogodan	lämplig
pogodan	passande
konzul	konsul
konzul	konsuln
autorska	copyright
autorska	upphovsrätt
autorska	upphovsrätten
diane	diane
zahtjevi	begäran
zahtjevi	önskemål
zahtjevi	förfrågningar
zahtjevi	krav
zahtjevi	krav
zahtjevi	kräver
mostovi	bridges
mostovi	broarna
mostovi	broar
opremljen	utrustad
opremljen	utrustat
opremljen	utrustade
opremljen	rustad
povuče	återkalla
bon	bon
počeci	begynnelse
počeci	början
nasilje	våld
povećane	ökade
povećane	ökad
povećane	ökat
povećane	förhöjt
nekako	snäll
tooltip	tooltip
poljaci	polacker
poljaci	stolpar
poljaci	polackerna
poljaci	pålar
tehnička	teknisk
tehnička	tekniskt
tehnička	tekniska
beskonačno	oändlig
beskonačno	oändligt
beskonačno	oändliga
beskonačno	oändligt
ljubomir	ljubomir
everton	everton
adp	adp
wells	brunnar
wells	wells
fran	fran
dalmacija	dalmatien
legio	legio
fragmenti	fragment
završenog	komplettering
završenog	slutför
kate	kajsa
kate	kate
abo	abo
procjenu	bedömning
procjenu	utvärdering
move	drag
move	flytta
baterija	batteri
baterija	batteriet
socijalno	socialt
blogs	bloggar
kuvajt	arboga
kuvajt	kuwait
puk	regemente
puk	regementet
spontano	spontana
spontano	spontan
spontano	spontant
spontano	spontant
uništi	förstöra
uništi	förgör
uništi	förstör
uništi	förinta
sveukupno	totalt
sveukupno	generellt
sveukupno	överlag
sveukupno	övergripande
promocija	främjande
promocija	befordran
promocija	marknadsföring
promocija	kampanj
ispunjava	fyller
mil	mil
gvatemala	guatemala
individualne	individuell
individualne	individuellt
individualne	individ
individualne	individuella
sfere	klot
oštećenje	skador
oštećenje	skada
palo	palo
stanislav	stanislav
uspješnu	framgångsrika
uspješnu	framgångsrik
uspješnu	lyckad
uspješnu	lyckat
uspješnu	framgångsrikt
arterije	artärer
afrička	afrikanskt
afrička	afrikaner
afrička	afrikansk
afrička	afrikanska
slavni	berömt
slavni	kända
slavni	berömd
slavni	känd
slavni	berömda
samir	samir
rum	rom
moderno	fashionabla
antigeni	antigen
antigeni	antigener
marx	marx
oktavijan	octavianus
deklaracija	förklaring
deklaracija	deklarationen
deklaracija	försäkran
deklaracija	deklaration
alpsko	alperna
alpsko	alpin
alpsko	alpina
honduras	honduras
eriksson	eriksson
spasi	spara
spasi	rädda
spasi	save
fan	fläkt
fan	beundrare
fan	fan
glagola	verb
ppm	ppm
ein	ein
muller	muller
hrom	chrome
hrom	krom
hrom	krom
violine	fioler
caroline	caroline
svile	siden
svile	silk
svile	silke
drive	köra
drive	kör
drive	drive
barij	barium
direktni	direkta
direktni	regissera
direktni	direkt
direktni	direct
instalacija	montering
instalacija	installation
instalacija	anläggning
instalacija	installerar
instalacija	installera
instalacija	installation
primirje	vapenstillestånd
primirje	vapenvila
poteškoće	svårigheter
služiti	tjäna
služiti	serva
služiti	servera
služiti	tjänstgöra
uran	uranus
dell	dell
adis	addis
vođen	guidade
mrtvi	död
mrtvi	döda
mrtvi	dött
mrtvi	dead
reaktora	reaktorer
stepenu	examen
stepenu	grad
šok	chockerande
šok	chock
šok	stöt
dijalekt	dialekt
čudovišta	monster
julian	julian
koper	koper
meša	mesa
meša	mej
take	take
take	tagning
take	ta
abdullah	abdullah
cvjeta	blomstra
oksidacije	oxidation
neill	neill
slavio	fira
slavio	firar
veli	veli
utisak	intrycket
utisak	intryck
infrastruktura	infrastruktur
infrastruktura	infrastrukturen
serravalle	serravalle
helij	helium
građanin	medborgaren
građanin	medborgare
niš	niš
čitava	hel
čitava	hela
dodajte	add
dodajte	addera
camille	camille
giorgio	giorgio
mašinski	mekaniskt
mašinski	mekaniska
mašinski	mekanisk
pčela	bi
pčela	bee
cole	cole
siemens	siemens
aspx	aspx
zagorje	zagorje
izmir	izmir
parkovi	parker
parkovi	parks
kolonijalne	koloniala
vilnius	vilnius
selby	selby
formata	formatera
formata	formatet
formata	format
angelo	angelo
neslaganja	meningsskiljaktigheter
neslaganja	oenighet
imuni	immun
imuni	immuna
neda	ned
neda	neda
lorenzo	lorenzo
trovanja	förgiftning
izumio	uppfann
izumio	påhittad
izumio	uppfanns
sihr	trolldom
sihr	magi
sihr	magiskt
sihr	magic
sihr	magisk
sihr	magiska
postizanje	uppnå
postizanje	uppnår
plivanju	simning
plivanju	simmar
plivanju	simma
masi	publiken
masi	publik
masi	folkmassa
razvijao	utvecklande
razvijao	utvecklar
razvijao	utveckla
razvijao	utvecklat
razvijao	utvecklad
razvijao	utvecklades
razvijao	utvecklade
razvijao	utvecklats
biblije	biblar
inicijativa	initiativ
inicijativa	initiative
inicijativa	initiativet
urbana	urban
urbana	urbana
urbana	tätort
žiri	juryn
žiri	jury
ragbi	rugby
havaji	hawaii
federalni	federal
federalni	federalt
federalni	federala
prepreka	hinder
prepreka	hinder
prepreka	hindret
preglednik	webbläsaren
preglednik	webbläsare
baptiste	baptiste
sinj	sinj
lancaster	lancaster
birmingham	birmingham
xvii	xvii
mogućnostima	möjligheter
mogućnostima	möjligheterna
proton	proton
commons	underhuset
commons	commons
protoka	flöde
protoka	flödet
gradec	gradec
takmičar	tävlande
takmičar	utmanare
takmičar	konkurrent
takmičar	konkurrenten
takmičar	tävlande
detalje	detaljer
soko	falk
soko	falcon
soko	falken
soko	hök
soko	hawk
vega	vega
hunter	hunter
hunter	jägare
louvre	louvren
vlasništva	ägande
vlasništva	äganderätt
vlasništva	ägare
vlasništva	ägarskap
ujedinjena	förenade
ujedinjena	united
ujedinjena	enad
ujedinjena	enade
erectus	erectus
srednjim	medium
srednjim	medelhög
srednjim	medellång
srednjim	medelstor
bacač	kanna
bacač	kruka
bacač	kastare
nordijska	nordic
nordijska	nordisk
nordijska	nordiska
fokus	fokus
fokus	fokusera
fokus	focus
ratko	ratko
emisiju	visa
emisiju	show
kasparov	kasparov
wide	breda
wide	bred
wide	brett
wide	wide
prost	prost
mama	mama
mama	mamma
mama	mamma
mama	morsan
mama	mamma
mama	mom
grbavica	grbavica
celje	celje
kariba	karibiska
kariba	västindien
kariba	karibien
platforma	plattformen
platforma	plattform
césar	césar
namjere	avsikter
namjere	intentioner
namjere	uppsåt
namjere	avsikter
namjere	avsikt
centenario	centenario
spojena	sammanslagna
menadžera	chefer
sposobni	kapabel
sposobni	duglig
sposobni	kapabla
rogers	rogers
maccabi	maccabi
robu	gods
robu	varor
psv	psv
joachim	joachim
pereira	pereira
olivier	olivier
hat	hatten
hat	keps
hat	mössa
hat	hatt
lucija	lucia
doze	doser
garda	vakta
garda	vakt
garda	garda
drveni	trä
promijenjen	förändrad
promijenjen	ändrat
promijenjen	bytt
promijenjen	byttes
promijenjen	förändrats
promijenjen	ändrats
složio	avtalade
složio	överenskomna
složio	överenskommen
desi	desi
desetine	tiotal
desetine	ten
desetine	dussin
desetine	dussintal
desetine	dussintals
desetine	poäng
ciudad	ciudad
običnih	ordinarie
običnih	vanliga
potvrdila	bekräftade
potvrdila	bekräftad
potvrdila	bekräftas
potvrdila	bekräftat
potvrdila	bekräftats
devedesetih	nittiotalet
claudio	claudio
tvoj	ditt
tvoj	din
tvoj	dina
mhc	mhc
stavljen	lägger
stavljen	lägga
stavljen	sätta
stavljen	lägg
sekcije	avsnitt
sekcije	sektioner
odobrio	godkända
odobrio	godkänt
odobrio	godkänd
tragedija	tragedin
tragedija	tragedier
tragedija	tragedi
anđeo	angelina
anđeo	ängeln
anđeo	ängel
anđeo	angel
branislav	branislav
kent	kent
joel	joel
betty	betty
pojavljivanja	skenet
pojavljivanja	framträdanden
lim	lim
algoritam	algoritmen
algoritam	algoritm
exd	exd
bande	gäng
bande	gäng
bande	gänget
bande	gang
pomagao	understödda
luna	luna
mrtva	död
mrtva	döda
mrtva	dött
mrtva	dead
imenovana	utnämnd
imenovana	utnämnda
imenovana	utsedd
imenovana	utsedda
kreiranje	skapa
kreiranje	skapar
kreiranje	skapa
kreiranje	skapar
preostala	kvarvarande
preostala	återstår
preostala	återstående
preostala	resterande
republikanske	republikan
republikanske	republikanska
poslanici	budbärare
poslanici	parlamentsledamöter
poslanici	lagstiftare
oluje	oväder
oluje	stormar
oksidi	oxid
kopnena	landa
kopnena	land
kopnena	marken
kopnena	ground
flora	flora
signale	signaler
signale	signalerna
signale	signalerar
violina	fiol
trgovaca	försäljare
trgovaca	säljare
milwaukee	milwaukee
anglo	anglo
bavili	engagerade
bavili	förlovade
bavili	engagerat
bavili	förlovad
bavili	engagerad
raj	raj
raj	paradiset
raj	paradis
raj	paradise
intervencije	interventioner
intervencije	ingripande
intervencije	intervention
slava	slava
slava	ära
slava	härlighet
slava	glory
uvid	insikt
uvid	inblick
blizak	stänga
blizak	nära
blizak	stäng
stručni	experten
stručni	sakkunnig
stručni	expert
minus	minus
uzrokujući	orsakar
širokog	breda
širokog	bred
širokog	brett
pobijedi	win
pobijedi	vinst
pobijedi	vinna
pobijedi	vinn
bundeslige	bundesliga
menadžment	management
menadžment	ledning
menadžment	hantering
menadžment	förvaltning
bubanj	trumma
poklon	present
poklon	gåva
graf	graf
jod	jod
carla	carla
ekvivalent	motsvarande
ekvivalent	likvärdigt
ekvivalent	likvärdiga
ekvivalent	likvärdig
ekvivalent	ekvivalent
kompletna	kompletta
kompletna	fullständigt
kompletna	slutför
kompletna	komplett
kompletna	fullständig
moon	måne
moon	månen
moon	moon
erwin	erwin
gay	bög
gay	gay
krvotok	blodomloppet
poplava	översvämning
poplava	översvämningar
poplava	översvämning
poplava	översvämningar
poplava	översvämning
poplava	översvämningarna
poplava	översvämningar
ada	ada
kew	stugor
csstext	csstext
esej	uppsats
esej	uppsatsen
slabosti	brister
slabosti	svagheter
harvey	harvey
ismail	ismail
korisne	användbar
korisne	användbara
korisne	användbart
korisne	nyttig
virgin	oskuld
virgin	virgin
virgin	jungfru
happel	happel
srednjih	sekundära
srednjih	sekundär
srednjih	sekundärt
vijetnamski	vietnamesiska
nikozija	nicosia
grace	nåd
grace	grace
portala	portaler
spremnika	klipp
díaz	díaz
bazilika	basilica
tamne	mörkt
tamne	mörk
tamne	mörka
tkivu	vävnader
tkivu	vävnad
definisati	definiera
priznaju	medge
platon	platon
rfc	rfc
tata	farsan
tata	pappa
tata	husse
tata	pappa
timor	östtimor
timor	timor
kapital	huvudstad
kapital	kapitalet
kapital	capital
kapital	huvudstaden
kapital	kapital
desktop	skrivbordet
desktop	desktop
desktop	skrivbord
nosač	bärare
počinio	engagerad
počinio	begått
počinio	engagerade
počinio	engagerat
uzela	tog
snimljene	inspelat
snimljene	inspelade
snimljene	registreras
snimljene	inspelad
ulaganja	placeringar
ulaganja	investeringar
staljin	stalin
staljin	stalins
katastrofa	katastrof
katastrofa	katastrofen
katastrofa	katastrofer
katastrofa	katastrof
otkrivene	upptäckts
otkrivene	upptäckt
otkrivene	upptäcktes
otkrivene	upptäckta
otkrivene	upptäckte
rhode	rhode
plemići	aristokrater
svg}}	svg}}
amy	amy
okončan	avslutade
okončan	slutade
okončan	avslutades
brooks	bäckar
brooks	brooks
izazov	utmaningen
izazov	challenge
izazov	utmanar
izazov	utmana
izazov	utmaning
čarobnjaka	guiden
čarobnjaka	trollkarlen
čarobnjaka	trollkarl
savezi	allianser
tropske	tropisk
tropske	tropiska
tropske	tropiskt
webb	webb
mirovnim	fredsbevarande
sen	sen
adem	adem
sugerira	antyder
sugerira	föreslår
redovi	köer
sfera	sfären
sfera	klot
sfera	sfär
mikroskop	mikroskop
jetra	lever
jetra	levern
odbacuje	förkastar
odbacuje	avvisar
robot	robot
umre	avlider
umre	dör
cvijeće	flowers
cvijeće	blommor
galileo	galileo
alexandre	alexandre
porazila	besegrade
porazila	besegrat
porazila	besegrades
porazila	besegrad
mahmud	mahmoud
mahmud	mahmud
pokemon	pokemon
atomskih	atomic
sportsko	sporter
sportsko	sport
sportsko	idrott
sportsko	sports
svinje	grisar
svinje	svin
najniža	lägst
najniža	lägsta
tretmana	behandlingsmetoder
tretmana	behandlingar
kapi	droppar
metale	metaller
prijateljstva	vänskap
prijateljstva	vänskap
poslali	skickas
poslali	skickade
poslali	skickat
poslali	skickad
generali	generaler
projekcija	utskjutande
projekcija	projektion
projekcija	prognoser
bazama	databaser
otrovan	giftiga
otrovan	giftig
otrovan	giftigt
otrovan	förgiftade
otrovan	förgiftat
otrovan	förgiftad
denver	denver
standardi	standarder
standardi	normer
standardi	standards
nestali	borta
nestali	åkt
nestali	gått
nestali	saknar
nestali	saknas
nestali	saknade
nestali	saknad
nestali	försvunnen
izričito	explicit
izričito	uttryckligen
izričito	uttryckligt
proteinima	proteiner
kompozitori	kompositörer
jenson	jenson
blaga	skatter
blaga	milt
blaga	milda
blaga	lindriga
blaga	lindrig
blaga	mild
diskusija	diskussioner
diskusija	diskussionerna
diskusija	diskussioner
diskusija	diskussion
prst	fingret
prst	finger
xbox	xbox
imovinu	fastighet
imovinu	egenskap
imovinu	fastigheter
imovinu	egendom
lihtenštajn	liechtenstein
egipćani	egyptierna
egipćani	egyptier
konkretno	specifikt
četrdeset	fyrtio
četrdeset	forty
susjeda	grannland
susjeda	granne
susjeda	grannen
susjeda	grannländer
susjeda	grannar
susjeda	granne
susjeda	grannen
prijetnje	hot
teku	flöde
teku	flödet
nastava	instruktioner
nastava	anvisning
nastava	instruktion
pluton	pluto
gledao	tittat
gledao	tittade
gledao	bevakade
gledao	såg
rom	rom
teoretski	teoretiskt
teoretski	teoretisk
teoretski	teoretiska
teoretski	teoretiskt
reci	berätta
reci	tell
pčele	bin
osvojena	vunna
osvojena	won
osvojena	vunnit
osvojena	vann
dublje	djupare
jemen	jemen
jemen	yemen
odsustvu	avsaknad
odsustvu	frånvaro
diviziji	division
diviziji	delning
nemanja	nemanja
afera	affär
deportivo	deportivo
antike	antiken
uživao	njöt
izrađen	utarbetat
izrađen	inkallad
spomenuta	nämnt
spomenuta	nämndes
spomenuta	nämnde
spomenuta	nämnts
spomenuta	nämns
berkeley	berkeley
springfield	springfield
truman	truman
eugen	eugen
prevedena	översatt
prevedena	översatta
naglasak	betoning
naglasak	tonvikt
naglasak	tyngdpunkt
lijekovima	medicin
lijekovima	medicinering
ocjene	betyg
trnava	trnava
tesla	tesla
podizanje	höj
podizanje	höja
podizanje	höjning
podizanje	uppfostra
podizanje	höjning
arterija	artär
brooklyn	brooklyn
prijetnja	hot
gottfried	gottfried
ist	ist
austin	austin
uslovom	skick
uslovom	villkor
vožnje	köra
vožnje	bilkörning
vožnje	körning
vožnje	kör
nicholson	nicholson
obradi	beredning
obradi	förädling
obradi	bearbetning
obradi	bearbetar
pravaca	rutter
pravaca	riktningar
earl	earl
based	baserad
based	baserade
based	baserat
lud	galen
lud	galet
lud	tokig
zaključuje	sluter
antologija	anthology
proučavao	studerade
proučavao	studerat
ispadanje	nedfall
mihajlo	mihajlo
