che	kad
geografia	geografija
division	kvadratas
sonora	sonora
uscito	nutraukė
ipotesi	prielaidos
ipotesi	hipotezė
influenza	įtaka
influenza	gripas
influenza	gripo
influenza	gripas
vivo	gyva
vivo	gyvi
vivo	gyvas
giallo	geltona
metropolitana	metro
grecia	graikija
mura	mura
scienze	mokslas
scienze	mokslo
scienze	mokslai
celebre	žymi
#aaa	#aaa
chiede	klausia
incidente	incidentas
incidente	avarija
incidente	avarijos
xiv	xiv
jim	džimas
verona	verona
basilica	bazilika
composizione	sudėtis
guido	guido
femmine	patelių
femmine	patelės
femmine	moteris
femmine	patelės
femmine	moterys
femmine	moterų
femmine	patelė
musicali	muzikos
valign	valign
fede	tikėjimą
fede	fede
prove	testai
prove	bandymai
prove	bandymai
prove	įrodymai
prove	repeticija
prove	įrodymas
poteri	jėgos
istituzione	įstaiga
istituzione	institucija
decreto	dekretas
strade	keliai
strade	gatvės
strade	gatvėse
sesto	šeštoji
sesto	šešta
sesto	šeštasis
sesto	šeštosios
rivoluzione	revoliucijos
rivoluzione	revoliucija
bill	bilas
motori	motors
motori	varikliai
tiro	šaudymo
tiro	kadras
campioni	mėginys
campioni	bandinys
campioni	mėginio
campioni	ėminys
campioni	čempionai
svizzero	šveicarijos
svizzero	šveicarija
abitato	apgyvendintas
temperatura	temperatūrą
temperatura	temperatūra
inserire	įterpti
imprenditore	verslininkas
imprenditore	verslininkas
vivere	gyventi
vivere	gyvenimo
vivere	gyvos
vivere	gyva
vivere	live
vivere	gyvi
vivere	gyventi
vivere	gyvos
americana	amerikos
americana	americana
scontro	clash
asteroide	asteroidas
riprese	filmavimo
riprese	šaudymo
longitudine	ilguma
longitudine	ilgumos
benedetto	benediktas
benedetto	benedeto
scoperta	atrado
scoperta	aptikta
scoperta	atradimas
culto	cult
guerre	karai
tony	tony
tony	tonis
post	postų
post	pareigybės
post	įrašai
ungherese	vengrijos
macchina	įranga
cavallo	žirgas
cavallo	arklys
cavallo	arkliai
cavallo	arklio
obiettivo	tikslas
euro	euras
euro	euro
chicago	čikagos
oscar	oskaras
tradizionale	tradicinės
tradizionale	tradiciniai
tradizionale	tradicinė
enciclopedica	enciklopedinis
ciclo	ciklas
vice	vice
viii	viii
internet	interneto
internet	internetas
sovietica	sovietų
sovietica	tsrs
scuole	mokykla
reggimento	pulkas
reggimento	pulką
difensore	gynėjas
olio	naftos
olio	alyva
olio	aliejus
olio	aliejai
olio	aliejus
olio	alyvos
fisico	fizikas
talk	kalbėti
pezzi	gabaliukai
pezzi	gabalai
critico	kritikas
critico	esminė
raggiunge	pasiekia
dubbio	abejonės
dubbio	abejotina
pensiero	galvoju
commedia	komedija
terre	terre
realizzata	realizuotas
amm	sma
punta	punta
test	bandymo
test	bandomoji
test	bandymas
test	testai
test	bandymai
test	bandymai
egitto	egipte
egitto	egipto
egitto	egiptas
portiere	vartininkas
portiere	porter
uefa	uefa
conti	conti
parlare	kalbėti
elemento	elementas
giocare	žaisti
giocare	groti
giocare	žaidžia
hall	salėje
hall	salė
scultore	skulptorius
nipote	sūnėnas
nipote	anūkė
nipote	dukterėčia
nipote	anūkas
magari	gal
magari	galbūt
dischi	diskai
dischi	diskas
dischi	disko
dischi	diskai
riforma	reformacijos
riforma	reformos
statua	statula
clubnat	clubnat
speciali	patiekalai
speciali	specialių
necessità	reikia
necessità	būtinumo
necessità	būtinumas
necessità	būtinybė
antichi	senovės
attacchi	išpuoliai
attacchi	išpuolių
principessa	princesė
principessa	princese
principessa	princesės
debutto	debiutas
montagna	kalnų
montagna	kalnas
montagna	kalnai
montagna	kalnuose
malattia	ligos
malattia	ligos
malattia	liga
livelli	sluoksniai
professore	profesorius
felice	feliksas
felice	felice
felice	laiminga
felice	laimingas
felice	laimingi
verità	tiesos
verità	tiesas
verità	tiesa
verità	tiesos
nera	juodai
nera	juodas
nera	juodi
nera	juoda
denominazione	nominalas
flotta	laivyno
flotta	laivynas
argentino	argentino
salvatore	salvatore
corona	karūna
corona	corona
costituzione	konstitucija
bisogno	reikia
nostra	mūsų
caduta	ūkininkus
caduta	krenta
rivolta	sukilimas
talvolta	kartais
capitolo	poskyrį
vide	vide
dvd	dvd
dvd	dvd
consenso	sutikimas
consenso	sutikimo
pio	pijus
pio	pio
inglesi	britanijos
inglesi	britai
inglesi	britų
inglesi	anglų
greca	graikų
partenza	išvykimas
partenza	išvykimo
monti	kalnai
monti	kalnuose
nazione	tauta
primavera	pavasario
primavera	pavasaris
agente	agentas
nazionalità	tautybių
college	koledžas
college	kolegijos
college	kolegija
college	koledžo
umano	žmonijos
umano	žmogaus
umano	žmogus
sardegna	sardinijos
indipendenza	nepriklausomybės
indipendenza	nepriklausomybė
indipendenza	nepriklausomumas
indipendenza	savarankiškumas
materiali	medžiaga
materiali	medžiagų
materiali	medžiagos
eccentricità	ekscentricitetas
png	npc
bianchi	baltieji
bianchi	bianchi
nove	devyni
diego	diego
ali	sparnai
ali	sparnus
ali	ali
ferrovia	geležinkelis
ferrovia	geležinkelis
ferrovia	geležinkelių
ferrovia	geležinkeliai
ferrovia	geležinkelis
televisione	televizijos
televisione	televizija
laura	laura
riccardo	ričardas
fiori	gėlės
fiori	gėlių
fiori	gėlė
vergine	mergelės
vergine	mergelių
byte	baitų
posizioni	pozicijas
toscana	toskanos
fanteria	pėstininkų
piero	piero
admin	administratorius
lasciato	paliko
ricorda	prisiminti
ricorda	prisimena
costruire	statybos
canto	dainuoja
canto	daina
canto	dainos
modifica	pakeisti
marino	jūrų
marino	jūrinė
coro	choro
coro	choras
frase	frazė
uccidere	nužudyti
uccidere	žudo
uccidere	žudymas
asia	azija
lord	viešpatie
atp	atp
chiuse	uždaryta
chiuse	uždara
hockey	ritulio
rugby	regbio
politici	politikas
racconto	pasaka
umani	žmonijos
umani	žmogaus
umani	žmogus
bretagna	bretanės
vescovi	vyskupų
potente	galingas
potente	galinga
potente	galingi
potente	stiprūs
esclusivamente	išimtinai
elezione	rinkimai
elezione	rinkimų
tribù	genčiai
tribù	kilę
personalità	asmenybės
personalità	asmenybė
personalità	asmenybės
finalista	finalistas
interpretazione	išaiškinimas
interpretazione	aiškinimo
interpretazione	aiškinimas
interpretazione	aiškinant
province	provincijos
province	apskritys
semi	sėklos
leonardo	leonardas
domenica	sekmadienis
domenica	sekmadienį
domenica	sekmadienio
pressione	slėgis
pressione	slėgio
ferdinando	ferdinandas
medici	gydytojai
medici	medici
medici	daktarai
medici	gydytojai
collega	kolega
chilometri	kilometrai
chilometri	km
chilometri	kilometrai
chilometri	kilometrų
volontà	bus
sicuramente	tikrai
porte	durys
porte	duris
porte	durų
abilità	įgūdžiai
abilità	įgūdžiai
abilità	gebėjimas
abilità	gebėjimą
governatore	reguliatorius
governatore	gubernatorius
catastale	kadastro
umana	žmonijos
umana	žmogaus
umana	žmogus
monumento	paminklas
classica	klasikinio
classica	klasikinis
patria	tėvynę
dipinto	dažymas
carico	krovinys
carico	pakrovimo
alleanza	aljanso
forti	stiprūs
forti	tvirtas
forti	stipri
forti	stiprus
copie	kopijas
gianni	gianni
gianni	džimas
aspetti	aspektai
aspetti	aspektus
citato	kotiruojamos
cinematografiche	kinematografijos
centrocampista	saugas
linguaggio	kalbos
linguaggio	kalba
facilmente	lengvai
solista	solistas
pieno	pilnas
pieno	visu
venti	vėjai
ritiro	atsitraukti
ritiro	pajėgų
ritiro	trauktis
ritiro	faktiškai
ritiro	pasitraukimas
adesso	dabar
occhio	akies
occhio	akių
occhio	akis
occhio	eye
cavaliere	žirgas
cavaliere	riteris
racconta	sako
santuario	šventovė
santuario	prieglauda
taylor	taylor
racconti	pasakų
gas	dujos
gas	dujos
lady	ledi
lady	dama
lady	damos
manga	manga
prestito	paskolos
prestito	paskola
general	bendri
general	bendra
general	bendrieji
ciclista	dviratininkas
aerei	orlaivis
aerei	orlaiviai
aerei	lėktuvas
signora	ledi
signora	dama
signora	damos
fondatore	įkūrėjas
visita	aplankyti
dinastia	dinastija
identità	tapatybę
identità	tapatybė
identità	tapatybės
identità	tapatumas
finalmente	pagaliau
sacro	šventa
sacro	švento
emilia	emilija
salute	sveikata
chiara	clare
chiara	chiara
maurizio	karolina
maurizio	maurice
oriente	rytų
proprietario	savininkas
animale	gyvūnai
animale	gyvuliai
animale	gyvūnas
animale	gyvūno
animale	gyvūnų
finali	finalo
finali	galutiniai
finali	galutinis
finali	galutinė
finali	finalas
grave	rimti
grave	rimta
grave	rimtas
grave	rimtų
grave	sunkus
grave	kapo
informazione	informacija
siena	sienna
real	tikras
chiusura	uždarymo
chiusura	uždarymas
chiusura	uždarymo
economico	pigiai
economico	pigūs
economico	pigus
economico	pigios
economico	pigu
archivio	archyvas
archivio	archyvai
matteo	matteo
catena	grandinės
catena	grandinė
jackson	jackson
elena	elena
elena	elena
vale	vale
ray	ray
danno	žala
danno	žalos
arrivare	atvyksta
studenti	studentų
studenti	studentė
studenti	studentas
habitat	buveinių
habitat	buveinė
classico	klasikinio
classico	klasikinis
catania	catania
permesso	leidžiama
permesso	absoliutus
challenger	arenos
viola	violetinė
viola	violeta
varietà	veislės
varietà	veislė
varietà	veislių
varietà	veislė
km²	km²
circuito	trasa
circuito	grandinė
antiche	senovės
discorso	diskursas
attaccante	spragtukas
spedizione	siunta
spedizione	krovinys
spedizione	siuntimas
spedizione	laivybos
spedizione	laivyba
spedizione	shipping
spedizione	ekspedicija
medicina	vaistas
eric	erikas
eric	eric
abbazia	abi
piloti	pilotai
vincere	laimėti
riceve	gauna
ferrari	ferrari
calabria	kalabrijos
rilevanza	aktualumas
rilevanza	reikalingumas
rilevanza	reikšmingumo
dizionario	žodynas
modella	modelis
registrazione	įrašas
registrazione	įrašymo
registrazione	registravimas
registrazione	įrašymas
registrazione	registracija
registrazione	registracijos
registrazione	registravimas
religiosa	religinių
girl	mergaite
girl	mergaitė
girl	mergina
girl	merga
medievale	viduramžių
monumenti	paminklų
contemporanea	šiuolaikinio
fuso	skystą
carte	korteles
carte	kortos
giardino	sode
giardino	sodas
foglie	lapų
street	gatvė
street	gatvės
stanza	kambarys
green	žalia
savoia	savoia
compagni	draugai
idee	idėjų
idee	idėjos
assedio	apgulties
matematico	matematikas
spada	kardas
spada	kardo
spada	kardą
civili	civilinė
civili	civilinės
civili	civilinis
civili	civilių
civili	civiliai
lavora	darbas
ove	ove
compagno	drauge
compagno	draugas
scozzese	škotų
scozzese	škotijos
affari	verslo
affari	įmonė
affari	verslas
irlandese	airių
irlandese	airijos
irlandese	airiai
albero	stiebo
albero	medžio
augusto	augusto
esecuzione	vykdymas
vincendo	laimėti
successi	sėkmė
successi	sėkmės
reggio	reggio
esordio	debiutas
hill	kalvos
documento	dokumentas
nucleo	branduolys
insegnante	mokytoja
hans	hans
ebrei	žydų
ebrei	hebrajai
ebrei	žydai
ebrei	žydas
congresso	kongresas
artiglieria	artilerijos
gentile	švelnios
gentile	švelnus
gentile	švelni
gentile	gentile
gentile	gražiai
gentile	gražus
gentile	gražūs
gentile	gražu
jazz	džiazo
farsi	farsi
davvero	išties
davvero	tikrai
banca	bankas
concerti	koncertai
gigante	giant
trieste	trieste
barcellona	barselonoje
karl	karlas
karl	karl
salvare	išsaugoti
vicina	kaimynas
tesi	disertacija
tesi	disertaciją
moto	moto
moto	motociklo
moto	motociklai
vittime	aukas
vittime	aukos
vittime	aukų
colonia	kolonia
colonia	kolonija
facoltà	fakultetų
facoltà	fakulteto
crescita	augimas
crescita	augimo
regionali	regionų
giudice	teisėjas
andrew	endriu
messina	mesina
renato	rené
renato	renato
americani	amerikos
americani	amerikiečiai
tokyo	tokijo
alleati	sąjungininkų
alleati	sąjungininkai
alleati	sąjungininkas
variante	variantai
variante	variantas
dichiarato	deklaruotas
françois	françois
generazione	karta
famosa	žymi
biografia	biografija
mente	protas
omicidio	žmogžudystė
fotografia	kinematografija
fotografia	photography
fotografia	fotografijos
fotografia	fotografija
fotografia	nuotrauka
umberto	umberto
caterina	katerina
caterina	caterina
nostro	mūsų
abate	abatas
tommaso	tommaso
aldo	aldo
aldo	arnoldas
artistica	meno
comunista	komunistų
comunista	komunistai
kim	kim
alfonso	afonso
alfonso	alfonso
dentro	viduje
vantaggio	pranašumą
vantaggio	pranašumas
game	žaidimas
mandato	įgaliojimai
mandato	mandatas
interpreti	atlikėjai
ampio	platus
ampio	plati
zio	dėdė
zio	dėde
pensare	galvoju
pensare	manau
rose	rožės
muore	miršta
scienza	mokslas
scienza	mokslo
reso	lydyti
termina	baigiama
termina	baigiasi
vendita	pardavimai
vendita	pardavimas
vendita	parduotas
perdita	nuotėkio
perdita	nutekėjimas
this	šio
brigata	brigada
combattere	kovoti
novanta	devyniasdešimt
tecnologia	tech
tecnologia	technologijos
tecnologia	technologija
tecnologia	technologijų
scrittura	rašant
irlanda	airija
suono	garsas
generali	generali
generali	generolai
generali	bendri
generali	bendra
generali	bendrieji
attiva	aktyviai
attiva	aktyvi
attiva	aktyvus
attiva	aktyvuoti
attiva	suaktyvinti
attiva	aktyvinti
passione	aistringas
passione	aistra
ruoli	vaidmenys
ruoli	vaidmenis
artistico	meno
andré	andre
moderno	moderni
interni	interjero
interni	vidaus
concessione	koncesijos
concessione	koncesija
amministrativo	administracinis
amministrativo	administracinės
tim	timas
trattamento	gydymas
contributo	įnašas
contributo	indėlis
assoluto	absoliutas
assoluto	absoliutus
cimitero	kapinės
cimitero	graveyard
trofeo	trofėjus
amicizia	draugystė
amicizia	draugyste
amicizia	draugystės
senato	senato
senato	senatas
verdi	žalia
verdi	verdi
fumetti	comics
invasione	invazija
belle	belle
lewis	lewis
neri	neri
neri	juodai
neri	juodas
neri	juodi
neri	juoda
chiedere	klausti
chiedere	paprašyti
diventando	tampa
mille	tūkst
mille	mille
inverno	žiemos
inverno	žiemą
inverno	ziema
inverno	žiema
componente	komponento
divisa	vienodas
tela	drobė
personali	asmeninis
emanuele	emanuele
emanuele	emanuel
emanuele	emmanuel
praticamente	praktiškai
victor	viktoras
champions	čempionai
pokémon	pokémon
girato	filmavo
cavalieri	cavalieri
cavalieri	raiteliai
cavalieri	žirgas
cavalieri	riteris
ivan	ivanas
billy	bilis
pezzo	vnt
pezzo	gabalas
sovietico	sovietų
sovietico	tsrs
rappresentato	sudarė
napoleone	napoleonas
resa	išeiga
specialmente	specialiai
corsi	kursai
corsi	kursams
corsi	kursuose
corsi	kursus
cronologia	chronologija
cronologia	tvarkaraštį
anima	anima
anima	siela
anima	sielos
song	daina
song	dainos
stretto	sąsiauris
dialetto	dialektas
lavorato	dirbau
lavorato	dirbo
docente	dėstytoja
docente	mokytoja
fabio	fabio
fabio	fábio
medioevo	viduramžių
emilio	emilio
clima	klimato
clima	klimatas
tanti	daug
pittura	dažymas
enorme	didžiuliai
enorme	milžiniškas
enorme	didžiulė
enorme	dideles
enorme	didžiulis
simone	simona
simone	saimonas
simone	simonas
conta	skaičiuoti
google	google
men	vyrai
atletica	athletic
vento	vėjai
vento	vėjuotas
vento	akių
vento	vėjas
gaetano	gaetano
cristiano	cristiano
tiene	išlaiko
laterali	šoninis
braccio	rankos
angolo	kampas
attori	aktoriai
attori	veikėjai
attori	aktorė
attori	aktorius
specifico	konkrečių
angeli	angelai
angeli	angelas
movimenti	judėjimas
movimenti	judesiai
movimenti	judėjimo
chiama	vadina
spalle	pečius
adam	adamas
favorevoli	palankios
sfida	iššūkis
will	bus
avversario	oponentas
lunghi	ilgai
lunghi	ilga
lunghi	ilgas
equipaggio	įgula
equipaggio	įgulos
facile	lengva
facile	lengvai
prevede	pranašauja
stazioni	stotys
parrocchia	parapija
impianti	įrenginiai
impianti	įrengimai
fortuna	fortuna
traffico	eismas
jimmy	jimmy
jimmy	džimis
segnali	signalus
segnali	signalai
society	visuomenė
ampia	platus
ciao	hello
ciao	sveiki
esposizione	parodos
esposizione	paroda
ford	ford
alessandria	aleksandrija
assemblea	susirinkimas
assemblea	mazgas
assemblea	surinkimo
foresta	miškas
foresta	miškais
foresta	miškai
dante	dantė
corpi	įstaigų
corpi	organai
corpi	kūnai
apre	atveria
musicisti	muzikantai
circondario	cercle
piena	pilnas
piena	visu
penisola	pusiasalio
force	force
agostino	agostino
paura	baimė
paura	baime
paura	baimės
paura	išsigandęs
motivazione	motyvacija
motivazione	pagrindimas
motivazione	pateisinimas
candidato	kandidatas
candidato	kandidatės
storiche	istorinis
storiche	istorinė
storiche	istoriniai
storiche	istorinis
storiche	istorinė
cannoni	ginklus
cannoni	ginklų
cannoni	ginklai
letterario	literatūros
infanzia	vaikystės
inviato	nustačiusi
originali	originalai
occupazione	užimtumas
occupazione	įdarbinimas
occupazione	profesija
occupazione	užsiėmimas
anne	anne
popolazioni	populiacijos
popolazioni	populiacijoms
popolazioni	populiacijų
fasi	etapai
sci	slidinėjimo
fernando	fernando
restauro	atkūrimas
restauro	atstatymas
restauro	atkūrimo
daniele	daniel
daniele	daniele
possibili	įmanoma
detentore	laikytojas
detentore	turėtojas
colle	klijai
colle	col
colle	pulkininkas
colle	kalvos
estratto	ekstraktas
estratto	išrašas
estratto	ištrauka
estratto	išgauti
costo	savikaina
aquila	erelis
romanzi	romanus
fusione	sandorį
fusione	sintezės
saga	saga
assoluta	absoliutas
assoluta	absoliutus
assolutamente	būtinai
fama	fame
autonomia	autonomija
autonomia	autonomiją
autonomia	autonomijos
autonomia	savarankiškumas
assistente	ass
assistente	asistentas
assistente	padėjėjas
remix	remix
remix	remixes
vincitori	laimėtojus
vincitori	laimėtojai
vincitori	nugalėtojai
vicenza	kvartale
boy	berniukas
johann	johann
alice	alisa
pericolo	pavojus
duomo	katedra
duomo	katedros
duomo	kupolu
duomo	duomo
suolo	dirvožemio
suolo	dirvožemį
suolo	dirvožemis
organizzato	organizuotu
fontana	fontana
fontana	fontanas
sogno	svajonė
sogno	svajone
ragazze	mergaitės
ragazze	mergaites
ragazze	merginos
sposato	vedęs
sposato	ištekėjusi
ferrara	feraros
attesa	laukiu
attesa	laukia
attesa	laukimas
risorse	ištekliai
risorse	išteklių
occidentali	vakarų
ugo	hugh
ugo	hugo
enzo	enzo
asse	ašis
asse	ašies
asse	ašis
asse	ašies
famosi	žymi
critiche	kritika
critiche	kritikos
critiche	kritiką
critiche	kritikai
critiche	kritika
critiche	kritiką
critiche	esminė
chiuso	uždaryta
chiuso	uždara
sacerdote	kunigas
tomba	kapas
tomba	kapo
frutto	vaisiai
votazioni	balsai
votazioni	balsų
amica	draugė
amica	draugo
amica	drauge
amica	draugas
stephen	stephen
parete	sienos
parete	siena
dolce	sweet
dolce	saldus
dolce	miela
dolce	desertas
margherita	margherita
margherita	marguerite
margherita	deizė
pellicola	filmas
pellicola	plėvelė
dan	dan
anthony	antanas
distruzione	naikinimo
distruzione	sunaikinimas
modi	būdais
treni	traukiniai
chimica	cheminis
chimica	cheminė
chimica	chemija
long	ilgai
long	ilga
long	ilgas
trama	kreivės
trama	ataudų
trama	tekstūra
trama	sklypų
ceca	eapb
anello	žiedas
passeggeri	keleivis
passeggeri	keleivinis
golden	auksinis
console	konsulas
console	pultas
console	pultai
disputa	ginčas
disputa	ginčai
marcia	marcia
pallavolo	tinklinis
gravi	sunkus
marcello	marcellus
marcello	marcello
vendite	pardavimai
vendite	pardavimas
vendite	parduotas
residenza	gyventi
grosso	didelės
grosso	dideli
grosso	didysis
grosso	didelis
ducato	kunigaikštystė
trasporti	transportas
liberazione	išlaisvinimo
ricco	turtingas
profondità	gylis
navale	laivyno
edoardo	edoardo
alba	aušra
alba	aušros
alfred	alfredas
nobili	inertinių
nobili	didikų
bacino	baseinas
carcere	kalėjimas
carcere	kalėjimą
carcere	kalėjimas
aggiunto	pridėtinės
fortezza	tvirtovė
rapidamente	greitai
bosco	medienos
bosco	mediena
bosco	miškas
bosco	miško
bosco	bosco
pelle	oda
pelle	odos
pelle	oda
pelle	odos
classificazione	klasifikavimas
classificazione	klasifikacija
colpi	pučia
catalogo	katalogo
catalogo	katalogas
olimpiade	olimpiada
giulia	giulia
giulia	džiulija
giulia	julija
indiano	indas
indiano	indijos
ammiraglio	admirolas
cantone	kantonas
istruzione	švietimas
istruzione	išsilavinimas
saggio	sage
saggio	išmintinga
socialista	socialistų
caratteri	šriftas
caratteri	šrifto
conservato	konservuota
conservato	konservuoti
interessante	įdomu
interessante	įdomus
riuscito	pavyko
riuscito	sėkmingai
design	projektavimas
design	dizaino
design	dizainas
orientali	rytų
purtroppo	liūdna
purtroppo	deja
purtroppo	deja
olimpiadi	olimpiada
olimpiadi	žaidynėse
avventura	nuotykiai
avventura	nuotykis
avventura	nuotykių
impegno	įsipareigojimas
impegno	įsipareigojimą
disegni	dizaino
disegni	piešiniai
disegni	brėžiniai
british	britanijos
british	britai
british	britų
urbano	urban
urbano	miesto
perdite	nuostoliai
perdite	nuotėkio
collana	vėrinys
cane	suo
cane	šuo
blues	bliuzo
death	mirtis
death	mirties
ricca	turtingas
allen	alenas
mobile	mobilusis
mobile	saugojimo
mobile	mobilus
hollywood	holivudo
educazione	švietimas
educazione	išsilavinimas
fabbrica	fabrikas
fabbrica	gamykloje
fabbrica	gamykla
intenzione	ketinimas
intenzione	ketinimą
reali	tikras
douglas	douglas
continuare	tęsti
teresa	teresa
teresa	terese
east	rytų
muro	sienos
muro	siena
disney	disney
colpito	sužavėtas
consigliere	patarėjas
consigliere	patarėja
miller	mileris
scomparsa	dingimo
scomparsa	dingo
scomparsa	trūksta
giuliano	giuliano
pesante	sunkus
pesante	galinga
impiegato	darbuotojui
impiegato	darbuotojas
impiegato	tarnautojas
riconosciuto	pripažintos
civica	pilietinių
civica	pilietinis
uguale	lygu
ricordare	prisimenant
ricordare	prisiminti
diplomatico	diplomatai
diplomatico	diplomat
diplomatico	diplomatinio
diplomatico	diplomatinis
diplomatico	diplomatinių
ramo	filialas
ramo	šaka
sicuro	tikras
fox	lapė
veloce	greitas
veloce	greita
veloce	greitai
veloce	greitas
veloce	greita
veloce	greiti
veloce	greitai
veloce	greit
veloce	greitai
wrestling	imtynių
danimarca	danija
danimarca	danijoje
danimarca	danijos
bocca	burna
bocca	burnos
arena	arena
lunghe	ilgai
lunghe	ilga
lunghe	ilgas
acido	rūgštis
francesca	francesca
ludovico	ludwig
ludovico	ludovico
elisabetta	elizabet
elisabetta	elisabeth
who	kas
who	kurie
percussioni	mušamieji
percussioni	būgnai
torri	bokštai
battaglione	bataliono
fiat	fiat
aziende	bendrovės
aziende	įmonėse
aziende	bendrovių
raggio	ray
frequenza	dažnumas
frequenza	dažnis
atleti	sportininkai
tornei	turnyrai
tornei	turnyras
tornei	turnyro
desiderio	troškimas
desiderio	noras
desiderio	ilgesio
sacra	šventa
sacra	švento
lancia	lancia
lancia	ietis
ken	kenas
lucia	liucija
popolari	dažniausi
bel	bel
infinito	begalinė
infinito	begalybės
infinito	begalines
minaccia	grėsmę
minaccia	grėsmė
minaccia	grėsmės
jane	džeine
marc	marc
girolamo	džirolamas
girolamo	jerome
oceano	vandenynas
pensa	manau
sequenza	seka
amante	meilužė
amante	meilužis
pesi	svarstyklės
pesi	svoriai
argomenti	argumentai
alfredo	alfredo
alfredo	alfredas
giapponesi	japonijos
giapponesi	japonų
missioni	komandiruotės
missioni	misijų
missioni	misijos
aprire	atverti
vittima	aukai
vittima	auka
riva	riva
necessaria	reikėjo
necessaria	būtinas
metodi	metodai
prezzo	kaina
prezzo	kainos
oxford	oksfordo
autunno	rudenį
autunno	ruduo
meccanica	mechanika
meccanica	mechaninis
meccanica	mechaninė
cavalleria	kavalerija
archi	arkų
archi	lankai
legame	obligacijų
boston	boston
trento	trent
trento	trento
trad	trad
perugia	perugia
avventure	nuotykiai
avventure	nuotykių
avventure	nuotykiai
avventure	nuotykis
avventure	nuotykių
rocco	roko
finisce	baigiama
finisce	baigiasi
heart	širdy
heart	širdies
heart	širdis
eva	ieva
eva	ieva
civiltà	civilizaciją
civiltà	civilizacija
civiltà	civilizacijos
civiltà	civilizacija
civiltà	civilizacijos
vecchi	senas
vecchi	vecchi
dipinti	piešiniai
dipinti	paveikslai
gabriele	gabriel
gabriele	gabriele
veramente	tikrai
veramente	išties
veramente	tikrai
favorevole	palankios
trasformazione	transformacija
trasformazione	transformacijos
trasformazione	transformacija
trasformazione	transformuoti
wild	laukiniai
wild	laukinių
prigionieri	kalinys
conduttore	turėtojas
israele	izraelis
israele	izraelio
carri	vagonai
carri	vagonų
carri	vagonas
carri	vežimo
responsabilità	įsipareigojimas
responsabilità	atsakomybė
responsabilità	atsakomybė
responsabilità	pareigos
responsabilità	atsakomybė
responsabilità	atskaitomybės
road	kelias
road	kelių
road	kelio
franz	franz
morire	mirti
morire	mirti
morire	miršta
gregorio	gregorio
gregorio	gregory
dark	tamsus
dark	tamsi
dark	tamsiai
dark	goth
fame	badas
fame	bado
fame	alkanas
fame	alkani
fame	fame
davide	davide
davide	david
davide	deividas
davide	dovydas
fan	fanai
fan	išplėtimo
milan	milanas
milan	milano
morale	moralė
morale	moralinę
morale	moralę
morale	dėsnis
aires	airėse
adriano	adriano
adriano	adrian
tipologia	tipologija
acquistato	perkami
acquistato	įsigytas
acquistato	pirktas
acquistato	nupirkti
acquistato	įsigyta
greci	graikai
greci	graikų
professionista	profesinės
professionista	profesionalus
pontificio	popiežiaus
buenos	buenos
proposto	siūlomas
corse	lenktynes
corse	lenktynių
espresso	espresso
sassonia	saksonijos
fiumi	upės
fiumi	upių
fiumi	upes
friedrich	friedrich
uccelli	paukščiai
status	būsena
status	statusą
status	būklė
status	būsenos
cavalli	arklių
cavalli	arkliai
cavalli	arklius
organizzata	organizuotu
variabile	kintamasis
mix	mix
pianista	pianistas
cibo	maistas
cristiani	krikščionių
cristiani	krikščionys
migliaia	tūkst
migliaia	tūkstančiai
moore	moore
divinità	dievai
divinità	deivė
acciaio	plienas
corrispondenza	korespondencija
corrispondenza	susirašinėjimas
violino	smuikas
bonus	bonus
bonus	premija
ferrovie	geležinkelis
ferrovie	geležinkeliai
ferrovie	geležinkelis
ferrovie	geležinkelis
ferrovie	geležinkelių
ferrovie	geležinkeliai
settimo	septintasis
settimo	septintoji
tradizionali	tradicinės
tradizionali	tradiciniai
tradizionali	tradicinė
differenze	skirtumas
razza	veislės
razza	veislė
laboratorio	laboratorijos
laboratorio	laboratorinis
laboratorio	laboratorijoje
laboratorio	laboratorija
destino	doom
destino	išlikimas
abbandonato	apleistas
abbandonato	apleista
baseball	kamuoliukas
baseball	beisbolo
costi	išlaidos
prefettura	prefektūra
interessi	interesus
hot	karšti
hot	karšto
hot	karšta
hot	karštas
opposizione	opozicijos
poesie	eilėraščiai
dura	kieta
dura	žiauri
dura	dura
elettronica	elektronikos
elettronica	elektroninių
elettronica	elektroniniai
eliminazione	šalinimas
monete	monetos
monete	monetos
monete	moneta
monete	monetų
stone	akmens
convinto	įsitikinęs
arabo	arabų
dave	dave
dave	deivas
torrente	torrent
torrente	upelio
sinistro	paliko
vuoi	nori
vuoi	norit
sky	dangaus
sky	dangus
indiana	indiana
scontri	susirėmimų
way	būdu
way	būdas
periodi	laikotarpius
periodi	laikotarpiai
commento	komentaras
commento	komentarų
commento	komentuoti
commento	komentaras
intende	ketina
composti	junginys
composti	junginiai
gloria	šlovės
gloria	garbė
ottimo	puikiai
ottimo	puiku
ottimo	puiki
ottimo	puikiai
ottimo	puiki
ottimo	puikų
ottimo	puikaus
ottimo	puikus
jonathan	džonatanas
western	vakarų
andato	dingo
turchia	turkiją
turchia	turkija
turchia	turkijos
continuo	nuolat
vincitrice	laimėtojas
esattamente	tiksliai
esattamente	būtent
montagne	kalnai
montagne	kalnuose
schermo	ekranas
schermo	ekrano
power	galios
power	galia
manuale	rankinis
conferenza	konferencija
like	lyg
like	kaip
venduto	parduota
venduto	parduodami
venduto	parduotas
venduto	parduodama
dick	dikas
