年	ano
圖書館	biblioteca
突破	mesmo
人生	vida
人生	a
通用	común
通用	comúns
原創	orixinal
原創	orixinais
地鐵	metro
地鐵	sen
地鐵	pantalóns
司法	justice
司法	xustiza
司法	a
司法	xuíza
司法	da
司法	aos
司法	con
花園	xardín
花園	horta
實驗	experimentos
實驗	experimento
實驗	experimentos
實驗	experimental
課程	suposto
課程	que
課程	por
課程	claro
課程	cursos
估計	estimouse
估計	estima
估計	que
箱	caixa
箱	palco
規劃	planificación
國內	doméstica
國內	caseira
個月	mes
個月	ao
現場	escena
現場	escea
尤其是	especialmente
尤其是	sobre
尤其是	todo
十字	cruzar
十字	cruz
十字	atravesar
十字	crosstree
信仰	fe
信仰	confiar
信仰	crenza
反應	reaccionar
反應	reaccionaredes
反應	reacciona
反應	reaccionan
反應	aos
反應	ante
反應	reaccionei
反應	reacción
反應	reaccións
反應	reacción
賞	recompensa
文明	civilización
價值	valores
價值	valor
價值	canto
價值	revenda
本地	local
本地	locais
本地	o
本地	de
案件	caso
案件	se
銷售	vender
銷售	de
銷售	ventas
銷售	á
銷售	venda
旅行	viaxar
旅行	viaxa
旅行	cara
旅行	viaxando
旅行	a
旅行	viaxe
小姐	srta
小姐	señorita
小姐	a
考慮	conta
考慮	considerade
考慮	considerar
考慮	consideren
考慮	os
考慮	en
考慮	consideraría
退休	xubilación
路易	luis
路易	louis
冬季	no
冬季	inverno
冬季	o
步槍	rifles
步槍	fusís
步槍	rifle
久	longo
久	longa
久	moito
久	tempo
機器	máquina
機器	lavadora
機器	maquinaria
機器	metralladoras
機器	as
機器	máquinas
機器	lavadoras
通道	canal
通道	canle
通道	noroeste
通道	pasaxe
通道	paso
墨	tinta
疾病	enfermidade
疾病	doenza
疾病	enfermidades
疾病	enfermidade
疾病	cardíacas
疾病	enfermidades
疾病	enfermedades
疾病	doenzas
逮捕	deter
逮捕	arresto
英里	km
英里	quilómetros
英里	millas
英里	kilómetros
英里	a
心理	psicolóxica
心理	psicolóxicas
心理	psicoloxía
心理	de
心理	mentais
心理	mental
生成	xerar
生成	neuronas
生成	xerado
每個	os
每個	as
每個	todos
每個	cada
每個	todas
每個	entre
每個	cada
每個	uns
每個	un
失敗	fracasar
失敗	fallan
失敗	non
失敗	fallaron
失敗	non
失敗	amosaban
失敗	fallamos
失敗	fracasei
失敗	suspendeu
失敗	por
失敗	cardíacos
失敗	imaxinación
失敗	fracaso
失敗	fracasado
嘴	boca
數位	dixital
數位	dixitais
協議	acordo
投降	rendédevos
四月	abril
四月	de
蛋白	proteína
蛋白	proteínas
條件	condicións
條件	patoloxías
條件	as
條件	condición
條件	situación
條件	doenza
條件	estado
蘇格蘭	escocia
下降	declive
下降	lanzamento
名單	lista
名單	listaxe
隊長	capitán
隊長	meu
戲劇	drama
戲劇	teatro
戲劇	recinto
戲劇	teatro
創建	crear
創建	creamos
創建	unha
創建	crean
創建	creación
創建	crear
創建	creando
牙	dentes
牙	os
吃	desordes
吃	comer
吃	comendo
吃	coma
吃	a
吃	comelo
吃	comer
吃	come
吃	comen
首席	xefe
首席	o
可靠	fiables
可靠	fiable
強烈	forte
強烈	fortes
芝加哥	chicago
女人	muller
女人	unha
華人	os
華人	chineses
華人	chinés
華人	chinesas
華人	chinesa
資源	recurso
資源	recursos
平面	plano
平面	avión
重量	peso
重量	importancia
依然	aínda
依然	segue
化學	químicas
化學	químico
化學	química
房屋	casa
房屋	casas
房屋	fogares
共識	consenso
共識	copenhaguen
基金會	fundación
基金會	alicerce
基金會	alicerces
基金會	base
基金會	foundation
基金會	cimentos
基金會	transformado
老師	profesor
老師	mestra
老師	mestre
五十	50
五十	cincuenta
合約	contratos
合約	contrato
平原	chaira
平原	costa
平原	plano
平原	claro
平原	tenra
證明	proba
證明	probas
佔領	ocupación
領導	liderado
幸福	felicidade
幸福	a
幸福	benestar
幸福	ledicia
幸福	feliz
幸福	contento
幸福	felices
幸福	contenta
弟弟	irmán
弟弟	meu
引入	presentarlles
引入	á
引入	presentar
引入	ao
引入	introducir
引入	presente
貝爾	campá
城堡	castelo
歡迎	benvida
歡迎	benvido
歡迎	benvidos
歡迎	a
歡迎	nada
影像	as
影像	imaxes
影像	imaxe
吻	bico
吻	bícame
吻	bicar
吻	un
吻	biquiño
廟	templo
腳	metros
腳	os
腳	pés
腳	pé
腳	pé
腳	outro
腳	infantaría
腳	o
產業	industria
產業	inmobiliario
生存	supervivencia
生存	mortandade
生存	infantil
生存	sobreviven
棒	xenial
棒	gran
棒	grande
棒	grandes
裝置	aparello
裝置	dispositivo
裝置	de
裝置	historias
裝置	mecanismo
裝置	mecanismos
裝置	dispositivos
裝置	aparellos
裝置	utensilios
現象	fenómeno
基於	baseándose
基於	en
基於	baséase
基於	baseándonos
基於	baseada
基於	base
基於	baseado
女孩	moza
女孩	rapaza
女孩	nena
女孩	as
女孩	ás
女孩	rapazas
女孩	mozas
女孩	nenas
年輕	nova
年輕	mozos
年輕	mozo
年輕	novo
年輕	moza
早上	mañá
早上	bo
早上	día
早上	pola
早上	días
早上	bos
商品	produto
商品	bens
商品	luxo
商品	o
商品	ben
商品	produtos
商品	orixe
商品	mercadoría
受傷	feridos
評論	comentar
評論	comentario
評論	comentarios
狀況	posición
狀況	statu
狀況	status
狀況	condición
狀況	situación
狀況	doenza
狀況	estado
承認	recoñecemento
年齡	anos
年齡	idade
嶺	cresta
更改	cambios
更改	cambia
更改	os
更改	muda
更改	cambiar
更改	mudar
更改	cambio
泥	lama
泥	clay
研究生	estudante
提及	mencionar
提及	mención
訪問	visitar
訪問	visita
儘管	aínda
儘管	que
儘管	non
儘管	pero
儘管	malia
利益	interesa
利益	intereses
純	puro
純	pura
純	puros
海上	mar
正面	positivo
正面	positiva
愛情	amor
愛情	o
島嶼	island
島嶼	illa
島嶼	illas
粗	aproximada
粗	vaga
粗	duro
粗	mal
粗	moi
粗	duros
粗	duras
生日	aniversario
邨	inmobiliario
理想	ideais
理想	ideal
理想	ideais
農業	agrícolas
農業	agrícola
農業	agricultura
農業	a
活	vivir
活	vivo
活	viven
活	vive
活	viva
舞蹈	baile
舞蹈	baila
舞蹈	bailar
舞蹈	danza
舞蹈	baile
舞蹈	bailando
舞蹈	bailar
舞蹈	bailaba
丸	pílulas
丸	pastillas
丸	somníferos
衝突	conflito
確認	confirmado
崖	cliff
犬	can
犬	cans
犬	can
犬	os
犬	aos
冷	frío
冷	fría
冷	arrefriado
粒子	partículas
粒子	de
粒子	partículas
粒子	partícula
婚姻	casamento
婚姻	matrimonio
最新	últimos
最新	último
最新	últimas
成本	custo
成本	custan
成本	custa
成本	custa
成本	costa
成本	custar
成本	custos
成本	sanitarios
接收	recibir
數字	figuras
數字	número
數字	números
數字	das
數字	os
數字	número
常見	común
常見	comúns
愛爾蘭	irlandés
愛爾蘭	irlandeses
愛爾蘭	irlandesa
愛爾蘭	irlanda
通知	conta
通知	que
通知	vin
通知	aviso
鼓	drum
鼓	batería
鼓	tambores
鼓	os
裝甲	armadura
裝甲	armadura
惡	mal
惡	malo
惡	malvado
惡	maldade
惡	malvados
拉丁	latín
政治家	políticos
上升	aumento
丈夫	marido
丈夫	home
丈夫	o
布朗	brown
布朗	marróns
布朗	marrón
布朗	claro
重要性	importancia
黃金	de
黃金	ouro
黃金	ouro
黃金	de
醫學	medicinas
醫學	medicina
醫學	baseada
醫學	na
醫學	médicos
醫學	menciña
醫學	medicina
醫學	médico
醫學	médicos
醫學	médica
到達	chegada
到達	chegar
到達	cheguei
到達	á
到達	chegou
到達	chegamos
到達	chegaron
到達	a
到達	chegar
紅色	vermello
紅色	vermella
紅色	vermellos
紅色	roxa
紅色	comunista
商人	empresarios
成就	logro
十月	outubro
十月	de
金屬	de
金屬	metal
金屬	metais
安裝	aparello
安裝	instalación
大街	avenida
糖	candy
糖	azucre
動作	acción
動作	se
動作	move
分裂	dividido
分裂	dividen
代替	substituír
隊伍	equipo
隊伍	de
收藏	de
收藏	colección
措施	medidas
能源	enerxía
能源	consumo
能源	enerxético
能源	enerxética
大多	a
大多	maioría
大多	parte
大多	máis
大多	principalmente
大多	maioría
大多	sobre
大多	todo
大多	maiormente
大多	maioritariamente
暴力	violentos
暴力	violenta
暴力	violentas
暴力	violento
暴力	violencia
暴力	violencia
暴力	a
人們	xente
人們	persoas
人們	a
人們	pobo
觀測	observación
實際上	en
實際上	realidade
實際上	a
實際上	de
實際上	feito
實際上	realmente
暗	escuras
暗	escuro
暗	escura
暗	escuridade
暗	noite
划	fila
壁	parede
壁	muro
知識	coñecemento
知識	coñecía
知識	coñecementos
粉	rosas
粉	rosa
粉	tocador
預計	se
預計	esperaba
預計	que
顏色	cor
顏色	cores
顏色	de
顏色	cor
顏色	ser
顏色	cores
控股	suxeitando
控股	a
控股	aguante
團隊	equipo
團隊	de
碳	carbono
分支	póla
分支	sucursal
律師	avogados
律師	avogado
律師	avogadiño
年份	anos
年份	ano
免費	libre
免費	libres
免費	balde
物質	substancia
自我	eu
自我	presente
自我	ego
家人	familia
家人	familiar
任期	termo
任期	prazo
任期	período
永久	permanente
分配	distribución
分配	de
幻想	fantasía
幻想	a
幻想	ilusión
購買	mercar
購買	comprar
購買	mercando
經驗	as
經驗	experiencias
經驗	experiencia
經驗	experimentar
經驗	experimentan
物種	especie
物種	especies
火星	marte
治療	terapia
治療	de
治療	tratamento
治療	tratamentos
治療	trato
在一起	xuntos
玻璃	vaso
玻璃	vidro
玻璃	cristal
玻璃	de
玻璃	copa
結合	combinados
結合	combinadas
結合	deben
結合	as
推動	presionar
港口	porto
穩定	estabilidade
氣	gas
氣	gasolina
氣	de
氣	gases
法官	xuíz
法官	xulgar
法官	xuíces
法官	os
古典	clásico
喬治	george
喬治	xurxo
市區	los
市區	centro
共和	república
教宗	papa
角度	ángulo
地址	a
地址	discurso
地址	enderezo
地址	tratar
地址	abordar
地址	dirección
身分	identidade
碼	código
碼	code
碼	xardín
碼	pendente
碼	metros
感染	infeccións
感染	infección
薄	no
保障	garantía
保障	garantir
安娜	anna
原則	principios
原則	principio
收集	de
收集	colección
簡單	simples
簡單	simple
簡單	sinxelo
簡單	sinxela
簡單	sinxelo
簡單	fácil
簡單	doado
簡單	calma
簡單	acouguen
男人	homes
男人	os
男人	home
男人	meu
規則	regras
規則	as
規則	normas
化合物	compostos
八月	de
八月	agosto
法庭	tribunal
法庭	suprema
法庭	tribunal
法庭	xulgado
法庭	corte
貴	caro
貴	caros
貴	cara
榮譽	honor
榮譽	honra
榮譽	señoría
榮譽	súa
榮譽	de
榮譽	honra
聞	cheiro
聞	a
聞	ulir
聞	cheira
聞	ules
四個	catro
四個	4
出售	vender
出售	vende
出售	á
出售	venda
民間	folk
想要	quero
想要	queremos
想要	quere
想要	queren
想要	queres
共產黨	os
共產黨	comunistas
防止	previr
防止	evitando
防止	evitar
防止	previr
防止	que
防止	prever
妹妹	irmá
妹妹	a
三月	marzo
三月	de
三月	marcha
表達	expresión
誰	quen
誰	que
成人	adultos
成人	adulta
成人	adulto
成人	dun
成人	adultos
成人	os
跑	correr
跑	corre
威爾	vai
供應	subministración
供應	de
供應	subministración
岸	costa
祖父	avó
哥哥	irmán
哥哥	meu
終於	fin
終於	finalmente
終於	por
終於	final
終於	ao
龜	de
龜	tartaruga
二月	febreiro
二月	de
醫生	médico
醫生	doutor
教師	profesor
教師	mestra
教師	mestre
教師	profesores
教師	mestres
教師	os
教師	bos
不滿	descontento
伯爵	contan
伯爵	contar
伯爵	conde
伯爵	con
伯爵	conta
親王	príncipe
親王	o
特徵	características
特徵	características
特徵	as
特徵	característica
特徵	a
進一步	máis
進一步	lonxe
穿	vestidos
穿	con
穿	pantalóns
穿	levas
穿	levar
穿	levo
穿	levas
穿	non
穿	as
傷	feridos
政黨	festa
政黨	partido
相對	parente
相對	relativamente
入口	entrada
一半	media
一半	metade
一半	medio
一半	a
七月	xullo
七月	de
危機	crise
指示	instrucións
東南	sueste
東南	sureste
軍團	lexión
憲法	constitución
天然	natural
天然	normal
天然	naturais
天然	a
打破	romper
打破	o
打破	mesmo
駕駛	condutor
駕駛	de
駕駛	o
駕駛	permiso
駕駛	conducir
駕駛	coche
駕駛	conduzo
駕駛	conducir
駕駛	conducindo
駕駛	a
恐龍	de
恐龍	dinosauro
恐龍	dinosauros
恐龍	dinosauros
恐龍	os
特性	características
特性	as
氧化	nítrico
移除	se
移除	e
移除	quitar
移除	quitamos
笑	sorriso
笑	sorrir
笑	sorrí
笑	rir
笑	risa
笑	rían
總督	gobernador
通訊	comunicación
商店	tenda
商店	de
商店	mae
商店	choio
商店	delegados
商店	almacenar
商店	tenda
商店	almacéns
商店	almacén
延長	a
延長	extensión
延長	estensión
延長	a
延長	estender
裝備	equipamento
醫療	medicina
醫療	médico
醫療	médicos
醫療	médica
古老	antiga
古老	antigas
古老	antigo
古老	antigos
細胞	célula
細胞	cela
細胞	as
細胞	células
患者	pacientes
患者	os
患者	doentes
患者	paciente
患者	doente
患者	pacientes
劇情	drama
站台	plataforma
依據	a
依據	base
抗議	protesto
抗議	protesta
急	urxente
男主角	actor
典型	típico
中間	media
中間	medio
中間	oriente
文獻	literatura
理查	richard
多數	a
多數	maioría
多數	parte
多數	máis
多數	maioría
原型	prototipo
百萬	millóns
百萬	de
百萬	millón
百萬	millóns
百萬	milleiros
百萬	de
聲音	son
聲音	de
聲音	parece
聲音	voz
聲音	a
測量	medir
測量	medindo
測量	medida
測量	medir
測量	medimos
買	mercar
買	comprar
買	mercando
近代	modernos
近代	moderna
近代	as
近代	modernas
近代	moderno
噸	toneladas
噸	quintais
論文	papel
論文	xornal
論文	artigo
論文	papeis
論文	prensa
論文	os
論文	xornal
論文	xornais
直播	vivir
直播	vivo
直播	viven
直播	vive
直播	viva
游泳	nadar
游泳	baño
游泳	nado
游泳	nadando
游泳	nadar
游泳	piscina
游泳	á
游泳	a
游泳	nado
九月	setembro
九月	de
反映	reflicten
反映	reflictan
常常	frecuencia
常常	a
常常	miúdo
常常	moito
常常	veces
常常	acotío
創造	creación
經典	clásicos
經典	clásico
教學	ensinar
教學	ensino
教學	ensinanza
權力	poderes
權力	poder
權力	o
六月	xuño
公眾	público
公眾	pública
公眾	públicos
公眾	públicas
工廠	planta
工廠	vexetais
工廠	de
工廠	fábricas
工廠	fábrica
工廠	fábricas
工廠	industriais
書院	universidade
書院	na
書院	estudantes
書院	facultade
書院	que
書院	college
書院	colexio
澳大利亞	australia
暫時	temporalmente
領袖	líder
軟	suave
政權	réxime
標誌	sinais
電話	teléfono
電話	chamada
電話	chamamos
電話	chamar
電話	teléfono
電話	ao
電話	telefonar
那麼	así
那麼	que
那麼	entón
那麼	tan
那麼	logo
那麼	despois
那麼	entón
那麼	e
那麼	daquela
堆	pila
堆	feixe
堆	rochas
堆	de
堆	da
蘋果	mazá
蘋果	apple
蘋果	asadas
蘋果	mazás
蘋果	mazás
市長	alcalde
市長	o
市長	alcaldesa
肉	carne
肉	a
規模	escala
超越	alén
超越	máis
超越	alá
超越	aló
超越	da
超越	moi
超越	lonxe
大師	mestre
大師	máster
大師	dono
大師	o
大師	propietario
大師	patrón
大師	señor
抵達	chegada
抵達	chegar
抵達	cheguei
抵達	á
抵達	chegou
抵達	chegamos
抵達	chegaron
抵達	a
抵達	chegar
會員	membro
會員	da
會員	membros
抵抗	resistencia
抵抗	a
任天堂	nintendo
公車	autobús
公車	parada
公車	autocarro
公車	autobuses
附加	adicional
春秋	primavera
春秋	a
丹麥	danés
丹麥	daneses
毒	veleno
沿海	costeiras
沿海	costeira
沿海	costa
沿海	costa
沿海	marfil
沿海	na
公式	fórmula
註冊	rexistrado
註冊	rexistro
註冊	rexistro
註冊	tarxeta
大衛	david
非法	ilegal
積極	activa
積極	a
積極	activo
積極	activos
積極	activas
積極	militante
積極	positivo
積極	positiva
性質	natureza
性質	da
性質	a
弱	debilidade
弱	débil
沿岸	costa
沿岸	marfil
沿岸	na
天體	obxecto
天體	que
天體	obxectos
天體	os
歌唱	cantar
歌唱	canta
歌唱	cante
歌唱	cantando
歌唱	canta
歌唱	cantar
歌唱	que
當局	autoridades
行走	camiñando
行走	pola
行走	andar
行走	andando
行走	subindo
行走	camiñaba
行走	camiñar
行走	polas
回答	resposta
回答	responder
強調	estrés
指令	instrucións
封面	a
封面	cubrir
封面	cuberto
封面	cuberta
封面	cobre
數學	matemática
數學	matemáticas
數學	matemática
數學	as
數學	matemáticas
人才	talento
專家	especialista
專家	expertos
專家	experta
專家	experto
玩	tocar
玩	xogar
玩	xogan
玩	xogo
玩	xogando
玩	xogar
玩	tocando
玩	tocar
埠	porto
攝影	fotografía
攝影	fotografía
權利	dereitos
權利	os
權利	dos
權利	carta
權利	dereito
幫	forzados
武裝	armados
武裝	armado
武裝	armada
武裝	armadas
性格	carácter
性格	personalidade
成長	de
成長	medrando
成長	medrar
成長	crecemento
成長	crecendo
成長	medra
成長	crecemento
成長	crecen
成長	medrar
成長	medran
成長	cultivar
成長	crecer
成長	medra
星期六	sábado
工作室	estudio
印刷	imprenta
印刷	impreso
電力	electricidade
電力	a
電力	poder
電力	o
起源	orixe
情報	intelixencia
十二月	decembro
十二月	de
賣	vender
賣	vende
賣	vender
體重	peso
體重	importancia
救援	de
救援	apoio
虹	hong
大多數	a
大多數	maioría
大多數	parte
大多數	máis
已知	coñecido
已知	coñecidos
已知	de
磅	libra
磅	kg
磅	quilos
磅	kilos
磅	case
磅	libras
磅	tonelada
磅	toneladas
高原	altas
青少年	xuventude
青少年	mozos
青少年	a
青少年	mocidade
青少年	francia
青少年	de
青少年	adolescentes
青少年	adolescencia
青少年	os
青少年	adolescentes
授權	posúe
授權	estabelecido
策略	táctica
最好	mellores
最好	mellor
鋼	aceiro
鋼	de
鋼	ferro
鋼	o
鋼	raís
開幕	abrir
開幕	apertura
籃球	baloncesto
籃球	básquet
領土	territorio
替代	substituír
替代	substituír
華盛頓	washington
華盛頓	dc
型號	modelos
型號	modelo
天空	ceo
天空	ceos
天空	ceo
手機	teléfono
燃料	combustible
青春	xuventude
青春	mozos
青春	a
青春	mocidade
青春	francia
青春	de
黑暗	escuras
黑暗	escuro
黑暗	escura
黑暗	escuridade
黑暗	noite
黑暗	escuridade
競爭	competir
競爭	competición
運行	correr
運行	correndo
運行	a
運行	correr
運行	corre
內閣	minister
尋找	a
尋找	mirando
尋找	mirar
尋找	buscando
尋找	atopar
智利	chile
壓力	presión
壓力	estrés
豆	feixóns
豆	xudías
形容	describir
鄰	os
鄰	veciños
平衡	equilibrio
平衡	balance
平衡	o
動力	poder
動力	o
候選人	candidatos
值得	dignos
值得	respectábeis
跳	así
跳	saltar
跳	chimpa
密度	densidade
成果	resultado
成果	resultados
標題	título
想法	as
想法	ideas
想法	pensamentos
想法	pensamento
想法	que
一生	vida
戀愛	amor
戀愛	o
戀愛	relación
亞歷山大	alexander
傳播	a
傳播	se
傳播	estendeu
等級	nivel
等級	de
等級	grao
英尺	metros
英尺	os
英尺	pés
英尺	pé
英尺	pé
英尺	outro
英尺	infantaría
英尺	o
興趣	interesa
興趣	intereses
興趣	me
興趣	interesaba
興趣	interesábame
興趣	interesados
興趣	interesado
興趣	interese
興趣	interesa
興趣	interesada
興趣	interese
興趣	interesa
允許	permitiu
允許	se
允許	permita
允許	lles
允許	permite
允許	non
允許	permiten
允許	vir
允許	permitir
允許	permitirán
允許	permiten
允許	permitiría
允許	permitídeme
允許	permitimos
允許	permítame
允許	permiso
理念	concepto
理念	filosofía
理念	conceptos
靠近	preto
靠近	do
靠近	da
靠近	de
鼻	nariz
鼻	o
鼻	no
怪	raro
差異	diferenzas
差異	diferenza
差異	diferenzas
差異	diferencia
差異	mesmo
路易斯	luis
路易斯	louis
員工	empregados
員工	os
格林	verde
格林	verdes
格林	green
綠色	verde
綠色	verdes
綠色	green
車隊	negro
車隊	frota
單元	unidades
單元	unidade
英吋	cm
神秘	misterio
神秘	misterioso
槽	comecartos
尊重	respectar
尊重	respeto
尊重	respecto
尊重	respéctanme
溫度	temperatura
溫度	a
基督	xesucristo
基督	cristo
基督	advindo
基督	están
基督	aos
基督	por
琉球	okinawa
砲	canóns
砲	sobre
砲	os
砲	artillaría
砲	canón
阿富汗	afganistán
阿富汗	afghanistán
真實	real
真實	de
真實	verdade
真實	verdade
真實	certo
援助	axuda
意識	consciencia
意識	a
意識	conciencia
意識	da
穆斯林	musulmáns
色彩	cor
色彩	cores
色彩	de
色彩	cor
色彩	ser
色彩	cores
威脅	ameazas
威脅	ameaza
襲擊	ataca
襲擊	ataques
襲擊	ataque
襲擊	atacar
撤退	retirada
冒險	aventura
辦公室	oficina
辦公室	despacho
辦公室	correo
儀式	cerimonia
儀式	ritual
儀式	rituais
容量	capacidade
容量	de
證據	proba
證據	probas
證據	probas
證據	evidencia
證據	evidencias
馬克	mark
馬克	marca
馬克	a
馬克	marcos
基本上	basicamente
基本上	básicamente
發明	invento
發明	invención
發明	inventou
苦	amarga
平民	civís
平民	xente
岩石	rochas
岩石	xeo
岩石	pedras
岩石	rocha
岩石	pedra
岩石	rock
岩石	de
觀察	observar
觀察	observación
更好	mellor
更好	mellores
原文	orixinal
原文	orixinais
好友	amigos
好友	os
好友	amigo
好友	amiga
殖民	colonial
序列	secuencia
支付	paga
支付	pagar
支付	pagalo
支付	pago
被捕	deter
被捕	arresto
被捕	arrestados
被捕	arrestaron
被捕	deteñan
被捕	o
道德	morais
道德	moral
道德	a
道德	vontade
史密斯	smith
史密斯	veña
福利	beneficios
福利	os
福利	benestar
福利	asistencia
福利	social
豹	leopardo
查理	charlie
查理	non
慈善	caridade
星期日	os
星期日	domingos
星期日	domingo
星期日	domingo
星期日	domingos
星期日	dominical
網球	ao
網球	tenis
建築物	construír
建築物	edificio
建築物	construción
建築物	edificios
古巴	cuba
古巴	cubana
姊妹	irmás
姊妹	irmá
姊妹	a
哲學	filosofía
方程	ecuación
藍色	azul
藍色	azuis
維修	reparar
詳細	detalle
詳細	detalles
兔	coello
經由	través
經由	via
經由	rúa
接觸	contacto
接觸	coñecidos
接觸	en
接觸	con
接觸	podo
接觸	contactar
很好	bonito
很好	ben
很好	bonita
很好	bo
很好	boa
懷疑	dúbida
懷疑	dubidar
懷疑	dúbidas
懷疑	dubido
懷疑	dubídoo
流量	fluxo
流量	transmisión
推薦	aconsellan
推薦	que
吉他	guitarra
矛盾	paradoxo
方程式	fórmula
方程式	ecuación
課	lección
課	aprender
課	aprendede
演化	evolucionar
演化	evolución
演化	evolutiva
演化	evolución
演化	evolutivo
鏈	cadeas
鏈	as
鏈	cadea
鏈	subministración
鏈	traballos
美麗	fermoso
美麗	bonita
美麗	fermosa
美麗	precioso
美麗	fermosas
鄰近	preto
十一月	novembro
十一月	de
射擊	a
射擊	disparar
射擊	disparando
射擊	tiro
滑	diapositiva
融合	fusión
融合	reactor
更大	máis
更大	grandes
更大	grande
更大	maiores
更大	é
更大	son
姓名	nome
姓名	se
姓名	nomes
姓名	nome
姓名	os
原理	principio
責任	responsabilidades
責任	responsabilidade
責任	a
得分	arranxar
敵人	inimigo
敵人	inimigos
受歡迎	popular
受歡迎	populares
受歡迎	frente
受歡迎	cantante
受歡迎	impopular
兩次	dobre
兩次	dúas
兩次	veces
兩次	debe
餐廳	restaurante
簽署	asinado
外部	do
外部	fóra
外部	fora
可用	dispoñibles
可用	dispoñible
可用	dispor
可用	dispoñíbel
可用	haxa
可用	dispoñíbeis
日本人	xaponés
日本人	xaponeses
黑人	negra
黑人	negro
黑人	negros
鹽	salgado
鹽	sal
浮	flotante
浮	aboiando
數碼	dixital
數碼	dixitais
態度	actitude
態度	atrancos
態度	pensas
穆罕默德	mahoma
成分	ingredientes
成分	ingrediente
模特兒	modelos
模特兒	modelo
保羅	paul
防禦	defensa
防禦	da
先前	antes
先前	máis
先前	cedo
先前	anteriores
簽名	sinal
簽名	asinar
簽名	asinado
回歸	a
回歸	volvo
回歸	regresar
回歸	volva
回歸	cambio
回歸	volver
回歸	retorno
損失	perda
損失	perdas
損失	as
推廣	promoción
推廣	ascenso
推廣	a
嘗試	tentar
嘗試	intentar
嘗試	tentando
嘗試	intentando
嘗試	intento
嘗試	de
氣象	♫
氣象	tempo
氣象	do
氣象	este
氣象	ben
人文	humanidades
魚類	peixes
魚類	peixe
魚類	pescar
書籍	os
書籍	libros
書籍	libro
各國	países
各國	paises
各國	dos
施工	construción
施工	construcción
施工	construír
施工	construtora
效率	eficiencia
效率	eficacia
函數	función
函數	funcionar
函數	a
函數	funcións
勳章	medalla
勳章	medallas
為何	por
為何	que
為何	iso
大橋	oco
大橋	ponte
大橋	bridge
征服	conquista
聚集	reunión
芬蘭	finlandia
女演員	actriz
防守	defensa
防守	da
蛋	ovos
蛋	os
蛋	ovo
鱷	crocodilo
關閉	preto
關閉	a
科學家	científico
科學家	científicos
科學家	científica
科學家	científicos
科學家	os
科學家	sociólogos
小小	diminutos
小小	pequena
小小	pequenos
小小	diminuto
小小	pequeno
小小	minúsculas
小小	diminuta
小小	pequenas
下方	na
下方	debaixo
下方	por
下方	baixo
下方	abaixo
下方	embaixo
下方	seccionada
下方	fondo
下方	final
下方	do
下方	inferior
下方	abaixo
下方	todo
架構	arquitectura
共享	compartidos
共享	compartiron
共享	compartido
共享	compartida
共享	compartimos
共享	compartiu
共享	compartir
共享	compartir
共享	comparten
共享	compartimos
共享	a
共享	parte
累	cansa
累	canso
星期	semana
星期	á
星期	semanas
指引	guía
加工	procesando
加工	procesamento
等待	agardando
等待	espera
等待	a
等待	esperar
等待	esperando
等待	agardar
等待	agardar
等待	espera
等待	espere
等待	agarda
山地	montaña
山地	montañosa
改良	mellorou
改良	mellora
改良	vexas
改良	mellor
劇本	guión
發動機	máquina
發動機	motor
發動機	motoras
發動機	motor
完美	perfecto
完美	perfecta
完美	perfectos
夏天	verán
夏天	no
氧	osíxeno
玫瑰	rosas
玫瑰	rose
記憶	lembranzas
記憶	recordos
記憶	memoria
座位	asentos
座位	sentar
座位	asento
座位	sitio
座位	senta
座位	séntese
座位	sente
期刊	revista
合同	contratos
合同	contrato
遊行	procesión
遊行	desfile
喜劇	comedia
喜劇	a
人氣	popular
人氣	populares
人氣	frente
人氣	cantante
人氣	impopular
美術	arte
美術	art
美術	a
光明	luz
平安	salvo
平安	segura
平安	seguro
平安	seguros
平安	a
平安	paz
平安	a
哈利	harry
垂直	verticais
垂直	vertical
網上	en
網上	liña
技能	habilidades
技能	habilidade
雅典	atenas
立場	posición
豐富	ricos
豐富	rica
豐富	rico
砂	area
上方	sobre
上方	ascende
上方	por
上方	riba
上方	da
上方	enriba
上方	arriba
男孩	neno
男孩	rapaz
男孩	mozo
男孩	fillo
男孩	rapaces
男孩	nenos
男孩	os
男孩	mozos
加速	aceleración
感情	emoción
感情	relación
感情	emocións
感情	sentimentos
感情	distancia
感情	os
自殺	suicidio
自殺	suicidarse
智慧	intelixencia
智慧	a
智慧	sensatez
智慧	sabiduría
智慧	sabedoría
尺寸	tamaños
尺寸	tamaño
尺寸	do
嫁	casar
嫁	con
幸	sorte
樂隊	banda
同志	compañeira
同志	camarada
同志	compañeiro
騎	pantalóns
騎	volta
騎	ir
騎	liscar
鐘	reloxo
鐘	de
鐘	pé
鐘	campá
分享	compartidos
分享	compartiron
分享	compartido
分享	compartida
分享	compartimos
分享	compartiu
分享	compartir
分享	compartir
分享	comparten
分享	compartimos
分享	a
分享	parte
班機	voo
時報	veces
時報	times
時報	tempos
擴大	expansión
擴大	expande
擴大	expansión
擴大	expandíndose
讀者	lectores
有名	famoso
有名	famosos
有名	famosa
指數	índice
猴	mono
猴	monos
帝王	imperial
撰寫	escribir
撰寫	escribe
撰寫	escribo
撰寫	escrito
撰寫	escrita
撰寫	o
撰寫	escribir
撰寫	a
撰寫	escribía
撰寫	facendo
