פרוטוקול	protokol
קמפיין	kampanje
קמפיין	kampanja
אלישע	elizej
מחמד	ljubimca
מחמד	ljubimac
מחמד	ljubimci
מחמד	ljubimce
אטומים	atomi
אטומים	atoma
מונטריאול	montrealu
מונטריאול	montreal
סו	sue
סו	soo
נשיאה	predsjednik
נשיאה	predsjednica
הנאמנים	lojalisti
הנאמנים	povjerenici
אוטובוסים	autobuse
אוטובוסים	autobusa
אוטובוסים	autobusi
ערוצי	kanali
ערוצי	kanale
קלווין	kelvin
קלווין	calvin
שובר	pauze
שובר	razbija
מעניקה	daje
תחזוקה	održavanje
השתלטות	preuzimanje
בורות	neznanja
בורות	neznanje
הניח	pretpostavio
מבינה	razumijem
מבינה	shvati
מעבדה	laboratorij
מעבדה	laboratorija
מעבדה	laboratorij
מעבדה	laboratorija
מעבדה	lab
מיזוג	udruživanje
מיזוג	spajanje
מיזוג	spoji
מיזוג	spajanje
מוניטין	reputacije
מוניטין	reputacije
מוניטין	ugled
מוניטין	reputaciju
מוניטין	reputacija
תינוק	beba
תינוק	dušo
תינוק	mala
פארקר	parker
מעדיפים	radije
שליליות	negativan
שליליות	negativna
שליליות	negativno
שליליות	negativni
שליליות	negativnosti
גרנדה	grenada
גרנדה	grande
גרנדה	granada
שפע	izobilju
שפע	obilje
שפע	izobilju
מקדונלד	macdonald
מקדונלד	mcdonald
מיין	maine
צינורות	cijevi
צינורות	cijevi
האף	nosa
האף	nos
ניה	nia
נוזלי	tekuće
נוזלי	tekućina
נוזלי	tekući
ניומן	newman
בלבול	zbunjenost
בלבול	zbrka
פסיפס	mozaik
אכילה	hranjenje
אכילה	hranjenja
אכילה	jedemo
אכילה	jede
אכילה	jestivo
סנטר	bradu
סנטר	chin
סנטר	brada
סנטר	bradi
סנטר	centar
בון	bon
בון	bonnu
בון	kosti
בון	kost
בון	bone
בון	boone
בון	boon
לבוב	lavov
סקוטי	scottie
סקוטי	scotty
סקוטי	škotska
סקוטי	škot
סקוטי	škotski
יצרן	proizvođač
מאל	mal
פייסבוק	facebooku
פייסבוק	facebook
קופה	copa
קופה	coupe
תחנה	stanica
תחנה	postaja
תחנה	parka
תחנה	park
אלמוני	anonimno
אלמוני	anonimna
אלמוני	anonimni
פצצת	bomba
בנין	benin
מקוריים	izvorno
מקוריים	originalno
מקוריים	original
מקוריים	izvorna
מקוריים	izvorni
מקוריים	originali
המצלמה	kameru
המצלמה	fotoaparat
המצלמה	kamera
המצלמה	kamere
גאורגי	georgi
ליטאים	litvanaca
חטא	grijeha
חטא	grijeh
חטא	greh
סולטאן	sultana
סולטאן	sultan
שרף	serafim
שרף	smola
המעי	crijeva
לפרט	razraditi
לפרט	navesti
לפרט	navedite
רצינית	ozbiljna
רצינית	ozbiljan
רצינית	ozbiljni
רצינית	ozbiljno
דקר	decker
דקר	dekker
דורו	duro
הורדת	skinuo
הורדת	skidanje
הורדת	preuzimanje
סתיו	jesen
סתיו	jeseni
סתיו	jesen
סתיו	pad
צלילה	ronjenje
צלילה	ronjenja
צלילה	ronjenje
צלילה	roniti
צלילה	zaroni
מקורית	izvorno
מקורית	originalno
מקורית	original
מקורית	izvorna
מקורית	izvorni
באחריות	odgovorno
צוותי	timovi
צוותי	ekipe
צוותי	momčadi
חמורים	magarci
בואי	dođi
מגנוס	magnus
אינדיאנים	indijanci
מחוברים	povezano
מחוברים	povezani
מחוברים	spojeni
פופולריים	popularni
פופולריים	popularna
פופולריים	popularan
פופולריים	popularne
פופולריים	popularno
פופולריים	popularno
מתוקים	slatki
מתוקים	slatko
מתוקים	slatka
מתוקים	milina
מתוקים	slatkiši
רבייה	uzgoj
רבייה	razmnožavanje
רבייה	razmnožavanje
רבייה	reprodukcija
הקשיים	poteškoće
הקשיים	teškoće
קונגרס	kongres
קונגרס	kongresu
קונגרס	sabor
איזון	ravnotežu
איזון	ravnoteža
איזון	balans
איזון	balansiranje
מכני	mehanički
חבורות	modrica
חבורות	modrica
חבורות	lezije
איכרים	farmeri
איכרים	seljake
איכרים	seljacima
איכרים	seljaci
פוסק	arbitar
ייחודיות	jedinstvena
ייחודיות	jedinstveni
ייחודיות	jedinstveno
ייחודיות	jedinstven
דוגמא	primjer
המאפיין	karakteristika
מתמשך	neprekidno
מתמשך	kontinuirano
מתמשך	tekuće
משערים	nagađati
ממציא	izumitelj
האירופאים	europljani
שוות	jednaki
שוות	jednako
שמיני	osmi
שמיני	osma
נקי	vedro
נקי	jasno
נקי	čisto
נקי	čisti
נקי	očisti
נקי	čisto
מקהלה	zbor
מקהלה	refren
מקנה	mckenna
מיקרו	mikro
גורדי	gordy
שפל	niski
שפל	niska
שפל	nisko
שפל	nizak
ורה	vera
ורה	veri
ורה	vere
פריץ	fritz
העתקה	kopiraj
העתקה	kopija
העתקה	kopiranje
העתקה	kopira
בניתוח	kirurški
פלין	flynn
ספירס	koplja
ספירס	spears
מעריכים	cijenimo
מעריכים	cijenim
סטנפורד	stanford
הכספי	kaspijske
עלויות	košta
עלויות	troškove
עלויות	troškovi
ברצינות	ozbiljno
הוואי	havaje
הוואי	havajima
הוואי	havaja
חסום	blok
חסום	blokiraj
חסום	blokirani
חסום	blokiran
חסום	blokirane
חסום	blokirana
חסום	blokirano
יעדים	mete
יעדים	golova
יעדים	ciljeve
יעדים	ciljevi
יעדים	odredišta
וימבלדון	wimbledon
ורד	ruža
ורד	rose
חילוץ	izvlačenje
חילוץ	vađenje
חילוץ	spasiti
חילוץ	spašavanje
סודות	tajne
סודות	tajni
תפוצה	doseg
תפוצה	dohvati
ביצורים	utvrde
ביצורים	stvorenja
ביצורים	bića
תפוח	apple
תפוח	jabuka
מצרית	egipatski
להתאמן	vježba
להתאמן	trening
להתאמן	praksa
להתאמן	vježbanje
להעיד	svjedočiti
להעיד	svjedoči
מפרש	jedra
מפרש	jedro
מפרש	ploviti
מפרש	jedra
יישומים	prijave
יישומים	aplikacije
יישומים	aplikacije
ספרייה	knjižnica
ספרייה	biblioteka
פוטבול	fudbal
פוטבול	football
פוטבול	nogomet
מועדפת	najdraže
מועדפת	omiljena
מועדפת	najdraži
מועדפת	omiljeni
מועדפת	omiljeno
אחראים	odgovoran
אחראים	odgovorno
אחראים	odgovorni
אחראים	odgovorna
יעקובסון	jacobson
רוזנטל	rosenthal
נגזרת	derivat
מצריים	egipta
מצריים	egipat
מצריים	egiptu
מחסה	sklonište
מחסה	zaklon
ריבר	rijeke
ריבר	river
ריבר	rijeci
ריבר	rijeka
קמפבל	campbell
אלבניה	albanija
גזים	plinovi
גזים	plinova
גזים	plinove
נמלים	lukama
נמלים	mravi
נמלים	mrava
נמלים	mrave
השרירים	mišići
השרירים	mišiće
נצפה	viđeno
נוזלים	tekućine
נוזלים	tekućine
נוזלים	tekućine
נוזלים	tekućina
אדריאן	adrienne
אדריאן	adriane
אדריאן	adrian
הפסחא	uskrs
הפסחא	uskrsa
אוקראינים	ukrajinci
המכפלה	patrijarsi
רוברטו	roberto
איסטנבול	istanbula
איסטנבול	istanbulu
איסטנבול	istanbul
איתור	praćenje
איתור	lociranje
וליאן	julian
צופן	kôd
צופן	šifra
צופן	kod
גאולה	spas
גאולה	spasenje
גאולה	spasa
גאולה	iskupljenje
רעה	loše
רעה	bad
רעה	loša
רעה	lose
המסגרת	okvir
נמרוד	nimrod
רוכב	vožnje
רוכב	jahač
רוחו	rojo
בעצמי	sebe
בעצמי	sebi
מצלמה	kameru
מצלמה	fotoaparat
מצלמה	kamera
מצלמה	kamere
העמודים	stupove
העמודים	stupovi
יושבת	sjedeći
יושבת	sjedenje
עודף	višak
עודף	promjena
עודף	promijeni
עודף	višak
העצב	živac
העצב	živci
לסמוך	osloniti
הוגים	mislioci
האבל	hubble
האבל	tuguje
האבל	žalosti
בלייק	blake
אסר	zabranio
אסר	zabranjena
אסר	zabranjen
בחינה	ispit
מאבד	gubi
מאבד	izgubi
קינן	keenan
קינן	kenan
טייסים	piloti
טייסים	pilote
התקדם	unaprijed
השדות	polja
השתנתה	promijenjen
בלעדי	ekskluzivni
בלעדי	ekskluzivno
נשבר	slomljeno
נשבר	slomljen
נשבר	slomljeni
נשבר	slomljena
נשבר	slomio
נשבר	razbio
נשבר	puklo
נשבר	pukla
סיציליה	sicilije
איליה	ilja
איליה	elia
נעלמו	otišao
אוילר	euler
טיטוס	titus
לואיז	luiz
לואיז	luiz
לואיז	louise
פסולת	krhotine
פסולת	otpad
רגלי	noge
בארט	bart
בארט	barta
בארט	barrett
אימוץ	usvajanje
אימוץ	usvajanja
אימוץ	posvajanje
אימוץ	usvojen
אימוץ	usvojena
אימוץ	usvojila
מופעל	omogućena
מופעל	omogućeno
מופעל	aktiviran
מופעל	aktivirana
רווחים	prostorima
רווחים	prostore
רווחים	zarade
רווחים	zarada
רווחים	profit
רווחים	zarade
רווחים	zarada
בוחן	kviz
ויל	will
ויל	hoce
אוהל	šatore
אוהל	šatora
אוהל	šator
אפריקאית	afrički
אפריקאית	afrička
דיזל	diesel
דיזל	dizel
אוסטרלי	australac
אוסטרלי	australski
לוסי	lucy
לוסי	lusi
ליאון	leone
ליאון	leon
יביא	donesite
שורק	zviždanje
אוצרות	blaga
נוגע	dodirne
נוגע	dotakne
עצמאיות	nezavisno
עצמאיות	neovisna
עצמאיות	neovisno
עצמאיות	samostalna
בריא	zdrav
בריא	zdravi
בריא	zdrava
תאודור	theodore
תאודור	theodor
ניקסון	nixon
סלים	selim
סלים	slim
סלים	košare
סלים	salim
אמירה	amira
חוקיות	zakonitost
חוקיות	pravni
חוקיות	pravna
חוקיות	pravno
חוקיות	legalno
פיוס	pomirenja
פיוס	pomirenje
הסתיימו	završilo
פיליפס	philips
פיליפס	phillips
מסובך	lukav
מסובך	kompliciran
מסובך	komplicirano
ויימאר	weimar
תיעודי	dokumentarac
דיכאון	depresija
דיכאון	depresiju
דיכאון	depresije
צאצא	potomstvo
צאצא	potomci
צאצא	potomak
אסיר	zatvorenik
אסיר	zatvorenik
אסיר	osuditi
אסיר	osuđenik
אסיר	robijaš
קתולי	katolici
קתולי	katolička
קתולי	katolički
קתולי	katolik
אפריקאים	afrikanci
במול	stan
במול	ravna
במול	ravan
במול	ravni
לית	leigh
כוס	pičke
כוס	picka
כוס	pica
כוס	picka
כוס	kupa
כוס	pehar
כוס	šalica
כוס	kup
מדידת	mjerenje
מילוי	filler
מילוי	nadjev
אמריקנים	amerikanci
סינגפור	singapuru
השומרים	čuvari
יושבים	sjedeći
יושבים	sjedenje
מצלמות	kamere
התעללות	zlostavljao
התעללות	zlostavljan
התעללות	zlostavljana
התעללות	zlostavljali
התעללות	uvredljiv
התעללות	nasilan
התעללות	zloupotreba
התעללות	zlostavljanje
רגש	emocije
רגש	emocija
רגש	emocionalne
רגש	emocionalno
רגש	emocionalna
רגש	emotivno
קטיף	branje
מראות	nišan
מראות	znamenitosti
מראות	ogledala
מראות	zrcala
תרגיל	bušilice
תרגיל	vježba
תרגיל	bušilica
תרגיל	vježbe
תרגיל	vježbanje
תרגיל	vježba
הוסר	uklonjen
הוסר	uklonjeni
הוסר	uklonjena
הוסר	uklonili
מחמוד	mahmud
מחמוד	mahmoud
התמחות	staž
התמחות	specijalitet
התמחות	specijalnost
הנבחר	odabrani
הנבחר	odabrana
הנבחר	izabrani
הנבחר	izabran
גרי	gari
גרי	gary
המתמחה	pripravnik
המתמחה	stažist
נבל	zlikovac
נבל	zločinac
נבל	harfu
כרטיסים	ulaznice
כרטיסים	karte
כרטיסים	kartice
כרטיסים	karte
מרתון	maratona
מרתון	maraton
המפקח	inspektor
דרבי	derby
דרבי	derbi
גנרלים	generali
משפיעה	utjecajan
משפיעה	utječe
משפיעה	utiče
בורוסיה	borussia
מונרו	monroe
מחסום	blokada
מחסום	barijere
מחסום	zapreke
מחסום	barijera
השרת	poslužitelj
השרת	server
שגרירות	veleposlanstvo
אוסבורן	osborne
אוסבורן	osborn
גרוסמן	grossman
אוהבים	ljubavnici
אוהבים	ljubavnice
חצות	ponoć
חצות	ponoći
מרפי	murphy
ההכנות	pripreme
הפיצוץ	eksplozija
הפיצוץ	eksplozije
הפרישה	odcjepljenje
זיכרונות	sjećanja
זיכרונות	uspomene
זיכרונות	uspomena
אוכלים	jedemo
אוכלים	jede
היוזמה	inicijativa
היוזמה	inicijative
היוזמה	inicijativu
נאצים	nacisti
התעמולה	propagandu
התעמולה	propaganda
אורה	ora
קרתגו	carthage
נסוג	povučen
נסוג	povučena
בירד	ptica
בירד	bird
שיפורים	poboljšanja
שיפורים	poboljšanje
הנטייה	sklonost
הנטייה	sklonosti
קדש	posveti
קור	hladna
קור	hladno
קור	kor
קור	kor
קור	cor
סוויפט	swift
רוד	rod
רוד	rode
ציינו	spomenuto
ציינו	spomenuo
תראה	vidi
נסה	probaj
נסה	pokušaj
נסה	pokušajte
פצצה	bomba
מינימום	minimalno
מינימום	minimum
מינימום	minimalna
פנימה	iznutra
פנימה	unutra
צפה	gledao
צפה	gledali
צפה	gledala
צפה	pluta
צפה	lebdi
צפה	pazi
צפה	prikaži
צפה	pogled
צפה	prikaz
טיפולים	tretmani
טיפולים	tretmana
טיפולים	tretmane
צרה	nevolje
צרה	problemi
צרה	nevolja
צרה	uski
צרה	uska
צרה	uske
צרה	usko
צרה	nedaće
ממדית	dimenzionalni
ריימונד	raymond
סאם	same
סאם	sam
רוסו	rosso
רוסו	russo
רוסו	rousseau
סעד	saad
שוחד	mito
שוחד	podmićivanje
שוחד	mito
שוחד	mita
שוחד	mito
שוחד	podmititi
שוחד	podmićivanje
אוטונומיה	autonomiju
ירמיהו	jeremiah
להודיע	najavi
להודיע	obavijestite
להודיע	obavijestiti
שמאלה	lijevo
שמאלה	lijeva
העמידה	stajalište
הלוחות	panela
הלוחות	ploče
אנטארקטיקה	antarktika
נחמה	udobnost
נחמה	utjeha
נחמה	utjehu
נחמה	utjeha
נחמה	utjeha
היוקרתי	prestižnu
גנטי	genetski
בוני	boni
בוני	bonnie
ורנר	werner
סת	seth
פרעה	faraon
פרעה	faraona
אנכי	okomito
אנכי	okomito
אנכי	uspravno
אנכי	vertikalni
הבלטי	baltiku
כוונות	nakane
כוונות	namjera
כוונות	namjere
מתחרה	natjecatelj
מתחרה	konkurent
מתחרה	natjecatelj
מתחרה	natjecati
נקבות	ženke
שוטף	tečno
עט	olovka
עט	olovku
עט	pen
עט	pero
שומע	čuti
הנהג	vozač
דרמטי	dramatična
דרמטי	dramatičan
דרמטי	dramatično
גידולים	tumore
גידולים	tumore
מחתרת	podzemna
מחתרת	podzemlje
מחתרת	otpor
ליטר	litra
ליטר	litri
ליטר	litra
ליטר	litre
ליטר	litara
שרירי	mišićav
נצרות	christian
נצרות	kršćanin
נצרות	kristijan
נצרות	kršćanstvo
נצרות	kršćanstva
ציטוטים	citate
ציטוטים	citata
ציטוטים	citati
זול	jeftin
זול	jeftino
זול	jeftini
זול	jeftin
זול	jeftina
גיבורים	heroji
גיבורים	junaci
חרם	bojkot
בטן	abdomena
בטן	trbuh
בטן	stomak
בטן	trbuh
בטן	želudac
בטן	stomak
תקרית	incident
תקרית	izgred
נוגה	venera
מגמות	trendove
מרובע	quad
מרובע	trgu
מרובע	trg
מרובע	kvadrat
קלייר	clare
קלייר	kler
קלייר	kler
קלייר	claire
בציר	berba
חורים	rupe
חורים	rupice
ברג	berg
קובנה	kaunas
צייד	lovac
צייד	hunter
צייד	lovi
צייד	lova
צייד	lov
דמיטרי	dmitry
דמיטרי	dmitri
דמיטרי	dimitri
גיטרות	gitare
מסלולים	ruta
מסלולים	rute
מסלולים	tragove
מסלולים	tragovi
תקליט	ploča
ביירות	bejrutu
מסכימה	dogovoreno
דיאנה	diana
דיאנה	dijana
דיאנה	dajana
דיאנה	deanna
חיטה	žito
חיטה	pšenice
קלף	pergament
קלף	karticu
קלף	kartica
גרו	gru
רוקי	rocky
תקוה	nada
תקוה	nade
מועצות	vijeća
מוט	polu
מוט	poljak
מוט	stup
מוט	pole
חליל	flautu
חליל	flauta
חליל	khalil
פורסט	forrest
פוג	fogg
משקף	odražavaju
משקף	odražava
משקף	reflektirajuće
משקף	odražava
אסטרטגי	strateške
אסטרטגי	strateški
נכחד	izumrli
רוחנית	duhovna
רוחנית	duhovni
רוחנית	duhovne
רוחנית	duhovno
רוחנית	duhovno
סתירה	kontradiktorne
סתירה	kontradikcija
לפרש	protumačiti
אהבתי	voljeni
אהבתי	voljena
אהבתי	volio
לגדל	podići
משלוח	isporuka
משלוח	dostavu
משלוח	dostava
משלוח	isporuka
משלוח	slanje
משלוח	shipping
משלוח	dostava
רבעים	odaje
רבעים	četvrtine
קרקוב	krakowu
דילן	dylan
לחיזוק	ojačati
סטריט	street
סטריט	ulica
סטריט	ulicu
בפורטוגזית	portugalski
וגאס	vegas
שיפר	schiffer
רדיוס	radijus
לסטר	leicester
לסטר	lester
אמילי	emili
אמילי	emily
אלכסנדריה	aleksandriji
להמיר	preobratiti
להמיר	pretvori
להמיר	pretvoriti
אוגנדה	ugandi
תלונות	pritužbe
תלונות	pritužbi
תלונות	žalbe
האמירויות	emirata
פרווה	krzna
פרווה	krzno
סלוניקי	solunu
פנמה	panama
פנמה	panami
ייחוס	pripisivanje
הבריחה	bijeg
תבור	tabor
המחוקקים	zastupnici
המחוקקים	zakonodavci
פיגועים	napadi
פיגועים	napada
פיגועים	bombardiranja
התחלתי	počelo
תדירות	frekvencija
תדירות	frekvencije
תדירות	frekvenciju
אבחון	dijagnostiku
אבחון	dijagnoza
אבחון	dijagnoze
אבחון	dijagnostički
שוחררה	pušten
שוחררה	puštena
אירופי	europski
אירופי	europska
אירופי	europske
אירופי	europsko
משתתפת	sudionik
משתתפת	sudjelovati
צרכים	treba
צרכים	potrebe
קרנות	sredstva
קרנות	sredstava
קרנות	fondove
קרנות	rogovi
קרנות	rogova
קרנות	rogove
התודעה	svijest
התודעה	svijesti
הקיום	postojanja
הקיום	postojanje
אינטרסים	interesi
אינטרסים	interese
רוברטס	roberts
התועלת	korisnost
באדן	baden
דלתא	delti
דלתא	delta
תואם	kompatibilni
תואם	odgovarajući
תואם	podudaranje
גולד	zlatna
גולד	zlato
גולד	zlatni
גולד	gold
גולד	zlata
גולד	gould
דוכסות	vojvodstvo
דוכסות	vojvodina
קית	keith
ציריך	zurichu
נלהב	oduševljen
נלהב	strastven
נלהב	strastvena
נלהב	strastveni
מקסימלי	maksimum
מקסימלי	maksimalno
מסגרות	okvire
דקדוק	gramatiku
המגיעים	dolazaka
אלקטרוניקה	elektroniku
אלקטרוניקה	elektronike
קנטור	cantor
נאש	nash
נאש	neš
אפריקני	afrički
אפריקני	afrička
הגירוש	deportacije
דלה	della
שודדי	pljačkaši
אוסטרלים	australci
צמיחה	rast
צמיחה	rasta
שוחט	mesar
שוחט	mesara
הרצף	kontinuum
רוזה	rosa
הפסנתר	glasovir
הפסנתר	piano
הפסנתר	klavir
הקמפיין	kampanje
הקמפיין	kampanja
פקיד	činovnik
פקיד	službenik
מעשיות	priče
להירשם	registar
להירשם	registrirati
שפם	brkovi
שפם	brkove
שפם	brkovima
שפם	brkovi
שפם	brkove
שפם	brk
שפם	brkovima
שפם	brkovi
עצר	zaustavio
עצר	prestalo
עצר	zaustavljen
עצר	stao
נכשלה	propali
נכשלה	neuspjelo
נכשלה	propala
הצביע	glasao
הצביע	glasali
הצביע	glasovao
רומנטית	romantično
תו	napomena
תו	bilješka
תו	lik
תו	karakter
ברונו	bruno
אדגר	edgare
אדגר	edgar
סידן	kalcij
סידן	kalcija
עוצב	dizajnirana
עוצב	dizajnirani
עוצב	osmišljen
עוצב	dizajniran
עוצב	dizajnirao
סימטריה	simetriju
שפיגל	spiegel
לאיים	prijetiti
לאיים	prijete
צעירות	mladi
צעירות	mlad
צעירות	mlada
צעירות	mlade
צעירות	mlado
זורמים	teče
מושלמת	savršen
מושלמת	savršeno
ידעה	znao
לוקחת	uzimanje
לוקחת	uzimajući
לוקחת	uzimam
יומני	dnevnik
עמוקים	duboka
עמוקים	duboko
ספורטאי	sportaš
ספורטאי	jock
ספין	spin
ספין	okret
כחולה	plavo
כחולה	plavi
כחולה	plava
בחשאי	tajno
בחשאי	potajno
חדירה	penetracije
ליפה	lippe
לירי	leary
לירי	lirski
שניתנו	dano
שניתנו	dao
שניתנו	pružene
גרייס	grace
גרייס	milost
ההתחלה	početku
ההתחלה	pocetak
ההתחלה	početak
מיושב	naseljen
מיושב	naseljena
מונד	monde
ירוקה	zeleno
ירוקה	zeleni
ירוקה	zelen
ירוקה	zelene
ירוקה	zelena
נאצי	nacist
נאצי	nacisti
נאצי	nacistički
קראוס	krauss
קראוס	krause
קראוס	kraus
לחלץ	ekstrakt
לחלץ	izvući
מסוכנים	opasna
מסוכנים	opasni
מסוכנים	opasan
מסוכנים	opasno
טקסים	rituali
טקסים	rituale
טקסים	pomast
טקסים	ceremonije
עתידי	budućnosti
עתידי	budućnost
קנט	kenta
קנט	kent
ימני	desno
ימני	pravo
מיג	mig
הרצוי	željeni
סלובניה	slovenija
גרילה	gerilaca
גרילה	gerilski
בלפור	balfour
תם	tam
להיטים	hitove
ברוקלין	brooklyn
ברוקלין	brooklynu
האשים	optužen
האשים	optužena
האשים	optuženi
האשים	optužio
האשים	krivio
שמיעה	sluh
שמיעה	saslušanje
שמיעה	sluha
מיגל	miguel
לסקר	lasker
וויליאם	william
יואן	yuan
כת	kult
שמיים	neba
שמיים	nebu
שמיים	sky
שמיים	nebo
שמיים	nebo
וולפגנג	wolfgang
שרמן	sherman
משולבים	kombinaciji
איגור	igor
ראול	raoul
ראול	raul
סויוז	sojuz
מיה	mia
תסמינים	simptomi
תסמינים	simptome
נכנע	predaja
שחיינים	plivači
החלום	dream
החלום	san
החלום	sanjaj
קוב	kub
קוב	kob
קוב	cobb
חרושת	tvornica
חרושת	fabrike
חרושת	tvornici
חרושת	tvornice
התבוסה	poraz
התבוסה	porazi
התבוסה	poraza
תאוצה	ubrzanje
בהתנדבות	dragovoljno
בהתנדבות	dobrovoljno
בהתנדבות	dobrovoljni
בהתנדבות	dragovoljno
בהתנדבות	dobrovoljno
מפורש	eksplicitno
גולגולת	lubanja
גולגולת	lubanje
גולגולת	lubanju
אופיינית	tipični
אופיינית	tipičan
אופיינית	tipično
קניין	kupac
קניין	kupca
מוטל	motel
מוטל	motelu
הולנדית	dutch
הולנדית	nizozemski
מלצר	konobar
סוציולוגיה	sociologije
מנות	obroci
מנות	porcije
מנות	obroke
מנות	jela
מנות	posuđe
מנות	doze
מנות	dozama
הבעלות	vlasništvo
קירוב	kirov
פרוסט	proust
פרוסט	frost
פרוסט	mraz
פטיש	fetiš
פטיש	čekić
פטיש	hammer
עורק	arterija
עורק	arterije
עורק	arterija
אלימה	nasilna
אלימה	nasilni
אלימה	nasilan
אלימה	nasilno
מעריך	cijenimo
מעריך	cijenim
משמעותיות	značajne
משמעותיות	značajno
משמעותיות	značajna
משמעותיות	značajan
מכריז	najavljuje
מכריז	proglasiti
מכריז	proglasi
מכריז	najavljujući
מקלדת	tipkovnica
מקלדת	tipkovnice
הקוסם	čarobnjak
בקפריסין	cipar
נטלי	natalie
נטלי	nathalie
מיומנויות	vještine
מיומנויות	vještina
טרנסילבניה	transilvaniji
מפתחות	tipke
מפתחות	ključeve
מפתחות	ključevi
צב	turtle
צב	kornjača
מסוקים	helikopteri
מסוקים	helikoptere
מסוקים	helikoptera
מסוקים	helikopteri
מסוקים	helikoptere
קומנדו	komandosi
טד	ted
אליסון	allison
אליסון	alison
מודעת	svjesni
מודעת	svjestan
מודעת	svjestan
מודעת	svjesno
מחויב	vezani
מחויב	vezana
מחויב	počinjen
מחויב	počinio
מחויב	predan
סטארק	starck
סטארק	stark
לינוקס	linux
בזל	basel
נוצות	pera
נוצות	perje
צמחייה	vegetacije
מתנות	poklone
מתנות	darova
מתנות	darovi
מתנות	pokloni
מתנות	poklone
מתנות	pokloni
מתנות	darovi
מתנות	darova
מודול	modul
מודול	modula
המלצה	preporučuje
המלצה	preporučio
המלצה	preporuka
המלצה	preporuku
המלצה	preporuke
המצאות	izumi
המצאות	izume
עיצב	dizajnirana
עיצב	dizajnirani
עיצב	osmišljen
עיצב	dizajniran
עיצב	dizajnirao
מילולי	verbalno
העיד	svjedočio
מפרק	joint
מפרק	zajedničke
בלוטת	žlijezda
בלוטת	žlijezde
נתנאל	nathaniel
המגזר	sektor
המגזר	sektora
סון	sunca
סון	sunce
קאופמן	kaufman
קאופמן	kauffman
הנוסע	putnik
הנוסע	putnika
באלימות	nasilno
רובר	rover
אצילים	plemići
אצילים	plemići
מטענים	punjača
סצנות	prizori
סצנות	scene
הקבינט	ormar
הקבינט	kabinet
רך	mekani
רך	mekana
רך	meko
רך	mekano
סטן	stan
סטן	stana
סטן	sten
הגבורה	junaštvo
לסבול	pati
לסבול	tolerirati
נחשים	zmije
מסתיימת	završava
נאצר	nasser
מועמדויות	nominacija
ונוס	venera
להקדיש	posvetiti
להקדיש	posveti
להקדיש	posvetiti
רגיש	osjetljiv
רגיש	osjetljivi
רגיש	osjetljivo
רגיש	osjetljiva
רגיש	osjetljiv
רגיש	osjetljive
רגיש	osjetljivi
ראס	russ
ראס	ras
ראס	rus
משמעויות	značenja
מדגיש	pramenove
עליות	uspone
עליות	uspona
ריטה	rita
הצבת	stavljanje
מגיש	bacač
מגיש	voditelj
נזירים	redovnici
פנימיות	unutarnje
פנימיות	interna
פנימיות	unutrašnja
פנימיות	unutarnja
פנימיות	unutarnji
פיצול	split
גייס	regrutirao
גייס	novak
קרוז	cruz
קרוז	posade
האשמות	tvrdnje
האשמות	optužbe
לאם	lam
המארחת	domaćica
משקעים	talog
משקעים	padalina
משוכנע	uvjereni
משוכנע	uvjerio
משוכנע	uvjeren
יהלום	dijamant
יהלום	diamond
יהלום	dijamanata
יהלום	dijamante
יהלום	dijamanti
ורן	verne
ורן	stanko
ורן	wren
ורן	verne
ורן	vern
מיוצר	proizveden
מיוצר	proizveden
דורטמונד	dortmund
מדורג	rangirani
כור	reaktor
גמישות	fleksibilnost
גמישות	elastičnost
קירור	hlađenja
קירור	hlađenje
קירור	hladnjača
הודי	indijanac
הודי	indijski
הודי	indijanci
הודי	indijska
מלקולם	malcolm
מרוצה	zadovoljan
מרוצה	zadovoljan
מרוצה	zadovoljna
מרוצה	zadovoljno
מרוצה	zadovoljni
מרוצה	sretno
מרוצה	sretan
אוסטין	austina
אוסטין	austin
פאי	pita
פאי	pitu
פאי	pite
בריטניקה	britannica
פאוול	powell
אייזק	isaac
עגול	okrugli
עגול	okruglo
עגול	okrugla
עגול	runda
צלעות	rebra
הליבה	core
הליבה	jezgro
הליבה	jezgra
אהב	voljeni
אהב	voljena
אהב	volio
אהב	volio
התגובות	komentarima
התגובות	komentari
התגובות	komentare
התגובות	komentara
אראגון	eragon
אראגון	aragona
טיולים	izleti
טיולים	planinarenje
קלרה	klara
קלרה	klara
קלרה	clara
ברקוביץ	berkowitz
התמוטטות	slom
התמוטטות	kolaps
מלזיה	maleziji
קמפוס	campos
קמפוס	kampusa
קמפוס	kampusu
קמפוס	kampus
הלפרין	halperin
אומן	oman
אומן	zanatlija
אומן	umjetnica
אומן	umjetnik
אומן	izvođač
אומן	artist
שליטים	vladari
שנתית	godišnje
שנתית	godišnje
שנתית	godišnja
שנתית	godišnji
מעוז	uporište
מוטה	motta
מוטה	nagnut
עליונות	nadmoć
עליונות	nadređeni
עליונות	superiornost
סינטרה	sinatra
שחיתות	korumpirani
שחיתות	korupcija
שחיתות	korupcije
שחיתות	korupciju
טרום	pre
הומוסקסואלים	homoseksualac
הומוסקסואלים	homoseksualci
הומוסקסואלים	homoseksualaca
הומוסקסואלים	homoseksualce
קמח	brašna
קמח	brašno
ידיד	prijatelj
ידיד	prijateljica
ידיד	prijatelju
