som	kao
dekker	dekker
dekker	pokriva
dekker	pokriva
dekker	pokrivanje
unntak	iznimke
unntak	izuzetak
unntak	iznimka
rom	prostora
rom	prostor
rom	svemir
rom	space
rom	soba
rom	prostorija
rom	rome
rom	rom
rom	ruma
rom	rum
rom	sobe
rom	prostorije
hvit	bijeli
hvit	bijela
hvit	bijelo
kvinnelige	ženska
kvinnelige	ženka
kvinnelige	žensko
nevnes	spomenuto
nevnes	spomenuo
representerer	predstavljaju
representerer	zastupa
representerer	predstavljajući
representerer	predstavlja
representerer	zastupa
representerer	predstavlja
this	ovo
fred	mir
fred	fred
klassisk	klasične
klassisk	klasična
klassisk	klasična
klassisk	klasično
klassisk	klasični
tilknytning	pripadnost
albert	alberte
albert	albert
athen	atenu
athen	atene
athen	ateni
athen	atena
nedre	donja
nedre	niže
omtale	osvrt
omtale	pregled
omtale	spomeni
omtale	spominjem
omtale	spomenuti
møter	upozna
møter	sastanke
møter	susreti
møter	sastanci
selskap	društvo
selskap	drustvo
selskap	tvrtka
selskap	kompanija
finnmark	finnmark
herrer	gospodo
herrer	lordovi
herrer	gospodari
ungdom	mladež
ungdom	mladost
ungdom	mladosti
private	privatno
private	private
private	privatni
avholdt	održan
avholdt	održana
avholdt	držao
middelalderen	vijeku
innflytelse	utjecaj
innflytelse	uticaj
brøt	slomio
brøt	razbio
innhold	sadržaj
innhold	sadržaj
skarabider	scarabaeidae
johann	johann
fjordane	fjordane
fjernet	uklonjen
fjernet	uklonjeni
fjernet	uklonjena
fjernet	uklonili
innsats	napore
innsats	napori
innsats	napor
innsats	trud
innsats	napori
hjemme	doma
hjemme	kući
hjemme	dom
sammenheng	kontekst
former	oblici
former	forme
former	oblici
former	oblike
kone	zena
kone	supruga
kone	žena
drift	drift
regissert	režirao
regissert	usmjerena
regissert	usmjereno
lære	naučiti
lære	naučite
lære	učite
lære	uči
lære	nauči
kjøpte	kupljen
kjøpte	kupljeno
kjøpte	kupljena
kjøpte	kupio
kjøpte	kupila
svg	svg
drevet	vozio
north	sjeverno
north	sjeverna
north	sjever
studenter	studenti
studenter	učenici
studenter	studentima
uttrykk	izrazi
uttrykk	izraz
uttrykk	izražavanje
formen	oblik
hvilken	koje
hvilken	koja
hvilken	koji
innført	uveo
innført	uvela
innført	predstavio
tekster	tekstovi
tekster	stihovi
tekster	stihove
endring	promjena
endring	promijeni
økt	sjednici
økt	sesija
økt	sjednica
økt	povećana
økt	povećan
finsk	finska
finsk	finski
nederlandsk	dutch
nederlandsk	nizozemski
osv	itd
mitt	moj
mitt	moja
mitt	moje
timer	sati
timer	satima
telemark	telemark
portugal	portugala
portugal	portugal
sikre	osigurano
sikre	osigurati
odd	čudno
lavere	donja
lavere	niže
piano	glasovir
piano	piano
piano	klavir
johansen	johansen
effekt	efekt
effekt	efekta
effekt	efekat
effekt	učinak
song	pjesma
song	pesma
sitter	sjedeći
sitter	sjedenje
bakken	tlo
militær	vojno
militær	vojska
militær	vojni
sterke	snažno
sterke	jaki
sterke	jak
sterke	jaka
rød	crveno
rød	crvena
rød	crven
rød	crveni
south	jugu
south	južno
south	jug
sjanger	žanr
energi	energija
energi	energije
edvard	edvard
edvard	edward
hær	vojska
hær	armija
solgte	prodan
solgte	prodao
solgte	prodano
internasjonalt	international
internasjonalt	međunarodna
internasjonalt	međunarodni
besto	prošao
besto	položio
besto	sastojao
pinyin	pinyin
sosiale	društveni
sosiale	društveno
sosiale	društvena
sosiale	socijalne
sosiale	socijalna
union	unija
union	union
union	unije
union	sindikat
våre	naše
våre	naš
våre	naša
våre	naši
våre	nase
våre	nasi
våre	naše
våre	naš
våre	naša
våre	nase
wales	wales
wales	walesa
perioder	razdoblja
grunnlag	osnova
spill	igra
spill	utakmice
spill	igre
spill	igrice
spill	sviraj
spill	igraj
overfor	okrenut
ledende	vodeći
fungerer	radovi
fungerer	radi
fungerer	funkcioniranje
start	pocetak
start	početak
materiale	materijal
starter	počinje
starter	počinje
forrige	prethodni
forrige	prethodna
nordisk	nordijska
begrenset	ograničene
begrenset	ograničeno
begrenset	ograničena
begrenset	ograničen
begrenset	ograničeno
begrenset	ograničen
wien	wien
wien	vienna
wien	beču
wien	beč
tradisjonelle	tradicionalna
tradisjonelle	tradicionalni
tradisjonelle	tradicionalno
åpne	otvori
inkluderer	uključuju
inkluderer	uključuje
brann	vatra
dekket	pokrivena
dekket	pokriven
dekket	pokriveni
dekket	pokriveno
hertug	duke
hertug	vojvoda
romsdal	romsdal
lansert	pokrenula
lansert	pokrenuta
hvilket	koje
hvilket	koja
hvilket	koji
jack	jack
ødelagt	uništen
ødelagt	uništena
ødelagt	uništen
ødelagt	uništena
ødelagt	uništio
regissør	direktor
regissør	redatelj
regissør	direktore
oxford	oxford
oxford	oxfordu
oxford	oxforda
religiøse	religiozni
religiøse	vjerska
religiøse	vjerski
religiøse	vjerske
verker	boli
mat	hrane
mat	hrana
møre	møre
problem	problem
strekker	istezanje
arbeide	radna
arbeide	radni
arbeide	rad
arbeide	posao
arbeide	radno
tett	gust
tett	gusta
tett	guste
dømt	osuđeni
dømt	osuđen
dømt	osuđen
dømt	osuđeni
dømt	osuđen
dømt	osudili
dømt	osudio
dømt	suđeno
dømt	sudio
beseiret	poražen
beseiret	poraženi
white	bijeli
white	bijela
white	bijelo
åpen	otvori
media	media
media	mediji
media	medijski
hall	hall
hall	dvorana
hall	hodnik
bevart	očuvana
bru	bru
elever	studenti
elever	učenici
elever	studentima
elever	zjenice
elever	učenici
jacob	jacob
jacob	jakov
behov	treba
behov	potreban
behov	potrebna
behov	potrebno
behov	trebam
behov	potrebna
behov	potrebno
behov	potrebni
behov	potreban
behov	treba
behov	potrebe
friedrich	friedrich
skiller	razdvaja
skiller	odvaja
distrikt	okrugu
distrikt	okrug
mary	meri
mary	marijo
mary	marija
mary	mary
einar	einar
femte	peta
femte	peto
femte	peti
argentina	argentini
argentina	argentine
skape	stvori
skape	stvoriti
skape	kreiranje
skape	stvaranje
kim	kim
lagene	slojeve
lagene	timovi
lagene	ekipe
lagene	momčadi
zealand	zeland
program	program
oppdrag	zadatak
oppdrag	misija
oppdrag	misijama
oppdrag	misije
avhengig	ovisnik
avhengig	ovisni
kardinal	kardinale
kardinal	kardinal
versjonen	inačica
versjonen	verzija
senter	centar
senter	hub
senter	centar
senter	središte
senter	sredina
ansvar	odgovornosti
ansvar	odgovornost
ansvar	odgovornosti
ansvar	odgovornost
medlemmene	članove
medlemmene	članice
medlemmene	članovi
medlemmene	članova
din	tvoje
din	vaš
din	tvoj
din	vaše
din	tvoja
din	vaša
din	tvoje
din	tvoj
din	tvoja
økonomi	ekonomije
økonomi	ekonomija
økonomi	gospodarstvo
økonomi	gospodarstva
økonomi	ekonomija
økonomi	gospodarstvo
ender	patke
elv	rijeke
elv	river
elv	rijeci
elv	rijeka
arthur	arthur
arthur	artur
samfunnet	društvo
samfunnet	drustvo
samfunnet	zajednica
samfunnet	zajednice
tilknyttet	povezani
award	nagrada
frederik	frederik
tyrkia	purica
tyrkia	turska
brev	pisma
brev	slova
brev	pismo
gård	farma
gård	farmu
gård	farme
gård	farmi
profesjonell	profesionalni
profesjonell	profesionalno
profesjonell	profesionalac
profesjonell	profesionalna
profesjonell	pro
profesjonell	profesionalac
antagelig	vjerojatno
behandling	liječenje
behandling	tretman
råd	savet
råd	savjet
vedtatt	usvojen
vedtatt	usvojena
vedtatt	usvojila
overført	prenosi
overført	prebačeno
overført	prebacio
fritt	slobodna
fritt	slobodni
fritt	slobodan
fritt	besplatno
fritt	free
deltatt	prisustvovali
deltatt	nazočio
deltatt	prisustvovao
deltatt	sudjelovalo
deltatt	sudjelovao
deltatt	sudjelovala
deltatt	sudjelovali
manchester	manchesteru
manchester	manchester
samfunn	zajednice
samfunn	društvo
samfunn	drustvo
samfunn	zajednica
samfunn	zajednice
samfunn	društva
samfunn	društava
texas	teksas
texas	texas
rang	rang
rang	čin
sjef	gazda
sjef	šef
virksomhet	poslovno
virksomhet	poslovanje
virksomhet	posao
virksomhet	poslovna
virksomhet	poslovni
erobret	osvojio
bodø	bodo
punkt	točka
fjerne	uklanjanje
fjerne	udaljena
fjerne	daleka
fjerne	daleke
fjerne	udaljeni
fjerne	udaljeno
fjerne	uklonite
fjerne	ukloni
låtskriver	tekstopisac
sikkert	vjerojatno
manus	skripte
manus	scenarij
alfred	alfred
kjell	kjell
sjelden	rijetko
sjelden	retko
sjelden	rijetko
sjelden	retko
sjelden	rijetka
sjelden	rijetki
sjelden	rijetko
sjelden	retko
sjelden	rijetke
sovjetiske	sovjetski
sovjetiske	sovjetska
styret	ploča
styret	daska
styret	tabla
france	francuska
france	france
populær	popularni
populær	popularna
populær	popularan
populær	popularne
populær	popularno
veier	putevima
veier	putevi
veier	cestama
veier	ceste
lund	lund
roger	roger
venn	prijatelj
venn	prijateljica
venn	prijatelju
oversettelse	prijevod
stafett	relej
inspirert	inspiriran
inspirert	inspirirala
kjøpt	kupljen
kjøpt	kupljeno
kjøpt	kupljena
kjøpt	kupljen
kjøpt	kupljeno
kjøpt	kupljena
kjøpt	kupio
kjøpt	kupila
unngå	izbjegavanje
unngå	izbjegava
unngå	izbjegavajte
unngå	izbjeći
unngå	izbjegavati
are	su
are	jesu
gjennomført	provedena
gjennomført	dovršeno
gjennomført	završena
gjennomført	završio
gjennomført	završeno
forholdet	veza
forholdet	odnos
venner	prijateljice
venner	prijatelji
venner	prijatelje
lake	jezero
lake	jezera
lake	lake
nokså	umjereno
nokså	donekle
problemet	problem
svein	svein
petter	petter
ivar	ivar
simon	simone
simon	simon
simon	simona
elektrisk	električna
elektrisk	električni
cambridge	cambridge
bane	bane
bane	orbitu
lister	liste
tolv	dvanaest
tolv	twelve
gustav	gustav
morten	morten
nettside	sajt
sur	sur
fengsel	zatvor
øyer	otočje
øyer	otoci
øyer	otoke
øyer	otoka
departementet	ministarstva
departementet	ministarstvo
rekord	ploča
fordel	prednost
vestfold	vestfold
typen	vrsta
typen	tip
kommentar	komentar
kommentar	komentaru
reist	putovao
reist	putovala
reist	putovao
helsingfors	helsinkiju
organisasjon	organizacije
organisasjon	organizacija
organisasjon	organizacija
relevant	relevantno
relevant	primjenjivo
idag	danas
teknisk	tehnički
teknisk	tehnička
vokser	raste
artister	izvođači
artister	umjetnici
bidro	pridonio
rolf	ralph
rolf	rolf
usikker	nesigurna
usikker	nesiguran
usikker	nesigurna
usikker	nesiguran
usikker	nesigurno
usikker	nesigurna
usikker	nesiguran
usikker	nesigurni
usikker	nesigurno
lån	kredit
lån	zajam
vinne	pobjeda
vinne	pobjeda
open	otvori
house	kuca
house	house
house	kuća
can	može
can	mogu
can	moze
tonn	tona
tonn	tone
sent	kasni
sent	kasno
fantes	postojala
fantes	postojao
vinteren	zime
vinteren	zima
vinteren	zimi
bank	banka
bank	banke
nasjoner	narodi
nasjoner	nacije
opprør	pobune
opprør	pobuna
opprør	ustanak
spesielle	specijalno
spesielle	posebno
spesielle	posebni
spesielle	poseban
spesielle	posebna
produksjonen	proizvodnja
produksjonen	produkcija
mening	mišljenje
mening	misljenje
mening	značenje
rio	rio
rio	riju
scott	scott
representert	predstavljali
representert	predstavljao
verdi	vrijednost
verdi	vrijednosti
ben	ben
barcelona	barcelonu
barcelona	barcelone
barcelona	barceloni
barcelona	barcelona
ein	ein
endre	endre
endre	promjena
endre	promijeni
ledd	zglobove
ledd	zglobovi
ledd	spojevi
tider	vremena
tider	puta
beskriver	opisati
beskriver	opisi
beskriver	opisuje
beskriver	opisujući
beskriver	opisuje
iso	iso
prest	svećenik
enheter	jedinice
enheter	entiteta
enheter	uređaje
enheter	uređaji
akkurat	samo
organisasjoner	organizacije
elisabeth	elizabeta
elisabeth	elizabeth
elisabeth	elizabeta
elisabeth	elisabeth
post	mail
post	pošta
post	objavi
post	objava
modell	manekenka
modell	model
modell	maneken
bortsett	razdvojeni
regler	pravila
kunnskap	znanja
kunnskap	poznavanje
kunnskap	znanje
tor	tor
tor	tor
tor	thor
delene	djelovi
delene	dijelovi
fange	zatvorenik
fange	uhvatiti
fange	hvatanje
publikum	publike
publikum	publika
publikum	publike
publikum	publika
prins	prince
prins	kraljević
prins	princ
katolsk	katolici
katolsk	katolička
katolsk	katolički
katolsk	katolik
utdanning	obrazovanje
utdanning	edukacije
utdanning	školovanje
ekstra	dodatna
ekstra	dodatno
ekstra	dodatni
ekstra	dodatne
ekstra	ekstra
ekstra	extra
hamar	hamar
semifinalen	polufinale
likhet	sličnost
likhet	jednakosti
likhet	jednakost
likhet	sličnost
vokalist	vokal
filosof	filozof
ansvarlig	odgovoran
ansvarlig	odgovorno
ansvarlig	odgovorni
ansvarlig	odgovorna
privat	privatno
privat	privatno
privat	private
privat	privatni
sak	case
sak	slučaj
sak	slucaj
sak	uzrok
jobber	radna
jobber	radni
jobber	rad
jobber	posao
jobber	radno
jobber	poslovi
jobber	radni
jobber	radna
jobber	radno
jobber	radim
antatt	pretpostavio
antatt	navodne
antatt	navodni
antatt	pretpostavlja
return	povratak
nordiske	nordijska
beholdt	zadržao
nedenfor	ispod
chicago	chicagu
chicago	chicago
søster	sestro
søster	sestra
søster	sister
tilhørte	pripadao
jones	jones
society	društvo
society	drustvo
kirker	crkve
saker	slučajevi
saker	slučajeva
saker	stvari
saker	pitanja
saker	izaziva
saker	uzroci
saker	uzrokuje
stadium	stadion
uke	tjedna
uke	nedelja
uke	tjedan
uke	sedmica
øvelser	vježbe
minne	memorije
minne	memorija
minne	sjećanje
minne	uspomena
tapt	izgubljeni
tapt	izgubljena
tapt	izgubljeno
tapt	izgubljen
helse	zdravlje
helse	zdravlja
helse	zdravstveni
foto	fotografiju
foto	foto
foto	fotografija
foto	slika
planlagt	zakazan
planlagt	zakazani
planlagt	planirano
planlagt	zakazano
planlagt	planirana
planlagt	planirao
planlagt	planirani
planlagt	planirano
planlagt	planiran
service	usluge
service	usluga
jensen	jensen
nektet	odbijeno
nektet	odbijen
nektet	odbijeno
nektet	odbio
kritikk	kritika
kritikk	kritike
turn	gimnastika
filosofi	filozofija
filosofi	filozofiju
filosofi	filozofije
hedmark	hedmark
google	google
beskrivelse	opis
beskrivelse	opisa
young	mladi
young	mlad
young	mlada
young	mlade
young	mlado
utsatt	odgođeno
utsatt	odgođen
utsatt	izloženi
utsatt	izložena
utsatt	izloženo
utsatt	otkrivena
utsatt	izložen
mesterskap	prvenstvu
mesterskap	prvenstva
mesterskap	prvenstvo
politiet	policija
religion	religija
religion	vjera
christiania	christiania
bred	široka
bred	širom
bred	širok
bred	široki
bred	široko
bred	široka
utgaven	izdanje
svenska	svenska
deriblant	uključujući
terje	terje
formål	svrha
formål	namjena
formål	svrhu
formål	izaziva
formål	uzroci
formål	uzrokuje
finn	locirati
finn	lociranje
finn	pronađite
finn	naći
finn	nađi
finn	pronađi
finn	finn
bidra	doprinosi
bidra	doprinijeti
bidra	doprinose
samarbeidet	surađivao
breddegrad	širina
landene	države
landene	zemljama
landene	zemlje
fauna	fauna
pierre	pierre
kjenner	poznato
kjenner	znati
kjenner	znaj
kjenner	zna
tegn	znakova
tegn	likovi
tegn	znakovi
tekniske	tehnički
tekniske	tehnička
plan	plan
plan	plana
jarl	earl
jarl	jarl
utøvere	sportaši
episoder	epizode
skadet	ozlijeđeni
skadet	ozlijeđen
skadet	oštećena
skadet	oštećeni
skadet	oštećen
skadet	povrijediti
skadet	povrijeđen
grunnla	utemeljena
grunnla	utemeljen
grunnla	osnovao
grunnla	osnovan
grunnla	osnovana
populært	popularni
populært	popularna
populært	popularan
populært	popularne
populært	popularno
populært	popularno
svømming	kupanje
svømming	plivanje
svømming	pliva
max	max
max	maks
bruken	uporaba
bruken	upotreba
bruken	korištenje
bruken	koristi
bruken	iskoristi
bruken	upotrebi
bruken	upotrijebi
pdf	pdf
lege	liječnik
lege	doktore
lege	doktor
aust	aust
lese	pročitaj
lese	pročitajte
lese	čitaj
påfølgende	uzastopnih
hagen	hagen
williams	williams
walter	walter
polsk	poljska
polsk	poljski
tradisjonelt	tradicionalna
tradisjonelt	tradicionalni
tradisjonelt	tradicionalno
tradisjonelt	tradicionalno
vol	vol
forgjenger	prethodnik
tilgang	pristup
tilgang	pristupi
hill	brdo
hill	brijeg
hill	hill
målet	cilj
målet	meta
takk	hvala
alternativ	alternativni
alternativ	alternativa
alternativ	alternativni
alternativ	alternativne
alternativ	opcija
alternativ	mogućnost
eide	eide
ennå	ipak
kategorier	kategorije
kategorier	kategorija
skiftet	pomak
skiftet	promijenjen
lillehammer	lillehammeru
design	dizajn
berømte	poznat
berømte	slavni
berømte	poznati
berømte	poznata
berømte	slavan
lokal	lokalni
lokal	lokalno
motor	motora
motor	motor
motor	motor
representanter	predstavnici
representanter	predstavnike
fullt	pun
fullt	full
fullt	puna
fullt	puni
landskapet	krajolik
referanse	reference
endelig	konačno
endelig	konacno
endelig	napokon
cirka	otprilike
cirka	približno
big	velika
big	veliki
big	velike
big	veliko
johnson	johnson
liverpool	liverpool
hevder	tvrde
hevder	tvrdnja
hevder	tvrdeći
hevder	tvrdnje
hevder	potraživanja
hevder	tvrdi
hustru	zena
hustru	supruga
hustru	žena
jobb	job
jobb	posao
jobb	radna
jobb	radni
jobb	rad
jobb	posao
jobb	radno
ernst	ernst
syn	vizija
syn	viziju
syn	vid
syn	prizor
bredt	široka
bredt	širom
bredt	širok
bredt	široki
bredt	široko
bredt	široka
organisert	organiziran
organisert	organizirani
organisert	organizirano
organisert	organizirana
organisert	organiziran
organisert	organizirani
organisert	organizirano
organisert	organizirana
organisert	organizirane
minste	najmanja
minste	najmanji
sivile	civili
sivile	civile
mottatt	primljena
mottatt	primio
mottatt	primljen
mottatt	primljeno
sverre	sverre
drive	drift
drive	pogon
drive	vozi
østfold	østfold
ekteskap	brak
eid	eid
svar	odgovore
svar	odgovor
svar	odgovori
svar	odgovor
svar	odgovori
rad	redak
rad	veslaj
rad	red
amsterdam	amsterdam
varierer	varira
varierer	varirati
arrestert	uhićeni
arrestert	uhićen
oppdatert	ažurirano
dollar	dolar
måter	načine
måter	načini
planter	bilje
planter	biljke
planter	biljke
planter	biljka
krever	potražnja
krever	zahtijeva
pedersen	pedersen
china	kine
china	kinu
china	kini
china	kina
sigurd	sigurd
setter	stavljanje
setter	stavljanje
setter	stavljajući
setter	postavlja
setter	seta
selvstendig	nezavisno
selvstendig	neovisna
selvstendig	neovisno
selvstendig	samostalna
motstand	otpor
merket	označena
merket	označen
merket	označeno
utvikle	evoluirati
utvikle	razviti
utvikle	razvijati
utvikle	razvija
utvikle	razvoju
utvikle	razvijanje
oppland	oppland
utgivelser	oslobađa
vendte	okrenuo
vendte	okrenuli
merke	brand
merke	marka
merke	brend
merke	značku
merke	značka
enhet	uređaj
enhet	jedinstvo
enhet	jedinica
enhet	entiteta
enhet	entitet
kanalen	kanal
kanalen	channel
forfattere	pisce
forfattere	pisci
forfattere	autori
forfattere	autora
daglig	dnevno
daglig	svakodnevno
daglig	dnevna
daglig	dnevni
fredrikstad	fredrikstad
forsvar	obrana
forsvar	odbrana
jesus	isus
jesus	isuse
tema	tema
tema	tema
involvert	umiješan
involvert	uključen
involvert	uključeni
leif	leif
demningen	brani
demningen	brane
demningen	brana
opphav	porijeklo
opphav	podrijetlo
levert	dostavljena
levert	dostavljeno
levert	dostavio
bbc	bbc
forskere	istraživači
forskere	naučnici
forskere	znanstvenici
mannen	covjek
mannen	čovjek
mannen	čovek
fortsette	nastavi
nilsen	nilsen
representant	predstavnica
representant	predstavnik
antwerpen	antwerpenu
skapt	stvoreni
skapt	stvoreno
skapt	stvorena
skapt	stvoren
skapt	stvorio
street	street
street	ulica
street	ulicu
foreldre	roditelji
foreldre	roditelje
foreldre	roditelj
foreldre	roditeljski
olje	ulje
olje	nafta
buskerud	buskerud
bad	kupanje
bad	kupka
offiser	policajac
offiser	službenik
offiser	časnik
automatisk	automatski
automatisk	automatski
automatisk	automatsko
automatisk	automatski
flertall	većinski
flertall	većina
flertall	množina
chris	chris
sentralt	središnje
sentralt	centralno
sentralt	central
sentralt	središnja
sentralt	središnji
opptatt	zauzet
opptatt	zauzeto
parlamentet	parlament
parlamentet	sabor
nærmest	najbliže
nærmest	najbliža
nærmest	najbliži
slettet	izbrisan
slettet	izbrisano
slettet	izbrisani
slettet	izbrisana
slettet	izbrisani
slettet	izbrisano
slettet	izbrisana
slettet	izbrisan
kristian	kristian
steve	steve
skilt	razveden
skilt	razvedena
skilt	rastavljen
skilt	rastavljeni
aktivitet	aktivnosti
aktivitet	aktivnost
wilson	wilson
wilson	wilsona
diskusjon	rasprava
diskusjon	rasprave
diskusjon	raspravu
diskusjon	diskusija
sykdom	bolesti
sykdom	bolest
sykdom	bolest
first	prvo
first	prvi
familier	obitelji
familier	obiteljima
familier	porodice
handel	trgovina
handel	trgovina
anerkjent	prepoznao
anerkjent	prepoznat
anerkjent	priznata
anerkjent	priznao
anerkjent	prepoznao
anerkjent	prepoznat
anerkjent	prepoznala
anerkjent	prepoznali
opera	opera
opera	operi
opera	opere
ukraina	ukrajina
ukraina	ukrajine
arabisk	arapski
ønske	želju
ønske	želja
ønske	želeći
rowspan	rowspan
totale	ukupno
konkurranse	konkurencija
konkurranse	natjecanje
konkurranse	nadmetanje
konkurranse	natječaj
konkurranse	natjecanje
nettopp	samo
forble	ostala
forble	ostao
rødt	crveno
rødt	crvena
rødt	crven
rødt	crveni
elementer	predmeti
elementer	stavke
elementer	objekti
elementer	objekte
elementer	predmeti
elementer	elementi
power	moc
power	moć
power	snaga
power	napajanje
show	emisije
show	prikazuje
show	pokazuje
show	pokaži
show	prikaži
show	show
mørke	mračno
mørke	tamni
mørke	tamno
mørke	tamna
mørke	mrak
mørke	tamu
mørke	tama
mørke	mrak
mørke	tame
faste	postom
faste	posta
velge	biranje
velge	odaberite
velge	izaberite
velge	odaberite
velge	odabir
bærer	nošenje
bærer	noseći
prosjekt	projekt
prosjekt	projekat
formel	formula
formel	formulu
påvirket	pogođeni
skoler	škole
skoler	skole
transport	prevoz
transport	prijevoz
transport	transport
transport	transporter
transport	prevoz
transport	prijevoz
transport	transport
loven	zakon
molde	molde
skille	razlikovati
skille	odvoji
skille	odvojeno
skille	odvojeni
skille	razdvoji
state	stanje
state	država
state	stanja
state	stanju
high	visoko
high	visok
high	visoka
avtale	termin
avtale	sastanak
avtale	imenovanje
avtale	sporazum
avtale	dogovor
avtale	dogovoreno
redusert	smanjena
redusert	smanjene
redusert	smanjen
redusert	smanjena
lager	izrada
lager	pravljenje
rettigheter	prava
georgia	georgia
ordførere	gradonačelnici
varianter	varijante
varianter	sorte
day	dan
day	dana
formelt	formalno
formelt	formalni
skade	ozljede
skade	povrede
skade	ozljeda
skade	povreda
skade	oštećenja
skade	oštećenje
skade	povrijediti
skade	povrijeđen
river	rijeke
river	river
river	rijeci
river	rijeka
konserter	koncerte
konserter	koncerata
lettere	lakše
lettere	svjetlije
lettere	lakši
lettere	upaljač
helge	helge
internett	interneta
internett	internet
single	singla
single	single
single	samac
single	singl
lastet	napunjen
programleder	voditelj
kristen	christian
kristen	kršćanin
kristen	kristijan
kristen	kristen
utenlandske	strani
utenlandske	strano
josé	jose
josé	josé
josé	jose
josé	josé
starte	pocetak
starte	početak
borte	otišao
christopher	christopher
jakob	jacob
jakob	jakov
jakob	jakob
jøder	židove
jøder	židovi
republikk	republike
republikk	republika
levende	živ
sykehus	bolnica
sykehus	bolnice
sykehus	bolnicama
oppmerksomhet	pažnja
byttet	mijenjao
byttet	trguje
byttet	zamijenio
byttet	zamijenili
nielsen	nielsen
bygger	gradi
bydelen	borough
brown	brown
brown	smeđa
brown	smeđi
brown	smeđe
sønner	sinove
sønner	sinovima
sønner	sinovi
prøver	pokuša
prøver	pokušavajući
prøver	pokušavam
prøver	uzorci
jazz	jazz
jazz	džez
bygde	izgrađen
bygde	izgrađena
bygde	izgrađeno
bygde	izgradio
francisco	francisco
francisco	francisca
nordover	sjeverno
nordover	sjeverna
nordover	sjever
who	tko
who	ko
who	koji
who	koja
adolf	adolf
adolf	adolfa
personen	osobi
personen	osoba
personen	osobe
utstyrt	opremljen
utstyrt	opremljena
utstyrt	opremljen
utstyrt	opremljeni
utstyrt	opremljena
klare	spremni
hitler	hitler
kunstner	umjetnica
kunstner	umjetnik
kunstner	izvođač
kunstner	artist
fortsetter	nastavljamo
felt	polje
felt	polja
blue	plavo
blue	plavi
blue	plava
arkitektur	arhitektura
arkitektur	arhitekture
variant	varijanta
net	neto
net	net
net	mreža
jødiske	židovski
jødiske	židov
millimeter	milimetar
millimeter	milimetara
guvernør	guverneru
guvernør	guverner
last	napuni
last	teret
last	opterećenje
last	teret
partier	zabave
partier	stranke
arabiske	arapski
heinrich	heinrich
minor	manja
institute	zavod
institute	institut
myndigheter	vlasti
lokalt	lokalno
lokalt	lokalni
lokalt	lokalno
bay	zaljev
bay	uvala
bay	bay
begynne	pocetak
begynne	početak
flytte	premjesti
flytte	kreće
flytte	kretanje
flytte	premještanje
norway	norveškoj
norway	norveška
will	will
will	hoce
green	zeleno
green	zeleni
green	zelen
green	zelene
green	zelena
andré	andre
andré	andre
andré	andré
lav	niski
lav	niska
lav	nisko
lav	nizak
topp	top
topp	vrh
dahl	dahl
tronen	prijestolje
tronen	tron
kontrakt	ugovor
brødrene	braca
brødrene	braća
operasjon	operacija
planer	planovi
planer	planova
planer	planove
bob	bob
bob	bobe
bob	boba
jackson	jackson
løper	bjegunac
løper	trkač
løper	trčanje
innledende	inicijali
innledende	početni
nett	web
nett	neto
nett	net
nett	mreža
aviser	novine
aviser	papiri
aviser	dokumenti
aker	aker
navngitt	neimenovani
drama	drama
drama	drami
drama	dramu
drama	drame
fungerte	radila
fungerte	uspjelo
ligner	nalikuje
innholdet	sadržaj
lord	gospode
sende	pošaljite
sende	šalji
sende	pošalji
krevde	zahtijevao
town	town
town	grad
retten	sud
retten	dvor
colspan	colspan
innspilt	snimljeno
innspilt	zabilježeno
nynorsk	nynorsk
skog	šuma
skog	šume
skog	forest
fot	stopalo
fot	noga
fot	noge
fot	stopala
betydninger	značenja
halvparten	polovina
halvparten	polovica
halvparten	pola
faller	pada
faller	padaju
faller	padam
faller	padanje
faller	pada
faller	padne
faller	falls
foreslått	predložio
foreslått	predloženi
foreslått	zaprosio
são	são
stater	države
stater	drzava
stater	stanja
html	html
myndighetene	vlasti
singel	single
singel	samac
singel	singl
times	vremena
times	puta
eksisterer	postojati
bill	bil
bill	bill
tale	govor
adam	adame
adam	adam
revet	ripped
revet	rastrgan
revet	srušena
revet	greben
drepte	ubijen
east	istočna
east	istočno
east	istok
besøkte	posjetili
besøkte	posjetio
versjoner	verzije
kombinert	kombinaciji
cupen	kupa
cupen	pehar
cupen	šalica
cupen	kup
ment	značilo
ment	namjeravao
ment	namijenjen
varte	trajao
varte	trajalo
valign	valign
fokus	fokus
ingenting	ništa
ingenting	nista
iran	iranu
iran	irana
iran	iran
mike	mike
vietnam	vijetnamu
vietnam	vijetnam
video	videozapis
video	video
planet	planet
planet	planeta
gule	žuto
gule	žuti
gule	žuta
sidene	stranice
commons	commons
vitenskapelig	znanstveni
vitenskapelig	znanstveno
flyktet	pobjegla
flyktet	pobjegao
europeisk	europski
europeisk	europska
europeisk	europske
europeisk	europsko
latinske	latinski
grunnleggende	osnove
grunnleggende	osnovno
grunnleggende	osnovne
grunnleggende	osnove
grunnleggende	osnovni
sachsen	saska
tidsskrift	journal
tidsskrift	dnevnik
slott	dvorce
slott	castle
slott	dvorac
slott	zamak
slott	palače
trukket	izvukao
trukket	povukao
afghanistan	afganistan
afghanistan	afganistanu
eksemplarer	primjerci
eksemplarer	kopije
prosessen	postupak
prosessen	proces
kortere	kraća
kortere	kraće
kortere	kraći
klassiske	klasična
klassiske	klasično
