아이패드	ipad
스탠포드	stanford
마이코	maiko
개선하기	parandamine
개선하기	parandada
플라스마	plasma
수평으로	horisontaalselt
몽골족	mongolid
몽골족	mongol
프라이스	price
프라이스	hind
프라이스	pryce
불규칙	ebaregulaarne
사자자리	leo
스테파니	stephanie
킬로그램	kilogrammides
킬로그램	kilogrammi
킬로그램	kilogrammi
타당성	kehtivus
쿠르드	kurdistani
차분한	rahulik
바니	barney
디아스	díaz
디아스	diaz
엘렌	ellen
천하무적	võitmatu
모방	imitatsioon
탈레반	talibani
탈레반	taliban
고민	mured
고민	probleemid
그놈	gnome
용접	keevitaja
용접	keevitada
용접	keevitamiseks
수프	supp
측도	mõõt
측도	abinõu
측도	meede
리라	liiri
리라	lüüra
트와일라잇	videvik
나탈리	natalie
대문자	tähesuurus
에밀리오	emilio
우크라이나인	ukrainlased
악용	kuritarvitamine
악용	kuritarvitamise
콕스	cox
초보자	algaja
초보자	algaja
남동	kagu
바부다	barbuda
카슈미르	kashmiri
수수	sorgo
히트맨	hitman
버니	bernie
에리트레아	eritrea
명목	nominaalne
엘비스	elvis
귀한	harv
귀한	harva
귀한	haruldased
귀한	haruldane
대리인	kaitsjad
대리인	valvurid
대리인	agent
리베라	rivera
성기	peenis
복수형	mitmuses
양수	positiivsed
양수	positiivse
양수	positiivne
어색한	ebamugav
어색한	piinlik
불가피한	paratamatu
불가피한	vältimatu
바바라	barbara
콤보	kombo
레아	rhea
아톰	aatom
마시기	joomine
류블랴나	ljubljana
위생	sanitaar
위생	hügieeni
팩터	teguri
팩터	tegur
팩터	faktor
올라프	olaf
사구	luited
사구	luite
노예제	orja
노예제	ori
노예제	orjus
아쉬운	lihtne
아쉬운	kerge
인류학	antropoloogia
레이어	kihid
레이어	kiht
레이어	kihi
집착	kinnisidee
집착	kinnisidee
집착	kinnisideeks
음주	joomine
가입자	tellija
스프린트	sprint
어리석은	rumal
호프만	hoffmann
호프만	hoffman
팍스	pax
불만	kaebused
불만	kaebus
불만	rahulolematust
패티	patti
패티	patty
하룻밤	üleöö
보일러	katel
보일러	katla
보일러	katlad
신선	värsked
신선	värske
에이커	aaker
에이커	aakrit
광둥어	kantoni
조차도	isegi
가루	pulbristatud
가루	pulber
구출	päästmine
구출	päästa
구출	pääste
명소	atraktsioone
세슘	tseesium
리히터	richter
아르곤	argoon
웨슬리	wesley
니제르	niger
니제르	nigeri
퀸시	quincy
숭배	kultus
숭배	kummardavad
숭배	kummardavad
독성	toksiline
독성	toksilised
독성	mürgine
독성	toksilisus
독성	mürgisus
트릭	trikk
트릭	trikke
트릭	trikid
코멘트	kommentaari
코멘트	kommentaar
영사	konsul
루안다	luanda
휘슬러	whistler
도난	varastati
도난	varastatud
도난	varastanud
도난	vargus
유명인	kuulsad
유명인	kuulus
웨어	ware
그라츠	grazi
치사	mõrv
탬파	tampa
팔라우	palau
목장	karjamaa
카리스마	karisma
주스	juice
주스	mahla
주스	mahl
주스	mahlad
자치령	ülemvõimu
매니토바	manitoba
헤이	hei
매점	söökla
준수	vastavus
중서부	midwest
티나	tina
펀드	fondi
펀드	fond
펀드	fondid
종속	sõltuv
종속	sõltuvad
종속	sõltuvust
종속	sõltuvus
볼드윈	baldwin
명품	luksus
크레인	kraana
크레인	kurg
크레인	crane
체코어	tšehhi
알레그로	allegro
젖은	märg
젖은	märjad
젖은	märjaks
설문	küsitlus
행크	hank
규소	räni
위임	delegatsioon
위임	delegeeritud
슈나이더	schneider
프린시페	príncipe
걸음	step
걸음	sammu
걸음	samm
걸음	astmed
걸음	sammud
세븐틴	seitseteist
할렐루야	halleluuja
주머니	tasku
덮개	kata
덮개	katke
덮개	katta
덮개	katma
스펀지	käsna
노키아	nokia
클리프	kalju
클리프	cliff
톰프슨	thompson
파푸아	paapua
록펠러	rockefeller
우치	łódźi
이고르	igor
맑음	puhas
맑음	selge
맑음	päikeseline
직사각형	ristküliku
직사각형	ristkülik
최소화	minimeeritud
최소화	minimeerida
재미	lõbu
재미	lõbus
재미	fun
산화물	oksiid
히스	heath
미치	mitch
몰수	konfiskeerida
몰수	konfiskeerimise
몰수	konfiskeeritud
드라큘라	dracula
악화	halvenemine
악화	hullem
악화	halvem
커크	kirk
경매	oksjon
테오도시우스	theodosius
콘티넨탈	mandri
브릿지	sillad
칵테일	kokteil
칵테일	kokteili
머무르고	püsi
도표	joonis
도표	diagramm
도표	skeem
동남아	kagu
생산성	tootlikkus
카트만두	katmandu
프라이	fry
스팀	auru
스팀	aur
유리카	erica
대백과사전	entsüklopeedia
마지	marge
하우	howe
언더우드	underwood
손잡이	käepide
코코넛	kookose
코코넛	kookospähkli
고릴라	gorilla
고릴라	gorillad
하마	jõehobu
하마	jõehobu
당뇨병	suhkurtõbi
당뇨병	diabeet
유방	rind
유방	rinnanäärme
유방	rinnaga
비테르보	viterbo
보완	täiendab
보완	täiendus
보완	täiendav
좋아요	olgu
웃음	naermine
웃음	naeris
웃음	naerab
웃음	naer
웃음	naerma
웃음	naera
웃음	naerda
웃음	naer
웃음	naeru
루가	luke
여관	inn
콜론	colón
콜론	käärsoole
아이유	laps
아이유	lapse
피에몬테	piemonte
먹어	söö
먹어	sööma
먹어	süüa
브랜던	brandon
기병대	ratsavägi
리아	leah
리아	lia
밀어	lükka
품격	stiilne
프롬	balli
프롬	ballile
계몽주의	valgustatuse
부호화	kodeering
부호화	kodeerimise
트랜잭션	tehing
트랜잭션	tehingu
트랜잭션	tehingud
우려	muret
우려	mure
루즈벨트	roosevelt
입국	saabumine
칠리	chili
가방	kott
가방	koti
가방	kotid
조선소	laevatehas
조선소	laevatehaste
조선소	laevaehituse
나가기	välju
나가기	väljumine
나가기	väljapääs
몬테	monte
출판됨	avaldatud
변종	variant
리프트	tõsta
리프트	lift
리프트	tõste
현대그룹	hyundai
도시락	lõuna
도시락	lõunasöök
목적지	sihtkoht
목적지	sihtkohad
보정	parandused
보정	parandus
보정	korrigeerimine
보정	korrektsioon
보정	parandused
보정	parandamine
보정	kalibreerida
보정	kalibreerimine
사랑스러운	armsad
사랑스러운	armas
데일	dale
미스틱	mystic
미스틱	müstiline
모리슨	morrison
펜스	penni
표시하기	kuva
지킨	keane
목걸이	kaelakee
벨리즈	belize
만족	rahulolu
만족	rahulolu
만족	rahuldatud
만족	rahul
등기	registreeritud
등기	registreerinud
코모로	komooride
코모로	komoori
안젤라	angela
연주회	kontserdid
연주회	kontsert
연주회	kontserdil
팽창	laiendamine
팽창	laienemine
좌표계	koordinaadid
활성	aktiivne
활성	aktiivsed
섹시	seksikas
까마귀	vares
까마귀	varesed
까마귀	ronk
까마귀	raven
나이프	noad
나이프	nuga
나이프	noa
라일리	riley
라일리	reilly
훔쳐	varasta
훔쳐	varastada
훔쳐	varastama
캐런	karen
일러스트레이터	illustraator
북동	kirde
조개	karpide
지오	geo
웁살라	uppsala
바베이도스	barbados
카라치	karachi
채팅	vestlused
채팅	vestlus
아디다스	adidas
가속기	kiirendi
테라	terra
계산기	kalkulaatorid
계산기	kalkulaator
에디터	redaktor
에디터	toimetaja
부끄러운	häbi
부끄러운	häbelik
오마하	omaha
엔트로피	entroopia
바덴	baden
성교	vahekord
성교	vahekord
성교	sugu
성교	seks
성교	sex
테디	teddy
버크	burke
스푸트니크	sputnik
대수학	algebra
다국어	mitmekeelne
골짜기	org
골짜기	oru
골짜기	valley
골짜기	orud
연구자	uurija
연구자	teadlased
연구자	uurijad
공작부인	hertsoginna
커브	kõver
브르타뉴	brittany
브르타뉴	breton
펄스	pulss
펄스	impulss
오라클	oraakel
베로니카	veronica
베로니카	veronika
갈매기	kajakad
갈매기	kajakas
갈매기	kajakas
크리드	creed
천연두	rõuged
셔터	shutter
탄산	gaseeritud
사파리	safari
스탭	töötajad
스탭	personal
우울증	depressioon
키워드	võtmesõnad
키워드	võtmesõna
접미사	sufiks
접미사	sufiksid
콜라보레이션	koostöö
룰라	lula
애플렉	affleck
캘빈	calvin
다이어트	dieeti
다이어트	dieet
다이어트	toitumine
라이트닝	välk
투명	läbipaistvus
투명	läbipaistev
투명	läbipaistvad
투명	läbipaistev
투명	läbipaistvus
석기	kivi
영감	inspireeritud
영감	inspireeriv
영감	inspiratsiooni
영감	inspiratsioon
그렉	greg
애비	abby
무적	võitmatu
두려움	hirm
두려움	hirmu
불분명하다	ebaselge
코코아	kakao
대시	dash
대시	kriips
진술	avaldus
미스테리	müstika
미스테리	müsteerium
미스테리	mõistatus
보디가드	ihukaitsja
반란군	mässuliste
반란군	mässaja
프레데터	kiskja
영장류	primaadid
영장류	primaatide
플래그	lipp
플래그	lipu
플래그	lipud
마시	marsh
미카미	micah
채무	võlad
채무	võlg
채무	võla
리턴	tagastab
리턴	tagasitulek
하이웨이	maantee
하이웨이	kiirtee
모욕을	solvang
모욕을	solvamine
요구사항	nõue
요구사항	nõuded
캐롤라인	caroline
해고	vallandamise
클랜	klanni
클랜	klann
클랜	klannid
푸른색	sinised
푸른색	sinine
제이드	jade
모기	sääsk
모기	sääsed
페이퍼	paber
페이퍼	paberid
너구리	pesukaru
음식점	restoran
음식점	kohad
음식점	restoranid
피츠제럴드	fitzgerald
어마어마한	tohutu
깡패	gangster
깡패	gängster
랭스	reims
애국	patriootlik
시프트	vahetus
시프트	nihe
시프트	shift
잊혀진	unustatud
디펜스	kaitse
디펜스	kaitse
디펜스	riigikaitse
조언	nõuanded
조언	nõuanne
조언	nõu
계기	instrument
계기	pill
계기	vahend
분리주의	äärmuslaste
해머	haamer
해머	vasar
해머	hammer
편집하기	edit
편집하기	muuda
편집하기	redigeerimine
익명	anonüümsus
익명	anonüümne
씨앗	seeme
씨앗	seemned
씨앗	seeme
모세	mooses
모세	moses
스토커	jälitaja
채플린	chaplin
주먹	rusikas
프로덕션스	productions
미르	mir
수박	arbuusi
록키	rocky
파운데이션	sihtasutus
파운데이션	fond
파운데이션	vundament
마릴린	marilyn
유권자	valijad
침례교	baptist
카타니아	catania
단발	ainult
디바	dii
매카시	mccarthy
메디나	medina
엘리펀츠	elevandid
웨이터	kelner
웨이터	ettekandja
몽펠리에	montpellier
스피리츠	vaimud
스피리츠	hinged
거절	vähenemine
거절	langus
거절	keeldu
거절	keeldumine
거절	keelduda
거절	tagasilükkamise
거절	keeldumine
나타납니다	ilmub
홀리데이	holliday
홀리데이	puhkus
홀리데이	pühal
사탕수수	kepp
사탕수수	cane
사탕수수	suhkruroo
후식	magustoit
토륨	toorium
니키타	nikita
아흐마드	ahmad
햇빛	päikesepaiste
햇빛	päikesekiir
햇빛	päikest
햇빛	päikesevalgus
도나	donna
플러그인	pistik
플러그인	plugin
알레한드로	alejandro
부룬디	burundi
호스	voolik
닭고기	kana
침투	tungida
아흐메드	ahmed
아흐메드	ahmad
로렌츠	lorenz
트위스트	pööre
카스피	kaspia
에드워즈	edwards
스칼렛	scarlet
스칼렛	scarlett
어딘가	kuskil
어딘가	kusagil
표도르	fjodor
암초	riff
송신	väljuvad
송신	väljuv
오드리	audrey
지팡이	kepp
지팡이	cane
지팡이	suhkruroo
지팡이	rod
지팡이	võlukepp
정상회담	tippkohtumisel
정상회담	tippkohtumine
제니스	zenith
구슬	helmed
옥션	oksjon
문어	kaheksajalg
해커	häkker
아민	armin
아민	amin
숙박	püsi
숙박	majutus
숙박	majutuse
숙박	majutus
람보르기니	lamborghini
화강암	graniit
통증이	valu
배수	äravoolu
배수	äravoolu
세례	ristimine
세례	ristimine
피노키오	pinocchio
스피커	valjuhääldi
스피커	kõnelejad
스피커	kõlarid
스피커	valjuhääldi
스피커	kõneleja
애틀란타	atlanta
애틀란타	atlantas
샐러드	salatid
샐러드	salatit
샐러드	salat
밸런스	saldo
밸런스	tasakaalu
밸런스	tasakaal
밸런스	bilanss
잠재적으로	potentsiaalselt
현실적	realistlikud
현실적	realistlik
싸우기	võitle
싸우기	võitlus
협동조합	ühistute
협동조합	ühistu
근방	naabrus
근방	ümbruskond
말레이어	malai
바륨	baariumi
결함	defekt
더스틴	dustin
프로방스	provence
보나	bona
경호원	ihukaitsja
오푸스	opus
동거	kooselu
나열	loetletud
블랙베리	blackberry
양심적	südametunnistus
드롭	tilk
안장	sadul
교훈	õppetund
교훈	õppetunni
할로윈	halloween
추상	abstraktne
추상	abstraktsionism
억만장자	miljardär
악어	alligaator
악어	krokodill
악어	krokodillid
정오	keskpäeval
정오	keskpäev
안정성	püsivus
안정성	stabiilsus
손목	ranne
손목	randme
샬롯	charlotte
교통사고	avarii
교통사고	õnnetus
이클립스	varjutus
헝가리어	ungari
걸작	meistriteos
카시니	cassini
인삼	ženšenn
유럽인	eurooplased
유럽인	eurooplaste
결투	duell
결투	duelli
짐승	elukas
짐승	koletis
해소	leevendada
태즈메이니아	tasmaania
ㅋㅋ	lol
벌레	ussi
벌레	uss
벌레	putukas
운석	meteoriit
취약점	haavatavust
스토리지	hoidla
스토리지	ladustamise
스토리지	säilitamine
스토리지	ladustamine
카피	koopia
카피	kopeeri
카피	kopeerimine
세르지오	sergio
자니	johnny
아르헨티나인	argentina
아르헨티나인	argentiina
아르헨티나인	argentina
아르헨티나인	argentina
아르헨티나인	argentiina
소품	rekvisiidid
애버딘	aberdeen
차베스	chávez
차베스	chavez
속임수	trikk
속임수	pettus
경감	inspektor
경감	inspektori
도미노	domino
아발론	avalon
레게	reggae
베컴	beckham
강조하기	esile
강조하기	esiletõstmine
촉매	katalüsaator
촉매	katalüütiliselt
리보르노	livorno
암모니아	ammoniaagi
수분	vedeliku
수분	vedelik
수분	niiskus
스코페	skopje
몬티	monty
찬드라	chandra
모래시계	liiv
모래시계	liiva
데뷔해	debüüt
셜리	shirley
치아	hambad
치아	hammas
치아	hamba
카니예	kanye
미망인	lesed
연구실	laboratoorsed
연구실	laboratooriumi
연구실	labor
연구실	laboratoorium
연구실	lab
연구실	labor
여행자	reisijad
벨벳	velvet
핀란드어	soome
여섯번째	kuuendaks
여섯번째	kuues
윙스	tiibu
윙스	tiivad
전화기	telefoni
전화기	telefon
전화기	telefoni
전화기	telefon
전화기	telefonid
이빨	hambad
이빨	hammas
이빨	hamba
트랩	lõksu
트랩	lõks
트랩	lõkse
트랩	lõksud
식용	söödav
고어	gore
쥬얼리	ehted
쥬얼리	ehteid
호날두	ronaldo
협곡	mäekuru
협곡	kanjoni
플로렌스	florence
플로렌스	firenze
호흡기	hingamisteede
스틱	pulgad
스틱	pista
스틱	pulk
갑각류	karpide
다섯번째	viies
다섯번째	viiendaks
우드로	woodrow
롤러	rullid
롤러	roller
롤러	rull
머리카락	karvad
머리카락	soeng
머리카락	juuksed
패러다임	paradigma
비만	rasvunud
비만	rasvumise
코디	cody
돈바스	donbass
반복한다	korda
반복한다	korrata
반복한다	kordamine
반복한다	kordan
코번트리	coventry
게이츠	väravad
게이츠	gates
냄새	lõhna
냄새	lõhn
냄새	lõhnab
냄새	lõhnad
놓쳤다	vastamata
꼭두각시	nukud
발렌틴	valentin
파머	palmer
애완동물	pet
애완동물	lemmikloom
애완동물	lemmikloomad
로미오	romeo
조교	abiline
조교	assistent
구토	okse
구토	oksendamine
초음파	ultraheli
아미르	emir
아미르	amir
부분적	osaline
습관	harjumused
습관	harjumus
루커스	lucas
출국	lahkumine
출국	väljumine
그램	gramm
그램	grammi
그램	memm
그램	grammi
미생물	mikroob
미생물	mikroobid
미생물	organismid
미생물	organismide
스케줄	päevakava
스케줄	ajakava
갈리시아	galicia
발자국	jalajälg
발자국	jalajäljed
발자국	sammud
발자국	jälgedes
출석	osalemine
출석	osavõtt
절도	vargus
잭슨빌	jacksonville
천년기	aastatuhandet
램지	ramsey
램지	ramsay
카드뮴	kaadmiumi
카트린	catherine
카트린	katariina
양모	vill
영리	kaval
영리	nutikas
시저	caesar
체사레	cesare
스레드	niit
스레드	lõime
창세기	genesis
위스키	viski
위스키	viski
피크	tipp
후퇴	taganeda
효율적	efektiivne
효율적	tõhus
효율적	tõhusad
깃털	sulestik
깃털	sulg
깃털	sulgedega
깃털	suled
카트리지	padrunid
실용	praktiline
실용	praktilised
클립	klipp
사파이어	safiir
임페리얼	keiserlik
열정적인	kirglik
재현	paljuneda
재현	paljunevad
트래비스	travis
마데이라	madeira
만하임	mannheimi
구강	suuline
구강	suukaudse
페덱스	fedex
샌더스	sanders
비숍	oda
비숍	bishop
비숍	piiskop
브레시아	brescia
몰디브	maldiivid
마젤란	magellan
참여하기	ühinege
참여하기	liitu
참여하기	ühine
비료	väetis
비료	sõnnik
율리시스	ulysses
첨부	kaasamine
첨부	lisatud
약학	apteek
타일	klotsi
타일	plaadid
아르메니아인	armeenia
아르메니아인	armeenia
아르메니아인	armeenlased
식료품	toidukaubad
식료품	toiduained
키트	komplektid
키트	komplekt
키트	kit
효율성	kasutegur
효율성	tõhusus
효율성	efektiivsus
효율성	tõhusus
효율성	efektiivsus
조경	haljastus
조경	maastik
조경	maastiku
승천	ülestõus
베냉	benini
라이터	kergem
위젯	vidin
종양	kasvaja
종양	kasvajaid
종양	kasvaja
브라이턴	brighton
충성	ustav
충성	lojaalsed
충성	lojaalne
충성	ustavus
충성	lojaalsust
충성	lojaalsus
알레르기	allergia
알레르기	allergia
알레르기	allergiline
알레르기	allergilised
공포증	hirm
공포증	hirmu
보이드	boyd
규약	covenant
서른	kolmkümmend
레오폴드	leopold
덩컨	duncan
국민의회	parlament
추출	kaevandamine
추출	ekstraheerimisel
추출	ekstrakti
추출	väljavõte
추출	ekstrakt
트랙터	traktorid
트랙터	traktor
주민들	elanikud
주민들	residendid
효자	hyo
나누기	pooleks
나누기	jaga
존스턴	johnston
데비	devi
데비	debbie
규범	normid
규범	norm
플로이드	floyd
망가니즈	mangaani
봉쇄	blokaad
마감	tähtajad
마감	tähtpäev
마감	tähtaeg
배달	tarne
배달	kohaletoimetamine
배달	tarned
식별자	identifikaator
식별자	tunnused
옥상	katus
옥상	katus
세그먼트	segmenteeritud
세그먼트	segmentide
세그먼트	segmendi
세그먼트	lõik
세그먼트	lõigu
파월	powell
헬스	võimla
헬스	jõusaal
헬스	tervist
헬스	tervishoid
헬스	tervis
베이커리	pagariäri
살롱	salong
살롱	salongis
토후국	emiraat
콘티	conti
카탈로그	kataloogid
카탈로그	kataloogid
카탈로그	kataloog
카탈로그	kataloogi
종교개혁	reformatsioon
채색	värviline
채색	värvilised
탄성	elastne
웨버	weber
웨버	webber
스플릿	pooleks
허니	kallis
허니	honey
허니	mesi
구독	telli
구독	tellimused
구독	tellimine
구독	tellimus
구독	märkimine
구독	tellimine
구독	märkimise
실링	schilling
쟈니	johnny
최적화된	optimeeritud
모리타니	mauritaania
채우기	täitmine
채우기	täida
루벤	reuben
루벤	ruben
안내서	käsiraamat
안내서	juhend
안내서	giid
멘토	mentor
권위주의	autoritaarsete
냉장고	külmkapp
냉장고	külmkapp
오웬	owen
전염병	katk
찬양	kiitust
찬양	kiitus
감비아	gambia
루퍼트	rupert
매켄지	mackenzie
매켄지	mckenzie
브라우닝	browning
광대	klounid
광대	kloun
왈츠	valss
하녀	teenija
하녀	teenijanna
하녀	neitsi
하녀	teenijad
하녀	teenijanna
인종차별	rassistlik
인종차별	rassist
인종차별	rassism
할리	harley
명왕성	pluto
도우미	abiline
그레나다	grenada
트램	trammi
트램	tramm
트램	trammi
와우	wow
와우	vau
카르멘	carmen
트레버	trevor
꽃잎	kroonlehed
위상수학	topoloogia
오디세이	odyssey
사진기	kaamera
솔직한	aus
솔직한	ausad
접두어	eesliited
접두어	prefiks
힐스	hills
수리남	suriname
밀크	piima
밀크	piim
저마늄	germaanium
전형	tüüpilised
전형	tüüpiline
비버	kobras
킨샤사	kinshasa
외상	trauma
저격수	snaiprid
저격수	snaiper
스트롱	tugev
스트롱	tugevad
잉크	tint
덴마크어	taani
프랫	pratt
밀리	mili
전동기	mootor
삭제되었습니다	kustutatud
삭제되었습니다	kustutanud
삭제되었습니다	eemaldati
삭제되었습니다	eemaldatud
즐겼다	nautinud
즐겼다	nautis
샌디	sandy
아멘	aamen
아헨	aacheni
군중	rahvamassid
군중	rahvas
군중	publik
양말	sokk
양말	sokid
플러그	pistik
플러그	pistikud
컴포넌트	komponendi
컴포넌트	komponent
베르겐	bergeni
