lily	릴리
rufus	루푸스
enzim	효소
palace	궁궐
palace	궁전
profile	프로파일
profile	프로필
profesori	교사들
profesori	교사
darwin	다윈
monarh	군주
monarh	모나크
močvare	습지
lovi	사냥
lovi	헌트
lovi	사냥
nasljeđe	문화유산
nasljeđe	레거시
nasljeđe	상속
izloženost	노출
trenje	마찰
trenje	마찰력
prezentacija	프레젠테이션
konje	말들
makedonci	마케도니아인
vještice	마녀
joel	조엘
federalna	연방
korišteno	사용함
korišteno	사용됨
korišteno	사용
izdano	배신
izdano	발급
izdano	발행
bologna	볼로냐
plivač	수영
nicole	니콜
kontinenata	대륙
hladna	춥다
hladna	감기
hladna	추위
hladna	차가운
beton	콘크리트
rcd	rcd
inspiraciju	영감
inspiraciju	영감을
margarita	마가리타
veneciju	베네치아
veneciju	베니스
imenovanja	예약
fokus	집중
fokus	초점
fokus	집중하기
fokus	포커스
amx	amx
nagib	경사
boj	전투
boj	배틀
normalna	정규
normalna	보통
normalna	평범
normalna	정상
fletcher	fletcher
fletcher	플레처
bundesliga	분데스리가
ellen	엘런
ellen	엘렌
germain	제르맹
germain	생제르맹
moralno	도덕
granu	지점
granu	분기
čuvari	가디언즈
čuvari	가디언스
čuvari	대리인
usne	입술이
usne	입술
domaćinstvo	집안
domaćinstvo	가구
mcdonald	맥도널드
mcdonald	맥도날드
duo	듀오
subotu	토요일
uvoz	가져오기
uvoz	가져오기
uvoz	불러오기
uvoz	수입
uvoz	수입
smanji	축소
smanji	줄이기
smanji	감소
odstupanja	편차
odbijanje	거절
odbijanje	거부
odbijanje	거절
milost	자비
milost	그레이스
milost	은혜
učitelji	교사들
učitelji	교사
trošak	비용
hawk	호크
pravdu	정의
lao	라오스
drevna	고대
narednik	경사
narednik	상사
vito	비토
uklonjen	삭제됨
uklonjen	삭제되었습니다
bremen	브레멘
razmjena	교환
heroji	영웅
heroji	히어로
heroji	히어로즈
vrelo	덥다
vrelo	hot
vrelo	뜨겁다
vrelo	뜨거운
pakao	지옥
plamena	불꽃
duhovna	정신적
browne	브라운
maccabi	마카비
salt	소금
funk	펑크
odabrana	선정
razmnožavanje	전파
razmnožavanje	번식
razmnožavanje	사육
kapitalizma	자본주의
ritchie	리치
mast	연고
mast	그리스
alain	알랭
svjetionik	등대
planirana	예정된
planirana	계획
iznimke	예외
tvrdnja	주장
složena	콤플렉스
složena	복합체
isa	isa
mexicana	멕시카나
atletski	애슬레틱
marilyn	마릴린
bishop	비숍
bishop	주교
vune	양모
vune	양털
pacifiku	태평양
pacifiku	퍼시픽
komplet	집합
komplet	세트
komplet	설정
alternativne	대체
maroku	모로코
lažni	허위
lažni	가짜
uhićenje	체포
intervjua	인터뷰
oblaci	구름
caroline	캐럴라인
caroline	캐롤라인
slabosti	약점
slabosti	약점
kirk	커크
vip	vip
autobus	버스
mjehura	방광
naredba	커맨드
naredba	명령
naredba	명령어
naredba	사령부
naredba	지휘
ris	리스
ris	살쾡이
diktator	독재자
izlaganja	노출
čehoslovačkoj	체코슬로바키아
nicholas	니컬러스
nicholas	니콜라스
nicholas	니콜라우스
liège	리에주
ute	ute
mgm	mgm
uspostavljen	설립
autobusa	버스
napredne	고급
poticanje	격려
franca	프랑카
prosvjedi	항의
prosvjedi	시위
kaos	혼란
kaos	혼돈
kaos	카오스
pothvat	벤처
civile	민간인
zatvoreno	비공개
zatvoreno	닫힌
konkurencija	경쟁
petrov	페트로프
zadovoljstvo	만족도
zadovoljstvo	만족
zadovoljstvo	즐거움
zadovoljstvo	기쁨
zadovoljstvo	쾌락
blata	mud
blata	머드
blata	진흙
haagu	헤이그
vjernost	충성
vjernost	멤버십
pokazatelj	지표
pozitivna	긍정
pozitivna	양수
pozitivna	긍정적
pozitivna	긍정적인
bach	바흐
pioniri	개척자
pioniri	선구자
johnston	존스턴
louisa	루이자
odiseja	오디세이
odiseja	율리시스
duhovi	귀신
duhovi	스피리츠
vrijedno	가치
vrijedno	가치가
sira	치즈
trud	노력
palermo	팔레르모
vijetnamski	베트남어
vijetnamski	베트남
vijetnamski	베트남인
saveznik	앨리
bryan	브라이언
novinarstvo	저널리즘
aids	에이즈
propaganda	선전
dvoboj	결투
olova	리드
iskreno	솔직히
valute	통화
valute	화폐
valute	통화
valute	화폐
makedoniju	마케도니아
makedoniju	마케도니아인
blackburn	블랙번
punjenja	카트리지
parametri	매개변수
pozvani	초대
prekinut	중단됨
zanimljivosti	호기심
natjecatelji	참가자
natjecatelji	경쟁자
natjecatelji	경쟁사
konzole	콘솔
konzole	콘솔
kristijan	기독교
kristijan	크리스티안
kristijan	크리스천
kristijan	크리스찬
dušik	질소
kenneth	케네스
arsenala	아스널
arsenala	아스날
arsenala	arsenal
ritter	리터
misionari	선교사
galaksije	은하
galaksije	은하
galaksije	갤럭시
aka	aka
postavke	설정
postavke	설정하기
postavke	설정
uvjerio	설득
mozart	모차르트
ugovori	계약
ugovori	계약서
alžiru	알제리
suglasnost	승낙
suglasnost	동의
gripe	인플루엔자
gripe	감기
gripe	인플루엔자
gripe	독감
bacač	투수
suhi	건조
suhi	드라이
jessica	제시카
rupu	구멍
rupu	구멍이
čudovišta	괴물
čudovišta	몬스터
čudovišta	몬스터즈
habsburg	합스부르크
efekta	영향
efekta	효과
primjere	예시
primjere	예제
govornik	스피커
plazma	플라스마
plazma	플라즈마
majmuni	유인원
majmuni	원숭이
majmuni	몽키스
drveće	나무들
drveće	트리
drveće	나무
reklama	상용
reklama	상업용
reklama	상업
gta	gta
komičar	만화
komičar	만화가
komičar	코믹
komičar	희극인
komičar	코미디언
komičar	희극
demon	데몬
demon	악마
presudu	판결
brand	브랜드
napetost	긴장감
napetost	텐션
napetost	긴장
pojačalo	증폭
pojačalo	amp
pojačalo	증폭기
pojačalo	증폭기
pojačalo	앰프
palmer	팔머
palmer	파머
ein	ein
borbeno	전투
borbeno	컴뱃
spomenike	기념물
spomenike	기념비
toyota	토요타
primirja	휴전
naklonost	애정
slojeve	레이어
procjenu	평가
davidson	데이비드슨
svugdje	어디서나
svugdje	어디든
svugdje	어디든지
realizam	현실주의
pčela	벌벌
pčela	꿀벌
cestama	도로
mučenja	고문
mučenja	고문의
argumente	인자
argumente	인수
geni	유전자
biblioteke	라이브러리
biblioteke	도서관
ace	에이스
ace	ace
lisac	폭스
lisac	여우
spriječi	방지
spriječi	예방
strijela	화살
strijela	화살표
snake	뱀과
pierce	피어스
lac	lac
emma	엠마
pisano	서면
propala	실패
srećom	다행히
srećom	다행히
gej	게이
gej	게이이
pretraživanje	찾기
pretraživanje	검색
pretraživanje	검색하기
inovacije	혁신
inovacije	혁신
suzuki	스즈키
misijama	미션
tunisu	튀니지
integracije	통합
siromaštva	가난
siromaštva	빈곤
vaga	스케일
vaga	축척
vaga	척도
vaga	규모
saudijske	사우디아
stih	구절
vizija	비전
vizija	시력
vizija	시각
libiji	리비아
plime	조류
najjače	최강
kristali	크리스탈
maraka	마르크
maraka	마크스
mentalno	멘탈
mentalno	정신
mentalno	정신적
joy	기쁨
joy	조이
joy	기쁨이
nigeriji	나이지리아
malajski	말레이어
malajski	말레이시아어
astronomski	천문
andre	앙드레
andre	안드레
andre	안드레
rudar	마이너
vizualno	시각
vizualno	비주얼
tik	눈금
tik	진드기
tik	체크
iskustava	경험
iskustava	체험
ljubavnica	연인
ljubavnica	애인
police	정책
police	선반
deluxe	디럭스
ponovio	반복
završeno	완료
završeno	완료되었습니다
završeno	완료
završeno	완료되었습니다
pine	소나무
pine	파인
richter	리히터
ruševinama	폐허
sažetak	요약
interpretacija	해석
ivane	이반
mori	모리야
mori	모리
odbiti	거절
odbiti	거부
odbiti	쇠퇴
odbiti	거절
kubrick	큐브릭
pozitivni	긍정
pozitivni	양수
pozitivni	긍정적
pozitivni	긍정적인
izuzetak	예외
storm	폭풍
storm	폭풍우
storm	스톰
nikla	니켈
ispunjen	채워진
robertson	로버트슨
interakcije	상호작용
interakcije	교류
interakcije	반응
interakcije	상호작용
wyoming	와이오밍
lola	롤라
crijevo	호스
predgrađa	교외
oto	오토
zdravstvo	의료
dublin	더블린
tkanine	직물
promocija	홍보
promocija	프로모션
promocija	승진
borca	전투기
borca	파이터
ehf	ehf
idealno	아이디얼
idealno	이상
asfalt	아스팔트
drugačija	달라
drugačija	다름
drugačija	다르다
mediterana	지중해
kanale	채널
doris	도리스
reeve	리브
razvod	이혼
rođaci	사촌
rođaci	친척
najnoviji	최신
najnoviji	최근
najnoviji	최신
depresija	우울증
kitovi	고래
pokus	실험
baku	바쿠
bavarskoj	바이에른
andersson	안데르손
napajanje	파워
napajanje	전력
napajanje	권력
isključen	제외됨
klinički	임상
pleše	댄스
mitu	신화
novinarstva	저널리즘
hardy	하디
alge	녹조류
alge	조류
regulira	규제
grobovi	무덤
asura	아수라
meri	메리
meri	마리아
bari	바리
ghost	귀신
ghost	유령
ghost	고스트
svod	볼트
vjerni	충성
vjerni	충실
hamburgu	함부르크
vegas	베가스
konzola	콘솔
osobnost	성격
osobnost	인격
osobnost	개성
klarinet	클라리넷
popravak	수리
emirata	에미리트
emirata	에미레이트
sjemenke	씨앗
helij	헬륨
posudio	빌려
posudio	빌려서
kur	코란
kuvajt	쿠웨이트
krštenje	세례
krštenje	세례
patent	특허
očekivao	예상
skica	스케치
skica	초안
skica	드래프트
skica	임시
miješanje	믹싱
miješanje	간섭
globalno	글로벌
globalno	전역
panama	파나마
royce	로이스
dixon	딕슨
kanu	카누
federer	페더러
prašina	먼지
hlače	바지
hlače	바지
atenu	아테네
deformacija	기형
deformacija	변형
demona	악마
jensen	jensen
svuda	어디서나
svuda	어디든
svuda	어디든지
objava	발표
objava	공지
objava	공지사항
objava	게시
objava	게시글
objava	포스트
objava	게시물
ponosa	자존심
ponosa	프라이드
april	에이프릴
april	사월
korejski	한국인
korejski	한국
korejski	한국어
naoružan	무장
čovječanstvo	인류
čovječanstvo	인류
patnje	고통
neptun	해왕성
neptun	넵튠
biomase	바이오매스
zoo	동물원
usp	usp
revolucionarni	혁명
noseći	입고
mjerilo	궤간
saveznike	연합군
saveznike	연합국
prisilio	강제
prisilio	강제로
instalacije	설치
skoplju	스코페
robot	로봇
dem	dem
arp	arp
gvajana	가이아나
zabrinutost	염려
zabrinutost	우려
jučer	어제
šok	충격
šok	쇼크
omiljena	favourite
omiljena	즐겨
omiljena	좋아하는
kvadrat	제곱
kvadrat	스퀘어
kvadrat	광장
kvadrat	사각형
kvadrat	정사각형
kori	크러스트
ostvari	달성
zarade	적립
zarade	이익
zarade	수입
zarade	수익금
zarade	수익
zarade	적립
zarade	이익
zarade	수익
pati	고통받고
skandal	스캔들
četvrtak	목요일
nezavisno	독립
nezavisno	독립적
planete	행성
demokraciju	민주주의
demokraciju	민주화
sedamnaest	열일곱
sedamnaest	세븐틴
korisna	유용하다
korisna	유용합니다
korisna	유용
miks	섞어
miks	믹스
miks	혼합
dokumentacije	설명서
dokumentacije	문서
sinovima	아들들
mari	마리야
mari	마리
mari	마리
eksperimentalni	실험
zvjezdice	항성
zvjezdice	스타
posjetitelje	방문자
posjetitelje	방문객
objavi	게시
objavi	출판
objavi	발행
objavi	게시
objavi	게시글
objavi	포스트
objavi	게시물
dublinu	더블린
socijalizam	사회주의
ljuske	껍질
ljuske	저울
bolesnik	아파
bolesnik	아픈
bolesnik	아프다
elliott	엘리엇
valentin	발렌틴
valentin	밸런타인
valentin	발렌타인
uspostavljanje	설립
ninja	닌자
izgubljeno	분실
izgubljeno	로스트
izgubljeno	잃어버린
projekcije	프로젝션
projekcije	도법
projekcije	투영
claudia	클로디아
claudia	클라우디아
odijelo	슈트
odijelo	양복
odijelo	수트
amaterski	아마추어
dinosauri	공룡
obavijest	알림
obavijest	공지
aurora	아우로라
demonstracije	시위
demonstracije	시연
demonstracije	시위
uske	좁은
uske	좁아
uske	좁다
putevi	도로
putevi	경로
hammer	망치
hammer	해머
zrcalo	거울
zrcalo	미러
dijagram	다이어그램
dijagram	도표
dovršeno	완료
dovršeno	완료되었습니다
plaće	급여
plaće	월급
plaće	임금
plaće	임금
ini	ini
sjemeništu	신학교
mostovi	브리지스
mostovi	다리
mostovi	브리지
mostovi	브릿지
desert	후식
desert	디저트
pobačaj	낙태
puca	새싹
odanost	충성
odanost	멤버십
kolumbo	콜롬버스
kolumbo	콜럼버스
prozori	윈도우
prsno	평영
xxx	xxx
tumor	종양
tumor	종양
medina	메디나
uspostavu	설립
grah	콩깍지
forbes	포브스
rocky	록키
rocky	로키
tanka	얇은
ubrzava	가속화
zabava	재미
zabava	party
zabava	파티
zabava	엔터테인먼트
zabava	오락
pranje	씻기
pranje	씻어
pranje	씻기
pranje	세탁
pranje	세척
arabiji	아라비아
python	python
python	파이썬
pije	음주
pije	마시기
pije	음료
pije	음료수
mak	양귀비
uski	좁은
uski	좁아
uski	좁다
sok	주스
sok	쥬스
paradise	파라다이스
paradise	천국
paradise	낙원
cvijeta	꽃이
cvijeta	플라워
alternativa	대안
alternativa	얼터너티브
barcelonu	바르셀로나
aba	aba
thunder	썬더
thunder	천둥
thunder	선더
bolesnici	환자
bolesnici	환자들
neslužbeno	비공식
strategiju	전략
sven	스벤
geometrijski	기하학
grožđa	포도
lažno	허위
lažno	가짜
niski	낮은
niski	낮음
niski	low
sega	세가
korporacija	코퍼레이션
korporacija	주식회사
gledanje	보기
stanford	스탠퍼드
stanford	스탠포드
adolfa	아돌프
kraća	짧게
prazan	비어
prazan	비어
inovacija	혁신
inovacija	혁신
welles	웰스
kalcija	칼슘
krvavi	블러디
pojedinosti	세부사항
minimalna	최소
minimalna	최소
lil	lil
čaja	홍차
udaljeni	리모콘
udaljeni	원격
udaljeni	리모컨
ragbi	럭비
carol	캐럴
carol	캐롤
ida	ida
jonas	조나스
jonas	조너스
hattori	핫토리
mol	부두
smetnje	간섭
ekvator	적도
farmi	농장
farmi	농장이
nestaju	사라지는
waters	워터스
img	img
riješi	해결
riješi	풀기
riješi	해결
carpenter	목수
carpenter	카펜터
domaćini	주최
domaćini	호스트
nestanak	소실
nestanak	실종
vokalni	보컬
ist	ist
pećine	동굴
robove	노예
tolerancije	관용
jabuke	사과
zub	치아
zub	이빨
mad	mad
logika	논리학
logika	논리
pretvori	변환
pretvori	전환
deva	낙타
deva	카멜
žanrova	장르
prepoznavanje	라인업
prepoznavanje	인식
kotač	바퀴
buckley	버클리
montreal	몬트리올
ribar	어부
naslijeđe	레거시
izvještaji	보고서
svijetla	불빛
svijetla	조명
emocije	정서
emocije	감정
emocije	감정
stvoreno	생성
stvoreno	만들었습니다
shakespeare	셰익스피어
normalni	정규
normalni	보통
normalni	평범
normalni	정상
diplomu	디플로마
diplomu	수료
visa	비자
madagaskar	마다가스카
madagaskar	마다가스카르
izazove	도전
izazove	챌린지
teodora	테오도라
košarku	농구
lukama	항구
lukama	포트
prijateljski	친근한
suše	가뭄
radikalno	급진주의
veleposlanstva	대사관
balade	발라드
beskonačno	인피니트
beskonačno	무한
beskonačno	인피니티
beskonačno	무한
beskonačno	끝없는
gala	갈라
apsorbira	흡수
bljesak	플래시
uspomene	추억
mudrost	지혜
matrica	매트릭스
matrica	행렬
díaz	디아스
cilindar	실린더
dobrovoljaca	자원봉사자
dobrovoljaca	자원봉사
dobrovoljaca	봉사자
erupcije	분출
karton	차트
naslage	예금
atomska	원자
kukci	곤충
kukci	벅스
kukci	버그
kukci	곤충
olivera	올리버
kazni	처벌
kršćane	기독교인
pen	pen
mutacije	돌연변이
avionom	평면
avionom	비행기
objasni	설명
objasni	설명해
objasni	설명하기
objasni	설명해주세요
žitarice	곡물
žitarice	시리얼
žitarice	곡식
žitarice	곡물
žitarice	곡물
žitarice	시리얼
vožnja	드라이빙
vožnja	운전
liza	리자
zabrani	금지
buke	소음
buke	잡음
sivo	회색
sivo	그레이
sivo	회색
sivo	그레이
lou	루키
africanus	아프리카누스
sibiru	시베리아
prst	핑거
prst	손가락
prst	발가락
uskrsnuća	부활
milimetara	밀리미터
milimetara	밀리미터
tekstila	직물
tekstila	섬유
tekstila	직물
edmund	에드먼드
licem	얼굴
licem	얼굴이
toplo	따뜻하다
debeli	지방
debeli	뚱뚱한
debeli	지방
debeli	살찐
nicholson	니컬슨
hermes	헤르메스
specifično	구체적
specifično	특정
specifično	구체
tajlandu	태국
tajlandu	타이
morse	모스
holokaust	홀로코스트
pozivanje	calling
montpellier	몽펠리에
ceremonija	의식
