bosna	bosna
zriadené	ustanovljen
zriadené	uspostavljena
zriadené	ustanovljene
zriadené	ustanovljena
backgroundcolors	backgroundcolors
alkoholu	alkohol
maría	maría
dublin	dablinu
veronika	veronika
veronika	veronika
upravená	mijenjati
rom	rom
terry	terry
výmenu	razmjenu
výmenu	razmjena
okolnosti	okolnosti
okolnosti	okolnosti
okolnosti	okolnostima
vianoce	božić
zaútočili	napali
zaútočili	napao
predpoklad	pretpostavka
predpoklad	hipoteza
predpoklad	pretpostavka
predpoklad	preduslov
fedor	fedor
pokoj	mira
pokoj	serenity
atentát	atentat
bonaparte	bonaparte
plánovaná	zakazana
plánovaná	planirani
plánovaná	planirano
plánovaná	planirana
plánovaná	planirane
aspekty	aspekata
aspekty	aspektima
aspekty	aspekti
vyvoláva	povećava
vyvoláva	podiže
pacienta	pacijent
letiská	aerodromi
odmietla	odbio
matke	majka
diamond	dijamant
hrobky	grob
hrobky	grobnica
hrobky	grobnicama
jadrová	nuklearno
jadrová	nuklearni
jadrová	nuklearna
über	über
klasifikácie	klasifikacije
realizovať	provesti
realizovať	provoditi
kľúčové	ključni
kľúčové	ključ
desaťročia	decenijama
desaťročia	decenija
grace	grace
cestoval	putovali
cestoval	otputovao
cestoval	putovao
kartu	tab
kartu	karta
kartu	kartica
dana	dana
smk	smk
edgar	edgar
stuart	stuart
študuje	proučava
študuje	proučavaju
dokazuje	demonstrira
zákone	testament
zákone	zavjet
tokov	teče
tokov	tokovima
urán	uranij
urán	uran
čeľustnatce	gnathostomata
strecha	krovu
strecha	krov
strecha	krovu
utiecť	bijeg
utiecť	pobjegne
danny	deni
danny	danny
obyvateľom	stanovnici
obyvateľom	stanovništvo
obyvateľom	stanovnika
obyvateľom	stanovništvo
magic	sihr
stráca	gubi
stráca	izgubivši
stráca	gubi
stráca	izgubi
materskej	roditelja
materskej	roditelj
bonus	bonus
náhrada	kompenzacije
náhrada	kompenzaciju
náhrada	naknadu
náhrada	naknade
náhrada	zamjena
dominika	dominique
dominika	dominika
dominika	dominika
autorských	autorska
autorských	copyright
marcela	marcel
jakob	jakob
dostupná	dostupan
dostupná	dostupno
dostupná	dostupni
dostupná	dostupna
dostupná	raspolaganju
obmedzenie	ograničavaju
obmedzenie	ograničenje
kameraman	kamerman
true	istina
true	tačna
topenia	topljenja
topenia	topljenje
nariadenia	propise
nariadenia	propisa
nariadenia	propisima
nariadenia	propisi
nariadenia	propis
interakcie	interakcija
interakcie	interakcije
interakcie	interakcije
sedan	sedan
als	als
pobočky	grana
kritiku	kritika
kritiku	kritike
téme	tema
meč	mač
chad	čad
inštitúcia	institucija
federálny	federalni
federálny	federalno
zistí	detects
nádeje	nade
externý	vanjska
externý	vanjski
voyager	voyager
zeus	zeus
experimentálne	eksperimentalni
experimentálne	eksperimentalna
experimentálne	eksperimentalnoj
ostro	snažno
ostro	oštrim
ostro	oštre
ostro	oštru
ostro	oštrog
gott	gott
mních	monk
roh	ugao
roh	rog
všimol	primijetili
vlastníkom	vlasnik
povolené	omogućena
povolené	omogućio
povolené	ovlaštena
povolené	odobren
povolené	dozvoljena
povolené	dozvoljeno
povolené	dozvoljen
povolené	dozvolio
povolené	dozvoljena
zrušil	poništio
jedenásť	jedanaest
magnus	magnus
epizódy	epizode
epizódy	epizoda
dočasné	privremeno
dočasné	privremenu
dočasné	privremene
objavovať	istraživanje
objavovať	istraživanja
objavovať	istražuju
objavovať	otkriti
objavovať	otkriju
objavovať	otkrili
objavovať	otkrije
stúpa	rastuće
potraviny	hrana
potraviny	namirnice
očami	eyes
očami	očima
očami	oči
kategóriu	kategoriju
kategóriu	kategorija
spomienky	sjećanja
spomienky	uspomene
spomienky	uspomena
ťažkosti	poteškoća
ťažkosti	teškoće
ťažkosti	poteškoće
ťažkosti	poteškoća
ťažkosti	teškoće
edmund	edmund
protest	protest
graham	graham
riadené	uspjeli
riadené	uspjela
riadené	uspio
riadené	upućen
riadené	vođen
riadené	kontrolira
riadené	kontrolom
poškodený	oštećeni
poškodený	oštećeno
poškodený	oštećen
isto	sure
isto	siguran
isto	sigurno
existujúcich	postojeće
existujúcich	postojećim
existujúcich	postojećih
existujúcich	postojeći
chrániť	zaštititi
chrániť	štiti
radosť	radost
radosť	zadovoljstvo
elektróny	elektrone
elektróny	elektrona
prepojené	povezano
prepojené	povezani
prepojené	povezane
prepojené	povezana
hus	hus
facebook	facebook
štandardná	default
štandardná	uobičajeni
štandardná	uobičajena
skladateľov	kompozitora
skladateľov	kompozitori
správna	pravilna
sála	vijećnica
sála	dvorana
sála	hall
deja	deja
auta	automobil
krk	vrat
prach	prašine
prach	prašina
prach	prašinu
nadácia	foundation
nadácia	fondacija
nadácia	temelj
colin	collin
colin	colin
colin	kolin
pocity	osećanja
pocity	osjećanja
werner	werner
ľahký	svjetlost
salzburg	salzburg
africké	afrički
africké	afričke
africké	afričkih
africké	afrička
vrtuľník	helikopter
vrtuľník	helikoptera
dcér	kćerke
dcér	kćerkama
dcér	kćeri
zložité	kompleksan
zložité	kompleks
zložité	kompleksna
zložité	teškom
zložité	teški
zložité	težak
zložité	teško
zložité	teška
panva	karlice
advokát	advokat
advokát	zagovornik
advokát	branilac
advokát	advokat
existujúce	postojeće
existujúce	postojećim
existujúce	postojećih
existujúce	postojeći
ťažšie	teži
ťažšie	teže
zaujímavý	zanimljiva
zaujímavý	zanimljivo
zaujímavý	interesantan
zaujímavý	interesantno
zaujímavý	zanimljiv
odborníci	profesionalci
odborníci	profesionalaca
odborníci	stručnjaci
oceľ	čelik
dokopy	zajedno
skúmanie	istraživanje
skúmanie	istraživanja
skúmanie	istraga
roberto	roberto
zriedka	rijetko
pól	pol
jedince	pojedinci
brusel	brisel
predsedníctva	predsjedništvo
čiernych	crnci
významnosť	značaj
reťazec	gudački
reťazec	string
reťazec	lanac
rozvíja	razvija
zomreli	poginuo
zomreli	umro
zomreli	umrlo
zomreli	umrla
pripraviť	pripremi
pripraviť	pripreme
pripraviť	pripremiti
sľub	obećanje
vhodná	pogodan
vhodná	pogodna
barrett	barrett
saxofón	saksofon
ghz	ghz
metallica	metallica
produkuje	proizvodi
apr	apr
električka	tram
teatro	teatro
isaac	isak
niesť	prenose
pozostávala	sastojao
pozostávala	sastojala
výrobcov	proizvođača
výrobcov	proizvođači
vyvíja	razvija
kompletný	završeno
kompletný	potpuna
kompletný	kompletna
kompletný	kompletan
životnosť	vijek
životnosť	životne
životnosť	životni
jun	jun
jun	yun
elektronický	elektronska
elektronický	elektronski
vodič	vozač
vodič	vozača
newton	njutn
newton	newton
desaťročí	decenijama
desaťročí	decenija
desaťročí	decenija
galileo	galileo
chráni	štiti
soundtrack	soundtrack
obmedzený	zabranjen
obmedzený	ograničene
obmedzený	ograničena
obmedzený	ograničen
zvláštny	čudno
dôsledok	posljedica
palace	palata
palace	palača
rytmus	pobijedio
rytmus	pobedi
rytmus	ritam
príležitostne	povremeno
duo	duo
kresťanský	hrišćanski
kresťanský	christian
kresťanský	hrišćanska
kresťanský	kršćanska
kresťanský	hrišćanin
kresťanský	kristijan
mäsa	meso
henrik	henrik
bach	bacha
bach	bach
slávu	slavnih
slávu	fame
slávu	slava
theodor	theodor
využívanie	eksploatacija
využívanie	upotreba
ahoj	alo
ahoj	halo
učiť	uče
učiť	nauči
učiť	uči
učiť	learn
astronauti	astronauti
kôra	kora
kôra	korteks
kôra	peel
náročné	teškom
náročné	teški
náročné	težak
náročné	teško
náročné	teška
fakty	činjenica
fakty	činjenice
costa	costa
darwin	darwin
uzavreté	zatvorena
uzavreté	zatvoreno
uzavreté	zatvorio
rozhovory	razgovori
rozhovory	intervjue
rozhovory	razgovori
rozhovory	pregovori
tlači	press
tlači	štampa
spolupracovala	sarađivao
zabili	ubila
zabili	ubili
zabili	ubio
zabili	ubijena
zabili	ubijen
zabili	ubijeni
gréckom	grčki
sfondo	sfondo
osudu	sudbinu
osudu	sudbina
štýly	stilova
staviteľ	graditelj
hlboký	duboka
hlboký	duboke
hlboký	duboko
hlboký	dubok
hlboký	deep
hlboký	dubok
hlboký	duboke
zaujíma	zainteresovani
zaujíma	zainteresovan
zaujíma	zainteresiran
zaujíma	zainteresovana
zaujíma	zainteresirani
zaujíma	zainteresovane
viaže	vezuje
viaže	vezan
cape	rt
vyrobená	proizveo
vyrobená	proizvela
vyrobená	proizvedena
vyrobená	made
vyrobená	napravio
vyrobená	napravljena
vyrobená	napravljen
vyrobená	napravila
kalendára	kalendar
flotily	flota
menším	manji
menším	manja
sektor	sektor
école	école
búrka	oluja
guillaume	guillaume
stavia	gradi
keith	keith
spáchal	počinjenih
spáchal	počinjenim
spáchal	počinila
spáchal	izvršio
spáchal	počinio
spáchal	počinili
pablo	pablo
slonoviny	slonovače
zdanlivo	naizgled
tvrdý	teška
tvrdý	težak
nejako	nekako
éra	eru
éra	ere
éra	era
stredoveké	srednjovjekovna
stredoveké	srednjevjekovna
presvedčený	uvjereni
presvedčený	uvjerena
presvedčený	uvjeren
presvedčený	vjeruju
presvedčený	uvjeren
zranenie	povrede
zranenie	povreda
zranenie	rana
labuť	labud
hitlera	hitler
mrakodrap	neboder
reštaurácia	restorana
reštaurácia	restoran
brad	brad
calgary	calgary
kostra	kostur
zastávky	staje
zastávky	prestaje
zastávky	sprečava
ukončiť	izlaz
ukončiť	exit
ukončiť	kraj
udelené	dalo
udelené	dat
udelené	nagrađeni
udelené	dodijelila
gregory	gregory
predpisy	propise
predpisy	propisa
predpisy	propisima
predpisy	propisi
predpisy	pravila
lars	lars
pokrok	napredak
ostrý	oštrim
ostrý	oštre
ostrý	oštru
ostrý	oštrog
ohrozených	ugrožena
ohrozených	ugrozili
marko	marko
ponuky	nastojanje
ponuky	ponude
ponuky	ponude
ponuky	nudi
univerzít	univerzitetima
univerzít	univerziteti
obytné	stambeni
obytné	stambene
vlaku	voz
susedné	susjeda
susedné	susjedi
susedné	susjedima
susedné	susjednoj
susedné	susjedna
budúce	budućnost
poskytol	obezbjeđen
poskytol	obezbijeđen
poskytol	obezbijedila
poskytol	obezbjeđena
dean	din
zabitý	ubijeni
zabitý	ubila
zabitý	ubili
zabitý	ubio
zabitý	ubijena
zabitý	ubijen
zabitý	ubijeni
nepriateľom	neprijatelj
nepriateľom	neprijateljima
nepriateľom	neprijatelji
nepriateľom	neprijatelja
výnimky	iznimke
výnimky	izuzetaka
výnimky	izuzeci
výnimky	izuzetak
bin	bin
expozície	izloženost
expozície	izlaganje
ruka	ruka
ruka	šaka
bohužiaľ	nažalost
drevených	drvena
drevených	drveni
drevených	drvene
drevených	drvenih
drevených	drvenim
nemec	nemec
strieborný	srebro
kapacity	kapacitete
kapacity	kapacitet
kapacity	kapaciteti
luigi	luigi
android	android
rozprávanie	pričao
rozprávanie	govoreći
voličov	glasačima
voličov	birači
voličov	glasači
lov	lov
lov	lov
lov	lov
sady	seta
kanála	kanal
kanála	kanal
kanála	kanalu
kanála	channel
jeruzalema	jerusalem
červenú	crvena
piano	klavir
hrobka	grob
hrobka	grobnica
nosí	nosi
china	kina
flash	flash
pacific	pacifik
pacific	pacifika
pacific	pacifički
pacific	pacifiku
prítomný	prisutan
tón	ton
pomocné	pomoćna
rozhoduje	odlučuje
pracujúcich	radnici
pracujúcich	radnika
pláne	plan
ouest	ouest
uplatňuje	primjenjuje
nissan	nissan
kanálov	kanali
kanálov	kanala
kanálov	kanale
dres	jersey
baník	rudar
cassini	cassini
vysielať	emitovanje
vysielať	emitovati
vysielať	emitiranje
vodnár	vodolija
lietadlom	avion
lietadlom	avion
churchill	churchill
kenneth	kenneth
larry	larry
mitchell	mitchell
viet	rečenica
viet	presude
viet	rečenice
gibson	gibson
veselý	veseli
absolútna	apsolutni
absolútna	apsolutna
lyžiar	skijaš
ball	lopta
ann	ann
siedmy	sedma
siedmy	sedmi
občianskych	civilno
občianskych	civilna
tepelná	toplotna
tepelná	toplotne
tepelná	toplotno
patent	patent
odpovede	odgovore
odpovede	odgovori
dievčatá	djevojke
dievčatá	girls
prijíma	prima
prijíma	prihvata
prijíma	prima
prijíma	prihvatanju
prijíma	prihvatanje
prijíma	usvaja
bielkovín	proteina
kat	kat
novinárov	novinara
novinárov	novinari
ukázala	pokazao
ukázala	pokazala
ukázala	pokazali
pokusov	suđenjima
pokusov	suđenja
pokusov	pokušaji
pokusov	pokušaja
pokusov	pokušaje
pokusov	pokušajima
rieši	rješava
čaká	čekanje
čaká	čekajući
čaká	čeka
čaká	čekaju
čaká	čekanja
čaká	waits
čaká	čeka
písomné	pisani
písomné	napisano
písomné	zapisano
písomné	napisao
písomné	pisan
písomné	pisao
chemici	hemičari
huby	gljive
huby	gljiva
huby	gljivice
pomohli	pomogla
pomohli	pomogao
orbiter	orbiter
role	uloga
role	uloge
prispeli	doprinijela
prispeli	doprinijeli
prispeli	doprinio
prispeli	doprinijelo
prispeli	poklonio
prispeli	donirana
prispeli	donirala
automatické	auto
automatické	automatsko
volal	nazvana
volal	zvao
volal	nazvan
volal	pozvala
asistenti	pomoćnici
detský	dijete
vystavené	izložena
vystavené	izloženi
vystavené	izložen
čestné	honest
upravil	sare
čínskych	kineski
zranenia	povrede
zranenia	povredama
popularita	popularnosti
popularita	popularnost
čelo	čelo
čelo	violončelo
dverí	vrata
dverí	vrata
dverí	doors
zlý	loše
zlý	bad
zlý	loš
ovplyvnili	uticala
ovplyvnili	uticali
ovplyvnili	uticao
kusy	komadi
kusy	komada
kusy	rezovi
kusy	rezova
kusy	rezove
strela	metak
strela	projektil
strela	raketa
podzemných	underground
podzemných	podzemni
podzemných	podzemna
norma	norma
norma	norma
norma	norme
norma	standardni
početných	brojne
početných	brojni
alpy	alpi
paolo	paolo
aer	aer
rosa	rosa
rosa	dew
zvuky	zvuči
zvuky	zvukova
zvuky	sounds
canaveral	canaveral
uznané	priznala
uznané	priznata
uznané	priznao
uznané	priznat
chvíle	trenutaka
chvíle	trenucima
bankovky	novčanice
bankovky	novčanica
eugene	eugene
úpadok	propadanja
úpadok	stečaj
palestíny	palestinu
palestíny	palestina
najmenší	najmanji
najmenší	najmanja
minimum	minimalno
minimum	minimum
minimum	minimalna
zmenený	izmijenio
zmenený	modificirana
zmenený	modifikovan
zmiešané	mješovite
zmiešané	mješovita
julia	julia
julia	julija
laboratórium	laboratoriji
laboratórium	laboratorija
laboratórium	laboratorija
laboratórium	laboratoriji
laboratórium	lab
cover	pokriti
cover	pokrivaju
cover	pokriće
miguel	miguel
limit	ograničavaju
limit	ograničenje
che	che
obnova	obnavljanje
obnova	obnova
obnova	obnove
obnova	obnovu
obnova	obnovu
míľ	miles
míľ	milja
míľ	km
base	zatvor
fyzicky	fizički
territoire	territoire
guvernér	guverner
kolá	runde
kolá	rundama
vnímanie	percepcija
vnímanie	percepcije
vnímanie	percepcija
full	pun
full	full
full	puna
full	punom
full	puni
full	punu
námorná	pomorski
námorná	maritime
plášť	rt
plášť	plašt
stewart	stewart
clark	clarke
clark	clark
lane	lane
fyzické	fizički
fyzické	fizičko
fyzické	fizičke
harrison	harrison
turíne	torino
laura	laura
fauny	fauna
morských	morskih
morských	morski
morských	marine
čitateľov	čitaocima
autobusov	autobusa
pascal	pascal
baran	ovan
znamenie	znak
copa	copa
copa	kup
javu	fenomen
vzorky	uzorak
vzorky	uzorka
vzorky	uzorku
vzorky	uzorci
meraní	merenje
meraní	mjerenja
poradca	konsultant
poradca	konsultanta
poradca	savjetnik
poradca	savetnik
poradca	savjetnik
poradca	savjetnik
dobrovoľne	dobrovoljno
činy	akcija
činy	radnje
činy	akcije
činy	postupci
činy	postupcima
rozpočtu	budžet
zločiny	zločini
zločiny	zločine
koncentrácia	koncentracije
koncentrácia	koncentracije
koncentrácia	koncentracija
koncentrácia	koncentraciju
čiernu	crni
čiernu	crna
koleso	točak
kant	kant
aus	aus
masaryk	masaryk
diera	rupa
porušenie	kršenje
porušenie	proboj
porušenie	kršenje
elektronika	elektronika
jedlo	hrana
jedlo	obroku
infekcie	infekcije
infekcie	infekcija
félix	félix
optické	optički
optické	optičko
optické	optičkih
summer	ljeto
edmonton	edmontonu
spomenúť	spomen
spomenúť	spomenuti
potvrdené	potvrdila
potvrdené	potvrdio
potvrdené	potvrđeno
komerčné	trgovina
komerčné	komercijalne
komerčné	komercijalni
komerčné	reklama
ohlas	rezonanca
techno	tehno
spôsobov	načine
spôsobov	načini
spôsobov	načina
obnovený	obnovio
obnovený	obnovljen
obnovený	obnovljeni
obnovený	obnovljena
vietnam	vijetnam
fasáda	fasada
cudzie	stranih
cudzie	strani
cudzie	stranim
stratégie	strategije
stratégie	strategija
stratégie	strategijom
stratégie	strategija
jednotlivca	individualni
jednotlivca	individualne
gravitácia	gravitacija
hotela	hotel
mazovské	mazovjecko
jazykovej	jezičke
frýdek	frýdek
lexikón	lexicon
zátvorkách	parentheses
zátvorkách	zagradi
tag	tag
bella	bella
gen	gen
konflikty	sukobi
konflikty	sukob
konflikty	konflikt
oto	otto
oto	oto
joachim	joachim
pokračovalo	nastavljena
pokračovalo	nastavila
pokračovalo	nastavljen
pokračovalo	nastavio
stretla	upoznao
ukážka	uzorak
ukážka	uzorka
ukážka	uzorku
ukážka	demonstracije
zla	zlo
tatiana	tatiana
švédske	švedski
hnedý	brown
vedený	upućen
vedený	vođen
emeritný	emeritus
stôl	sto
príspevkov	doprinosi
príspevkov	objave
ring	ring
ring	prsten
ron	ron
taiwan	tajvan
nacisti	nacisti
sfarbenie	staining
spravodlivosť	pravda
spravodlivosť	pravde
spravodlivosť	pravednosti
naživo	live
nájdený	našla
nájdený	pronađen
nájdený	pronađena
nájdený	pronašli
nájdený	pronašao
nájdený	utvrdila
miro	miro
sprievodné	pratnji
regionálna	regionalni
regionálna	regionalna
gule	jaja
gule	lopte
gule	kugle
svätec	sveti
svätec	saint
lenka	lenka
slobodná	single
stoviek	stotinu
stoviek	stotine
stoviek	hundred
stoviek	stotina
stoviek	stotine
osvetlenie	rasvjetu
ein	ein
vyvinutá	razvijao
vyvinutá	razvijene
vyvinutá	razvio
alpách	alpi
odstúpil	ostavku
fish	ribe
štandardné	default
štandardné	uobičajeni
štandardné	uobičajena
štandardné	standardni
sobáš	brak
sobáš	vjenčanje
sobáš	vjenčanja
abraham	ibrahim
abraham	abraham
abraham	ibrahima
temple	hram
objaviť	otkriti
objaviť	otkriju
objaviť	otkrili
objaviť	otkrije
oslo	oslo
užívateľov	korisnici
užívateľov	korisnika
mladšieho	mlađi
got	imam
got	got
got	dobio
got	dobila
budhizmus	budizam
reggae	reggae
greg	greg
pasažierov	putnici
pasažierov	putnika
pasažierov	putnike
saľut	salyut
príjmy	prihoda
príjmy	prihodi
príjmy	prihode
príjmy	prihod
príjmy	prihodi
vírus	virus
partner	partnera
partner	partner
dokončené	završen
dokončené	završila
dokončené	završio
dokončené	završeno
obnovené	obnovio
obnovené	obnovljen
obnovené	obnovljeni
obnovené	obnovljena
sociálno	društveno
závislé	zavisna
závislé	zavisne
závislé	zavisnosti
italia	italia
turecké	turski
ilustrátor	illustrator
oblečenie	odjeća
oblečenie	odjeća
oblečenie	odjeću
zima	hladno
zima	zima
dennis	dennis
java	java
mpeg	mpeg
nomináciu	nominaciju
nomináciu	nominacija
kresťania	hrišćani
columbus	columbus
columbus	kolumbo
jednotné	ujedinjene
jednotné	single
jednotné	ujednačen
spôsobená	izazvalo
spôsobená	uzrokovala
spôsobená	uzrokovane
spôsobená	izazvao
spôsobená	izazvala
parsons	parsons
železné	željezo
pen	pen
pen	pero
pen	hemijsku
podľahol	podlegao
campo	campo
atlantic	atlantski
atlantic	atlantika
atlantic	atlantska
suché	suha
suché	suho
opraviť	popravke
opraviť	popravi
opraviť	pravilna
snehu	snijeg
gaga	gaga
známu	poznat
známu	poznato
známu	poznata
známu	poznate
url	url
url	urls
civilistov	civili
závody	trkama
závody	rasa
závody	utrka
závody	utrke
zbory	horova
sovieti	sovjeti
bruseli	brisel
predpoklady	pretpostavke
stratu	gubitak
montana	montana
blake	blake
tunela	tunel
teoretický	teoretski
teoretický	teorijska
trofej	trophy
trofej	trofej
jeruzaleme	jerusalem
kultúr	kultura
plná	pun
plná	full
plná	puna
plná	punom
plná	puni
plná	punu
stavali	sagrađena
stavali	izgrađena
stavali	izgrađeno
stavali	izgradio
námorníctvo	mornarica
riadiť	upućen
riadiť	vođen
riadiť	upravljanje
mladšie	mlađi
učiteľka	nastavnik
učiteľka	učitelj
pivo	pivo
pivo	ale
jednotný	ujedinjene
jednotný	ujednačen
jednotný	single
pripojený	povezani
pripojený	povezana
pripojený	online
stiahnuť	preuzimanje
obľúbený	favorit
obľúbený	miljenika
obľúbený	omiljeni
obľúbený	miljenik
obľúbený	omiljeno
biskupský	episcopal
evanjelium	evanđelje
craig	craig
kvalitné	kvalitet
kvalitné	kvaliteta
korisť	nagradni
korisť	plen
pozemky	crteža
pozemky	land
pozemky	kopnena
pozemky	zemlja
male	malé
stály	stalan
stály	postojan
rna	rnk
jadrové	nuklearno
jadrové	nuklearni
jadrové	nuklearna
kov	metal
rola	uloga
písania	typing
pečene	jetreni
pečene	jetra
pete	pete
pozorovaná	posmatrala
pozorovaná	posmatrao
štátnik	državnik
brať	uzimanje
brať	uzimanja
brať	uzima
brať	uzimajući
brať	preuzeti
brať	uzeti
brať	take
brať	preuzme
symfonický	symphonic
kvalifikáciu	kvalifikacije
kvalifikáciu	kvalifikacija
ušiel	pobjegla
ušiel	pobjegao
ušiel	pobjegao
reforiem	reforme
reforiem	reformi
reforiem	reformama
vstúpiť	ući
kazateľ	sveštenik
klein	klein
priechod	prolaz
telefóny	telefona
vonkajšia	spoljne
vonkajšia	vanjski
vonkajšia	spoljnoj
vonkajšia	spoljašnje
vonkajšia	spoljašnja
vonkajšia	vanjska
vonkajšia	vanjski
cruz	cruz
dobytok	stoka
dobytok	stoku
dobytok	stoke
muzikál	muzičkim
muzikál	muzičke
muzikál	muzički
muzikál	muzička
muzikál	mjuzikl
muzikál	musical
strachu	strah
zostavy	seta
zostavy	postava
fanúšikovia	navijači
fanúšikovia	navijača
plyny	gasove
plyny	gasova
plyny	gasovi
ryba	ribe
aktivista	aktiviste
aktivista	aktivistkinja
jung	jung
ľavé	lijevo
väzni	zarobljenike
väzni	zatvorenici
väzni	zatvorenika
zoltán	zoltán
priehrada	brana
priehrada	reservoir
kongrese	kongres
money	novac
zranení	povrijeđeno
zranení	povrede
zranení	povredama
zachovať	očuvati
zachovať	očuvanje
zachovať	zadržati
zachovať	zadrže
zachovať	održavaju
zachovať	zadrži
zachovať	keep
ministri	pratilaca
ministri	ministri
mayer	mayer
vedeli	znao
vedeli	znali
vedeli	poznavao
vedeli	poznavali
výskumné	istraživanje
výskumné	istraživanja
platforma	platforma
platforma	platformi
platforma	platformu
platforma	platforme
car	automobil
car	car
car	cara
príslušné	nadležne
príslušné	relevantne
príslušné	relevantnim
anti	anti
platformy	platformi
platformy	platforma
platformy	platformi
platformy	platformu
platformy	platforme
brankára	golman
preč	nestao
preč	nestali
preč	otišli
preč	otišla
preč	away
preč	daleko
islamu	islam
esperanto	esperanto
hrobu	grob
dátumu	datum
christoph	christoph
hĺbku	dubina
hĺbku	dubinu
hĺbku	dubine
hĺbku	dubini
hercov	glumaca
hercov	glumci
ohrozený	ugrožena
ohrozený	ugrozili
ohrozený	zaprijetio
ohrozený	ugrožena
poéziu	poezija
viditeľný	vidljiv
viditeľný	vidljiva
viditeľný	vidljivi
viditeľný	vidljivo
videa	video
kresby	skice
kresby	crtežima
kresby	crteži
rozhodnúť	opt
rozhodnúť	odlučiti
rozhodnúť	odluče
podaní	uprava
podaní	administracija
kube	kuba
bolesť	bolna
bolesť	bol
deriváty	derivati
konkrétny	beton
originálny	originalni
originálny	originalna
originálny	prvobitni
originálny	originalne
originálny	original
walker	walker
štvrtého	četvrta
štvrtého	četvrti
štvrtého	četvrto
štvrtého	četvrtog
štvrtého	četvrtom
natrvalo	trajni
natrvalo	trajnim
natrvalo	stalna
natrvalo	stalne
natrvalo	trajno
súostrovie	arhipelag
alexandre	alexandre
ekonomicky	ekonomski
lúč	zrak
lúč	zracima
lúč	ray
prežili	preživeli
prežili	preživjeli
vyšetrovanie	istraga
vyšetrovanie	istraga
šachu	šah
austin	austin
austin	ostinu
ideálne	idealan
ideálne	idealni
abc	abc
občan	građanin
cia	cia
cia	cia
cia	cla
disky	diskovi
vzácny	plemenite
vzácny	rijetki
vzácny	rijetko
strauss	strauss
dokonale	savršeno
sláva	slavnih
sláva	fame
sláva	slava
niektorý	neki
splniť	ispuniti
splniť	ispuniti
šéf	boss
šéf	šef
vasilij	vasilije
vasilij	vasilij
vasilij	vassili
nádor	tumor
hliníka	aluminij
finančná	finansijski
získavajú	sticanja
prápor	bataljon
natočil	snimio
wrestling	hrvanje
ono	ono
zhrnutie	sažetak
cestný	put
varga	varga
vetu	kaznu
vetu	rečenica
vetu	kazna
vetu	presudom
analýzu	analiza
nar	reg
trhy	tržišta
geograf	geograf
lasica	weasel
irak	irak
jasná	bright
jasná	bistra
znížiť	smanji
znížiť	smanjenja
znížiť	smanjenje
obytných	stambeni
obytných	stambene
inšpiroval	inspirisan
inšpiroval	inspirisala
ltd	ltd
pologuli	hemisfera
pologuli	hemisferu
pilota	pilot
spomínajú	spominje
slnečný	sunčan
slnečný	sani
okna	prozor
najrýchlejšie	najbrže
budapest	budimpešta
raj	raj
raj	raj
budovanie	zgrada
otvára	otvaranje
územné	teritorijalnoj
územné	teritorijalni
územné	teritorijalna
územné	teritorijalne
bývanie	stanovanje
bývanie	stambeni
odlišujú	razlikuje
bis	bis
nepretržite	kontinuirano
hustoty	gustoća
zobrazí	pokazuje
zobrazí	prikazivanja
viditeľná	vidljiv
viditeľná	vidljiva
viditeľná	vidljivi
viditeľná	vidljivo
trend	trend
júlia	julie
júlia	julia
júlia	julija
júlia	julija
kuchyňa	kuhinja
kuchyňa	kuhinje
kuchyňa	kuhinja
kuchyňa	kuhinji
carolina	karolina
pravdepodobnosti	vjerovatnoća
obsadiť	zauzimaju
reagovať	reaguje
srb	srpska
srb	srpski
srb	srpski
vyhrať	pobjeda
vyhrať	pobijedi
vyhrať	osvoji
plošiny	platformi
feb	feb
referendum	referendum
spánku	spavanje
fyzická	fizički
fyzická	fizičko
fyzická	fizičke
piata	petom
piata	peta
piata	peto
piata	peti
rex	rex
fame	slavnih
fame	fame
cestovný	putovanje
tempo	tempo
tempo	tempo
stĺpy	stubovi
stĺpy	poljaci
stĺpy	stubovi
stĺpy	stubove
hostí	gostiju
hostí	gosti
liečba	terapija
liečba	liječenje
liečba	lečenje
liečba	tretman
liečba	tretmanu
slávik	nightingale
sms	sms
komerčný	komercijalne
komerčný	komercijalni
komerčný	reklama
králik	zec
obsahujúci	nalazili
indická	indijska
indická	indijanac
indická	indijski
presvedčenie	uvjerenja
presvedčenie	uvjerenja
presvedčenie	vjerovanja
presvedčenie	osude
produktom	proizvod
produktom	produkt
učebnice	udžbenika
učebnice	udžbenici
prechodné	oscilacije
prechodné	prijelaznog
prechodné	tranziciji
prechodné	prelazni
prechodné	tranzicija
poľnohospodárska	poljoprivredni
tmavé	tamne
tmavé	dark
tmavé	mraku
tmavé	tamna
tmavé	mračna
kancelária	ured
kancelária	office
kancelária	kancelarija
vstupné	doprinos
vstupné	ulazni
its	its
finančný	finansijski
toyota	toyota
prispieva	doprinosi
kaplán	kapelan
promo	promo
valca	cilindar
porsche	porsche
zvýšená	povećan
zvýšená	povećana
zvýšená	povećane
zvýšená	povećanu
zvýšená	povećanog
zvýšená	povišene
versailles	versailles
plánovaný	zakazana
plánovaný	planirani
plánovaný	planirano
plánovaný	planirana
plánovaný	planirane
identity	identitet
identity	identiteta
anjel	anđeo
vnuk	unuk
kritický	kritična
kritický	kritično
army	vojska
army	armija
ida	ida
