lokalizacji	местоположения
piąta	пето
piąta	пета
potwierdza	потвърждава
pamiętnik	дневник
pamiętnik	журнал
pamiętnik	джърнъл
pamiętnik	дневник
pamiętnik	дневника
pamiętnik	дневникът
stawu	езерце
stawu	понд
przewodnictwem	председателство
prawdopodobne	вероятна
procedury	процедури
procedury	процедура
disco	дискотека
disco	диско
barona	баронът
barona	барон
sumę	сума
sumę	сумата
sumę	sum
sumę	сбор
sumę	сум
uczestniczyło	участвали
uczestniczyło	участвала
uczestniczyło	участваха
dostaje	получава
prawny	правно
prawny	правни
prawny	правна
prawny	юридически
prawny	правен
prawny	законно
cząsteczki	частици
cząsteczki	частици
cząsteczki	молекули
cząsteczki	молекулите
cząsteczki	частица
cząsteczki	частици
fair	панаир
fair	справедлив
fair	справедливо
fair	справедлива
wstawić	вмъкване
czysto	ясно
czysto	изчистване
urzędy	офиси
urzędy	офисите
radnych	съветници
objęcia	прегръдка
plemiona	племена
plemiona	племената
nadzwyczajny	необикновено
nadzwyczajny	необикновен
nadzwyczajny	изключителна
linda	линда
musical	музикален
musical	музикално
musical	мюзикъл
musical	музикална
zawodowo	професионално
virginia	вирджиния
mistrzowie	господари
mistrzowie	мастърс
mistrzowie	майстори
mistrzowie	шампиони
mistrzowie	шампионите
drewno	дървен
drewno	дърва
drewno	дървесина
drewno	дървени
drewno	дърво
drewno	дървесина
salvador	салвадор
islam	ислям
islam	исляма
bloków	блокове
bloków	блокчета
wagner	уагнър
wagner	вагнер
prasa	преса
prasa	натиснете
prasa	натисни
prasa	пресата
łańcuch	струнната
łańcuch	връв
łańcuch	низ
łańcuch	струна
łańcuch	верига
łańcuch	вериги
łańcuch	верижка
łańcuch	веригата
grubość	дебелина
stevens	стивънс
kapitał	столица
kapitał	капитал
kapitał	капитали
kapitał	столицата
monica	моника
galaktyki	галактиките
galaktyki	галактики
galaktyki	галактика
galaktyki	галактиката
aktualny	ток
aktualny	текущ
aktualny	текуща
aktualny	текущи
aktualny	настоящ
kontrola	контролиране
kontrola	контрол
kontrola	одит
kontrola	ревизия
kontrola	инспекция
kontrola	инспекции
kontrola	проверка
mieszane	смесен
mieszane	смесени
mieszane	смесено
mieszane	смесена
mieszane	смесен
mieszane	смесени
dodaje	добавя
typowo	обикновено
typowo	типично
typowo	типичен
typowo	типична
typowo	типични
warunek	състояние
warunek	състоянието
warunek	условие
zawieszenia	отстраняване
zawieszenia	окачване
zawieszenia	суспензия
zawieszenia	суспензии
naftowej	сурово
naftowej	грубо
naftowej	сурова
naftowej	суров
naftowej	сурови
koleje	железници
koleje	железници
stowarzyszeń	сдружения
stowarzyszeń	асоциации
regina	реджина
zagrożonych	застрашена
zagrożonych	застрашени
sokół	сокол
działka	парцел
działka	сюжет
działka	заговор
rozwiązany	разрешен
rozwiązany	решени
rozwiązany	решен
rozwiązany	решено
rozwiązany	разпуснат
rozwiązany	решен
rozwiązany	решени
rozwiązany	разрешен
znaczny	значителна
znaczny	съществени
znaczny	значително
znaczny	значителни
znaczny	съществено
znaczny	значителен
znaczny	значителен
znaczny	значително
znaczny	значителни
znaczny	значим
znaczny	значителна
floryda	флорида
księżnej	херцогиня
obniżenie	понижаване
geograficzny	географска
geograficzny	географски
geograficzny	географска
geograficzny	географски
autobus	автобусът
autobus	автобус
autobus	бус
wirnika	ротор
właścicielami	притежатели
właścicielami	собственици
właścicielami	собствениците
wewnętrzny	вътрешна
wewnętrzny	вътрешно
wewnętrzny	вътрешни
wewnętrzny	вътрешен
wewnętrzny	вътрешна
wewnętrzny	вътрешно
wewnętrzny	вътрешни
wewnętrzny	вътрешен
jeana	жан
jeana	джийн
sex	секс
sex	секса
sex	сексът
samców	мъжки
zbrodnie	престъпления
zbrodnie	престъпления
zbrodnie	престъпление
zbrodnie	престъпност
zbrodnie	престъпността
filharmonii	филхармония
dar	дар
dar	подарък
dar	дарба
dar	дар
row	ред
wewnętrzna	вътрешна
wewnętrzna	вътрешно
wewnętrzna	вътрешни
wewnętrzna	вътрешен
wewnętrzna	вътрешна
wewnętrzna	вътрешно
wewnętrzna	вътрешни
wewnętrzna	вътрешен
podróże	пътувания
podróże	пътуване
podróże	пътувам
podróże	пътуват
podróże	пътешествия
podróże	пътуване
podróże	пътуващи
podróże	пътуване
podróże	пътувам
podróże	пътува
pokrywy	обхваща
pokrywy	корици
pokrywy	капаци
lewandowski	левандовски
przekazano	делегиран
przekazano	делегирани
umieszczenie	разполагане
umieszczenie	поставяне
umieszczenie	позициониране
kapłan	жрец
kapłan	свещеник
kapłan	свещенник
aktów	деяния
aktów	актове
twierdzenia	твърдения
twierdzenia	твърди
twierdzenia	искове
twierdzenia	твърдения
twierdzenia	вземания
twierdzenia	претенции
aglomeracji	агломерациите
aglomeracji	агломерация
pokrewne	свързани
pokrewne	свързан
pokrewne	свързана
pokrewne	свързано
artystyczna	артистична
artystyczna	художествена
artystyczna	артистичен
artystyczna	артистично
orlando	орландо
opinia	становище
opinia	мнение
alessandro	алесандро
pogoń	преследване
pogoń	чейз
pogoń	преследване
pogoń	чейс
postawy	нагласа
postawy	отношение
postawy	поведение
postawy	нагласи
postawy	отношението
postawy	поза
postawy	стойка
postawy	стойката
kasy	пари
kasy	парите
kasy	касата
kasy	кеш
klaus	клаус
studenci	студенти
studenci	ученици
studenci	студентка
studenci	ученик
studenci	ученичка
studenci	студент
zęby	зъби
zęby	зъбите
duszy	душа
duszy	соул
duszy	душата
przeznaczeniem	съдба
przeznaczeniem	съдбата
finały	финали
finały	финалите
finały	изпити
obywatel	гражданин
irlandia	ирландия
osobno	поотделно
osobno	отделно
zeszyt	тефтер
zeszyt	тетрадката
zeszyt	бележник
zeszyt	тетрадка
ferdinand	фердинанд
act	act
act	акт
nationale	nationale
skała	скала
skała	rock
skała	рок
skała	скали
skała	камък
ponownego	повтаряне
ponownego	повторение
leonarda	ленард
leonarda	леонард
leonarda	ленърд
łaski	мърси
łaski	милосърдие
łaski	милост
łaski	грейс
łaski	грации
wykorzystane	използвано
wykorzystane	използван
wykorzystane	използвани
wykorzystane	използвана
wykorzystane	експлоатирани
nina	нина
wyświęcony	ръкоположен
montana	монтана
hansen	хансън
hansen	хансен
hansen	хенсън
parametr	параметър
parametr	параметри
narciarstwo	ски
narciarstwo	ските
eyes	очи
eyes	очите
terytoriów	териториите
terytoriów	територии
ochotników	доброволците
ochotników	доброволци
pojęć	концепции
pojęć	понятия
circle	кръгче
circle	кръгът
circle	окръжност
circle	кръговрат
circle	кръг
otoczone	обкръжени
otoczone	обкръжен
otoczone	обграден
otoczone	обградени
otoczone	заобиколен
absolwentów	възпитаници
absolwentów	завършилите
absolwentów	завършили
równania	уравнения
auf	auf
uruchomienie	стартиране
uruchomienie	изстрелване
uruchomienie	мобилизация
uruchomienie	мобилизиране
uruchomienie	спускане
uruchomienie	изстрелване
imdb	imdb
gilles	жил
diana	даяна
diana	диана
senat	сенат
senat	сената
senat	сенатът
zaproszenie	покана
zaproszenie	покани
zaproszenie	покани
zaproszenie	покана
zamiar	намерение
zamiar	намерения
zamiar	намерението
zamiar	намерение
zamiar	намерения
zamiar	умисъл
podwozie	шасито
podwozie	шаси
iranie	иран
lane	лейн
minas	минас
reggae	реге
blog	блог
zębów	зъби
zębów	зъбите
dziesiątki	десетки
dziesiątki	дузини
dziesiątki	дузина
dziesiątki	десетки
orbicie	орбита
orbicie	орбитата
aten	атина
lars	ларс
ter	тер
fikcyjna	измислен
fikcyjna	измислени
full	пълна
full	пълни
full	пълен
full	пълно
odra	шарка
odra	морбили
afryka	африка
afryka	африканска
afryka	африкански
opublikowano	публикуван
opublikowano	публикувано
opublikowano	публикувани
opublikowano	публикуван
opublikowano	публикувана
opublikowano	публикувано
monet	монети
monet	моне
lufy	варели
lufy	дулото
lufy	буре
lufy	бъчва
lufy	цев
lufy	варел
kosmiczny	космически
kosmiczny	космическо
money	пари
money	парите
korzyść	полза
korzyść	ползи
korzyść	предимство
korzyść	преимущество
krotnie	пъти
calgary	калгари
bakterii	бактериална
bakterii	бактериални
bakterii	бактерия
bakterii	бактерии
gospodarcza	икономическа
gospodarcza	икономическо
gospodarcza	икономически
przełom	пробив
texas	тексас
heavy	тежка
heavy	тежки
heavy	тежък
heavy	тежко
słowian	славяни
rysunki	рисунки
rysunki	скици
rysunki	чертежи
jake	джейк
historycy	историци
historycy	историците
portland	портланд
terytoria	териториите
terytoria	територии
terytoria	територия
terytoria	територии
terytoria	територията
algorytm	алгоритъм
koronę	краун
koronę	корона
koronę	короната
wróć	връщане
wróć	завръщане
kamienie	камъни
kamienie	каменна
kamienie	стоун
kamienie	камък
kamienie	камъни
kamienie	скали
honor	чест
honor	честта
honor	чест
honor	честта
konkretnie	специално
umiera	умира
umiera	умиране
umiera	умира
przemysłowe	промишлен
przemysłowe	индустриален
przemysłowe	индустриални
przemysłowe	промишлени
przemysłowe	индустриална
tunel	тунел
niewątpliwie	несъмнено
zbiorniki	резервоари
zbiorniki	резервоари
zbiorniki	танкове
zbiorniki	цистерни
niewielu	няколко
niewielu	малцина
sprzedano	продаден
sprzedano	продадена
sprzedano	продадено
sprzedano	продадени
chen	чен
konkursy	състезания
konkursy	конкурси
konkursy	конкурси
tygodniach	седмици
zen	дзен
zen	зен
ewakuacji	евакуация
jürgen	юрген
wymiar	измерение
bonus	премия
bonus	бонус
bonus	бонуси
web	web
web	уеб
connecticut	кънектикът
rolnictwo	селскостопански
rolnictwo	селскостопанска
rolnictwo	земеделски
rolnictwo	отглеждане
rolnictwo	земеделие
rolnictwo	земеделието
rolnictwo	земеделие
zmieniona	променени
zmieniona	променено
zmieniona	променена
zmieniona	променен
zmieniona	изменено
zmieniona	изменен
zmieniona	изменени
zmieniona	изменена
simone	симон
simone	симона
juniors	младежи
poezja	поезия
poezja	поезията
poezja	стихове
litwa	литва
pokład	палубата
pokład	палуба
pokład	тесте
sprzeciw	възражение
sprzeciw	възражение
sprzeciw	опозиция
sprzeciw	противопоставяне
sprzeciw	опозицията
atlanta	атланта
sól	солта
sól	сол
traktować	лакомство
traktować	почерпка
kolonię	колония
kolonię	колонията
kolonię	колонии
opady	валежи
opady	валежи
opady	утаяване
słowacja	словакия
odchodzi	напускане
usuwanie	изтриването
usuwanie	унищожаване
usuwanie	разположение
usuwanie	обезвреждане
usuwanie	изхвърляне
usuwanie	заличаване
usuwanie	премахване
usuwanie	изваждане
usuwanie	отстраняване
klein	клайн
poczucie	разум
odwrót	отстъпление
rany	раната
rany	рани
rany	рана
rany	рани
rany	раните
substancje	вещество
substancje	субстанция
substancje	субстанцията
substancje	веществата
substancje	вещества
substancje	субстанции
ziemski	земно
publikowane	публикувани
publikowane	публикуван
publikowane	публикувана
publikowane	публикувано
pływak	плувец
ogromny	огромен
ogromny	огромно
ogromny	огромна
ogromny	огромни
ogromny	масивно
ogromny	масив
ogromny	масивни
ogromny	масивен
ogromny	огромен
ogromny	огромна
ogromny	огромни
działek	парцели
nagrodzony	награден
nagrodzony	възнаградени
nagrodzony	възнаграден
schemat	диаграма
schemat	схема
oczywiste	очевиден
oczywiste	очевидна
fotografia	снимка
fotografia	снимката
fotografia	фото
fotografia	фотографията
fotografia	фотография
fotografia	снимка
teoretycznie	теоретично
gmt	gmt
przekierowanie	пренасочи
przekierowanie	пренасочване
przekierowanie	пренасочен
przekierowanie	пренасочване
krajobraz	пейзаж
ted	тед
tramwaj	трамвай
tramwaj	трамвай
zdecydowała	решено
przekonać	убеди
belgradzie	белград
tkanki	кърпичка
tkanki	тъкан
tkanki	тъкани
tkanki	кърпички
podstawowego	основна
podstawowego	основни
podstawowego	основен
skuteczność	изпълнение
skuteczność	ефективност
skuteczność	ефективност
skuteczność	ефективност
skuteczność	ефикасност
skuteczność	ефикасността
skuteczność	кпд
skuteczność	ефективност
skuteczność	ефикасност
przypadkowo	инцидентно
przypadkowo	случайно
tryby	режими
erich	ерих
dama	дамата
dama	лейди
dama	дама
władcą	владетел
ślad	пътека
ślad	следа
ślad	диря
ślad	трейс
przyjęte	приета
przyjęte	приети
przyjęte	прие
przyjęte	прието
przyjęte	приет
przyjęte	приета
przyjęte	приет
przyjęte	осиновен
przyjęte	осиновена
bloki	блокове
bloki	блокчета
niska	долно
niska	ниско
niska	ниски
niska	нисък
niska	ниска
twierdzą	иск
twierdzą	твърдение
twierdzą	претенция
testament	завет
berg	бърг
anhalt	анхалт
podobieństwo	прилика
podobieństwo	подобие
podobieństwo	прилика
podobieństwo	сходство
mitsubishi	мицубиши
zatrudnienie	заетост
zatrudnienie	наемане
horror	ужас
horror	ужаси
technologia	технология
technologia	технологии
oklahoma	оклахома
konkretne	конкретни
konkretne	специфично
konkretne	специфичен
konkretne	специфична
konkretne	специфични
konkretne	конкретни
konkretne	бетон
konflikty	конфликтите
konflikty	конфликти
konflikty	конфликт
konflikty	конфликти
wezwanie	призовка
wezwanie	призован
sophie	софи
kings	царе
kings	кингс
kings	кралете
kings	крале
dokładne	точен
dokładne	точен
dokładne	точна
dokładne	точни
dokładne	точен
podziemia	подземен
podziemia	подземно
podziemia	подземни
zapobiec	предотврати
zapobiec	предотвратяване
zapobiec	предотвратяват
skrzyżowanie	кръстовището
skrzyżowanie	пресичане
skrzyżowanie	кръстовище
skrzyżowanie	пресечка
skrzyżowanie	възел
skrzyżowanie	кръстовище
poprawę	подобряване
architektów	архитекти
muza	муза
muza	музата
czytać	четете
czytać	прочетете
czytać	чета
czytać	чети
czytać	прочети
czytać	четене
organizatorów	организаторите
organizatorów	организаторите
dopuszczalna	приемливо
dopuszczalna	допустимо
dopuszczalna	приемливи
dopuszczalna	приемлива
dopuszczalna	приемлив
dopuszczalna	допустимо
dopuszczalna	допустима
dopuszczalna	допустимо
spada	фолс
spada	пада
dramatyczny	драматичен
dramatyczny	драматично
dramatyczny	драматична
dramatyczny	драматични
siódmego	седмо
siódmego	седма
siódmego	седми
zapasy	провизии
zapasy	припаси
zapasy	консумативи
zapasy	доставки
zapasy	запаси
zapasy	борба
zapasy	кеч
zapasy	акциите
zapasy	наличност
żyły	вени
żyły	вена
żyły	вената
donieck	донецк
cesarzem	императорът
cesarzem	император
cesarzem	императора
organiczny	органични
organiczny	органична
organiczny	органичен
organiczny	органично
chrześcijaństwo	християнството
make	направи
instrukcji	инструкция
instrukcji	инструкции
instrukcji	указания
hope	надеждата
hope	хоуп
hope	надежда
zgoda	съгласието
zgoda	съгласие
zgoda	съгласна
zgoda	договорено
zgoda	съгласен
face	фейс
face	лицето
face	лице
opada	фолс
opada	пада
genewie	женева
ojców	бащи
ojców	бащите
ojców	бащи
zapewnienie	гарантиране
zapewnienie	гарантиране
zapewnienie	уверения
zapewnienie	уверение
zapewnienie	достоверност
chronologicznie	хронологично
barwa	цветове
barwa	цвят
barwa	цветен
barwa	цветно
barwa	цветна
barwa	цветове
barwa	цвят
barwa	цветен
barwa	цветно
wspomnień	спомени
wspomnień	спомените
inżynieria	инженерство
inżynieria	инженери
turbo	турбо
sale	зали
sale	коридори
sale	разпродажба
sale	продажба
literaturę	литература
dat	dat
filmweb	filmweb
artyleria	артилерийски
artyleria	артилерията
artyleria	артилерия
siatkówki	ретината
siatkówki	ретината
siatkówki	волейбол
roślinności	растителност
design	проектиране
design	дизайн
sklepy	магазини
sklepy	магазини
concacaf	конкакаф
maks	макс
doradcą	съветник
buffalo	бизон
buffalo	бивол
buffalo	бъфало
buffalo	бизони
prawdopodobieństwo	вероятност
prawdopodobieństwo	вероятност
hetman	хетман
zwłoki	трупове
zwłoki	труп
zwłoki	труп
pokoleń	поколенията
pokoleń	поколения
wieczny	вечна
wieczny	вечен
wieczny	вечна
wieczny	вечни
wieczny	вечен
przyznaje	признава
przyznaje	признава
odkryć	разкрие
odkryć	открития
odkryć	открийте
odkryć	открие
odkryć	откриване
stężenie	концентрациите
stężenie	концентрации
stężenie	концентрация
zrobione	взет
zrobione	взето
zrobione	взети
zrobione	направена
zrobione	направено
zrobione	направен
zrobione	направени
zrobione	готово
zrobione	направено
zrobione	сторено
rozbił	катастрофирал
rozbił	катастрофира
inżynierów	инженери
bonaparte	бонапарт
odwołany	отменена
odwołany	отменени
odwołany	отменено
odwołany	отменен
odwołany	отменена
odwołany	отменени
odwołany	отменено
odwołany	отменен
żyła	живели
żyła	живял
żyła	вена
żyła	вената
uczestniczy	участва
zjednoczenie	съединението
zjednoczenie	обединение
zjednoczenie	единство
zjednoczenie	обединяване
zjednoczenie	обединение
zjednoczenie	събиране
wnioski	приложения
wnioski	заявления
wnioski	молби
wnioski	заявки
wnioski	искания
wnioski	молби
wnioski	заключение
wnioski	извод
wnioski	изводи
wnioski	заключения
podłoża	субстрати
rak	рак
rak	ракът
luksemburga	люксембург
radiowy	radio
radiowy	радиото
radiowy	радио
emi	еми
emi	emi
sauber	заубер
somerset	съмърсет
atlantyku	атлантик
atlantyku	атлантическа
pytaj	питайте
pytaj	питай
pytaj	попитай
pytaj	попитайте
ronald	роналд
parki	парк
parki	park
parki	паркс
parki	паркове
parki	парковете
konstrukcje	конструкции
konstrukcje	структури
konstrukcje	конструкции
konstrukcje	постройки
hong	хун
hong	хонг
hong	хон
rain	рейн
rain	дъжд
jam	джем
jam	конфитюр
jam	мармалад
połączyć	обединяване
połączyć	сливане
połączyć	съчетават
pozytywne	позитивна
pozytywne	положителен
pozytywne	положителни
pozytywne	положителна
pozytywne	положително
pętli	примки
pętli	примка
pętli	течение
historie	истории
historie	разкази
sheffield	шефилд
intensywnie	интензивни
intensywnie	интензивна
intensywnie	напрегнато
intensywnie	интензивен
intensywnie	интензивно
intensywnie	интензивно
niepełnosprawnych	изключен
niepełnosprawnych	увреждания
niepełnosprawnych	изключени
niepełnosprawnych	изключено
niepełnosprawnych	инвалид
niepełnosprawnych	изключена
magnus	магнус
przejęcia	придобивки
przejęcia	придобивания
przejęcia	придобиване
przejęcia	поемане
przejęcia	поглъщане
libii	либия
fizyka	физиката
fizyka	физика
islamu	ислям
islamu	исляма
naczelnik	надзирател
naczelnik	уордън
sporów	спорове
sporów	споровете
malarzy	художниците
malarzy	художници
jeremy	джеръми
jeremy	джереми
nagrobek	надгробен
nagrobek	гроб
nagrobek	гробница
nagrobek	гробницата
haiti	хаити
haiti	хаити
rozmieszczenie	разполагане
rozmieszczenie	разгръщане
rozmieszczenie	разполагането
rozmieszczenie	внедряване
rozmieszczenie	оформление
rozmieszczenie	подредба
calcio	калчо
spektakl	спектакъл
spektakl	зрелище
przekształcenia	трансформации
dłoni	дланта
dłoni	палм
dłoni	длан
wiara	фейт
wiara	вяра
jesień	есента
jesień	есен
jesień	есента
jesień	падане
jesień	есен
walczących	воюващите
rejestracji	регистрации
rejestracji	регистрация
rejestracji	регистриране
myślenia	мислене
zmiennych	променливи
zmiennych	променливите
wywołuje	индуцира
prześladowań	преследване
prześladowań	преследвания
kolorado	колорадо
mks	mks
bezpośredni	преки
bezpośredni	директна
bezpośredni	директно
bezpośredni	пряко
bezpośredni	директен
błony	мембрани
derby	дарби
derby	дерби
głębokie	дълбока
głębokie	дълбок
głębokie	дълбоки
głębokie	дълбоко
przejęcie	поемане
przejęcie	поглъщане
przejęcie	придобивка
przejęcie	придобиване
pieszych	пешеходец
pieszych	пешеходци
laurent	лоран
przedstawiona	представени
przedstawiona	представено
przedstawiona	представена
przedstawiona	представен
plakat	плакат
inicjatywa	инициатива
bohaterka	героинята
bohaterka	героиня
palermo	палермо
wdowa	вдовицата
wdowa	вдовица
cole	кол
cole	коул
kulturowe	културни
kulturowe	културен
kulturowe	културно
kulturowe	културна
mma	мма
prywatny	частни
prywatny	частно
prywatny	редник
prywatny	частна
prywatny	личен
prywatny	частен
usuwania	унищожаване
usuwania	разположение
usuwania	обезвреждане
usuwania	изхвърляне
gil	гил
synod	синод
boliwii	боливия
wyrażenia	фрази
wyrażenia	изрази
wyrażenia	изразяване
wyrażenia	изразяване
wyrażenia	изражение
wyrażenia	израз
gazy	газове
gazy	газа
edu	еду
nasion	семе
nasion	семки
nasion	семена
nasion	семе
nasion	семена
flora	флора
śródziemnego	средиземноморски
siódme	седмо
siódme	седма
siódme	седми
starsza	елдър
starsza	старейшина
esp	esp
porównania	сравнение
porównania	сравняване
porównania	сравнения
phillips	филипс
jiří	jiří
seine	сена
antwerpii	антверпен
poczęcia	зачатие
chaos	осакатяване
chaos	хаос
chaos	хаосът
chaos	хаос
zarzut	твърдение
dziób	клюн
ustaw	задаване
ustaw	комплект
ustaw	набор
dialog	диалог
palace	палас
palace	двореца
palace	дворец
palace	дворецът
palace	палат
sztuczne	изкуствен
sztuczne	изкуствена
sztuczne	изкуствени
sztuczne	изкуствено
baltimore	балтимор
ogrodzie	градински
ogrodzie	градината
ogrodzie	гардън
ogrodzie	градинка
ogrodzie	градина
robertson	робъртсън
apple	епъл
apple	ябълков
apple	ябълка
apple	apple
iwona	ивон
galaktyk	галактиките
galaktyk	галактики
wiosna	пролетно
wiosna	пролет
wiosna	пролетта
rządowe	правителство
śpiewa	пее
śpiewa	пеенето
śpiewa	пея
śpiewa	пее
śpiewa	пеене
śpiewa	пеейки
przekonany	убедена
przekonany	убедени
przekonany	убеден
kaliber	калибър
kaliber	калибър
jessica	джесика
bibliotekę	библиотеката
bibliotekę	библиотека
moritz	мориц
din	дин
wyjaśnić	обясни
orbitę	орбита
orbitę	орбитата
mohamed	мохамед
osobowość	характер
osobowość	личността
osobowość	индивидуалност
osobowość	личност
ciężki	тежка
ciężki	тежки
ciężki	тежък
ciężki	тежко
zarejestrowany	регистриран
zarejestrowany	регистрирана
zarejestrowany	регистрирано
zarejestrowany	регистрирани
zarejestrowany	записани
zarejestrowany	записано
zarejestrowany	записан
zarejestrowany	записана
zależność	зависимост
zależność	зависимостта
zależność	зависимост
zależność	зависимостта
child	дете
oddanie	отдаденост
oddanie	посвещение
oddanie	преданост
oddanie	отдаденост
podejścia	подходи
podejścia	подход
okładki	прикритие
okładki	корица
okładki	покритие
okładki	покриване
okładki	обхваща
okładki	корици
okładki	капаци
podmiot	субект
podmiot	обект
podmiot	образувание
volley	залп
url	url
url	адрес
rzymian	римляни
rzymian	римляните
zaproszony	поканени
zaproszony	поканена
zaproszony	поканен
zbiorowe	колективни
zbiorowe	колектив
zbiorowe	колективна
zbiorowe	колективно
reprezentujący	представляващи
reprezentujący	представляваща
reprezentujący	представляващ
wież	кули
wież	кулите
wież	тауърс
ostro	грубо
ostro	груба
ostro	груб
ostro	груби
kość	кокал
kość	кост
kość	кости
sucha	суха
sucha	сухи
sucha	сухо
sucha	сух
współpracownik	колега
współpracownik	сътрудник
współpracownik	съдружник
lokomotywy	локомотиви
lokomotywy	локомотив
zagrzeb	загреб
bibliotek	библиотеки
stawy	ставите
stawy	стави
skamieniałości	вкаменелости
księżniczki	принцеса
księżniczki	принцеси
księżniczki	принцесите
kopiowania	копиране
techniczna	технически
techniczna	техническа
techniczna	техническо
świadomość	съзнание
świadomość	съзнанието
świadomość	осведоменост
świadomość	осведомеността
świadomość	осъзнаване
miles	майлс
miles	мили
miles	километри
piechota	пехотата
piechota	пехота
mongolii	монголия
smak	вкус
smak	вкус
smak	аромат
utrata	губи
utrata	губиш
utrata	губя
utrata	загуба
utrata	загуби
utrata	загубата
weber	уебър
zatwierdzony	одобрено
zatwierdzony	одобрен
zatwierdzony	одобрени
zatwierdzony	одобрена
michelle	мишел
baden	баден
przestępstwa	престъпления
przestępstwa	престъпления
przestępstwa	престъпления
przestępstwa	престъпление
przestępstwa	престъпност
przestępstwa	престъпността
alma	алма
jutro	утре
ostre	остро
ostre	шарп
ostre	остър
ostre	остра
ostre	остри
ostre	пикантна
ostre	пикантен
ostre	люто
ostre	остро
ostre	остър
ostre	остра
luftwaffe	луфтвафе
szybkość	скорост
szybkość	бързина
szybkość	спийд
podgatunki	подвид
pytań	въпроси
software	софтуер
zatopiony	потънал
zatopiony	потъна
zatopiony	потопен
zatopiony	потопени
zatopiony	потънал
zatopiony	потънала
zatopiony	потънали
wiktorii	виктория
giorgio	джорджо
alejandro	алехандро
sandra	сандра
wallace	уолас
wallace	уолъс
wellington	уелингтън
regionalny	регионален
regionalny	регионално
regionalny	регионални
regionalny	регионална
zakonnica	монахинята
zakonnica	монахиня
następna	следващо
następna	следващ
następna	следваща
wyroby	изделия
wyroby	статии
wyroby	артикули
wyroby	продукти
wyroby	продуктите
strategii	стратегии
strategii	стратегията
strategii	стратегия
informuje	информира
świeckich	светска
świeckich	светски
emmy	еми
nadzoru	надзор
nadzoru	надзор
nadzoru	наблюдение
nadzoru	надзор
nadzoru	надзора
satelitarne	спътник
satelitarne	сателитно
satelitarne	сателит
satelitarne	сателитен
satelitarne	сателитна
zabawy	забавно
zabawy	весело
zabawy	забавление
zabawy	забавна
zabawy	кеф
zabawy	забавен
tajemnicy	секретност
operatora	оператор
dyskiem	discus
ćwiczeń	упражнения
nico	нико
wymiana	подмяна
wymiana	замяна
wymiana	заместване
wymiana	обмяна
wymiana	замяна
wymiana	размяна
wymiana	обмен
wymiana	борса
przeznaczenia	съдба
przeznaczenia	съдбата
przeznaczenia	съдба
przeznaczenia	съдбата
łuk	арк
łuk	дъга
łuk	арка
łuk	поклон
lucie	люси
atlancie	атланта
regionalna	регионален
regionalna	регионално
regionalna	регионални
regionalna	регионална
smoka	дракон
opisano	описани
opisano	описано
opisano	описана
opisano	описан
kwatera	каютата
tajne	секретно
tajne	тайна
tajne	таен
tajne	тайната
tajne	тайно
tajne	поверително
tajne	секретно
tajne	класифициран
tajne	класифицирани
tajne	класифицирана
julius	юлий
julius	джулиъс
ciepło	горещина
ciepło	жега
ciepło	топлина
ciepło	топло
ciepło	топла
ciepło	топъл
ciepło	топли
ciepło	топлина
rozwiązać	решителност
rozwiązać	разрешаване
rozwiązać	решаване
rozwiązać	разрешаване
rozwiązać	решаване
ilustracje	илюстрации
aniołów	ангелите
aniołów	ангели
wycofanie	тегления
wycofanie	отнемане
wycofanie	теглене
wycofanie	оттегляне
gość	посетител
gość	гай
gość	гост
gość	гостенка
fale	вълната
fale	вълна
fale	вълните
fale	вълни
statut	устав
statut	устава
statut	статут
statut	устав
dochodów	приход
dochodów	доход
dochodów	приходи
dochodów	доходи
strażnik	настойник
strażnik	пазител
strażnik	попечител
strażnik	гардиън
strażnik	гард
strażnik	пазач
szerokiej	широки
szerokiej	широка
koszalin	кошалин
dyplomatyczne	дипломатически
częstotliwość	честота
podyplomowe	следдипломни
matematyka	математика
matematyka	математика
matematyka	математически
matematyka	математическа
matematyka	математика
wbc	wbc
berkeley	бъркли
rydze	рига
poznaje	разпознае
wiarę	фейт
wiarę	вяра
kostki	глезен
kostki	глезена
kostki	глезените
kostki	глезени
kostki	кубчета
rozbudowa	продължение
rozbudowa	удължаване
rozbudowa	разширение
rozbudowa	разрастване
rozbudowa	разширяване
rozbudowa	разширение
przeprowadzona	проведен
przeprowadzona	проведени
przeprowadzona	проведена
przeprowadzona	проведено
nowoczesne	модерно
nowoczesne	модерни
nowoczesne	модерна
nowoczesne	съвременно
nowoczesne	модерен
nowoczesne	съвременен
emily	емили
ostateczny	крайната
ostateczny	финал
ostateczny	краен
ostateczny	окончателно
ostateczny	окончателни
ostateczny	окончателно
fin	фин
fin	перка
clinton	клинтън
czwartek	четвъртък
eduard	едуард
ukraińców	украинци
nauczanie	преподаването
nauczanie	преподаване
biskupstwa	епископии
socjolog	социологът
rejestr	регистър
rejestr	регистър
holowania	теглене
holowania	влачене
karpaty	карпатите
koch	кох
rzadkie	рядко
rzadkie	редки
rzadkie	рядкост
syntezy	синтез
replika	реплика
replika	копие
bellona	белона
przemysłowy	промишлен
przemysłowy	индустриален
przemysłowy	индустриални
przemysłowy	промишлени
przemysłowy	индустриална
słup	прът
słup	стълб
słup	полюс
słup	поляк
słup	пилон
słup	стълб
doradca	съветник
doradca	консултант
