категорія	категория
причини	причинява
переїхав	преместени
переїхав	преместен
переїхав	преместена
степан	степан
степан	стивън
працівників	работниците
працівників	работници
працівників	служителите
працівників	служители
євреїв	евреите
євреїв	евреи
конструкції	структури
конструкції	конструкции
конструкції	постройки
метро	метро
метро	метрото
примітки	забележка
примітки	бележка
примітки	забележки
примітки	записки
примітки	бележки
примітки	ноти
примітки	анотации
сад	градински
сад	градината
сад	гардън
сад	градинка
сад	градина
сад	сад
ніч	вечер
ніч	нощ
ніч	нощта
німецька	германец
німецька	германски
німецька	немски
німецька	немска
німецька	германска
окупації	професия
окупації	окупация
заходи	мерките
заходи	мерки
заходи	процедури
марк	марк
лікар	лекар
лікар	лекар
лікар	докторе
пар	двойки
пар	чифта
пар	pari
лев	лъв
лев	лев
лев	лъв
лев	лео
валерій	валери
валерій	валерий
довгий	дълги
довгий	дълго
довгий	дълъг
довгий	лонг
драми	драмата
драми	драма
польоту	летене
польоту	летящи
польоту	лети
польоту	полета
польоту	полет
змі	медии
змі	медия
змі	медиите
богородиці	девствен
богородиці	девствена
богородиці	девица
богородиці	девственица
слави	славата
слави	слава
перетворення	трансформации
перетворення	превръщане
перетворення	преобразуване
перетворення	трансформира
перетворення	преобразуване
перетворення	трансформация
перетворення	преобразяване
перетворення	преобразуване
реалізації	осъществяване
реалізації	прилагане
реалізації	изпълнение
реалізації	внедряване
реалізації	реализация
реалізації	реализиране
реалізації	осъзнаване
боротьбі	борба
газ	бензин
газ	газове
газ	газ
аеропорт	летището
аеропорт	летище
здатність	способност
костел	църква
костел	чърч
костел	църквата
героїв	героите
героїв	герои
жили	живели
жили	живял
залізнична	железници
залізнична	железница
залізнична	железопътен
альпи	алпи
альпи	алпите
жінка	жената
жінка	жена
жінка	женско
жінка	жена
жінка	женски
жінка	женска
дійсно	наистина
португалії	португалия
дочка	дъще
дочка	дъщеря
назад	изостанали
назад	назад
назад	обратно
назад	гръб
органи	органите
органи	органи
хвороби	болест
хвороби	заболяване
хвороби	заболявания
хвороби	болест
хвороби	болести
хвороби	заболяване
хвороби	заболявания
процеси	процеси
процеси	процесите
наступних	предстоящите
наступних	предстоящи
наступних	предстоящо
угоди	сделка
принцип	посредственост
принцип	посредствен
принцип	принцип
анна	ане
анна	анн
анна	ан
анна	анна
анна	ана
сценарист	сценарист
англійська	английски
англійська	bulgarian
англійська	англичани
увійшов	въведена
увійшов	въведен
надзвичайно	изключително
надзвичайно	извънредно
надзвичайно	забележително
надзвичайно	забележителен
надзвичайно	забележителна
надзвичайно	безмилостно
течії	течения
течії	теченията
течії	токове
мужність	мъжеството
мужність	мъжествеността
мужність	мъжество
мужність	мъжественост
мужність	смелост
мужність	кураж
молдови	молдова
спроби	опити
солдат	войник
відкрита	отворено
відкрита	отвори
відкрита	отваряне
повний	пълна
повний	пълни
повний	пълен
повний	пълно
повний	пълна
повний	пълно
повний	завършен
повний	пълен
повний	завършено
кошти	натрупани
кошти	натрупан
кошти	разходи
випуску	пускане
випуску	освобождаване
написання	пиша
написання	писане
ситуації	положението
ситуації	ситуация
ситуації	положение
основою	основа
основою	база
загін	отряд
загін	взвод
особисто	лично
пройшов	преминал
родин	домакинства
родин	домакинствата
родин	фамилии
родин	семейства
надалі	още
факт	факт
народ	народ
народ	хора
народ	хората
рідко	рядко
рідко	рядко
герої	героите
герої	герои
збірка	събиране
збірка	колекция
долина	долината
долина	долина
долина	вали
леонід	леонид
леонід	леонид
спостереження	следене
спостереження	наблюдение
спостереження	мониторинг
спостереження	монитор
спостереження	следене
спостереження	забележки
спостереження	наблюдения
спостереження	наблюдаване
спостереження	наблюдение
спостереження	наблюдения
введення	пишеш
сторінок	страници
санта	санта
остання	последно
остання	последен
остання	последни
остання	последна
гравців	играчи
морі	мори
зміст	съдържание
зміст	съдържание
нам	нам
зберігання	владение
зберігання	обсебване
зберігання	притежание
зберігання	притежаване
зберігання	склад
зберігання	съхранение
зберігання	складиране
зберігання	съхраняване
високий	висок
високий	висока
високий	високи
високий	високо
високий	висок
високий	висока
високий	високи
обробки	преработване
обробки	преработка
обробки	обработване
обробки	обработка
використовували	разположени
силами	пауърс
силами	сили
силами	правомощия
польські	поляк
польські	полски
польські	полска
вірменії	армения
архів	архивирани
архів	архив
архів	архиви
банк	банк
банк	банката
банк	bank
банк	банка
стіни	стени
стіни	стените
виникає	настъпва
світло	светло
світло	светлина
світло	светлината
світло	светлини
популярність	популярност
популярність	известност
попередній	прев
попередній	предишна
попередній	предишни
попередній	предишен
попередній	предишно
естонії	естония
природно	естествено
літаки	самолети
грузії	джорджия
грузії	грузия
виграв	уон
виграв	спечели
дорівнює	равен
дорівнює	равно
дорівнює	равни
дорівнює	равно
дорівнює	равни
авторів	авторите
авторів	автори
пише	пише
авіації	авиация
авіації	авиационна
авіації	авиацията
авіації	въздухоплаване
федір	фьодор
телебачення	телевизия
телебачення	телевизията
телебачення	телевизор
мабуть	очевидно
мабуть	явно
японія	япония
зміна	промени
зміна	смяна
зміна	промяна
хтось	всеки
хтось	някой
хтось	някой
залишки	остава
залишки	останки
залишки	остатъци
залишки	остатък
збірник	съставяне
збірник	компилация
бригада	бригада
бригада	бригадата
риб	риби
риб	фиш
риб	риба
підписав	подписано
підписав	подписан
підписав	подписани
підписав	подпис
насамперед	федералните
насамперед	федерални
випадків	случаи
щорічний	бюджетна
щорічний	бюджетен
щорічний	бюджетни
автори	авторите
автори	автори
тетяна	татяна
тетяна	татяна
технічні	технически
технічні	техническа
технічні	техническо
характеру	ангажимент
характеру	отдаденост
характеру	ангажираност
характеру	обвързване
характеру	задължение
метал	метали
метал	metal
метал	метъл
метал	метал
ситуація	положението
ситуація	ситуация
ситуація	положение
будівель	сгради
музичний	музикален
музичний	музикално
музичний	мюзикъл
музичний	музикална
стоїть	стои
стоїть	стояща
стоїть	стои
стоїть	стойки
середнього	среден
середнього	средно
зустрічі	заседание
зустрічі	среща
зустрічі	съвещание
зустрічі	събрание
зустрічі	срещата
зустрічі	срещи
зустрічі	събрания
зустрічі	заседания
зустрічі	назначения
башкортостан	башкирия
надає	осигурява
надає	предоставя
надає	предвижда
могила	гроб
могила	гробница
могила	гробницата
могила	гроб
малий	малка
малий	малки
малий	малък
малий	дребен
малий	мали
румуни	румънците
румуни	румънци
маси	маси
птахи	птички
птахи	птиците
птахи	птици
птахи	птиче
птахи	бърд
птахи	птичка
птахи	птица
перехід	скок
перехід	скочи
перехід	преход
китаї	порцелан
китаї	китай
китаї	чайна
міжнародна	международно
міжнародна	международен
міжнародна	интернешънъл
міжнародна	международни
міжнародна	международна
функція	функция
функція	длъжност
функція	функциониране
функція	функции
гармати	оръдия
гармати	кенън
гармати	оръдие
гармати	оръдието
тур	турне
тур	обиколка
тур	тур
військо	армията
військо	армеец
військо	армия
військо	армейски
селяни	селянин
селяни	селянка
селяни	селска
селяни	селяните
селяни	селяни
селяни	фермери
селяни	селяни
китай	порцелан
китай	китай
китай	чайна
пер	pers
пер	пер
розміри	размери
розміри	размери
реформи	реформи
реформи	реформите
реформи	реформата
реформи	реформиране
реформи	реформи
реформи	реформа
дивізіон	участък
дивізіон	разделение
дивізіон	дивизия
дивізіон	деление
зовнішні	външна
зовнішні	външно
зовнішні	външни
зовнішні	външен
тривала	трайно
тривала	траен
тривала	дълготраен
тривала	трайни
тривала	дълготрайно
дороги	пътища
дороги	барикади
срібний	сребърна
срібний	сребърни
срібний	силвър
срібний	сребро
срібний	сребърен
скульптор	скулптор
дель	дел
дель	del
ринок	пазарна
ринок	пазар
ринок	пазарен
столиця	столица
столиця	капитал
столиця	капитали
столиця	столицата
каталог	директория
каталог	директорията
каталог	указател
каталог	каталог
каталог	каталога
каталог	каталог
виконує	изпълняване
виконує	изпълнява
власний	потребителски
власний	обичай
власний	селф
власний	собствен
власний	собствена
власний	собствено
власний	собствени
оператор	оператор
джордж	джордж
фінляндії	финландия
династія	династия
династія	династията
хімічний	химична
хімічний	химически
хімічний	химикал
півзахисник	полузащитник
хорватії	хърватска
хорватії	хърватия
трав	билки
списки	списъци
значний	значителен
значний	значително
значний	значителни
значний	значим
значний	значителна
безліч	многобройни
дисертацію	тезата
дисертацію	дисертация
дисертацію	теза
технічного	технологичен
технічного	технологично
технічного	технологична
договору	договор
програмування	кодиране
програмування	програмирането
програмування	програмиране
етап	крайъгълен
глядачів	зрители
глядачів	зрителите
сказав	каза
сказав	саид
командуванням	командирите
командуванням	командири
чоловіки	мъжете
чоловіки	men
чоловіки	мъже
падіння	падения
падіння	есента
падіння	падане
падіння	есен
охорона	стражи
охорона	пазачи
охорона	охрана
охорона	гард
охорона	пазач
єгипту	египет
база	основа
база	база
ярослав	ярослав
викладав	преподавал
викладав	научени
міжнародні	международно
міжнародні	международен
міжнародні	интернешънъл
міжнародні	международни
міжнародні	международна
дія	действия
дія	действие
дія	екшън
дія	операцията
дія	експлоатация
дія	функциониране
дія	операция
дія	дейност
дія	активност
девід	дейвид
девід	давид
мер	кмете
мер	кмет
мер	мер
взаємодії	взаимодействия
взаємодії	взаимодействие
взаємодії	взаимодействието
взаємодії	взаимодействат
взаємодії	взаимодействия
взаємодії	взаимодействията
видно	видима
видно	видими
видно	видимо
обидві	двете
взяти	вземете
взяти	вземи
години	часове
години	час
знань	познаване
знань	знания
знань	познания
знань	знание
знань	познание
простору	пространство
простору	космос
простору	космоса
дякую	мерси
дякую	благодаря
бажання	желание
бажання	желанието
бажання	желание
бажання	пожелание
фортепіано	пианото
фортепіано	пиано
фортепіано	пияно
інтер	inter
інтер	интер
цикл	цикъл
цикл	цикъла
вирішення	разтвор
вирішення	решение
вирішення	разтвори
вирішення	решения
олімпійський	олимпик
олімпійський	олимпийски
здійснює	поддържа
огляд	обобщим
огляд	преглед
огляд	обзор
огляд	преглед
огляд	преразглеждане
огляд	изследва
загальне	общи
загальне	обща
загальне	общи
загальне	генерал
єпархії	епархия
національну	етническа
національну	етническо
національну	етнически
бізнес	бизнес
французька	френско
французька	французи
французька	френска
французька	френски
французька	французин
аніме	аниме
рим	рим
каналу	канал
каналу	каналът
футбол	футбол
футбол	футбол
футбол	футболен
джона	джона
джона	йона
околиці	предградие
околиці	предградията
околиці	покрайнините
здається	изглежда
наталія	наталия
наталія	наталия
почалося	започна
західний	западна
західний	западни
західний	западен
західний	западните
західний	уестърн
західний	western
тонн	тонове
співачка	певецът
співачка	певица
співачка	сингър
співачка	певец
успіх	успех
успіх	успехи
довгота	дължина
проекти	проекти
навпаки	обратното
широта	ширина
запоріжжя	запорожие
українець	украински
дерево	трий
дерево	дървото
дерево	дръвче
дерево	дърво
померла	умрял
померла	умряла
померла	мъртви
померла	мъртва
померла	мъртъв
мешканці	обитатели
мешканці	жители
мешканці	пребиваващи
мешканці	обитатели
мешканці	жители
збірки	колекции
яні	яни
грати	играе
грати	играй
грати	свири
грати	игра
спеціально	специално
спеціально	специално
очок	точки
подібні	подобно
подібні	подобен
подібні	сходен
подібні	подобна
подібні	подобни
актриса	актриса
актриса	актриси
актриса	актрисата
натомість	вместо
покриття	отразяване
покриття	покритие
реакції	реакции
реакції	реакциите
заслуги	заслуга
заслуги	заслуги
покровитель	покровител
покровитель	патрон
нідерландів	нидерландия
нідерландів	нидерландски
нідерландів	холандия
підрозділи	подразделения
підрозділи	подраздели
мета	обективна
мета	обективни
мета	цел
мета	обективен
мета	мета
мета	предназначение
мета	цел
мета	цел
мета	гол
існували	съществували
існували	съществуваше
існували	съществувало
існували	съществувал
матір	майка
матір	майко
статі	пол
статі	пола
місцевість	обстановка
місцевість	обкръжение
місцевість	среда
місцевість	терена
місцевість	терен
місцевість	терени
місцевість	зона
місцевість	площ
місцевість	област
місцевість	район
обмеження	ограничения
обмеження	ограниченията
обмеження	ограничения
обмеження	граници
обмеження	ограничения
обмеження	предел
обмеження	лимит
обмеження	граница
обмеження	ограничаване
обмеження	ограничение
обмеження	ограничения
кола	кръгове
кола	кокаин
чернівці	чернивци
очевидно	очевидно
очевидно	явно
очевидно	очевиден
очевидно	очевидна
очевидно	очевидно
знищення	унищожаването
знищення	унищожение
знищення	унищожаване
знищення	разрушение
знищення	разрушения
знищення	унищожение
знищення	разрушаване
співак	певецът
співак	певица
співак	сингър
співак	певец
мир	мир
низку	кулминацията
італійський	италианска
італійський	италианец
італійський	италиански
італійський	италианско
ват	уат
представлена	представени
представлена	представено
представлена	представена
представлена	представен
породи	порода
данії	дания
наступ	атака
наступ	обидно
наступ	офанзива
композиції	следите
композиції	писти
композиції	следи
композиції	релси
оцінки	рейтинг
оцінки	квалификации
оцінки	рейтинги
оцінки	рейтингите
оцінки	класирането
оцінки	класация
оцінки	класиране
оцінки	оцени
запису	пиша
запису	писане
святий	сейнт
святий	свети
святий	светица
святий	светец
святий	свято
святий	свети
святий	свята
сторін	страни
міністерство	министерство
міністерство	министерството
національні	национална
національні	национални
національні	национален
національні	национално
щорічно	годишно
конфлікт	конфликт
конфлікт	конфликти
дніпропетровська	днепропетровск
металів	втвърдяване
визначає	определя
визначає	определя
зроблено	взет
зроблено	взето
зроблено	взети
зроблено	готово
зроблено	направено
зроблено	сторено
зброя	оръжие
зброя	оръжия
зброя	оръжията
зброя	оръжие
зброя	пистолети
зброя	оръжия
зброя	пушки
розробка	развитие
розробка	разработване
розробка	разработка
розробка	развиване
розробка	развиват
розробка	проектиране
розробка	дизайн
розробка	проектиране
розробка	проектирането
вважав	проницателен
крила	крилата
крила	крила
крила	крилца
крила	крилете
крила	криле
андрія	андрия
хмельницький	хмелницки
музику	music
музику	музиката
музику	музика
техніка	инженерство
техніка	техниката
техніка	техника
техніка	уред
техніка	машини
дохід	приход
дохід	приходи
дохід	приход
дохід	доход
дохід	приходи
дохід	доходи
музиканти	музиканти
одружений	женени
одружений	женена
одружений	омъжена
одружений	женен
спеціальні	специалитети
спеціальні	специална
спеціальні	специално
спеціальні	специални
спеціальні	специален
іноземних	чужди
іноземних	чуждестранни
іноземних	чужд
іноземних	чужда
іноземних	чужденец
координати	координатите
координати	координати
майкл	майкъл
блок	блок
блок	блока
блок	кадър
блок	рамка
блок	блокиране
блок	блок
генрі	хенри
подальшому	установен
подальшому	установена
подальшому	установени
подальшому	установено
томас	томас
томас	тома
вод	води
вод	уотърс
вод	водите
рослина	растение
рослина	растителна
рослина	завод
станіслав	станислав
норвегії	норвегия
лондон	london
лондон	лондон
територій	териториите
територій	територии
інколи	понякога
серіалу	hbo
клімат	климатът
клімат	климат
командира	командващ
командира	командир
напрямок	посока
групі	бенд
групі	завой
вибір	селекция
вибір	подбор
вибір	избор
вибір	избор
вибір	маркиране
вибір	избиране
вибір	изберете
вибір	избор
запис	пиша
запис	писане
запис	записване
запис	запис
запис	рекорд
запис	запис
запис	навлизане
запис	влизане
запис	вписване
відмовився	отказва
відмовився	отказа
відмовився	отказано
відмовився	отказан
публікації	приказка
публікації	история
публікації	истории
публікації	разкази
бар	бар
бар	барът
гір	гиър
мережа	мрежови
мережа	мрежа
мережа	мрежова
мережа	мрежата
мережа	скайнет
виявлено	засечен
очі	очи
очі	очите
доступ	достъп
зниження	понижаване
катерина	катрин
катерина	катрин
катерина	катерина
катерина	кат
катерина	кът
виробів	текстил
редагування	редактиране
редагування	монтаж
перевагу	предимство
перевагу	преимущество
мар	мар
мар	мейър
зберігається	съхранявани
зберігається	спасяване
зберігається	спасяването
зберігається	спестяване
картина	рисуване
картина	живопис
картина	картина
картина	боядисване
фауна	фауна
звідки	къде
австрія	австрия
молодий	млада
молодий	младо
молодий	млади
молодий	йънг
молодий	млад
квітень	ейприл
квітень	април
перекладач	преводач
перекладач	преводача
батьки	бащи
батьки	бащите
батьки	родители
батьки	родителите
батьки	родител
донька	дъще
донька	дъщеря
якість	качество
якість	качеството
листя	листа
листя	оставя
листя	листата
медичних	медицински
медичних	медицинска
східного	североизточна
павлович	павлович
ірина	ирина
батальйон	батальона
батальйон	батальон
колектив	колективни
колектив	колектив
колектив	колективна
колектив	колективно
канаді	канада
створює	създава
створює	генерира
проводить	прекарва
проводить	харчи
грає	пиеси
грає	играе
грає	играе
грає	свирене
грає	играят
цілі	голове
цілі	цели
швеція	швеция
пропонує	оферти
пропонує	предлага
пропонує	предложения
пропонує	търгува
точка	точка
басейн	басейн
басейн	басейн
басейн	пул
басейн	билярд
зменшення	психиатър
володіє	притежава
точно	определено
доля	съдба
доля	съдбата
доля	съдба
доля	съдбата
окремо	индивидуално
окремо	самостоятелно
окремо	поотделно
окремо	отделно
рівняння	уравнение
рівняння	уравнението
рівняння	уравнения
пір	перата
пір	пера
георгій	георги
георгій	георги
георгій	гиорги
георгій	джордж
класі	степен
класі	класна
стосується	опасения
стосується	притеснения
стосується	загриженост
стосується	важи
пари	двойките
пари	двойки
пари	двойка
пари	чифт
пари	двойки
пари	чифта
перемога	победа
одиниці	звена
одиниці	единици
одиниці	поделение
одиниці	единица
камінь	каменна
камінь	стоун
камінь	камък
камінь	камен
камінь	кифла
бої	бой
бої	боеве
бої	сбивания
бої	битки
стара	старо
стара	стари
стара	стар
стара	стара
клуж	клуж
необхідність	необходимост
говорить	разговори
ворота	портата
ворота	порта
ворота	гейтс
ворота	порти
ворота	портите
англія	англия
хвилі	вълните
хвилі	вълни
переміг	уон
переміг	спечели
угорщина	унгария
культур	култури
культур	културите
кабінету	кабинет
кабінету	шкаф
кабінету	кабинетът
торонто	торонто
чикаго	чикаго
варіанти	алтернативи
варіанти	варианти
варіанти	вариации
варіанти	възможности
варіанти	настройки
варіанти	опции
мій	моите
мій	мой
мій	моята
мій	мое
мій	моя
мій	моят
оформлення	творческа
оформлення	творческо
оформлення	творчески
оформлення	креативен
лист	лист
лист	листа
лист	листо
лист	писмо
лист	буква
історики	историци
історики	историците
довжини	дължини
довжини	дължина
вилучити	премахнете
вилучити	премахване
вилучити	махнете
вилучити	изтриване
вилучити	изтриете
вилучити	изтрий
закони	закони
соціальна	социално
соціальна	социален
соціальна	социални
соціальна	социална
нхл	нхл
ефект	имитатор
ефект	ефект
ефект	въздействие
ефект	негативизъм
тарас	тарас
бог	господ
бог	бог
схема	схема
схема	схема
зовнішній	външна
зовнішній	външно
зовнішній	външни
зовнішній	външен
продовження	продължение
продовження	продължаване
продовження	непрекъсната
продовження	непрекъснати
продовження	непрекъснат
продовження	удължено
продовження	удължен
продовження	продължителен
продовження	продължително
продовження	възобновяване
націй	народи
націй	нации
кампанії	кампании
кампанії	кампаниите
кампанії	кампанията
кампанії	кампания
колонії	колонии
вивчав	учил
вивчав	проучен
вивчав	учила
скорочення	съкращения
скорочення	съкращаване
скорочення	съкращение
скорочення	ускорители
британія	британия
британія	великобритания
викладач	учителка
викладач	учител
ерік	ерик
ерік	ерик
поширені	обща
поширені	общ
поширені	общи
поширені	чести
правда	истина
правда	верни
правда	вярно
хотів	издирван
хотів	търсен
справі	афера
власник	собственик
власник	притежател
власник	собственика
власник	собственост
власник	притежание
побудовано	построени
побудовано	изградена
побудовано	построена
побудовано	построено
побудовано	построен
побудовано	построени
побудовано	конструирани
побудовано	изградено
організацію	организиране
вторгнення	инвазия
вторгнення	нашествие
вторгнення	нахлуване
неможливо	невъзможно
неможливо	невъзможен
неможливо	невъзможна
неможливо	неспособна
поети	поетите
поети	поети
підтримка	подпомагане
підтримка	подкрепа
підтримка	поддръжка
олексійович	алексеевич
дослідники	изследователи
оголосив	обявени
оголосив	обявено
оголосив	обявена
оголосив	обявен
оголосив	декларирани
вогонь	огън
вогонь	пожар
максимальна	максимална
максимальна	максимален
максимальна	максимум
максимальна	максимално
механізм	механизъм
опір	съпротива
опір	устои
опір	съпротива
опір	резистентност
опір	устойчивост
опір	съпротивление
прийшов	дойде
сторінку	страница
сторінку	страницата
сторінку	page
компаній	корпорациите
компаній	корпорации
компаній	дружества
компаній	фирми
компаній	компании
законів	закони
продовжив	продължение
продовжив	продължаване
продовжив	продължи
продовжив	продължил
стадії	стадии
стадії	етапи
головне	основни
головне	основна
головне	главна
головне	главен
головне	главни
захопили	заловен
захопили	заловени
захопили	пленен
захопили	уловен
захопили	пленени
захопили	отвлечен
знайшов	намерено
знайшов	намерени
знайшов	открит
знайшов	намерена
знайшов	намерен
флот	флот
флот	флотилия
флот	флота
флот	флот
доцент	доцент
елемент	точка
елемент	елемент
елемент	артикул
елемент	елемент
відкрив	открит
відкрив	открита
відкрив	открити
відкрив	разкрита
відкрив	разкрито
відкрив	разкрити
відкрив	разкриха
відкрив	разкрит
відкрив	разкри
вів	вив
людмила	людмила
тема	тема
тема	тема
тема	субект
тема	обект
морський	морско
морський	морска
морський	морски
всім	всички
всім	всеки
мак	papaver
мак	мак
розповідає	разговори
волі	воля
міністри	министри
міністри	министрите
пошук	търси
пошук	търсене
пошук	открийте
пошук	намиране
пошук	намерете
пошук	намери
пошук	намеря
графство	окръг
графство	графство
терміни	термини
терміни	условия
запаси	провизии
запаси	припаси
запаси	консумативи
запаси	доставки
дівчина	гадже
дівчина	приятелката
дівчина	приятелка
дівчина	момиченце
дівчина	момиче
жаль	уви
поховання	погребение
рейтинг	рейтинги
рейтинг	рейтинг
рейтинг	квалификация
рейтинг	класация
рейтинг	класиране
кафедра	катедралата
кафедра	катедрала
проживає	пребиваващи
туди	там
третє	трети
третє	трета
третє	трето
ініціативи	инициативи
сфери	сферата
сфери	сфера
лідер	лидер
лідер	водач
берег	брега
берег	шор
берег	бряг
берег	крайбрежие
берег	бряг
робітників	работниците
робітників	работници
знайдено	намерено
знайдено	намерени
знайдено	открит
знайдено	намерена
знайдено	намерен
наказ	бележка
наказ	мемо
наказ	ред
наказ	поръчка
зона	зона
ссавців	бозайниците
ссавців	бозайници
палива	горива
палива	гориво
палива	горива
леон	леон
леон	лион
леон	леон
степанович	степанович
травень	май
повна	пълна
повна	пълни
повна	пълен
повна	пълно
дитячий	младши
дитячий	джуниър
полон	заловен
полон	заловени
полон	пленен
полон	уловен
полон	пленени
полон	плен
курси	курсове
курси	курсовете
курси	ставки
темно	тъмна
темно	тъмно
темно	тъмен
цілей	мишени
цілей	цели
рішень	решения
коштів	фондове
коштів	средства
американської	американска
американської	американско
американської	американски
американської	американец
невідомо	непозната
невідомо	неизвестен
невідомо	неизвестни
невідомо	неизвестно
невідомо	непознат
невідомо	неизвестна
невідомо	неопределено
невідомо	неопределен
вимірювання	измерване
вимірювання	мярка
вимірювання	оценяване
вимірювання	измервания
вимірювання	измерване
насіння	семе
насіння	семена
насіння	семе
насіння	семки
насіння	семена
вказує	уточнява
замовлення	резерви
замовлення	резервации
замовлення	нареждания
замовлення	заповеди
замовлення	поръчки
паралельно	паралелно
паралельно	успоредно
паралельно	успоредни
паралельно	паралелна
паралельно	паралелни
думаю	мисли
думаю	помисли
руд	рууд
посол	посланник
посол	посланик
спортивні	спортни
спортивні	спортно
спортивні	спортни
спортивні	спортен
спортивні	спорт
спортивні	спортно
спортивні	спортове
посада	призвание
танків	резервоари
танків	танкове
танків	цистерни
вересень	септември
повертається	възвръщаемост
повертається	връщане
проведено	държана
проведено	проведе
проведено	държани
проведено	държан
десять	десетка
десять	ten
десять	десет
похід	кампанията
похід	кампания
луганська	луганск
христа	христос
економічний	икономическа
економічний	икономическо
економічний	икономически
комісія	комисионна
комісія	комисия
конкурс	песен
конкурс	песничка
