die	os
deense	dinamarqueses
deense	dinamarquês
aard	natureza
sanger	cantora
sanger	singer
sanger	cantor
sanger	sanger
veld	field
veld	campo
pogings	esforços
pogings	tentativas
moeilik	duro
moeilik	hard
moeilik	difícil
moeilik	dura
moeilik	dificil
moeilik	difíceis
moeilik	difícil
vra	pergunte
vra	pedir
vra	pergunta
vra	perguntar
sweedse	suíça
sweedse	suiça
sweedse	suíços
sweedse	swiss
sweedse	suíço
sweedse	suecos
sweedse	sueco
sweedse	sueca
heel	calcanhar
vierkante	praças
vierkante	quadrados
erasmus	erasmus
hart	heart
hart	coração
ernstige	sério
ernstige	séria
ernstige	serio
ernstige	grave
besonder	particularmente
chris	chris
chris	cris
stelsels	sistemas
clemens	clemente
clemens	clement
getalle	numeros
getalle	números
getalle	número
getalle	numero
vii	vii
politiek	politica
politiek	política
ondanks	apesar
klooster	monastério
klooster	mosteiro
klooster	mosteiros
agtergrond	antecedentes
agtergrond	fundo
kern	core
kern	núcleo
joseph	joseph
joseph	josé
idee	idéia
idee	idea
idee	ideia
verdrag	tratado
somerset	somerset
provinsies	estados
provinsies	condados
brand	fire
brand	fogueira
brand	fogo
brand	incêndio
wêreldwyd	worldwide
wêreldwyd	mundial
wêreldwyd	mundialmente
wêreldwyd	global
wêreldwyd	globais
australiese	australiana
australiese	australianos
australiese	austrália
australiese	australiano
australiese	australian
wiki	wiki
volume	volume
volume	volumes
tipiese	típico
tipiese	típicas
tipiese	típicos
tipiese	típica
dekades	décadas
wellington	wellington
streke	regiões
relatief	parente
relatief	relativa
relatief	relativo
filosofie	filosofia
godsdienstige	religiosos
godsdienstige	religiosa
godsdienstige	religioso
godsdienstige	religiosas
pers	roxo
pers	roxa
pers	púrpura
pers	imprensa
pers	pressione
pers	violeta
pers	violet
tydskrif	magazine
tydskrif	revista
afgeneem	diminuiu
afgeneem	diminuído
afgeneem	diminuição
afgeneem	diminuída
provinsiale	provincial
provinsiale	provinciais
koop	compra
koop	buy
koop	compre
koop	compro
koop	comprar
kruis	cruz
kruis	cross
voorkoms	aparição
voorkoms	aparência
voorkoms	aparecimento
voorkoms	ocorrência
villiers	villiers
martin	martín
martin	martins
martin	martinho
martin	martin
vele	muitos
vele	muitas
literêre	literária
literêre	literários
literêre	literário
verhuis	movida
verhuis	movido
verhuis	comovida
verhuis	comovido
saal	hall
saal	salão
spel	game
spel	jogo
spel	jogabilidade
sokker	soccer
sokker	futebol
bydrae	contributo
bydrae	contribuição
litaue	lituânia
brug	bridge
brug	ponte
rand	rand
rand	borda
rand	aresta
rand	edge
vlae	flags
vlae	bandeiras
monument	monumento
gelyk	iguais
gelyk	igualar
gelyk	equal
gelyk	igual
silwer	litro
silwer	filtração
silwer	filtragem
silwer	prateado
silwer	silver
silwer	prata
silwer	preenche
silwer	preenchimento
silwer	preencher
silwer	preencha
silwer	encher
behels	envolva
behels	envolve
landbou	agricultura
voorwerp	objeto
voorwerp	objecto
natuur	natureza
stille	calado
stille	quietos
stille	silêncio
produkte	produtos
westerse	ocidental
westerse	ocidentais
westerse	western
westerse	oeste
vereniging	associação
vereniging	association
seker	claro
verstaan	entende
verstaan	compreender
verstaan	entenda
verstaan	entender
komitee	comitê
komitee	comite
komitee	comissão
komitee	comité
belangstelling	juros
belangstelling	interesse
bedank	desistir
griekeland	akron
griekeland	alcoa
griekeland	grécia
iran	irã
iran	irão
vrugte	fruto
vrugte	frutos
vrugte	frutas
vrugte	fruta
gas	gas
gas	gás
gas	gases
gas	convidado
gas	hóspede
gas	convidados
gas	guest
gas	convidada
stigter	criador
stigter	criadora
stam	raízes
stam	raiz
stam	root
stam	raíz
verlede	passadas
verlede	passados
verlede	passado
uiters	extremamente
uiters	extremos
uiters	extrema
uiters	extremo
uiters	extreme
akademie	academy
akademie	academia
aangewys	designados
aangewys	designada
aangewys	designado
aangewys	designadas
motor	motor
motor	carro
motor	automóvel
gesluit	fechou
gesluit	fechado
gesluit	fechada
gesluit	fechados
eenvoudige	simple
eenvoudige	simples
grense	bordas
grense	fronteiras
gekoop	comprou
gekoop	comprados
gekoop	comprada
gekoop	adquirido
gekoop	comprado
portugese	portugueses
portugese	portugues
portugese	português
portugese	portuguesa
tradisie	tradições
tradisie	tradição
here	senhor
kalifornië	califórnia
kalifornië	california
royal	real
royal	royal
kardinale	cardeais
bevind	achados
egiptiese	egípcio
egiptiese	egípcia
egiptiese	egípcios
publiseer	publicar
publiseer	publique
publiseer	publica
uitgereik	emitida
uitgereik	emitidos
uitgereik	emitiu
uitgereik	emitido
uitgereik	emitidas
ooreenkoms	acordo
ooreenkoms	concordância
akademiese	acadêmica
akademiese	académico
akademiese	acadêmico
akademiese	académica
gou	logo
gou	brevemente
gesterf	morreu
gesterf	morri
gesterf	morreram
gesterf	faleceu
baan	track
baan	trilha
baan	faixa
anglo	anglo
vryheid	liberdade
vryheid	liberdades
vryheid	freedom
vryheid	liberdade
vryheid	liberty
anc	anc
last	último
last	últimas
last	last
last	últimos
last	última
slawiese	eslava
slawiese	eslavos
samewerking	colaboração
samewerking	cooperação
argentinië	argentina
skilder	pintar
skilder	pintura
skilder	pintando
stedelike	urban
stedelike	urbano
stedelike	urbana
stedelike	urbanas
stedelike	urbanos
produksie	produção
sondag	domingos
sondag	domingo
messier	messier
prix	prix
geheel	inteiras
geheel	inteiros
geheel	inteiro
geheel	totalidade
brief	letra
brief	carta
viii	viii
woordeboek	dicionário
ton	tonelada
ton	toneladas
ton	toneladas
nes	nest
nes	ninho
nes	ninhos
geslaag	passou
spaans	castelhano
spaans	espanhola
spaans	espanhóis
spaans	espanhol
samelewing	society
samelewing	sociedade
samelewing	comunidade
huise	casas
huise	residências
huise	casas
joubert	joubert
gevolglik	resultante
gevolglik	resultando
pierre	pierre
midde	meados
midde	médio
midde	meio
midde	middle
midde	meados
midde	mid
aangekondig	declaradas
aangekondig	declarada
aangekondig	declarado
aangekondig	declarou
aangekondig	declarados
aangekondig	anunciou
aangekondig	anunciado
aangekondig	anunciada
aangekondig	anunciados
publiek	público
publiek	públicas
publiek	pública
publiek	públicos
publiek	publico
turkye	turquia
godsdiens	religiões
godsdiens	religião
era	eei
golf	onda
golf	acenar
golf	wave
natuurlik	curso
omstandighede	circunstâncias
omstandighede	circunstância
omstandighede	circunstancias
omstandighede	circunstâncias
mooi	linda
mooi	bonito
mooi	bonita
mooi	pretty
geboorte	parto
geboorte	nascimento
oorleef	sobreviver
oorleef	sobrevive
oorleef	sobrevivem
oorleef	sobreviva
predikante	clérigos
predikante	clero
direk	directa
direk	direta
direk	diretos
direk	direct
direk	direto
verwant	relacionados
verwant	relacionada
verwant	relacionadas
verwant	relacionado
redakteur	editor
redakteur	editora
gregorius	gregory
gregorius	gregório
ontdekking	descobertas
ontdekking	descoberta
ontdekking	discovery
geleidelik	progressivamente
wilhelm	wilhelm
wilhelm	guilherme
soortgelyk	semelhante
soortgelyk	sósia
soortgelyk	semelhantes
bietjie	pequeno
bietjie	pouco
bietjie	pequena
bietjie	little
amsterdam	amsterdão
amsterdam	amsterdam
amsterdam	amesterdão
amsterdam	amsterdã
kaptein	capitã
kaptein	capitão
verwysings	referências
voorstad	subúrbio
siekte	doenças
siekte	doença
siekte	doenças
siekte	doença
siekte	enjoo
afrikaner	afrikaner
bywoning	atendimento
bywoning	presenças
bywoning	comparecimento
professionele	professional
professionele	profissionais
professionele	profissional
onderskeidelik	respectivamente
onderskeidelik	respetivamente
mediese	médica
mediese	medico
mediese	medicina
mediese	médicos
uitvoerende	executivo
uitvoerende	executivos
uitvoerende	executiva
getrou	casou
getrou	casada
getrou	casado
getrou	casados
stuk	pedaço
stuk	peça
kolonies	colonização
toegang	acessar
toegang	acessos
toegang	acesso
suidoos	sudeste
hof	tribunal
hof	corte
phil	phil
bank	banco
bank	bank
teken	desenhar
teken	desenhe
teken	desenha
teken	empate
teken	sorteio
teken	assine
teken	signo
teken	assina
teken	assinar
teken	sinal
skaars	mal
skaars	raros
skaars	rara
skaars	raras
skaars	raro
ooit	ever
ooit	nunca
graaff	graaff
gesag	autoridade
ensiklopedie	enciclopédia
ierse	irlandeses
ierse	irish
ierse	irlandesa
ierse	irlandês
suster	sister
suster	irmã
andré	andré
piet	piet
myl	miles
myl	quilómetros
myl	milhas
myl	milha
eens	outrora
eens	once
gebeure	eventos
gebeure	acontecimentos
tegnologie	tecnologia
tegnologie	tecnologias
verby	beyond
verby	além
verby	passou
mitologie	mitologia
marais	marais
christus	cristo
portugal	portugal
toekenning	prémio
toekenning	prêmio
afsonderlike	separe
afsonderlike	separado
afsonderlike	separados
afsonderlike	separar
vliegtuig	avião
vliegtuig	avião
vliegtuig	avião
vliegtuig	aeronave
vliegtuig	aviões
vliegtuig	aeronaves
gauteng	gauteng
gode	olimpianos
frederik	frederik
frederik	frederico
frederik	frederick
genaamd	nomeada
genaamd	nomeado
onderkant	fundo
onderkant	bottom
vas	firma
vas	firme
vas	firmeza
vas	firmes
manlike	macho
manlike	masculino
toegeneem	aumentado
toegeneem	aumentados
toegeneem	aumentou
toegeneem	aumentada
mars	marte
mars	mars
beaufort	beaufort
hande	mãos
kompetisie	concurso
kompetisie	competição
kompetisie	concorrência
kompetisie	concurso
kompetisie	competição
privaat	privada
privaat	privado
privaat	private
dialekte	dialetos
aktief	adjectivo
aktief	ativo
aktief	activo
aktief	ativa
aktief	activa
aktief	ativos
aktief	ablativo
aktief	acusativo
aktief	atividades
aktief	actividades
abraham	abraham
abraham	abraão
partye	festas
partye	partidos
spyte	despeito
dinge	coisas
benedictus	benedict
benedictus	bento
eindig	pontas
eindig	termina
eindig	extremidades
eindig	encerrando
eindig	terminando
tegniese	técnicos
tegniese	técnico
tegniese	técnica
nag	noite
nag	night
karakters	caracteres
karakters	carateres
karakters	personagens
hans	hans
bedek	revestidas
bedek	revestida
bedek	revestido
bedek	revestidos
bedek	tampas
bedek	covers
bedek	abrange
bedek	coberturas
bedek	capas
koue	frio
koue	cold
koue	frios
koue	fria
graaf	graf
argitektuur	arquitetura
argitektuur	arquitectura
via	via
metode	método
frank	frank
bespreek	livro
bespreek	reservar
bespreek	livros
bespreek	discuta
bespreek	discutir
bespreek	discute
bespreek	reserva
bespreek	reserve
bespreek	reservar
ben	ben
redes	motivos
redes	razões
eenhede	unidades
droë	seca
droë	secos
droë	secas
droë	secar
droë	seco
bestudeer	estudo
bestudeer	estuda
bestudeer	estude
bestudeer	estudar
beset	ocupados
beset	ocupado
beset	ocupada
beset	ocupadas
olie	azeite
olie	óleo
olie	petróleo
olie	óleos
spelers	jogadores
twaalf	doze
twaalf	twelve
sekretaris	secretária
sekretaris	secretário
federasie	federação
stof	dust
stof	pó
stof	poeiras
stof	poeira
kommersiële	comerciais
kommersiële	comercial
primêre	primária
primêre	primário
primêre	primárias
primêre	primários
jode	judeus
persiese	persa
persiese	persas
helder	brilhante
helder	bright
helder	brilhantes
rio	rio
dam	barragem
dam	dique
dam	represa
dam	dam
toekoms	futuro
toekoms	future
toekoms	futuras
toekoms	futuros
toekoms	futura
boonste	superior
boonste	upper
grootliks	significativamente
duisende	milhares
polisie	polícia
polisie	policia
geslag	sexos
geslag	gêneros
geslag	género
geslag	gênero
geslag	sexo
geslag	sex
geslag	sexo
graf	sepultura
graf	cova
graf	túmulo
graf	grave
graf	campa
besoekers	visitantes
air	ar
air	air
item	item
volwasse	maduros
volwasse	maduro
volwasse	madura
kies	selecionar
kies	seleciona
kies	seleccionar
kies	selecione
duitsers	alemães
korea	coréia
korea	korea
korea	coreia
basiese	básicas
basiese	básico
basiese	básicas
basiese	básica
basiese	basic
basiese	básico
basiese	básicos
benodig	need
benodig	preciso
benodig	precisa
benodig	necessidade
benodig	obrigatório
benodig	necessária
benodig	necessário
benodig	exigido
benodig	requerido
broers	irmãos
broers	brothers
broers	irmaos
komponis	compositor
komponis	compositora
kunstenaar	artista
germaanse	germânico
germaanse	germânica
germaanse	germânicos
vermoë	habilidade
vermoë	capacidade
mond	boquinha
mond	mouth
mond	boca
mond	foz
mond	bocas
unesco	unesco
united	unidas
united	unida
united	united
united	unidos
paulus	paulo
paulus	paul
house	casa
gesondheid	saude
gesondheid	saúde
leerders	alunos
leerders	pupilas
geskiedkundige	históricas
geskiedkundige	histórico
geskiedkundige	histórica
geskiedkundige	históricos
gunste	favor
gunste	favorecer
aktiwiteite	atividades
aktiwiteite	actividades
aktiwiteite	eventos
aktiwiteite	acontecimentos
aktiwiteite	acontecimento
aktiwiteite	evento
konflik	conflito
konflik	conflitos
gemeenskaplike	comum
gemeenskaplike	frequentes
gemeenskaplike	common
gemeenskaplike	frequente
inkomste	renda
inkomste	rendimento
inkomste	receitas
inkomste	proveitos
inkomste	rendimentos
inkomste	receita
inkomste	receitas
pretorius	pretorius
karoo	karoo
ken	conheça
ken	saiba
ken	sei
ken	sabe
ligte	light
ligte	luz
ligte	leve
ligte	ligeiro
ligte	ligeira
dirk	dirk
erfenis	heritage
erfenis	património
erfenis	patrimônio
erfenis	herança
andries	andries
mosambiek	moçambique
bladsye	páginas
heelal	universe
heelal	universo
verdwyn	desaparecer
verdwyn	desaparece
verdwyn	sumir
verdwyn	desapareça
geskei	separadas
geskei	separados
geskei	separado
geskei	divorciada
geskei	divorciados
geskei	divorciado
hoek	angle
hoek	ângulo
blomme	flores
tuiste	vivos
tuiste	living
tuiste	vivendo
tuiste	viver
johann	johann
verwante	relacionados
verwante	relacionada
verwante	relacionadas
verwante	relacionado
sport	desporto
sport	esporte
sport	desporto
sport	esportes
sport	desportos
selfstandige	independent
selfstandige	independentes
selfstandige	independente
onderneming	corporation
onderneming	corporação
onderneming	empreendimento
onderneming	empresa
onderneming	enterprise
tempel	temple
tempel	templo
beroemde	celebridade
beroemde	celebridades
twintig	twenty
twintig	vinte
berig	story
berig	história
coetzee	coetzee
ford	ford
jongste	último
jongste	últimas
jongste	last
jongste	últimos
jongste	última
jongste	últimos
jongste	últimas
berge	montanhas
literatuur	literatura
lange	lange
saamgesmelt	derreteu
saamgesmelt	derretido
saamgesmelt	derretida
tabel	tabela
tabel	mesa
tabel	quadro
speler	player
speler	reprodutor
speler	jogador
kommunistiese	comunistas
kommunistiese	comunista
daniel	daniel
sokkerspeler	futebolista
prent	foto
prent	fotografia
prent	imagem
prent	image
prent	imagem
prent	natureza
vraag	questão
vraag	pergunta
sterrebeeld	constelação
eric	eric
voel	feel
voel	sentir
voel	sente
voel	sinta
voel	sente
voel	sentimento
voel	sentindo
voel	sensação
voel	feeling
optrede	comportamentos
optrede	comportamentos
optrede	comportamento
optrede	conduta
blad	pagina
blad	página
blad	page
outonome	autónomo
outonome	autônomo
outonome	autónoma
outonome	autônoma
letters	cartas
letters	letras
reaksie	reacção
reaksie	reação
opvoedkundige	educacionais
opvoedkundige	educação
opvoedkundige	educacional
opvoedkundige	educativo
vliegtuie	avião
vliegtuie	aeronave
vliegtuie	aviões
vliegtuie	aeronaves
effens	mal
effens	levemente
effens	ligeiramente
vaste	enlatados
vaste	conservas
vaste	rígida
vaste	rígidos
vaste	rígidas
vaste	rígido
vaste	rigidez
soria	soria
transvaalse	transvaal
fokus	focar
fokus	focus
fokus	foco
been	osso
been	ossos
been	bone
geklassifiseer	classificadas
geklassifiseer	confidencial
geklassifiseer	classificada
geklassifiseer	classificados
geklassifiseer	classificado
reëls	regras
reëls	linhas
geweier	recusou
geweier	recusada
geweier	recusado
verduidelik	expliquem
verduidelik	explicar
verduidelik	explica
verduidelik	explique
teater	teatro
teater	teatro
jacques	jacques
gevaar	perigos
gevaar	perigo
kroon	coroa
kroon	crown
ingestel	curada
ingestel	curou
ingestel	curados
ingestel	curado
ingestel	introduzida
ingestel	introduziu
ingestel	introduzidas
ingestel	introduzidos
ingestel	introduzido
finland	finlândia
finland	finlandia
mee	mee
mee	com
altesaam	por
altesaam	para
presies	exatamente
presies	exactamente
presies	exatos
presies	exato
presies	exata
presies	exatas
beplan	planeado
beplan	planejou
beplan	planejado
beplan	planejada
beplan	planeada
carl	carlos
carl	carl
produk	produto
gewig	peso
vallei	valley
vallei	vale
hede	presentes
hede	presente
enjin	motor
adam	adão
adam	adam
oom	titio
oom	tio
klank	sound
klank	som
profiel	profile
profiel	perfil
bygedra	estampagem
bygedra	contribuíram
bygedra	contribuiu
bygedra	contribuído
sosialistiese	socialistas
sosialistiese	socialista
taak	tarefa
mere	lagos
ondersteuning	apoio
ondersteuning	suporte
ondersteuning	apoios
aansienlik	substancialmente
hertzog	hertzog
administrasie	administração
minute	acta
minute	minutos
minute	actas
oprigting	construção
oprigting	construções
biblioteek	biblioteca
kandidaat	candidata
kandidaat	candidato
kandidaat	candidatos
suksesvolle	sucesso
toepassing	aplicativo
toepassing	aplicação
toepassing	app
toepassing	aplicativo
toepassing	aplicação
toegepas	aplicados
toegepas	aplicado
toegepas	aplicadas
toegepas	aplicou
toegepas	aplicada
versterk	reforçar
versterk	fortalece
versterk	fortalecer
eet	comendo
eet	comer
straat	rua
straat	street
motors	automóveis
motors	automóveis
motors	carros
litause	lituano
litause	lituana
litause	lituânia
litause	lituanos
angola	angola
angola	mongólia
parameter	parâmetro
parameter	parâmetros
christiaan	christiaan
christiaan	christian
christiaan	cristã
christiaan	cristiano
christiaan	cristão
christiaan	cristãos
maatskaplike	sociais
maatskaplike	social
suiwer	puras
suiwer	pura
suiwer	puro
suiwer	puros
suiwer	pure
middelburg	middelburg
getoon	expressos
getoon	expresso
getoon	expressado
getoon	expressas
getoon	expressa
smit	smit
wikimedia	wikimedia
sesde	seis
sesde	six
oxford	oxford
hongarye	hungria
getref	atingido
getref	bate
getref	hit
getref	bater
getref	bateu
temperature	temperaturas
washington	washington
kat	gato
kat	gata
ere	honra
ere	honor
vereis	obrigatório
vereis	necessária
vereis	necessário
vereis	exigido
vereis	requerido
hout	madeiras
hout	madeira
skerp	afiada
skerp	sharp
skerp	afiados
skerp	afiado
sydney	sidney
sydney	sydney
stroom	feed
stroom	fluxo
stroom	stream
dier	animais
dier	animal
rig	incitar
rig	directa
rig	direta
rig	diretos
rig	direct
rig	direto
vry	livre
vry	grátis
vry	free
vry	gratuito
wiskundige	matemático
arabies	árabe
arabies	árabes
uitgebeeld	ilustrada
uitgebeeld	ilustrado
uitgebeeld	ilustrados
vervaardiger	produtora
vervaardiger	produtor
vervaardiger	fabricante
betrekking	relação
wette	leis
kimberley	kimberley
kritiek	críticas
kritiek	crítico
kritiek	critica
kritiek	críticos
kritiek	crítica
letter	letra
letter	carta
alfred	alfredo
alfred	alfred
deelstate	estados
boer	valete
boer	jack
onderrig	educação
onderrig	ensino
onderrig	explicações
harry	henrique
harry	harry
voordeel	vantagem
voordeel	benefícios
voordeel	benefício
voordeel	beneficiar
verskille	divergências
verskille	diferenças
gees	gees
gees	espírito
gees	spirit
gees	espirito
toets	testar
toets	teste
toets	ensaio
toets	testando
toets	ensaios
toets	teste
toets	testes
toets	ensaio
tropiese	tropical
kontak	contacto
kontak	contato
aangepas	personalizadas
aangepas	personalizada
aangepas	personalizado
aangepas	costume
aangepas	personalizados
vriende	friends
vriende	amigos
vriende	amigas
oorsese	ultramarinos
oorsese	ultramar
union	union
union	união
gelys	listada
gelys	listado
gelys	enumerados
gelys	listados
les	les
les	leslie
jack	valete
jack	jack
tsaar	czar
burgerlike	cívico
burgerlike	cívica
burgerlike	civic
aanvalle	ataca
aanvalle	atentados
aanvalle	ataques
font	fonte
botswana	botswana
botswana	botsuana
aangewend	aplicados
aangewend	aplicado
aangewend	aplicadas
aangewend	aplicou
aangewend	aplicada
televisie	televisão
gevoer	excluídas
gevoer	excluídos
gevoer	excluído
gevoer	excluída
dadelik	imediato
dadelik	imediatamente
maal	multiplicação
omring	cercados
omring	cercada
omring	rodeada
omring	rodeado
omring	cercado
wiskunde	matemática
wiskunde	matemática
onderteken	criptografar
onderteken	assine
onderteken	signo
onderteken	assina
onderteken	assinar
onderteken	sinal
voorganger	predecessor
voorganger	antecessora
voorganger	antecessor
sending	missão
sending	missao
sending	mission
american	americano
american	americanos
american	american
american	americana
nelson	nelson
verbied	negue
verbied	negar
verbied	nega
verbied	nego
marie	marie
marie	maria
islamitiese	islâmica
islamitiese	islâmico
islamitiese	islâmicos
islamitiese	islâmicas
wysig	edit
wysig	edita
wysig	editar
wysig	edite
wysig	modificar
wysig	modifica
wysig	mudar
wysig	mudança
wysig	mudanças
wysig	troco
oorloë	wars
oorloë	guerras
hoogtepunt	destaque
hoogtepunt	realçar
hoogtepunt	realce
hoogtepunt	destacar
kanaal	canal
kanaal	canal
kanaal	channel
vergelyk	comparar
vergelyk	compare
maksimum	max
maksimum	máx
maksimum	máximo
maksimum	máxima
fisiese	física
fisiese	físicas
fisiese	fisico
fisiese	físicos
fisiese	físico
betref	preocupações
veldtog	campanha
hare	hair
hare	cabelos
hare	pêlo
hare	cabelo
tekste	textos
gehoor	público
gehoor	audiência
gehoor	platéia
gehoor	plateia
gehoor	audiência
gehoor	audição
toeriste	turistas
toeriste	turista
toeriste	turistas
bynaam	apelido
bynaam	alcunha
planne	planos
gedwing	forçadas
gedwing	forçada
gedwing	forçado
gedwing	forçou
gedwing	forçados
joernalis	jornalista
león	león
werklikheid	realidade
werklikheid	reality
instituut	instituto
gedefinieer	definida
gedefinieer	definidos
gedefinieer	definidas
gedefinieer	definiu
gedefinieer	definido
direkte	directa
direkte	direta
direkte	diretos
direkte	direct
direkte	direto
vervaardiging	fabrico
vervaardiging	fabricação
karl	karl
turkse	turcos
turkse	turco
turkse	turca
turkse	turcas
programme	aplicativos
programme	aplicações
programme	pedidos
programme	programas
programme	mostra
programme	espetáculos
programme	espectáculos
programme	shows
tipies	normalmente
tipies	tipicamente
strand	praia
strand	praias
strand	reno
gram	gramas
gram	gram
gram	grama
nicolaas	nicolás
nicolaas	nicholas
nicolaas	nicolau
nicolaas	nicolaas
bewyse	evidências
bewyse	evidência
bewyse	prova
bewyse	provas
chili	chile
beskerming	proteção
beskerming	protecção
nommer	número
nommer	numero
video	vídeo
video	video
gebruiker	usuários
gebruiker	utilizador
gebruiker	usuário
voedsel	alimentação
voedsel	alimentos
voedsel	alimento
voedsel	comida
prinses	princess
prinses	princesa
passasiers	passageiros
passasiers	passageira
passasiers	passageiros
passasiers	passageiro
ngc	ratinho
ngc	ratos
ngc	ratinhos
ngc	ngc
brits	britânico
brits	britânicos
brits	british
lodewyk	luiz
lodewyk	luis
lodewyk	luís
lodewyk	louis
stap	step
stap	passo
stap	etapa
stap	degrau
leiers	liderança
leiers	lideres
leiers	dirigentes
leiers	líderes
angeles	angeles
tuin	jardim
tuin	horta
jonger	contratando
jonger	contratação
jonger	contratações
jonger	younger
toestande	condições
industriële	industrial
industriële	industriais
redelik	justo
redelik	fair
redelik	feira
spoed	rapidez
spoed	velocidade
spoed	speed
halfrond	hemisfério
friedrich	frederico
friedrich	friedrich
bal	bola
bal	ball
aparte	separe
aparte	separado
aparte	separados
aparte	separar
verkiesings	eleição
verkiesings	eleições
belgiese	belga
belgiese	belgas
instellings	formatar
instellings	formatação
sendeling	missionário
sendeling	missionários
sendeling	missionária
hoeveelhede	doses
gemeenskappe	comunidades
sing	canta
sing	cantando
sing	cantar
uitgebreide	estendida
uitgebreide	prolongado
uitgebreide	estendido
uitgebreide	alargado
miskien	talvez
rekord	registro
rekord	recorde
rekord	gravar
rekord	record
suksesvol	sucesso
suksesvol	sucessos
suksesvol	êxito
suksesvol	sucesso
oekraïne	ucrânia
permanente	permanente
permanente	permanentes
bande	laços
bande	gravatas
stert	tail
stert	cauda
stert	rabo
geldeenheid	divisa
geldeenheid	moeda
skade	lesões
skade	lesão
skade	prejuízo
skade	ferimento
skildery	pintar
skildery	pintura
skildery	pintando
otto	otto
bedoel	significava
bedoel	significou
bedoel	pretendida
bedoel	destinados
bedoel	pretendido
bedoel	pretendia
bedoel	média
begrip	entendendo
begrip	compreender
begrip	compreendendo
begrip	entendimento
begrip	compreensão
innocentius	inocentes
innocentius	inocente
bekendheid	fama
bekendheid	fame
encyclopaedia	enciclopédia
valign	valign
bydraes	contributos
bydraes	contribuições
more	amanha
more	amanhã
more	manhã
more	morning
pryse	preços
pryse	preços
beëindig	terminada
beëindig	end
beëindig	final
beëindig	terminar
beëindig	fim
als	todas
als	tudo
als	todos
switserse	suíça
switserse	suiça
switserse	suíços
switserse	swiss
switserse	suíço
hoogs	topo
hoogs	top
toekennings	prémios
toekennings	premiação
toekennings	awards
toekennings	prêmios
hang	forca
hang	enforcamento
hang	enforcado
konsep	rascunho
konsep	draft
fase	fase
nabygeleë	imediações
tradisioneel	tradicional
tradisioneel	tradicionais
onderwerpe	tópicos
onderwerpe	temas
gedrag	comportamentos
gedrag	comportamento
gedrag	comportamentos
gedrag	comportamento
pienaar	pienaar
elektroniese	electrónico
elektroniese	eletrônica
elektroniese	electrónica
elektroniese	eletrônicos
elektroniese	eletrônico
dankie	obg
dankie	obrigado
dankie	obrigada
dankie	valeu
coastal	litoral
coastal	costeiro
coastal	costeira
coastal	costeiras
inval	invasões
inval	invasão
inval	raid
bisantynse	bizantina
bisantynse	bizantinos
bisantynse	bizantino
jupiter	júpiter
stasie	estação
parlementêre	parlamentar
parlementêre	parlamentares
sagteware	software
apostoliese	apostólico
apostoliese	apostólica
breek	break
breek	quebrar
breek	quebra
breek	pausa
chicago	chicago
kamer	sala
kamer	quarto
samesteller	compositor
samesteller	compositora
verwag	esperava
verwag	esperado
verwag	esperados
verwag	esperada
medalje	medalha
verwoes	destruam
verwoes	destrua
verwoes	destrói
verwoes	destruir
matt	matt
eiers	ovos
plase	quintas
plase	fazendas
ondernemings	iniciativas
ondernemings	empreendimentos
ondernemings	empresas
elaine	elaine
stephen	marcelo
stephen	estêvão
stephen	stephen
julle	tu
julle	você
julle	vc
verwerp	diferentemente
verwerp	rejeitados
verwerp	rejeitado
verwerp	rejeitada
verwerp	rejeitadas
verwerp	rejeitar
verwerp	rejeita
verwerp	rejeitar
verwerp	devoluções
verwerp	descartar
verwerp	recusou
verwerp	recusada
verwerp	recusado
vereer	honrar
digitale	digitais
digitale	digital
standbeeld	estátua
tak	ramo
tak	sucursal
tak	branch
bloed	sangue
bloed	blood
kans	chance
kans	oportunidade
antwoord	responde
antwoord	resposta
antwoord	responder
antwoord	responda
antwoord	resposta
roete	rota
roete	percurso
spoorlyn	ferrovia
spoorlyn	ferroviária
oorgedra	transmitido
oorgedra	transmitida
oorgedra	transmitidas
oorgedra	transmitidos
oorgedra	transferida
oorgedra	transferido
oorgedra	transferidos
oorgedra	transferidas
finale	finais
finale	final
nasie	nação
nasie	nation
effek	efeito
wentelbaan	órbita
wentelbaan	orbita
gratis	livre
gratis	grátis
gratis	free
gratis	gratuito
vermoedelik	presumivelmente
geskik	elegíveis
geskik	elegível
del	delaware
heer	king
heer	rei
konings	kings
konings	reis
goedgekeur	aprovada
goedgekeur	aprovados
goedgekeur	aprovadas
goedgekeur	aprovado
oplossing	solução
daaropvolgende	subsequentes
daaropvolgende	subsequente
nazi	nazista
nazi	nazi
nazi	nazis
nazi	nazistas
onlangs	recentemente
grys	gray
grys	cinzento
grys	cinza
grys	granulado
grys	cinzenta
grys	cinzento
grys	cinza
grys	grey
grys	cinzentos
grys	greys
publikasies	encíclicas
publikasies	publicações
grey	cinzenta
grey	cinzento
grey	cinza
grey	grey
grey	cinzentos
samestelling	composição
fifa	fifa
anne	anne
anne	ana
uitsondering	exceções
uitsondering	excepção
uitsondering	exceção
bene	bones
bene	ossos
bene	espinhas
bene	bene
kongo	congo
priester	priester
hotel	hotel
bygevoeg	adicionado
bygevoeg	adicionada
bygevoeg	acrescentado
bygevoeg	adicionados
bygevoeg	adicionou
bygevoeg	adicionadas
besonderhede	pormenores
besonderhede	detalhes
aangeval	atacado
aangeval	atacaram
aangeval	atacada
