lokaciju	lokacija
standardima	standardi
standardima	standarde
standardima	standarda
kontroverze	kontroverza
kontroverze	kontroverzu
kontroverze	kontroverze
abdul	abdul
margaret	margaret
price	cijena
price	priče
price	price
stana	stan
židove	jevreji
židove	jevrej
židove	jevrejka
vojislav	vojislav
atlantic	atlantski
atlantic	atlantika
atlantic	atlantska
očuvanju	očuvanje
blokiran	blokiran
blokiran	blokirao
blokiran	blokirane
blokiran	blokirali
blokiran	blokirala
svinje	svinje
platforme	platformi
arterije	arterije
aves	aves
plamen	plamen
plamen	flames
cibona	cibona
uspostavlja	ustanovljava
beat	pobijedio
beat	pobedi
čuvar	čuvar
čuvar	guardian
čuvar	garda
ratko	ratko
hrast	hrast
kiss	poljubac
kiss	kiss
optužio	optužio
optužio	optužen
optužio	optuženi
odgovorna	odgovorne
odgovorna	odgovorna
odgovorna	odgovorni
odgovorna	odgovornim
odgovorna	odgovoran
icao	icao
doseg	domet
doseg	dometa
doseg	dostići
premijeru	premijeru
premijeru	premijerno
infrastrukture	infrastruktura
okusa	okus
prekinuta	prekinuo
osjećaje	osećanja
osjećaje	osjećanja
organiziran	organizirani
organiziran	organizirano
organiziran	organizirana
organiziran	organizovana
organiziran	organizovane
organiziran	organizovani
organiziran	organizovano
organiziran	organizovan
lamarck	lamarck
hipoteza	hipoteza
organiziranje	organizuje
kylie	kylie
pravno	zakonski
pravno	pravno
pravno	legalno
pravno	legalno
pravno	pravna
pravno	pravne
pravno	pravni
pravno	pravnih
zbroj	sum
zbroj	suma
bačka	bačka
diamond	dijamant
neil	neil
neil	nil
preživjeti	preživjeti
izdvojiti	odvojiti
izdvojiti	odvajaju
predlošci	templates
duncan	duncan
pumpa	pumpa
fern	paprat
airbus	airbus
clara	clara
slijedio	praćen
slijedio	slijede
slijedio	slijedili
pera	perje
norme	normi
norme	normama
norme	norma
norme	norme
nosa	nos
bomba	bomba
metalni	metal
metalni	metalna
metalni	metalnih
metalni	metalni
tower	toranj
bush	bush
ujak	amidže
ujak	ujka
ujak	amidža
dokumenta	dokumentima
dokumenta	dokumenata
dokumenta	dokumenti
dokumenta	dokumente
dokumenta	dokument
bauer	bauer
izvorna	originalni
izvorna	originalna
izvorna	prvobitni
izvorna	originalne
izvorna	original
dominiraju	dominiraju
sara	sarah
sara	sara
sara	sara
lokomotive	lokomotiva
rené	rené
rené	rene
česi	česi
radoslav	radoslava
radoslav	radoslav
neriješeno	tie
neriješeno	neriješenih
sullivan	sullivan
firenca	florence
slabi	slabi
slabi	slaba
slabi	slab
svijetlo	svjetlost
svijetlo	bright
svijetlo	bistra
braun	braun
preporučuje	preporučuje
preporučuje	preporučuje
preporučuje	preporučio
preporučuje	preporučila
predsjednici	predsjednici
predsjednici	predsjednike
dodavanja	dodavši
dodavanja	ubacuju
dodavanja	dodajući
dodavanja	dodavanje
robovi	robovi
robovi	robova
zadatke	zadatke
zadatke	zadaci
posjeti	posjetu
posjeti	posjeta
posjeti	posjeta
ekonomist	ekonomista
emitiranje	emitovanje
emitiranje	emitovati
emitiranje	emitiranje
kapelan	kapelan
iata	iata
parkova	parkovi
pločice	pločica
pločice	tiles
izrazi	izrazi
vladislav	vladislav
vulkan	vulkan
jacob	jakov
vegetacije	vegetacija
naizgled	naizgled
okružuju	okolne
okružuju	okolnim
inspektor	inspektor
intervencije	intervencija
intervencije	intervencije
tucker	tucker
porez	porez
porez	porezi
porez	poreze
jame	jama
portland	portland
rovinj	rovinj
diana	diana
pretpostavka	pretpostavka
predgrađu	predgrađu
predgrađu	predgrađa
isaac	isak
gljive	gljiva
pojačanje	pojačanja
pojačanje	backup
logore	logori
logore	logora
logore	logore
logore	logorima
tumora	tumor
lucija	lucije
lucija	lucije
lucija	lucija
lucija	lucia
rožnice	rožnjače
branitelj	defender
branitelj	branilac
poljoprivredi	poljoprivreda
preostalo	preostali
preostalo	preostalih
preostalo	preostala
preostalo	preostale
silvio	silvio
majica	dres
algonquian	algonquian
izgubiti	izgubiti
izgubiti	gube
izgubiti	izgubi
smjernice	uputa
smjernice	smjernice
srebrni	srebro
estonija	estonija
ibrahim	ibrahim
hladno	hladno
duhovno	duhovne
duhovno	duhovni
duhovno	duhovnih
duhovno	duhovno
duhovno	duhovnog
duhovno	duhovnu
duhovno	duhovno
eduardo	eduardo
armenija	armenije
grace	grace
vladavinu	vladavine
radar	radar
komentare	komentari
komentare	komentarima
pérez	pérez
prebivalište	boravka
samobor	samobor
eagle	orao
droga	droga
droga	droga
mlađa	mlađi
pogubljen	pogubljen
julia	julia
julia	julija
tin	kalaj
baba	baba
moto	moto
moto	moto
bombardiranje	bombardovanje
bombardiranje	bombardovanje
goli	gol
goli	gola
goli	akt
moral	moral
moral	moral
moral	moral
moral	morala
jamie	jamie
camus	camus
fiba	fiba
podržavao	podržao
podržavao	podržali
punjenje	optuživši
punjenje	optužujući
andromeda	andromeda
najjači	najjači
najjači	najjača
rase	trkama
rase	rasa
rase	utrka
rase	utrke
označena	označeni
označena	obilježene
označena	obilježena
označena	obilježio
označena	obilježen
valove	talasi
con	con
rey	rey
hunter	lovac
hunter	hunter
hunter	lovca
tajno	tajno
tajno	tajna
akt	ponašaju
akt	čin
akt	akt
etimologija	etimologija
seks	spol
locke	locke
uha	uho
qld	qld
ponuda	ponude
ponuda	nudi
ponuda	ponuda
holm	holm
unutra	unutrašnjost
unutra	unutar
meč	meč
familia	familia
aplikacije	aplikacije
aplikacije	prijave
aplikacije	apps
čaj	čaj
ine	ine
ames	ames
pokretač	pokretač
forma	oblik
forma	formirati
forma	forma
forma	formi
forma	formiraju
inspiracija	inspiracija
puk	regimenta
puk	puk
transfer	transfer
transfer	prijenos
veljko	veljko
sateliti	sateliti
sateliti	satelita
lgbt	lgbt
memorije	sjećanje
memorije	uspomena
memorije	pamćenje
memorije	memorija
memorije	memorije
memorije	memorijski
pride	ponos
italia	italia
rex	rex
kent	kent
kupila	kupio
floridi	florida
pratnju	pratnja
pratnju	eskort
restoran	restoran
had	hada
had	had
pružanje	obezbjeđivanje
pješaštvo	pješadija
poteškoće	poteškoća
poteškoće	teškoće
poteškoće	poteškoće
poteškoće	poteškoća
poteškoće	teškoće
sadašnjost	prisutan
rasprostranjena	raširena
rasprostranjena	rasprostranjene
glina	glynn
glina	glina
homer	homer
perrier	perrier
blizine	blizina
chuck	chuck
bis	bis
bis	encore
portreta	portreta
službenik	službenik
službenik	oficire
službenik	oficir
službenik	oficirom
sajam	fer
sajam	sajam
zaustavio	prestala
zaustavio	zaustavljen
garden	bašti
garden	bašte
garden	bašta
garden	džennet
primijetio	primijetiti
primijetio	primijetili
prisilno	nasilno
prisilno	primorala
prisilno	prisiljeni
prisilno	primorana
prisilno	prisiljen
prisilno	primoran
prisilno	primorao
poslovna	poslovni
poslovna	poslovanje
elektrode	elektroda
varoš	varoš
uvala	inlet
uvala	zaliv
utvrđivanje	utvrđivanje
utvrđivanje	utvrđivanja
utvrđivanje	odlučnost
zabranio	zabranili
očigledno	očigledno
očigledno	očigledni
očigledno	očigledan
ponos	ponos
zdenka	zdenka
cole	cole
cole	kol
fosila	fosila
mozaik	mozaik
marsh	marsh
graz	graz
komponenta	komponenta
matične	stem
podružnica	podružnica
zamisli	zamisli
naslovi	naslovi
naslovi	titule
naslovi	titula
uvid	uvid
kažnjen	kažnjen
sonata	sonata
ocjene	ocjene
novaka	novak
novaka	regruti
solin	solin
madrida	madrid
postrojenje	objekat
cbs	cbs
oštećenje	štetu
oštećenje	oštećenja
oštećenje	štete
oštećenje	oštećenje
balkana	balkanski
balkana	balkan
balkana	balkanska
urbana	urban
urbana	urbani
urbana	urbano
urbana	urbana
urbana	urbane
castle	dvorac
romane	rimski
romane	rimsko
romane	roman
ratove	ratovi
zvijeri	zvijeri
zvijeri	zvijer
zvijeri	zvijeri
jurij	jurij
elektronički	elektronska
elektronički	elektronski
elektronički	elektronskim
elektronički	elektronski
carmen	carmen
zube	zube
zube	zuba
zube	zubi
zube	zubima
nigra	nigra
uspona	uspona
ostvaren	ostvarena
ostvaren	ostvarili
ostvaren	ostvareni
ostvaren	dostignuti
oslobođeni	oslobođena
oslobođeni	oslobođeno
julius	julije
sant	sant
naboj	optužba
naboj	naboj
loza	vine
loza	loza
alcock	alcock
albume	albuma
aleksandr	aleksandr
jednaki	jednaki
jednaki	jednakih
jednaki	jednake
jednaki	jednaka
jednaki	jednako
indoneziji	indonezija
oklopna	oklopnih
oklopna	oklopno
bjeloruski	bjeloruski
bugari	bugari
pozadina	pozadinu
pozadina	pozadina
izumiranja	izumiranje
helsinkiju	helsinki
naočale	naočale
partneri	partneri
terapije	terapija
piloti	piloti
piloti	pilota
otočića	ostrvca
sivi	gray
sivi	siva
sivi	sive
sivi	sivi
sivi	siva
nasilno	nasilno
nasilno	nasilno
sirije	sirija
luther	luther
luther	luter
uhvatiti	uhvati
xbox	xbox
reputaciju	ugled
siva	gray
siva	siva
siva	sive
siva	sivi
siva	siva
deklaracija	deklaracija
deklaracija	proglašenje
wells	vels
wells	wells
harvard	harvard
gubici	gubitke
gubici	gubici
gardner	gardner
povlastice	privilegije
povlastice	prednosti
povlastice	pogodnosti
phillips	phillips
spencer	spencer
žensko	ženka
kiseljak	kiseljak
poslovanje	poslovni
poslovanje	poslovanje
skijaš	skijaš
orbitu	orbitu
orbitu	orbiti
svetozar	svetozar
break	brejk
primarna	primarna
primarna	primarni
zarada	profit
zarada	dobit
zarada	prihodi
zarada	zarada
zarada	profit
uzdiže	uzdiže
nivo	nivo
meadow	meadow
jana	jan
jana	jana
jedinstveno	jedinstveni
jedinstveno	jedinstveno
jedinstveno	jedinstven
jedinstveno	jedinstvena
olovo	olova
olovo	olovo
pag	pag
pakrac	pakrac
ostavi	napustiti
ostavi	ostavi
ostavi	napusti
kanadu	kanada
tvorac	proizvođač
tvorac	tvorac
tvorac	stvoritelja
tvorac	kreator
napušten	napušten
napušten	napustio
napušten	napuštena
napušten	napuštene
preživjela	survivor
kolegama	kolege
stajao	stajao
stajao	iznosila
mia	mia
mia	mija
odabran	odabran
odabran	odabrano
odabran	odabrane
odabran	odabrana
lam	lam
hoda	walking
svile	svile
žile	vene
žile	plovila
div	div
div	div
stefana	stefan
neboder	neboder
ostavljajući	odlazak
ostavljajući	napušta
ostavljajući	ostavljajući
ostavljajući	napuštanje
ostavljajući	ostavivši
sredina	srednji
sredina	centar
sedma	sedma
sedma	sedmi
sharp	oštrim
sharp	oštre
sharp	oštru
sharp	oštrog
rušenje	rušenje
rušenje	rušenja
glasovi	glasove
glasovi	glasova
glasovi	glasa
glasovi	glasovima
glasovi	glasovi
urednici	urednika
prostorno	prostorne
ljubomir	ljubomir
podnijeti	drškom
podnijeti	dostaviti
stao	prestala
stao	zaustavljen
mason	mason
mirovina	penzionisanja
mirovina	penzionisanje
mirovina	penzije
vatikan	vatikana
vatikan	vatikan
pobunjenici	pobunjenicima
pobunjenici	pobunjenici
pobunjenici	pobunjenika
uspostavi	ustanovljavanje
uspostavi	uspostavljanje
parkovi	parkovi
kung	kung
viridis	viridis
carice	carica
mornar	moreplovac
maksimir	maksimir
lucius	lucije
granate	granate
granate	granata
granate	bombu
granate	granata
che	che
zahtijevao	zahtijevao
provoditi	provođenje
cvijeće	cvijeća
cvijeće	flowers
cvijeće	cvijeće
kratera	kratera
kratera	krater
buffalo	buffalo
licence	dozvole
hal	hal
tumačenja	interpretacija
tumačenja	tumačenja
nacionalizam	nacionalizam
predstavljali	zastupljena
predstavljali	predstavljao
predstavljali	predstavljena
najbliže	najbliži
najbliže	najbliži
najbliže	najbliža
prethodna	prethodna
prethodna	prethodnim
prethodna	prethodni
prethodna	prethodno
prethodna	prethodnom
prethodna	prethodne
carolina	karolina
puerto	puerto
herman	herman
tursko	turski
benfica	benfica
seta	seta
redovnik	monk
islamski	islamski
islamski	islamska
jeste	jeste
asteroida	asteroidi
asteroida	asteroidi
asteroida	asteroide
asteroida	asteroida
vrta	bašti
vrta	bašte
vrta	bašta
vrta	džennet
struke	profesiji
struke	struke
struke	profesije
prikazane	prikazana
prikazane	pokazivao
iznose	iznose
iznose	iznosi
šesta	šesti
šesta	šestom
omogućeno	omogućena
omogućeno	omogućio
nil	neil
nil	nil
nil	nil
glenn	glenn
aljaska	aljaske
imotski	imotski
specifičan	specifične
specifičan	konkretne
specifičan	specifična
anglo	anglosaksonski
anglo	anglo
demokracija	demokratija
čimbenik	faktor
modul	modul
uništava	uništavanje
uništava	uništava
koplja	koplja
koplja	koplja
koplja	koplje
domagoj	domagoj
materije	materija
tenor	tenor
rap	rep
uhićenja	hapšenja
berlina	berlin
savi	savi
grafika	grafika
trofeja	trofeji
nana	nana
antoine	antoine
strasti	strastima
strasti	strasti
strasti	strast
mustela	mustela
prosvjeda	proteste
prosvjeda	protesti
uočio	uočena
mont	mont
tribine	tribina
nataša	nataša
matej	matthew
kamiona	kamione
kamiona	kamioni
kamiona	kamiona
steel	čelik
lily	ljiljan
dvorištu	dvorišta
alonso	alonso
reed	trska
reed	reed
kira	kiri
inka	inka
palo	palo
ustavni	ustavna
ustavni	ustavni
presuda	kaznu
presuda	rečenica
presuda	kazna
presuda	presudom
presuda	presuda
presuda	presudu
presuda	sudnji
newcastle	newcastle
rtb	rtb
tipičan	tipično
tipičan	tipičan
amor	amor
pojačanja	pojačanja
laurent	laurent
pretjerano	pretjeranom
principa	principi
erik	erik
erik	eric
izotopa	izotopi
itf	itf
brodogradilište	brodogradilišta
mapa	karta
višak	višak
višak	višak
teoretski	teoretski
teoretski	teorijska
teoretski	teoretski
manjak	nedostatak
manjak	deficit
odlučiti	odlučujući
uvjeren	uvjereni
uvjeren	uvjerena
uvjeren	uvjeren
uvjeren	uvjeren
gregory	gregory
allmusic	allmusic
planirano	zakazana
planirano	planirani
planirano	planirano
planirano	planirana
planirano	planirane
automobili	automobile
automobili	automobili
automobili	automobila
operativni	operativni
najbrži	najbrže
nizvodno	nizvodno
praga	prag
konjica	konjica
teza	teze
teza	teza
manning	manning
prihvati	prihvatiti
prihvati	prihvate
prihvati	prihvati
becker	becker
zaposlen	zaposleni
zaposlen	zaposlenih
odvajanje	razdvajanje
arheolog	arheolog
arheolog	arheolog
odgovori	odgovor
odgovori	odgovor
registar	registar
registar	registar
oslanja	oslanja
adrese	adrese
adrese	obraća
godišnjak	godišnjak
paše	odgovara
paše	uklapa
standarde	standardi
standarde	standarde
standarde	standarda
zastupa	predstavlja
zmaju	zmaj
zmaju	dragon
privremeni	privremeno
privremeni	privremenu
privremeni	privremene
privremeni	temperatura
žlijezda	žlijezda
vlatko	vlatko
pridjev	pridjev
rafinesque	rafinesque
istrage	istraga
istrage	istraga
državnosti	državnost
državnosti	državnosti
maculatus	maculatus
umjetnica	umjetnik
deveti	deveti
tajland	tajland
prijateljska	prijateljski
prijateljska	prijateljske
biološki	biološke
biološki	biološku
biološki	biološki
biološki	biološka
biološki	biološki
stephan	stephan
hum	hum
pokušavajući	pokušava
umijeće	vještine
stolica	stolac
stolica	stolica
angelo	angelo
kornjača	kornjača
sds	sds
oštećen	oštećeni
oštećen	oštećeno
oštećen	oštećen
katastrofa	katastrofe
katastrofa	katastrofa
katastrofa	katastrofe
katastrofa	katastrofa
uzastopnih	uzastopnih
ljiljana	ljiljani
ljiljana	ljiljanima
ljiljana	ljiljana
srušena	srušena
orleans	orleans
pionir	pionirski
pionir	pioneer
pionir	pionir
jaje	jaje
ted	ted
mana	mana
oštećena	oštećeni
oštećena	oštećeno
oštećena	oštećen
promociju	promocija
presude	presude
zalihe	zalihe
zalihe	zaliha
zalihe	opskrbljuje
zalihe	namirnica
zalihe	berze
zalihe	dionica
zalihe	deonice
zalihe	dionice
usvojena	usvojen
usvojena	usvojena
instrumente	instrumente
instrumente	instrumenata
fotografiju	foto
fotografiju	fotografija
ilirska	ilirskih
ilirska	ilirska
krugovi	krugovi
krugovi	krugova
krugovi	krugovima
zagorje	zagorje
komplikacija	komplikacija
komplikacija	komplikacija
komplikacija	komplikacije
dobitnici	pobjednici
konrad	konrad
lana	lana
crtež	crtež
doboj	doboj
gupta	gupta
tiger	tigar
kara	kara
kos	blackbird
kos	kos
pivo	pivo
zakonski	zakonski
zakonski	pravno
zakonski	legalno
prah	prašine
prah	prašina
prah	prašinu
prah	prah
prah	praha
alternativni	alternativna
alternativni	alternativa
daniela	daniela
daniela	danijel
daniela	daniel
daniela	danijela
strategije	strategije
strategije	strategija
strategije	strategijom
strategije	strategija
tipični	tipično
tipični	tipičan
sfere	sfere
jpl	jpl
psima	psi
psima	pasa
psima	pse
brasiliensis	brasiliensis
hrasta	hrast
britton	britton
torinu	torino
bataljun	bataljon
gloria	gloria
moderno	moderna
moderno	savremena
moderno	savremen
moderno	moderno
berkeley	berkeley
encyclopædia	encyclopædia
shi	shi
centri	centri
centri	centre
centri	centara
centri	centri
centri	centrima
armstrong	armstrong
ranjeno	ranjen
uživao	uživao
uživao	uživali
perkins	perkins
prijateljstva	prijateljstva
prijateljstva	prijateljstava
prijateljstva	prijateljstvo
prijateljstva	prijateljstva
bečki	bečka
neo	neo
seksualno	seksualnu
seksualno	spolno
seksualno	spolni
seksualno	seksualna
seksualno	spolno
spielberg	spielberg
dodavanje	dodavši
dodavanje	ubacuju
dodavanje	dodajući
dodavanje	dodavanje
arsen	arsen
sačuvati	očuvati
sačuvati	očuvanje
mesić	mesić
pravna	legalno
pravna	pravna
pravna	pravne
pravna	pravni
pravna	pravnih
marine	marina
marine	morskih
marine	morski
marine	marine
trend	trend
poželjno	poželjno
distribucija	distribuciji
distribucija	distribucija
distribucija	distribuciju
gruzijski	gruzijski
medijski	media
medijski	mediji
propustio	propustio
ravnica	ravnica
prihod	prihoda
prihod	prihodi
prihod	prihode
prihod	prihod
izum	izum
hopkins	hopkins
ratnici	ratnici
subjekt	subjekat
subjekt	subjekt
salzburg	salzburg
luca	luca
rotor	rotor
proračun	budžet
magdalena	magdalena
magdalena	magdalena
detektiv	detektiv
promijeni	promjena
promijeni	izmjena
promijeni	promjene
promijeni	promjeni
promijeni	promene
promijeni	promena
rame	rame
sluga	sluga
mentor	mentor
mučenik	šehid
pošalje	šalje
rachel	rachel
obavezno	obavezno
obavezno	obavezni
obavezno	obavezan
naoružani	naoružani
naoružani	oružane
zaštićeno	zaštićeni
zaštićeno	zaštićen
zaštićeno	zaštićena
prorok	prorok
prorok	vjerovjesnik
prorok	vjerovjesnika
prorok	poslanik
noviji	noviji
noviji	novije
kristu	krista
čarape	čarape
čarape	čarape
zamisao	ideja
spomenuo	spomenut
spomenuo	spominje
spomenuo	spomenuo
spomenuo	pomenuo
spomenuo	spomenuta
chippewa	chippewa
sposobni	sposoban
sposobni	sposobni
nadležnost	nadležnosti
nadležnost	nadležnost
suze	suze
odraz	odraz
odraz	reflections
casas	casas
etno	etno
etno	etnički
etno	etnička
elena	elena
opterećenje	učitavanje
opterećenje	teret
ribari	ribari
grosso	grosso
michelle	michelle
prijatelje	prijatelji
prijatelje	friends
angela	angela
otpušten	otpustio
otpušten	otpušten
otpušten	puštene
depresije	depresija
monroe	monroe
einstein	einstein
uvela	uvedeno
uvela	uveo
uvela	uveden
uvela	uvedena
krzna	krzno
napusti	napustiti
napusti	ostavi
napusti	napusti
colin	colin
colin	kolin
rajko	rajko
kongu	kongo
walt	walt
simpson	simpson
afganistan	afganistan
grove	grove
pakistana	pakistan
snimatelj	kamerman
brad	brad
himne	himna
himne	himne
troši	provodi
francisca	francisco
cannesu	kanu
cannesu	kanski
obavijesti	obavještenje
javi	javi
padaju	pada
padaju	falling
padaju	padao
keller	keller
planinu	planina
marjan	marjan
prapovijesti	prahistorija
piva	pivo
upoznati	ispuniti
zviježđe	sazviježđe
mrežnice	mrežnjača
mrežnice	retinal
sprječava	sprječava
sprječava	sprečava
kandidati	kandidata
bsk	bsk
prijateljica	prijatelj
prijateljica	drug
hara	haa
hara	hara
lakši	lahke
studirala	studirao
studirala	proučili
studirala	učio
studirala	proučen
studirala	proučavao
studirala	proučio
ravnotežu	mjerilo
ravnotežu	bilans
gandalf	gandalf
linda	linda
azijski	azijsko
azijski	azijski
azijski	azijske
azijski	azijska
franaka	franaka
vicente	vincente
učinkovito	efikasno
učinkovito	efikasnom
učinkovito	efikasan
učinkovito	efikasna
učinkovito	faktički
učinkovito	efikasan
učinkovito	efikasno
primorac	primorac
sauvage	sauvage
skuplja	prikuplja
raznolikost	raznovrsnost
raznolikost	različitosti
raznolikost	raznolikost
raznolikost	raznovrsnost
raznolikost	različitih
umre	umire
umre	umre
živković	živković
surađivati	sarađivao
surađivati	sarađuje
