שניתנו	与えられた
אנריקה	エンリケ
מחשוב	コンピューティング
אקראית	ランダム
מוליך	車掌
גוטליב	ゴットリーブ
גינס	ギネス
הפגנה	デモンストレーション
הפגנה	実演
הפגנה	デモ
הפגנה	デモ
גיבוי	バックアップ
סאליבן	サリバン
סאליבן	サリヴァン
מונגוליה	モンゴル
שישים	sixty
סנטרל	中央
סנטרל	セントラル
הקניון	モール
סביבות	環境
גזירה	せん断
שבעים	seventy
פגישות	ミーティング
פגישות	会議
פגישות	セッションズ
פגישות	セッション
עצבים	緊張
עצבים	神経質
האיטי	ハイチ
מזהים	識別子
האוטובוס	バス
מבוקש	wanted
מבוקש	求む
הוזכר	言及
מכס	風習
כפות	前足
כפות	パドル
קשיח	一生懸命
קשיח	ハード
קשיח	難しい
לנתק	切断
אפיק	叙事詩
אפיק	epic
אפיק	エピック
דימום	出血
עליזה	陽気
קתרינה	カテリナ
קתרינה	カトリーナ
קתרינה	カタリナ
ריינר	ライナー
מקבץ	クラスタ
זכרון	メモリ
זכרון	メモリー
זכרון	記憶
אנסמבל	アンサンブル
חיקוי	インプレッション
חיקוי	模倣
מונו	モノ
ראם	ラム
ראם	ram
יהלומים	ダイヤモンド
יהלומים	ダイアモンド
יהלומים	ダイヤモンド
להרגיש	感じる
להרגיש	feel
להרגיש	フィール
פרג	ポピー
מחזמר	ミュージカル
פורק	フォーク
פורק	アンロード
ספציפיות	特定
ידני	manual
ידני	手動
ידני	マニュアル
ידני	手動
בוקה	ボカ
השלד	スケルトン
השלד	骨格
הצללים	シャドウズ
רדס	レッズ
סולומון	ソロモン
אנושיות	人類
בוליביה	ボリビア
בוליביה	ボリビア
טיהור	パージ
טיהור	粛清
טיהור	浄化
טיהור	クレンジング
לוז	ルス
מבחנים	テスト
מבחנים	試験
מלונות	ホテル
מלונות	hotels
ליכטנשטיין	リヒテンシュタイン
ליפול	落ちる
ליפול	落下
טיפולי	トリートメント
בריחה	エスケープ
בריחה	エスケープ
בריחה	脱出
אימפריה	帝国
אימפריה	帝政
אימפריה	エンパイア
מוריה	モリア
גביש	crystal
גביש	結晶
גביש	クリスタル
מאיים	脅迫
ירושה	相続
ירושה	継承
חציל	ナス
חציל	茄子
מינרל	鉱物
גט	離婚
מסיים	仕上げ
אלבה	アルバ
טרופי	トロピカル
טרופי	熱帯
נינה	ニーナ
ניבים	方言
פקטור	ファクター
פקטור	因子
פקטור	係数
קלר	ケラー
פייטרו	ピエトロ
מקרקעין	不動産
וירטמברג	ヴュルテンベルク
איוון	イワン
איוון	イヴァン
זוגיות	リレーションシップ
זוגיות	交際
זוגיות	パリティ
זוגיות	パリティビット
זוגיות	リレーションシップ
זוגיות	交際
מינו	美濃
ייעודי	専用
מגלן	マゼラン
לעוף	fly
לעוף	ハエ
לעוף	フライ
לעוף	飛ぶ
בונוס	ボーナス
גארפילד	ガーフィールド
טינה	ティナ
מבטאים	アクセント
שטויות	でたらめ
שטויות	ナンセンス
המגילה	巻物
המגילה	スクロール
זהוב	ゴールデン
זהוב	黄金
שמנה	脂肪
פורח	開花
פורח	開花
עטיפות	ラッピング
נשי	女性
תגלית	ディスカバリー
תגלית	発見
בשמים	香水
גייל	風力
ליסה	リサ
שף	シェフ
אורגני	有機
משאיר	葉っぱ
עני	かわいそう
ניקי	ニッキー
ניקי	ニッキ
ניקי	ニッキー
עמר	アムル
עמר	アマル
נוכחי	現在
רנו	ルノー
ביסמרק	ビスマルク
חרבות	刀剣
מפתחים	デベロッパー
יונג	ユング
האריסון	ハリソン
אתני	民族
חלקות	スムーズ
חלקות	スムース
חלקות	滑らか
מבודד	絶縁
מבודד	孤立
זאגרב	ザグレブ
מכללות	カレッジ
מכללות	大学
הוקס	フック
תפאורה	風景
תפאורה	景色
תפאורה	背景
מומנט	moment
מומנט	瞬間
מומנט	モーメント
משדר	放送
משדר	ブロードキャスト
משמרות	シフト
כינויים	愛称
כינויים	ニックネーム
כינויים	偽名
כינויים	エイリアス
הרה	妊娠
וס	ウェス
וס	ヴォス
הדסון	ハドソン
חשופים	露出
מדעים	サイエンス
מדעים	科学
פיי	フェイ
העיראקי	イラク
פמיניזם	フェミニズム
קייטי	ケイティ
התפרצויות	噴火
נגיף	ウィルス
נגיף	ウイルス
הנאשם	被告人
הנאשם	被告
חיבה	愛着
חיבה	愛着
חיבה	愛情
טבעו	溺死
קטלוניה	カタロニア
גובר	マウント
שיחים	低木
שיחים	低木
אשלגן	カリウム
ויילד	ワイルド
קידומת	プレフィックス
פעלים	動詞
גרדנר	ガードナー
תודעה	意識
תודעה	意識
תורמת	ドナー
בריכה	プール
מנתח	外科医
הדיוק	正確性
הדיוק	精度
כעס	怒り
כעס	怒り
ארם	アラム
האנדים	アンデス
האפקט	エフェクト
האפקט	効果
דרומי	サザン
דרומי	南部
כנר	ヴァイオリン
ננו	ナノ
ננו	nano
שריף	シェリフ
שחיין	競泳
שחיין	水泳
באהבה	ラヴ
באהבה	ラブ
עינויים	拷問
כבשים	ヒツジ
נטוש	放棄された
במאים	取締役
פנאי	レクリエーション
פנאי	レジャー
פנאי	余暇
נרדף	迫害
דרייפוס	ドレイファス
מתמודד	グラップリング
מיילס	マイル
אהובה	ラヴ
אהובה	ラブ
אהובה	最愛
אהובה	luv
ניקולא	ニコラ
שבירה	速報
אדריאנוס	ハドリアヌス
עקבי	一貫性
עקבי	coherent
הרשאה	認可
הרשאה	許諾
הרשאה	許可
הרשאה	許諾
כאבים	痛み
כאבים	疼痛
כאבים	ペイン
זקנים	ヒゲ
גלגול	ローリング
סנטימטר	インチ
סנטימטר	センチメートル
מיומנות	スキル
שכיח	共通
דקוטה	ダコタ
יוקרה	プレステージ
יוקרה	贅沢
פרייזר	フレーザー
בורמה	ビルマ
דיפלומטים	外交官
סיאול	ソウル
סבון	石けん
סבון	石鹸
סבון	ソープ
סבון	soap
בוי	男の子
בוי	少年
בוי	ボーイ
טרייסי	トレイシー
אפקטים	エフェクト
אפקטים	効果
קמחי	キムチ
בישוף	ビショップ
עילה	根拠
עילה	事由
הסיסמה	パスワード
טורף	捕食
דיוויס	デービス
דיוויס	デイヴィス
ענישה	処罰
בורדו	ボルドー
בחזקת	推定
אווירה	雰囲気
אווירה	バイブ
אווירה	大気
אווירה	大気圏
אווירה	雰囲気
דחק	ストレス
בלייר	ブレア
בלוב	blob
מלוכה	王族
אימות	認証
אימות	検証
אימות	検証
אימות	認証
שכירי	傭兵
מפקח	検査官
קוקה	コカ
גרגוריוס	グレゴリー
הדס	マートル
מרכוס	マルクス
מרכוס	マーカス
משקע	降水
משקע	沈殿
מרוחק	遠い
מרוחק	リモート
ניגוד	コントラスト
מוס	ムース
מוס	コケ
הילס	ヒルズ
הלוואה	ローン
הלוואה	融資
הלוואה	ローン
הלוואה	融資
קישוט	装飾
קישוט	デコレーション
מאלי	マリ
מוריסון	モリソン
הפרטיות	プライバシー
סרגל	ルーラー
סרגל	定規
סרגל	バール
סרגל	バー
גאווה	プライド
גאווה	傲慢
גאווה	誇り
גאווה	誇らしい
גאווה	自慢
גאווה	誇り
תופת	インフェルノ
לירון	ローラン
ארווין	アーウィン
ראשה	head
ראשה	ヘッド
ראשה	頭部
גבורה	勇気
גבורה	勇気
אינטליגנציה	知能
אינטליגנציה	知能
אינטליגנציה	知的
אינטליגנציה	インテリジェント
וודי	ウッディー
שיוט	クルージング
שיוט	クルーズ
חלשים	弱い
היקר	dear
היקר	ディア
אוקלהומה	オクラホマ
רצועה	トラック
רצועה	リーシュ
רצועה	ストリップ
עוקבים	フォロワー
בבעלותו	所有
קאזאן	カザン
מורן	モラン
דפדפן	ブラウザー
דפדפן	ブラウザ
רוקפלר	ロックフェラー
האפרו	アフロ
קצוות	エッジ
עוזבת	去る
סוקרטס	ソクラテス
הגעה	到着
הגעה	出欠
חופשה	祝日
חופשה	休日
חופשה	ホリデー
חופשה	休暇
חופשה	バカンス
חופשה	バケーション
מוסכם	同意
מוסכם	合意
הופקינס	ホプキンス
ברז	蛇口
קולט	コルト
נצפו	観測
פארקים	公園
מולקולה	分子
מולקולה	分子
עיכוב	ディレイ
עיכוב	遅延
עיכוב	遅延
קנטון	広東
קנטון	カントン
קבל	受け入れ
קבל	受け入れる
קבל	承認
קבל	ゲット
קבל	get
נמדד	測定
ליגות	リーグ
קוף	サル
משכנע	説得
השכנים	近所
לידות	誕生
תאריכים	日付
ארגנטינאי	アルゼンチン
ארגנטינאי	アルゼンチン
אירווינג	アーヴィング
פלוני	ドウ
פריים	素数
פריים	プライム
מדומה	モック
מתיו	マシュー
מתיו	マチュー
ההפך	反対
נכים	無効
משחרר	リリース
הסוכן	エージェント
הסוכן	代理人
מצלמת	カメラ
מינוס	マイナス
האדון	マッサ
העלות	費用
העלות	原価
העלות	コスト
הנסיבות	状況
הנסיבות	事情
הנסיבות	情状
סירה	ボート
וניורס	後輩
קרע	rift
סיאטל	シアトル
גמל	キャメル
גמל	ラクダ
סינון	フィルタ
סינון	フィルター
רישומים	レコード
רישומים	登録
הגיליון	チャート
אנימה	アニマ
אנימה	アニメ
לייצוג	表現
ויולה	ヴィオラ
ויולה	ビオラ
הקלט	入力
לוגיקה	論理
לוגיקה	論理
לוע	クレーター
בושה	恥知らず
מבוקשים	wanted
מבוקשים	求む
מורשה	ライセンス
מורשה	認可
מורשה	認定
פרא	ワイルド
פרא	野生
פרא	サベージ
נכס	プロパティ
נכס	財産
נכס	アセット
נכס	資産
נכס	アセット
נכס	資産
אגו	エゴ
אבה	アッベ
פילים	ゾウ
מדים	ユニフォーム
מדים	ユニフォーム
מדים	制服
אנטוורפן	アントワープ
היבשות	大陸
סגורים	閉店
חיוניים	essentials
חיוניים	必需品
המכס	風習
מריוס	マリウス
מעבורות	フェリー
אבחנה	診断
המנועים	エンジン
צפו	時計
צפו	腕時計
המפקדה	本社
המפקדה	本部
המפקדה	司令部
לאמה	ラーマ
לאמה	ラマ
להרוויח	獲得
להרוויח	稼ぐ
להרוויח	稼ぐ
פטריות	キノコ
פטריות	きのこ
פטריות	マッシュルーム
פטריות	キノコ
פטריות	マッシュルーム
ערבות	保釈
טבעה	埋没
טבעה	溺死
העדפות	設定
העדפות	好み
הגבעות	ヒルズ
נלחמים	ファイティング
אקשן	アクション
אורגניות	有機
אומנים	職人
אומנים	芸術家
אומנים	アーティスト
נגב	拭く
עיבד	書写
נבדה	ネバダ
התסמינים	症状
התסמינים	徴候
מייסון	メイソン
גרגורי	グレゴリー
הנריק	ヘンリク
יקירי	dear
יקירי	ディア
יקירי	ダーリン
יקירי	ダーリング
היינץ	ハインツ
אדוארדס	エドワーズ
בוהמיה	ボヘミア
הבל	アーベル
הבל	アベル
גתה	ゲーテ
ניטור	モニタリング
ניטור	監視
מכות	吹く
מכות	鼓動
אחוזה	マンション
אדוני	サー
הצרכים	ニーズ
אגוז	ナッツ
אגוז	ナット
אגוז	くるみ
אגוז	クルミ
סבתא	おばあさん
סבתא	祖母
סבתא	おばあさん
גלגלי	ホイール
גלגלי	車輪
טריטוריה	縄張り
מיוצרים	製造
רכה	やわらかい
רכה	柔らかい
רכה	ソフト
אמינו	網野
אמינו	アミノ酸
צומח	栽培
צומח	成長
צומח	育つ
תנו	let
תנו	レット
תנו	与える
תנו	give
מגבלה	制限
מגבלה	リミット
מגבלה	限界
מלגה	マラガ
מצטט	クォート
מתנשא	傲慢
בולי	いじめ
אנטוני	アンソニー
בעירה	燃焼
צבעוניים	カラフル
פשיטת	raid
סוללה	電池
סוללה	バッテリー
סוללה	バッテリ
קונצנזוס	合意
איברהים	イブラヒム
טהורה	ピュア
טהורה	純粋
תקיפות	攻撃
לווין	サテライト
לווין	衛星
שאריות	残り物
אחיזה	グリップ
הפשיטה	raid
פורבס	フォーブス
מגילות	巻物
נוסחאות	数式
מפקדה	指揮
מפקדה	コマンド
מפקדה	本社
מפקדה	本部
מפקדה	司令部
עיוור	ブラインド
עיוור	盲人
קפקא	カフカ
הסולם	ラダー
הסולם	ハシゴ
הסולם	はしご
הסולם	梯子
נטשה	ナターシャ
אינטגרציה	統合
אינטגרציה	インテグレーション
אוגוסטה	オーガスタ
הטיה	バイアス
אבבה	ababa
ניקוז	排水
ביונסה	ビヨンセ
ביונסה	ビヨンセ
חוזק	体力
חוזק	強度
וינר	ウィーナー
הדומיניקנית	ドミニカ
היהלום	ダイヤモンド
היהלום	ダイアモンド
אופטית	光学
דרמטית	ドラマチック
חליפת	スーツ
חליפת	背広
אברי	エイブリー
מפלצות	モンスターズ
בעייה	問題
ביבר	ビーバー
לרוחב	横長
לרוחב	風景
לרוחב	横向き
רינה	リナ
פרת	パース
פרת	カウ
תפוז	orange
תפוז	オレンジ
תפוז	オレンジ
תהודה	共鳴
ברנס	バーンズ
ברנס	バーンズ
ברנס	やけど
המפשייר	ハンプシャー
מינימלית	最小限
שלוחה	延長
שלוחה	内線
הנינג	ヘニング
להעיר	コメント
צהובה	イエロー
צהובה	黄色
ביט	ビット
סרטונים	動画
נחטף	拉致
נחטף	誘拐
אתלט	アスリート
מתנדב	ボランティア
מתנדב	ボランティア
אברמוביץ	abramowitz
מטפלים	セラピスト
המגפה	疫病
המגפה	ペスト
שדים	悪霊
נים	毛細血管
נים	ニム
חיכוך	摩擦
אקוסטית	アコースティック
קוונטית	量子
זיכיון	フランチャイズ
כתמים	しみ
כתמים	斑点
מפלצת	怪物
מפלצת	モンスター
מפלצת	怪獣
אולימפיה	オリンピア
סוכרת	糖尿病
הגיון	センス
הגיון	感覚
הגיון	論理
הותקף	襲撃
הנתיב	パス
מיץ	ジュース
קארן	カレン
תדר	周波数
תדר	頻度
ונקובר	バンクーバー
מזור	バーム
ביבליוגרפיה	参考文献
מצחיק	面白い
לטקס	latex
איזבלה	イサベル
איזבלה	イザベッラ
נוגדנים	抗体
הצטיינות	メリット
מקסימום	マックス
מקסימום	max
מקסימום	tops
מקסימום	トップス
מקסימום	最大
מקסימום	maximum
התקנות	インストール
התקנות	インストール
ניקו	ニコ
ניקו	ニコ
שאיפה	吸入
שאיפה	野心
שאיפה	野望
מורנו	モレノ
לווה	借用
לווה	エスコート
לווה	護送
הקפלה	チャペル
משי	シルク
מולקולרית	分子
גיהנום	ヘル
גיהנום	地獄
לאהוב	愛する
לאהוב	あつい
פגמים	フォールト
תלמה	テルマ
הורדה	ダウンロード
הורדה	ダウンロード
הורדה	ダウンロード
משקולות	重み
רודף	チェイサー
גוטפריד	ゴットフリート
עיט	ワシ
עיט	イーグル
עיט	イーグルス
בהמה	野獣
בהמה	ビースト
בהמה	アニマル
בהמה	動物
מטעה	欺瞞
תשוקה	欲望
תשוקה	性欲
תשוקה	パッション
תשוקה	情熱
תשוקה	受難
מתאם	コーディネーター
קריטי	クリティカル
להתרכז	焦点
להתרכז	フォーカス
סובלנות	許容
סובלנות	寛容
בעצמאות	独立
בעצמאות	インディペンデント
מדהים	すごい
מדהים	素晴らしい
מדהים	凄い
מדהים	すごい
תכשיטים	宝石
תכשיטים	ジュエリー
תכשיטים	宝石
תכשיטים	ジュエリー
פרודיה	パロディ
אקסבייר	ザビエル
משוחררים	解散
הפריחה	発疹
חנקן	窒素
כותנה	木綿
כותנה	コットン
התחייבות	コミットメント
התחייבות	収容
מרקם	テクスチャー
מרקם	テクスチャ
בריאה	ヘルシー
בריאה	健康
גלישה	サーフィン
גלישה	サーフィン
גלישה	閲覧
גלישה	ブラウズ
כבידה	グラビティ
כבידה	重力
מחזורים	サイクル
מחזורים	ピリオド
מזיקים	ペスト
מזיקים	害虫
פלט	アウトプット
פלט	出力
גרש	アポストロフィー
היידי	ハイジ
ניקולאס	ニコラス
המינימום	最低限
המינימום	最低
המינימום	最小
חיסון	ワクチン
חיסון	ワクチン
תרנגול	雄鶏
תרנגול	鶏肉
תרנגול	ニワトリ
תרנגול	チキン
כמרים	司祭
סהר	三日月
בחורים	みんな
איסט	イースト
איסט	東部
גרניט	花崗岩
גולש	サーフィン
גמא	ガンマ
שביתה	ストライキ
שביתה	ストライク
מדריכים	講師
מדריכים	ガイド
כיסאות	椅子
אינטראקציה	相互作用
אינטראקציה	相互作用
זקוקה	ニーズ
אונטריו	オンタリオ
סדרתי	シリアル
שהתקבלו	受け取り
שהתקבלו	受信
שובל	トレイル
התקוממות	蜂起
יאסר	ヤセル
הסגר	封鎖
הסגר	検疫
שוגר	砂糖
ויקינתונים	wikidata
הורמון	ホルモン
לפענח	デコード
לפענח	解読
לפענח	復号
עתירה	請願
הקריביים	カリブ
פרבר	郊外
קרייג	クレイグ
הצטברות	集積
היכרות	紹介
היכרות	導入
היכרות	知り合い
היכרות	知人
הבטחה	約束
הבטחה	promise
קוסובו	コソボ
נפלא	素晴らしい
נפלא	ワンダフル
כלה	花嫁
התחשבות	対価
טירה	城郭
טירה	キャッスル
דרשות	説教
שברי	断片
שברי	フラグメント
התפשט	拡散
התפשט	スプレッド
האפרטהייד	アパルトヘイト
קרטיס	カーティス
לחגוג	祝う
פורש	引退
כריש	サメ
גוטנברג	グーテンベルク
חלף	合格
לשכוח	forget
עלון	チラシ
עלון	ニュースレター
עלון	会報
עלון	掲示
עלון	公報
לחות	湿度
לחות	水分
לחות	湿度
הל	カルダモン
הל	ヘル
הל	hal
כפיים	拍手
כפיים	拍手
צבוע	偽善
צבוע	偽善
צבוע	ハイエナ
הארקטי	北極
אופטי	光学
לחתוך	cut
לחתוך	カット
לחתוך	切り取り
התעמלות	体育館
התעמלות	ジム
התעמלות	体操
התעמלות	運動
התעמלות	行使
התעמלות	エクササイズ
הרגלי	習慣
אלפבית	アルファベット
נודדים	移行
נודדים	移行
ריינולדס	レイノルズ
בריטני	ブルターニュ
קונצרט	コンサート
אלגוריתמים	アルゴリズム
יבשות	大陸
כישורים	スキル
כישורים	資格
האוטונומית	自律
רימונים	手榴弾
חבלים	ロープ
קידר	キダー
תיבה	ボックス
תמצית	エッセンス
תמצית	本質
תמצית	エキス
הגס	コロン
יואכים	ヨアヒム
יואכים	ヨアキム
מוטו	標語
מוטו	モト
עיוות	ワープ
עיוות	歪み
לנתח	分析
לנתח	analyze
מחשבת	計算
גברי	男らしい
אינטל	intel
סימטרי	対称
אומצה	ステーキ
דואט	デュエット
פריצה	ハッキング
חתום	サイン
חתום	記号
חתום	署名
ניס	ナイス
ניס	ニース
ניס	素敵
אוליבייה	オリヴィエ
צמר	ウール
פרוזה	散文
עסוק	忙しい
עסוק	ビジー
הפיך	可逆
הפרוטוקול	protocol
הפרוטוקול	議定書
הפרוטוקול	プロトコル
נינו	ニノ
המפיקים	プロデューサー
זוהו	斑点
זוהו	検知
התריס	甲状腺
חייזרים	エイリアン
הנאשמים	被告
תקרת	天井
פרנסה	リビング
פרנסה	living
פרנסה	生計
חולשה	衰弱
דבורים	ミツバチ
דבורים	ハチ
חולצה	ブラウス
חולצה	シャツ
רלוונטיות	関連
פסאודו	疑似
אלדר	長老
ביצועי	パフォーマンス
ביצועי	性能
ביצועי	興行
הפרוסי	プロイセン
ספירה	カウント
ספירה	球体
ספירה	球面
ספירה	球形
ספירה	カウント
גנדי	ガンジー
הטרדה	嫌がらせ
הטרדה	ハラスメント
הטרדה	ストーカー
טנור	テナー
נקייה	クリーン
נקייה	きれい
קרוליין	キャロライン
באקס	バックス
מגי	マギー
שיף	シフ
איריס	アイリス
דלפק	カウンタ
דלפק	カウンター
דוק	doc
דוק	ドク
פקידים	クラークス
דגימות	標本
דגימות	サンプル
קרחון	氷河
קרחון	氷山
ריקודים	踊り
ריקודים	ダンス
ריקודים	ダンシング
ריקודים	踊り
ריקודים	踊る
טרויה	トロイ
טרויה	イリオス
אופקי	水平
אנגולה	アンゴラ
חסינות	免疫
צוין	特定
צוין	指定された
קורדובה	コルドバ
ההשתתפות	関与
ההשתתפות	参加
טנזניה	タンザニア
עקיפה	上書き
עקיפה	回折
עקיפה	ラウンドアバウト
עקיפה	遠回り
הומוסקסואליות	同性愛
דיבוב	吹き替え
גופן	フォント
מוסיפה	追加
דומיניק	ドミニク
סוגיה	発行
סוגיה	争点
סוגיה	問題
התאמת	マッチング
התאמת	マッチ
התאמת	一致
דאבל	ダブル
דאבל	二重
יקרות	尊い
יקרות	precious
יקרות	貴重
יקרות	高い
יקרות	高額
בנקס	バンクス
סקרים	調査
סקרים	アンケート
סקרים	アンケート
שיוך	所属
לטפס	登る
הותקפה	襲撃
היישום	アプリ
התגרש	離婚
חיוג	ダイアル
חיוג	ダイヤル
חיוג	ダイヤル
נוגעת	感動
מאר	mar
חקלאים	農家
מוטיבציה	モチベーション
הכליה	腎臓
מלומדים	学者
האסיר	捕虜
האסיר	囚人
נפטון	海王星
נפטון	ネプチューン
רודי	ルディ
רודי	ロディ
יעילים	効率
אנדרואיד	android
אנדרואיד	アンドロイド
דרושים	必須
נופלים	落下
קיבולת	定員
קיבולת	容量
לרקוד	ダンス
בנזין	ベンゼン
בנזין	ガソリン
בנזין	ガソリン
