relativity	relativnost
nebezpečné	nevarna
pristáli	pristalo
pristáli	pristal
pristáli	pristali
škótsku	škotske
škótsku	škotski
škótsku	škotsko
škótsku	škotska
škótsku	viski
berkeley	berkeley
outline	obris
venovaná	namenski
venovaná	namenske
venovaná	posvečena
venovaná	predan
venovaná	posvečeno
bočné	bočni
bočné	bočna
bočné	bočno
platnosť	veljavna
platnosť	veljaven
platnosť	veljavni
platnosť	veljavno
platnosť	veljavnost
výchovu	vzgoja
výchovu	vzgojo
child	otrok
zostať	ostal
zostať	bivanje
polo	polo
polo	pola
sporné	vprašljivo
sporné	vprašljiva
sporné	spornih
sporné	sporno
sporné	spornih
sporné	sporni
sporné	sporna
sporné	sporno
sporné	sporne
neba	nebes
neba	nebesa
baktérie	bakterija
baktérie	bakterije
baktérie	bacili
main	glavne
main	main
main	glavni
main	glavno
main	glavna
grafika	umetnina
grafika	umetnine
grafika	grafike
vodcov	vodje
vodcov	voditelji
estónsko	estonijo
estónsko	estonija
sodný	natrijev
sodný	natrija
sodný	natrij
schopností	sposobnosti
medzinárodne	mednarodno
médium	medijev
médium	mediji
médium	media
médium	psihično
médium	jasnovidec
médium	srednje
médium	srednja
médium	gojišče
vyhláška	odlok
vyhláška	odlok
úteku	pobeg
úteku	beg
úteku	pobegli
geometrie	geometrija
zachránil	rešen
zachránil	rešeno
zachránil	shranjeno
zachránil	rešena
zachránil	shranjena
pravdepodobnosť	verjetnosti
pravdepodobnosť	verjetnost
pravdepodobnosť	možnosti
pravdepodobnosť	verjetnost
pravdepodobnosť	verjetnosti
pravdepodobnosť	verjetnost
guide	vodič
guide	vodnik
guide	vodilo
airbus	airbus
komentár	komentar
komentár	komentarjev
komentár	komentarji
komentár	opombe
komentár	pripombe
neskoro	zamuja
neskoro	pozno
neskoro	pozen
neskoro	pozni
neskoro	pozna
dokázať	dokazati
dokázať	dokazal
vybraný	izbrano
vybraný	izbrani
vybraný	izbrana
vybraný	izbran
vybraný	izbrano
vybraný	izbranih
vybraný	izbrani
vybraný	izbrane
vybraný	izbrana
vybraný	izbran
zvon	zvonec
zvon	zvon
zvon	bell
kult	kult
usb	usb
veží	stolpi
veží	stolpa
tajne	skrivaj
tajne	skrivoma
tajne	skrivno
dodáva	doda
kryštály	kristali
unit	enota
lightgrey	lightgrey
belfort	belfort
príbuzných	sorodniki
polomer	polmer
nákladné	drago
nákladné	tovorni
nákladné	tovor
nechce	hoče
nechce	želi
užitočné	uporaben
užitočné	koristno
užitočné	uporabna
užitočné	uporabno
užitočné	koristna
užitočné	koristno
športovcov	športniki
športovcov	športnike
dos	dos
terénu	teren
plemena	pasme
otázok	vprašanja
kantónov	kantone
širokú	široka
širokú	široko
širokú	široka
širokú	široki
širokú	široko
širokú	širok
buffalo	buffalo
pripravený	pripravljeni
pripravený	pripravljena
pripravený	pripravljen
chemickej	kemikalija
chemickej	kemična
chemickej	kemijsko
chemickej	kemično
špecifikácie	specifikacije
obnoviť	obnovi
obnoviť	osveži
obnoviť	osvežitev
ueda	ueda
vodiča	voznika
vodiča	voznik
vodiča	strojevodja
vodiča	šofer
vajíčka	jajci
vajíčka	jajc
vajíčka	jajčeca
vajíčka	jajca
zavedené	uvedeno
zavedené	uveden
zavedené	uvedeni
zavedené	uvedene
zavedené	uvedena
zavedené	izveden
zavedené	izvedeno
zavedené	izvedeni
odborník	izvedenec
odborník	strokovna
odborník	strokovnjak
odborník	specialist
bordeaux	bordeaux
sietí	mreže
sietí	mrež
sietí	mreže
sietí	omrežja
matematické	matematično
matematické	matematični
magazín	revije
magazín	revijo
magazín	revija
vypukla	izbruhnil
vypukla	izbruhnila
chápe	razume
hrdinovia	heroji
hrdinovia	junaki
hrdinovia	heroje
hrdinovia	junake
hrdinovia	junakov
bloky	koščki
bloky	kosi
bloky	bloki
bloky	bloke
táborov	taborišča
táborov	taboriščih
predkov	predniki
predkov	prednikov
nikde	nikamor
nikde	nikjer
guinea	gvineji
guinea	gvineja
guinea	gvinejo
ralph	ralph
dáma	gospa
dáma	dama
dáma	lady
populárna	priljubljene
populárna	priljubljena
populárna	priljubljeno
populárna	priljubljeni
populárna	priljubljen
drámy	drama
drámy	drame
drámy	dramo
pavilón	paviljonu
hospodárska	ekonomski
hospodárska	gospodarski
hospodárska	gospodarsko
hospodárska	ekonomske
hospodárska	ekonomska
hodnotenia	pregledi
hodnotenia	gledanost
hodnotenia	ocene
hodnotenia	vrednotenje
hodnotenia	vrednotenja
hodnotenia	ocene
hodnotenia	ocen
robotník	delavec
robotník	delavca
premena	pretvorba
premena	preusmeritev
premena	pretvorbe
premena	preobrazbo
premena	preoblikovanje
premena	transformacije
premena	preobrazba
vyriešiť	reši
mobile	mobilna
mobile	mobilni
mobile	mobilnih
mobile	mobilno
živí	živa
živí	živega
živí	živ
pietro	pietro
roland	roland
spracovania	obdelovanje
spracovania	predelava
spracovania	obdelava
spracovania	predelavo
výslovnosť	izgovorjava
priehrady	jezov
vydávanie	izdajanje
vydávanie	izdaja
vydávanie	izdaja
vydávanie	izdajanje
vydávanie	izdaja
vydávanie	izdajanje
vydávanie	objavo
vydávanie	objavljanje
autorka	avtor
politikov	politikov
politikov	politiki
uzavretá	priloženo
uzavretá	zaprto
uzavretá	zaprt
uzavretá	zaprte
uzavretá	zaprti
uzavretá	zaprta
jeruzalem	jeruzalem
stôp	noge
stôp	stopala
stôp	stopali
stôp	nogice
stôp	skladbe
stôp	sledi
stôp	tiri
stôp	sledovi
kennedy	kennedy
pilotov	piloti
pilotov	pilote
odráža	odraža
odráža	zrcali
odráža	odseva
odráža	odraža
spoločná	joint
spoločná	skupno
dolu	dol
dolu	navzdol
progress	progress
progress	napredek
obľúbené	priljubljeno
obľúbené	najljubša
obľúbené	najljubši
obľúbené	priljubljene
obľúbené	priljubljena
obľúbené	priljubljeno
obľúbené	priljubljeni
obľúbené	priljubljen
obľúbené	priljubljene
obľúbené	priljubljeni
obľúbené	priljubljeno
obľúbené	najljubša
obľúbené	najljubši
obľúbené	priljubljene
obľúbené	najljubših
obľúbené	najljubše
kino	kino
kino	kino
značku	znamka
bomba	bombo
bomba	bomba
aplikácia	zahtevek
aplikácia	vloga
aplikácia	app
aplikácia	aplikacija
aplikácia	aplikaciji
aplikácia	aplikacijo
vyšetrenie	pregled
vyšetrenie	preučitev
uplatnenie	ustreznost
uplatnenie	veljavnost
uplatnenie	uporabnost
ázijské	azijske
ázijské	azijskih
ázijské	azijski
zástupcu	namestnica
zástupcu	namestnik
štandardný	privzeta
štandardný	privzeto
štandardný	standardna
štandardný	standardno
štandardný	standard
psychológie	psihologijo
psychológie	psihologija
zameranie	osredotočanje
zameranie	osredotočanje
zameranie	osredotočenost
zameranie	osredotočiti
meter	meter
meter	meter
meter	merilnik
príbehov	zgodbe
príbehov	pravljice
príbehov	zgodb
príbehov	zgodbice
príbehov	zgodbe
jevgenij	jevgenij
pozor	previdno
pozor	pozor
pozor	pozornost
podrobnosti	detajli
podrobnosti	podrobnosti
podrobnosti	podrobnost
podrobnosti	podrobnosti
obnovenie	obnovitev
obnovenie	obnavljanje
obnovenie	obnova
obnovenie	obnovo
obnovenie	obnova
obnovenie	podaljšanje
obnovenie	obnovitev
oldřich	oldřich
metódu	metoda
metódu	metodo
malta	malto
malta	malto
malta	malta
uzol	vozlišče
uzol	vozel
prednosť	prednost
prednosť	prednostno
ean	ean
káder	ajatola
menšiny	manjšina
menšiny	manjšino
menšiny	manjšine
menšiny	manjšine
prietok	tok
prietok	pretok
zrušení	razveljavitvi
striedavo	izmenično
striedavo	izmenično
prevzaté	slikano
prevzaté	vzet
mŕtvy	mrtev
vyrábali	proizvedeno
vyrábali	proizveden
vyrábali	izdelano
vyrábali	izdelan
vyrábali	izdelane
leonard	leonard
menšiu	manjše
menšiu	manjša
menšiu	manjši
algoritmus	algoritem
ovládanie	kontrola
ovládanie	krmiljenje
ovládanie	nadzor
ovládanie	obvladovanje
ovládanie	kontrole
ovládanie	nadzor
strieborná	srebrn
strieborná	srebro
strieborná	srebrno
strieborná	srebrna
strieborná	silver
vchod	vstop
vchod	vhod
popravený	usmrtili
popravený	izvršena
popravený	usmrčen
bel	bel
neoficiálne	neuradno
neoficiálne	neuradno
chicagu	chicago
tvoj	tvoje
tvoj	tvoji
tvoj	vaš
tvoj	tvoj
tvoj	tvoja
tvoj	vaša
tvoj	tvojo
tvoj	tvoje
tvoj	tvoj
tvoj	tvoji
tvoj	tvoja
sekundárne	sekundarno
sekundárne	sekundarne
sekundárne	sekundarni
sekundárne	sekundarna
skok	preskok
skok	skok
skok	skoči
zoskupenie	gruča
zoskupenie	kopica
zoskupenie	sklop
zoskupenie	združevanje
gnu	gnu
obmedzenia	omejitve
obmedzenia	omejitve
obmedzenia	omejitev
obmedzenia	omejitve
obmedzenia	omeji
obmedzenia	meje
obmedzenia	omejitve
reakciu	reakcijo
reakciu	reakcija
reakciu	odziv
tisíce	tisoči
tisíce	tisoče
nezahŕňa	izključuje
pec	peč
pec	peči
pec	pečico
pec	peč
pec	pečica
pec	peč
pec	pec
testovanie	preskušanje
testovanie	testiranje
testovanie	preizkušanje
železníc	železnice
original	prvotna
original	izvirnik
original	izvirno
original	prvotni
original	original
ekvivalent	ekvivalent
ekvivalent	enakovreden
ekvivalent	enakovredna
ekvivalent	enakovredni
ekvivalent	enakovredno
formáte	oblika
formáte	format
kapitánom	stotnik
kapitánom	kapitan
šľachtic	plemič
bejzbal	baseball
križovatky	križišču
križovatky	križišče
križovatky	križišče
križovatky	prehodih
križovatky	križišča
križovatky	prehodi
križovatky	križišču
križovatky	križišče
križovatky	križišča
križovatky	križišč
hollywood	hollywood
obchodník	trgovec
vegas	vegas
široko	široko
rekonštrukcie	prenova
rekonštrukcie	rekonstrukcijo
rekonštrukcie	obnova
ken	ken
sedimenty	usedlinami
žiadal	trdil
chaos	kaos
viacej	več
viacej	bolj
schneider	schneider
collins	collins
vysielač	oddajnik
symbolizuje	simbolizira
symbolizuje	simbolizira
nominácie	kandidature
chýbajú	pogrešana
chýbajú	manjkajoče
chýbajú	pogrešan
chýbajú	manjka
chýbajú	manjkajo
alba	alba
sledovanie	sledenje
sledovanie	spremljanje
sledovanie	nadziranje
sledovanie	nadzorovanje
sledovanie	nadzor
sledovanie	sledi
scénu	scena
scénu	prizor
scénu	prizorišče
scénu	sceno
bohatstvo	bogastvo
bohatstvo	bogastva
bohatstvo	bogastvo
bohatstvo	bogastva
bohatstvo	bogastvo
bohatstvo	premoženje
titulok	naslovnica
titulok	napis
titulok	naslov
titulok	naziv
ovocie	sadje
ovocie	sadeži
ovocie	sadje
ovocie	plodovi
kaneda	kaneda
kamery	kamere
observatórium	observatorij
proste	le
proste	samo
minca	kovanci
minca	kovanec
označiť	označi
označiť	oznaka
označiť	označi
označiť	mark
videli	opažena
videli	opažen
videli	opazili
videli	opaženo
videli	videli
videli	videl
videli	viden
videli	videna
videli	žago
videli	videl
videli	vidu
videli	žaga
baptiste	baptiste
náboženská	verske
náboženská	verski
náboženská	versko
náboženská	verska
náboženská	verskega
kvapaliny	tekočine
kvapaliny	tekočine
nápad	idejo
nápad	ideja
nápad	zamisel
morgan	morgan
mhd	mhd
albánska	albansko
albánska	albanije
albánska	albaniji
albánska	albanijo
albánska	albanija
hovoril	spregovorila
hovoril	govoril
hovoril	govoril
navrhnutá	zasnovan
navrhnutá	zasnovana
miestnosť	sobo
miestnosť	soba
miestnosť	sobi
letel	letel
letel	letel
letel	poletela
letel	letela
zásob	inventar
zásob	popis
zásob	zaloge
zásob	stalež
zásob	zaloge
zásob	zaloga
hole	luknjo
hole	luknja
dateformat	dateformat
brothers	brate
brothers	bratje
brothers	bratov
brothers	brata
tóth	tóth
vládcu	vladar
monika	monika
monika	monica
monika	monico
monika	monika
ovplyvnená	vplival
ovplyvnená	prizadeta
ovplyvnená	prizadetih
ovplyvnená	prizadete
ovplyvnená	prizadeti
ovplyvnená	prizadet
ovplyvnená	prizadeto
heineken	heineken
rozdelenia	razdelitve
presnosť	točnost
presnosť	natančnosti
presnosť	natančnost
presnosť	točnost
presnosť	natančnost
jam	jam
jam	marmelada
jam	marmelado
jam	marmelade
komplexné	celovite
komplexné	celovit
komplexné	celovito
komplexné	izčrpno
komplexné	izčrpen
komplexné	zapletena
komplexné	zapleteno
komplexné	kompleks
komplexné	kompleksna
uložená	rešen
uložená	rešeno
uložená	shranjeno
uložená	rešena
uložená	shranjena
turecký	turška
turecký	turški
turecký	turško
zemetrasenie	potres
zemetrasenie	potres
zemetrasenie	potresi
pochopiť	razumevanje
efekty	učinki
efekty	vplivi
zeppelin	zeppelin
plošina	ploščad
plošina	platforma
plošina	platformo
plošina	plato
myslel	misel
myslel	razmišljanje
myslel	razmišljanja
obmedzená	omejena
obmedzená	omejene
obmedzená	omejen
obmedzená	omejeno
obmedzená	omejeni
obmedzená	omejen
obmedzená	omejena
obmedzená	omejeno
obmedzená	omejeni
uverejnil	objavljeno
uverejnil	objavil
beck	beck
obchody	trgovine
obchody	prodajalne
obchody	poslovanje
obchody	posel
obchody	posli
obchody	trguje
obchody	trgovine
obchody	prodajalne
kentaur	kentaver
realizácia	uresničitev
realizácia	izvedba
realizácia	izvajanje
realizácia	izvrševanje
realizácia	spoznanje
realizácia	usmrtitev
realizácia	izvršitev
realizácia	izvedba
realizácia	izvrševanje
kriticky	kritično
kužele	stožci
zachrániť	reši
zachrániť	shrani
zachrániť	reševalna
zachrániť	reševanje
pohrebu	pogreba
pohrebu	pogreb
slabo	šibko
slabo	slabo
zvukové	zvočni
dosiahne	dosega
dosiahne	doseže
dosiahne	doseže
rozpad	razpad
rozpad	razpad
apoštolov	apostolov
jindřich	jindřich
houston	houston
slabé	šibki
slabé	šibak
slabé	šibek
slabé	šibka
slabé	šibko
hercegovina	hercegovine
hercegovina	hercegovino
hercegovina	hercegovina
pearl	pearl
pearl	biser
priemerne	povprečje
priemerne	povprečna
priemerne	povprečno
alignbars	alignbars
presadiť	uveljavi
kolesá	kolesa
uzavretý	priloženo
mississippi	mississippi
zajatcov	ujetniki
zajatcov	zaporniki
zajatcov	ujetniki
blog	blog
samec	samec
samec	samci
samec	moško
samec	moški
samec	moška
ramená	ramen
ramená	rame
ramená	ramena
ramená	roke
ramená	orožje
ramená	roki
plní	opravlja
western	zahodna
western	zahodni
western	western
western	zahodno
vedené	vodeni
vedené	vodeno
vedené	vodena
vedené	voden
špecifický	specifično
špecifický	specifični
trvalé	trajen
trvalé	trajna
trvalé	trajni
trvalé	trajen
trvalé	trajna
trvalé	trajno
trvalé	stalna
trvalé	trajen
trvalé	trajna
trvalé	trajni
trvalé	trajne
baňa	moj
baňa	moja
baňa	rudnik
baňa	moje
fci	fci
gilbert	gilbert
double	podvoji
double	dvojni
double	dvakrat
double	dvojno
double	dvojna
dakota	dakoti
očí	oci
očí	oči
vrstvu	plast
vrstvu	sloj
vrstvu	plasti
baker	peka
baker	baker
baker	pek
utiekol	pobegnila
utiekol	pobegnil
utiekol	pobegnila
utiekol	pobegnil
mini	mini
pracovníci	delavcev
pracovníci	delavci
pracovníci	delavce
kolumbii	kolumbijo
kolumbii	kolumbiji
zoskupenia	gruča
zoskupenia	kopica
zoskupenia	sklop
zoskupenia	združevanje
ovplyvnené	vplival
ovplyvnené	prizadeta
ovplyvnené	prizadetih
ovplyvnené	prizadete
ovplyvnené	prizadeti
ovplyvnené	prizadet
ovplyvnené	prizadeto
existovalo	obstajal
existovalo	obstajala
existovalo	obstajali
kansas	kansas
ľudská	človeško
ľudská	človeška
ľudská	človeški
šťastný	srečna
šťastný	srečen
šťastný	vesela
šťastný	srečno
konfliktov	konflikti
konfliktov	spori
konfliktov	spopadi
trek	stez
breh	shore
breh	obalo
breh	obala
mladí	mladi
mladí	mlad
mladí	mlada
mladí	young
mladí	mlado
povinný	obvezen
povinný	obvezna
povinný	obvezno
povinný	obvezni
povinný	obvezne
povinný	obvezna
povinný	obvezno
povinný	obvezni
povinný	obvezne
graz	gradcu
graz	gradec
krásne	čudovita
krásne	prelepi
krásne	prelepe
krásne	lepi
krásne	lepe
krásne	lepa
krásne	ljubka
známky	znamke
známky	ocene
známky	stopnje
známky	ocen
rektor	rektor
predal	prodani
predal	prodano
predal	prodana
predal	prodan
obor	velikanski
obor	ogromen
obor	velikan
obor	orjaški
prekonať	premagovanje
prekonať	premagati
prekonať	premagala
predpokladu	domneva
predpokladu	predpostavka
prezidentských	predsedniške
prezidentských	predsedniško
prezidentských	predsedniški
ira	ira
brániť	braniti
brániť	branili
brániť	brani
bohatá	bogato
bohatá	bogati
bohatá	rich
bohatá	bogat
bohatá	bogata
turecká	turška
turecká	turški
turecká	turško
site	sito
martín	martín
maxim	maxim
príbuzné	sorodniki
príbuzné	povezano
príbuzné	povezani
rozmer	razsežnost
rozmer	dimenzija
primátor	župan
primátor	županja
primátor	zupan
jordan	jordan
rozpočet	proračun
darkgrey	darkgrey
philipp	philipp
franklin	franklin
batérie	baterija
batérie	baterijo
batérie	baterije
batérie	akumulator
batérie	akumulatorji
batérie	baterije
neplatný	neveljaven
neplatný	neveljavno
neplatný	neveljavna
academia	akademiki
npr	npp
knižnici	knjižnica
knižnici	knjižnici
zriadené	ustanovljena
zriadené	ustanovljen
zriadené	ugotovljena
zriadené	vzpostavljen
backgroundcolors	backgroundcolors
alkoholu	alkohol
alkoholu	alkohola
maría	maría
dublin	dublin
veronika	veronika
veronika	veronica
veronika	veronika
upravená	prilagojena
upravená	prilagojen
upravená	prilagojeni
upravená	prilagojeno
rom	rom
terry	terry
výmenu	izmenjava
výmenu	izmenjavo
výmenu	izmenjave
výmenu	menjava
okolnosti	okoliščine
okolnosti	okoliščine
okolnosti	okoliščin
vianoce	božič
zaútočili	napaden
zaútočili	napadeni
zaútočili	napadel
zaútočili	napadena
zaútočili	napadli
predpoklad	domneva
predpoklad	predpostavka
predpoklad	domneva
predpoklad	predpostavka
predpoklad	hipoteza
predpoklad	predpostavka
predpoklad	predpogoj
fedor	fedor
pokoj	mir
pokoj	peace
pokoj	miren
pokoj	umirjeno
pokoj	spokojnost
atentát	atentat
bonaparte	bonaparte
plánovaná	predvideno
plánovaná	načrtovana
plánovaná	načrtovano
plánovaná	načrtovan
plánovaná	načrtovani
plánovaná	načrtovana
plánovaná	načrtovano
plánovaná	načrtovane
aspekty	vidike
aspekty	vidiki
vyvoláva	sproža
pacienta	potrpežljiv
pacienta	bolnik
pacienta	pacient
borngen	börngen
letiská	letališča
letiská	letališča
odmietla	odklonil
odmietla	zavrnjena
matke	mater
matke	mamo
matke	mati
zasiahla	posredoval
zasiahla	posredovala
diamond	diamond
diamond	diamant
zajatí	ujetništvu
zajatí	ujetnica
zajatí	ujetništvu
hrobky	grobnica
hrobky	grobnico
hrobky	grobnice
jadrová	jedrska
jadrová	jedrski
über	über
klasifikácie	razvrstitve
klasifikácie	klasifikacije
realizovať	izvajati
kľúčové	ključ
kľúčové	ključno
desaťročia	desetletji
desaťročia	desetletjih
desaťročia	desetletij
desaťročia	desetletja
grace	grace
cestoval	potoval
cestoval	potovala
cestoval	potoval
kartu	zavihek
kartu	račun
kartu	tab
kartu	kartico
kartu	kartica
kartu	karta
dana	dana
edgar	edgar
stuart	stuart
študuje	študira
študuje	preučevanje
študuje	učenje
dokazuje	dokazuje
zákone	zaveza
toulouse	toulouse
bowell	bowell
tokov	tokovi
tokov	tokov
urán	uran
urán	uran
strecha	strehe
strecha	streho
strecha	streha
strecha	strehi
utiecť	pobeg
utiecť	beg
kampane	kampanje
nížina	nižinska
danny	danny
obyvateľom	prebivalce
obyvateľom	prebivalcev
obyvateľom	prebivalci
obyvateľom	stanovalci
obyvateľom	prebivalcev
obyvateľom	prebivalci
magic	čarobno
magic	čarovnija
magic	magic
magic	magično
magic	magijo
kushiro	kushiro
stráca	izgublja
stráca	izgubi
materskej	materinstvo
materskej	porodniški
materskej	starši
materskej	starša
materskej	staršev
materskej	starš
bonus	bonus
náhrada	nadomestilo
náhrada	povračilo
náhrada	vračilo
náhrada	povračilo
náhrada	nadomestilo
náhrada	odškodnina
náhrada	odškodnine
náhrada	nadomestila
náhrada	zamenjava
náhrada	nadomestitev
náhrada	nadomeščanje
dominika	dominique
dominika	dominika
autorských	avtorske
marcela	marcel
jakob	jakob
dostupná	razpoložljivi
dostupná	razpoložljiva
obmedzenie	omejevanje
obmedzenie	omejitev
obmedzenie	omejevanje
obmedzenie	omejitev
obmedzenie	omejitev
obmedzenie	omeji
obmedzenie	meja
obmedzenie	omejitev
kameraman	snemalec
true	res
true	resnično
true	true
true	resnična
true	resnica
topenia	taljenje
topenia	taljenja
topenia	topi
nariadenia	uredbe
nariadenia	predpisi
nariadenia	pravilnik
nariadenia	uredba
nariadenia	predpis
nariadenia	ureditev
moru	morje
interakcie	interakcij
interakcie	interakcije
interakcie	interakcije
sedan	sedan
sedan	salonu
als	als
pobočky	veje
pobočky	podružnice
kritiku	kritika
kritiku	kritiko
kritiku	kritik
kritiku	kritike
kritiku	kritik
kritiku	kritike
téme	vsebina
téme	tema
meč	meč
chad	chad
inštitúcia	nosilec
inštitúcia	zavod
inštitúcia	institucijo
inštitúcia	ustanova
inštitúcia	institucija
federálny	zvezni
federálny	zvezno
federálny	zvezna
nádeje	upe
nádeje	upa
nádeje	upi
nádeje	upanja
juels	juels
externý	zunanji
externý	zunanja
externý	zunanje
voyager	voyager
zeus	zevs
zeus	zeus
experimentálne	eksperimentalno
experimentálne	poskusno
experimentálne	poskusni
experimentálne	poskusnih
experimentálne	poskusna
ostro	odločno
ostro	ostri
ostro	oster
ostro	ostra
ostro	ostro
ostro	sharp
mních	monk
mních	menih
roh	vogal
roh	kotu
roh	roga
roh	rog
roh	horn
všimol	opazil
všimol	opazili
všimol	opazila
město	město
vlastníkom	lastnik
vlastníkom	lastnica
povolené	pooblaščeni
povolené	dovoljeno
povolené	dovoljen
povolené	omogočen
povolené	omogočeno
povolené	pooblaščen
povolené	pooblaščeni
povolené	dovoljeno
povolené	dovoljen
povolené	dovoljeno
povolené	dovoljen
zrušil	razveljavljen
zrušil	razveljavilo
jedenásť	eleven
jedenásť	enajst
magnus	magnus
epizódy	epizode
epizódy	epizod
dočasné	začasni
dočasné	začasno
dočasné	začasna
dočasné	začasen
dočasné	začasni
dočasné	začasna
objavovať	raziskovanje
objavovať	raziskati
objavovať	odkriti
objavovať	odkrili
stúpa	vzhaja
stúpa	dviga
stúpa	narašča
stúpa	naraščanje
potraviny	hrano
potraviny	hrana
potraviny	živila
potraviny	živila
potraviny	živila
očami	oci
očami	oči
kategóriu	kategorijo
kategóriu	kategorija
spomienky	spomine
spomienky	spominov
spomienky	spomini
ťažkosti	težavah
ťažkosti	oteženo
ťažkosti	težave
ťažkosti	težave
edmund	edmund
patriaci	pripadnost
patriaci	pripadnosti
protest	protest
protest	protesti
graham	graham
riadené	uspela
riadené	uspelo
riadené	vodeni
riadené	vodeno
riadené	vodena
riadené	voden
riadené	nadzorovano
riadené	nadzorovanih
riadené	nadzorovana
riadené	nadzorovan
riadené	nadzorovani
poškodený	poškodovano
poškodený	poškodovanih
poškodený	poškodovan
poškodený	poškodovani
poškodený	poškodovane
poškodený	poškodovana
poškodený	pokvaril
zadný	zadaj
existujúcich	obstoječa
existujúcich	obstoječo
existujúcich	obstoječe
existujúcich	obstoječi
chrániť	zaščiti
radosť	užitek
radosť	veselje
radosť	radost
radosť	radosti
radosť	joy
radosť	užitek
radosť	zadovoljstvo
elektróny	elektroni
prepojené	povezana
prepojené	povezano
prepojené	povezani
hus	gos
hus	hus
facebook	facebook
štandardná	privzeta
štandardná	privzeto
skladateľov	skladateljev
prístupná	dostopna
prístupná	dostopno
prístupná	dostopni
prístupná	dostopen
správna	pravilno
správna	pravilna
správna	pravilen
správna	pravilni
sála	hall
sála	dvorana
sála	hodnik
sála	avditorij
litoměřice	litoměřice
stretáva	izpolnjuje
deja	deja
auta	car
auta	avto
auta	avtomobil
krk	vrat
krk	vratu
magyar	magyar
prach	prah
prach	praha
nadácia	fundacija
nadácia	temelj
nadácia	sklad
nadácia	temelje
výmeny	izmenjav
výmeny	izmenjave
colin	colin
pocity	občutki
pocity	čustev
pocity	čustva
pocity	občutke
werner	werner
ľahký	svetlo
ľahký	svetloba
ľahký	luč
ľahký	lahka
salzburg	salzburg
africké	afriški
africké	afriška
africké	afriške
africké	afriško
vrtuľník	helikopterja
vrtuľník	helikopter
vrtuľník	helikopter
dcér	hčera
dcér	hčerki
dcér	hčere
dcér	hčerke
zložité	zapleteno
zložité	prebrisano
zložité	zapletena
zložité	zapleteno
zložité	kompleks
zložité	kompleksna
zložité	zapleten
zložité	zapletena
zložité	zapleteno
zložité	težka
zložité	težavna
zložité	težko
panva	medenico
advokát	odvetnik
advokát	zagovornik
advokát	odvetnik
advokát	pravnik
advokát	odvetnica
advokát	odvetnika
existujúce	obstoječa
existujúce	obstoječo
existujúce	obstoječe
existujúce	obstoječi
ťažšie	težji
ťažšie	težja
ťažšie	težje
ťažšie	močneje
ťažšie	težje
zaujímavý	zanimiv
zaujímavý	zanimivo
zaujímavý	zanimiva
odborníci	strokovnjaki
odborníci	profesionalci
odborníci	strokovnjaki
oceľ	jekla
oceľ	jeklo
oceľ	jeklena
oceľ	jeklene
oceľ	jekleni
oceľ	jekleno
dokopy	skupaj
skúmanie	raziskuje
skúmanie	raziskovanju
skúmanie	raziskovanje
skúmanie	preiskavo
skúmanie	preiskava
skúmanie	preiskovanje
skúmanie	preiskave
skúmanie	raziskava
skúmanie	pregled
skúmanie	preučitev
vták	ptica
vták	ptiček
vták	bird
vták	ptič
roberto	roberto
prevahu	premoč
zriedka	redkokdaj
zriedka	redko
pól	pole
pól	drog
pól	tečaj
jedince	posamezniki
jedince	posameznike
jedince	posameznikov
brusel	bruselj
predsedníctva	predsedstvo
predsedníctva	predsedovanje
čiernych	črnci
významnosť	pomembnosti
významnosť	pomembnost
významnosť	pomen
významnosť	pomembnost
významnosť	ustreznost
významnosť	pomembnost
reťazec	niz
reťazec	vrvica
reťazec	vrvico
reťazec	vrvice
reťazec	verigo
reťazec	verige
reťazec	veriga
rozvíja	razvije
zomreli	umrla
zomreli	umrl
jeseník	jesenik
sľub	obljubi
sľub	obljuba
vhodná	ustrezno
vhodná	primerno
vhodná	ustrezna
vhodná	primerna
vhodná	ustrezen
vhodná	primerna
vhodná	primerno
vhodná	primerni
vhodná	ustrezna
vhodná	primeren
barrett	barrett
saxofón	saksofon
ghz	ghz
metallica	metallica
produkuje	proizvaja
apr	apr
električka	tramvaj
teatro	teatro
isaac	isaac
khl	khl
niesť	nositi
výrobcov	pridelovalci
výrobcov	proizvajalci
výrobcov	izdelovalci
výrobcov	proizvajalci
nahrávania	pošiljanja
vyvíja	razvije
kompletný	popolna
kompletný	popolno
životnosť	doživljenjsko
životnosť	trajnosti
životnosť	vzdržljivost
životnosť	trajnost
jun	jun
jun	yun
elektronický	elektronsko
elektronický	elektronska
vodič	voznika
vodič	voznik
vodič	strojevodja
vodič	šofer
newton	newton
desaťročí	desetletji
desaťročí	desetletjih
desaťročí	desetletij
desaťročí	desetletja
desaťročí	desetletju
desaťročí	desetletje
galileo	galileo
chráni	varuje
chráni	ščiti
obmedzený	omejen
obmedzený	omejena
obmedzený	omejeno
obmedzený	omejeni
obmedzený	omejena
obmedzený	omejene
obmedzený	omejen
obmedzený	omejeno
obmedzený	omejeni
zvláštny	čuden
zvláštny	čudno
zvláštny	nenavadno
zvláštny	čudno
zvláštny	čuden
zvláštny	nenavadna
zvláštny	nenavadno
dôsledok	posledice
dôsledok	posledica
palace	palačo
palace	palača
rytmus	ritem
rytmus	premagal
rytmus	ritem
príležitostne	občasno
príležitostne	občasno
duo	duet
duo	duo
kresťanský	christian
kresťanský	krščanski
