panel	چھاج.
aktualności	طعام.
aktualności	کھانا
aktualności	کھلانا.
aktualności	سبزہ.
aktualności	اگانا.
aktualności	چراگاہ
aktualności	پروسنا.
aktualności	اطلاع
płomień	(الف)جوت
płomień	out
płomień	چمکنا
płomień	forth
płomień	(الف)جوت
płomień	out
płomień	چمکنا
płomień	لپٹ
płomień	forth
mercy	عفو
mercy	درگزر.
mercy	ترس
mercy	عفو
mercy	رحم
mercy	درگزر.
mercy	ترس
creative	مخترع
creative	موجد
creative	خلاّق.
asa	بہترین.
asa	یکہ
asa	اعلیٰ
asa	افضل
asa	اکا
epic	عظیم
epic	بہادرانہ.
epic	زبردست
epic	عظیم
epic	بہادرانہ.
epic	زبردست
epic	رزمیہ
pośrednia	ذیلی
pośrednia	پنہاں
pośrednia	زمانہ
pośrednia	وسطی.
romantyczna	غیرحقیقی
romantyczna	تخیئلی
romantyczna	رومانی
wydzielanie	ریزش.
wydzielanie	اخفا
wydzielanie	پوشیدگی
przyjdzie	رسیدگی.
przyjdzie	آمد
przyjdzie	پہنچ
przyjdzie	اگلا
przyjdzie	رسیدگی.
przyjdzie	آمد
przyjdzie	پہنچ
duchowym	شائستہ
duchowym	حسّاس
duchowym	وہبی.
duchowym	قلبی
duchowym	مذہبی
duchowym	مقدّس
antena	فضا)
precyzyjnie	مماثل
precyzyjnie	ویساہی.
oddechowych	تنفسی
vocal	نطقی
vocal	زبانی
vocal	صوتی
vocal	(درختوں
żelazo	آہنی.
żelazo	سخت
żelazo	لوہا
żelazo	ٹانک
facet	نفر.
facet	کسنا.
facet	آدمی
facet	شخص
krzyk	ّچلانا
krzyk	آوازہ
krzyk	چیخنا
krzyk	چیخ
krzyk	شوخ
krzyk	پکار
krzyk	چلّانا
krzyk	چیخنا
specyfikacja	تصریح.
specyfikacja	تخصیص
specyfikacja	عینک
rewolucyjny	انقلابی.
złodziej	سارق
złodziej	دزد.
złodziej	اچکا
złodziej	سارق
złodziej	دزد.
złodziej	اچکا
złodziej	چور
kradzież	سرقہ.
kradzież	چوری
kradzież	سرقہ.
foto	فعل.
wiarygodność	شہرت
wiarygodność	مرتبہ
wiarygodność	معتبر
wiarygodność	اعتبار
kapral	جسمانی
samotny	افسردہ
samotny	واماندہ.
samotny	تنہا
samotny	مہجور
samotny	سونی
samotny	غمگین.
samotny	مہجور
samotny	اکیلا
samotny	سونی
samotny	غمگین.
samotny	خالی
samotny	سونی
samotny	مہجور
symbolika	علامتیت.
symbolika	رمزیت
symbolika	علامتیت.
członkowskie	عضو.
członkowskie	ضلع.
członkowskie	ٹکڑا
cios	نفخ
cios	شگفتگی
cios	پھونکنا
cios	ضرب.
cios	دھونکنا.
cios	ساز
cios	پھوٹنا
cios	ٹھوکنا.
cios	قوت
cios	چمڑے
potwierdzona	محکم
potwierdzona	عادی
potwierdzona	پکا
store	پُرکرنا.
store	مملو
store	معلومات
store	گودام.
store	لیس
store	پُرکرنا.
store	مملو
store	معلومات
store	ذخیرہ
store	گودام.
store	لیس
mity	اسطور
viola	وائل.
igły	بپھراہٹ
igły	اڑواڑ
igły	بننا
igły	سینا
igły	چھیدنا
igły	پینا
igły	بھڑکانا
igły	تکلا
igły	گھنٹے
igły	کروشیا.
igły	سنبا
igły	بپھراہٹ
igły	اڑواڑ
igły	بننا
igły	سینا
igły	چھیدنا
igły	پینا
igły	بھڑکانا
igły	تکلا
igły	گھنٹے
igły	کروشیا.
igły	سوزن
igły	سنبا
równoległych	تقابل.
równoległych	موازنہ
tarcze	بچانا
iris	عینیہ.
iris	سوسنی.
niemy	بندشہ
niemy	بندشہ
niemy	خاموش
pozbawienie	چھیننے
krzywe	ناہموار
krzywe	ٹیڑھا
krzywe	ناہموار
winny	مجرم
islamskiej	اسلامی
pacyfik	ساکت
pacyfik	شانت.
ciągłości	تسلسل
proporcji	سائز
proporcji	ضخامت.
amunicję	شیل
tendencja	جھکائو
tendencja	جھکنا
tendencja	رجحان
wyjątkowe	استثنائی.
wyjątkowe	نمایاں.
secesji	افتراق
wjazd	فہرست
wjazd	کلب
wjazd	آمد.
wjazd	محظوظ
wjazd	دروازہ
wjazd	کلب
wjazd	آمد.
wjazd	محظوظ
stabilność	توازن
stabilność	استحکام
stabilność	استقلال
lęk	تعظیم
lęk	خوف
lęk	ناگواری
lęk	ہراس
lęk	تعظیم
lęk	خطرہ
lęk	خوف
lęk	دھڑکا
lęk	ناگواری
lęk	ہراس
lęk	تشویش.
lęk	فکر
gale	طوفان.
napraw	باندھنا
napraw	ٹانگنا
napraw	شکنجہ
napraw	ٹھونکنا
napraw	رشوت.
napraw	باندھنا
napraw	ٹانگنا
napraw	ٹھہرانا
napraw	شکنجہ
napraw	ٹھونکنا
napraw	جمانا
napraw	رشوت.
zanik	گُھلانا
zanik	فاقے
zanik	انحطاط.
zanik	گُھلنا
niedobór	نقص.
niedobór	قلّت
niedobór	نقص.
niedobór	قلّت
niedobór	کمی
niedobór	کسر.
niedobór	خسارہ
niedobór	کسر.
niedobór	کمی
niedobór	خسارہ
niedobór	کمی
niedobór	(بعدہ
niedobór	کمی
niedobór	توڑا
niedobór	(بعدہ
niedobór	کمی
potomek	جانشین
potomek	اولاد
potomek	حاصل.
potomek	ذرّیات.
sera	بیزار
starożytna	قدیم
wada	بال
wada	درز
wada	بگاڑنا
wada	کسر.
wada	دھبّا
wada	عیب
wada	نقص
wada	داغ.
wada	کسر.
wada	دھبّا
wada	عیب
wada	کوتاہی
wada	نقص
wada	داغ.
zerwania	انتشار
zerwania	انتشار
zerwania	خاتمہ
zaćmienie	گرہن
lower	نچلا
lower	مقدار
lower	فراز
lower	گرانا.
lower	ادنٰی.
lower	اونچائی
lower	گھٹانا.
lower	تقلیل
lower	نچلا
lower	مقدار
lower	زیریں
lower	فراز
lower	اُتارنا
lower	گرانا.
lower	ادنٰی.
lower	اونچائی
lower	گھٹانا.
lower	تقلیل
ciągłego	مسلسل
ciągłego	قواعد
wiejski	مضافاتی
wiejski	دیہاتی
wiejski	دیہی
wiejski	مضافاتی
zatwierdzenie	اقرار
zatwierdzenie	توثیق
zatwierdzenie	تصدیق
polegać	یقین
corpus	متون
porwanie	اغوا
gniewu	غضب.
gniewu	قہر
gniewu	غضب.
penny	دینار.
bębny	ڈھول
bębny	پاؤں
kobiece	نسائی
kobiece	زنانہ
kobiece	نسائی
krewni	اضافی
krewni	(بعدہ
krewni	بمطابق
krewni	متعلقہ
krewni	اضافی
krewni	عزیز
krewni	(بعدہ
krewni	بمطابق
krewni	متعلقہ
nóż	پھل
nóż	کٹاری
nóż	دھار.
nóż	چھری
dostarczyć	چھڑانا
dostarczyć	سوپننا
dostarczyć	پھینکنا
dostarczyć	بانٹنا
przesłuchania	جرِح
przesłuchania	سوال
przesłuchania	استفسار.
socjalizm	اشتراکیت
energetyczne	سرگرم
energetyczne	مستعد
sprawiedliwy	منصفانہ
sprawiedliwy	متقی
sprawiedliwy	مُبّیضہ
sprawiedliwy	حتمی.
sprawiedliwy	صاف
sprawiedliwy	اچھا
sprawiedliwy	منصفانہ
sprawiedliwy	گورا
sprawiedliwy	ٹھیک
sprawiedliwy	واضح
sprawiedliwy	تعریفی
sprawiedliwy	حسین
sprawiedliwy	عمدہ
sprawiedliwy	مکمل
sprawiedliwy	حسینہ.
sprawiedliwy	مہربان
kaczor	دُبکنا
kaczor	بچنا
kaczor	پیارے
bieżące	خیال
bieżące	لہر
bieżące	سمت
bieżące	افواہ
bieżące	لفظ
bieżące	موج
bieżące	عصری
rozszerzyć	افزوں
rozszerzyć	بیش
rozszerzyć	بچھانا
rozszerzyć	جسامت
rozszerzyć	پھیلانا.
impuls	اُکساہٹ.
impuls	دھکا
impuls	موج.
impuls	ترنگ
impuls	صدمہ.
impuls	ٹہوکا
impuls	تحرّک
impuls	جوش
impuls	احساس
impuls	دھڑکنا.
impuls	جذبہ
impuls	لہر.
impuls	موج.
impuls	دالوں
impuls	امنگ
impuls	دال
regulacja	ہدایت
regulacja	حکم.
chwilowo	عارضی
zamiana	نکیلی
zamiana	ہلکی
zamiana	مارنا
zamiana	تبادل
zamiana	تقلیب.
przyszłe	مستقبل
przyszłe	شخص
odszkodowania	معافی.
odszkodowania	تلافی
odszkodowania	تحفظ.
odszkodowania	برأت
liść	برگ
winna	مجرم
cichy	معلومات
cichy	خاموش
cichy	معلومات
ogrzewanie	گرماؤ
nerwów	مچھلی.
nerwów	عضلہ
nerwów	بہادری
nerwów	رگ
nerwów	مچھلی.
nerwów	عضلہ
nerwów	بہادری
surowe	کچا
surowe	ناشائستہ
surowe	بونگا
surowe	بھّدا
surowe	اصلی
surowe	سرد
surowe	خالص
surowe	نفاست
surowe	کچّا
surowe	بھّدا
surowe	اصلی
surowe	سرد
surowe	خالص
surowe	نفاست
odpowiednia	مناسب.
odpowiednia	ہتھیانا
odpowiednia	غنیمت.
odpowiednia	غنیمت.
odpowiednia	کافی
odpowiednia	مناسب.
odpowiednia	for
zastąpienia	بدل
zastąpienia	عوض.
zastąpienia	بدل
zastąpienia	استبدال
paradoks	متناقض
banknoty	ہنڈی.
płytkie	معمولی
płytkie	اوپری
płytkie	اُتھلا
płytkie	معمولی
płytkie	سطحی
płytkie	اوپری
komercyjne	دنیادارانہ.
komercyjne	تجارت
kwiatostan	ٹہنی
mężu	خاوند
mężu	میاں
mężu	چلانا
mężu	شوہر.
ubóstwa	کمی.
ubóstwa	کمتری
ubóstwa	کمینگی.
ubóstwa	مفلسی
ubóstwa	کمی.
ubóstwa	غریبی
ubóstwa	ناداری
ubóstwa	کمتری
ubóstwa	کمینگی.
ubóstwa	مفلسی
życzę	تمنا
życzę	(بعدہ
życzę	on
sławny	نامور
obciążenie	چڑھانا
obciążenie	کام
obciążenie	لادی
obciążenie	سامان
obciążenie	لادنا
obciążenie	ستانا.
obciążenie	لادنا
obciążenie	ستانا.
obciążenie	بوجھ
żelazna	آہنی.
żelazna	سخت
żelazna	لوہا
żelazna	ٹانک
dynamiczne	زوردار.
dynamiczne	فعال
tyły	دنبالہ.
tyły	کولھا.
tyły	پشت.
tyły	چوتڑ
tyły	سُرین
tyły	پچھاڑی
tyły	دنبالہ.
tyły	عقب
tyły	کولھا.
tyły	پشت.
tyły	چوتڑ
tyły	سُرین
tyły	پچھاڑی
minimalne	باریک
minimalne	اقلی.
ave	الوداع.
grzech	نامعقول
grzech	گناہ
grzech	اثم
grzech	نامعقول
grzech	پاپ
grzech	گناہ
grzech	اثم
nowotwór	سلعہ.
nowotwór	رسولی
komplet	(جوار
komplet	ٹکنا.
komplet	موج
komplet	جماعت
komplet	پھیلانا
komplet	جمانا.
komplet	جوڑنا
komplet	مستقل
komplet	بہاؤ
komplet	وضع
komplet	اٹکانا
komplet	کل
komplet	گروہ
komplet	طائفہ
komplet	(بعدہ
komplet	ریڈیو
komplet	بیٹھنا
komplet	بیر.
komplet	(تقریر
komplet	(ٹینس
komplet	بغض
komplet	محکم
komplet	رجحان
komplet	باندھنا.
komplet	منڈلی.
komplet	مشین
komplet	upon
komplet	ٹولا
komplet	(جوار
komplet	ٹکنا.
komplet	موج
komplet	جماعت
komplet	پھیلانا
komplet	جمانا.
komplet	جوڑنا
komplet	مستقل
komplet	بہاؤ
komplet	رکھنا
komplet	وضع
komplet	اٹکانا
komplet	کل
komplet	گروہ
komplet	طائفہ
komplet	(بعدہ
komplet	ریڈیو
komplet	بیٹھنا
komplet	بیر.
komplet	(تقریر
komplet	(ٹینس
komplet	بغض
komplet	محکم
komplet	جمانا
komplet	رجحان
komplet	باندھنا.
komplet	منڈلی.
komplet	مشین
komplet	upon
komplet	ٹولا
cukier	شکرریزی.
cukier	گاجر
cukier	دُلارا
cukier	پیارا
cukier	خوشامد.
cukier	شکرریزی.
cukier	گاجر
cukier	شکر
cukier	دُلارا
cukier	پیارا
cukier	خوشامد.
stoke	بھڑکانا
stoke	پیٹو
pap	چوچی.
pap	سرپستان
pap	بھٹنی
gołąb	معصوم
gołąb	قمری
gołąb	فاختہ.
gołąb	بھولا
sos	گستاخی
sos	اچار
faraona	فرعون.
resort	to
resort	مدد
resort	(بعدہ
równikowej	استوائی
potwory	عفریت
potwory	راکشس.
jądrowa	نواتی.
majów	مایائی
karcie	پترا
karcie	گولی
karcie	بلّا
karcie	قرص
dorosły	فحش
dorosły	جوان
dorosły	فحش
dorosły	بالغ
konwent	رسم.
konwent	ریت
taktyczne	(اسلحہ
wyzwanie	(توجہ
wyzwanie	دشوار
cykliczne	دوری
cykliczne	دولابی
cykliczne	لولبی
dostępności	دستیابی
interes	جھگڑا
interes	قصہ
interes	سبب
interes	تھئیٹر
interes	مصروفیات
interes	جھگڑا
interes	قصہ
interes	سبب
interes	کاروبار
interes	کام
interes	تھئیٹر
interes	مصروفیات
interes	امر
kontroler	قبضہ
kontroler	قابو
kontroler	گرفت
kontroler	محاسب
rejestracja	رجسٹری
definitywnie	لازماً
definitywnie	واجباً
definitywnie	حکماً
obligacji	تعلق
obligacji	چپکنا
obligacji	چپکن
obligacji	تھامنا.
obligacji	معاہدہ
obligacji	جوڑنا.
obligacji	الصاق.
wyznaczyć	لگانا
wyznaczyć	معیّن
wyznaczyć	القاب
nagłówek	جمانا.
nagłówek	سرخی
kompresji	فشار
kompresji	دباؤ.
sądowe	ناقدانہ.
sądowe	ناقدانہ.
sądowe	عدالتی
małpy	دھمس.
małpy	بندر
małpy	دھمس.
małpy	بُوزنہ
raja	تعلقدار
raja	جاگیردار.
raja	رئیس
torpeda	خودرو
torpeda	منصوبے
przystąpienia	پانا
przystąpienia	ادخال.
przystąpienia	رسائی
nadawca	مرسل
cork	کاگ
najgorszy	بدترین
kawa	کافی
wyszukiwanie	سراغ.
wyszukiwanie	جستجو.
wyszukiwanie	پرکھ
wyszukiwanie	مکمل
wyszukiwanie	تفتیش
wyszukiwanie	سراغ.
wyszukiwanie	جستجو.
wyszukiwanie	تلاش
wyszukiwanie	پرکھ
wyszukiwanie	مکمل
wyszukiwanie	تفتیش
kwota	جسامت
kwota	میزان
kwota	خیالات
zmierzch	انحطاط
zmierzch	جُھٹپٹا
zmierzch	زوال
zmierzch	تباہی.
zmierzch	اندھیرا.
zmierzch	سایہ
gorszy	ابتر
gorszy	کمتر
kolorowych	رنگدار
kolorowych	رنگدار
kolorowych	رنگین
odwagi	جرأت.
odwagi	ہمت
poker	لکڑی
okolica	مضافات
okolica	قرب
okolica	بستی
okolica	جوار
bestia	حیوان
świt	آغاز.
dziedzica	وارث
wyłączenie	استثنأ
wyłączenie	معافی
wyłączenie	برأت
wyłączenie	اخراج
wyłączenie	استثنا.
gardło	سرنگ.
gardło	حلقوم.
kwadratowy	چوکور
kwadratowy	مربع.
kwadratowy	برابر.
kwadratowy	گنیا.
kwadratowy	روایتی
kwadratowy	چکلا
kwadratowy	موافق
kwadratowy	آراستہ
kwadratowy	پرانا
kwadratowy	فربہ
kwadratowy	دقیانوسی.
kwadratowy	منصفانہ
kwadratowy	مرتب
kwadratowy	برابر.
kwadratowy	گنیا.
kwadratowy	چوکور
kwadratowy	روایتی
kwadratowy	چکلا
kwadratowy	موافق
kwadratowy	آراستہ
kwadratowy	پرانا
kwadratowy	فربہ
kwadratowy	دقیانوسی.
kwadratowy	منصفانہ
kwadratowy	مرتب
dowodzący	بلند
dowodzący	بارعب.
dowodzący	برتر
dowodzący	باوقار
dowodzący	بالا.
dowodzący	(منصب
dokumentację	مسالہ.
mana	اقتدار.
mana	قوت
mana	اختیار
mundur	(ٹیکس
mundur	وردی.
mundur	یکساں
pioneer	مخترع
pioneer	مقدم
pioneer	پیشرو
rozproszone	طولانی
rozproszone	(روشنی
rozproszone	منفوذ
rozproszone	منتشر
rozproszone	(نثر
wyrzucić	رد
wyrzucić	ترک
naczyniowe	عروقی
naczyniowe	قناتی.
kit	تھیلا
kit	سامان
ogniwo	to
ogniwo	بندھنا
ogniwo	واسطہ
ogniwo	cuff-link
ogniwo	ٹکڑا.
uniwersalne	جامع
uniwersalne	جامع
uniwersalne	آفاقی
uniwersalne	عمیم
słodkie	حسین
słodkie	ہوشیار
słodkie	ذہین
słodkie	خوبصورت
słodkie	میٹھا
słodkie	ذاتی
słodkie	مٹھاس.
słodkie	پسندیدہ
słodkie	سُریلا
słodkie	شیریں.
słodkie	شیدا.
słodkie	میٹھا.
słodkie	خصوصی
idealnie	بالکل
idealnie	سالم
idealnie	نرا
idealnie	کامل
danie	تھالی
danie	رکابی
danie	تھالی
rezolucji	تحلیل
rezolucji	(بعدہ
rezolucji	عزم.
orzeczenie	تبصرہ
orzeczenie	معقولیت
orzeczenie	اندازہ
orzeczenie	تنقید.
orzeczenie	رائے
orzeczenie	تبصرہ
orzeczenie	معقولیت
orzeczenie	اندازہ
orzeczenie	تنقید.
orzeczenie	ارادہ
orzeczenie	حاوی
orzeczenie	رائج
orzeczenie	غالب
mieszaniny	تخلیط
mieszaniny	ملانے
mieszaniny	مرکب.
mieszaniny	تخلیط
mieszaniny	ملانے
mieszaniny	مرکب.
mieszaniny	آمیزہ
gothic	وحشیانہ
pułapki	منہ
pułapki	کھٹکا
pułapki	منہ
pułapki	کھٹکا
pułapki	جال
odniesienie	استصواب.
odniesienie	تلمیح
odniesienie	(بعدہ
odniesienie	مصدق.
rytmu	تناسب.
ledwo	صرف
ledwo	قلیل
ledwo	محض
ledwo	بمشکل
optyczne	بصری.
molekularnej	سالمی
identyfikacja	تاڑنا
identyfikacja	تاڑنا
identyfikacja	پہچاننا
identyfikacja	پہچان.
identyfikacja	پہچان.
identyfikacja	شناخت
identyfikacja	اِڈ
identyfikacja	آں.
wilgotności	نمی.
wilgotności	رطوبت
tropikalne	فراواں
tropikalne	پھبکتا.
bankowości	بینکاری
szczep	تاننا
szczep	حیوانات
szczep	دبانا
szczep	آنکھوں
szczep	بھینچنا.
szczep	نچوڑنا
szczep	رگوں
szczep	سماجی
szczep	معاشی
szczep	گھرانہ
szczep	ثقافتی
szczep	سماجی
szczep	قبیلہ
szczep	معاشی
szczep	گھرانہ
szczep	ثقافتی
olbrzym	دیو
olbrzym	جن.
zeznania	برخاستگی
zeznania	شہادت
strata	گمشدگی.
strata	نقصان
strata	گمشدگی.
strata	نقصان
strata	گھاٹا
strata	ضرر
ultimatum	اتمامیہ
dynamicznie	توانا
dynamicznie	متحرّک
towarzysz	لازمہ
towarzysz	شریک
towarzysz	کتاب
towarzysz	ساجھی
towarzysz	لازمہ
towarzysz	شریک
towarzysz	کتاب
towarzysz	ندیم
towarzysz	ساجھی
tornado	عاصفہ
próżni	خلاروب.
próżni	خلا
próżni	خلاروب.
odnośniki	ریتیلا
bliskość	قربت
bliskość	قربت
bliskość	نزدیکی
bliskość	یگانگت
bliskość	شرکت
bliskość	قربت
bliskość	برابری.
bliskość	ہمدمی
bliskość	رفاقت
owce	میش.
owce	بھیڑ
owce	میش.
urodzone	پیدا
urodzone	پیدا
urodzone	زائیدہ
zabójstw	قاتل.
żaby	غوک.
żaby	پرتلا.
narzeczona	عروسہ
narzeczona	دلہن
narzeczona	عروس
narzeczona	عروسہ
narzeczona	دلہن
rachunkowości	محاسبی.
wdzięczności	تشکّر
wdzięczności	امتنان
wdzięczności	ممنونیت.
płyn	بہنے
płyn	ریزش
płyn	متغیر
płyn	بہنے
płyn	ریزش
płyn	متغیر
płyn	رواں
płyn	رواں.
płyn	شفاف
płyn	کھلا
płyn	ترل
płyn	ہوا
płyn	ہائڈروجن)
płyn	ُسریلی
płyn	رواں.
płyn	سیّال
płyn	شفاف
płyn	کھلا
płyn	ترل
płyn	رقیق
płyn	ہوا
płyn	ہائڈروجن)
płyn	ُسریلی
anonimowy	مجہول
szczęśliwy	مناسب
szczęśliwy	مسرور.
szczęśliwy	خوش
szczęśliwy	مگن
szczęśliwy	مناسب
szczęśliwy	مسرور.
zmienny	متغیرہ
zmienny	متغیر
zmienny	غیرمستقیم
klątwa	ٹوٹکا
klątwa	لعن
klątwa	کوسنا.
klątwa	نفرین.
klątwa	بددعا
klątwa	ٹوٹکا
klątwa	لعن
klątwa	کوسنا.
klątwa	نفرین.
klątwa	وبال
klątwa	دُشنام
szeregowy	نجی
szeregowy	خفیہ
szeregowy	نجی
szeregowy	خفیہ
szeregowy	اپنا
korupcji	سڑنا
podziwiać	سراہنا
dyskusyjne	مشتبہ
poetą	شاعر.
eksploatację	استحصال
pass	lay
pass	پھیرنا
pass	گزرنا
pass	down
warzywa	جامد-
warzywa	لدّھڑ
warzywa	بقلی
warzywa	آلو
warzywa	نباتی
jelit	قعر
melodia	نغمگی.
melodia	موسیقیت.
melodia	آہنگ
melodia	سُر
perski	ایرانی.
perski	فارسی
perski	ایرانی.
przerwę	انٹرول
przerwę	طاقچہ
przerwę	آلا
przerwę	موکھا
bloom	شادابی
bloom	رعنائی
morfologia	صرفیات
morfologia	شکلیات.
morfologia	صرفیات
morfologia	شکلیات.
morfologia	شکلیات
niechęci	عداوت.
błędny	نادرست
błędny	نادرست
błędny	غلط
błędny	بدخلقت
rozumienie	شمولیت.
rozumienie	ادراک
rozumienie	مفاہمت
rozumienie	ہمدرد
rozumienie	فہمیدہ
rozumienie	معاہدہ
rozumienie	درک.
matrix	قالب
matrix	سانچا
matrix	قالب
promować	رتبہ
promować	عمل
promować	حاصل
promować	چڑھانا
promować	اٹھانا
popytu	ہنر
popytu	مانگنا
popytu	مطالبہ
dług	اْدھار.
dług	اْدھار.
dług	قرض
dług	دین
pasja	لگاؤ
wierzenia	اعتماد.
niebezpieczny	مخدوش.
niebezpieczny	خطرناک
niebezpieczny	مخدوش.
niebezpieczny	خطرناک
tabu	مردود
tabu	بندش
tabu	ممانعت
tabu	تحدید
tabu	مقدّس
tabu	مردود
tabu	بندش
tabu	ممانعت
tabu	تحدید
tabu	مقدّس
tabu	ممنوع
chip	چھپٹی
chip	تڑقنے
chip	ٹکڑا
zdecydować	against
zdecydować	for
krzyżacki	جرمن.
ktokolwiek	جوبھی
watt	واٹ
stereo	بیّن.
stereo	مجسّم
przetrwania	شے
przetrwania	عمل
ash	پیلی.
nadawcy	مرسل
floret	گلچہ.
dodaj	ملانا
dodaj	افزائشکرنا
dodaj	بڑھانا
dodaj	جوڑنا
dodaj	ملانا
dodaj	افزائشکرنا
napojów	مشروب
szlachetnych	عمدہ
szlachetnych	عظیم
szlachetnych	خوب
przeciętny	اوسط.
przeciętny	نکلنا
przeciętny	عام
boot	نیز
psychicznego	انوکھا.
psychicznego	وحشی
pomocne	مفید
przetarg	معذرت
przetarg	گداز
przetarg	خیال
przetarg	بودا
przetarg	ٹینڈر
przetarg	پیشکش
przetarg	رکھوالا
przetarg	مانوس
przetarg	کچّی
przetarg	کمزور.
przetarg	نگراں.
przetarg	معذرت
przetarg	گداز
przetarg	خیال
przetarg	بودا
przetarg	ٹینڈر
przetarg	نازک
przetarg	پیشکش
przetarg	رکھوالا
przetarg	مانوس
przetarg	کچّی
przetarg	کمزور.
przetarg	نگراں.
kobieca	نسائی
kobieca	زنانہ
kobieca	نسائی
fashion	طرزِعمل
fashion	وتیرہ
oświadczenia	اعلان.
dyktatury	آمریت
matematykę	اقدار
matematykę	اعداد
frost	سرد
frost	ناکامی.
repozytorium	برتن.
repozytorium	ظرف
repozytorium	برتن.
repozytorium	مخزن
repozytorium	ظرف
przełożona	بُوا
siedzenia	بٹھانا
siedzenia	متمکن.
siedzenia	کرسی
siedzenia	چوتڑ
siedzenia	اسٹول
siedzenia	تہ
siedzenia	کھپانا.
siedzenia	گاڑی
siedzenia	نشست
siedzenia	نشستہ
siedzenia	بٹھانا
siedzenia	متمکن.
siedzenia	کرسی
siedzenia	چوتڑ
siedzenia	آسن
siedzenia	اسٹول
siedzenia	تہ
siedzenia	کھپانا.
siedzenia	گاڑی
siedzenia	نشست
siedzenia	نشستہ
sekty	مذہب.
sekty	مسلک
orient	الشرق.
orient	آبدار
mnożenie	بڑھوتری.
mnożenie	افزونی
mnożenie	ازدیاد
powłoki	سیپ
powłoki	صدف
powłoki	کوڑی
powłoki	خول
powłoki	سیپ
powłoki	صدف
powłoki	کوڑی
powłoki	قشر
odp	جھپٹنا.
odp	اوباش
odp	ٹوٹنا
jednolite	(ٹیکس
jednolite	وردی.
jednolite	یکساں
żółwie	کچھوا
naczynie	گھڑا
cenny	نہایت
cenny	قیمتی
spalin	چمنی
spalin	اخراج
spalin	نکاسی.
cesarska	سامراجی.
stopniowe	پنپتا
ciągłość	تسلسل
coco	ناریل
pet	چہیتاشخص.
pet	خفگی
pet	مخصوص
pet	پالتو
pet	چہیتاشخص.
pet	خفگی
pet	مخصوص
przerwanie	رکاوٹ
przerwanie	مداخلت
przerwanie	ترک
przerwanie	موقوفی
przerwanie	اختتام
przerwanie	انقطاع
oczyszczania	تطہیر
oczyszczania	تزکیہ
okresowych	اخبار
łabędź	لچکیلی
łabędź	ہنس
łabędź	لچکیلی
ekliptyki	دائرۃالبروج.
dziesiątej	دہم.
dziesiątej	دسواں
dziesiątej	دہم.
specyfikacji	تصریح.
specyfikacji	تخصیص
szalony	دیوانہ.
szalony	لٹّو
szalony	فاترالعقل.
szalony	فدا
szalony	احمقانہ
szalony	جنونی
słuchu	اظہارات
czytam	(ڈرامے
eksplozja	انفجار.
eksplozja	انفجار.
eksplozja	دھماکا
mroku	افسردہ
mroku	مایوسی
mroku	رنجیدہ
mroku	تاریک
mroku	افسردگی
mroku	انحطاط
mroku	جُھٹپٹا
mroku	زوال
mroku	تباہی.
mroku	ظلمت
mroku	ظلمت
mroku	تاریکی
sharp	ترش
sharp	اچانک
sharp	کائیاں
sharp	اشتہا)
sharp	چنٹ.
sharp	نکیلا.
sharp	عیار
sharp	طاقتور.
sharp	معاً
sharp	سیدھے
sharp	چالاک
sharp	سخت
sharp	سڈول
sharp	ڈھالو
sharp	ترش
sharp	اچانک
sharp	کائیاں
sharp	اشتہا)
sharp	چنٹ.
sharp	نکیلا.
sharp	عیار
sharp	تیز
sharp	طاقتور.
sharp	معاً
sharp	سیدھے
sharp	چالاک
sharp	سخت
sharp	سڈول
sharp	ڈھالو
sharp	ذکی
zakażenie	چھوت
zaginiony	غائب.
zaginiony	گم
pozytywna	ظاہر
pozytywna	بامقصد
pozytywna	بیّن
pozytywna	اضافے
pozytywna	حتمی
pozytywna	تعمیری
pozytywna	مثبت
pozytywna	واثق
pozytywna	زائد
pozytywna	محکم
pozytywna	پکّا
pozytywna	قطعی
pozytywna	حقیقی
sąsiad	ملحق
sąsiad	پڑوسی
sąsiad	ملحق
sąsiad	ہمسایہ
strzała	تیر
strzała	بان
strzała	تیر
intensywny	زوردار
intensywny	تاکیدی
intensywny	کامل
intensywny	پُرزور
intensywny	قوی
intensywny	(جذبہ
intensywny	حسّاس
intensywny	پُرزور
intensywny	قوی
intensywny	شدید
intensywny	(جذبہ
intensywny	حسّاس
wilgotność	رطوبت
wilgotność	رطوبت
wilgotność	نمی
wilgotność	نمی.
wilgotność	رطوبت
gruba	قریبی
gruba	دقیق
gruba	معمور.
gruba	بیوقوف
gruba	گہرے
gruba	گدلا
gruba	قریبی
gruba	دقیق
gruba	معمور.
gruba	دبیز
gruba	بیوقوف
gruba	گہرے
gruba	گدلا
gruba	تیلیا
gruba	قلیل
gruba	روغنی
gruba	چرب.
gruba	چربیلا.
gruba	زرخیز
gruba	چکنا
gruba	فراواں
gruba	مقتدر
gruba	موٹا
gruba	تیلیا
gruba	قلیل
gruba	روغنی
gruba	چرب.
gruba	فربہ
gruba	چربیلا.
gruba	زرخیز
gruba	چکنا
gruba	فراواں
gruba	مقتدر
gruba	چربی
tarczycy	سپری
równoważne	مماثل
równoważne	مقدار
równoważne	مطابق
równoważne	یکساں
równoważne	مساوی
perspektywa	نظریہ
perspektywa	تناظر.
perspektywa	صحیح
ekologiczny	ماحولیاتی
dyktatora	زبردست
