から	от
毎週	седмичен
エネルギー	енергии
エネルギー	енергия
エネルギー	energy
エネルギー	енергетика
ルール	правила
ルール	правилата
ルール	правилото
ルール	правило
未来	бъдеще
未来	бъдещ
未来	бъдещи
未来	бъдещето
未来	бъдеща
未来	футуристични
移行	мигрират
移行	мигрират
移行	миграцията
移行	миграция
移行	миграции
ユース	младежта
ユース	младост
ユース	младеж
ユース	младостта
ユース	младежи
三菱	мицубиши
週刊	седмични
週刊	седмично
週刊	седмична
週刊	седмичен
乗車	пансион
まだ	още
ランキング	класация
ランキング	класиране
ランキング	класирането
ランキング	класация
ランキング	класиране
処理	преработване
処理	преработка
処理	обработване
処理	обработка
年齢	възраст
年齢	възрасти
エリア	илия
エリア	елия
エリア	зона
エリア	площ
エリア	област
エリア	район
形態	морфология
形態	формуляри
形態	форми
派遣	изпращане
派遣	диспечер
ポーランド	полша
シン	шин
シン	грехът
シン	грехове
シン	грях
作曲家	композитор
精神	дух
日付	среща
日付	дата
日付	срещи
日付	дати
スタート	начало
スタート	старт
スタート	започнете
スタート	стартиране
範囲	варира
範囲	обхват
範囲	диапазон
範囲	обхват
範囲	обсег
自治体	общините
自治体	общини
宣伝	гласност
宣伝	публичност
宣伝	известност
宣伝	промоция
宣伝	насърчаване
宣伝	повишение
宣伝	популяризиране
宣伝	насърчаване
宣伝	популяризиране
宣伝	тласък
宣伝	подсилване
哲学	философия
哲学	философията
財団	основи
財団	фондация
財団	основа
反応	реакция
教師	учителка
教師	учител
教師	преподаватели
教師	учителите
教師	учители
宗教	религията
宗教	религия
武器	оръжие
武器	оръжия
武器	оръжията
武器	оръжие
住宅	жилищна
住宅	жилищни
住宅	жилищен
住宅	жилища
住宅	къщи
住宅	домове
保存	спасяване
保存	спаси
保存	запази
保存	запис
保存	спасяване
保存	спасяването
保存	спестяване
保存	запазване
保存	съхранение
保存	опазване
岩手	ивате
辞典	речници
辞典	речник
機関車	локомотив
緊急	спешна
緊急	спешно
緊急	спешно
地下	подземен
地下	подземно
地下	подземни
地下	мазе
地下	мазето
連絡	свръзка
連隊	полк
連隊	полка
ウィキペディア	уикипедия
連結	консолидирани
連結	конкатенация
レン	рен
ストーリー	приказка
ストーリー	история
ストーリー	истории
ストーリー	разкази
ストーリー	разказ
太陽	сън
太陽	слънце
交換	обмяна
交換	замяна
交換	размяна
交換	обмен
交換	борса
保険	застраховка
保険	застраховки
保険	застраховане
制限	ограничения
制限	ограниченията
制限	ограничения
制限	граници
制限	ограничения
制限	предел
制限	ограничение
制限	ограничаване
制限	ограничено
制限	ограничена
制限	ограничен
制限	ограничени
制限	лимит
制限	граница
制限	ограничаване
制限	ограничение
キー	клавиши
キー	ключове
キー	ключовете
キー	ключ
キー	ключа
キー	ключът
栃木	точиги
責任	пасив
責任	отговорност
責任	отговорността
責任	отговорност
児童	дете
群馬	гунма
フル	пълна
フル	пълни
フル	пълен
フル	пълно
ボール	топка
ボール	бал
ボール	бол
ボール	топки
ボール	топките
ボール	топчета
ボール	балове
急行	експресна
急行	експрес
電力	електроенергия
電力	електричество
電力	ток
医学	лекарства
医学	медицина
医学	лекарство
医学	медицински
医学	медицинска
所有	притежавани
所有	собственост
ブラック	черни
ブラック	черно
ブラック	черна
ブラック	черен
サー	сър
自己	селф
シーン	сцена
シーン	сцените
シーン	сцени
憲法	конституция
憲法	конституцията
支店	бранч
支店	клон
支店	клонче
支店	клонка
鳥取	тотори
管理者	админ
管理者	администратор
管理者	администратори
管理者	администратор
管理者	администратори
略称	съкращение
オープニング	откриване
オープニング	отваряне
ロン	рон
田村	тамура
カリフォルニア	калифорния
カリフォルニア	калифорнийски
タウン	град
タウン	градът
タウン	градче
カバー	прикритие
カバー	корица
カバー	покритие
カバー	покриване
コンピュータ	компютър
コンピュータ	компютъра
コンピュータ	компютрите
コンピュータ	компютри
取引	сделка
取引	транзакция
取引	търгуване
取引	търговия
取引	транзакции
取引	операции
取引	трансакции
取引	сделки
取引	търговия
取引	търговско
長い	дълги
長い	дълго
長い	дълъг
長い	лонг
禁止	забранено
禁止	забранена
禁止	забранен
禁止	забранени
禁止	забрана
統計	статистика
統計	статистики
統計	статистиката
統計	статистика
フォー	четири
フォー	четирима
フォー	фо
強化	засилване
強化	укрепване
強化	засилване
強化	укрепване
強化	засилване
強化	укрепване
強化	подсилване
パン	пан
パン	тиган
パン	хляб
パン	хляба
物理	физическо
物理	физически
物理	физическа
インターネット	интернет
管轄	компетентност
管轄	юрисдикция
回避	укриване
藤原	фудживара
パーク	парк
パーク	park
思想	мислител
アフリカ	африка
アフリカ	африканска
アフリカ	африкански
先生	сенсей
先生	учителка
先生	учител
先生	лекар
先生	докторе
訓練	тренировки
訓練	обучение
訓練	тренировка
ハウス	house
ハウス	къща
ハウス	къщата
ハウス	хаус
展示	изложба
展示	експонат
展示	изложение
展示	изложба
展示	експонати
展示	експозиции
展示	изложби
展示	изложения
徳川	токугава
月刊	месечна
月刊	месечно
月刊	месечни
月刊	месечен
検索	търси
検索	търсене
池田	икеда
対策	противодействие
ポール	пол
ポール	паул
会員	член
会員	членството
会員	членство
リスト	списък
リスト	списъци
トンネル	тунел
トンネル	тунели
トンネル	тунелите
チャート	диаграми
チャート	диаграма
チャート	картона
共通	обща
共通	общ
共通	общи
共通	чести
ケン	кен
内部	интериор
内部	вътрешна
内部	вътрешно
内部	вътрешен
内部	вътрешна
内部	вътрешно
内部	вътрешни
内部	вътрешен
グリーン	грийн
グリーン	зелено
グリーン	зелен
グリーン	зелена
グリーン	зелени
竣工	довършване
竣工	приключване
竣工	завършване
戦車	резервоар
戦車	танк
戦車	цистерна
戦車	резервоари
戦車	танкове
戦車	цистерни
スキー	ски
スキー	ски
スキー	ските
愛称	прякор
愛称	прякори
消滅	изчезване
再開	възобновяване
再開	възобновяване
再開	резюмето
ミニ	мини
機器	устройство
機器	устройството
機器	оборудване
機器	екипировка
機器	устройствата
機器	устройства
プロダクション	продукция
プロダクション	производство
スタッフ	персонал
スタッフ	персоналът
スタッフ	служители
いくつか	някои
プログラム	програмата
プログラム	програма
プログラム	програма
プログラム	програми
アカデミー	академията
アカデミー	академия
アカデミー	академии
司会	модератор
司会	водещ
合意	консенсус
合意	единодушие
合意	съгласна
合意	договорено
合意	съгласен
合意	съгласие
合意	споразумение
二人	двама
二人	две
改善	подобряване
改善	подобри
改善	подобряване
改善	усъвършенстване
改善	подобрения
改善	подобряване
改善	подобрение
文書	документа
文書	документът
文書	документ
文書	документите
文書	документи
世代	генериране
世代	поколение
世代	поколенията
世代	поколения
ブラジル	бразилия
ブラジル	бразилски
ネットワーク	мрежови
ネットワーク	мрежа
ネットワーク	мрежова
ネットワーク	мрежата
ネットワーク	мрежи
ネットワーク	мрежите
審査	преглед
審査	преразглеждане
審査	разглеждане
審査	изследване
ダン	дан
重量	тегло
重量	тежест
観測	наблюдаван
観測	наблюдавано
観測	наблюдавани
観測	наблюдавана
観測	наблюдаване
観測	наблюдение
観測	наблюдения
観測	забележки
観測	наблюдения
木村	кимура
プレイヤー	плеър
プレイヤー	играч
プレイヤー	играчи
シャー	шах
河川	ривър
河川	река
河川	реката
河川	реки
河川	реките
河川	ривърс
クイズ	тест
巨大	огромен
巨大	огромно
巨大	огромна
巨大	огромни
巨大	гигантски
巨大	великан
巨大	гигант
巨大	гигантска
伝統	традицията
伝統	традиция
伝統	традиции
伝統	традиции
伝統	традициите
ナイト	найт
ナイト	рицар
ナイト	вечер
ナイト	нощ
ナイト	нощта
区分	категория
命令	инструкция
命令	инструкции
命令	нареждания
命令	заповеди
命令	поръчки
ジャン	жан
ジャン	джийн
旅行	пътувания
旅行	пътуване
旅行	пътувам
旅行	пътуват
旅行	пътешествия
旅行	пътуване
旅行	пътешествие
旅行	трип
旅行	екскурзия
旅行	пътуване
旅行	пътешествие
旅行	пътуване
旅行	пътувам
旅行	пътува
旅行	пътуване
旅行	пътуващи
旅行	пътувания
旅行	екскурзии
ルー	лю
ルー	лу
要求	искания
一郎	ичиро
後継	наследници
月曜	понеделник
比較	сравни
比較	сравнение
比較	сравняване
比較	сравнения
貴族	благородници
貴族	благородниците
貴族	благородство
向上	подобри
向上	подобряване
バトル	битката
バトル	битка
日曜	неделите
ダンス	танци
ダンス	танцувай
ダンス	танц
ダンス	танци
ダンス	танцуващи
ダンス	танцуване
資格	квалификации
資格	квалификация
資格	квалификациите
資格	квалификации
資格	квалификация
実現	реализация
実現	реализиране
実現	осъзнаване
ミサイル	ракетите
ミサイル	ракети
ミサイル	ракета
セント	цента
セント	цента
セント	цент
文章	изречение
文章	присъда
ルート	маршрутите
ルート	пътища
ルート	маршрути
ルート	маршрут
ルート	път
ルート	трасе
ルート	корени
ルート	корен
到着	пристигането
到着	пристигане
到着	пристига
到着	пристигащите
到着	пристигащи
トラ	тигре
トラ	тайгър
トラ	тигър
平和	мир
平和	мирно
平和	спокойна
平和	мирен
平和	спокоен
注意	предпазливост
注意	внимание
ドラゴン	дракони
ドラゴン	драконите
ドラゴン	дракон
一度	веднъж
今日	днеска
今日	днес
集合	задаване
集合	комплект
集合	набор
集合	комплекти
集合	залязва
集合	определя
コンサート	концерт
コンサート	концерти
コンサート	концертите
回転	завъртане
回転	въртене
回転	завъртане
回転	въртене
ロボット	роботът
ロボット	робот
ロボット	робота
ロボット	роботите
ロボット	роботи
歩兵	пехотата
歩兵	пехота
青年	младежта
青年	младост
青年	младеж
青年	младостта
青年	младежи
小惑星	астероиди
小惑星	астероид
用語	срок
用語	термин
用語	мандат
用語	термини
用語	условия
用語	терминология
前身	предшественик
前身	предшественици
前身	предшествениците
姉妹	сестри
姉妹	сестра
小さな	малка
小さな	малки
小さな	малък
小さな	дребен
テン	мартен
テン	десетка
テン	ten
テン	десет
秘密	тайните
秘密	тайни
秘密	секретно
秘密	тайна
秘密	таен
秘密	тайната
秘密	тайно
秘密	секретност
操作	операции
操作	операцията
操作	експлоатация
操作	функциониране
操作	операция
残り	оставащи
残り	оставащите
一致	кибрит
一致	съвпада
一致	мачове
一致	съвпадения
一致	мач
一致	съвпадение
適用	прилага
適用	прилагане
オーストリア	austrian
オーストリア	австрия
オーストリア	австрийски
オーストリア	австрия
山梨	яманаши
イオン	йон
イオン	йони
ジャック	вале
ジャック	джак
ソロ	соло
フィールド	полето
フィールド	поле
フィールド	фийлдс
フィールド	поля
フィールド	полетата
フィールド	полета
キロ	километра
キロ	километри
キロ	килограм
キロ	кило
論文	тезата
論文	дисертация
論文	теза
諸島	острови
諸島	островите
休止	отстраняване
休止	окачване
休止	суспензия
休止	пауза
メキシコ	мексиканска
メキシコ	мексиканец
メキシコ	мексикански
メキシコ	мексиканско
メキシコ	мексико
フォード	форд
福祉	благосъстояние
福祉	благосъстоянието
属する	принадлежат
レポート	докладване
レポート	доклад
レポート	докладване
レポート	отчитане
レポート	отчети
レポート	доклади
要素	елементи
要素	елемент
表明	твърдение
市町村	общините
市町村	общини
市町村	община
平日	делник
ブラ	сутиен
地図	карта
地図	картата
地図	картите
地図	карти
違反	нарушение
違反	нарушение
違反	пробив
衛星	спътник
衛星	сателитно
衛星	сателит
衛星	сателитен
衛星	сателитна
性能	изпълнение
性能	ефективност
カメラ	камера
カメラ	фотоапарат
カメラ	камерата
カメラ	камери
カメラ	фотоапарати
役割	роля
役割	ролите
役割	роли
野村	номура
十分	достатъчно
改良	подобрения
改良	подобрен
改良	подобрени
改良	подобрена
改良	подобрено
ワイド	широко
ワイド	широки
ワイド	широк
ワイド	широка
講師	преподавател
講師	лектор
講師	инструктори
講師	инструктор
ルイ	louis
ルイ	луи
ルイ	луис
ルイ	руи
ルイ	луи
曖昧	двусмислени
曖昧	неясно
曖昧	неясен
曖昧	неопределено
曖昧	неясни
曖昧	неяснота
録音	записване
録音	запис
サブ	sub
サブ	подводница
サブ	подводницата
ニッポン	nippon
読み	четете
読み	прочетете
読み	чета
読み	чети
読み	прочети
読み	четене
指名	номинация
指名	номинацията
冒険	приключенски
冒険	приключението
冒険	авантюра
冒険	приключения
冒険	приключение
冒険	приключения
冒険	приключенията
コレクション	колекции
コレクション	събиране
コレクション	колекция
犯罪	престъпления
犯罪	престъпление
犯罪	престъпност
犯罪	престъпността
大陸	континент
大陸	континента
大陸	континенти
バイパス	байпас
画面	екрана
画面	екран
医師	лекар
医師	лекарите
医師	доктори
医師	лекари
医師	лекари
医師	лекар
医師	докторе
国会	парламента
国会	парламентът
国会	парламент
国会	диети
国会	диетична
国会	диета
インタビュー	интервю
インタビュー	интервюта
インタビュー	разпити
インタビュー	интервютата
ワシントン	уошингтън
ワシントン	вашингтон
マガジン	списание
生命	живот
生命	живота
生命	life
生命	лайф
生命	животът
執行	екзекуция
執行	изпълнение
コミュニティ	общности
コミュニティ	общностите
コミュニティ	общност
コミュニティ	общността
弁護士	адвокати
弁護士	адвокати
弁護士	адвокатите
弁護士	юристи
弁護士	адвокатка
弁護士	адвокат
弁護士	юрист
危険	опасен
危険	опасно
危険	опасна
危険	опасни
危険	опасност
危険	опастност
健康	здрави
健康	здрав
健康	здрава
健康	здравословни
健康	здравословно
健康	здраве
健康	здравеопазване
健康	здравето
愛媛	ехиме
設備	удобства
設備	съоръжения
設備	съоръженията
わか	waka
価格	цени
価格	цена
価格	ценообразуване
アニメーション	анимация
対立	конфликт
対立	конфликти
参考	препратка
参考	позоваване
参考	референтни
香川	кагава
カン	канг
工学	инженерство
タン	тан
タン	тен
母親	майки
母親	майките
母親	майка
母親	майко
ベン	бен
専攻	майорът
専攻	майор
ドア	врата
ドア	вратата
ドア	вратите
ドア	врати
順位	класиране
数学	математика
数学	математика
配給	дажба
配給	дажби
信号	сигнали
信号	сигнал
ドン	дон
ダイレクト	преки
ダイレクト	директна
ダイレクト	директно
ダイレクト	пряко
ダイレクト	директен
審議	обсъждане
ゴール	голове
ゴール	цели
ゴール	цел
ゴール	гол
金融	финанси
金融	финансиране
スウェーデン	швеция
ミス	мис
ロバート	роберт
ロバート	робер
ロバート	робърт
周囲	периметър
動画	запис
動画	видеоклип
動画	видео
動画	видеоклипове
動画	клипове
わら	слама
わら	сламка
広告	реклами
広告	рекламен
広告	реклами
広告	реклама
広告	обява
広告	реклама
ユダヤ	юдея
幕府	шогуната
佐賀	сага
実行	изпълняване
実行	екзекутират
実行	екзекуция
実行	изпълнение
始める	начало
始める	старт
始める	започнете
始める	стартиране
始める	започнете
入口	появяване
入口	вход
チャンピオン	шампион
チャンピオン	шампиона
チャンピオン	шампионка
チャンピオン	шампиони
チャンピオン	шампионите
日記	дневници
日記	дневниците
日記	списания
日記	дневник
日記	журнал
日記	джърнъл
日記	дневник
日記	дневника
日記	дневникът
日記	дневници
日記	дневниците
セル	килия
セル	клетка
セル	килии
セル	клетките
セル	клетки
有効	включено
有効	включена
有効	валидна
有効	валидни
有効	валиден
有効	валидно
フラン	фран
歌詞	текстове
歌詞	текст
鎌倉	камакура
サイ	носорог
サイ	носорози
サイ	рино
サイ	носорог
パワー	мощност
パワー	сила
パワー	власт
パワー	мощ
アーティスト	творци
アーティスト	художници
アーティスト	изпълнители
アーティスト	артисти
アーティスト	изпълнител
アーティスト	художничка
アーティスト	художник
アーティスト	артист
アーティスト	творец
食品	храни
食品	храна
サポート	подпомагане
サポート	подкрепа
サポート	поддръжка
午後	следобедна
午後	следобяд
午後	следобед
ステーション	станция
ステーション	station
ステーション	гара
騎士	найт
騎士	рицар
騎士	рицарите
騎士	рицари
音声	гласът
音声	глас
音声	звук
音声	аудио
音声	реч
音声	говор
うた	ута
ティン	тинг
遺産	наследство
権利	права
トロ	торо
学習	научил
学習	учене
学習	научи
学習	научете
バンク	банк
バンク	банката
バンク	bank
バンク	банка
スコア	резултат
スペース	интервали
スペース	помещения
スペース	пространства
スペース	пространство
スペース	космос
スペース	космоса
四国	шикоку
潜水艦	подводница
潜水艦	подводницата
潜水艦	подводници
人生	живот
人生	живота
人生	life
人生	лайф
人生	животът
ウェブサイト	уебсайт
ウェブサイト	сайт
ウェブサイト	сайтове
ウェブサイト	уебсайтове
大和	ямато
コピー	копиране
コピー	копие
コピー	копия
コピー	копиране
ステークス	залог
ステークス	залози
ステークス	колове
エピソード	епизоди
エピソード	епизод
イラスト	илюстрации
イラスト	илюстрация
中山	накаяма
すでに	вече
収容	ангажимент
収容	отдаденост
収容	ангажираност
収容	обвързване
収容	задължение
収容	задържане
希望	надеждите
希望	надежди
希望	надеждата
希望	хоуп
希望	надежда
三郎	сабуро
マリア	мария
航空機	вс
航空機	самолети
ジェイ	джей
マシン	машинка
マシン	машина
練習	тренировка
練習	практика
練習	практикуване
ソフトウェア	софтуер
燃料	горива
燃料	гориво
燃料	горива
再生	възпроизвеждане
再生	рехабилитация
ウィン	уин
古い	старо
古い	стари
古い	стар
古い	стара
撤退	отстъпление
撤退	отнемане
撤退	теглене
撤退	оттегляне
領域	зона
領域	площ
領域	област
領域	район
司令官	командващ
司令官	командир
防御	защита
防御	отбрана
防御	защитата
防御	защита
防御	отбрана
歴代	последователни
天使	ангелите
天使	ангели
天使	ейнджъл
天使	ангел
天使	angel
天使	анхел
無料	свободно
無料	свободни
無料	свободен
無料	свободна
無料	безплатни
無料	безплатно
教室	класна
ビジネス	бизнес
ジャンプ	скок
ジャンプ	скочи
ジャンプ	скокове
ジャンプ	скача
友人	приятелка
友人	приятелю
友人	приятел
ソウル	сеул
ソウル	душа
ソウル	соул
ソウル	душата
滋賀	шига
期待	очакване
期待	очаквания
期待	очакванията
期待	очаквания
期待	очаквано
期待	очаквани
期待	очакван
期待	очаквана
傾向	склонност
自転車	велосипеди
自転車	мотори
自転車	велосипеди
自転車	велосипед
自転車	мотор
自転車	мотора
自転車	колело
自転車	колелото
自転車	велосипед
自転車	велосипеди
自転車	колело
動き	движения
銀河	галактика
銀河	галактиката
困難	затруднено
困難	затруднения
困難	трудност
困難	трудности
困難	затруднение
困難	трудности
困難	затруднения
モンスター	чудовище
モンスター	чудовището
供給	доставки
供給	снабдяване
供給	предлагане
供給	доставка
アカウント	сметка
アカウント	акаунт
アカウント	отчети
アカウント	сметки
アカウント	акаунти
記憶	спомен
記憶	памет
記憶	спомени
フィルム	филм
フィルム	лента
ロケット	ракетата
ロケット	ракета
低い	долно
低い	ниско
低い	ниски
低い	нисък
低い	ниска
まとめ	обобщим
まとめ	резюме
まとめ	обобщение
解決	решителност
解決	разрешаване
解決	решаване
兵器	оръжие
兵器	оръжия
兵器	оръжията
ウェイ	начин
はい	да
北京	пекин
北京	пекин
引用	цитат
引用	цитирам
引用	цитати
引用	грамоти
引用	цитати
引用	цитат
サイド	страна
サイド	страничен
トリ	тори
原則	принципи
ラブ	обич
ラブ	любов
ラブ	любовта
ラブ	обичам
株式	акции
株式	дялове
株式	акциите
株式	наличност
信頼	доверие
信頼	увереност
信頼	самоувереност
信頼	доверие
信頼	вярвай
信頼	доверен
分析	анализиране
分析	анализиране
分析	анализиране
分析	анализи
分析	анализ
収入	приход
収入	приходи
収入	приход
収入	доход
収入	приходи
収入	доходи
ベルリン	берлин
流れる	тече
惑星	планета
惑星	планетата
惑星	планетите
惑星	планети
同時	едновременно
中野	накано
ルイス	люис
ルイス	луис
ルイス	louis
ルイス	луи
ルイス	луис
目標	голове
目標	цели
しばしば	често
裁判所	съдът
裁判所	съд
裁判所	корт
裁判所	съдилищата
裁判所	съдилища
計算	изчисляване
計算	изчисление
計算	изчисляване
計算	изчисление
計算	изчисли
計算	изчисляване
計算	изчисляване
計算	изчисление
自治	самостоятелност
自治	автономия
バイ	чао
テスト	изпитване
テスト	тест
テスト	изпитвания
テスト	тестове
テスト	изследвания
テスト	изпитване
テスト	тестване
意識	съзнание
意識	съзнанието
意識	съзнание
意識	съзнателно
意識	съзнателен
物質	материя
物質	материята
物質	вещество
物質	субстанция
物質	субстанцията
許可	позволение
許可	разрешение
許可	позволете
許可	позволи
許可	разрешителното
許可	разрешително
許可	разрешение
許可	разрешения
回復	възстанови
回復	възстановяване
画家	художниците
画家	художници
画家	художничка
画家	художник
拡張	разширени
拡張	разширена
拡張	удължен
拡張	разширен
拡張	разширено
拡張	разширения
書籍	книгите
書籍	книги
大きい	голямо
大きい	големи
大きい	голям
大きい	голяма
大きい	биг
大きい	голямо
大きい	големи
大きい	голям
大きい	голяма
ハート	сърце
ハート	сърцето
ハート	харт
メン	мъжете
メン	men
メン	мъже
治療	терапията
治療	терапия
治療	третиране
治療	лечение
治療	обработка
固定	закрепване
固定	фиксиране
固定	фикс
固定	фиксирани
固定	фиксирана
固定	поправен
固定	фиксиран
マイケル	майкъл
観客	зрители
観客	аудитория
観客	публика
免許	лиценз
免許	книжка
免許	книжката
装甲	броня
装甲	брони
装甲	броня
装甲	доспехи
寺院	темпъл
寺院	храмът
寺院	храм
寺院	храмовете
寺院	храмове
占領	заето
占領	професия
占領	окупация
青春	младежта
青春	младост
青春	младеж
青春	младостта
青春	младежи
青春	seishun
佐々木	сасаки
出現	появата
出現	появяване
出現	поява
背景	фон
背景	контекст
比較的	сравнително
比較的	сравнително
比較的	относително
準備	подготовка
準備	препарат
準備	приготвяне
準備	подготовка
準備	приготвяне
アート	арт
アート	изкуството
アート	art
アート	изкуство
規格	стандартите
規格	стандарти
スイス	швейцария
スイス	швейцария
スイス	швейцарски
スイス	швейцарско
スイス	швейцарска
除去	елиминиране
除去	премахване
除去	изваждане
除去	отстраняване
形状	форми
形状	формата
形状	форма
シアター	театър
知事	управителите
知事	управители
知事	управител
知事	губернатор
崩壊	колапс
崩壊	срутване
崩壊	срив
崩壊	разпадане
崩壊	разпад
崩壊	разпадане
キリスト教	кристиан
キリスト教	кристиян
キリスト教	крисчън
キリスト教	християнин
キリスト教	християнството
交渉	договаряне
交渉	преговори
交渉	преговорите
交渉	преговарящ
交渉	договаряне
交渉	преговорите
交渉	преговори
交渉	преговори
普及	разпространяване
普及	разпространение
武田	такеда
マスター	господар
マスター	майстор
オール	гребло
アナ	ана
アナ	анна
アナ	ана
最近	скорошна
最近	скорошни
最近	скорошно
最近	отскоро
最近	напоследък
最近	наскоро
最近	неотдавна
最近	напоследък
無期限	неопределено
インターチェンジ	обмен
アウト	вън
アウト	навън
付属	групиран
協定	съгласие
協定	споразумение
協定	споразумения
スクール	училището
スクール	школа
スクール	училище
推定	презумпция
推定	изчислено
推定	изчислен
推定	предполагаема
推定	предполагаемо
山崎	ямазаки
協議	консултация
協議	консултиране
協議	консултации
吸収	абсорбира
吸収	усвояване
吸収	абсорбция
吸収	поглъщане
ダウン	долу
ダウン	надолу
前田	маеда
処分	унищожаване
処分	разположение
処分	обезвреждане
処分	изхвърляне
事務	афери
大佐	полковник
ブック	тефтер
ブック	книга
軍団	корпус
遺跡	развалини
遺跡	руините
遺跡	руини
ケイ	кей
中間	междинна
中間	междинно
中間	междинен
アクション	действия
アクション	действие
アクション	екшън
アクション	действия
アクション	постъпки
アクション	искове
検証	проверка
検証	валидира
検証	утвърждаване
検証	валидиране
認識	признание
認識	признаване
認識	разпознаване
逮捕	арест
逮捕	арестуван
逮捕	арестувани
逮捕	арестувана
逮捕	арестуван
逮捕	арестувани
逮捕	арести
オフ	off
オフ	изключено
キャラ	кара
金属	метали
金属	metal
金属	метъл
金属	метал
金属	метали
古墳	tumulus
トーク	говори
トーク	поговорим
バラ	рози
バラ	розите
バラ	роуз
バラ	роза
バラ	розата
消防	противопожарни
松山	мацуяма
拒否	упадък
拒否	спад
拒否	отказ
拒否	отказвам
拒否	отказ
拒否	отричам
拒否	отхвърляне
ボス	шефе
戦略	стратегии
戦略	стратегията
戦略	стратегия
ゴールデン	златен
ゴールデン	златни
ゴールデン	златно
ゴールデン	златна
トル	тору
クロス	крос
クロス	кръст
クロス	кръста
興行	артист
興行	изпълнение
興行	ефективност
スケート	пързаляне
スケート	скейт
スケート	кънки
解除	отмяна
解除	анулиране
関数	функция
関数	длъжност
関数	функциониране
関数	функции
関数	функции
負傷	ранена
負傷	ранен
負傷	ранени
ルス	luz
ソビエト	съветска
ソビエト	съветски
中島	накаджима
ガール	момиченце
ガール	момиче
フランク	франк
ハンガリー	унгария
職員	работник
職員	служител
職員	служителка
職員	персонал
職員	официален
職員	официално
職員	официална
ポート	пристанище
ポート	пристанището
ポート	порт
ポート	пристанищата
ポート	пристанища
検査	разглеждане
検査	изследване
検査	инспекция
検査	инспекции
検査	проверка
ホワイト	бяла
ホワイト	бели
ホワイト	бял
ホワイト	бяло
中華人民共和国	кнр
ミックス	смесен
ミックス	смесени
ミックス	смесено
ミックス	смесена
ミックス	смесване
ミックス	микс
資金	фондове
資金	средства
質問	въпрос
質問	въпроси
閉鎖	приключване
閉鎖	затваряне
閉鎖	закриване
演劇	театър
演劇	театър
言及	споменете
言及	споменаване
言及	спомената
言及	споменато
言及	споменат
言及	споменава
テイ	тей
ギリシャ	гърция
金曜日	петък
ライフ	живот
ライフ	живота
ライフ	life
ライフ	лайф
ライフ	животът
否定	отричам
否定	отказ
否定	отричане
否定	отрицание
大使	посланник
大使	посланик
大使	посланиците
大使	посланици
広場	квадратна
広場	квадратни
広場	квадратен
広場	квадрат
広場	площад
ビッグ	биг
ビッグ	голямо
ビッグ	големи
ビッグ	голям
ビッグ	голяма
ヤング	млада
ヤング	младо
ヤング	млади
ヤング	йънг
ヤング	млад
ヘンリー	хенри
常に	винаги
振興	напредък
爆発	взрив
爆発	експлозия
爆発	експлозии
爆発	взривове
売上	продажби
売上	продажбите
モスクワ	москва
重複	дубликати
重複	дублиране
重複	дубликат
重複	припокриване
さくら	сакура
橋本	хашимото
概念	понятие
概念	концепция
概念	концепции
概念	понятия
パート	част
危機	кризите
危機	кризи
危機	кризата
危機	кризи
危機	криза
ドライバー	състезатели
ドライバー	шофьори
ドライバー	водачите
ドライバー	водачи
ドライバー	шофьорът
ドライバー	шофьор
ドライバー	шофьора
裁判	процес
巨人	гиганти
巨人	великани
巨人	гигантски
巨人	великан
巨人	гигант
巨人	гигантска
トーナメント	турнир
北東	североизточна
北東	североизток
エース	ейс
エース	ас
エース	асе
エース	асо
アクセス	достъп
安定	стабилност
安定	устойчивост
安定	стабилни
安定	стабилен
安定	стабилно
安定	стабилна
青山	аояма
調整	корекции
調整	адаптиране
調整	приспособяване
調整	регулиране
調整	корекция
調整	коригиране
調整	коригира
調整	координация
調整	съгласуване
調整	координиране
中世	средновековна
不足	недостиг
不足	липса
不足	недостиг
解釈	тълкувания
解釈	тълкуване
解釈	интерпретация
根拠	основание
根拠	основания
岡田	окада
買収	поемане
買収	поглъщане
買収	придобивка
買収	придобиване
募集	набиране
プレイ	играе
プレイ	играй
プレイ	свири
プレイ	игра
ビット	бит
ビット	парченца
ビット	късчета
ビット	парчета
日曜日	неделите
日曜日	неделно
日曜日	неделя
注目	препоръчани
注目	внимание
国王	крал
国王	кинг
国王	кралят
国王	цар
国王	краля
分布	дистрибуция
分布	разпределяне
分布	разпространение
分布	разпределение
太田	ота
パス	пътека
パス	път
パス	пътеки
パス	пътища
パス	пропуск
パス	мине
パス	пас
パス	преминаване
ミュージシャン	музикант
ミュージシャン	музиканти
リーダー	читатели
リーダー	читателите
リーダー	лидер
リーダー	водач
リーダー	четец
リーダー	читател
与える	дай
ファイナル	финал
ファイナル	краен
ファイナル	окончателно
ファイナル	финали
ファイナル	финалите
ファイナル	изпити
コモ	комо
ポルトガル	португалия
高度	височина
テニス	тенис
ゆき	юки
次郎	джиро
結合	бонд
知識	познаване
知識	знания
知識	познания
知識	знание
知識	познание
ライセンス	лицензи
ライセンス	лиценз
ライセンス	лицензия
ライセンス	лиценз
ライセンス	книжка
ライセンス	книжката
ライセンス	лицензиран
ライセンス	лицензирани
メール	mail
メール	поща
メール	имейл
メール	имейли
メール	мейли
生涯	доживотен
赤い	ред
赤い	червена
赤い	червен
赤い	червени
赤い	червено
クリア	ясно
