மற்றும்	at
இயக்கங்கள்	operasyon
உடை	dress
உடை	damit
உடை	dressing
டாலர்கள்	dolyar
மற்றவர்கள்	iba
ஸ்பெயின்	espanya
ஸ்பெயின்	spain
நோக்கியா	nokia
அக்னி	agni
அதிகளவில்	mataas
அதிகளவில்	highly
காளி	kali
டே	tae
பாடலை	awitin
பாடலை	kanta
பாடலை	awit
நடுத்தர	katamtaman
ஹோட்டல்	otel
ஹோட்டல்	hotel
வடிவவியல்	heometriya
நீக்கம்	spot
பழுப்பு	brown
பழுப்பு	kayumanggi
பழுப்பு	sunugin
பழுப்பு	paso
பழுப்பு	grey
பழுப்பு	gray
பழுப்பு	abo
தடுக்கும்	pigilan
தடுக்கும்	iniiwasan
தடுக்கும்	maiwasan
தடுக்கும்	iwasan
நாட்களுக்கு	araw
அழகான	ganda
அழகான	maganda
அழகான	lovely
இணையாக	kahilera
நடப்பு	current
நடப்பு	kasalukuyan
நடப்பு	kasalukuyang
நடப்பு	kasalukuyan
இறையியல்	teolohiya
தோன்றுகிறது	anyong
தோன்றுகிறது	lumalabas
தோன்றுகிறது	lilitaw
நெட்வொர்க்	network
பக்கத்தை	pahinang
பக்கத்தை	pahina
பக்கத்தை	page
அரியானா	haryana
வளாகத்தில்	campus
கோரிக்கை	hilingin
கோரிக்கை	kahilingan
கோரிக்கை	hiling
கோரிக்கை	request
கோரிக்கை	humiling
ஆலன்	allen
ஆலன்	allan
ஆலன்	alan
யோகம்	yoga
மூலங்கள்	sources
மூலங்கள்	pinagmumulan
மூலங்கள்	pagkukunan
மூலங்கள்	mapagkukunan
மூலங்கள்	yaman
மூலங்கள்	kayamanan
வீழ்ச்சி	pagkatalo
வீழ்ச்சி	taglagas
வீழ்ச்சி	mahulog
பாடினார்	sang
தொழிலில்	industriya
கொடுக்கப்பட்ட	binigay
கொடுக்கப்பட்ட	given
கொடுக்கப்பட்ட	ibinigay
சொந்தமான	personal
வாழ	mabuhay
வாழ	mamuhay
வாழ	live
முன்னோடி	pioneer
பிறர்	iba
காந்த	magnetic
அப்பால்	lampas
அப்பால்	beyond
அப்பால்	kabila
தேர்ச்சி	lumipas
தேர்ச்சி	pasado
எண்ணற்ற	mabilang
கண்டறியப்பட்டது	natukoy
கண்டறியப்பட்டது	natagpuan
கண்டறியப்பட்டது	nahanap
கண்டறியப்பட்டது	nakita
கண்டறியப்பட்டது	nakahanap
துடுப்பாட்டம்	cricket
துடுப்பாட்டம்	kuliglig
எகிப்திய	egyptian
பாட்டு	awitin
பாட்டு	kanta
பாட்டு	awit
பாடும்	kumakanta
பாடும்	kantahan
பாடும்	pagkanta
ஜாவா	java
நாணயங்கள்	barya
டூ	doo
ஹார்ட்	hart
ஆடு	kambing
அம்மா	mommy
அம்மா	nanay
அம்மா	nanay
அம்மா	ina
படகு	bangka
தொழில்துறை	industriya
தொழில்துறை	industrial
தொழில்துறை	industriyal
குல	kay
துல்லியமாக	tumpak
துல்லியமாக	tama
துல்லியமாக	tiyak
கூற்று	pagpapahayag
கூற்று	expression
கூற்று	pahayag
ஒப்புதல்	pahintulot
ஒப்புதல்	aprubahan
ஒப்புதல்	apruba
ஒப்புதல்	pagpayag
ஒப்புதல்	approval
சக	kasamahan
அதிகாரப்பூர்வமாக	officially
அதிகாரப்பூர்வமாக	opisyal
டென்னிஸ்	tennis
மணல்	buhangin
மணல்	sand
இடை	baywang
நுட்பம்	yari
நுட்பம்	kawastuhan
கவலை	balisa
கவலை	pagkabalisa
கவலை	alala
கவலை	nababahala
கவலை	inaalala
கவலை	alala
கவலை	aalala
கவலை	malasakit
கவலை	alalahanin
கவலை	concern
இலைகள்	dahon
உலா	ula
அமிலங்கள்	acids
பாலை	gatas
பாலை	milk
ரேடியோ	radio
ரேடியோ	radyo
லூயிஸ்	louis
லூயிஸ்	lewis
லூயிஸ்	luis
செயற்பாடுகள்	operations
செயற்பாடுகள்	operasyon
செயற்பாடுகள்	gawain
செயற்பாடுகள்	aktibidades
எண்ணம்	inakala
எண்ணம்	akala
எண்ணம்	naisip
எண்ணம்	kala
எண்ணம்	pinansin
எண்ணம்	pumansin
காக்கும்	pagpapanatiling
வாஷிங்டன்	washington
புள்ளியியல்	istatistika
செயல்கள்	aksyon
செயல்கள்	aksiyon
காம்	com
காம்	kam
சாரா	sarah
சாரா	sara
நிலநடுக்கம்	lumindol
நிலநடுக்கம்	lindol
நிலநடுக்கம்	paglindol
எடுக்கப்பட்டது	taken
நன்று	mabait
நன்று	mabuti
நன்று	well
நன்று	mabuti
நன்று	balon
எண்ணி	kontra
எண்ணி	counter
எண்ணி	bilang
பார்த்த	seen
பார்த்த	nakita
அட்லாண்டிக்	atlantic
ஜெமினி	gemini
கணவர்	asawa
கணவர்	lakay
வளங்கள்	mapagkukunan
வளங்கள்	yaman
வளங்கள்	kayamanan
நடிப்பு	acting
நடிப்பு	kumikilos
பணியாளர்கள்	kawani
பணியாளர்கள்	staff
பொழுதுபோக்கு	hobby
பொழுதுபோக்கு	hilig
பொழுதுபோக்கு	libangan
பாடம்	lesson
பாடம்	aral
பாடம்	pagtuturo
பாடம்	tutorial
தற்காலிக	cache
தற்காலிக	pansamantala
பெருக்கல்	multiplikasyon
பெருக்கல்	multiple
பெருக்கல்	maramihang
படையெடுப்பு	pagsalakay
வத்திக்கான்	vatican
வாய்ப்புகள்	pagkakataon
வாய்ப்புகள்	oportunidad
ஓசோன்	pagkaubos
மறைந்து	nakatagong
மறைந்து	nakatago
மறைந்து	itinago
மறைந்து	mawala
மறைந்து	nawawala
வட்டி	interes
வட்டி	patubo
வாடிக்கையாளர்	customer
வாடிக்கையாளர்	kustomer
வாடிக்கையாளர்	kliyente
வாடிக்கையாளர்	client
வாடிக்கையாளர்	kaagaw
வழங்கல்	feed
வழங்கல்	pagdadala
வழங்கல்	delivery
வழங்கல்	paghahatid
ஆகியவற்றைப்	midwifery
ஆயுள்	buhay
போலி	dummy
போலி	peke
போலி	fake
பிரான்சில்	braun
சிற்பம்	iskultura
சிற்பம்	inukit
இணையான	kahilera
இயக்கவியல்	dinamika
நண்பர்	kaibigan
நண்பர்	makipagkaibigan
தேன்	honey
உதாரணம்	halimbawa
ஈராக்	iraq
மின்காந்த	electromagnetic
தாயின்	nanay
தாயின்	ina
வாங்க	bilhin
வாங்க	bibilhin
வாங்க	bumili
எடுத்துக்காட்டுகள்	halimbawa
ஜனாதிபதி	pangulo
ஜனாதிபதி	presidente
சூழலியல்	ekolohiya
தாக்கல்	filing
தாக்கல்	file
போராட்டங்கள்	pait
சூத்திரம்	formula
பெர்லின்	berlin
பள்ளிவாசல்	mosque
சோதனைகள்	trials
சோதனைகள்	pagsusulit
பயனுள்ள	makatutulong
பயனுள்ள	epektibo
பயனுள்ள	epektibong
பயனுள்ள	effective
பயனுள்ள	mabisa
தொடங்குகிறது	begins
தொடங்குகிறது	magsisimula
தொடங்குகிறது	nagsisimula
தொடங்குகிறது	magsisimula
தொடங்குகிறது	nagsisimula
தொடங்குகிறது	sinisimulan
தொடங்குகிறது	nagsisimula
தொடங்குகிறது	simula
சந்திக்கும்	matugunan
சந்திக்கும்	kilalanin
சந்திக்கும்	magkita
அங்கீகாரம்	paterno
அங்கீகாரம்	pagkilala
அங்கீகாரம்	recognition
உம்	umm
நெருக்கடி	sakuna
நெருக்கடி	krisis
தானம்	abuloy
தானம்	donate
சமநிலை	balanse
திருத்தம்	amendment
ஆரிய	aryan
ஆபத்து	panganib
ஆழம்	lalim
ரயில்வே	railway
ரயில்வே	riles
டென்மார்க்	denmark
பெங்களூரு	bangalore
நாணயம்	currency
நாணயம்	pera
நாணயம்	pananalapi
உயரிய	sarap
உயரிய	magaling
ஓட்டங்கள்	tumatakbo
ஓட்டங்கள்	nagpapatakbo
அலுமினியம்	aluminium
பென்	ben
ஜூலியன்	julian
ஆர்தர்	arthur
தேவைகள்	kinakailangan
தேவைகள்	requirements
ஆழ்ந்த	malalim
ஆழ்ந்த	deep
பலம்	lakas
பலம்	tibay
விளக்கங்கள்	detalye
அகலம்	lapad
சமயப்	relihiyoso
இணைந்தார்	sumali
இணைந்தார்	nakasali
சமீபத்தில்	kamakailan
சமீபத்தில்	kamakailan
சமீபத்தில்	lately
செறிவு	intensity
செறிவு	pinagtutuunan
செறிவு	concentration
கேட்க	hilingin
கேட்க	ask
கேட்க	magtanong
கேட்க	tanungin
கேட்க	itanong
கேட்க	marinig
கேட்க	maririnig
கேட்க	naririnig
கேப்	cape
கேப்	tangos
கேப்	kabo
கேப்	cab
வழக்குகள்	kaso
விடுமுறை	pista
விடுமுறை	holiday
விடுமுறை	bakasyon
விடுமுறை	vacation
விடுமுறை	pasko
விடுமுறை	holidays
விடுமுறை	bakasyon
விடுமுறை	kapaskuhan
வாழ்வியல்	pamumuhay
நிறுவனர்	organizer
நிறுவனர்	tagapagtatag
நிறுவனர்	founder
விண்மீன்கள்	starry
சாமி	sami
எழுத்தறிவு	mangmang
எழுத்தறிவு	literacy
பிரதம	prime
பிரதம	punong
துணைக்	sub
துணைக்	rap
கிறித்தவம்	kristiyanismo
இனப்பெருக்கம்	lahi
இனப்பெருக்கம்	pagpaparami
திறமை	skill
திறமை	kasanayan
திறமை	kakayahan
திறமை	talent
திறமை	talento
திறமை	talentadong
தெரிந்த	kilala
செவ்வாய்	tuesday
செவ்வாய்	martes
செவ்வாய்	jupiter
செவ்வாய்	marte
செவ்வாய்	mars
மெட்டல்	metal
மெட்டல்	metals
கட்டளை	command
கட்டளை	utos
தீர்மானம்	pagpapasiya
தீர்மானம்	paglutas
தீர்மானம்	resolution
கணிதவியலாளர்	matematiko
தாவரவியல்	botanika
சபையில்	kongregasyon
தழுவி	yakap
குவாண்டம்	kabuuan
கணிப்பு	hula
கணிப்பு	prediction
அக்பர்	akbar
கண்டுபிடிப்பு	imbento
கண்டுபிடிப்பு	inobasyon
கண்டுபிடிப்பு	innovation
பெறப்பட்டது	natanggap
எவரும்	sinuman
எவரும்	wala
பாதிக்கும்	makakaapekto
நோர்வே	norway
புல்	damo
சோ	cho
எதிர்மறை	negatibong
எதிர்மறை	negatibo
எதிர்மறை	negative
திபெத்திய	tibetan
பருத்தி	bulak
பருத்தி	cotton
நாய்	aso
நாய்	dog
பினாங்கு	penang
விழிப்புணர்வு	kamalayan
விபத்தில்	aksidente
விபத்தில்	crash
இருப்பு	balanse
இருப்பு	presensya
இருப்பு	iral
இருப்பு	presence
இருப்பு	presensiya
இருப்பு	sapi
இருப்பு	stock
ஜோர்ஜ்	jorge
இயந்திரங்கள்	robot
நிலக்கரி	uling
பதிவுகள்	records
பதிவுகள்	talaan
இருமுறை	twice
கட்டிட	gusali
முட்டை	itlog
பட்டி	menu
ஜீ	zee
ஐதராபாத்	hyderabad
நட்சத்திர	bituin
நட்சத்திர	star
இருந்தபோதிலும்	gayunpaman
இளவரசர்	prinsipe
இளவரசர்	prince
மறுபடியும்	ulit
மறுபடியும்	again
மறுபடியும்	muli
மறுபடியும்	nanaman
குணம்	attribute
இறக்குமதி	import
ஹாரி	harry
சைமன்	simon
தீவிரமாக	seryoso
பணத்தை	pera
பணத்தை	salapi
கொச்சி	kochi
ஏழை	mahirap
ஏழை	kawawang
காயம்	injury
காயம்	pinsala
காயம்	sugat
காயம்	nasaktan
ஆசை	pagnanais
ஆசை	desire
ஆசை	nais
ஆசை	naisin
ஆசை	wish
ஆசை	batiin
ஆசை	nais
விளம்பரம்	ads
விளம்பரம்	patalastas
விளம்பரம்	pagpapatalastas
விளம்பரம்	advertising
விளம்பரம்	anunsyo
விளம்பரம்	anunsiyo
விளம்பரம்	advertisement
விளம்பரம்	patalastas
விளம்பரம்	promotion
விளம்பரம்	promosyon
விளம்பரம்	mapalakas
விளம்பரம்	boost
மூலிகைகள்	damo
நீலம்	blue
நீலம்	bughaw
நீலம்	asul
அவளை	her
அவளை	kanya
அவளை	siya
வருகிறார்கள்	sasama
வருகிறார்கள்	darating
தொடர்ந்தது	ipinagpatuloy
தொடர்ந்தது	nagpatuloy
அமெரிக்கர்கள்	amerikano
கனவு	dream
கனவு	pinapangarap
கனவு	panaginip
கனவு	pangarap
கனவு	nananaginip
கனவு	mangarap
கனவு	nangangarap
வானிலை	panahon
தேற்றம்	theorem
ஆணை	instruksiyon
ஆணை	instruksyon
ஆணை	pagtuturo
ஆணை	tagubilin
ஆணை	command
ஆணை	utos
அதிகரித்தது	nadagdagan
தாக்கும்	attack
தாக்கும்	atake
அன்றாட	daily
நிகழ்வில்	pangyayari
நிகழ்வில்	kaganapan
நிகழ்வில்	event
நியமனம்	hinirang
தொண்டு	kawanggawa
தொண்டு	charity
அதிகரிக்கிறது	nagpapabuti
போர்க்	digmaan
போர்க்	digmaang
பரம்பரை	mana
நேர்காணல்	interview
நேர்காணல்	panayam
நேர்காணல்	pakikipanayam
சிகாகோ	chicago
எங்கே	saan
எங்கே	asan
வேண்டியது	dapat
காட்டினார்	nagpakita
காட்டினார்	pinakita
தினசரி	daily
தீய	evil
தீய	masama
தீய	kasamaan
தசை	masel
தசை	kalamnan
தசை	muscle
வயலின்	violin
மறுத்து	tumanggi
பன்னிரண்டு	labindalawang
பன்னிரண்டு	dose
வாக்கு	boto
வாக்கு	bumoto
கிளப்	club
கிளப்	samahan
ஆவி	ghost
ஆவி	multo
ஆவி	diwa
மெய்	totoo
மெய்	true
ஹால்	hall
எச்சரிக்கை	babala
எச்சரிக்கை	ingat
எச்சரிக்கை	alerto
எச்சரிக்கை	alert
அரங்கு	tanghalan
தங்கப்	ginto
தங்கப்	gold
விரல்	daliri
விரல்	finger
பூச்சிகள்	insekto
ஜோ	joe
கலாச்சாரம்	kultura
கலாச்சாரம்	nok
மராத்தி	marathi
இறைவனின்	lord
இறைவனின்	panginoon
கட்டுப்பாடுகள்	paghihigpit
கட்டுப்பாடுகள்	pagkontrol
கட்டுப்பாடுகள்	kinokontrol
முற்றுகை	siege
முற்றுகை	paglusob
மகாபாரதம்	mahabharata
தகவலை	info
தகவலை	impormasyon
பன்றி	baboy
அதிகரிக்க	pagtaas
அதிகரிக்க	dagdagan
அதிகரிக்க	taasan
ஏற்க	tanggapin
ஏற்க	accept
ரோம்	rome
ரோம்	roma
ரோம்	rom
அட்டைகள்	baraha
நேரியல்	guhit
நேரியல்	diretso
முக்கியமானது	kahalaga
முக்கியமானது	mahalaga
படிப்பு	kurso
படிப்பு	course
படிப்பு	aral
தட்டச்சு	typing
காப்பு	backup
காப்பு	bracelet
போட்டு	nilagay
போட்டு	ilagay
வசனம்	dialogue
வசனம்	tula
கற்கள்	bato
திறக்கப்பட்டது	nagbukas
திறக்கப்பட்டது	binuksan
எழுத்துகள்	character
எழுத்துகள்	characters
ஏவுகணை	missile
நீராவி	singaw
நீராவி	steam
சம்பந்தப்பட்ட	nababahala
சம்பந்தப்பட்ட	concerned
சம்பந்தப்பட்ட	concern
காய்ச்சல்	lagnat
காய்ச்சல்	fever
காய்ச்சல்	trangkaso
விட்டம்	diameter
ஆன்மீக	espirituwal
ஆன்மீக	spiritual
எபிரேய	griyego
எபிரேய	ebreo
எபிரேய	hebreo
மறைந்த	nakatagong
மறைந்த	nakatago
மறைந்த	itinago
நடிக்க	casting
ஏர்லைன்ஸ்	airlines
அமர்ந்து	nakaupo
அமர்ந்து	upo
சமமான	katumbas
சமமான	equals
சமமான	pantay
பட்டை	bars
பட்டை	hadlangan
பட்டை	bar
சடங்கு	ritwal
குகை	cave
குகை	kuweba
குறைக்கும்	bawasan
நாற்பது	apatnapu
மண்டலங்கள்	rehiyon
கோல்டன்	golden
கோல்டன்	ginintuang
அகமது	ahmed
குழாய்கள்	pipa
போராளிகள்	fighters
நிகழ்கிறது	mangyayari
நிகழ்கிறது	nangyayari
முழுவதுமாக	lubos
கண்டுபிடிக்கப்பட்ட	natuklasan
பழங்கால	antique
நேபாளம்	nepal
நேபாளம்	nepali
இடர்	panganib
ஆடும்	sayawan
ஆடும்	sumayaw
ஆடும்	nagsasayaw
ஆடும்	sumasayaw
ஆடும்	pagsasayaw
சூழ்நிலை	situation
சூழ்நிலை	sitwasyon
உறவுகள்	kaugnayan
உறவுகள்	relasyon
உறவுகள்	ugnayang
உறவுகள்	ugnayan
உறவுகள்	relasyon
நிறுத்த	tma
நிறுத்த	tumigil
நிறுத்த	itigil
நிறுத்த	tigil
நிறுத்த	huminto
கற்றுக்	tinuturuan
கற்றுக்	itinuro
கற்றுக்	tinuruan
கற்றுக்	nagturo
நடுநிலை	neutral
கோபம்	galit
கோபம்	poot
கோபம்	magalit
கோபம்	galit
கோபம்	nagagalit
விழுந்து	taglagas
விழுந்து	mahulog
இறைவனை	lord
இறைவனை	panginoon
குழப்பம்	gulo
குழப்பம்	pagkalito
குழப்பம்	nalilito
குழப்பம்	pagsalungat
குழப்பம்	salungat
குழப்பம்	nagkagulo
குழப்பம்	kaguluhan
மூலக்கூறுகள்	molecules
துகள்	butil
தட்டு	plate
தட்டு	plato
திருமதி	ginang
திருமதி	misis
துல்லியமான	tumpak
துல்லியமான	tama
துல்லியமான	precision
பூச்சி	barang
நிலைமை	situation
நிலைமை	sitwasyon
எட்டாவது	ikawalong
சிறுவர்கள்	boys
சிறுவர்கள்	pambata
ஒளியியல்	optika
புரதம்	protina
நாகரிகம்	sibilisasyon
நாகரிகம்	kabihasnan
ஆரம்	radius
பண்ணை	bukid
மேற்பரப்பு	ibabaw
சாமுவேல்	samuel
பிடித்தது	paborito
பிடித்தது	favorite
வீரன்	champ
வீடுகளில்	homes
வீடுகளில்	tahanan
கையேடு	manual
கோதுமை	trigo
பதிப்புகள்	edisyon
பதிப்புகள்	bersyon
வளர்ச்சியை	paglago
வளர்ச்சியை	paglaki
மரியாதை	respect
மரியாதை	respeto
மரியாதை	paggalang
விரிவாக்கம்	palawakin
விரிவாக்கம்	extension
பீட்டா	beta
வழிமுறை	hakbang
வழிமுறை	step
வழிமுறை	paraan
வழிமுறை	channel
விரும்பினார்	ginusto
விரும்பினார்	nagustuhan
புரியும்	explanatory
புரியும்	maunawaan
புரியும்	intindihin
புரியும்	naiintindihan
புரியும்	maintindihan
கேரளம்	kerala
கால்நடை	baka
ரஷ்யா	rusya
ரஷ்யா	russia
தேங்காய்	buko
லூயி	luiz
லூயி	louis
லூயி	louie
வேண்டுகோள்	hilingin
வேண்டுகோள்	kahilingan
வேண்டுகோள்	hiling
வேண்டுகோள்	request
வேண்டுகோள்	humiling
அணிந்து	suot
கேட்ட	nakarinig
கேட்ட	narinig
அபிவிருத்தி	development
அபிவிருத்தி	pagpapaunlad
அபிவிருத்தி	unlad
இடைக்கால	medyebal
பார்வையாளர்கள்	audience
பார்வையாளர்கள்	tagapanood
பார்வையாளர்கள்	madla
பார்வையாளர்கள்	makakakita
கண்காணிப்பு	pagsubaybay
கண்காணிப்பு	pagmamanman
கண்காணிப்பு	pagsubaybay
சக்கரம்	gulong
சக்கரம்	chakra
கோடுகள்	lines
கோடுகள்	magtagal
அனுமதிக்கிறது	nagpapahintulot
புராண	epic
புராண	epiko
எப்பொழுதும்	palagi
எப்பொழுதும்	laging
வேதாந்த	vedanta
சிங்கம்	leon
வேல்ஸ்	wales
புறநகர்	suburban
வழிகள்	direksiyon
பாலிவுட்	bollywood
உறுதியாக	mahigpit
உறுதியாக	sure
ஜாக்	jack
ஜாக்	zack
கண்டம்	kontinente
பாதுகாப்பான	ligtas
பாதுகாப்பான	safe
பாதுகாப்பான	ligtas
பாதுகாப்பான	secure
கட்டம்	grid
வாதம்	argumento
வாதம்	argument
வாதம்	pagtatalo
அவதாரம்	avatar
மாறுபடும்	vary
போதே	habang
தேயிலை	tsaa
தேயிலை	tsa
அண்ணன்	annan
படைப்பு	paglikha
படைப்பு	paggawa
படைப்பு	creation
படைப்பு	creative
படைப்பு	malikhain
துணி	tela
துணி	hinabi
துணி	tela
துணி	tela
துணி	tela
அவனுக்கு	kaniya
அவனுக்கு	niya
அவனுக்கு	siya
அவனுக்கு	kanya
நிக்கோபார்	nicobar
படப்பிடிப்பு	film
படப்பிடிப்பு	shoots
படப்பிடிப்பு	shooting
படப்பிடிப்பு	pagbaril
படப்பிடிப்பு	pamamaril
சனி	sabado
சனி	saturday
சனி	sat
சனி	umupo
மூங்கில்	bamboo
மூங்கில்	kawayan
விடை	sagutin
விடை	sagot
தேவைகளை	pangangailangan
சார்ல்ஸ்	charles
நியாயமான	makatwiran
நியாயமான	makatwirang
உதவியது	natulungan
உதவியது	tinulungan
எட்வர்ட்	edward
தலித்	dalit
ராஜீவ்	rajiv
பிரீமியர்	pangunahin
பிரீமியர்	premier
களஞ்சியம்	silo
இடைநிலை	intermediate
கேள்விகள்	katanungan
கேள்விகள்	tanong
நல	welfare
நல	kagalingan
விளையாட்டரங்கம்	stadium
எல்லைகள்	borders
எல்லைகள்	limitasyon
கதிர்வீச்சு	radiation
அழைக்கப்பட்டார்	naimbitahan
அழைக்கப்பட்டார்	inimbitahan
அழைக்கப்பட்டார்	inanyayahan
டோனி	tony
பனை	palm
பனை	palad
கண்ணகி	kannagi
சூறாவளி	cyclone
சூறாவளி	bagyong
சூறாவளி	hurricane
ஆனந்த்	anand
பிரிட்டன்	britanya
பிரிட்டன்	britain
பெருங்கோவில்	katedral
பெல்	bel
பெல்	bell
நிழல்	anino
நிழல்	shading
நிழல்	shadow
நிழல்	anino
நிழல்	lilim
நிழல்	shade
விருத்தி	development
விருத்தி	pagpapaunlad
விருத்தி	unlad
இதயம்	heart
இதயம்	puso
விமர்சனங்கள்	review
விமர்சனங்கள்	kritika
எங்கு	saan
எங்கு	asan
இணைக்க	ikonekta
இணைக்க	kumonekta
திட்டமிடல்	pagplano
திட்டமிடல்	planning
திட்டமிடல்	pagpaplano
தொகுத்தல்	editing
வரவேற்பு	welcome
வரவேற்பு	reception
வரவேற்பு	pagtanggap
இராமன்	raman
மைக்	mike
பவர்	power
பவர்	kapangyarihan
தரை	sahig
தரை	palapag
தரை	lupa
தரை	ground
இளவரசி	princess
இளவரசி	prinsesa
டெல்	tel
டெல்	dell
கணவன்	asawa
கணவன்	lakay
தேவன்	god
தேவன்	diyos
டத்தோ	dato
வாக்கெடுப்பு	botohan
வாக்கெடுப்பு	poll
உலோகங்கள்	metals
படுகொலைகள்	massacre
யுனெஸ்கோ	unesco
சுவை	lasa
சுவை	lasa
எரிக்	eric
பீடம்	dambana
சேரும்	milan
சேரும்	pupuntahan
சேரும்	destinasyon
சேரும்	patutunguhan
வெளிப்பாடு	pagpapahayag
வெளிப்பாடு	expression
வெள்ளம்	baha
வெள்ளம்	flood
வெள்ளம்	baha
வெள்ளம்	pagbaha
வெள்ளம்	baha
வெள்ளம்	pagbaha
கல்லறை	puntod
கல்லறை	libingan
கல்லறை	cemetery
கல்லறை	libingan
கல்லறை	sementeryo
கல்லறை	puntod
கல்லறை	libingan
கல்லறை	grave
அத்தியாயம்	chapter
அத்தியாயம்	kabanata
அத்தியாயம்	episode
இணைந்தது	sumali
இணைந்தது	nakasali
பாட	sing
பாட	kumanta
மீதமுள்ள	natitira
மீதமுள்ள	natitirang
கோள்கள்	planets
ஆவணம்	doc
ஆவணம்	dokumento
பேருந்துகள்	bus
ஏற்படுகின்றன	ikli
மாதா	mata
இணைக்கப்பட்டது	nakakonekta
இணைக்கப்பட்டது	konektado
ராப்	rob
கூட்டல்	addition
கூட்டல்	karagdagan
கூட்டல்	sum
கூட்டல்	kabuuan
நினைவில்	remembered
நினைவில்	naalala
நினைவில்	naaalala
நினைவில்	maalala
நினைவில்	tandaan
வேதம்	veda
முடிச்சு	node
முடிச்சு	buhol
கென்ட்	kent
தடம்	track
தடம்	subaybayan
நடத்தியது	isinasagawa
ஐம்பது	fifty
நீதிமன்றங்கள்	courts
ரப்பர்	goma
வயதான	matatanda
மகனும்	anak
மகனும்	son
கற்று	matutunan
கற்று	matuto
கற்று	aralan
கற்று	malaman
மக்களாட்சி	demokrasya
பூங்காக்கள்	parke
பூங்காக்கள்	parks
நிறுத்தம்	tma
நிறுத்தம்	tumigil
நிறுத்தம்	itigil
நிறுத்தம்	tigil
நிறுத்தம்	huminto
ரோஜா	rose
புகை	naninigarilyo
புகை	paninigarilyo
புகை	usok
பகல்	daylight
நிலா	buwan
நிலா	moon
சதவிகிதம்	porsiyento
சதவிகிதம்	porsyento
சதவிகிதம்	percentage
சதவிகிதம்	porsiyento
சதவிகிதம்	percent
பெனடிக்ட்	benedict
பெனடிக்ட்	benedicto
நீச்சல்	lumangoy
நீச்சல்	lumalangoy
நீச்சல்	swimming
பாடகி	singer
சடங்குகள்	rituals
சடங்குகள்	ritwal
சடங்குகள்	seremonya
கிறிஸ்து	cristo
கிறிஸ்து	christ
கிறிஸ்து	kristo
யுனைடெட்	united
யுனைடெட்	nagkakaisa
காலணி	sapatos
கரும்பு	tubo
பதினான்கு	katorse
சேர்க்கை	unyon
சேர்க்கை	union
சேர்க்கை	unyong
சேர்க்கை	pagpasok
சேர்க்கை	combo
எழுச்சி	tumaas
செயற்பாடு	gawain
செயற்பாடு	aktibidad
விளையாடி	paglalaro
விளையாடி	naglalaro
படித்த	mabasa
படித்த	nabasa
படித்த	basahin
படித்த	pinagaralan
மாறிலி	constant
கைப்பற்றிய	nakunan
கைப்பற்றிய	captured
ஒதுக்கீடு	allocation
பாபா	baba
கிளிநொச்சி	parrot
வாழை	saging
குழுவை	grupo
குழுவை	pangkat
குழுவை	group
அங்குலம்	pulgada
அங்குலம்	pulgada
பேசி	phone
பேசி	telepono
இறைச்சி	karne
ஏரிகள்	lakes
தற்காலிகமாக	pansamantala
அணுகுமுறை	lapitan
அணுகுமுறை	lumapit
அணுகுமுறை	diskarte
காரணி	factor
காரணி	kadahilanan
நிலவு	buwan
நிலவு	moon
உட்புற	panloob
உலோகம்	metal
உலோகம்	metals
அறிமுக	debut
விதை	seed
விதை	buto
விதை	binhi
ஊடகம்	media
ஊடகம்	midya
மெக்சிகோ	mehiko
அமெரிக்கர்	amerikano
அமெரிக்கர்	amerikano
இப்னு	ibn
அறிக்கைகள்	ulat
வெற்றியை	tagumpay
நாளிதழ்	diyaryo
நாளிதழ்	pahayagan
ஹாலிவுட்	hollywood
பிறந்தது	ipinanganak
பிறந்தது	pinanganak
பதினாறு	sixteen
சகோதரன்	kuya
கடை	shop
கடை	tindahan
கடை	mamili
கடை	tindahan
கடை	store
தெளிவு	burahin
தெளிவு	malinaw
தெளிவு	linaw
தெளிவு	kaliwanagan
கணினிகள்	kompyuter
கணினிகள்	computer
கணினிகள்	ekolohiya
வேர்	ugat
வேர்	root
பிரான்சிஸ்	francis
வெளியீடுகள்	release
ஊழியர்கள்	kawani
ஊழியர்கள்	staff
சக்கர	gulong
வாட்	watt
வாட்	wat
சுவிஸ்	swiss
பேட்மேன்	batman
மூடிய	nakasara
மூடிய	sarado
மூடிய	saradong
ஆட்டோ	awtomatiko
ஆட்டோ	auto
வெளியேறும்	umalis
வெளியேறும்	lumabas
ஸ்டீபன்	stephen
ஸ்டீபன்	esteban
ஸ்டீபன்	stefan
ஜான்சன்	johnson
கட்டுமான	konstruksiyon
கட்டுமான	construction
கட்டுமான	konstruksyon
போஸ்	bose
போஸ்	pose
சார்பற்ற	neuter
இன்பம்	kasiyahan
ஒன்பதாவது	siyam
ஒன்பதாவது	ikasiyam
டெய்லர்	taylor
புனைவு	fiction
கன்னி	virgo
மரபுகள்	tradisyon
நடுவர்	referee
நெறிமுறைகள்	pamantayan
டாட்டா	tata
விவசாயிகள்	magsasaka
சாதனம்	device
சாதனம்	aparato
மின்னணுவியல்	elektronika
மின்னணுவியல்	electronics
மேற்கோள்கள்	satellite
மேற்கோள்கள்	quotes
மேற்கோள்கள்	halimbawa
மேற்கோள்கள்	bukambibig
பாக்	pak
தெருவில்	kalye
உயிருடன்	buhay
