американци	미국인
николас	니콜라우스
временни	임시
временни	일시적
алгебра	대수
алгебра	대수학
насилието	폭력
алианс	동맹
алианс	얼라이언스
хавана	아바나
пренос	변속기
пренос	전송
навигация	탐색
навигация	탐색
хирург	외과의사
хирург	외과의
делник	평일
съдиите	판사
интелект	지능
натоварване	로드
натоварване	로딩
натоварване	로딩
наблюдатели	관측자
наблюдатели	관찰자
наблюдатели	옵서버
знамена	배너
знамена	플래그
знамена	깃발
класика	클래식
класика	고전주의
класика	고전
класика	클래식
класика	고전
замърсяване	오염
замърсяване	오염
прикритие	커버
прикритие	덮개
прикритие	표지
стандартите	표준
отрицателни	부정적
отрицателни	음수
отрицателни	음성
ядра	코어
собственика	주인
собственика	소유자
излъчени	방사
новините	뉴스
новините	소식
решен	해결되었습니다
рейнджърс	레인저스
рейнджърс	레인저
гренадини	그레나딘
стихосбирката	찬송
вдъхновен	영감
имп	imp
имп	노출
протестанти	개신교
колумбийски	콜롬비아
корана	꾸란
корана	코란
тръстика	지팡이
тръстика	사탕수수
хоризонтално	수평
хоризонтално	수평으로
хоризонтално	수평
стрелец	총잡이
стрелец	궁수
стрелец	궁수자리
стрелец	아처
съседство	근방
аудитория	타겟
аудитория	관객
аудитория	오디토리움
дарове	선물
развод	이혼
джонас	조나스
джонас	조너스
гомес	고메즈
прародител	조상
ейми	에이미
суперлига	수페르리가
препоръки	참조
препоръки	참고
препоръки	추천
пеша	산책
пеша	걷기
резервоар	탱크
резервоар	전차
резервоар	저수지
изведнъж	갑작스럽게
изведнъж	갑자기
получена	받았습니다
получена	받은
получена	받음
гръбначни	척추동물
преследван	사냥
осма	여덟번째
актуални	인기
загубен	분실
загубен	로스트
загубен	잃어버린
орли	eagles
орли	이글스
научи	배운다
научи	배워
поправка	수리
поправка	보정
поправка	교정
митологията	신화
монголски	몽골
монголски	몽골족
монголски	몽골어
монголски	몽골
светли	밝아
светли	밝고
светли	밝은
светли	밝게
отговорността	책임
отговорността	책임감
монтиран	마운트
монтиран	설치
монтиран	설치됨
атила	아틸라
евразия	유라시아
джамии	모스크
джамии	사원
рай	하늘
рай	천국
рай	rai
рай	파라다이스
рай	천국
рай	낙원
перспектива	전망
перспектива	outlook
перспектива	전망
перспектива	아웃룩
перспектива	관점
розов	분홍색
розов	분홍
розов	핑크
ребека	리베카
ребека	리베카
ребека	레베카
глория	글로리아
европейци	유럽인
древно	고대
повърхности	표면
започване	시작
започване	개시
започване	입문
изгаряне	굽기
изгаряне	화상
изгаряне	불타는
защитници	보호자
валидни	유효합니다
валидни	유효
валидни	유효한
фар	등대
пръстени	반지
пръстени	고리
юбилей	주빌리
юбилей	기념일
пунктове	건널목
опасен	위험한
опасен	위험하다
опасен	위험
кулите	타워
жулиета	줄리엣
индийска	인도인
индийска	인도
индийска	인디언
модерно	모던
модерно	현대
модерно	근대
модерно	근황
магически	마법
украинци	우크라이나인
украинци	우크라이나계
следа	흔적
следа	트레일
координатите	좌표
координатите	좌표계
доход	소득
доход	수입
уравнението	방정식
наказанието	징벌
наказанието	처벌
заповеди	주문
свиня	돼지
свиня	돼지
свиня	돼지
треньорът	코치
говеда	가축
косата	머리카락
косата	머리
косата	머리카락이
бракове	결혼
филиал	자회사
филиал	제휴
скорости	기어
скорости	속도
тайлър	타일러
студен	춥다
студен	감기
студен	추위
студен	차가운
тънък	얇은
съпруги	배우자
съпруги	아내
стърлинг	스털링
стърлинг	스털링
посети	방문
монсерат	몬트세랫
механична	기계
правоъгълна	사각형
правоъгълна	직사각형
изоставени	버림
рисунка	그리기
дишане	호흡
дишане	호흡
земен	지상
земен	earth
земен	대지
земен	지구
планк	플랑크
кисело	사워
найджъл	나이젤
стандартни	스탠더드
стандартни	표준
господари	마스터즈
господари	마스터스
ритуал	의식
видими	표시
видими	표시됨
ашли	애슐리
влака	열차
влака	기차
влака	트레인
идентифицира	식별
идентифицира	식별하기
цигулар	바이올리니스트
блокирането	차단
килограма	킬로그램
метална	금속
автономни	자치구
данте	단테
астрономи	천문학자
бременност	임신
топли	따뜻하다
процесори	프로세서
комисии	위원회
лори	로리
медни	구리
сцените	장면
драматично	극적
библия	성경
шулц	슐츠
шулц	슐츠
девойка	처녀
сплит	스플리트
сплит	스플릿
сплит	분할
сплит	나누기
минали	과거
стандартно	스탠더드
стандартно	표준
ежедневно	일일
ежедневно	데일리
ежедневно	일간
ежедневно	일상
осиновен	채택
осиновен	입양
кадър	액자
кадър	프레임
нико	니코니코
нико	니코
нико	니코
квартет	콰르텟
квартет	사중주
биолог	생물학자
брест	브레스트
пътниците	승객
виждане	비전
виждане	시력
виждане	시각
революционно	혁명
разширен	확장
разширен	연장
дялове	주식
дялове	공유
пас	패스
допуснати	인정
геноцид	집단살해
оае	아랍에미리트
оае	uae
демократичен	민주당
кодиране	암호화
кодиране	부호화
кодиране	인코딩
кодиране	부호화
македонците	마케도니아인
променен	변경되었습니다
променен	바꿨다
променен	변경됨
забележки	발언
забележки	노트
забележки	관찰
забележки	관측
забележки	댓글
вградени	즉각
вградени	인라인
вградени	임베디드
ечемик	보리
ниуе	니우에
незаконно	불법
незаконно	불법
катон	카토
катон	케이토
голф	골프
покрито	커버
покрито	덮여
покрито	코팅
уникално	고유
уникално	독특한
хаос	혼란
хаос	혼돈
хаос	카오스
порно	포르노
порно	포르노그래피
порно	포르노
цялост	무결성
юдаизма	유대교
кипърски	키프로스
араби	아랍인
норфолк	노퍽
стимулира	자극
шесто	여섯번째
неуспешно	실패
обозначаване	명명법
обозначаване	명명
харбър	항구
харбър	항만
нинджа	닌자
атомите	원자
чудовище	괴물
чудовище	몬스터
чудовище	괴물이
антология	anthology
издигане	어센션
издигане	승천
грим	화장
грим	메이크업
мозайка	모자이크
католицизма	가톨릭교회
католицизма	가톨릭주의
платформата	플랫폼
унищожение	파괴
спиърс	스피어스
доходи	수입
доходи	수익금
доходи	수익
доходи	소득
доходи	수입
слух	소문
слух	소문
слух	청각
звена	유닛
звена	단위계
звена	단위
гордост	자존심
гордост	프라이드
тасмания	태즈메이니아
наказания	처벌
наказания	징벌
наказания	처벌
наказания	처벌
блока	블록
оценката	평가
ябълка	사과
ябълка	애플
корнелия	코르넬리아
обяснения	설명
надзор	감시
пушки	소총
пушки	총기
чилийски	칠레
овца	양양
команда	커맨드
команда	명령
команда	명령어
команда	사령부
команда	지휘
меси	메시
ройс	로이스
художничка	화가
художничка	음악가
художничка	예술가
художничка	아티스트
художничка	아티스트가
цифрови	디지털
лесото	레소토
изискване	요구사항
охридското	오흐리드
неуспех	실패
неуспех	실패
жури	배심원
увеличена	증가
континентална	콘티넨탈
континентална	대륙
континентална	콘티넨털
жилище	거주
кристиян	기독교
кристиян	크리스티안
кристиян	크리스천
кристиян	크리스찬
насока	가이드라인
равенството	평등
равенството	평등주의
екземпляр	견본
мрака	어둠
мрака	암흑
производителите	제조업체
производителите	제조업자
мексиканска	멕시코인
мексиканска	멕시코
социализъм	사회주의
изпращане	보내기
изпращане	전송
изпращане	디스패치
изпращане	송금
изпращане	보내기
изпращане	보냅니다
изпращане	전송
актуализация	갱신
актуализация	업데이트
сандра	산드라
сандра	샌드라
флотилия	함대
флотилия	플리트
агресия	공격성
тласък	홍보
тласък	홍보하기
бруклин	브루클린
бруклин	브룩클린
тройно	트리플
тройно	삼중
лира	리라
лира	리라
серина	세레나
серина	세리나
мани	매니
ярки	생생
ярки	생생한
вероника	베로니카
вероника	베로니카
тяга	추진력
оцеляване	생존
оцеляване	생존
оцеляване	살아남은
стратегии	전략
пърл	진주
седи	앉은
определения	정의
алтернативен	대안
алтернативен	얼터너티브
алтернативен	대체
сакс	삭스
сакс	삭스
изключени	비활성화
изключени	제외됨
рубин	루벤
корали	산호
корали	산호
подаване	제출
геодезия	측지학
сицилиански	시칠리아
аврам	아브람
аврам	아브라함
аврам	에이브러햄
вчера	어제
готви	요리사
цитати	따옴표
цитати	인용
ефективен	효율적
ефективен	효과적
списанията	잡지
бойс	보이즈
пътеки	경로
пътеки	트레일
пътеки	궤적
пътеки	흔적
материята	물질
сървъри	서버
оратор	스피커
сплави	합금
сантиметра	센티미터
анджело	젤로
анджело	안젤로
изявление	성명서
изявление	진술
промишлен	공업
промишлен	산업
здраво	타이트
здраво	열심히
здраво	하드
здраво	어려워
рихтер	리히터
експериментални	실험
транс	트랜스
транс	트랜스
транс	트랜스월드
транс	트랜스포트
починала	사망
емисии	배기가스
емисии	배출권
емисии	배출량
емисии	배출
емисии	방출
емисии	배출
ида	ida
екологични	생태
екологични	생태주의
екологични	생태학
слуша	듣기
слуша	청취
нормален	정규
нормален	보통
нормален	평범
нормален	정상
рунд	라운드
стреля	새싹
улф	울프
улф	늑대
улф	볼프
улф	울프
унгарците	헝가리인
предложени	추천
любовница	연인
любовница	애인
болката	통증
болката	통증이
болката	고통
мъдростта	지혜
камила	낙타
камила	카멜
грейс	그레이스
грейс	은혜
меню	메뉴
суверенитет	주권
цвете	꽃이
цвете	플라워
предположение	승천
предположение	추측
теленовела	텔레노벨라
корсика	코르시카
подводни	수중
преподаване	교육
преподаване	교사
преподаване	가르침
рийд	리드
рийд	리드
малинов	라즈베리
максуел	맥스웰
миди	홍합
миди	미디
миди	midi
миди	조개
виртуална	가상
виртуална	버추얼
кал	mud
кал	머드
кал	진흙
кал	kal
железници	레일
железници	철도
железници	철도
хардуер	하드웨어
коен	코헨
маски	마스크
маски	가면
браво	bravo
браво	브라보
търговците	상인
търговците	상인인
голо	누드
голо	nude
членството	멤버십
членството	멤버
домашна	국내
домашна	숙제
мила	여보
мила	허니
мила	베이비
мила	아기
мечки	베어스
демократични	민주당
дрехите	옷이
палас	궁궐
палас	궁전
обедини	단결하라
обедини	단결
веществата	물질
фантастични	판타스틱
фантастични	환상적
празен	비어
празен	비어
хавайски	하와이
разглеждане	탐색
разглеждане	둘러보기
разглеждане	찾아보기
разглеждане	시험
разглеждане	검사
разглеждане	브라우징
стол	의자
стол	대변
стол	변이
реплика	라인
вертикални	수직
вертикални	세로로
вертикални	세로
джъстин	저스틴
джъстин	저스틴
излишно	불필요한
излишно	불필요
грац	그라츠
зает	바쁜
зает	바쁘다
зает	바빠
насоки	복음
насоки	가이드라인
насоки	지침
насоки	가이드라인
сержант	경사
сержант	상사
монтгомъри	몽고메리
кърт	커트
кърт	쿠르트
кърт	커트
конфигурация	설정
конфигурация	구성
исмаил	이스마엘
исмаил	이스마엘
протеини	단백질
протеини	단백질
творческо	크리에이티브
здрава	건강하게
здрава	건강
здрава	건강한
жерар	제라드
харвард	하버드
фантастичен	판타스틱
фантастичен	환상적
тренировки	훈련
тренировки	트레이닝
тренировки	운동
любимите	책갈피
любимите	즐겨찾기
албанците	알바니아인
бебе	베이비
бебе	아기
его	ego
его	자아
билки	약초
билки	허브
говорител	대변인
говорител	대변인
говорител	스피커
очила	안경
очила	선글라스
очила	안경
насочено	감독
метален	금속
удобен	편리하다
удобен	편리
соул	영혼
соул	소울
екватора	적도
ханство	칸국
канадска	캐나디안
канадска	캐나다인
случайни	무작위
случайни	무작위로
случайни	랜덤
седмично	주간
седмично	매주
доживотен	평생
възход	상승
възход	rise
достойнство	위엄
достойнство	존엄
достойнство	품위
деймън	데이먼
наоколо	주위
наоколо	주변
заловени	캡처
заловени	캡쳐
естонски	에스토니아어
естонски	에스토니아
слонове	코끼리
слонове	엘리펀츠
слонове	코끼리
италианците	이탈리아인
пърси	퍼시
проба	표본
проба	견본
проба	샘플링
проба	샘플
амазонка	아마존
злоупотреба	남용
злоупотреба	악용
злоупотреба	학대
злоупотреба	남용
злоупотреба	악용
терминал	터미널
ограничение	제한
ограничение	한계
ограничение	제한
ограничение	극한
спиридон	스피리돈
включващо	피처링
конници	라이더스
конници	라이더
грешно	잘못된
навлизане	항목
романтичен	낭만
романтичен	낭만주의
романтичен	로맨틱
романтичен	낭만적
прайс	프라이스
ска	ska
ска	스카
ска	스카우터
банди	밴드
банди	갱스
тибетски	티베트어
тибетски	티베트
тибетски	티베트족
торо	토로
торо	토토로
торо	소로
изброени	나열
стопанства	농장
стопанства	농사
подслон	쉼터
зора	새벽
националисти	국민주의
оптични	광학
оптични	광안리
оптични	광화문
бали	발리
експериментална	실험
круз	크루즈
круз	크루즈
херакъл	헤라클레스
стрели	화살
стрели	화살표
подобрение	향상
подобрение	개선
бедността	가난
бедността	빈곤
кратера	충돌구
хичкок	히치콕
корейски	한국인
корейски	한국
корейски	한국어
лутер	루터
константа	상수
забранен	금지
забранен	금지
забранен	차단됨
дим	어둡게
дим	흐림
дим	연기
дим	담배
показан	표시됨
показан	표시된
олово	리드
заплати	급여
заплати	월급
заплати	임금
заплати	임금
чайковски	차이콥스키
очакване	기대
заключение	결론
ано	ano
албер	알베르트
албер	앨버트
клайн	클라인
аматьорски	아마추어
пакети	패키지
пакети	패킷
романтична	낭만
романтична	낭만주의
романтична	로맨틱
романтична	낭만적
уорън	워렌
усложнения	합병증
усложнения	합병증
французи	프랑스
французи	프랑스어
французи	프렌치
французи	프랑스인
теорема	정리
монтирана	마운트
галактики	은하
дебат	토론
дебат	논쟁
кембъл	캠벨
нерви	신경
нерви	신경
почитатели	팬들
стратегията	전략
блу	파란색
блу	청색
блу	푸른
блу	블루
блу	파랑
блу	푸른색
плочки	타일
плочки	타일
богатства	재물
долар	달러
тероризъм	테러리즘
тероризъм	테러
утрехт	위트레흐트
кристал	크리스털
кристал	크리스탈
положителна	긍정
положителна	양수
положителна	긍정적
положителна	긍정적인
фрайбург	프라이부르크
тактически	전술
бийтълс	beatles
бийтълс	비틀즈
пратеник	messenger
пратеник	메신저
пратеник	특사
пратеник	스케줄러
гъба	스폰지
гъба	스펀지
гъба	버섯
хелън	헬렌
клони	나뭇가지
публичен	공공
публичен	공개
публичен	공중
коринт	코린토스
дестинация	목적지는
дестинация	목적지
любим	favourite
любим	즐겨
любим	좋아하는
любим	연인
любим	애인
вторично	중등
хеликоптер	헬리콥터
хеликоптер	헬기
поканени	초대
скокове	점프
скокове	장애물
скокове	점핑
скокове	점프
дубай	두바이
минни	광산
минни	마이닝
минни	광업
странни	이상한
странни	이상하다
опция	옵션
зайци	토끼
астронавтите	우주비행사
зависими	종속
намалена	감소
касандра	카산드라
правосъдие	정의
италианско	이탈리아
италианско	이탈리아인
италианско	이탈리아어
фашизма	파시즘
скелет	뼈대
скелет	뼈대
сърдечен	심장
престъпници	범죄자
нервни	긴장감
нервни	긴장
селскостопанска	농업
селскостопанска	농지
разрушаване	폭파
разрушаване	파괴
масов	미사
масов	매스
масов	대량
масов	질량
взвод	분대
взвод	스쿼드
взвод	소대
алуминий	알루미늄
алуминий	알루미늄
китове	고래
китове	고래
минимални	최소
премия	보너스
премия	프리미엄
балтимор	볼티모어
принудително	강제
принудително	강제로
шарка	홍역
портата	대문
портата	게이트
патент	특허
кливланд	클리블랜드
инсбрук	인스브루크
асоциации	협회
крисчън	기독교
крисчън	크리스티안
крисчън	크리스천
крисчън	크리스찬
кюри	퀴리
лок	loc
лок	로크
нюфаундленд	뉴펀들랜드
виновен	유죄
емоционално	감정
битие	제네시스
битие	창세기
битие	천지창조
мехур	거품
мехур	버블
мехур	방광
барт	bart
барт	바트
капитализма	자본주의
ниша	틈새
писмен	서면
отрицателно	부정적
отрицателно	음수
отрицателно	음성
диксън	딕슨
променлив	변광성
променлив	변수
готически	고딕
хилс	힐스
хилс	언덕
астрономията	천문학
смели	용감한
смели	굵게
смели	굵은
смели	대담
безкрайно	인피니트
безкрайно	무한
безкрайно	끝없는
демон	데몬
демон	악마
прехвърляне	전송
дрейк	드레이크
дюк	공작
дюк	듀크
сиракуза	시러큐스
галактиката	은하
галактиката	갤럭시
шоколад	초콜릿
шоколад	초콜렛
франка	프랑카
фигурата	그림
академична	학문
академична	학업
академична	학술
отваряне	오픈
отваряне	열기
отваряне	오프닝
отваряне	개봉
уинстън	윈스턴
лектор	강사
къртис	커티스
функционалност	기능
мол	쇼핑몰
неофициално	비공식
неофициално	비공식
журналистка	기자
журналистка	언론인
журналистка	저널리스트
материално	물질
материално	재료
материално	소재
строг	엄격한
строг	스턴
строг	stern
книжка	라이선스
книжка	라이센스
книжка	면허
книжка	허가서
почести	명예
локално	국소
локално	로컬
локално	현지
даун	새벽
мотивите	동기
пушка	샷건
пушка	소총
флеминг	플레밍
мъдрост	지혜
лвов	리비우
лампи	등불
лампи	램프
дай	give
монферат	몬페라토
разходки	걷기
вълните	파도
чувствителност	감도
заето	바쁜
заето	바쁘다
заето	바빠
заето	점령
крос	교차
крос	십자
крос	십자가
крос	크로스
инсталация	설치
тед	테드
тед	ted
спорно	논란이
спорно	논란
остатък	잔해
остатък	나머지
ателие	스튜디오
електрическо	전기
електрическо	전기
кралете	킹스
принсипи	프린시페
оцветени	스테인드
пишете	쓰기
пишете	글쓰기
наполи	나폴리
тихо	조용히
тихо	조용한
изтичане	누출
изтичане	누출
изтичане	누출
заек	토끼
заек	산토끼
заек	토끼
генетични	유전자
гума	고무
гума	타이어
гума	타이어
пластове	레이어
отрова	독도
легло	침대
омраза	증오
омраза	미움
омраза	혐오
омраза	증오
омраза	혐오
вкара	득점
мюнстер	뮌스터
хвърляне	던지기
хвърляне	던지기
хвърляне	피치
топла	따뜻하다
диаграма	다이어그램
диаграма	도표
диаграма	차트
бърнард	베르나르드
бърнард	버나드
бърнард	베르나르
стела	스텔라
клубовете	클럽
чувствителни	민감한
чувствителни	민감하다
бърно	브르노
пътешествия	여행
противоречиви	모순
каляри	칼리아리
любимци	즐겨찾기
пласт	계층
пласт	레이어
директна	직접
директна	직통
директна	direct
директна	다이렉트
бедност	가난
бедност	빈곤
вика	calling
пенсия	연금
спорна	논란이
спорна	논란
регулира	규제
морисън	모리슨
сделки	거래
сделки	트랜잭션
скрито	숨김
скрито	숨겨져
скрито	숨겨진
скрито	숨겨진
мисионери	선교사
потомство	후예
смесване	믹싱
смесване	섞어
смесване	믹스
смесване	혼합
смесване	혼합
изабел	이사벨
изабел	이사벨
изабел	이자벨
горещи	덥다
горещи	hot
горещи	뜨겁다
горещи	뜨거운
ракия	브랜디
интервали	공간
интервали	공백
черепа	두개골
черепа	해골
изписан	퇴원
цитат	따옴표
цитат	인용
цитат	따옴표
цитат	인용
закрила	보호
макдоналд	맥도널드
макдоналд	맥도날드
макдоналд	맥도널드
макдоналд	맥도날드
увеличен	증가
пик	피크
утвърждаване	검증
гигант	자이언트
гигант	거대
артистичен	예술적
функциониране	함수
функциониране	작동
функциониране	작전
стийв	스티브
сали	샐리
токелау	토켈라우
график	일정
график	스케줄
график	예약
график	시간표
дарение	기부
дарение	기부금
дарение	기증
дарение	기부
дарение	기부금
издадено	발급
издадено	발행
пирамиди	피라미드
пирамиди	피라미드
брук	브룩스
брук	브룩
брук	브룩
грях	sin
ориентирани	지향
безопасно	안전한
безопасно	무사히
безопасно	안전
тича	달리기
тича	러닝
присъди	문장
одисей	오디세이
одисей	율리시스
биологията	생물학
клана	클랜
