operze	opéra
akademickie	universitaires
akademickie	académique
szt	pc
szt	pcs
dialogi	dialogues
aparatu	appareil
aparatu	caméra
przyszedł	vint
przywilej	privilège
przywilej	privilèges
przywilej	privilèges
przywilej	privilège
sri	sri
lekki	lumiere
lekki	lumière
lekki	légère
lekki	léger
lekki	léger
lekki	légèreté
lekki	légère
lekki	légères
karaibów	caraïbes
karaibów	antilles
karaibów	caraïbe
konserwatorium	véranda
konserwatorium	conservatoire
basen	piscine
basen	pool
roll	rouler
roll	roll
roll	rouleau
uchodźców	réfugiés
uchodźców	réfugiées
uchodźców	réfugiée
uchodźców	réfugié
uchodźców	réfugiés
owoc	fruitières
owoc	fruits
empire	empire
pióra	stylos
pióra	plumes
ski	ski
ski	skier
okręgów	districts
okręgów	arrondissements
okręgów	quartiers
regularne	ordinaire
regularne	régulière
regularne	régulières
regularne	régulier
break	break
break	pause
break	rupture
break	briser
druku	impression
druku	imprimer
druku	imprimeries
druku	imprimerie
zasoby	ressource
zasoby	ressources
zasoby	stock
ran	blessure
ran	plaie
ran	plaies
ran	blessures
objętości	volume
objętości	volumes
radosław	radosław
czystości	pureté
oskar	oscar
oskar	oskar
szczęścia	chance
szczęścia	bonheur
modlitwa	priant
modlitwa	prières
modlitwa	prier
modlitwa	prières
modlitwa	prières
modlitwa	prière
modlitwa	prier
marine	marin
marine	marins
marine	marine
rasa	race
rasa	course
rasa	race
tymczasowy	provisoire
tymczasowy	temporaires
tymczasowy	temporaire
tymczasowy	provisoire
tymczasowy	intérimaire
tymczasowy	intérimaires
tymczasowy	intérim
tymczasowy	provisoire
tymczasowy	provisoires
satelita	satellite
pérez	perez
pérez	pérez
przykładów	exemples
era	époque
era	eer
era	era
era	époque
lang	lang
królowie	rois
królowie	kings
pascal	pascal
szóste	sixth
szóste	sixième
pomógł	aidé
pomógł	aidés
gridcolor	gridcolor
teatrów	théâtres
teatrów	théâtres
dyskografia	discographie
koń	chevaux
koń	cheval
koń	jument
pacjenta	patiente
pacjenta	patients
pacjenta	patient
potrzebna	nécessité
potrzebna	besoins
potrzebna	besoin
potrzebna	nécessaires
potrzebna	nécessaire
potrzebna	besoin
potrzebna	requis
proponuje	propose
uderzenie	impact
uderzenie	incidence
uderzenie	touché
uderzenie	frappé
uderzenie	frapper
popełnił	engagée
popełnił	engagés
popełnił	commis
popełnił	engagé
piaski	sables
piaski	sands
annie	annie
secret	secrets
secret	secret
secret	secrète
zmniejsza	réduit
zmniejsza	baisses
zmniejsza	diminue
polecenia	commandements
polecenia	commandes
polecenia	commandement
polecenia	commande
fortu	fort
aleksandrii	alexandrie
praktyka	stagiaire
praktyka	stages
praktyka	stage
praktyka	pratiquer
praktyka	pratique
praktyka	pratiques
sainte	sainte
środowisk	environnements
ska	ska
zaangażowany	impliqué
zaangażowany	impliqués
zaangażowany	impliquée
zaangażowany	engagée
zaangażowany	engagés
zaangażowany	commis
zaangażowany	engagé
zakończony	terminée
zakończony	résilié
pomiarów	mesures
renesansu	renaissance
częste	commune
częste	fréquent
częste	fréquents
częste	commun
częste	fréquentes
częste	fréquent
częste	fréquents
częste	fréquente
grażyna	grażyna
jelita	intestins
jelita	intestin
jelita	intestins
jelita	intestin
jelita	intestins
jelita	intestin
jelita	intestinaux
jelita	intestins
jelita	intestinale
jelita	intestinal
jelita	intestin
jelita	intestins
jelita	boyaux
zdrowie	sante
zdrowie	santé
cbs	cbs
rolnicze	agricole
rolnicze	agricoles
charakteryzują	caractériser
partnerem	associé
partnerem	partenaire
partnerem	associée
partnerem	partenaires
przedstawiono	présentés
przedstawiono	présentées
przedstawiono	présentée
przedstawiono	présenté
honoru	honneur
honoru	honneur
honoru	honorer
square	carré
square	carrés
square	square
square	carrées
odrębne	distinctes
odrębne	distinct
odrębne	distincte
odrębne	distincts
odrębne	distinct
odrębne	séparés
odrębne	séparé
odrębne	séparées
odrębne	séparer
obydwa	both
czaszki	crânes
czaszki	crâne
czaszki	crânes
fischer	fischer
białek	protéines
publiczny	publics
publiczny	publiques
publiczny	public
publiczny	publique
mail	courrier
mail	mail
nieznacznie	légèrement
tronie	trône
kogo	qui
kogo	oms
kogo	who
heaven	paradis
heaven	heaven
heaven	cieux
heaven	ciel
cen	cen
rozkładu	décomposition
piła	boire
piła	boisson
piła	potable
piła	bu
piła	buvait
piła	saw
piła	scie
śniegu	neige
śniegu	snow
damian	damien
damian	damian
funkcjonował	fonctionné
funkcjonował	fonctionnait
istoty	créatures
ołtarzu	autel
policjant	flic
policjant	policier
policjant	gendarme
policjant	policier
toledo	tolède
toledo	toledo
cannes	cannes
informacyjny	instructif
informacyjny	informative
informacyjny	informatif
geschichte	geschichte
gospodarstwo	ferme
gospodarstwo	fermes
gospodarstwo	holding
czwartego	quatrième
czwartego	fourth
czwartego	quatrièmement
wiosce	village
teologiczne	théologique
ograniczona	limitée
ograniczona	limitées
ograniczona	limité
ograniczona	limités
ograniczona	limité
ograniczona	restreint
kontynuować	continuer
kontynuować	continue
kontynuować	continuons
kontynuować	continuez
kontynuować	poursuivre
kontynuować	procéder
dem	dem
potwierdzenie	confirmation
potwierdzenie	reconnaissance
management	management
management	gestion
split	diviser
split	scinder
split	split
split	scission
kenneth	kenneth
przeżył	survécu
sosna	pine
sosna	pin
paragwaju	paraguay
bunt	révolte
bunt	révoltes
bunt	mutinerie
bunt	révolte
bunt	rébellion
pete	pete
suche	sèche
suche	sèches
suche	sec
suche	secs
suche	sécher
ward	ward
ward	pupille
baz	baz
owłosione	poilu
owłosione	poilus
owłosione	chevelu
promieniowanie	rayonnement
promieniowanie	radiations
promieniowanie	rayonnements
struga	struga
eduardo	eduardo
sweet	doux
sweet	sucré
sweet	douce
sweet	sweet
skierowane	dirigé
skierowane	réalisé
skierowane	orienté
kolorów	coloris
kolorów	couleurs
fernández	fernandez
fernández	fernández
rycerz	knight
rycerz	chevalier
rycerz	chevaliers
zapewnienia	assurez
zapewnienia	rassurer
zapewnienia	rassurée
watson	watson
wyraża	exprime
wprowadzona	introduit
wprowadzona	introduits
wprowadzona	introduites
zwrot	rembourser
zwrot	remboursement
zwrot	restitution
zwrot	remboursé
zwrot	remboursements
zwrot	retourner
zwrot	retour
zwrot	revenir
zwrot	remboursement
przypisuje	assigne
funkcjonowanie	fonctionnement
funkcjonowanie	opération
funkcjonowanie	fonctionnement
białoruś	belarus
białoruś	biélorussie
białoruś	bélarus
socjalistyczna	socialistes
socjalistyczna	socialiste
czołg	réservoir
czołg	tank
czołg	citerne
czołg	cuve
egzemplarze	exemplaires
egzemplarze	copies
egzemplarze	copie
zboczach	pentes
zboczach	pistes
słowackiej	slovaque
słowackiej	slovaques
widział	saw
widział	scie
połączona	fusionnées
połączona	fusionnée
połączona	fusionnés
połączona	fusionné
patrol	patrouilles
patrol	patrouiller
patrol	patrouille
litera	lettre
oznaczony	étiquetés
oznaczony	identifié
oznaczony	identifiées
oznaczony	étiqueté
oznaczony	marqué
oznaczony	identifiés
oznaczony	marquées
oznaczony	marquée
oznaczony	marqué
oznaczony	marqués
control	contrôler
control	contrôle
chóru	chœur
chóru	chœurs
chóru	chorale
chóru	choeur
chóru	chœurs
chóru	refrain
chóru	choeur
chóru	chœur
starcia	heurts
starcia	affrontements
stacjonował	stationnés
stacjonował	stationné
maroka	marocains
maroka	marocain
maroka	marocaine
athletic	athlétique
athletic	athlétisme
aresztowania	arrestations
okien	windows
okien	vitres
okien	fenêtres
bogato	richement
karen	karen
reorganizacji	redressement
reorganizacji	réorganisation
reorganizacji	réorganisation
odpowiedni	approprié
odpowiedni	appropriées
odpowiedni	appropriés
odpowiedni	appropriée
odpowiedni	approprié
odpowiedni	convenable
śledztwo	enquête
enwiki	enwiki
wrc	wrc
względnie	relativement
praktyczny	pratique
ograniczony	limitée
ograniczony	limitées
ograniczony	limité
ograniczony	limités
ograniczony	limité
ograniczony	restreint
arabskie	arabe
arabskie	arabes
arabskie	arabe
arabskie	arabes
arabskie	arabe
arabskie	arabes
lewo	gauche
dno	fond
kopenhadze	copenhague
wyścigi	courses
wyścigi	course
wyścigi	racing
wyścigi	courses
gracze	joueurs
gracze	joueurs
holland	hollande
halle	halle
dotarły	arrivés
dotarły	arrivé
sumy	somme
sumy	sum
sumy	totaux
bractwa	confrérie
bractwa	fraternité
bractwa	confrérie
bractwa	fraternité
tajemnica	mystérieux
tajemnica	mystère
tajemnica	mystérieuse
tajemnica	mystères
tajemnica	secrets
tajemnica	secret
tajemnica	secrète
targ	marketplace
targ	marché
połączony	connectée
połączony	connectés
połączony	raccordée
połączony	connecté
kraina	terre
kraina	terrain
kraina	terres
szeregi	grades
szeregi	rangs
szeregi	série
szeregi	séries
potrzebny	nécessité
potrzebny	besoins
potrzebny	besoin
potrzebny	nécessaires
potrzebny	nécessaire
potrzebny	besoin
potrzebny	requis
mig	mig
oryginalna	originale
oryginalna	original
oryginalna	originaux
kanały	chaînes
kanały	canaux
kanały	canaux
kanały	canal
kanały	chaîne
kanały	chenal
kanały	channel
inicjatorem	initiateur
konklawe	conclave
boczny	latéraux
boczny	latérales
boczny	latérale
boczny	latéral
zoo	zoos
zoo	zoos
zoo	zoologique
zoo	zoo
pokryta	couvert
pokryta	couvertes
pokryta	couverte
pokryta	recouvert
pokryta	couverts
turner	turner
ambasady	ambassades
ambasady	ambassade
ambasady	ambassades
jefferson	jefferson
spartak	spartak
partner	associé
partner	partenaire
partner	associée
partner	partenaires
partner	affilié
partner	affiliés
transmisji	transmission
transmisji	transmissions
transmisji	diffusion
transmisji	radiodiffusion
transmisji	diffuser
teodora	theodora
właściciele	propriétaires
albrecht	albrecht
kolonie	colonies
joão	joão
heinz	heinz
wygrana	victoire
wygrana	gagnez
wygrana	gagner
wygrana	gagnant
wygrana	gagnante
wygrana	gagner
wygrana	gagnant
lekkie	léger
lekkie	légèreté
lekkie	légère
lekkie	légères
regulamin	réglementation
regulamin	règlement
regulamin	régulation
regulamin	règlementation
rachel	rachel
flotylli	flottille
wenecja	venise
idee	idées
sierżant	sergent
sierżant	sarge
sierżant	sergent
sierżant	adjudant
wynalazca	inventeur
bei	bei
skarb	précieux
skarb	précieuse
skarb	précieuses
skarb	trésors
skarb	trésor
ogrody	jardins
prokurator	procureur
piąta	cinquième
potwierdza	confirme
pamiętnik	revue
pamiętnik	journal
pamiętnik	journal
pamiętnik	agenda
stawu	étang
prawdopodobne	probable
prawdopodobne	probablement
prawdopodobne	probables
prawdopodobne	vraisemblable
prawdopodobne	probable
procedury	procédures
procedury	procédure
disco	discothèque
disco	disco
barona	baron
sumę	somme
sumę	sum
uczestniczyło	participé
dostaje	obtient
prawny	juridique
prawny	légal
prawny	légales
prawny	légale
cząsteczki	particules
cząsteczki	particules
cząsteczki	molécules
cząsteczki	particule
cząsteczki	particules
fair	foire
fair	justes
fair	équitable
fair	équitables
wstawić	insert
wstawić	insérer
wstawić	insertion
wstawić	insérez
czysto	purement
czysto	limpide
czysto	clair
czysto	effacer
urzędy	bureaux
objęcia	englobe
objęcia	étreinte
objęcia	embrasser
objęcia	embrassez
plemiona	tribus
nadzwyczajny	extraordinaire
nadzwyczajny	extraordinaires
linda	linda
musical	musicale
musical	musical
zawodowo	professionnellement
virginia	virginie
virginia	virginia
mistrzowie	masters
mistrzowie	capitaines
mistrzowie	maîtres
mistrzowie	champions
drewno	bois
drewno	bois
salvador	salvador
dąbrówka	dąbrówka
islam	islam
bloków	blocages
bloków	blocs
wagner	wagner
prasa	appuyez
prasa	presse
łańcuch	chaîne
łańcuch	ficelle
łańcuch	string
łańcuch	cordes
łańcuch	enchaîner
łańcuch	chaîne
łańcuch	chaine
eso	eso
grubość	épaisseur
grubość	épaisseurs
stevens	stevens
kapitał	majuscule
kapitał	capitaux
kapitał	capitale
kapitał	capital
monica	monica
galaktyki	galaxies
galaktyki	galaxie
galaktyki	galaxy
aktualny	actuel
aktualny	courant
aktualny	actuels
aktualny	actuelle
kontrola	contrôler
kontrola	contrôle
kontrola	audit
kontrola	vérification
kontrola	inspections
kontrola	inspection
mieszane	mélangé
mieszane	mixtes
mieszane	mélangés
mieszane	mixte
mieszane	mélangé
mieszane	mélangées
mieszane	mélangés
dodaje	ajouts
dodaje	ajoute
typowo	typiquement
typowo	habituellement
typowo	généralement
typowo	typiques
typowo	typique
warunek	état
warunek	condition
zawieszenia	suspension
zawieszenia	sursis
zawieszenia	suspendre
zawieszenia	suspendu
zawieszenia	suspensions
zawieszenia	suspensions
naftowej	brut
stowarzyszeń	associations
wystąpić	survenir
regina	regina
zagrożonych	menacées
zagrożonych	menacée
zagrożonych	menacés
zagrożonych	menacé
sokół	falcon
sokół	faucon
działka	complot
działka	parcelle
rozwiązany	résolus
rozwiązany	résolues
rozwiązany	résolu
rozwiązany	résolue
rozwiązany	dissoute
rozwiązany	dissous
rozwiązany	démantelé
rozwiązany	résolus
rozwiązany	résolues
rozwiązany	résolu
rozwiązany	résolue
znaczny	substantielle
znaczny	substantiel
znaczny	significative
znaczny	significatif
znaczny	significatifs
floryda	floride
księżnej	duchesse
obniżenie	abaisser
obniżenie	abaissement
obniżenie	abaissant
geograficzny	géographique
geograficzny	géographiques
geograficzny	géographique
autobus	bus
autobus	autobus
wirnika	rotor
właścicielami	propriétaires
wewnętrzny	internes
wewnętrzny	interne
jeana	jean
sex	sexe
samców	masculins
samców	mâles
samców	hommes
zbrodnie	crimes
zbrodnie	délit
zbrodnie	délinquance
zbrodnie	criminalité
zbrodnie	crime
filharmonii	philharmonique
bycie	etre
bycie	être
dar	dar
dar	cadeau
dar	cadeaux
row	rangées
row	ligne
row	rang
row	rangée
wewnętrzna	internes
wewnętrzna	interne
podróże	voyage
podróże	voyages
podróże	voyager
podróże	voyager
podróże	voyageant
pokrywy	couvertures
pokrywy	couvercles
pokrywy	couvre
pokrywy	housses
lewandowski	lewandowski
przekazano	délégués
przekazano	déléguées
przekazano	délégué
przekazano	déléguée
umieszczenie	placement
grabowski	grabowski
kapłan	priest
kapłan	prêtre
kapłan	curé
aktów	actes
twierdzenia	assertions
twierdzenia	assertion
twierdzenia	affirmations
twierdzenia	réclamations
twierdzenia	créances
twierdzenia	allégations
twierdzenia	revendications
aglomeracji	agglomérations
aglomeracji	agglomération
pokrewne	connexe
pokrewne	connexes
pokrewne	lié
pokrewne	liés
artystyczna	artistiques
artystyczna	artistique
orlando	orlando
opinia	opinion
opinia	avis
opinia	commentaires
opinia	rétroaction
alessandro	alessandro
pogoń	poursuite
pogoń	pourchasser
pogoń	chase
bycia	etre
bycia	être
postawy	attitude
postawy	attitudes
postawy	mentalités
postawy	postures
postawy	posture
kasy	monnaie
kasy	argent
kasy	argent
kasy	comptant
kasy	liquidités
klaus	klaus
studenci	étudiants
studenci	etudiants
studenci	élèves
studenci	étudiant
studenci	étudiante
studenci	étudiants
studenci	etudiant
zęby	dentition
zęby	dents
duszy	âmes
duszy	ame
duszy	soul
duszy	âme
przeznaczeniem	destinée
przeznaczeniem	destiny
przeznaczeniem	destin
finały	finale
finały	finals
finały	finales
obywatel	citoyenne
obywatel	citoyen
irlandia	irlande
osobno	séparément
zeszyt	carnet
zeszyt	cahier
ferdinand	ferdinand
act	agir
act	loi
act	acte
act	act
nationale	nationale
skała	rocheux
skała	rock
ponownego	réapparition
ponownego	récidive
ponownego	récurrence
leonarda	léonard
leonarda	leonard
łaski	pitié
łaski	miséricorde
łaski	clémence
łaski	mercy
łaski	grâces
łaski	grâce
łaski	grace
łaski	grâces
wykorzystane	utilisées
wykorzystane	utilisé
wykorzystane	utilisés
wykorzystane	utilisée
wykorzystane	exploités
wykorzystane	exploitées
wykorzystane	exploité
wykorzystane	exploitée
zamieszkania	habitation
nina	nina
zachowań	comportements
zachowań	comportements
wyświęcony	ordonnés
wyświęcony	ordonné
montana	montana
hansen	hansen
parametr	paramètre
narciarstwo	ski
eyes	yeux
terytoriów	territoires
ochotników	volontaires
ochotników	bénévole
ochotników	bénévoles
pojęć	notions
pojęć	concepts
circle	cercle
otoczone	entourés
otoczone	encerclé
otoczone	encerclés
otoczone	entourée
otoczone	entouré
absolwentów	anciens
absolwentów	diplômés
równania	équations
auf	auf
uruchomienie	lancement
uruchomienie	lancements
uruchomienie	lancer
uruchomienie	lancez
uruchomienie	mobilisation
uruchomienie	lancement
gilles	gilles
diana	diana
senat	sénat
zaproszenie	inviter
zaproszenie	invite
zaproszenie	invitation
zaproszenie	invitation
zamiar	intention
zamiar	intention
zamiar	intentions
podwozie	châssis
iranie	iranienne
iranie	iran
lane	lane
minas	minas
reggae	reggae
blog	blog
blog	blogue
zębów	dentition
zębów	dents
dziesiątki	rte
dziesiątki	dizaines
dziesiątki	douzaine
dziesiątki	dizaines
dziesiątki	douzaines
orbicie	orbite
orbicie	orbites
aten	athènes
lars	lars
ter	ter
fikcyjna	fictive
fikcyjna	fictif
full	complète
full	pleine
full	plein
full	complet
odra	rougeole
odra	rubéole
odra	odra
afryka	afrique
afryka	africains
afryka	africain
afryka	africaine
afryka	africaines
opublikowano	publiée
opublikowano	affiché
opublikowano	posté
opublikowano	publié
opublikowano	publiée
opublikowano	publiées
opublikowano	publiés
opublikowano	publié
monet	pièces
monet	monnaies
monet	monet
lufy	fûts
lufy	bidons
lufy	barils
lufy	tonneaux
lufy	museau
lufy	canon
lufy	tonneau
lufy	baril
kosmiczny	cosmique
kosmiczny	cosmiques
money	monnaie
money	argent
korzyść	bénéfice
korzyść	avantage
korzyść	prestation
korzyść	avantage
krotnie	plier
krotnie	rabattre
krotnie	plié
krotnie	pli
calgary	calgary
bakterii	bactérien
bakterii	bactérienne
bakterii	bactériennes
bakterii	bactériennes
bakterii	bactérienne
bakterii	bactéries
bakterii	bactérie
gospodarcza	économique
gospodarcza	economiques
gospodarcza	economique
przełom	percée
texas	texas
heavy	heavy
heavy	lourde
heavy	lourd
heavy	lourds
rysunki	dessins
jake	jake
historycy	historiens
portland	portland
terytoria	territoires
terytoria	territoire
algorytm	algorithme
koronę	couronnes
koronę	crown
koronę	couronner
koronę	couronne
wróć	retourner
wróć	retour
wróć	revenir
kamienie	pierres
kamienie	stone
kamienie	pierre
kamienie	pierres
kamienie	roches
kamienie	rochers
kamienie	cailloux
kamienie	pierres
honor	honneur
honor	honneur
honor	honorer
konkretnie	spécifiquement
konkretnie	précisément
konkretnie	spécialement
umiera	meurt
umiera	décède
umiera	meurent
umiera	mourante
umiera	mourir
umiera	mourant
przemysłowe	industrielle
przemysłowe	industriels
przemysłowe	industrielles
przemysłowe	industriel
tunel	tunnel
niewątpliwie	indubitablement
zbiorniki	réservoirs
zbiorniki	réservoirs
zbiorniki	chars
zbiorniki	citernes
zbiorniki	cuves
niewielu	peu
sprzedano	vendues
sprzedano	vendus
sprzedano	vendue
sprzedano	vendu
chen	chen
konkursy	concours
konkursy	compétitions
konkursy	concours
konkursy	compétitions
tygodniach	semaines
zen	zen
ewakuacji	évacuation
ewakuacji	évacuations
jürgen	jürgen
wymiar	dimension
bonus	bonus
bonus	prime
bonus	bonification
sncf	sncf
web	web
web	enchaînement
connecticut	connecticut
rolnictwo	agricole
rolnictwo	agricoles
rolnictwo	agriculture
zmieniona	altéré
zmieniona	altérée
zmieniona	modifié
zmieniona	modifiée
zmieniona	amendée
zmieniona	amendé
simone	simone
juniors	juniors
poezja	poésie
litwa	lituanie
pokład	pont
sprzeciw	objection
sprzeciw	récusation
sprzeciw	objections
sprzeciw	opposition
atlanta	atlanta
sól	salé
sól	sel
traktować	traitez
traktować	traiter
kolonię	colonie
opady	précipitations
opady	pluies
opady	pluviométrie
opady	précipitation
opady	précipitations
słowacja	slovaquie
odchodzi	quitter
odchodzi	quittant
usuwanie	effacement
usuwanie	supprimant
usuwanie	suppression
usuwanie	élimination
usuwanie	suppressions
usuwanie	effacement
usuwanie	suppression
usuwanie	déménagement
usuwanie	enlèvement
usuwanie	suppression
klein	klein
poczucie	sens
odwrót	retraite
rany	blessure
rany	plaie
rany	plaies
rany	blessures
substancje	substance
substancje	substances
ziemski	terrestre
publikowane	publiée
publikowane	publiées
publikowane	publiés
publikowane	publié
pływak	nageur
ogromny	énormes
ogromny	immense
ogromny	énorme
ogromny	enorme
ogromny	massifs
ogromny	massif
ogromny	massive
ogromny	massives
ogromny	énormes
ogromny	énorme
działek	parcelles
działek	colis
nagrodzony	récompensée
nagrodzony	récompensés
nagrodzony	récompensé
schemat	schéma
schemat	diagramme
schemat	diagrammes
schemat	schématique
schemat	schéma
oczywiste	évident
oczywiste	évidence
oczywiste	évidente
fotografia	photo
fotografia	photographie
fotografia	photographique
fotografia	photographie
fotografia	photographier
teoretycznie	théoriquement
gmt	gmt
przekierowanie	rediriger
przekierowanie	redirection
przekierowanie	réorienter
przekierowanie	redirection
przekierowanie	réorientation
przekierowanie	redirigé
przekierowanie	redirection
przekierowanie	réorienter
krajobraz	paysager
krajobraz	paysage
krajobraz	paysages
elektor	électeur
ted	ted
tramwaj	tram
tramwaj	tramways
tramwaj	tramway
zdecydowała	décidée
zdecydowała	décidés
zdecydowała	décidé
przekonać	convaincre
przekonać	convainc
przekonać	persuader
przekonać	persuade
belgradzie	belgrade
tkanki	mouchoirs
podstawowego	basiques
podstawowego	élémentaire
podstawowego	basique
podstawowego	basic
skuteczność	performance
skuteczność	performances
skuteczność	rendement
skuteczność	efficacité
skuteczność	effectivité
skuteczność	efficacité
skuteczność	effectivité
skuteczność	efficacité
skuteczność	efficience
skuteczność	rendement
przypadkowo	accidentellement
tryby	modes
erich	erich
dama	madame
dama	dame
władcą	règle
władcą	dirigeant
władcą	souverain
ślad	sentier
ślad	piste
ślad	tracé
ślad	traces
ślad	tracer
ślad	trace
przyjęte	acceptées
przyjęte	acceptés
przyjęte	acceptée
przyjęte	accepté
przyjęte	adoptées
przyjęte	adoptée
przyjęte	adopté
przyjęte	adoptés
bloki	blocages
bloki	blocs
niska	basses
niska	basse
niska	faible
niska	faibles
niska	bas
twierdzą	réclamation
twierdzą	réclamer
twierdzą	revendication
twierdzą	revendiquer
testament	testament
berg	berg
anhalt	anhalt
podobieństwo	ressemblance
podobieństwo	similitude
podobieństwo	ressemblance
podobieństwo	ressemblances
podobieństwo	similarité
mitsubishi	mitsubishi
przedni	antérieure
przedni	antérieur
zatrudnienie	emploi
zatrudnienie	emplois
zatrudnienie	embauche
zatrudnienie	embaucher
horror	horreur
technologia	technologique
technologia	technologies
technologia	technologie
oklahoma	oklahoma
konkretne	spécifiques
konkretne	spécifique
konkretne	concret
konkretne	concrètes
konkretne	béton
konflikty	conflits
konflikty	conflit
konflikty	conflits
konflikty	conflit
wezwanie	convocation
wezwanie	assignation
sophie	sophie
kings	rois
kings	kings
dokładne	précises
dokładne	précis
dokładne	précise
dokładne	exacte
dokładne	précises
dokładne	précis
dokładne	exacte
dokładne	exactement
dokładne	exact
dokładne	exactes
podziemia	underground
podziemia	souterraine
podziemia	souterrain
podziemia	souterrains
podziemia	enfers
podziemia	pègre
zapobiec	empêcher
zapobiec	prévenir
skrzyżowanie	croisement
skrzyżowanie	intersection
skrzyżowanie	carrefour
skrzyżowanie	junction
skrzyżowanie	jonction
poprawę	améliorer
architektów	architecte
architektów	architectes
muza	muse
czytać	lecture
czytać	lisez
czytać	lire
czytać	lis
organizatorów	organisateurs
organizatorów	organisateurs
dopuszczalna	acceptables
dopuszczalna	acceptable
dopuszczalna	admissible
dopuszczalna	recevables
dopuszczalna	recevable
dopuszczalna	admissible
spada	chutes
spada	tombe
spada	falls
dramatyczny	spectaculaire
dramatyczny	dramatique
dramatyczny	dramatiques
siódmego	septième
siódmego	seventh
zapasy	approvisionnement
zapasy	fournitures
zapasy	stocks
zapasy	encours
zapasy	catch
zapasy	lutte
zapasy	wrestling
zapasy	lutter
zapasy	stock
żyły	veines
żyły	veine
donieck	donetsk
cesarzem	empereur
cesarzem	empereurs
organiczny	bio
organiczny	biologiques
organiczny	biologique
organiczny	organiques
organiczny	organique
chrześcijaństwo	chrétienté
chrześcijaństwo	christianisme
make	faites
make	faire
instrukcji	consignes
instrukcji	instructions
hope	espère
hope	espoirs
hope	espérer
hope	espoir
hope	espérance
zgoda	consentement
zgoda	accepté
zgoda	convenu
zgoda	assentiment
face	visage
face	face
opada	chutes
opada	tombe
opada	falls
genewie	geneve
genewie	genève
ojców	pères
ojców	papas
ojców	pères
zapewnienie	assurant
zapewnienie	assurez
chronologicznie	chronologiquement
barwa	couleur
barwa	coloris
barwa	couleurs
barwa	couleur
barwa	coloris
barwa	couleurs
wspomnień	mémoires
wspomnień	souvenirs
inżynieria	ingénierie
inżynieria	génie
inżynieria	ingénieur
inżynieria	ingénieurs
turbo	turbo
sale	halls
sale	soldes
sale	vente
literaturę	littérature
dat	dat
artyleria	artillerie
siatkówki	rétine
siatkówki	rétinienne
siatkówki	volley
siatkówki	volleyball
roślinności	végétation
design	dessin
design	design
design	conception
sklepy	commerces
sklepy	magasins
sklepy	boutiques
sklepy	magasins
seweryn	seweryn
markiz	marquis
concacaf	concacaf
maks	max
maks	maxi
maks	maxime
maks	maximum
majewski	majewski
doradcą	conseiller
doradcą	conseillère
buffalo	buffle
buffalo	buffles
buffalo	buffalo
buffalo	bisons
buffalo	bison
uzupełnić	recharge
prawdopodobieństwo	vraisemblance
prawdopodobieństwo	probabilité
prawdopodobieństwo	probabilités
prawdopodobieństwo	probabilité
prawdopodobieństwo	vraisemblance
hetman	hetman
zwłoki	cadavres
zwłoki	cadavre
zwłoki	cadavre
pokoleń	générations
wieczny	eternel
wieczny	éternels
wieczny	éternelle
wieczny	éternel
wieczny	eternel
wieczny	éternelle
wieczny	éternel
przyznaje	admet
przyznaje	reconnait
przyznaje	reconnaît
odkryć	découvertes
odkryć	découvrez
odkryć	découverte
odkryć	découvrir
stężenie	concentrations
stężenie	concentration
zrobione	prises
zrobione	taken
zrobione	pris
zrobione	prise
zrobione	fait
zrobione	fabriqués
zrobione	faite
zrobione	fabriqué
zrobione	fait
zrobione	faite
przyjmując	supposer
przyjmując	supposant
rozbił	brisé
rozbił	cassé
rozbił	brisée
rozbił	accidenté
rozbił	crashé
rozbił	écrasé
rozbił	saccagé
inżynierów	ingénieur
inżynierów	ingénieurs
bonaparte	bonaparte
odwołany	annulée
odwołany	annulé
odwołany	annulés
odwołany	annulée
odwołany	annulé
odwołany	annulés
żyła	vécue
żyła	vécu
żyła	veine
uczestniczy	participe
zjednoczenie	unité
zjednoczenie	unity
zjednoczenie	unification
zjednoczenie	réunification
zjednoczenie	réunion
zjednoczenie	reunion
zjednoczenie	retrouvailles
wnioski	applications
wnioski	demandes
wnioski	demandes
wnioski	requêtes
wnioski	conclusion
wnioski	conclusions
podłoża	substrats
rak	cancer
luksemburga	luxembourg
radiowy	radiophonique
radiowy	radio
emi	ime
emi	emi
sauber	sauber
somerset	somerset
atlantyku	atlantique
pytaj	demander
pytaj	demandez
pytaj	demande
ronald	ronald
parki	parc
parki	parcs
konstrukcje	constructions
konstrukcje	structures
hong	hong
rain	pluies
rain	rain
rain	pluie
jam	jam
jam	confiture
jam	confitures
połączyć	fusionner
połączyć	fusionne
połączyć	fusion
połączyć	combiner
połączyć	conjuguer
pozytywne	positive
pozytywne	positives
pozytywne	positif
pozytywne	positifs
pętli	boucles
pętli	looping
pętli	boucles
pętli	boucle
historie	histoires
sheffield	sheffield
intensywnie	intense
intensywnie	intenses
intensywnie	intensément
intensywnie	intensivement
intensywnie	intensément
niepełnosprawnych	handicapé
niepełnosprawnych	handicapés
niepełnosprawnych	désactivés
niepełnosprawnych	désactivée
niepełnosprawnych	désactivé
niepełnosprawnych	handicapé
niepełnosprawnych	handicapés
niepełnosprawnych	handicapée
niepełnosprawnych	handicapées
magnus	magnus
przejęcia	acquisitions
przejęcia	acquisition
przejęcia	rachat
libii	libye
fizyka	physique
islamu	islam
sporów	contentieux
